"gene","2-1","3-1","3-2","4-1","4-2","4-3","5-1","5-2","5-3","5-4"
"ZNF430",3.77283315700083e-10,3.77262665551825e-10,0.992170479515714,3.77214703917161e-10,6.71822264177724e-05,7.32013543538468e-05,3.77259889994264e-10,0.93965454956811,0.654397863074726,4.00541078082739e-08
"ZFP30",0.407384590220912,0.076578261230802,0.985710386651599,0.998772909724527,0.64795692071975,0.239423513105815,1.70742738491159e-05,0.140818572318488,0.272930544284388,0.000560119594719133
"ZNF549",0.126118690184442,0.700419636276369,0.780285519341399,0.0146611521132817,0.987438695415746,0.385641716743328,0.581924618915935,0.00447347108256679,0.0740710680058542,0.000163075167054938
"ZNF211",0.185614908228096,0.243815138646491,0.997107253997582,0.999457959511156,0.363567098038182,0.475225060174699,1.87441789462062e-05,2.01028667046188e-08,3.67311780991031e-09,7.79504763185335e-05
"ZNF205",0.15024877943757,0.406719753856923,0.00301321900730256,0.12205585555479,0.99998948081734,0.00158605003346413,0.202214491992459,0.992566863167435,0.00264170917565287,0.995811025603519
"ZNF45",0.998099902365088,0.29594672755086,0.310058658236793,0.628837293350065,0.585951610002565,0.991950115011577,9.01812454805473e-05,0.000679288561508784,0.158590612706343,0.0632946831493214
"ZNF133",0.0514120327196258,0.469237228875297,0.759433608423144,0.0169901895121481,0.999937023981301,0.618726983647732,4.62300898951273e-06,0.505303376196978,0.0160421929029828,0.5209923367746
"ZNF436",0.177573944676906,0.364254392600163,0.981304944899912,0.000353078109843308,0.564724471158208,0.165937506588717,3.78871822803717e-10,0.000400051645112143,2.37129889013588e-06,0.0481633481198286
"ZNF484",0.666990250868766,0.568162389528729,0.0899236061495158,0.0926892703350073,0.901792374183704,0.00249160891341071,0.985312454943135,0.419351699306561,0.876777237897019,0.0350283860230332
"ZNF780B",0.282009702189429,0.30483037936507,0.999274866717135,0.133132593823393,0.999781814515219,0.991452900201691,1.69506386704654e-09,0.0042356390673951,0.000310587604382739,0.00328163621059308
"ZNF557",0.994401959915971,0.882859498764984,0.994355101898251,0.481574705541118,0.406111563904541,0.129427124748226,0.000415727894127471,0.0014852802793629,3.30359861541174e-05,0.215379337313746
"ZNF337",0.999998440927816,0.990586652835841,0.992497790484197,0.00718400828106369,0.0316078415457579,0.0519869735154009,0.000215178990018883,0.00327787517332856,0.00457393554179419,0.978387695767127
"ZNF317",0.530847038631792,0.908326058524847,0.186855473371643,0.774356462735084,0.992277704561517,0.339997466930195,0.999623183973363,0.67277632265447,0.846455379807172,0.883673781569162
"ZNF426",0.775997949270872,0.71468889274205,0.999999807833969,4.57916147043047e-05,0.0358797696928334,0.0137099421403145,0.972547010125526,0.973809766100778,0.968075856356293,0.00103418432530411
"ZNF331",0.998480720399937,0.0211482948688946,0.155485406488697,0.617869124331109,0.883653959439852,0.62145364710417,0.914871303879027,0.863149282938378,0.00226837883247799,0.213695034280545
"ZNF227",0.817686846724667,0.321615531459641,0.0714010026814121,0.449196914785365,0.114410881249025,0.999910936611584,0.00039247525520314,9.39088519908982e-05,0.269208976990276,0.231339669454355
"ZNF141",0.542428799918881,0.794360725850572,0.987420786625613,0.925614271238916,0.953404429218191,0.999147451856791,0.00073357359101589,0.364003986970365,0.0727614806347497,0.0458928086452411
"ZNF304",0.974003056392187,0.692962966211513,0.985700256710236,0.999861427764076,0.958617955076655,0.68326101508952,0.0700696778487621,0.514739724353044,0.773618541296042,0.0969877557747327
"ZNF132",0.00142271608850064,0.000226721004902175,0.999999993439643,4.52483091528677e-05,0.9934926584703,0.989516267058696,3.77266662354714e-10,0.0084959782006645,0.0021263805734032,0.0173592099436005
"ZNF20",0.121297448327505,0.00280724620112116,0.929296662480091,3.82553544397979e-10,0.000500455182584125,0.00293889684292814,3.7726288759643e-10,6.87170166324691e-08,2.84036534958787e-07,0.426548163106866
"ZNF670",0.107903361957944,0.999999959674649,0.144277900094258,4.85193604138345e-06,0.230568703605816,2.43732339302305e-05,0.131090802882242,0.994215568251574,0.18691021876335,0.0421804233752323
"ZFP37",0.0723708978013704,3.51850175661639e-08,0.0733785054652681,0.00376915986866277,0.970603457770559,0.226340895817924,0.869143750533857,0.00871775404856967,1.09433861972263e-09,0.000213751969564524
"ZNF189",0.936146893110915,0.998987043688124,0.985747668147058,0.714489343732509,0.38339172838828,0.621658650904192,7.03307280081056e-06,1.1943026136052e-05,1.4226967594122e-05,0.0103070992705843
"ZNF434",2.64838505781295e-05,2.14170975398886e-08,0.967601198354031,3.77261333284196e-10,0.00409224026053223,0.012935461500109,3.77214703917161e-10,5.67539348850232e-10,5.2728066357588e-10,0.00695813219815722
"ZNF287",0.000340065013756385,0.0258709947066429,0.605184342541994,5.5177440394516e-10,0.270554917114877,0.00195664776449911,3.77251341276974e-10,1.03394216167674e-05,4.07755496034667e-10,0.0197821000995837
"ZIM3",0.988326997410782,0.982003766956496,1,0.497203669633074,0.371759536189501,0.274617924316109,0.979172359838319,1,1,0.244291691408147
"ZFP14",0.997785275592016,0.999958839635582,0.999631184170144,0.999978261969968,0.999584919898159,0.99999999491165,2.06239029280075e-05,0.00251834743125234,0.000189115959649877,0.000323563712125385
"ZNF473",0.586232240207265,0.998844568148188,0.778793037283531,0.980080965741398,0.909547520255668,0.998580625853634,0.00067598545476999,0.318507255648208,0.00580436024829967,0.0215975055106385
"ZNF614",0.993167217198732,0.0752488184786272,0.396165407620483,0.999999924612613,0.994040080498464,0.133160949120802,5.21958628540986e-07,8.35183436320719e-06,3.78956088731286e-10,1.24533765982759e-05
"POGK",0.000114731756288622,4.64738021541677e-05,0.998541856299752,3.77262221462615e-10,3.98544618345209e-05,8.59419395426997e-07,3.77258113637424e-10,0.00010307992534575,1.90398469723796e-06,0.987769632177405
"ZNF514",0.00853815851587747,0.0859865995810715,0.854137681996678,0.000406329633402924,0.991388754763527,0.515899145451129,0.988782339423784,0.0412475498628739,0.278708103775452,0.00401747306135636
"ZNF300",0.383399109606287,1.83913003359848e-06,0.0485126579925779,0.000639624996419341,0.39540436391919,0.85242182897871,0.999098054809218,0.552418404880881,1.75195842502252e-05,0.00279321298467161
"RBAK",0.280241834301776,0.000270538746578008,0.444507715753685,9.18605827834318e-05,0.278687790763719,0.996091646125093,7.84313725077368e-10,0.00244015315701085,0.196307314506378,0.427515257048938
"ZNF92",0.927189227247132,5.79500892383678e-07,0.00125480465268757,0.00024086116322819,0.0358317306890719,0.862148277480051,1.00176821579145e-05,0.00874702601108313,0.95291374446874,0.997620064877527
"ZNF157",0.99751316920155,0.999571724103851,0.988853826428734,0.833433367550734,0.75908962184963,0.934476597249842,2.95252322579653e-05,0.000270107940502085,0.00037212245130247,0.0124508076696868
"ZNF182",0.999550029889066,0.233841725956801,0.53878159555521,0.438648852042059,0.728031503832459,0.998557576438384,1.0484741777006e-06,0.000234763757284262,0.0249260630792341,0.0134875202698219
"ZNF673",0.0114449372684139,1.38809943706075e-05,0.831451657074118,3.77872400036949e-10,0.00362781850915861,0.0428108450228231,3.77228914771877e-10,8.95404339562589e-09,1.51028679562515e-07,0.058302922407282
"ZNF41",0.978726626964708,1.5911437247107e-05,0.00418541499511227,0.999999992272989,0.983279964549422,0.000143064438668405,0.0249904746728312,0.311999864469062,0.316924879918063,0.0596647321091577
"ZNF7",0.121534884107127,0.000368464161504933,0.729045979346507,0.00690084882665187,0.961216554658022,0.977627758942755,0.494204994123501,0.867027451535658,0.092212676443498,0.364215146953056
"ZNF214",0.998889084294526,0.999946171544295,0.996598752596086,0.985955282741685,0.960761390793095,0.996122560229965,6.79335049380558e-06,0.00011692198520652,7.72477712940312e-05,0.000722586259479518
"ZNF215",0.000553854146981836,0.0849098634713163,0.441505001993148,0.0185167343251208,0.801005130878111,0.976522988752726,5.62831898864857e-08,0.861052227631178,0.0214536223010942,0.138840981033484
"ZNF547",0.939915758712233,0.312509713025143,0.904130597510864,0.00253192360089438,0.00147873055753556,4.01756480605808e-06,2.60722524680901e-07,8.97802603372355e-07,4.36537916925772e-10,0.551614679090482
"ZNF773",0.989775980361914,0.980156220313934,0.999999858123939,0.999685026772143,0.975426943849064,0.95917644688211,1.31258323461392e-05,0.00327627218788384,0.000787179056433884,6.54397056427669e-05
"ZNF776",0.972103479189604,0.999988562620978,0.966138898936827,0.126739559752305,0.0774846322351737,0.210296801291421,6.02571617869252e-06,2.23990638970051e-05,5.86966257344335e-05,0.17018198432988
"ZNF256",0.999998138050196,0.98537853121677,0.988649885941809,0.997596954663923,0.997615717180373,0.999834499736662,0.099768494463193,0.223853894606123,0.38909455078556,0.324840244269708
"ZNF599",0.657308885595755,0.994881586445331,0.495222926834772,0.00363288880874424,0.388758562987055,0.00242913790689359,3.77262665551825e-10,6.7565375516665e-10,3.77264885997874e-10,1.71605165300015e-06
"ZNF18",7.60338447824971e-06,1.09784996649154e-08,0.987439620592889,3.77263109641035e-10,0.01024754796067,0.0199539815108912,3.77261333284196e-10,0.0568002162312383,0.110897634925332,0.928219373590524
"ZKSCAN2",6.7355200728203e-05,0.438341607128144,0.0363298007799723,0.137771571658701,0.183207157357286,0.967580467966231,3.84407168319001e-08,0.97930160792373,0.00103706868883036,0.017015273270405
"ZNF689",0.999035534552462,0.382653207164682,0.410888811901094,0.92407074898278,0.99081442017982,0.125034721017201,0.294353487966175,0.340379793437735,0.999990190580488,0.0866260449794536
"ZNF19",0.000479387578625312,0.110658499395385,0.366287208397795,0.0107182731545479,0.856389960908834,0.915175512114785,3.77261000217288e-10,0.0137157151514283,3.27033267577548e-07,6.44976871879699e-05
"ZNF230",0.764486776252854,0.961713007299191,0.982955915149526,0.865823891606444,0.315007986982423,0.552259552728538,0.00320364415754415,0.000423661060118041,0.000794403944260447,0.15587653616953
"ZNF222",0.212921994818145,0.79641216535052,0.828725011967638,0.999853122019487,0.230184966233167,0.776939803805913,0.00300965593534563,6.17278873882299e-06,0.000124054786360128,0.0189342921252055
"ZNF221",0.99999190874494,0.988057034350585,0.988687757534707,0.45012013924792,0.661354541100388,0.265872865778819,0.99714650193253,0.996571900162141,0.999854934202763,0.311590135774014
"ZNF233",0.0485470420722267,0.999999703336363,0.0801382073307058,0.00963349680517689,0.999008129131838,0.0217155660386509,1.76320646971817e-09,0.0465940706076694,3.67404051626607e-08,0.0579867187772033
"ZNF235",0.909817229603537,0.0891441535734567,0.0298954868139882,0.0845410465270988,0.0282098464150385,0.999975892675723,4.85740553912706e-06,5.93058463449481e-06,0.15192129362913,0.219444026832135
"ZNF208",0.773188550325435,0.999440230672624,0.703365387653394,0.671160048848185,0.999996514714605,0.600566378895444,2.50348571426695e-05,0.0403462618430565,5.23080768874973e-05,0.0264773991957086
"ZNF714",1.64353467835276e-06,3.77268216666948e-10,0.23718985466692,3.77214703917161e-10,2.86988677267175e-09,1.38646678837784e-05,3.97332968504749e-06,0.905070801442901,0.00800169927869776,3.77280651164824e-10
"ZNF394",0.487350637061907,0.000330670272875366,0.276906209053324,0.807356749899559,0.113369430013826,2.24636707805148e-05,0.645281870201292,0.993134407716051,0.0497381688142339,0.152788036753313
"ZNF333",0.954334005543882,0.999995541359953,0.973265565708711,0.672469684598886,0.388046967798029,0.692124587065923,6.87237272867236e-07,2.60097826876304e-06,4.56345402266578e-06,0.00319333379981812
"ZNF382",0.0211714201807877,6.82425580489365e-08,0.229684355352317,0.997337332265019,0.0917595109569781,8.31498485764914e-06,6.93396795758972e-06,0.737711955021947,0.846723942307513,0.000359545364162717
"ZNF577",0.685671876740625,0.984207776275102,0.449759834654426,0.178991047145976,0.963317758548912,0.0852799556521971,4.49407193992002e-06,0.0262392360842765,2.59984561257198e-06,0.107711716405436
"ZNF75A",0.13364659502375,0.0994141894359457,0.999928995593969,1.99547727230964e-08,0.0220081056257204,0.00513120451526083,3.77314179900168e-10,0.00011718019443685,5.44508874111838e-06,0.67398030520018
"ZNF496",0.997323472507348,0.996999506107516,0.999999898107241,3.81625064882485e-10,1.39393008247168e-09,3.94340560205819e-10,0.75731356989058,0.686494013120416,0.611227542513794,2.34877663984889e-08
"ZNF2",0.99999999258984,0.988074193341874,0.993169127931559,0.00441104670169812,0.0246685645537321,0.0390427467800959,1.10746087855773e-08,3.56180123661787e-06,2.18777989247076e-06,0.195574988862188
"ZNF589",7.51174297763946e-07,2.71528266537757e-09,0.998560350577458,6.01684257972579e-10,0.935095661885691,0.981007498514517,3.77264441908665e-10,0.0577682488952013,0.0613587860600483,0.267531228437711
"PRDM9",0.921547787544893,0.987830249856555,0.754479351015311,0.944111247845611,0.999946107893095,0.782644733432701,0.834255728085858,0.99999624058968,0.603732496002043,0.999568340958913
"ZNF12",0.0294476465949919,1.3348481247899e-05,0.663316124546577,0.235405440620677,0.884804484850449,0.0999425419277845,8.24337067495406e-08,0.256757879092468,0.953658482309511,0.0112638924998973
"ZNF202",8.24239005783323e-05,0.00659502477897422,0.637798111191439,0.00083545556661635,0.936655851469138,0.970467598980475,0.331769824121402,0.0427782098003685,0.546336263858005,0.210943063948956
"ZNF3",0.263060520410508,0.874385043556512,0.812762624686659,0.0614593953576477,0.994078980819625,0.486802095206605,0.00060976571830762,0.631375391976641,0.0424631869676017,0.838022158890922
"ZNF606",0.0262373432181657,0.0960268208576666,0.954929433051296,0.0180301612688237,0.999973279586032,0.967825552415469,3.77547104690734e-10,0.00310935180010341,1.81860715104953e-05,0.000677340506716639
"ZNF91",0.338321891760253,0.00404689204547859,0.746303880505239,0.182143611797463,0.99988191259909,0.79061099403805,3.38118777420959e-09,0.00435620536422465,0.0861268638904067,0.00304871044664645
"ZNF226",0.212637069449047,0.95473935533059,0.626744609454938,0.000736313590279147,0.61042450511368,0.018830159349743,3.86407683627965e-10,0.000661704602563651,2.50996085027211e-08,0.0555052629554468
"ZNF229",0.963291786491313,0.0907672066245471,0.580790569016378,0.23067055734879,0.780585009501414,0.997827148435958,0.000194792223550344,0.000291611114654367,4.50047465960779e-09,9.26558536562538e-08
"ZNF180",0.0977293671192888,0.000133908827322893,0.660711563912375,5.17343367634204e-06,0.252874055409707,0.934517474692974,3.77261666351103e-10,2.97310450549926e-05,0.00213375186490461,0.0447157826359832
"ZNF641",0.182831474621658,4.66905802798401e-07,0.0756800227747401,0.603518583778027,0.931581531374165,0.00273209280252995,5.46058276682526e-05,0.449504912940828,0.81475881481577,0.0538142831130828
"ZNF610",0.33604932320363,0.0202684214080203,0.930953830964235,0.382643076973612,0.999638223683744,0.818217309017819,0.70527592031961,0.0351512027993828,0.000456383462443588,0.0358664023839351
"ZNF528",0.600345518222017,0.00171656914757545,0.37480156350646,0.00167513784485718,0.334048467654498,0.999939022557385,0.953492529044673,0.274683684285286,0.000225765743535167,0.000230544465064875
"ZNF701",0.0111718072304292,0.825229081407565,0.000886051150762901,1.11352913556573e-08,0.150900876875495,7.92489407430708e-10,0.000102432629460747,0.981416133170611,4.24468183757298e-06,0.268147825682676
"ZNF283",0.34543931638844,0.440470193140025,0.997615891824335,0.0335249728087259,0.946784231358609,0.772844856600956,0.999865700130926,0.308534993152813,0.395343675997135,0.0309353619860779
"ZNF558",0.999867785785099,0.821988826300308,0.835153764722791,0.990536369828614,0.983693971154114,0.984216879438812,6.11095412561546e-06,0.000173111646767365,0.00291613913395128,0.000548464066437271
"ZNF597",0.0413654392346994,0.00030473605519532,0.904881199582516,8.88716374269904e-07,0.259218936555075,0.705868741556893,0.491826997154168,0.64119726753824,0.083579088988632,0.00165923271354784
"ZNF30",5.29217933920023e-08,3.77258002615122e-10,0.341759663950839,3.77267328488529e-10,0.426938553583452,0.999968633627568,3.77264885997874e-10,0.202186921082715,0.998930945205291,0.996105617380208
"ZNF354A",0.613578810359678,0.00399320957144655,0.480546042903721,0.00462218182187524,0.462055283187795,0.999992217486568,2.30281753665906e-08,0.00255948553949026,0.176799225075399,0.238386255575584
"ZNF764",0.463335196537522,0.00504560990661707,0.657671314602893,1.45721152973177e-05,0.0708075265127557,0.619150078202693,0.00209160621187621,0.578392107943166,0.999981700271608,0.649020425939864
"ZNF747",0.336866264034876,0.999995474504236,0.367893113539544,0.943010347093341,0.820845631385209,0.940825209653643,0.0129698076867104,0.918525388436712,0.0231864184135373,0.212963267311059
"ZNF778",0.68922718604078,0.191683422446251,0.975827513714386,0.000348831801007643,0.136687482620291,0.304845345933768,0.649640885146898,0.999938192882909,0.923320946148209,0.0438764669091323
"ZNF212",0.994660077413011,0.514980183408054,0.879613876635451,0.00205482443914351,0.00433369930208261,1.3914605929255e-05,9.28460474409754e-05,0.000481061493872503,2.91837942256734e-07,0.993917232168849
"ZNF282",0.00293349649678543,0.396621689618428,0.302434213198533,0.000289338837521136,0.999251331636398,0.135280741505634,2.67180211344087e-05,0.993230809421586,0.0582859781393531,0.999748319040708
"ZNF160",0.0274569077838314,0.0244281187036298,0.998844148189724,0.000597116360628647,0.953749748355475,0.820940745469093,0.999942468605606,0.0269445254816825,0.0249744752706166,0.000712671405795229
"ZNF415",3.9263370332776e-10,3.83966192174512e-10,0.968524374619581,5.47792246206047e-05,0.0473409129947175,0.132027892279294,3.77215259028674e-10,0.0313864177046861,0.000800417506376161,8.38002334191401e-09
"ZNF439",0.816136817514483,0.999602393972753,0.916392945688316,0.99690064491036,0.700420011110126,0.986624042833228,0.0360966891837041,0.00628138873052675,0.0389573328828527,0.17655922868728
"ZNF440",5.85124487910704e-05,2.82762280257032e-09,0.803224821923611,1.68135465972163e-06,0.998378649969385,0.909997877909291,3.77265996220899e-10,0.0695470903200669,0.471355279489914,0.0966097492527692
"ZNF562",0.998640264829863,0.345946917850822,0.69963912711572,0.171405947523776,0.203527006114557,0.00191903834733509,0.994980257523615,0.975622160066486,0.206749594936007,0.380272384815891
"ZNF561",0.929023862029172,0.00223208574683065,0.133692218718979,0.542986762190736,0.980976005543759,0.319908311132214,3.17823222943936e-05,0.0164030792202362,0.932920149980661,0.0516824048854196
"ZNF584",0.952146921325613,0.999999048911532,0.953262188004736,0.553164872296964,0.296290432795624,0.647010165588815,0.997873131747391,0.874793832267978,0.99918311616997,0.765378604559487
"ZNF274",0.00490764893903639,1.65301150545361e-09,0.172754621443683,3.7728453694541e-10,0.00173537959952885,0.401162782717827,0.640487555207635,0.173646786669127,7.17394828964046e-06,1.03417607810741e-09
"ZIK1",0.972208854637638,0.999762614346966,0.948859612534339,0.223504875611776,0.747077260869989,0.215638229410189,0.48082729203843,0.29508017726646,0.674965716150033,0.00516393170298823
"ZNF540",1.99164980496658e-05,0.542551433393654,0.0112637536358242,6.06983834305908e-08,0.97524777370973,0.000406463945348268,3.77259001815844e-10,0.000990693724927993,3.77321729416735e-10,0.00411040155097819
"ZNF570",0.999617656086521,0.438097645639887,0.734493623247849,0.96646681489224,0.94757527182386,0.20906324108822,0.263490196115683,0.585060817502431,0.999420543408988,0.112429565296305
"ZNF57",0.000383674095327802,2.64017258344573e-06,0.98979947725457,0.741410989062855,0.0458949298396445,0.00380153723938037,0.00655511676209775,0.756421054340971,0.337068338633012,0.340787973954244
"ZNF556",0.262700863598191,0.52328483107468,0.977696335792186,0.172793407022328,0.999999474535906,0.963323982608833,0.959611143820386,0.643953172874198,0.909697693906037,0.54638728835519
"ZNF554",0.085047806543964,0.296163301059538,0.9434021253951,0.999838246237141,0.101066293165232,0.319242568880963,0.000694490870186915,0.910630348910845,0.362101218582257,0.0020253101140405
"ZNF738",0.979482971131784,0.00603640510432235,0.136596103940693,0.949932426821914,0.785974403455611,0.00180754673743755,0.185443033444256,0.714396575708679,0.715016886274363,0.0626927881999311
"ZNF596",0.000429485220804882,0.197733240523623,0.238156602619429,2.01973526792187e-09,0.407781959586657,0.000402806088084962,3.77216480274001e-10,1.16134715621996e-07,3.77260223061171e-10,0.0002313066904438
"ZNF621",0.0272780641702234,0.369718714120579,0.716040455713816,1.79910403241834e-08,0.0970533354676586,0.000501645066359857,0.17498853010366,0.847759698280637,0.99800600550661,0.000989796750349825
"ZNF680",4.1414487580882e-05,6.06960703919412e-10,0.658759384481511,0.00160535254037253,0.827458046654701,0.0691265181839963,3.77257447503609e-10,0.0349246278828317,0.470557318961826,0.000206123936355662
"ZNF483",0.0406770669260935,0.842206018180634,0.384605025064134,1.20594799338791e-05,0.513082650746314,0.00269074696253913,3.77271991425232e-10,0.000292355561925639,8.36028690720525e-10,0.0494377061419083
"ZNF417",0.670099004038922,0.924475312678769,0.296432524629563,0.0102215732922769,0.536406167866322,0.00164556820063944,0.995485864312812,0.494359431570202,0.992607001714215,0.00492944941474405
"ZNF791",0.994917150490853,0.199212682105828,0.605513122662277,0.310655016841228,0.27590800958923,0.00205105771844016,0.676085330127976,0.952783256988462,0.916766675333385,0.0220357460342673
"ZNF519",0.999913558428458,0.086407146296281,0.163573265550555,0.999954484147225,0.999387121777116,0.196789187679421,0.0110985651866576,0.0400090256519644,0.980171481712572,0.0451004675260036
"ZNF25",0.99920723853272,0.893601632270107,0.859098444136683,0.818593635760765,0.787325170186359,0.999732571585177,0.0149140984594076,0.0372526518849781,0.253143038044023,0.390740513411187
"ZNF77",0.385178054778813,0.268587922472895,0.999999999995962,0.131008874674291,0.996579389853633,0.994947098726839,4.83719553301398e-09,0.00398160254664648,0.000872001428290581,0.00630182615697727
"ZNF169",0.853131472317852,0.419554433571358,0.119360731007463,0.384256588652369,0.108424572644719,0.999966032886641,6.37793058493319e-05,2.66357979883391e-05,0.0828409352485978,0.131876055023072
"ZNF613",0.146716492519406,0.407332217494985,0.956425870296767,0.00621909599105441,0.93629246481469,0.492210764285526,3.42267159059162e-09,0.0178332399094977,0.000253448543733659,0.105567050515164
"ZNF404",0.994875941981182,0.103467875438786,0.109968726616513,0.368007633168006,0.767459625491429,0.00106000322576338,0.00216814276386657,0.057315465438908,1.37935657673616e-07,0.521954821744757
"ZNF135",0.438024652655936,0.260225392356879,0.999981952613191,0.473007984327465,0.0279400342044419,0.00800491469968478,0.00578854302587806,0.749087703771216,0.732744151466532,4.35088343502255e-05
"ZNF620",3.96320865014843e-09,6.61013299652069e-09,0.949098602812937,0.730136496447292,1.89693526897461e-05,7.77604083568306e-05,6.64729614685555e-08,0.694076839871521,0.974269200643968,0.000519197086051637
"ZNF619",0.900506683260756,0.104884655773887,0.0328105312770488,0.00162322364011314,0.120919375388604,1.75890503273379e-07,0.993744075619375,0.985715182059347,0.0512923879889707,0.0102453167616532
