"gene","HER2-enriched-Basal-like","Luminal-Basal-like","Luminal-HER2-enriched","Normal-like-Basal-like","Normal-like-HER2-enriched","Normal-like-Luminal"
"ZNF585A",0.046455595722432,0.661024089139398,0.000489537701502618,0.527907421168267,0.995991285002405,0.305501063105881
"ZNF138",0.010177659226398,9.23443260192336e-07,0.938489262264116,0.997210379277359,0.676119024742787,0.500491169782775
"ZNF429",0.00425506452157254,5.00142038895035e-10,0.0246942358356518,0.7838350913299,0.956750113207116,0.374227794643625
"ZNF470",0.045673604886306,0.0104112684420237,0.939855711648646,0.481811169091319,0.991184963589144,0.952725975265277
"ZNF100",0.046854581930085,9.77342876629095e-08,0.426859304867561,0.999974423417146,0.66664208536049,0.288264672662932
"ZNF398",0.0106290936993463,0.039153130580858,0.431575792486183,0.354851134408962,0.991166026924571,0.814423777723511
"ZNF498",2.51579321711715e-05,0.413422347449623,0.000177949908797825,0.497428904650404,0.935814205892832,0.763604957675502
"ZNF441",0.996617060498608,5.00228747313258e-10,1.67474737411411e-08,0.436394238181958,0.5141916211126,0.834432242755031
"ZNF420",0.874710905730372,0.0196847768505906,0.00792237856404843,0.216455202374883,0.39915085778108,0.0228109319518313
"ZNF763",0.976885528820166,6.11463990551897e-10,3.08175385210774e-08,0.366525226465746,0.295739181164108,0.977922159776737
"ZNF679",0.0429591895713151,3.74297583044525e-05,0.94709887956239,0.51197602492079,0.995310110962402,0.999974198693046
"ZNF682",0.979174955151125,0.998959707092124,0.939490054031624,0.817762308821822,0.737571228363023,0.828011790428932
"ZNF772",0.630752824959736,0.00460504445538479,0.577170686534978,0.999713538810868,0.933848287263887,0.684043645114861
"ZNF257",0.231222131014813,0.272354778936822,0.86347548295592,0.999538748009337,0.899806166069419,0.972807835016446
"ZNF785",0.775976138718734,5.40323452646874e-10,5.6769752889152e-05,0.983842858276932,0.87469027893812,0.0632130830566879
"ZNF98",0.176206593184921,9.62177364925987e-05,0.702160850562642,0.235964227325224,0.760623941707958,0.925105798352624
"ZNF786",0.0445941444772588,0.141698824751515,0.525113401330675,0.997079231703532,0.56216748946223,0.828818643300547
"ZNF517",0.154739889585405,0.897210789164855,0.014364440891185,0.538446884528574,0.126730170929465,0.650627990175153
"ZNF675",0.0145827688193783,0.00106039852229201,0.953940046062114,0.99619411452369,0.448122636625592,0.523691173071964
"ZNF860",0.000272462124206618,1.8135553625509e-07,0.987983407887037,0.99892474056441,0.385837487268478,0.41027559169769
"ZNF695",8.78900396905635e-10,5.00102848022266e-10,1.3580622061915e-05,9.04301698193555e-05,0.47070032020105,0.991656216111741
"ZNF665",0.999924202078136,0.0247725083074082,0.0939341284450174,0.9286588905741,0.940705373151187,0.449741727969957
"ZNF624",0.644714947795765,7.02701785648685e-10,0.000397429957502804,0.99640250173897,0.894807859660982,0.108234014068897
"ZNF841",0.00581509746948139,0.368106384308566,0.0522237228366322,0.868725085808049,0.919697504253831,0.990662851880245
"ZNF615",0.00204746775899189,0.000222286733180144,0.809596618448492,0.966997860324739,0.713724142849225,0.864721046169866
"ZNF433",0.998412140588801,0.355537427793508,0.437828222356189,0.995057711370789,0.998370020246767,0.879499854927992
"ZNF595",1.0988680941848e-06,2.61991762950942e-07,0.295816642027994,0.869901421861307,0.451215761339334,0.810653456940113
"ZNF460",0.0647255188127379,4.26819027842251e-05,0.893565655900673,0.0604816758812566,0.500710508099805,0.625939029830068
"ZNF81",0.23680064181655,0.000146791546866587,0.638955585378038,0.838863791549026,0.375747466913654,0.142748523872241
"ZNF780A",0.129864047631064,1.04308188353386e-06,0.345750614979591,0.911701445137125,0.992770307228317,0.795293693742122
"ZNF461",0.140673983828055,0.920920682122181,0.188282780152291,0.07818576642247,0.475894298167211,0.106000956415181
"ZNF181",0.901649030748561,3.78676079193507e-06,1.11708783016029e-05,0.985903253515437,0.923504630779073,0.648619356476535
"ZNF44",0.894759663044912,6.79733259678628e-08,0.000963008170570157,0.969789446519798,0.99900684640147,0.571198798138892
"ZNF790",0.969270449109162,0.380184848622111,0.273657939484037,0.996586273493482,0.999998134868601,0.896688635020438
"ZNF677",0.302404909299202,0.0939360054146204,0.997612438509566,0.81743124301052,0.9993858322657,0.997271707752847
"ZNF823",0.000344868798798137,5.00240848744227e-10,0.414242860648848,0.031428665233856,0.763666446568043,0.9712002474086
"ZNF311",0.210275254879507,1.03128691142373e-08,0.0465312482549951,0.979082418149787,0.972459758089795,0.472422096357
"ZNF347",0.999909707317693,0.78277506144977,0.90638644119912,0.679218192295172,0.679382467918934,0.481007012851541
"ZNF273",0.386235925868217,0.00660893110471428,0.883870768733719,0.396584072566853,0.824071154166924,0.922618756430213
"ZNF84",0.801058833070454,0.144277897927765,0.920235299485776,0.730363526998154,0.505943316210724,0.323022537871738
"ZNF667",9.64854851570607e-09,5.00237962164363e-10,0.801364455199079,0.229055815787306,0.883259277630713,0.973585581630371
"ZNF649",0.168964551694187,0.976419392863367,0.161828981509165,0.945148833702831,0.49435964474554,0.899422697196673
"ZNF248",0.542824338874213,0.283307378291879,0.999028127739922,0.392503073473264,0.7623438976526,0.701493911581561
"ZNF544",0.525596261127597,0.822119856475811,0.804924175128244,0.945219551888651,0.999988639342147,0.989878793824715
"ZNF251",0.0297678119045236,0.209738874321225,0.332316179078198,0.349087108429768,0.969980646071566,0.683564002611483
"ZNF607",0.00682783631127215,0.000885042901150768,0.872099835160007,0.0634302622504078,0.715927216448567,0.500182441051353
"ZNF334",0.40658750500636,0.464971331138339,0.913027816913657,0.891950843457882,0.531001995403147,0.645412698855871
"ZNF485",0.708586922378433,9.86252568675461e-05,0.122901347703176,0.659219174202877,0.908148497034069,0.999200580019259
"ZNF192",0.395228697202361,0.0421821688721186,0.000524599067148634,0.638175175365748,0.961094354894652,0.185335270289812
"ZNF442",0.189450436105162,5.00146035697924e-10,9.95983784995991e-05,0.420057596330326,0.91541265162338,0.772048692402801
"ZNF813",0.048497322284152,0.255195369440808,0.401711440387946,0.498094722009486,0.067368475521667,0.190999879462683
"ZNF26",0.139431452638939,0.0204650295689426,0.996869345981248,0.710168086961129,0.999119062653516,0.996217159602455
"ZNF69",0.0183721730099615,0.0635948049203888,0.467807579443706,0.994897375770761,0.750627000973481,0.959241851714402
"ZNF583",0.0344854336860096,4.86184245179766e-05,0.977020236051261,0.999574191761292,0.725449214054419,0.595794534729688
"ZNF568",0.448406788778129,1.8126225979187e-05,3.63747382770008e-07,0.996374831953264,0.9761869489806,0.354022765434904
"ZNF480",0.185753536614951,0.801425211872303,0.0119096119664495,0.99364676798258,0.687505019666656,0.999999976924864
"ZNF587",0.202243607668549,5.00198216180081e-10,0.000355160411990796,0.999999170627989,0.834485972065794,0.0752773630512972
"ZNF808",0.0779138229930778,0.0240540994758796,0.947269046898262,0.998928368448813,0.819469218692129,0.893469573423755
"ZNF43",0.0140673897996335,5.00311014839383e-10,0.0378316275396092,0.817177245005005,0.975452596038836,0.465601813530123
"ZNF28",0.00113115203800429,0.00372133561257459,0.347449903708011,0.572395426598573,0.0244861159443763,0.0878174696198186
"ZNF627",0.132921063850817,1.74822554779297e-05,0.613902360876619,0.814638356768255,0.286480766948372,0.0927077469338511
"ZNF789",1.25978238951774e-09,5.00269492498262e-10,0.488681330815828,0.996449804483402,0.016233424090824,0.0485611205857752
"ZNF534",0.447139539096567,0.557646800920809,0.899002880145572,0.472317283467809,0.86212098198582,0.697760574050832
"ZNF525",0.997451046301451,0.472319283148255,0.791921812599948,0.726433963459855,0.692374245878291,0.43679291154902
"ZNF814",0.406189946834015,5.71951441763474e-09,0.00938124479196589,0.112393483963788,0.416417820749083,0.97459778314969
"ZNF551",0.925114950797994,0.974227218367393,0.71067718202215,0.603429925560503,0.456653084861598,0.66410966430033
"ZNF805",0.136337652381456,0.13042411777199,0.859159487225709,0.961593626990215,0.97278091214682,0.998647918916487
"ZNF468",2.42987074117185e-06,1.12072793401197e-06,0.27756752549243,0.999824224142166,0.159671378174266,0.431523773476435
"ZNF616",0.0029212886615918,0.157590574768117,0.0749522105037649,0.971359218953145,0.228523786233135,0.700072199065687
"ZFP57",0.000732765567833638,5.05501085434901e-10,0.559159101515718,0.94113684967151,0.707476325972107,0.367500917699318
"ZNF155",0.00276958631399571,0.027677517239714,0.23961803555547,0.863323513961128,0.890803462931496,0.99997391420584
"ZNF425",0.533651068186703,3.92120814152186e-07,3.08981156216248e-08,0.0693368269622359,0.0169663657654056,0.825055553840752
"ZNF611",0.635591854276397,0.365734187592496,0.999696270591447,0.573753971417207,0.297315262894049,0.270859933537317
"ZNF254",0.0403280916281115,0.000972243702551556,0.999703921900071,0.728290445293954,0.144360648365821,0.122909919127167
"ZNF625",0.0769693505045717,4.21123323990358e-08,0.243818983859738,0.999752205620274,0.689081947432869,0.244410624415573
"ZNF845",0.0649870537087438,0.0495190570806761,0.835308199722447,0.810758539127813,0.22458320549486,0.329552273217512
"ZNF90",0.216990371791027,5.38659620341608e-06,0.326304711113083,0.962348306535377,0.986495270592947,0.749285839636187
"ZNF788",0.442735258788991,0.00194273493697461,2.88040469543782e-05,0.998538555460815,0.861037709652233,0.792732330767037
"ZNF880",0.335546276522171,0.740998392982631,0.654567247637942,0.813386505810575,0.998692181090814,0.93188743829818
"ZNF630",0.366258607469757,0.991976449267645,0.146288989779284,0.502222020425016,0.905395716793617,0.427027952206979
"ZNF844",0.0761372258367282,5.0014181685043e-10,2.62350685121815e-05,0.923761677911722,0.977408704643434,0.129185231735898
"ZNF717",0.987713622012018,0.0733927112402897,0.0954709465155832,0.490894726926781,0.600640606973301,0.129068053649306
"ZNF492",0.000418186914621255,5.00139374359776e-10,0.0214417598424378,0.033873227128595,0.767173709657459,0.999862862484511
"ZNF688",0.0252800848716838,5.0024551168093e-10,0.0166207503658315,0.0804834356665748,0.664802872418123,0.999847229825178
"ZNF879",0.0244641625434883,0.0114720748109454,0.825404099739671,0.0862436471484065,0.685164286279167,0.444040236846574
"ZNF737",5.00250840751448e-10,5.61445223645762e-10,0.00151181617732343,0.355800299341598,0.31779685935536,0.976657460585209
"ZNF709",0.999061886717275,2.36800697495099e-07,0.000132890520376905,0.934695463725713,0.954546287353033,0.705949394397762
"ZNF585B",0.806833224669836,1.38803599047943e-06,1.5210908966834e-06,0.926868239274224,0.996053671934282,0.121191829113994
"ZNF324B",0.321910851519645,0.00141071917588775,0.782337063031416,0.884433334015764,0.479295301687611,0.24505211270993
"ZNF564",0.247959732759472,5.0014314911806e-10,3.41812781512463e-05,0.694928041975661,0.992159298306,0.476200651128001
"ZNF674",0.997729092075419,0.883990983078479,0.854193264022959,0.21803029854239,0.205135420334179,0.296000428732336
"ZNF432",6.28527995728545e-05,0.0340778304605766,0.0135160295651152,0.958887290403181,0.0857618003351466,0.541536766075724
"ZNF10",0.66613911358107,0.998221062426969,0.630277935926206,0.985587797980442,0.845541583989766,0.977035092453372
"ZNF486",0.000339827648970892,4.98439032580178e-05,0.653846975451023,0.964171798999805,0.600504347671462,0.821984921332517
"ZNF225",0.0437726801098199,1.08248689578705e-06,0.669214525560634,0.999058825231175,0.6001488377945,0.306124261200291
"ZNF350",2.31940229244998e-08,3.19934843606706e-06,0.0166725003821546,0.826933123149309,0.331492984811269,0.915366612864653
"ZNF253",0.0103389111423784,0.116561939119761,0.242111513382238,0.996863546649727,0.428499005634254,0.812588819407604
"ZNF878",0.925034903523585,1.03091276727474e-05,0.0102342657319705,0.214274088735868,0.364287897088322,0.952263384613361
"ZNF727",0.999993154615134,0.174189954808808,0.347874104866096,0.92446836549575,0.925696248086072,0.999995043344993
"ZNF578",0.781156107743198,0.735061231216624,0.991657773567738,0.82949590187509,0.972716403136741,0.94243677875709
"TRIM28",0.718729951402947,0.925417666665963,0.311527704690736,0.999732578336733,0.951228247598661,0.999699404319088
