"gene","p-adj-Intestinal-Diffuse","p-adj-Mixed-Diffuse","p-adj-Mixed-Intestinal","mean-Diffuse","mean-Intestinal","mean-Mixed","SEM-Diffuse","SEM-Intestinal","SEM-Mixed","Q1-Diffuse","Q1-Intestinal","Q1-Mixed","Q3-Diffuse","Q3-Intestinal","Q3-Mixed","count-Diffuse","count-Intestinal","count-Mixed"
"ZFP14",0.242874870995074,0.277080949438334,0.0616176083180301,228.033916666667,178.728986666667,332.6294,32.7851908610825,13.6072630096573,NA,181.01665,142.33855,332.6294,258.271,207.25695,332.6294,6,15,1
"ZNF473",0.243946432788615,0.264129907130776,0.641245669437557,245.400116666667,336.323226666667,442.4498,25.5795824189843,32.592382747239,NA,220.97,245.847,442.4498,250.457375,378.11225,442.4498,6,15,1
"ZNF614",0.163032164878832,0.211043910087016,0.620489344173359,316.666033333333,215.35332,108.4125,23.1819753179443,31.8403666361387,NA,270.68805,133.56635,108.4125,364.39585,249.00975,108.4125,6,15,1
"POGK",0.520142262625571,0.604013951161173,0.874200689745747,1421.3621,1698.9147,1964.0971,70.6672482041245,153.494063322419,NA,1313.2011,1223.05505,1964.0971,1436.3137,2116.19795,1964.0971,6,15,1
"ZNF514",0.902996578451189,0.763028356407228,0.622428935053484,214.263766666667,237.427366666667,129.5319,22.5176646794417,32.3297133237443,NA,191.237825,150.00675,129.5319,243.1511,276.82015,129.5319,6,15,1
"ZNF300",0.369148904662164,0.980197622456036,0.896029725432008,96.9459666666667,61.0442666666667,85.8853,15.7419185358852,15.0274140640037,NA,87.242675,26.63885,85.8853,106.99985,72.1633,85.8853,6,15,1
"RBAK",0.136182712631443,0.999836803757479,0.632405872443392,551.172183333333,763.548846666667,555.2306,30.7988244260439,64.6475264162652,NA,503.779275,579.6373,555.2306,558.308675,887.8518,555.2306,6,15,1
"ZNF92",0.317095302416777,0.45283471149358,0.829844722736877,281.191683333333,391.50902,483.9845,34.8701928324887,44.1338380701121,NA,264.52175,312.1257,483.9845,317.024725,450.42395,483.9845,6,15,1
"ZNF157",0.228700917691336,0.519568270437074,0.930152072614894,3.41675,1.06856,0,1.29853819909158,0.702519041721256,NA,2.3458,0,0,2.740575,0.51175,0,6,15,1
"ZNF182",0.999434013961523,0.951204641628612,0.951570367891812,165.201733333333,166.29976,188.314,26.1403476917793,18.9112323603242,NA,115.104225,124.43345,188.314,196.8107,171.5613,188.314,6,15,1
"ZNF673",0.332175049776459,0.999926282789633,0.7695317841968,234.024466666667,171.7276,235.1285,21.19608949784,25.352458906204,NA,191.4861,116.3117,235.1285,256.9792,249.4086,235.1285,6,15,1
"ZNF41",0.9351964935194,0.85325081318036,0.915852251081911,314.031383333333,336.0494,390.0035,15.5721404257821,38.8118867664706,NA,279.063375,244.1077,390.0035,348.01725,360.6501,390.0035,6,15,1
"ZNF7",0.255356305379303,0.995534202600031,0.671588525664617,403.163016666667,508.239813333333,390.2218,44.8018080274923,36.2311297286462,NA,357.854825,405.5296,390.2218,411.7562,606.0746,390.2218,6,15,1
"ZNF214",0.0545820546784063,0.42069407440002,0.0530331306596086,44.7578333333333,27.97808,64.062,6.40363624308703,3.41428593372862,NA,31.357175,20.2061,64.062,52.54145,39.7973,64.062,6,15,1
"ZNF215",0.999411062409324,0.140192184401033,0.115725543842924,44.7199833333333,44.1867066666667,117.5642,7.73446300102843,9.72880950249098,NA,29.107275,9.05365,117.5642,59.94545,75.1222,117.5642,6,15,1
"ZNF547",0.15172410636235,0.978607238697331,0.513747901572599,52.29435,34.74048,56.2795,8.67734350097041,4.53928056802586,NA,37.08755,25.825,56.2795,56.410775,45.3179,56.2795,6,15,1
"ZNF773",0.959144838795478,0.954432065470545,0.902175397456755,66.7630666666667,73.5615666666667,50.6864,5.21426954773576,15.2456764432745,NA,56.20055,34.34765,50.6864,74.753,101.7694,50.6864,6,15,1
"ZNF776",0.737811685771411,0.0335937449773563,0.0121954144239107,417.12545,369.9084,802.6505,20.2903052615077,38.4935784464321,NA,398.079075,288.68545,802.6505,454.51905,404.81765,802.6505,6,15,1
"ZNF256",0.12359667170245,0.646052964751007,0.99967339643419,98.0443666666667,53.4353466666667,54.5583,14.4652254421346,12.2733129217861,NA,74.1019,17.30145,54.5583,121.68705,74.27585,54.5583,6,15,1
"ZNF599",0.905432682741111,0.611452376382406,0.705907938555989,96.9168833333333,85.4206733333333,39.0707,11.2818211403838,16.267252696344,NA,82.7531,41.6596,39.0707,106.182925,109.8229,39.0707,6,15,1
"ZNF18",0.0335151382657146,0.831601463019662,0.169434696079073,180.81735,136.882233333333,201.6895,9.15580911854144,9.37981031496534,NA,172.903325,106.94945,201.6895,191.151725,164.0032,201.6895,6,15,1
"ZKSCAN2",0.509058208723157,0.50401925285673,0.224993190067891,175.717183333333,146.692933333333,241.1123,12.8361370894678,15.2682721353065,NA,164.915625,111.6909,241.1123,192.938425,173.49985,241.1123,6,15,1
"ZNF689",0.372911722982207,0.0235152929806827,0.00430410602971865,291.783333333333,233.569746666667,566.7019,30.0587501158832,23.7737584547029,NA,234.736175,153.373,566.7019,328.073925,300.8074,566.7019,6,15,1
"ZNF19",0.806683639371862,0.999998330646065,0.953104710260249,60.0604666666667,51.0644333333333,60.1162,11.1270934653115,7.86573198209542,NA,44.647675,32.97745,60.1162,57.19485,55.89505,60.1162,6,15,1
"ZNF230",0.482287314018575,0.474350230328662,0.199106701556125,110.205266666667,93.2616333333333,148.5392,9.77077091737278,8.19144966349591,NA,100.824375,71.44395,148.5392,113.0218,119.50955,148.5392,6,15,1
"ZNF222",0.927973848839523,0.461023090715955,0.528941689927221,35.82625,39.1050533333333,59.8979,6.33140337022528,4.98879936859386,NA,23.75705,22.9863,59.8979,45.214325,50.2312,59.8979,6,15,1
"ZNF221",0.0678057690414773,0.695797798256858,0.963714406622847,59.1192666666667,30.7154866666667,37.3108,9.26479705982693,6.53136378996335,NA,50.1131,10.0115,37.3108,66.322825,50.199,37.3108,6,15,1
"ZNF233",0.80084601142025,0.455000711268131,0.598265748092486,27.6251333333333,23.9659466666667,11.9676,6.50372042022445,2.58541981654756,NA,18.1763,16.137,11.9676,31.209775,32.70105,11.9676,6,15,1
"ZNF235",0.547751932280443,0.663676953050814,0.356023582216509,100.910316666667,83.2035666666667,133.4073,17.8495959537355,7.87928834791489,NA,72.152725,56.5359,133.4073,110.557025,101.1113,133.4073,6,15,1
"ZNF208",0.90175177112018,0.995551578829777,0.952591146745511,109.696833333333,294.937966666667,23.9352,21.8956275808157,265.423453544217,NA,78.611525,14.803,23.9352,142.25805,26.59585,23.9352,6,15,1
"ZNF714",0.648399340843323,0.983414142113337,0.820726519276023,249.6119,448.361873333333,163.3228,37.3403047913556,137.176508326879,NA,179.10605,197.5274,163.3228,307.195,417.1102,163.3228,6,15,1
"ZNF394",0.980442769845169,0.87435528588642,0.818236111967759,523.804883333333,509.069113333333,609.9965,57.8922749277335,43.2305626788082,NA,424.9204,383.1511,609.9965,629.648725,594.6907,609.9965,6,15,1
"ZNF333",0.479963736936165,0.81674522186392,0.995904234717201,337.080516666667,215.454313333333,196.4097,22.9227298247746,63.6920618392418,NA,293.468075,119.35265,196.4097,375.251625,185.81915,196.4097,6,15,1
"ZNF382",0.000349697351183398,0.587077853485201,0.46655060717159,92.59515,33.47684,65.1179,13.8368919800835,5.60784453776943,NA,79.380025,19.07325,65.1179,100.479525,35.78635,65.1179,6,15,1
"ZNF577",0.880377161678855,0.733213731992284,0.839601885743791,155.456316666667,128.901333333333,62.302,21.0074095341527,33.3414856693575,NA,126.481875,40.4269,62.302,199.52215,174.03035,62.302,6,15,1
"ZNF75A",0.457864747599547,0.998632870619949,0.810316868999424,214.594866666667,167.149706666667,218.937,29.1584874724972,21.6273501306485,NA,168.6866,80.4997,218.937,216.891,236.7188,218.937,6,15,1
"ZNF496",0.0981739021791722,0.937638412027013,0.784807585205881,521.3187,375.06188,470.257,31.7503981814192,39.7608686036927,NA,514.33075,265.12725,470.257,531.875625,472.06755,470.257,6,15,1
"ZNF2",0.722787861245454,0.93400423707424,0.999976586891394,125.670483333333,112.866746666667,112.6364,7.25777062627437,9.92234362549334,NA,114.9865,82.8933,112.6364,128.328825,132.29845,112.6364,6,15,1
"ZNF589",0.697085054388416,0.887548245760936,0.993845203785983,304.712033333333,235.605713333333,216.4731,58.9717710634711,47.6966508552389,NA,194.8081,146.92385,216.4731,370.5578,240.70645,216.4731,6,15,1
"PRDM9",0.342287988911103,1,0.782039868154797,0,0.51124,0,0,0.221416670512752,NA,0,0,0,0,0.69445,0,6,15,1
"ZNF12",0.67027775430567,0.914517565257609,0.999798165951195,819.340166666667,936.365206666667,941.9219,32.692671691677,83.6696159737011,NA,773.280625,714.61615,941.9219,881.1101,1116.9516,941.9219,6,15,1
"ZNF202",0.957673752530053,0.884866300809507,0.808080664969395,237.626616666667,248.28224,197.4657,19.0853170533863,22.5352789321138,NA,198.7236,198.8851,197.4657,264.043225,294.85455,197.4657,6,15,1
"ZNF3",0.303305214230117,0.997534262259122,0.799119050576556,588.458816666667,834.862726666667,612.6857,38.7683828647814,99.7443409217249,NA,514.869775,626.1628,612.6857,666.635325,899.2456,612.6857,6,15,1
"ZNF606",0.316443776570512,0.0130152498973329,0.00199429713624588,165.386733333333,107.136033333333,442.9426,21.9161051154574,22.8420825350902,NA,130.011,34.07145,442.9426,184.952475,147.14285,442.9426,6,15,1
"ZNF91",0.758034676392138,0.94196020569799,0.77825658291622,764.21815,1088.49268,429.4263,62.6180868898689,281.63392549784,NA,710.518575,617.0562,429.4263,868.727825,1027.0103,429.4263,6,15,1
"ZNF226",0.644217583161915,0.423682297289749,0.209533601352326,231.202316666667,197.2384,338.6132,32.2092891050332,19.9688427427425,NA,182.01645,151.594,338.6132,243.3908,204.64115,338.6132,6,15,1
"ZNF229",0.368614587933152,0.638371340110344,0.94908652741768,88.3018166666667,41.83838,19.7114,16.4151451688051,19.95904075823,NA,66.208175,11.16925,19.7114,111.609625,30.6509,19.7114,6,15,1
"ZNF180",0.984121194873434,0.56117778722191,0.485835799392269,196.649983333333,190.478966666667,280.887,9.38941975926154,22.2612230401927,NA,180.301625,143.9792,280.887,216.03235,223.44115,280.887,6,15,1
"ZNF641",0.0144761555552172,0.417596276896561,0.992671640749277,304.7299,180.257486666667,190.0739,30.2048191902771,21.9560945850856,NA,252.692225,109.0211,190.0739,360.686375,257.01685,190.0739,6,15,1
"ZNF610",0.031836070327709,0.324152074723823,0.965569811314622,57.1552,26.12634,20.0634,6.99922029038473,6.47821555973998,NA,51.5964,11.7306,20.0634,57.92965,26.745,20.0634,6,15,1
"ZNF528",0.600336379574748,0.00013712566771773,3.04895394758198e-05,192.98425,139.075486666667,838.0852,23.8658253595212,33.1861703896107,NA,152.4033,46.1337,838.0852,239.495525,206.2459,838.0852,6,15,1
"ZNF701",0.338357946769754,0.0029044770129395,0.00883250829951365,105.769,156.42288,407.9549,11.0234126173038,21.4120435360441,NA,92.578275,105.9192,407.9549,124.6169,196.61095,407.9549,6,15,1
"ZNF283",0.939780200352345,0.510216676130685,0.573342341780844,67.51395,73.77378,114.3963,5.2556872788596,11.4216923298949,NA,60.554775,43.53365,114.3963,75.45605,92.7178,114.3963,6,15,1
"ZNF558",0.994681603492219,0.828017791338285,0.837935134017272,340.45455,336.7369,290.7427,23.3706787104518,21.814633217263,NA,303.7217,291.6819,290.7427,381.136025,392.6867,290.7427,6,15,1
"ZNF597",0.781828382229983,0.179046160195609,0.0873317541175019,83.88875,73.57496,147.4833,8.07750354704348,9.04384162620541,NA,67.866725,47.44055,147.4833,100.571425,95.17695,147.4833,6,15,1
"ZNF30",0.803657712785772,0.90143813657391,0.736465808862163,83.7352666666667,116.259313333333,33.7909,4.4027991461241,31.9221081071931,NA,79.192,63.97585,33.7909,83.44655,122.86175,33.7909,6,15,1
"ZNF354A",0.992090621823517,0.830976858307795,0.846131692716075,301.83735,295.236066666667,230.2006,11.8899185839867,33.9476164596106,NA,288.5787,204.25525,230.2006,318.788075,348.85375,230.2006,6,15,1
"ZNF764",0.956988869083542,0.999982743480989,0.991236225195155,236.848816666667,253.65446,237.5924,24.7193357874683,35.8140129191538,NA,189.1721,143.31035,237.5924,273.820925,326.62395,237.5924,6,15,1
"ZNF747",0.293566556871134,0.969231031702242,0.884733423655601,273.010483333333,215.53184,253.1749,24.5656572907846,21.2393945334423,NA,280.72675,186.93195,253.1749,296.243875,238.0604,253.1749,6,15,1
"ZNF778",0.805476351429414,0.985204140956167,0.887514962441086,100.029416666667,86.8716533333333,107.7086,11.2692239049373,12.2824249744284,NA,87.1426,50.82375,107.7086,102.275775,114.41865,107.7086,6,15,1
"ZNF212",0.427587065195184,0.762193423372139,0.988507779752511,216.473483333333,278.1808,293.2066,6.59904826043962,30.1101108740964,NA,205.030425,183.1978,293.2066,229.310325,341.2341,293.2066,6,15,1
"ZNF282",0.764808125091323,0.996869448408754,0.912928994529988,817.479533333333,913.488546666667,794.4386,50.9993871620674,82.8640547300209,NA,770.2369,763.9022,794.4386,854.069625,966.10105,794.4386,6,15,1
"ZNF160",0.999915389363783,0.259680836961345,0.233243272258098,506.615183333333,507.615573333333,800.0704,35.401567621236,48.4711564085571,NA,456.348375,437.69835,800.0704,577.909025,568.7708,800.0704,6,15,1
"ZNF415",0.00447650204095928,0.0118513215120208,0.000185795507024133,187.764233333333,74.2287333333333,411.1228,24.8882063681799,16.843465557931,NA,144.77745,31.8869,411.1228,229.221675,91.34945,411.1228,6,15,1
"ZNF439",0.96965481450096,0.791472746125173,0.834913444521016,106.477483333333,96.8477333333333,46.8145,26.300599112459,23.310659497156,NA,77.7541,38.41365,46.8145,115.179825,131.0443,46.8145,6,15,1
"ZNF440",0.359066066485215,0.978115110942374,0.896420235457767,278.015266666667,410.432406666667,320.3098,48.8397305735857,55.7791267245899,NA,196.336575,276.5221,320.3098,333.306475,472.3954,320.3098,6,15,1
"ZNF562",0.859036224109921,0.799096971970043,0.905847375359445,684.380416666667,730.499033333333,809.9261,55.1555289273367,50.3206772332906,NA,628.70845,582.60105,809.9261,721.89,907.02195,809.9261,6,15,1
"ZNF561",0.727635464540359,0.635076486597911,0.82020046667417,628.299733333333,581.321913333333,502.2879,38.3603804619442,35.3130995090232,NA,591.88205,472.2615,502.2879,649.820825,671.8244,502.2879,6,15,1
"ZNF584",0.99017947823505,0.975200918992285,0.985863096443598,181.01245,186.412386666667,200.2816,12.6044326490525,24.6696136915029,NA,159.662075,137.2356,200.2816,205.69575,200.29315,200.2816,6,15,1
"ZNF274",0.956636115340969,0.781168606390124,0.684801126482542,294.4509,318.225526666667,168.2506,35.228060894728,50.4136693985409,NA,234.162825,183.1168,168.2506,302.73515,386.403,168.2506,6,15,1
"ZIK1",0.305856159812453,0.891961967713174,0.970969890047651,81.1121666666667,36.4767066666667,51.0384,10.7427140029469,17.8758713522752,NA,61.917275,10.7805,51.0384,92.521325,27.65985,51.0384,6,15,1
"ZNF540",0.0577578261909173,0.611399356941593,0.987271019042748,74.61435,34.3666533333333,39.6832,22.2196083974906,5.70758427353562,NA,40.30355,18.56185,39.6832,86.5733,54.2319,39.6832,6,15,1
"ZNF570",0.388941734558364,0.769530298466385,0.994774868451898,97.3417833333333,58.1679533333333,52.0943,10.5239076051125,17.7023369250419,NA,81.180775,20.30785,52.0943,108.0118,53.31065,52.0943,6,15,1
"ZNF57",0.0609126023432641,0.957769269935228,0.678014280274928,96.7644833333333,180.58242,118.2682,10.0416608712044,21.0399153110354,NA,84.51575,131.33425,118.2682,106.037625,186.0403,118.2682,6,15,1
"ZNF556",0.311859480745579,0.994335320093156,0.702066102996594,4.1939,27.2981733333333,0.704,1.76617324197449,9.54946964627314,NA,1.24245,2.71005,0.704,7.471025,41.68745,0.704,6,15,1
"ZNF554",0.992695690704139,0.923036254663311,0.893473573533842,108.826216666667,112.874426666667,78.8455,11.5742152734837,21.4137624398544,NA,85.296975,76.5282,78.8455,133.0225,117.7004,78.8455,6,15,1
