"gene","p-adj-Papillary-Mucinous","p-adj-Tubular-Mucinous","p-adj-Tubular-Papillary","mean-Mucinous","mean-Papillary","mean-Tubular","SEM-Mucinous","SEM-Papillary","SEM-Tubular","Q1-Mucinous","Q1-Papillary","Q1-Tubular","Q3-Mucinous","Q3-Papillary","Q3-Tubular","count-Mucinous","count-Papillary","count-Tubular"
"ZNF675",0.204002164168306,0.0486478964672593,0.752505248656125,518.08275,238.567766666667,156.797275,343.93555,30.2082321800605,24.086492614028,346.114975,215.8116,114.564025,690.050525,267.1511,217.646925,2,3,8
"ZNF860",0.0898970386119619,0.0456170951771416,0.998125273949385,347.3986,54.9253666666667,49.60635,294.4363,18.9841049924521,10.158356777849,200.18045,36.5377,34.620525,494.61675,68.2079,52.588175,2,3,8
"ZNF695",0.4189544069724,0.0762692081253299,0.521570777479407,144.62435,94.7218666666667,63.0811,13.87205,43.0823291951713,10.13650923663,137.688325,55.96625,48.235875,151.560375,130.3959,79.080275,2,3,8
"ZNF665",0.702875536471171,0.536784558678925,0.981670344948084,10.50105,27.3103,30.116175,6.01275,6.75566074513317,9.22258973754409,7.494675,21.66135,6.95955,13.507425,33.34355,45.390875,2,3,8
"ZNF624",0.968515612816401,0.935301724987917,0.749901395931632,103.7838,110.888066666667,94.8713,9.9777,12.2152128279089,12.8927562314769,98.79495,99.3337,67.774075,108.77265,120.0976,104.08145,2,3,8
"ZNF841",0.977855976213416,0.711865926107623,0.790397101522614,421.9584,395.4351,330.9680125,183.1792,48.1028733017062,47.5027967754397,330.3688,347.5616,276.447525,513.548,423.4352,339.942075,2,3,8
"ZNF615",0.935137664239718,0.349432644880574,0.461842406126012,240.31015,218.173133333333,160.3381,110.14855,38.0459502725031,16.397424241445,185.235875,189.9861,150.87785,295.384425,254.3967,195.61115,2,3,8
"ZNF433",0.439513834174242,0.301283759075343,0.992600008906105,113.8531,59.955,56.31545,84.679,3.12682206774439,11.2092864853051,71.5136,57.15835,31.1522,156.1926,62.56445,69.3184,2,3,8
"ZNF595",0.667351928835761,0.632753529393316,0.99556325272415,72.508,178.882666666667,170.7826875,41.9874,93.4785845066547,46.5697203162958,51.5143,90.17815,61.807575,93.5017,248.7754,257.092825,2,3,8
"ZNF460",0.952174581606429,0.894212213060239,0.633510348857182,287.09915,321.732833333333,241.644925,156.93755,94.5477882621153,32.2404461420287,208.630375,227.2234,186.066625,365.567925,371.3196,286.710425,2,3,8
"ZNF81",0.86456444159277,0.999999576014295,0.769399715252372,169.7909,206.840133333333,169.73655,96.6311,35.9398847893411,25.0117186387701,121.47535,179.4177,128.029575,218.10645,240.6701,195.573075,2,3,8
"ZNF780A",0.784879022164813,0.911537189648039,0.906460579363896,231.2796,270.6678,252.2079875,39.1791,56.283461853846,18.5331042502756,211.69005,224.3466,209.514525,250.86915,321.5165,312.051875,2,3,8
"ZNF461",0.997181946252409,0.924672835124892,0.854524255822381,88.5334,91.7550666666667,73.7773625,55.3198,28.6741225521859,15.3946772224194,60.8735,72.8465,54.310325,116.1933,119.8776,88.1897,2,3,8
"ZNF181",0.0941714783164178,0.0328811553952441,0.941926577276731,871.0608,227.681466666667,160.59245,663.2511,22.3595091675655,17.1674527107048,539.43525,213.06655,134.3384,1202.68635,249.64375,177.663325,2,3,8
"ZNF44",0.552240129799053,0.290280616309414,0.906613778162683,353.02045,236.2928,202.023875,203.33915,56.8150730636099,26.911449639338,251.350875,179.80895,153.967125,454.690025,269.83995,245.77685,2,3,8
"ZNF790",0.822867608207652,0.726313249791467,0.995110434705335,74.15665,102.002966666667,105.245,51.71495,27.1467853308842,16.9088388351646,48.299175,76.9426,77.623275,100.014125,123.57165,138.1302,2,3,8
"ZNF677",0.0831831374875595,0.0815814013980877,0.906372582946441,58.12845,7.85876666666667,14.3766625,46.45875,1.70563379161856,3.80524922249973,34.899075,6.7069,8.640075,81.357825,9.5241,14.365425,2,3,8
"ZNF823",0.8142498177414,0.468373962355201,0.826683345724974,328.0152,255.892033333333,204.455125,201.8931,87.7829145155695,25.4078370250117,227.06865,168.13845,163.7758,428.96175,301.7339,216.9934,2,3,8
"ZNF311",0.602600570429936,0.999178455043918,0.435888213361873,5.93365,15.7341666666667,6.266575,3.24065,13.4829053175164,1.17865522066312,4.313325,2.25995,3.64075,7.553975,22.8904,8.318725,2,3,8
"ZNF347",0.928631350533092,0.99732851872222,0.834954753652383,135.46635,106.332133333333,140.244225,98.66205,16.9277004390568,31.0728242895722,86.135325,91.1552,66.847125,184.797375,120.41335,213.758525,2,3,8
"ZNF273",0.970066957418957,0.98555939024618,0.99111916206178,152.49075,135.974066666667,142.6030125,4.60084999999999,25.0027192431366,31.4549226980647,150.190325,110.974,97.137825,154.791175,148.7895,136.547225,2,3,8
"ZNF84",0.374302028650223,0.373742465992,0.0135235775061652,513.0391,636.5229,406.0090625,126.5939,77.5316851782762,20.8778414469054,449.74215,561.49465,360.161675,576.33605,690.96165,453.220825,2,3,8
"ZNF667",0.168239234253275,0.1650782481465,0.937758096878537,47.1997,10.3248,15.06245,38.6719,3.52834247062271,4.4470958089843,27.86375,7.3572,8.2084,66.53565,13.46145,18.683625,2,3,8
"ZNF649",0.524395524812204,0.33343483173658,0.969514593962127,265.5578,168.9643,153.7757375,112.0569,69.7862991325184,25.0029580654751,209.52935,118.2849,102.628525,321.58625,235.8527,214.25,2,3,8
"ZNF248",0.964724866813908,0.987423349804806,0.862581815885991,311.2186,336.947566666667,298.006925,1.07500000000002,58.1773170541673,42.5075286629395,310.6811,278.79705,214.9401,311.7561,367.55195,376.7228,2,3,8
"ZNF544",0.639134462844136,0.560913596746643,0.999931778858745,594.38945,423.902333333333,425.42695,4.80685,163.286041101144,66.7911504079828,591.986025,317.4467,320.393975,596.792875,584.3549,438.048925,2,3,8
"ZNF251",0.802909083483334,0.987100246254219,0.779310340293148,288.5004,402.818966666667,312.3188125,56.4537,102.877998769891,75.0048946904573,260.27355,306.9215,200.299375,316.72725,483.0271,348.727775,2,3,8
"ZNF607",0.984828546924596,0.879090382653875,0.937367703771057,143.4831,175.0815,223.4076,34.8655,15.1895468946027,87.3814758575335,126.05035,164.91015,116.197275,160.91585,189.937,178.525925,2,3,8
"ZNF334",0.155139002726362,0.379567406675321,0.530280550014808,106.14115,7.00643333333333,47.15865,93.12495,2.15811204631373,14.157060247566,59.578675,5.1743,15.72245,152.703625,8.9102,85.105225,2,3,8
"ZNF485",0.940273503951427,0.100884023546436,0.111828265723822,129.1993,119.041433333333,68.6743375,1.8599,24.0248651437307,11.6062179094708,128.26935,100.36775,55.106575,130.12925,141.46895,73.02895,2,3,8
"ZNF192",0.975146951176655,0.688339043720234,0.442972622964838,572.17295,621.229333333333,405.4925875,332.04725,130.85509179272,74.1279569416108,406.149325,495.1095,282.655775,738.196575,714.49905,435.150925,2,3,8
"ZNF442",0.946961254592122,0.219387126164242,0.0711222868065602,25.05995,27.5588666666667,12.7183,13.83915,4.82538970872935,2.03114312729838,18.140375,24.31605,8.62805,31.979525,32.27485,15.597325,2,3,8
"ZNF813",0.830042706675853,0.305756125842037,0.575018308010282,184.03795,135.285966666667,71.7532,121.65015,69.8276589753739,20.671361158652,123.212875,75.42655,27.978175,244.863025,196.3535,95.078775,2,3,8
"ZNF26",0.910491294440874,0.91571235643128,0.577214413558501,231.4829,261.9236,205.9445375,41.1777,76.5914326608618,21.6096731134209,210.89405,194.20805,157.75815,252.07175,326.77555,251.061075,2,3,8
"ZNF69",0.58048598769272,0.832750411814285,0.769539369957901,101.9589,50.1296666666667,76.411875,38.2246,18.777767546253,21.4729776268649,82.8466,35.38645,36.6489,121.0712,67.5726,103.714025,2,3,8
"ZNF583",0.984991157748018,0.446434178743874,0.253419326844838,57.88565,61.5440333333333,33.762575,40.82995,2.88888961502128,6.63018588677007,37.470675,60.05005,22.950175,78.300625,64.43235,34.42945,2,3,8
"ZNF568",0.368710255707689,0.599161725406965,0.73705964266776,79.4292,25.9832666666667,47.110425,66.413,13.061607065025,11.338543289291,46.2227,13.06045,31.047975,112.6357,34.0893,50.79615,2,3,8
"ZNF480",0.293166365110419,0.559682564891114,0.0174808290950313,538.1428,798.6477,388.2438125,131.9489,47.1249424311939,69.8382498776853,472.16835,751.83235,303.863025,604.11725,826.72575,477.995125,2,3,8
"ZNF587",0.874866896862242,0.969246617882621,0.920140717830439,1232.05275,1474.45866666667,1332.9857,244.00965,345.332016061936,190.534831099573,1110.047925,1192.78985,1043.6045,1354.057575,1788.3181,1667.36105,2,3,8
"ZNF808",0.573564420257705,0.978961111616725,0.49911936756273,310.4764,410.319366666667,326.91835,82.9181,19.2047198231176,41.3906985875062,269.01735,397.4929,254.22005,351.93545,429.1111,380.34135,2,3,8
"ZNF43",0.266642409913392,0.572405631864248,0.575916221289856,665.2545,100.3801,360.142575,563.3694,45.8895702562503,115.000062784501,383.5698,56.73685,101.452125,946.9392,134.4834,528.69025,2,3,8
"ZNF28",0.893681631398983,0.60160512168951,0.230482065269188,533.02375,580.480966666667,443.799075,191.01295,4.80228656452088,32.1539745749026,437.517275,575.71525,398.229375,628.530225,583.3761,523.536625,2,3,8
"ZNF627",0.583467850247567,0.355974132238158,0.946459941116891,382.84625,293.177766666667,272.45965,170.54825,49.5903268948805,19.0702788034436,297.572125,246.93275,243.6249,468.120375,331.8067,285.52685,2,3,8
"ZNF789",0.947080445133074,0.932476919091093,0.999970639355655,167.1625,138.2549,138.751675,28.0799,70.8951638018419,35.1963767366693,153.12255,69.172,69.958625,181.20245,186.58975,181.6577,2,3,8
"ZNF534",0.68469606037419,0.863328397898202,0.857391125421344,0.91745,1.67756666666667,1.3225125,0.91745,0.52934991682671,0.336299583406086,0.458725,1.24605,0.624875,1.376175,2.15885,2.005325,2,3,8
"ZNF525",0.708553263473471,0.90370246773365,0.294607663271784,278.51635,369.190766666667,236.4864375,149.25245,86.7640118340612,33.4219765752103,203.890125,282.4861,192.46385,353.142575,415.32175,297.21465,2,3,8
"ZNF814",0.247743011266022,0.0901067469703408,0.888226321806001,457.79045,324.625333333333,297.7315,98.24185,48.4675839124919,26.4235569713574,408.669525,276.33625,273.47835,506.911375,352.36895,343.94785,2,3,8
"ZNF551",0.89498509677832,0.184295421128654,0.2784313882169,248.56565,218.581533333333,138.2651375,122.44355,50.5529356548273,11.7056990385169,187.343875,168.05225,111.6025,309.787425,245.18525,164.008525,2,3,8
"ZNF805",0.879930900622331,0.196023288623244,0.316310785385734,527.02905,490.6155,405.08975,69.66815,26.7789571350342,30.9547032724489,492.194975,468.3948,337.52275,561.863125,514.6686,437.120425,2,3,8
"ZNF468",0.959980771208307,0.843805268923371,0.58069585595903,600.3036,644.782833333333,521.2207375,136.2102,94.3944925116985,63.8837789511014,532.1985,554.6385,376.3807,668.4087,714.10865,654.615575,2,3,8
"ZNF616",0.456447825185099,0.723785789294115,0.0644493352421253,176.6969,242.8097,140.824625,60.0003,44.9993269323368,16.1434377646676,146.69675,200.01055,101.751325,206.69705,276.24585,165.41395,2,3,8
"ZFP57",0.519999628259415,0.750782996177911,0.78823593311007,149.1997,1.1409,65.9389375,134.837,0.333470483451434,55.204022179761,81.7812,0.94915,0,216.6182,1.47305,33.292775,2,3,8
"ZNF155",0.981383149293322,0.932418563487659,0.787401350581001,100.6308,111.308266666667,82.739625,70.0114,64.2673651603812,9.88639589894239,65.6251,47.0446,64.104375,135.6365,144.0372,102.6969,2,3,8
"ZNF425",0.788072146076777,0.47618333377621,0.867606446826693,24.96675,54.6715333333333,71.5972,11.38875,28.3756071228049,18.3304108917492,19.272375,26.3675,30.9341,30.661125,70.56785,122.22105,2,3,8
"ZNF611",0.991956114465231,0.743787005646338,0.765650277123487,203.2008,211.0589,245.026775,85.6065,23.8096161784127,24.0840866324615,160.39755,191.4773,192.125525,246.00405,232.57975,277.85675,2,3,8
"ZNF254",0.167110615593126,0.0464906818123582,0.833236960458587,1353.2415,496.700533333333,310.54795,967.6356,97.7569624735468,74.5923136927444,869.4237,422.7355,190.6009,1837.0593,589.03825,357.03825,2,3,8
"ZNF625",0.678053457558179,0.989518207132135,0.597073761619608,43.33675,19.8792666666667,40.0570125,35.25775,10.5891824148253,10.2086706974029,25.707875,10.33785,15.87885,60.965625,28.6273,60.999375,2,3,8
"ZNF845",0.765324285644531,0.697128173048188,0.999941707318936,281.4802,233.910233333333,233.39665,128.4281,40.5354375532625,14.3810677192769,217.26615,201.98435,212.123625,345.69425,271.50405,250.5824,2,3,8
"ZNF90",0.382435830747043,0.294420119987946,0.999827483880957,467.33675,254.137133333333,256.150575,4.58985000000001,131.388111600128,56.5401368571028,465.041825,135.37635,85.11225,469.631675,362.19025,371.091675,2,3,8
"ZNF788",0.0890647614630065,0.0953386107573724,0.881873330370518,315.73035,30.2483666666667,72.914875,282.06785,7.99154956799855,14.8878638757828,174.696425,25.8097,50.76225,456.764275,38.2229,82.751425,2,3,8
"ZNF880",0.964118015504059,0.3024393187277,0.123180489368361,153.3506,172.7176,51.319825,103.5301,80.2645546530555,11.6180398213872,101.58555,110.9576,25.036425,205.11565,247.9944,71.9044,2,3,8
"ZNF630",0.904697776417977,0.132349299618161,0.184934981765459,107.46695,94.0615333333333,49.6433,26.28525,31.3321067205475,8.93928252655899,94.324325,63.78645,33.874375,120.609575,116.18765,58.406325,2,3,8
"ZNF844",0.330335555580038,0.248712821136613,0.999529361305406,361.46755,166.7259,169.5338,244.77095,62.5580538846119,32.2240577940502,239.082075,120.20325,116.175275,483.853025,226.2069,181.86435,2,3,8
"ZNF717",0.884994125095089,0.976792670504719,0.664252616887302,63.40855,84.1324,55.58105,52.18775,38.5348481144448,12.3956670991463,37.314675,60.97735,40.7572,89.502425,122.38545,58.789525,2,3,8
"ZNF492",0.0831412635959465,0.0465466308639718,0.999739058798079,221.54975,2.5635,4.018775,220.65205,1.34660952395266,2.0160145774124,111.223725,1.3046,1.25865,331.875775,3.60695,3.253775,2,3,8
"ZNF688",0.734787162566112,0.988382723402654,0.679432248950283,215.97955,157.2455,206.22775,144.41995,16.4179446022739,22.5080439376523,143.769575,140.8639,157.38705,288.189525,166.38185,267.63975,2,3,8
"ZNF879",0.710465786402187,0.999104481651771,0.573581534928981,37.537,13.5124333333333,36.4907375,26.3162,3.31138781849007,12.9050336416639,24.3789,11.6305,20.930825,50.6951,16.813,37.218275,2,3,8
"ZNF737",0.189254304439521,0.102995691842546,0.992313496882326,1387.78955,312.1034,262.379225,1324.50405,107.606622645,69.8508868136024,725.537525,204.57075,67.534775,2050.041575,369.32455,440.020175,2,3,8
"ZNF709",0.999353961175699,0.622723716147415,0.556416116959584,106.2242,105.065833333333,78.3819,29.9226,16.1186633476366,13.6187020676663,91.2629,96.36955,55.313875,121.1855,121.16725,120.0546,2,3,8
"ZNF585B",0.586826560766711,0.697401038442315,0.915762004794101,131.50315,65.9404333333333,85.2390875,118.03815,34.0483519830908,16.7021100749858,72.484075,32.3461,59.641975,190.522225,87.5369,95.745625,2,3,8
"ZNF324B",0.825087488045586,0.925388183514735,0.929839924245141,111.19795,136.696366666667,125.137475,21.65665,23.473705744395,17.769428750945,100.369625,116.36495,105.631375,122.026275,157.0226,156.084325,2,3,8
"ZNF564",0.330446320703554,0.0724820217543254,0.647481168213055,468.6867,311.6557,241.2557625,228.561,56.955492790687,11.2515272263518,354.4062,257.62745,222.13945,582.9672,354.27935,253.75985,2,3,8
"ZNF674",0.879181334314525,0.351267352620202,0.567646489379742,97.6329,82.7373666666667,59.0314,45.1194,30.6063179675011,5.27019155632479,75.0732,53.19795,49.4703,120.1926,104.44445,64.17615,2,3,8
"ZNF432",0.561161405006914,0.948237444532582,0.223089683544761,137.1118,189.136633333333,123.8186,0.231099999999998,54.0634980180507,14.4098949241361,136.99625,135.11105,106.139225,137.22735,217.9026,125.93245,2,3,8
"ZNF10",0.87817153291392,0.760319579458996,0.33418811317115,191.4323,241.161033333333,128.4111125,88.2007,74.4115429927,36.7067642897028,147.33195,201.9465,88.781575,235.53265,315.53575,133.762975,2,3,8
"ZNF486",0.105998402872812,0.081049550305958,0.974966979852814,929.822,72.4567666666667,132.450475,884.4899,56.8660689827227,46.1397841426454,487.57705,15.62035,36.774575,1372.06695,102.46515,191.17955,2,3,8
"ZNF225",0.932962723950963,0.476715947693035,0.636214870450455,92.67595,81.7869,60.751975,48.24145,22.1175645026752,8.05527885749796,68.555225,59.92675,46.69505,116.796675,95.6308,73.69095,2,3,8
"ZNF350",0.886092057685986,0.250903241864393,0.399239894250825,228.4766,199.1524,136.6477,65.1014,57.4799887267734,18.0033596055907,195.9259,143.242,115.0908,261.0273,238.66105,166.38365,2,3,8
"ZNF253",0.657182873000063,0.935706672840386,0.286206666053392,304.8688,398.5988,273.1671,80.4523,49.9597933765076,43.2107717845331,264.64265,358.8721,172.302425,345.09495,444.69815,326.909825,2,3,8
"ZNF878",0.22753994049269,0.188438601117537,0.984254468004314,15.7219,7.0117,7.630425,6.2964,0.713331355916262,1.92413375498004,12.5737,6.60785,4.78445,18.8701,7.72285,7.575975,2,3,8
"ZNF727",0.292983947796985,0.398673779886407,0.841700461425824,38.79745,3.44373333333333,12.731775,37.89975,1.53202334330925,7.3521120807889,19.847575,2.3709,4.568125,57.747325,4.9273,7.8051,2,3,8
"ZNF578",0.142282883177473,0.0160746682770579,0.482354839643412,75.7683,37.0126666666667,20.5568625,8.6123,19.3317542560018,5.58479439747969,71.46215,17.98325,11.01735,80.07445,49.4767,20.717225,2,3,8
"TRIM28",0.992946644799946,0.787351219977582,0.809600621264114,4890.19065,5098.4183,5951.0524125,571.65855,573.837441037314,822.311368845106,4604.361375,4764.167,4812.65435,5176.019925,5669.4921,6516.6401,2,3,8
