"gene","p-adj-Stage II-Stage I","p-adj-Stage III-Stage I","p-adj-Stage III-Stage II","p-adj-Stage IIIA-Stage I","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage III","p-adj-Stage IIIB-Stage I","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage III","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IIIC-Stage I","p-adj-Stage IIIC-Stage II","p-adj-Stage IIIC-Stage III","p-adj-Stage IIIC-Stage IIIA","p-adj-Stage IIIC-Stage IIIB","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage III","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","p-adj-Stage IV-Stage IIIC","p-adj-Stage IVA-Stage I","p-adj-Stage IVA-Stage II","p-adj-Stage IVA-Stage III","p-adj-Stage IVA-Stage IIIA","p-adj-Stage IVA-Stage IIIB","p-adj-Stage IVA-Stage IIIC","p-adj-Stage IVA-Stage IV","p-adj-Stage IVB-Stage I","p-adj-Stage IVB-Stage II","p-adj-Stage IVB-Stage III","p-adj-Stage IVB-Stage IIIA","p-adj-Stage IVB-Stage IIIB","p-adj-Stage IVB-Stage IIIC","p-adj-Stage IVB-Stage IV","p-adj-Stage IVB-Stage IVA","mean-Stage I","mean-Stage II","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","mean-Stage IVA","mean-Stage IVB","SEM-Stage I","SEM-Stage II","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","SEM-Stage IVA","SEM-Stage IVB","Q1-Stage I","Q1-Stage II","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q1-Stage IVA","Q1-Stage IVB","Q3-Stage I","Q3-Stage II","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV","Q3-Stage IVA","Q3-Stage IVB","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF763",0.98888154136702,0.976698325280548,0.994929804028978,0.87393197566058,0.999858568341722,0.998689333163709,0.999999999851823,0.999967010944399,0.987641840091396,0.999245879080114,0.918728051982522,0.990039123707592,0.999999427212621,0.998880219453551,0.984764843388469,0.999999626303686,1,0.99961569193683,0.999999998692955,0.999999408720656,0.999932065009968,0.999957652713976,0.999996868723477,0.999999988108261,0.99999973314825,0.999952503616597,1,0.999999276568625,0.999998578764422,0.999942896718273,0.992101602680012,0.99968514848736,0.999999844927292,0.995238516421384,0.999987727432188,0.999836526577524,40.9750970930233,45.3418045977011,62.6780333333333,48.2962615384615,39.8407,56.7712222222222,45.8633,56.4016,33.90305,2.02520002500982,4.4991561868722,36.1384834895495,5.19083776742766,7.38943238314013,9.25776415753852,25.6305394805364,NA,14.63255,19.55525,16.79685,26.7443,16.5544,25.943725,38.7023,21.6988,56.4016,26.586775,56.200325,61.499,83.9717,60.2813,55.396175,85.6956,65.34495,56.4016,41.219325,32.560426,43.9686226415094,27.4718,34.4093,17.424175,42.0978,18.49735,58.0328,2.58632634837691,1.75245526954508,1.35037000564764,1.25253168703907,0.433354764442102,0.324847101748525,"LIHC"
"ZNF679",0.98688311182205,0.999999033118535,0.99999999999857,0.999915826844905,0.950483921544006,0.99998463494555,0.999999999402057,0.999999600083694,0.999999968269173,0.999998336074697,0.999871364064629,0.999999996918706,1,0.998821184700638,0.999998789411009,0.994749045626865,0.977507177822093,0.996551598571743,0.998365772094465,0.996879267930642,0.984175465038331,0.999999967638331,0.999999999999006,1,0.999999560780583,0.999999997088664,1,0.999652025241954,0.999999899814531,1,1,0.999997893618696,0.999999996356248,1,0.99864459012261,1,2.294275,0.632255172413793,0.248033333333333,3.20350769230769,1.7929375,0.0361333333333333,8.70706666666667,0,0.4184,1.26197318080101,0.311670552053389,0.248033333333333,1.36236733226068,1.39961556927729,0.0361333333333333,8.70706666666667,NA,0.4184,0,0,0,0,0,0,0,0,0.2092,0,0,0.37205,0,0.7844,0,13.0606,0,0.6276,0.01642,2.12150458221024,0,0,0,0,0,0,0.01642,0.661414684961551,129.202471510977,NA,7.01348985734934,NA,"LIHC"
"ZNF682",0.984809224032778,0.999997023418868,0.999817680497686,0.970327963138082,0.999999952128144,0.999650544481946,0.850612099864467,0.971224268374542,0.976907534905577,0.983750945870621,0.927011343520152,0.992718458509515,0.989770841831133,0.996757050030153,0.99999992237487,0.999053330147126,0.999959601803657,0.998671803196409,0.999985351217813,0.999999793696716,0.999999999922874,0.999407831017265,0.997713763513876,0.999984921042685,0.997025942190962,0.97197740852242,0.982935815960849,0.993375329439582,0.998203464993618,0.991771547287647,0.999989393700031,0.98913700455599,0.913719560831205,0.94559998998268,0.985212745607754,0.999999999864628,65.2773947674419,75.8671724137931,50.5713333333333,78.3211476923077,108.799175,101.069355555556,96.6158,14.6644,23.4428,5.57480722384987,9.53052295723703,25.6448189180799,9.26752106814804,37.1408965878525,41.0005152073392,47.3942810512337,NA,4.1723,20.25395,18.1802,32.22065,24.6506,7.2774,31.4418,56.58795,14.6644,21.35665,84.77135,92.4654,75.2606,113.2561,161.1024,115.942,138.6068,14.6644,25.52895,35.610346,70.7170778975741,30.46025,53.9818,19.389775,47.614475,18.43545,92.7347,2.61446273581651,4.08973190498501,1.98585764647089,1.77220475866088,0.989762208923057,0.825545300980188,"LIHC"
"ZNF772",0.999829733489121,0.54943578792929,0.644234259259811,0.998497247623066,0.999999886178618,0.690264924904836,0.999999984773968,0.999993533365334,0.681492241039216,0.999964031201283,4.36722535597234e-05,0.000187728713266888,0.997069203440058,0.000392671485731522,0.0110808142057334,0.999999764184472,0.999993839105387,0.812452573738471,0.99998027240823,0.999999999290234,0.140520389288011,0.999994428538485,0.999976857177166,0.929988654176892,0.999957934231683,0.999999174032636,0.594939495568879,0.999999962136456,0.999998209612638,0.999983788165252,0.853871227594274,0.99996175689111,0.999999941129888,0.271561771759629,0.999999999914886,0.999999999386864,76.194,80.0140195402299,139.1201,81.8757384615385,73.0058125,167.706966666667,68.9438666666667,57.5296,64.7444,3.58990100280194,6.21980389969812,50.5411894144766,7.00920349345536,20.2559646957687,34.1177674519939,32.1628106340399,NA,25.4139,35.5216,37.88895,89.69025,39.7351,47.518525,83.584,36.79795,57.5296,52.03745,102.84385,106.16815,172.96335,111.9558,79.141475,236.6096,85.9195,57.5296,77.45135,66.204926,80.3265765498652,60.65585,69.0709,44.544325,81.13235,38.18815,106.16815,4.10831093039245,2.90261226290557,1.21330211213989,1.13873435126208,0.278938826152975,0.187431228330976,"LIHC"
"ZNF257",0.35136432191964,0.99999996246087,0.998848818983205,0.353303060943635,0.999999939964136,0.9981079391315,0.975289238253232,0.999999498668628,0.998177338397709,0.999999983252135,0.452791270967264,0.95117728794587,0.943784490354451,0.971818933837459,0.998904375944227,0.999794487072279,1,0.999860558543398,1,0.99999999930133,0.999526308352962,0.9999994209314,0.999774178289084,0.999999997173806,0.999664068094468,0.999520563748989,0.990704754228183,0.999898105580831,0.999996643919498,0.998148441327544,0.999999996646936,0.997282357625333,0.997131074148001,0.950461850581943,0.999597187312744,1,14.467388372093,24.7729793103448,10.8388,25.8567261538462,27.9659,39.4175333333333,25.4078333333333,5.6402,6.63985,1.65648838777673,4.66090251123778,7.75047624601224,5.57789895664184,14.8226086540725,12.1527948828426,23.0293069350291,NA,1.61895,2.020325,2.07725,3.1269,1.7794,0.5986,3.2206,2.37985,5.6402,5.830375,19.1658,27.12005,15.3636,24.8285,32.35175,72.201,37.13565,5.6402,7.449325,4.278976,20.1545323450135,3.497,5.6402,1.887425,5.52835,1.99915,23.3022,0.491876123691354,1.79438452806043,4.71012979390711,1.61286817271947,2.23576681577141,0.689628525079993,"LIHC"
"ZNF785",0.999997688689373,0.68226211776724,0.646005427026406,0.139045797602558,0.418349607112796,0.260745172815724,0.999998802464841,0.999999981195222,0.746872424859986,0.997062026605925,0.992171165624001,0.997431922860341,0.516153455177404,0.999999633603651,0.999966655960498,0.99706494897834,0.995042535833501,0.998498717824118,0.875275857484744,0.995859148057861,0.964259332877367,0.653055519890052,0.683477761671086,0.231339425735545,0.881800187496022,0.778036286082785,0.87399621268531,0.544406206431952,0.989405153695551,0.985130661380768,0.999980236064199,0.854433553694671,0.986761410200766,0.939763486559972,0.999999669003702,0.499638535150425,107.625600581395,109.871003448276,49.2996333333333,129.796433846154,113.3029625,124.992077777778,81.9934666666667,210.4963,69.81975,3.79064238065944,6.15527884761172,24.9300579986846,8.06343697521419,23.4975657939736,22.5554244540333,35.9975393804138,NA,7.87895,71.493375,70.50125,25.9736,82.5866,83.476125,60.9405,46.5338,210.4963,65.880275,128.8411,142.9152,68.5819,160.8445,111.452475,176.5448,105.0923,210.4963,73.759225,62.404498,111.891738005391,59.0947,99.4759,49.039625,72.17945,71.985,141.1013,2.70025645222213,2.90678893075243,1.79300758104633,1.68333031557822,0.842381588103014,0.751318300784319,"LIHC"
"ZNF98",0.882439062339943,0.999999991731098,0.999935245191389,0.690599157958087,0.999965920097419,0.99965206695462,0.997948105592625,0.999999805693815,0.999839836678479,1,0.626163064263672,0.93139675678825,0.974385737261916,0.976983496811202,0.997674434983891,0.999996082694465,1,0.999994655165119,0.999999998884401,0.999999998695484,0.999012085853364,0.999999999987466,0.999999998504873,0.999999996746569,0.999999943355845,0.999999939876897,0.999799689803694,0.999999999437351,0.999996456876274,0.999663222611182,0.999999988864493,0.998965475783573,0.999392086116912,0.971226423691707,0.999944814997546,0.999999633481465,3.15315523255814,5.39855057471264,2.11223333333333,6.24234769230769,6.3812125,10.7954222222222,5.4214,3.9481,0.4184,0.732678489656457,1.44164952168355,1.4339980547794,1.62603071956432,3.01507492796243,8.34679060430777,5.4214,NA,0.4184,0,0,0.7441,0,0.5986,0,0,3.9481,0.2092,1.295925,5.06495,3.16835,4.318,9.14445,5.7479,8.1321,3.9481,0.6276,0.56476,4.57585606469003,0,0.5935,0,0.91965,0,2.31625,0.116771281484755,0.616122081965801,8.10230197728243,Inf,3.01833185606965,Inf,"LIHC"
"ZNF786",0.998694170546618,0.999999986059416,1,0.650514522099222,0.403587975155402,0.999527585671381,0.999986532417248,0.999444013296543,0.999994369278552,0.999993978357422,0.999999990285673,0.999975567646036,0.999999836314585,0.999558204136191,0.999999968633956,0.960744285435925,0.923033143096486,0.989458945040084,0.998692634386507,0.996607631579956,0.989797269443037,0.999992447804365,0.999999299055163,0.999999770016427,0.999479551771585,0.999938209624986,0.999985131099951,0.992666865076388,0.999999812378902,0.999993268421502,0.999998981472009,0.999999990293916,1,0.999999996380576,0.999700396761884,0.999972432061451,145.217175,140.173588505747,140.1312,159.825515384615,152.7701875,148.070977777778,182.467866666667,125.7755,153.83465,4.02031270134992,5.0896838719381,16.9316201076566,7.93357820404532,23.3713038869132,19.2365837986416,50.8495415419626,NA,16.87665,110.348525,108.11715,124.54025,125.3548,115.464075,123.4485,150.22695,125.7755,145.396325,172.03755,171.45855,153.6452,189.6097,201.182375,181.7336,232.64195,125.7755,162.272975,107.07402,148.241509703504,106.64725,142.0597,88.0137,127.66005,112.29355,176.36715,3.57991185605889,2.779353713758,1.38447692263262,1.33205216262023,0.469341006120193,0.413650578865653,"LIHC"
"ZNF517",0.933695185477337,0.992694429543477,0.959265129040448,0.999976464458509,0.999118195681842,0.986385544136539,0.999995898348107,0.997276743214446,0.99959786126954,0.999926694608491,0.916764211592588,0.683096136796271,0.999999999706396,0.871906870479163,0.998755212830728,0.999961003833885,0.998390016838163,0.999995938270425,0.999826122186128,0.999999910325596,0.9999978097672,0.998390949517816,0.993221697662105,0.999999972036333,0.997269713411302,0.999711601240692,0.999999461510738,0.999978433983321,0.957075007088991,0.887080704257103,0.999992722993656,0.939793281885574,0.991466225359682,0.99989979299596,0.999281520581854,0.999999999701149,385.491659883721,433.11896091954,237.898166666667,402.370356923077,352.0031375,256.4276,313.403933333333,181.0491,146.93275,20.0135258963542,32.3917086352281,37.29444596283,40.7828512801769,60.3886671272077,20.7662392138859,84.2213509494541,NA,31.30995,205.641075,244.9711,216.03915,195.9577,215.7946,218.2713,244.8032,181.0491,131.277775,473.88335,501.7084,274.99625,455.379,481.78915,280.4608,390.0172,181.0491,162.587725,111.248632,386.875665768194,111.7197,307.5209,81.2043,130.38345,203.42685,466.7709,5.48241728477982,14.300530143977,3.47757683679377,2.75261122255072,1.79808239135607,1.46080085878711,"LIHC"
"ZNF675",0.0796806140115452,0.999920708142894,0.999999962656804,0.912040382648971,0.963300650661385,0.999999994735594,0.855140612270772,0.999975218519071,0.999986420029971,0.991766857019345,0.429005608159657,0.985088252460049,0.998900651045614,0.841742511627778,0.999978144019983,0.994955931005669,0.999999955301063,0.999999273188485,0.999885075234212,0.999999999989198,0.999991029358406,0.999999874797283,0.999999972371578,0.999999999994668,1,0.999997421118775,0.999896094684521,0.999999576094809,0.987572875197403,0.847014821397724,0.977885491733532,0.945661771218956,0.822111101522944,0.656085025331436,0.928457347176672,0.998131182944708,52.9935813953488,69.542483908046,64.9937333333333,61.4178076923077,76.0839625,84.5486222222222,74.1953666666667,62.0417,23.3607,2.60250167946061,5.47547391100935,25.5820140420526,5.58696969605708,15.3050582659079,24.2675919545651,28.2595914417467,NA,8.2979,29.579925,31.0146,47.99565,28.5584,43.303425,38.9878,49.06755,62.0417,19.21175,72.5514,91.55025,90.0496,77.9093,98.735025,89.4554,97.9574,62.0417,27.50965,30.553502,59.4675579514825,28.9005,49.0517,18.79895,40.428175,29.48265,78.7624,2.2442632295418,2.18501329937062,1.94634179582696,1.69726129305721,0.960765083112291,0.763208684609176,"LIHC"
"ZNF860",0.999999995049239,0.999958861984621,0.999934370659808,0.741094058747759,0.89588113458512,0.994790654351293,0.999999946371717,0.999999996280814,0.999920912707729,0.999925707191961,0.975736964847695,0.984878611922491,0.990070317067821,0.999994030110939,0.999470302383568,0.999998494778881,0.999996806004238,0.999999999335044,0.998669266595603,0.99999327851043,0.996489915032121,0.998646591250625,0.998904207689741,0.995540235613288,0.999947126003157,0.999572643787619,0.999996614826977,0.997732440001333,0.9999998984966,0.999999750514733,0.999999998390006,0.999789089866926,0.999999079078045,0.999164932497782,1,0.99876046886268,3.63729069767442,3.85157471264368,0.652066666666667,6.50703230769231,4.4321125,7.92794444444444,1.68596666666667,11.8443,1.9435,0.928058783847513,0.734897220560857,0.352916044470132,1.85165822809805,3.00579976904398,4.152592613895,0.607867727753698,NA,0.567,0,0,0.37205,0.4765,0,1.6103,1.2968,11.8443,1.66,2.72705,3.3106,0.9781,6.1602,4.5733,2.5696,2.28495,11.8443,2.227,3.123928,4.50278382749326,2.78235,1.3056,1.68255,4.6458,0,3.3106,0.288025014333754,0.611042705805836,1.44138527760347,0.469243624993261,0.527456014759307,-1.09159094973123,"LIHC"
"ZNF695",0.278974184677486,0.999999870110353,0.999995909144791,0.38845339692534,0.999999999999844,0.999994840624622,0.18828106057135,0.752247917088097,0.95429519489458,0.777322748389768,0.997445826772655,0.999999991911924,0.999999875821691,0.999999980783553,0.899877005617233,0.999999203953323,0.996632002550437,0.999994467060069,0.996414925315961,0.792142972895697,0.999417110039071,0.999999978286531,0.999919030282128,0.999999459028151,0.999911127109953,0.980634709547964,0.99997642568454,1,0.999999277215813,0.99867233521312,0.99999458437551,0.998574639660294,0.885667010578447,0.999690672663914,1,1,9.28572093023256,19.2340505747126,13.1684,19.4520292307692,38.7848,17.5879888888889,4.4021,3.9481,3.39425,1.7025090946987,4.0785716578673,9.69348609599938,4.36656276278273,25.1371429362436,11.2979844336334,3.46129090706536,NA,0.0469499999999998,0,0.5634,3.5728,0.7974,0.441675,0,0.98815,3.9481,3.370775,2.7815,24.36995,19.1562,18.4673,43.999325,9.4306,6.60315,3.9481,3.417725,0.494226,14.3430407008086,0,1.2628,0,0.620975,0.4956,9.0104,0.213945805474381,1.63092853042151,29.0212184320708,Inf,4.85903618593245,Inf,"LIHC"
"ZNF665",0.999915548347293,0.887173089667827,0.929463965362773,0.219721868824532,0.642953539858045,0.997297754685572,0.999378928390397,0.999954648577521,0.993575020393771,0.999990126087479,0.0828526779988383,0.155821152730237,0.999999318871099,0.688711083704151,0.807054622157149,0.999996741380736,0.999969588031264,0.94559437432703,0.990430202061431,0.99951542150692,0.689947751514398,0.999999999980593,1,0.999214547504018,0.999998258007406,0.999999991715485,0.993547639016197,0.999999813616152,0.998122547735494,0.995960585236521,0.860515364175805,0.944680636901503,0.989098416203518,0.571108908008216,0.99998912147485,0.999914529284943,6.56496046511628,7.26158965517241,15.5738,10.5662769230769,9.0649625,17.4728222222222,4.5405,7.3322,0.8368,0.66674953827362,1.21786501669442,14.2335554466666,1.58832399961825,2.68267332211583,7.28232639633215,1.67296348236694,NA,0.8368,1.0464,0.8434,1.3405,1.2677,3.81545,2.0274,2.8679,7.3322,0.4184,8.011275,8.03615,22.7643,14.3541,12.8224,24.8398,5.407,7.3322,1.2552,4.142322,7.51840485175202,4.3917,3.279,2.319575,5.6408,1.12625,9.69425,0.386340632711601,0.555811701124144,1.81502182875982,0.746635699159779,0.859986899215054,-0.421523604503155,"LIHC"
"ZNF624",1,0.999014943778494,0.999163287933234,0.988272230488558,0.99597266154055,0.999967908962435,0.998693107069332,0.998690741283826,0.988985927934638,0.979523527031092,0.612816092124103,0.654300370121499,0.999987023215233,0.885012842191661,0.639106566589027,0.999979814208523,0.999984255141918,0.999999934830091,0.999999986410738,0.998407703911588,0.999481934413514,0.999999922364679,0.999999905686183,0.999871963668623,0.999994964298057,0.999999999998363,0.996628137180742,0.999988279928762,0.999992120825853,0.999993644110864,0.999999990377278,0.999999987425796,0.999315414252625,0.999889876845956,1,0.999989616522531,43.2880313953488,43.4561413793103,55.2628,47.5674076923077,35.5543375,62.9899777777778,50.4343666666667,37.225,51.01895,2.20354637949189,3.09952921699661,26.3574105232918,4.17900610662835,4.41388776954292,15.8246385907456,11.9000301715771,NA,26.75115,25.5366,24.25085,32.7932,25.5288,32.029075,33.4987,38.5603,37.225,37.643375,54.575875,49.21325,78.4296,57.1977,43.305925,59.5813,57.0518,37.225,64.394525,30.800982,44.8211733153639,30.54905,38.2925,22.391,38.8125,25.70485,54.75975,1.84198536845369,1.54059151641456,1.45518650396808,1.25347596733777,0.541204067983423,0.325934335912586,"LIHC"
"ZNF841",0.861784520931091,0.999999850283583,0.999798034076627,0.999999977780473,0.917412596313491,0.999999976411397,0.958857896752685,0.999408009398765,0.996207771044839,0.953516504788343,0.00232033707079116,0.0236844406846867,0.375486457161785,0.00322429095203802,0.583237579611444,0.999999801875942,0.999775605612806,1,0.999999966575624,0.995987687985385,0.371199839476849,0.999995060980708,0.999839484724002,0.999999958898557,0.999997375258864,0.99842673027529,0.790407102852596,0.999999965381792,0.997753385408033,0.98270030138432,0.99995064481523,0.998495258023017,0.949848727115803,0.260295036285914,0.999954637182686,0.999999982485925,138.195303488372,159.013879310345,124.745333333333,135.551046153846,183.9297625,284.583588888889,124.261,102.0869,80.49945,7.41703994084551,11.9639028338009,57.7186830939322,8.98903134210048,46.5826541482025,97.4836627531541,50.4294523276164,NA,42.00575,75.2677,75.15875,67.32,81.6155,136.843675,120.335,75.60575,102.0869,59.496575,169.000475,209.89915,158.4912,193.9755,193.184025,244.6606,160.0711,102.0869,101.502325,72.66692,147.00992884097,71.9014,124.9353,55.1888,88.272725,76.94945,190.6318,3.45310913082038,5.57877438434727,2.02306536235429,1.73759203576008,1.01654293206677,0.797089395688289,"LIHC"
"ZNF615",0.999999606992513,0.951464335178466,0.964798567122064,0.998658340422458,0.999966494684152,0.982798314195374,0.999835587854497,0.999554986634322,0.920085417288188,0.997095217830323,0.000328135441471256,0.000760707671272565,0.947639337780766,0.0022293920673232,0.012558903262598,0.999999989586306,0.999999999711836,0.997775925033325,1,0.999974233885095,0.428570758078268,0.999999910598516,0.999999720272694,0.997030473107024,0.999997814456956,1,0.775875170544487,0.999999466201308,0.997675404217394,0.996653431504556,0.906493819672627,0.992781982886863,0.999958701905303,0.165958403695079,0.998830757237699,0.999998932753986,107.722765116279,109.862997701149,154.957666666667,114.573695384615,94.9178625,209.749233333333,113.718,94.1906,71.5758,4.44669108150575,7.1259874801849,74.9228441752432,7.44026891748429,13.7390912154482,58.1143139369916,64.6421093607719,NA,2.0644,68.10265,63.94805,80.71935,70.9382,84.962475,99.5203,52.95865,94.1906,70.5436,126.92065,136.2309,200.82775,139.3474,116.37315,285.0242,163.2073,94.1906,72.608,113.407348,111.747755795148,109.562,100.9569,92.726125,133.414275,68.47205,134.62825,4.69493416259786,3.48096194187455,0.985366096341026,0.921459082528614,-0.0212682614371164,-0.118007990608892,"LIHC"
"ZNF433",0.998622193620156,0.996489872992172,0.988746682871124,0.999999999747397,0.999223689623297,0.997425675400019,0.977214128274209,0.92878606155423,0.999999998359323,0.985591164069981,0.989138407105311,0.999110572250552,0.955979559490541,0.9889279313544,0.865937919385035,0.994300957681318,0.983502214268062,1,0.995732259886139,0.99999997402469,0.943888466269588,1,0.999999997138332,0.999988778753276,1,0.999995866239401,0.99999378429459,0.999979692988896,0.917313357118395,0.954977339111576,0.823276407531395,0.914920979978187,0.745423029319649,0.996738756513778,0.803111096017141,0.996472225195851,71.8931529069767,68.4656643678161,89.2093666666667,72.4117861538462,86.1605875,59.8790111111111,90.4733,73.3221,36.8788,2.56346406090669,4.18449437969026,42.3805755069597,4.63117777834784,9.4555046253008,11.1084633664863,56.5208682914845,NA,14.1672,50.109975,39.1491,48.76355,44.3168,70.799875,40.2549,33.953,73.3221,29.7952,91.355575,93.10075,120.39525,94.8379,106.725725,95.9622,118.95295,73.3221,43.9624,55.067694,70.7303520215633,51.5364,66.3394,44.86055,68.295625,44.5252,92.79975,1.9792844811161,1.90063796850708,1.28442552945041,1.2872338774148,0.361123245702226,0.364274200514564,"LIHC"
"ZNF595",1,0.999995852471023,0.999996163575861,0.992541556499619,0.996745589096577,0.999999999614178,0.990279146639409,0.991610681806412,0.99999983517946,0.999767789320442,0.802351481534554,0.822929524030459,0.999833592920047,0.962035730195144,0.999969833451632,0.99999999538804,0.999999995546366,0.99999533285872,0.999991668816836,0.999466937938833,0.990149102490355,0.99988643629132,0.99988830325548,0.999563114728136,0.999386921286498,0.996782756570676,0.985437885443181,0.999989942685734,0.999999980457809,0.999999980904023,0.999994639187745,0.999993516373213,0.999681122261558,0.995004578096973,1,0.999996917101308,175.357534302326,175.410350574713,207.114266666667,197.125656923077,231.62665,265.8389,161.912633333333,91.3706,155.6727,10.1138080616929,22.1290520018542,69.8487566526738,21.4605907069815,68.4657478605126,72.5214082984006,54.6909846167335,NA,53.5323,94.83505,82.73695,157.7421,87.4126,111.37525,99.2262,132.46975,91.3706,128.90655,211.6955,184.3614,274.5897,225.2263,298.6946,494.6546,216.54855,91.3706,182.43885,115.21991,181.23912425876,113.6184,128.8056,93.504525,138.378975,88.035,208.93755,4.51299301984768,8.45165557043988,1.57298442828813,1.13366849031495,0.653504388908282,0.180998826082803,"LIHC"
"ZNF460",0.999365214155034,0.995937693759981,0.999014788889333,0.999999992894206,0.999987271485098,0.997316585442979,0.999950379047192,0.999999842788164,0.999937010185936,0.999987158245876,0.932053688922694,0.983221816838712,0.999999999995246,0.959135266791973,0.999716501236734,0.999999998580427,0.999999312940925,0.999030893574734,0.999999989336686,0.999993923347776,0.997565588041711,0.999968105861215,0.999878282935042,0.997056050683022,0.999955294284954,0.999756363745157,0.995918135542291,0.99999732805194,0.999776382842743,0.999106086140515,0.988956601407558,0.999690089015934,0.998666294749988,0.977803434455222,0.99999265343181,1,23.7770872093023,25.2244735632184,32.0859333333333,24.14734,26.6117875,31.4061777777778,22.5671,16.3565,16.97885,1.35456871931595,1.66382726483727,10.2667718565499,2.25785736292218,5.26633437185939,5.78102499037867,7.04645779405038,NA,11.47305,12.3212,13.89135,24.49255,13.2642,16.139625,20.9565,16.1079,16.3565,11.242325,31.48755,31.90525,41.8668,31.3745,34.0885,37.037,28.23565,16.3565,22.715375,40.896998,24.8775331536388,30.5096,20.9249,22.0092,51.1419,13.3969,32.50355,3.58177037077578,0.886324342311899,0.608297292472147,0.685846422109762,-0.717151512090727,-0.544042537244131,"LIHC"
"ZNF81",0.960940468365757,0.947652550723794,0.988795329428393,0.755453276306115,0.999785605671637,0.996687756151919,0.999847689518923,0.999999999739914,0.997279749487518,0.999999993738381,0.639481756845681,0.905649219567873,0.999999998104571,0.973735058055166,0.99183581893101,0.999999054939148,0.999830761438785,0.977065449528958,0.99894320227388,0.999868730133146,0.957236662942542,0.997695992934157,0.999559584624167,1,0.999869096817402,0.999811762349573,0.999999998383431,0.996772149577951,0.999998571689391,0.999893429890198,0.984385895304588,0.999445127505955,0.99989721271516,0.977101363400805,0.999999999998791,0.997003609893028,40.0601941860465,44.2717045977012,59.6653666666667,46.7347738461538,45.2525375,57.3952555555556,35.7228333333333,60.9137,34.4778,1.70878418820007,3.33895580627138,29.3499250739721,3.75665009413261,8.98356590657824,12.5909623773045,16.8673477358212,NA,28.2837,23.6087,23.24335,31.51825,23.9794,28.10735,25.68,20.31665,60.9137,20.33595,55.733625,56.27185,80.9409,64.5734,55.86775,80.6018,49.373,60.9137,48.61965,32.844972,43.1008571428571,31.60495,36.8858,21.6613,41.5798,23.59075,58.69105,2.11574932567114,1.39827243819615,1.31225129809388,1.16708933252544,0.392044024679708,0.222914993486483,"LIHC"
"ZNF780A",0.996710763562821,0.999999415844913,0.999964703354303,0.936227321149433,0.693351909288847,0.99999999999313,0.999886478360507,0.997262796340744,0.999999999998905,1,0.850925498318708,0.961942846841353,0.985832631614293,0.561733708426559,0.881666366236161,0.99948337101286,0.999964287110632,0.999448856014081,0.991204003367703,0.996661010023747,0.999999752205432,0.999649708162963,0.99885279767349,0.999987109707432,0.999981057408206,0.999986515168388,0.980461435318616,0.996045744994034,0.996295835266184,0.988969442006321,0.999933701517707,0.999790876874179,0.999893049701571,0.895809107726259,0.982365368027016,1,296.410246511628,312.40265862069,273.734466666667,268.203084615385,268.6564,374.418222222222,351.129866666667,206.9938,208.46695,10.0249544636166,18.900245996874,69.4996330590153,19.8186269345533,37.9085840382445,74.3081355231971,57.6292399377646,NA,50.30795,215.1053,206.11335,208.5815,201.7324,186.8,196.8256,301.707,206.9938,183.312975,335.6978,359.5316,327.2625,282.3608,356.043475,531.401,401.51,206.9938,233.620925,237.703026,294.749223989218,243.05555,258.2188,198.568875,281.917225,207.52625,328.55805,7.7765419009815,7.72971392325254,1.23998936382585,1.06238594428311,0.310327745756088,0.0873079645919035,"LIHC"
