"gene","p-adj-Stage IA-Stage I","p-adj-Stage IB-Stage I","p-adj-Stage IB-Stage IA","p-adj-Stage II-Stage I","p-adj-Stage II-Stage IA","p-adj-Stage II-Stage IB","p-adj-Stage IIA-Stage I","p-adj-Stage IIA-Stage IA","p-adj-Stage IIA-Stage IB","p-adj-Stage IIA-Stage II","p-adj-Stage IIB-Stage I","p-adj-Stage IIB-Stage IA","p-adj-Stage IIB-Stage IB","p-adj-Stage IIB-Stage II","p-adj-Stage IIB-Stage IIA","p-adj-Stage IIIA-Stage I","p-adj-Stage IIIA-Stage IA","p-adj-Stage IIIA-Stage IB","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage IIA","p-adj-Stage IIIA-Stage IIB","p-adj-Stage IIIB-Stage I","p-adj-Stage IIIB-Stage IA","p-adj-Stage IIIB-Stage IB","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage IIA","p-adj-Stage IIIB-Stage IIB","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage IA","p-adj-Stage IV-Stage IB","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage IIA","p-adj-Stage IV-Stage IIB","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","mean-Stage I","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IV","SEM-Stage I","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IV","Q1-Stage I","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IV","Q3-Stage I","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IV","count-Stage I","count-Stage IA","count-Stage IB","count-Stage II","count-Stage IIA","count-Stage IIB","count-Stage IIIA","count-Stage IIIB","count-Stage IV"
"ZNF257",0.967894293170378,0.894534139538985,0.992050739927891,0.999923003840587,0.99999999999953,0.999999999989682,0.817739273226222,0.948811052210828,0.999734704835052,0.999999988217698,0.858685755650306,0.976404362582717,0.999996378501663,0.999999999244299,0.999999470291747,0.822252203644834,0.931329909256068,0.999811280352964,0.999999994580826,0.999999999929183,0.999999947115022,0.794545067841708,0.97399357866043,0.998035604305798,0.999998644172137,0.99997260123029,0.999696823189464,0.999924493559223,0.819192058052491,0.973784365495119,0.999664910057629,0.999999953668033,0.999999997337658,0.999994491264476,0.999999904239669,0.999997932819887,71.6209166666667,42.7961236641221,36.0515307142857,40.0195,30.373438,33.2064616438356,31.2969260273973,21.8584545454545,28.4574538461538,21.7018530385067,7.65953096688309,4.28477030095133,NA,5.5342336016227,6.74829746532109,4.6424649580846,11.086069133773,6.91541025113807,27.826475,8.9473,4.805075,40.0195,6.205625,3.9849,5.3035,3.8954,5.085225,96.220675,46.13895,46.23065,40.0195,30.578625,41.0142,40.0369,15.86855,36.906925,6,131,140,1,50,73,73,11,26
"ZNF785",0.995044735124557,0.975897222765655,0.996952134198365,0.999987486770651,0.9999999999974,1,0.862142994806405,0.736839644340635,0.967211559586292,0.999999782614262,0.935495998374208,0.932661101415332,0.999367154285645,0.999999996979647,0.99985839718097,0.861978775648499,0.628772466182538,0.949529620399668,0.999999847653367,0.999999999995664,0.999873987112716,0.999999999987195,0.983128253699609,0.919098910691487,0.999991689755062,0.665655749054684,0.814426588091313,0.651511518881684,0.97737477239992,0.999554346165271,0.999999986743786,0.999999999971224,0.999379837575888,0.999999470205773,0.999446125184153,0.941996752849121,248.38225,213.226260305344,203.683802142857,207.7698,185.10825,194.579121917808,186.170235616438,245.0273,200.315061538462,55.3554049292193,7.65613267753249,7.96242243448271,NA,9.77856967735526,14.5978025647326,9.88780920859269,69.5757838053312,15.4752102960067,158.490025,151.09995,146.972925,207.7698,136.894625,118.9166,130.0671,114.23545,133.994525,355.731225,253.47585,244.452175,207.7698,215.2228,213.8017,231.7305,300.8367,237.97765,6,131,140,1,50,73,73,11,26
"ZNF98",0.999999946090937,0.999999739902543,0.999999994621624,0.999927726721553,0.999964825654111,0.999974201110987,0.999583459576362,0.975336126030733,0.986194799247097,0.999999488011379,0.999984884086636,0.999648937230955,0.99992960909806,0.99999373072273,0.999867949663585,0.999864089219471,0.988548048162987,0.994856171413764,0.999998350374343,0.99999984281929,0.999995676482843,0.999989810289596,0.99999405104193,0.999998446056567,0.999997198393327,0.999999844781774,0.999999999982556,0.999999999672291,0.999997968772432,0.99999924976704,0.9999999554891,0.999989393310521,0.999876271711526,0.999999997833395,0.999990393342292,0.999999994395703,11.2240833333333,9.49497251908397,9.11817,0,5.558054,7.62317671232877,6.42817123287671,7.13409090909091,8.25479230769231,5.72360088513147,2.41837273408444,1.84328511484723,NA,1.83015918804273,2.57170029837524,1.8661077114131,3.72900328836381,3.24870963145925,2.5315,0.55015,0.338775,0,0.382425,0.2857,0.3037,0.2222,0,12.727875,3.88915,3.624125,0,3.4039,3.3253,3.8462,9.32885,5.057825,6,131,140,1,50,73,73,11,26
"ZNF786",0.0126502929724488,0.0238184021698044,0.999139132357237,0.999999456096916,0.715175489854616,0.765027723792812,0.0527405552699579,0.994979221471591,0.999989858596246,0.805647196160618,0.00875143315425431,0.999926303584587,0.980929682862525,0.672830054281025,0.964845714246121,0.0187031671994324,0.999999985856752,0.999982387445332,0.733365112275092,0.99931535280061,0.999744485318843,0.00902048828286672,0.961842733371539,0.88394489682577,0.520174087337707,0.839722107078015,0.991708237494141,0.953909515065736,0.108150848397769,0.992011684680732,0.999816351013139,0.840811055964795,0.999999798099339,0.962672718178991,0.997836333453193,0.820388773727638,290.911866666667,183.344077862595,189.236715714286,310.9708,193.680132,178.248531506849,185.055946575342,156.59,197.6413,40.3705187000668,5.2755307545997,6.57439160252176,NA,10.1139574764347,8.25234240614993,8.70799641142623,16.473997740947,19.5994699934674,216.365725,144.2838,139.556625,310.9708,149.5475,130.6306,129.5687,120.4622,130.08835,354.193475,215.4762,226.567925,310.9708,232.646,212.7512,228.9343,197.09755,248.2747,6,131,140,1,50,73,73,11,26
"ZNF517",0.999999959887766,0.999999758612625,0.999999987187851,0.988070364864556,0.988265612732228,0.98969728106302,1,0.999895426358386,0.999467549865641,0.980853468852406,0.999920522545857,0.589226003964883,0.479666626639677,0.944960956563028,0.976250086545067,0.999992474244522,0.823699090226079,0.736055728630652,0.957333369882999,0.997129390294661,0.999996166755004,0.999994900036517,0.999997821662126,0.999999625707093,0.995510558720942,0.999824694900517,0.962402992163181,0.985608524901699,0.999998494939505,0.9999994505324,0.999999981713053,0.992773406212375,0.999720356962901,0.865252289570652,0.946988992176647,0.999999999152565,251.151133333333,262.102636641221,264.864959285714,401.1786,250.181944,221.775687671233,229.51144109589,275.752790909091,269.939703846154,27.2505870747973,10.4746814655416,15.242860223467,NA,23.0349656320367,11.6281613188425,13.3505011496768,44.5599439951571,31.2866447162381,197.351625,183.11275,152.2579,401.1786,145.807775,151.7394,149.1917,152.2787,165.508775,301.921775,319.75015,299.5032,401.1786,296.713,267.1533,285.7285,349.00095,309.453525,6,131,140,1,50,73,73,11,26
"ZNF675",1,0.999999999866553,0.999995138782562,0.999999791313595,0.999999668490438,0.999998850946304,0.999999654329334,0.99957698933803,0.994791527332429,0.999999995699612,0.99999999828281,0.999995395260613,0.999474181890202,0.999999946542325,0.999998832927298,0.999952437509021,0.932963416573274,0.808304865050626,0.999999999998464,0.999925307787543,0.995368012502675,0.998857622397112,0.972635120049436,0.946270483956822,0.999999999606559,0.998111071427504,0.991445262594286,0.999909720527703,0.999999997246494,0.999998371099933,0.999999999601342,0.99999816050526,0.999039520869065,0.999913054493761,0.973596496423159,0.967107666629768,182.480116666667,182.002764122137,187.471142857143,149.9089,168.593312,175.47778630137,156.833449315068,135.591754545455,190.403265384615,16.7992458924286,15.2718981916877,10.6583386301273,NA,15.6752585917922,15.4375788315991,10.6259354129992,15.1749945976169,19.2645355744766,161.448725,115.79825,120.61245,149.9089,110.541475,105.7997,100.546,98.5576,134.590325,212.070925,190.40835,218.5409,149.9089,179.17885,200.1644,185.0746,171.97345,212.37135,6,131,140,1,50,73,73,11,26
"ZNF860",0.995280620329731,0.995313292006377,1,0.999977185084893,0.996953400452186,0.996971005321723,0.998742300047824,0.999997935710409,0.999998064365244,0.998156601549831,0.957959934003945,0.981443207342591,0.979312048784513,0.990200200415048,0.973537064248215,0.98979909790937,0.999994794359635,0.999993487933073,0.99546237341184,0.999806873305556,0.999499025764282,0.999982386776722,0.999922305105658,0.999924154057123,0.99949794997988,0.999997835736951,0.990526283781631,0.999478078748231,0.950745475147447,0.990831435264856,0.99022906549678,0.98745084987975,0.981894528504369,0.99999987353193,0.999189582043899,0.987527700084141,46.0168833333333,60.7011312977099,60.6656235714286,27.5544,58.613646,67.0193150684932,62.7652068493151,54.4063272727273,69.0325576923077,8.67488810623002,2.87743669145221,3.56472368016033,NA,6.76842694568593,6.38303564861235,4.50083697597808,4.89260074834886,7.60415949977212,33.5736,38.9357,33.118125,27.5544,27.622775,32.0326,32.7993,43.37435,45.870275,48.68035,77.12865,77.150025,27.5544,68.23455,78.1853,82.3739,62.79965,94.658175,6,131,140,1,50,73,73,11,26
"ZNF695",0.999999988608901,0.999293533139671,0.753926872341675,0.998476195890615,0.998626943757078,0.999887994494075,0.996982603710305,0.763386959521394,0.999960985939212,0.999967178867188,0.999999041357211,0.999993603999197,0.978551695907211,0.999215495914303,0.948235553892016,0.999999840749751,0.999999953144611,0.949285165484607,0.998986974627459,0.910388205262554,0.999999994512109,1,0.999999989136853,0.996514488899057,0.998338140740269,0.987419012915296,0.999997551028762,0.999999708875723,0.99641482734393,0.892318102652803,0.999946214343314,0.999980789757979,0.999999999507012,0.973324695701711,0.954353640269227,0.987549928781048,25.3647833333333,28.7019648854962,39.1494692857143,65.0743,42.856256,31.3038410958904,30.0967109589041,26.2076363636364,44.1597192307692,14.5344684158593,4.04308743585031,5.56732068639007,NA,7.27174727423107,4.88057417054283,4.00621747901781,7.99104463395542,10.2076608836441,2.6048,1.7054,5.071925,65.0743,5.265575,3.4439,3.655,4.5894,6.0065,26.46785,41.40975,51.9829,65.0743,64.79715,38.61,43.9585,33.2391,63.31425,6,131,140,1,50,73,73,11,26
"ZNF665",0.999701780228436,0.999999999791656,0.771407113783596,0.999891445885478,0.997265819028727,0.999680330437848,1,0.857520993966407,0.999998711139337,0.999837186256092,0.999999999847594,0.902897926848901,1,0.999691167666068,0.999999520865878,0.99999997656999,0.965736955362383,0.999999754138545,0.999529085546416,0.999963715548093,0.999999899374656,0.999951271080744,1,0.999550409320286,0.998120739254536,0.998575351212515,0.999635066247844,0.999916539734688,0.999585737240328,0.999999991893609,0.974791331365254,0.99673939784939,0.963960773822322,0.98310118655753,0.994012961512819,0.999999998771786,24.1487,28.1536618320611,24.8065,15.0893,24.026582,24.7930630136986,25.3604863013699,27.9809818181818,28.6897653846154,4.31361198131373,1.54431294774564,1.23483325430077,NA,1.82348616110805,2.30973658090438,1.8372041863923,8.12624436822747,3.11972188740225,22.52575,15.0304,13.95415,15.0893,15.9664,11.1857,12.3748,13.68575,16.517825,30.220425,38.92415,32.26755,15.0893,31.108825,32.2721,36.0129,35.82685,35.1322,6,131,140,1,50,73,73,11,26
"ZNF624",0.928138678146333,0.947248761022497,0.999999577584552,0.995444042629659,0.999991494950846,0.999984217005226,0.929771719190293,0.999999999674058,0.999998749519406,0.999994375845183,0.915380997014697,0.999999964251881,0.999984570719176,0.999995387725026,0.999999999998051,0.796586909603652,0.989867652342407,0.962520210034676,0.999999808276229,0.99916176078146,0.999029656763308,0.951584486623372,0.999999743527196,0.99999603603327,0.999998917278578,0.999999979631346,0.999999994364744,0.999999910776699,0.99753518799505,0.991903646322316,0.997305260755348,0.999791313015925,0.993708537150015,0.987631171921896,0.868698701696911,0.997982035686328,98.2330666666667,80.4196030534351,81.3994221428571,68.5579,79.87546,79.5575273972603,75.9019520547945,78.0440727272727,86.8398923076923,16.6261300595111,2.41664676084613,2.63748020276367,NA,6.03505532710009,4.39144977586742,3.3503535923396,9.85673713401689,6.675431326593,62.52235,62.3408,59.0709,68.5579,50.839325,59.895,53.8222,57.18825,62.77515,131.129325,93.49595,96.90025,68.5579,95.219075,89.1702,93.7644,96.05295,107.400825,6,131,140,1,50,73,73,11,26
"ZNF841",0.634859707093418,0.654776008011454,0.999999999383682,0.66736271805314,0.959840872273724,0.957075017454316,0.194252457312956,0.523234829149614,0.455080808135454,0.995513360253606,0.21200020914728,0.500185616726648,0.421313229553886,0.993909325109201,0.999999931228915,0.273388534024329,0.745277230853996,0.673242666489263,0.991022112169421,0.9999217234277,0.99999693346396,0.522278957613658,0.996934536089206,0.995539019867231,0.993055387327019,0.999999337018253,0.999999987918627,1,0.481708575327442,0.997555609614729,0.995662324536643,0.985560128319063,0.998643258414006,0.999634306203988,0.999991454328584,0.999999720789121,389.42215,280.109508396947,281.962523571429,113.8258,232.865076,237.923956164384,245.304006849315,245.085445454545,256.914992307692,110.667166438722,12.2751055561876,13.2353055701841,NA,16.3848723996047,12.2750922125869,16.9347788926988,40.706365324313,23.5468196583187,231.82825,188.7547,179.6668,113.8258,160.14815,161.2345,159.025,166.64955,174.06405,487.23005,360.29075,338.0331,113.8258,280.671775,292.3381,299.1751,329.0266,316.995225,6,131,140,1,50,73,73,11,26
"ZNF615",0.68210683950064,0.723249552025146,0.999999799193686,0.857285732707473,0.994764874494629,0.993516912887427,0.478506245482435,0.991716171204086,0.974698335024574,0.998728125557503,0.37232229884796,0.894208583058473,0.796282838826147,0.999255697558294,0.999998656701077,0.616991420875811,0.999990781807756,0.9997620187049,0.996703370253768,0.999813581946372,0.99181460833513,0.750105441067872,0.999994312515141,0.99996663786941,0.998447388166149,0.999999996550277,0.999997985739115,0.99999997959894,0.433410796210152,0.979827162999095,0.958276823785708,0.999463741376455,0.999997816435322,0.999999999833222,0.997822639953107,0.999995937268666,355.09265,215.860277862595,220.933839285714,55.7648,187.484912,177.736963013699,205.940202739726,195.820381818182,173.826519230769,80.4600985916446,12.0345387132908,12.0076377056275,NA,21.8905861689826,18.1500910514502,40.5648487984487,26.4627218024863,14.1318683238559,203.9491,137.39745,129.54835,55.7648,119.744575,125.3781,120.1393,132.2824,126.144575,419.3641,236.01675,268.734625,55.7648,206.935,186.2515,197.7201,265.7563,209.757425,6,131,140,1,50,73,73,11,26
"ZNF433",0.600348859090538,0.608394772184552,0.999999999999054,0.998513445131749,1,1,0.127148124079961,0.299033594422478,0.267681375138613,0.999975769605699,0.123042435398767,0.187312521295876,0.159107978561987,0.99998117271395,0.999999999946095,0.521056314227739,0.999971769725891,0.999937609457804,0.999999999909275,0.672053060985169,0.597188988688834,0.731244617954719,0.999999721110745,0.99999947520889,0.999999999810736,0.988751279227244,0.989986243110989,1,0.198713030182004,0.743733458575886,0.720507832567878,0.999987060500906,0.99999999860003,0.999999999991978,0.9215948439196,0.996490817416556,115.918933333333,82.2975770992366,82.5468378571429,83.3192,65.722844,66.3408260273973,79.7019369863014,79.2048818181818,66.9466923076923,22.6376405452168,3.60097306708124,4.23932235373305,NA,3.95461677004378,3.99772457080362,5.05554491673185,11.8943247910148,6.23400118240142,81.57475,53.40075,52.4355,83.3192,44.47115,46.1812,51.7544,59.0135,46.60435,136.513475,105.2907,104.34695,83.3192,84.601075,82.3189,105.9444,104.3683,83.54355,6,131,140,1,50,73,73,11,26
"ZNF595",0.999999979190368,0.999999999990929,0.999991775596188,0.99994442884222,0.999969752316001,0.999936005943168,0.999847996974855,0.990026857915701,0.951330194726759,0.999999188004539,0.99989823106955,0.98816356395151,0.934568265086669,0.999998713154134,0.999999999920494,0.99999999999702,0.999311407211849,0.999993523977713,0.999864853519743,0.907612269497974,0.886243847025639,0.999997799324052,0.999999202061888,0.999978387621005,0.99999592816363,0.999999833267745,0.999999967924738,0.999786457686607,0.999999397246752,0.994132333399245,0.999067410954536,0.999577658460697,0.886372888891085,0.879738229469604,0.99997839906779,0.997869039170064,179.019066666667,169.565767175573,175.438996428571,112.1857,148.50183,150.56981369863,182.203498630137,158.302890909091,194.701015384615,22.4529789371725,9.74471388649673,11.0138568767149,NA,11.9401823663434,7.98815237399113,25.9473200311486,18.4752976450151,33.3634327384545,141.217875,111.92685,103.56415,112.1857,91.87175,98.7203,92.3577,115.5779,115.00815,193.2933,188.6034,200.310575,112.1857,184.355525,177.0938,161.2676,185.51195,188.1663,6,131,140,1,50,73,73,11,26
"ZNF460",0.994388582887084,0.933284702887673,0.879128484282933,0.999305904473734,0.979601426618229,0.948630933452203,0.981271665699884,0.999843317179111,0.999839257774684,0.967890236320156,0.996727007486227,0.999999993142656,0.909707875389822,0.982412047019747,0.999617791866925,0.992088845113346,0.99999997316422,0.981658705429418,0.976776609122594,0.999994744984758,0.999998743485337,0.999999993556983,0.991774889026393,0.862632035888448,0.998166992182566,0.96910442387725,0.996034440692462,0.988184027583669,0.95101744138559,0.993397116300065,0.999999999976627,0.949486628089428,0.999970308628679,0.991085657767334,0.998419555750521,0.920397109841606,34.2729,45.4206916030534,50.8186857142857,12.7931,48.127202,44.7602876712329,46.2046219178082,36.5498090909091,51.2926269230769,6.57380284994918,2.01393391959421,3.50202609047322,NA,4.42895836792031,2.6478599690131,3.33041474633357,4.98706100424716,5.29058128705826,24.0055,29.9783,28.350475,12.7931,27.57965,29.3378,29.8781,26.725,28.12885,46.652625,56.06005,59.7799,12.7931,61.77535,52.4546,50.2484,43.87655,62.916575,6,131,140,1,50,73,73,11,26
"ZNF81",0.999999999942803,0.999999998898795,0.999999998271999,1,1,0.999999999998959,0.99998893450204,0.960726229312604,0.936678693731539,0.999999986818559,0.999999999999122,0.999999999865102,0.999999935129044,1,0.986211141753879,0.999999734868152,0.999957016834229,0.999993809745903,0.999999999708261,0.888595077365633,0.999932912421201,0.997445843873491,0.966487428065251,0.973759684539645,0.999988331722715,0.764565918333563,0.965263765326278,0.99227530014993,0.999998991885613,0.999970632243608,0.999992412289712,0.999999998311859,0.958756703499916,0.99994873009044,0.999999999100564,0.998047355237818,108.545833333333,107.03052519084,106.354441428571,108.5774,115.826352,107.620680821918,104.09661369863,90.8563727272727,102.926211538462,8.95791139152673,3.62098042859891,3.75512633453819,NA,7.13880570400688,6.06044400477914,4.86070648959903,15.2756617193262,8.21952573069447,111.5176,81.19155,75.710025,108.5774,89.5318,73.3249,82.0513,51.8536,78.303025,117.5208,134.5215,130.712625,108.5774,138.8537,133.8321,126.9899,112.68895,120.868275,6,131,140,1,50,73,73,11,26
"ZNF780A",0.999999848406322,0.999999993886933,0.946074280917888,0.821585546718333,0.696765838894325,0.789234822426895,0.99999922442833,0.947002145615623,0.999995574943239,0.824388382758632,0.992626854617493,0.0328514648824124,0.378380031288686,0.930997538882467,0.870830548851951,0.999999997064799,0.985210810830649,1,0.789806756596933,0.99999658174165,0.555490176916216,0.999923211056074,0.978247777445183,0.999655565176151,0.902366179817121,0.999985453759028,0.999967419842811,0.999678744175061,0.999999895035819,1,0.998450065599279,0.712000493454567,0.994527258379245,0.477499594953418,0.999222453576993,0.990371183087152,290.184383333333,299.336338167939,284.083061428571,119.4023,278.540492,251.413816438356,284.515768493151,265.486481818182,299.662780769231,27.4934765127465,9.040857906218,8.08305437958361,NA,16.483196021387,10.5797702526207,12.2086723420659,30.425780280652,20.629418837138,289.9962,232.76435,225.8991,119.4023,212.99405,183.8828,218.2936,209.228,225.296225,325.9944,342.81235,329.46235,119.4023,343.0134,290.493,310.8426,341.61995,375.490225,6,131,140,1,50,73,73,11,26
"ZNF461",0.999999249089114,0.999999656909946,0.999999999891906,0.997341625516728,0.989792011168711,0.990505841870896,0.999997480653512,0.866436296877198,0.888126792932052,0.998751713726938,0.999989548797586,0.652309132730673,0.687347608240667,0.999005636198535,0.99999999728106,0.999999964120871,0.934534817810833,0.949699383004059,0.997779121777122,0.999997427292327,0.999912905613289,0.999928251835527,0.999973864927602,0.99995157461754,0.981780771204514,0.969160592335535,0.947222570028508,0.986812050069268,0.999999560699669,1,0.999999999996638,0.990663103276188,0.983807413831172,0.959214747300293,0.995912442555122,0.999991676284466,109.8624,118.029869465649,117.247935,47.8921,100.003554,98.234704109589,104.203654794521,127.704509090909,118.140773076923,20.1988011371632,6.10798728804463,8.0775283103589,NA,6.57993254008109,6.74326608024945,7.01705643621986,29.8274514242332,11.8604572798685,97.579475,72.66515,68.665225,47.8921,69.378075,64.6476,64.8134,70.3077,85.035725,144.42635,140.18955,134.392725,47.8921,115.9271,117.9694,127.9251,132.4164,125.73475,6,131,140,1,50,73,73,11,26
"ZNF181",0.993975283199166,0.998014360659071,0.999955974511199,0.995755120664007,0.9998372440603,0.999662488160042,0.999999998772578,0.226830355208742,0.402511827912308,0.990282028109475,0.999999998895967,0.425937372916571,0.669470745871677,0.995340087840294,0.999793031592294,1,0.190728630407372,0.375880073931668,0.992490511256793,0.999999873635939,0.999989099578743,0.999999890666706,0.995877848109427,0.999209712167018,0.997758302108436,0.999935337086686,0.999999974583444,0.99999102940249,0.999999069184854,0.969182270127256,0.993807251805091,0.997730436934593,0.998436243607693,0.999996421620265,0.999623120850198,0.999999999998807,159.008233333333,187.466738931298,183.234977142857,228.9638,155.031054,162.86612739726,158.056701369863,167.221827272727,168.619015384615,24.4818320575574,6.11470923940699,8.25699209049822,NA,8.9169910911071,8.37587734273135,7.02545277687528,29.1168684822205,13.7084388849448,137.4374,142.4126,130.57065,228.9638,115.1963,110.8296,119.5192,118.67815,122.06285,173.42425,222.6703,205.9966,228.9638,187.6953,199.8168,196.3993,191.53025,193.051925,6,131,140,1,50,73,73,11,26
"ZNF44",0.999602457400256,0.983913800853898,0.883900923767257,0.988603153679086,0.997096089892357,0.999514179902388,0.678800596798558,0.0408450593360657,0.438143405101958,0.999999340364681,0.547852137731456,0.00168969140118225,0.0857813044041312,0.999999933462695,0.999990925917881,0.715371920071983,0.022773386277897,0.406321675433624,0.999998107251952,0.999999917442372,0.999439488558131,0.885376747296519,0.848191082482404,0.988979966652907,0.999997840768512,0.999999986236228,0.999989419934109,0.999999999998563,0.735235540785352,0.256122843634807,0.774736229944159,0.999999351746502,1,0.999997978193007,0.999999990204924,0.999999994316174,269.005366666667,244.757677862595,227.890029285714,168.003,193.581756,187.086276712329,197.157054794521,198.758745454545,193.755307692308,64.5439809852872,8.18439535586771,9.68304747096138,NA,9.62194656788712,8.29400534771473,12.1580205059619,33.2145649301227,13.4524831575552,178.356425,180.5654,160.1126,168.003,155.57645,133.807,131.2557,124.70465,161.1959,261.242125,290.07195,260.44185,168.003,225.49165,215.4903,239.7668,281.0463,220.2368,6,131,140,1,50,73,73,11,26
"ZNF790",1,0.999999999619548,0.999994035388731,0.977060865210024,0.964021704278762,0.955564225661438,0.999912255407669,0.936777326189521,0.832270080041724,0.99030026340354,0.999895749767935,0.871105041566339,0.69925702082137,0.990179814770473,1,0.999999999885922,0.999999372505599,0.999778699685639,0.97107453671083,0.989693011752756,0.979049391901994,0.999999953132222,0.99999781028252,0.999961948944568,0.983437994817483,0.999993359703529,0.999990987037194,0.99999996827508,0.999999976195006,0.999990909028531,0.999746783855091,0.978593878914984,0.999778705855633,0.999638488525189,0.999999969560806,0.999999999999251,94.14265,94.1692633587786,96.1031978571429,40.6755,84.403536,84.3496808219178,92.4251082191781,89.7752818181818,90.5636884615385,12.4864489611405,3.77577427014328,4.10225055674917,NA,5.83560562845286,5.07468968344167,6.41287757638209,11.4921321370264,7.08066108516022,80.111775,69.38,63.24885,40.6755,61.42635,60.1278,57.0175,73.5897,70.7119,113.437275,103.8402,115.816775,40.6755,108.702025,95.158,103.3835,102.69965,102.28665,6,131,140,1,50,73,73,11,26
"ZNF677",0.99546428229985,0.959329571224192,0.96229265635566,0.999150561898065,0.999990932479978,0.999999807076306,0.838284119026619,0.632338443702641,0.983194994435629,0.999999999997356,0.884820012238181,0.711257124524949,0.997094936852929,0.999999999327786,0.999998094799575,0.921518549063484,0.872515549934171,0.999909260766084,0.999999990859389,0.999836094737684,0.999999389979561,0.914274173006889,0.978558314116144,0.999523704551567,1,0.999999999980452,0.999999636241508,0.999988880726854,0.999530994317858,0.999994398380425,0.984679614757157,0.999966684436787,0.808199938374672,0.879228043932789,0.942654353192459,0.968379056357489,38.8739333333333,29.1603442748092,25.2337342857143,19.0256,20.565392,22.0835260273973,23.267997260274,19.9157363636364,31.1980846153846,17.8380089167423,2.57180567353745,2.44645026482721,NA,2.66837806259332,2.63398556958393,3.49501068751563,7.07429438669935,5.54939743703263,10.38785,8.21405,7.301775,19.0256,5.6809,7.9927,4.6531,2.165,8.612075,46.64585,39.7243,32.873075,19.0256,30.8451,27.4481,24.735,33.35085,48.9799,6,131,140,1,50,73,73,11,26
"ZNF823",0.998802638717931,0.999835265896923,0.999741367764215,0.999179803260733,0.999972242587131,0.999911933576329,0.943258784092737,0.850370516301935,0.584373581788877,0.999999976975291,0.933531542916995,0.708110519404609,0.36959481826853,0.999999982194456,1,0.98607677350949,0.992718026647998,0.900732927525665,0.999998514981856,0.99929709377263,0.997882884306104,0.996969846805884,0.999992408994774,0.999698868679895,0.999998139279016,0.999975012282023,0.999956605173672,0.999999999993942,0.992029937326097,0.999712599692498,0.992885877301996,0.9999983048994,0.999848231396519,0.999671084629936,1,1,126.0933,112.01483129771,115.343301428571,91.5199,99.88531,99.5941863013699,105.638456164384,106.592781818182,106.052488461538,13.70783084046,4.16506055919711,4.64805820534317,NA,6.12573852610892,4.44454746921363,5.27870675446719,19.6577423373028,9.99275337199039,108.65095,80.8016,74.576625,91.5199,70.455275,75.0308,76.5725,69.4076,72.8988,121.285275,134.28825,137.30665,91.5199,111.100275,111.6481,136.1917,154.9484,116.37065,6,131,140,1,50,73,73,11,26
"ZNF311",0.995773004852196,0.995699449388045,1,0.999999970737807,0.999827166397405,0.999825927558025,0.977738141765835,0.998848424128648,0.998800366386967,0.999301553904509,0.999714595233299,0.998575930208616,0.998411137699168,0.99996723915437,0.956801265669335,0.992535113119606,0.999999505761094,0.999999500772058,0.999722454211186,0.999969491519084,0.995051816760473,0.999877156503407,0.999998893489944,0.99999883249377,0.999967011266411,0.999552635618101,0.999999999998492,0.99998639987483,0.988991035858564,0.999979555701203,0.999979399760352,0.999527095387238,0.999999998931347,0.995603395951113,0.999999830859284,0.99991837286328,30.6026333333333,45.7449496183206,45.761475,22.3059,50.761806,41.205202739726,47.3476849315068,41.9294181818182,49.5360730769231,10.0629433390258,3.23142089623588,3.41129407821683,NA,10.0441498164021,4.09643615674154,5.14559260056673,11.6464060954272,8.89558396849645,12.3735,13.6538,17.55715,22.3059,13.51585,16.7863,16.8335,7.94205,18.3127,38.983625,63.3627,64.478075,22.3059,54.90685,56.2149,61.134,54.00845,64.472925,6,131,140,1,50,73,73,11,26
