"gene","p-adj-WITH TUMOR-TUMOR FREE","mean-TUMOR FREE","mean-WITH TUMOR","SEM-TUMOR FREE","SEM-WITH TUMOR","Q1-TUMOR FREE","Q1-WITH TUMOR","Q3-TUMOR FREE","Q3-WITH TUMOR","count-TUMOR FREE","count-WITH TUMOR"
"ZNF154",0.00122882950072412,69.3600082474227,51.1948029411765,3.3655412570322,3.84669667409017,27.75105,21.179,93.71345,71.3616,291,136
"ZNF571",0.865272780853554,81.8989323024055,81.2248573529412,2.01410852182453,3.8958659880352,60.5389,55.50925,95.49645,95.952075,291,136
"ZNF443",0.209100571282909,79.4406560137457,75.0432669117647,1.85172272142991,3.2336534026742,57.87295,49.978125,93.4878,94.615325,291,136
"ZNF792",0.442564871219406,137.454039862543,141.985263970588,3.09818456953547,5.51817828705963,102.6228,97.413625,164.52585,171.7044,291,136
"ZFP82",0.240557324846417,87.0872570446735,94.5531830882353,3.46664010655498,5.59873892009157,51.5846,57.977875,110.87685,114.416025,291,136
"ZNF707",0.663176866121775,271.572821993127,265.607966911765,7.79061017873637,11.0854135167737,181.9998,172.22035,337.24555,346.591625,291,136
"ZNF746",0.528326031863687,540.403389347079,553.730329411765,10.1420428493168,21.9996123369882,435.0314,418.257175,620.1555,623.56225,291,136
"ZNF678",0.303174915141589,60.3452563573883,57.1053220588235,1.74484415816953,2.68287300131701,39.6188,36.128425,77.5194,68.6252,291,136
"HKR1",0.464530648051474,617.67181580756,593.153639705882,18.7846109861686,28.0115993545218,415.6574,376.210325,747.1124,705.507875,291,136
"ZNF101",0.953444865777994,117.571304467354,117.208628676471,3.1247100177941,6.149782360556,84.6567,76.308375,143.4731,127.62795,291,136
"ZNF716",0.749674864741756,4.13391065292096,4.85119926470588,1.357919587112,1.53402385376994,0,0,0.35355,0,291,136
"ZNF708",0.494814525439395,157.371249828179,150.226991911765,4.67251583974635,11.5850629437221,109.15825,83.297925,184.8845,174.994425,291,136
"ZNF721",0.183700601484025,437.455985910653,415.065658088235,10.0153803957464,12.0631210617945,341.233,335.419125,502.05205,464.444,291,136
"ZNF662",0.627618493474831,108.070305154639,103.080091176471,5.99958289261764,7.82793572523853,38.7435,34.8088,155.08595,155.9847,291,136
"ZNF320",0.452021574516439,512.981555670103,495.601563235294,12.1015505325702,21.6934730297693,373.7445,336.064725,619.2017,578.25635,291,136
"ZNF530",0.755726789568647,72.3796611683849,71.1769227941176,2.09897753640377,3.43163799764964,47.22605,43.96565,85.89005,86.5734,291,136
"ZFP1",0.917987700625355,199.600364261168,200.429167647059,4.43637856853569,6.95484631873471,149.58335,147.778125,237.0927,227.30055,291,136
"KRBA2",0.116743891914192,58.991883161512,53.9183757352941,1.78874459639875,2.76531862192166,38.71345,30.83635,70.21105,69.0656,291,136
"ZNF93",0.304199303096437,75.2537573883161,81.6929875,2.81530755503313,6.90151919884535,42.61065,37.74075,93.5581,95.9127,291,136
"ZFP90",0.0506630819525952,506.580741580756,471.286297058824,10.3186623394674,14.3660420068597,387.481,357.644125,599.3062,549.36445,291,136
"ZNF479",0.56209879273277,0.471396563573883,0.757411764705882,0.254689552069502,0.472486318207533,0,0,0,0,291,136
"ZNF445",0.0533656035231347,528.316895189003,486.612870588235,12.4631977560176,16.7394640345321,401.807,371.059625,628.62795,584.030425,291,136
"ZNF74",0.806845383806198,307.897065292096,303.790505147059,9.34806486493981,14.2415646529009,210.964,193.25485,367.3876,351.8763,291,136
"ZNF829",0.664521188609174,14.1929536082474,13.6173639705882,0.700332826539431,1.23272617299319,6.85295,5.176375,17.01945,15.58615,291,136
"ZNF267",0.66669562265177,424.009883505155,416.678133823529,9.78611933860562,13.4420003350927,305.5581,301.610625,517.7147,493.802775,291,136
"ZNF566",0.383605475839916,164.696780068729,172.258747794118,4.31233932830278,8.70659917722438,117.74525,107.4218,197.11125,194.939625,291,136
"ZNF224",0.297868900000782,235.321805154639,224.064799264706,5.99469014427257,9.22387123123323,163.76385,157.009125,284.8031,281.613025,291,136
"ZNF529",0.20584629748805,285.335314089347,307.936513235294,7.91925497684416,19.8602586290239,191.87235,188.74905,341.5417,323.3864,291,136
"ZNF284",0.837687523410803,46.5178243986254,47.0695205882353,1.49404547874125,2.29826166244096,29.51155,29.10085,55.3902,60.24545,291,136
"ZNF749",0.399582618282987,59.1244690721649,61.5528426470588,1.51255847123065,2.69782165021663,41.5864,39.789375,71.3957,76.176625,291,136
"ZNF17",0.155841262696216,105.985019243986,100.584552205882,2.05137139999346,3.40800651950875,86.11415,71.235525,121.91935,122.1503,291,136
"ZNF555",0.0597856473185788,68.6901158075601,63.2899919117647,1.66605209375031,2.19189090023469,50.07395,45.8686,81.93995,74.91395,291,136
"ZNF75D",0.000319937350670818,436.198120618557,357.126038970588,13.1245778567556,15.0728106743786,294.6529,238.33365,508.85035,429.215375,291,136
"ZNF197",0.0119476529772408,311.987238831615,286.993427205882,5.7448493710464,7.65457009950357,249.5681,234.494825,361.68555,325.5816,291,136
"ZNF732",0.165737204630004,6.93794192439863,5.42010661764706,0.673423684289655,0.692531496413113,1.6498,1.165125,7.2052,5.648,291,136
"ZNF546",0.138621965781761,59.8059264604811,55.3341382352941,1.68834765499507,2.52708132491308,37.65255,35.62615,79.0601,68.92205,291,136
"ZNF286A",0.152572586598915,205.504602405498,224.331230882353,7.60481726556375,10.2202963591034,134.57085,148.021525,238.0494,285.422,291,136
"ZKSCAN4",0.25655885535674,132.401895532646,127.007781617647,2.55559041572323,4.28322969965412,104.47135,90.82085,158.42015,151.527025,291,136
"ZNF643",0.188075655054989,46.2823463917526,51.4112205882353,1.80023798323567,4.1919174932381,26.38435,29.3064,59.6759,57.0824,291,136
