"gene","p-adj-Stage IA-Stage I","p-adj-Stage IB-Stage I","p-adj-Stage IB-Stage IA","p-adj-Stage II-Stage I","p-adj-Stage II-Stage IA","p-adj-Stage II-Stage IB","p-adj-Stage IIA-Stage I","p-adj-Stage IIA-Stage IA","p-adj-Stage IIA-Stage IB","p-adj-Stage IIA-Stage II","p-adj-Stage IIB-Stage I","p-adj-Stage IIB-Stage IA","p-adj-Stage IIB-Stage IB","p-adj-Stage IIB-Stage II","p-adj-Stage IIB-Stage IIA","p-adj-Stage III-Stage I","p-adj-Stage III-Stage IA","p-adj-Stage III-Stage IB","p-adj-Stage III-Stage II","p-adj-Stage III-Stage IIA","p-adj-Stage III-Stage IIB","p-adj-Stage IIIA-Stage I","p-adj-Stage IIIA-Stage IA","p-adj-Stage IIIA-Stage IB","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage IIA","p-adj-Stage IIIA-Stage IIB","p-adj-Stage IIIA-Stage III","p-adj-Stage IIIB-Stage I","p-adj-Stage IIIB-Stage IA","p-adj-Stage IIIB-Stage IB","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage IIA","p-adj-Stage IIIB-Stage IIB","p-adj-Stage IIIB-Stage III","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IIIC-Stage I","p-adj-Stage IIIC-Stage IA","p-adj-Stage IIIC-Stage IB","p-adj-Stage IIIC-Stage II","p-adj-Stage IIIC-Stage IIA","p-adj-Stage IIIC-Stage IIB","p-adj-Stage IIIC-Stage III","p-adj-Stage IIIC-Stage IIIA","p-adj-Stage IIIC-Stage IIIB","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage IA","p-adj-Stage IV-Stage IB","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage IIA","p-adj-Stage IV-Stage IIB","p-adj-Stage IV-Stage III","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","p-adj-Stage IV-Stage IIIC","p-adj-Stage Tis-Stage I","p-adj-Stage Tis-Stage IA","p-adj-Stage Tis-Stage IB","p-adj-Stage Tis-Stage II","p-adj-Stage Tis-Stage IIA","p-adj-Stage Tis-Stage IIB","p-adj-Stage Tis-Stage III","p-adj-Stage Tis-Stage IIIA","p-adj-Stage Tis-Stage IIIB","p-adj-Stage Tis-Stage IIIC","p-adj-Stage Tis-Stage IV","p-adj-Stage X-Stage I","p-adj-Stage X-Stage IA","p-adj-Stage X-Stage IB","p-adj-Stage X-Stage II","p-adj-Stage X-Stage IIA","p-adj-Stage X-Stage IIB","p-adj-Stage X-Stage III","p-adj-Stage X-Stage IIIA","p-adj-Stage X-Stage IIIB","p-adj-Stage X-Stage IIIC","p-adj-Stage X-Stage IV","p-adj-Stage X-Stage Tis","mean-Stage I","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","mean-Stage Tis","mean-Stage X","SEM-Stage I","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","SEM-Stage Tis","SEM-Stage X","Q1-Stage I","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q1-Stage Tis","Q1-Stage X","Q3-Stage I","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV","Q3-Stage Tis","Q3-Stage X","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF100",0.998754747825215,0.999999999990671,0.999999998001303,0.999999412219356,1,0.999999999811244,0.890994909192633,0.99999989156524,0.999999417819491,1,0.999974913681979,0.999998563663765,1,0.999999999820928,0.968001815527915,0.999764753554663,0.999991162464019,0.999964845636684,0.999997677066298,0.999997620263609,0.999952677801573,0.999994890492456,0.999998563630742,1,0.999999999665742,0.988186113477412,1,0.999948439826363,0.999910476177688,1,0.999999997423014,1,0.999999999983846,0.999999933555531,0.999995094778857,0.999999903708523,0.905125712060768,0.999934554957005,0.99997275652705,0.999999995047425,0.999998239720872,0.980191166757328,0.999999834406236,0.985090178329876,0.999999222275253,0.498314692902121,0.870130045870116,0.957636574747194,0.995575910161745,0.904230552019524,0.649446413065762,1,0.664504264298705,0.956634970692143,0.989616957965885,0.998504639713363,0.999726537675762,0.999443755858869,0.999857707234639,0.999851880355015,0.999369747213867,0.999999991601932,0.999340153192322,0.999793632110498,0.999952992942515,0.999999984923084,0.999999998506906,0.99962000507074,0.999999982605437,0.999993259793792,0.994422123039687,0.999981663576134,0.999472412252029,0.999990151755063,0.999853852042916,0.982661855052212,0.685566464239159,0.997542291123169,297.74524875,272.944557692308,288.108163636364,270.774544444444,264.626002359882,283.821596943231,203.1032,284.697523188406,270.900155555556,252.53378245614,195.706173333333,137.9542,310.011947058824,16.0469819298577,16.9638712733467,41.1689540152667,25.067659909877,8.22163713349571,11.0249962788768,85.3324,15.2415484362766,34.1530992834725,14.8209581846533,22.4166386624639,NA,36.0871802560624,203.386675,176.007275,173.61785,211.6076,160.5208,166.1871,160.437,173.669475,142.65465,181.0261,157.3262,137.9542,192.813,351.764975,331.780125,375.07165,347.8658,328.91135,360.1721,245.7694,331.6329,297.49025,319.9344,227.78965,137.9542,383.0582,224.752145535714,269.3502084172,200.5905,238.9533,161.476725,259.9957,164.0838,329.5491,8.64587171114574,4.68172837358924,1.19843220083698,1.19124933633447,0.261148293398378,0.25247541038518,"BRCA"
"ZNF398",0.989282067934701,0.999973363713667,0.984804760805392,0.991230305572863,0.849564248276879,0.999999660521399,0.999708685317111,0.999943881586462,0.99744335224594,0.929612338958675,0.99969589604604,0.999981423982879,0.997230811601463,0.927839653893142,1,0.999999999841353,0.99999879986065,1,0.999999994141853,0.999999949546534,0.999999938385311,0.999954769328248,0.999971402069146,0.998248095118089,0.942652976179983,1,1,0.999999961948659,0.999999995369932,0.999996546570991,0.999826884304941,0.984832127149288,0.999999999996494,0.99999999998498,0.999999992829223,1,0.999987134946911,0.999999162685563,0.998544228333411,0.951494888870297,1,1,0.999999948493704,1,0.999999999997721,0.980753716568874,0.999989236172546,0.952112353324084,0.778122088802561,0.998286925520695,0.998717322176082,0.999946934903065,0.998440456438255,0.999197939564247,0.999435710532835,0.999999999597802,0.999999707883455,1,0.999999999999124,0.9999999766375,0.999999972683844,1,0.999999980894,0.999999994030335,0.999999975243526,0.999991257680421,0.619540453811558,0.97317869065085,0.687668555441081,0.408700611400961,0.801219364460026,0.824944407468426,0.99867849601659,0.824081406009148,0.919845617413252,0.901219162276742,0.99999760621873,0.999836567802226,544.149745,579.05803974359,505.4572,468.771033333333,562.872996165192,563.794290829694,513.78265,561.902035507246,556.711051851852,563.668607017544,610.299073333333,497.9812,644.617941176471,18.1114062037331,19.8615804716483,53.8925877598833,6.32358326794759,9.82828091722549,11.9175524803291,47.73155,13.3333463538017,20.5299393925486,24.6615397443144,34.5481518508595,NA,56.8558090682215,439.947925,445.9782,398.76405,459.1099,441.3786,439.9077,489.916875,440.917575,473.6085,440.0726,553.1614,497.9812,505.7862,629.27995,665.199825,604.31265,482.1888,644.7831,650.0865,537.648425,651.93515,609.6347,628.7899,626.73585,497.9812,733.58,520.112520535714,554.873547666972,518.14705,529.619,452.8506,581.136575,437.9648,639.0056,8.1616560756361,5.18805105887498,1.06683366725234,1.02214033641608,0.0933352594461361,0.031593287031093,"BRCA"
"ZNF498",1,0.999999999902277,0.999999999830233,0.77762172353606,0.77269473784682,0.981783165805415,0.989625860859793,0.992326441172897,0.999930834332626,0.395081261901684,0.996861709966411,0.997762400720601,0.999966125681318,0.432620001724185,0.999999999999458,0.999974652028997,0.999976741055779,0.999945266580429,0.956518221436838,0.999999610486475,0.999999404874297,0.958822044261013,0.966241742456173,0.999527805982183,0.324115226862559,0.999998796020151,0.999992921553737,0.999999948637454,0.0962963551758736,0.103558432605029,0.637468101915543,0.0235569159636808,0.272898028893599,0.262458233556866,0.999999999510544,0.53089790814421,0.999999999999214,0.999999999996155,1,0.842053803644833,0.987629840318144,0.995256103754515,0.99995671779825,0.955805352456738,0.104331791828433,0.999961675460184,0.999969370835731,0.999971237231043,0.67394676733243,0.999999999997782,0.999999999956815,0.999999962959556,1,0.952625814122728,0.999891732990767,1,1,1,0.999983851789823,1,1,0.999999962526595,0.999999999991639,0.999984210127205,1,0.999999999996399,0.822653238707279,0.832318080441151,0.961845943667896,0.183250917314704,0.979458744072951,0.974473000281616,1,0.996574524640377,0.999990663365871,0.801937647578868,0.99981591369356,0.999999705557921,375.59036375,375.223469230769,383.037745454545,442.735988888889,360.140523893805,361.444309606987,326.82355,354.90440942029,307.380881481481,378.300975438596,355.681893333333,373.8223,326.644011764706,10.1160119334345,10.8756390424566,29.9166455448995,39.2056532961746,6.06371159909729,5.9311857666963,71.17855,7.60710095061535,17.5766673589865,12.2107421642593,25.4629924521123,NA,23.3317591528439,316.10775,309.054175,319.2035,364.2599,292.83215,297.78,291.234275,290.543125,249.72195,319.0033,277.5854,373.8223,277.4187,437.586625,421.412575,428.82625,539.0071,418.16375,415.6002,362.412825,405.835225,362.7764,419.412,372.33455,373.8223,375.6788,467.686129464286,362.636571729186,464.3394,358.8808,369.633925,545.983375,297.0017,417.8451,11.3813470741306,3.02786096585682,0.775384491613147,0.772884661521293,-0.367016214707415,-0.371674959736644,"BRCA"
"ZNF441",0.86233888147343,0.715200737672437,0.99539441194209,0.999999999994531,0.99891925186728,0.93188579759753,0.0274398039958648,0.991702685975662,0.999967635543943,0.959864262381734,0.160641257399505,0.999958696073852,0.999607761454817,0.986180212627557,0.99997221690799,0.999872550035592,0.999999937123897,1,0.999844375433471,0.999999999990486,0.999999999313041,0.512231080192264,0.999999998422286,0.998078946680786,0.995979060791431,0.996674200507672,0.999999481081575,0.999999989149182,0.740822669031026,0.999960234121423,0.999995825570717,0.984389180794997,1,0.999999995523385,0.99999999999638,0.999997339809512,0.21454715805704,0.995551480905706,0.999998963533288,0.951047368895776,0.999999996480637,0.999965773852659,1,0.998771547907062,0.999999999998413,0.111668629841988,0.709679329469185,0.99999902082585,0.603808724877009,0.932557549172757,0.850573381712754,0.999999973486886,0.761454748731482,0.987452598020275,0.986879389752727,0.999999480908133,0.999999999978389,0.999999999999392,0.999998743446535,1,1,1,0.999999999998614,1,1,0.999999986829969,0.989173174424387,0.999999999980161,0.999848458057372,0.999032597666194,0.999999948976355,0.999999999999245,0.999999996709651,1,0.999999991828465,0.999998840174395,0.963384450936055,0.999999999999791,250.72772375,220.830687179487,181.706018181818,257.571911111111,204.546344247788,210.834702183406,190.08435,216.389857971014,203.865218518519,199.742294736842,160.07372,198.856,215.027505882353,15.1277332164133,11.3789440775575,19.2580097402133,26.7680532690839,6.10442227790703,6.95815672806185,43.39665,7.63069866124077,15.3362149856981,13.5314286772898,19.2533682817176,NA,14.8480404263405,165.4159,147.94505,156.78575,206.9851,120.18435,138.8408,168.386025,151.515475,152.4121,129.54,107.0885,198.856,175.7451,298.47515,283.160975,219.88785,283.6879,269.2912,274.8837,211.782675,268.492725,269.8274,251.7727,194.168,198.856,257.0755,304.822108035714,206.715878408051,290.771,197.4447,227.815975,384.638825,130.0758,267.5905,9.98031963860934,3.20343315234095,0.678152512428106,0.679038487331955,-0.560318331584363,-0.558434747354983,"BRCA"
"ZNF420",0.999999044102856,0.999998870191265,0.999999999542426,1,1,0.999999999315233,1,0.999879700849872,0.999993762694786,0.999999999994829,0.998270029624911,0.999999944439739,1,0.999999999535651,0.858232092092403,0.991743747134427,0.996624448629775,0.999446721639092,0.99770497500499,0.989267243796659,0.998094104293879,0.999966818384565,1,0.999999999957073,0.999999999998958,0.99481145842685,0.999999995061414,0.997115704728757,0.999999982641109,0.999953559839225,0.999972138868489,0.999999995560806,0.99999999694447,0.997861092891119,0.985531284137619,0.999743437434241,0.83843351535699,0.981599311986578,0.999999787742855,0.999926963237207,0.492998908641598,0.991568340153475,0.999904111449577,0.977599649764312,0.895561528822209,0.999999366464424,0.999999999980413,1,0.999999999931467,0.999994740543607,1,0.998991042805482,0.999999999999819,0.999976476593853,0.99999354037947,0.999987496443226,0.99999721895167,0.999999718933092,0.99999656892724,0.999982136081186,0.99999903077289,0.999999999994105,0.999997982850442,0.999960399273243,0.999999994170861,0.999999385947191,0.999999992164629,0.999987875240056,0.999982014625157,0.999999995171737,0.999999998695356,0.99959153675301,0.986675239384013,0.999945902276767,1,0.962214182577684,0.999986696465453,0.999959126741871,210.47641,202.453906410256,194.024036363636,206.196122222222,212.262777876106,197.290620524017,124.4592,200.741399275362,218.40992962963,179.462743859649,196.792926666667,146.7026,219.371029411765,8.85461914252783,9.66032716153667,26.5075979105178,16.1564990335999,6.03694338726173,6.83838307294738,12.4718,7.40484490947125,17.4444339027742,10.4506696535548,21.0311973768709,NA,17.6115729944469,158.819975,146.983075,136.91935,166.1477,147.46835,129.8077,118.2233,143.670825,175.3791,128.0796,143.94545,146.7026,153.8328,256.2397,243.289325,241.2349,232.8314,255.2119,250.1401,130.6951,243.267875,259.6893,225.8065,220.9853,146.7026,271.227,220.84291875,198.771594327539,218.9508,186.5149,175.215,271.15865,136.2429,243.9966,6.12685817546031,2.98652522267545,0.900058717991105,0.851857586270523,-0.151908971899167,-0.231315834336134,"BRCA"
"ZNF763",1,1,1,1,1,1,0.749546662068496,0.774011135617214,0.999681775368252,0.999935888184197,0.999512176332789,0.999639148651693,0.999999764244691,0.99999997768262,0.958874472432165,0.999964626102528,0.99996647905281,0.999974124088534,0.999984031940856,0.999999978080024,0.999997958512764,0.969134450604144,0.973605433808921,0.999962787955562,0.999993566859489,0.999999851268005,0.999913298380257,0.999999873177897,0.734790578947101,0.745856310102138,0.985649984272954,0.994249757336475,0.998803907428239,0.928868123915994,1,0.995067228049417,0.957055746160972,0.961497065996165,0.999746110720557,0.999940543295642,1,0.999226089361425,0.99999999015706,0.999999979710005,0.999883660342964,0.470550676556088,0.480071572910631,0.881636956468338,0.931121917769678,0.932698187910281,0.697607718983514,0.99999999997489,0.892156591260699,0.999975837771577,0.974465991751726,0.998084565722222,0.998045915115525,0.998917404248016,0.998867704694159,0.986502880665507,0.994599231161155,0.988315138460825,0.99016490398294,0.962549130790623,0.986108784119697,0.909156820265585,0.999999981507421,0.999999986461885,0.999999997392569,0.999999999723821,0.999994917162644,1,0.999997945173567,0.999999939441997,0.996277183199794,0.999995782615028,0.9291614705724,0.996409015440426,97.63546375,97.517482051282,98.7419454545455,98.0280666666667,85.3183887905605,91.7026148471616,72.13775,87.5311144927536,75.3269555555556,84.6241315789474,64.2514266666667,150.4038,92.7436235294118,5.22886041308911,4.78541248522202,8.27006900606984,12.7100453335694,2.84887858718774,4.07093711062621,5.89165,3.30083599290243,5.89120878260217,5.16446282418008,9.30955471718869,NA,11.3685272984899,68.1716,66.50525,95.8956,71.6073,47.2969,54.5957,69.191925,62.252725,51.39705,51.4947,42.7014,150.4038,59.2669,132.657475,125.540575,111.83215,126.2689,108.1478,113.7968,75.083575,111.200825,89.44265,112.4574,92.23205,150.4038,134.1496,124.865061607143,88.2920057639524,119.9178,82.1939,95.71885,150.03765,54.1943,111.7069,3.74765892327848,1.50815885643603,0.707099364926768,0.685418678461413,-0.500015131317646,-0.544942587365736,"BRCA"
"ZNF679",0.998556035852527,0.999999257234978,1,0.999999733043121,1,1,0.999999768570874,0.999794646077401,0.999999991041031,0.999999997150383,0.999999712163344,0.999910222229414,0.999999994585103,0.999999998254114,1,0.999999999936753,1,1,1,0.999999999999794,1,0.999999207005439,0.916608201247829,0.999942728296023,0.999979283071548,0.98922916130383,0.992198555906135,0.999999995006519,0.999962553158518,1,1,1,0.999999073224964,0.999999498701304,1,0.997088809754424,0.999510350004724,1,1,1,0.999965209530335,0.999983846908329,1,0.965532813556417,1,0.999996622944154,1,1,1,0.999999948685083,0.999999969788588,1,0.999743321606397,1,1,0.999999999999031,1,1,1,1,1,1,0.999999999913402,1,1,1,0.999993940363356,1,1,1,0.999999897291469,0.999999940293915,1,0.99954299841868,1,1,1,1,0.72119875,0,0,0,0.469370501474926,0.453044978165939,0,1.0381615942029,0.0121148148148148,0.0163684210526316,0,0,0,0.562279875341086,0,0,0,0.194336777728843,0.273629228693826,0,0.709186186635372,0.0121148148148148,0.0120362566199127,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830892857142857,0.444172003659652,0,0,0,0,0,0,0.0694953324770505,0.130171824928286,5.34571936491307,NA,2.41838410217596,NA,"BRCA"
"ZNF682",0.999996735361597,0.999952877759274,0.999999815464539,0.999915644979106,0.999999121156538,1,0.869557004859029,0.99854972923346,1,0.999999999999494,0.99998129712838,1,0.999999583068198,0.999998300807392,0.947006158667724,0.999990667419187,0.999999272902205,0.999999999160341,0.999999999921715,0.999999995013572,0.999999089555501,0.999998583229345,1,0.999999123057425,0.999996931235429,0.970442978622111,1,0.999998713860025,0.733488542917072,0.934480187508642,0.999995503082191,0.999999770934973,0.995916716469754,0.869109044746432,1,0.869073658481426,1,0.999998125509225,0.999956506746855,0.999920688683051,0.943118950744122,0.999992875015736,0.999990278778059,0.999999310036633,0.782831987387356,0.941038767344502,0.991011983531862,0.999998976006663,0.999999945234348,0.999794789286952,0.983891405488623,1,0.981851292915271,1,0.949793275830296,0.999999316381404,0.99999993220022,0.999999999716877,0.999999999954717,0.999999999082767,0.999999920086319,1,0.999999889832906,1,0.999999274456791,1,0.999876105364729,0.99999975653178,1,1,1,0.999999267934188,0.999999996455325,0.999998367218804,0.999936609960336,0.999895584056099,0.999988814387052,0.99999999916283,133.88827875,127.23651025641,116.770227272727,114.129833333333,117.922050147493,127.537008296943,101.01415,128.432315217391,101.385192592593,134.171322807018,101.791613333333,97.2409,118.326717647059,9.89502318209105,7.45396870307929,13.2608801866384,13.1476662657928,3.54322789344601,5.06090926334986,2.03525,6.7863989275623,11.8191105310973,12.0489319276042,16.6297836077319,NA,10.9585432047673,87.549125,90.0518,85.14985,90.6947,74.91235,84.3056,99.996525,83.770925,60.586,83.3414,70.92925,97.2409,90.3902,153.3841,151.271625,141.91245,138.083,148.5667,155.8442,102.031775,156.912675,122.7795,155.6723,111.4317,97.2409,134.6819,81.4375464285714,124.038272095151,75.81075,109.926,60.22645,103.48405,78.1773,152.9691,3.06864806982353,2.20783396944835,1.52310914970829,1.45000544118084,0.607019332567424,0.536058313998747,"BRCA"
"ZNF772",0.96785939930673,0.997842852259965,0.999999990515527,0.859075470448568,0.996067057761053,0.99998936424394,0.197391731867811,0.999165003905473,1,0.999837876362652,0.81839722143651,1,0.999999996083951,0.995928344653676,0.988935199438012,0.93702229330131,0.989651741111367,0.998406658155515,0.999988129978117,0.996935068564335,0.990136589505682,0.997987726042348,0.999996493012077,0.999992712945503,0.975610309702069,0.731616287628544,0.999687358998498,0.977510412727102,0.891421267950542,0.999979145861092,1,0.999988809043976,0.999999999999604,0.999977329924281,0.998470612632547,0.996738284051039,0.402966680432993,0.995938467880621,0.999999999634885,0.99999759434957,0.999998474903731,0.990143854317781,0.999019300234584,0.864038017836427,0.999999999986972,0.927853017502022,0.99988703003005,0.999999999112539,0.999999922689457,0.99999996226599,0.999887895595014,0.999573765727812,0.996301055902575,0.999999999943467,1,0.998741240404023,0.999911368007464,0.999988922826882,0.999999983539156,0.999984969390656,0.99992185980686,1,0.999739469171793,0.999992610192247,0.999996510169882,0.999998398659868,0.999240761359377,1,0.999999999945404,0.999551887504059,0.999999965211653,1,0.994494098893185,0.999999919883315,0.999999933232189,0.999991456561052,0.999997478410922,0.999950675420204,295.63991125,253.016001282051,232.364890909091,179.190577777778,230.590679941003,250.720660262009,85.7853,268.18946884058,224.936011111111,216.346531578947,211.55136,108.3445,248.400811764706,36.2303634126106,19.6738549110391,44.5815940290618,31.5606847932315,7.6138308508806,12.227851929017,12.0065,19.282768498391,25.5873532762373,15.7549494970467,29.6074008106271,NA,39.4097096480144,149.781325,121.15355,112.40395,119.8136,135.1831,121.9124,79.78205,154.39005,141.68965,128.0167,138.10105,108.3445,153.2477,334.137875,356.34325,357.36395,225.8538,311.59085,326.1961,91.78855,323.0404,297.28025,280.655,328.564,108.3445,348.0498,238.383941964286,240.032879597438,239.03835,209.541,164.120425,299.925425,126.6141,315.3661,8.24861251198756,5.50373967847522,1.00691715062502,0.876599926329813,0.00994498294785409,-0.190009537270081,"BRCA"
"ZNF257",0.999927681965848,0.999986696643215,0.998443867392443,0.999999998960964,1,0.999974828380571,1,0.999484055453548,0.999969538847028,0.999999999165009,0.99999997995679,0.999997623107269,0.99980980288614,0.999999999999387,0.999999425887442,0.999999999999069,0.999999994629885,1,0.999999999338164,0.999999999997977,0.999999999926448,0.997397912239253,0.782224892652277,0.999999999995044,0.999950042320424,0.941953977049302,0.823761686522622,1,0.994964474321358,0.999992812160747,0.985664257875764,0.999999930763419,0.989297298170593,0.998297131423553,0.999999152629878,0.767925929073743,0.999999999995016,0.999678615969603,0.999998380383804,0.999999979526081,0.999999999646303,0.999998441700169,1,0.999923638665128,0.990806261637683,0.998995302387443,0.999997989655085,0.992009096270006,0.999999918559408,0.998463777992329,0.999748073645865,0.99999894853774,0.938733164296555,1,0.997854517827631,0.999999999988251,0.999999996608983,1,0.999999999095295,0.999999999982459,0.999999999836403,1,1,0.999999806114127,0.99999999999871,0.999999745668752,0.999999999086281,0.999949957243906,0.999999990638211,0.999999885882392,0.999999994952842,0.99999943802031,1,0.999999998406983,0.997457189697398,0.999999999999158,0.998868727826685,1,68.85578375,61.7811384615385,81.0932181818182,62.9667111111111,68.5200053097345,66.0575266375546,75.57065,77.7449405797101,53.7426333333333,70.7090912280702,52.71994,80.4172,73.2807470588235,5.03956701725646,5.4961667970665,29.6871697185159,8.49160094864077,3.26043795061039,3.89152702601133,55.59165,5.38865850793083,11.5035722936826,8.14773060829802,11.0429794423244,NA,15.4291966352759,33.01375,24.391975,40.46715,44.4363,25.6416,23.9231,47.774825,28.62805,11.93125,32.1128,26.4375,80.4172,14.0746,100.622275,80.700275,79.5452,70.8783,100.17085,91.3866,103.366475,104.82225,80.0011,88.5305,70.1823,80.4172,107.3368,53.4169330357143,66.4998226898445,48.6599,52.5934,33.404525,65.666175,25.1151,91.9813,2.72771869545748,1.73940437942086,1.24492026985868,1.08083658207271,0.316053348748933,0.11214841016274,"BRCA"
"ZNF785",0.999973726075354,0.999999964530958,0.999954400748272,0.999936940293723,0.999999855337998,0.999721825279871,0.988985647011099,0.644999086825268,1,0.990397280357379,0.999999511194748,0.984350316036401,0.999999999986445,0.999168993810222,0.99680853708795,1,0.999999999717335,1,0.999999873368328,1,1,0.995932880521382,0.796429384335248,1,0.991520323025176,1,0.999602895455081,1,0.995924531595607,0.923554492997721,0.999999985565818,0.982190683723093,0.9999996196487,0.999400075570563,0.999999999842465,0.999999831091876,0.999995107142617,1,0.999974336213801,0.999999804016524,0.841442483736557,0.996319384535113,0.999999999831909,0.908820812460771,0.951946399596655,0.994456467243243,0.942052565527275,0.999998965839393,0.973501374986589,0.999985924040178,0.99875419608203,0.999999991939865,0.999991019978429,0.999999999865514,0.958444900533925,0.999991650175404,0.999950934188359,0.999999549280473,0.999776385885139,0.999999666129903,0.99999732968399,0.999999781634687,0.999999688509372,0.999999979906212,0.999956883208586,0.999999998881513,1,0.999999861419387,0.999999997795711,0.999985597004053,0.999993654841955,0.999999999938062,1,0.999995016144937,0.999882968420755,0.999999953761427,0.999502785911787,0.999994183361271,287.6402,301.720680769231,271.7383,321.369711111111,267.498287315634,279.582823144105,278.23645,267.264530434783,255.360507407407,300.81651754386,245.44116,207.3957,286.836423529412,13.5804744358902,17.2820603690337,44.2458737876241,42.469876071636,7.48346398343772,7.2861324111545,123.18385,9.98440444316152,20.6714964772758,18.8154668365493,22.5352787878765,NA,33.7948384786154,200.1261,204.656375,178.9594,217.6301,175.25015,197.9515,216.644525,175.73995,174.5133,224.1649,191.1567,207.3957,180.894,371.973525,376.97495,367.5626,406.9086,339.04915,345.7859,339.828375,348.7017,336.55925,380.4739,285.26635,207.3957,346.3515,228.52359375,282.684953705398,223.18555,262.4791,163.2364,287.169625,186.4045,358.3256,8.35864199089829,3.95274062936535,1.23700554969676,1.17605776897295,0.306851972830075,0.233958928340786,"BRCA"
"ZNF98",1,0.999999538926685,0.99999841053192,0.999984751287074,0.999993895191035,0.999731907358155,0.999996376194438,0.999961523679899,0.999999999436368,0.99958135267736,0.999999979479717,0.999999999930738,0.999984844740954,0.999998333536645,0.974531669889029,1,1,1,0.999999975398445,1,0.999999999999495,0.999999999987838,0.999999995715674,0.999999935464358,0.99993402056652,0.999999847914097,0.999969506352396,1,0.783325022449885,0.832554456619579,0.921057223106087,0.999999111727619,0.377971289164402,0.815171028648712,0.999982068937694,0.619201948402882,0.999999999119574,0.999999999996564,0.999992186852908,0.999999153222311,0.999779746851496,1,0.999999999999517,0.999999495123111,0.923528927103343,0.999953285910535,0.999983262890093,0.99953305734681,1,0.99801933611021,0.99999546473826,0.999999987224121,0.999743145863154,0.99997353818247,0.999998383771534,1,1,1,0.999999999898042,1,1,1,1,0.999999854122175,1,0.999999999965568,0.99266479748802,0.988413134836555,0.999999864880738,0.981706744019427,0.998641728126475,0.961750546152225,0.999999988926676,0.995389502085248,0.429217969048849,0.981608449672364,0.958570718063797,0.999999998334712,28.62858625,27.9245346153846,34.6800636363636,19.6026777777778,31.4331920353982,26.7603139737991,31.0243,29.7074833333333,11.932,26.7209929824561,20.6251933333333,29.2732,41.2258705882353,3.67852030223841,3.86355531924822,18.5465397346012,4.58964589525457,2.26932429392495,2.7374533089601,19.9833,3.19969973744142,3.46295698835004,4.05411788845324,5.75487087265228,NA,13.9397826608557,3.343725,2.01945,4.61805,15.4083,2.27955,1.8282,21.03265,3.45525,0.5088,4.6906,5.42815,29.2732,1.3922,40.5274,44.465625,31.8884,23.1362,47.2186,35.8897,41.01595,38.45135,17.15395,39.5538,33.42715,29.2732,59.8052,32.0056053571429,27.7625802378774,29.4988,12.4735,13.718525,45.4682,2.3105,40.0951,2.08840396266206,1.15023102187534,0.867428687196553,0.422847709059352,-0.205182938760553,-1.24178993259384,"BRCA"
