"gene","p-adj-MALE-FEMALE","mean-FEMALE","mean-MALE","SEM-FEMALE","SEM-MALE","Q1-FEMALE","Q1-MALE","Q3-FEMALE","Q3-MALE","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF519",0.376602567066454,54.9983253521127,64.36397,1.05624041606142,10.9994504262718,33.66185,39.2564,67.872875,74.91565,77.2142866071429,54.6430614821592,71.86835,47.7002,53.63825,92.592775,33.272,66.8703,2.91571371828726,1.01551592231537,0.707680714064958,0.663716364714092,-0.498829491827308,-0.591361248860929,"BRCA"
"ZNF25",0.714056184944664,317.303800402414,331.9737,4.00124851199604,31.5691723044175,231.2437,260.0267,395.11705,413.13085,586.944313392857,312.110783074108,547.9227,296.5277,441.289275,722.25955,225.0242,385.9979,19.6126385364979,3.76464678869044,0.531755357284131,0.541185280332426,-0.911165431885589,-0.885805494819416,"BRCA"
"ZNF77",0.872441191292765,100.648934607646,97.86598,1.73495359492573,9.28504022396361,71.653475,80.40975,113.70595,115.04245,101.344966964286,101.119801189387,94.3193,88.1361,74.12135,115.1755,71.8856,116.2647,3.41569896600765,1.64107277066781,0.997778224398869,0.934443957917415,-0.00320891070295039,-0.0978199521144308,"BRCA"
"ZNF169",0.797162622215691,72.3577669014085,69.81594,0.988035057885214,8.2677535730787,49.38625,55.122675,89.142375,89.66755,87.8254678571429,72.9808094236048,84.88325,67.8584,63.67285,108.714225,49.3179,90.1375,3.10730417416716,0.972345045104058,0.830975469920815,0.799432161233223,-0.267122205070958,-0.322952481200366,"BRCA"
"ZNF613",0.977860962731435,187.54998722334,186.2256,4.76409540845361,44.8026328650573,119.105125,103.389175,211.167375,190.2427,160.90160625,186.246656907594,154.1247,152.2824,132.359675,183.9413,118.2994,211.2429,3.98035725925293,4.43073685342806,1.15751894122309,0.988046692061688,0.211035801420745,-0.0173488741157191,"BRCA"
"ZNF404",0.56038653070043,59.0589004024145,68.46901,1.60754622446719,20.6919696386704,30.33725,36.2036,73.679325,66.0557,81.2651366071429,59.9844578225069,75.06565,50.3113,57.52885,98.428075,31.0391,74.2899,3.38131004168912,1.52329378591282,0.738132738427397,0.670230658097279,-0.438047815388835,-0.577270414203994,"BRCA"
"ZNF135",0.77476794142529,229.3283722334,212.72874,5.79359034663084,51.2089938546762,104.595725,55.018775,311.7717,323.882625,248.566924107143,230.068200457457,249.3899,204.9239,192.17155,297.314975,107.899,313.3673,7.13031860534424,5.4599939008267,0.925578498763928,0.821700878824684,-0.11157274393261,-0.283314785132365,"BRCA"
"ZNF620",0.879740685145585,59.6292412474849,57.92853,1.12368824756841,8.51222065015352,36.317625,41.523175,75.35465,62.454875,61.5586294642857,58.9667856358646,61.99745,53.0894,46.32355,76.768925,36.4137,74.0989,1.72619000974133,1.04559458215408,0.957896336371088,0.856315864604109,-0.0620585590673349,-0.223785040968312,"BRCA"
"ZNF619",0.35910421445222,97.8463498993964,81.56748,1.77191913325555,16.3002614935998,55.415025,32.22695,128.7647,117.37355,104.631791071429,94.9343004574565,102.90975,85.3773,79.6853,132.218825,53.298,125.2622,3.42006021601198,1.68292464595954,0.907317933539417,0.829632760744244,-0.140319920354111,-0.26945523011175,"BRCA"
"ZNF354C",0.0317845147007472,53.4512657947686,22.04665,1.4630522263831,6.27071767071627,19.919325,8.9609,75.05755,36.247625,113.90776875,51.0570236962489,116.9288,39.1779,81.66515,146.51085,17.8372,71.2026,4.96496120523888,1.36964592655426,0.448231268653033,0.335057744541978,-1.15768479999454,-1.5775183408536,"BRCA"
