"gene","p-adj-2-1","p-adj-3-1","p-adj-3-2","mean-1","mean-2","mean-3","SEM-1","SEM-2","SEM-3","Q1-1","Q1-2","Q1-3","Q3-1","Q3-2","Q3-3","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF778",1.18042307295507e-06,0.98811197770147,2.04347728749443e-06,98.2161419642857,66.1414742857143,97.3241982608696,5.5831236366046,2.91689957040577,3.94624507267838,67.343225,45.6687,67.59505,112.883825,79.3088,113.39005,88.1630153846154,78.0993261569416,85.6891,69.0877,67.385875,111.42975,48.0395,94.1612,4.41198344275402,2.0192767024872,0.885851349528253,0.806260072751377,-0.174863467541533,-0.31068281550419,"PRAD"
"ZNF212",0.820854935131272,0.503357976038813,0.205713422818457,400.098025892857,406.904140952381,387.673625217391,9.17862266002241,8.157834533852,6.35495530831733,336.91675,349.2834,350.43865,440.25255,460.8185,429.02185,351.152184615385,412.458652313883,347.1831,402.444,302.4072,397.777075,356.4979,459.7043,8.90849495202313,4.00645470401427,1.17458660485239,1.15916932592629,0.232153090348603,0.21309132374839,"PRAD"
"ZNF282",0.00182318834037232,0.68069676570919,6.80827289624153e-05,1044.37068839286,1144.77013333333,1020.59036,21.6539494403979,21.3017159089484,18.125617989977,906.01265,987.9432,889.56705,1143.5714,1265.6005,1138.598,843.317998076923,1092.05778410463,797.31115,1075.5814,705.553325,985.9873,954.3749,1208.5483,24.6792357588644,10.1035950245325,1.29495372634632,1.34901085981301,0.3729005458165,0.431901962322735,"PRAD"
"ZNF160",0.54597752387235,0.000998419895036795,0.0342119119654153,510.849538392857,527.188418095238,565.880692173913,13.4054183094477,9.95386034703281,8.7436928486829,428.6693,458.6429,501.2682,547.3954,580.292,621.4587,564.033121153846,523.050084909457,575.41885,515.1515,492.9633,638.112275,446.5759,581.0023,13.3392081959838,5.50869373911577,0.92733930915165,0.895263511092833,-0.108830784016051,-0.159615708384803,"PRAD"
"ZNF415",0.98374616890829,8.38025269944698e-05,5.39492324108659e-05,192.528772321429,191.318355238095,221.663475652174,5.92548841826782,4.25047957608353,4.32260341459074,160.371975,157.0136,193.8155,227.458425,215.8903,245.9724,289.993071153846,200.818422736419,290.1543,200,231.707075,337.4182,166.5444,232.0261,11.9109082957216,2.48027456696076,0.692493865240942,0.689288423435393,-0.530126804412429,-0.536820309358984,"PRAD"
"ZNF439",5.37236921616113e-13,2.65887312167479e-12,0.0113346297520055,66.9174053571429,138.813820952381,118.511822608696,4.43061317865489,5.96815139850119,4.42386705192656,33.152725,96.9529,78.21095,96.2369,180.2939,154.77395,124.808671153846,103.146140241449,126.27995,97.6896,97.6795,147.8292,55.0397,144.8137,6.76777996383165,2.75078709376873,0.826434087374466,0.77359549160417,-0.27502833357901,-0.37034870785345,"PRAD"
"ZNF440",0.914681882112303,0.287667377795861,0.143256159407322,361.617720535714,355.447048571429,384.247822608696,10.4427718235785,11.281545155089,10.5133047762235,285.4546,286.622,310.9817,418.47635,409.2191,436.2434,370.832755769231,346.757789939638,346.58745,331.0088,285.498075,421.4893,267.2929,409.2191,21.287968051677,5.4695472646691,0.93507864271684,0.955051315331816,-0.0968403901155268,-0.0663498430103889,"PRAD"
"ZNF562",0.0466699065264605,0.425384240276319,0.472693717698829,585.161754464286,644.901616190476,615.77209826087,15.5330288403113,20.9472764273071,16.1638913360557,476.599475,497.6557,480.15845,665.006,752.0418,748.84175,534.497825,560.518505231388,499.06755,519.5246,423.553925,589.9991,430.8177,659.0739,22.5857089655641,8.39726767870134,1.04868248103982,1.04099054326413,0.0685779263697233,0.0579569627315592,"PRAD"
"ZNF561",0.00449545666145634,2.65547951405765e-08,0.0262923272263437,860.434750892857,945.051323809524,1013.66623304348,19.3896226073757,19.9329503921433,16.4876057877097,724.323525,795.8767,892.58085,979.524425,1088.2061,1107.62945,1130.78664807692,889.717430985915,1124.11195,888.1748,962.15945,1222.052675,746.2295,1024.9752,35.3385155868488,9.3931445089774,0.786812819641103,0.79011240828816,-0.34590763106607,-0.339870176605958,"PRAD"
"ZNF584",0.5081312346785,0.420586807107388,0.992276399449324,177.211071428571,171.196324761905,170.558184347826,4.07455538084079,4.25427922296288,3.01047110953754,149.522925,144.5565,145.7408,200.118125,191.5775,192.5289,186.95945,176.788387525151,183.77405,173.9503,168.055175,204.16065,149.5399,199.1716,5.34906940247554,1.77429582608328,0.945597494671443,0.946544411466146,-0.0807018817385341,-0.0792578967250772,"PRAD"
"ZNF274",0.0256281670821741,0.391999563184479,0.374062011114928,489.889545535714,440.783231428571,465.841724347826,14.6076578337349,14.1780239386409,10.5783646764779,390.548575,333.3333,384.88115,542.983125,534.3241,525.3945,437.876192307692,462.421496579477,438.01255,454.0506,386.10585,498.20955,363.5409,536.6134,11.9921251887969,6.36482873051536,1.05605535241006,1.03661550336857,0.0786854545397833,0.0518808755916593,"PRAD"
"ZIK1",0.0894127061237192,0.0044257760896047,0.56787218767801,72.8593214285714,88.3908257142857,95.8162939130435,4.93038739290493,6.93327553373648,3.25848974503867,41.2517,41.2916,72.3369,92.6785,115.7904,114.0405,106.627723076923,77.6437038229376,106.9472,70.8569,86.945825,123.16905,41.2916,103.0487,4.52684458614899,2.38112447981163,0.728175577442689,0.662540954788905,-0.457641740390543,-0.593918457766206,"PRAD"
"ZNF540",0.985922303179289,0.709737000172658,0.616692589564067,107.931461607143,106.71352,113.791508695652,5.93563406031692,5.52962961555561,4.42317901369833,69.556525,69.337,81.57735,125.761025,129.0061,130.59365,110.133211538462,113.69712555332,99.9109,100.2999,84.969875,125.65045,75.8859,132.533,5.01657362910299,2.76248574305461,1.03236002986814,1.00389346908095,0.0459461904545183,0.00560618185538827,"PRAD"
"ZNF570",0.771952074891005,0.224980024535425,0.617993000356112,58.91195,60.76708,63.28264,2.15160851091024,2.00041781510095,1.4928970878401,46.475225,43.9009,52.26625,63.8409,73.3429,75.2152,66.3825884615385,55.5329245472837,65.87265,54.431,49.217975,80.63315,41.2998,66.4835,2.97781482994457,0.967610641947939,0.836558589146596,0.826306517196439,-0.257461510617474,-0.275251048339042,"PRAD"
"ZNF57",0.442790555251123,0.0195559954481406,0.000358553541382145,100.477072321429,95.9012228571429,110.405124347826,2.74244305968303,2.56780300230793,2.5574392161845,84.472175,74.9297,91.2412,116.68135,111.2574,122.91775,118.851065384615,102.904143863179,110.05095,101.0269,86.206475,143.411525,87.1387,117.8344,6.13525202712132,1.22261850326501,0.865824328374085,0.918001162188968,-0.207853756185635,-0.123432114795992,"PRAD"
"ZNF556",0.171086098625376,0.99982857923985,0.161721157293121,5.60292142857143,11.0539571428571,5.55073913043478,1.80475319769905,2.80247323250422,1.68482809957644,0,0,0,2.385225,3.3165,0.71385,1.69276153846154,6.92771247484909,0.3563,0.4276,0,0.78985,0,1.634,0.81398168198893,0.941345611083582,4.0925507328961,1.20011226494527,2.03300030103515,0.263169369587191,"PRAD"
"ZNF554",0.436144612237463,0.0398587515583222,0.474855015759978,125.080320535714,129.603157142857,133.859626956522,2.41718045731837,2.76322880990515,2.5454949546284,106.629625,111.8489,116.44835,138.2593,150.4854,146.87025,134.665569230769,133.616933802817,135.44885,131.2921,115.006325,148.352175,114.4217,151.8442,3.80029851660938,1.37565755096384,0.992213039799688,0.969311293525194,-0.0112781774363256,-0.0449680345070382,"PRAD"
"ZNF738",2.88929324909759e-10,0.440082936998512,1.96619604708737e-07,168.237575892857,222.66378,177.966110434783,5.597414073523,6.45563373143307,5.0588444018753,130.691675,167.4506,139.04025,193.800725,252.568,207.3154,157.795688461538,182.125065995976,157.00225,168.9389,119.85195,176.963875,136.206,221.0437,7.78042641954925,3.07770235326834,1.15418277756282,1.07602852825358,0.206871708734759,0.105716327917175,"PRAD"
"ZNF596",0.0300790972924343,0.842463989666502,0.109506724310102,65.2823767857143,56.3642828571429,63.3756617391304,2.94673655294759,2.42718172629692,1.86769024557924,42.2305,35.2437,47.69015,81.2282,71.9424,75.77705,78.2077730769231,63.1990804828974,72.6759,58.3533,64.409575,91.853225,42.3692,75.6087,3.17467266301718,1.45513297284069,0.808092060372777,0.802925041175961,-0.307408436220158,-0.316662786810408,"PRAD"
"ZNF621",0.00475790532530418,0.868734600777697,0.0203697220570247,575.378263392857,636.676316190476,584.934193913043,15.5186342660556,14.1333250841903,10.6859094070449,495.68835,537.2856,503.3273,633.972175,721.1354,656.48795,551.317959615385,568.883900603622,556.71825,569.0134,486.5676,616.679425,477.4428,657.0333,11.6569921821006,7.47383746790196,1.03186172458538,1.02208504930456,0.0452496542682293,0.0315152501940703,"PRAD"
"ZNF680",0.592902740048045,0.00106946186160817,0.0294277839899785,796.357640178571,728.265449523809,550.799915652174,61.7478726094943,47.7468515112422,33.3533423556358,390.57665,430.8094,325.90445,973.802725,831.9833,623.94775,445.246646153846,665.349879275654,351.57475,494.0063,267.0116,513.7614,341.9617,773.1443,35.3435918731977,23.6263790304999,1.49434001361519,1.40512451477246,0.579508448090571,0.490697980186612,"PRAD"
"ZNF483",0.987038844407291,1.62947433324234e-12,7.2402084327905e-12,24.1993321428571,24.5359428571429,40.3994043478261,1.31711554890977,1.43466036473217,1.77544549635834,13.794875,14.3581,25.97875,30.7697,32.0959,50.38095,56.5973134615385,27.62253722334,53.9185,23.9662,38.829725,68.78145,15.6845,34.4688,3.76687424762608,0.774699758171083,0.488053858636088,0.444489368213137,-1.03488773132113,-1.16977918339052,"PRAD"
"ZNF417",0.00252496292237969,0.000155071196679346,0.791552717006547,168.374254464286,196.696688571429,202.159152173913,5.27600709817809,7.27867082081128,5.1237606377934,131.1085,152.9928,164.18375,194.7823,228.5714,234.53485,189.939809615385,172.035487927565,191.46925,167.5632,154.04215,225.61455,125.2874,210.1889,7.21381076934842,3.01051287751792,0.905736866199486,0.875144181115244,-0.142836114116334,-0.192407372520559,"PRAD"
"ZNF791",0.000347806504465864,2.44250758507647e-08,0.140182185072529,214.246163392857,260.469741904762,282.872691304348,7.01869842891144,9.01165281554717,8.77894621099585,162.17325,194.7391,208.64055,258.891325,314.6741,348.6105,291.278317307692,217.875893963783,301.1842,215.1018,212.52435,351.26135,153.6426,278.8043,13.2343997609276,4.64095176683769,0.747999013375339,0.714186866376125,-0.418891727714885,-0.485626491330584,"PRAD"
"ZNF519",0.00233703667326013,0.0129570614298889,0.819946953044945,34.6199348214286,42.3379695238095,40.975467826087,1.89884869919305,1.58307023260126,1.25902411507768,22.832125,31.2178,32.08505,42.1786,52.6937,48.80345,45.0119730769231,37.7506384305835,44.05875,35.2239,34.6081,54.843525,25.8945,46.4175,2.35852792042861,0.799468862485144,0.838679930028165,0.799475700059579,-0.253807762723486,-0.322873911008291,"PRAD"
"ZNF25",0.0992600916053938,0.130465669743316,0.000250347736264089,307.303042857143,284.702713333333,328.023806956522,9.12511572261574,6.67371272727418,6.86897247648281,237.29305,234.2123,282.8359,374.87625,334.9835,367.09795,428.057825,299.250306036217,393.8334,296.1007,334.453525,514.806175,238.255,352.2227,19.4303715690761,3.79257891631033,0.699088507577726,0.751842530369441,-0.516452976396648,-0.411497566554077,"PRAD"
"ZNF77",0.0397120672183985,0.718235989465853,0.207585961068438,74.2360491071429,84.6348733333333,77.4601295652174,2.76703964494934,3.33809563086924,2.83877003270452,57.4528,59.8577,60.0047,81.258275,101.81,86.61955,77.75475,80.4545585513078,71.53585,73.1219,57.640325,89.3693,59.506,91.8652,4.00536897660244,1.49301871213389,1.03472210445417,1.02217140077318,0.0492433548179101,0.0316371320016239,"PRAD"
"ZNF169",0.574580179106471,0.932284198062775,0.362336452017546,61.85334375,65.3431685714286,60.6421156521739,2.62636599700515,2.64833860671955,2.00859047827567,43.1301,45.7766,45.45825,72.4254,79.0524,72.82275,52.8552,59.6983169014085,50.91685,56.6347,44.706675,59.7661,40.4798,71.8985,1.80054761151778,1.16571513093305,1.12946913267585,1.11229779532709,0.175644843777491,0.153543092309942,"PRAD"
"ZNF613",0.878575630229381,0.0191733785710272,0.00495450651416063,793.015410714286,812.698351428571,685.358156521739,37.1742499980387,25.3285427416826,19.9286966852941,531.10615,625.4635,519.9657,1012.99665,976.9195,833.84505,502.130488461538,736.981234205231,477.46275,705.7428,352.875775,615.21,526.5265,880.2982,36.7098407558519,13.2050197925254,1.4677085959533,1.47811070078242,0.553565558845388,0.563754321912444,"PRAD"
"ZNF404",0.990115644765113,0.0176003646734739,0.0290884628810431,96.2922339285714,95.6509742857143,83.4855365217391,3.76966132764183,3.44066274448268,2.77513782893133,69.155575,71.5712,62.0959,111.411475,113.512,96.42745,73.8367,98.5262539235412,72.1842,91.5856,52.94005,89.976025,70.1689,116.8582,3.73086582239578,1.88224630880583,1.33438051705373,1.26877626959916,0.416170129630255,0.343437693137691,"PRAD"
"ZNF135",0.0040727860454588,0.501688207955732,0.0846795008187894,161.889300892857,201.254927619048,175.301903478261,7.59791596894235,12.2515344005689,4.90011360799211,118.777175,131.4723,146.8662,189.503925,264.6462,198.05225,176.528286538462,174.47970583501,180.86265,169.1462,157.054225,194.3946,124.6862,211.6549,5.52119032116915,3.89280069992772,0.988395170294676,0.935219073700402,-0.0168401338047843,-0.096623741095241,"PRAD"
"ZNF620",0.116355833309122,0.483181605883619,0.00531343729341605,58.0157758928571,52.5745952380952,61.093332173913,2.28110443278809,2.01276643581094,1.3648819893953,44.964575,39.4161,51.29075,66.358875,60.4073,69.5949,54.7256653846154,55.2194945674044,53.3531,52.2423,44.709875,60.46365,42.5609,64.3453,1.82725460093432,0.870953101559063,1.00902372185552,0.979180216332322,0.0129600921856235,-0.0303536852305534,"PRAD"
"ZNF619",0.00367410015842518,0.000121212172175755,0.689716862013876,56.0497821428571,67.0109123809524,69.7679495652174,2.352168540296,2.599031651918,2.15089585074514,38.14875,48.7256,52.6349,69.36495,81.5327,88.2788,66.8950557692308,55.1938949698189,70.57165,52.161,49.142325,82.788125,36.3789,71.0676,2.94450703170143,1.22371703531602,0.825081829070035,0.739121162676514,-0.277390886390471,-0.436117212972784,"PRAD"
"ZNF354C",0.00282091266980555,4.43423967766421e-07,0.130122846083483,37.3845232142857,49.41154,56.3714895652174,2.25164089429351,2.60799871207769,2.70545674538615,20.597625,28.7093,34.22125,48.19205,62.7384,75.8192,57.1697942307692,39.2819511066398,58.9033,34.9425,28.07495,79.403425,18.7702,52.4016,4.37689947817997,1.25204077767734,0.687110241259151,0.593218037019997,-0.541386508568158,-0.7533656307366,"PRAD"
"ZNF114",0.217951497137392,0.827166569921463,0.512152844462743,4.78733303571429,2.11087904761905,3.86836260869565,1.89364524237159,0.175070987269995,0.251834857925997,1.048025,0.7722,2.11555,4.118225,2.7841,5.06455,9.53506153846154,3.53871690140845,5.8168,2.3484,3.465925,9.2763,1.2361,4.2521,1.96890865212966,0.439919169567521,0.371126802604718,0.403727135194609,-1.43001589932596,-1.30854753879703,"PRAD"
"ZNF454",0.610656865013997,2.20389262395315e-11,1.23842461841051e-08,14.7831089285714,16.4598266666667,27.0839886956522,1.21331065972561,1.3170762883062,1.19106103188233,6.8814,8.4307,18.4741,18.969425,18.5407,32.5748,38.0581442307692,18.3798832997988,38.82625,14.9163,27.97995,47.123475,8.7517,23.6875,1.8394909117347,0.603427359691875,0.482942184157761,0.384180805511735,-1.05007760897636,-1.38014265418895,"PRAD"
"ZNF543",8.63431548481230e-12,0.000148742694422777,0.00337633222988665,128.543860714286,168.73073047619,150.748833913043,3.79358937227844,4.7859718942183,2.97863676946624,101.409125,137.3471,129.1371,144.04145,192.4423,172.7049,141.706780769231,135.991736418511,144.7747,133.4813,127.727075,157.444925,104.3807,160.6285,3.88737952889727,2.11769364616077,0.959669930262359,0.921993276449545,-0.0593898055690466,-0.117171864914166,"PRAD"
"ZNF354B",0.0308986228668925,0.98214738832593,0.0470343860278228,100.517203571429,115.246042857143,101.541509565217,4.15408770670566,4.40790313649986,3.62912592531949,69.2227,85.686,68.53665,119.71165,134.622,127.6894,96.5596230769231,100.299083501006,96.86595,100.0251,67.24045,117.28415,65.7471,125.5575,4.55325476631778,1.98105140988264,1.03872695755144,1.03261362738919,0.0548164735347397,0.0463005425660434,"PRAD"
"ZNF223",0.989221121483761,0.00494205631801936,0.00368282990329882,96.3406580357143,95.8296819047619,107.58518173913,2.49906146379284,2.50998736077359,2.6255064706452,79.35185,78.3772,91.60305,109.39235,108.8103,119.0951,106.483282692308,93.9428736418511,104.958,94.1941,77.612175,126.206375,76.2527,109.9213,4.6626728101002,1.3025561501198,0.882231194104964,0.897445644924637,-0.180771322458926,-0.156103532188296,"PRAD"
"ZNF713",2.22452928300143e-08,0.00504273433603308,0.0119625572221027,50.438675,67.7026685714286,59.39492,1.95075736979018,2.20068991744169,1.96517319198878,35.6967,52.7086,43.3767,61.4235,79.9966,69.4132,56.3904403846154,53.1451563380282,51.6081,50.1181,38.720475,75.768575,36.5919,65.7228,3.21343649704095,1.10143885458243,0.942449748140775,0.971128563151908,-0.0855123996263589,-0.0422657949752174,"PRAD"
"ZNF552",0.58159124736274,0.929879487877291,0.796774010112067,500.172697321429,472.172967619048,490.166751304348,24.0008063554574,16.2053533609136,17.7647593083652,332.200525,351.5568,367.6866,610.1892,575.2084,570.6299,454.680709615385,478.367511871227,386.16235,442.4267,280.045725,600.977975,338.3586,573.2759,32.0371861311521,9.36788748524198,1.05209546337666,1.14570128341098,0.073265615553781,0.19623094189758,"PRAD"
"ZNF154",0.0646060253714548,1.51853807306424e-09,5.39457367665364e-13,29.1043491071429,21.8406171428571,49.3303947826087,2.50807186730952,1.29502291698609,2.611057379569,12.4874,12.7183,28.6741,33.079025,26.7857,58.83055,101.740573076923,32.076723138833,85.7829,25.3298,60.35695,137.522825,14.3581,42.5926,7.89651874717225,1.13493617370466,0.315279560245653,0.295277963323693,-1.66529645257968,-1.7598544031291,"PRAD"
"ZNF571",0.263457608652427,0.988765812510315,0.201731141736358,96.1480339285714,100.310107619048,95.77536,1.89544556866585,2.11035464832878,1.5916707871705,84.304325,85.9085,82.7883,107.961325,116.6023,107.28595,92.5380769230769,94.9699042253521,89.3812,94.5701,78.9991,103.45335,80.9409,108.9375,2.72473262778076,1.01996884808343,1.02627920725321,1.05805359516319,0.0374232807702054,0.0814127082815936,"PRAD"
"ZNF443",4.09220035587632e-05,0.574883361643235,0.00179952683667406,106.758536607143,127.658246666667,111.404286086957,2.92673437511955,3.92052703071418,3.0927750602988,86.51465,95.5829,87.0259,121.067875,150.4221,132.87985,103.382984615385,115.378423742455,100.57335,108.0963,79.020775,116.544775,89.0253,136.4055,4.49365547416333,1.74775174749842,1.11602914320666,1.07480063058454,0.158374701191072,0.104069072891821,"PRAD"
"ZNF792",7.01849689477285e-12,0.0867317399504411,7.8005497050615e-07,149.947808928571,221.676855238095,170.333126086957,6.6975244479819,7.79060510827559,6.17839391100145,108.30355,156.6699,121.45765,171.911025,272.4699,203.2098,127.930234615385,166.099390744467,126.0565,151.6569,100.374275,159.5572,114.9261,199.7677,6.12873050126418,3.37661472863425,1.29835915054667,1.20308671111763,0.376689515110333,0.266740626879039,"PRAD"
"ZFP82",0.00102322581146919,0.0161011910546535,0.636682854062657,89.5132767857143,102.068382857143,98.9375504347826,2.5196933511339,2.77909963901053,1.9956051532219,75.561775,83.9368,86.30525,103.77495,116.9475,114.3882,104.442159615385,97.0330498993964,106.3752,95.4141,81.8527,117.85315,79.4742,112.7223,4.19479740707608,1.28381986600391,0.929060163603733,0.896958125578142,-0.106156069945436,-0.156887460278944,"PRAD"
"ZNF707",0.762650982560612,0.000472238097655953,3.33788955305669e-05,236.904508035714,244.431211428571,196.88772,8.12061043457939,8.95425623501938,5.21150544185936,179.714375,187.303,162.71815,265.094925,283.7414,230.7002,161.223796153846,234.750655533199,163.1414,220.8901,131.028475,182.5433,179.9149,265.08,5.47997972459668,4.06190742610902,1.45605463420047,1.35397943133993,0.542064489472945,0.43720582271699,"PRAD"
"ZNF746",5.16784540749438e-06,0.908932000120197,2.90468180303982e-05,503.586902678571,566.954553333333,508.880105217391,9.2346379008907,10.7444054023038,7.29222108392887,431.966225,484.2712,453.885,568.50515,638.0425,547.2711,432.480959615385,512.490532394366,429.80445,504.5654,399.7379,466.22065,443.8095,578.5877,7.20042953593536,5.0388694058281,1.18500137636148,1.17394177747578,0.244888734793352,0.231360858678049,"PRAD"
"ZNF678",1.805172325553e-05,0.00654705165915692,0.243189157322403,73.3944642857143,101.312906666667,91.6064713043478,3.26618402610729,4.63468425199703,4.70214534614885,48.10265,64.3204,51.9503,90.753025,119.6454,117.31515,66.5196480769231,75.127408249497,68.0592,64.6216,41.039675,88.256,43.1948,95.7507,3.89765824846713,2.0624747506748,1.1294017695737,0.949491031337424,0.175558796882706,-0.0747737217965615,"PRAD"
"HKR1",0.999438792913587,0.117724848516573,0.134829912474415,1300.16552767857,1298.51115904762,1199.63247565217,37.9431533908571,36.5497411817272,34.3181529847913,1020.611525,1017.8519,915.8039,1477.042,1512.6441,1373.11645,938.477951923077,1307.31627645875,949.4965,1260.1847,742.343325,1092.117525,1006.106,1512.6441,33.872201081595,18.6294591661248,1.3930175703967,1.3272136337522,0.478213455042049,0.408400611513155,"PRAD"
"ZNF101",0.159247125502604,0.0210677539721439,0.711223891662458,62.8835267857143,68.2452961904762,70.528287826087,1.52977868003794,2.25457178339717,2.26597577128296,49.766475,53.0949,56.25915,72.34915,77.1513,80.5373,68.5488019230769,65.1329607645875,64.4283,62.124,52.255875,76.9543,50.9137,74.5889,3.84458587616558,0.985363179389528,0.95016920700784,0.964234660855556,-0.0737436421029646,-0.0525438043922999,"PRAD"
"ZNF716",0.709690869812635,0.242481375151611,0.709667074930747,0.274133928571429,0.165225714285714,0.0570017391304348,0.153048038369759,0.0634111889981746,0.0176512071004114,0,0,0,0,0,0,0.0386519230769231,0.447538832997988,0,0,0,0,0,0,0.0175033662977304,0.299801360650535,11.578695117118,NA,3.533400770137,NA,"PRAD"
"ZNF708",0.0177316650967748,0.910587156190668,0.0502444153445082,274.525461607143,305.80978952381,279.125428695652,7.21898880770495,9.65930449659997,7.07794996483455,215.633,232.9217,224.28935,319.899225,365.8787,324.9705,226.091498076923,268.815472837022,210.67845,262.4092,185.733025,268.155325,209.0437,321.9585,9.91704256204639,3.95701919981848,1.18896763090828,1.24554362346979,0.249709438915546,0.316775550893413,"PRAD"
"ZNF721",0.000146832317237888,0.519038974932725,9.85643172857209e-07,557.543620535714,632.155112380952,538.157297391304,13.1486915597361,14.30890535862,10.649360570709,466.9597,550.0819,448.40475,616.480775,698.9801,611.1193,413.765217307692,554.367536418511,406.27945,543.4218,351.610375,440.93745,452.3497,639.5454,13.7437708424303,6.81990687802029,1.33981183828282,1.33755669896668,0.422030404386678,0.419600048586158,"PRAD"
"ZNF662",0.154012460056885,5.1571107950954e-05,0.0420155989864105,145.221570535714,176.332094285714,216.741553913043,12.0143789656645,13.4998655333601,9.71514629365729,54.36445,56.7715,129.0545,227.310125,260.5577,301.5094,203.055607692308,184.908691348089,206.8267,173.1405,167.7362,233.0826,76.6385,270.5441,8.6001643022823,5.82159118830794,0.910630804288265,0.837128378492719,-0.135061832057547,-0.256479209492288,"PRAD"
"ZNF320",1.37559684543209e-06,0.0197226154216815,0.0326736436284347,553.194839285714,673.572428571429,615.00211826087,17.7642873013859,17.457872855672,13.8310375770746,446.768975,555.7207,515.36145,602.808825,778.4589,694.54525,576.732928846154,580.53222555332,555.471,555.9705,482.5547,674.0201,464.2857,675.5909,19.7251573843049,8.14516121440405,1.00658761883905,1.00089923686385,0.00947275771661618,0.00129674161247401,"PRAD"
"ZNF530",0.87184751817737,0.28755068658663,0.116949318907351,58.5473267857143,59.811900952381,54.807547826087,2.08771534780496,2.0253298593921,1.08863672968509,46.44305,46.536,46.8746,61.2589,67.4137,61.1184,54.9066673076923,59.0517635814889,52.3118,56.6597,44.079175,62.110675,48.0956,65.9852,2.51370262174417,0.817809374850756,1.07549349609161,1.08311509066788,0.104998800274919,0.115186550345902,"PRAD"
"ZFP1",0.547254471263999,0.000782559663617621,0.0286189244834384,138.057726785714,144.244106666667,159.314266086957,4.15178940650903,4.61654253785599,3.64791632375331,105.586,114.4297,127.3626,163.130425,165.1595,182.98325,197.872075,138.482044466801,192.2614,132.4324,155.0323,230.693225,108.888,163.1799,7.67310869524037,1.94549277584789,0.69985643232781,0.68881429137622,-0.514869095132423,-0.537813019104248,"PRAD"
"KRBA2",0.000698864022966483,0.00422403667254057,0.82785263273125,74.1755178571429,90.8438533333333,88.2317930434783,3.00977323421682,3.60664013897557,2.82220288116846,54.12805,60.1667,69.6679,88.452325,111.1495,105.6725,89.0592192307692,74.4657098591549,91.56225,70.6965,68.1946,111.463125,48.4017,97.0221,4.1031555343029,1.6458414406985,0.836137016496857,0.77211405355373,-0.258188720974191,-0.373114122597581,"PRAD"
"ZNF93",5.80472270694798e-07,0.990144452150753,9.48918685628186e-07,69.0886232142857,87.9644619047619,69.5535608695652,2.36796200708399,3.05818879183037,2.00628333295185,52.829375,68.2579,53.1873,81.8828,102.3902,82.14685,60.9069596153846,70.2659961770624,59.4393,66.0142,47.0641,73.9721,49.6314,86.0421,3.06712215574591,1.39755289984942,1.15366120096584,1.11061536727384,0.206219605741904,0.151359263347683,"PRAD"
"ZFP90",0.8108117614353,0.00245169142948154,0.02050440910747,516.019716964286,526.162211428571,570.07793826087,13.0866378939607,12.4233967696301,8.73500666936781,412.3603,424.594,504.55805,601.443275,618.4824,629.8378,623.433411538462,528.534244869215,614.98345,531.6859,535.8107,701.321275,443.6262,609.3049,18.0795563188723,5.82092114476088,0.847779787042434,0.864553184317399,-0.238238525146008,-0.209973378687969,"PRAD"
"ZNF479",0.588737052609534,0.516860402461655,0.995522107763836,0.0320321428571429,0.00946380952380952,0.00740347826086956,0.0262163376492568,0.00679350787966029,0.00529765530082879,0,0,0,0,0,0,0.0127788461538462,0.0156064386317907,0,0,0,0,0,0,0.00894951288163442,0.00688496179605233,1.22127134515142,NA,0.288383777567244,NA,"PRAD"
"ZNF445",0.0935377419303151,0.000329531838821229,0.191002349184041,614.508103571429,656.83711047619,691.912571304348,13.1585819328282,15.8191679754557,13.6174405665804,522.966625,561.565,601.71365,699.8606,735.2941,767.8064,645.163648076923,615.993231991952,638.19335,617.0284,552.067925,721.686825,510.6796,705.9963,18.972414291434,7.15519185421028,0.954786020303653,0.966836147697246,-0.0667506518298878,-0.0486566818493821,"PRAD"
"ZNF74",0.000104009043112696,0.140196532860028,9.41138200705183e-09,400.863689285714,462.900939047619,373.398187826087,9.32711238026865,12.1217185041781,9.62117417149827,329.63635,370.9493,309.11485,444.478575,533.1311,408.97805,266.466786538462,410.133522132797,250.0369,392.9501,228.79875,294.9119,328.3793,472.6212,8.1187912406708,5.13664718200764,1.53915438190492,1.57156843649877,0.622137945661062,0.652205098002155,"PRAD"
"ZNF829",0.00564310723415329,0.159161003544385,0.38001234693025,17.4674232142857,21.5551895238095,19.8226852173913,0.925155943376034,1.05357234194192,0.777232443774445,10.9582,15.2091,13.32585,20.97135,25.0239,25.10375,18.6183480769231,16.6917110663984,18.1457,15.4162,13.125025,24.0991,9.3761,22.0854,1.10860310867337,0.455730051381984,0.896519444014869,0.849578688063839,-0.157593221799706,-0.235180518729115,"PRAD"
"ZNF267",0.0902171922280661,5.48159500790568e-07,0.00552699278277069,154.908864285714,172.109603809524,197.455168695652,3.91619416764972,6.35072676639072,6.52754298539637,125.717025,134.2127,151.2338,182.140975,193.6677,231.2694,187.899842307692,165.801652917505,173.8801,155.3907,144.40335,211.9924,125.4722,193.4541,8.60471791413672,2.86451421656629,0.882393784269384,0.893665807645613,-0.180505466509426,-0.162192668166078,"PRAD"
