"gene","M1a-M0","M1c-M0","M1c-M1a","mean-M0","mean-M1a","mean-M1c","SEM-M0","SEM-M1a","SEM-M1c","Q1-M0","Q1-M1a","Q1-M1c","Q3-M0","Q3-M1a","Q3-M1c","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF79",0.154436999926818,5.73603773972309e-05,4.65024339549869e-05,112.09145415677,71.0264,207.9646,1.07985901316023,NA,NA,97.4691,71.0264,207.9646,124.8188,71.0264,207.9646,119.528146153846,113.158993360161,116.1949,110.1306,102.956375,130.904975,96.6406,125.5678,3.26597758467288,1.27659927686933,0.946714200808508,0.947809241197333,-0.0789991320309248,-0.0773313674845114,"PRAD"
"ZNF681",0.985731990466331,0.153796494210015,0.455185365612749,112.896627553444,121.2646,208.9479,2.52295691471228,NA,NA,77.5342,121.2646,208.9479,139.7423,121.2646,208.9479,98.0629403846154,111.506694366197,83.64215,102.8254,70.53805,115.754425,78.0392,137.6804,5.82524514046493,2.24188586054364,1.13709311518555,1.22934907818606,0.185350399626761,0.297894632439384,"PRAD"
"ZNF766",0.970181015636445,0.918580454333946,0.993105749567692,492.272233729216,515.3746,530.9735,4.79887815604212,NA,NA,427.972,515.3746,530.9735,549.0626,515.3746,530.9735,428.368330769231,489.830695372233,429.037,477.978,381.12055,473.732625,422.4978,546.3504,9.95763529087516,4.53930895985367,1.14348017859451,1.11407174672581,0.193431357886668,0.15584214588481,"PRAD"
"ZNF471",0.926439376774933,0.0662203036555041,0.155591975878197,205.026454869359,171.0697,409.0462,4.43921715212591,NA,NA,149.2899,171.0697,409.0462,251.8327,171.0697,409.0462,192.786130769231,207.088038430584,195.12555,199.9309,148.552175,227.138475,150.5703,251.1162,6.69865909250657,4.26171288619262,1.0741853555766,1.02462696453642,0.103242958405538,0.0350987640055408,"PRAD"
"ZNF836",0.586929135141125,0.687216744059182,0.993046033893921,129.735367933492,166.7388,160.767,1.82924402005189,NA,NA,103.8231,166.7388,160.767,153.3177,166.7388,160.767,144.762651923077,129.621320321932,135.9628,127.6693,120.885675,175.611625,103.8231,153.4269,4.79070536833437,1.67710176613084,0.895405814966756,0.939001697523146,-0.159386407429397,-0.0908003289081945,"PRAD"
"ZNF493",0.73998484587883,0.938904450653907,0.725831938322439,261.365734916865,326.5483,231.5634,4.28944109951857,NA,NA,201.5867,326.5483,231.5634,312.3149,326.5483,231.5634,219.861034615385,259.671820523139,211.7346,250.371,180.67505,256.02315,201.5867,306.8652,8.40748423942475,3.92909817407577,1.18107249416613,1.18247560861569,0.240097519996828,0.24181042483984,"PRAD"
"ZNF167",0.961066640309124,0.233484742615599,0.371047303630483,71.4416966745843,80.1213,18.6824,1.57411701790873,NA,NA,49.9757,80.1213,18.6824,90.4564,80.1213,18.6824,94.571375,71.6659770623742,92.69285,69.3413,76.389875,111.218625,49.9872,90.4096,3.21246646584123,1.43870450894464,0.757797769804809,0.748076038227328,-0.400115200879059,-0.418743174509656,"PRAD"
"ZNF565",0.942313058140208,0.992328249755041,0.987871405758794,70.2314757719715,64.9718,68.3382,0.779775803841539,NA,NA,58.499,64.9718,68.3382,79.6577,64.9718,68.3382,62.0474807692308,70.1027963782696,60.5885,68.569,52.676125,70.157375,58.2933,79.5322,1.70823098901771,0.734794346422799,1.12982502285626,1.1317164148312,0.176099358300422,0.178512493353654,"PRAD"
"ZNF34",0.89224367184219,0.908164047047935,0.999626043160949,108.024955106888,126.8948,125.3687,2.01920526280442,NA,NA,77.9014,126.8948,125.3687,127.4725,126.8948,125.3687,143.105088461538,108.293918511066,139.552,100.8868,117.62545,163.44415,78.3818,127.4725,5.73749597458736,1.90154730539336,0.75674401012073,0.722933386837881,-0.402122744198061,-0.468065375658535,"PRAD"
"ZNF140",0.775450356515922,0.0103737329862472,0.0301492817777448,574.713965795724,487.657,948.3776,6.23485996856689,NA,NA,488.189,487.657,948.3776,644.8549,487.657,948.3776,471.424103846154,572.126224949698,460.2322,554.86,398.281925,523.6386,488.1703,644.8549,14.363790442017,5.81344810946245,1.21361258425685,1.20560882093865,0.279307950446114,0.269761877686968,"PRAD"
"ZNF658",0.683401493020369,0.99950844002015,0.83731064330202,51.1539080760095,36.8125,50.6391,0.839174343407477,NA,NA,39.2157,36.8125,50.6391,60.2236,36.8125,50.6391,70.7218480769231,50.7576494969819,63.26645,49.5495,55.083625,90.378,38.961,60.1595,3.25696499730136,0.760303103665748,0.717708188872179,0.783187613656211,-0.478530713291564,-0.352570146414173,"PRAD"
"ZNF765",0.720504929876038,0.856217459926657,0.626506505232495,293.970758432304,397.5747,222.7139,6.53396869536842,NA,NA,204.2885,397.5747,222.7139,348.7436,397.5747,222.7139,260.883340384615,292.712438028169,254.41785,266.7231,188.29025,320.2877,201.8123,350.1865,12.4936185594353,5.93698742146465,1.12200509851119,1.04836629977024,0.166079231722195,0.0681428834109922,"PRAD"
"ZNF124",0.985921454165331,0.930815056241006,0.92775498749683,55.4490847980998,50.6713,66.1947,1.45024056773892,NA,NA,36.9911,50.6713,66.1947,66.9263,50.6713,66.1947,39.0330076923077,55.8892311871227,37.7867,50.852,26.84025,45.7183,36.9911,67.034,2.16741466461774,1.33826663751109,1.43184536604739,1.34576451502777,0.517875695337798,0.428425985933719,"PRAD"
"ZNF569",0.984972363159699,1.99879623306032e-05,0.00564018079232287,124.316426365796,130.7926,302.5123,1.90221625196726,NA,NA,96.5016,130.7926,302.5123,147.719,130.7926,302.5123,131.387398076923,123.767917102616,129.6603,118.2955,100.43825,152.934975,96.5016,146.3046,5.16089171426131,1.73386608975076,0.942007520615893,0.912349423840605,-0.0861895170960739,-0.132341621929493,"PRAD"
"ZNF777",0.804323286242785,1.09451378915715e-06,0.000144080211521791,627.838348456057,547.8562,1285.1524,6.19106290453394,NA,NA,547.1463,547.8562,1285.1524,699.6997,547.8562,1285.1524,561.105353846154,627.169058953722,545.3785,625.2453,497.5692,634.6992,548.3549,695.7959,15.4405555414966,5.75849680732746,1.11773850428396,1.14644288324531,0.160582708128099,0.197164480421205,"PRAD"
"ZNF605",0.895597386157916,0.0343385992144458,0.0941453936308415,501.220898099762,436.9857,859.882,6.98965436676655,NA,NA,406.379,436.9857,859.882,579.1416,436.9857,859.882,379.268294230769,502.029105231388,371.2075,479.8931,341.03045,420.9215,407.5364,579.1416,7.02283778261059,6.46070825543504,1.32367802125301,1.29278934288774,0.404552235715498,0.370487210391097,"PRAD"
"ZNF799",0.865241248360522,0.830977420317223,0.719566757653813,168.139561045131,140.3205,199.6067,2.64174813510705,NA,NA,132.4451,140.3205,199.6067,195.0641,140.3205,199.6067,157.612107692308,167.987118108652,143.40885,159.1701,122.500725,180.1639,131.5168,195.0641,7.21798833633969,2.45286895783089,1.06582622723756,1.10990430506904,0.0919722396555182,0.150435294094473,"PRAD"
"ZNF782",0.916500796646679,0.0363310487122249,0.105199181723842,91.2270700712589,74.9242,192.7237,1.99506094348825,NA,NA,67.8159,74.9242,192.7237,106.4815,74.9242,192.7237,73.2938326923077,92.2305402414487,70.1409,87.9287,62.202275,84.461725,67.9335,107.7395,2.2260195449129,1.85278489513448,1.25836699833448,1.25360096605547,0.331552740548766,0.326078196699532,"PRAD"
"ZNF846",0.763534584184973,0.297285471504674,0.842219842130049,95.4257517814727,117.3668,142.0846,1.52554182351337,NA,NA,74.2717,117.3668,142.0846,110.2052,117.3668,142.0846,153.315084615385,95.4936867203219,152.687,91.6672,119.739125,198.682525,73.8292,111.0889,7.58903489080854,1.4530126533344,0.622859041951959,0.600360214032629,-0.683022388277083,-0.736099722391956,"PRAD"
"ZNF136",0.924660507428401,0.999845673158789,0.958075712653895,242.567027315914,268.9476,241.3963,3.4061769380185,NA,NA,201.3648,268.9476,241.3963,286.2961,268.9476,241.3963,278.997736538462,242.498026358149,270.4349,243.7276,225.001875,314.296025,203.0555,280.9224,9.65236924436263,3.05366053667596,0.869175604672761,0.901243145762622,-0.202280412213009,-0.150011712641395,"PRAD"
"ZKSCAN5",0.969255384810943,0.644395392923852,0.702355714749614,332.552370071259,315.7211,395.7719,3.4423707479588,NA,NA,290.4101,315.7211,395.7719,362.7352,315.7211,395.7719,364.032325,332.654573038229,361.62005,324.749,325.72425,392.194825,289.4129,364.0089,6.88816886361749,3.22281762680317,0.913805039259163,0.898039254184053,-0.130041696448948,-0.155149586915447,"PRAD"
"ZNF33B",0.196519497353415,0.962588058154674,0.337448695321857,1033.02543206651,472.0658,1118.4857,15.8172132128448,NA,NA,823.6878,472.0658,1118.4857,1199.7996,472.0658,1118.4857,983.133042307692,1026.37728390342,965.1604,988.9268,847.9716,1093.4831,807.7399,1193.9037,25.2810430248724,14.3374565994006,1.04398615419763,1.0246243007898,0.0621025783801338,0.035095013392706,"PRAD"
"ZNF431",0.898219291172189,0.776908013478055,0.984755475339557,144.813985510689,175.4006,191.7404,3.37328142219367,NA,NA,101.7189,175.4006,191.7404,173.8119,175.4006,191.7404,138.009776923077,142.926285513078,135.87425,135.7231,101.862,176.84465,99.4253,171.1069,6.12491063121591,2.97603887682883,1.0356243499527,0.998887574356436,0.0505007918869808,-0.00160578428282216,"PRAD"
"ZNF418",0.999705316315753,0.358706388501373,0.586864573581786,118.824550356295,117.7999,179.4494,2.15731917736858,NA,NA,88.0301,117.7999,179.4494,141.4328,117.7999,179.4494,100.591367307692,120.199913480885,96.09685,113.8354,78.0018,121.267225,90.3315,141.8414,4.00162511853107,2.10267025260035,1.1949326935105,1.18459033776862,0.256929358395734,0.244388223804935,"PRAD"
"ZNF700",0.903026929310652,0.092147299211438,0.466797402214759,261.040704513064,297.0983,436.5782,4.0794514345337,NA,NA,208.4656,297.0983,436.5782,300.1368,297.0983,436.5782,211.552492307692,263.798161770624,212.43495,258.2524,162.828,240.274775,210.0298,300.5072,8.75858184840029,3.96611855586006,1.24696314797815,1.21567755211654,0.318418829229506,0.28176061722617,"PRAD"
"ZFP28",0.96513371416627,0.000283356057676487,0.0254982600618049,189.825982897862,202.6851,389.3805,2.46699187193886,NA,NA,161.5417,202.6851,389.3805,213.2702,202.6851,389.3805,203.556269230769,190.345622937626,207.10535,188.397,179.1174,225.908775,161.2903,214.0184,5.43047658526984,2.25039528149954,0.93510076430922,0.909667471168659,-0.0968062600085382,-0.136588830201604,"PRAD"
"ZNF585A",0.819932237564889,1.98185734490153e-09,0.000180793671443968,122.205087885986,142.919,340.2163,1.67929208662764,NA,NA,97.8142,142.919,340.2163,141.4585,142.919,340.2163,153.462036538462,122.504678672032,160.30675,120.883,123.69705,180.614,98.7743,141.6671,5.52101656269143,1.57407112232277,0.798273510734555,0.754073050573354,-0.325044956242439,-0.407223804026114,"PRAD"
"ZNF138",0.982103040758999,0.130830436922114,0.430261514632302,188.024589073634,199.6535,312.1927,3.12763706437417,NA,NA,146.0174,199.6535,312.1927,213.0346,199.6535,312.1927,151.321957692308,187.697406438632,138.4263,176.8447,118.064075,158.342125,145.7182,214.4139,9.27750175251715,2.8897236631497,1.24038447097207,1.27753685535191,0.310787369315496,0.353364911723729,"PRAD"
"ZNF429",0.830378068623338,0.531827757743548,0.935503299138352,182.786323990499,144.2183,111.6028,3.23158818406181,NA,NA,132.6087,144.2183,111.6028,227.0559,144.2183,111.6028,200.891280769231,179.553648692153,201.9838,168.5833,140.667675,239.0911,131.8436,220.0165,9.40820821947454,2.90681898527843,0.893785175765846,0.834637728372275,-0.161999978355891,-0.260777958248019,"PRAD"
"ZNF470",0.631724998722681,0.0198337370880958,0.0293170405038724,215.369160807601,162.408,371.6814,2.82058835627234,NA,NA,174.059,162.408,371.6814,249.0913,162.408,371.6814,202.815926923077,213.887882293763,198.4435,209.2199,165.782025,229.98095,175.2896,245.3728,6.84319019598717,2.55056620513425,1.05459115336087,1.0543046257499,0.0766837995585009,0.0762917726313561,"PRAD"
"ZNF100",0.351270550972718,0.926356455809972,0.754994846535013,178.084597149644,270.6799,203.0482,3.26161817837751,NA,NA,130.2689,270.6799,203.0482,215,270.6799,203.0482,174.669948076923,176.633624748491,172.7164,166.1557,140.09405,197.333575,129.8659,210.7244,6.54806635952395,2.9276232395994,1.01124221248811,0.962014608919593,0.0161285925953816,-0.055869292310112,"PRAD"
"ZNF398",0.702808430528913,3.50839126639357e-08,0.00123035215173695,505.482248456057,577.3062,1027.532,4.36675001877324,NA,NA,446.2865,577.3062,1027.532,552.4979,577.3062,1027.532,493.975540384615,503.994012877264,488.97065,496.9003,455.691775,535.452,446.2865,550.0043,9.22088600786086,4.16720347736407,1.02028131288616,1.01621702652296,0.0289669882263453,0.023208541531728,"PRAD"
"ZNF498",0.989340471372695,0.999912163215156,0.995567069840849,358.630375534442,372.4556,359.882,4.82697805416975,NA,NA,296.5325,372.4556,359.882,414.0372,372.4556,359.882,432.253536538462,360.132069416499,428.1969,354.6349,397.0584,467.479225,299.4811,414.0262,9.66465617783332,4.37697340169131,0.83315008201085,0.828205201859238,-0.26335169164992,-0.271939830753638,"PRAD"
"ZNF441",0.941130458895611,0.0488607842680867,0.138067231967566,168.699379334917,149.8484,302.8515,2.76567697679291,NA,NA,132.9344,149.8484,302.8515,200.565,149.8484,302.8515,219.535965384615,170.555647283702,221.53815,165.8857,173.8274,252.90665,133.6683,204.2295,9.17582543652479,2.5836024204634,0.776891599446577,0.748790671042437,-0.364214783063782,-0.417365633957301,"PRAD"
"ZNF420",0.901591544488909,0.118712681301603,0.203413646038969,157.300535154394,130.7926,278.2694,2.97590020758202,NA,NA,122.0807,130.7926,278.2694,196.744,130.7926,278.2694,167.025905769231,156.79096639839,155.2857,151.4423,132.442875,188.1366,121.8673,194.9968,7.1860189717682,2.64300053565105,0.938722443541295,0.975249491743283,-0.0912294423534818,-0.036156753505903,"PRAD"
"ZNF763",0.414010629209028,0.72356974272018,0.3209894456412,79.1244529691211,49.8051,96.8535,1.12543920278745,NA,NA,62.3894,49.8051,96.8535,92.1705,49.8051,96.8535,80.8325480769231,79.6471513078471,81.504,77.6161,67.528175,95.7933,62.5639,94.1176,2.99387923149279,1.05594533250458,0.985335155240338,0.952298046721633,-0.0213135636588407,-0.0705149213207296,"PRAD"
"ZNF679",0.98980201782539,0.989802017825389,1,0.0198907363420428,0,0,0.00710095976930177,NA,NA,0,0,0,0,0,0,0.0171384615384615,0.0168490945674044,0,0,0,0,0,0,0.0124213383623004,0.00602258819217587,0.983115930773149,NA,-0.0245665431335614,NA,"PRAD"
"ZNF682",0.973123121306003,0.244610549720264,0.399525258484786,113.964921615202,103.9411,186.3324,2.19485012485936,NA,NA,83.9161,103.9411,186.3324,134.068,103.9411,186.3324,92.8631019230769,113.869000603622,83.0583,106.0254,63.874475,113.30775,84.0154,133.979,5.88203922761099,1.99878809670605,1.2262028539381,1.27651781941118,0.294197667578234,0.35221367702957,"PRAD"
"ZNF772",0.737669199376483,0.992337605412689,0.897606657132677,286.347690973872,198.3543,272.3697,5.76058567347742,NA,NA,205.4733,198.3543,272.3697,348.091,198.3543,272.3697,253.274342307692,285.337437424547,227.2564,270.5158,197.5705,302.871375,207.8305,344.1606,11.4113765414117,5.16224116359044,1.12659432781353,1.19035503510572,0.171968113015415,0.251391935712483,"PRAD"
"ZNF257",0.967314560727337,0.998815275687532,0.976733566297381,15.9867826603325,12.1265,16.7158,0.765328809448158,NA,NA,5.4299,12.1265,16.7158,21.5874,12.1265,16.7158,28.3907307692308,15.4975798792757,26.21405,11.7572,18.86125,33.60095,5.403,21.3747,1.96326330682159,0.675540713215292,0.545867593379159,0.448507575136234,-0.873377044000035,-1.15679574292189,"PRAD"
"ZNF785",0.910851396795043,0.863929174042242,0.997036266384912,276.240866033254,237.592,227.8614,4.57028381526027,NA,NA,210.1452,237.592,227.8614,334.2287,237.592,227.8614,250.610892307692,275.358360965795,250.9557,272.1482,218.0787,280.6633,210.7107,334.458,6.30796057945451,4.22221127441709,1.09874857565137,1.08444717533812,0.135861295150666,0.116959779396688,"PRAD"
"ZNF98",0.969777786145875,0.978372299085911,0.999626012732021,1.61715795724466,0.8662,0.9833,0.154930420743018,NA,NA,0.3357,0.8662,0.9833,2.0178,0.8662,0.9833,5.02333076923077,1.64466317907445,4.08595,1.0121,2.06305,7.13535,0.3398,2.0178,0.507648542241538,0.140404080294249,0.327404914115639,0.247702492688359,-1.61085211908306,-2.01331970805101,"PRAD"
"ZNF786",0.992055714725562,8.1235662641177e-10,1.25049278241196e-05,210.539445130641,203.9844,562.9302,2.65290208213914,NA,NA,175.2971,203.9844,562.9302,238.2496,203.9844,562.9302,183.738276923077,210.6313722334,184.23435,206.0871,156.61215,201.8177,174.7233,239.6985,5.82693432095416,2.52902430470484,1.14636631931398,1.11861387412282,0.197068128396839,0.161712129235579,"PRAD"
"ZNF517",0.758521654474885,0.000963333891222828,0.00655628098249061,282.350662470309,203.5513,684.8574,5.41305753095772,NA,NA,204.4513,203.5513,684.8574,328.5052,203.5513,684.8574,246.134548076923,283.734298591549,231.89695,257.744,210.019075,285.76885,206.4853,327.9908,7.79287296091054,5.15933083263677,1.15276096268645,1.11145920634144,0.205093385756936,0.152454998397358,"PRAD"
"ZNF675",0.578360353724241,0.99931442560322,0.774265321439575,113.803366033254,162.8411,115.5359,2.39126787734595,NA,NA,77.7202,162.8411,115.5359,145.3794,162.8411,115.5359,122.611490384615,112.729006036217,112.45065,108.5475,80.841075,151.85145,77.7202,141.581,6.84241714200292,2.15093430331479,0.919400014489685,0.965290107260385,-0.121235405995864,-0.0509655013083501,"PRAD"
"ZNF860",0.985357669391026,0.984590187622981,0.970111377795879,85.888042280285,94.8463,76.6962,2.6659259671528,NA,NA,49.3212,94.8463,76.6962,110.0676,94.8463,76.6962,83.6260865384615,85.9773716297787,77.83485,73.3173,56.52995,101.487625,49.8589,107.9137,7.02519876038903,2.46041371975854,1.02811664623617,0.941959803352868,0.0400039565547581,-0.08626259846842,"PRAD"
"ZNF695",0.98513954552334,0.716625679457327,0.782432664527445,11.4068280285036,9.5496,20.177,0.54859840806769,NA,NA,4.8969,9.5496,20.177,13.1827,9.5496,20.177,4.30461538461538,11.6084523138833,2.71465,7.8799,1.698625,4.253575,4.8575,13.5135,0.803304739726559,0.551119305411246,2.69674553396145,2.9027314755125,1.43121939468735,1.53741111799813,"PRAD"
"ZNF665",0.61220559723195,0.299417765583153,0.198959220819182,33.7000280285036,47.6397,11.7994,0.718189741471058,NA,NA,23.4573,47.6397,11.7994,43.1979,47.6397,11.7994,46.6436134615385,33.6356661971831,44.58015,33.24,34.821125,59.01805,23.4573,43.2306,2.44829137115912,0.646558045992349,0.721120507203382,0.745623332357563,-0.471687724994991,-0.423481088771419,"PRAD"
"ZNF624",0.850966131260112,0.783833170192264,0.995770347928163,63.9453743467934,77.5227,80.6293,1.22100255131898,NA,NA,45.3202,77.5227,80.6293,77.2167,77.5227,80.6293,63.4116384615385,63.9309953722334,60.5597,60.7595,49.0781,76.9711,45.8033,76.9468,3.11043195777336,1.11903148330587,1.00819024588065,1.0032992237412,0.0117679016264625,0.00475193917819751,"PRAD"
"ZNF841",0.821567817810499,0.437022086216027,0.895876211249661,353.368260570071,449.5453,551.1308,7.83662087691578,NA,NA,246.5828,449.5453,551.1308,440.7426,449.5453,551.1308,263.719528846154,357.354312474849,264.22335,337.0355,229.38555,306.6891,247.3988,439.156,10.5201194104921,7.65395540554802,1.35505441723779,1.27557045961305,0.438350789514716,0.351142592336524,"PRAD"
"ZNF615",0.672184414033596,0.987594864871702,0.758790026631045,1213.67964346793,585.1018,1324.9754,36.00445428796,NA,NA,697.7492,585.1018,1324.9754,1597.7801,585.1018,1324.9754,800.005107692308,1197.8945249497,817.1382,1011.9061,591.701775,930.486275,677.0557,1586.9867,52.5196680860522,32.4486593245374,1.49735859612839,1.23835368362414,0.582419767757582,0.308423418539937,"PRAD"
"ZNF433",0.689459232182303,5.13553991849935e-05,0.000829713596022463,145.647101900238,114.3352,311.2094,1.85385186910619,NA,NA,122.1713,114.3352,311.2094,164.4269,114.3352,311.2094,129.437869230769,146.659207645875,126.824,140.7084,101.5766,145.76275,122.1122,165.2299,4.74886730442076,1.75139865921342,1.13304714082092,1.10947770138144,0.180207886236769,0.149880672104828,"PRAD"
"ZNF595",0.717708510068987,0.441543701109929,0.334611685192331,253.998768408551,158.5102,404.1298,5.98668023563746,NA,NA,185.2143,158.5102,404.1298,288.433,158.5102,404.1298,187.651307692308,253.712446076459,179.1265,223.4637,158.77195,204.790725,184.8873,288.433,6.21953789300623,5.42653145252417,1.35204198252896,1.2475189321513,0.435139949731017,0.319061709841929,"PRAD"
"ZNF460",0.98113539672345,0.99510838166283,0.978545115488508,58.3268555819477,66.6955,54.0806,2.19174577576008,NA,NA,33.8073,66.6955,54.0806,66.6184,66.6955,54.0806,66.3749346153846,59.0782219315895,58.9801,48.2802,45.466975,75.564775,34.4873,66.7638,4.69067741875887,2.09294919908328,0.890068250521428,0.818584573440872,-0.168012128568367,-0.288796616024835,"PRAD"
"ZNF81",0.623606307329376,0.994586874281451,0.74796999099265,70.3650413301663,103.0749,66.8633,1.71795885907809,NA,NA,46.6384,103.0749,66.8633,90.9277,103.0749,66.8633,95.8945980769231,70.1008116700201,103.03445,64.9699,65.1904,118.0533,46.4052,90.4123,4.88546010902726,1.55026407749591,0.731019401257492,0.630564825648121,-0.452018399070062,-0.665283399459133,"PRAD"
"ZNF780A",0.819606616306021,0.990313730234815,0.94125200158684,330.336077672209,277.1763,318.5841,4.30539215900728,NA,NA,273.9662,277.1763,318.5841,376.0331,277.1763,318.5841,317.700523076923,329.325417907445,300.55965,319.225,254.747875,368.985625,273.9522,375.9124,12.3233243214326,3.93161612325313,1.0365907324229,1.06210198208575,0.0518464005646558,0.0869222990851439,"PRAD"
"ZNF461",0.785787781569486,0,1.78113636062349e-08,92.5810206650831,116.9337,425.762,1.79143202062387,NA,NA,76.7904,116.9337,425.762,106.5183,116.9337,425.762,112.115819230769,94.4620698189135,105.2008,89.8604,90.1132,125.8295,77.1489,106.4925,4.88249813191028,2.22014045531624,0.842540066754373,0.854179816123071,-0.247182800007244,-0.227388286726068,"PRAD"
"ZNF181",0.613694771469792,0.133610835617154,0.106730796888569,271.161552969121,197.055,422.3206,3.82758045983193,NA,NA,221.2195,197.055,422.3206,312.1809,197.055,422.3206,233.485948076923,270.321796177062,225.14865,258.0543,196.81035,264.66315,221.2195,309.4779,7.27498413038676,3.45108634770728,1.15776473232558,1.14615077638707,0.2113421151654,0.196796843429538,"PRAD"
"ZNF44",0.74114466955357,0.999996166815329,0.861393981744899,250.743881472684,193.9194,250.5408,3.74920479008863,NA,NA,196.2122,193.9194,250.5408,295.1128,193.9194,250.5408,296.354896153846,251.867021126761,269.94655,236.5588,214.9416,327.843625,195.6258,295.1128,14.5076866425999,3.51878077272714,0.849883111079121,0.876317182049558,-0.234663661475366,-0.190474948637854,"PRAD"
"ZNF790",0.886673456917505,0.00524555351450451,0.143552781833048,95.1643567695962,105.2404,162.7335,1.04974209104985,NA,NA,80.751,105.2404,162.7335,107.6219,105.2404,162.7335,92.4809711538462,95.2980567404427,91.82325,94.1385,78.301375,108.7988,81.2732,107.0428,2.55223987933673,0.967789112522001,1.03046124571843,1.02521420228537,0.0432902480492405,0.0359253695251453,"PRAD"
"ZNF677",0.891206870596865,0.954871771467477,0.992252095141054,113.096468408551,98.311,103.7365,1.57413685806467,NA,NA,92.6108,98.311,103.7365,130.924,98.311,103.7365,94.2420403846154,112.951831187123,93.5138,109.2863,76.002075,116.885625,91.9689,129.5844,4.21109873803054,1.45338810770842,1.19852913547022,1.16866494570855,0.261264980399222,0.224861370887215,"PRAD"
"ZNF823",0.947193683607404,0.000212212917723331,0.0066316902067024,120.483350356295,107.4058,287.6106,2.02906317724632,NA,NA,91.2946,107.4058,287.6106,143.3428,107.4058,287.6106,129.609192307692,120.994483501006,114.40435,112.2616,88.357025,147.840075,90.6117,143.5384,8.19439867967561,1.97102554403928,0.933533195807324,0.981270380016145,-0.099226770266521,-0.0272773823341852,"PRAD"
"ZNF311",0.638570450180368,0.800256065428443,0.520917827224883,78.6334313539192,50.6713,98.3284,1.50703440672278,NA,NA,57.1118,50.6713,98.3284,97.0409,50.6713,98.3284,71.3416307692308,78.6189923541247,66.43755,76.0748,55.730025,84.775875,56.9832,96.8045,3.06619632214683,1.40104289702974,1.10200722224074,1.14505727559189,0.140133678951503,0.195419763515014,"PRAD"
"ZNF347",0.751898909726815,0.943700098064744,0.740339018203664,121.699811163895,157.2109,105.703,2.4015368925569,NA,NA,89.1453,157.2109,105.703,151.7699,157.2109,105.703,155.854257692308,121.46051971831,158.52845,121.5641,119.364725,188.5739,89.1453,150.6915,6.96751515154767,2.1847228335489,0.779321152445517,0.766828288550099,-0.359710120180648,-0.38302453540066,"PRAD"
"ZNF273",0.857517428736902,0.684985373553872,0.975261807113476,92.665396912114,111.3036,121.9272,1.71746995059215,NA,NA,68.1454,111.3036,121.9272,107.8221,111.3036,121.9272,112.768509615385,92.3665317907445,111.11875,87.3362,89.5922,134.280175,68.2676,108.0097,4.66621814776144,1.55144749263234,0.819080895063485,0.785971764441195,-0.287922150782302,-0.347450609416651,"PRAD"
"ZNF84",0.804520918725993,0.0285278023449451,0.356388922337368,747.529570071259,881.3339,1294.002,10.3630545785908,NA,NA,599.4003,881.3339,1294.002,863.3952,881.3339,1294.002,613.000042307692,747.686548289738,612.71035,720.857,536.26025,673.97955,601.2241,859.4755,14.158100123413,9.67771869346031,1.21971696033659,1.17650534220615,0.286546404104981,0.234507871481736,"PRAD"
"ZNF667",0.959042422270783,0.517218770928772,0.595781707722265,165.64357719715,122.1308,338.7414,7.68984404327597,NA,NA,115.4921,122.1308,338.7414,192.3782,122.1308,338.7414,117.385665384615,166.487994567404,117.4529,147.7257,101.252075,134.3973,116.2579,192.3782,3.97928726330648,6.68460715209377,1.41829919370397,1.2577441680878,0.504161904750539,0.330838500145927,"PRAD"
"ZNF649",0.855820586991277,0.706056723787891,0.980965384709319,650.925257482185,454.7423,357.4238,17.9623620464662,NA,NA,405.5926,454.7423,357.4238,804.5022,454.7423,357.4238,673.122728846154,640.988235814889,619.67055,580.1029,501.40825,823.73975,397.2076,801.5519,40.8952387235053,16.1431420060359,0.952260573511834,0.936147280195904,-0.0705716929142905,-0.0951925739536382,"PRAD"
"ZNF248",0.583657514711335,0.096889594093069,0.0779812911447251,411.64329976247,297.0983,651.4258,5.63290268843815,NA,NA,338.0159,297.0983,651.4258,466.0679,297.0983,651.4258,495.779428846154,412.857292354125,478.37005,408.3396,425.937075,549.16675,338.0159,473.617,15.2165507500852,5.13227536218969,0.832743894426969,0.853606115182169,-0.264055223606738,-0.228357583308684,"PRAD"
"ZNF544",0.0877157588492121,0.80509915392911,0.543172250441629,567.84049192399,326.1325,496.1799,5.55926587876889,NA,NA,492.5383,326.1325,496.1799,631.1959,326.1325,496.1799,475.534596153846,565.64094084507,460.85945,555.0201,413.54715,530.6705,487.5664,626.083,12.640330464897,5.23250033646127,1.18948430970114,1.20431532867559,0.250336241527113,0.268213185747559,"PRAD"
"ZNF251",0.981115148511854,0.326363151627797,0.652767777725288,346.324558432304,374.621,563.9135,7.40681805996601,NA,NA,250,374.621,563.9135,404.8902,374.621,563.9135,293.650767307692,349.146760362173,300.28625,319.7734,262.254125,338.465375,252.5326,404.8902,8.54854116242159,7.08304136723858,1.18898637167984,1.06489524578631,0.249732178815616,0.0907115188852555,"PRAD"
