"gene","p-adj-C10-GBM-C1-LUAD-enriched","p-adj-C12-small-various-C1-LUAD-enriched","p-adj-C12-small-various-C10-GBM","p-adj-C2-Squamous-like-C1-LUAD-enriched","p-adj-C2-Squamous-like-C10-GBM","p-adj-C2-Squamous-like-C12-small-various","p-adj-C4-BRCA/Basal-C1-LUAD-enriched","p-adj-C4-BRCA/Basal-C10-GBM","p-adj-C4-BRCA/Basal-C12-small-various","p-adj-C4-BRCA/Basal-C2-Squamous-like","p-adj-C6-UCEC-C1-LUAD-enriched","p-adj-C6-UCEC-C10-GBM","p-adj-C6-UCEC-C12-small-various","p-adj-C6-UCEC-C2-Squamous-like","p-adj-C6-UCEC-C4-BRCA/Basal","p-adj-C8-BLCA-C1-LUAD-enriched","p-adj-C8-BLCA-C10-GBM","p-adj-C8-BLCA-C12-small-various","p-adj-C8-BLCA-C2-Squamous-like","p-adj-C8-BLCA-C4-BRCA/Basal","p-adj-C8-BLCA-C6-UCEC","mean-C1-LUAD-enriched","mean-C10-GBM","mean-C12-small-various","mean-C2-Squamous-like","mean-C4-BRCA/Basal","mean-C6-UCEC","mean-C8-BLCA","SEM-C1-LUAD-enriched","SEM-C10-GBM","SEM-C12-small-various","SEM-C2-Squamous-like","SEM-C4-BRCA/Basal","SEM-C6-UCEC","SEM-C8-BLCA","Q1-C1-LUAD-enriched","Q1-C10-GBM","Q1-C12-small-various","Q1-C2-Squamous-like","Q1-C4-BRCA/Basal","Q1-C6-UCEC","Q1-C8-BLCA","Q3-C1-LUAD-enriched","Q3-C10-GBM","Q3-C12-small-various","Q3-C2-Squamous-like","Q3-C4-BRCA/Basal","Q3-C6-UCEC","Q3-C8-BLCA","count-C1-LUAD-enriched","count-C10-GBM","count-C12-small-various","count-C2-Squamous-like","count-C4-BRCA/Basal","count-C6-UCEC","count-C8-BLCA"
"ZNF8",0.94936626991497,0.999999944844818,0.986727219777215,0.889846981538227,0.797350656788905,0.992929317944721,0.974209644079649,0.999999943553419,0.993983746866113,0.857984608354542,0.98527554065168,0.858221635774275,0.992256648863543,0.999963939429665,0.896653083104518,0.991475292774299,0.881954639863478,0.995380974231342,0.999994120446209,0.916145465394706,0.999999997477841,90.7050899224806,47.5415,87.9221,111.8353,53.1075,124.4028,121.0892,2.61752490727322,NA,11.3184,22.847759847244,NA,NA,NA,61.76315,47.5415,82.2629,77.841725,53.1075,124.4028,121.0892,111.486625,47.5415,93.5813,115.97395,53.1075,124.4028,121.0892,258,1,2,6,1,1,1
"ZNF264",0.999999999229749,0.990423241375003,0.999731538367168,0.999998529946925,0.999999893066752,0.991394178497902,0.643052171683352,0.913737526256571,0.966835119980941,0.681462595747131,0.904991330181024,0.985188605438454,0.998356430117122,0.913045910656505,0.999857242774482,0.366526029605415,0.740391422042694,0.339343488737339,0.502277923080475,0.115220991629552,0.246223555533855,616.104975193798,604.6512,485.28655,632.774966666667,197.8495,321.5156,1140.5358,15.7712688512506,NA,62.36235,64.3285166923538,NA,NA,NA,447.727,604.6512,454.105375,559.13865,197.8495,321.5156,1140.5358,765.240475,604.6512,516.467725,633.344925,197.8495,321.5156,1140.5358,258,1,2,6,1,1,1
"ZNF213",0.999353829643179,0.993464462448219,0.999999999970508,0.999999999975339,0.999520849219808,0.996580192991022,0.999977599819613,0.998845879438615,0.99667559237201,0.999988841931928,0.942335377294174,0.938540891670734,0.872599100260525,0.961610453230896,0.99775577956578,0.993615727182775,0.999998462800392,0.999998538849184,0.995388311653161,0.994494121941909,0.884515878476894,503.015819767442,412.7907,406.34125,505.126633333333,553.7634,712.3864,367.1498,12.4041301353098,NA,21.10335,94.0917511483894,NA,NA,NA,374.157025,412.7907,395.789575,331.12575,553.7634,712.3864,367.1498,605.331425,412.7907,416.892925,678.602775,553.7634,712.3864,367.1498,258,1,2,6,1,1,1
"ZNF343",0.984820542922251,0.98668714489468,0.925688659537826,0.462517587011307,0.756560187524971,0.999942635163068,0.970774008723124,0.999999980669544,0.895027725634539,0.694070113830498,4.42965764069214e-09,6.4668561529091e-06,2.6424174119466e-05,3.17175910924394e-06,4.40986718430736e-06,0.852180918273804,0.999843829958813,0.735925643729039,0.454217624859837,0.999963792730317,1.09919795154845e-06,179.285645348837,123.7542,217.6508,234.490766666667,116.129,638.1564,89.1524,4.16524372602623,NA,31.0789,60.4940590290852,NA,NA,NA,132.376025,123.7542,202.11135,143.226875,116.129,638.1564,89.1524,218.258775,123.7542,233.19025,298.98815,116.129,638.1564,89.1524,258,1,2,6,1,1,1
"ZNF302",0.999999834280881,0.991986510147501,0.999912761840517,0.999999959788183,0.999999989995419,0.997531289699267,0.997287123835319,0.999889071727083,0.999999993487348,0.998761395412028,0.478653899924998,0.785819641064269,0.436603148107847,0.54859155388469,0.57500268337384,0.648963777227245,0.874102510992793,0.575007339146368,0.704433150625905,0.693951457871759,0.99999710912254,456.253547286822,430.2326,338.95985,447.787633333333,320.4301,901.1744,841.8972,14.6067395508705,NA,52.14035,66.9344407439084,NA,NA,NA,309.2657,430.2326,312.889675,358.970975,320.4301,901.1744,841.8972,542.53905,430.2326,365.030025,552.846975,320.4301,901.1744,841.8972,258,1,2,6,1,1,1
"ZNF268",0.9996283813278,0.99973888176824,0.997825477290704,0.990538546858668,0.994558915638646,0.999999999853027,0.993967123424872,0.999996462163766,0.987245327905899,0.971783121923718,0.999998654805381,0.999997242141261,0.999844317199171,0.999534414136594,0.999812442641851,0.999101257413501,0.995807336860192,0.999998102955247,0.999998335938897,0.983263405814118,0.999358148034654,370.205817054264,303.1561,414.9018,419.498966666667,260.2151,344.3386,448.397,10.0835026937557,NA,249.2148,68.2260187661504,NA,NA,NA,270.33295,303.1561,290.2944,323.370275,260.2151,344.3386,448.397,442.722075,303.1561,539.5092,550.411825,260.2151,344.3386,448.397,258,1,2,6,1,1,1
"ZNF184",0.999895144170385,0.99999999999008,0.99995773181647,1,0.999935718661914,0.999999999988815,0.792087336208214,0.987537165760427,0.903964208990998,0.845793100070281,0.245018057351365,0.503806696616562,0.499648237943443,0.331521241054041,0.118972962180954,0.999032423607844,0.999999851346537,0.999633534614099,0.999390284871073,0.994510857365946,0.431865585326878,240.388617054264,210.9635,241.78065,240.147433333333,113.9785,446.0448,197.1893,5.57217655776701,NA,41.28545,26.8215294965154,NA,NA,NA,180.26765,210.9635,221.137925,216.726975,113.9785,446.0448,197.1893,279.626175,210.9635,262.423375,284.8722,113.9785,446.0448,197.1893,258,1,2,6,1,1,1
"ZNF500",0.916973095521342,0.950441196903693,0.999874693856711,0.88018514126304,0.997320979863755,0.999975645851472,0.988916235053022,0.833668726266245,0.892105453549768,0.904488057021431,0.0109257976976734,0.0213209694823259,0.0125861510150705,0.00508672503674257,0.468110384826786,0.999999999945976,0.986438661242554,0.997716126349838,0.999405696862771,0.997922076350753,0.172459029885423,220.778545736434,140.3654,169.8396,184.714333333333,274.1935,466.4303,218.7088,4.41277476183342,NA,2.34490000000001,29.0979185761303,NA,NA,NA,170.64195,140.3654,168.66715,146.130975,274.1935,466.4303,218.7088,262.631275,140.3654,171.01205,235.462725,274.1935,466.4303,218.7088,258,1,2,6,1,1,1
"ZNF419",0.996336350919363,0.926668026474395,0.914483297898706,0.605377604346784,0.99999996278571,0.530553092420193,0.998974803228232,0.986552697610356,0.999984232207434,0.924588662336548,0.919672675129851,0.880808066680385,0.999958691431409,0.616074852474547,0.999356293906903,0.0343192898889983,0.574433626842868,0.0273978857013454,0.287746884753693,0.147980490943518,0.0467070203844518,151.142209302326,191.0299,100.35665,197.11035,119.3548,77.9969,352.657,4.01022235554216,NA,12.42195,36.012406613247,NA,NA,NA,110.12955,191.0299,94.145675,120.877075,119.3548,77.9969,352.657,182.811725,191.0299,106.567625,273.165125,119.3548,77.9969,352.657,258,1,2,6,1,1,1
"ZNF175",0.999999996276933,0.820326614112757,0.98976483626141,0.880450800790247,0.998447402806985,0.542574915737829,0.611045489397873,0.87270049378932,0.305441821896232,0.923740492390808,0.550163013233382,0.843953703354677,0.266621596548214,0.894956594966199,0.999999994052214,0.000639363131164861,0.0524928428191996,0.110489147391722,0.000321917421880036,0.000700113746107345,0.000539328079745993,111.646732945736,114.6179,160.2062,86.0981833333333,25.8065,21.2719,324.1107,3.07906672757493,NA,60.8868,29.0872053451275,NA,NA,NA,74.300475,114.6179,129.7628,29.3042,25.8065,21.2719,324.1107,141.323025,114.6179,190.6496,125.403925,25.8065,21.2719,324.1107,258,1,2,6,1,1,1
"ZNF14",0.855015005869958,0.948986365791493,0.650722869423592,0.999885119596406,0.936116016675009,0.939918839389924,0.909093156498566,0.592549972128187,0.999837268587835,0.892940284752484,0.815920442585653,0.999999997057236,0.607015108399298,0.913378602835414,0.554141910218844,0.999842653952858,0.906138927432012,0.999937468185247,0.999313237896787,0.997583311125446,0.884725828841789,184.559833333333,319.7674,108.92705,199.010083333333,63.4409,328.1631,147.5626,6.46662852464738,NA,33.55445,55.4465280754675,NA,NA,NA,117.689325,319.7674,92.149825,102.779575,63.4409,328.1631,147.5626,231.230575,319.7674,125.704275,311.69045,63.4409,328.1631,147.5626,258,1,2,6,1,1,1
"ZNF85",0.999983858932285,0.999999999988544,0.999992813836173,0.99991290045304,0.999863782021313,0.999999291921232,0.982711794401103,0.989075632206685,0.994641983090745,0.995445252613975,0.350513188533266,0.840286619705806,0.590969413343006,0.368622755576275,0.37047855921068,0.999989548885574,0.999898119845251,0.999997966145846,0.999999967590105,0.999554462094607,0.648457301202293,107.198975581395,130.3987,105.6551,94.4733833333333,27.957,310.8797,85.639,6.04698923409655,NA,25.8283,24.5642990623169,NA,NA,NA,56.736575,130.3987,92.74095,54.95375,27.957,310.8797,85.639,127.122075,130.3987,118.56925,140.3602,27.957,310.8797,85.639,258,1,2,6,1,1,1
"ZKSCAN1",0.956954445843645,0.999999999937708,0.982434268271235,0.991661229056013,0.898769789791659,0.999884846502885,0.999999281896977,0.996869333556664,0.999999504567562,0.999653112253689,0.289700236548955,0.263268948589485,0.551464273796249,0.560160491411282,0.635413391635426,0.989288626313029,0.999998120059567,0.99578829473862,0.960482767365259,0.999514199963191,0.354878559340696,661.168181007752,193.5216,671.2267,800.96435,593.5484,1714.1591,305.6653,29.6497880622565,NA,290.193,143.492910133615,NA,NA,NA,366.6055,193.5216,526.1302,564.418225,593.5484,1714.1591,305.6653,797.143425,193.5216,816.3232,974.345675,593.5484,1714.1591,305.6653,258,1,2,6,1,1,1
"ZNF862",0.999233386362017,0.87102505805235,0.999857653607648,0.925394847400507,1,0.998356474831549,0.923400372306251,0.999280563673043,0.999996750166923,0.996466809039214,0.98992123676447,0.999995337105562,0.999999706296939,0.999972387368311,0.999971116777518,0.974596204053459,0.999943007216901,1,0.999690593554311,0.99999842055521,0.999999899323845,353.926110852713,269.9336,193.18145,271.464366666667,152.6882,220.2526,194.1151,11.2803688245822,NA,121.70865,51.5585771467475,NA,NA,NA,218.527875,269.9336,132.327125,174.863575,152.6882,220.2526,194.1151,463.69955,269.9336,254.035775,352.98565,152.6882,220.2526,194.1151,258,1,2,6,1,1,1
"ZNF684",0.998728316035013,0.978490796444058,0.970441087868523,0.705376908505124,0.999999645907143,0.723205000537508,0.96821008141477,0.950085382963577,0.999973669204246,0.770184890884048,0.929673423719719,0.999604015992474,0.80648869043604,0.999594457212117,0.784952369378016,0.999998336106692,0.999121808323028,0.999819363074105,0.989182935581259,0.998217888382608,0.973723027945408,62.2256147286822,82.2259,38.3565,87.5926333333333,25.8065,105.2515,55.7751,2.28619302716263,NA,16.0793,44.1971621879178,NA,NA,NA,38.532225,82.2259,30.31685,30.696825,25.8065,105.2515,55.7751,72.770125,82.2259,46.39615,79.40855,25.8065,105.2515,55.7751,258,1,2,6,1,1,1
"ZNF430",0.999999921091095,0.999975262287626,0.999987468419922,0.997243546188202,0.99992109272604,0.999999989247619,0.891286526132144,0.986257934614612,0.916251237149499,0.831408883108572,0.996305295614613,0.998767866579091,0.99984314347109,0.999858127137614,0.855947806422416,0.998341724591372,0.999930421359723,0.997187337820383,0.991478126567966,0.999110523840991,0.983495788952837,125.361655813953,117.9402,139.1513,143.4875,34.4086,171.7261,85.1998,4.7271788993585,NA,17.7176,15.0918663390804,NA,NA,NA,81.207725,117.9402,130.2925,123.25455,34.4086,171.7261,85.1998,157.3772,117.9402,148.0101,169.017975,34.4086,171.7261,85.1998,258,1,2,6,1,1,1
"ZFP30",0.99999959168901,0.770029689552635,0.963795420846903,0.496809091421629,0.996839991219561,0.290314802586238,0.965084366803208,0.988394459323679,0.999999987239362,0.686955361272662,0.0324410491966691,0.344295696019244,0.013668386745716,0.311516807065978,0.0643390509223856,0.994736363764526,0.999785575926244,0.811631834263184,0.999999850448168,0.917401209683338,0.585405918678707,201.523079457364,214.2857,99.8575,277.771466666667,108.6022,508.9741,266.1397,6.16592785064691,NA,2.7106,26.6588990588217,NA,NA,NA,135.4916,214.2857,98.5022,232.1029,108.6022,508.9741,266.1397,245.953975,214.2857,101.2128,300.612675,108.6022,508.9741,266.1397,258,1,2,6,1,1,1
"ZNF549",0.997623735105285,0.900640675132145,0.911948246541653,0.771636007238176,0.999999999947779,0.574564391065861,0.995214228413084,0.978114342098558,0.999998692666417,0.910438907910726,0.994856698995296,0.977319074171631,0.999999003507238,0.90769107824416,1,0.276610164545905,0.898861957334183,0.156620671213829,0.730026594177325,0.388694973512773,0.384964727262833,146.694820155039,193.5216,77.6828,196.101933333333,93.5484,92.8429,331.5766,5.12276504651306,NA,64.6877,32.8363457459633,NA,NA,NA,84.810175,193.5216,45.33895,144.742875,93.5484,92.8429,331.5766,197.42685,193.5216,110.02665,209.5894,93.5484,92.8429,331.5766,258,1,2,6,1,1,1
"ZNF211",0.9999999999905,0.93101875750588,0.99503679048678,0.999856559390177,0.999999821712538,0.92074881699251,0.969059791195119,0.994207017384917,0.999999715596842,0.95650993590992,0.927928395907186,0.985380957469494,0.999968966754788,0.910799538518836,0.999999642604443,0.997516471106872,0.999721545963125,0.927902677159377,0.999687396639314,0.939642522864055,0.899575939435824,201.775184496124,204.2193,115.58255,217.806883333333,98.9247,78.9408,265.7444,6.96873506744671,NA,40.08435,39.9286334020038,NA,NA,NA,121.1271,204.2193,95.540375,167.204475,98.9247,78.9408,265.7444,256.652425,204.2193,135.624725,300.57485,98.9247,78.9408,265.7444,258,1,2,6,1,1,1
"ZNF205",0.989967364859237,0.999999995027208,0.997600529425583,0.997356649721523,0.971198977436125,0.999859739821923,0.986200324401624,0.93340530792465,0.993668842330528,0.998740772501758,0.0122072303490522,0.0522804946072556,0.070825128541413,0.0512936922644326,0.498863681985431,0.999999715099307,0.996457077353962,0.999999459939519,0.999999861161556,0.999183987947209,0.226795135620602,264.618768217054,186.8522,259.995,289.71335,347.2366,625.5484,277.4484,6.57452092433674,NA,23.0235,31.8905063159843,NA,NA,NA,199.014175,186.8522,248.48325,228.506525,347.2366,625.5484,277.4484,311.43815,186.8522,271.50675,341.5485,347.2366,625.5484,277.4484,258,1,2,6,1,1,1
"ZNF45",0.999998913143414,0.783007660255199,0.962743897239462,0.999999999692644,0.999999643246243,0.866682384132867,0.75737448778933,0.965785625204044,0.391678813075767,0.824128140237596,0.262233726451143,0.605314409373923,0.947503384590795,0.343193788794595,0.113824325681785,0.995131253901336,0.997663151867368,0.999937615057625,0.996312180017172,0.741285908144457,0.911530011892399,231.824597286822,218.4385,320.91395,230.414416666667,102.1505,430.9772,288.5375,5.47967085170237,NA,39.19965,26.4892291382921,NA,NA,NA,179.4576,218.4385,301.314125,188.181725,102.1505,430.9772,288.5375,271.11595,218.4385,340.513775,233.781875,102.1505,430.9772,288.5375,258,1,2,6,1,1,1
"ZNF133",0.999981057443122,0.966012286078065,0.99987097403985,0.00924466715025429,0.69985901112814,0.132216225477929,0.993225080700406,0.994480765718785,0.925938536621433,0.992141200498441,2.96016933187815e-09,3.30983295734333e-05,1.29521606884175e-07,4.2593409419811e-05,0.000594715710495186,0.939443503243553,0.997453668662458,0.999908811107584,0.235714100965432,0.879177101096757,2.03731155890008e-06,258.488630232558,230.0664,181.9401,425.340816666667,337.6344,1027.9193,136.5832,6.87990236317107,NA,62.1814,104.718588964193,NA,NA,NA,180.244325,230.0664,150.8494,255.730225,337.6344,1027.9193,136.5832,306.8919,230.0664,213.0308,624.78495,337.6344,1027.9193,136.5832,258,1,2,6,1,1,1
