"gene","p-adj-BRCA CIMP c7-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","p-adj-Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA non-CIMP c9","p-adj-Cluster 5-BRCA basal-like c8","p-adj-Cluster 5-BRCA CIMP c7","p-adj-Cluster 5-BRCA non-CIMP c9","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-BRCA basal-like c8","p-adj-Cluster 6-BRCA CIMP c7","p-adj-Cluster 6-BRCA non-CIMP c9","p-adj-Cluster 6-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-Cluster 5","p-adj-KIRC-like c17-BRCA basal-like c8","p-adj-KIRC-like c17-BRCA CIMP c7","p-adj-KIRC-like c17-BRCA non-CIMP c9","p-adj-KIRC-like c17-Cluster 13 (HNSC-LUSC)","p-adj-KIRC-like c17-Cluster 5","p-adj-KIRC-like c17-Cluster 6","p-adj-Low purity c2-BRCA basal-like c8","p-adj-Low purity c2-BRCA CIMP c7","p-adj-Low purity c2-BRCA non-CIMP c9","p-adj-Low purity c2-Cluster 13 (HNSC-LUSC)","p-adj-Low purity c2-Cluster 5","p-adj-Low purity c2-Cluster 6","p-adj-Low purity c2-KIRC-like c17","p-adj-OV-like c1-BRCA basal-like c8","p-adj-OV-like c1-BRCA CIMP c7","p-adj-OV-like c1-BRCA non-CIMP c9","p-adj-OV-like c1-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-Cluster 5","p-adj-OV-like c1-Cluster 6","p-adj-OV-like c1-KIRC-like c17","p-adj-OV-like c1-Low purity c2","p-adj-UCEC Serous c4-BRCA basal-like c8","p-adj-UCEC Serous c4-BRCA CIMP c7","p-adj-UCEC Serous c4-BRCA non-CIMP c9","p-adj-UCEC Serous c4-Cluster 13 (HNSC-LUSC)","p-adj-UCEC Serous c4-Cluster 5","p-adj-UCEC Serous c4-Cluster 6","p-adj-UCEC Serous c4-KIRC-like c17","p-adj-UCEC Serous c4-Low purity c2","p-adj-UCEC Serous c4-OV-like c1","mean-BRCA basal-like c8","mean-BRCA CIMP c7","mean-BRCA non-CIMP c9","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 5","mean-Cluster 6","mean-KIRC-like c17","mean-Low purity c2","mean-OV-like c1","mean-UCEC Serous c4","SEM-BRCA basal-like c8","SEM-BRCA CIMP c7","SEM-BRCA non-CIMP c9","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-KIRC-like c17","SEM-Low purity c2","SEM-OV-like c1","SEM-UCEC Serous c4","Q1-BRCA basal-like c8","Q1-BRCA CIMP c7","Q1-BRCA non-CIMP c9","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-KIRC-like c17","Q1-Low purity c2","Q1-OV-like c1","Q1-UCEC Serous c4","Q3-BRCA basal-like c8","Q3-BRCA CIMP c7","Q3-BRCA non-CIMP c9","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-KIRC-like c17","Q3-Low purity c2","Q3-OV-like c1","Q3-UCEC Serous c4","count-BRCA basal-like c8","count-BRCA CIMP c7","count-BRCA non-CIMP c9","count-Cluster 13 (HNSC-LUSC)","count-Cluster 5","count-Cluster 6","count-KIRC-like c17","count-Low purity c2","count-OV-like c1","count-UCEC Serous c4"
"ZNF813",0.877931675802314,0.99999992213789,0.965240348813014,0.999967618445848,0.517005015158484,0.999054898025548,0.997701307142385,0.912577829254246,0.999974190482972,0.865621250517886,0.998975746740569,0.866539998851015,0.999994763401446,0.900064066107525,0.998975806372341,0.999999998894056,0.940578959262571,0.999999999986747,0.999684754381191,0.999798712472415,0.999938756960396,0.999438722695644,0.872868246732485,0.999998209876472,0.92457426478799,0.999966698827804,0.999999998601834,0.999973183268686,0.953046340322854,0.999999781297489,0.99166419041046,0.679927776392852,0.989357136849081,0.977819436600407,0.982542758016379,0.977442813126581,0.999998703940668,0.98123261850237,0.999999999988073,0.997611481894388,0.999998363679668,0.999999839970463,0.999999993712335,0.999999966419923,0.9964582331406,48.0939,155.29845,68.5558,7.3239,96.7080145251397,91.9652191358025,60.7969,89.7292315789474,139.04245,76.2242,NA,45.58945,NA,NA,4.83969883599322,3.77111775379491,NA,11.8345633654883,16.56685,NA,48.0939,132.503725,68.5558,7.3239,58.7195,57.003025,60.7969,61.46945,130.759025,76.2242,48.0939,178.093175,68.5558,7.3239,112.55215,116.795825,60.7969,97.94605,147.325875,76.2242,1,2,1,1,179,162,1,19,2,1
"ZNF26",0.262041696630574,0.994840991337001,0.0127834250972602,0.999999999551206,0.356847930061037,0.985758674662405,0.999999977222503,0.00274585281511219,0.869478519572101,1,0.99999999591446,0.00223764831255002,0.886100145727065,1,0.999998397021842,0.999998585390198,0.102498617080299,0.999874761674199,0.999973078234801,0.999397866804617,0.999616997594644,1,0.00224092653671737,0.940143899305985,0.999999999475476,0.999509691173977,0.999946242944461,0.99994585942976,0.51829763432994,0.99997285082875,0.046899082571467,0.634378300934887,0.0319561943091762,0.02707235032301,0.260750338251997,0.0246267103939067,0.999999646207868,0.478471099634038,0.964412646593501,0.999999998825882,0.999999989072801,0.999999948703196,0.999720918312123,0.999998138973006,0.755188531923585,233.397,559.17355,92.3218,254.6479,256.776332402235,252.687805555556,180.8318,238.960294736842,506.92635,278.3071,NA,15.33335,NA,NA,7.76824669778784,8.4871530153639,NA,23.7846143533338,65.88405,NA,233.397,551.506875,92.3218,254.6479,187.30855,182.1531,180.8318,173.18735,473.984325,278.3071,233.397,566.840225,92.3218,254.6479,308.2868,295.3301,180.8318,269.65435,539.868375,278.3071,1,2,1,1,179,162,1,19,2,1
"ZNF69",0.999999949585798,0.998757483246592,0.999673801963652,1,0.999999634902362,0.997939412795827,0.990838927626017,0.990619716088321,0.999999999995357,0.98497522495771,0.961335130306445,0.937513948767097,0.999999999053979,0.944852712875519,0.442969621153836,0.999993552744677,0.999999948121819,0.99999799080565,0.999982173151424,0.999991733309573,0.999649028316982,0.962447563405521,0.944804445262259,0.99999999733694,0.946696174596835,0.985059052937617,0.999999999988285,0.999615923879497,0.996008159173642,0.998210097110262,1,0.993561333177358,0.999999999774728,0.999999987088481,0.999991995348534,0.999999968223216,0.999999981547055,1,0.999910372876871,0.999999872656374,0.999395974669084,0.994292243015092,0.999999989155785,0.994246188424403,0.999678894152728,9.3359,24.1303,64.8995,5.6338,60.5981687150838,72.6622185185185,38.9724,73.8127157894737,65.28675,24.5956,NA,18.5809,NA,NA,3.4773597587521,3.71930292212465,NA,21.0503049180056,20.70675,NA,9.3359,14.83985,64.8995,5.6338,33.2137,40.8126,38.9724,26.93475,54.933375,24.5956,9.3359,33.42075,64.8995,5.6338,75.064,92.719,38.9724,71.3567,75.640125,24.5956,1,2,1,1,179,162,1,19,2,1
"ZNF583",0.843077596341075,0.999998655697048,0.590191749793793,0.99990927876855,0.412758155595188,0.999999977580264,0.944594310031641,0.996777981494375,0.715909209763615,0.500142619906586,0.966535815026611,0.990186866756571,0.779592807989997,0.57307323850377,0.994740886967214,0.999414129191276,0.998770235048015,0.987688251926581,0.956535437252885,0.999999231690614,0.999999972083259,0.930586464888545,0.999251981679316,0.689616885691806,0.477142481433236,0.999998797094454,0.998964147734638,0.999995460999163,0.944043194948391,0.999999158253875,0.770346927669776,0.601792357282579,0.999993265200708,0.999916177576633,0.999962890546477,0.999999740039351,0.999993294767679,0.982066075785801,0.998928461975683,0.992651536067146,0.999198536720793,0.999761199132623,0.999999709611699,0.998448615769168,0.997628378776729,28.0076,81.3092,14.6252,6.1972,64.2448363128492,61.4676339506173,55.3408,66.4993368421053,72.33735,44.0948,NA,31.8983,NA,NA,1.96995949892039,2.20982798265319,NA,5.25264474249777,5.88785,NA,28.0076,65.36005,14.6252,6.1972,43.70375,39.64035,55.3408,55.3403,69.393425,44.0948,28.0076,97.25835,14.6252,6.1972,81.09435,80.1133,55.3408,81.80375,75.281275,44.0948,1,2,1,1,179,162,1,19,2,1
"ZNF568",0.999377101119274,0.999505975008974,0.880137397558038,0.994060516032434,0.714619451139399,0.999999892528476,0.999999991833817,0.994050925518351,0.974474308570182,0.868803222545071,1,0.950299362727096,0.995228740305563,0.952043671673078,0.391683888297035,0.999999999998256,0.99978818253826,0.998857327127449,0.989599887797575,0.999999999993958,0.999999998683095,0.999992026984442,0.999871995214621,0.928658876417504,0.762180507648107,0.991744931216771,0.578196396089327,0.999999335017245,0.99999777184301,0.99999220917357,0.9751788641647,0.898534765299337,0.999998234159602,0.999436258879487,0.99999980085307,1,0.00111365662457652,0.00143790955987877,4.94481979000927e-05,1.37462871602212e-05,6.52148316349077e-07,1.66495122688737e-07,0.00152573114806887,4.57610541737541e-06,0.000327566109199706,78.6307,122.6362,29.2505,10.7042,88.4762916201117,76.0329296296296,84.0634,100.597705263158,101.28245,378.6373,NA,5.5658,NA,NA,3.90705234465805,3.59764783169815,NA,14.1082159355961,28.67655,NA,78.6307,119.8533,29.2505,10.7042,57.62135,43.24825,84.0634,54.25495,86.944175,378.6373,78.6307,125.4191,29.2505,10.7042,104.3386,102.012825,84.0634,144.22925,115.620725,378.6373,1,2,1,1,179,162,1,19,2,1
"ZNF480",0.993288230077676,0.999998677709776,0.932134127941602,0.999423459640457,0.999999999026599,0.98785698014486,0.999982067303587,0.990864006964153,0.994002670769485,0.999947493272651,0.999994880518078,0.983514593574977,0.996408675717764,0.999865218762967,0.999884326983116,0.999988060969393,0.892474414692178,0.999999999980421,0.977335876505687,0.983969869941621,0.989453051146592,0.999995306063819,0.988430970823047,0.996840855088972,0.999896261407345,0.999999947750754,1,0.990706218818139,0.659000960002939,0.979417886028921,0.379842578766061,0.985355503253665,0.206053242505568,0.169104653553274,0.308876077024019,0.222637210563703,1,0.993338799977215,0.999998648470045,0.999429138021677,0.999982465340728,0.999995013141819,0.999987859744504,0.999995426239283,0.659690784849904,315.1567,465.5228,253.1993,441.6901,374.450279329609,366.465095679012,235.3932,367.115389473684,609.3341,315.3113,NA,76.0976,NA,NA,9.64698309398138,9.18879003158617,NA,33.7175141214646,201.5165,NA,315.1567,427.474,253.1993,441.6901,273.1754,283.27375,235.3932,276.93195,508.57585,315.3113,315.1567,503.5716,253.1993,441.6901,445.83615,430.01075,235.3932,438.112,710.09235,315.3113,1,2,1,1,179,162,1,19,2,1
"ZNF587",0.999938384727129,0.999724222916957,0.953861366944553,0.999999999839298,0.999553105329748,0.999955075142803,0.999999999996217,0.998248462545411,0.991979425182576,0.999999892872781,0.999999999941999,0.99884316072192,0.990129438233802,0.999999725592375,0.99999984977996,0.99972911714853,0.999999987623729,0.952797863342649,0.998852991810008,0.99801611783792,0.998507182505199,0.999999999846716,0.999355012912234,0.990637759147177,0.999999641688416,0.99999999444475,0.999999999999756,0.998932962487091,0.748875482105468,0.125836656434693,0.990590589098404,0.832058792011532,0.0505148536612336,0.044897485316304,0.256822554927007,0.0631416624520313,0.999997861569939,0.999999999911695,0.990890795004891,0.999972323998142,0.999990754164956,0.999994976127379,0.999999803562608,0.999997079721129,0.45608985269726,627.3683,429.62195,900.5484,680.5577,602.462422905028,593.689088888889,354.7811,588.983394736842,1272.7336,472.7144,NA,53.24015,NA,NA,19.7800055541604,26.0705693824399,NA,56.3373787266238,357.8541,NA,627.3683,403.001875,900.5484,680.5577,409.6205,386.8841,354.7811,407.6207,1093.80655,472.7144,627.3683,456.242025,900.5484,680.5577,770.20385,747.878025,354.7811,711.08935,1451.66065,472.7144,1,2,1,1,179,162,1,19,2,1
"ZNF808",0.999889685584844,0.999999094141694,0.999999991593173,0.591126875671365,0.772069621157415,0.807568148935425,0.99999835268438,0.999970086249042,0.999999999940138,0.28321248385018,0.999999947813311,0.999681540143503,0.999999968003953,0.2241200532194,0.987218580744534,0.999969038591794,1,0.99999999802925,0.887803978525909,0.999998639618285,0.999983753971049,0.999999999980514,0.998195706972162,0.999998240892905,0.188763360221463,0.987917672702806,0.999898624430204,0.99987555554506,0.896708392332998,0.25295393172366,0.687130267251053,0.00624281195167065,0.0700128938316867,0.108936189528272,0.552026779972941,0.226984645409733,0.988856917868081,0.999795826292473,0.999410674918362,0.994078107106552,0.982204678644621,0.965787395746301,0.999935819660989,0.94191403283594,0.177937605999833,227.7389,175.05005,192.8702,18.0282,201.27165698324,209.825387654321,175.3757,220.153126315789,361.9671,118.3248,NA,2.53045,NA,NA,5.30745486154342,5.91928096064356,NA,17.9896532304116,118.3189,NA,227.7389,173.784825,192.8702,18.0282,150.898,161.1033,175.3757,167.39025,302.80765,118.3248,227.7389,176.315275,192.8702,18.0282,240.3923,256.94845,175.3757,258.72085,421.12655,118.3248,1,2,1,1,179,162,1,19,2,1
"ZNF43",0.999999997461208,0.999988656303665,0.999998858567477,0.99992668265887,0.999982700154948,0.999999999958684,0.999999599327208,0.999323731431729,0.99520675795725,0.985547354989969,0.999992137803389,0.996375208679038,0.988171335970736,0.970097210273564,0.979851005633794,0.999999976276781,0.999992087254193,0.999659043989547,0.998845475590524,1,0.999999999929533,0.998474270790869,0.927811918143501,0.919833186873157,0.860729140070079,0.487272186838034,0.829114607433409,0.999970226897168,0.999866639525428,0.994914571567615,0.983176874240029,0.965524317462526,0.99986423023179,0.999992840538345,0.999998927943591,0.999999999821655,0.674428928041874,0.354857383265435,0.366416514969152,0.300691123020495,0.351145361132482,0.431866078419841,0.811419626476696,0.733426577407713,0.853452150025987,187.2834,143.28225,55.7587,23.662,250.914364804469,276.701553703704,252.541,359.298273684211,339.4421,744.0727,NA,30.07475,NA,NA,13.087958697596,18.4683589886146,NA,58.561542488162,84.0675,NA,187.2834,128.244875,55.7587,23.662,118.11315,152.864825,252.541,206.40955,297.40835,744.0727,187.2834,158.319625,55.7587,23.662,316.84875,366.865025,252.541,387.74345,381.47585,744.0727,1,2,1,1,179,162,1,19,2,1
"ZNF28",0.703581982146607,0.936220166265125,0.999999866784892,0.999999854843472,0.484703224792332,0.827763117986758,0.753143379448404,0.999576856654812,0.999999998853578,0.490451361693476,0.732529409578643,0.999765538195388,0.99999999986499,0.467560235618766,0.999999539615415,0.999619739944922,0.987571836709547,0.999559660744826,0.994632444500857,0.998330267269026,0.997720401771633,0.716205782512624,0.999957836117677,1,0.455916599560311,0.999993581283966,0.999999823896789,0.996559607872392,0.290615241951068,0.999076840263555,0.996796114879906,0.147291907801158,0.765689241105428,0.793887646519728,0.804245779479148,0.875866895255749,0.999822708305845,0.980761302574024,0.999137468283365,0.996713571743026,0.996427856358612,0.995303741190766,1,0.993343883145018,0.764235824644331,101.5631,533.69815,470.7495,28.169,440.51004301676,446.922332098765,284.4983,459.784752631579,678.0474,268.3359,NA,263.19415,NA,NA,14.5374210162117,14.162119871998,NA,53.3956549524388,19.021,NA,101.5631,402.101075,470.7495,28.169,326.5827,333.642675,284.4983,316.98375,668.5369,268.3359,101.5631,665.295225,470.7495,28.169,532.66295,536.1848,284.4983,525.97985,687.5579,268.3359,1,2,1,1,179,162,1,19,2,1
"ZNF627",0.994438082308841,0.999994640782001,0.99997873164703,0.999999997436773,0.999093249908936,0.999999957031307,0.999878302801371,0.998401259044525,1,0.999998756320596,0.996447167263821,0.999997522731262,0.999999371011415,0.999711800511973,0.123059459796293,0.999999999955241,0.99812845868873,0.99999965471735,1,0.99999096061195,0.99919241121031,0.999780528791658,0.999521442391604,0.999999999999464,0.999996061147787,0.999999950179893,0.989846779299201,0.999978191618831,0.999999990035993,0.995689825970018,0.999999853777522,1,0.999976550542518,0.9957319439834,0.999999999998795,0.999939636787493,0.652488501539633,0.960078703331095,0.885875517385468,0.764960599845699,0.512323761128785,0.725977439274918,0.725891131790118,0.586518932182515,0.584928964567919,237.3577,532.7853,383.9122,299.1549,387.077783240223,465.301910493827,276.7039,401.781084210526,299.65745,925.3268,NA,243.0194,NA,NA,20.2609205834263,18.5675381920216,NA,46.941358757394,19.56075,NA,237.3577,411.2756,383.9122,299.1549,259.20375,319.415975,276.7039,292.2464,289.877075,925.3268,237.3577,654.295,383.9122,299.1549,412.46905,513.04225,276.7039,427.531,309.437825,925.3268,1,2,1,1,179,162,1,19,2,1
"ZNF789",0.996127477411475,0.999784836735287,0.999999996509468,0.976096626113244,0.999989228680989,0.999943012819872,0.998610068741582,0.999989497409319,0.999999999987374,0.997539828714564,0.997400683801629,0.999998702346145,1,0.998698681783091,0.999821612628527,0.984550108199185,0.999998251738361,0.999983386056126,0.999999999999047,0.999094147849097,0.99957289445552,0.998123523040544,0.999998435974452,1,0.99871608177193,0.999999986220201,0.999999999999465,0.999568118709986,0.999998592277285,0.873235202819935,0.986197985163423,0.792050616511243,0.778369776125849,0.720818247835259,0.837009994012549,0.782750778097456,0.999996887109499,0.939996269101918,0.991088256726785,0.867513036636099,0.94377899014493,0.924933111059002,0.897583034696052,0.938824761954951,0.999999999990183,106.6554,63.77295,72.2121,42.8169,75.9038184357542,73.3217166666667,46.7669,73.9649210526316,123.2464,127.6313,NA,32.78645,NA,NA,2.9863967284843,2.88544378657117,NA,8.16832015095597,55.494,NA,106.6554,47.379725,72.2121,42.8169,50.7723,46.5743,46.7669,53.39795,95.4994,127.6313,106.6554,80.166175,72.2121,42.8169,94.0984,93.47185,46.7669,82.68105,150.9934,127.6313,1,2,1,1,179,162,1,19,2,1
"ZNF534",1,0.999999941653068,0.999999768927201,0.999999606832782,0.999998488756231,1,0.999999681881182,0.999992732665443,1,0.999999999770014,0.999999677948459,0.999992664273549,1,0.999999999778287,1,0.999999999945364,0.999999999841346,0.999998361594865,0.999993802596739,0.999986572319128,0.999986478791101,0.999983429612434,0.999730397124405,0.999999999815706,1,0.999124765797065,0.999177626882816,0.999812112227847,0.99999992242598,0.99999947784688,1,0.999999999984171,1,1,0.999997014941676,0.999999970588124,1,0.999999999998312,0.999999995988783,0.999999950872413,0.99999998697386,0.999999986725491,0.999999996961855,0.999997273783864,0.999999996339958,2.5461,2.50225,6.3985,7.3239,5.85367765363129,5.85924444444444,0.7794,7.86603684210526,5.99105,3.5453,NA,0.82735,NA,NA,0.735808714780157,0.979945989464843,NA,2.38733258129162,0.52365,NA,2.5461,2.088575,6.3985,7.3239,2.89765,2.7021,0.7794,3.0018,5.729225,3.5453,2.5461,2.915925,6.3985,7.3239,5.8204,5.535125,0.7794,7.67225,6.252875,3.5453,1,2,1,1,179,162,1,19,2,1
"ZNF525",0.999988852603411,1,0.999997361563448,0.991059517905245,0.836968878299986,0.986637565546872,0.999997609079373,0.999999949659779,0.999999739628101,0.729010350030185,0.999993842586462,0.999999996199779,0.999999122924398,0.701460176082171,0.999995917591108,0.999999999995355,0.999938085067246,0.999999999477114,0.995321390979813,0.999972927690953,0.999945092267551,0.99999999946221,0.999947505025594,1,0.871442175948953,0.995192663902456,0.983644774559037,0.999999890726891,0.745208445577921,0.828475161926835,0.78614890672082,0.0937255552060939,0.248271690626904,0.281077245997517,0.680873748296593,0.162597959862007,0.999999995646212,0.999702092073498,0.999999947594655,0.997991686349911,0.999785081327233,0.999631572708584,0.999999999984651,0.999995855832735,0.602825157393442,168.0458,222.83555,176.4168,23.662,205.626406703911,209.94722654321,155.8895,182.984647368421,387.13095,142.0341,NA,30.21665,NA,NA,7.94281833679377,7.48267013044472,NA,16.2884708011066,154.55765,NA,168.0458,207.727225,176.4168,23.662,147.38195,141.1747,155.8895,127.07955,309.852125,142.0341,168.0458,237.943875,176.4168,23.662,242.9124,262.981825,155.8895,209.9868,464.409775,142.0341,1,2,1,1,179,162,1,19,2,1
"ZNF814",0.999999999767192,0.999999995730213,0.999999999997757,0.99997729592014,0.999550732903548,0.999664188106226,1,0.999999638979893,0.999999533347202,0.999788540979519,0.999999999992618,0.999998485011189,0.999998714545528,0.999874156371399,0.999998618128917,0.999999876826916,0.999990011014228,0.999987995706044,0.999999979975275,0.999999312332267,0.999999771544195,0.99999999999669,0.999999999973257,0.999999997827299,0.999132539978893,0.999912304861434,0.999363050770533,0.999987865557979,0.9999872798228,0.999996305601255,0.999999949100782,0.991410133670728,0.997605217109686,0.996203865269834,0.99902827808971,0.999785233267132,0.999336890089658,0.993705903030312,0.996141810416035,0.999999949852792,0.993655580316182,0.995292840347801,0.999985784630941,0.986116928639073,0.955249527961998,199.4964,215.371,224.8629,132.338,194.366641899441,190.635808641975,162.4992,207.799142105263,253.8687,98.901,NA,21.5419,NA,NA,7.32394840164873,7.63706003790383,NA,24.2066694994216,92.9045,NA,199.4964,204.60005,224.8629,132.338,125.26425,125.694975,162.4992,150.5537,207.41645,98.901,199.4964,226.14195,224.8629,132.338,245.62415,243.951375,162.4992,260.6438,300.32095,98.901,1,2,1,1,179,162,1,19,2,1
"ZNF551",0.999732052201325,0.999999998103253,0.997841088007615,0.975644741612971,0.999458108440312,0.942979391413809,0.999999999959543,0.993945983045763,0.999998826978821,0.871249074177838,0.999999999956989,0.994022271160061,0.999998806613299,0.871787973168711,1,1,0.99970845032829,0.999999998616827,0.974831120441745,0.999999999922506,0.999999999917971,0.999998984432249,0.999856809923766,0.999910597542967,0.957312310577874,0.992762606927924,0.993188818108933,0.999998753875005,0.850478720583356,0.978109596713877,0.743107877487435,0.999999957478558,0.225141724860703,0.226382914875116,0.847253066766979,0.48753731401285,0.999800672620398,0.934735621118847,0.999985606558573,0.733669215682078,0.992564182817143,0.992537479396006,0.999815465825418,0.97164342268071,0.380161545280364,117.9716,167.3756,103.2907,221.2225,124.749739106145,124.798104320988,117.4627,139.569642105263,239.236,62.9293,NA,80.5166,NA,NA,4.55575396230782,4.88129395242377,NA,14.3517263932573,97.2165,NA,117.9716,127.1173,103.2907,221.2225,81.6581,84.02465,117.4627,83.5471,190.62775,62.9293,117.9716,207.6339,103.2907,221.2225,162.0215,160.83795,117.4627,177.1488,287.84425,62.9293,1,2,1,1,179,162,1,19,2,1
"ZNF805",0.999999999831151,0.999999912320512,0.999999997901463,0.961209950291894,0.946215808390941,0.991841475962521,0.999999255460194,0.999999949093511,1,0.909345494659907,0.999977440357924,0.999984643697345,0.999999999887286,0.954299896294275,0.909291064113433,1,0.999999999983707,0.99999996516084,0.965949783087479,0.999999731612842,0.999988332726498,0.999999742312442,0.9999999939789,1,0.910461191297809,0.999999999847619,0.998875561112975,0.999999917308056,0.771159308590292,0.616420943135982,0.912245700565148,0.999999788318829,0.252231455506174,0.382080538733821,0.78826856624916,0.289485551391311,0.999973719174715,0.999523688662469,0.999138794467932,0.762838654947657,0.990789378694994,0.975146425979535,0.999959685897848,0.993743667278824,0.384948536264401,228.0218,243.1769,263.2541,401.1268,259.839808938547,275.120100617284,231.4959,256.888068421053,434.82805,160.4254,NA,22.0839,NA,NA,6.92647287233859,8.04126317161834,NA,18.3170015952554,151.44045,NA,228.0218,232.13495,263.2541,401.1268,202.4959,201.20125,231.4959,215.4342,359.107825,160.4254,228.0218,254.21885,263.2541,401.1268,314.6087,339.212475,231.4959,291.71045,510.548275,160.4254,1,2,1,1,179,162,1,19,2,1
"ZNF468",0.568788249817691,0.999758729021614,0.952546536711489,0.999997418939599,0.283524377170392,0.991047518459796,0.885838437074872,0.931543546574034,0.999840254812164,0.566972737603056,0.869906477823577,0.946199843242579,0.999737385491085,0.540507823701719,0.999998639106925,0.999946847885619,0.918679118934194,0.999999999968259,0.996026437677008,0.999044634481758,0.998597719051649,0.941180419282233,0.889933003731856,0.999983879964117,0.689990867900343,0.999926583192717,0.999444180661049,0.99983712727862,0.790564472440304,0.99999450029322,0.993840349380159,0.498299577513284,0.998473625718959,0.999118176433188,0.985494849151962,0.994562362606878,0.999999988652514,0.730017589028621,0.9999906543996,0.999893705145308,0.967741362879314,0.960827837311304,0.999999171872745,0.987405966323686,0.902352817958396,152.7689,737.72885,364.7166,28.169,507.718633519553,516.599548765432,329.7063,476.356136842105,641.63555,220.2526,NA,483.13685,NA,NA,19.5350227622454,15.229120400474,NA,51.4111431475264,126.44265,NA,152.7689,496.160425,364.7166,28.169,357.35505,404.386,329.7063,340.9346,578.414225,220.2526,152.7689,979.297275,364.7166,28.169,597.32885,607.3114,329.7063,501.32785,704.856875,220.2526,1,2,1,1,179,162,1,19,2,1
"ZNF616",0.999995916465664,0.999999999999708,0.999981377141084,0.999999994651158,0.999831602412796,0.999999999889188,0.999967391961792,1,0.999864129775754,0.998933222504021,0.999715671407903,0.999999955033968,0.999162857369837,0.99580978125788,0.93367999498508,0.998950881653265,0.999974958987764,0.997995008513226,0.994350432972256,0.999897891755534,0.999991988081294,0.997778540813199,0.999963385514253,0.995164950539627,0.984095572609497,0.893755560939407,0.997193312198563,0.99999998289444,0.999608675369815,0.999998771856946,0.999077303926644,0.99650966201866,0.999985842427396,0.999999934690982,0.999999987002483,1,0.997262580142048,0.999849482922242,0.995231967650763,0.988344358149193,0.999379999658459,0.999908757215994,0.999999999980674,0.999998585954229,0.999999334348815,146.8279,178.45505,140.7678,129.5775,179.770667597765,189.473640123457,217.4659,203.210321052632,200.9646,226.6785,NA,26.87235,NA,NA,4.34710150193232,5.28740924193877,NA,23.1015156200857,25.7203,NA,146.8279,165.018875,140.7678,129.5775,135.36225,142.608675,217.4659,135.39445,188.10445,226.6785,146.8279,191.891225,140.7678,129.5775,216.60775,225.88955,217.4659,245.76695,213.82475,226.6785,1,2,1,1,179,162,1,19,2,1
"ZFP57",0.999999999779162,1,0.999999999664036,1,0.999999999310638,1,0.999999700206231,0.999999994097306,0.999999623681955,0.999999438475548,0.999995298796133,0.999998871817541,0.999994460686939,0.999992586924123,0.991789986166902,1,0.99999999999239,1,1,0.99999994248661,0.999998523663231,0.998319007849314,0.99612293165047,0.998194013669519,0.997945635035571,0.429784376500652,0.746708099935756,0.998969338215482,1,0.999999999972899,1,0.999999999999842,0.999999055738058,0.999975304913317,1,0.988889435448025,1,0.999999999656309,1,1,0.99999961896605,0.999994410509361,1,0.998186848077537,1,1.4145,11.86085,0.9141,0,20.6147156424581,27.6932530864198,4.6767,55.7179789473684,5.10865,0.8863,NA,10.75095,NA,NA,3.34150641394026,5.48777255699099,NA,32.8788870221784,1.19985,NA,1.4145,6.485375,0.9141,0,1.4954,1.771275,4.6767,1.1065,4.508725,0.8863,1.4145,17.236325,0.9141,0,19.98755,20.911775,4.6767,32.52335,5.708575,0.8863,1,2,1,1,179,162,1,19,2,1
"ZNF155",0.999999863025497,0.999999968111711,0.999947233692812,0.99999999989114,0.999994583370689,0.999999999962965,0.999999997631177,0.999463814051813,0.99999999918961,1,0.999999999754476,0.999721208001966,0.999999993973297,1,0.999998516380186,0.999999999032453,0.999999999991838,0.999996947076124,0.999999831424839,0.999996530257358,0.999998598023667,0.999999999999785,0.999998466944658,0.999997160396234,0.999999963760466,0.992761719559934,0.998153016018678,0.999999999338173,0.975477608039789,0.752499735437992,0.99603880814955,0.989835279630526,0.744348204099328,0.710541302179941,0.939529938686001,0.579560188390659,0.999999978444543,1,0.999988281490629,0.999998930945547,0.999978761846512,0.999989630521427,0.999999999999823,0.999999956624181,0.917170418823734,135.2288,114.6532,155.3931,145.9155,145.914257541899,143.527685185185,121.5938,131.075063157895,224.85315,115.9318,NA,9.1315,NA,NA,4.40137508458085,5.1614328880632,NA,10.9711851119732,132.70335,NA,135.2288,110.08745,155.3931,145.9155,106.16885,103.36865,121.5938,107.8146,158.501475,115.9318,135.2288,119.21895,155.3931,145.9155,175.0445,178.610225,121.5938,164.17525,291.204825,115.9318,1,2,1,1,179,162,1,19,2,1
