"gene","p-adj-DNA_meth_cluster:1-CIMP","p-adj-DNA_meth_cluster:2-CIMP","p-adj-DNA_meth_cluster:2-DNA_meth_cluster:1","mean-CIMP","mean-DNA_meth_cluster:1","mean-DNA_meth_cluster:2","SEM-CIMP","SEM-DNA_meth_cluster:1","SEM-DNA_meth_cluster:2","Q1-CIMP","Q1-DNA_meth_cluster:1","Q1-DNA_meth_cluster:2","Q3-CIMP","Q3-DNA_meth_cluster:1","Q3-DNA_meth_cluster:2","count-CIMP","count-DNA_meth_cluster:1","count-DNA_meth_cluster:2"
"ZNF813",0.118916921071157,0.064383626676138,0.990987401125856,89.1523111111111,57.5169266666667,56.4225303278689,18.5356543784723,7.95248182311579,3.6595955672262,55.2583,17.747425,23.503175,101.903,84.092425,82.418875,9,30,122
"ZNF26",0.892480125139496,0.886008785422332,0.231060475990799,229.190288888889,251.300626666667,208.462091803279,33.1048526833237,32.2842312723406,10.4210126116354,159.8913,137.65255,131.3499,284.9371,261.4438,257.542325,9,30,122
"ZNF69",0.0111527252181881,0.000188394212352505,0.285504705782362,28.9783888888889,101.837493333333,122.143787704918,15.3545967080568,12.8735694672688,5.93596747234771,5.7195,56.535825,78.61025,15.1353,144.709325,144.465675,9,30,122
"ZNF583",0.614853251289472,0.342073172414296,0.808769693165872,39.3796555555556,46.8289666666667,49.4639221311475,5.3569224347285,3.84117673340163,1.90487370317246,27.7673,36.47985,34.3778,41.7434,59.498025,59.57665,9,30,122
"ZNF568",0.902768380683639,0.998966552185791,0.655509061136548,70.5782888888889,76.6578766666667,70.0230557377049,13.8556756446235,7.75852388308243,3.20351171501676,55.4689,43.5708,45.045375,80.9663,110.054075,89.07585,9,30,122
"ZNF480",0.964071775355551,0.953647909566358,0.591863547787681,370.067122222222,382.957313333333,356.72403442623,46.8375212323107,21.2641430075148,12.1696177728627,270.6046,303.174525,265.4328,451.4017,444.152325,432.048275,9,30,122
"ZNF587",0.879788585466825,0.545134348256217,0.0218894946535957,478.517911111111,528.981633333333,378.45262704918,62.7433711382535,96.2147020972419,15.6993063111914,360.2923,257.202125,257.74805,541.1515,615.052375,476.94785,9,30,122
"ZNF808",0.0207405937772354,0.0909807090090774,0.311396991912357,159.983044444444,268.9885,237.340923770492,16.1216395267451,31.9483595411235,7.68938024697717,125.2747,152.533125,173.127875,204.5212,303.25635,288.180675,9,30,122
"ZNF43",0.00043453814603589,0.00750788431738247,0.0972957350979988,217.394977777778,457.113856666667,388.351059836066,42.1967074765147,40.2369662945631,13.3265883597799,99.3372,309.0494,283.961975,295.8475,573.71145,486.348925,9,30,122
"ZNF28",0.41651600071096,0.955855264887056,0.149067438946985,339.0228,421.53753,355.977923770492,45.4663615493703,38.6468883112997,14.7198788136522,245.3616,286.568625,234.0329,466.8886,488.80545,483.2369,9,30,122
"ZNF627",0.254956548218218,0.581697287984799,0.413255438862476,300.017166666667,370.326956666667,340.084605737705,31.4246840780284,22.2628246036827,10.5698218093049,231.8933,297.92035,256.46855,301.6165,455.278125,416.08955,9,30,122
"ZNF789",0.535558717663779,0.20147186737431,0.627452214063996,63.9901888888889,135.967816666667,169.284925409836,23.6252852110911,29.349507637403,16.8317664460102,26.3898,42.6602,56.976675,60.5828,113.20975,191.3421,9,30,122
"ZNF534",0.151209965359939,0.08115052042201,0.982663800019515,5.46874444444444,3.97035,3.89376885245902,1.04525481464132,0.404376180578852,0.180762418978616,3.1197,2.482475,2.445875,8.0586,4.9988,4.961875,9,30,122
"ZNF525",0.854242861636591,0.700751409715052,0.928868960180229,181.494644444444,166.823696666667,161.44223442623,22.3409152202492,18.6869008340888,5.71930864468062,149.8011,91.446175,119.644925,200.532,214.143275,197.114575,9,30,122
"ZNF814",0.691274682341911,0.60575186533447,0.99541938024161,139.746633333333,188.373303333333,191.275443442623,41.0594823075181,45.4666040928194,11.4278054270259,79.1209,58.20825,104.697425,123.4433,168.68555,239.14695,9,30,122
"ZNF551",0.879891139402747,0.999170404048247,0.600168972835486,72.1306666666667,64.3495566666667,72.6998278688525,18.3809937111907,7.74227289725562,3.75826582197173,46.8864,36.835525,42.57675,76.7269,94.872175,97.855075,9,30,122
"ZNF805",0.678856168806385,0.431525058878929,0.854075686317304,295.618177777778,262.829203333333,251.622780327869,22.7459891180034,29.6635486241796,7.6526337790178,238.6727,182.547075,193.47195,358.5123,256.361,293.112175,9,30,122
"ZNF468",0.198877978588829,0.270623300830455,0.825118446161346,269.353888888889,391.41329,368.994627868852,33.2774771387598,38.8920826676742,16.6201521175438,197.1634,294.07765,251.2731,321.0711,471.873625,428.618325,9,30,122
"ZNF616",0.125676455722633,0.00191322826582507,0.0691169423060378,188.447766666667,149.63471,125.943608196721,26.1449564613543,9.4591918492323,4.52268907216372,148.7179,119.273725,83.33865,184.3407,190.035525,157.394925,9,30,122
"ZFP57",0.986054164044434,0.976312623839761,0.998284855963122,8.0899,9.55641333333333,9.83131721311475,2.58462066628956,3.84737821405913,2.31305817254317,1.0097,0.6997,1.128775,13.0368,6.2857,7.748875,9,30,122
"ZNF155",0.275043326976276,0.950766154026026,0.00256956952610987,134.550211111111,104.76912,139.869605737705,12.2367913157009,11.9095197226376,4.31468275358814,105.5156,45.63675,107.453475,150.1538,144.770525,167.889325,9,30,122
"ZNF425",0.278947364744129,0.146308763700329,0.938645678950633,53.6550555555556,76.24304,78.9238090163934,7.20043015190974,8.09266430585757,3.46469472279346,38.8457,45.561,48.45995,72.0278,89.2347,99.172825,9,30,122
"ZNF611",0.463200961407845,0.541581953151331,0.907895287662614,319.4463,424.48979,404.599766393443,54.177456188965,41.8786927461874,21.5290014784277,193.1655,270.593775,229.652925,424.3433,599.75925,553.75855,9,30,122
"ZNF254",0.471080240368814,0.5554321350443,0.902400749289259,250.479866666667,299.874123333333,290.12342704918,37.93488494561,25.4424774808264,9.28649051134634,206.2708,212.0328,223.62335,287.2068,403.9667,353.944075,9,30,122
"ZNF625",0.318033437312971,0.366652687329443,0.913293443545929,21.8785333333333,32.6249366666667,31.0122049180328,4.00005075846267,4.45685202896911,1.6799243540728,14.6409,16.334775,17.4125,27.6284,45.572125,40.99005,9,30,122
"ZNF845",0.0675408978009223,0.0308979597296005,0.987452757116859,154.254433333333,115.367366666667,113.95908442623,20.3146779603854,8.8160257392548,3.96504310744766,117.6471,84.031575,79.95955,182.5251,139.335925,140.908275,9,30,122
"ZNF90",0.36781940233118,0.984200685611268,0.0152100513949015,194.2308,290.926503333333,183.196669672131,54.328570704375,46.4410966908946,15.3805076765281,64.7342,132.918875,82.4053,233.845,300.791225,224.47755,9,30,122
"ZNF788",0.118672099248769,0.0987359117142037,0.97980250664568,34.9215888888889,73.9800633333333,71.9524713114754,9.71298528676723,11.8428641024313,4.46056914951747,16.8712,26.28895,35.77295,32.5801,100.039675,95.941625,9,30,122
"ZNF880",0.0305886635627569,0.105436833134019,0.39206064320399,278.717244444444,138.554306666667,177.014218032787,91.7027582191342,17.1507220632144,12.8059333455629,97.4095,65.701025,69.847025,394.5161,225.8581,254.530675,9,30,122
"ZNF630",0.0627142763688748,0.0674494843041291,0.899457137502641,27.9620111111111,54.4083,51.6708803278689,9.87398984960606,5.13942653494677,2.82931982474874,6.0688,40.357,35.14825,38.8278,70.03275,63.14975,9,30,122
"ZNF844",0.000689866277271634,0.00067639190599933,0.803590054960158,51.2385333333333,244.614676666667,227.238629508197,13.6111166538605,29.1196322071714,12.0364954072841,22.9375,140.698225,129.2328,69.8554,360.393075,311.0407,9,30,122
"ZNF717",0.57204588038969,0.862824687628306,0.574821224947348,52.2184222222222,66.65183,58.9463581967213,8.71583629379396,8.70677562710835,3.21135464905086,47.3548,33.9996,32.362725,54.0209,87.957925,77.89885,9,30,122
"ZNF492",0.00386811068055903,1.77407689916365e-06,0.018621183317077,14.0839555555556,6.63596666666667,3.27886803278689,5.55677761379718,1.29395859566488,0.370463478568505,3.663,0.683425,0.8439,16.6604,9.174875,3.997425,9,30,122
"ZNF688",0.0589600063230495,0.0385188949106272,0.994556416284611,241.370366666667,456.085513333333,451.100630327869,43.6315356279753,51.70811288731,21.9077067657139,151.5664,280.9499,278.366,362.6374,513.959325,526.819575,9,30,122
"ZNF879",0.878666731216379,0.69807056890474,0.0623148445902869,62.4824777777778,68.19233,53.821943442623,6.12495324720882,10.197439793973,1.99294173602609,51.4956,34.532275,38.3717,71.7959,85.407175,66.592075,9,30,122
"ZNF737",0.0072125506035251,0.0829952292146173,0.0999341790884559,196.821611111111,363.813016666667,303.38662295082,21.9437145267756,33.4508303245828,12.3217967510323,170.3697,263.210125,190.8145,217.3112,469.52,383.8105,9,30,122
"ZNF709",0.0702809841842075,0.000850110459197251,0.0867872014212266,63.9201111111111,99.1008866666667,117.181499180328,8.23815639231801,9.09890895479755,3.65164277159944,51.6154,64.52365,87.205725,72.0531,123.898425,144.387825,9,30,122
"ZNF585B",0.985586303484302,0.946043616006699,0.969996893999988,73.3509222222222,71.1070933333333,69.3641795081967,15.5763061222877,6.78177870191991,3.20483072648557,51.7943,44.54535,38.6862,80.2128,89.310175,96.1553,9,30,122
"ZNF324B",0.902912023297501,0.512739772109446,0.534765775618132,111.459244444444,106.6208,100.180953278689,14.2298563318967,6.94987042290519,2.34955546262159,92.4898,85.958975,85.801525,126.4579,121.995675,115.466925,9,30,122
"ZNF564",0.0225235468292743,0.00162898891061003,0.589770376128754,152.624677777778,214.261376666667,226.395985245902,21.3287323916444,10.4926499255187,5.54118251106492,109.8901,177.562575,181.9672,144.8946,249.60425,264.20425,9,30,122
"ZNF674",0.990809105757274,0.641898269200347,0.184897556602117,53.8469444444444,54.8956433333333,47.2282180327869,6.38428554767074,5.29538748859425,1.73609485650422,38.4694,37.519075,33.842275,70.6803,56.8001,55.137575,9,30,122
"ZNF432",0.756242586034863,0.986984970741893,0.252595756633765,96.1146444444445,110.563896666667,93.2749213114754,10.8530505497573,11.4456391801464,4.70595127258921,74.4231,69.058325,49.2813,118.5493,133.934825,130.591625,9,30,122
"ZNF10",0.451224442506135,0.402426217402885,0.997900366893464,165.477144444444,225.598383333333,223.948279508197,20.1006148279316,31.4641140144579,11.1243064368532,114.6497,113.94435,143.516975,223.5429,293.801125,268.222025,9,30,122
"ZNF486",0.354303868754084,0.947160266384997,0.106110113808404,142.094322222222,290.69553,172.832559836066,63.4653142627088,87.8037070073129,19.6556737391167,13.9194,47.154125,39.469325,152.6074,282.05415,181.5224,9,30,122
"ZNF225",0.856173962027904,0.974483445091398,0.807465266521233,64.6617333333333,59.9110166666667,62.9013475409836,5.33624334441687,4.959303376428,2.08325452888192,56.0671,42.4009,46.923275,75.9132,74.493825,75.56405,9,30,122
"ZNF350",0.0561141466390751,0.00914122922880101,0.741984396277065,214.939711111111,163.381033333333,154.595663114754,32.4407072456789,11.3401270756501,4.89134438272467,170.696,121.172525,119.906175,265.3374,174.975325,182.26295,9,30,122
"ZNF253",0.137546862229883,0.341615910919626,0.458253870492079,128.4071,184.07506,165.466068852459,16.2803930556906,16.1790042550857,6.77046708996637,107.1117,114.840875,106.538425,158.7886,239.6881,208.6557,9,30,122
"ZNF878",0.502428536484077,0.331720839947554,0.945067096078706,2.67318888888889,4.21625666666667,4.45255245901639,0.643771363711192,0.529192016748573,0.34901736494625,1.4798,2.18285,2.3172,2.9304,5.432425,5.1693,9,30,122
"ZNF727",0.0728408856328931,0.994914243105225,9.47871029733927e-05,10.8364,24.5236666666667,10.2947,4.64884638596263,4.26451420482264,1.29194823390997,0,4.18365,0.703925,16.1185,30.18225,15.19015,9,30,122
"ZNF578",0.663170196359112,0.244987752377172,0.507204350153397,78.0918222222222,62.1948566666667,51.2214016393443,28.3079721523607,12.6580870768365,3.41759604365575,11.8387,13.074325,23.15055,170.6288,84.0061,71.47645,9,30,122
"TRIM28",0.00385586635282487,2.32106174867797e-05,0.18927117516466,5247.96358888889,3983.22503333333,3618.9502942623,472.260719547666,199.207949222137,87.8192394741784,4005.5535,3195.976025,2901.58795,6296.7833,4704.3063,4094.6928,9,30,122
