"gene","p-adj-T3b-pathologic_T","p-adj-T3c-pathologic_T","p-adj-T3c-T3b","p-adj-T4-pathologic_T","p-adj-T4-T3b","p-adj-T4-T3c","p-adj-TX-pathologic_T","p-adj-TX-T3b","p-adj-TX-T3c","p-adj-TX-T4","mean-pathologic_T","mean-T3b","mean-T3c","mean-T4","mean-TX","SEM-pathologic_T","SEM-T3b","SEM-T3c","SEM-T4","SEM-TX","Q1-pathologic_T","Q1-T3b","Q1-T3c","Q1-T4","Q1-TX","Q3-pathologic_T","Q3-T3b","Q3-T3c","Q3-T4","Q3-TX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF235",0.961237809327613,0.999951325427235,0.99989625310433,0.999999990950519,0.996604777445135,0.999970027672701,0.679386385312617,0.929094694986275,0.963587565514728,0.878462013079744,59.5848834532374,52.0418333333333,56.3107,59.85525,34.30865,1.62703559585668,9.81621277461142,NA,10.25665,3.43025,39.61115,36.40365,56.3107,54.726925,32.593525,75.826175,56.825825,56.3107,64.983575,36.023775,73.852478125,59.2167406896552,72.9599,54.29785,62.7595,84.8532,38.9809,75.574325,2.8287814730254,1.57778340664369,0.801824694215773,0.744214972882364,-0.318641245278414,-0.426208678508823,"KIRP"
"ZNF208",0.941215005536784,0.998030701642554,0.978359064220037,0.973382804913949,0.999898911551335,0.97410712310368,0.989108281060331,0.999999750472846,0.984171929474823,0.999983472462904,104.277793884892,29.8833,177.3463,1.7821,23.6345,14.3676245884952,13.7003169504942,NA,0.4654,9.1693,3.555675,5.422875,177.3463,1.5494,19.04985,92.431025,48.726,177.3463,2.0148,28.21915,90.344859375,101.587592758621,92.87405,17.40765,51.9172,115.18325,3.555675,86.26285,9.24660888981724,13.8057824401447,1.1244424249636,0.187432872799237,0.169209792422085,-2.41555409351589,"KIRP"
"ZNF714",0.952335246459317,0.999987139260977,0.996600024925417,0.999900002440362,0.999303473163037,0.999869850068842,0.897994949509129,0.784036396461117,0.991593789530927,0.947104425656383,77.7526,100.095866666667,71.1974,85.51905,29.74425,4.41160084453809,61.3285640564638,NA,49.10895,13.75645,37.85295,30.6965,71.1974,60.964575,22.866025,92.13655,66.205975,71.1974,110.073525,36.622475,86.865034375,77.8928382758621,83.8599,56.78935,65.689575,103.8098,37.13045,91.567275,5.38626987623619,4.40269342740022,0.896711074096804,0.6771931519117,-0.157284880214893,-0.562360710775165,"KIRP"
"ZNF394",0.999383655461169,0.994123403988704,0.990238907584503,0.9458022518022,0.940954418625371,0.999979782163006,0.9999952501794,0.999790656113905,0.998341181185916,0.989104694993362,452.016446402878,467.78905,383.8188,363.9966,444.02485,9.82312463399285,121.653056635156,NA,11.7912,71.77265,342.6895,335.340175,383.8188,358.101,408.138525,533.3925,408.7607,383.8188,369.8922,479.911175,353.332234375,451.599632413793,359.3247,423.04135,306.997625,398.04355,342.6895,521.776325,9.70005698728023,9.71425620623196,1.27811614248164,1.17732332344534,0.354018940016562,0.235510576174771,"KIRP"
"ZNF333",0.99999583311098,0.975072882413584,0.977786470908385,0.933567566771199,0.951995269217354,0.999999728570993,0.920553083685147,0.942771955014696,0.999999998867598,0.999999810958225,140.571466546763,142.467216666667,98.3819,101.2235,99.104,4.2144679089774,32.1002499678576,NA,31.1004,18.5207,92.712775,92.00525,98.3819,85.6733,89.84365,173.125975,169.072625,98.3819,116.7737,108.36435,142.118359375,139.84292862069,140.7925,124.02935,120.011525,161.42815,92.139075,172.5379,6.13822503008458,4.10143376172831,0.983989185040433,0.880937194807962,-0.0232856358007723,-0.182888927011742,"KIRP"
"ZNF382",0.981845168874164,0.996271034222847,0.999941829366849,0.999772736983211,0.992651689283083,0.994563580863791,0.812202659923761,0.737121651826021,0.885894234912321,0.967248485255647,65.8333154676259,74.4326166666667,79.6117,61.04055,36.5672,2.19558899185273,33.7296120041368,NA,25.52955,19.0567,39.81695,38.45905,79.6117,48.275775,27.03885,86.832875,60.8224,79.6117,73.805325,46.09555,39.6160625,65.7863724137931,37.794,62.97615,31.78385,45.162325,39.4669,86.509525,1.92315281674322,2.21148417999604,1.66059846088422,1.66630020638197,0.73170326624206,0.736648345025912,"KIRP"
"ZNF577",0.831979208890791,0.997127560576351,0.952766011744168,0.953974357708007,0.999986815474166,0.958655127393563,0.928121043534304,0.999804544523723,0.945451157613428,0.999994863248326,192.530702517986,80.8524833333333,280.2589,62.47605,44.7008,15.6525941368802,26.0402299208669,NA,34.16795,18.0544,42.27905,42.354225,280.2589,45.392075,35.6736,231.63695,96.939975,280.2589,79.560025,53.728,178.651778125,188.679145862069,166.82015,101.70945,122.1375,224.8932,42.1037,230.383875,11.8102298116142,15.0750002884646,1.05612800411118,0.609695231661163,0.0787847018410416,-0.713839831959561,"KIRP"
"ZNF75A",0.71512061789048,0.997801683993685,0.999720874742447,0.96162392826494,0.737215753467692,0.966434745375279,0.774160492828802,0.469620532873422,0.884527980418026,0.996981221065586,252.565652158273,320.219483333333,293.8511,190.2755,145.57035,7.80573858787977,54.4509821094007,NA,85.2722,41.26885,166.7269,248.002025,293.8511,147.6394,124.935925,302.1898,322.792725,293.8511,232.9116,166.204775,234.8702375,252.634392413793,227.0531,225.4362,196.088875,280.13115,166.7269,302.1898,9.69045758865468,7.62011730536502,1.07563391216732,0.992878758316887,0.105187145768171,-0.0103105356977352,"KIRP"
"ZNF496",0.758433882963535,0.999999949368193,0.992615786133066,0.965973702687281,0.999999740214716,0.996369948038696,0.9507026212557,0.999999827769591,0.994473918574853,0.999998489007568,256.068268705036,203.178466666667,253.7217,206.0571,200.581,6.4988242496724,36.8617852277094,NA,80.6447,25.1518,181.375725,138.5289,253.7217,165.73475,188.0051,321.6713,256.2827,253.7217,246.37945,213.1569,298.066353125,253.977061724138,298.2124,234.27545,252.804325,341.4827,179.83145,313.2303,10.0839937768281,6.31264418075636,0.852082293292687,0.785599290975157,-0.230935323600635,-0.348134467305894,"KIRP"
"ZNF2",0.997808268408799,0.999973414948431,0.999999917337736,0.999870239612061,0.999999903616287,0.999999999894168,0.999996664477688,0.999970991664594,0.999998659462194,0.999995679715461,122.806979856115,127.079883333333,126.2136,126.3994,124.242,1.96896703097135,11.5232153542726,NA,0.986999999999995,21.5517,101.0929,108.335325,126.2136,125.9059,113.46615,141.11765,128.319725,126.2136,126.8929,135.01785,111.86175625,122.814138275862,114.98625,117.9913,98.469425,126.619275,101.4601,140.54715,3.7070248103588,1.90758776853546,1.09790997739553,1.02613399428192,0.134759766101387,0.0372191327616648,"KIRP"
"ZNF589",0.840609685188115,0.963875967733565,0.999460748408609,0.905546157868,0.999262548165505,0.999999636084878,0.999990297090246,0.991417206797896,0.98766848143367,0.980065415099416,227.465439928058,182.556466666667,157.2816,161.8747,221.41415,6.37350748720668,21.3200783943941,NA,56.6901,82.35445,156.42945,158.233975,157.2816,133.52965,180.236925,275.9511,196.3944,157.2816,190.21975,262.591375,248.766315625,226.661365517241,227.56535,200.37335,190.2462,290.631025,154.4031,274.755575,12.8406613984694,6.22685143063025,0.911141707219395,0.880509049378563,-0.134252645246587,-0.183590263543556,"KIRP"
"PRDM9",0.4112358976095,0.999999953443501,0.959736901300317,0.999762123039403,0.838441678839162,0.99998689582115,0.999762123039403,0.838441678839162,0.99998689582115,1,0.776336330935252,5.13028333333333,0.6472,0,0,0.354661491102732,5.03147873614485,NA,0,0,0,0,0.6472,0,0,0,0.372975,0.6472,0,0,0.236475,0.852587586206897,0,0,0,0.458275,0,0,0.0535281646922681,0.354976228279168,3.60540262694533,NA,1.85016037887316,NA,"KIRP"
"ZNF12",0.991954226974557,0.989900957130331,0.97406869361556,0.999955026635392,0.997511546965393,0.997821679969873,0.430140596153394,0.715254229410513,0.64407548720809,0.693360935455795,852.656746043166,797.997583333333,993.5275,877.81535,490.42925,17.964778267849,105.683362810752,NA,261.09185,88.93885,635.778425,637.03695,993.5275,747.269425,445.959825,1039.121375,879.407,993.5275,1008.361275,534.898675,544.087159375,849.669462413793,560.7951,830.76705,488.746175,598.681875,626.22635,1035.557575,13.2048248777083,17.4903509819664,1.56164218870708,1.48140925268427,0.643063933817945,0.566970253223103,"KIRP"
"ZNF202",0.998828041246263,0.999910871857707,0.999335033603059,0.981846217675316,0.997053554723175,0.992585002392174,0.999501292230933,0.999998266660449,0.999248063428727,0.9993085638092,204.176419064748,194.701483333333,216.1812,170.9711,191.05505,5.12138383334092,30.4829261117916,NA,24.8814,49.14285,151.5415,153.4558,216.1812,158.5304,166.483625,232.804225,231.068325,216.1812,183.4118,215.626475,160.833378125,203.743947586207,160.4998,193.99265,125.70825,189.084325,150.755175,232.804225,7.40109568715321,4.95418206089249,1.26680139384908,1.20867845318187,0.341190359862744,0.273430492974369,"KIRP"
"ZNF3",0.999935957286953,0.996551895313183,0.998638410019215,0.999986103452318,0.999907090790962,0.997034649370149,0.844680625358186,0.875029148299217,0.902734067521113,0.964041519218179,768.780145323741,785.67385,881.3269,748.9716,539.6374,18.8405088680482,172.093355212446,NA,172.5195,96.0725,556.8623,539.3458,881.3269,662.71185,491.60115,918.060925,769.843425,881.3269,835.23135,587.67365,491.892990625,767.078764482759,477.61425,713.79235,447.917325,530.872975,556.8623,916.044975,14.5410725206469,18.4289512046645,1.55944235657456,1.49449550552564,0.641030225734826,0.579658558330414,"KIRP"
"ZNF606",0.995294927987036,0.99597587978804,0.988172854832842,0.994973586649012,0.999897172361915,0.984188018361836,0.791061443139669,0.934422338200487,0.873952674865359,0.985000768408199,213.104793884892,197.908316666667,248.5372,186.5184,136.5891,5.69344091741737,54.6192385102259,NA,29.9102,36.551,146.285875,152.488725,248.5372,171.5633,118.3136,265.4252,236.843325,248.5372,201.4735,154.8646,219.638775,211.97995862069,217.8827,197.9678,167.742,248.8817,146.656975,262.4537,11.2990227372938,5.58012076741391,0.965129944021449,0.908598066757939,-0.0512048965746003,-0.138285859140188,"KIRP"
"ZNF91",0.999838651318319,0.985183257262718,0.993415476840111,0.999983094923885,0.999839425846913,0.98912316551341,0.530100532063886,0.712588104468279,0.989756881954869,0.770364930286336,287.166498920863,278.406466666667,219.4175,295.7195,144.3148,7.79190721604373,55.622159741052,NA,10.7321,85.3121,202.983275,210.436975,219.4175,290.35345,101.65875,347.6776,263.9893,219.4175,301.08555,186.97085,437.265215625,285.549045862069,445.1418,268.3989,388.953375,477.084875,206.190575,342.840875,12.0685282811102,7.59508446376173,0.653033984086575,0.602951464005402,-0.614770022874592,-0.729886221214661,"KIRP"
"ZNF226",0.999395324590764,0.999980793003822,0.999783527787476,0.888910854087831,0.959705302396061,0.97317069019305,0.916256978553725,0.971978383594288,0.979570693788725,0.999998136215084,293.142921582734,281.02385,305.5016,209.11905,215.99925,7.75656628946996,44.1006349141956,NA,12.93735,66.39895,207.757125,206.272975,305.5016,202.650375,182.799775,350.4227,341.150275,305.5016,215.587725,249.198725,248.7681625,291.641428275862,245.47555,269.86095,213.4615,270.387475,207.368675,349.72895,9.92284042801728,7.51222705198235,1.17234225370725,1.09933942504661,0.229393811777111,0.136636892408544,"KIRP"
"ZNF229",0.939257842640183,0.999769339745318,0.990762235264094,0.999988487654505,0.997845957512882,0.999674113129905,0.998820564311097,0.971187511791852,0.999999997426961,0.999109953162128,119.981978057554,91.7682666666667,135.9223,114.66055,137.0443,5.27843698759736,50.416891214246,NA,105.22095,14.8517,50.30385,17.120725,135.9223,62.050075,129.61845,171.50435,85.38855,135.9223,167.271025,144.47015,181.08565625,119.53670862069,183.31735,104.56475,148.756475,202.01365,50.30385,169.589075,7.00498189794255,5.18133791530838,0.660111414101522,0.570402910581023,-0.599218550709653,-0.809946751481974,"KIRP"
"ZNF180",0.955899735318464,0.999999943044183,0.998471031312967,0.971497930981979,0.999732956193364,0.995616342425493,0.829861505875603,0.980487994934814,0.970324182152735,0.998075062226783,102.652131654676,90.9086333333333,103.5599,84.76175,72.3396,2.45321617852573,8.90773804519294,NA,19.58325,6.1044,75.13355,77.1236,103.5599,74.970125,69.2874,118.619075,103.14905,103.5599,94.553375,75.3918,161.2118875,101.961468965517,162.03075,96.5913,137.892425,181.758425,74.47035,118.2039,5.08790993161958,2.37065185902269,0.632468675521942,0.596129438393638,-0.660934066129025,-0.746302475855016,"KIRP"
"ZNF641",0.455911757192503,0.999991561864265,0.980029083892983,0.869057810751599,0.445190841654511,0.970965432857586,0.825069254642654,0.999989876430497,0.981586159893211,0.60098691621111,102.081024820144,63.8326833333333,97.7346,140.2967,60.12495,3.35186325316569,12.9728451026087,NA,59.835,14.48485,66.247625,44.564025,97.7346,110.3792,52.882525,136.26985,88.79595,97.7346,170.2142,67.367375,172.686796875,101.233439655172,177.61885,95.15565,152.026875,192.1455,64.413875,135.35235,6.624224806346,3.26391564047391,0.586225707391229,0.535729456642693,-0.77047185986463,-0.900423471250973,"KIRP"
"ZNF610",0.993326926467458,0.999997150356638,0.999509816357644,0.992991655689146,0.9771990397519,0.999647461270108,0.999999974851768,0.999658653178536,0.999997201384059,0.997816854309006,95.3804338129496,103.639333333333,92.5566,80.9938,95.9933,2.82688735032701,18.3280203180207,NA,74.7007,25.9514,59.830025,65.223075,92.5566,43.64345,83.0176,129.55195,141.001,92.5566,118.34415,108.969,86.655340625,95.4294293103448,80.68465,90.5697,67.769525,99.24115,60.4778,129.55195,4.70427433420596,2.76083678658938,1.10125271705197,1.12251462948653,0.13914557862134,0.166734247416424,"KIRP"
"ZNF528",0.0507251239868823,0.999906359719466,0.763376607516675,0.922465274471604,0.221811338293423,0.996322362781667,0.999951023598473,0.704157837354092,0.999725801654659,0.962252786697717,288.144652158273,504.116616666667,260.8414,176.18595,304.58145,10.9536662111834,185.909027003646,NA,164.49875,127.57345,159.71115,288.742425,260.8414,93.936575,240.794725,361.09415,442.020325,260.8414,258.435325,368.368175,269.1527125,292.047970689655,279.6002,253.8871,209.93715,325.4192,160.292575,363.906675,12.7057654184002,11.2820350601851,1.08506419265477,0.908036188815316,0.11778039537503,-0.139178299150905,"KIRP"
"ZNF701",0.999998725491042,0.971412900858101,0.980785978296118,0.999997669419959,0.999993275083695,0.982851431305735,0.777361738550494,0.864785938627201,0.999853747059165,0.911456896076579,110.103148561151,109.14275,80.2589,112.02405,70.9035,2.83847642335017,30.2706780883498,NA,23.92065,27.508,76.48585,62.152375,80.2589,100.063725,57.1495,134.21875,123.145875,80.2589,123.984375,84.6575,98.6439,109.70318,90.00865,107.4665,80.901175,105.73525,76.010675,134.21875,5.94474479773706,2.79461389614914,1.11211316665298,1.1939574696432,0.153303601606377,0.2557514467973,"KIRP"
"ZNF283",0.998201598522297,0.995157483555544,0.989518043842943,0.994596552295966,0.987352931662763,0.999987455260209,0.942006780724167,0.926864459491051,0.999949877656375,0.999065543316242,35.1512741007194,37.2815833333333,28.479,30.2885,25.91845,1.03970544165288,1.93806044615343,NA,1.9696,6.88535,23.76025,34.244025,28.479,29.3037,22.475775,45.64965,39.624125,28.479,31.2733,29.361125,40.3255,35.0318565517241,39.68275,32.5033,34.896575,44.851825,23.788375,44.99215,1.69105742010874,1.00054071253764,0.868727146637342,0.81907881888226,-0.203024974240565,-0.287925807686244,"KIRP"
"ZNF558",0.993313407692311,0.999529664303893,0.999999559151575,0.948971235231608,0.993320238420495,0.999151982625692,0.788126547210509,0.938343891344111,0.988948219804819,0.998534828199166,396.322089928058,350.411883333333,339.8058,259.5908,184.3256,15.8358315538437,112.031252336127,NA,51.4691,4.65300000000001,238.73245,211.955875,339.8058,233.85625,181.9991,482.91725,469.22995,339.8058,285.32535,186.6521,255.996159375,392.728853103448,246.2148,330.45375,226.792,284.75835,235.141225,480.564075,9.774100979477,15.3829808078484,1.53412009798222,1.34213601294479,0.617411428069802,0.424530882609498,"KIRP"
"ZNF597",0.956110917738523,0.966522780124972,0.997270818237432,0.983722881763366,0.999966655195433,0.999457241895685,0.986589267206833,0.999987142859542,0.999290436833582,0.999999969656036,43.1730895683453,36.93315,29.1262,34.9941,35.406,1.29135493062041,9.8952628540041,NA,17.0138,9.521,28.729475,26.038875,29.1262,26.4872,30.6455,53.4898,33.19885,29.1262,43.501,40.1665,41.928525,42.8837220689655,42.0019,39.315,37.6346,48.31655,28.314675,53.422925,1.56766869256138,1.25866111353842,1.02278155668404,0.936029084398563,0.0324980505177932,-0.0953747368033881,"KIRP"
"ZNF30",0.999542811581234,0.962176266455362,0.955242643209743,0.994165663528529,0.999175923080568,0.934425126550651,0.857908444813165,0.94266779603667,0.792651081735238,0.993698568368909,60.0698571942446,57.9456833333333,76.3754,53.0664,42.9976,1.45400821092322,10.7860187263703,NA,4.021,3.0625,43.45,40.8012,76.3754,51.0559,41.46635,71.6096,62.0319,76.3754,55.0769,44.52885,70.619228125,59.894944137931,72.1524,57.07285,59.1784,81.3111,43.45,71.1731,3.0991805031286,1.41305473532618,0.8481393202417,0.791004180041135,-0.237626825249287,-0.338242776284514,"KIRP"
"ZNF354A",2.68657107671544e-09,0.999998486052524,0.104016478911745,0.997261701484,0.00340491966686673,0.999312143450083,0.90898739614305,0.000596503132803128,0.98266602742523,0.995701617098819,309.400468345324,1099.68785,324.2718,239.8057,129.65485,8.77696069053255,781.923137190498,NA,2.4785,55.04505,213.989,255.786775,324.2718,238.56645,102.132325,370.066,447.9532,324.2718,241.04495,157.177375,204.6103375,323.830832758621,203.817,286.0981,171.855225,221.447725,213.989,369.6144,7.21069503671841,18.2934858762195,1.58267092814223,1.40370086891672,0.662361318842524,0.48923552758713,"KIRP"
"ZNF764",0.194697568402806,0.996562809736754,0.987444882809215,0.995540155666298,0.94027983571618,0.999994379439933,0.99705120711611,0.930787397665961,0.999983153653646,0.999999873102306,213.841570143885,265.242516666667,234.3042,229.345,227.7762,3.43699773357542,30.1086253088758,NA,9.7927,1.00189999999999,176.40495,208.54115,234.3042,224.44865,227.27525,241.94515,316.4647,234.3042,234.24135,228.27715,166.63608125,215.101929655172,161.118,207.9501,150.597625,184.96605,177.612575,241.94515,4.56264835428368,3.37426416896374,1.29084846475992,1.29066957137005,0.36831964977683,0.368119698737777,"KIRP"
"ZNF747",0.995134618110162,0.968903263837981,0.947056926358932,0.999842287929559,0.999997881788595,0.972591195353656,0.997482285105839,0.988966702236567,0.997403792286829,0.996826290456595,348.542302158273,333.383316666667,408.8091,337.6413,370.5415,5.48590423471332,83.5062029718728,NA,41.9242,37.3116,280.2477,250.123675,408.8091,316.6792,351.8857,399.56695,415.08055,408.8091,358.6034,389.1973,312.230025,348.414602068966,313.02495,342.40165,290.328175,329.0166,281.458225,400.67865,5.47109113786184,5.505181152301,1.11589076697209,1.09384779072722,0.158195810625394,0.129412000616375,"KIRP"
"ZNF778",0.961402845286312,0.919066088436489,0.985572934921181,0.982349761999282,0.999929548872158,0.996083629581724,0.874543580900928,0.988351251925929,0.99993450424368,0.998434672280867,60.8993,52.0419666666667,34.3042,48.59965,39.374,1.91960239311502,7.46591136417904,NA,2.74995,17.6762,40.5193,42.055375,34.3042,47.224675,30.5359,71.48855,66.1945,34.3042,49.974625,48.2121,123.11051875,60.3298534482759,123.52535,53.59785,96.821525,147.70235,40.5193,71.088925,6.15341387393864,1.855982461741,0.490046293857208,0.433901624241502,-1.02901005022391,-1.20456010822389,"KIRP"
"ZNF212",0.515346070890883,0.659427463862324,0.966205748773731,0.980560492915015,0.998028870466923,0.936134771280714,0.900081028024093,0.99999995545027,0.976667122981632,0.99932697584908,380.399530215827,475.83495,579.288,438.84445,473.31275,8.56029049952378,115.231096291287,NA,10.46435,213.02145,278.574075,298.56615,579.288,433.612275,366.802025,445.771625,485.320975,579.288,444.076625,579.823475,293.625078125,383.953977241379,292.78935,362.82145,264.008575,319.935625,278.574075,450.89085,10.0352550414511,8.63471738385351,1.30763346132828,1.23918936942208,0.38695820013974,0.309396672910363,"KIRP"
"ZNF282",0.337611177401006,0.706659036114803,0.990001476979881,0.949947373203295,0.99795895112695,0.971574909960641,0.972344443185659,0.99418414753865,0.959455991792678,0.999991277378277,910.148867266187,1152.85181666667,1312.6214,1072.8356,1048.045,18.393860108198,235.520029942224,NA,136.5127,464.7072,726.2863,795.920975,1312.6214,1004.57925,815.6914,1026.76175,1396.356575,1312.6214,1141.09195,1280.3986,576.22408125,918.077009655172,577.49665,848.7468,492.427,658.44625,726.2863,1039.5427,17.5362984034024,18.5376987307333,1.59326386995766,1.46969995410363,0.671985220004434,0.555521652401508,"KIRP"
"ZNF160",0.975081891010036,0.99998649875544,0.997975149255947,0.924712181895864,0.848542127883117,0.994444826811648,0.568513329247319,0.498778275664195,0.932593590496799,0.989319440656415,655.308404316547,758.080383333333,618.7702,413.90205,215.40665,24.9545000455764,187.601287411301,NA,48.90245,61.99975,412.86975,488.74635,618.7702,389.450825,184.406775,789.83465,843.740175,618.7702,438.353275,246.406525,508.409996875,651.949849310345,450.7142,538.5063,400.60355,612.29455,412.062075,786.305425,26.0798070394354,24.333054002774,1.28233090088242,1.1947844110525,0.358768592270633,0.256750319323137,"KIRP"
"ZNF415",0.998930492766884,0.964844807809316,0.953657641618533,0.999999873214013,0.999967274014909,0.981275527468382,0.999110583211615,0.999987861703029,0.959628124994325,0.999854917836199,138.16070971223,128.497266666667,196.7638,136.4406,122.30175,5.35745712156355,23.989948874333,NA,29.458,65.96375,66.502225,88.5593,196.7638,121.7116,89.319875,193.04525,146.537,196.7638,151.1696,155.283625,169.095740625,137.954890689655,162.98005,138.1862,127.047875,212.390825,67.89745,192.59465,9.51903641424927,5.17338131865302,0.815838945320301,0.847871871434571,-0.293643716857962,-0.238081830585134,"KIRP"
"ZNF439",0.999999995525005,0.999773520665329,0.999849590208932,0.888904555323411,0.928675849120022,0.960854605161069,0.831830233553381,0.889695824434561,0.943323736229584,0.999983855743903,126.053484532374,126.535983333333,143.6893,61.52005,52.4488,5.94990269177425,36.8200556260707,NA,45.78735,28.8477,56.6648,81.6774,143.6893,38.626375,38.02495,166.78285,164.191975,143.6893,84.413725,66.87265,134.987653125,125.034514827586,137.3491,111.3336,111.922175,155.1111,56.6648,165.981275,7.14943498611923,5.77322800605507,0.926266306088031,0.810588493117174,-0.110501059892349,-0.302958399444158,"KIRP"
"ZNF440",0.997377531670132,0.999963094270008,0.999999946934425,0.948579668124234,0.989987371236661,0.997352897376061,0.966573441544747,0.994728908122056,0.998568285432902,0.999997198456133,237.443751438849,206.242966666667,211.6505,118.8197,132.3195,13.7759769406141,67.6214539917161,NA,26.6708,52.3804,140.409675,119.59725,211.6505,105.4843,106.1293,279.9069,183.7712,211.6505,132.1551,158.5097,210.01435,234.797322413793,198.8421,197.0436,182.4002,242.6446,139.83975,279.246025,7.76627036432251,13.2996014852059,1.11800609060187,0.990955134752651,0.16092804762402,-0.013108353656309,"KIRP"
"ZNF562",0.952244517740759,0.999997504477224,0.999468601519229,0.997394036567537,0.999992779470837,0.999900615550668,0.795405321423083,0.973224514831268,0.974628254228956,0.980562470407488,296.630921942446,259.04845,289.3204,266.82155,195.73125,7.58168107142446,61.8050164800763,NA,115.33775,28.85955,221.34785,164.95205,289.3204,209.152675,181.301475,340.6728,259.39525,289.3204,324.490425,210.161025,358.942053125,294.812514137931,350.7624,274.3041,323.125875,396.783625,218.517275,339.24325,11.0659406950722,7.40861024402652,0.821337348386047,0.782022531491403,-0.283953192152854,-0.354717920087949,"KIRP"
"ZNF561",0.998980883641845,0.999970312545462,0.999650587209914,0.941317368821758,0.984194738772802,0.984355680671047,0.998817626319275,0.999973932603347,0.999209996326957,0.996826211136419,535.943864388489,514.528016666667,557.2816,428.3141,497.6948,11.8325180562905,119.757311838433,NA,162.206,7.0635,425.464075,391.2623,557.2816,347.2111,494.16305,604.6606,517.344575,557.2816,509.4171,501.22655,629.479440625,534.37992,610.38405,513.21455,542.14385,675.765575,424.093325,600.216575,22.476136872629,11.6095475889259,0.848923547795974,0.840805964703698,-0.236293461229223,-0.250155191027421,"KIRP"
"ZNF584",0.941536941169056,0.999987722862119,0.995985870399903,0.909452743761892,0.787193660561466,0.992782230419287,0.924329950647231,0.997482218052169,0.982452299773564,0.753876503722737,169.637725899281,155.656216666667,173.4628,196.9771,143.71825,2.68865100962479,13.594436667927,NA,14.2911,20.34725,139.4464,130.641575,173.4628,189.83155,133.544625,194.159225,182.763425,173.4628,204.12265,153.891875,183.220728125,169.202733103448,181.3981,166.1928,172.345725,196.274075,138.5801,193.9276,3.89270107840445,2.60745637987393,0.92349121649605,0.916177181569156,-0.11482985536655,-0.126301463538723,"KIRP"
"ZNF274",0.263461483819335,0.969069243041449,0.654982625400374,0.966244868990495,0.991504582784074,0.897546809871608,0.99811581171852,0.944027574435884,0.95705458933412,0.999186372585712,494.273631654676,337.22525,614.8867,406.74735,453.3348,11.4276155008512,54.3781060467523,NA,16.68815,122.1586,364.775075,223.10335,614.8867,398.403275,392.2555,593.6249,437.713725,614.8867,415.091425,514.4141,473.480209375,490.204947241379,462.2857,469.5499,400.896825,531.345925,363.27405,584.282525,18.4574912034554,11.1192221148371,1.03532299246141,1.01571365932366,0.0500809193461554,0.022493748077313,"KIRP"
"ZIK1",0.783294551561522,0.999983621516565,0.996720537157631,0.935558002109742,0.99997520989423,0.995645604968273,0.998110606346406,0.916953951346011,0.999105890323863,0.938564457143307,59.4636370503597,36.7326333333333,55.0162,32.71115,69.89185,2.91079425640126,13.4178402479601,NA,26.86755,2.13395,26.0843,17.22905,55.0162,19.277375,68.824875,80.5466,38.78985,55.0162,46.144925,70.958825,86.443925,58.8587617241379,89.7083,50.1658,74.2307,99.85475,26.0843,78.545775,4.19926651499181,2.81466449764753,0.680889509865938,0.559210240301065,-0.554507388428641,-0.838537315189223,"KIRP"
"ZNF540",0.999257743875719,0.999991354658431,0.999834324541991,0.909086311275462,0.906193613091797,0.992356872591035,0.743842446072761,0.765234225312428,0.9686141690384,0.999184402857987,77.3686496402878,83.1449166666667,72.7896,41.5928,27.2557,3.50547109350548,22.9716345101434,NA,12.7975,5.8619,37.184475,64.10555,72.7896,35.19405,24.32475,100.67965,95.5973,72.7896,47.99155,30.18665,125.286546875,76.815295862069,124.156,58.7462,99.398425,149.303625,36.564075,100.2418,7.0697778481318,3.40302678236273,0.613116873104569,0.473164406069783,-0.705765986425115,-1.07958654428239,"KIRP"
"ZNF570",0.89641399681235,0.999510557873719,0.999904382561287,0.999629174624975,0.970021939608978,0.998365388398793,0.482827326912228,0.874078574773018,0.940555513678047,0.693827708849234,51.6680697841727,41.8719833333333,45.9547,55.44125,21.28315,1.58897860564631,7.2304707524668,NA,24.87475,2.25005,30.9376,31.14745,45.9547,43.003875,20.158125,67.618675,44.629125,45.9547,67.878625,22.408175,74.335503125,51.2238575862069,72.68985,46.09245,65.58195,85.833525,30.77355,67.429075,3.02185570251531,1.5439873571603,0.68909007718789,0.634097470279551,-0.537235511931422,-0.657223473638301,"KIRP"
"ZNF57",0.207643700297285,0.950891230176456,0.999900554124608,0.98969768853866,0.963018158126759,0.997780732484638,0.970699337039393,0.983652784593289,0.999388810595993,0.999968125387434,109.402530935252,62.1666333333333,70.5502,91.40705,85.57325,3.23968086811863,12.6205319427951,NA,2.40465,34.94515,76.450775,55.73945,70.5502,90.204725,68.100675,126.95385,68.70335,70.5502,92.609375,103.045825,105.6120875,107.845207241379,102.04605,96.5842,89.487475,116.1019,75.8849,124.76825,4.72745878317175,3.15361995948639,1.02114454693815,0.946476615214406,0.0301870997030055,-0.0793612334707755,"KIRP"
