"gene","Recurred/Progressed-DiseaseFree","mean-DiseaseFree","mean-Recurred/Progressed","SEM-DiseaseFree","SEM-Recurred/Progressed","Q1-DiseaseFree","Q1-Recurred/Progressed","Q3-DiseaseFree","Q3-Recurred/Progressed","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF679",0.08994133580094,0.0760767441860465,0.455037735849057,0.0462359499535758,0.409610609714767,0,0,0,0,0.00944375,0.139563793103448,0,0,0,0,0,0,0.00944375,0.082275562380418,14.7784294484128,NA,3.88542105264068,NA,"KIRP"
"ZNF682",0.190198777546842,78.4834344186046,92.5691452830189,4.2250720507518,13.1919233004117,38.41825,38.2572,101.92515,109.608,53.012234375,80.7300417241379,51.89235,58.94815,39.6311,62.81325,38.2773,103.03075,3.21827062238768,4.086275258495,1.52285680231976,1.13596994547366,0.606780288315066,0.183924665749559,"KIRP"
"ZNF772",0.195248665632359,155.177977674419,138.520594339623,5.67442639933282,11.7388758289138,104.43515,56.8272,189.00905,195.5699,232.434475,150.753143103448,224.69345,145.34975,197.39775,257.741925,97.31925,189.099125,11.5739331974821,4.84321786682842,0.648583404434511,0.646880227260741,-0.624635985441993,-0.628429479320128,"KIRP"
"ZNF257",0.260457836887634,18.7397874418605,22.1261905660377,1.09316756975852,4.12977721380316,7.83455,6.0478,24.1857,26.4413,24.694378125,19.2846968965517,22.67555,14.45075,16.25865,31.79235,6.999925,24.235275,2.13065914106833,1.14698581630507,0.780934705014027,0.637283329401051,-0.356726167122506,-0.649993172886714,"KIRP"
"ZNF785",0.506127389722065,263.214132093023,251.485041509434,7.89710821371144,15.2479325222592,179.39755,164.0867,316.0934,302.3275,180.82388125,262.334514482759,163.458,245.95685,139.92115,223.8316,177.68185,317.039125,10.8223258621379,6.789863431946,1.45077360727627,1.50470977254096,0.536822404902506,0.589485247720177,"KIRP"
"ZNF98",0.929938284151507,6.06401860465116,5.84689245283019,1.16804944784494,1.48409879382228,0.37945,0,4.12305,3.8539,20.202678125,5.81645034482759,18.046,1.21495,10.9983,27.74845,0.371175,4.000425,1.99292834829205,0.911811140031144,0.28790491581559,0.0673251690125236,-1.7963356725639,-3.89271024331405,"KIRP"
"ZNF786",0.479866297790347,153.661291162791,159.731316981132,3.63785188793418,9.00695581714292,114.6097,120.6614,186.18475,189.3036,141.93991875,154.866562413793,139.81685,149.28565,121.171975,155.047325,115.283875,187.63625,5.18355211765059,3.23713908758042,1.09107123477054,1.06772288175567,0.125745296615929,0.0945372565813731,"KIRP"
"ZNF517",0.97505505006423,304.607167906977,305.218867924528,8.72851909482919,17.193715479011,219.97035,211.1246,369.36585,361.9841,224.088740625,303.102475172414,224.05165,282.90945,187.14865,256.243575,216.24125,370.60045,8.68328434735459,7.37238425362494,1.35260019904186,1.26269746283948,0.435735471173244,0.336509016682816,"KIRP"
"ZNF675",0.0338436516003709,86.2807809302326,100.39419245283,2.81491056725159,6.88402745967856,60.89745,67.2026,102.66535,120.4803,92.563203125,87.5534196551724,88.2787,82.68645,73.812975,101.28365,61.40535,103.456475,5.46454979571128,2.52429083327292,0.945877159598051,0.936652329497376,-0.0802752609484992,-0.0944144531802996,"KIRP"
"ZNF860",0.114308925059654,105.124162790698,82.9146094339623,6.33197597712191,11.7089310304451,47.8655,31.7719,135.87675,115.9605,49.7171125,100.119872758621,47.89595,75.7458,35.147025,57.0849,45.2363,132.4623,3.17339070744397,5.31840546802191,2.01379098109571,1.581465656282,1.0099139483965,0.661262226073686,"KIRP"
"ZNF695",3.90083110346495e-06,4.77658139534884,13.9608622641509,0.394569937929849,3.60142057424158,1.6725,1.487,5.65165,12.6316,3.041121875,6.60159172413793,2.60495,3.1778,2.0792,3.818325,1.65385,5.955,0.288069308022364,0.767398904786277,2.17077512690541,1.21990825159792,1.11821028325314,0.286772647835619,"KIRP"
"ZNF665",0.320852155750393,26.5885041860465,23.6946056603774,1.31155426610598,2.45495895495592,13.47635,9.5187,36.4017,35.5417,27.514340625,26.16698,25.57415,22.67935,19.08345,35.79555,13.3882,36.40295,1.88152437375375,1.09113622551188,0.951030604608574,0.886807577182428,-0.0724363264549658,-0.173306997757456,"KIRP"
"ZNF624",0.0751360580901543,93.6825623255814,83.0167603773585,2.76762944074611,4.28664700417709,64.1276,63.8952,113.9381,98.9923,89.142403125,91.2119244827586,85.2766,84.88065,65.40825,107.775625,62.876175,111.57475,5.16353415099168,2.29549544363055,1.02321590270409,0.995356873984188,0.0331105917071263,-0.0067142144396238,"KIRP"
"ZNF841",0.126648496047613,154.820782790698,184.287481132075,7.45554861301075,24.2842977945577,89.1444,96.7707,180.1353,212.1515,131.62621875,160.898970344828,123.37835,132.7326,98.196625,153.436425,91.686675,189.376075,7.96220821138206,7.24525293891782,1.22239301465026,1.07581759684742,0.28970820424692,0.105433491992196,"KIRP"
"ZNF615",0.733883982003777,157.42283627907,153.126945283019,5.42036322009292,12.7833015292679,112.11325,87.7993,191.19215,187.3049,242.928415625,155.212214827586,249.1574,136.4206,213.197625,274.907425,104.960575,190.185525,8.36529324617001,4.72259036110902,0.638921611653623,0.547527787655514,-0.646289154976046,-0.868995909907785,"KIRP"
"ZNF433",0.0192929825482429,126.667749302326,100.41411509434,4.99165936379959,9.71653257811949,82.151,44.9325,154.68625,143.0668,186.3058625,121.753986551724,191.04805,108.4448,142.775975,214.348675,77.718,149.7969,8.94019859758434,4.26549089413917,0.653516668332024,0.567631022666811,-0.613704061600736,-0.816974655903781,"KIRP"
"ZNF595",0.0487066257317412,109.810680465116,128.903241509434,3.76930573231545,12.0121578959731,79.82915,87.9257,126.4779,138.8996,120.3866,112.080428275862,115.38755,99.3219,109.424075,129.01965,81.144725,126.6462,3.97931370764239,3.62268853155069,0.931004183819977,0.860767907802878,-0.103140443792047,-0.216303804303142,"KIRP"
"ZNF460",0.419221246268754,34.1740446511628,36.9943735849057,1.42161127390115,4.01650952936936,20.0268,21.5304,43.80975,47.4012,62.77006875,35.1716489655172,49.54215,29.07535,39.2492,68.238575,20.85805,44.6957,8.26768833671743,1.33190519884962,0.560325162389076,0.586881069957602,-0.83566381410075,-0.768859920625838,"KIRP"
"ZNF81",0.880876817283609,113.967961395349,112.358928301887,4.86094165855268,8.81601298926173,63.177,64.8019,145.4925,146.0812,127.47414375,113.260855172414,129.63925,100.6129,104.609225,161.921475,64.053325,146.821725,7.47198556796665,4.04675130711515,0.888500615423148,0.776099059505512,-0.170555319345153,-0.365687288433148,"KIRP"
"ZNF780A",0.35534851853143,266.536338604651,254.419839622642,6.01149000174662,9.97443236771657,212.4071,212.7072,311.1537,296.6538,293.4963125,262.173749655172,278.94825,247.04645,226.688825,328.659625,211.2694,307.685075,15.8440862846546,4.97345707775153,0.893277831745066,0.885635418039009,-0.162819135508596,-0.175215175830807,"KIRP"
"ZNF461",0.449849979181961,88.3700195348837,83.5817943396226,2.80514744508195,5.73717619265768,63.12175,61.0034,108.7831,105.3316,94.000390625,87.2113368965517,93.005,80.1316,83.020275,105.5885,62.363575,108.13105,3.60831542494477,2.39469251958903,0.927776324297075,0.861583785817967,-0.10815106402082,-0.214936994889317,"KIRP"
"ZNF181",0.623972748693511,170.878249302326,177.321718867925,4.36148438203129,19.7419208805041,131.991,126.2411,204.18825,194.0312,235.6463375,170.21218137931,235.92445,161.5368,195.348275,271.37745,128.8776,197.503975,8.92135680344588,4.91898192676608,0.722320504469162,0.684697156229462,-0.469288970228763,-0.54646207442777,"KIRP"
"ZNF44",0.745899605218505,288.742575348837,299.025441509434,11.7650571758484,42.5776813297072,193.1693,198.5004,329.0753,296.7834,741.322615625,286.941337931034,711.39305,245.4268,440.609975,1011.3663,191.2724,322.869825,52.5237610718423,11.8044957815465,0.387066753236872,0.344994655205023,-1.369345700975,-1.53535408363116,"KIRP"
"ZNF790",0.908109927272882,88.282423255814,87.7515264150943,1.9223625717834,4.99603674061683,68.90355,60.4953,102.76515,109.5842,119.706796875,87.8479137931034,119.82765,85.50915,105.269875,134.2308,66.596475,104.2806,4.48977746990694,1.75880854937295,0.733859029615802,0.71360115966557,-0.446425139185067,-0.486810135119045,"KIRP"
"ZNF677",0.103185693656772,28.9291227906977,23.5695169811321,1.47217516898146,2.81131575085783,11.51005,7.0027,41.06885,31.3601,63.145728125,27.7110055172414,59.6976,23.76085,54.827,74.05605,9.536,40.754575,2.42275994539466,1.25826460579001,0.438842125034747,0.398020188416285,-1.18822607629811,-1.32908648575315,"KIRP"
"ZNF823",0.88102454692822,171.589474883721,173.18389245283,4.37886478472584,12.0293743624553,129.76955,123.5201,204.9337,194.2384,152.81393125,170.357928965517,150.35005,160.51285,114.5231,177.21395,124.7033,203.829875,8.58758893562723,4.03712899874154,1.11480627173196,1.06759425753433,0.156793023961922,0.0943634505241208,"KIRP"
"ZNF311",0.301079969667257,29.3695009302326,34.089058490566,1.92579354013774,4.81964539960288,7.81365,6.383,39.5057,46.4332,30.920340625,30.2418613793103,25.26165,22.11,17.227625,45.66215,7.733625,41.2322,3.33147214184848,1.75926127921145,0.978057187211544,0.875239740872033,-0.0320092725580686,-0.192249848693206,"KIRP"
"ZNF347",0.108399961487006,95.9374646511628,82.2259150943396,3.77134486049105,7.73889595151279,55.60535,39.0651,125.33325,119.7194,120.95575625,93.3555293103448,120.15475,87.9058,108.0698,142.018775,50.4341,126.088725,4.19749504762513,3.22377717214245,0.771815515066443,0.731604867889118,-0.37367204960312,-0.450863420489462,"KIRP"
"ZNF273",0.395009311522574,113.392873023256,126.427047169811,6.71950300779737,14.3795533743117,52.5355,65.6028,135.9482,139.0582,42.0435375,115.805542758621,39.17785,82.8182,27.90205,52.204675,52.830925,137.398625,2.96089208685405,5.83957658223039,2.7544195765787,2.1139036470863,1.46174833977179,1.07990961937019,"KIRP"
"ZNF84",0.155290931743348,849.072146511628,760.596511320755,29.0322426606804,41.7790556221662,559.02025,573.4562,1053.6554,935.4839,535.93918125,831.806420344828,524.1258,735.48175,429.388575,613.628525,561.23985,1009.790625,23.0262009384004,24.2717188070939,1.55205375804911,1.40325423781848,0.634178528612475,0.488776416235873,"KIRP"
"ZNF667",0.618578698821471,73.1986269767442,66.7441981132075,5.87914208715622,10.5390098092389,5.5059,4.2911,114.54715,117.3116,96.879303125,72.6666020689655,98.65275,43.5273,69.35465,119.308275,5.22765,120.7809,5.61858854514968,4.92101963619119,0.750073542283911,0.441217300075264,-0.414896040763127,-1.18043873495655,"KIRP"
"ZNF649",0.407779398451485,129.223115348837,119.427188679245,5.32913848806938,9.93612586565763,78.85205,67.7026,157.32475,169.3247,244.43499375,126.660416551724,233.7786,106.7215,212.350075,280.192,73.663725,159.066375,8.2832135642373,4.46761333027074,0.518176283225912,0.456506711906051,-0.948485109580431,-1.13129202293112,"KIRP"
"ZNF248",0.529317988944102,497.395969302326,531.535267924528,23.9207595257256,50.028467419237,285.70105,295.6478,602.80035,631.3565,278.86469375,505.162017241379,269.53895,396.05225,232.1238,314.506525,290.628475,604.714175,11.5658411955597,20.3725720975991,1.81149506754789,1.46936926926517,0.85718087753623,0.55519700718746,"KIRP"
"ZNF544",0.751679259026643,401.755865116279,393.690560377359,10.7033240233059,27.3508857763275,316.2548,269.9959,484.5583,531.3205,463.36953125,396.961655862069,477.45015,390.8727,410.722025,499.378225,309.716425,490.964825,14.19965071809,9.76241676947805,0.856684846738224,0.818667037804889,-0.223163524935338,-0.288651285975012,"KIRP"
"ZNF251",0.735988694830291,306.773146511628,315.366171698113,11.639855098108,19.9508475586853,197.86215,222.5508,362.85475,380.7803,282.969325,307.889350689655,259.5674,270.49225,218.607475,329.726625,200.055775,367.153125,15.4895327773384,9.55050717102412,1.08806617356724,1.04208868293938,0.121766300498328,0.0594780578397234,"KIRP"
"ZNF607",0.106992780011062,153.641631627907,140.027105660377,3.78691416469668,7.16845783810736,115.77245,109.508,184.5536,173.6702,167.854125,150.145359310345,172.20375,144.24945,142.972525,191.955325,110.64085,181.527925,7.84900425865723,3.23541413374341,0.894499073587526,0.837667298186015,-0.160848106776052,-0.25555074185099,"KIRP"
"ZNF334",0.0968504858016829,297.740482325581,231.142554716981,18.0263694880692,33.634405614634,119.8828,70.9921,367.40405,325.8741,108.061459375,281.991372413793,97.58885,219.5806,72.3653,130.641925,103.0445,363.334575,8.76957801527331,15.1341643187805,2.60954621605852,2.25005828022361,1.38379895286397,1.16996237010927,"KIRP"
"ZNF485",0.000402433312346351,36.728731627907,49.7812943396226,1.34035879413535,4.94350323808746,25.1176,29.2839,43.26195,57.2784,26.614109375,38.9630689655172,26.14805,32.86545,22.122575,32.098325,26.164675,44.60485,1.41436216565357,1.39397045868294,1.4640004824703,1.25689869799086,0.549916029070992,0.329868377844672,"KIRP"
"ZNF192",0.955085796895535,265.047882790698,263.377032075472,13.0990954356803,27.2092712773074,144.7032,85.5898,361.0053,387.9178,348.40776875,265.413081724138,364.39085,236.22575,312.7862,405.411375,124.50935,376.99145,19.3045022146496,11.232086016789,0.76178864402586,0.648275745672538,-0.39253731306341,-0.625320497369868,"KIRP"
"ZNF442",0.0104697606491432,33.8749502325581,28.4693452830189,0.953404342434267,1.69261394723021,23.4516,20.0743,41.3414,37.8078,50.75404375,32.8153596551724,48.6468,30.75405,39.52765,57.77545,22.58515,40.16625,3.12264190608334,0.816055758792275,0.646556554524238,0.632190606576383,-0.629151526300928,-0.661568495814436,"KIRP"
"ZNF813",0.264811709015989,54.5463241860465,47.7386245283019,2.73070854070917,5.2747859790169,26.21755,17.4571,73.31475,71.5605,67.88554375,52.7628320689655,69.27,45.0042,53.69345,82.575925,23.070975,71.73705,3.50179932868314,2.30633133386081,0.777232222861374,0.649692507579039,-0.363582380790356,-0.62217102713707,"KIRP"
"ZNF26",0.716120827247463,236.07808372093,243.490888679245,9.27651442192806,16.2784408251548,147.97415,179.4872,284.7466,278.3904,133.6104625,238.750344482759,126.19155,206.86935,108.875125,156.69865,154.224575,284.7929,5.78103050006802,7.89438260407867,1.78691353966953,1.63932806911398,0.837469830849667,0.713104601429989,"KIRP"
"ZNF69",0.164684087899433,131.83087627907,114.519637735849,5.63774146467052,10.1419522542463,72.8108,62.766,168.2456,146.2101,146.344178125,127.822731724138,135.8841,115.1277,119.746225,170.410075,71.837275,164.38925,7.97074768245195,4.73385534604539,0.873439130697485,0.847249236665659,-0.195220928552103,-0.23914166298236,"KIRP"
"ZNF583",0.386764457993226,49.1580804651163,46.1369264150943,1.50807417534096,3.44534546091984,34.3937,28.954,61.169,60.0779,81.58370625,48.3389,82.5055,43.79665,72.201575,99.8506,33.510025,59.675425,3.36322679807968,1.31143668226301,0.592506791146179,0.53083309597542,-0.755096405016945,-0.913669773329366,"KIRP"
"ZNF568",0.464578492429801,71.3863381395349,66.9780226415094,2.76011746825755,4.63636576463357,44.3451,42.9474,90.0333,93.4447,124.426521875,70.0652120689655,129.49685,61.5447,109.71915,134.578925,44.13315,90.12945,2.96045134574764,2.25019490791102,0.563105124318702,0.475260209032112,-0.828523815253784,-1.07321047724698,"KIRP"
"ZNF480",0.13398740255398,368.974474418605,399.272490566038,8.40305461524429,22.1010377404218,290.86715,299.6283,440.84875,432.2211,356.90498125,370.935308965517,360.9484,368.5471,331.324125,383.847475,288.037225,439.1441,7.86155576470723,7.85986177019711,1.03931110086045,1.02105203957131,0.0556275661649934,0.0300563973794813,"KIRP"
"ZNF587",0.648215183655197,418.517454418605,436.702481132075,17.4714832139791,37.532844283841,277.69185,278.3617,498.49915,590.074,422.1538375,424.231399310345,426.7128,375.78305,319.047975,519.008075,276.523525,519.430075,23.2674231996798,15.2542733348061,1.00492133820848,0.880646303555928,0.00708257661014842,-0.18336539306737,"KIRP"
"ZNF808",0.0687288632617048,247.883499534884,220.438543396226,6.72605852700234,13.0449194135605,180.1389,149.6698,296.748,265.7964,268.35846875,243.75716137931,262.799,222.58345,223.26745,314.080575,173.805,292.0659,12.0091348822238,6.01855450325102,0.908326696432271,0.846972210700954,-0.138716812181204,-0.239613459617516,"KIRP"
"ZNF43",0.629530336378959,391.339141395349,378.527726415094,11.4863754635251,26.1771920248636,279.0407,263.7723,488.53995,453.6199,286.411075,384.53430137931,264.25705,378.0409,214.56485,323.049525,271.7568,486.348925,17.651929032622,10.1281496038108,1.34259578258037,1.43058018698082,0.425025015677678,0.516600365970995,"KIRP"
"ZNF28",0.222163294413218,347.071105116279,317.556701886792,10.4717647631762,23.5952558021345,238.41,199.7094,440.2906,422.8549,359.681378125,340.227894482759,339.4335,317.6177,308.9587,383.984975,231.426725,435.5014,14.6846364898889,9.0559613776526,0.945914676640611,0.93572879518374,-0.0802180393766321,-0.0958376447141814,"KIRP"
"ZNF627",0.964797937103234,335.771173023256,334.990018867925,7.81230428866032,16.2577896514245,254.83075,276.161,404.9703,402.6578,406.5975875,334.771626206897,395.98875,316.932,331.9213,443.0896,256.2977,401.719675,17.0715455718222,6.68521891593604,0.823348776526857,0.800356070721706,-0.280424398656429,-0.321286110916062,"KIRP"
"ZNF789",0.363882258789117,200.540600930233,169.893026415094,15.9738894703373,19.9858304231136,64.00325,72.5051,254.81265,243.6704,57.6615625,194.04011137931,51.97565,116.8429,42.196175,70.292675,65.56705,249.53855,3.58352310460599,12.7501560910144,3.36515527790823,2.24803153014921,1.7506730764551,1.16866227046583,"KIRP"
"ZNF534",0.299896682095539,4.34234418604651,4.70522075471698,0.155497139480635,0.311802415344241,2.91105,3.0831,5.64605,5.6482,3.868953125,4.40457724137931,3.72655,4.0965,2.482125,4.230175,2.9438,5.5683,0.364960980763045,0.135980835451865,1.13844161432669,1.09927412754424,0.18706030387571,0.136551198055609,"KIRP"
"ZNF525",0.167643675226539,166.720609767442,151.2145,4.94821069968978,10.3282120525654,119.256,101.0962,206.3105,202.7703,145.3613,165.171269310345,145.0873,161.2863,120.17315,162.180825,118.57125,208.7322,5.66942527132309,4.35983744157632,1.13628090358538,1.11165002036705,0.18431953212506,0.152702657348029,"KIRP"
"ZNF814",0.693862681775737,207.935993488372,217.367673584906,9.91949906260806,26.615668510332,109.612,87.7189,258.34405,248.7617,238.87148125,208.434709655172,245.29655,170.9416,206.036275,274.62305,109.24565,251.6941,9.09495688210159,9.00308933931188,0.87258097351951,0.696877310341299,-0.196639078551257,-0.521023412025483,"KIRP"
"ZNF551",0.390502468195249,73.3598674418605,66.8687603773585,3.45265540749499,5.89201478674881,39.80955,36.7034,94.4699,95.3545,105.7239125,70.8793989655172,112.44825,61.04785,77.602675,124.6159,39.6783,94.746925,5.66002072239302,2.83347675807103,0.670419749794232,0.542897288308177,-0.5768634450886,-0.881248817050954,"KIRP"
"ZNF805",0.896452859134834,266.226369302326,264.27831509434,6.74347455585659,12.5914291138031,203.7073,210.1187,304.25225,301.0989,207.95431875,266.230992413793,200.45435,251.7447,177.6678,232.08245,206.787625,304.638375,8.39143414090211,5.60264521377675,1.28023786192126,1.25587047624559,0.356411880798182,0.328687680062444,"KIRP"
"ZNF468",0.103967108426907,366.322575348837,323.54049245283,11.7348024187615,22.8668714784641,259.5996,207.4972,426.9952,388.1292,401.248090625,354.768994827586,390.93525,337.3793,336.130825,410.0529,248.943675,419.4336,17.8351722186787,9.81994968221167,0.884163696019049,0.863005574452547,-0.177614596795954,-0.21255821658502,"KIRP"
"ZNF616",0.853360040242578,131.41242744186,129.875875471698,3.74979707936983,6.95095697750303,93.3304,98.1241,159.5004,155.0468,166.886975,130.949896551724,167.6907,126.0315,136.535075,186.600375,93.5918,158.897875,6.06571900428395,3.11289218603512,0.78466217361615,0.751571196255964,-0.349856441330683,-0.412018317931099,"KIRP"
"ZFP57",0.978337394012646,9.86544558139535,9.77252075471698,1.56210529586669,2.68956566826175,0.95355,0.4529,7.8036,11.3848,8.97075625,9.55727172413793,3.53845,3.11545,1.919575,13.769,0.867825,7.82455,1.77229898285128,1.2699891468259,1.06538082830396,0.880456131922169,0.0913692247204825,-0.183676970257294,"KIRP"
"ZNF155",0.75838737237692,144.640024651163,141.748028301887,3.9403250927952,10.1391730776701,107.06715,99.5191,179.25415,173.8811,157.1997125,143.88617862069,153.1952,140.87,128.0834,177.97075,105.51095,179.007175,6.72466239208896,3.52064081871418,0.915308153764528,0.919545782113278,-0.127670562350528,-0.121006689925485,"KIRP"
"ZNF425",0.913826915786697,79.5185590697674,78.8448226415094,2.52319582473136,7.2448715374687,50.49825,39.3352,100.876,95.0537,131.38621875,79.0322179310345,117.40295,70.62415,101.903,137.02515,48.357475,99.386425,10.926992453008,2.36536514170573,0.601525933868422,0.601553453299087,-0.733301156560303,-0.73323515568525,"KIRP"
"ZNF611",0.00161613449568643,414.362194418605,306.388852830189,15.6422805833077,25.0863247712357,248.9466,162.9052,555.58805,392.6477,284.421478125,394.326135172414,281.0232,359.6992,228.4091,344.815525,229.36845,525.20955,13.2709459795385,13.0242833397969,1.38641475943358,1.27996265077047,0.471358918272205,0.356101713089045,"KIRP"
"ZNF254",0.605748101169449,289.261537674419,298.305130188679,7.44736202661682,18.1904791352588,222.3027,206.2708,340.41505,372.6102,303.780303125,289.048388275862,286.02865,282.4613,262.0228,330.8739,220.392175,344.874625,14.2260176001787,6.65327522901895,0.951504706863512,0.987527997632405,-0.0717173017071909,-0.0181064439529532,"KIRP"
"ZNF625",0.200242133706028,30.282903255814,26.7302905660377,1.22858085699779,2.49289678192574,17.1435,14.9231,41.42485,33.2225,32.2391,29.8562896551724,30.23465,27.2531,24.2081,37.25035,16.09605,41.19805,2.25588049949102,1.10023488460883,0.926089427284645,0.90138632330786,-0.110776581671088,-0.149782534611787,"KIRP"
"ZNF845",0.915088178425905,112.597518139535,113.364677358491,3.20981600401894,6.32790642652043,80.77965,81.0409,133.0648,132.1213,146.00699375,112.03149,149.7725,106.40975,127.2264,162.961625,81.270725,132.543425,4.97382089386142,2.70098260851338,0.767302216987123,0.710475888430787,-0.382133171562822,-0.493142405632662,"KIRP"
"ZNF90",0.223240147272136,210.777640465116,245.99669245283,12.321592734917,29.6787668704185,103.62055,127.4725,256.80055,264.0699,112.80286875,220.2262,116.2182,165.58775,69.825725,139.1207,109.038575,264.51705,8.78454006969387,11.0678807232643,1.95231027756996,1.42480050456813,0.965182356352931,0.510759932457428,"KIRP"
"ZNF788",0.643116712509163,66.9281520930233,63.5595811320755,3.11479724782964,7.37820081074313,29.02765,25.0506,95.0088,84.5187,125.970171875,66.8098431034483,124.1238,58.4149,113.959725,137.7541,28.25075,95.103625,4.2043117055667,2.78780911754537,0.530362403329445,0.470618044242925,-0.914949586504427,-1.08737145804653,"KIRP"
"ZNF880",0.766902863233255,182.191494418605,175.883905660377,8.66792041113277,24.4948657588857,79.0401,59.3505,263.2742,216.6667,190.369690625,179.107261034483,183.19245,143.5223,148.3719,252.076375,72.631125,261.220225,14.0217161215277,7.98545780531495,0.940839166394914,0.783450955538834,-0.0879799752024947,-0.352085130866661,"KIRP"
"ZNF630",0.743127567218643,52.3536223255814,53.7358962264151,1.89347699115865,3.60605098649861,36.20735,35.8586,64.65445,68.439,46.090775,53.2808062068965,47.7497,48.8944,39.842,55.5941,35.798975,64.958225,2.31644459297401,1.7671049552079,1.1559971861375,1.02397292548435,0.209137886116777,0.0341775700392319,"KIRP"
"ZNF844",0.00370189931529552,225.872178604651,163.179573584906,9.57532646170538,18.7122453191003,132.0464,59.8939,295.662,266.7719,376.553271875,211.646660344828,366.32705,187.3133,280.12265,416.896925,113.5244,286.3159,25.0947507719791,8.18460958211872,0.562062996534221,0.511328060540438,-0.831196256800417,-0.967678894812611,"KIRP"
"ZNF717",0.137014731272109,59.5674381395349,51.8326339622641,2.28654457604104,4.80435961472167,36.95165,21.0526,78.0297,70.1254,54.695175,59.0234279310345,52.64665,54.77405,46.1473,58.847825,33.784975,77.83975,2.40235794998137,2.07682797945969,1.07913409054884,1.04040902887458,0.109874141703056,0.0571508244397385,"KIRP"
"ZNF492",0.278903926658293,3.67274790697674,4.59369056603774,0.353140559418333,0.935214087530607,0.6732,0.7092,4.4957,4.9883,4.44528125,4.02186517241379,3.33305,2.49745,2.3754,5.717225,0.715075,4.7631,0.521450616542632,0.351442468344391,0.904749316460864,0.749298690388683,-0.144409982246879,-0.416387164930728,"KIRP"
"ZNF688",0.690320974019834,465.503070232558,450.297975471698,17.1023384460399,32.8780344346579,301.89305,279.0698,533.7691,524.4263,253.485759375,459.649023448276,258.7992,406.0942,217.766975,287.825575,298.2603,532.5882,9.68789736124789,14.2347504043761,1.81331300259863,1.56914781807672,0.858627975452313,0.649981264582139,"KIRP"
"ZNF879",0.240518601854526,56.0417897674419,61.2246622641509,1.69231943160031,5.64390932265636,41.0745,42.016,67.62205,71.8531,72.722228125,56.3998696551724,69.21475,51.73975,62.1524,85.088575,40.7582,67.70845,3.17767219291571,1.69205379045074,0.7755520025903,0.747524913403574,-0.366704574278711,-0.41980643284105,"KIRP"
"ZNF737",0.852558127292215,327.39778372093,334.631205660377,16.6876093823615,39.433730732598,203.54455,202.1277,406.93545,381.8685,307.091325,324.358606206897,309.2276,280.79195,252.519475,349.47215,198.416675,399.6074,16.1462990010601,14.529757586435,1.05622848905581,0.908042975465321,0.078921960047111,-0.139167516508277,"KIRP"
"ZNF709",0.0128026819379642,112.04153255814,96.8382075471698,2.68144839260698,5.56659210961015,86.04805,71.9281,134.9676,130.4348,152.012128125,108.576954137931,156.6901,107.2249,127.422125,173.5615,79.39035,133.6339,6.84464804222689,2.34604086599743,0.714265075275098,0.684311899730742,-0.485468513890076,-0.547274059786707,"KIRP"
"ZNF585B",0.245032524974416,69.1794106976744,62.9507811320755,2.3641474788967,4.89702871172308,42.979,35.1188,90.6655,84.6931,98.81030625,67.7780862068965,102.7115,64.77375,85.5487,111.7154,41.71235,90.464675,4.23404904790905,2.03830730035457,0.685941464804402,0.630637757213165,-0.543842626418621,-0.665116545999171,"KIRP"
"ZNF324B",0.988296370922801,107.471971162791,107.5385,1.89744772546916,4.91418661465827,88.7191,87.0483,124.88025,128.6504,117.08935625,107.446886551724,120.53645,106.6441,103.031575,135.2036,88.2662,126.131125,3.85223553611987,1.70356551183662,0.917648623178968,0.884745651626541,-0.123986257848501,-0.176665328818649,"KIRP"
"ZNF564",0.644161887088815,234.044329302326,238.891566037736,4.54875436574145,10.2712877380567,192.47405,197.6113,267.9729,270.5448,288.91315625,233.308074827586,274.2053,227.3861,231.069625,327.663125,192.982075,268.35895,13.8035259358204,3.95176486434961,0.807537039350683,0.829254941461744,-0.308399661381677,-0.270112390947791,"KIRP"
"ZNF674",0.429262635862523,49.1266306976744,52.0233943396226,1.68855522479018,2.71021876463775,35.53685,38.61,56.57575,61.2917,57.796284375,49.6130913793103,55.8598,46.49375,51.7889,63.3796,35.696425,57.90975,1.71152871566284,1.38400369684708,0.858413164718434,0.832329331648162,-0.220255893293903,-0.26477361564874,"KIRP"
"ZNF432",0.421220214570476,100.805266976744,109.886401886792,4.27515777555269,14.710510249141,58.91215,63.6606,131.15375,133.554,123.9304375,101.55039,122.0293,91.1471,108.152525,142.854275,58.854325,131.5576,5.05807322805213,4.23136669588227,0.81941443965289,0.746927991883916,-0.287334778793501,-0.420958929194679,"KIRP"
"ZNF10",0.118840863587046,247.799592093023,212.631666037736,10.028752527009,19.8491829406846,148.94755,132.1389,296.4124,247.6006,314.23906875,238.183517586207,282.1005,202.86535,202.219975,398.865,143.087575,287.796725,28.4608633654767,8.59622948666428,0.757969142836594,0.719124390066661,-0.399788977866682,-0.475686753415154,"KIRP"
