"gene","Recurred/Progressed-DiseaseFree","mean-DiseaseFree","mean-Recurred/Progressed","SEM-DiseaseFree","SEM-Recurred/Progressed","Q1-DiseaseFree","Q1-Recurred/Progressed","Q3-DiseaseFree","Q3-Recurred/Progressed","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF233",0.926699386185477,16.4765218604651,16.1452037735849,1.68529698971551,2.38908265297888,5.34505,5.6617,15.3072,18.3302,35.803284375,15.8383551724138,33.28135,8.73375,22.383475,42.8463,5.38095,16.11075,3.47963559288271,1.33161018049017,0.442371571460441,0.262421746714,-1.17666941960151,-1.93004081480773,"KIRP"
"ZNF235",0.384640591810356,60.34818,56.7025660377358,1.87071200467234,3.67427145824809,40.1898,36.1686,75.92275,75.5955,73.852478125,59.2167406896552,72.9599,54.29785,62.7595,84.8532,38.9809,75.574325,2.8287814730254,1.57778340664369,0.801824694215773,0.744214972882364,-0.318641245278414,-0.426208678508823,"KIRP"
"ZNF208",0.700549286819384,99.936391627907,114.146020754717,15.8895344640236,37.0859717874044,3.7486,2.4823,104.4001,65.6347,90.344859375,101.587592758621,92.87405,17.40765,51.9172,115.18325,3.555675,86.26285,9.24660888981724,13.8057824401447,1.1244424249636,0.187432872799237,0.169209792422085,-2.41555409351589,"KIRP"
"ZNF714",0.126149482147321,75.131683255814,93.1570509433962,4.93859682692483,12.6194114011533,36.5768,43.6741,89.02345,105.9661,86.865034375,77.8928382758621,83.8599,56.78935,65.689575,103.8098,37.13045,91.567275,5.38626987623619,4.40269342740022,0.896711074096804,0.6771931519117,-0.157284880214893,-0.562360710775165,"KIRP"
"ZNF394",0.364724735322601,447.148242325581,470.854605660377,10.9290595627731,28.346658944257,342.4437,328.3125,528.7923,526.4271,353.332234375,451.599632413793,359.3247,423.04135,306.997625,398.04355,342.6895,521.776325,9.70005698728023,9.71425620623196,1.27811614248164,1.17732332344534,0.354018940016562,0.235510576174771,"KIRP"
"ZNF333",0.330826138729229,138.347333023256,149.025566037736,4.91518773082863,9.47028783556173,89.9426,107.9196,168.5276,191.1357,142.118359375,139.84292862069,140.7925,124.02935,120.011525,161.42815,92.139075,172.5379,6.13822503008458,4.10143376172831,0.983989185040433,0.880937194807962,-0.0232856358007723,-0.182888927011742,"KIRP"
"ZNF382",0.112096169847087,67.2416660465116,58.2192660377358,2.41901961219381,5.81088510692956,41.10925,27.7008,89.50035,76.6852,39.6160625,65.7863724137931,37.794,62.97615,31.78385,45.162325,39.4669,86.509525,1.92315281674322,2.21148417999604,1.66059846088422,1.66630020638197,0.73170326624206,0.736648345025912,"KIRP"
"ZNF577",0.442506392963073,197.954014883721,166.921964150943,18.5018420611725,31.0776400671989,45.228,38.572,231.2082,230.8463,178.651778125,188.679145862069,166.82015,101.70945,122.1375,224.8932,42.1037,230.383875,11.8102298116142,15.0750002884646,1.05612800411118,0.609695231661163,0.0787847018410416,-0.713839831959561,"KIRP"
"ZNF75A",0.0917666152152875,249.513166976744,283.395581132075,8.6127583970806,20.1672456752904,166.7871,178.568,299.877,341.031,234.8702375,252.634392413793,227.0531,225.4362,196.088875,280.13115,166.7269,302.1898,9.69045758865468,7.62011730536502,1.07563391216732,0.992878758316887,0.105187145768171,-0.0103105356977352,"KIRP"
"ZNF496",0.661275451912476,251.596677209302,258.990264150943,7.44242317480194,15.5311019897351,172.7026,197.2651,321.55675,300.3815,298.066353125,253.977061724138,298.2124,234.27545,252.804325,341.4827,179.83145,313.2303,10.0839937768281,6.31264418075636,0.852082293292687,0.785599290975157,-0.230935323600635,-0.348134467305894,"KIRP"
"ZNF2",0.589385724643803,123.489265116279,120.825794339623,2.23598215251416,4.02859468423911,101.7029,103.1488,139.43655,138.0438,111.86175625,122.814138275862,114.98625,117.9913,98.469425,126.619275,101.4601,140.54715,3.7070248103588,1.90758776853546,1.09790997739553,1.02613399428192,0.134759766101387,0.0372191327616648,"KIRP"
"ZNF589",0.0814840491560213,232.781305116279,204.4642,7.1784582373299,14.6878232237827,163.85765,138.8613,276.38485,252.9345,248.766315625,226.661365517241,227.56535,200.37335,190.2462,290.631025,154.4031,274.755575,12.8406613984694,6.22685143063025,0.911141707219395,0.880509049378563,-0.134252645246587,-0.183590263543556,"KIRP"
"PRDM9",0.401946118756704,0.75184511627907,1.56120754716981,0.439094568326416,0.771813355826768,0,0,0,0.3969,0.236475,0.852587586206897,0,0,0,0.458275,0,0,0.0535281646922681,0.354976228279168,3.60540262694533,NA,1.85016037887316,NA,"KIRP"
"ZNF12",0.533030237185679,852.509922790698,824.207447169811,20.4153960861958,38.4551623232107,636.37555,614.7816,1050.76295,935.1753,544.087159375,849.669462413793,560.7951,830.76705,488.746175,598.681875,626.22635,1035.557575,13.2048248777083,17.4903509819664,1.56164218870708,1.48140925268427,0.643063933817945,0.566970253223103,"KIRP"
"ZNF202",0.36208242052571,200.954430697674,212.763813207547,5.38597806377954,14.2245228897799,149.73645,153.7827,225.3952,246.1939,160.833378125,203.743947586207,160.4998,193.99265,125.70825,189.084325,150.755175,232.804225,7.40109568715321,4.95418206089249,1.26680139384908,1.20867845318187,0.341190359862744,0.273430492974369,"KIRP"
"ZNF3",0.85054114933903,769.989711162791,760.787658490566,21.1231140394199,48.1598234887301,565.56215,539.0914,921.65835,867.7417,491.892990625,767.078764482759,477.61425,713.79235,447.917325,530.872975,556.8623,916.044975,14.5410725206469,18.4289512046645,1.55944235657456,1.49449550552564,0.641030225734826,0.579658558330414,"KIRP"
"ZNF606",0.715861007533964,214.838449302326,209.5317,6.40462696911609,13.6238591646723,156.09205,133.348,263.9646,282.598,219.638775,211.97995862069,217.8827,197.9678,167.742,248.8817,146.656975,262.4537,11.2990227372938,5.58012076741391,0.965129944021449,0.908598066757939,-0.0512048965746003,-0.138285859140188,"KIRP"
"ZNF91",0.692303824094216,287.116332093023,295.070649056604,9.08540621124255,16.6245129816533,210.6718,201.127,341.9608,382.666,437.265215625,285.549045862069,445.1418,268.3989,388.953375,477.084875,206.190575,342.840875,12.0685282811102,7.59508446376173,0.653033984086575,0.602951464005402,-0.614770022874592,-0.729886221214661,"KIRP"
"ZNF226",0.363971008059127,297.576829302326,279.6288,8.54620344075581,19.473249041695,214.45255,179.9038,349.5644,356.5891,248.7681625,291.641428275862,245.47555,269.86095,213.4615,270.387475,207.368675,349.72895,9.92284042801728,7.51222705198235,1.17234225370725,1.09933942504661,0.229393811777111,0.136636892408544,"KIRP"
"ZNF229",0.298923872690191,123.431501395349,109.235737735849,5.92591676843076,13.311789114745,61.49905,27.89,167.8518,174.8093,181.08565625,119.53670862069,183.31735,104.56475,148.756475,202.01365,50.30385,169.589075,7.00498189794255,5.18133791530838,0.660111414101522,0.570402910581023,-0.599218550709653,-0.809946751481974,"KIRP"
"ZNF180",0.413308534795853,102.340486046512,107.513737735849,2.7507543947703,6.10455143677149,75.7287,75.9003,119.92925,116.9739,161.2118875,101.961468965517,162.03075,96.5913,137.892425,181.758425,74.47035,118.2039,5.08790993161958,2.37065185902269,0.632468675521942,0.596129438393638,-0.660934066129025,-0.746302475855016,"KIRP"
"ZNF641",0.246317919973414,103.492714418605,93.4142547169811,3.97900684035528,6.66734378110282,63.2454,57.8548,137.0411,120.8289,172.686796875,101.233439655172,177.61885,95.15565,152.026875,192.1455,64.413875,135.35235,6.624224806346,3.26391564047391,0.586225707391229,0.535729456642693,-0.77047185986463,-0.900423471250973,"KIRP"
"ZNF610",0.863858999992319,95.0243804651163,93.7804094339623,3.17991009414694,6.83902696505691,61.74215,55.4325,127.7026,136.2637,86.655340625,95.4294293103448,80.68465,90.5697,67.769525,99.24115,60.4778,129.55195,4.70427433420596,2.76083678658938,1.10125271705197,1.12251462948653,0.13914557862134,0.166734247416424,"KIRP"
"ZNF528",0.584679057136582,296.574041860465,280.39559245283,12.142267014295,33.5487376694879,170.7134,118.5596,356.98415,395.3255,269.1527125,292.047970689655,279.6002,253.8871,209.93715,325.4192,160.292575,363.906675,12.7057654184002,11.2820350601851,1.08506419265477,0.908036188815316,0.11778039537503,-0.139178299150905,"KIRP"
"ZNF701",0.328745394311111,111.620898604651,104.414532075472,3.29680348479875,6.41557135435224,78.07985,68.4039,134.9276,134.0418,98.6439,109.70318,90.00865,107.4665,80.901175,105.73525,76.010675,134.21875,5.94474479773706,2.79461389614914,1.11211316665298,1.1939574696432,0.153303601606377,0.2557514467973,"KIRP"
"ZNF283",0.757841034277118,35.3650804651163,34.546679245283,1.18749351229716,2.30514513227354,24.0107,24.7074,44.6895,47.1869,40.3255,35.0318565517241,39.68275,32.5033,34.896575,44.851825,23.788375,44.99215,1.69105742010874,1.00054071253764,0.868727146637342,0.81907881888226,-0.203024974240565,-0.287925807686244,"KIRP"
"ZNF558",0.712720373258021,393.843144651163,378.941554716981,17.905934525698,36.8043799472388,239.7973,206.4214,471.11405,451.3575,255.996159375,392.728853103448,246.2148,330.45375,226.792,284.75835,235.141225,480.564075,9.774100979477,15.3829808078484,1.53412009798222,1.34213601294479,0.617411428069802,0.424530882609498,"KIRP"
"ZNF597",0.299666629886891,42.2904297674419,45.6663622641509,1.38094876776784,3.3872721699961,28.5731,28.9963,53.41875,54.0751,41.928525,42.8837220689655,42.0019,39.315,37.6346,48.31655,28.314675,53.422925,1.56766869256138,1.25866111353842,1.02278155668404,0.936029084398563,0.0324980505177932,-0.0953747368033881,"KIRP"
"ZNF30",0.626394522714971,60.3576223255814,62.1700867924528,1.54735144955423,4.09662751974209,44.61925,44.4489,72.06145,70.0269,70.619228125,59.894944137931,72.1524,57.07285,59.1784,81.3111,43.45,71.1731,3.0991805031286,1.41305473532618,0.8481393202417,0.791004180041135,-0.237626825249287,-0.338242776284514,"KIRP"
"ZNF354A",0.0604888960518335,308.916417674419,400.684701886792,9.87886536733066,89.9701345140208,215.7068,235.3408,366.50955,387.3874,204.6103375,323.830832758621,203.817,286.0981,171.855225,221.447725,213.989,369.6144,7.21069503671841,18.2934858762195,1.58267092814223,1.40370086891672,0.662361318842524,0.48923552758713,"KIRP"
"ZNF764",0.345325459112006,211.682359534884,220.024994339623,3.80120387602003,8.85208412209301,172.70585,181.956,242.98695,235.4852,166.63608125,215.101929655172,161.118,207.9501,150.597625,184.96605,177.612575,241.94515,4.56264835428368,3.37426416896374,1.29084846475992,1.29066957137005,0.36831964977683,0.368119698737777,"KIRP"
"ZNF747",0.982976351377241,347.440809302326,347.752575471698,6.12955377848294,15.7228693645367,283.03575,273.7504,398.18765,396.7121,312.230025,348.414602068966,313.02495,342.40165,290.328175,329.0166,281.458225,400.67865,5.47109113786184,5.505181152301,1.11589076697209,1.09384779072722,0.158195810625394,0.129412000616375,"KIRP"
"ZNF778",0.0174061943678812,62.9231609302326,51.1700377358491,2.32299218633853,2.98434944812454,42.3702,36.3437,72.07635,62.8455,123.11051875,60.3298534482759,123.52535,53.59785,96.821525,147.70235,40.5193,71.088925,6.15341387393864,1.855982461741,0.490046293857208,0.433901624241502,-1.02901005022391,-1.20456010822389,"KIRP"
"ZNF212",0.702422415849371,385.448529302326,376.754162264151,9.79368590790932,22.7906059481499,279.2893,276.8751,454.91215,414.9348,293.625078125,383.953977241379,292.78935,362.82145,264.008575,319.935625,278.574075,450.89085,10.0352550414511,8.63471738385351,1.30763346132828,1.23918936942208,0.38695820013974,0.309396672910363,"KIRP"
"ZNF282",0.852584655534848,916.202557209302,907.118449056604,21.8847077586865,42.3401360830979,726.3063,710.1989,1037.5463,1018.2825,576.22408125,918.077009655172,577.49665,848.7468,492.427,658.44625,726.2863,1039.5427,17.5362984034024,18.5376987307333,1.59326386995766,1.46969995410363,0.671985220004434,0.555521652401508,"KIRP"
"ZNF160",0.351234171108906,657.666712093023,599.860979245283,28.9685248414635,41.4128602729138,397.76015,428.7776,834.26665,718.1956,508.409996875,651.949849310345,450.7142,538.5063,400.60355,612.29455,412.062075,786.305425,26.0798070394354,24.333054002774,1.28233090088242,1.1947844110525,0.358768592270633,0.256750319323137,"KIRP"
"ZNF415",0.550755555329545,139.127943255814,130.941501886792,6.11159892861873,12.1277974534499,68.3419,65.8864,196.16405,192.5366,169.095740625,137.954890689655,162.98005,138.1862,127.047875,212.390825,67.89745,192.59465,9.51903641424927,5.17338131865302,0.815838945320301,0.847871871434571,-0.293643716857962,-0.238081830585134,"KIRP"
"ZNF439",0.18080341307886,130.461246976744,110.029967924528,6.99108466800657,11.6413199039615,60.02295,42.2257,173.80235,152.2995,134.987653125,125.034514827586,137.3491,111.3336,111.922175,155.1111,56.6648,165.981275,7.14943498611923,5.77322800605507,0.926266306088031,0.810588493117174,-0.110501059892349,-0.302958399444158,"KIRP"
"ZNF440",0.998858942084216,237.241794418605,237.29320754717,16.297007642194,29.3257563050015,141.6482,130.0518,279.5418,253.9243,210.01435,234.797322413793,198.8421,197.0436,182.4002,242.6446,139.83975,279.246025,7.76627036432251,13.2996014852059,1.11800609060187,0.990955134752651,0.16092804762402,-0.013108353656309,"KIRP"
"ZNF562",0.52392473171847,298.056093023256,285.477632075472,9.11749411389063,14.3730771883796,226.267,205.0695,339.0128,334.2567,358.942053125,294.812514137931,350.7624,274.3041,323.125875,396.783625,218.517275,339.24325,11.0659406950722,7.40861024402652,0.821337348386047,0.782022531491403,-0.283953192152854,-0.354717920087949,"KIRP"
"ZNF561",0.672331259492823,534.148756744186,547.406533962264,13.7003497597931,29.8285504590188,428.7261,400,601.09765,656.1086,629.479440625,534.37992,610.38405,513.21455,542.14385,675.765575,424.093325,600.216575,22.476136872629,11.6095475889259,0.848923547795974,0.840805964703698,-0.236293461229223,-0.250155191027421,"KIRP"
"ZNF584",0.142482887932601,167.737976744186,177.721477358491,2.92831370154779,6.7734850621295,138.01735,150.1859,191.66615,204.0169,183.220728125,169.202733103448,181.3981,166.1928,172.345725,196.274075,138.5801,193.9276,3.89270107840445,2.60745637987393,0.92349121649605,0.916177181569156,-0.11482985536655,-0.126301463538723,"KIRP"
"ZNF274",0.0747323860235372,502.548292093023,451.815220754717,12.5076252244154,26.2310412812852,389.6861,326.1203,582.7477,552.0362,473.480209375,490.204947241379,462.2857,469.5499,400.896825,531.345925,363.27405,584.282525,18.4574912034554,11.1192221148371,1.03532299246141,1.01571365932366,0.0500809193461554,0.022493748077313,"KIRP"
"ZIK1",0.177462027982847,61.5926209302326,51.4802320754717,3.42562182548475,5.79720952666458,28.84195,13.986,79.4865,74.6106,86.443925,58.8587617241379,89.7083,50.1658,74.2307,99.85475,26.0843,78.545775,4.19926651499181,2.81466449764753,0.680889509865938,0.559210240301065,-0.554507388428641,-0.838537315189223,"KIRP"
"ZNF540",0.0395701564332016,81.757868372093,63.5498981132075,4.04089122191959,6.73868456166874,43.1092,28.89,100.52475,103.4483,125.286546875,76.815295862069,124.156,58.7462,99.398425,149.303625,36.564075,100.2418,7.0697778481318,3.40302678236273,0.613116873104569,0.473164406069783,-0.705765986425115,-1.07958654428239,"KIRP"
"ZNF570",0.105113260613979,52.7724204651163,46.132741509434,1.75423417508684,4.12862194620128,31.64275,24.7309,68.5298,63.9043,74.335503125,51.2238575862069,72.68985,46.09245,65.58195,85.833525,30.77355,67.429075,3.02185570251531,1.5439873571603,0.68909007718789,0.634097470279551,-0.537235511931422,-0.657223473638301,"KIRP"
"ZNF57",0.965984338230451,108.504268837209,108.853730188679,3.21449336333815,10.1268282069276,76.51535,71.0322,127.94265,122.7309,105.6120875,107.845207241379,102.04605,96.5842,89.487475,116.1019,75.8849,124.76825,4.72745878317175,3.15361995948639,1.02114454693815,0.946476615214406,0.0301870997030055,-0.0793612334707755,"KIRP"
"ZNF556",0.735650765788169,7.3378888372093,6.70411509433962,0.86152774230844,1.42814340234661,0.36345,0,9.92465,11.4686,8.965784375,7.18373275862069,6.44445,2.43185,5.087225,11.011025,0.27345,10.057875,1.16896939775397,0.702084160162318,0.801238626555827,0.377355709176113,-0.319696121818029,-1.40600299336327,"KIRP"
"ZNF554",0.0510358343086582,127.045462325581,114.585150943396,2.95500328787727,4.48018633389582,99.0258,90.9167,147.25595,138.4615,146.504196875,124.192330344828,146.43155,120.09505,129.701225,163.812225,95.265525,144.810975,5.44356313343487,2.44106975088842,0.84770493264975,0.820144634131101,-0.238365912977853,-0.28604974059135,"KIRP"
"ZNF738",0.164165877370887,133.85710744186,150.495296226415,4.86357908631355,13.7418779570807,83.02665,95.6281,163.1527,176.8236,124.926990625,136.675815172414,122.47385,120.45395,96.2027,151.906525,84.4381,166.568475,6.64156695916041,4.55792449390504,1.09404552601992,0.983507499764235,0.129672773593534,-0.0239920410298035,"KIRP"
"ZNF596",0.237658876583294,99.0762748837209,87.8801679245283,4.39391708725668,6.70365759938359,55.88615,52.3603,122.81245,110.97,90.04145625,96.5127068965517,84.65135,83.0626,75.080475,101.936675,54.797525,122.3609,3.873015649484,3.71082533036941,1.07186967999034,0.981231840957055,0.100129510776435,-0.0273340448019695,"KIRP"
"ZNF621",0.0154549671311132,794.096632093023,645.735681132075,28.1615199277504,44.3420939816219,523.63635,450.6699,939.23625,729.5492,544.850309375,765.74363,509.71505,708.0365,444.29575,632.698225,494.562175,926.108325,21.5136293941285,23.6952867047139,1.40542019858333,1.38908297881336,0.491001538117679,0.474132783298315,"KIRP"
"ZNF680",0.814356689393478,206.350150697674,209.581226415094,6.06686047510682,12.6898902223287,144.7001,143.2387,259.6668,266.8187,232.9405,207.247178275862,225.5915,196.215,207.17685,263.887175,142.6237,262.1863,8.86154897310179,5.38903746678996,0.889700066222327,0.869780111396041,-0.168609035103926,-0.201277374724553,"KIRP"
"ZNF483",0.195207276087424,20.9498930232558,17.733658490566,1.13568737154259,1.90797282921634,10.21235,8.1391,27.9084,20.7756,38.51615625,20.3556203448276,33.51585,15.54765,27.787575,46.41855,9.54185,27.134975,2.71605462385736,0.953497446993613,0.528495632136906,0.463889473189551,-0.92003654668615,-1.10814698668096,"KIRP"
"ZNF417",0.352671694499958,116.598096744186,107.913683018868,4.2215439177707,7.71492603614802,76.25905,65.2015,146.34785,139.5125,141.74843125,114.93507862069,140.6461,99.745,115.324225,166.319925,74.54745,145.9017,6.57875058942131,3.5612646951273,0.810838452370454,0.709191367553029,-0.302513587571515,-0.495753119373029,"KIRP"
"ZNF791",0.857889626392101,161.019978139535,158.636832075472,5.93739249224669,11.7036678138457,99.9584,92.737,214.9109,204.9261,241.5302625,160.587687931034,243.2682,154.09625,216.19135,285.09535,97.27625,216.661825,10.0430200160729,5.04495009919917,0.664876054324805,0.633441814425395,-0.58884267529197,-0.658715989957278,"KIRP"
"ZNF519",0.158770614363063,27.8264711627907,33.1149981132075,1.50519633335107,4.43264827635942,15.8072,17.9567,34.94035,37.6283,17.53420625,28.61635,14.46215,25.1735,10.345,21.02295,15.866575,35.105125,1.76149716843199,1.40758012662695,1.63202996428766,1.74064713752796,0.706667545625807,0.799623770746365,"KIRP"
"ZNF25",0.901364434949333,232.515039534884,230.759230188679,6.26367752612615,12.9254235222123,167.33295,162.7821,285.31895,273.6727,296.912578125,231.891248275862,295.5319,220.3775,251.403475,329.65155,166.541825,285.455075,10.8318059533963,5.41241582153492,0.781008503379187,0.745697841755831,-0.356589838816908,-0.423336928893136,"KIRP"
"ZNF77",0.633318247086443,60.8770781395349,62.6354867924528,1.53612679721545,4.02880730536913,47.0109,48.0652,71.7604,72.4541,62.8543375,61.6208310344828,62.0145,57.29855,45.8806,76.603975,46.811,71.87625,3.68858336482027,1.64406557235503,0.980375157633039,0.923954075256593,-0.0285941676121288,-0.114106950005919,"KIRP"
"ZNF169",0.618840779920111,71.0512088372093,74.3849018867924,2.77078958265815,7.46132512309454,42.97665,46.3158,93.8407,86.8358,55.98568125,72.0556431034483,48.4892,60.38815,35.89905,73.702425,43.0508,91.1044,4.72765952988717,2.6375859816298,1.2870369975796,1.24539381965469,0.364053526330499,0.31660202488053,"KIRP"
"ZNF613",0.8644054428893,94.4354023255814,93.3609283018868,2.81979350223009,5.42289466644814,72.5167,68.1319,102.0602,114.2047,130.28884375,92.9169186206897,130.9949,85.39145,112.8515,146.923475,70.708075,103.456475,4.05211521056302,2.35320231376458,0.713160973313877,0.651868507857939,-0.487700339130105,-0.61734711538964,"KIRP"
"ZNF404",0.880484732484917,58.6268590697674,60.3861867924528,5.33581285169556,9.24612197612258,19.24955,12.6394,68.6805,80.0712,43.50859375,58.1381786206897,41.9863,36.7764,31.728775,48.776275,19.169125,70.872625,3.11736636471454,4.32298843448587,1.33624586799452,0.87591428632673,0.418185486779792,-0.191138394857206,"KIRP"
"ZNF135",0.23159460565582,149.701378139535,129.096388679245,7.38678006216773,17.3502709209713,76.9637,24.453,203.02605,213.0889,148.165125,146.347962068966,143.87525,130.2339,117.43265,171.768575,60.98645,204.286375,7.82879793879442,6.59088995572385,0.987735555644188,0.905186263794503,-0.0178032510803857,-0.143713403019978,"KIRP"
"ZNF620",0.192042685884763,58.9286088372093,54.2259905660377,1.52517509564376,3.77104366417298,43.0661,34.1055,74.42625,69.5035,64.4552875,58.1118272413793,63.54055,56.03965,52.172725,75.4002,42.146775,73.373425,2.88940149846114,1.40057629710576,0.901583554978004,0.881950974613849,-0.149466894115532,-0.181229632582179,"KIRP"
"ZNF619",0.0784066911288835,47.6447488372093,40.3795811320755,1.84596122444188,3.53577920266016,28.0444,17.6082,62.6934,52.8541,69.60785,46.3332627586207,71.19395,43.1829,60.46545,77.6275,26.738525,61.0518,2.83813193898819,1.56727672444383,0.665632723300902,0.606552944456657,-0.58720173505098,-0.721294514881496,"KIRP"
"ZNF354C",0.862020573820429,28.2395344186047,27.4480716981132,1.95875388834172,4.56984332473313,6.5578,3.534,39.0006,39.803,43.570315625,27.9384824137931,45.2275,18.8362,34.148075,52.082525,5.962175,40.321925,2.56938185097724,1.71035437450971,0.64122745068577,0.416476701122105,-0.641091906886287,-1.26369230545689,"KIRP"
"ZNF114",0.972289609346559,47.3613460465116,50.2762188679245,40.3418524485157,40.8927757031048,1.207,1.2999,6.021,6.8738,9.32219375,44.6992775862069,9.90125,2.7741,4.950125,12.523125,1.184625,6.04095,0.910211691058219,30.8042540270661,4.79493119162074,0.280176745360434,2.26151011238213,-1.83559087768193,"KIRP"
"ZNF454",0.948008101681512,17.4975618604651,17.3128188679245,1.24955829781733,2.60964481823569,3.638,2.2305,25.5713,31.7125,24.956215625,17.4791489655172,22.98085,10.9661,19.327225,29.754975,3.354825,26.04815,1.82508924638781,1.09819625919076,0.700392608725797,0.477184264289615,-0.513764235860186,-1.06738162562967,"KIRP"
"ZNF543",0.759459051825847,82.7082586046512,84.5290113207547,2.51049754813026,6.29234935267775,57.16605,58.5637,104.2596,117.6471,104.3659625,83.1715706896552,101.73085,78.0861,92.056475,119.808,60.2444,104.29265,3.7910924357321,2.20928780718553,0.79692237485622,0.767575420828588,-0.32748889120365,-0.381619580353092,"KIRP"
"ZNF354B",0.335443926630317,113.74966,124.746539622642,4.67167813071246,12.9855746151256,60.32335,66.2983,147.08185,161.0289,76.100346875,115.294202068966,69.2802,103.50995,51.11915,100.016425,60.371,152.90065,4.97239889162963,4.349564303975,1.51502860109618,1.49407695127901,0.599345029520101,0.579254454934137,"KIRP"
"ZNF223",0.22346553512058,74.1849637209302,67.2180962264151,2.40729889717453,6.08545347022612,54.57945,40.7225,88.67395,82.7226,94.381865625,72.1437231034483,96.4573,67.89695,80.3033,106.102325,51.46145,87.944875,3.61091804763918,2.14845870705251,0.764381193629836,0.703906806431447,-0.387635811327014,-0.506543658637052,"KIRP"
"ZNF713",0.433927655939375,43.0891804651163,40.0012320754717,1.80633518027635,3.04048757623618,23.99605,24.4399,53.91795,54.8668,54.87195,42.6101248275862,49.56905,38.4861,43.0916,70.325775,24.1825,54.850325,3.54129533815471,1.50186414924408,0.776537462721595,0.776413911503246,-0.364872568241389,-0.365102126917007,"KIRP"
"ZNF552",0.936978026857224,122.002561395349,121.128113207547,5.06785614211357,8.49779267520425,89.08815,83.2714,130.1943,141.4865,228.024934375,120.128524482759,240.8683,107.1429,177.095375,262.2769,87.2647,130.794425,9.41521134758802,4.10723372751554,0.526821879423065,0.44481943036921,-0.924612831525898,-1.16870828640092,"KIRP"
"ZNF154",0.216850070707139,43.1338902325581,33.1134716981132,3.75449362481542,5.79414364348754,9.4133,7.0922,52.9976,40.6866,84.846340625,40.1058417241379,77.89555,21.1868,65.4627,93.692175,9.139475,50.984125,6.95489042024228,3.00859533054042,0.472687937142698,0.271989863349062,-1.08104004687467,-1.87837520947258,"KIRP"
"ZNF571",0.63870049523568,78.1036255813953,75.7402849056604,1.82613985300654,6.93289839920429,58.26245,51.3113,91.05145,89.931,86.17405,77.54609,83.90545,73.45765,72.78765,97.23735,57.059725,91.084675,3.14268457673223,1.90236282546214,0.899877515330892,0.875481270882881,-0.152199449056446,-0.191851779384908,"KIRP"
"ZNF443",0.0790516076655585,115.60176372093,101.673326415094,3.5984188467318,6.32275537953643,76.0679,66.1795,142.60665,126.6042,86.428446875,111.908133793103,82.3994,103.25995,67.1332,102.9988,73.650425,138.292025,4.51620568620391,3.03979535254558,1.2948067197708,1.25316385798926,0.372736757958805,0.325575067215826,"KIRP"
"ZNF792",0.366115936156572,82.2568069767442,87.8790735849057,2.40654058208633,7.84768660033771,61.87915,57.9423,94.1594,101.0042,93.277634375,83.1549634482759,92.59235,75.70615,77.11745,108.786525,60.42765,95.927725,4.26269590836003,2.3230364092866,0.891478048360142,0.817628562186833,-0.165728821335323,-0.290482500121662,"KIRP"
"ZFP82",0.769933217542304,53.3645637209302,52.0096660377358,1.98325458329811,4.71503872517865,31.8388,21.2397,68.76645,80.6271,70.890315625,52.8488962068966,70.8942,49.6302,49.683675,86.25435,30.535725,71.41175,3.91002210406494,1.74710836918998,0.745502340354357,0.700060089541881,-0.4237152133212,-0.514449334024865,"KIRP"
"ZNF707",0.447361819626676,192.72003627907,200.088522641509,3.95147552164223,11.1410653169378,152.399,143.6716,227.6917,228.7486,174.208390625,193.138610689655,162.89565,187.842,138.026175,201.820275,152.094675,222.628375,9.31973165954442,3.61196601552822,1.10866422677312,1.15314313181475,0.148822492895432,0.205571596028162,"KIRP"
"ZNF746",0.00565368371100872,493.23577255814,569.855443396226,11.5278601497526,29.6075195924157,379.77815,431.6713,563.1379,658.3424,390.22851875,515.615873448276,385.27315,472.50335,364.497875,434.1188,391.611575,598.41165,9.83161566007686,11.1761204957734,1.32131776298648,1.22641131363553,0.401977461252375,0.294442911022075,"KIRP"
"ZNF678",0.188837414430045,24.0355548837209,28.3774396226415,1.42315906915865,3.28075531493521,10.1709,13.0965,29.24485,35.5884,37.362196875,24.5840248275862,36.5591,18.49515,29.81005,44.498475,10.6803,30.616375,2.19620328679866,1.23147777368128,0.657991951325432,0.505897300535298,-0.603858158121228,-0.983083553932986,"KIRP"
"HKR1",0.328137221165968,689.359163255814,654.937626415094,14.9922622200678,36.2461009841873,545.9568,472.808,785.4414,808.9411,686.57445625,680.975083103448,636.9818,659.69955,580.059975,804.003575,540.93685,789.48155,24.9577704376744,13.477185303743,0.991844477906832,1.03566467676157,-0.0118141724026565,0.0505569687762742,"KIRP"
"ZNF101",0.0170378467059558,74.3270139534884,84.6295188679245,1.55813249915438,5.91851359990596,58.01395,60.5745,87.2019,91.5789,81.335903125,76.2617231034483,75.55125,72.56225,64.87975,94.5495,58.46455,88.087175,4.44949480660691,1.63041193743038,0.937614511837982,0.960437451398885,-0.0929331957813489,-0.0582364336201704,"KIRP"
