"gene","p-adj-Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","p-adj-Cluster 14 (HNSC)-BRCA basal-like c8","p-adj-Cluster 14 (HNSC)-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-BRCA basal-like c8","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-Cluster 14 (HNSC)","p-adj-Cluster 6-BRCA basal-like c8","p-adj-Cluster 6-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-Cluster 14 (HNSC)","p-adj-Cluster 6-Cluster 5","p-adj-Low purity c2-BRCA basal-like c8","p-adj-Low purity c2-Cluster 13 (HNSC-LUSC)","p-adj-Low purity c2-Cluster 14 (HNSC)","p-adj-Low purity c2-Cluster 5","p-adj-Low purity c2-Cluster 6","mean-BRCA basal-like c8","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 14 (HNSC)","mean-Cluster 5","mean-Cluster 6","mean-Low purity c2","SEM-BRCA basal-like c8","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 14 (HNSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-Low purity c2","Q1-BRCA basal-like c8","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 14 (HNSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-Low purity c2","Q3-BRCA basal-like c8","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 14 (HNSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-Low purity c2","count-BRCA basal-like c8","count-Cluster 13 (HNSC-LUSC)","count-Cluster 14 (HNSC)","count-Cluster 5","count-Cluster 6","count-Low purity c2"
"ZNF233",0.999922021853358,0.999998984300233,0.99984833346352,0.946941037682182,0.714965368035169,0.267728253797266,0.948313838237867,0.732577405545637,0.298868957096883,0.999999999952777,0.972286041846264,0.916955683612139,0.707156807529051,0.999905288811462,0.99992754346873,4.8266,12.46802,7.9173125,32.9848857142857,32.9097434782609,30.277025,NA,5.31837076419085,2.56406163519616,3.58553519804035,5.37616359858588,10.1481391149305,4.8266,4.7818,4.896975,12.873575,14.594325,13.457675,4.8266,13.1537,7.4121,38.1473,40.306225,33.0518,1,5,8,70,46,8
"ZNF235",0.994989065537864,0.999723139739294,0.996923001072567,0.918575168586875,0.941145725134022,0.427900615606423,0.842662506614978,0.77351896691729,0.189474667449604,0.905445624215028,0.801006579109532,0.757187790286841,0.304177882677634,0.940523794211469,0.998886753294601,30.247,53.31998,42.4919875,70.3037571428571,78.1471782608696,84.03175,NA,14.1944521303008,2.75685503792932,4.57958611164563,6.10340057748986,22.2557419306393,30.247,33.941,38.38175,44.883625,50.01445,40.230275,30.247,66.1929,49.09555,78.1112,94.8145,100.039025,1,5,8,70,46,8
"ZNF208",0.913960939143695,0.779277447853768,0.99623560766737,0.960348833586921,0.992684462896373,0.685549607114115,0.844334967783993,0.999965163506704,0.995909346182379,0.427699140353231,0.939891406711869,0.999923504559835,0.963466788227599,0.999084579749807,0.993101744630565,296.6777,65.81332,6.7750625,121.066151428571,47.150547826087,92.2977125,NA,58.7143776444526,3.2869856494394,31.6439589593777,19.0767543895216,40.122294054488,296.6777,4.3726,0.79875,3.316225,1.877,8.714275,296.6777,16.7364,10.94155,96.318925,24.10225,132.88785,1,5,8,70,46,8
"ZNF714",0.999999981412836,0.962950032465809,0.593223907887008,0.999941561555806,0.993486078755305,0.48989692712354,0.999989656736702,0.998361634664916,0.41635966070656,0.999496937153791,0.999913154658886,0.995893705125658,0.806113233497658,0.999999523415713,0.999889160852128,255.8121,263.19676,115.504125,221.657378571429,231.628693478261,216.8410875,NA,74.4521715140908,30.671894403391,19.3262312913912,25.2974729368751,47.0629404228014,255.8121,130.8623,52.308225,122.6035,104.0744,123.47545,255.8121,412.2745,182.263625,265.49255,301.721575,300.9814,1,5,8,70,46,8
"ZNF394",0.99999999296641,0.886826337906473,0.376075056183423,0.998162538120817,0.958009460615896,0.388587104591036,0.97713940720737,0.66565931070191,0.895623245976455,0.565237106906371,0.926050324595371,0.506833353006104,0.999892047497242,0.593202722290605,0.97511012703075,548.3067,543.47946,401.3925125,493.404205714286,453.331904347826,416.6357125,NA,55.7033363606759,34.8218590628606,14.5392797042576,21.5465978702663,27.2622479464436,548.3067,481.1711,337.211575,403.9671,342.63015,364.2892,548.3067,557.377,487.80145,554.974825,519.474275,485.014775,1,5,8,70,46,8
"ZNF333",0.999993478645365,0.997446600151857,0.876029960413388,0.999347873309991,0.998125598077204,0.231710354006719,0.999303446769188,0.998007001308723,0.25072898999349,0.99999999536901,0.999999999973349,0.999890375395926,0.919172974530335,0.946543082715594,0.948334865940502,141.2598,157.01556,89.80305,178.065982857143,178.705052173913,142.532875,NA,42.6393959558716,9.53746970148717,11.9079682289838,18.747468031687,24.0038889209403,141.2598,73.7519,73.127025,107.59915,109.0843,93.774125,141.2598,247.4975,104.461375,218.391725,223.799975,177.8338,1,5,8,70,46,8
"ZNF382",0.989838422391243,0.999999856456742,0.785904797033706,0.998849201383064,0.990080096491828,0.82427654023574,0.998222618614536,0.995348060787507,0.78836306172436,0.9999521509975,0.982343056334219,0.999997595148568,0.596100798117462,0.938810530578368,0.966497878932334,14.4799,39.49264,11.9925,28.9782285714286,30.4067891304348,41.8441625,NA,16.5503129254585,6.24449095486231,4.22311702320965,5.90035030994106,17.1950115159574,14.4799,4.1604,2.83905,5.865025,6.988275,12.9406,14.4799,59.0302,10.619625,37.7709,41.3011,47.967725,1,5,8,70,46,8
"ZNF577",1,0.99999998795408,0.999999798816642,0.994991619400896,0.858430038925972,0.644333959938535,0.992662990845835,0.819756628431578,0.589214445939126,0.999864296038473,0.982407912868266,0.787807592914743,0.631088369866047,0.994008643545856,0.998486528534095,61.781,61.15502,50.5601125,207.996868571429,221.063119565217,264.29795,NA,14.5184743747888,14.274964363321,32.8979908809686,39.8271524885133,162.66670278054,61.781,44.2511,23.2485,60.174875,86.2609,68.38655,61.781,69.3365,91.595725,220.974175,275.023525,149.47495,1,5,8,70,46,8
"ZNF75A",0.999954603370829,0.999999959975947,0.999698828496401,0.999949177885184,0.940780795756181,0.982581225743424,0.99999828237873,0.982942398233045,0.998503214997682,0.994633185268348,0.999666809952427,0.934392768696663,0.976480382863565,0.999667607293437,0.993505891025632,241.9757,206.29556,233.5504125,275.535188571429,259.021552173913,293.7405625,NA,57.3645308599452,44.5665816623383,19.2244657861238,24.8893332728472,66.1816388973098,241.9757,166.8359,147.351525,157.252125,148.746925,157.667675,241.9757,323.7509,276.238125,326.492375,343.122575,358.3914,1,5,8,70,46,8
"ZNF496",0.943616252346653,0.999981993117858,0.704248565319651,0.994578611546032,0.922207131057268,0.925225599302077,0.979779785476563,0.992268019824414,0.710256758088987,0.928200997725936,0.919181329195483,0.999998381670647,0.497926671634232,0.740409311216624,0.954322168672854,189.848,345.7139,217.4519375,274.387724285714,303.050684782609,354.85935,NA,130.864753742415,36.4176345349923,12.4423538578218,29.1138158295508,75.0330158488939,189.848,145.2331,130.7649,205.7028,196.9597,208.492675,189.848,406.492,282.405325,338.9618,352.245625,503.073325,1,5,8,70,46,8
"ZNF2",0.996151817695774,0.967143167330743,0.148490856398245,0.999989329593691,0.956472274953742,0.0870120096313522,0.999997371163119,0.941477011559117,0.12811855033048,0.999962733505659,0.999890472735531,0.72498794372792,0.841779826851677,0.886929185342777,0.929350767624442,113.2652,136.76008,76.78135,119.749258571429,118.177347826087,102.3419,NA,43.0103767495636,7.37031221600745,5.05290801268254,6.0683638592426,9.19441035208349,113.2652,63.9183,61.614925,91.1838,85.733575,86.9767,113.2652,178.6358,96.01745,143.9211,136.1001,112.89865,1,5,8,70,46,8
"ZNF589",0.975297452576218,0.992554571047167,0.999070279716126,0.933082900678012,0.99971486742293,0.938991901235981,0.938839364547177,0.99986787982763,0.955837049906964,0.999999042617829,0.963686358696765,0.999999399201382,0.995379493813971,0.999905554748966,0.999972833142272,114.5523,218.6517,191.8401875,235.736001428571,233.513634782609,224.731825,NA,35.1192128565405,33.12856259741,16.1957115514351,17.8738071827968,44.7687794435345,114.5523,194.8595,119.660525,145.941225,148.651675,128.524025,114.5523,282.3154,242.65205,275.284825,306.591875,290.1138,1,5,8,70,46,8
"PRDM9",1,0.999999999225398,0.999999987693649,0.99997266459829,0.998807343546458,0.998200410385403,0.999998680613048,0.999945442372456,0.999957001379486,0.997972027338022,0.999999951777102,0.999999073354548,0.999999883508069,0.999352822988147,0.999996566759009,0,0.05802,0.8871,6.8646,3.74785869565217,2.0272625,NA,0.05802,0.599079884072233,6.04548926197699,2.29579104182953,1.0655635743817,0,0,0,0,0,0.57165,0,0,0.692525,0.680725,1.23815,1.8847,1,5,8,70,46,8
"ZNF12",0.939047190472194,0.999999998339871,0.451329411794606,0.996350946115167,0.872367428417081,0.724757141893695,0.986328857151452,0.975406999744965,0.468374746872558,0.951680025728158,0.952896537709522,0.999984734403546,0.406052786222176,0.862252916551798,0.983873728588632,941.5172,599.43892,950.7571875,774.177348571429,718.1524,630.3427,NA,37.6507745329814,364.488023484016,33.7133318917926,28.7682328880985,76.3172303546332,941.5172,599.1302,449.2041,592.5185,573.53915,521.33775,941.5172,653.705,763.341975,863.8804,862.61025,746.4476,1,5,8,70,46,8
"ZNF202",0.999495988348696,0.999564796443833,0.999999988691949,0.9823498592206,0.976995709679797,0.926123491739784,0.998611047437167,0.999998230134415,0.999969628385854,0.640619223827713,0.990792935354375,0.996429133504614,0.990680032685611,0.999983100837699,0.990731803270776,208.511,254.71398,251.9216875,298.740005714286,261.057404347826,290.8306,NA,56.0925054063143,27.3806937462945,14.8451630176651,20.2557119784347,56.9521086282463,208.511,158.472,205.4088,224.595425,182.146175,197.071275,208.511,350.0583,303.348225,358.243675,314.2243,289.640775,1,5,8,70,46,8
"ZNF3",0.859102385587688,0.99984083014186,0.0838350554071581,0.984842002125459,0.804291433288594,0.119063978891177,0.983066865700135,0.835861102535538,0.123159620542133,0.99999839627542,0.995881182030733,0.800875167219083,0.586433888962,0.999043802170879,0.998416162297247,535.8153,918.91514,452.5573625,741.157397142857,747.05937173913,698.87825,NA,178.049880485426,52.4506418806663,32.8305653766051,47.8793958877945,161.300954463517,535.8153,754.3096,356.9098,576.616275,514.563525,455.367675,535.8153,1318.1118,556.69995,870.164225,854.777875,752.2407,1,5,8,70,46,8
"ZNF606",0.977592041143192,0.820496942182131,0.949582020434556,0.999171383637724,0.933751141463747,0.124533932359721,0.99972789595418,0.88649002765545,0.0925506052106151,0.99886506281457,0.993360116786348,0.999135426411911,0.711868397837011,0.989750661624274,0.968651454369182,348.6638,193.7019,96.2692375,278.266915714286,292.424780434783,233.901275,NA,44.705531348313,24.6118340185957,22.3313312846716,33.0266365118617,57.5774570925324,348.6638,99.9054,55.1502,139.558725,147.5894,116.89995,348.6638,261.8051,116.949025,335.225275,372.565925,311.663375,1,5,8,70,46,8
"ZNF91",0.758316899339794,0.535033296450921,0.992628184843752,0.988204890086134,0.46526106864407,0.0267743413503628,0.985389288797447,0.531088963214821,0.0429354834084024,0.999976171947326,0.875158094270012,0.99544708138322,0.815200008457961,0.695572888623109,0.769673911577792,671.5469,206.68846,103.7842625,470.165124285714,459.64487173913,299.49595,NA,65.4501286201532,36.6757350976332,36.5335893651998,54.112117113181,88.3229694453099,671.5469,111.1272,22.748375,239.648275,205.73435,192.6866,671.5469,275.4743,169.930575,623.82525,603.78045,323.63275,1,5,8,70,46,8
"ZNF226",0.999768257176658,0.998183349547427,0.999845848963372,0.827066152960954,0.352638686437987,0.304940342581187,0.897420942779499,0.586975363318889,0.593831264857664,0.959694857905838,0.785134929742331,0.418290061568991,0.436179529535269,0.998602097320546,0.96555125851553,110.691,178.43298,210.882325,382.978805714286,347.661047826087,416.3616375,NA,36.6192088118709,22.3924029180797,27.6241046279659,26.865207651446,150.142543583794,110.691,125.9455,176.671725,241.082025,227.2929,206.7412,110.691,231.5392,234.105475,464.931375,442.308275,374.5197,1,5,8,70,46,8
"ZNF229",0.999968918260218,0.999671410735205,0.999954670820117,0.998225075877817,0.750055254942069,0.351298531300326,0.999643142334905,0.886536342144481,0.579018378454106,0.988816091969505,0.999279987981266,0.913694358149788,0.738557848623218,0.999991059661546,0.999979845438271,125.1709,74.67776,46.3220375,231.159821428571,201.591460869565,217.7727375,NA,41.7744296867905,18.9033816858248,28.552002952105,41.3127663852849,105.007066393558,125.1709,12.4811,2.597975,78.795575,13.15025,32.965525,125.1709,80.1952,82.0233,301.76245,271.53925,230.400125,1,5,8,70,46,8
"ZNF180",0.999483273565644,0.998904183683648,0.9999994597771,0.99999012988629,0.881585792761608,0.673151083034223,0.998983164616997,0.616991473449406,0.316182930613251,0.822183799410196,0.999829380068128,0.87306429319112,0.745529925824849,0.999325829251554,0.999798904723558,189.2044,153.89932,149.2966125,203.767335714286,226.652723913043,216.4707125,NA,19.7869563748294,21.5791427061645,10.5215177618293,16.4151375596241,50.938042081366,189.2044,115.3555,127.7311,137.251275,162.37505,132.104975,189.2044,173.939,159.908,251.342425,272.957525,240.425,1,5,8,70,46,8
"ZNF641",0.982986797448719,0.979332247924299,0.999999999882617,0.823909280016844,0.904780572424989,0.804801616353422,0.815524319941939,0.894640675133017,0.792488730988671,0.999997450709812,0.924025597749683,0.996169929000174,0.99387330276296,0.995099960563697,0.992975628002254,188.2391,138.65366,138.0832125,107.098882857143,105.697510869565,119.9805,NA,33.6209431339545,57.3982348450108,6.09950765563305,8.69953043717063,22.1657139522394,188.2391,95.6884,76.167825,69.71525,65.0199,98.5649,188.2391,134.3016,97.97445,134.684175,131.8456,125.3782,1,5,8,70,46,8
"ZNF610",1,0.999992093350682,0.999800932071284,0.958621933935754,0.45267847212626,0.0866296700527597,0.984953492706586,0.710168486924761,0.265053396781885,0.942896598733531,0.922335314854906,0.454976186462979,0.16869108962649,0.99535375772041,0.930394905649154,22.8461,23.24554,9.923275,96.3434485714286,81.3787652173913,113.089025,NA,10.3357319070107,4.07490529980891,11.6585349639588,10.1096773334344,45.4876802500875,22.8461,2.031,2.82725,25.65605,27.619125,40.62655,22.8461,34.0439,11.245675,127.057975,118.3113,133.74815,1,5,8,70,46,8
"ZNF528",0.999998427231687,0.999997861722568,0.999999999999104,0.994935203482471,0.732376390894399,0.511863637678046,0.996225968454666,0.783056424114568,0.593369815929634,0.999984954581904,0.999148948702263,0.952366117154646,0.916642705723123,0.998776118420865,0.999652949586045,147.6953,115.38894,114.4276875,301.747652857143,292.93892826087,259.383175,NA,40.2974764813084,28.9009583210206,39.5390230320875,39.5219222528905,58.7584514502587,147.6953,50.069,55.7024,129.986825,106.9091,186.941175,147.6953,149.6057,170.833025,360.176175,411.749875,310.818075,1,5,8,70,46,8
"ZNF701",0.979881644135843,0.710324800462843,0.794054503407598,0.998956287859761,0.95399180547832,0.0339517582264752,0.994644979555839,0.995540643605124,0.119871354347865,0.960500956928634,0.974775140907219,0.999999998144445,0.707389325986466,0.874880157629845,0.984752854825331,179.8729,111.21714,47.0933625,146.354355714286,132.459497826087,109.895875,NA,32.3476330163213,13.7463971641006,12.6813800283468,8.55136474421785,31.5186926525512,179.8729,58.7179,17.8666,85.129225,85.973075,67.1987,179.8729,163.7849,65.446825,170.09365,178.62245,125.5652,1,5,8,70,46,8
"ZNF283",0.957465091704501,0.978151847329011,0.999772430353925,0.99981960646972,0.70631513653476,0.7539091526399,0.999561474959005,0.78751610474331,0.846511790400482,0.999740056643712,0.999766154255869,0.875349285655944,0.931904959062102,0.999999563465377,0.999999838519945,78.1916,44.83264,50.50805,68.6282342857143,66.686797826087,67.573725,NA,9.05225521572387,8.3835855880064,4.02202807134805,5.51688451187157,20.2308296824404,78.1916,33.2829,38.36095,43.791825,43.9081,36.478375,78.1916,54.991,60.57815,81.999225,79.920175,67.058725,1,5,8,70,46,8
"ZNF558",0.900246819049045,0.999999047104527,0.441244053245761,0.993428734509208,0.802531335812919,0.813204707073168,0.993844992041302,0.807304112047484,0.836715635039592,0.999999996085722,0.999999582358058,0.424956249686754,0.999999996628991,0.792185244333124,0.817492962943662,226.2087,612.13772,259.037525,415.22433,413.268534782609,254.03705,NA,347.245017907597,47.4466569554535,37.3364525972405,51.8395879363015,31.1270269823968,226.2087,250.1757,181.039675,249.53535,241.689075,201.932575,226.2087,341.303,272.794375,515.233175,515.7003,256.76795,1,5,8,70,46,8
"ZNF597",0.99376756258923,0.949018733987875,0.991635380181985,0.826143939598627,0.757677706424028,0.971680353998622,0.820571740214334,0.751519631246429,0.968143044812382,0.999999431623192,0.944008440915261,0.988865856205158,0.999999978388403,0.979880079772832,0.976887321357258,9.3315,23.4011,31.2031,37.9050042857143,38.2716391304348,31.70505,NA,10.1128619747824,5.50878863926933,2.62290054593718,3.82352549431239,8.54877559875431,9.3315,3.4356,23.975775,21.671675,21.03125,9.61435,9.3315,29.1225,37.75695,53.783575,50.27615,45.1706,1,5,8,70,46,8
"ZNF30",0.998577738000596,0.978117205664043,0.277155442759511,0.999035713765504,0.488769161800125,0.895258295592944,0.99994348497713,0.732517467962209,0.687531443412666,0.953908162846587,0.999388272940428,0.720970362669074,0.962626067843131,0.999999982545527,0.998827919012277,92.028,114.88904,52.1843125,72.6358271428571,81.1121195652174,73.432325,NA,31.4986807474789,8.0653995386031,5.12910252078553,9.43815143562005,17.0007347617973,92.028,79.6439,35.129575,43.18325,40.27605,42.973325,92.028,101.0161,59.2058,96.188825,107.91085,89.1195,1,5,8,70,46,8
"ZNF354A",0.975783121910275,0.76161253241972,0.895132159895309,0.963258190456562,0.999999999303778,0.602293109508448,0.978109902000272,0.999979737767329,0.475079143860583,0.996927165873168,0.900417578924025,0.995360151981153,0.989364587917757,0.972790018114152,0.923160192029114,381.6266,269.69296,186.624325,268.314411428571,280.684513043478,229.1493625,NA,76.2973107506785,25.6599163058341,18.1564869423707,18.0328035170654,33.3833359894517,381.6266,204.8455,150.63655,172.735125,198.233925,164.14025,381.6266,355.6485,191.06875,331.872275,344.3843,310.289325,1,5,8,70,46,8
"ZNF764",0.903025453248387,0.999999996378933,0.379880725775106,0.996630245157326,0.721099977800614,0.825313691449981,0.994419398937415,0.803777404480953,0.762076670668264,0.999658691789331,0.983603373868403,0.977758303039464,0.736588401989915,0.988431362794116,0.99719929259749,123.8838,242.0687,127.203325,174.459425714286,180.39082173913,198.8920875,NA,86.7775363011189,16.8783994547421,10.4917386407321,16.2948022228117,54.9282882147826,123.8838,112.3298,97.168175,133.085175,125.382025,126.402225,123.8838,302.111,156.02825,197.965575,202.350225,175.788925,1,5,8,70,46,8
"ZNF747",0.999904566889043,0.99984459277651,0.939314927232506,0.999986662779993,0.999942160964278,0.858122260802219,0.999680248088359,0.999998745753847,0.666806626199148,0.974424201420079,0.999955248888073,0.999999643445357,0.92696449501837,0.999990782627615,0.999905459916297,216.0599,245.30052,184.8050625,234.134427142857,250.558519565217,240.3528375,NA,70.3840730990286,36.0110692362577,11.7774748671873,20.505729585998,20.4766890520829,216.0599,137.9652,140.199725,179.5666,175.060625,218.4853,216.0599,250.4423,202.063425,266.978125,282.2348,258.638,1,5,8,70,46,8
"ZNF778",0.999992746647003,0.975715210434064,0.871706861124895,0.999952698319024,0.999997507568688,0.616767328173599,0.998909794939032,0.996103611485902,0.898225133992378,0.927365756955334,0.999999036169975,0.997920761776438,0.483452108887004,0.965693835861166,0.802748635448792,71.7561,67.35936,48.829175,65.8599542857143,60.53735,74.595825,NA,10.2654186166274,4.85848675907684,3.01979509912143,3.9705686456287,23.4440456850741,71.7561,52.5719,38.498725,50.805325,44.171425,42.921275,71.7561,76.3764,57.36025,73.69075,67.165025,69.13025,1,5,8,70,46,8
"ZNF212",0.992306322044862,0.85838961971942,0.90616014610814,0.97541091117503,0.999838655445209,0.808072802165595,0.999828488342621,0.970104327228129,0.132114146068847,0.111533026062642,0.941429590575763,0.991152972480363,0.996178185255068,0.991609302120321,0.438628978948772,538.3316,449.45908,366.860975,432.63886,501.144106521739,401.7866625,NA,109.816153054582,47.3779173373779,13.8549418723374,23.9466017091852,45.8934066396639,538.3316,303.0484,292.047175,353.414525,411.83045,314.5025,538.3316,614.4054,410.39785,492.7435,570.4758,463.75,1,5,8,70,46,8
"ZNF282",0.846527648748482,0.870214507698527,0.999979424688733,0.94046416138797,0.969814807646058,0.980269953248697,0.962996290250792,0.924747182132094,0.933709036857708,0.995723905503273,0.825322909344822,0.999999999985398,0.999947663373997,0.921148177282891,0.828919964265648,1475.3439,1029.1474,1062.8085125,1154.61476857143,1188.06878913043,1027.1704125,NA,189.195832066785,127.386518015422,35.8570102489369,60.7600301877669,73.3779569120786,1475.3439,1058.2451,926.959625,940.85715,919.6633,813.52145,1475.3439,1210.5654,1110.088575,1388.573625,1375.66355,1140.241075,1,5,8,70,46,8
"ZNF160",0.894642028779343,0.228667936003575,0.28611135893053,0.818926983936121,0.999980748056875,0.0350423556606491,0.742853145210575,0.997015403699514,0.113009577115639,0.973442987391198,0.54272266957216,0.882951516760301,0.85314901145276,0.68868736335293,0.900784110980141,1124.9296,700.30076,261.1205125,671.885295714286,619.257034782609,473.0805875,NA,185.398227081989,64.2044927991371,42.0793403524189,60.1398538827181,99.8403938450934,1124.9296,361.9516,142.19405,445.5675,423.1339,371.59705,1124.9296,990.7712,390.9662,774.055775,706.378175,541.581825,1,5,8,70,46,8
"ZNF415",0.999449109622166,0.646276511948831,0.242285581853461,0.999998554811083,0.992835851123465,0.0010940310080565,0.999998965835123,0.992628565796591,0.00151731837676339,0.999999994648325,0.986024710247906,0.991787988026142,0.440168564519951,0.598779483979399,0.615173475746251,193.0657,154.65874,22.161125,182.432712857143,183.086054347826,119.429725,NA,45.5536834112523,9.3440613167201,13.9609448258885,14.8224170276377,20.4212194412607,193.0657,133.3646,5.765325,102.18955,118.90175,97.50665,193.0657,244.471,27.677175,233.0584,259.6074,148.5925,1,5,8,70,46,8
"ZNF439",0.99986507262653,0.989290827234004,0.984293270922706,0.999895399068745,0.877772652706997,0.161820073110779,0.999861899380009,0.872529302106671,0.170041268363178,0.99999959067704,0.999997248303007,0.982574910892442,0.626320615226806,0.999571515857452,0.999329290026692,183.0907,113.7793,16.121525,243.607567142857,247.349502173913,213.72625,NA,41.9821661695177,4.39498925391787,32.3640196218003,38.7851538738785,68.7764698946652,183.0907,38.5899,7.410075,72.74555,89.205025,90.623875,183.0907,151.2253,24.133825,335.60375,319.4874,277.453,1,5,8,70,46,8
"ZNF440",0.990433323651947,0.898130775671682,0.967469869664813,0.999989848238435,0.875611013077519,0.105007915621063,0.999992312378496,0.876742153697063,0.117188415667602,0.999999985276834,0.964230845907171,0.999270097514118,0.995811593608407,0.395944360849826,0.413887541218997,848.2021,491.36372,246.9940875,768.018281428571,772.097541304348,383.3730375,NA,145.325261861073,49.231752886129,65.6687213280555,88.5255289111214,95.4175900030079,848.2021,329.4251,151.222125,362.911025,371.547975,173.414275,848.2021,700.8667,370.61855,987.11695,1145.7142,497.134225,1,5,8,70,46,8
"ZNF562",0.982812619890094,0.969640988354609,0.999993608574389,0.981065377075456,0.99999865880206,0.999481081717279,0.975741836570545,1,0.999947711653905,0.999909677079284,0.868131168514739,0.971020942796515,0.977689413539616,0.779783662491285,0.854404946921275,818.5987,595.79916,573.1066625,609.26991,596.38687826087,465.260725,NA,98.5818286161431,127.750698424683,39.3948004942112,36.020009986357,57.5109586893283,818.5987,563.7542,298.9954,409.5435,385.309575,349.479325,818.5987,781.1605,737.768925,709.231075,728.525775,605.866475,1,5,8,70,46,8
"ZNF561",0.990005304518186,0.985012377174808,0.999999777376271,0.999999712872785,0.596150240118652,0.295212174296559,0.999993723239276,0.865940831042356,0.666377958392254,0.880211731489081,0.992414444914912,0.999998296690639,0.999958646381774,0.447889668233734,0.815804569233592,937.6559,643.00676,625.749125,969.736745714286,877.89592173913,668.9500375,NA,102.615915889952,82.9412264433499,58.8652670384803,61.6662947585874,72.5246257694165,937.6559,639.0255,473.21305,580.213225,645.206675,540.15465,937.6559,728.6312,786.899575,1266.3021,1022.071475,754.891125,1,5,8,70,46,8
"ZNF584",0.999999999994978,0.999132479024056,0.982204980491833,0.999780924864296,0.989490792844796,0.999696562609535,1,0.999999999226725,0.914781532895857,0.69388762980936,0.991364382763069,0.872927473616419,0.996696028307805,0.935009949016149,0.575442717413665,236.1837,237.24692,189.8586375,202.999765714286,235.99795,161.0001125,NA,52.8231218017962,24.3908557673475,9.13768104890531,25.7682400538243,19.036482423198,236.1837,162.6324,151.41835,149.418875,159.79405,134.316675,236.1837,265.3915,241.3385,242.61215,253.927275,158.373225,1,5,8,70,46,8
"ZNF274",0.999999999977598,0.999971209352645,0.999180736098882,0.997962526475101,0.92521070948143,0.986149338688366,0.955676459168207,0.427160608501081,0.496625858240459,0.220471355936522,0.999991856221903,0.999742882282652,0.99999928609082,0.971440194725191,0.424484307453931,342.0481,338.3642,401.7082,477.235764285714,608.947315217391,388.321775,NA,81.3845878558895,57.269429171062,33.8512948049841,55.8740820501852,58.6532080915314,342.0481,224.5647,296.467475,305.9638,351.543525,333.48455,342.0481,433.8124,554.676425,574.9982,741.981525,512.31685,1,5,8,70,46,8
"ZIK1",0.998909030502029,0.93694324388152,0.916486402519291,0.999999954595748,0.967534029623285,0.12583372141559,0.99998315593862,0.99445660005341,0.266699161800476,0.990317640072046,0.999999941927586,0.987914616598581,0.425154786795537,0.999999999911592,0.999731936186902,131.2847,81.96582,14.8034,125.352947142857,111.792382608696,124.7222375,NA,59.3070124805356,4.87002007897738,13.3165960931606,20.315292544546,27.2660000430084,131.2847,10.6192,7.627925,56.71215,14.0936,85.29165,131.2847,54.7364,14.97225,154.8702,139.853375,166.73015,1,5,8,70,46,8
"ZNF540",0.999810074059449,0.998581856876132,0.999893512163855,0.999748239272312,0.811112500969681,0.398140702466971,0.999435848351337,0.761979815148788,0.346847739709595,0.999778113901115,0.990297302758268,0.57002520911611,0.269695464618411,0.928699612727593,0.966810664993717,26.0639,14.80864,9.6002625,37.0226085714286,39.0354434782609,50.81895,NA,2.96802941319657,2.83592949268448,4.73855942710285,5.97638181471713,14.3108574291764,26.0639,14.6795,3.460575,10.207075,13.285125,16.819975,26.0639,18.2455,14.08135,42.38865,46.812975,79.205425,1,5,8,70,46,8
"ZNF570",0.997988091220897,0.959877239379561,0.16569642277588,0.999926356547942,0.99396572319479,0.039646423225278,0.999999975385454,0.941628162788559,0.151318673262716,0.936438954245778,0.999603880099025,0.999843878864047,0.151271651216286,0.999729492816665,0.97596239181291,47.6229,67.27784,10.9644875,56.7999557142857,49.4711652173913,61.2286625,NA,19.0923734358408,4.00128408667756,4.59744618822198,6.85403908823091,17.4760687954367,47.6229,56.1865,2.783825,34.217675,22.099775,27.5626,47.6229,93.4281,14.957,66.184075,62.15885,71.244475,1,5,8,70,46,8
"ZNF57",0.992812785926619,0.999519696065425,0.996351447286492,0.967496997799986,0.998854740710387,0.819989856028553,0.957125589806456,0.996040196520794,0.756358527965959,0.999663055856723,0.99999999357351,0.85583944948952,0.973915459945426,0.223111255560513,0.185872653405776,89.132,124.6486,108.6566625,134.839508571429,138.088995652174,87.0869,NA,22.4009616714551,16.3862620265525,6.21253787790203,9.98209709164723,13.1797571101075,89.132,91.3971,79.816,88.1969,95.491225,61.264475,89.132,133.2343,131.7771,163.351425,151.9551,122.89165,1,5,8,70,46,8
