"gene","p-adj-BRCA nonbasal-like c7-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BRCA nonbasal-like c7","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-BRCA nonbasal-like c7","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-BRCA nonbasal-like c7","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-RNA cluster 2","p-adj-RNA cluster 5-BLCA nonsquamous-like c1","p-adj-RNA cluster 5-BRCA nonbasal-like c7","p-adj-RNA cluster 5-GBM-like c6","p-adj-RNA cluster 5-RNA cluster 2","p-adj-RNA cluster 5-RNA cluster 3","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-BRCA nonbasal-like c7","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-squamous-like c4-RNA cluster 5","mean-BLCA nonsquamous-like c1","mean-BRCA nonbasal-like c7","mean-GBM-like c6","mean-RNA cluster 2","mean-RNA cluster 3","mean-RNA cluster 5","mean-squamous-like c4","SEM-BLCA nonsquamous-like c1","SEM-BRCA nonbasal-like c7","SEM-GBM-like c6","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-RNA cluster 5","SEM-squamous-like c4","Q1-BLCA nonsquamous-like c1","Q1-BRCA nonbasal-like c7","Q1-GBM-like c6","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-RNA cluster 5","Q1-squamous-like c4","Q3-BLCA nonsquamous-like c1","Q3-BRCA nonbasal-like c7","Q3-GBM-like c6","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-RNA cluster 5","Q3-squamous-like c4","count-BLCA nonsquamous-like c1","count-BRCA nonbasal-like c7","count-GBM-like c6","count-RNA cluster 2","count-RNA cluster 3","count-RNA cluster 5","count-squamous-like c4"
"ZNF721",0.999988807409309,0.764147199515246,0.999162090885941,0.657049614823225,0.972271841680649,0.277779861264958,0.999999999494198,0.999995875899157,0.991720915878591,0.994786200353361,0.753674651575965,0.886540648792745,0.414827196487826,0.993841450935308,0.946942696178826,0.167152669831145,0.990609811532737,0.21037364922753,0.998626274207114,0.999236725890631,0.959761446301035,457.635418421053,501.0236,601.8616,312.46044,449.4915,171.16,359.501965714286,23.0800482429752,NA,172.06816487034,39.4309974280971,NA,NA,26.6214739084487,331.363275,501.0236,438.93625,241.5044,449.4915,171.16,262.5419,553.402125,501.0236,751.20525,375.3912,449.4915,171.16,465.179,76,1,4,5,1,1,35
"ZNF662",0.998399949961069,0.999990414705835,0.999775951036898,0.921845925723382,0.999999999999493,0.99667188982756,0.999999110325585,0.999966425542157,0.999999999907441,0.999881034169032,0.994163566939167,0.999999916932127,0.998825136265923,0.999999294059225,0.99979170165573,0.147506472842682,1,0.986561976689587,0.999999999998255,0.99978889366166,0.999999181625221,312.456328947368,68.5225,260.8124,75.44894,244.4733,4.2735,71.8201171428571,64.9316143120858,NA,135.092544647814,30.7007207215336,NA,NA,14.4308057925826,31.035725,68.5225,79.521525,13.3495,244.4733,4.2735,13.1051,392.85505,68.5225,393.134675,90.5525,244.4733,4.2735,106.6438,76,1,4,5,1,1,35
"ZNF320",0.923996467314422,0.750383959103978,0.999917145449395,0.295335339112951,0.999999964256701,0.999732511224458,0.999996583835191,0.994497497304808,0.998553551323975,0.987797189647827,0.993453507590523,0.999931259141125,0.999999988449486,0.999927059531334,0.999839845031429,0.00536162796346162,0.999848555133589,1,0.998064239393036,0.997547957290474,0.999999982182096,955.413477631579,239.4004,465.533875,299.67792,836.6299,516.4835,466.799382857143,87.3302328407162,NA,149.576522619017,90.6712850171012,NA,NA,56.2301797265211,454.3211,239.4004,458.189575,178.9913,836.6299,516.4835,228.69065,1338.238625,239.4004,616.5105,350.1347,836.6299,516.4835,544.30585,76,1,4,5,1,1,35
"ZNF530",0.990607844425216,0.594420287002952,0.772722718768983,0.782068700407716,0.999999993795285,0.24643821189566,0.999999999989326,0.998284323054591,0.986824569957716,0.995875128414031,0.990294531449581,0.943779472323357,0.99999942056849,0.860939641177191,0.998739554837361,0.947400043439019,0.998583521373392,0.369997100553276,0.963801658491173,0.999987707338575,0.966426061399986,104.362506578947,58.6724,159.871975,63.05182,105.7559,150.3358,91.3089571428571,8.07064465764105,NA,42.3034840974392,11.8524679707814,NA,NA,6.84961742056732,62.48985,58.6724,98.287675,67.2703,105.7559,150.3358,67.53215,120.802675,58.6724,211.20275,75.3713,105.7559,150.3358,112.92155,76,1,4,5,1,1,35
"ZFP1",0.99938338725993,3.54104743638395e-07,0.0299683746839815,0.985276274165991,0.999999983411335,1.90722550384992e-05,0.972161400285003,0.96206828280073,0.437024229682064,0.907647813296011,0.995081394231849,0.999999272020987,0.0175553633609467,0.999974145738715,0.927335339271124,0.999870786235845,0.999776837209097,4.24179436242511e-07,0.996049964416642,0.961394107707703,0.997473099674987,218.397038157895,169.5931,556.747125,178.591,316.7477,147.7411,210.833614285714,10.167822071702,NA,193.019262289723,21.7002108862564,NA,NA,16.5668628152475,167.861625,169.5931,336.6224,168.1416,316.7477,147.7411,153.2579,236.27625,169.5931,691.661075,187.2977,316.7477,147.7411,243.3743,76,1,4,5,1,1,35
"KRBA2",0.999974688071128,0.00025193565679138,0.2412316500677,0.73623340902861,0.999665667667259,0.000285279473524191,0.415990209964295,0.674885519735628,0.999953692979118,0.175580065570552,0.639626016522215,0.952525221994393,0.00849363412588189,0.972933996143837,0.13119215315431,0.18750835953191,0.999984458477043,8.00823624680369e-06,0.999594428865109,0.174286219578633,0.907401475932939,47.7500118421053,41.1135,107.54325,29.89168,99.3772,4.884,34.9557685714286,3.09757171301207,NA,19.1130508435336,4.88058030232062,NA,NA,3.6912521160051,31.812275,41.1135,80.9862,23.8553,99.3772,4.884,22.28055,54.349425,41.1135,134.5898,38.0259,99.3772,4.884,43.74025,76,1,4,5,1,1,35
"ZNF93",0.998225688529345,0.999999701954103,0.999516814198219,0.772070867776174,0.999999751259785,0.970971782794191,0.999999878885082,0.999929126888143,0.999999999702506,0.998591765886232,0.999960415314132,0.9999965857187,0.999995274917932,0.999831215160394,0.999999689805693,0.0112022955825879,0.999997598914812,0.877591032467442,0.999999929678368,0.99664464361959,0.999497295254263,173.531947368421,95.5032,164.470625,76.72986,158.2369,133.0891,70.0957628571429,19.9001555432453,NA,63.1235438100605,23.3092362139689,NA,NA,9.26585852017686,87.742825,95.5032,67.334625,41.2621,158.2369,133.0891,32.67895,193.951525,95.5032,260.76075,107.7337,158.2369,133.0891,100.6217,76,1,4,5,1,1,35
"ZFP90",0.999977969034731,0.027531698540798,0.873920337680929,0.895225273720816,0.990117904717677,0.0226809640973828,0.999812682819162,0.99999997852887,0.911759023827659,0.980575997175344,0.861871861148156,0.930786321661927,0.128889865744661,0.994037637652853,0.905428759289556,0.847475753499497,0.998622399945457,0.00755722503330747,0.996870103656183,0.99593495667732,0.952527993700569,582.49045131579,651.3919,1030.186875,432.7764,681.6782,233.8217,509.971637142857,32.9854819421299,NA,173.970212148471,48.766404557482,NA,NA,40.4470774867126,410.62675,651.3919,833.81275,407.8492,681.6782,233.8217,351.17185,682.442175,651.3919,1225.713575,453.2234,681.6782,233.8217,658.9657,76,1,4,5,1,1,35
"ZNF479",0.999932488223908,0.997391673865748,1,0.994242543830095,1,0.999999999997613,0.999932488223908,1,1,1,0.999932488223908,1,1,1,1,0.790614979673926,0.999999999998173,1,0.999999999827559,0.999999999998173,0.999999999998173,1.93771052631579,0,0.073475,0,0,0,0.106508571428571,0.900589498728236,NA,0.073475,0,NA,NA,0.0768924100866371,0,0,0,0,0,0,0,0.08735,0,0.073475,0,0,0,0,76,1,4,5,1,1,35
"ZNF445",0.979948315660383,7.27419795543138e-06,0.0256581009051748,0.999981130868839,0.993973504255677,0.000691942343930219,0.583999454267084,0.520933514691915,0.971381838854033,0.609673053130484,0.893085527651397,0.999976584632416,0.00948319497013028,0.953368581875077,0.359997323822088,0.10169887693815,0.999952664775712,1.12294332166307e-07,0.967564879802675,0.259892511104951,0.995223700818837,496.563139473684,371.7345,904.947675,479.86376,756.1426,318.6813,414.600254285714,17.5704928180174,NA,95.3398289865379,30.381784979303,NA,NA,23.0278029857703,383.84725,371.7345,828.781525,440.9385,756.1426,318.6813,332.00625,571.997075,371.7345,984.0843,519.4508,756.1426,318.6813,503.64425,76,1,4,5,1,1,35
"ZNF74",0.980916187340429,0.292851019514687,0.571344273736159,0.760920155904162,0.999999153685181,0.104752527097764,1,0.996835918963293,0.949424849767732,0.995937409136551,0.975144534201123,0.999999999908082,0.544520477867233,0.999996288294822,0.995787532698748,0.14121318140784,0.999929092954789,0.032319502980363,0.999913267499016,0.998465608956647,0.99984405386425,506.917852631579,197.8587,926.47715,256.64402,508.1103,181.3187,312.643977142857,50.9381518426972,NA,174.691603975217,47.9160873769072,NA,NA,21.2451538093006,262.4293,197.8587,812.431475,214.698,508.1103,181.3187,212.17415,569.479325,197.8587,1096.521575,241.2553,508.1103,181.3187,358.6792,76,1,4,5,1,1,35
"ZNF829",0.999871511898031,0.00312694143565273,0.365462593690824,0.963858537137468,0.999999961989606,0.0076397110259746,0.511355076377902,0.704445663794589,0.999999841507614,0.355231965944348,0.988528149575584,0.986467296640285,0.925860423987802,0.928850494309137,0.985960688211513,0.298973961734225,0.999999863465864,0.000188205849672718,0.999999999945952,0.257686329780753,0.894789879577202,18.2503092105263,13.2762,47.233675,11.89568,45.4452,29.304,11.69378,1.88071218833958,NA,10.4824394761251,5.54529970988043,NA,NA,1.42011111985511,8.668875,13.2762,32.84765,2.8317,45.4452,29.304,4.04465,22.870975,13.2762,62.575775,11.9277,45.4452,29.304,17.5459,76,1,4,5,1,1,35
"ZNF267",0.816810761973157,0.839679988705155,0.524065120099553,0.476156628102091,0.999330950959001,0.239568928365499,0.785781048454145,0.426075938951051,0.993563458378113,0.349202829120112,0.273061873254532,0.995570295336493,0.123453456658235,0.864383019937393,0.128371155328522,0.999999987482194,0.82931703123448,0.844079120570358,0.539860662467597,0.783692875228417,0.289149161225631,383.195555263158,598.7152,277.0527,521.27214,158.5107,738.7057,385.496771428571,20.0030724667758,NA,42.6556746671335,75.1914895807671,NA,NA,18.7891352991713,285.332375,598.7152,246.933325,503.097,158.5107,738.7057,309.7081,416.33795,598.7152,314.838875,530.9735,158.5107,738.7057,493.8621,76,1,4,5,1,1,35
"ZNF566",0.984306196555915,0.00439166667061275,0.183344426517448,0.660949705531448,0.999999998784052,0.00193820369441378,0.831616636568863,0.729368271693533,0.998304270103871,0.471606909020164,0.997237207013427,0.999998652107212,0.271437704797836,0.999998798382626,0.817871941929171,0.00113704559449623,0.99999999941897,1.16003102821338e-05,0.99999380104731,0.320166856769796,0.99997176554489,173.636396052632,110.0642,326.655,114.27452,279.7892,127.5946,106.617817142857,9.15060200141038,NA,110.970536340568,13.8378248181353,NA,NA,8.67983703861807,111.429975,110.0642,167.73395,106.5795,279.7892,127.5946,73.17575,201.10965,110.0642,474.41365,111.9838,279.7892,127.5946,132.08665,76,1,4,5,1,1,35
"ZNF224",0.999758968031008,0.925087117296698,0.999998124738544,0.986483467294168,0.999999999995157,0.999926387638754,0.999979567562471,0.999999943908827,0.999955812343346,0.999999910744046,0.999741158642428,1,0.999998390604091,0.999999999983864,0.9999999306811,0.0996279393830168,0.999997539085551,0.999999999997163,0.999595907887198,0.999934323087089,0.999997905149798,273.794859210526,198.4582,161.688225,202.6708,224.3159,197.5275,163.547611428571,27.3625000777006,NA,41.0354053116813,33.3814290115477,NA,NA,13.5249309821478,143.57985,198.4582,119.709025,168.3988,224.3159,197.5275,119.97145,326.922775,198.4582,203.97005,226.9925,224.3159,197.5275,183.29535,76,1,4,5,1,1,35
"ZNF529",0.999999992785313,0.000302131891164237,0.341921831411873,0.965448569417341,0.999882004452828,0.00147162746690677,0.999445176140254,0.999825827623929,0.632279454344866,0.984787174046541,0.988623958064405,0.997167600063021,0.804932320073673,0.930248173206557,0.999988581120392,0.174861814022087,0.999463555100702,9.21372464279813e-06,0.999998773925542,0.966134419555841,0.873124632761126,282.527863157895,270.2355,712.89435,202.01384,364.383,423.6508,188.242131428571,17.008745539823,NA,421.01418251567,38.8280424338725,NA,NA,12.9364786433407,184.4309,270.2355,246.211925,153.645,364.383,423.6508,137.51315,352.18315,270.2355,848.538575,201.616,364.383,423.6508,233.6916,76,1,4,5,1,1,35
"ZNF284",0.930597536450754,0.967425981907854,0.798324010570755,0.999895707505911,0.977491141667516,0.966079794002822,0.997568484783522,0.900919126198774,0.999999964100203,0.994432272772387,0.999999972580871,0.981033805746072,0.999844065701874,0.999991692373714,0.999858282814139,0.53440360276252,0.991640326274871,0.677832323373663,0.999236642406714,0.96673804731283,0.999357190181275,48.6078736842105,15.94,62.802425,44.0869,65.6683,51.0745,37.4859028571429,3.81722075132257,NA,11.4942886628806,13.9650323402418,NA,NA,3.5204719689567,27.31745,15.94,59.6688,25.5663,65.6683,51.0745,26.445,63.521475,15.94,75.263925,44.0746,65.6683,51.0745,41.4513,76,1,4,5,1,1,35
"ZNF749",0.925597178598935,0.99998666039368,0.926773636096852,0.639726222183715,0.999921551389935,0.839466162527369,0.708303267585749,0.487253197250585,0.851833283189208,0.339536283383181,0.983465655513386,0.820079427881774,0.995924438319253,0.77495294298821,0.998301231231347,0.691466578688594,0.986756664685505,0.980287920561042,0.966713675546182,0.506302166500452,0.919512675205233,92.686247368421,35.9743,98.74515,53.44306,172.7466,134.3101,76.1585285714286,6.71685610306167,NA,22.2413904647206,10.4383413415925,NA,NA,5.54575644303568,57.370225,35.9743,61.044275,42.0712,172.7466,134.3101,50.96405,107.51425,35.9743,135.817525,56.1244,172.7466,134.3101,92.87575,76,1,4,5,1,1,35
"ZNF17",0.996183572345411,0.876653318795565,0.919507015588173,0.939084938801014,0.999999726259637,0.633046391352042,0.999990360954737,0.99995671050964,0.987632838085773,0.999981731618124,0.998352636721701,0.982927031004438,0.99999994502625,0.9665293856359,0.998294711665794,0.878878763336555,0.999812866717668,0.62801380770725,0.9989036402824,0.999999999915954,0.986933380503195,137.062280263158,101.9272,173.119275,109.41226,124.5637,167.2772,122.766454285714,7.13889135427659,NA,27.7613560430795,10.1829487955405,NA,NA,7.69554050996812,100.003675,101.9272,138.45235,97.4175,124.5637,167.2772,87.59245,154.709025,101.9272,210.698625,129.4035,124.5637,167.2772,149.3109,76,1,4,5,1,1,35
"ZNF555",0.99083101101671,0.0316237484435989,0.357129927495406,0.994777324063508,0.999712139931562,0.0707010113920122,0.999396922100699,0.981142977071302,0.940338950204418,0.993309275587696,0.903886694907648,0.999914415705871,0.166925022559801,0.984534987542666,0.911296895663123,0.0019394785147806,0.999999948409954,0.000188849998348672,0.930317421821424,0.872381746582904,0.999845053125878,62.6828565789474,48.8223,93.546075,56.95624,71.1792,40.293,47.06284,2.2457533339596,NA,3.39875925948843,2.05911262528304,NA,NA,3.29840222706885,48.43945,48.8223,88.4395,55.1131,71.1792,40.293,33.91785,73.752775,48.8223,98.240675,60.0231,71.1792,40.293,60.7091,76,1,4,5,1,1,35
"ZNF75D",0.996916180497402,0.999999999875637,0.997988919667551,0.972903674819227,0.968451983628819,0.997013984385361,0.999660340513047,0.991884506855027,0.999856568916942,1,0.965304260562961,0.929769626005008,0.981294635942096,0.998983745063421,0.999745266327415,0.422270696794523,0.95513378352155,0.989702154864172,1,1,0.998350209177155,294.131573684211,365.5246,292.082075,244.77812,245.7272,181.0134,245.325974285714,15.624715188127,NA,80.8984122690136,40.1965206836661,NA,NA,11.5271427523541,207.4234,365.5246,211.889525,178.7995,245.7272,181.0134,194.533,343.3785,365.5246,296.51485,286.6329,245.7272,181.0134,293.6135,76,1,4,5,1,1,35
"ZNF197",0.97939007781711,0.607979664031027,0.714958978826961,0.887617515265875,0.999969600846902,0.333169305111602,0.999998479770541,0.998966914898135,0.966736291280484,0.999809559781497,0.846687664671942,0.999894012505386,0.442674525984082,0.992881299239285,0.982785976778973,1.01881970099305e-05,0.999986143513375,0.00542670361763464,0.92572771667295,0.969763463974083,0.999988489751874,394.369223684211,302.7837,488.9238,334.12686,376.9763,252.7473,277.374137142857,13.3477164249657,NA,83.8735206141962,32.4408208047608,NA,NA,13.5989755484619,305.07855,302.7837,379.85185,270.2265,376.9763,252.7473,233.15775,453.436625,302.7837,596.83485,369.2356,376.9763,252.7473,332.4172,76,1,4,5,1,1,35
"ZNF732",0.999999956274998,0.999999643221967,0.999999393730833,0.680781785968117,0.988416893510069,0.951544288468244,0.932023946402848,0.991921259121014,0.945395596062644,0.636992494181167,0.999895860259813,0.999942280710631,0.999984481006197,0.999776033539337,0.952141399462249,0.497531538757562,0.999197000344612,0.996544079942413,0.989399780257404,0.771465644509104,0.999999997990716,12.1390039473684,13.2762,11.315925,2.72152,26.0078,7.9365,7.25114,1.64281615441444,NA,4.19523636667729,1.70200682384061,NA,NA,1.62290354138045,2.06035,13.2762,7.046475,0.6221,26.0078,7.9365,0.39945,17.419925,13.2762,17.58755,2.9421,26.0078,7.9365,11.5802,76,1,4,5,1,1,35
"ZNF546",0.995026028383007,0.000129591615502522,0.691281272070463,0.994569590867102,0.976124030654831,0.0016537630262361,0.880746302409904,0.999587376032111,0.938191234594036,0.796599586129408,0.999409495931313,0.999999164089239,0.570696616552657,0.99328369995399,0.997729189797039,0.0747414510605646,0.88689435268026,1.95197124097657e-06,0.997213756513194,0.554096320575492,0.95017848547777,45.8710842105263,68.9507,131.834875,35.1128,89.7954,61.6606,25.2457142857143,3.96171575680531,NA,62.5619284031614,6.38649860541753,NA,NA,2.68626887173695,24.193825,68.9507,67.6942,27.3182,89.7954,61.6606,13.22855,52.100575,68.9507,138.755425,35.5987,89.7954,61.6606,32.55915,76,1,4,5,1,1,35
"ZNF286A",0.999710301387288,0.0177907685126066,0.488952395807143,0.998874356869538,0.99999897093202,0.0637138611258449,1.94373961370786e-10,2.16124238938686e-06,1.23332277313093e-05,1.54677681774018e-09,0.99999317831763,0.999999548601259,0.599281458061866,0.999999999996126,3.91047556824731e-06,0.983386125152713,0.99793728282728,0.057182592190677,0.981895901982259,6.01724559068373e-10,0.999794251320303,278.761330263158,214.561,559.81475,241.45844,1523.2359,244.8107,305.796077142857,17.098668660969,NA,64.0953819158669,21.5467218507735,NA,NA,33.8196892842251,185.4174,214.561,468.171375,222.4919,1523.2359,244.8107,178.3184,328.244,214.561,643.673575,269.0422,1523.2359,244.8107,306.64465,76,1,4,5,1,1,35
"ZKSCAN4",0.814307476689198,0.00280752640623116,0.997736833412037,0.994959285367357,0.955350091863005,0.151388739961877,0.999604587919552,0.863351280623972,0.320158978030274,0.994782459403796,0.853334081072255,0.484974473530804,0.0553063183038035,0.766243702277124,0.995783358998747,0.999977312671903,0.844623290578437,0.00574712230052443,0.9985530958497,0.999256686529672,0.833820203208343,106.786690789474,167.0236,194.323475,119.8196,88.7003,50.0611,109.039437142857,4.59399895908274,NA,33.803888388354,13.0449469873971,NA,NA,8.32845482196512,78.4385,167.0236,153.97045,97.9858,88.7003,50.0611,74.4854,124.447975,167.0236,220.021475,128.4288,88.7003,50.0611,125.00265,76,1,4,5,1,1,35
"ZNF643",0.99503807610641,0.0035396094844462,0.22994292636285,0.997625857541552,0.999833315570233,0.0191152045791394,0.983736854997442,0.999999793698801,0.170735853964142,0.998756988437366,2.1094237467878e-15,2.98649993624167e-14,1.18793863634892e-14,2.1094237467878e-15,2.58681964737661e-14,0.999999921885878,0.994385694912879,0.00582831727268984,0.99705357906919,0.982274265661861,2.1094237467878e-15,50.4811210526316,27.8373,119.2619,41.39338,22.1751,583.0281,51.1764914285714,3.20695496545074,NA,43.8225146896927,10.144925566134,NA,NA,6.90740658606637,32.747825,27.8373,47.852625,27.46,22.1751,583.0281,19.6671,63.068725,27.8373,190.971525,41.3718,22.1751,583.0281,65.69745,76,1,4,5,1,1,35
"ZNF642",0.999978177875168,0.00041798613296673,0.272549945109924,0.997602751260234,1,0.00455900059645553,0.999999891373501,0.99997764183877,0.458215299439377,0.9998848688595,5.21804821573824e-15,1.40221168010157e-13,1.01585406753202e-13,1.67643676718399e-14,3.50497408874162e-13,0.999083840684432,0.999858035735934,0.00134689038747526,0.988881247379023,1,6.77236045021345e-15,127.051086842105,105.7816,317.999775,105.08176,135.7881,1183.7607,135.247537142857,6.3766659596412,NA,134.435935904996,12.9876835815553,NA,NA,17.543503466246,92.30335,105.7816,177.887975,86.9565,135.7881,1183.7607,85.84535,152.397725,105.7816,378.94335,129.9456,135.7881,1183.7607,138.06335,76,1,4,5,1,1,35
"ZNF490",0.999997100185043,0.978857834603109,0.999987502183582,0.942106831923599,0.996541326377031,0.816514404152609,0.999999999707643,0.99999878064222,0.999531886398343,0.999643526559919,0.787110955817136,0.913654998609873,0.635001825498731,0.976433612517913,0.955898517012856,0.00471186954820024,0.965718989335885,0.259933700617998,0.996677997463274,0.991055921375692,0.994653332400268,227.731388157895,241.5418,261.155525,190.74866,224.7622,117.8266,168.741954285714,9.47642001498881,NA,44.6484590353608,22.6808557269473,NA,NA,10.6397178523415,165.43625,241.5418,204.7591,155.7443,224.7622,117.8266,137.17155,275.135575,241.5418,295.210575,195.6606,224.7622,117.8266,199.42625,76,1,4,5,1,1,35
"ZNF626",0.994197313475869,0.821667524413278,0.999999999977908,0.593312845513387,0.999999727666541,0.999998771977103,0.954341749302266,0.999985747079972,0.999966066267183,0.999996834909671,0.997648135963276,0.999999987909429,0.999999787112146,0.999991870211336,0.999931103464948,0.00136815142938718,0.999997929130622,0.999965255459683,0.999999970923306,0.999998666520647,0.999967492735863,640.775368421053,220.985,203.436225,138.22744,13.4146,284.4933,113.371611428571,87.9325327116061,NA,173.958681404859,96.9422230264532,NA,NA,28.4629546641987,37.70525,220.985,26.61945,37.6214,13.4146,284.4933,12.6128,972.625825,220.985,218.184475,53.5963,13.4146,284.4933,139.59065,76,1,4,5,1,1,35
"ZNF793",0.998219698780962,0.455785510595306,0.813572918964555,0.467850046622143,0.999913401649683,0.0817647270503159,0.233841220624791,0.390357327852157,0.886850226439439,0.0553973398482814,0.999849435154743,0.999999493922066,0.890305460060762,0.9989358096242,0.474793705657813,0.00710226387135016,0.999994162597245,0.0211856386825352,0.999937047428214,0.042748501757901,0.999723795563341,176.758306578947,104.9251,309.245475,58.66408,489.768,130.0366,77.7867171428571,17.5184037689543,NA,102.996286621156,17.164930540244,NA,NA,11.7550701769642,89.151025,104.9251,151.12905,24.2718,489.768,130.0366,23.34575,219.1322,104.9251,482.187725,80.3944,489.768,130.0366,115.5415,76,1,4,5,1,1,35
"ZNF383",0.999996364935062,0.663889912853225,0.99726813501435,0.911921707276382,0.994695194454257,0.398461338912958,0.999999999822843,0.999999864849174,0.991408671119699,0.998581700961895,0.998232981051392,0.998608243950603,0.880839022518245,1,0.999634430776823,0.00109024593432372,0.946881712206127,0.0284822132741389,0.993558399101816,0.975304823443288,0.999926127356251,103.425277631579,110.9208,136.879775,82.22558,104.8525,81.8071,69.2453142857143,5.14081040644017,NA,32.0900110174588,12.3479404380407,NA,NA,4.08321169049528,71.5177,110.9208,108.239425,73.1006,104.8525,81.8071,51.3319,119.20495,110.9208,146.99995,83.4937,104.8525,81.8071,84.2006,76,1,4,5,1,1,35
"ZNF669",0.946494091791056,0.000691694008342569,0.065496348616465,0.761451593659663,0.999901749101118,0.000690853760370258,0.959718107072774,0.789378296793694,0.926539355905464,0.738419234020149,0.99868916498906,0.999791234243495,0.195111981926943,0.999998896672484,0.94056058205368,0.0334563265309576,0.999727779185124,7.45441331551078e-06,0.999999982237059,0.685877634539938,0.999999600230485,95.4785039473684,51.8201,188.5572,66.83196,136.6094,73.8706,68.37258,5.09030638821267,NA,42.6366423618426,10.2049350806656,NA,NA,5.41298342326123,69.705575,51.8201,133.761525,61.458,136.6094,73.8706,47.55455,110.8184,51.8201,252.483725,79.2613,136.6094,73.8706,84.948,76,1,4,5,1,1,35
"ZNF559",0.98321238265736,0.0228369520059203,0.285165324628061,0.963307539456881,0.999856407546061,0.0321404116179769,0.557430154863428,0.992629436665369,0.0364761072286843,0.875130782805077,0.908423240763148,0.999981341477524,0.153215154130802,0.994307436328737,0.99934582077416,0.00772057525325998,0.999999980826523,0.000227785998531793,0.995686354014466,0.941731174993109,0.999567961254817,294.588459210526,198.7152,491.484975,243.19694,83.4987,158.1197,207.90726,14.718460290678,NA,111.809657239691,29.2431464708502,NA,NA,12.6425509814432,198.133225,198.7152,385.78685,205.7368,83.4987,158.1197,159.0341,377.8046,198.7152,637.528575,275.505,83.4987,158.1197,236.21855,76,1,4,5,1,1,35
"ZNF177",0.999393777521722,0.314383455202256,0.800593622937031,0.906714275544229,0.999999973938092,0.181216398013976,0.996503629023902,0.99999979093659,0.71629578786445,0.999999991593524,0.999786011017463,0.999999998194807,0.834327850227661,0.999999040954124,0.999998056988755,0.486836297068137,0.999999996175815,0.0737426549965482,0.999922445559545,0.999990174561726,0.999999999999534,69.8324144736842,38.1156,149.121075,31.79138,26.5553,43.3455,42.3663857142857,8.78946609824444,NA,68.4390162150019,4.92979997296036,NA,NA,8.50244786486665,26.314875,38.1156,59.8384,25.4985,26.5553,43.3455,16.4864,80.67425,38.1156,220.173525,37.0489,26.5553,43.3455,48.2991,76,1,4,5,1,1,35
"ZNF548",0.999998310236532,0.972777226965633,0.997806880705102,0.998367969906709,0.99999998685286,0.941498853708876,0.999999996748423,0.999999983464979,0.999241973889041,0.999997868481516,0.79523957337117,0.920697314446168,0.977708408661186,0.732992136489378,0.942319299960419,0.999999992580171,0.999999029998356,0.972706860397843,0.999029020179567,0.999999999366163,0.793781114396007,247.313034210526,229.1221,297.9964,220.3307,240.9144,404.1514,245.82286,12.2657340702953,NA,39.174953372042,5.56948572024384,NA,NA,21.28736812891,178.617375,229.1221,256.202625,216.4075,240.9144,404.1514,172.24205,295.4065,229.1221,355.035325,221.6411,240.9144,404.1514,281.16385,76,1,4,5,1,1,35
"ZNF563",0.893291142205891,0.999987729171177,0.958501357823901,0.979247642508564,0.768342332056726,0.988361959171689,0.959284545252577,0.717555086341301,0.957653329155741,0.998263970312414,0.866732169517719,0.582177532678704,0.875779717628306,0.984111560357729,0.999992775077419,0.000426756327183919,0.370592310563425,0.461656136136762,0.934750621038188,0.999999987688763,0.999811961357495,58.070022368421,86.5096,60.829975,48.84976,35.0421,28.083,36.75944,2.74325159166847,NA,19.1212612230633,8.7487548286942,NA,NA,3.62246110472986,41.496525,86.5096,32.233575,44.4984,35.0421,28.083,23.76305,74.7624,86.5096,80.64585,63.486,35.0421,28.083,44.48455,76,1,4,5,1,1,35
"ZNF567",0.998071080235017,0.323277577100363,0.75403688901809,0.870600840061224,0.999999999954513,0.162334885906539,0.862025605841598,0.852854673201147,0.99999877991661,0.617181515857144,0.999938903362307,0.996670452337863,0.99091419782362,0.984126295655063,0.992700426625568,0.182573530149828,0.99999999928697,0.0429134866177768,0.99999854816107,0.576534931150972,0.98519422573575,162.081275,118.2013,250.87905,115.72682,264.7321,186.2027,121.825837142857,9.33363717517023,NA,87.6132569133852,21.2874679442718,NA,NA,11.0216275637655,107.756825,118.2013,121.589425,87.0985,264.7321,186.2027,81.2918,200.35805,118.2013,350.108125,133.1281,264.7321,186.2027,156.877,76,1,4,5,1,1,35
