"gene","p-adj-Grade 2-Grade 1","p-adj-Grade 3-Grade 1","p-adj-Grade 3-Grade 2","mean-Grade 1","mean-Grade 2","mean-Grade 3","SEM-Grade 1","SEM-Grade 2","SEM-Grade 3","Q1-Grade 1","Q1-Grade 2","Q1-Grade 3","Q3-Grade 1","Q3-Grade 2","Q3-Grade 3","count-Grade 1","count-Grade 2","count-Grade 3"
"ZNF554",0.997823289928347,0.99754983470589,0.990293539231553,146.95136,144.744175,148.86352,27.6092129001643,21.1824383524173,16.0516208154525,90.3342,129.413075,123.85565,201.8692,173.72975,186.9696,5,4,10
"ZNF738",0.747843613204717,0.193447187842925,0.673624485039601,181.18904,261.46645,344.3116,44.7772092281509,84.4091313328668,57.8128308569896,136.1121,179.78385,224.71495,233.9657,275.8844,462.67055,5,4,10
"ZNF596",0.932273141400825,0.908556174758631,0.999821578142443,140.67382,123.047375,123.82967,39.5239365210046,36.6570897490143,20.8357805258702,75.8808,81.521725,83.1932,188.785,136.70825,180.88135,5,4,10
"ZNF621",0.790043284745093,0.885075745624009,0.948649510566394,431.57738,514.65575,480.2145,66.3897182336196,92.356852296536,64.5171508735451,436.3144,422.61455,390.4154,508.2138,593.85205,597.52845,5,4,10
"ZNF680",0.804780031501417,0.331977545479826,0.799510196517813,155.36424,194.42545,229.39903,48.5240248571839,21.7723483527654,30.3585800069329,42.9907,161.776875,184.262225,225.2398,226.629475,279.942125,5,4,10
"ZNF483",0.0796771700233524,0.030845022513627,0.999562271660904,21.26966,6.649425,6.80514,7.54922677196811,2.42984573974529,1.43408898733656,12.1726,3.00335,3.67,34.8011,10.299575,9.880825,5,4,10
"ZNF417",0.0833120995296499,0.0517635604617998,0.967194449474405,380.81924,65.516675,95.16802,178.803406060748,9.66935586861702,15.7450968222054,67.5028,62.832975,65.273325,670.9658,74.548,107.56265,5,4,10
"ZNF791",0.93653934554558,0.408668530655826,0.694253873802233,69.72312,85.14395,117.55196,33.5927883769776,25.2234106317095,21.2354652569977,31.7757,50.52045,70.908675,93.8183,111.4347,132.78915,5,4,10
"ZNF519",0.204625743102521,0.00102959332816888,0.116257370701582,15.85578,34.807,54.6501,4.45753185624063,11.3562624484613,4.76441561234021,5.6075,22.552275,41.91305,21.0255,50.568225,64.62085,5,4,10
"ZNF25",0.264631118496419,0.741021030614912,0.497635342541794,119.20794,237.491625,163.5032,35.1207568404014,89.1165831210852,27.627325025891,84.9142,140.14005,105.192275,135.0055,267.000175,220.252675,5,4,10
"ZNF77",0.281183208920191,0.0427854578737251,0.784747416104364,49.9165,125.827975,154.09706,19.089695039078,44.1520732731276,23.8224319682344,11.215,76.903475,106.582775,64.9511,143.17885,204.605375,5,4,10
"ZNF169",0.877078464403642,0.678879872958793,0.393707494348893,67.61066,77.82515,53.15536,7.9487975642609,30.9363315421232,5.48675142065361,53.2972,39.092375,49.0974,84.8395,96.031875,64.623475,5,4,10
"ZNF613",0.473639618178394,0.983283623426981,0.310166280030976,134.92284,91.572925,140.11033,25.5265375486297,11.4313056599246,18.9400163124185,96.2744,76.620375,102.51505,138.3178,100.78245,151.32055,5,4,10
"ZNF404",0.832057203744505,0.817758265362089,0.99495636836278,47.28914,35.617775,37.3146,18.2983206143788,17.6702108506272,6.58550598575724,19.8735,17.9044,20.912025,91.5888,37.703425,44.28415,5,4,10
"ZNF135",0.949374201392311,0.620897746129214,0.859866389218443,93.46968,119.74445,159.3777,59.0889615017763,50.8840688093123,41.9903729718452,7.3774,81.165975,30.25055,138.3178,151.605375,240.45705,5,4,10
"ZNF620",0.53056561944423,0.279965584931787,0.0388595957694847,67.63864,45.9807,93.24685,6.68053192040873,7.04962980706552,11.7451356870952,67.2897,39.90645,57.522975,74.5113,49.88995,124.378225,5,4,10
"ZNF619",0.987872511768884,0.451848367114703,0.410110016158174,23.86138,21.356825,40.80039,12.6861067924088,2.14587331265346,8.68938641760996,1.392,19.06165,22.649125,33.0453,22.703875,49.0221,5,4,10
"ZNF354C",0.979150448818175,0.587989700368445,0.765122129571913,9.33592,11.68115,19.11484,6.20019666667115,3.99399276278346,6.79022414349728,0,7.4735,3.476,14.0537,16.38935,34.2385,5,4,10
"ZNF114",0.997360658063196,0.463913674570869,0.470269318237757,24.2866,15.9636,143.14771,9.08314282261377,7.87649820975878,75.3754964433586,8.1301,3.4927,19.00885,33.6449,25.80305,87.75245,5,4,10
"ZNF454",0.412235218667835,0.225867288350943,0.99235417176069,2.43708,5.961425,6.24229,1.29803498697069,2.13180610296176,1.37709322854337,0,3.59955,2.7694,3.4185,9.100725,8.521325,5,4,10
"ZNF543",0.995585938013481,0.17425649380227,0.255726237136959,56.9679,60.0341,109.7307,24.0722640508117,7.47401982737536,18.0702320215935,22.4299,57.31365,72.174775,102.1763,68.05455,128.726775,5,4,10
"ZNF354B",0.90205816493148,0.798609455805803,0.994082196687273,70.21524,85.09735,88.23661,33.9064793172131,18.2019778876958,12.8504567521803,35.514,60.662775,56.199125,58.1141,109.567525,105.8671,5,4,10
"ZNF223",0.9999291242548,0.992645506478284,0.992095174828669,73.61216,73.971975,70.61327,21.2539430048779,11.5792933256867,16.720885406973,71.4533,61.608925,37.576075,76.6355,84.93465,112.593875,5,4,10
"ZNF713",0.901572477329696,0.518158767938357,0.852803384403095,47.42746,58.7932,71.24206,14.7006838233328,10.6066491053175,14.3753533517089,36.149,49.69755,50.0899,62.3306,71.82015,95.152775,5,4,10
"ZNF552",0.978925790759756,0.264718516846018,0.426044402378405,113.25688,144.871675,326.33133,32.7713581259825,20.8156661221132,99.5485454672979,55.6818,110.2968,149.077,157.6299,176.066425,278.063725,5,4,10
"ZNF154",0.889610123236817,0.999999941510169,0.860803341732315,6.56396,5.190325,6.56317,2.58707929422351,1.97551137952303,1.21590544378802,2.9509,3.213525,3.441275,8.3523,5.5989,10.25015,5,4,10
"ZNF571",0.753533008423931,0.874827103999909,0.930595758581975,75.6766,90.896475,84.1768,12.5063628081069,12.7650124302965,10.884282490464,53.2972,72.8236,52.06215,100.9346,110.808775,110.04845,5,4,10
"ZNF443",0.817026925722443,0.539539203126593,0.94897349267935,133.72242,168.39035,183.87765,16.8750944078663,28.285329045299,33.2873536320135,104.7584,133.153075,125.94815,166.215,204.558475,201.119425,5,4,10
"ZNF792",0.884045565452954,0.4019075762615,0.212508783420883,79.66724,65.395775,112.20685,18.9396397600535,11.1245347179388,16.1486485983073,45.9375,49.7105,72.6489,89.2603,74.552575,149.157175,5,4,10
"ZFP82",0.554117549325963,0.824309828424828,0.218410870184616,83.89652,39.823675,104.21032,21.3366918718296,17.7323331730192,23.3610070388044,82.0435,24.0387,63.9256,117.757,48.589475,135.46295,5,4,10
"ZNF707",0.712927153512397,0.390707381131014,0.935316099058353,253.58972,305.521075,325.69682,53.9312038080683,31.3814104351173,30.3220137294372,201.8692,267.53065,259.677075,261.1582,324.711225,408.8573,5,4,10
"ZNF746",0.764768064560291,0.904654172421939,0.915263908496832,489.27738,580.70195,534.65067,109.002364269379,62.720702359063,59.1853535936178,256.1363,552.818575,450.70555,701.9276,658.270925,606.33035,5,4,10
"ZNF678",0.648916130789918,0.999471599190735,0.558851653532299,40.63354,20.392525,41.20302,21.9308280537831,6.2168315530468,9.40360254060822,5.6075,11.77595,14.1678,47.4789,24.511275,60.372575,5,4,10
"HKR1",0.602834266675982,0.143697226732091,0.738442816049088,1027.82812,840.6528,713.75003,173.24673979149,157.956337453498,67.6636619841634,870.5275,591.1334,576.977525,1110.2459,1029.6716,890.3378,5,4,10
"ZNF101",0.079302157769681,0.105777891242419,0.804531013441169,165.55852,78.087175,98.97988,43.7889383566603,9.88959048287432,10.7129870339779,90.3342,68.219075,75.14365,265.4206,89.25315,125.34045,5,4,10
"ZNF716",1,0.702079861569503,0.737723546413364,0,0,1.51426,0,0,1.43820820500139,0,0,0,0,0,0,5,4,10
"ZNF708",0.530889934974248,0.069791129155231,0.596414427332078,81.24488,121.485275,153.42208,14.9861307412687,17.2710518869666,21.0757674514479,67.2897,97.686975,115.715425,102.0777,135.026,200.277175,5,4,10
"ZNF721",0.962039758611263,0.146318427815928,0.297930905892025,307.20992,337.470475,492.74864,48.4510766736963,59.6764504421185,64.3734684032641,243.2817,278.215275,366.140375,414.9533,407.2368,621.8296,5,4,10
"ZNF662",0.940151285412815,0.800018388336962,0.60341693771852,132.2061,173.06515,68.42918,115.105011485343,125.335173268204,28.7924147013441,16.9679,27.986625,6.487425,22.41,218.362775,112.3807,5,4,10
"ZNF320",0.0972613432817568,0.14646785814376,0.779155647849968,1725.02648,443.065,787.88348,698.074186022829,113.238781618011,145.674509166876,607.8938,324.121525,516.595325,3134.5794,481.105125,977.027,5,4,10
"ZNF530",0.796201901832408,0.228822701449511,0.0808080511026855,59.42952,44.188875,92.44269,7.79016319927895,12.0783334141053,13.6269832257054,41.3833,27.0051,69.902775,69.0315,55.237475,122.412125,5,4,10
"ZFP1",0.750154639286448,0.97123950281575,0.814909166839172,262.23628,213.1466,249.5758,47.8950404794108,25.8283391064286,34.5299682737989,169.8295,175.9724,167.695025,361.5991,236.4241,283.1011,5,4,10
"KRBA2",0.492221635229958,0.465300664448344,0.978722788710599,46.12444,25.484325,28.58284,20.3201966617107,5.39882030468617,5.40259970895083,9.0334,20.529125,13.025825,77.0933,31.45995,38.8126,5,4,10
"ZNF93",0.995944905653683,0.0641409156858546,0.107129916448266,67.38168,73.89565,219.1238,16.9029356729061,7.00134608730112,46.945146351292,39.2523,62.2919,139.67585,83.1075,84.5152,323.692925,5,4,10
"ZFP90",0.574277873358575,0.66842297553862,0.932633612632624,677.07128,512.9103,563.42137,158.131757474033,128.1062322053,49.5172159986113,431.2062,349.526375,522.783175,1037.3832,599.496325,649.31445,5,4,10
"ZNF479",1,0.72629635682434,0.759620112400988,0,0,0.2417,0,0,0.2417,0,0,0,0,0,0,5,4,10
"ZNF445",0.890883646099361,0.978507502207881,0.764032763544866,514.43428,457.946425,534.37206,94.3929546827485,58.2290376566877,59.4710337787214,399.2773,392.435675,450.30375,497.5786,501.9206,627.557225,5,4,10
"ZNF74",0.782754269859658,0.439377665015705,0.915894746504482,510.8631,617.888925,674.12146,49.1365832844124,134.620565497149,84.0684081601092,449.6306,437.56355,496.4574,568.2271,698.217225,775.3279,5,4,10
"ZNF829",0.0368131886383209,0.156156131083373,0.417797421062673,16.31048,1.8149,7.86434,6.35707922834064,0.527522418165017,1.43423573083367,8.3523,1.0024,3.579375,21.7632,2.58095,11.19105,5,4,10
"ZNF267",0.989130406636767,0.462321605727142,0.42418441516314,163.72514,154.842975,226.23104,45.6958453034474,19.713301381359,32.4852186350079,59.8131,138.508825,148.5294,232.0767,182.72535,283.143,5,4,10
"ZNF566",0.989897130416973,0.362493243274634,0.338563323391989,131.87434,127.570425,168.20867,20.2089730391873,28.3972333969753,14.0992039980832,107.3405,95.553775,137.520275,128.972,145.04675,193.916475,5,4,10
"ZNF224",0.480547974899858,0.3838595856039,0.996489110826004,208.86876,149.49425,153.03423,39.5337558893485,29.5964302315471,23.0965797920628,154.644,128.547475,98.6208,236.9993,170.231725,196.157375,5,4,10
"ZNF529",0.860190273418882,0.997612732757443,0.855588200258148,326.43618,273.4369,321.01158,72.5511052479795,108.834937536459,35.674779427828,214.0921,159.68725,264.31745,428.0695,284.5896,361.3226,5,4,10
"ZNF284",0.785495997163971,0.994922898128785,0.785299631901837,32.43184,19.7066,30.93511,16.9046695824438,5.60325428047547,8.72080512374415,5.6075,14.910525,15.2988,64.3624,23.337725,37.329575,5,4,10
"ZNF749",0.987774156105454,0.201740774055659,0.319195962909983,49.27456,52.429225,80.2717,12.0971087022313,13.26366666935,10.9585742482415,32.5203,39.786575,54.576025,53.1169,60.6176,88.86765,5,4,10
"ZNF17",0.999753099692419,0.247848965712691,0.308494236392314,66.4816,67.111925,107.02085,16.1355499827555,4.46259212535626,17.0274729159494,55.3301,60.58185,66.8854,63.234,71.742775,122.041325,5,4,10
"ZNF555",0.969364832880662,0.0647381344485584,0.145915534554252,52.5769,56.0882,82.04997,6.57147214595025,7.64194152599107,8.29131827888599,45.1671,48.29415,71.275775,61.1528,57.92215,101.24735,5,4,10
"ZNF75D",0.656028750293888,0.748577571757401,0.942603613834372,245.39762,316.813575,293.51352,67.2582839036903,46.6011426253759,35.5960719875063,153.5682,285.8106,205.615875,218.8233,376.002575,361.600025,5,4,10
"ZNF197",0.950526818307468,0.414582173638274,0.671991417286399,272.47198,301.14675,372.75648,18.7972994268698,75.4018945783471,51.7797884499279,248.5981,186.853125,270.26765,260.3124,425.990675,502.898925,5,4,10
"ZNF732",0.977186904558673,0.695461377069293,0.858646174259275,1.67702,1.9427,2.54743,0.62198313916054,0.732834832459993,0.712462185671009,0.9033,1.214925,0.787,1.8992,3.073375,4.277,5,4,10
"ZNF546",0.993025502599783,0.709180347686085,0.815920298350997,55.2224,53.12275,43.07363,11.7384033408722,18.6413190222464,7.75741440954036,34.8011,30.7765,27.86555,56.9106,60.22885,55.440025,5,4,10
"ZNF286A",0.926104128525393,0.659333277741725,0.919281868727805,386.00862,466.519825,540.88317,122.095469021522,47.6211375349815,121.168279624264,240.8705,405.922125,322.003575,472.8972,494.13045,710.658675,5,4,10
"ZKSCAN4",0.999563558403334,0.0333555926418316,0.0530801361615247,85.01458,85.93575,159.53258,20.4482395067497,26.8169919631969,15.3155762557368,48.7805,71.426625,134.493825,93.4579,114.884125,172.47895,5,4,10
"ZNF643",0.856509027509234,0.198458322499277,0.0881526639438678,38.58486,28.371325,66.8917,8.49707546474668,4.86675984569046,11.2239547662033,28.0036,21.68385,34.025475,52.3792,33.809475,80.561275,5,4,10
"ZNF642",0.359034207766581,0.999732615894259,0.282773913873686,97.49918,59.496,97.01476,18.3511147138914,26.1893399507955,10.9727357874486,73.1707,30.98585,64.374075,102.1763,71.8507,125.28465,5,4,10
"ZNF490",0.40615831235883,0.973485895899492,0.421048816149968,236.2745,187.367475,229.5776,38.7847669673675,3.56536550168773,14.4333723221336,167.1183,185.246975,202.792825,243.0837,192.0654,261.751525,5,4,10
"ZNF626",0.96761774757212,0.784601192171828,0.650177421104984,67.8616,42.27505,124.97277,45.0895404369239,37.7346642047799,60.6678509471478,6.6396,4.6216,7.288275,64.0341,44.1159,103.34875,5,4,10
"ZNF793",0.49738961397203,0.377275965484228,0.999346856467015,276.55938,156.104375,159.27852,131.119598550718,25.6324752383695,20.2506716571618,105.6911,129.821375,103.64285,300.0665,163.8502,217.5257,5,4,10
"ZNF383",0.947951511473393,0.415160690011898,0.678116013850614,51.16994,55.75395,66.77496,6.89759814425282,9.77779425437216,7.87402370357677,43.1534,45.962225,44.006525,65.6584,57.858025,89.33475,5,4,10
"ZNF669",0.523392799949571,0.938813768869035,0.286789254013184,111.10316,66.588575,122.2334,28.6203956533903,21.3011440890849,19.8950414995239,68.2102,40.60965,68.32165,179.2696,79.470675,151.19515,5,4,10
"ZNF559",0.969377042126678,0.802556747997076,0.945475551694074,214.92282,238.59685,266.65282,74.6613249851314,91.2352175425102,39.601020845183,127.8229,141.5959,177.487525,158.6931,274.24505,302.0317,5,4,10
"ZNF177",0.908409366865156,0.991703007136495,0.930996547233611,115.04392,143.4836,121.86257,46.1267626311711,88.5819342690427,17.4108253188772,58.494,54.694225,86.80005,125.2841,147.667675,153.037625,5,4,10
"ZNF548",0.904990168211643,0.495390393195631,0.829584702321971,143.33962,164.909125,191.00801,36.3340414454875,32.4083772904315,23.9769655391978,91.2376,117.715325,138.349175,140.9074,195.4656,231.597925,5,4,10
"ZNF563",0.853582476908216,0.4647894591612,0.868079535232077,46.40148,55.179525,62.49357,5.06869040259908,13.0289085247879,8.74944425739969,37.037,36.951975,39.18515,56.0679,69.85365,78.43595,5,4,10
"ZNF567",0.993076612320144,0.172631319609004,0.26376260841764,79.24676,83.900375,143.33334,33.9917117197502,2.90928692849153,20.5117255393224,33.6449,81.70865,98.17875,99.5942,85.537425,187.43615,5,4,10
"ZNF573",0.989032271482154,0.932708588672535,0.876891540066412,7.09422,6.397775,8.5262,4.89936225578391,1.98966211091859,1.92623535910508,0,3.6026,4.014025,9.1159,8.149575,11.621025,5,4,10
"ZNF527",0.496341015446577,0.62930347486444,0.896557546676665,120.16236,86.024375,97.67773,32.2900642263003,12.6018227679818,9.63707166140847,75.249,75.114525,75.238925,140.5966,89.9832,106.743275,5,4,10
"ZNF33A",0.550796218871062,0.26834852184784,0.954336052853099,747.83962,1137.92495,1232.47598,137.931969491693,156.46467051754,214.253438952661,489.7196,1045.4212,665.285475,1012.2495,1249.97875,1819.8122,5,4,10
"ZKSCAN3",0.834332492955978,0.0575626789382381,0.0229945778198997,59.73244,47.7392,102.30095,18.0689301548155,8.08440793822693,9.46691207823039,27.1003,40.94925,74.9989,71.1914,58.6955,126.11165,5,4,10
"ZNF676",0.515635527245804,0.262666392179769,0.969514679273752,6.73278,1.382075,0.38322,6.2669284244676,1.382075,0.153756763031022,0,0,0,1.5193,1.382075,0.660525,5,4,10
"ZNF699",0.908676457215026,0.913838017423763,0.678635676982422,8.28894,6.01025,10.09328,3.73255282047019,1.94385827779874,2.85208985045469,0,3.295475,3.783875,14.017,8.646575,10.580875,5,4,10
"ZNF250",0.172292373265463,0.0493436046280812,0.967105884505429,198.60548,375.509125,395.81035,54.1074514649082,57.1532584888411,48.5474462696838,132.8004,318.2488,269.766225,244.8598,417.755775,450.4597,5,4,10
"ZNF79",0.704834660520133,0.933834320241397,0.447429269553342,123.74066,83.59925,138.10413,25.5876720095752,15.4086991528325,28.3369406563864,76.7245,66.8692,96.878175,151.4019,99.36895,132.52425,5,4,10
"ZNF681",0.992555383585493,0.22001159506807,0.325145717847161,93.28136,98.29245,154.55082,33.091106803862,8.05361270140095,21.8995356909928,50.4673,89.746775,105.5421,117.6688,100.213425,214.08695,5,4,10
"ZNF766",0.296557498037496,0.445253464276121,0.0263720159476499,421.66608,313.370925,492.82588,54.4422190679844,37.5974325035051,33.0087245742994,331.2431,273.0726,429.543675,531.7634,354.232775,576.894775,5,4,10
"ZNF471",0.930186366347805,0.774809506211951,0.972909774773232,78.63904,98.036375,108.55888,40.6834803796652,23.5822473619591,26.1720273035154,11.1364,60.7539,42.707275,97.1963,124.726425,135.538725,5,4,10
"ZNF836",0.455547591372009,0.183690904900182,0.942581982591021,55.78448,89.059075,96.91291,21.1666294037194,20.5518579216241,11.6227092165147,9.3458,60.227725,67.9903,78.1999,119.6285,121.544725,5,4,10
"ZNF493",0.46222448222765,0.464156648578939,0.964645197219068,121.3262,212.01145,195.15964,20.6094280419181,63.1616769257343,39.7211862048068,89.4309,114.40335,122.778175,145.4753,316.01225,226.43295,5,4,10
"ZNF167",0.432473099689114,0.128734740194029,0.883886857442201,21.15604,60.28405,73.21172,7.8692819051423,28.1643788883671,16.0170408074151,9.3458,20.132125,28.988525,35.2304,98.410425,103.226825,5,4,10
"ZNF565",0.986965238253907,0.255353443933533,0.389267783015271,59.25614,61.98605,83.04937,13.8532284962243,12.8485898764871,7.67777738603866,32.4603,45.200775,61.216325,69.5574,69.753125,96.3596,5,4,10
"ZNF34",0.955691525756853,0.987052540660858,0.981691271266905,138.84276,125.42625,132.97482,30.8593467115654,36.6972190990112,21.7094298592816,78.5908,80.100475,78.750675,156.8702,143.899775,169.601225,5,4,10
"ZNF140",0.888822631984328,0.990118321433897,0.79467330225049,602.6096,674.157675,585.71299,100.494057478136,167.153422614432,58.4521722788782,462.5113,506.99285,490.36225,812.4585,720.881125,692.44135,5,4,10
"ZNF658",0.555171135553043,0.697266836697165,0.900738342883936,50.51124,32.854775,39.31229,17.7946416898908,4.26697263903715,6.17507074720516,29.8783,29.6248,24.394,52.7965,38.140125,49.286225,5,4,10
"ZNF765",0.994597830761099,0.13084935298262,0.203784227460692,116.52954,122.81465,223.00739,40.1996961190704,16.8889375025242,34.5060974579323,54,111.332225,167.101325,168.2036,136.783925,295.21155,5,4,10
"ZNF124",0.951314755768228,0.40263117367681,0.657519653997655,77.68252,96.0621,143.62745,32.802405400708,54.0013033566012,29.0062561247905,18.0966,23.6139,58.843325,145.4753,127.61955,233.8056,5,4,10
"ZNF569",0.995042773794804,0.0979758909967527,0.108531570529558,74.89598,71.2266,144.95029,30.277243260548,7.35177050727691,19.4681408229243,28.0374,63.335175,98.41265,129.8414,74.001125,186.373925,5,4,10
"ZNF777",0.1018319384396,0.0628295997608059,0.974823190416444,498.329,736.236925,715.69868,62.6707269459035,37.1561898507811,59.7309734080454,406.4772,683.507725,608.8143,624.822,775.8185,837.50725,5,4,10
"ZNF605",0.590501754483663,0.756493090185014,0.889243790535606,407.16876,504.3725,464.45692,44.5460026957145,103.440976391523,43.6307708672186,347.8421,426.54205,378.855225,388.785,599.1156,528.454475,5,4,10
"ZNF799",0.220310500328478,0.74800764318033,0.416562958569261,125.17882,237.952625,163.89141,34.7453339044166,54.5522151642866,31.4467206957894,85.9813,182.22045,102.12475,136.481,244.961475,217.391025,5,4,10
"ZNF782",0.967095642585731,0.991717381020291,0.984955996268768,50.59278,46.564375,48.95423,10.5718970966142,8.84429878569381,8.37505441057018,37.2556,35.801375,26.90445,70.9943,56.92135,63.70465,5,4,10
"ZNF846",0.848393463031649,0.876814251067908,0.984477160315587,37.9294,47.837075,45.15509,6.48992033518132,13.263626957798,9.78803437295252,33.5669,31.128575,20.571075,37.9404,66.2369,64.368625,5,4,10
"ZNF136",0.0385962009480921,0.00256098468219257,0.78595828132013,59.13638,151.450825,171.44054,21.3608173480183,7.80794939408709,18.6455259518393,22.2727,140.9032,144.238625,94.799,161.816325,213.698025,5,4,10
"ZKSCAN5",0.614159265151471,0.627523375125681,0.973888503943902,458.3738,391.110675,404.7187,72.7424608343504,28.570002275533,25.9186842094827,360.4336,372.002375,351.3494,548.4658,411.2257,457.628975,5,4,10
"ZNF33B",0.721064723913617,0.807811275799573,0.950886758521704,663.08492,846.7502,783.77247,133.679984709273,128.803313779855,125.688564447877,547.6636,724.941475,437.679425,607.8938,1012.628025,1102.463475,5,4,10
"ZNF431",0.777643989570236,0.178269576535767,0.609790213125092,68.71386,90.3377,117.3019,20.4623940631247,13.109762047866,16.8004925020733,44.8598,84.964325,89.10765,103.6939,101.581375,132.8144,5,4,10
"ZNF418",0.943201035259814,0.417513487818665,0.286667401662431,40.49912,25.257275,89.92948,30.6220072356696,14.1884764763742,25.0343607843336,4.1761,4.9103,4.06155,26.1682,38.041725,156.099275,5,4,10
"ZNF700",0.995356127441815,0.728408914262393,0.819346370496121,255.10668,263.5173,312.36381,43.0057821119602,49.83284427221,50.6652028659435,201.4453,219.631975,209.065,279.2328,290.518775,424.79,5,4,10
"ZFP28",0.658931583608156,0.581750633621637,0.997627225645197,113.83834,153.118125,150.53993,31.1300661835564,31.3057987655476,20.9146757145102,82.2042,110.971,105.22855,149.5327,178.368725,198.39185,5,4,10
"ZNF585A",0.982081764184438,0.56763259781734,0.491884040915419,85.08268,80.0761,108.38386,22.6565507107856,23.3711650856706,10.7094117500574,52.3939,47.369275,88.121875,111.0291,113.319525,132.640975,5,4,10
"ZNF138",0.846333532375107,0.976844522502863,0.901045623925352,195.9957,239.9015,209.36495,47.8570758989724,65.7958115173375,37.450217120656,114.0187,139.706625,154.75615,284.5528,334.027875,212.291225,5,4,10
"ZNF429",0.129200790242303,0.0782647927059137,0.9839550901622,417.29518,73.9948,99.12982,220.020938929888,8.89092887704466,12.5673043190106,84.7023,68.18815,77.544175,671.028,80.79965,122.412325,5,4,10
"ZNF470",0.850876241245477,0.50167384929074,0.244167565097366,150.70534,120.1551,203.18073,18.4973915244718,16.7789715289208,33.6411679314829,114.7245,96.0712,114.44065,179.4393,141.42725,273.925125,5,4,10
"ZNF100",0.627014187290811,0.037632556743577,0.333382213632218,111.03792,149.7381,203.21996,15.7442576809261,23.845222679012,23.376261534919,104.6729,109.639425,170.5213,134.598,183.253675,251.274225,5,4,10
"ZNF398",0.581375408082042,0.866021062299471,0.265976751117809,457.2803,524.444525,429.41276,19.6090323154153,37.4503195495796,38.3996934353625,425.0309,521.960775,331.981425,483.0397,562.8114,484.595625,5,4,10
"ZNF498",0.609618044255914,0.647878386930689,0.963839291694394,297.83854,361.0744,346.09254,64.1055756192049,34.65773889261,25.081094772031,221.3205,359.562,287.44995,334.2367,395.84435,376.910125,5,4,10
"ZNF441",0.249763288315672,0.348508180178069,0.843762635222264,53.35696,111.657325,94.3867,20.8814321573162,31.8893818299648,15.9260934168427,20.8807,63.092575,73.758825,64.1914,149.09565,107.012525,5,4,10
"ZNF420",0.999960150348017,0.30671853518314,0.354523628321477,53.03174,52.7408,95.59722,28.4745243318936,10.0050554553686,16.4049114947039,1.392,45.42435,50.014975,113.6112,66.8024,126.5293,5,4,10
"ZNF763",0.25024062994131,0.0256409876700793,0.696054729249332,39.26686,66.887075,78.92256,10.3025881622338,8.05577716780272,8.77688812970621,34.5646,58.7381,60.239375,52.3939,69.954875,93.232425,5,4,10
"ZNF679",0.999929735085957,0.763255153898508,0.785692343064735,0.15194,0.135,1.01736,0.15194,0.135,0.939117341526369,0,0,0,0,0.135,0,5,4,10
"ZNF682",0.999595670126557,0.793839878456846,0.803552094069996,136.3115,134.07895,180.20274,81.7575263625619,48.6737733468189,29.7168108777028,54.2005,84.658925,102.990725,86.3068,168.966775,250.607525,5,4,10
"ZNF772",0.992783403824566,0.72001410742787,0.826043413954691,71.8606,82.704,132.12942,66.6662467106631,28.5757076938321,49.3729847037894,2.7841,50.71255,14.9775,9.9594,113.43935,185.6709,5,4,10
"ZNF257",0.303856753932999,0.436691765803871,0.838877607258223,4.9961,27.5714,20.18188,2.76515802532152,11.897626273267,8.08997561120895,0.7377,11.548425,1.240225,10.2554,47.210025,37.123075,5,4,10
"ZNF785",0.693095699708799,0.15785472015568,0.668129711537232,156.05316,201.16885,242.95192,50.7283158208766,22.6361293692738,23.2350982699345,85.9813,190.5751,179.2032,199.2438,228.13555,297.005075,5,4,10
"ZNF98",0.961892217796319,0.900199046529382,0.762822931763167,4.1959,2.8307,6.03364,3.52556156477234,1.49083283771186,2.71343359602634,0,1.3821,1.074825,1.8443,3.6003,5.692425,5,4,10
"ZNF786",0.637561414391555,0.135230982821649,0.680298288370152,183.20094,252.179,308.33469,55.2508073962146,42.0629117546365,36.3290840311006,143.9252,207.139525,261.780975,219.5122,314.144325,340.200325,5,4,10
"ZNF517",0.56750696347778,0.31177712208439,0.971699391079646,292.49676,415.306275,439.25284,54.6133010263764,47.7672501382027,67.9400708718569,186.9919,371.685325,320.2418,368.8159,482.92555,579.52615,5,4,10
"ZNF675",0.985536607525262,0.0877082560502697,0.163177537154658,97.88782,103.572175,162.98819,24.8309429460583,13.3801326670288,17.9362936882639,63.5514,88.9552,161.97005,138.6942,121.030425,192.1318,5,4,10
"ZNF860",0.461912687991543,0.600117054410723,0.885779081320807,39.13362,21.609925,27.60179,11.6722249483721,5.89461430733951,6.87872441110107,29.9065,12.39535,9.5808,40.2621,31.214525,41.92925,5,4,10
"ZNF695",0.996819445479049,0.102365891981421,0.117340234480966,93.12932,89.89465,169.42007,30.8381060097957,46.1874603260542,14.8144100023596,48.7216,29.766725,138.287725,109.152,125.835675,205.40265,5,4,10
"ZNF665",0.97698327216393,0.140156202076761,0.260448037105735,10.969,12.979925,27.07283,4.44156681352425,2.44296473619487,5.70845078828165,0.9033,12.080725,15.772625,16.599,15.2771,41.7664,5,4,10
"ZNF624",0.472763142660634,0.164410519722527,0.905782010613426,97.0002,73.872075,66.61881,12.8443183158547,13.9881355861182,9.22768003422854,89.0909,67.2654,52.3878,109.7712,84.853675,86.93085,5,4,10
