"gene","p-adj-MSI-L-MSI-H","p-adj-MSS-MSI-H","p-adj-MSS-MSI-L","mean-MSI-H","mean-MSI-L","mean-MSS","SEM-MSI-H","SEM-MSI-L","SEM-MSS","Q1-MSI-H","Q1-MSI-L","Q1-MSS","Q3-MSI-H","Q3-MSI-L","Q3-MSS","count-MSI-H","count-MSI-L","count-MSS"
"ZNF776",0.488453050236219,0.919890856690589,0.336920598098744,276.856028571429,452.0911,240.86002,56.9067922801827,329.3136,48.0271737345243,204.0904,287.4343,121.728125,384.6139,616.7479,310.023425,7,2,10
"ZNF256",0.696022162317006,0.97490762746009,0.595795254053069,105.430771428571,161.8093,96.35715,41.4768384572627,76.0453,19.338543745721,43.88995,123.78665,58.2701,139.3925,199.83195,129.94075,7,2,10
"ZNF599",0.487714683426734,0.910446298808652,0.329324687041678,86.3778,119.8908,79.08623,8.17967423868166,41.1889,12.5839155670602,82.1457,99.29635,57.010175,99.648,140.48525,106.5887,7,2,10
"ZNF18",0.857128037782285,0.929956382364628,0.945727225468513,298.952242857143,227.8347,269.03411,59.2874656491928,123.3506,54.517270454821,187.94785,166.1594,176.118975,343.32005,289.51,290.4241,7,2,10
"ZKSCAN2",0.877799324104079,0.955903377375073,0.773895979241595,210.682171428571,159.57295,229.10797,24.8133030989784,151.73665,47.2246813609462,164.3251,83.704625,122.38425,258.63655,235.441275,297.9759,7,2,10
"ZNF689",0.844537083819864,0.535376727269957,0.432649644003661,95.0699428571429,119.913,65.25564,22.4513659954542,29.7955,17.1957269633489,74.22555,105.01525,20.90755,116.7008,134.81075,109.98155,7,2,10
"ZNF19",0.999978691843512,0.863777070624788,0.939920067313111,89.5273714285714,89.3157,100.36568,14.2020319824097,29.2373,14.4036903995145,70.57335,74.69705,65.48835,114.26175,103.93435,132.9683,7,2,10
"ZNF230",0.968510959655563,0.922843020651604,0.999978980335531,95.3876714285714,89.9029,90.03857,9.90318564053084,32.872,8.55951259652155,83.53815,73.4669,70.596775,101.4021,106.3389,106.0202,7,2,10
"ZNF222",0.836423835177463,0.851617404496732,0.625003621681354,60.4507,72.6726,53.33156,10.476596090743,4.1145,8.62510799754866,44.5599,70.61535,34.05435,77.92975,74.72985,68.324825,7,2,10
"ZNF221",0.825342996308416,0.0592495510003545,0.605286384949068,14.0813,11.01075,6.16321,3.21220349307954,7.52795,1.14831601529757,8.45755,7.246775,4.3293,17.9807,14.774725,7.580925,7,2,10
"ZNF233",0.475751710622498,0.989050279131982,0.403992782860102,28.6805571428571,5.93505,30.3413,8.55722851436578,0.71085,8.17569908433252,12.63835,5.579625,8.448475,51.1358,6.290475,39.39815,7,2,10
"ZNF235",0.358295809020335,0.706450499197446,0.617183705617251,77.3878285714286,39.0932,64.00139,13.0962119571474,0.782399999999999,11.1032712630953,53.6405,38.702,39.109875,91.40745,39.4844,83.69065,7,2,10
"ZNF208",0.961000502428096,0.570436989885206,0.925488008755794,3.11767142857143,6.42075,10.8785,1.29988989015632,3.37325,6.37680501832836,0.18235,4.734125,0.80325,4.35455,8.107375,6.9082,7,2,10
"ZNF714",0.678992021879589,0.98997638561823,0.712730273834665,171.170585714286,252.01885,179.08605,37.4933749962667,170.17295,34.7677980083559,137.0206,166.932375,82.078475,197.4279,337.105325,247.81875,7,2,10
"ZNF394",0.775464608648678,0.998360931812639,0.781481884954681,617.223128571429,469.5408,609.99399,139.681432544254,78.1301,60.127973543103,447.75545,430.47575,500.5741,578.2949,508.60585,716.326075,7,2,10
"ZNF333",0.560607868294299,0.429014269644337,0.960606272152717,115.134885714286,170.86745,156.93217,19.9857230159483,48.09865,23.4387317437709,84.81835,146.818125,127.1597,133.9466,194.916775,157.822275,7,2,10
"ZNF382",0.753350774545352,0.152761450100061,0.871242498060444,45.9461428571429,35.4783,28.45766,7.21562228415201,3.6977,5.76880902579072,35.64745,33.62945,15.3248,58.26895,37.32715,44.056875,7,2,10
"ZNF577",0.684775702570686,0.963491471880832,0.764998512383273,238.936071428571,139.82345,220.06139,42.5085702823376,3.40685000000001,54.8889352781788,158.81705,138.120025,100.996275,297.8986,141.526875,282.47835,7,2,10
"ZNF75A",0.649730684341681,0.479942194234531,0.983028227444229,221.417157142857,336.50045,314.65341,64.9768645396918,137.10995,46.4942769320494,120.393,267.945475,192.12965,268.7256,405.055425,430.789225,7,2,10
"ZNF496",0.91449858595501,0.941329131252463,0.97671099839118,391.8052,455.1632,423.80329,44.5710883427704,92.9516,75.4172377229642,325.57775,408.6874,267.391875,458.07465,501.639,575.153675,7,2,10
"ZNF2",0.866332816392199,0.972300296768686,0.781449018728446,155.827714285714,137.55735,160.77726,5.30649736232805,2.19015,18.386515645737,146.156,136.462275,122.7138,161.9686,138.652425,201.755375,7,2,10
"ZNF589",0.944120603432126,0.794477466298046,0.996545735312525,487.869628571429,606.25815,634.2646,76.3404624691779,258.41315,181.155176803988,337.2713,477.051575,358.97505,630.4761,735.464725,593.3132,7,2,10
"PRDM9",0.67057808621113,0.690624378368263,0.929398789646922,0,0.1749,0.10336,0,0.1749,0.10336,0,0.08745,0,0,0.26235,0,7,2,10
"ZNF12",0.952967472842797,0.973216231859018,0.985088392893876,515.868828571429,475.35535,497.18866,70.3552321976354,89.19945,51.8767635710123,466.58415,430.755625,430.201075,642.41625,519.955075,586.1055,7,2,10
"ZNF202",0.966021734684137,0.993781560571643,0.942909100112782,318.274171428571,274.83335,329.60547,48.8442365594799,128.12025,82.6180425651269,188.19815,210.773225,194.4494,412.6585,338.893475,274.170575,7,2,10
"ZNF3",0.86642570048181,0.862315203420697,0.671191966375472,1148.03927142857,987.2965,1248.47866,154.061479205751,175.6073,124.306720299094,842.7687,899.49285,1026.772,1457.4685,1075.10015,1348.305475,7,2,10
"ZNF606",0.484659967176153,0.940633578106774,0.585500256401638,299.236228571429,438.95645,323.65044,33.4444622308581,247.92905,45.0178896032633,255.6431,314.991925,238.680625,362.68375,562.920975,452.9182,7,2,10
"ZNF91",0.951491226818395,0.88244032440336,0.999972258927422,278.2228,252.178,252.77133,46.7318097950371,61.9299,31.1229212900362,222.7613,221.21305,232.028275,344.5781,283.14295,291.7865,7,2,10
"ZNF226",0.95716598881508,0.996266892225475,0.936924267672538,291.669485714286,270.67015,295.43699,34.5043828941472,79.11595,28.9238668921147,228.3762,231.112175,261.002825,341.26,310.228125,323.212775,7,2,10
"ZNF229",0.774297112144226,0.420016013420777,0.993297165242262,2.03725714285714,16.3506,18.57417,0.743924454324158,15.4799,10.6984347519527,1.1513,8.61065,0.460325,2.15055,24.09055,17.385825,7,2,10
"ZNF180",0.997001291655628,0.701335951201116,0.825876193503885,159.647842857143,163.7646,131.82098,31.812628924232,72.341,16.4815661152142,121.1924,127.5941,91.886375,188.969,199.9351,174.911025,7,2,10
"ZNF641",0.948745916227639,0.852213060258249,0.999678352068669,92.6001142857143,76.20205,74.96546,23.082810996687,32.23165,22.4664873781333,40.99805,60.086225,25.5101,139.2835,92.317875,102.8936,7,2,10
"ZNF610",0.985046436130941,0.957210948265884,0.934745792453785,118.610314285714,126.92275,109.8976,25.7131764293406,2.84785,19.7433095965809,68.9899,125.498825,71.3214,165.7094,128.346675,154.5293,7,2,10
"ZNF528",0.271379913460725,0.651007559309027,0.531336588200227,332.118771428571,119.3887,259.28753,74.2834220385638,31.2426,47.4280118285598,256.32855,103.7674,141.475375,389.8442,135.01,389.067925,7,2,10
"ZNF701",0.770062792828498,0.171323488817224,0.87752458705089,113.435371428571,90.4098,74.74843,15.7403276750656,65.5948,9.63213942443676,97.42365,57.6124,50.11565,135.2144,123.2072,85.843075,7,2,10
"ZNF283",0.903682024597936,0.573550031307472,0.976976255064121,56.6589571428571,49.06455,45.55513,9.90663233853383,32.08585,4.19078143683782,42.49945,33.021625,40.007575,71.5169,65.107475,53.321025,7,2,10
"ZNF558",0.776315708985021,0.979994784973403,0.829705896535137,380.0603,492.99145,399.51754,62.3094080069203,174.75025,71.1358470504307,267.3818,405.616325,264.210025,478.35125,580.366575,471.473225,7,2,10
"ZNF597",0.499171198155807,0.404310622851017,0.935383458168268,46.0116571428571,23.9063,30.39004,13.1246613100583,19.1174,3.72025494022475,22.64485,14.3476,27.6026,54.636,33.465,36.562675,7,2,10
"ZNF30",0.7003500067684,0.711706231317713,0.390750531099171,93.0854571428571,115.74225,79.48518,14.943411456827,22.69915,9.94506329905334,68.71205,104.392675,53.7841,117.94295,127.091825,91.401475,7,2,10
"ZNF354A",0.865134492001123,0.621692338764501,0.508243797585969,347.957914285714,410.1531,277.94453,80.3183412466188,1.25310000000002,31.9578903167244,207.38405,409.52655,204.795625,456.97455,410.77965,299.832375,7,2,10
"ZNF764",0.611040683078059,0.783264440863514,0.353743193747576,253.827542857143,170.9455,289.40452,19.583497350051,43.8232,42.8436748933137,226.51715,149.0339,210.882675,281.55115,192.8571,330.382125,7,2,10
"ZNF747",0.83600185524828,0.473010610908143,0.387475215920868,217.417542857143,162.3254,287.97836,43.2806045634699,72.5735,39.515491039032,168.32175,126.03865,219.384775,234.1626,198.61215,341.77225,7,2,10
"ZNF778",0.818832015801795,0.986665970150644,0.751508947766693,69.0462142857143,90.00215,65.729,14.502259637831,58.65695,12.4872907342181,47.86375,60.673675,37.902975,85.90885,119.330625,77.022025,7,2,10
"ZNF212",0.999555610399077,0.364359832301813,0.635899294548655,482.660314285714,478.57635,606.4136,70.1766468964041,116.54775,55.864340800745,395.06125,420.302475,467.7446,491.93975,536.850225,674.448425,7,2,10
"ZNF282",0.943515521822405,0.887797774712053,0.804044878557624,1321.93401428571,1176.9615,1449.6764,180.014332432879,392.0415,190.685815692707,1023.9732,980.94075,1131.45545,1505.86075,1372.98225,1638.425675,7,2,10
"ZNF160",0.534204889297455,0.997707846804405,0.488112015756373,604.363628571429,417.197,611.17922,93.6966333048889,149.4565,59.7921723554305,391.5827,342.46875,485.596575,839.7224,491.92525,751.3145,7,2,10
"ZNF415",0.999955929942722,0.998952673215013,0.999811678290855,179.597957142857,180.29905,181.69925,41.3392545074629,71.89675,28.0731746081211,103.40535,144.350675,137.62575,222.90435,216.247425,252.619575,7,2,10
"ZNF439",0.335841536848699,0.997379780853675,0.332425689562599,104.505371428571,181.65745,106.74725,16.972151859832,66.92765,23.2170682006208,79.3404,148.193625,51.457775,127.69035,215.121275,153.336525,7,2,10
"ZNF440",0.806806732981299,0.926379199138344,0.910779880228009,288.983014285714,213.4421,261.39908,57.7749338153643,64.9876,48.4103277652537,196.64705,180.9483,154.1418,378.89125,245.9359,328.188825,7,2,10
"ZNF562",0.195772683653265,0.699195834530892,0.0704842146628313,404.769114285714,645.924,338.25647,58.4857797093302,241.4834,44.4916969266627,282.2952,525.1823,235.9199,524.12565,766.6657,401.7058,7,2,10
"ZNF561",0.040118932492379,0.999943347615162,0.0328990400418604,670.932728571429,1107.91045,669.92206,57.1233794849139,140.12635,72.9204376667356,585.8977,1037.847275,500.3021,702.5245,1177.973625,871.565575,7,2,10
"ZNF584",0.93438500362266,0.995615987642959,0.949475432293583,208.630785714286,190.83775,205.85407,12.7582532022819,103.33235,19.869135772024,188.1349,139.171575,182.6889,225.7922,242.503925,196.296475,7,2,10
"ZNF274",0.359061483331277,0.6426822442149,0.658971068396196,232.7505,413.19465,304.20254,76.1739504595802,134.57035,37.6089674486587,97.6227,345.909475,244.81165,284.0228,480.479825,384.906725,7,2,10
"ZIK1",0.999926974224188,0.679525420154123,0.859056340264795,4.50285714285714,4.70705,13.75033,1.18440344716075,2.25855,9.28872312586073,2.55535,3.577775,1.99545,6.3023,5.836325,9.544125,7,2,10
"ZNF540",0.899547147007211,0.763977602219201,0.645750224698194,43.5369285714286,20.72055,66.02313,13.7505176654366,1.48235,25.6160907961428,19.0607,19.979375,28.789425,59.70495,21.461725,58.002575,7,2,10
"ZNF570",0.77556132792167,0.50531653817024,0.999868171253712,42.9120428571429,33.24235,33.03139,6.86574301930059,18.87575,5.02274460620995,31.3547,23.804475,20.004875,56.742,42.680225,47.3131,7,2,10
"ZNF57",0.979952544011443,0.765277382755593,0.966565718059592,139.747285714286,130.4723,118.85556,26.7374162890867,10.1459,17.6319977827509,90.1664,125.39935,82.818725,156.27175,135.54525,154.64735,7,2,10
"ZNF556",0.999185866130742,0.239245724150043,0.566103594999795,16.5581857142857,16.13295,5.06611,7.07732056166633,15.69755,2.23558506055773,0.696,8.284175,0.189925,32.06435,23.981725,5.8539,7,2,10
"ZNF554",0.97271784731214,0.596142982395536,0.918045925329958,161.4432,152.30935,136.76476,16.9862005668467,80.60315,13.4153571969275,142.8185,112.007775,98.62265,186.47015,192.610925,166.486825,7,2,10
"ZNF738",0.438108321352806,0.643551847086255,0.752711371731822,225.732957142857,397.63085,301.95346,45.3207763241091,261.36615,51.8502507675415,166.59815,266.947775,168.390625,272.2831,528.313925,433.75905,7,2,10
"ZNF596",0.632508703602015,0.957948665654674,0.72012918473326,138.949485714286,85.48305,129.02428,25.1635712861009,13.77685,24.9611332607084,92.26035,78.594625,78.179,195.9707,92.371475,176.2504,7,2,10
"ZNF621",0.999161540328863,0.569528370240067,0.814236576162508,424.952228571429,430.70285,518.25836,65.6519150425097,61.67855,62.5667876616983,281.51065,399.863575,447.646575,583.7082,461.542125,665.40235,7,2,10
"ZNF680",0.796543496769853,0.99829836316828,0.763858674638704,206.4403,156.2747,209.08818,38.2373050081798,18.2686,31.1700730508958,178.4358,147.1404,179.9137,234.54585,165.409,259.9075,7,2,10
"ZNF483",0.816159418929439,0.966154697064697,0.884650204767841,11.9200571428571,6.2773,10.50024,4.25642176788467,2.4297,3.8715662845417,5.08955,5.06245,3.501075,13.38025,7.49215,11.623175,7,2,10
"ZNF417",0.96702425966711,0.999679307606351,0.960450806636611,167.704657142857,118.7274,170.64557,84.6399062052429,86.9468,85.8573262269835,66.2282,75.254,67.51395,116.9358,162.2008,106.0831,7,2,10
"ZNF791",0.595556176192987,0.589891868345063,0.25253910974411,109.426142857143,160.41255,77.79029,26.1753509123142,95.98065,14.6368309591664,68.5799,112.422225,34.281525,158.985,208.402875,108.420775,7,2,10
"ZNF519",0.772284496029773,0.382165972796495,0.281334019666107,46.6720714285714,58.67745,32.09485,9.23597165640731,18.62525,6.00557166431029,34.06735,49.364825,21.25295,62.4127,67.990075,46.4396,7,2,10
"ZNF25",0.823523481300621,0.344216507543428,0.952110229452725,120.616228571429,173.4474,198.98298,25.5723323032523,50.3227,42.4500857311627,72.8706,148.28605,110.714525,164.40485,198.60875,255.775425,7,2,10
"ZNF77",0.635074403273736,0.920201376034285,0.763513984414714,105.765914285714,167.5986,121.83064,19.9234312971105,49.6186,31.7102732933953,93.69675,142.7893,54.868475,136.0071,192.4079,212.84885,7,2,10
"ZNF169",0.868044078943011,0.857075614050084,0.669182100153184,59.1024285714286,45.98695,67.52166,5.23658984544214,21.17195,12.6817657257988,50.39585,35.400975,49.752175,63.62645,56.572925,72.77155,7,2,10
"ZNF613",0.37085092360345,0.0763486719126274,0.997757518659152,164.6684,109.48855,107.03533,27.9632692085528,31.12545,7.17057271926262,109.04165,93.925825,91.584925,209.0122,125.051275,125.57625,7,2,10
"ZNF404",0.985567413964609,0.559624138221675,0.688097146961737,32.0852,28.295,47.08764,9.61249352462473,10.881,10.2354132415757,13.40165,22.8545,20.101925,43.80015,33.7355,77.450175,7,2,10
"ZNF135",0.142695538935422,0.192694531337392,0.638921518918096,60.8108142857143,243.1298,162.81679,27.2302785029952,114.7014,40.5489650073133,12.4631,185.7791,32.36065,87.4602,300.4805,249.036225,7,2,10
"ZNF620",0.346734685911172,0.130175874912779,0.0327476279229718,88.3129571428571,121.08455,59.42247,14.0542912895612,6.58734999999999,7.13024289513104,64.12205,117.790875,42.95135,109.20145,124.378225,67.2573,7,2,10
"ZNF619",0.88595598505213,0.810972590904314,0.995335331137901,37.5851714285714,27.55645,29.4529,10.5883204641159,12.31915,8.36213691551255,19.34595,21.396875,17.10915,59.9823,33.716025,31.6168,7,2,10
"ZNF354C",0.99553016107864,0.876792456202717,0.974009947985485,17.4533571428571,16.12545,13.01282,8.21225385906003,12.20725,5.02105245961221,2.57065,10.021825,1.923725,26.1205,22.229075,14.773175,7,2,10
"ZNF114",0.83206322127965,0.648562367196149,0.999524610344116,137.632757142857,50.9158,55.15036,104.966610917622,40.0724,31.3476211706378,15.65015,30.8796,6.907075,62.0849,70.952,46.6457,7,2,10
"ZNF454",0.961856384586131,0.636414633188014,0.672261011018533,4.2661,3.362,6.18673,1.42781734125903,1.1852,1.48783184041223,0.45235,2.7694,2.20965,7.10555,3.9546,9.585575,7,2,10
"ZNF543",0.454421799173184,0.419452732136497,0.122781262831626,97.1524,147.19735,64.78214,14.4895297976389,98.00275,12.1567645954396,80.7511,98.195975,41.276975,128.11455,196.198725,76.754325,7,2,10
"ZNF354B",0.784711906992559,0.447070606935749,0.994739434729308,101.526357142857,75.0483,71.30506,25.0773088527292,23.2416,11.3285180283625,52.0159,63.4275,44.286225,142.1081,86.6691,103.881775,7,2,10
"ZNF223",0.592351959125506,0.601476099309289,0.913941979231378,56.8201142857143,92.89405,78.65525,16.613192665762,52.26715,13.2788811089661,26.6853,66.760475,44.789225,85.50785,119.027625,96.93975,7,2,10
"ZNF713",0.562858948502322,0.999388469615395,0.55369618397893,58.5887571428571,91.1577,59.2294,20.5461712362768,16.7128,8.21960888931665,27.3677,82.8013,43.134325,65.46845,99.5141,68.342475,7,2,10
"ZNF552",0.0973914917723354,0.55651971835465,0.0231819537488176,249.998785714286,626.1216,140.68497,62.634442865048,506.8356,19.3133450979198,162.4027,372.7038,104.786775,276.03995,879.5394,184.695275,7,2,10
"ZNF154",0.906904192264023,0.964937296910242,0.822484216526159,6.40881428571429,7.90545,5.85402,1.21325419595961,3.98725,1.5594500970107,3.531,5.911825,2.270925,9.1726,9.899075,9.332775,7,2,10
"ZNF571",0.300932273014899,0.99999997479525,0.278149410653008,87.1804571428571,50.8501,87.17735,12.3606203950067,10.3625,8.99459196803217,64.1467,45.66885,59.02785,110.71875,56.03135,109.6414,7,2,10
"ZNF443",0.729271912440916,0.871016770400721,0.885424400386359,184.205742857143,131.406,162.86978,44.7078566528985,22.2727,19.349283926508,112.50095,120.26965,124.93085,193.2181,142.54235,200.864925,7,2,10
"ZNF792",0.0158639462554029,0.423796311651889,0.00234356492565491,96.1076857142857,184.3257,74.05826,12.9215145320366,17.1511,11.4591235541448,73.2064,175.75015,48.3943,120.2164,192.90125,87.505975,7,2,10
"ZFP82",0.957478453936355,0.420388693010849,0.857816639159294,108.462785714286,93.90425,67.38325,28.9808476276548,6.83415,18.6697349971566,54.8302,90.487175,13.047975,138.249,97.321325,87.3106,7,2,10
"ZNF707",0.749609825122935,0.770375950704108,0.947224735703562,326.823985714286,267.8298,292.35736,35.579053215885,44.3165,34.2291220325753,260.4863,245.67155,248.111725,371.52195,289.98805,365.306225,7,2,10
"ZNF746",0.735966145107035,0.804108720695555,0.925077409483787,576.2474,460.0349,516.18998,82.0013342193632,95.9076,56.902090770689,447.8328,412.0811,422.927425,661.0233,507.9887,643.169925,7,2,10
"ZNF678",0.948058941558229,0.764743408434466,0.991397976951805,43.8303571428571,35.2668,31.94219,16.0724913206186,26.9951,8.49306252538506,15.4876,21.76925,11.70585,63.7289,48.76435,45.13665,7,2,10
"HKR1",0.455939365838474,0.804691920426464,0.24645148117488,805.223871428571,515.0988,897.24874,78.5037260867604,128.5076,110.720112085513,682.9403,450.845,591.916225,923.7065,579.3526,1095.991925,7,2,10
"ZNF101",0.813374678307334,0.558032628880117,0.999525025984303,132.869928571429,101.20185,99.74469,26.0109581571445,32.41645,19.7733642825587,98.34915,84.993625,66.629075,138.59165,117.410075,104.84085,7,2,10
"ZNF716",0.991113374113527,0.675293028648356,0.911095442605793,0,0.3498,1.4443,0,0.3498,1.4443,0,0.1749,0,0,0.5247,0,7,2,10
"ZNF708",0.919730869345577,0.901980035100235,0.990982126905192,136.952942857143,117.05075,123.36142,29.2453209310388,2.67065,17.8445286196376,91.9781,115.715425,99.718275,201.79845,118.386075,166.6686,7,2,10
"ZNF721",0.954856462842072,0.681428705164179,0.68581235566283,447.824057142857,491.5165,369.56165,72.7646972684323,138.6127,58.1686617672461,305.64795,422.21015,283.13355,581.2444,560.82285,412.6775,7,2,10
"ZNF662",0.740447370303773,0.293003178455551,0.974323860470303,25.7631571428571,130.24775,159.67453,14.3171240404272,88.01875,71.8397868440943,6.36435,86.238375,14.8096,20.26125,174.257125,206.0342,7,2,10
"ZNF320",0.810069161784427,0.601161857133504,0.999718895944445,1259.37985714286,774.21055,791.21471,444.377140361741,472.07735,266.261418625771,627.77,538.171875,390.136525,1421.3181,1010.249225,752.793825,7,2,10
