"gene","p-adj-N1-N0","p-adj-NX-N0","p-adj-NX-N1","mean-N0","mean-N1","mean-NX","SEM-N0","SEM-N1","SEM-NX","Q1-N0","Q1-N1","Q1-NX","Q3-N0","Q3-N1","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF559",0.00141636472821671,0.322543765640363,0.000198690719804273,288.88380502092,194.33518125,302.112938129496,6.79415184175181,15.5383686957619,6.33202697937549,211.5114,167.667575,222.96805,361.6377,216.0623,371.53595,318.608415277778,293.148480675422,314.93165,289.2912,267.8618,359.46335,214.6188,363.911,7.61664506637655,4.57919509926086,0.920090200441949,0.918584080069437,-0.120152793118378,-0.122516314380865,"KIRC"
"ZNF177",0.0753323610547384,0.85516924496703,0.0471286950382566,76.2321468619247,45.5865625,78.7899143884892,3.58378393710904,8.17524656295288,3.26766251175402,42.0451,26.557625,45.4723,95.5426,45.6253,96.270725,80.617075,76.6358318949343,77.9863,62.1694,65.653575,97.507725,42.2999,95.3285,2.64833697228848,2.36493015393729,0.950615386317779,0.797183607890104,-0.0730663421165505,-0.327016049861916,"KIRC"
"ZNF548",0.0167893234490455,0.931303241292115,0.0230549374363624,336.256777824268,249.0624375,332.368724100719,9.6224803066981,21.5665984822574,5.80465928632283,262.2144,200.98605,272.737125,378.3884,285.607825,377.987175,261.641709722222,331.517781050657,251.97885,318.7452,234.7386,272.43235,263.0697,375.6563,5.32353408391294,5.34158246613828,1.26706778289524,1.26496807172507,0.341493704771615,0.339100971207945,"KIRC"
"ZNF563",0.537525581895994,0.0949454227555429,0.17681258768822,81.1534066945607,71.6066625,87.5348327338129,1.75635073485368,11.878503422008,2.36781146842448,63.37155,46.005825,70.273975,94.1186,80.03105,96.307925,90.9041388888889,84.1775622889306,89.88745,80.1354,77.263925,101.15865,65.6753,95.0681,2.05253508209098,1.51279952164061,0.926003626653566,0.891508213883028,-0.110910251137413,-0.165680004750249,"KIRC"
"ZNF567",0.951481913109839,0.972589409895859,0.923985443191399,115.505138912134,118.34915625,114.778935611511,2.5875725072168,11.2700920381814,1.97738705779563,92.941,95.65585,94.00975,131.7347,135.81295,132.3542,113.869351388889,115.100403564728,113.71565,112.5856,102.488725,122.652625,93.0987,132.2756,2.96531176969283,1.58685804171627,1.01081109324699,0.990062493596968,0.0155134024825772,-0.014408502667934,"KIRC"
"ZNF573",0.0761712323330486,0.807416676635842,0.120096746433152,31.2388782426778,21.7022375,30.3059899280576,1.12470505777301,3.3640784808755,1.00591638496093,18.73385,10.89835,17.157975,40.6648,28.45485,40.089325,31.3302777777778,30.4529928705441,29.72315,26.7052,21.306825,40.465375,17.34,40.2562,1.4076412349262,0.73729642675801,0.971998814901797,0.898464664747848,-0.0409735400443138,-0.154466329043607,"KIRC"
"ZNF527",0.0902962978374218,0.996985691733716,0.0834381185220295,126.334794560669,105.9450625,126.57994028777,2.60733568033629,7.94288597870696,2.11881070505291,100.73545,90.079475,105.795125,148.15525,122.808125,150.308075,127.538459722222,125.761342776735,128.41135,123.9633,110.946425,138.407025,102.5265,148.7331,2.94458968151539,1.63229029452766,0.986066030988948,0.965360927986506,-0.0202438363261186,-0.0508596585552607,"KIRC"
"ZNF33A",0.323378509632149,0.979939837296212,0.354187383810348,1150.46289707113,1014.33676875,1144.25243381295,25.1833388732476,55.2401946052131,21.2156265688156,896.4413,857.827725,906.4275,1377.92115,1142.972275,1333.82395,1285.99330138889,1141.51243996248,1285.91465,1111.8553,1164.9519,1418.46975,896.2749,1346.4093,25.2890396284197,15.9009986093628,0.887650377906035,0.864641599658266,-0.171936545995159,-0.209825846003853,"KIRC"
"ZKSCAN3",0.266353596129381,0.384976715645243,0.508904149577042,70.5336447698745,59.03011875,67.1991143884892,1.91092043511651,6.34541108257389,1.68133473914298,49.5768,40.81955,46.708875,86.61915,70.5024,81.56835,82.9723541666667,68.4329360225141,84.25695,65.284,73.94375,93.63095,47.1394,83.426,1.72064392419043,1.24332266721181,0.824767920710707,0.774820356065583,-0.277939874610544,-0.368066237991765,"KIRC"
"ZNF676",0.458942468337484,0.944809536143936,0.522964504504901,15.8295790794979,5.3716875,14.8670525179856,2.06663104599847,2.77319667917843,2.18555486128768,0.98265,0.681275,0.909275,11.02905,3.216075,9.376075,44.5253055555556,15.0104765478424,41.2917,2.6861,28.83415,56.587325,0.9149,9.6103,2.59133716699303,1.47188550814381,0.337122370313964,0.0650518142871328,-1.56865573196686,-3.94226689568256,"KIRC"
"ZNF699",0.105552387711589,0.999121567602067,0.100414376430314,40.977480334728,28.81366875,41.0591133093525,1.51424588352333,5.30904215671024,1.38428128302627,23.9664,8.896175,22.328175,52.8716,48.75165,57.559425,45.2985097222222,40.6301547842401,44.1861,39.0335,36.379025,54.634925,22.2841,53.9971,1.56551341194944,1.00728180044901,0.896942416723879,0.883388667476876,-0.156912727104622,-0.178879769957541,"KIRC"
"ZNF250",0.882709217249005,0.261628285050643,0.567650556728892,224.587966527197,213.6855375,236.838972661871,5.49628532449173,39.1362978044976,5.20454391171277,174.98305,153.20855,193.128675,260.73515,220.715425,264.4635,305.001840277778,230.541737148218,286.13705,221.2263,251.8051,338.2099,181.6855,262.4786,14.7690515577995,3.84706719152808,0.75586998733599,0.773148042170701,-0.403789988425104,-0.371183407443428,"KIRC"
"ZNF79",0.895726536687167,0.748667585910758,0.764839969742115,106.26529665272,102.629975,108.279665107914,2.14031202287973,9.57770455744529,1.77623925423022,84.2433,90.9557,87.8511,125.39615,115.05645,125.940775,92.0951819444444,107.238062851782,87.675,105.1571,78.62505,105.7251,86.5562,125.5278,2.40931782625622,1.36108167254395,1.16442641827314,1.19939663530083,0.219619476520487,0.262308830691372,"KIRC"
"ZNF681",0.988681647467409,0.695872976738584,0.990119294756714,75.3805138075314,74.0666875,72.8449971223022,2.39094674901779,10.5278092220829,2.01503274288427,52.34665,48.855275,49.31425,92.41865,90.213375,90.67375,71.5911694444444,73.9396196998124,64.49085,66.364,52.676975,78.980625,50.5221,91.3575,4.38307916928187,1.53417553756996,1.03280363030234,1.0290452056377,0.0465659768363453,0.0413063607710511,"KIRC"
"ZNF766",0.576628704084639,0.671861928537175,0.397454060907314,372.309978242678,348.54890625,379.20552733813,6.07177702964522,13.4964937796435,5.51102188663351,311.11105,316.5811,320.1001,425.9667,377.9808,426.382775,352.881470833333,375.108222326454,351.0234,359.25,313.95905,397.099925,317.041,425.7757,6.97514268072649,3.98434092017465,1.06298645106141,1.02343604443464,0.0881232082414613,0.0334209496892298,"KIRC"
"ZNF471",0.0642668726666769,0.958440480626526,0.0496170207171557,145.539219246862,68.25176875,148.798050719424,8.93868864869617,17.8826038688039,7.8714835201028,39.58045,22.268925,44.352275,198.1526,90.40595,210.49475,200.652983333333,145.098937898687,199.5687,102.3835,169.578175,233.747875,42.1506,204.2044,5.93353618666561,5.78204699603153,0.723133718164769,0.513023835902123,-0.467665647301968,-0.962902237595157,"KIRC"
"ZNF836",0.00604427576741406,0.787223207746512,0.00271021217991707,152.888071548117,103.6794625,156.479012589928,4.00321628755967,9.69473496765931,3.75730911683523,110.43725,72.4089,111.588775,193.978,127.887775,196.069575,143.565043055556,153.377722138837,143.60755,144.3327,118.5366,163.127225,110.39,194.0035,5.05027532034972,2.69507465146774,1.06835005844343,1.00504952559945,0.0953844418119641,0.00726659451493064,"KIRC"
"ZNF493",0.474042116236621,0.489041718920672,0.715730806893569,232.257481171548,191.341925,218.57683705036,8.91922107394192,23.65018236116,8.1591323532921,144.57925,122.278875,143.533525,280.38165,246.9519,246.86175,282.6112625,223.810130393996,280.7347,193.437,229.57045,330.929525,143.2688,263.7256,8.35887808749651,5.88863892860286,0.791936345403065,0.689038440919487,-0.336543621478907,-0.53734362287668,"KIRC"
"ZNF167",0.896051271673807,0.192473023302623,0.98805845777583,59.0815853556485,56.06813125,55.0758402877698,1.89783349333314,4.5026470911909,1.407590383309,38.28075,42.1295,38.527375,73.0365,64.063525,66.845825,81.1133611111111,56.9163373358349,79.99355,52.4005,68.757525,94.0273,38.674,70.0707,2.22877228502596,1.13303538662734,0.701688803868816,0.655059064137046,-0.511096751902687,-0.610303100151934,"KIRC"
"ZNF565",0.205335069157525,0.905057421589815,0.262409020524525,59.6571644351464,68.08308125,60.376678057554,1.31477556723162,8.00083198851438,1.02611332245323,45.88715,46.6523,50.18965,70.35215,72.81345,69.20925,47.264225,60.2813660412758,46.03875,57.3742,41.97735,52.8464,48.6225,69.7021,0.974481910839299,0.831119614296524,1.27541213341117,1.24621541636122,0.350963511203468,0.317553469047577,"KIRC"
"ZNF34",0.525528854733448,0.462602707106588,0.294787963769501,130.573714225941,117.45674375,135.480236690647,3.13162650618266,10.2852366517052,2.75473928341353,96.35,93.926025,104.909775,154.5589,135.45815,160.2318,116.234784722222,132.722594183865,113.618,126.9497,101.78505,132.3067,100.7695,155.8711,2.91900680592871,2.03522841486802,1.14184918482918,1.11733792180816,0.191372112463125,0.160065572918994,"KIRC"
"ZNF140",0.943177004554767,0.918538615012213,0.889064442893027,425.034424686192,415.21798125,429.076024100719,7.55523781090458,29.4173540389954,6.98841043634316,357.41855,324.429325,357.49785,477.398,484.06525,489.722475,391.62045,426.628317260788,379.6964,407.4336,344.496,435.154925,356.7749,479.6975,7.09570748385472,5.04316785140207,1.08939233704672,1.07305099547955,0.123523624187838,0.101718640099314,"KIRC"
"ZNF658",0.0444895008273843,0.479052471427502,0.0144429904008788,61.127689539749,45.818175,63.6542924460432,1.57038917474967,4.6205480808152,1.52452864800632,45.2553,32.31485,45.115625,75.05785,56.119975,77.928875,67.5544597222222,61.9847084427767,62.8071,59.1377,56.019075,81.415575,44.7192,76.0925,2.46565614435617,1.07804763290964,0.917551686412003,0.941576668879792,-0.124138666490085,-0.0868495222897241,"KIRC"
"ZNF765",0.157468256140645,0.619708753273266,0.278296957430403,210.163084100418,174.4680875,203.982969064748,4.92357187037998,14.4944941061393,4.50077236502573,168.8456,136.56375,160.650575,232.84295,198.772375,233.650125,210.490551388889,205.88729043152,206.0505,197.4096,187.032275,224.47655,161.5624,232.7552,3.57282621873115,3.25735256733026,0.978130795292258,0.958064163882155,-0.0319007001570372,-0.0618058149021721,"KIRC"
"ZNF124",0.987810720440929,0.280716467123439,0.926235167316971,80.4719351464435,79.03200625,75.4479629496403,2.65001519001621,8.13972705500349,2.05563790502143,54.8993,57.9977,51.12135,99.429,93.90725,94.352325,81.3093777777778,77.7461187617261,80.7786,74.4273,63.1234,98.574675,53.3981,95.685,2.73298489065702,1.62159704059902,0.95617653075897,0.921373977761437,-0.0646510995481003,-0.118141242207526,"KIRC"
"ZNF569",0.121562131265612,0.883268183201659,0.166463665424151,164.64309958159,129.85751875,161.775085971223,5.1216844805555,11.9761078627554,3.5311642234087,123.10995,110.449475,132.234675,193.44625,158.950225,193.401425,177.499688888889,162.013925703565,178.12795,159.1027,163.1149,196.261575,124.3936,193.2773,2.86786312595082,2.97395512294884,0.912756110828916,0.893193347815433,-0.131698672467344,-0.16295558836359,"KIRC"
"ZNF777",0.133097476197337,0.881186218399358,0.091558572977756,320.361218410042,365.8106625,316.493470503597,6.36694104030759,19.8316991994464,5.14424551248127,261.64225,319.78855,255.4553,362.68095,411.86905,364.528925,339.9142,319.789366604128,348.95665,310.274,299.97525,377.767675,259.9376,365.006,7.08001402463952,3.972700461956,0.940794372827401,0.889147692127375,-0.088048663877926,-0.169505016662075,"KIRC"
"ZNF605",0.107452467051555,0.801577844351036,0.0639233671947298,426.908379916318,501.26593125,418.954813309353,10.045087109093,40.4084355253297,7.72516130764735,314.1204,371.9004,324.5922,509.9321,574.0734,495.0043,394.019355555556,424.698935272045,389.3691,406.0684,335.82555,442.269725,319.2045,507.9576,10.0915676575298,6.18644214935611,1.07786312850858,1.04288809769445,0.108173990373567,0.0605843644134718,"KIRC"
"ZNF799",0.92313799254898,0.763830986870391,0.988850114140185,158.497407112971,163.46314375,161.612391007194,3.30415801866224,24.9811313885366,2.74358254081268,122.59525,123.03465,128.510075,183.4674,163.48345,187.5495,147.371936111111,160.195488930582,145.06615,154.6704,122.575825,167.319625,126.6432,185.0679,3.69653294450165,2.18554382637152,1.08701489006565,1.06620600326127,0.120371702717331,0.0924862103019438,"KIRC"
"ZNF782",0.00461238367624106,0.977665652865874,0.00553259151505903,78.1085033472803,54.54964375,77.5943622302158,1.95703634712477,4.93477235510049,1.67370683389536,54.8695,44.763025,58.1941,97.62445,70.196775,92.88615,77.2219319444444,77.0933285178236,74.97655,74.419,65.353825,85.552325,56.2029,94.7835,1.86286678751108,1.25769955902561,0.998334625625356,0.992563674909021,-0.00240463021251906,-0.0107684379427996,"KIRC"
"ZNF846",0.0264095555767443,0.654611187886874,0.0562048037564558,75.7547945606695,51.86920625,72.9928532374101,2.44186550516713,7.26581210983712,2.04678203038874,49.1194,26.200325,47.190825,95.4295,69.5973,93.874525,67.9481291666667,73.6653001876173,68.1229,67.7966,52.189825,79.584225,47.1827,93.8986,2.15844322860185,1.55015120261748,1.08414022712718,0.995210127578245,0.116551372832879,-0.00692692801554476,"KIRC"
"ZNF136",0.0414493574121771,0.978065359379785,0.0480787392878854,248.882425941423,203.86949375,247.610049640288,5.0595163985675,16.2366599565086,3.98263465941784,201.12285,149.126175,201.08,286.48545,224.929,282.95715,292.494620833333,246.864176360225,284.70585,245.1456,255.347625,331.9259,198.2885,284.3762,5.77870386706935,3.12640952212521,0.843995611464223,0.861048692887765,-0.244692597536967,-0.215833269574937,"KIRC"
"ZKSCAN5",0.429581308978394,0.568790489674705,0.249054726546592,376.89499832636,404.52168125,369.189203597122,5.39502048923748,33.2080164731164,5.12036151324732,325.5635,319.505125,315.698325,413.96075,435.32375,408.9972,382.412961111111,373.818159662289,383.75655,358.4279,353.911825,407.789425,319.7926,411.2651,5.40134413483504,3.73592732766709,0.977524816565187,0.933998129803908,-0.0327947660928877,-0.098508433737573,"KIRC"
"ZNF33B",0.05978137439749,0.903738308295357,0.0402582981966034,1403.96024769874,1059.77204375,1426.08022410072,39.7088277681383,105.948692740543,34.0050036799764,1035.4114,658.5468,1045.77605,1698.1089,1238.908625,1756.328525,1466.6540625,1404.22097786116,1457.00045,1333.1784,1277.766925,1639.709175,1020.2578,1719.4466,32.5021929934844,25.4426434642509,0.957431621924249,0.91501577779197,-0.062758638902892,-0.128131474609829,"KIRC"
"ZNF431",0.816498269346841,0.37988390557792,0.987082070320807,133.52759665272,118.3978625,122.210476978417,6.82911259492173,11.1851298836889,5.41645192123235,84.06925,89.376275,80.58395,147.39235,141.118825,140.760475,103.607465277778,127.01924108818,101.9757,108.8872,84.4306,116.5508,81.3517,145.4139,2.9501638113547,4.18397221772167,1.22596610917596,1.06777595054508,0.293919097462957,0.0946089607454489,"KIRC"
"ZNF418",0.243778073510592,0.999205226140597,0.246299875941375,78.3453305439331,55.169075,78.1581762589928,3.84028688248349,10.6599098001207,3.19923751297325,36.3732,25.330625,36.14165,108.02165,77.219325,104.545525,72.6992319444444,77.6691138836773,70.34505,65.1808,51.636425,90.012075,35.7406,105.4317,3.21671648884877,2.42072563090179,1.06836223445979,0.926586874271893,0.0954008841551619,-0.11000184911986,"KIRC"
"ZNF700",0.664539730935822,0.605025346382998,0.457377902396305,348.619234309623,383.070725,335.566052158273,10.248009681548,67.2271692618428,8.55703109183321,230.4623,215.00735,231.8662,430.14565,465.1097,397.1486,237.203220833333,342.702807129456,229.5752,316.9572,209.627775,261.667575,230.7126,409.8673,4.91625583728518,6.70654146624806,1.44476456063912,1.38062473646979,0.530834409768855,0.465321238202544,"KIRC"
"ZFP28",0.0773694460169215,0.825859546444847,0.0461948591676274,115.649263179916,76.129475,119.316427697842,4.61785573134459,10.3388574421592,4.26070082655436,63.4233,51.146325,69.33135,150.2918,111.86005,148.70365,196.5761125,116.561972420263,201.17805,101.7515,177.4382,219.281975,65.1705,148.8823,4.11645219851704,3.06428630683161,0.592961021244444,0.505778339137893,-0.75399082368372,-0.983422842559011,"KIRC"
"ZNF585A",0.325630749273509,0.993960736403381,0.304566452569719,176.652411297071,155.33520625,177.185780935252,3.60562472791139,11.8974058043111,3.5856494715854,144.46065,127.4293,138.60005,206.14985,178.726,206.57515,185.429516666667,176.144953470919,187.39945,171.4815,163.949125,207.352075,139.5709,205.8128,3.87514664282525,2.50366994022547,0.949929421363711,0.915058715487159,-0.0741077680028862,-0.128063776819215,"KIRC"
"ZNF138",0.603333539953407,0.468605524312662,0.841480643046809,158.136857322176,141.12244375,151.013184532374,4.23304981849601,10.9958151683416,4.3468280882479,115.1907,122.555175,109.6338,184.54055,170.00655,171.604225,178.751640277778,153.874289681051,171.13835,135.3751,148.86625,194.272875,112.1951,176.6197,5.37800692653705,2.97706897445303,0.860827287749259,0.791027259524239,-0.216204283632514,-0.338200682739481,"KIRC"
"ZNF429",0.151426221010556,0.192923486653154,0.411142566193038,213.788763598326,156.219475,195.440342805755,10.0307000828993,13.1797879066063,4.89856281281481,140.82375,105.78775,141.544375,253.71995,195.10855,234.7782,213.010993055556,202.246999812383,216.58815,189.3918,163.4031,256.928475,140.0491,243.3187,7.12939974341308,5.21235907201986,0.949467428470391,0.874432881023269,-0.0748095853922545,-0.193580443651888,"KIRC"
"ZNF470",0.0533544521907285,0.369526647218387,0.0147587152549278,215.755960251046,132.97925625,232.149542805755,9.21446666266276,22.0100544081619,8.16567206324607,126.64245,77.1137,126.506625,282.2323,182.485375,313.893775,233.458722222222,221.963694934334,234.52635,200.0686,199.2824,271.681725,125.1259,301.6787,6.64666688995896,6.00831438922349,0.950762056870394,0.853075144861121,-0.0728437657100822,-0.229255265016082,"KIRC"
"ZNF100",0.805982391612051,0.274071929720847,0.994392413914135,194.154185774059,181.5987,183.615824100719,5.41915600347954,12.3899520519317,4.40065674489776,135.6501,142.166225,134.040225,228.9475,220.60455,216.868475,182.773673611111,188.189001500938,170.75635,177.4041,145.693,207.432375,134.6361,223.7571,7.16867109331755,3.36818963590006,1.02962859903636,1.03893120226568,0.0421240316266875,0.0551001225420863,"KIRC"
"ZNF398",0.428511203008724,0.87848193290719,0.525728702092674,359.127928451883,329.7576875,355.213044964029,6.37617101191959,23.0231036362858,5.09525346954642,299.90725,254.593,293.77785,405.27295,381.3343,404.371075,359.384813888889,356.277089868668,358.73205,345.0817,325.78555,405.720825,296.1123,404.4444,7.36536845681445,3.95933053416358,0.991352656261147,0.961948339993597,-0.0125297327991022,-0.0559686766054189,"KIRC"
"ZNF498",0.88906920096504,0.742969889420924,0.754076213387442,420.337645606695,379.52699375,442.509025539568,6.59488422153595,20.9178935685226,27.7848846887885,360.71985,323.987325,360.1385,469.74645,420.815675,461.55135,343.556886111111,430.786614634146,338.9827,407.8654,318.041375,372.12785,358.784,466.1752,5.11352079117408,14.8010703040159,1.25390184871691,1.20320417531632,0.326424423170804,0.266881478525877,"KIRC"
"ZNF441",0.545837424575724,0.981360687441966,0.503511789583016,232.445153974895,204.89433125,234.101472302158,6.76067311848778,48.4339730830856,5.47930488349304,166.947,114.53675,174.278375,283.83865,195.29195,274.2736,368.129455555556,232.389278236398,344.6315,218.93,290.2473,439.726325,167.9131,275.0716,13.3253891217683,4.40251732601344,0.63127053467018,0.635258239597947,-0.663669681783112,-0.654584912054611,"KIRC"
"ZNF420",0.021089853518553,0.993635868054799,0.0183487923985099,151.035521338912,111.56858125,151.578183453237,3.89591535612591,11.5829086105751,3.29582236920417,105.1143,79.22715,111.885775,187.90135,146.8011,191.19745,159.664590277778,150.042481988743,165.39275,149.0468,146.0547,180.798425,109.7268,187.909,4.00912481569012,2.49265501145691,0.939735490052649,0.901168884367664,-0.0896733603207959,-0.150130593945452,"KIRC"
"ZNF763",0.258607951395588,0.913883791630706,0.320891977526538,84.5726276150628,67.79426875,83.0989356115108,2.82891992523654,13.3042181583283,2.30035107155866,55.109,35.736525,58.75455,109.2746,77.3223,101.6307,128.312852777778,83.332964727955,119.298,74.2678,97.5041,156.312675,56.3172,103.8035,5.33232359697495,1.7895878277323,0.649451422238094,0.622540193465104,-0.622706476092064,-0.683761109046695,"KIRC"
"ZNF679",0.990620092245165,0.750040954125051,0.92375839637269,0.0349121338912134,0,0.100848920863309,0.0153564837685781,0,0.084763921729793,0,0,0,0,0,0,0.00697222222222222,0.0682551594746717,0,0,0,0,0,0,0.00697222222222222,0.0447300222481001,9.78958462584932,NA,3.29124764727121,NA,"KIRC"
"ZNF682",0.986778614550215,0.99957282216722,0.988235205882283,70.3033188284519,72.1844625,70.4184485611511,2.89008574362159,11.3414155140164,2.92531765334092,39.8075,40.06325,43.2054,86.3949,95.325475,83.101475,54.0293263888889,70.4741022514071,53.5965,58.4076,42.07315,62.89,41.6194,85.1444,2.09908675340809,2.02632150795349,1.30436759000386,1.08976518989113,0.383350499586322,0.124017313100377,"KIRC"
"ZNF772",0.158357176423681,0.99651169049026,0.14749472390817,180.568107112971,134.38273125,181.251574820144,6.73684255947828,18.5503229912867,5.53091294091916,103.67015,84.842225,109.79275,237.43575,148.828,237.788775,321.166663888889,179.547084803002,319.23655,165.7124,263.219575,363.594975,105.4893,236.03,9.41570582109626,4.22138632782797,0.559046454662923,0.519089684436196,-0.838959924292607,-0.945944276702247,"KIRC"
"ZNF257",0.259483397119783,0.755971706514946,0.377703661039746,33.2579585774059,22.1804,31.5399571942446,1.88628474587582,4.41472206524186,1.56455883568059,15.63395,9.128775,15.7685,41.25865,28.471325,39.59355,37.9064583333333,31.9877686679174,34.14175,26.8931,27.5178,45.354425,15.141,40.6128,1.94605042787779,1.18469707531272,0.843860652626277,0.787689558971055,-0.244923309654801,-0.344300942335223,"KIRC"
"ZNF785",0.439465853570357,0.917489974447021,0.360064216810581,207.112462761506,179.74795,210.131323021583,5.83897316292867,18.9418324822842,5.02809609744897,138.7068,126.681075,150.570525,261.5531,212.760825,256.363875,130.719825,207.734033395872,129.6894,200.4761,108.9915,151.9747,143.5897,257.902,4.68149252056527,3.74907836381124,1.58915476972121,1.54581716007631,0.668259637358489,0.628369686759063,"KIRC"
"ZNF98",0.566135268029201,0.994599488720485,0.58478421984711,5.76689079497908,2.68725,5.66442122302158,0.746150838302969,0.659726214804293,0.730025133208636,1.25445,0.7203,0.96635,5.1861,3.7777,5.029675,27.8740361111111,5.62426716697936,24.8624,2.4851,15.380325,38.7254,1.0585,5.0753,1.86983793599629,0.507195289446896,0.201774409151225,0.0999541476285475,-2.3091848844261,-3.3225897564818,"KIRC"
"ZNF786",0.989403089402544,0.34161962786599,0.938021922678097,116.894348953975,118.206975,121.410078417266,2.39691399706899,8.10731114882065,2.18032587348779,93.4644,103.859025,99.0985,138.4183,133.516275,138.618175,120.677372222222,119.313800375235,116.6975,115.219,103.5814,137.916625,96.877,138.6186,3.1202304467313,1.58276325075793,0.988700683302279,0.987330491227319,-0.0163942655847872,-0.0183950129959702,"KIRC"
"ZNF517",0.797171328546815,0.616983224233456,0.944148282975462,185.934344351464,199.04073125,192.473694244604,5.33227222559985,28.0550005606008,4.4281700645202,137.2585,135.188325,140.030975,217.87745,218.80945,225.929325,158.047854166667,189.941841275797,159.1646,178.2739,139.101825,176.58195,139.4719,220.4908,3.77549367330152,3.41938631925712,1.2017995579712,1.12005998821346,0.265196296352971,0.163576002265421,"KIRC"
"ZNF675",0.987824567793591,0.651622852552198,0.987169112235933,118.316011297071,116.5446625,114.733976618705,3.22245245489245,9.4978445727477,2.5733738832759,93.27015,103.477425,85.550825,134.1291,128.886475,132.853975,128.466255555556,116.261576547842,116.19015,109.6563,99.224475,145.911775,88.0777,133.0651,5.3987051689453,1.99553795473695,0.90499700520628,0.94376588721161,-0.144015076814389,-0.0834990692486598,"KIRC"
"ZNF860",0.62270800174872,0.99409596287671,0.642619309895038,51.3475158995816,44.74151875,51.0955464028777,1.86997307354477,6.18768563834128,1.58933930978817,33.8207,26.124,34.0129,62.62795,53.684725,62.2055,63.2471513888889,50.9830022514071,60.4882,44.821,49.5196,70.8504,33.6195,62.48,2.0736520742438,1.19325950895795,0.806091675780416,0.740987498388115,-0.310984170932384,-0.432478892660728,"KIRC"
"ZNF695",1.67792609505613e-05,0.855705162214955,6.49463011714868e-06,5.04325355648536,15.6999625,4.6210928057554,0.535518682020378,7.29451464626488,0.423740722202655,1.8897,2.68,1.863325,5.36495,10.129475,5.3788,3.86882222222222,5.13806341463415,2.9382,3.4306,2.09185,3.9069,1.8658,5.5457,0.443508396642167,0.397430310599568,1.32806914340015,1.16758559662378,0.409330259820189,0.223528318926774,"KIRC"
"ZNF665",0.0360809465946665,0.741067195170004,0.0663503546722723,28.1019619246862,17.78115625,27.0517769784173,1.16444928413431,2.36850113658351,0.878995517316524,15.8758,10.41285,17.380275,36.7437,22.09075,33.185825,27.3981916666667,27.2264317073171,27.1771,25.3404,20.57485,33.2414,16.406,34.997,1.05993801457851,0.701988441511142,0.993730974604482,0.932417366091305,-0.00907276033912053,-0.100952220257037,"KIRC"
"ZNF624",0.97056925751871,0.574240877912901,0.993244996415374,110.910828451883,108.526225,107.39544028777,2.94546493732282,7.46532409626055,2.06099959442846,87.11955,92.1945,85.760775,125.39775,127.9745,127.460475,124.207581944444,109.056742776735,122.19485,106.0424,106.1543,141.71395,86.6142,126.896,4.39516601205355,1.71370868665302,0.878020013508631,0.86781398725069,-0.187674270091898,-0.20454225547783,"KIRC"
"ZNF841",0.443470080005882,0.14832166467487,0.830419987867592,285.717930962343,228.63395,255.754290647482,13.8947210617583,34.792369982718,8.97816374328717,148.3133,119.649625,156.937475,343.63025,295.153225,305.877575,126.547713888889,268.115904502814,129.6844,228.1274,100.27515,146.200325,150.2957,326.207,4.03862095582212,7.88768141028941,2.11869417679267,1.75909669937171,1.0831753567208,0.814834791433811,"KIRC"
"ZNF615",0.0124958126424102,0.488131738297831,0.003420787314518,310.723058577406,208.04308125,324.774236690647,9.39772705955395,25.0042777675361,8.15593054211429,220.4189,163.025425,247.0899,376.56975,280.015025,385.7832,302.001822222222,314.743843527204,300.2133,304.5149,262.909575,336.560025,224.7464,379.3427,6.57496309749256,6.09222881261004,1.04219186894709,1.01432847911801,0.0596209041965579,0.0205249289225526,"KIRC"
"ZNF433",0.00879782056756395,0.819007563285667,0.00433385592990576,111.279494560669,66.7878375,114.363387410072,3.79062135284571,15.9159956436334,3.4348913378573,71.47015,20.01505,84.598575,145.7866,88.0827,139.357425,192.764488888889,111.669124765478,190.5756,105.8079,159.512925,207.88405,75.1124,142.0227,6.64686906644162,2.52905193465871,0.579303404943249,0.555201715224824,-0.787608950194744,-0.848916069942144,"KIRC"
"ZNF595",0.0304787121577758,0.94150061122935,0.0215987629878152,174.146223012552,136.7706625,175.808351798561,3.68312294696134,10.0892634936595,3.46470874002422,141.62785,100.2222,140.093,197.56195,154.05335,203.0617,140.456748611111,173.734374859287,139.55905,168.9331,121.8148,156.483075,139.6651,199.9772,3.26482583812466,2.48426214411359,1.23692436694739,1.2104775720385,0.306757287892414,0.275576349053014,"KIRC"
"ZNF460",0.0151245741381538,0.0500533593402146,0.114474046282274,57.7329874476987,35.97590625,51.4702223021583,2.24861171790826,3.93976178931405,1.58093127911427,34.7295,27.92325,32.671575,68.56575,40.46215,64.530175,87.761625,53.7223380863039,70.95575,46.6631,54.947125,106.381625,32.7808,64.9148,6.82990691918055,1.32092512276591,0.612139281676974,0.657636625643447,-0.70806814438348,-0.604637445863587,"KIRC"
