"gene","p-adj-M1-M0","p-adj-MX-M0","p-adj-MX-M1","mean-M0","mean-M1","mean-MX","SEM-M0","SEM-M1","SEM-MX","Q1-M0","Q1-M1","Q1-MX","Q3-M0","Q3-M1","Q3-MX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF586",0.224572269693288,0.904796416602897,0.37890778595868,150.477450356295,139.908660759494,154.612951612903,2.57897127097464,5.75430278072536,7.75550060702513,114.0114,101.6034,138.9923,180.0259,166.98045,186.6035,135.190655555556,149.430404690432,129.89935,144.7118,110.738525,154.595625,112.3098,179.6536,3.40047996039444,2.26217704072655,1.10533086829381,1.11403020877318,0.144478288708168,0.155788354272513,"KIRC"
"ZNF446",0.0185646596333461,2.39762925142717e-05,0.0456762137753731,203.658810688836,235.268807594937,283.231038709677,4.55743397037927,11.6708936651956,15.9817106345587,152.5956,165.94335,226.94825,230.9347,265.9512,335.2419,182.9294625,213.026008255159,181.03205,193.1136,166.13845,202.485225,154.129,242.3877,4.0914643367798,4.18994765980915,1.16452541511819,1.06673707777159,0.219742125907611,0.0932046341408386,"KIRC"
"ZNF8",0.761879124828042,0.99892289654031,0.896425734046909,89.5871479809976,83.4024379746836,90.1776032258065,3.83591737353519,3.83118481029103,5.37897360591686,63.464,60.24165,74.37295,104.6226,97.22195,101.5118,77.10235,88.7989020637899,74.98515,81.2526,65.03055,87.137475,63.464,102.8613,2.09864723536135,3.10042096999398,1.15170162859874,1.08358254934477,0.203767006106926,0.115809064824138,"KIRC"
"ZNF264",0.349999723448648,0.0181226249068611,0.249294210742555,804.054040617577,769.48690886076,700.691974193548,10.237685350676,19.9699934058992,31.426984852678,670.7504,655.20285,614.55345,933.4405,864.6161,810.34185,719.435759722222,792.542993996248,710.1654,783.4717,622.007275,815.1909,662.8995,920.1751,17.6650682166002,8.87379779970121,1.10161745963566,1.10322426296747,0.139623330172093,0.141726091186728,"KIRC"
"ZNF213",0.166645341663582,0.887702837562346,0.312865416237187,372.428163895487,402.805772151899,360.595816129032,6.78916273283952,15.7349163711028,14.5365390307249,289.4815,308.5587,309.26465,423.8816,473.50885,412.5382,322.547036111111,375.824990806754,305.2907,345.6627,271.96715,362.198525,290.8598,431.4056,9.3392152474179,5.93022260448513,1.1651788692217,1.13224117210252,0.220551443232253,0.179181290976843,"KIRC"
"ZNF343",0.699150910970681,0.311385256956574,0.693879239424439,288.069636579572,296.809602531646,312.07594516129,4.42055567514072,8.62583438234446,15.0511857222425,228.9708,251.18745,261.5643,337.415,337.1534,340.92115,206.942165277778,290.631236397749,210.0788,283.7435,189.072575,229.22565,236.4103,337.415,4.11184750565747,3.8223853573475,1.40440801905999,1.35065270746025,0.489962139030714,0.433656763016653,"KIRC"
"ZNF302",0.979304358733422,0.412640036152149,0.575433385287645,678.18070736342,684.563758227848,741.366570967742,13.7159581656772,23.4041093198879,34.0846020276038,527.528,556.20235,600.016,776.5156,834.05905,836.16215,565.4379125,681.551884427767,562.19975,643.2881,507.87425,624.84355,533.7443,790.2346,11.3641734084485,11.5828409840658,1.2053522930827,1.14423405560034,0.269454870274134,0.194382188756072,"KIRC"
"ZNF268",0.0149235479004656,0.000167663281187114,0.126403560921916,417.791440380048,372.591235443038,318.101948387097,6.55648461602357,13.7845608344447,21.3750712455963,333.0026,289.3583,259.88275,482.5693,457.02215,376.28665,561.688352777778,404.382567354597,564.2045,399.0062,503.214725,632.3368,312.8599,474.7762,12.4358181479528,5.84145644367472,0.719941165514222,0.707201378223676,-0.474049082344954,-0.499807008570737,"KIRC"
"ZNF184",0.972457849504301,0.729691446677686,0.854513965236776,247.198594774347,244.566135443038,233.766051612903,4.61114598201243,11.4634900227127,15.8767000109316,185.936,185.0978,183.29855,288.3736,275.82735,269.052,240.787611111111,246.141260037523,234.3426,231.5737,207.8527,271.982125,185.3329,287.123,6.26332979879992,4.13163592456063,1.0222339052317,0.988184393277193,0.0317253482394788,-0.0171478238817361,"KIRC"
"ZNF500",0.767745298380686,0.00021656734333686,0.000306726959595327,205.09393847981,200.016978481013,249.538716129032,2.95736344959184,5.71021129499496,12.1892649197898,164.2202,165.3137,206.58865,243.9034,242.3078,286.01395,165.963759722222,206.856717260788,170.7349,202.8526,142.29415,185.1037,168.2584,244.6071,4.61829863265024,2.62076456628351,1.24639690982543,1.18811443940284,0.317763561662851,0.24867380348499,"KIRC"
"ZNF419",0.876731544133715,0.00814338566583572,0.0105022474431025,165.831454869359,161.83009113924,203.019583870968,3.2417104292107,7.92796366628885,10.8472356112663,120.6687,121.12425,162.5774,202.3253,196.84875,238.3182,127.826711111111,167.491139962477,127.1539,160.0207,111.6401,144.7519,123.5011,202.9931,2.6902000128877,2.90768423524664,1.31029843846086,1.25848047130289,0.389895442794243,0.331682829392752,"KIRC"
"ZNF175",0.0172003787981859,0.126414800122782,0.991735932890467,229.685286223278,206.053564556962,204.227664516129,3.46330947751138,7.31535062402245,12.8266501896306,181.0491,163.0347,154.231,272.5629,240.9,237.68045,202.699227777778,224.301093433396,208.9795,218.8665,174.039225,233.85805,175.514,268.0847,5.20087593470836,3.07419877644193,1.10657103084428,1.04731086063466,0.146096060770884,0.0666897235785769,"KIRC"
"ZNF14",0.00895378259596524,0.479801214488618,0.764778600462177,215.372065795724,191.450040506329,201.194067741935,3.30157541154417,6.27924360559829,11.3934679972619,169.3894,156.28635,160.4948,252.7979,220.58965,237.85465,247.8439125,210.733736022514,251.06095,205.552,217.535025,269.79315,166.3714,248.1209,5.96473042993886,2.87402578655536,0.850267952506254,0.818733458946921,-0.234010532656608,-0.28853424014235,"KIRC"
"ZNF85",0.999999632341552,0.972241410226415,0.978425511171457,106.556425890736,106.561282278481,104.516609677419,2.31583260523017,5.34732111169204,11.2465829685243,78.5588,78.9094,70.875,121.0423,120.1476,107.8788,89.7698291666667,106.259677673546,85.8533,97.1193,73.45055,102.2335,78.2184,120.4474,2.73114551507828,2.0966673106728,1.18369031845058,1.13122384346321,0.243291686985338,0.177884434103307,"KIRC"
"ZKSCAN1",0.0644690909115175,0.0102685706009757,0.417418530215559,790.956766033254,688.200211392405,588.444316129032,18.9209997605225,36.11101527553,47.7099051987566,509.0014,488.7574,356.33605,1009.2057,853.141,787.1747,1020.25372916667,761.821287804878,962.2442,723.5622,797.145675,1286.581625,490.4068,984.5608,36.3146915483115,16.3404958820322,0.746697871349244,0.751952778722906,-0.42140347660776,-0.411286028784097,"KIRC"
"ZNF862",0.29497497889105,0.125678715282329,0.672585486143671,546.348219952494,596.178560759494,645.158261290323,12.611285819975,39.7240570649818,36.8941833844615,369.4709,384.95105,473.0483,667.3489,694.31185,734.83455,428.048395833333,559.148190243902,416.34045,494.5353,353.01295,512.640775,377.7317,678.392,13.0828817034818,11.8141783219415,1.30627329920333,1.1878146838723,0.385456769898079,0.248309772575606,"KIRC"
"ZNF684",0.0144690500395971,0.622658958477746,0.040062374167303,91.5245358669834,73.3424240506329,100.661190322581,2.77106743330498,2.8865536061165,8.54707547016497,61.6369,54.59215,66.0143,100.4019,84.71515,118.19125,148.497748611111,89.06125684803,146.04015,77.474,121.914825,167.8539,59.8703,99.252,4.92858273272685,2.30131494844683,0.599748196056934,0.530497948680551,-0.737571181749443,-0.914580922322473,"KIRC"
"ZNF430",0.563347522526207,0.00777470540990988,0.101689242867685,105.609955344418,100.431781012658,82.4835612903226,1.99112684632615,4.8817683424092,7.61537732885454,80.4124,65.6605,47.1905,131.6316,122.4857,117.7939,109.793877777778,103.286257973734,104.4777,101.5094,93.86705,119.488725,74.7023,129.6863,3.29945311508132,1.80592912866758,0.940728755229726,0.971589152517714,-0.0881492910574557,-0.0415817120525931,"KIRC"
"ZFP30",0.0311929079606189,0.607087553736728,0.80475765486774,197.41095391924,174.015044303797,184.047180645161,3.89455382502161,5.9888134594275,10.1720204945453,148.0599,139.7081,150.38595,239.8335,202.45715,231.53385,178.219615277778,192.951744090056,182.9183,184.29,145.307275,207.390825,147.005,233.2362,5.89416528603523,3.2766145496602,1.08266277979176,1.00749897631894,0.114583952382084,0.0107783728868954,"KIRC"
"ZNF549",4.45785899214624e-05,0.307454549749233,0.43060243056134,175.718885035629,132.704872151899,153.791319354839,3.99841246343728,7.88726018375279,14.4277073898386,107.473,76.71235,81.9216,234.787,175.52945,239.4804,193.113343055556,168.457666979362,192.75245,164.7748,167.814175,214.544875,101.6713,225.5723,4.4170894426641,3.52945230021568,0.872325362473268,0.854851909794143,-0.197061758879525,-0.2262535784096,"KIRC"
"ZNF211",0.0863683658790499,0.144225609645107,0.0114348777325314,236.568481472684,208.920264556962,273.830932258065,5.26738070551454,11.4870138206055,16.1667354052087,166.067,143.73045,202.8706,286.2094,256.42435,329.79495,210.214988888889,234.882638836773,215.58485,217.1211,191.217675,239.542625,164.8737,286.8069,4.21435348774328,4.62622336753621,1.11734486716798,1.00712596455642,0.160074540667085,0.0102441372431157,"KIRC"
"ZNF205",0.469869665913847,4.17525275541175e-05,0.0045715427165256,351.023986460808,375.066663291139,487.419922580645,8.04613947408933,20.1034843188225,29.6594617334933,250.555,255.7649,374.9988,410.2899,456.2243,580.83475,167.2866,362.583171294559,169.46275,328.5967,135.0494,196.184075,253.291,426.1957,5.4371981079355,7.3813170757474,2.16743702899431,1.93904973216828,1.11599007913231,0.955349805730652,"KIRC"
"ZNF45",0.00621651144378965,0.0874308049867649,0.996611119113755,292.94716935867,262.851888607595,261.525325806452,3.95174127143026,8.33476441584974,13.5330991276609,232.5986,206.94865,222.83975,352.2949,302.1339,301.91885,308.432170833333,286.531307879925,314.77175,281.0559,288.4259,335.40735,226.3158,345.346,5.15855579959896,3.48443842534749,0.928992935807455,0.892887941818159,-0.106260468693105,-0.163448967611866,"KIRC"
"ZNF133",0.377210753207245,0.0296332993670142,0.307021111743147,282.260796437055,301.982192405063,339.519448387097,5.95305843047704,13.1801761710578,19.2680854855775,207.7348,225.1926,262.1516,321.6645,364.9255,397.0576,201.707533333333,288.863538836773,199.83745,263.1259,180.390675,221.55705,212.877,328.2708,4.48418324357776,5.2451425556992,1.43209097877078,1.31669964763862,0.518123147945835,0.396926289952451,"KIRC"
"ZNF436",0.999907094850313,0.600291535854535,0.669803325130097,547.24067672209,547.662705063291,499.697264516129,12.9471317820133,26.4644565208843,58.3300061142142,392.2146,378.14035,356.8449,648.267,660.0164,515.18255,471.502351388889,543.445108255159,468.5085,508.6162,406.00305,528.492475,387.5439,642.5712,12.000166854413,11.475793711678,1.15258196837057,1.08560719816183,0.204869354695085,0.118502191748128,"KIRC"
"ZNF484",0.0113010901008245,0.00537134688752394,0.532006291803355,101.385377434679,89.6044848101266,82.0421129032258,1.66234350399357,3.47506526075618,4.88097746694365,78.1553,68.8689,62.39795,123.3374,110.95635,101.3293,106.948336111111,98.4090632270169,108.04775,96.3423,87.157075,120.76305,74.4175,121.1001,2.7959493526422,1.46191579524365,0.92015515907398,0.891664102214067,-0.120050942030045,-0.165427758435448,"KIRC"
"ZNF780B",0.121143605860458,0.949591428470424,0.659674120746346,293.076381947743,259.347798734177,285.108487096774,7.06542461801072,13.7238487141911,18.7335096406239,193.0189,169.459,203.8308,368.6844,320.403,342.23205,368.963311111111,287.606412195122,360.92215,255.7663,311.496225,425.58505,191.8584,363.628,10.7723982491022,6.05233838310513,0.779498675163697,0.708646726170727,-0.359381523967367,-0.496861499044074,"KIRC"
"ZNF557",0.37224189876456,0.30234114616476,0.861073813616857,163.210302612827,154.45142278481,148.575251612903,2.67898179918643,5.12475194005222,8.29508476738253,126.9497,129.87755,120.5841,195.8175,176.93025,164.37255,157.793394444444,161.000924577861,165.03665,155.5246,124.87105,195.2633,127.367,192.8,6.36991103259415,2.30669452794645,1.02032740435498,0.942364014296218,0.0290321608711018,-0.0856436463255593,"KIRC"
"ZNF337",0.20363624528729,0.137042503249465,0.769919517970085,629.289431353919,705.374925316456,758.484558064516,17.5407682190864,43.4459928466061,63.7117169643513,379.8833,404.46295,536.45445,784.1802,931.5419,930.24095,265.517784722222,648.028076547842,262.8306,561.5259,216.09105,309.17835,393.9853,810.5478,7.70158810022217,15.7800640265226,2.44062022898313,2.13645557252466,1.28724782302246,1.09521931656746,"KIRC"
"ZNF317",0.400815062518467,0.0264373441813673,0.277854265958722,711.443666033254,689.690016455696,645.141796774193,6.79595240596768,14.7881952852043,22.1613619898016,638.1895,591.6498,555.41095,771.8932,756.60695,762.32165,669.001022222222,703.482014258912,667.3357,706.7702,615.853575,717.6333,630.1115,767.1933,8.2016786440992,5.98999530434435,1.05154101547133,1.05909244777404,0.0725051236436799,0.0828285271242947,"KIRC"
"ZNF426",0.000316950537278315,0.0426114878913471,0.989512473850755,118.74026912114,88.0532658227848,89.9331774193548,3.21048328668862,6.36667819346755,10.3722082579525,67.7126,45.7861,37.3238,163.7148,117.0222,128.60395,166.699693055556,112.56741369606,161.65825,100.6244,137.4038,191.9173,61.4912,156.5082,4.75722121048562,2.81822875519917,0.675270671665514,0.622451375045814,-0.566462195098927,-0.683966954445985,"KIRC"
"ZNF331",0.243330146775595,0.151059688186126,0.028552390484768,537.295091211401,440.5677,707.296290322581,21.846871174645,24.9156134814773,204.647642612375,358.296,297.60835,382.928,585.1763,517.20915,552.13945,1202.57134583333,531.631476547842,1082.8576,449.5589,547.3184,1770.679075,351.4454,575.9036,85.5320961108331,21.275558737506,0.442078948903812,0.415159758771606,-1.17762405780225,-1.26826148412561,"KIRC"
"ZNF227",0.691401425624634,0.96620161442412,0.76761041524702,296.458686460808,289.075897468354,299.875796774194,3.5819768225319,8.41113034176792,12.669328637315,245.6159,238.99745,248.01885,343.6264,332.204,347.60375,254.728323611111,295.246597748593,258.9301,290.3386,233.1317,283.043275,244.7726,341.9572,5.32541285140934,3.1809894095978,1.15906465980336,1.12130107700881,0.212961051051559,0.165173703645299,"KIRC"
"ZNF141",0.895623331638448,0.888362799992145,0.987957205622402,97.4340135391924,95.0147670886076,93.6288193548387,2.16007776007539,4.63088706392845,8.6909972929728,66.8815,67.16225,65.48435,118.0964,121.3013,100.7266,95.4724555555556,96.6306362101313,93.4646,88.711,73.466575,113.94625,66.4433,117.9915,3.47027888647603,1.91019095596908,1.01213104499969,0.949140102241918,0.0173960941148182,-0.0753070362067182,"KIRC"
"ZNF304",2.1305544977146e-06,0.0508229709003841,0.674993931196994,375.166018527316,300.294086075949,322.092119354839,6.09130366320512,11.6239598716974,21.3490117524187,281.6068,235.56115,257.9158,453.455,348.22345,386.4816,376.091180555556,360.811190994371,378.51605,355.6306,342.0341,400.7035,270.3681,441.3543,7.03595632023542,5.39261529912738,0.95937158234178,0.939539023510364,-0.0598383889541578,-0.0899750100321527,"KIRC"
"ZNF132",0.00348594291507065,0.795174600755057,0.0389469677242482,94.8197427553444,75.0806329113924,100.763509677419,2.46019249737,4.79838053239731,9.37932051966963,58.0753,46.92415,64.1501,121.2863,88.9298,123.2109,188.234520833333,92.1716476547842,186.3974,84.4057,152.068375,226.387825,55.8691,117.0909,6.62647486425415,2.15959857774471,0.489663889741005,0.452826595220749,-1.03013628645033,-1.14296940247213,"KIRC"
"ZNF20",0.973360479949802,0.56671403771608,0.724896377162728,118.248076247031,117.381678481013,112.207874193548,1.53160732059256,3.97564852783418,5.29305953746811,98.4646,100.8829,92.6105,132.4292,132.10885,120.0795,153.452440277778,117.660003001876,143.2158,114.2857,122.89935,186.665425,98.4579,132.0842,5.08754037940613,1.38117102200658,0.766752244466686,0.797996450112348,-0.383167610276427,-0.325545766255158,"KIRC"
"ZNF670",0.000366486479365102,0.138534717993079,0.839106303768017,54.2939054631829,44.7461316455696,47.1556838709677,1.02812035246452,1.65076268155652,3.37523533477599,39.9642,36.99865,30.75075,64.788,51.7741,61.83175,73.9555722222222,52.4426562851782,73.12795,50.2939,63.3286,82.2838,39.0275,62.6649,2.13320490449069,0.884392710950113,0.709110276742883,0.687752083847558,-0.495918090358231,-0.540039489059824,"KIRC"
"ZFP37",0.00197207643970154,0.987028942002685,0.0884266490047775,95.5488698337292,75.3248417721519,96.9315419354839,2.40116248016291,4.34049712507079,10.1137563576948,61.969,49.9968,53.78175,123.1984,96.7367,126.88875,106.389369444444,92.733674108818,98.127,90.7229,85.858725,126.731875,59.5099,120.1135,3.2136511745059,2.10248922138718,0.871644174536091,0.924545741742843,-0.198188781442708,-0.113183396401127,"KIRC"
"ZNF189",0.0199269668451967,0.917172114455433,0.447472740826803,1299.62234893112,956.223737974684,1222.97331290323,53.7507319697956,77.6816126801178,156.649211222264,647.6427,562.091,585.0372,1560.0319,1101.33685,1532.07225,617.528972222222,1248.41975290807,595.08745,943.9589,531.0391,725.547375,635.8404,1511.8983,16.5909619437879,45.2494498738826,2.02163754101373,1.5862524071042,1.01552435992335,0.665622353327,"KIRC"
"ZNF434",0.883255971863469,0.517308094271308,0.77101733036565,279.130123990499,283.11825443038,293.099322580645,3.51995061796935,5.04017861136155,11.9043946052389,236.9009,251.6488,255.87135,305.1875,310.3178,309.20715,289.345340277778,280.335780300188,289.7488,270.4342,264.198375,311.39635,241.3434,307.5346,4.08809211488195,2.9673745104655,0.968862259993747,0.933340189847206,-0.0456365179454032,-0.0995250751699566,"KIRC"
"ZNF287",0.0070507301529299,0.240342988959023,0.938380880312204,130.419844655582,111.976881012658,115.541796774194,2.50598986138478,4.07184189422207,9.3891633190558,102.3766,88.7073,69.8342,148.9644,132.94045,155.2186,201.553956944444,126.812877673546,193.38255,122.9248,166.4717,246.1514,99.1879,147.3443,5.985700125277,2.15639514162366,0.629175827634583,0.635656112715444,-0.6684648501058,-0.65368161028416,"KIRC"
"ZIM3",0.981577410127958,0.831251511522418,0.812016771879668,0.0829351543942993,0.0982430379746835,0.00964838709677419,0.036237843061698,0.0436012178901522,0.00964838709677419,0,0,0,0,0,0,0.117763888888889,0.0806303939962476,0,0,0,0,0,0,0.0362224264731009,0.0293459188754766,0.684678425254137,NA,-0.546501542175815,NA,"KIRC"
"ZFP14",0.275897133907926,0.409444607086003,0.970526123868718,244.269317577197,229.278408860759,225.342864516129,4.05163420368319,7.12433026982752,12.2406947640524,188.2854,188.60885,184.12115,295.1988,275.40585,269.3299,229.4937,240.46899249531,225.4109,231.2925,201.6345,261.574525,186.9266,286.7327,6.05666491193347,3.46737029629641,1.04782393806588,1.02609279320565,0.0673963265913049,0.0371612048671576,"KIRC"
"ZNF473",0.00515000434862078,8.02282735437032e-05,0.138457305879272,233.368181472684,210.723327848101,186.9481,2.93153157374619,6.03619432341217,9.74920145030693,193.0651,172.64955,142.84295,264.0728,237.03805,228.4681,170.878654166667,227.185705440901,171.6274,222.9622,149.414875,187.70305,185.8073,258.2829,3.43310947172033,2.60390044984353,1.32951483348713,1.29910608679034,0.410899873531751,0.377519248058297,"KIRC"
"ZNF614",0.0111710289769339,0.1794117665364,0.992819499712623,336.692298574822,276.099507594937,280.243003225806,8.27832221757059,17.9049738006563,38.0523191002046,233.221,187.586,179.23815,408.8444,348.32225,309.3403,284.952331944444,324.361082926829,283.90005,307.1994,248.4575,325.099225,216.3751,392.9571,6.56891210026208,7.45294476338659,1.13829945069573,1.08206884782162,0.186880135152265,0.113792295145211,"KIRC"
"POGK",0.203709395510683,0.0632078220259119,0.00879945720466646,1251.07405629454,1324.54060886076,1103.70882903226,16.6299402936947,47.1303131644954,51.9890741834388,1066.4416,1085.40255,969.82005,1410.1319,1464.93495,1213.21485,1477.42712638889,1251.13906829268,1486.0515,1215.0039,1325.7904,1625.08175,1049.2162,1406.9686,32.214418197595,15.2581825972556,0.846836399539179,0.817605513671632,-0.239844812898902,-0.290523169502362,"KIRC"
"ZNF514",0.988936123774752,0.775818559675121,0.864523350007035,272.005435391924,274.565618987342,290.579470967742,7.1588808250871,17.6839247844427,21.2060691798201,165.5194,150.74175,192.9646,352.2629,361.5193,359.9937,158.915756944444,273.224677673546,149.3343,233.7283,131.028,190.270825,165.5194,355.8454,5.31806015978367,6.35081596149701,1.71930513957192,1.56513473461891,0.781825614786776,0.646286856902078,"KIRC"
"ZNF300",0.215358117764373,0.109161262025723,0.702395736867959,136.070732066508,159.527079746835,178.910135483871,5.2406288513658,16.298027206909,20.3688496971035,68.799,58.44805,94.54215,170.2655,205.368,209.64415,107.914779166667,142.047629268293,100.07095,114.5565,75.3394,136.726925,69.6584,177.2018,4.4111255408749,4.95493770988007,1.31629449057122,1.1447527978899,0.396482294967385,0.195036091106194,"KIRC"
"RBAK",0.999994853149205,0.230192452405891,0.322419252498898,537.111242280285,537.040493670886,479.507990322581,9.63329053915623,17.6541983629916,23.2261840140586,416.9131,440.47255,407.2632,620.5801,601.15425,543.0904,423.679398611111,532.885747467167,433.6373,498.4408,365.50775,478.807425,419.2112,611.6197,11.4779570836723,8.19165848867248,1.25775704274046,1.14944171084914,0.330853267936504,0.200933307638452,"KIRC"
"ZNF92",0.60639795850169,0.0839673821541623,0.0412276819070527,176.025885273159,187.116359493671,138.360209677419,4.56473333019828,12.0950606827044,13.1946420401709,129.0684,129.7802,91.7328,197.2327,212.3957,143.31905,181.505359722222,175.035465290807,178.37495,156.6273,147.86395,201.2942,126.8279,198.2201,6.29315751467742,4.12673443871049,0.964354251349288,0.878079012776177,-0.052364883305101,-0.187577330284446,"KIRC"
"ZNF157",0.400194389798318,0.895173650424995,0.933301312133776,2.7178106888361,2.3426253164557,2.52024193548387,0.119137495867224,0.221564933034016,0.399744312494234,0.9175,0.7428,1.0221,3.7538,3.1146,3.5118,6.51038888888889,2.64970337711069,6.279,2.0137,2.7845,9.177125,0.9175,3.6199,0.448802206437263,0.102357896876966,0.406996175241217,0.320703933747412,-1.29691285810212,-1.64068604493357,"KIRC"
"ZNF182",0.437326095735583,0.988142184272747,0.830300738943441,222.702239429929,235.940384810127,225.109716129032,4.2829839687461,10.9351442074873,10.5377022312258,160.5128,172.071,172.92225,268.2038,290.2972,256.9703,153.924902777778,224.377876360225,155.26175,211.0574,139.54375,171.970525,165.6678,268.3693,2.75506974918521,3.8071804737768,1.45771004113714,1.35936507220871,0.543703776032607,0.442932959515804,"KIRC"
