"gene","T1a-T1","T1b-T1","T1b-T1a","T2-T1","T2-T1a","T2-T1b","T2a-T1","T2a-T1a","T2a-T1b","T2a-T2","T2b-T1","T2b-T1a","T2b-T1b","T2b-T2","T2b-T2a","T3-T1","T3-T1a","T3-T1b","T3-T2","T3-T2a","T3-T2b","T3a-T1","T3a-T1a","T3a-T1b","T3a-T2","T3a-T2a","T3a-T2b","T3a-T3","T3b-T1","T3b-T1a","T3b-T1b","T3b-T2","T3b-T2a","T3b-T2b","T3b-T3","T3b-T3a","T3c-T1","T3c-T1a","T3c-T1b","T3c-T2","T3c-T2a","T3c-T2b","T3c-T3","T3c-T3a","T3c-T3b","T4-T1","T4-T1a","T4-T1b","T4-T2","T4-T2a","T4-T2b","T4-T3","T4-T3a","T4-T3b","T4-T3c","mean-T1","mean-T1a","mean-T1b","mean-T2","mean-T2a","mean-T2b","mean-T3","mean-T3a","mean-T3b","mean-T3c","mean-T4","SEM-T1","SEM-T1a","SEM-T1b","SEM-T2","SEM-T2a","SEM-T2b","SEM-T3","SEM-T3a","SEM-T3b","SEM-T3c","SEM-T4","Q1-T1","Q1-T1a","Q1-T1b","Q1-T2","Q1-T2a","Q1-T2b","Q1-T3","Q1-T3a","Q1-T3b","Q1-T3c","Q1-T4","Q3-T1","Q3-T1a","Q3-T1b","Q3-T2","Q3-T2a","Q3-T2b","Q3-T3","Q3-T3a","Q3-T3b","Q3-T3c","Q3-T4","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF585A",0.999999960627905,0.999938436082352,0.999928229638064,1,0.999999793013593,0.99926954814188,0.99999074162712,0.999999279545146,0.999999999962257,0.999986299821115,0.999355244414434,0.999720183340324,0.999970759693928,0.999220673349785,0.999998712243369,0.977974863276383,0.981825636786068,0.994750480279925,0.970313038052143,0.999537832625154,0.999999980635984,0.886093533856983,0.314359719797502,0.809539637828396,0.483594345950295,0.999977439248962,0.99999999999375,0.999986337677808,0.615239360172394,0.143668038595147,0.44842758724497,0.216604499327568,0.996599277941979,0.999999999624565,0.999999999518507,0.997733903234486,0.990833802631339,0.993698137645402,0.997517267926774,0.989983670838892,0.999343288103502,0.999997651335859,0.999999993825006,0.999939761491064,0.99999909348946,0.99999963913518,0.999999997904023,1,0.999999574969684,0.99999999997493,0.999988002948798,0.998333849901181,0.999548426886095,0.98324541893388,0.99844906074994,188.060852380952,184.210011428571,179.652274107143,187.311718181818,176.9584,163.0419,152.77064,166.510576859504,157.706905769231,141.3605,180.381209090909,12.5145387650555,4.5390017223121,5.46466006633058,12.8819517443794,13.2760051538188,41.7198995304399,24.714891770198,3.60577477010459,6.49886349895038,23.9865,17.5351408403005,154.7759,147.265075,141.3133,129.2983,144.7867,128.17525,125.8941,139.5709,125.0827,129.36725,144.33185,221.7459,213.5583,226.276,204.7795,183.9744,212.90055,144.343,190.0079,187.51095,153.35375,225.3913,185.429516666667,176.144953470919,187.39945,171.4815,163.949125,207.352075,139.5709,205.8128,3.87514664282525,2.50366994022547,0.949929421363711,0.915058715487159,-0.0741077680028862,-0.128063776819215,"KIRC"
"ZNF138",0.99409573115721,0.999712427937385,0.999978291908308,0.999031533697412,0.131644900031446,0.394294730736589,0.999945741935009,1,0.999999999563962,0.967715398135347,0.999999999422698,0.999999970319476,0.999999999966863,0.999942310082299,0.999999996821752,0.997298664947392,0.999991611995843,0.999900612718733,0.92968071690021,0.999997861231643,0.999979135107912,0.999999490784064,0.975918713706331,0.999896859949003,0.74038945280497,0.999997328844586,1,0.99903181426032,0.999999997311914,0.987020704193638,0.999808835177138,0.947182875703944,0.999989008356128,1,0.998464417833314,0.999999999314282,0.999999953747616,0.999906639875481,0.999980238182851,1,0.999964943692619,0.99999956014961,0.999194330473178,0.999998129166693,0.999999416645996,0.500174032911531,0.0295383720410651,0.0637593823914679,0.757422548855281,0.358422021592093,0.889255644452165,0.370999812162761,0.12920618655364,0.227817122147608,0.999434354514666,160.423128571429,143.831636428571,148.594271428571,175.066654545455,144.50166,153.464375,128.36882,154.419730578512,156.571807692308,175.12885,216.390618181818,13.8419200909225,4.7029026988116,6.07892393868273,11.2080615411912,15.5839453502935,24.990443638665,23.7530831881127,4.93281655951676,10.4235337094769,20.49445,59.9188475807917,115.641,107.305825,112.676425,128.35965,115.765825,113.423375,90.3095,119.2587,107.50895,164.881625,117.2836,200.6775,168.596475,169.33505,191.76695,156.184425,188.157,161.6782,178.996,178.390775,185.376075,211.52815,178.751640277778,153.874289681051,171.13835,135.3751,148.86625,194.272875,112.1951,176.6197,5.37800692653705,2.97706897445303,0.860827287749259,0.791027259524239,-0.216204283632514,-0.338200682739481,"KIRC"
"ZNF429",0.999999999995706,0.999907800701081,0.943003775329589,0.999999999650415,0.999996467633928,0.999895493694549,0.998956298419275,0.998037029557159,0.935352555312526,0.992227909686652,0.999854964466254,0.999475673535106,0.999998200278682,0.999930328510551,0.985070037790696,0.994386500783896,0.992546675741833,0.931613938424452,0.982387544950311,0.999999749106183,0.96549371400724,0.999999686160587,0.999996170163444,0.774918416840703,0.999378440320935,0.999705401629824,0.998350083818152,0.997337062846652,0.999783872957728,0.996910688470411,0.646714484248605,0.984243764574345,0.999998693217949,0.992951610944737,0.999780760388546,0.99995418876511,0.999999999862516,0.999999998504344,1,0.999999999998551,0.999968344929546,0.999999959298646,0.999596316748807,0.999999962108687,0.999998373071269,0.992662167254508,0.983833664932666,0.811169655927512,0.960553123268055,0.999999999804563,0.966091481323556,0.999999997617095,0.995791266740833,0.999902019922595,0.999860719867827,205.249566666667,202.022508571429,223.677482142857,210.742527272727,166.18537,249.67195,143.3461,195.163328099174,183.249584615385,219.67685,157.3605,19.7706328950546,6.22265438597967,19.3436398475185,16.388305818609,18.4437935372553,39.1786779334223,33.4275970927316,6.85697639320234,9.89652950534943,34.30195,38.7827780699348,145.4139,145.645675,142.822675,133.5791,129.482525,201.839525,95.1294,149.2593,136.72505,202.525875,85.0903,244.0737,240.137425,250.048275,247.66215,176.555125,299.630475,218.8841,241.1321,230.977425,236.827825,197.6307,213.010993055556,202.246999812383,216.58815,189.3918,163.4031,256.928475,140.0491,243.3187,7.12939974341308,5.21235907201986,0.949467428470391,0.874432881023269,-0.0748095853922545,-0.193580443651888,"KIRC"
"ZNF470",0.891558215398985,0.999999999999631,0.186534975606756,0.999784754387569,0.024597050766008,0.978151075854427,1,0.992217767433625,1,0.999968150752655,0.998419724292665,0.844161826818813,0.995909674324737,0.999962647225648,0.998955356180869,0.998937849362301,0.815726118822024,0.996656350908466,0.999988826787256,0.999361148376238,0.999999999999592,0.999998721275657,0.00884985278215367,0.998092955177523,0.999987661697163,0.999999770581188,0.999580756401675,0.999773118036004,0.982126668353471,0.00165096360727812,0.660466519950943,0.999869896161022,0.997272900975467,0.999999826233032,0.999999994171452,0.970290687008429,0.820313817832067,0.97219089515455,0.801823144097356,0.62869429902025,0.868698331628477,0.623679402593061,0.626020009994032,0.69716580515966,0.501195725202627,0.951517994964206,0.151268235584641,0.834115005316388,0.995280462590613,0.98039817791002,1,0.99999999971069,0.963254293339192,0.999937690277635,0.411531917754272,219.466333333333,269.510175,222.455649107143,194.860303636364,221.65312,153.8051,162.28802,206.319873553719,177.307115384615,392.95025,149.507427272727,34.9247960393726,10.6585081798155,12.4493187843092,16.4640158221179,32.9942822237962,59.7403205664455,40.6593352125364,13.7597047005907,21.075366847294,26.23935,20.2689389666333,139.821,175.381725,124.583925,116.7438,170.1385,94.752025,85.9296,97.2657,89.804775,379.830575,101.8417,281.7699,351.627675,300.05055,276.25545,225.01455,160.683575,204.7184,273.8644,205.8487,406.069925,189.7008,233.458722222222,221.963694934334,234.52635,200.0686,199.2824,271.681725,125.1259,301.6787,6.64666688995896,6.00831438922349,0.950762056870394,0.853075144861121,-0.0728437657100822,-0.229255265016082,"KIRC"
"ZNF100",0.999998623782044,0.999992926130479,0.999999999903406,1,0.999987008339122,0.999930062675784,0.998655406502702,0.999725113343456,0.999884188349469,0.997572471390894,0.998295670076722,0.999525694946737,0.999710523962851,0.997913881806163,0.999999985076625,0.999999994948879,1,1,0.999999997236938,0.999999016806826,0.999976920840662,1,0.999280365568802,0.997892914009209,0.999999999997843,0.99463951392544,0.996706525002355,0.999999983583286,0.996062070474059,0.996349348733541,0.999099897017315,0.975787709920971,0.999999996024362,0.999996997855897,0.999999941207127,0.895351307839693,0.951268801990065,0.967717303192227,0.972598787915359,0.946441574788925,0.998331624042706,0.999934343885342,0.991628108654711,0.936342070573476,0.992708929444826,0.996291677970544,0.926912786651353,0.910499540038574,0.987300274076375,0.880753672378747,0.931126654770279,0.99832850358807,0.98723715514768,0.734358219134603,0.773297981619904,194.719071428571,187.192767857143,185.648619642857,193.664178181818,168.67549,156.69595,185.6894,195.020071900826,174.791448076923,114.82355,223.195336363636,14.7570330355235,5.71881558951745,8.30560499785964,14.3435121350813,14.5357619917105,24.7491577776733,20.5312500242435,6.45279052004204,9.18321241025199,23.97475,30.5181752281229,122.3211,140.557325,136.0278,133.96485,138.365725,121.954775,172.3618,138.4547,120.599,102.836175,143.7253,243.0556,218.02735,216.46245,205.9098,206.239575,188.739925,223.7571,224.4733,221.2992,126.810925,257.3062,182.773673611111,188.189001500938,170.75635,177.4041,145.693,207.432375,134.6361,223.7571,7.16867109331755,3.36818963590006,1.02962859903636,1.03893120226568,0.0421240316266875,0.0551001225420863,"KIRC"
"ZNF398",0.953469440788706,0.943796408040348,0.999999999995071,0.999999994875096,0.8601828260968,0.843649652697527,0.999999674444801,0.999972057720571,0.999947217090101,0.999999996619629,0.999997307430584,0.999999999886244,0.999999999416849,0.999999717452715,0.99999999966738,0.995431164413113,0.999999124165574,0.999999634715828,0.997293801971268,0.999874811641359,0.999999255301436,0.99948946653167,0.990018471039819,0.985768240756374,0.999569330921,0.999999999958208,0.999999999996249,0.999813887970652,0.999999999772675,0.465940357236953,0.45533213453391,0.999982981126853,0.999986635903134,0.999978629319224,0.985786674459913,0.953651106213032,0.992507855319376,0.895265420033354,0.88810295382367,0.983837508345223,0.982203191458639,0.98283001643782,0.902456046647331,0.954691352421539,0.994118183444922,0.999999991253187,0.999690425236021,0.999504211262349,0.999999999999353,0.999999999998544,0.999999986856553,0.999588655877631,0.999999950920105,0.999998745704553,0.987005952636061,337.283742857143,366.719872857143,368.066017857143,342.752747272727,349.78031,359.35335,383.10956,354.102753719008,333.2571,264.7811,345.659963636364,14.9698831644732,7.4059426667835,8.05361980229211,15.2588278545576,18.365809843199,31.3677374928843,31.0507819746234,9.15088062716938,10.1915253540528,25.3912,35.7331667293751,310.2733,297.833725,309.037775,267.51285,321.45465,330.12035,333.6683,289.7792,289.609625,252.0855,284.02135,373.7334,413.206075,422.965175,376.28075,383.617625,384.3008,405.8853,400.2515,372.22035,277.4767,419.74835,359.384813888889,356.277089868668,358.73205,345.0817,325.78555,405.720825,296.1123,404.4444,7.36536845681445,3.95933053416358,0.991352656261147,0.961948339993597,-0.0125297327991022,-0.0559686766054189,"KIRC"
"ZNF498",1,0.999999999996566,0.999999999922625,0.99999998020211,0.999999290529668,0.999999987693097,0.999999852557377,0.999999605082557,0.999999936191474,0.999999999812243,0.99999123991649,0.999986430571495,0.999993601291205,0.999999101973823,0.999999990365856,0.999999999971799,0.999999999977431,0.999999999999664,1,0.999999999998296,0.999999928590891,0.999549837533298,0.912349300471272,0.886979251271404,0.906117986817404,0.997540035177394,0.998297618926644,0.999979377401706,0.999994380003274,0.999757131898425,0.999966318915279,0.999999964086202,1,0.999999958555193,0.999999999994672,0.755121573957651,0.99999779795665,0.999997443831324,0.999998641561213,0.999999720933181,0.999999989285348,1,0.999999936308688,0.999791013910991,0.9999999752109,0.999999922150281,0.999999777577911,0.999999971240574,0.999999999970686,1,0.999999976734219,1,0.997430392531513,1,0.999999979503363,428.644928571429,426.152288571429,419.497224107143,405.088209090909,385.35985,334.855325,405.04032,490.931166942149,386.218223076923,318.51825,389.359736363636,21.7444276786372,7.46348643365089,9.54780920094677,13.933197091366,28.2623216005859,40.7241285976421,36.0485681347595,63.1082001884596,12.0514356849442,14.37295,31.7001579806969,389.9412,372.5863,353.43495,350.1966,368.777375,278.9759,368.3417,367.6126,335.3081,311.331775,327.5864,485.5809,467.0971,474.733875,449.8652,445.875275,383.408625,439.3709,472.7552,451.175475,325.704725,451.7322,343.556886111111,430.786614634146,338.9827,407.8654,318.041375,372.12785,358.784,466.1752,5.11352079117408,14.8010703040159,1.25390184871691,1.20320417531632,0.326424423170804,0.266881478525877,"KIRC"
"ZNF441",0.999999489163736,0.999999205615435,1,0.999999999031647,0.998710133111574,0.998650206117093,0.999753035057895,0.999967304032204,0.999977114417293,0.997202653523454,0.999977190671428,0.999546297234205,0.999501470453253,0.999993401505351,0.996447310948688,0.999759809082446,0.996541949036318,0.996303878522482,0.999893958819954,0.986826333057434,1,0.999710324111036,0.581176422441601,0.630918172182266,0.999629614759483,0.956466400311234,0.999999987616256,0.999998944798632,0.931098805256484,0.136651466704792,0.157970745599914,0.838205336074594,0.720715904082333,0.999999999951295,1,0.977676135246185,0.990673347674232,0.97354916784606,0.972718764532859,0.992984668326101,0.945625627170217,0.999956994686622,0.999978866659438,0.998171486689887,0.999946095058252,0.931165110502489,0.636675879375929,0.63709884180632,0.921091139294613,0.73174940052033,0.999998581681402,0.999999732396265,0.984407994242843,0.999991299211216,0.999999695033354,237.891566666667,246.690575,247.248813392857,232.789516363636,265.70445,207.396175,201.98074,220.472385123967,199.756005769231,155.59045,183.002890909091,22.3297036341489,7.16599052837604,10.5996393622582,17.8014520336685,40.591575889518,35.0238028362468,38.3333548745945,8.69437984231805,11.3750195780182,65.23185,32.4763821279164,187.7858,191.516125,180.200125,147.31665,169.484425,186.0784,139.7768,161.0783,153.84705,122.974525,108.6751,268.4225,288.828125,302.577375,271.9821,313.642625,244.150275,249.2462,265.1566,240.912025,188.206375,195.1492,368.129455555556,232.389278236398,344.6315,218.93,290.2473,439.726325,167.9131,275.0716,13.3253891217683,4.40251732601344,0.63127053467018,0.635258239597947,-0.663669681783112,-0.654584912054611,"KIRC"
"ZNF420",0.999999999868317,0.994122256211391,0.858033851321605,0.921417096934791,0.526385441853072,0.999152438640229,0.998312493565162,0.997560707142013,0.99999995429143,0.999999999995369,0.908436786769899,0.89265379514371,0.986616108189772,0.998612163468488,0.999090048810806,0.963985494174836,0.955747340389936,0.998176122771997,0.999957789127242,0.999966588951782,0.999999983779712,0.256275646143061,0.000241194084449892,0.16721952464799,0.945992984991569,0.999224927270362,0.999997485354908,0.999999999998411,0.330181528489497,0.0112992640542202,0.423356943736243,0.967274990563564,0.998932094664748,0.999999310478614,1,0.999999999957294,0.635988084576724,0.617563522014288,0.810165012354508,0.904656544219754,0.924435029291939,0.999591595305674,0.99584465312836,0.978074250388372,0.983429571087874,0.690535113790244,0.51644516829637,0.918868457370766,0.994765473295086,0.998715735163202,0.999999999135153,0.999999999995545,0.999999739594591,0.999999986094017,0.995589011216944,169.329304761905,167.209080714286,155.442335714286,147.814134545455,150.04357,122.409825,132.2871,134.955331404959,133.613684615385,85.48415,128.802790909091,11.7049295689272,4.67073672060825,5.73324674859259,9.07411799189262,13.4077354678977,30.1771641817499,16.5753361143296,4.24978693246966,8.21343637700478,16.51865,17.8216428849381,138.6831,129.79825,113.630825,94.4717,123.2489,83.807875,107.8133,103.2746,94.306325,77.224825,89.8078,190.095,202.285825,194.01325,188.0523,182.63195,147.39845,128.7554,169.8646,170.495225,93.743475,177.71845,159.664590277778,150.042481988743,165.39275,149.0468,146.0547,180.798425,109.7268,187.909,4.00912481569012,2.49265501145691,0.939735490052649,0.901168884367664,-0.0896733603207959,-0.150130593945452,"KIRC"
"ZNF763",0.999999506978037,1,0.999063178308324,0.999999995908898,0.999999999638303,0.999995228115371,0.99998704602967,0.999999745223068,0.999876723284674,0.999998616189801,0.999993238560574,0.999813404682816,0.999993491181911,0.999928594233693,0.999429737453382,0.999999999998608,1,0.999999999920909,1,0.999999976118385,0.999994954292699,0.999963225552762,0.772718097075661,0.998080221159216,0.981461478407457,0.994617732433615,0.999999989056456,0.99999857989404,0.847552164161018,0.0546837374305201,0.325376513693647,0.282602379026179,0.758297854367405,0.999999877895009,0.994382011215494,0.791270755074188,0.999956251599574,0.999677038695682,0.999959102669896,0.999822156077212,0.999138062136579,0.999999998847528,0.999961109081078,0.999998248397581,1,0.962628609980586,0.741373049276668,0.91591315794143,0.845417792070857,0.884064685485548,0.999999123904882,0.995178685960055,0.988173510904466,0.999999999330945,1,85.6991333333333,89.27706,84.922225,88.10726,93.95384,74.753775,87.80608,80.0239561983471,67.8774519230769,67.59955,65.2820454545455,10.6749981485653,3.18717314915854,4.15601784771805,6.39926860213625,11.6219234489745,11.4621243868938,31.1027481787607,3.65464612633462,4.5416329057725,12.63915,13.3311799625905,53.141,65.5079,58.265225,54.02605,63.8769,58.8484,45.1547,53.7016,40.372425,61.279975,44.98485,117.2813,101.72525,108.05495,117.7498,127.610525,89.719375,110.8553,95.5321,84.46325,73.919125,71.96825,128.312852777778,83.332964727955,119.298,74.2678,97.5041,156.312675,56.3172,103.8035,5.33232359697495,1.7895878277323,0.649451422238094,0.622540193465104,-0.622706476092064,-0.683761109046695,"KIRC"
"ZNF679",0.999670600041967,1,0.97032006140992,1,0.995781999510272,1,1,0.999985067013767,1,1,1,0.999999779414971,1,1,1,1,0.999999367750655,1,1,1,1,1,0.977964653971233,1,1,1,1,1,1,0.994761094781505,1,1,1,1,1,1,0.969318037092122,0.990689387962375,0.963218220423184,0.966582290320607,0.977839289635608,0.990399231218263,0.987491617483298,0.965643062256934,0.964906378860096,0.99515427467452,0.999895710546202,0.985882667097439,0.990868512423113,0.998726927330779,0.9999036954178,0.999801561955052,0.988238378303372,0.989659031265,0.999609575608873,0,0.179982857142857,0.0103830357142857,0.01518,0,0,0,0.0207107438016529,0.00723269230769231,0.9947,0.3921,0,0.167698566638978,0.00608180357809563,0.0108476475440096,0,0,0,0.016905060973083,0.00723269230769231,0.9947,0.25555642323085,0,0,0,0,0,0,0,0,0,0.49735,0,0,0,0,0,0,0,0,0,0,1.49205,0.37075,0.00697222222222222,0.0682551594746717,0,0,0,0,0,0,0.00697222222222222,0.0447300222481001,9.78958462584932,NA,3.29124764727121,NA,"KIRC"
"ZNF682",1,0.999999983262531,0.999994092573302,0.999995982524244,0.999698645642799,0.999999796425917,0.999999895537588,0.99999956175983,0.999999999622284,1,1,1,1,0.99999999977274,0.999999999912526,0.999993170233633,0.999983042787305,0.999871155729004,0.999519511967401,0.99987543160693,0.999998806872923,0.970746244881214,0.344184198559121,0.753467161921766,0.98778517968443,0.999977160560888,0.999982409409616,0.982466384304296,0.993256399407189,0.847615861086136,0.975133855077322,0.999336718343995,0.999997482245781,0.999995308895868,0.990666036446937,0.999999999502062,0.720628410444085,0.67226697271977,0.73168652020224,0.789692253625444,0.858376740347004,0.888519238278828,0.672540982744333,0.905656932574762,0.895776608894823,1,1,0.999999995551374,0.999999225149971,0.999999935186451,1,0.999997901908413,0.995783162867011,0.998847728617134,0.757310582540417,64.4946190476191,64.5704942857143,67.4173455357143,70.0273545454545,70.18359,65.903125,53.14878,78.7062958677686,77.2773057692308,129.98085,64.0212909090909,8.04939120936845,3.11225074139773,4.68352808344539,8.31003890964762,7.72056787391028,17.327742980039,15.0344177337002,4.64514218966589,6.36538469619383,7.95015000000001,9.87147955602359,39.3707,40.6729,43.2156,39.6864,53.430525,52.49585,32.9782,41.6908,43.934675,126.005775,30.0028,84.4493,74.30255,75.947825,85.0218,88.18605,79.873525,52.5284,107.0744,97.301425,133.955925,90.8724,54.0293263888889,70.4741022514071,53.5965,58.4076,42.07315,62.89,41.6194,85.1444,2.09908675340809,2.02632150795349,1.30436759000386,1.08976518989113,0.383350499586322,0.124017313100377,"KIRC"
"ZNF772",0.998637761609342,0.999999076287438,0.399080548798683,0.980013461896604,0.0475086361273912,0.963446637815839,0.999999715501572,0.994329996179094,0.999999999991127,0.999987948014119,0.999537779078596,0.978723336276015,0.999912708333178,0.999999998452456,0.999993925259018,0.73451220400224,0.308825188551853,0.75980294287409,0.964141293815938,0.933327153183079,0.999574336855444,0.842574535858395,8.46121266091515e-05,0.421872833128593,0.999986454307295,0.999349200181064,1,0.985435551804006,0.574830202491056,0.000267562855393089,0.21174062464634,0.983028468823779,0.983967723084055,0.999999993645709,0.99911944392515,0.998556837659588,0.759520387029508,0.511558540316855,0.797377616603388,0.934925515010263,0.891220166795563,0.992010570379951,0.999990098300456,0.960464059062909,0.988926336973659,0.993901278944794,0.721038150848184,0.997591984038781,0.999999995603551,0.999964394484116,1,0.995478063284758,1,0.999995526101915,0.974987840488625,195.59139047619,214.908276428571,186.667401785714,165.95352,182.81767,155.813825,107.35436,157.876839669421,144.096492307692,67.1534,158.767527272727,18.9951102414002,7.95649168041418,8.58870320530329,15.1221540308147,26.1695860865881,36.8547462770033,16.8980754651114,8.9521720741479,11.2937187709282,18.0818,31.7283204369681,116.3053,148.660775,122.24445,91.8973,139.24175,121.30235,69.8492,95.5556,90.050475,58.1125,95.847,251.364,260.519275,246.057525,221.60765,203.404125,193.405325,129.2743,191.7913,183.8283,76.1943,196.6068,321.166663888889,179.547084803002,319.23655,165.7124,263.219575,363.594975,105.4893,236.03,9.41570582109626,4.22138632782797,0.559046454662923,0.519089684436196,-0.838959924292607,-0.945944276702247,"KIRC"
"ZNF257",0.891328648783918,0.382887233709132,0.90231182510381,0.989267758541325,0.99998995578083,0.843331644843874,0.725146562236702,0.991614646742572,0.999993664023474,0.973170079807172,0.970873282071253,0.999891302780223,0.999999980041427,0.999364394632523,1,0.657311848544944,0.95665377311955,0.997707766974564,0.919190037400656,0.999993945863005,0.999998035087692,0.381811971406496,0.898778592932386,1,0.841874621670834,0.999992238732038,0.999999975053285,0.997538724034749,0.958026569658282,0.99999999999615,0.971888582602421,0.999999874432789,0.991811111620067,0.99985582191962,0.95638846284008,0.97225646770806,0.999951034421637,0.999999999997863,0.999999999798865,0.999999997367246,0.999999623273348,0.999999946450196,0.999899801856907,0.999999999841818,0.999999999983149,0.908922940939353,0.0973313889137525,0.0156377319120199,0.25253654047778,0.106590137863817,0.521707632463379,0.128748933571813,0.0154944053087686,0.171223227081555,0.965036830042782,43.5137095238095,33.5514192857143,28.2514071428571,35.7350745454545,23.93671,24.572,16.81034,28.3308305785124,34.0485865384615,31.49465,58.8927454545455,7.15060084097135,2.16332574510251,1.9236850579356,6.07066781578969,4.27969872668756,6.48923950795982,5.46035068421434,1.44193041763848,4.54097718528488,14.26135,14.8380852618546,21.6775,17.778975,13.50205,13.15775,13.65705,20.635625,6.5956,15.5556,17.748425,24.363975,23.19525,62.3539,42.057975,37.24695,38.0404,31.786625,30.628825,18.0905,38.9774,42.506375,38.625325,97.10965,37.9064583333333,31.9877686679174,34.14175,26.8931,27.5178,45.354425,15.141,40.6128,1.94605042787779,1.18469707531272,0.843860652626277,0.787689558971055,-0.244923309654801,-0.344300942335223,"KIRC"
"ZNF785",0.999963888307915,0.998124728527664,0.999932011328352,0.99999999999915,0.995161437057516,0.931582329314391,0.748803729405707,0.80514976591945,0.918821551209088,0.547373059919866,0.999999739022196,0.999999999998094,1,0.999998541258182,0.998514545913156,0.999998294358222,0.999999999859962,1,0.999990708958869,0.997961071165122,1,0.99999115869709,0.999999999961466,0.999685022009044,0.998457826782923,0.779374566897716,0.999999999967157,0.99999999884819,0.999999999536962,0.988718375831384,0.896024196717878,0.999999999995965,0.508248488622709,0.999996341920107,0.999978840918762,0.99570320103765,0.999977798990263,0.99956049270583,0.99859293450011,0.999984220947545,0.935986376690217,0.999823762985216,0.99967546118681,0.999675631342187,0.999991074168328,0.999978418002673,0.991481519039873,0.963116404486936,0.999980768914823,0.579883733244102,0.999855767007565,0.999538646424158,0.994658650369361,0.99999468408122,0.999999981822448,198.188980952381,209.995637857143,216.842598214286,195.995643636364,259.79316,214.642625,216.39948,208.461487603306,194.086155769231,162.7425,180.414518181818,17.0182575738495,7.07914769718383,7.73624522231807,13.8256808656259,29.9051558796851,45.1346810598822,43.1633691154131,8.06800134579177,11.7512571618549,0.275700000000001,22.3860863150786,160.5664,149.399425,159.5574,127.41195,232.816725,181.526425,159.5136,135.7883,147.0021,162.60465,129.9221,233.2034,256.8616,264.68005,248.60725,319.460925,267.4413,250.4774,264.7877,237.19715,162.88035,240.206,130.719825,207.734033395872,129.6894,200.4761,108.9915,151.9747,143.5897,257.902,4.68149252056527,3.74907836381124,1.58915476972121,1.54581716007631,0.668259637358489,0.628369686759063,"KIRC"
"ZNF98",0.983899404266673,0.797431745384485,0.988658911428815,0.999962096414409,0.999358720752154,0.862542393881149,0.947805209004573,0.999372370064503,0.999999673190688,0.988826615950854,0.982259536839369,0.999656448242972,0.999996087886455,0.99652099424851,0.99999999902919,0.978914747646644,0.999695929643372,0.999998462089246,0.996114091442091,0.999999999979228,1,0.333306526643789,0.341604764290264,0.980316774881079,0.227761417280431,0.999999999986905,0.999999999948673,1,0.673414256726841,0.943043309222833,0.999987649546075,0.749197456411648,1,0.999999965039025,0.999999996915372,0.999997615360646,0.997074001459391,0.999950230388527,0.99999897736663,0.999522800166682,0.999999997490388,1,0.999999999996191,0.999999999672768,0.999999973560693,0.999999714451805,0.999995415405555,0.997894156740104,1,0.997588629248836,0.9982492765104,0.998348756042783,0.940929284468853,0.988257338600031,0.999638997930756,10.0999333333333,6.86667928571429,5.19455625,8.34956727272727,3.82402,2.463125,2.96796,3.33290909090909,4.17825961538461,1.86305,8.57560909090909,3.40146599300762,1.05280073745935,1.21977792388748,2.66533330128076,1.10966050612088,1.39307972574855,0.998960272783658,0.329281770404826,0.667832387188225,1.86305,4.23318479744924,1.3722,1.248675,0.764325,0.5994,1.41575,0.720525,0.761,1.3083,1.37775,0.931525,0.98415,11.7802,6.614925,4.6974,4.74395,4.4459,3.20135,5.0072,4.1685,5.38705,2.794575,8.29465,27.8740361111111,5.62426716697936,24.8624,2.4851,15.380325,38.7254,1.0585,5.0753,1.86983793599629,0.507195289446896,0.201774409151225,0.0999541476285475,-2.3091848844261,-3.3225897564818,"KIRC"
