"gene","Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","Cluster 14 (HNSC)-BRCA basal-like c8","Cluster 14 (HNSC)-Cluster 13 (HNSC-LUSC)","Cluster 5-BRCA basal-like c8","Cluster 5-Cluster 13 (HNSC-LUSC)","Cluster 5-Cluster 14 (HNSC)","Cluster 6-BRCA basal-like c8","Cluster 6-Cluster 13 (HNSC-LUSC)","Cluster 6-Cluster 14 (HNSC)","Cluster 6-Cluster 5","Low purity c2-BRCA basal-like c8","Low purity c2-Cluster 13 (HNSC-LUSC)","Low purity c2-Cluster 14 (HNSC)","Low purity c2-Cluster 5","Low purity c2-Cluster 6","mean-BRCA basal-like c8","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 14 (HNSC)","mean-Cluster 5","mean-Cluster 6","mean-Low purity c2","SEM-BRCA basal-like c8","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 14 (HNSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-Low purity c2","Q1-BRCA basal-like c8","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 14 (HNSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-Low purity c2","Q3-BRCA basal-like c8","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 14 (HNSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-Low purity c2"
"ZNF530",0.999626203630118,0.992628991975247,0.996928961522749,0.999992478715999,0.998225279740422,0.81039804913416,0.99999865556787,0.939204526286107,0.441665718427089,0.807207511142647,0.993493601343578,0.997706235063107,0.999999994991327,0.832103290323506,0.46828617211834,107.0002,87.38894,71.6023625,98.8157728571429,112.816468888889,72.5413125,NA,22.7028950157596,9.21824192678257,5.55656694192361,11.4761162020752,18.7531990231804,107.0002,68.3526,57.87615,67.716675,70.6227,38.4099,107.0002,77.6527,80.035475,125.65115,131.8941,80.716
"ZFP1",0.998720504267546,0.998018345283862,0.621471648600599,0.998852998218789,0.483106098530617,0.999966896464034,0.999901045411539,0.713183629418461,0.992154770836209,0.967265614160744,0.998106374220668,0.99999998793229,0.449797241562187,0.216143507272894,0.46609892093749,261.6041,316.00244,203.9121875,212.712204285714,231.860288888889,318.75115,NA,89.4321741870709,39.7244927005837,7.10298598645894,20.4268689964773,115.23541645062,261.6041,189.8638,130.589025,170.513,167.9254,156.542325,261.6041,384.448,256.102275,249.454925,235.6979,268.11475
"KRBA2",0.928508921022502,0.999996026513006,0.304154428499029,0.996417925110797,0.830201899322624,0.551541360118055,0.997845840405864,0.788314783044496,0.663751953291232,0.999854761849037,0.999677351190579,0.786226129546145,0.947623603944607,0.996859339006463,0.999402456244766,32.4994,64.3144,28.5768625,47.4022328571429,45.9426711111111,42.0309375,NA,20.4025222228772,7.93466422050237,3.74753251232413,4.38381823605218,4.71840425385901,32.4994,26.8978,13.020425,26.69495,28.3721,36.124025,32.4994,92.9246,45.565225,55.096925,53.9697,45.2489
"ZNF93",0.999999999522128,0.995124989854086,0.936277485663698,0.999282024211237,0.964889770995927,0.151058238470871,0.999999998751538,0.999998625955768,0.65630181752571,0.519556959534691,0.999997204661687,0.999860336543792,0.753787880901646,0.989154773776659,0.999859475259471,116.1612,112.75066,30.23385,170.837697142857,119.975591111111,134.905325,NA,41.5027692528776,7.58670515410723,23.8775783037751,11.7729543639558,33.5043745736644,116.1612,77.4699,10.433775,70.73135,67.9961,86.4585,116.1612,126.4933,46.84055,190.3093,158.2369,166.376425
"ZFP90",0.999980008971585,0.89185805344407,0.555866659012411,0.99460926107145,0.973094360518834,0.600244387376627,0.999851344019072,0.999988598143822,0.205308091393049,0.68044227923516,0.999996391568976,0.993888059925022,0.123511393160586,0.477449549587471,0.91595289353547,713.0561,657.81446,375.5301,552.84992,636.581706666667,750.9729,NA,140.60841625019,63.0392420837183,24.2503399968389,59.2971999119104,142.404604506586,713.0561,497.295,293.5579,417.038925,407.5798,396.561875,713.0561,903.8155,388.0009,662.966975,694.4745,955.188
"ZNF479",0.999999998585409,1,0.999999962978489,0.999902437632699,0.997645655534303,0.988506170443945,0.999910487263628,0.997994109949873,0.990481945909085,0.999999999819803,0.999998360075213,0.999991464291229,0.999931036233753,0.999396625068797,0.999534161120501,0,0.16972,0,1.45765285714286,1.43804888888889,0.6746125,NA,0.16972,0,0.501081437526919,1.38179317602502,0.6746125,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF445",0.999999979286631,0.992283675376121,0.919110069238811,0.99998946290547,0.998176973983506,0.321889134509671,0.998912799963183,0.940676554051254,0.10266971642079,0.817214757629386,0.999998035290854,0.999997004685546,0.916793488434433,0.980985678112347,0.782966896152737,464.9666,456.97336,360.4013125,490.583684285714,530.9019,445.7093375,NA,86.1947957473222,49.6408512261123,17.2142062127952,30.3020772947903,69.2052605982995,464.9666,379.48,278.525825,389.3348,381.3814,361.316975,464.9666,587.6737,398.933825,561.361125,642.6117,467.48295
"ZNF74",0.97198395303729,0.999999998711452,0.705686768603426,0.979698020605599,0.99981723100774,0.42986955718768,0.998690087577874,0.936015524070133,0.92349173274698,0.55423030083111,0.999164846314051,0.965905269072436,0.979624130277391,0.945270513999475,0.999999969384524,245.837,554.21646,255.3563625,509.302492857143,392.755651111111,386.265375,NA,120.13388405218,36.9319445403005,54.4521206870717,33.1813860259434,105.025282113469,245.837,339.2587,186.295575,281.176875,243.8854,192.6765,245.837,737.8806,346.68385,528.652275,476.9026,404.408425
"ZNF829",0.999601195699539,0.999546534615241,0.839477330346087,0.994765894282995,0.998277538912121,0.183985541875219,0.976626134159171,0.954753134467122,0.0587006679234863,0.877851817754238,0.969720392343415,0.9549261534194,0.184906272829686,0.968221872230366,0.99992692115753,8.688,13.90482,3.5022875,16.8858714285714,20.1199355555556,21.4141375,NA,3.47356658701111,1.31982673692928,1.5989674125983,2.75698518002919,7.20235852992262,8.688,12.3051,0.885875,8.730375,8.7974,8.761425,8.688,15.6165,6.73485,23.035225,23.3372,27.7933
"ZNF267",0.838639103477827,0.993638586572715,0.804197148592045,0.989981452015958,0.667812545601848,0.999999655967609,0.955006644780873,0.938039812397577,0.977294601261641,0.768952968799741,0.993024639457862,0.814914814830449,0.999999998951738,0.999999977424503,0.981208753589656,503.258,295.75446,409.9443,405.498194285714,365.268835555556,408.0757,NA,11.0156781989399,46.1664869289788,20.0811818053395,23.9160920646047,40.1904736533245,503.258,273.9011,320.7141,302.935075,265.2926,315.229825,503.258,315.003,527.104475,483.801125,455.0379,471.851775
"ZNF566",0.99625657709405,0.928665983876823,0.959500404844376,0.999997184113755,0.93978464574029,0.154209525752618,0.999999987668099,0.819145394553724,0.0698758555623172,0.965640823860969,0.999596351860828,0.999057505597218,0.738315425476137,0.992310255761625,0.928240729462309,176.6551,124.97964,79.4174125,165.677238571429,180.369693333333,145.1416,NA,27.6866955469518,12.5648413253502,10.8184255580305,15.7639838705238,43.3696235251373,176.6551,69.6494,51.51095,109.9359,97.8657,100.988775,176.6551,171.8468,101.970875,195.80875,215.9034,125.929425
"ZNF224",0.999979113004695,0.999999274320984,0.999981700336503,0.998351757779758,0.777368640197851,0.742530940028961,0.996222196476954,0.688235919452409,0.632895896238224,0.998127606117116,0.999999461460315,0.996715538569241,0.99919697211003,0.947769014499023,0.888064110253715,168.5464,128.60524,148.845175,257.985945714286,275.411537777778,187.1049875,NA,21.0136256245942,15.4491169730986,21.622842765,42.2817389192588,45.3529889718632,168.5464,96.7663,144.621175,145.87745,138.3847,106.133725,168.5464,162.6265,165.75535,324.004975,291.7669,213.61595
"ZNF529",0.999999483785611,0.997180904435951,0.980219579795852,0.9999517770941,0.988250506108966,0.422855383844034,0.999977068949292,0.993154435428359,0.501380078794692,0.999990820580163,0.999999638137783,0.999999999875715,0.961592679947961,0.973175512304832,0.984940353097687,259.3516,239.76088,150.71425,304.158838571429,298.072266666667,241.68575,NA,38.0786467885796,16.1809345976876,22.1868747924958,43.7323653494208,41.9535911103354,259.3516,252.042,123.863725,172.877025,153.645,184.11,259.3516,284.889,161.490575,366.415975,337.1914,280.039425
"ZNF284",0.919076551488487,0.98984161817489,0.972431614472847,0.859159580096686,0.999989160116837,0.751282462552028,0.870981904055217,0.999998662748991,0.805040707823333,0.999996394160315,0.929986291145556,0.999995342146158,0.97777445374819,0.998953081827053,0.999613350732899,11.7706,46.69898,32.6621125,48.9276828571429,48.1902155555556,44.382625,NA,15.0676185200383,4.78692076109616,3.73680297275912,5.03594363372147,14.1828154167634,11.7706,26.8603,25.43705,27.9403,27.2667,21.67225,11.7706,78.2562,34.7714,60.3442,62.5172,45.704625
"ZNF749",0.994277278704754,0.999281912470593,0.998826608223082,0.96957521058971,0.998200516029034,0.8719210481418,0.991800597558277,1,0.99259066146474,0.904268992908663,0.99982185029782,0.993854357277053,0.99996958462119,0.745703759625946,0.964465447152211,52.4495,82.19798,71.102575,92.0447114285714,82.1175822222222,66.477875,NA,19.8595527865408,8.02154182780766,6.65764078298096,6.91335332560834,12.0067396029235,52.4495,61.8018,50.534625,58.2736,51.0204,48.135125,52.4495,71.8357,89.980375,108.6124,92.6977,69.76885
"ZNF17",0.999999999838589,0.99989051756741,0.996892994937064,0.999865807011086,0.995936381865554,0.754521475674642,0.999670278183212,0.99053892863573,0.695861231848768,0.999801444021217,0.999999999952085,0.99999999999664,0.994650222253075,0.988002381803122,0.974510823548293,120.3443,121.3505,105.96295,134.575002857143,137.498517777778,121.108525,NA,24.7645576146032,8.44686183327022,6.67389007990529,9.27515544964959,18.2565371139525,120.3443,87.8328,84.0128,99.29085,103.8506,92.18655,120.3443,148.5565,120.35815,156.818675,154.6852,130.864275
"ZNF555",0.999993200411253,0.877412621311497,0.470394821470256,0.999999993939908,0.999862651074825,0.0316421868536018,0.99999852300244,0.994709742971829,0.0141862991182763,0.980583033896879,0.998167573936355,0.994825723788757,0.699421405084861,0.871538538866016,0.699982905291029,61.1375,58.0479,36.8934875,60.4416557142857,63.2366111111111,51.8026375,NA,13.100190812618,5.06203373551006,2.37357124009017,3.08199080946037,9.34292447395617,61.1375,59.6549,24.93215,48.2479,47.1934,44.364125,61.1375,73.4062,46.55845,71.1338,75.4654,57.8664
"ZNF75D",0.971629615646855,0.99566107856401,0.994704446441482,0.999983160764236,0.682669767978926,0.913660084407005,0.999999774242068,0.568677256382631,0.820589088373939,0.996130373257886,0.990447219651892,0.999217623230869,0.999954214746963,0.79568031588765,0.669285374295789,306.923,200.88216,238.982875,286.230945714286,298.176126666667,226.4155875,NA,34.3514183248028,25.8878797285715,14.1894484721087,22.2930317482307,25.978333958756,306.923,144.6271,197.838725,196.607225,208.4021,183.101525,306.923,217.1739,268.0341,329.0603,342.6095,249.722775
"ZNF197",0.920660008567641,0.997250901322952,0.904614462408371,0.524762754300469,0.733436678707684,0.0151088709733607,0.588677656162369,0.850288150308043,0.039593975564071,0.996810427527351,0.795554729694411,0.9967767629027,0.514815316466577,0.920529897083943,0.97868481120435,181.16,310.18528,239.802275,386.755002857143,375.85512,342.77885,NA,56.0214791058697,36.0991367831388,14.3426039101283,18.8497582377258,20.8446292229215,181.16,325.8725,185.476975,294.5469,290.4509,302.500375,181.16,364.6145,326.84475,431.4134,457.339,381.7073
"ZNF732",0.860627693208254,0.960596388444592,0.00345699288692791,0.999928436476421,0.0213964764403004,0.483290816597109,0.998161530875481,0.00627431041468485,0.844984022520175,0.880179041854257,0.999916074719358,0.0982569228582005,0.79080368636365,0.99999994555903,0.99617988122809,16.4106,38.0491,1.1729125,12.60188,8.97917555555556,12.267975,NA,29.6159598124558,0.529651647796354,1.77879041036038,1.69635974592285,2.35389721804606,16.4106,0.3782,0,2.2962,1.2713,9.107475,16.4106,19.0941,2.077375,17.1783,13.7748,17.62685
"ZNF546",0.993423140516128,0.927730660374662,0.97870806957263,0.998045458502906,0.998920859397824,0.613402271653864,0.999951514790304,0.954441841305916,0.275383216959621,0.83396323213157,0.999167289736042,0.99865192772966,0.794609727189087,0.99999305365007,0.997195158529334,60.8157,35.41082,18.28915,42.7501157142857,52.2998777777778,44.8759,NA,13.3531012381169,3.17330330953184,3.97573870878099,8.49445185091207,6.25774446948396,60.8157,15.5409,11.083,22.154325,21.9931,30.546225,60.8157,54.7364,26.96635,48.95445,58.9798,59.130725
"ZNF286A",0.946363236987587,0.999976445983857,0.727554128902865,0.991544750450016,0.959177320364819,0.883149353959704,0.982765185968641,0.990414094283671,0.76580972944489,0.99430384290241,0.986027367721385,0.996098836233915,0.90874796107369,0.999764123457952,1,180.1947,381.13382,218.215825,301.588922857143,322.740502222222,322.9141,NA,57.790880779578,48.2614524060861,23.643148762893,34.2581059150176,66.1407493054179,180.1947,306.354,147.249775,187.657575,208.8015,208.573375,180.1947,427.6803,225.81235,326.021175,366.0465,355.126775
"ZKSCAN4",0.660663718449393,0.992273397900215,0.457657960087547,0.942791085754356,0.612664022888753,0.963965811942893,0.851553957543834,0.917966582178861,0.680106142947447,0.745759422371223,0.896896586577963,0.939053852570125,0.911540465785388,0.994124092940357,0.999988926431401,66.6077,139.98124,93.895575,107.449792857143,119.073577777778,116.501825,NA,49.8165568454866,6.8692630382365,4.13416171305461,7.68014864898025,11.4216360781968,66.6077,63.9183,75.2291,80.7795,89.5367,96.08225,66.6077,130.8574,102.5123,128.40125,140.4478,133.557075
"ZNF643",0.987141840658628,0.999999999461674,0.83405682250219,0.994029423175427,0.999392182390099,0.715699246306185,0.999905848287181,0.915548082346303,0.993652541454369,0.562493351619504,0.988089848711553,0.999999892029269,0.781695784260412,0.999470114160912,0.861002430227042,31.8558,73.20012,33.132825,64.0297357142857,45.5527044444444,71.2178125,NA,26.414824521893,5.68830424513913,8.7155110521018,4.61520824776761,19.5004715687892,31.8558,42.4768,19.09515,32.83305,27.46,47.07255,31.8558,93.2457,45.389975,71.627675,52.6514,66.3165
"ZNF642",0.921604343719586,0.999999999994554,0.400481169465928,0.997022618574914,0.780997619700364,0.78583259414537,0.999462158944974,0.611978083600325,0.947068603152531,0.97691379711673,0.999685789093754,0.760290652857261,0.98715269242015,0.998064969577673,0.99999994262643,94.924,231.0848,93.82145,154.86108,137.108066666667,134.5691625,NA,95.9999562296931,12.5012799064022,17.2979850219855,14.4991672553177,21.6546427412224,94.924,89.0759,71.0797,95.329525,93.8236,97.931075,94.924,299.1408,113.154775,163.05205,152.3699,146.203225
"ZNF490",0.885305111562885,0.584516879227656,0.938160211792555,0.982961409240641,0.889544956299871,0.0712486877906321,0.931213016284895,0.996728093136704,0.363338366689033,0.713721336410965,0.961197145432758,0.994173663301948,0.546799959036482,0.995927421827046,0.999932066951608,275.7622,180.26574,137.8074125,220.21951,198.45604,205.1354125,NA,13.711496408693,16.1797932249991,9.71461815888875,12.7860848954178,27.617027847174,275.7622,152.4206,112.966925,155.790075,145.9727,160.075225,275.7622,189.48,147.7243,277.509525,230.0532,204.44035
"ZNF626",0.932603218893623,0.86745349957962,0.999762134100826,0.996647245153248,0.8390869881376,0.401420569985504,0.993863750709022,0.908518612671216,0.549658989563803,0.999172585707254,0.990252331046181,0.982517031534536,0.876911179271998,0.998236136906712,0.999907200884078,802.1881,135.20988,32.7908875,489.548164285714,445.237404444444,388.2964125,NA,74.0293876354951,12.2556465912137,84.9158692047678,93.8810800018065,161.035783076088,802.1881,10.7591,9.933475,37.363775,49.3682,22.178175,802.1881,282.6579,48.10505,673.063225,633.8216,747.40945
"ZNF793",0.972029530227911,0.999976179084023,0.464640164528953,0.967564552362886,0.999999216277713,0.0925674074780624,0.990259964734602,0.996626426700613,0.299099252629123,0.92310834559436,0.892678055671913,0.995743225920517,0.0947097147747692,0.948820986224174,0.755087345884914,54.3802,178.0663,27.0341375,172.05316,144.565637777778,220.6255625,NA,52.5427985338048,19.5111688098577,17.9607312721907,16.9951428516926,104.212785832208,54.3802,151.4798,4.2013,76.6033,73.5534,79.512875,54.3802,266.4168,12.11175,209.295775,172.4338,201.860075
"ZNF383",0.999993999469857,0.972863352575603,0.851631694329349,0.999999988847574,0.999903843315097,0.308489075369317,0.999873739853822,0.959806102196924,0.0699570856432667,0.662929333942674,0.999999984474996,0.999972586418397,0.641146314575149,0.999999999950854,0.97348033203999,96.2111,89.85912,60.9172625,94.55374,107.046631111111,94.3462,NA,14.4740304510319,5.60934595127178,4.59618340390197,8.10525564934447,13.2469858200972,96.2111,83.3919,52.174225,70.9839,65.3442,66.672725,96.2111,117.2204,71.609425,114.967,126.762,117.507025
"ZNF669",0.998456516713238,0.999997227067841,0.992290864800813,0.921610901707923,0.849490930547369,0.186986270741654,0.964391404899374,0.968648809549923,0.44963781618642,0.948888372080324,0.915011355315484,0.887746722659666,0.410962449126655,0.999955503715928,0.988079125245719,50.8406,72.17336,56.5704875,97.8389557142857,89.8140044444444,101.3621625,NA,12.9317868423741,6.92479474506123,5.21076256659732,7.89630516985663,24.1586192486756,50.8406,54.3453,49.07345,70.97575,52.4211,64.19675,50.8406,87.9153,69.964975,114.665425,110.4283,103.23595
"ZNF559",0.999919009346799,0.999948853538158,0.96442610604272,0.990309545849674,0.968860521351139,0.234164321615882,0.999057571729748,0.999788302244482,0.635097550107531,0.81742331419023,0.995253004242346,0.994537386462171,0.638516169543431,0.99998560274498,0.997321047836774,198.8577,243.86306,159.147975,310.552627142857,267.398837777778,299.7301875,NA,28.6597914357833,15.4744939698796,26.5079591292005,19.7905663967705,53.7318754427064,198.8577,196.4312,147.577075,187.864975,186.4952,193.95525,198.8577,273.9211,174.8068,378.0736,325.6273,347.371225
"ZNF177",0.99999992588201,0.997974906203695,0.981161463738617,0.999999999984201,0.999997837921523,0.831178539520913,0.999991304142351,0.997954657397581,0.611592594406421,0.964578502343688,0.999955061117467,0.99981671913645,0.996103288908089,0.994367977763475,0.937803744912549,66.2859,61.39834,28.9902375,65.4573985714286,78.0086977777778,49.1675,NA,33.9580083254687,7.32941004449436,9.09979692411259,14.3143601835732,19.8929902496816,66.2859,11.0257,10.648825,23.08285,26.5553,28.81485,66.2859,62.6033,41.635175,70.521675,73.9032,38.710425
"ZNF548",0.980281239024281,0.894092424245067,0.989735722640375,0.726506672246692,0.748246826657941,0.974850519089747,0.861080369820013,0.966188478551973,0.999999675347855,0.773953796104484,0.883751433797018,0.98541884775753,0.999999918069003,0.984279048099785,1,110.0475,197.23236,236.4912125,267.87921,239.679722222222,239.6452,NA,30.7099168596009,32.9946969367343,14.6276329251956,15.6906412014717,26.360326910103,110.0475,144.9207,179.370225,188.915175,195.122,216.12405,110.0475,217.2483,259.236675,334.10865,287.254,271.754525
"ZNF563",0.635617933930948,0.25506462572297,0.887466123470407,0.816174416214283,0.929942548749332,0.0569614877635456,0.744610282772049,0.986628945893598,0.160318127040431,0.980017856560783,0.819608019050258,0.984438372234782,0.345825691580556,0.99998570193516,0.999953897677635,88.8102,44.0981,27.7960875,55.8203214285714,52.2197755555556,54.2559625,NA,7.70388071889746,5.5213259786951,3.33447341142908,3.85026932029955,9.83875435773063,88.8102,28.4346,17.145175,37.582525,35.0421,32.606125,88.8102,54.9699,31.1923,72.688175,68.3041,74.57665
"ZNF567",0.972170565345145,0.999965154612411,0.870159549485667,0.960379206656271,1,0.524811100277115,0.91711933185565,0.999220023174257,0.288287611878877,0.948376289717954,0.982578352504688,0.999964011581274,0.89435705712017,0.999728725260575,0.978812415536891,82.0529,158.8053,100.3956375,158.663948571429,174.145411111111,148.8819875,NA,48.6481793279769,21.8838374175027,9.79925327390615,15.6674963527878,33.3811656435152,82.0529,90.2365,72.13995,100.4202,105.5901,89.17125,82.0529,164.3754,131.98405,203.4739,199.0041,186.2887
"ZNF573",0.179419960371381,0.043297271727306,0.932098506587076,0.263467586628854,0.951437230335768,0.119996799072635,0.148799458721305,0.999902975549412,0.533917281666345,0.634068566875227,0.223701862093021,0.99931524893776,0.676672224070667,0.993578103926002,0.999910196120487,58.5633,15.71992,6.7193125,22.4548085714286,17.5469844444444,19.011,NA,3.09952515192247,1.08132945660778,2.36606740165335,1.78148888744229,6.67127422249946,58.5633,12.5523,5.4738,11.73055,10.3093,10.51985,58.5633,17.8212,8.6877,27.375,22.4719,18.23305
"ZNF527",0.998079020146075,0.999999989592145,0.946579024241209,0.992126330177895,0.999877641089076,0.551348016225929,0.970252955777436,0.984435007958609,0.262845647030715,0.891823479879658,0.944990163004767,0.956646950510683,0.350340309530159,0.91725092819711,0.997898715616416,64.9988,91.37154,62.7869625,97.7051828571429,109.147913333333,118.5601625,NA,20.0198088564202,7.5271957304577,5.23116381383808,10.7630766719643,25.5215139577512,64.9988,73.085,51.168725,67.33625,70.5775,80.045475,64.9988,116.6401,68.272225,124.4841,126.6595,128.702875
"ZNF33A",0.731678592962475,0.747104243055885,0.999993960594898,0.991561125421276,0.341662809993858,0.205329153742513,0.99427867060926,0.308609376984695,0.183160785129196,0.999892115353614,0.948661325578007,0.909849673741807,0.912887390705411,0.937118496900736,0.908143058825959,1232.4029,567.3643,600.5459375,973.351437142857,993.235142222222,821.4185875,NA,87.8223289508824,83.1539528364577,59.1617247534951,57.7425816889621,124.147028353007,1232.4029,386.9138,482.49795,629.769125,777.3782,619.769975,1232.4029,649.3324,789.6733,1226.958325,1205.0704,946.0798
"ZKSCAN3",0.488901243937246,0.999470892637652,0.0660072664999136,0.929204483089787,0.295768652189712,0.562870113500342,0.940939023501906,0.273283873477818,0.658292893081063,0.999951858805166,0.891795920480043,0.722978123328944,0.617535876137263,0.997601337655793,0.994405831633978,29.6034,118.4715,45.646675,73.9886514285714,72.2131111111111,81.7090875,NA,64.0580957110028,7.58740696981683,4.86999440072747,5.92978331959318,10.2206149325664,29.6034,54.6576,29.94875,43.704275,47.0742,61.82825,29.6034,65.053,57.857725,88.263425,94.308,88.280225
"ZNF676",0.991580946102304,0.990134438230207,1,0.999999314681937,0.832564320433562,0.663936351168841,0.993599124760189,0.999974591691284,0.99992337530668,0.135943692465296,0.999775172599709,0.989589251292451,0.980832184050435,0.993663305282432,0.981826028481222,37.0043,0.54916,0.4681,32.09996,5.29078,20.4188375,NA,0.279008470480736,0.145846096720383,9.07914197111752,2.50895085811185,11.0295995954706,37.0043,0,0,0.34035,0,2.5546,37.0043,1.1606,0.670825,8.849525,2.0486,23.56055
"ZNF699",0.855202945920242,0.67258450123084,0.994359263231642,0.54903592657985,0.944231509109922,0.999676636756075,0.597070002809226,0.975452268434906,0.999997128945094,0.999276751468239,0.851493368414433,0.999999923964699,0.983884176368581,0.831671157510273,0.916858152700062,45.0487,26.84314,22.42295,20.8267485714286,21.7905222222222,27.2971375,NA,5.13907686502158,6.25825512537526,1.56288057958252,2.18966942923634,7.2136479065711,45.0487,24.0493,12.342775,12.6854,13.5084,10.000225,45.0487,35.6423,23.51635,28.995775,29.8624,32.772975
"ZNF250",0.999953459243769,0.994907830679626,0.744062848074187,0.99999960622719,0.987353305702774,0.787104818099829,0.999845436933185,0.911064165703171,0.969429547741585,0.932120409053756,0.996137982593764,0.776265831966948,0.999999844429045,0.831557184179302,0.981329819995384,231.5083,253.96296,174.367775,223.591495714286,205.083731111111,177.631275,NA,40.3915309341401,37.2296662112773,12.7064247123151,14.8537754212785,23.5794531407094,231.5083,191.3235,105.6186,140.07415,143.2414,131.135875,231.5083,314.6351,189.262275,258.2845,240.7586,205.8113
"ZNF79",0.989898145507432,0.996436328266973,0.999815363507586,0.974690877708817,0.999968302325948,0.987945440640248,0.988224132318617,0.999999834827591,0.99957334899106,0.990044292265016,0.96000189392781,0.998963217726343,0.977148064737901,0.999316341928436,0.987497988223138,131.9282,103.08048,109.5941,99.3777857142857,104.3935,93.80555,NA,18.6709338350657,14.8530496807053,5.3913372038883,6.23689597838475,9.17668808314618,131.9282,95.6366,77.20595,67.9494,70.9171,82.172575,131.9282,107.0348,133.081375,124.4188,125.1335,96.147275
"ZNF681",0.752037524399558,0.456010109454336,0.970598731810675,0.985363177252198,0.492060428635378,0.0120673412026828,0.95110416373886,0.800055125167265,0.0781835419871555,0.864220631293081,0.971432716990821,0.850925233469623,0.235358576931069,0.998591539456828,0.999977182356998,349.1272,103.58906,30.250125,238.461635714286,202.534491111111,213.5806875,NA,46.9500712978223,11.0923230256939,20.1517894175498,26.448831639056,55.6424675113302,349.1272,35.1081,3.952975,106.00715,91.7603,118.706975,349.1272,138.0495,52.863475,318.576875,258.8488,302.37405
"ZNF766",0.899068614980146,0.744779423876308,0.994997564524159,0.983357047116416,0.917174069693704,0.32263637675838,0.946697361363239,0.99521792274265,0.71207648316684,0.865984335068457,0.989141934267699,0.954652286931127,0.610268219199364,0.999999609414075,0.987732114818738,692.4624,406.12816,331.481325,521.12669,467.263386666667,528.2727375,NA,83.0666927690792,38.0373637750284,34.3813086087329,24.8699798922032,128.920050905956,692.4624,234.8716,278.845525,368.455875,374.9591,311.646225,692.4624,513.2743,385.572925,566.79145,603.0933,564.771575
"ZNF471",0.999146309943152,0.998337492539382,0.999999583003376,0.998903297456496,0.537164972591591,0.234633090031679,0.999999915934802,0.978629377998419,0.915200974751553,0.193274545124039,0.999999999934661,0.978591724255609,0.941971639505061,0.918451044627447,0.999967935155827,67.8948,25.13022,20.3559875,109.299267142857,61.7502977777778,69.4339375,NA,21.6859736307457,11.5985602919445,14.8321941220897,14.1646568963854,22.9935184850997,67.8948,1.8911,3.0278,29.997825,6.6734,30.943475,67.8948,6.8712,16.555325,129.22355,79.9261,90.35315
"ZNF836",0.320343560725697,0.0773194613531502,0.868311406522655,0.483926446343645,0.92232103012096,0.0432821513722484,0.535174514587766,0.872260706381214,0.031972731227746,0.998953302547679,0.518200720543888,0.977865992806925,0.283389663771755,0.999998169992389,0.999712491627659,224.278,101.9475,66.86995,126.762004285714,130.714488888889,124.6263625,NA,27.4619479958724,8.57694737608567,6.61592075707049,8.04720880636915,23.1367840757876,224.278,53.096,51.2188,83.786725,93.0851,91.915075,224.278,160.7428,77.181625,147.78365,171.6124,129.170175
"ZNF493",0.184608123084625,0.0941791356300234,0.998367205631329,0.419445776195641,0.692685749891938,0.149699006520814,0.350530903570281,0.852556685090879,0.320219522090427,0.986568611707461,0.321343967273196,0.982556666971421,0.803987554869961,0.975291285642036,0.998603643565191,500.0402,79.4735,40.5773375,189.905887142857,169.461953333333,144.120875,NA,26.8792161087521,9.47441983992645,22.1969866490365,23.157824488086,31.6198599147511,500.0402,55.4185,28.555,70.660025,69.4998,100.7031,500.0402,74.959,52.407,240.8608,216.0512,180.2262
"ZNF167",0.999569452433352,0.998356437561909,0.736804013438785,0.999407615946608,0.999999999927143,0.295694394788629,0.999900816773447,0.99990646693503,0.488105353135437,0.994472299557216,0.999682691384177,0.999999928369858,0.655341612549125,0.99999981050273,0.999951174689508,38.2914,59.91322,10.69275,59.5137114285714,53.0932977777778,57.9606,NA,33.2006894797442,2.94204077002682,5.24707369591257,13.320840828242,7.66144526751597,38.2914,6.0514,6.168975,29.697575,14.1223,53.1693,38.2914,118.6711,13.788325,77.6401,61.1753,68.482475
"ZNF565",0.8715788169087,0.719590206207818,0.997028270311635,0.98693610807426,0.815051445871337,0.21724474276202,0.994379546445937,0.697827567652168,0.137686313429893,0.993285550706122,0.788874823375726,0.999868091300592,0.999851028831222,0.394208385306175,0.269632571986713,95.5708,53.30694,44.0516875,73.0895585714286,76.7790622222222,48.4331375,NA,9.26145690086608,5.33698128213605,4.38015117347032,5.28021466194559,8.2234220756268,95.5708,32.9047,33.027725,46.604175,52.1662,38.592925,95.5708,69.5874,50.72485,93.047875,94.1784,47.391975
