"gene","T2-T1","T2a-T1","T2a-T2","T2b-T1","T2b-T2","T2b-T2a","T3-T1","T3-T2","T3-T2a","T3-T2b","T3a-T1","T3a-T2","T3a-T2a","T3a-T2b","T3a-T3","T3b-T1","T3b-T2","T3b-T2a","T3b-T2b","T3b-T3","T3b-T3a","T4-T1","T4-T2","T4-T2a","T4-T2b","T4-T3","T4-T3a","T4-T3b","T4a-T1","T4a-T2","T4a-T2a","T4a-T2b","T4a-T3","T4a-T3a","T4a-T3b","T4a-T4","TX-T1","TX-T2","TX-T2a","TX-T2b","TX-T3","TX-T3a","TX-T3b","TX-T4","TX-T4a","mean-T1","mean-T2","mean-T2a","mean-T2b","mean-T3","mean-T3a","mean-T3b","mean-T4","mean-T4a","mean-TX","SEM-T1","SEM-T2","SEM-T2a","SEM-T2b","SEM-T3","SEM-T3a","SEM-T3b","SEM-T4","SEM-T4a","SEM-TX","Q1-T1","Q1-T2","Q1-T2a","Q1-T2b","Q1-T3","Q1-T3a","Q1-T3b","Q1-T4","Q1-T4a","Q1-TX","Q3-T1","Q3-T2","Q3-T2a","Q3-T2b","Q3-T3","Q3-T3a","Q3-T3b","Q3-T4","Q3-T4a","Q3-TX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF721",0.999999966473162,0.99894037233106,0.822330081922772,0.996482303455485,0.989607168541166,0.639031341932841,0.999999999976793,0.999999999864242,0.991664583490471,0.996788015820088,0.999773096378286,0.999522345126969,0.771544609702038,0.999998671293353,0.999863159969121,0.995303177196347,0.987679410605977,0.646146040589002,0.99999999999971,0.995658961382009,0.999995000878093,0.99985465026275,0.999932126039777,0.979496076424741,1,0.999920677343456,0.999999977291686,1,0.962997348626269,0.886154184074028,0.381363930377269,0.999994282762163,0.958344233011578,0.998854563050614,0.99999906302149,0.999999910043414,1,0.999999996619791,0.999138325891976,0.998189663547952,0.99999999999949,0.99990920968102,0.997463944442387,0.999909264586161,0.977114016660853,444.155983333333,423.921563513513,521.107586666667,343.7299375,433.010077777778,377.308181818182,336.6445,342.23345,299.524257142857,440.95342,54.7314344506422,22.148094695374,90.365680546354,50.6778658597121,71.7833584024602,52.6668720216191,52.445291584215,36.61725,59.6162517994838,117.682064381805,359.2754,295.39345,310.09525,221.3558,340.303,224.40545,258.2747,323.924825,244.25465,348.0576,488.01495,517.874175,644.99155,410.4514,435.8458,535.69455,415.7514,360.542075,322.378,641.8591,329.610547368421,408.994219117647,330.6356,364.96895,233.62595,415.44365,267.760725,507.55505,26.2960890119469,9.86465696264571,1.24084081162759,1.10384045154242,0.311318042940913,0.142531660881706,"BLCA"
"ZNF662",0.967867322209271,0.995269950987647,0.999999935980686,0.99849352549078,0.999999962056128,1,0.988796704582356,0.999999999989756,0.999999943013186,0.999999938298668,0.867165195885486,0.997824010532338,0.997398740894621,0.998894196715293,0.999948291947214,0.997188574595612,0.99999999999133,0.999999999998803,0.999999999984159,0.999999999671446,0.999765670843255,0.999999973724176,0.993121011053469,0.997843829954569,0.998807759771846,0.994926517418061,0.960065346620964,0.998020122717517,0.932940464902852,0.999796961072025,0.999529478124727,0.999737664661375,0.999992264651913,1,0.999949134619305,0.974172952274179,0.999999974579657,0.921618434018782,0.98091439449178,0.992240571972093,0.966528181325759,0.787110725000479,0.988208303482372,1,0.875498738506627,419.78375,233.451985135135,258.50862,264.5036125,221.6838,136.045054545455,246.397128571429,485.1516,144.7496,468.082,178.659312792469,40.0384211744255,97.6612971218838,103.563864514188,86.0165239529721,65.6304669161197,201.133571381692,22.1139,112.797089676351,306.181743687998,51.0868,23.641775,27.0575,12.83835,21.164,15.96145,3.0264,474.09465,17.8655,15.3674,807.764475,264.30315,309.85345,424.978875,350.612,127.39585,119.60355,496.20855,58.79545,427.8456,202.599957894737,244.800461764706,196.2025,88.6807,129.20765,229.01915,18.867525,288.259475,23.3886477969715,19.8490843449172,1.20829473168941,0.451985576126706,0.272972405063107,-1.14565136114624,"BLCA"
"ZNF320",0.971993607560058,0.997153973234504,0.999999492202091,0.65226888621563,0.915526938449408,0.919925794745631,0.999519997823557,0.999995094328441,0.999999999807806,0.928921162085436,0.983784950751242,0.999999998565659,0.999998463628553,0.989617494976793,0.999991011107491,0.944429278671982,0.999869892910759,0.999458864644043,0.999893888844914,0.999128221865164,0.999997299715203,0.974905458460721,0.999775569576497,0.99935931243117,0.999999999977437,0.998983268432857,0.999955165816084,0.999999840750083,0.900256210031248,0.998623164443185,0.996969858023047,0.999992214071426,0.996178302874096,0.999940186386865,0.99999999934241,0.999999997017813,0.998899979538783,0.999999999991203,0.999999999993012,0.991361718992446,0.999999996170262,0.999999997022795,0.999980966969358,0.999870125553294,0.999840782133121,1200.61011666667,891.218043243243,944.908566666667,566.517275,977.9376,859.539081818182,748.635514285714,615.30235,700.605171428571,916.91156,198.892177383979,73.8678622931396,129.69976193426,99.5034249129283,273.158264795028,152.486239225798,223.723398950377,531.98955,273.274644388163,262.049245490936,937.313225,454.716375,557.4735,416.22945,371.3324,505.9835,322.3266,349.307575,215.38075,322.7402,1529.6713,1272.56805,1305.28805,606.23265,1847.9016,1149.6147,1174.87975,881.297125,873.3503,1348.5134,520.174957894737,812.599194362745,395.0863,613.4132,337.6019,573.71615,369.562525,1174.915825,79.3407910786408,30.8936605267282,1.56216515622266,1.55260559528387,0.643546987069959,0.634691391867172,"BLCA"
"ZNF530",0.999903424150803,0.999997891126162,0.9999999626839,0.988712453370428,0.997165759009522,0.996636287977249,0.999834417571492,0.84868582817628,0.974307033625539,0.719774229917801,0.995814422256321,0.999562058704537,0.999323727548417,0.999999977773207,0.767854935465762,0.995553544198511,0.66401169633221,0.888150430868751,0.543965907159469,0.99999704784979,0.588164990911543,0.999998151272807,0.999106955245182,0.999792807252383,0.985273112536859,1,0.992651805961279,0.999999843652398,0.999952739291303,0.93977865579939,0.990382754253742,0.818145829356818,1,0.86387840393738,0.999993941601273,1,0.999999955646445,0.997915793418968,0.999809731492894,0.96408087034893,0.99999936764098,0.981371111549267,0.999777566760837,0.99999999593444,0.999999915351468,95.4620166666667,108.021724324324,104.621246666667,124.7656125,78.8275,119.500981818182,68.8967428571429,80.2113,80.337,88.0476,16.2761016943537,6.4972431784958,11.543483970254,20.135358495491,9.16634653254623,21.1936588984485,10.026899279981,11.8495,13.2303269689647,18.0774392361584,71.91595,67.61105,72.2595,79.01695,59.2944,79.32205,52.83655,74.28655,56.13045,64.8373,118.2297,135.851875,129.31765,157.981525,83.551,122.30945,89.69235,86.13605,100.62255,82.5231,46.857852631579,95.385850245098,49.1836,81.9876,40.12015,54.57335,63.146625,117.467875,3.2505126965857,2.53467167836489,2.03564279812546,1.66697029090998,1.02548442851376,0.737228392543417,"BLCA"
"ZFP1",0.999999917536527,0.992644600636527,0.558280653176436,1,0.999999368421971,0.987450171929307,0.999999995036463,0.999888938278986,0.996302855074324,0.999999996539341,0.999999999999608,0.999999968301701,0.955435274392724,0.999999999984348,0.99999970639058,0.99999620772171,0.998130243965562,0.999911167090056,0.999995498346216,0.999999951369514,0.999955663746293,0.997931963151131,0.998503802233355,0.875404035335266,0.996997352776888,0.992169108819487,0.997782624365227,0.981947650710807,0.999999999753593,0.999985221987239,0.996847970054023,0.999999999892311,1,0.999999974088379,0.999999856114923,0.994827633536011,0.999999984339866,1,0.975893851270746,0.999999943410049,0.999995120077931,0.999999997261713,0.999874320608684,0.999674252718314,0.999998804273663,222.067266666667,209.739777027027,276.685046666667,223.345825,233.232777777778,218.1675,247.023785714286,144.0768,230.4949,207.47668,30.4811153037162,8.87313019143421,61.9068139117226,25.3556453945154,49.9285928659559,37.7285045390569,28.6445089242867,69.2653,43.9852719362213,20.6332047951209,183.3905,165.731825,162.4166,166.4156,142.6103,158.51415,210.3806,109.44415,150.96205,191.4696,236.923925,234.07475,300.09785,285.627475,285.5297,243.1993,291.585,178.70945,282.6502,214.4803,192.342931578947,206.372578676471,188.9764,186.0542,133.09245,243.5202,148.10225,234.6679,15.7246636554516,4.96440403853502,1.07294079892801,0.984536693470719,0.101570475489381,-0.0224831188247867,"BLCA"
"KRBA2",0.812161024316332,0.658376100526508,0.998873004125775,0.999819057976385,0.991342127898009,0.938313708285743,0.999665531775639,0.990944820796872,0.93515239453464,1,0.999256061754832,0.989155248209458,0.926419789321227,0.999999999995862,1,0.87999604298749,0.999998314171624,0.999999997778154,0.991994459445782,0.992392576748347,0.992583012374923,0.999818841797739,0.999999755623314,0.999914543033328,0.99999998058552,0.999999991648707,0.999999997563097,0.999991078240853,0.999983998649341,0.979652031030914,0.904964628773024,0.99999999941382,0.999999995363397,0.999999955176786,0.983324416371475,0.999999557840057,0.994422632184595,0.999999749161143,0.999590386561994,0.999992106754163,0.999994936710806,0.999997217538354,0.999982319836812,0.999999999994501,0.999936499192501,24.5155666666667,52.1861621621622,60.7210533333333,37.5100125,38.1781666666667,39.0358363636364,57.6987,44.16415,34.5653,46.99814,5.8880783464934,4.84756789685617,9.82926003703261,12.7867560680187,7.29954523349457,12.3167881390643,20.4615774351064,35.09605,12.1263613088927,6.79724076994482,20.66945,29.14845,31.9231,10.0509,24.478,12.30045,26.35835,26.616125,11.8414,39.7998,29.944675,55.24245,75.4901,49.692725,48.0765,43.18675,61.9674,61.712175,46.3845,58.9787,68.2460789473684,42.307987254902,64.1096,36.86175,36.7784,95.07665,21.3361,54.502275,10.1382450260583,1.52388166205731,0.619932865117863,0.574980190174326,-0.689816105848732,-0.79841584322962,"BLCA"
"ZNF93",0.962348058468708,0.890830034436651,0.999586325177409,0.692273073683659,0.956548872505344,0.999721482692898,0.669995634520903,0.944797967648475,0.999687417599581,1,0.643949731860871,0.925575138222139,0.999700238683294,1,1,0.999999999974516,0.895064529007611,0.790588880215764,0.561228706209071,0.531666642735786,0.495268173606893,0.943966576200784,0.998775022465075,0.999975438864006,0.999999999972712,0.999999999939325,0.999999999641107,0.915859144862757,0.927134496456591,0.999810492938814,0.999999999936207,0.999987733519741,0.999987974236706,0.9999914662335,0.865669230534267,0.999996217547122,0.767340436095863,0.979743021287903,0.999729848331175,0.999999999994144,0.999999999977897,0.999999999658792,0.667365799160331,1,0.99997744394385,228.43405,159.471328378378,134.460813333333,97.616675,98.4745,100.753345454545,235.843557142857,87.0073,127.708771428571,91.1627,68.3531533378222,15.0136837949553,29.0626661935072,11.9177266560566,28.0726125435549,19.3281924570084,106.21674929893,68.8712,53.740323764796,27.0782747675697,96.6666,71.76165,72.67185,71.6822,30.3199,63.28505,107.07325,52.5717,33.2852,71.6408,311.2369,197.926575,168.18995,108.559975,114.4708,128.69955,211.96575,121.4429,152.94655,104.9462,54.9239105263158,128.586371813725,33.2362,101.4692,23.4834,77.21465,58.786375,159.300725,9.93871986323575,6.13360560900588,2.34117291688682,3.0529723614613,1.22723149451921,1.6102145288951,"BLCA"
"ZFP90",0.999997861083306,0.96647244935715,0.870494130509498,0.999999999932424,0.999883297550275,0.891414448107695,0.999999077402413,0.994929478424293,0.719410864063512,0.99999995931622,0.999997118763082,0.999999999933821,0.991182941846233,0.999932521515056,0.99819854900247,1,0.999999153875215,0.964138019204886,0.999999997879161,0.99999558776065,0.999998709196886,0.99999874001904,0.999831814807067,0.976704853208445,0.999999811293487,0.999999999684356,0.999816048882643,0.999996875148478,0.99999999997073,0.999999934790729,0.97566277340006,0.999999963105909,0.999983650993509,0.999999811630115,1,0.99999244449604,1,0.999999898296365,0.985871019137255,0.999999997522189,0.999997156684241,0.999999721797472,1,0.999997108732162,1,535.73895,572.841933783784,677.398253333333,521.001675,493.883222222222,581.639454545455,541.745585714286,468.5538,549.570028571429,544.25224,68.3204613374634,29.1741379279802,85.4915222640762,73.725495425109,50.5676139523657,64.9015198858987,44.5934532693151,76.3603,72.8346289556813,68.5887702807508,446.265325,397.3085,483.64785,416.845075,403.0784,456.79115,468.44735,430.37365,477.30495,552.6194,677.153,697.651825,825.71355,590.2836,576.6581,594.73475,624.62135,506.73395,670.317,649.7491,506.654921052632,557.881029901961,545.9318,520.2549,373.33475,626.04965,394.490275,671.605725,37.5856612688348,12.4297068600144,1.10110650606709,0.95296683578425,0.138954022347597,-0.0695020871342334,"BLCA"
"ZNF479",0.979157292549538,0.990138727564343,1,0.995816171265289,1,1,0.977921888339732,0.999998671370512,0.999999875284223,0.999999956412768,0.999631636101995,0.999987547720831,0.999996140248852,0.999999163803472,0.999862993319427,0.914928832146568,0.0466923660758428,0.139197213934642,0.28225429139311,0.15175860473773,0.36350479103688,0.998424596565309,0.999999950629902,0.999999981968502,0.999999986512829,1,0.999994114268776,0.726289191957515,0.999999999989861,0.937744909982381,0.971878157551051,0.98822419276055,0.950249012031255,0.998323975786312,0.927081051370082,0.996753944600806,0.991400642945745,0.999999855799864,0.999999975624762,0.999999987602656,1,0.999968537809008,0.333102582352986,1,0.980791795295801,1.6142,0.421033783783784,0.394973333333333,0.4015125,0.119988888888889,0.777409090909091,3.57345714285714,0,1.74087142857143,0.1147,1.6142,0.239803605233214,0.355380775328402,0.320098181052928,0.119988888888889,0.74849133795371,2.27202848404524,0,1.61489601857715,0.1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15985,0,0,4.0966,0,0.3891,0,0,0.795265441176471,0,0,0,0,0,0,0,0.223589220962436,Inf,NA,Inf,NA,"BLCA"
"ZNF445",0.999999999966019,0.999997306222025,0.999976616108923,0.999999999607031,0.999999296062204,0.999878366899298,0.994327832086174,0.870201009373592,0.836281742637738,0.996912522126631,0.99999992722094,0.999999918159892,0.999999999624887,0.999990567121255,0.926153014767653,1,0.999999999760387,0.999993989944997,0.999999999763735,0.992902405659139,0.999999818500803,0.999999994668407,0.999999829138341,0.99998876956066,0.999999999984218,0.999987919695905,0.999998040982524,0.999999995910271,0.697063991157363,0.173599538131696,0.203395205375561,0.700895463372544,0.98792410570356,0.334497682338876,0.655331445505886,0.984007741159266,0.999999999523934,0.99999999999297,0.999999994941547,0.99999978049495,0.988168551391156,0.999999999998492,0.999999998691551,0.999999767828145,0.660907228422076,492.163433333333,500.604983783784,526.270893333333,478.0553875,398.004488888889,515.954809090909,490.8295,463.61925,298.040528571429,508.32392,39.7370332792528,21.8305544200587,64.1536935768794,39.6904794835183,38.369167561122,72.4343944555265,82.666574447654,123.56705,26.4211797963185,78.3113989976772,460.09675,363.49425,340.0133,410.774025,297.5883,374.6539,363.80445,401.835725,255.81915,474.1622,527.181125,624.67135,741.61165,566.36855,487.8581,582.68925,533.41685,525.402775,346.13605,600.4301,513.98617368421,463.43090245098,457.3436,432.8568,331.1091,706.81215,337.074725,562.33175,48.6374864732431,9.00294738111507,0.901640795372268,0.946458636351312,-0.149375302148115,-0.0793886385461523,"BLCA"
"ZNF74",0.999608077001793,0.923842288045684,0.930292227821701,0.999999984297125,0.986292410519603,0.72843339502559,0.999999999740565,0.991177817368864,0.749416693287465,0.999999999992585,0.999999996835381,0.99982704922958,0.895932842659671,0.999990247184523,0.999998409319969,0.999999706019959,0.999999443147612,0.981040013413093,0.999945242863507,0.999984082289918,0.999999999134104,0.99999990280575,0.999512334951887,0.974069668095366,0.999999999871383,0.999999996087758,0.999996305239854,0.999982890255799,1,0.999402611524908,0.901293156331674,0.999999965356913,0.999999999248042,0.999999997199391,0.999999688847861,0.9999998572189,0.999999989807803,0.996755035350703,0.869670124568822,1,0.999999999990615,0.999996296853268,0.999975773856559,0.999999999963316,0.999999979760776,391.0971,484.157524324324,611.282713333333,354.2792,368.385544444444,420.014454545455,443.848571428571,322.7746,392.839928571429,351.7687,55.8248636900441,40.4942264806924,121.440763836122,72.1378622661424,46.8787086324767,91.7642820267682,97.8789247236501,100.6072,70.1925360872193,53.4388585969424,280.496525,291.183425,323.8285,190.253675,235.2092,260.8234,264.47685,272.471,288.94275,271.064,485.363075,554.072425,769.27925,463.09875,471.8508,428.86715,568.1476,373.0782,423.5329,356.129,214.537284210526,430.60875,224.031,352.43945,154.5676,266.83565,259.711975,500.262975,17.2628024086579,15.3498005857124,2.00715111867195,1.57317268592293,1.00514924148932,0.653677042940865,"BLCA"
"ZNF829",0.999966496041448,0.999998767574739,0.999999997864436,0.99999998558027,0.996942151062755,0.999761056264738,0.969059903638834,0.970223386140123,0.981545136163337,0.870262572632155,0.99999998456718,0.99237034001201,0.999553719294891,1,0.81577402032835,0.999996087500014,1,0.999999999933587,0.999751948587889,0.997869984567342,0.999626565395613,0.985637202182517,0.994991279835976,0.994220137230493,0.960530923577251,0.999999464327078,0.954678786102514,0.997976446122434,0.979974122590713,0.987740055188409,0.99068337334905,0.912696977923544,1,0.878705582640827,0.998827440474502,0.999999445025012,0.99726098366248,0.999637445120911,0.999529588020971,0.982472740090852,0.999999984975515,0.976087544274312,0.999955700822453,0.999991061544512,0.999999994521929,18.5860666666667,15.5423216216216,16.22012,20.186975,9.47633333333333,20.1020090909091,15.4761714285714,5.9935,9.58002857142857,11.13738,4.64494347555609,1.61119273718736,3.76987100070066,4.70291078450927,1.6904656593837,7.29599642419737,5.5330869146528,2.593,4.12965590459304,3.34883951159204,10.005125,5.78805,7.44035,10.642675,6.2189,4.43425,3.9955,4.697,3.6962,6.8817,23.6418,19.77,19.19,26.81985,14.3988,24.02475,23.50545,7.29,9.6782,16.6607,11.5006894736842,13.126831372549,10.411,9.80875,5.43075,16.91215,5.074525,17.433225,1.81135118381416,0.609883310057706,1.14139516614075,0.942152530976851,0.190798358262336,-0.0859674492002302,"BLCA"
"ZNF267",0.970463958305235,0.803265991203494,0.9872330218308,0.999947654324311,0.500483667792593,0.272340806917786,0.99639781426656,0.999999999943291,0.998349253263139,0.864383842424807,0.99911539712365,0.999994418664989,0.98474143061537,0.914681467047257,0.999999986917665,0.999994443457672,0.999355400203985,0.956666992468709,0.992244782458382,0.999975532308775,0.999999439556277,0.996542728781608,0.999999619701778,0.999999999933764,0.956075876189288,0.999999219831603,0.999986609836909,0.999798212353074,0.999999999987152,0.916677687232231,0.67496698868344,0.999986827959249,0.989089115827871,0.996438790116988,0.999952736379073,0.993320634855348,0.999524903849053,0.999999989812683,0.998958622178291,0.964890068357481,0.999999999987374,0.999999999998825,0.999999202330983,0.999997754661191,0.998397865168328,430.252666666667,354.591990540541,309.992466666667,472.642175,360.447244444444,374.135163636364,396.623028571429,322.6958,438.0754,368.27484,59.7839013405318,16.9813983775541,24.0838096540921,98.7179725757328,28.0196454612806,48.1200089589017,52.5264514409904,16.2229,57.6106308569207,41.2406376934281,361.933575,262.861425,265.4649,311.899875,279.8507,270.022,315.9308,314.58435,325.7248,403.3046,434.01985,420.7082,322.2387,507.2755,424.406,479.06745,390.9754,330.80725,537.5551,408.8889,323.535526315789,363.025514460784,296.1487,327.38895,241.8295,384.6327,264.781725,421.386825,40.6759635412157,8.04488035771293,1.12205765652595,1.10548839147361,0.166146810213121,0.144683875763466,"BLCA"
"ZNF566",0.847535207271821,0.97880287782856,0.999989684247582,0.970236764021855,0.99999999999919,0.999999972768332,0.635631261653627,0.992387810947948,0.981434347803277,0.998834298917699,0.99564733743397,0.999692854347633,0.999999975514954,0.999995455105069,0.962684686789507,0.99972881461052,0.998403872645275,0.999992293294627,0.999911886498066,0.946015460047007,0.999999975979815,0.998156380426014,1,0.999999998996842,1,0.999985245782915,0.999999875099381,0.999996516787487,0.98313145370767,0.999999998962337,0.999999999644781,0.999999999999569,0.998242914234174,0.999999482792657,0.999977241941123,0.999999999999641,0.832244010697985,0.999650156202163,0.997849096343595,0.999878396238244,0.999999999998595,0.99375667615859,0.986798240809272,0.999997205372638,0.999777829214618,230.0485,164.643158108108,176.633026666667,167.1919875,130.911333333333,185.091781818182,195.372371428571,165.4153,170.558214285714,134.93462,34.3065834103796,7.66269951320006,25.400215954559,42.1131962811643,14.4444061369599,42.341991906786,68.5113785149303,65.0999,74.3853514973096,22.6867294792881,180.40575,119.310075,120.0708,83.725825,82.7321,123.20105,96.30985,132.86535,78.93375,105.2388,264.884425,214.412,192.41985,209.861175,163.347,186.6964,221.63135,197.96525,127.8059,137.9726,131.068452631579,153.357204656863,142.3445,138.6639,95.5192,153.3258,99.4886,187.045525,9.38074340429137,3.96970225718767,1.17005428520573,0.974143012199277,0.226575465860211,-0.0377945075438236,"BLCA"
"ZNF224",0.999999657892862,0.999962246181351,0.999992141304111,0.983809083508981,0.960705974432502,0.998548314046513,0.999999999998925,0.999982621672613,0.999606756443829,0.951326855483814,0.999995247689787,0.99052765204287,0.980229691323971,0.783097864412484,0.999997783540082,0.99999993540942,0.999653240410189,0.997824934104939,0.920834259679179,0.999999991670869,0.99999999963789,0.999999999983855,0.999999748053467,0.999990752211325,0.997502915321888,1,0.999999998511321,0.999999999999093,0.996007577643707,0.848001524136335,0.825142543525072,0.513537856845782,0.995368669042196,0.999798678684944,0.999544503284594,0.999947718183908,0.999999999981079,0.99999999949429,0.999998103026665,0.99488104166432,0.99999999667767,0.999973853843832,0.999998977806052,0.999999997987194,0.993703179340045,236.060383333333,256.156960810811,275.334013333333,330.8117875,229.944322222222,203.624572727273,214.238328571429,223.38435,155.648142857143,245.62822,35.6839967622408,16.8150492128756,38.0309612723331,126.294905092871,44.5621266987786,31.3824394960479,81.9703779426554,72.87725,34.2567835326006,46.6731940182199,186.75895,145.676125,160.2596,130.35345,150.3308,134.1749,98.23555,186.945725,105.50955,151.6593,252.114725,324.132675,309.63605,303.465425,226.9031,266.22655,199.89345,259.822975,166.5902,329.671,146.534394736842,233.550402941176,134.8892,196.5573,120.4461,167.75,136.787375,273.9706,12.6366387871834,8.24992605584027,1.59382650988257,1.45717596367982,0.672494598617005,0.543175102934257,"BLCA"
"ZNF529",0.999644797075017,0.99920099973335,0.999999902073555,0.999999977562914,0.99998857745335,0.999934866910768,0.968915656884815,0.991208461332072,0.99962291544791,0.986421755421601,0.9999992282788,0.928710403967642,0.948661059972642,0.999830504598154,0.739185454596798,0.997380384981503,0.999972756884967,0.999999877078191,0.999508501290818,0.999999305907847,0.944890936677915,0.999979283543121,0.999999999364077,1,0.999998822073873,0.999999314626756,0.999338933418038,0.999999999947519,0.953508041710895,0.983601567766425,0.998575225435406,0.976664455142935,0.999999998744859,0.714578472764263,0.999986436147934,0.999993881609183,0.984928561691069,0.998240454447348,0.999875319520554,0.994346914576102,1,0.877442297119946,0.9999994801123,0.999999255875002,0.999999999976148,376.42115,315.761535135135,300.11648,351.13885,239.420088888889,411.840354545455,274.169214285714,293.2459,222.336814285714,235.09748,62.8777300521085,18.3316055308763,39.565258509998,91.2796835111989,34.0484222068792,158.439273416639,94.0151868793381,61.4437,50.2619193801138,64.3782908772779,348.584625,209.026425,193.5604,163.25505,174.4186,179.29435,115.80115,262.52405,138.9662,176.1706,376.631225,388.32505,368.5082,447.46905,277.2414,357.0719,351.08095,323.96775,258.9654,281.0036,242.788457894737,278.163070588235,238.4045,245.7617,199.83555,279.2707,171.9945,337.434625,14.4572121644174,8.31698038259385,1.14570137724107,1.0308601557437,0.196231060050716,0.04384863309487,"BLCA"
"ZNF284",0.999998786171409,0.998498174526775,0.997603713031791,0.999266961144303,0.999643568658624,1,0.983016606581547,0.552691472413504,0.394768930106664,0.590563038213127,0.99999999965932,0.99999995598659,0.99852343632512,0.999483704348971,0.906897947158938,0.999987051473293,0.999999874501231,0.999999673619128,0.999999814120571,0.816899811912821,0.999997383115478,0.999855289767524,0.996682270380606,0.976708175285982,0.982179501697528,0.999999999874384,0.999295846291973,0.995490579334928,0.999075363159261,0.917062687327284,0.760718575082054,0.860305158800898,0.999999131042274,0.991314477374741,0.96232377574805,0.999999999993441,0.999971052143913,0.993755145947153,0.945486712639019,0.968431601359181,0.999961952729108,0.999564941474897,0.994815258753662,0.999999969692795,0.999999988775281,41.9113666666667,46.3093513513514,53.5628866666667,53.811825,24.2641666666667,44.0085818181818,49.4774428571429,27.1545,29.2906571428571,32.86684,6.42460938722693,3.46302000020698,8.81136790472219,13.3656542706717,3.17283429637008,9.4262115211479,19.3736289193259,12.4756,7.06534372644312,7.45171917933037,31.6354,25.30505,29.76605,31.2645,18.2811,21.2748,19.9514,20.9167,15.2789,19.2969,52.222575,58.019525,73.9659,66.5948,25.785,70.2083,54.8436,33.3923,42.35425,43.0923,22.2975421052632,41.1075323529412,23.3035,34.07245,14.65425,28.707,21.776925,52.4632,2.38642847531541,1.52446436982057,1.84359030062054,1.46211727852039,0.882518082592221,0.548059036566562,"BLCA"
"ZNF749",0.987652502113246,0.999306269721103,0.99999850430103,0.999535366074946,0.455638009529651,0.820303524822746,0.783387899576893,0.954096773544666,0.948103981345639,0.214219860059016,0.947747848482984,0.999591703889893,0.998431874992338,0.433930865944831,0.999951429389101,0.735803899039353,0.927946494233266,0.919132131013689,0.2046335198351,0.999999994340198,0.999565887280613,0.989332440955498,0.999923464722202,0.999674430222361,0.872094824599865,0.999999999998673,0.999999962231633,0.999999993511801,0.961068187802854,0.999773346248213,0.998951998341985,0.550575849245433,0.999994453606353,1,0.999915105263945,0.999999995135302,0.441425510814974,0.635207953437581,0.643677054972777,0.084940508142075,0.998510262916645,0.959855343015797,0.999854511791297,0.999849329718677,0.982728526005957,98.9879833333333,81.4387797297297,85.3226666666667,113.5266625,63.6542111111111,72.8767272727273,59.9692285714286,65.92235,71.6866142857143,46.28032,17.7346248151353,4.59335735680391,8.23067077909072,25.0295277035797,10.5463819997987,7.58417190855811,7.43114940041529,40.41845,15.9097103840395,6.23970898002463,67.51165,56.77735,58.0203,48.4037,33.4411,57.44805,48.90955,45.713125,38.8997,37.9917,119.888025,99.55905,107.87625,140.06225,72.9161,85.39425,71.86055,86.131575,90.82725,55.6272,45.3182842105263,75.4967149509804,33.2149,69.7321,30.11375,54.0155,49.25225,89.832175,4.89164270674824,2.03981868163351,1.66592174143796,2.09942224724446,0.736320630060483,1.06999235850301,"BLCA"
"ZNF17",1,0.999721110650261,0.990644389741562,0.939412768867156,0.672660421962683,0.994309213191505,0.968168257834197,0.676475803350114,0.418161328018612,0.139288044373803,0.999986452647014,0.998663702740318,0.934857544990489,0.555244176551694,0.995659622767817,0.994095618019009,0.922900951234258,0.704506229327918,0.312293221551486,0.999999977580993,0.999792898052814,0.999999957367485,0.999999605963629,0.999630260717184,0.976226044649159,0.999895041482971,1,0.99999228378167,0.997604895633687,0.961389012356849,0.784968041276079,0.381991238824526,0.999998946587803,0.999967802113715,0.999999999942502,0.999998578652538,0.999999983110142,0.99999912434195,0.99746984008176,0.888044857155323,0.995517599953755,0.999999994073734,0.999536409726879,0.999999999998335,0.999876952337583,124.2439,125.522106756757,140.541866666667,162.23125,90.8069222222222,112.278190909091,96.5432714285714,114.2541,99.6674857142857,117.56692,16.0052965184237,6.28248390977783,16.4806330177161,27.8700801825632,8.04926994380681,11.6612899936067,8.15558140480126,50.2109,13.4117463828475,18.345073367185,90.990325,96.425925,90.10755,99.14545,71.0594,96.29625,80.9433,89.14865,78.78815,92.7214,158.24555,136.81885,186.03075,213.706125,101.762,111.51785,100.0605,139.35955,112.52225,119.2832,141.080226315789,120.748936764706,146.1039,111.6533,116.5076,156.71235,86.655625,141.773775,8.52115036687553,2.57516592298164,0.85588845381085,0.764204788510094,-0.224505309499389,-0.387968797231035,"BLCA"
