"gene","Current reformed smoker for > 15 years-Current reformed smoker for < or = 15 years","Current Reformed Smoker, Duration Not Specified-Current reformed smoker for < or = 15 years","Current Reformed Smoker, Duration Not Specified-Current reformed smoker for > 15 years","Current smoker-Current reformed smoker for < or = 15 years","Current smoker-Current reformed smoker for > 15 years","Current smoker-Current Reformed Smoker, Duration Not Specified","Lifelong Non-smoker-Current reformed smoker for < or = 15 years","Lifelong Non-smoker-Current reformed smoker for > 15 years","Lifelong Non-smoker-Current Reformed Smoker, Duration Not Specified","Lifelong Non-smoker-Current smoker","mean-Current reformed smoker for < or = 15 years","mean-Current reformed smoker for > 15 years","mean-Current Reformed Smoker, Duration Not Specified","mean-Current smoker","mean-Lifelong Non-smoker","SEM-Current reformed smoker for < or = 15 years","SEM-Current reformed smoker for > 15 years","SEM-Current Reformed Smoker, Duration Not Specified","SEM-Current smoker","SEM-Lifelong Non-smoker","Q1-Current reformed smoker for < or = 15 years","Q1-Current reformed smoker for > 15 years","Q1-Current Reformed Smoker, Duration Not Specified","Q1-Current smoker","Q1-Lifelong Non-smoker","Q3-Current reformed smoker for < or = 15 years","Q3-Current reformed smoker for > 15 years","Q3-Current Reformed Smoker, Duration Not Specified","Q3-Current smoker","Q3-Lifelong Non-smoker"
"ZNF300",0.559100256698725,0.980489633243387,0.677716392880416,0.997775777457711,0.701447641335629,0.948566055991223,0.995062834412037,0.70863316144545,0.938991433849837,0.999995431893058,242.26386,175.716891752577,293.82078,227.690727160494,224.97383125,38.6717208748492,19.7187056383047,82.3773115372199,36.8933036462646,26.0374531244254,27.7654,35.8796,162.3982,45.8533,61.45335,305.6871,264.1477,327.603625,263.6428,286.40665
"RBAK",0.282574044128246,0.706164231549611,0.997191883613811,0.596385395187457,0.986265290086206,0.9801223875543,0.383926780983429,0.99958396531194,0.993012435529276,0.997953621075321,512.045193333333,453.035444329897,432.59046,467.05182345679,458.488076041667,27.1362193759177,16.8517209560589,49.902461891245,21.6436100475398,17.3822613058164,415.335725,342.5254,332.2655,314.7238,337.984825,567.456075,543.2772,502.982725,563.2273,560.20545
"ZNF92",0.999418373271455,0.955557557462693,0.973155317606317,0.887370946719518,0.930691060364289,0.999170193234972,0.979752653401596,0.995093979015654,0.992015602578666,0.993148756197954,258.191601666667,252.150911340206,219.09413,232.582965432099,243.020090625,22.9270290780429,18.3334012148851,36.4160839039872,18.1090334841292,13.7858966056327,140.19805,141.9809,144.949675,125.9277,151.50255,293.81875,304.5388,245.397725,291.5156,308.376975
"ZNF157",0.99965582994814,0.9932496280623,0.997188281910752,0.92485610241285,0.954122772842324,0.999999985682078,0.999966547625812,0.999977374552083,0.995518229054332,0.929353897304397,1.38239833333333,1.47723298969072,1.80431,1.78883827160494,1.43528645833333,0.327744540836267,0.320100612303108,0.851637641964651,0.396940362188665,0.224796590172346,0,0,0.08915,0,0,1.782375,1.7278,1.958825,2.0921,2.1497
"ZNF182",0.999999969189419,0.994291142898812,0.993069985587965,0.99868666342932,0.997259188703727,0.99879497824343,0.692447868804237,0.559271269486589,0.999418616729355,0.805285104233195,177.130816666667,176.829470103093,190.38565,181.662096296296,197.574055208333,10.9177334971368,8.4393514143506,49.6984444687518,9.57417721413758,11.4800341360219,120.5239,122.3456,98.6216,124.7485,127.88615,220.191675,216.121,195.97055,233.8915,232.499975
"ZNF673",0.95044730257971,0.887506766553823,0.685715991346853,0.756982520627059,0.981263264966039,0.532947582395216,0.90390536099164,0.355322235507003,0.985977109696796,0.145947864905045,209.175648333333,219.798983505155,181.04767,227.244838271605,196.258985416667,9.58956954932149,9.86250710001886,16.4095225392524,11.6030600378197,7.86863108379202,159.293675,171.0568,142.0337,162.227,151.9709,243.603325,242.9351,197.66885,271.622,235.6629
"ZNF41",0.987059852685847,0.999890260295853,0.994515734388116,0.997451341272058,0.888548439720861,0.999999984965595,0.999993793739828,0.988169223766211,0.999717258085912,0.991450547763336,224.521521666667,233.987629896907,218.70639,218.09060617284,225.885136458333,12.2887903520218,12.1759256596042,42.3333450691413,10.9735614306966,13.2361498829531,151.959225,153.168,155.011075,144.6533,141.136725,273.9424,290.4459,226.619625,269.9917,290.2943
"ZNF7",0.683369385553446,0.626200466568207,0.932392369177412,0.802614704631447,0.999766924703891,0.908800655177696,0.801710143991017,0.999377738451805,0.899465016299096,0.999999393161024,527.983796666667,489.674149484536,442.85255,494.474244444444,495.557185416667,26.4399186577709,18.4526187027006,22.3263196124626,19.9166981744419,16.3521408726425,391.088725,379.1131,434.439575,371.9463,390.8638,631.50625,573.4843,460.596375,604.8568,579.614425
"ZNF214",0.993221809323254,0.990777040034797,0.99894332027899,0.996280868565294,0.906441780532744,0.966010510858064,0.999470141215266,0.947858146469959,0.977674434060296,0.999817003187872,33.187765,31.2165278350515,28.74398,34.9373555555556,34.2162572916667,4.08380569729428,2.5993878182686,6.32599619295561,3.19699784282356,2.9555363740875,10.46645,13.6054,17.35195,16.2742,14.348,44.56895,43.8122,40.50875,43.5719,47.445725
"ZNF215",0.804581743114817,0.888739619980348,0.994520814398989,0.999963508102206,0.671558672610723,0.857217357694082,0.750674098230218,0.999961601297671,0.996711960651125,0.603830007597232,50.84155,61.6046680412371,69.51834,49.7021395061728,62.580090625,4.94199627680932,8.32428842588332,17.5131519207404,3.84764864508811,6.10545725395079,16.680625,23.2221,41.5984,21.8041,11.1121,84.754125,73.5728,97.4547,72.5474,99.532425
"ZNF547",0.19056070902807,0.903322607657077,0.275820035048692,0.469986761074401,0.985778562508317,0.413990657153938,0.999815664352188,0.15017600072371,0.859441613987111,0.452661256011135,64.4070066666667,48.1613969072165,78.09282,51.6856074074074,63.1423375,7.34879505519389,3.14328309228524,19.677936545983,3.99285173579672,5.51941355603255,28.9259,27.0013,49.62315,25.2265,31.613375,70.212175,63.0335,74.254375,71.8562,74.325575
"ZNF773",0.480159984542294,0.996776980361266,0.991816259628747,0.342705540368621,0.997593387552461,0.976919548594537,0.871285174451807,0.942695076270916,0.999956711917269,0.83384833856819,124.044381666667,107.994592783505,116.87416,105.06329382716,114.529571875,9.10890965352939,6.22241655555808,12.1752584138964,6.04154696572464,5.89054880618165,88.00655,70.0219,87.72325,66.7557,76.7238,143.76505,131.7535,146.726375,131.5171,141.524125
"ZNF776",0.140982906756042,0.999980473529477,0.832543759205838,0.361091142853997,0.990205444195253,0.921506442067084,0.602522752734559,0.854604315910478,0.972830674860207,0.988291723141322,395.012998333333,327.826448453608,389.21289,340.221538271605,353.245386458333,31.1971683728209,15.0804642049324,51.1129571770461,20.3297859604855,15.0327493222261,234.51465,208.872,250.5322,217.9298,261.82825,447.701975,422.3744,492.9843,426.299,441.94175
"ZNF256",0.874741935624983,0.830583868430224,0.527639933467644,0.217378918873172,0.661730306739744,0.203398450840907,0.960071886674325,0.998006928685272,0.615219597402367,0.473335860972883,135.713078333333,125.417477319588,159.29798,112.110945679012,128.33886875,9.54732476118653,6.61954155958323,21.1384802915799,6.84238929895229,6.49887541646078,82.057075,84.3155,114.6656,61.458,88.770675,183.7191,152.9526,198.263675,149.5125,159.395525
"ZNF599",0.981507082340346,0.999999378909025,0.997850056949376,0.358818629081753,0.58552856991672,0.868246140620116,0.9828920376218,0.999999995542541,0.997987297276053,0.580437059906856,90.4572633333333,85.8308845360825,91.16415,74.5962185185185,85.9175885416667,7.9598892645404,6.34211333517458,8.87478743459057,3.80020730903531,4.43842612078769,51.800825,54.0541,73.567425,49.6168,53.337675,106.371,107.9797,115.891575,91.0076,103.062575
"ZNF18",0.939355646291278,0.999999997606838,0.996001748213537,0.98118652994964,0.999564087534411,0.998794133252866,0.952621845746005,0.437552510937672,0.996188447839602,0.622299741467453,190.924163333333,180.500343298969,190.63877,183.111995061728,200.657682291667,7.90911535429197,8.56287079089403,35.6508308555481,8.39910585770484,9.56129540053935,146.643525,127.3451,136.6651,128.2775,141.9667,222.066325,204.7924,182.98875,222.5189,225.292975
"ZKSCAN2",0.989251897733258,0.999950351489748,0.996325046445584,0.999947103125647,0.995450128712747,0.999726698158993,0.992661016984917,0.836047097013972,0.999985521431155,0.973151901071031,152.591033333333,161.814526804124,147.71417,155.061983950617,144.230478125,12.1595430551789,17.5232360624122,24.8791781218889,10.1003378918945,7.8801049369964,96.378975,91.4027,111.136375,94.0799,105.9746,168.75945,171.5913,173.60795,167.7419,165.073275
"ZNF689",0.704487646422248,0.99328169890946,0.99966167662019,0.445718461862024,0.986406067032476,0.993220510725615,0.875119604619441,0.996085445728099,0.999999538117393,0.911482260273654,114.958091666667,101.300357731959,105.55927,96.3143,104.743829166667,11.0513060302589,6.04253436014569,20.2297854140596,5.75948470367241,6.70005265263481,67.04295,68.0251,72.575875,56.5291,64.520575,158.5999,122.1099,123.864225,122.0598,125.037725
"ZNF19",0.960538589951001,0.988314083602938,0.999826385786301,0.999984171508601,0.915903460393364,0.982480345046285,0.739473959947332,0.193007410098902,0.802559261362559,0.734967465240101,49.7713433333333,46.5230453608247,44.91454,50.2235913580247,55.60728125,3.48871275298148,2.98303522611316,5.51935942340333,3.2401829271945,3.13221497858618,30.24445,27.9051,30.642925,31.5459,34.143625,60.890125,55.2626,57.36855,60.9002,71.6446
"ZNF230",0.13135617787578,0.999955278413821,0.700637655097901,0.298729134692758,0.995900812950975,0.803246823452998,0.953882411197291,0.335376898107151,0.989639374537912,0.619436515214159,123.514508333333,101.529584536082,125.81906,104.71807037037,116.8541,9.35629132269195,4.60090516868186,16.4575998518564,6.20519684110474,5.89648278555203,76.043725,69.0799,89.457925,72.0514,75.27645,137.5192,124.6881,170.8477,128.7129,133.2509
"ZNF222",0.370925445380457,0.999947223186923,0.939955946536997,0.845789455487602,0.925201036071156,0.99495851564478,0.991642262675332,0.0774855663605551,0.996809998057875,0.472297492972787,100.015788333333,79.3278391752577,97.0741,87.9012024691358,105.154017708333,10.5344061157022,5.25186856821473,22.714328592391,6.93862378719345,8.36578444283317,49.0132,43.1373,54.934975,49.4906,54.0584,122.82355,103.9548,121.865875,105.8235,128.076925
"ZNF221",0.011060047993282,0.638720860152926,0.999740803786197,0.259446044114943,0.714435012428437,0.995366991592674,0.185820678002792,0.749176081332775,0.997204376584996,0.999965981211083,20.0528066666667,13.1079391752577,13.90469,15.5801604938272,15.3628729166667,2.81459707587209,0.891479794510042,3.00021219540107,1.35022548435355,1.01079735955985,8.034475,7.1979,7.145475,8.3806,9.012275,23.727175,16.8567,15.078925,16.6754,19.8201
"ZNF233",0.861349332061025,0.999999011819844,0.983694919682163,0.920812439190592,0.999923253571485,0.990060068184718,0.99251281042709,0.970533840085564,0.99895240930737,0.990482390800498,32.2765383333333,28.0883917525773,32.67956,28.6166296296296,30.4246583333333,4.14748365885638,2.42303623197066,6.30589904354469,2.64737294310843,2.60696074468619,13.863875,10.7131,14.619975,12.1017,13.84205,38.379475,39.383,44.050675,37.3421,35.86835
"ZNF235",0.62204309613676,0.994227827398021,0.798447877832202,0.584957802886019,0.999950347718013,0.774239237908254,0.990514923225226,0.817567374663321,0.96703232345848,0.779378953659642,74.3170333333333,65.9206577319588,79.35641,65.2562012345679,71.552265625,6.00083333875113,3.26413740742691,8.98943209682532,3.72885215165012,3.65679062777594,47.020575,43.5435,52.220475,46.6701,42.5672,81.501275,85.2006,102.2267,78.0102,86.3872
"ZNF208",0.728574017723863,0.999932903762769,0.98933748714059,0.169271311370938,0.764169225314292,0.854281540317088,0.988996999381375,0.910232074787565,0.999973859317083,0.269053770369985,47.4295966666667,92.8910350515464,57.44617,132.494980246914,65.1389864583333,18.7215641144785,19.7365692686127,26.8393725589066,36.2100201632346,19.5692236698871,1.62665,3.5367,5.09155,2.7548,3.0323,13.761725,68.0811,74.065825,57.9297,35.866875
"ZNF714",0.904203052457367,0.996110814386142,0.999997519250155,0.996161933138614,0.982381380538757,0.999718650144681,0.95566519208067,0.999643256581058,0.999999835513917,0.996626656243693,204.25452,181.002091752577,184.07296,194.224780246914,185.631555208333,20.3915561240932,14.6707702610964,57.3978784323993,20.997939395895,15.3441171622446,97.5568,82.5627,86.54555,87.2576,97.704025,305.84755,233.2126,215.705675,242.5796,222.87465
"ZNF394",0.999999998053539,0.999440596282153,0.999322587065466,0.995903090753105,0.994010777007716,0.993631291369043,0.855517229232421,0.789739505528414,0.950593174545447,0.962707069348475,509.500798333333,509.808895876289,494.57789,521.870292592593,541.595169791667,18.9394510136796,24.0398602485971,23.7717528651477,23.8191384182985,16.6514141255279,409.903125,392.6266,468.61415,402.7197,429.17875,613.6937,566.7281,554.81875,599.6007,623.1054
"ZNF333",0.864571922904701,0.99842107719385,0.935183775346696,0.910690956889992,0.999982657619008,0.94825392665872,0.901327214149089,0.209023744429642,0.999912936547299,0.297744912852591,177.583641666667,159.495596907217,188.77926,161.078492592593,194.016804166667,10.3884716854264,9.16644232562355,34.5132937127363,9.52424102416277,16.3217579093718,113.823575,97.4798,122.29695,99.1498,107.03075,243.4079,194.6625,183.98525,202.1576,228.720625
"ZNF382",0.9999984915095,0.978066133061983,0.979250589236941,0.432252413289202,0.333376128988014,0.998720675633012,0.98046679516433,0.977417390451012,0.99779542673058,0.683608388673409,29.4014266666667,29.1448762886598,23.31106,20.4610975308642,26.5575052083333,4.64831282857297,3.42267540004729,4.27379285795546,2.38195788233137,3.26647798154957,5.861475,10.7969,11.9814,4.5662,5.27805,45.990225,33.6142,32.09105,31.6456,33.394825
"ZNF577",0.717997143476828,0.996531423416791,0.999069479305277,0.998286566272264,0.430468770746951,0.985887054392043,0.952937689515717,0.163720909103066,0.951652903764172,0.991908355019317,197.174535,151.938324742268,170.4821,208.283514814815,222.974479166667,19.8847614513678,14.3849553770848,24.0175382289831,29.2249546635737,28.4358741572033,86.415975,67.7795,116.5205,61.7925,74.58205,271.61225,179.7753,229.184825,248.8286,261.559675
"ZNF75A",0.993245730584556,0.999997360863546,0.999887258356023,0.999669974842855,0.999256456392325,0.999999410488742,0.945754973531947,0.996084264960709,0.998017892574966,0.976361113071731,256.886828333333,246.588128865979,253.93717,251.947679012346,238.751679166667,18.7255971689118,14.6592878957376,71.0177708227581,15.8517086183641,15.1691208369363,159.788075,152.4101,126.30305,150.0318,140.2281,335.57385,299.1672,267.874375,336.147,304.25755
"ZNF496",0.993839833110135,0.692419745657189,0.790201263691282,0.955787027550207,0.996987762453342,0.870238647761911,0.231511849354763,0.316727177593703,0.998115391986218,0.579740340969607,287.451946666667,278.268365979381,227.51245,271.274037037037,241.204875,19.4718935354715,15.9897991053854,22.6421966415032,14.8287013959188,10.4648790088712,206.2983,196.6759,183.1176,185.7256,178.302975,326.588225,328.3713,245.135125,337.7193,297.6963
"ZNF2",0.951798496135583,0.48235209350696,0.68196740509019,0.855426715806915,0.996930192082041,0.780722615491825,0.961008004463819,0.999998979243153,0.669866453000335,0.995159545124847,115.967243333333,110.946003092783,92.40079,108.738212345679,111.227260416667,6.12328324998942,3.58424108528652,9.15519990235604,4.7909233745191,4.71120433333648,85.180525,84.2105,70.56145,79.2936,81.189325,139.843975,132.7913,118.2165,127.8302,132.575075
"ZNF589",0.513849934000868,0.580513919744041,0.947968569979136,0.958196750316205,0.882333998080084,0.779690002801286,0.906783285590637,0.930342725615609,0.815589377496392,0.999808248893982,273.705638333333,238.689388659794,205.62627,257.766630864198,254.27861875,19.6158071874401,11.2643808412798,24.7201617748889,17.0139465077999,13.7696773532736,184.949175,160.9013,140.699625,144.1271,156.535475,329.0857,306.846,254.04455,312.5,339.153
"PRDM9",0.867422510065754,0.999993585109728,0.981159653462627,0.998101304888603,0.623641687390493,0.999990243756307,0.978039487791114,0.391790727748825,0.999549104754252,0.998509892203655,2.95397,6.79560824742268,2.35524,1.70267654320988,0.660805208333333,1.1928253757013,4.50700007863523,1.05061011355836,0.468074918152986,0.202670628932639,0,0,0.48165,0,0,0.741,1.027,2.110725,1.072,0.485
"ZNF12",0.276333152005334,0.965170740600422,0.998119166116905,0.948227654877293,0.671000002383417,0.998309928366455,0.533115830182771,0.987782048406878,0.99998508540345,0.912232418910013,729.942153333333,633.494701030928,663.4589,692.883611111111,654.601594791667,56.0768570719595,22.3779330512684,58.4618361538705,33.3397932192233,26.5139513174456,526.8956,481.1321,507.684875,495.3741,500.852525,814.436425,753.5577,762.9872,810.1423,755.0894
"ZNF202",0.986156273572377,0.999980107598925,0.996675345920095,0.965170348216352,0.999735159542269,0.992683030068702,0.734543731108161,0.924146311393962,0.95458531753336,0.975296475808052,268.127573333333,278.503696907217,264.0485,281.947383950617,293.085869791667,14.0155098431587,11.3415935856378,24.9126401962627,13.0816475248591,15.1943100420104,191.486175,203.9872,218.0487,203.0605,197.233175,326.196775,341.4634,320.694425,326.068,338.46665
"ZNF3",0.999996385333098,0.998152603961419,0.997009762941509,0.983508241029502,0.96152378775731,0.999999594447815,0.999552336194516,0.999812677268044,0.993671685490871,0.919124465393535,740.054765,743.630712371134,704.32792,708.550128395062,752.065309375,37.3055320575309,40.4919336942855,85.6421781424716,35.5345838680145,35.1606886638958,552.458175,508.751,586.283275,460.3191,570.7417,874.090225,850.5608,794.300225,855.4824,884.1107
"ZNF606",0.434420136950228,0.999958423881094,0.951420049267111,0.641135140194373,0.998336756414987,0.977599526060705,0.986129207317157,0.656479746455934,0.999927149785088,0.855731469577276,282.134128333333,233.77418556701,275.25352,241.465916049383,267.548158333333,26.7516236726422,13.9623566161976,42.6766808542839,14.9245541215545,21.4504234093184,158.58495,127.1106,189.98715,145.161,152.417475,324.987825,288.8845,334.648525,319.9188,318.060125
"ZNF91",0.999946024937332,0.999935311196645,0.999674933405387,0.999550375375614,0.999973323784714,0.999261656088974,0.927054739405159,0.822204421368492,0.998861147134649,0.793679847786929,398.322528333333,391.907142268041,412.28435,386.980360493827,440.28735625,39.1332949411834,31.5341367002213,149.366942221226,32.9299583081521,32.7300820072588,146.453425,185.6764,210.5913,176.5947,189.005775,572.196525,483.53,360.397675,493.2998,610.44425
"ZNF226",0.247744947653554,0.918076893500289,0.333465044024263,0.97590917007741,0.525990088914048,0.775492850337387,0.997074250361228,0.0529599707501031,0.957702191895488,0.835143562605123,386.839331666667,324.833198969072,439.82751,368.141080246914,397.215828125,28.7440786662887,14.0838365685182,76.8125785655542,22.4607606936765,18.141474153711,253.308,223.5027,296.1206,231.5392,276.613475,453.894925,421.875,483.624875,440.6669,489.9364
"ZNF229",0.207824953843198,0.968035649736921,0.994821963505282,0.13675530642764,0.997942359558218,0.984021952511272,0.133375061850503,0.999196105703736,0.987176418891924,0.999992070201614,225.466373333333,158.968978350515,183.87793,150.068169135802,152.26738125,37.6084387165699,18.5431702018832,67.019668663467,16.2174456250031,14.345027452781,14.146025,25.3444,77.11975,45.1427,21.20445,306.39515,249.8876,204.70135,214.1235,229.074425
"ZNF180",0.00411142617602434,0.693665928718566,0.993565761755614,0.00154766176355003,0.991835469606154,0.972730502345217,0.0107505200737928,0.997835377217486,0.998624085808065,0.9455137020456,226.517848333333,177.008134020619,188.83479,171.30427654321,180.878172916667,16.6325690387117,7.21959358040775,23.5340200549259,7.87774231208387,7.68509384955886,143.09695,124.803,149.359725,128.9432,122.064775,256.708725,203.8839,225.8404,196.2762,214.263325
"ZNF641",0.788195249742755,0.940848705800948,0.999438274010233,0.393914660513489,0.940911073100184,0.999952092747167,0.945363005517081,0.992122237343815,0.993756152200411,0.761544799629928,101.022693333333,90.2818742268041,85.99032,83.6596493827161,93.9430104166667,8.03277688420706,5.69938499156152,16.2829471833354,5.02063984860327,6.6929180149504,48.833975,49.8866,66.9737,53.2503,51.0548,135.806625,123.9219,89.1303,109.3863,124.1101
"ZNF610",0.992783967463508,0.666018469977872,0.771058894518082,0.991448993786827,0.863958744792817,0.50151537779401,0.997846563052138,0.999932918582441,0.738714961838262,0.91362189409655,80.03006,74.1963319587629,42.30571,86.3549271604938,75.7530625,9.20375153464138,7.80433151939685,7.35079853174621,12.1781886025685,7.16392237801914,29.1274,22.9388,26.24395,18.2039,22.66035,120.49255,94.4363,54.031625,104.9308,114.44825
"ZNF528",0.702303857706537,0.904036368474379,0.998809363554843,0.990297096738058,0.907008371191945,0.964616980832032,0.992152653740747,0.284632670760995,0.794257179910554,0.852205817480859,301.336875,249.772415463918,227.7207,281.90632345679,319.09286875,34.8899278114238,17.8140767247084,26.7064007511891,25.0914386434391,31.2605319118456,95.608,118.0753,193.166675,126.615,141.2367,378.950825,363.2006,285.6279,373.2768,411.2589
"ZNF701",0.726084698740015,0.995736400253873,0.854620848599928,0.663698007284319,0.999834138388348,0.823682074317947,0.839132405492086,0.999318428435537,0.897165424261237,0.995139671602976,134.400393333333,119.023780412371,144.07366,117.155874074074,121.5759875,11.72921029697,7.28339165880389,26.0100391712089,9.04213631108797,6.20589103526405,73.521725,69.7897,80.8032,54.1058,83.736625,175.061825,148.628,184.8588,155.4506,151.720475
"ZNF283",0.106600722957693,0.998736470329626,0.887154947981876,0.125749296473195,0.99999997688546,0.887315908793445,0.152556908100732,0.999784627077585,0.91521640550619,0.999733232969232,70.2401083333333,57.7818577319588,67.32014,57.698450617284,58.5684947916667,5.59485226889089,2.42132663357022,8.15716142380696,3.23405208455023,3.10052938822881,42.8903,43.482,53.084625,38.6847,39.891575,81.93655,71.573,80.4197,64.7188,66.979875
"ZNF558",0.60888188742187,0.999772493626488,0.98493670683389,0.396592276403693,0.992479498152332,0.953111482323671,0.809387892434053,0.0339367353239157,0.950526914157375,0.0136207266806661,431.360313333333,360.590287628866,412.9939,340.821451851852,485.63989375,27.8039267481381,33.1623335589093,66.0398368451414,22.6180811779929,39.3274364282889,270.7333,221.8935,285.47865,198.0737,260.665975,610.68165,447.9243,481.806125,423.6186,577.77545
"ZNF597",0.997067786685429,0.761033210536703,0.832712758542731,0.9621884025593,0.788547142601705,0.532261110061248,0.997571357628265,0.999999977870954,0.829219612269703,0.799012722489827,34.2303016666667,32.9659175257732,25.11827,36.8133172839506,33.0232177083333,3.01040213286003,2.36903380208312,5.18986930586996,2.74259340728919,2.0092578634003,15.957075,17.6349,11.2732,22.0333,17.136325,50.5619,44.209,37.8876,45.8352,45.78195
"ZNF30",0.229408552043061,0.779807292549626,0.999880175607135,0.0355800163775262,0.869054424084217,0.998561415927063,0.470273489325183,0.987513345968485,0.996096776672919,0.601112872289766,88.911335,72.7617670103093,70.38232,65.8818975308642,76.1448770833333,8.85610685588589,4.33793955380737,12.7267627050314,4.08003324764276,4.4349453831047,45.601725,43.9698,41.44255,39.1124,45.223125,120.384875,93.5208,86.64025,80.8871,98.940775
"ZNF354A",0.948944555118755,0.998956859435995,0.999983537188174,0.364042888474446,0.715769057221134,0.965182099009129,0.937673586496012,0.422413186716384,0.965936098756148,0.032300533810524,269.27764,253.709739175258,257.67894,229.146012345679,285.794713541667,14.7423322783273,13.4763920536674,43.3223139830073,12.6445967090898,14.8810461666601,191.59975,169.9765,180.168575,143.3078,184.090425,334.53255,302.2237,247.10185,286.0858,341.54795
"ZNF764",0.999988933482584,0.999835156347884,0.999561715320934,0.990266252798417,0.992430274778073,0.99434271479886,0.996073915008452,0.985723898335563,0.999999993097037,0.88592872769133,178.929308333333,177.764610309278,183.69902,172.187437037037,184.071111458333,11.3130738080657,8.82984919803526,26.8263037372435,7.15485462384717,9.74856761376269,127.013925,123.4741,150.6097,132.6861,135.94755,203.348675,201.0141,185.6627,201.6021,203.955275
"ZNF747",0.994390307388938,0.95127479565637,0.880080320195234,0.98903225005587,0.999973448866437,0.863910838911998,0.985768457161756,0.831690324604696,0.988522060693786,0.80345075620391,229.197995,222.182653608247,255.29798,220.526202469136,238.175959375,15.0697490610696,9.02974998386848,43.0343790505627,9.04495154955766,12.9698276917011,167.391525,168.5948,179.696125,168.9765,173.841125,265.86235,260.8042,274.07855,259.7241,260.805475
"ZNF778",0.986838093631685,0.986736305717044,0.998817528591544,0.938885026949346,0.99769581116754,0.999946308223702,0.898776590624187,0.991750275602476,0.999991954210266,0.999971542379829,56.8041016666667,59.1025896907217,61.59389,60.4411790123457,60.8836739583333,3.37719808948713,3.44093091403412,8.88394943498855,2.76166618224348,2.41328121688779,39.000625,42.6399,42.772325,43.6254,43.49795,67.065275,65.3236,77.2187,75.0368,73.0206
"ZNF212",0.998273478575002,0.927292442272495,0.959386537729544,0.999280779294582,0.999997873059694,0.955333070630691,0.999639707259616,0.979439927568144,0.88415760580358,0.988444761381425,465.013286666667,457.994742268041,425.32866,459.187637037037,469.739294791667,17.4106590192075,13.616146014245,43.6735052906252,15.24274823309,16.5175896228231,371.73155,352.0653,339.643575,367.1532,364.225275,540.2761,537.8215,515.684125,547.6284,528.852675
"ZNF282",0.99993824006966,0.980260465192571,0.967945160092024,0.999875793393291,0.997893756407408,0.987726343974855,0.604724662426102,0.382044620634432,0.999930056527726,0.632234720633549,1193.49468833333,1185.28088556701,1268.29203,1203.64694320988,1285.43704583333,46.8392136177601,32.8643894318983,120.131951159011,41.699673698743,47.8843291762023,971.3057,965.0904,1065.011875,899.2577,994.4483,1354.365,1391.8158,1308.0634,1457.5742,1496.56955
"ZNF160",0.673931973182832,0.84305030413945,0.427721720238348,0.999695746637847,0.73274237828313,0.783203036196846,0.999995202837112,0.503196075304675,0.845360421217149,0.998436659537076,626.61133,554.977312371134,741.75251,615.871861728395,630.274257291667,46.0035339904164,26.02502211952,91.6400442019638,34.4446599005082,39.6280527698727,430.7911,386.18,550.6241,393.4426,413.386575,710.3545,677.7738,791.077375,812.6494,728.227675
"ZNF415",0.975070079582363,0.988110593439261,0.929841315655084,0.959758797718351,0.99995288093948,0.915024561586175,0.968196599006881,0.617116471881248,0.999720983991198,0.58143979988245,170.572666666667,160.593340206186,187.58604,158.761564197531,181.262165625,14.2271374907983,8.52552961089322,36.8849499185544,11.8937746148457,10.7169873876313,95.825175,103.1579,117.205725,62.6781,115.262025,250.51165,217.5853,254.9546,227.2017,233.1546
"ZNF439",0.996096106593269,0.998311427705417,0.988560470794214,0.999993255142823,0.997789642980681,0.997129059728027,0.62136282447665,0.253124621360836,0.994903050852687,0.484442851088909,222.120083333333,207.82438556701,246.09713,219.143167901235,277.085648958333,26.0124167956527,20.6010055161345,62.9168789327352,23.0958126544476,31.1503338687393,57.789125,69.0307,105.5451,69.2534,92.923525,325.492825,256.8171,266.7511,302.157,381.08565
"ZNF440",0.486831053566961,0.998521232662212,0.98679984751192,0.953729916725622,0.872720202337339,0.999994638516484,0.83626462526054,0.0216316106824088,0.927475531899822,0.298882482097158,839.731753333333,669.44411443299,777.01157,762.04540617284,949.469205208333,90.8045282393394,50.8320601358908,146.212752698856,66.0397554785638,78.1855472415085,255.30625,304.3981,424.132975,300.7538,348.106975,1278.256075,912.6976,1089.4124,1067.9211,1311.9419
"ZNF562",0.840856325982075,0.582353677302107,0.854146165321093,0.477359169540195,0.951150266056712,0.962958603673294,0.523998765425333,0.973884813902714,0.947230147906688,0.999909313965044,617.582573333333,567.917963917526,470.27232,536.011266666667,542.275401041667,38.9443012537716,35.0048875387205,67.1141104717792,30.2168812667096,25.7692764683637,372.66565,358.5967,331.630325,356.5087,355.043425,788.266025,646.088,531.096275,656.1621,635.753725
"ZNF561",0.801527100582366,0.955486358698446,0.708174451983809,0.970951171278693,0.987037263448023,0.838861666077033,0.88799315118556,0.140869943856356,0.998884897003744,0.427599399135699,915.08321,831.471929896907,1025.4295,866.212333333333,984.764861458333,61.5532687277424,40.4566527325398,191.320108964008,49.9378630431834,50.5083223170608,579.4435,558.7259,624.754175,538.1214,597.339875,1231.434275,993.756,1375.553025,1147.7972,1274.625925
