"gene","p-adj-2-1","p-adj-3-1","p-adj-3-2","p-adj-4-1","p-adj-4-2","p-adj-4-3","mean-1","mean-2","mean-3","mean-4","SEM-1","SEM-2","SEM-3","SEM-4","Q1-1","Q1-2","Q1-3","Q1-4","Q3-1","Q3-2","Q3-3","Q3-4","count-1","count-2","count-3","count-4"
"ZNF671",0.886783669796151,0.967254329278479,0.559917481371278,0.590030278486103,0.879509926649045,0.264305879021217,100.175835714286,89.8383421052632,107.994756666667,81.446949122807,13.2917823836802,5.85682463331222,16.0495879318812,8.36880402242437,48.583625,50.748775,37.4006,37.2516,126.014725,128.50015,148.591475,101.9816,28,76,30,57
"ZNF416",0.457933376136233,0.0446478967588715,2.73522232698831e-05,0.857997611556794,0.849213631994052,0.000824654784180812,86.8171071428571,73.4118065789474,115.394736666667,79.2751473684211,6.38467313577078,4.58194565461976,9.37176880237085,5.35302161856778,62.839775,47.17865,82.057,49.0431,103.606325,88.4036,149.405325,100.8477,28,76,30,57
"ZNF586",0.656207162642454,0.734025450884813,0.0740921494037795,0.0247303997687824,0.10175224651302,0.000337107451401475,85.2471214285714,75.6453960526316,95.3962033333333,60.4861333333333,8.65200363617773,4.67989382441542,7.56210376186003,3.2379427592137,55.94,49.3204,71.72175,45.8656,99.770625,93.398425,123.059925,70.6139,28,76,30,57
"ZNF446",0.983339245025167,0.00083511662130531,0.000129924407520243,0.992616582385154,0.999676207541034,0.000208798392023368,190.865292857143,198.811571052632,291.230656666667,197.144514035088,14.4107734744791,11.9917413561035,24.3538749737185,10.0394732472052,131.1374,134.399425,192.89895,150.9817,228.97445,230.9104,384.31145,238.4282,28,76,30,57
"ZNF8",0.40962532201249,0.829901390107084,0.0457192539633888,0.0134882389394396,0.166071129515055,0.000328551026692159,66.1894214285714,55.1972684210526,73.3603833333333,43.5535701754386,8.71532335244396,3.80802864225472,6.15553836919612,2.4571684001466,38.07775,32.065825,51.740825,33.8383,79.79565,66.739925,92.2134,50.5688,28,76,30,57
"ZNF264",0.21120481986952,0.571309508744011,0.00254767536894862,0.173420200606272,0.995042315198314,0.0022924048110321,396.469935714286,321.303898684211,455.529093333333,313.928563157895,28.3466876368948,18.5387509097006,48.8109742952802,18.1314553779085,300.3623,228.8729,225.410825,198.3081,500.238575,381.451525,695.996125,385.3352,28,76,30,57
"ZNF213",0.706137941870373,0.21702439109696,0.00372531210394778,0.157693632587419,0.495788339869566,0.000106235692638013,238.382953571429,202.961355263158,314.277486666667,166.130173684211,31.5745878497465,14.894702112724,37.0664643263809,17.2770825945057,138.812625,110.627425,175.7987,103.0534,278.412825,236.647075,447.24445,177.7302,28,76,30,57
"ZNF343",0.91310171901128,0.827540184115096,0.982711965619241,0.397771424103018,0.601933377643482,0.928697759426894,199.927117857143,212.693623684211,219.70207,231.809249122807,16.228217679424,11.0024438801238,19.4641968243943,8.44436877865179,125.811575,151.1002,129.28075,187.0029,243.35465,252.571175,323.84475,257.4631,28,76,30,57
"ZNF302",0.917931519747294,0.108183724794766,0.00412269583831104,0.999995805481664,0.834870644549356,0.0460019052450642,499.111232142857,467.737414473684,630.951203333333,500.265678947368,37.393554101889,23.6677717482823,56.35636190706,25.6557542026243,363.943325,306.781425,429.890225,363.2312,606.53065,586.931175,839.25655,593.9511,28,76,30,57
"ZNF268",0.909591630993604,0.999267005796368,0.836302337825459,0.999995333157053,0.81946269284801,0.999318932938603,273.398378571429,250.90975,278.48972,274.225496491228,28.042229325315,14.1838178271435,35.6261191103921,21.7625648013449,178.448625,153.799,140.066975,140.9266,365.88035,340.3781,411.087425,379.3178,28,76,30,57
"ZNF184",0.983747930321302,0.211341765313803,0.0332100449128121,0.913054478188865,0.97691353078827,0.0190543089734093,128.349464285714,122.603803947368,165.14086,117.461380701754,9.41907573308062,7.51512552408444,15.5102886016218,10.7183123162268,96.9378,83.79735,109.588975,76.2664,139.5888,139.2358,189.653325,136.8533,28,76,30,57
"ZNF500",0.765701598598662,0.818259313018472,0.999882025248602,0.998944856323801,0.491655571921129,0.649645980983815,160.932028571429,173.963282894737,174.865083333333,158.924492982456,10.9061630354767,7.0380458841144,13.003715833804,7.27085788859425,120.9253,127.1838,128.62295,125.4509,198.87195,214.10705,212.2131,189.6261,28,76,30,57
"ZNF419",0.868364073684867,0.978360838993859,0.579860710536408,0.591036770532521,0.902245198845016,0.299946316474715,152.980842857143,136.818989473684,162.960526666667,125.386794736842,15.2634950077193,12.9751287463602,17.9553082669235,9.2671706696051,97.15095,74.15565,97.18345,74.9027,188.949325,165.236225,222.824575,167.7008,28,76,30,57
"ZNF175",0.807649528061843,0.926656257269695,0.998376757615437,0.848249863795084,0.999930178208639,0.999476329053987,67.8055,77.9878973684211,76.1485766666667,77.4657877192982,10.7297191727589,5.84307945581329,10.1096159136606,6.26074319504571,30.07425,43.755825,25.279575,46.1485,101.60345,101.928775,119.474225,113.4591,28,76,30,57
"ZNF14",0.858549738926271,0.255318420896241,0.476921183127904,0.0108901109849542,4.53309639403265e-06,1.5131265129753e-06,68.4696964285714,78.8347039473684,97.22526,25.6681561403509,10.5962779111727,6.78115832755873,17.5431976243763,3.64995618990515,22.712475,31.87675,15.02825,9.7276,99.39155,115.208,151.313225,32.2425,28,76,30,57
"ZNF85",0.960670691026331,0.868592059179281,0.47517944058394,0.0636169246679273,0.000738388167107029,0.348036142791409,46.194,50.7227171052632,37.79649,22.2270736842105,5.97803892880756,6.0550818612924,6.41228408969281,4.02324898043154,23.69675,16.811425,10.444325,6.744,66.930225,67.849925,65.1082,31.6633,28,76,30,57
"ZKSCAN1",0.99999410195221,0.98170016130643,0.972668565894307,0.599550685021429,0.377315459347282,0.838269563628489,895.930632142857,900.833397368421,982.45736,1146.78279824561,126.446281063721,109.060525550984,160.927401047335,112.366466064413,392.6478,440.68365,256.54585,399.5963,1166.30685,1168.98175,1503.9499,1659.61,28,76,30,57
"ZNF862",0.9933973973862,0.639768540755466,0.320543486327252,0.45642662155422,0.107762885146008,0.999201198336893,282.846646428571,271.152743421053,344.559066666667,350.420221052632,38.4490780662776,20.888562415562,43.4786266469565,25.9472945535227,144.159325,149.868775,196.162425,220.831,369.000525,348.0742,456.209475,394.9598,28,76,30,57
"ZNF684",0.0347402717003104,0.764712193876696,0.374128577247644,0.389338588815031,0.528736958133835,0.961653215231904,125.596014285714,188.427452631579,152.22934,163.693956140351,14.0402645620751,13.7821002234353,19.1205219207907,12.2294923909355,72.00295,101.95285,80.245225,94.5637,159.68845,239.208775,189.66455,204.4273,28,76,30,57
"ZNF430",0.0339474125070428,0.797217462736193,0.330180421163841,4.77237914108253e-05,0.0501714850007666,0.00204845740528414,44.6662535714286,26.9011618421053,37.61509,13.577898245614,7.96918815228175,2.23796688311337,8.71241602404075,2.40472301303375,13.329675,11.840175,4.0603,3.3426,56.811425,36.424975,53.010275,14.0936,28,76,30,57
"ZFP30",0.977561766905717,0.913277594005979,0.618504379678096,0.31195299100908,0.293088198148511,0.0582087351371368,106.199478571429,100.018782894737,118.11569,78.6335736842105,10.5099552790537,7.41375829950803,20.3418976950192,6.53776300427349,66.781975,54.993175,35.113725,41.5706,154.21985,139.487075,159.94505,115.6797,28,76,30,57
"ZNF549",0.894121465462539,0.774167905736565,0.235430696183028,0.0515524287992624,0.0621918217053293,0.00131565753492147,72.2057,62.4533868421053,87.8841,35.0630350877193,11.0347284846189,7.07014496492521,18.1149886692335,4.51315185309705,20.538625,25.55165,12.3688,13.1035,113.7763,75.484625,140.99405,47.9109,28,76,30,57
"ZNF211",0.264145691598083,0.718099065236104,0.935371216825121,0.00727629347112213,0.197707050253707,0.155578397421435,151.238207142857,118.339280263158,128.682833333333,90.0157684210526,17.7512554390479,10.4553591602569,14.3947516929843,7.91028190515189,97.254075,67.8808,78.391375,48.2895,157.82015,138.317175,164.28295,111.022,28,76,30,57
"ZNF205",0.681616439545903,0.121539789467899,0.401802413180303,0.998967603180568,0.616520440331122,0.0730513817228169,323.138510714286,366.789638157895,426.579913333333,328.96371754386,25.3937224272487,22.6364607249808,41.8818605663479,17.2040024465059,227.549475,248.018125,252.7497,252.2022,435.758325,428.5425,492.040775,425.0882,28,76,30,57
"ZNF45",0.999810752445885,0.356230414462519,0.161095125525354,0.971682299693653,0.964295611184058,0.0875450395748729,173.328446428571,171.125201315789,226.682006666667,160.828633333333,16.8064022712383,18.9070578887406,18.0373391995566,9.94814099029734,100.7363,94.420275,145.4817,108.509,226.377725,187.6988,261.531475,194.8344,28,76,30,57
"ZNF133",0.974041598602637,0.148101183977181,0.13934639897453,0.923956880095231,0.526000594093179,0.0112365806646613,224.634371428571,234.028055263158,280.457893333333,210.234475438596,17.6913194836616,12.8393656979985,21.3065788253736,9.57902075823122,167.370175,163.270675,205.578575,162.5954,280.587325,253.81045,332.5707,240.3189,28,76,30,57
"ZNF436",0.189284491865175,0.330897897673433,0.999999965698974,0.0179659381982279,0.519409191971971,0.714057178641317,270.801325,218.063447368421,217.946423333333,189.511277192982,43.7948513578377,9.76889056672888,22.2122465793631,8.30699038492624,191.880925,155.648975,106.9892,134.9036,287.78775,287.761975,288.851325,226.3158,28,76,30,57
"ZNF484",0.875200436989095,0.999992493931508,0.85165711997968,0.999926921645867,0.818861185710951,0.999718535058417,39.7306357142857,43.2646828947368,39.57721,40.0184578947368,4.1541797650594,2.43955148955229,3.77735245099561,2.79027504260366,28.1231,25.70225,21.713725,25.0696,45.561975,56.29855,50.6322,46.5182,28,76,30,57
"ZNF780B",0.999995874649554,0.0418016407487091,0.00705402999644722,0.999852376964197,0.999879513080423,0.00939336520355361,157.579710714286,156.975623684211,242.364286666667,155.500321052632,15.0241300381947,13.7248925975318,33.0933920516478,13.1584870481143,92.370125,93.8627,120.41355,89.7436,224.75635,170.0793,295.72035,177.0026,28,76,30,57
"ZNF557",0.922804772589884,0.00516897109872461,2.49195985619899e-05,0.789169425541797,0.185456315618903,0.0178630211134311,123.158642857143,116.841693421053,163.314783333333,132.91009122807,8.45696287806153,4.5237620311039,12.3661247153137,5.09468559666088,87.606975,89.2832,117.342175,109.7678,153.7655,134.76475,187.991225,150.0856,28,76,30,57
"ZNF337",0.943997370643883,0.000624229385972619,0.000199115563959462,0.84495863612207,0.283660813987227,9.57742096518999e-07,271.597007142857,288.205896052632,411.270083333333,246.162280701754,18.7969429686559,17.4021593920784,33.9557008537777,10.9365247944724,180.76195,209.27,272.341275,191.122,323.184225,344.7721,545.385875,299.8296,28,76,30,57
"ZNF317",0.734798872946537,0.00961096677341755,1.15878876135733e-05,0.996479072562489,0.394330914021744,0.00357107523659383,513.640092857143,475.128213157895,655.089366666667,522.069378947368,37.0508439527875,16.9813714212611,42.5461344977524,18.9089361559167,382.58535,387.921075,488.218825,445.3303,614.1993,528.98505,796.809375,604.4394,28,76,30,57
"ZNF426",0.907032922646296,0.495717718448851,0.734504037225121,0.780904930158886,0.158983880754676,0.0481364327731174,36.8911678571429,42.8500092105263,51.7037166666667,28.1672684210526,7.1033821978965,3.72152561805306,11.8661618950454,4.33560716939543,10.0862,21.9425,7.632325,9.1241,51.3095,56.2174,74.14285,37.9169,28,76,30,57
"ZNF331",0.964399566788156,0.999999998048912,0.962267032300879,0.999945972029572,0.908320475014918,0.999935364433385,516.387253571429,629.707584210526,516.884543333333,503.169301754386,117.445196805098,115.778591346827,135.759490712383,189.350446052898,197.102975,238.206625,125.391675,42.8016,566.23915,633.579475,515.1389,424.4306,28,76,30,57
"ZNF227",0.985897148860339,0.756130039265429,0.405215528362123,0.955719368826812,0.995003505783627,0.338564346362806,217.807003571429,203.946051315789,265.076083333333,196.231043859649,21.821349734441,30.250858318285,20.7446631527261,8.69613809252624,145.086325,118.831975,186.17005,147.9266,260.9578,202.444925,342.2242,231.8841,28,76,30,57
"ZNF141",0.62053717987936,0.936017119158401,0.208303002923471,0.0274650554470934,0.132799330538672,0.00259915851305936,51.1789428571429,42.8737210526316,55.96041,31.0293684210526,6.14246715766993,3.14579460079271,7.00178834972066,4.0490321577376,30.599175,21.751325,32.00505,7.5767,57.66235,57.864175,75.485125,42.8016,28,76,30,57
"ZNF304",0.810572711107377,0.417136959306678,0.0298154252203284,0.984684686282584,0.913762247729261,0.14015561063928,166.341192857143,148.203326315789,203.630403333333,158.791542105263,15.5808870196475,9.0619887124232,23.8626183700848,11.8163414711847,122.522925,102.86745,95.15175,82.6848,228.35655,177.43105,301.7213,215.781,28,76,30,57
"ZNF132",0.676304412720491,0.929786431584538,0.235749434655889,0.993326049303288,0.711632013379841,0.760957875334002,42.0116392857143,34.0958013157895,47.1000766666667,40.046250877193,4.28638905483706,2.54794649236451,10.0261406902119,4.03736332602701,24.62805,15.9318,13.200825,16.7014,58.000125,46.2069,46.794675,58.316,28,76,30,57
"ZNF20",0.953908260740809,0.0253050761524457,0.0196802340705999,0.949117436534184,0.520504332294388,0.00087338253220115,61.8551285714286,64.694,80.2676733333333,58.7847157894737,3.86406754324072,2.99076980755967,6.27349378701921,2.30818240726045,44.14705,48.931475,51.386975,47.2162,73.983775,72.6068,92.695975,70.0456,28,76,30,57
"ZNF670",0.981441088178177,0.996231185177195,0.913178821253167,0.794374669046254,0.332287099782425,0.902840015719646,64.92685,68.3339289473684,62.57482,56.2909561403509,8.27046149348701,4.65156819759003,7.5570641290552,5.15664380121112,36.217575,45.061425,36.7668,27.719,76.6395,84.787325,92.002925,80.6524,28,76,30,57
"ZFP37",0.992416837344882,0.99901354963167,0.968259177610351,0.322892381156942,0.232991927558004,0.227393568055064,28.35185,26.8449618421053,29.2527533333333,18.7183122807018,4.63011739419007,2.53322787294245,6.88316507174334,2.36261192104583,11.961575,11.344675,2.7179,3.8997,35.113575,33.1855,30.774475,28.9855,28,76,30,57
"ZNF189",0.939517751296876,0.991827773210933,0.784570317550844,0.955959881164038,0.500581037657587,0.997500449832985,594.301692857143,543.587434210526,624.289406666667,641.534475438596,74.2047291863424,38.8441219319188,88.5432528324036,56.5430605583687,368.74225,340.9052,320.068725,364.8827,655.398075,634.586525,774.679,710.3825,28,76,30,57
"ZNF434",0.985426612910542,0.85994907057097,0.931093355585694,0.99999876275643,0.975041520147568,0.803628623570145,259.693660714286,266.825190789474,278.856103333333,260.015885964912,15.1922228483725,8.51465100928676,30.0473507658279,8.47606122935757,196.33885,215.84645,187.115025,219.7145,295.217125,307.144125,316.020575,304.1054,28,76,30,57
"ZNF287",0.980877880193469,0.986702434605448,0.999997470876359,0.0021559955166387,2.4876259658857e-06,0.000365068724093032,30.4976964285714,32.7523644736842,32.86236,8.25416666666667,6.19176913820754,2.75909222400737,8.14352665308373,0.926134033119174,6.47385,12.0038,7.312175,3.3426,42.6399,50.5232,41.2758,10.929,28,76,30,57
"ZIM3",0.450998696557659,1,0.428497863085031,0.98732570373483,0.481589128637841,0.986452094329871,0,0.136476315789474,0,0.0319526315789474,0,0.0742695860130906,0,0.0181391176295552,0,0,0,0,0,0,0,0,28,76,30,57
"ZFP14",0.781802778680915,0.185583517074272,0.00418702028873053,0.650072021136492,0.985964761487467,0.00281515698094437,132.583392857143,116.552269736842,173.33894,111.916238596491,13.5303206035037,8.55482792435883,21.3058475725725,6.98630440926268,81.337125,78.198175,83.715875,71.6113,155.7064,133.24895,210.02365,139.0773,28,76,30,57
"ZNF473",0.202501568649129,0.48680931263461,0.00131241566472873,0.325746842337876,0.994732657514152,0.00456522739105869,257.029882142857,213.011488157895,294.785026666667,217.370612280702,19.2377885726176,12.7022120100839,17.7526928688223,11.6565371139827,178.81015,144.332975,227.620025,166.6667,329.719,238.34135,368.047375,231.3016,28,76,30,57
"ZNF614",0.985867069421593,0.24004392535503,0.0435819882132173,0.899174502298846,0.963569338060286,0.021512331804739,103.12995,96.9388723684211,143.257533333333,90.1167263157895,11.2806944744418,8.04573184640276,23.1188755421105,9.74783327710761,64.6291,52.02465,44.197275,35.2871,147.29925,134.0215,229.371,125.3806,28,76,30,57
"POGK",0.00615603938932485,0.831184108927751,9.57345721578351e-05,0.0040693678182121,0.985523022682963,6.99172737638198e-05,1514.20826428571,1073.48900263158,1648.56712666667,1036.77261929825,166.66689890555,65.2451674315615,132.59808898344,48.0371270971729,982.639075,653.0925,1034.93615,789.98,1730.0211,1312.9734,2131.48515,1255.6346,28,76,30,57
"ZNF514",0.999871657555193,0.103520301466241,0.0237614299571615,0.757744091317658,0.622015561665987,0.00172890840195716,115.158060714286,113.511006578947,178.440023333333,91.2570087719298,15.6017027551604,9.5511675958816,37.165470987123,7.04677858714435,60.724725,59.33735,72.3402,48.7901,135.58895,141.684325,224.519025,132.537,28,76,30,57
"ZNF300",0.102200866611728,0.891908875451659,0.44725951676589,0.996168185425012,0.00896708190539452,0.716169914247471,42.3130285714286,84.1246960526316,57.7307066666667,38.1110280701754,8.75054735301913,12.3979880247248,11.7354133261659,8.16949198634343,19.342475,20.930975,7.7256,10.2389,58.499675,80.3593,108.39125,34.7994,28,76,30,57
"RBAK",0.823928642393147,0.260718463102457,0.0111824918918552,0.999998015364131,0.710947019324713,0.139980500624325,327.612839285714,300.662821052632,395.694496666667,327.037201754386,25.3174534474723,12.6845797223256,39.6715633070335,17.353215903072,225.403675,217.837825,243.6564,238.5948,432.92365,359.22635,483.0114,394.6678,28,76,30,57
"ZNF92",0.0545083491784359,0.989716664650529,0.0160770855078303,0.0335314283252017,0.980651549945077,0.00967188960003118,159.811707142857,117.978890789474,165.821263333333,112.999301754386,18.0946522982064,8.0761052672228,16.0277496828322,7.5104913413016,87.249025,81.310425,116.054625,71.0383,224.78455,136.8927,182.7216,144.3582,28,76,30,57
"ZNF157",0.485541992209046,0.157634888883924,0.692630854821688,0.0100889254144961,0.0895686314431682,0.862497822012418,0.683985714285714,0.414964473684211,0.21318,0.0624982456140351,0.25617781020646,0.117473655541699,0.0840003606177262,0.0251065344731866,0,0,0,0,0.5856,0.44445,0.30015,0,28,76,30,57
"ZNF182",0.943465051947916,0.799883890635258,0.950896475428274,0.971992062505251,0.574713529125066,0.435635774023638,130.088539285714,136.554906578947,142.549816666667,124.828652631579,9.21161254881898,5.53279673635832,13.7194320216875,5.76751738481709,97.385375,108.6752,92.582575,90.3005,155.60175,157.496825,169.73735,149.8054,28,76,30,57
"ZNF673",0.996275603173331,0.988660422918759,0.998396223784024,0.998901483894855,0.999779162010522,0.996035366628663,224.186489285714,227.374182894737,229.715813333333,226.394040350877,12.0345240983675,6.83645848144008,12.3688785425801,9.70942055612039,168.704875,185.136075,186.93375,174.7428,266.382675,271.434,245.881375,279.4536,28,76,30,57
"ZNF41",0.0920899399989391,0.998798042452183,0.0509485149068415,0.46688882003425,0.726149250236225,0.346184766735987,145.265635714286,113.721769736842,147.662663333333,124.818803508772,12.5397631376099,5.32263259637362,16.5458796878662,7.40200418373648,92.6044,85.5124,84.609375,79.4806,186.31095,139.665475,193.947975,176.7084,28,76,30,57
"ZNF7",0.428045523699475,0.787472971550495,0.974780822889819,0.844137726513812,0.837977958556238,0.994783756929788,520.487996428571,434.283978947368,457.60074,471.814871929825,40.7022036524819,35.3775254718743,31.875875107347,30.9053852481445,361.195875,259.670025,339.2441,305.8504,666.3506,471.88065,542.5675,585.6758,28,76,30,57
"ZNF214",0.201012925704562,0.844408457045136,0.0148775764989653,0.427212003602725,0.961354455596602,0.0612385909577382,21.4202142857143,29.0206315789474,17.6648466666667,27.5278368421053,2.59494827710794,2.01666227149576,3.57165707198758,2.3261892315828,10.35415,16.742725,2.10535,16.0765,31.77315,36.7903,29.584475,35.823,28,76,30,57
"ZNF215",0.99980589693017,0.34597663718873,0.153436690604719,0.0839862789344442,0.00764569072944721,0.959054578803129,26.8142428571429,27.3963776315789,12.6758433333333,9.03052807017544,6.65005829599787,3.87412679502335,8.28377249968681,2.30412555331726,3.8792,3.72995,1.234325,0.9137,27.7943,38.254275,5.213275,8.3979,28,76,30,57
"ZNF547",0.656726911306251,0.0271519250452001,4.231388216136e-05,0.999205924307833,0.574335060744998,0.00428266785100506,32.6111642857143,26.7701907894737,49.5751133333333,31.9220912280702,5.00316411928786,2.34591922321202,5.92960729568395,2.32091109261564,15.608325,13.719675,31.98655,21.8427,42.50655,33.142225,62.39245,43.4265,28,76,30,57
"ZNF773",0.532753084877321,0.837338234185121,0.080163870435359,0.159892378593525,0.719505733176445,0.0114246200218934,81.8526178571429,66.3759105263158,93.2474233333333,56.8199122807018,9.64756236612828,5.62657742069726,11.5528183868915,6.53714776536256,38.706775,33.946675,39.237425,18.9798,114.113275,83.9536,144.5814,94.1504,28,76,30,57
"ZNF776",0.859962726504292,0.862488436319688,0.295601080869325,0.996798959228805,0.584394392374692,0.897685160225661,235.194589285714,216.30355,257.48952,240.406661403509,18.2753670462676,11.1772206289766,25.0701745002223,14.6937541764884,177.87235,150.501275,183.5422,156.2743,293.528725,259.971675,358.85075,304.0946,28,76,30,57
"ZNF256",0.739872376003597,0.0311601393398946,9.88828121020191e-05,0.0881928133669203,0.263562215626501,3.65613970099155e-07,70.3807178571429,59.3563486842105,106.07475,43.6477421052632,7.27221593600754,5.90253518605784,12.3475389100887,4.96432799365091,37.546175,29.7652,66.95065,15.9453,90.599325,69.204675,156.741925,64.0634,28,76,30,57
"ZNF599",0.562903708198209,0.979392737874506,0.827328419005921,0.992315254473695,0.187486703572166,0.879111333746909,56.03015,66.4225328947368,59.7567133333333,53.696750877193,5.07933640992585,4.99809898549347,6.0591753795641,3.95753603755903,36.3536,37.4968,28.22325,31.0808,75.402075,86.59395,82.655475,69.8351,28,76,30,57
"ZNF18",0.998168179781006,0.931905296173578,0.800453065754042,0.00852755495004143,8.97580430041511e-05,0.051418535053946,156.214828571429,153.5565,167.204336666667,207.781007017544,12.4504347490293,6.98947167626637,12.5158832719505,10.8563758046939,109.96345,106.8341,114.0166,134.8742,202.447175,178.527625,222.1181,270.7035,28,76,30,57
"ZKSCAN2",0.370929874270525,0.820215153074353,0.932419378464537,0.914003480060542,0.640196988395847,0.985894096553058,131.2348,152.499136842105,144.828343333333,140.207987719298,8.41883970185966,6.83941574719496,12.6952565799821,7.92268222809241,101.53405,112.086575,112.652425,102.1053,164.9621,183.379925,175.62055,175.2731,28,76,30,57
"ZNF689",0.752530760851018,0.709714944191804,0.992239543874062,0.959836167473542,0.931452875306562,0.882520639078964,119.475182142857,135.363605263158,139.739786666667,127.748610526316,12.941800241482,7.63787443997941,17.9575204640321,8.60284651987479,64.898225,89.611875,47.259475,86.8998,162.17935,169.971325,215.9252,172.1898,28,76,30,57
"ZNF19",0.310326062796361,0.600350778824149,0.993789648557147,0.669366459835132,0.900135867220354,0.991618109850438,37.0481392857143,44.4072526315789,43.3275166666667,42.076847368421,3.85715014432017,2.42234620978025,3.9737367402174,1.82975377247914,21.904125,29.64775,28.5956,33.3853,46.8292,52.664225,52.8993,48.3997,28,76,30,57
"ZNF230",0.736229843468759,0.339791692586421,0.753869688351668,0.990946692841863,0.804482302453495,0.354174522261341,64.582425,76.4351407894737,87.6518533333333,68.1636964912281,6.44253203712497,7.81121196965094,6.8449955975364,5.42040466774496,40.86195,43.14495,55.05415,44.3905,87.471575,80.05485,114.397425,75.977,28,76,30,57
"ZNF222",0.960201079975283,0.603744334682343,0.748914948401437,0.99983015045083,0.886335845317163,0.42671346276894,50.9712857142857,56.7474881578947,68.1498233333333,50.022101754386,5.59283026861984,8.62446357713102,5.13817575152689,4.00388979240374,32.029875,27.614275,42.999975,24.6253,65.717325,62.1186,89.40515,65.7744,28,76,30,57
"ZNF221",0.96792205762557,0.593293031904897,0.192320777745245,0.997368041315767,0.988468121795954,0.347673125579508,13.2341571428571,11.7707460526316,17.99334,12.5845333333333,2.61978794298352,1.79628389611446,2.73862372860664,1.6696038009476,5.06535,4.49515,7.5587,5.6948,13.502975,11.9364,24.7393,16.8998,28,76,30,57
"ZNF233",0.420750652096924,0.0474352365329116,2.34392944932216e-05,0.155847831834521,0.83638528251098,3.16013691603612e-06,32.188475,22.1593815789474,52.52377,17.8110771929825,6.61231123185342,3.01552857159184,7.40325339298467,3.14169762405157,11.336075,6.777375,19.186075,4.2992,37.648525,25.361875,81.25615,16.317,28,76,30,57
