"gene","p-adj-T1-T0","p-adj-T2-T0","p-adj-T2-T1","p-adj-T3-T0","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T0","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","p-adj-TX-T0","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T3","p-adj-TX-T4","mean-T0","mean-T1","mean-T2","mean-T3","mean-T4","mean-TX","SEM-T0","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-TX","Q1-T0","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-TX","Q3-T0","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-TX","count-T0","count-T1","count-T2","count-T3","count-T4","count-TX"
"ZNF671",0.999895588649945,0.999989225923971,0.983312470621877,0.999835573681431,0.999974920422393,0.978009169073795,0.999994983731552,0.999155838380685,0.999999902243325,0.998127246893017,0.986922406759448,0.984051153526736,0.973102280022353,0.986636875098436,0.974193394755297,105.0545,89.0188252747253,94.8857914893617,87.41050125,96.0519,43.1655,NA,4.6345035650453,7.8669055260368,7.82071769510328,9.55945988093765,NA,105.0545,38.54265,33.6401,37.11045,84.2353,43.1655,105.0545,125.673875,137.62565,123.79865,118.8605,43.1655,1,182,94,80,13,1
"ZNF416",0.999999620533259,0.999999884659126,0.886496261475831,0.999999999838755,0.982215705390266,0.999709608137391,0.999764148788634,0.79408592688914,0.971018550485035,0.941417195929045,0.999314743905096,0.992936706981112,0.998113566160199,0.997002178416599,0.999960885282488,81.2686,78.2303016483516,83.6684861702128,81.91355125,92.7443076923077,100.7194,NA,2.85316474572717,4.25142604474234,4.30622741819509,12.1713600146075,NA,81.2686,51.258325,53.82975,54.472425,54.9845,100.7194,81.2686,97.1085,108.83955,101.55735,130.4348,100.7194,1,182,94,80,13,1
"ZNF586",0.996935527340569,0.998762496867115,0.987812769682483,0.999999160898041,0.0471049270598525,0.338475089499896,0.999994814413638,0.839095588668841,0.950117024645044,0.999990260496894,0.995936449186743,0.999897796129784,0.999570354192687,0.989465814067694,0.9934846464228,91.1794,72.6493456043956,75.8059978723404,87.66172875,85.9521384615385,63.4402,NA,2.52192124618445,3.95468419740192,5.50632303688545,8.34335815493254,NA,91.1794,48.339475,48.912325,54.311925,69.3231,63.4402,91.1794,89.230225,92.907925,115.496975,96.5843,63.4402,1,182,94,80,13,1
"ZNF446",0.73426339340958,0.621493111635435,0.704402464801016,0.622827367216531,0.753116949877458,1,0.743951521226418,0.999997691845673,0.995792015516583,0.996069302949873,0.999845672312258,0.909431751045283,0.834898648045438,0.835720573405018,0.910813146859413,63.9841,201.684892307692,219.741543617021,219.6829975,204.821584615385,100.0131,NA,7.11216984404171,10.703275328427,10.9823944454887,30.2209569130766,NA,63.9841,141.6122,144.52435,147.068875,137.3512,100.0131,63.9841,231.469475,264.770325,265.399375,238.5615,100.0131,1,182,94,80,13,1
"ZNF8",0.998349861053562,0.982968762232042,0.260282563988767,0.987472012889144,0.527646055571792,0.999693691364246,0.997793926777652,0.999990861723314,0.969954160549913,0.989040918509642,0.998722957746168,0.999992149648484,0.999994426783682,0.9999993006744,0.99999884281897,37.4727,50.151878021978,58.4294117021277,57.06938125,51.4139846153846,54.4277,NA,2.11002267286161,3.44608884765464,3.47991116652818,6.13963590153698,NA,37.4727,31.94345,38.9527,36.9074,38.0798,54.4277,37.4727,62.113425,67.58525,72.1515,57.19,54.4277,1,182,94,80,13,1
"ZNF264",0.77952692279209,0.831317417978554,0.974677965689415,0.884307872932139,0.600580496680956,0.970994129747263,0.791422810884615,0.9999994921236,0.998625079635995,0.96826862387148,0.992635212974142,0.996166102796194,0.998626200109927,0.999746046596544,0.995955196519841,575.8176,348.02562032967,364.653586170213,385.19636875,343.966023076923,434.9248,NA,12.0773628473407,18.7333377890642,21.5203999409866,33.840975555631,NA,575.8176,234.559225,249.32715,273.609175,262.073,434.9248,575.8176,426.48855,456.69165,454.038275,381.7607,434.9248,1,182,94,80,13,1
"ZNF213",0.999984164539965,0.992203216875959,0.0126453883400586,0.987505884851717,0.00452171119757439,0.998327186495674,0.992166049513355,0.640885352875142,0.999999825140414,0.999989939251701,0.994972828909402,0.992056710544716,0.999983949225544,0.999998634463744,0.999992698836152,148.662,172.692471978022,234.835387234043,244.24946125,237.707892307692,258.9928,NA,7.24838424623691,19.6966553204072,20.3112958233939,35.8225061225561,NA,148.662,109.43955,117.7673,115.323625,122.5148,258.9928,148.662,200.026675,265.639175,342.460025,343.7724,258.9928,1,182,94,80,13,1
"ZNF343",0.995872441773755,0.987447479952455,0.8815156451314,0.962766568209117,0.160516778915436,0.839364844955429,0.998936284673351,0.99881172287854,0.957489319916824,0.696250568770969,0.973670278092727,0.993093099157318,0.9982022916621,0.999878644248599,0.986494685295155,167.4926,211.348203846154,223.379075531915,239.03617625,201.673269230769,260.3009,NA,5.42600117336801,8.72043379812931,12.5384093836809,22.9038225011493,NA,167.4926,169.74665,170.8779,162.041775,181.9646,260.3009,167.4926,246.6374,266.23005,285.69695,218.6343,260.3009,1,182,94,80,13,1
"ZNF302",0.999999984675111,0.999982015574024,0.917504465077063,0.999997730896178,0.995241583913814,0.999038535312576,0.999995534489543,0.9995888490453,0.999995795308544,0.999999807111892,0.979914947196464,0.92725821721217,0.959666997517141,0.947176350508191,0.957757055743516,499.5045,509.596617582418,541.217335106383,527.05272,532.048915384615,751.4716,NA,16.6886973987017,31.9290609118579,24.5351070607961,66.6731787401742,NA,499.5045,356.480975,372.234475,376.47535,377.5029,751.4716,499.5045,611.1188,653.19995,640.6139,585.4178,751.4716,1,182,94,80,13,1
"ZNF268",0.801011843661803,0.831684152432833,0.99768911597153,0.847244140324101,0.985988431587262,0.999946452689507,0.947334805425784,0.837419986790872,0.927153977582852,0.95687653089426,0.992858773309511,0.997258070114355,0.9985489480258,0.999019663727732,0.999996747926882,429.1378,246.249585164835,254.440590425532,258.97952,295.651292307692,313.2767,NA,9.39436589285127,16.0640390423267,17.7841867712437,48.1272010554715,NA,429.1378,151.4009,138.7132,154.47155,182.5677,313.2767,429.1378,332.264325,369.259775,337.138875,380.2795,313.2767,1,182,94,80,13,1
"ZNF184",0.999999999887968,0.999796237769169,0.323360671476366,0.999862264729338,0.483597643707305,0.999993447247454,0.999999827743887,0.999722323941717,0.857278128474584,0.891263909097322,0.763761084505746,0.421416740070007,0.592833979553027,0.580150440884862,0.410737213765595,114.9653,116.182992307692,136.954520212766,135.2917875,109.495092307692,266.8411,NA,4.7098721667037,9.07234821085046,11.8498286791658,9.64799048438201,NA,114.9653,79.360375,81.3037,84.676225,90.106,266.8411,114.9653,133.425775,159.611025,154.127075,123.3039,266.8411,1,182,94,80,13,1
"ZNF500",0.999413151608168,0.996775857920583,0.863016175641061,0.994852414016974,0.688418200554314,0.999437423667939,0.991894475286487,0.936208934825733,0.998323298702721,0.999878898607267,0.588213462576452,0.37856967330502,0.472109333772761,0.506337295684729,0.58826686783147,139.7423,162.962822527473,172.904380851064,176.39645625,181.416346153846,296.2721,NA,4.73404483618535,7.79863491950216,7.30017979327444,25.905873595123,NA,139.7423,121.3107,110.7734,126.808725,111.4935,296.2721,139.7423,194.607225,221.88935,204.950925,256.3138,296.2721,1,182,94,80,13,1
"ZNF419",0.99999998327498,0.999719932649566,0.35828391622255,0.999999948184354,0.999999552587482,0.612513463667208,1,0.999990095560112,0.920468749252516,0.999975380501603,0.999999823466238,0.999999946871829,0.999958021402742,0.999999983403308,0.999999118134644,129.8315,133.444981318681,155.408574468085,134.37823625,129.7277,137.9987,NA,5.79495849860551,12.0797328124952,7.75392457681614,14.7578635714303,NA,129.8315,76.04425,72.5367,81.996275,83.7979,137.9987,129.8315,177.932875,198.339625,166.742625,168.7068,137.9987,1,182,94,80,13,1
"ZNF175",0.994492866698324,0.996649278649986,0.998385607159789,0.999610958123476,0.531034599982086,0.858466062019783,0.998410518436445,0.998921354544752,0.999962885559009,0.998743433667692,0.996151855375102,0.814302746634089,0.841933354449302,0.913233542146297,0.882451793180126,92.1705,67.1114098901099,69.5627010638298,77.686035,72.2074230769231,124.9182,NA,3.07008241849763,4.89438513951909,6.18447037963653,11.5947108973929,NA,92.1705,35.058425,31.937025,36.803075,56.9412,124.9182,92.1705,87.437575,100.87645,101.993225,95.147,124.9182,1,182,94,80,13,1
"ZNF14",0.999101106066143,0.999999998575526,0.074619012645655,0.999999530312056,0.260440366094733,0.999152519135786,0.999999442103178,0.605803527899358,0.999007167141349,0.993542295382736,0.997332333434884,0.999751612254281,0.989055604859435,0.992876783004797,0.980203737771018,78.2953,53.6217956043956,76.6098127659574,72.912105,84.0418384615385,34.6632,NA,3.93677241112796,8.87433822589558,7.71349637656684,17.2347038241441,NA,78.2953,13.1216,17.900625,17.204075,28.2353,34.6632,78.2953,75.90265,97.376325,113.7691,128.5735,34.6632,1,182,94,80,13,1
"ZNF85",0.999919982945443,0.992053330434679,0.0532139821422418,0.997004003798056,0.420466608210462,0.979251156344265,0.984070176267085,0.551949278083982,0.998658018205363,0.973319283768152,0.99996869780286,0.999999989355778,0.999540832730696,0.99994062365806,0.998208794344609,21.8038,31.1427263736264,46.0584829787234,41.52395875,50.9621153846154,32.7011,NA,2.53637022986647,4.89901050510834,5.29970885429206,12.3568395279795,NA,21.8038,9.1418,10.680575,9.50355,19.8818,32.7011,21.8038,41.426325,65.326175,63.16645,65.96,32.7011,1,182,94,80,13,1
"ZKSCAN1",0.980933688385846,0.984835182267227,0.999823144815434,0.997304794316383,0.459269068600558,0.740926648671794,0.986494621792358,0.999998395821234,0.999999999923172,0.980161312540949,0.999999984608184,0.986939989548815,0.989858896498446,0.998560136390982,0.99096268848875,1420.218,889.11942967033,914.276909574468,1070.97403375,911.171284615385,1377.3708,NA,42.7608928157644,70.4175908102743,122.150935268415,202.9862888559,NA,1420.218,415.04695,432.303475,344.591125,404.1223,1377.3708,1420.218,1246.11345,1265.169625,1459.9306,1432.9429,1377.3708,1,182,94,80,13,1
"ZNF862",0.999998507096996,0.999999854557349,0.999691247204198,0.999993016772441,0.472837912826687,0.767156445545793,0.995986576059696,0.683413404309398,0.629526738058072,0.233307125399514,0.999999947706991,0.999999997455386,0.999999999990239,0.999942823626738,0.998038099486492,329.0387,308.987036263736,316.429522340426,356.46024875,225.575738461538,314.5847,NA,13.3446170538625,18.647972420724,27.9366490970787,51.4327622249266,NA,329.0387,175.053325,198.784575,177.537725,90.5524,314.5847,329.0387,389.8777,359.70525,493.2035,292.1767,314.5847,1,182,94,80,13,1
"ZNF684",0.99999876104831,0.999994150960446,0.999751165634225,0.999794970429,0.775152797935676,0.939913549683433,0.999841816508468,0.991333978229028,0.99753074789519,0.999999999563078,0.997385525942851,0.993849236988422,0.995565247310445,0.999029891480747,0.999098898054756,197.225,184.322682417582,179.565313829787,160.99287875,161.776723076923,111.1838,NA,9.44031428672016,15.6325765489816,13.5140121953529,29.1091123558704,NA,197.225,87.86615,73.7042,75.7575,79.1466,111.1838,197.225,249.61245,224.1309,189.62825,278.4254,111.1838,1,182,94,80,13,1
"ZNF430",0.983590367094957,0.998433449213191,0.276061203017742,0.995983911409475,0.767055724128866,0.990940487637348,0.971992559496013,0.998657093292389,0.783962681934517,0.923300388128878,0.99847569230819,0.999998311054613,0.999982874897883,0.999999682852304,0.999942015175793,44.5986,23.6388538461538,31.8848691489362,29.0945425,20.1225076923077,26.8149,NA,1.78605915849813,4.03309106373231,3.66464587778963,7.21993213763886,NA,44.5986,6.3803,4.880375,8.276875,6.7579,26.8149,44.5986,34.543225,44.64405,39.6674,16.1204,26.8149,1,182,94,80,13,1
"ZFP30",0.993394558675482,0.999831633193962,0.174980826330061,0.999483113608381,0.517345226709857,0.997734108570153,0.999403110266155,0.977710247688848,0.999674936845883,0.999999779591104,0.999726871359561,0.927457724006246,0.985209006230645,0.977348074095236,0.977682464799047,122.894,83.2196148351648,104.315234042553,99.517395,98.0628769230769,151.7332,NA,4.89817092841796,8.09018815848325,8.2120573601183,12.8802392428766,NA,122.894,32.071925,42.970775,46.549975,60.251,151.7332,122.894,119.317325,153.53635,132.5287,130.4348,151.7332,1,182,94,80,13,1
"ZNF549",0.999372316131363,0.999877436758189,0.973627252856058,0.999915725706367,0.956833733697664,0.999996886810504,0.997436055635463,0.997362323854811,0.971576634151876,0.96248225901718,0.999746968446997,0.976171290873004,0.987344553808368,0.988898799032279,0.958363140145412,78.2953,57.4741857142857,63.3344117021277,64.41464875,49.4455,102.6815,NA,4.22915831409676,6.66487556295604,7.21664154472718,14.2947195821502,NA,78.2953,18.397125,18.404525,16.476525,22.5882,102.6815,78.2953,79.6699,94.4936,88.838375,60.251,102.6815,1,182,94,80,13,1
"ZNF211",0.99677390360954,0.999651028180801,0.72877119859709,0.998976957272291,0.974327128436091,0.996195326951241,0.977826763897132,0.928757283614113,0.641417425761876,0.803438046601699,0.999999601097976,0.999064574788082,0.999961196319955,0.999805170428282,0.989014932080597,150.6442,115.168321428571,128.199560638298,122.62716375,94.8317461538462,142.5768,NA,5.19097091960536,8.62583994655138,7.79425780060155,17.1845554337042,NA,150.6442,71.974625,67.764375,71.423125,64.0055,142.5768,150.6442,142.55175,154.8969,162.243625,99.839,142.5768,1,182,94,80,13,1
"ZNF205",0.969215182197094,0.863038042731858,0.057454057628915,0.891352818160111,0.260411164748085,0.997740773897548,0.922138326598518,0.965974815942671,0.998245604717834,0.99996364044791,0.759999234130553,0.878567562173254,0.975655866821137,0.964686408989689,0.958670625234888,200.1388,325.121328571429,381.555131914894,370.81854375,361.743315384615,500.2943,NA,10.5549177292593,19.3644600188417,17.8974420330189,28.401514376083,NA,200.1388,236.075175,242.713475,267.5272,285.1974,500.2943,200.1388,397.7547,456.46985,436.247975,410.5105,500.2943,1,182,94,80,13,1
"ZNF45",0.997740989628097,0.999433120109444,0.953041603856721,0.999548498615769,0.936467395379997,0.99999865077671,0.998832743640675,0.99998831835257,0.999919366723496,0.999791111744026,0.999999411763595,0.999489678624474,0.999932707021296,0.999952965052516,0.999785879252931,216.0555,168.285432967033,180.083322340426,181.6907875,172.964207692308,203.4009,NA,6.42815700424264,9.88806505723242,17.327249270738,14.1928062220974,NA,216.0555,112.6727,111.258925,105.621025,148.1481,203.4009,216.0555,204.994675,239.7542,218.971775,215.0619,203.4009,1,182,94,80,13,1
"ZNF133",0.998001455202683,0.97699801966896,0.15707382573442,0.947844369659585,0.00823535392306562,0.90695735577067,0.996903157341067,0.999950410092327,0.961053900810434,0.756644037667256,0.992344251870363,0.99895007625471,0.999999634090545,0.999999546097657,0.999605574254938,172.448,218.259950549451,250.290931914894,266.74934125,224.419615384615,258.3388,NA,6.0856813291203,11.6533660147892,15.6534638620807,19.0393143670516,NA,172.448,161.393425,173.287125,168.3354,201.0631,258.3388,172.448,254.0198,300.333825,311.427425,259.4632,258.3388,1,182,94,80,13,1
"ZNF436",0.999999088510422,0.999890139474814,0.846861135163751,0.999948579000753,0.955388955108689,0.999920966512833,0.998483645269697,0.852307489317169,0.98904493419027,0.977614176209656,0.979771872743821,0.941222674475501,0.972559058935578,0.967022537134014,0.993110132536857,193.7859,203.87802032967,220.314690425532,216.55953625,240.657623076923,305.1733,NA,6.33976742192639,15.5343007752114,12.0880351217702,16.5113314360524,NA,193.7859,141.111825,135.27345,140.444375,208.7534,305.1733,193.7859,251.38195,270.7926,263.05215,289.1364,305.1733,1,182,94,80,13,1
"ZNF484",0.999999991402071,0.99999978893818,0.962634849689067,0.999990058354132,0.73905371247138,0.995055046360519,0.999969556662825,0.968045889545269,0.998361641249621,0.999990916015976,0.9925028215425,0.957901730225377,0.976402975945181,0.985852265434565,0.990967184676305,39.6432,38.9074175824176,41.042870212766,42.6762375,43.5614153846154,56.2459,NA,1.35629182025177,2.13199896540271,2.73494674810779,4.85333683844591,NA,39.6432,27.0064,25.46275,27.118025,37.6142,56.2459,39.6432,46.143425,50.651675,50.452975,55.4626,56.2459,1,182,94,80,13,1
"ZNF780B",0.844922278110173,0.821479152558113,0.998603547250116,0.899096184831779,0.936699437479629,0.853660412177812,0.922819416214123,0.99266917159689,0.978102001588192,0.999994668703958,0.9400325456203,0.999996330691311,0.999999766323098,0.999877587637485,0.999783427141938,318.1368,174.911313186813,168.708445744681,190.088465,194.8059,160.2354,NA,8.06976813442377,11.1816190018341,15.1883670769169,63.3617938414692,NA,318.1368,99.341,101.883275,113.226775,93.6813,160.2354,318.1368,225.0039,201.84785,220.57355,181.5945,160.2354,1,182,94,80,13,1
"ZNF557",0.999999952847208,0.999999980329591,0.977260277124386,0.999999996329995,0.990519158614089,0.999999537831233,0.99987397926476,0.979897838709276,0.914072413342133,0.930162229280999,0.997997213958883,0.985552029766395,0.992853639095396,0.992156982446133,0.959576817967555,127.8494,125.611832967033,129.73265106383,129.19661,116.5535,155.0033,NA,2.97682390760283,5.25028152067825,4.76773325403638,14.2112919807337,NA,127.8494,97.017175,92.548075,103.596675,84.5188,155.0033,127.8494,147.9688,154.533625,153.981575,169.7346,155.0033,1,182,94,80,13,1
"ZNF337",0.998855063303989,0.995386548728324,0.900725246374186,0.982246545463963,0.18673150573104,0.849038278605501,0.999881701495997,0.997025191622315,0.943847479837875,0.66604090986654,0.999999991812952,0.997941534244462,0.99290098312002,0.975832975564541,0.999710696623131,237.1754,294.869934615385,314.629556382979,341.1039675,274.712015384615,229.6926,NA,10.9190432890132,14.4495347124068,18.1011462900264,35.6554088643192,NA,237.1754,213.272125,231.15685,229.365675,200.6763,229.6926,237.1754,346.279775,358.922175,419.180775,310.8329,229.6926,1,182,94,80,13,1
"ZNF317",0.999999932031014,0.999999957085256,0.999999990419234,0.999829417213604,0.622955739152317,0.721077873521983,0.999999970279386,0.999232294715445,0.999472116055236,0.902458309212343,0.999837595132233,0.998296585795527,0.998404975547528,0.988858764432328,0.999625929641163,498.5134,507.181974725275,506.440063829787,540.451105,490.910861538462,440.157,NA,10.4781984108239,18.4604835354115,18.8936499450475,45.8663689313181,NA,498.5134,423.54065,392.1534,440.039075,413.2841,440.157,498.5134,585.4622,600.1399,614.649725,546.4804,440.157,1,182,94,80,13,1
"ZNF426",0.975708312326034,0.997714989121507,0.174693029159343,0.995611089578642,0.511342174260651,0.997907230792294,0.999999985544939,0.136703575359718,0.737764051983251,0.604689795333602,0.992942992984504,0.999999928873454,0.999281135581911,0.999742599241481,0.977387607439737,59.4648,31.4890554945055,42.6559191489362,40.15888875,57.9163846153846,29.431,NA,2.1140235885199,4.96456056538046,4.30599953541567,13.4607582552303,NA,59.4648,11.401725,11.4907,10.096725,32.6995,29.431,59.4648,41.929275,56.8416,57.46595,76.0371,29.431,1,182,94,80,13,1
"ZNF331",0.999914712559064,0.999999606944917,0.841689835283498,0.999942384706648,0.999995778797201,0.950326117744642,0.999996389399461,0.819774019392743,0.983346672506461,0.869103595982511,0.999999998518514,0.999963293821892,0.999999981988104,0.99997698127372,0.999987368587694,418.2359,645.930636263736,495.668246808511,629.3019725,293.565823076923,453.8914,NA,85.3787890863825,58.7229059762294,119.488380846583,52.2906269279725,NA,418.2359,101.451275,166.181275,124.33035,112.9412,453.8914,418.2359,716.319125,540.370525,619.150075,412.9856,453.8914,1,182,94,80,13,1
"ZNF227",0.999999823008073,0.99999999850359,0.999550920496758,0.999999244085507,0.857330005674842,0.975096303474833,0.999999982722079,0.998960852919774,0.999908439399523,0.999988183572297,0.999807378518407,0.997768053873289,0.99860475579995,0.999721848739563,0.999511848642539,207.889,198.327423076923,204.200281914894,220.72143625,214.1007,262.9104,NA,6.86798745334292,10.2642549887951,28.3101881916971,21.7868232601256,NA,207.889,137.718225,136.1218,126.526675,169.6113,262.9104,207.889,233.050575,256.782025,244.7841,287.6807,262.9104,1,182,94,80,13,1
"ZNF141",0.998280818652933,0.999938034087946,0.572858873330172,0.999976619427119,0.442934750384001,0.999862784776075,0.977321026188964,0.843366694037557,0.432154348495216,0.36578873534538,0.970093192843199,0.983682774185523,0.948985634244471,0.939582703493628,0.99945952017104,56.4916,42.164139010989,49.210185106383,50.504325,30.6423384615385,18.9666,NA,2.40924957981833,3.83286323170525,3.78535179866337,7.01743286011508,NA,56.4916,16.14325,18.818825,27.983775,13.0764,18.9666,56.4916,57.677975,64.5469,69.131125,39.2499,18.9666,1,182,94,80,13,1
"ZNF304",0.990799571404656,0.997351568051427,0.880983347933195,0.997231768070847,0.915630992995304,0.999999995714181,0.999449561274267,0.946592278783141,0.998679150492249,0.998481064974935,0.999559463882195,0.999988268677907,0.999999999933542,0.999999999705336,0.999998536885978,209.1179,154.993917032967,167.510989361702,167.08389625,178.103538461538,168.7377,NA,6.23977892592643,9.60472554105394,10.8301767414945,24.8338980558769,NA,209.1179,84.488525,86.303025,103.93235,105.2994,168.7377,209.1179,206.1641,223.317525,212.198125,215.781,168.7377,1,182,94,80,13,1
"ZNF132",0.999411532584387,0.997000943856177,0.887662902035916,0.996631485300357,0.873890408278576,0.999999518083775,0.995601265979682,0.984306726012111,0.999963501185731,0.999989631864831,0.990974826106453,0.995846804792892,0.999091484914121,0.999231425644101,0.999653633979064,24.777,35.2632934065934,39.5179382978723,39.89724375,41.2772,51.0137,NA,2.04711966518488,3.75500775377231,3.38512166731256,9.77387442886156,NA,24.777,17.1905,16.073975,19.68515,23.5294,51.0137,24.777,44.118825,48.88765,52.811425,45.905,51.0137,1,182,94,80,13,1
