"gene","p-adj-cluster 2-cluster 1","p-adj-cluster 3-cluster 1","p-adj-cluster 3-cluster 2","p-adj-cluster 4-cluster 1","p-adj-cluster 4-cluster 2","p-adj-cluster 4-cluster 3","mean-cluster 1","mean-cluster 2","mean-cluster 3","mean-cluster 4","SEM-cluster 1","SEM-cluster 2","SEM-cluster 3","SEM-cluster 4","Q1-cluster 1","Q1-cluster 2","Q1-cluster 3","Q1-cluster 4","Q3-cluster 1","Q3-cluster 2","Q3-cluster 3","Q3-cluster 4","count-cluster 1","count-cluster 2","count-cluster 3","count-cluster 4"
"ZNF343",0.952297965715604,0.151628091808902,0.438876212856549,0.921138773973812,0.740168272900651,0.0899630958035577,253.524657142857,277.4003,356.848675,224.79735,29.7194564469045,41.4974079268412,39.5136111230332,16.2634954125541,192.3322,262.60625,315.451825,212.689275,299.3483,312.83435,367.18435,245.754625,7,4,4,4
"ZNF302",0.48154419522613,0.270897253712702,0.9802629595561,0.427428447241001,0.999749451644745,0.990697706574988,233.493271428571,394.836075,442.3619,405.69735,56.4124599188053,77.0936052997304,75.9089285208049,125.615363341475,129.1563,334.763,394.27205,261.543175,294.7256,498.408375,522.61135,465.932075,7,4,4,4
"ZNF268",0.380934455428571,0.40267432853376,0.0490688310585181,0.411562505495045,0.0504830883751808,0.999998694218965,318.6335,423.140725,216.822875,217.90245,28.7081541990541,53.5678870732484,55.099463105814,62.7087919020996,266.3642,375.682925,162.97545,166.811575,373.322,495.25315,271.835725,277.641275,7,4,4,4
"ZNF184",0.037101215801759,0.102448736932609,0.960615467924958,0.989207736918926,0.115845513810465,0.256823648684601,166.080728571429,369.666475,332.80555,186.868275,33.7978611510418,52.8921761036131,68.2386826324642,53.1020068169489,106.51545,302.633375,267.749425,170.56015,245.8005,422.6009,416.061875,244.151925,7,4,4,4
"ZNF500",0.39279506541205,0.922747463134193,0.809551481037409,0.793762442628577,0.151790312551515,0.535551027446679,209.514871428571,288.80605,239.884875,164.654625,36.2211349486582,13.4531273592487,35.3789951084532,38.8743384358365,155.38,281.11465,191.377675,117.719675,259.13955,298.99395,298.79225,224.22415,7,4,4,4
"ZNF419",0.990587775199839,0.744289365540545,0.918831824652524,0.638984138414861,0.854745137904838,0.998440774652195,180.318914285714,200.590375,249.6803,262.1256,41.5223868609477,51.1575825530842,54.6159580375858,57.2001147363505,89.10385,142.451025,196.20325,244.96755,274.83315,269.83875,304.65615,311.9346,7,4,4,4
"ZNF175",0.874699619123392,0.668458626757801,0.98480169079799,0.835716170503885,0.999830435914568,0.992623117130912,59.7517285714286,86.347325,100.29345,89.410325,20.9380497845511,33.1390696674981,24.9207997766424,27.0803743006621,18.794,60.983825,65.163925,76.141525,80.09805,108.7495,124.920525,119.14425,7,4,4,4
"ZNF14",0.598603538270485,0.998648904669867,0.760742610045974,0.986875664559159,0.510221033997525,0.97232454820259,205.928228571429,291.670175,216.3539,183.395275,40.3184474430142,32.2162387019697,74.0683702264671,49.4474302837262,125.5989,275.474025,128.516625,119.3108,270.8035,329.7302,284.506625,216.781475,7,4,4,4
"ZNF85",0.819622554889961,0.68492441739256,0.996164395699638,0.439514834842085,0.932485434927542,0.981302176069641,98.9803571428571,142.936475,155.3645,176.7294,25.2946577421555,22.0965757991812,54.8165565182789,48.7056454111499,55.821,129.965725,99.146525,102.8315,117.58125,158.7831,177.221275,239.3058,7,4,4,4
"ZKSCAN1",0.998954146054963,0.371214162551192,0.543089231722819,0.370094194385639,0.541914316155402,0.999999996940915,683.456157142857,653.740975,330.928675,330.450675,147.011678215075,213.824402197357,136.683605667916,36.8660045826634,327.53205,455.342725,121.758,306.850375,977.0999,763.73755,491.947075,362.49365,7,4,4,4
"ZNF862",0.5029102316767,0.478128029905866,0.999978070424072,0.438023750316431,0.0792686795140909,0.0738717859454388,772.000714285714,449.26085,439.369025,1121.094125,134.390233459916,40.7472394687562,182.793292837335,254.012622577571,513.9404,416.349925,216.3464,790.1868,965.4993,491.414675,518.543725,1377.739725,7,4,4,4
"ZNF684",0.999987739568504,0.507504386138874,0.618768639391626,0.981730039184117,0.990070789815726,0.790713560536705,39.7423142857143,40.151,57.901275,44.506575,8.31587129975047,3.52648028611154,13.3446836781154,9.41817434638786,26.34545,35.5737,39.195325,33.69415,54.27125,45.83535,67.62565,56.778275,7,4,4,4
"ZNF430",0.671557941760396,0.994562570885733,0.619361493582163,0.591706676861873,0.185213372929541,0.798695239996632,62.0608142857143,95.488275,54.85745,24.679425,18.6955236649035,25.6520122781617,27.9513193091877,8.54434678207127,27.1267,67.959125,21.980025,14.29455,87.67445,107.3039,73.966525,37.896175,7,4,4,4
"ZFP30",0.106428565516773,0.877210361360823,0.446969905539154,0.975914783356181,0.0918558073009031,0.738334879050493,132.909657142857,233.764325,163.3709,116.1574,20.4363244458752,36.1539021063742,46.9475455602491,18.4774822716282,96.0984,221.9162,106.562675,102.401675,175.36855,269.741725,205.581225,137.766275,7,4,4,4
"ZNF549",0.911376984910504,0.863878491776512,0.999557402641314,0.987722395989892,0.990700453614692,0.977437667858805,146.881071428571,186.703825,193.9288,166.5408,45.7571258902538,52.9994294509129,34.1964741083297,19.4070927308806,64.37135,141.214525,152.107175,152.496375,219.62955,231.9867,248.693425,190.970525,7,4,4,4
"ZNF211",0.9983767349714,0.999994372740277,0.998278029928163,0.582181618879434,0.583267813306013,0.681841445681461,213.441057142857,201.176725,215.289975,310.354825,37.2420733810556,30.8775048026978,74.8394019927491,80.7680008940564,133.2744,197.405225,100.892075,263.677425,314.4458,231.0451,333.30705,407.45425,7,4,4,4
"ZNF205",0.688149774721694,0.986127232303761,0.901042846722561,0.845625543774045,0.35311318820698,0.738369467390979,897.631028571429,559.0195,794.55795,1146.429875,187.739715110712,57.0995656688969,135.214038075333,387.698939240386,599.5457,468.94805,667.87935,633.21235,1070.03925,638.79385,874.95745,1439.632225,7,4,4,4
"ZNF45",0.684206453028387,0.99939781988725,0.811334497130731,0.886292836643202,0.391175907581542,0.877380209619986,191.0608,249.116875,197.142325,153.5173,33.6751292907194,31.708055582096,51.2798028031728,31.1374446027876,125.7676,204.771175,110.4183,120.077825,268.72505,296.71045,282.092275,176.821225,7,4,4,4
"ZNF133",0.989201400606103,0.257246532124146,0.23628977049683,0.573380052142285,0.499536546058456,0.944117081842088,573.718985714286,474.066625,1193.373225,992.88375,78.1133562900964,69.668670644025,428.732454149103,343.264390770653,406.22925,466.780475,737.633075,486.461125,710.32265,546.5024,1259.82895,1347.276325,7,4,4,4
"ZNF436",0.0618506268270247,0.997969791060627,0.142813685969274,0.945393161441784,0.243380487788107,0.987044388838639,349.505142857143,901.979175,384.65855,459.0769,34.340473441545,319.928494976845,117.699256798932,80.102070613031,293.68415,453.319625,194.4163,361.348225,390.8805,1120.7216,587.1163,561.353725,7,4,4,4
"ZNF484",0.999997069727351,0.857430199009124,0.901752508191442,0.91131491407675,0.930395513090424,0.586412759511434,49.1881428571429,48.895,37.48595,58.91395,6.1122670684942,7.28366582166334,16.214509469839,15.8038958409259,39.07675,39.0726,16.5753,44.86895,55.45205,60.43645,55.1445,66.70215,7,4,4,4
"ZNF780B",0.974551437897297,0.986739645254983,0.908308087918993,0.969916957090521,0.869562136732321,0.99965106020351,225.481514285714,253.901875,202.82435,195.33535,44.0723539480058,58.7176901379583,59.1103842691719,31.234434795017,139.3023,205.156125,122.20365,169.405175,306.66725,297.45295,275.4184,218.075575,7,4,4,4
"ZNF557",0.984252420429247,0.909558540099679,0.804787403059718,0.794721854677457,0.957331928442515,0.516846697613189,143.875342857143,154.939725,123.148425,172.666525,19.7006268247129,23.6478178152296,12.8173664572313,32.1645407211983,115.58375,147.529875,118.730125,122.821125,178.1106,182.9968,138.45215,210.9649,7,4,4,4
"ZNF337",0.675536810682434,0.992228894144102,0.606225827238757,0.050513833487548,0.0136727190959309,0.141240637564497,533.162,336.77155,581.235975,1031.695725,71.5599543425152,39.943033415113,112.616002204641,251.712349292774,441.0991,329.495825,394.5621,918.63605,559.8179,378.753075,754.218425,1271.593125,7,4,4,4
"ZNF317",0.9695635498813,0.932013853550822,0.999122650102277,0.999341731698056,0.991365468001456,0.974106661016283,723.448742857143,836.642625,874.76885,754.143575,65.9697606042736,96.0480393980652,405.459970585228,130.04511401637,600.5931,751.25515,456.887975,609.0763,773.41405,898.778925,923.993075,807.447025,7,4,4,4
"ZNF426",0.128655175197285,0.936327466451142,0.420533093919787,0.590759361688231,0.026130609851328,0.384172783474143,52.4170285714286,110.1261,66.6269,21.186825,7.12885999591046,24.7577752067574,32.240282604815,8.62373915058263,34.0268,85.269625,29.566675,11.517225,64.50405,143.564125,93.874425,32.33485,7,4,4,4
"ZNF331",0.999972524942624,0.91876166509513,0.930242122221383,0.38971844217749,0.511074420179424,0.226652182468903,345.5609,350.568975,269.3476,541.543075,69.4231364076573,66.6972467865975,92.7108694398972,125.641283145167,231.93375,317.814125,132.684425,434.193125,402.54815,415.45045,393.914725,706.06035,7,4,4,4
"ZNF227",0.577914314959498,0.94062039803344,0.381065276682451,0.709269536450253,0.196529117704167,0.968359748194741,234.239571428571,318.69695,197.41095,164.28895,46.6656836269524,48.1338926594435,37.4323429863467,46.1296918043845,136.8443,263.20635,145.865675,125.800475,341.41135,349.48285,238.237025,224.694625,7,4,4,4
"ZNF141",0.956636982757667,0.892302539021151,0.997831507387002,0.272332295398175,0.189958979714926,0.141013760847794,123.873342857143,94.806925,83.113925,232.783525,27.9762138236587,19.4549380798884,23.5776364737285,82.8676535815732,79.5276,80.791975,56.47645,111.5833,160.62,109.75655,106.159275,328.639825,7,4,4,4
"ZNF304",0.832242367311255,0.56327388045929,0.973557613877505,0.999964051284488,0.892134552158343,0.676171363442626,153.1856,232.246375,276.950325,157.461725,38.0585443635573,81.0643135986316,116.489016113383,51.347412553967,76.1864,171.7976,101.182525,112.923925,229.7826,330.219775,384.11945,216.20495,7,4,4,4
"ZNF132",0.969751076476235,0.528029663880443,0.838323143039894,0.993626840958639,0.922921703351675,0.486353315689884,32.5945142857143,41.315775,59.75475,27.5032,4.76587424406101,10.6962915226396,31.6344688446664,5.67345492799582,25.8669,24.742375,6.779925,18.93425,39.68975,54.70625,107.437075,34.58675,7,4,4,4
"ZNF20",0.265385830307921,0.921727935593936,0.155059150671853,0.996827764279785,0.455490793476924,0.880540787624034,161.776071428571,242.475775,135.2739,170.427175,25.3512067216469,45.4991026923311,21.7177007779752,29.8529906413739,125.084,194.3206,132.930975,145.300275,199.86755,248.900125,157.330075,180.2466,7,4,4,4
"ZNF670",0.31416618069498,0.412468632652291,0.997857901360532,0.99985854068404,0.447476712755803,0.549422101921098,56.5990428571429,122.91375,115.433375,59.268375,12.3269122841208,22.2305413357577,52.1023715937892,24.6758713031028,30.7599,101.597575,50.5283,28.562625,81.491,155.996425,150.921375,95.8058,7,4,4,4
"ZFP37",0.375480529117868,0.999811947600086,0.51582326599954,0.999905025049351,0.444847272249546,0.999244438849595,54.2974714285714,92.41805,56.116775,52.84915,16.3347512123214,14.5056042009919,17.7673715433833,14.5138135535599,26.50385,75.41355,40.10335,37.1513,67.11935,108.8286,67.373125,71.1383,7,4,4,4
"ZNF189",0.310275419953898,0.993923064499147,0.300925500789846,0.55459406923336,0.975582498941154,0.511439537427137,300.8277,477.5479,275.813375,431.988,38.4537525621115,50.1555421094386,99.7319676288181,113.803299967188,214.3235,422.729875,160.006,317.818225,380.2568,523.235425,331.855475,480.143925,7,4,4,4
"ZNF434",0.877961784481307,0.996645860756937,0.832773270989215,0.916712301446325,0.619461879776783,0.980002503377839,312.893442857143,371.10865,296.5613,262.6338,51.0739980062256,16.9640808215722,88.8055738422144,46.9031563061414,240.8094,358.4544,147.1988,226.986925,394.2489,384.4173,429.32375,305.304125,7,4,4,4
"ZNF287",0.827831012973297,0.957244633689589,0.989062215451779,0.693765616275864,0.996093236248886,0.950055289227935,138.484585714286,113.24845,123.640875,105.928225,14.945213286557,13.8072371868584,40.3423520005419,13.3095986322137,118.5737,105.136225,76.7342,93.272,162.55875,129.941475,174.114875,125.488525,7,4,4,4
"ZIM3",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4
"ZFP14",0.381118127127816,0.713600022300726,0.953394883591467,0.759575076011432,0.933281624784991,0.999856120443321,120.441571428571,167.725875,150.993275,148.649275,14.0231726729913,25.8720747468635,18.4697040205203,30.1132220918092,104.998,129.652125,137.95685,103.2094,129.0742,194.735,167.842875,184.522975,7,4,4,4
"ZNF473",0.699202433116302,0.787480006666742,0.998957858409852,0.955571480005676,0.953732272959362,0.981169882965205,246.266057142857,326.617125,314.93685,283.729625,45.3119191116571,49.7588593376659,66.8803978850368,55.4296945577214,173.11875,247.81405,241.133975,211.5496,255.6461,386.881125,415.633175,360.101025,7,4,4,4
"ZNF614",0.765654697828769,0.948601767567211,0.553314453890224,0.837090317433338,0.405832305952177,0.993272311834611,226.065528571429,308.0542,180.888,155.82235,72.0923659190688,45.8401226051298,43.2167087654185,18.9594958245422,119.3543,272.9351,110.934175,138.749225,266.05895,352.9395,243.132825,181.807725,7,4,4,4
"POGK",0.547626081171366,0.52251423421117,0.999978987099119,0.997532769421024,0.539784944096269,0.517595954501794,1490.63607142857,2241.541425,2265.5285,1385.990625,256.875682428324,456.385604939747,597.664867806428,434.26598981231,1193.08365,1595.418725,1390.22435,1010.050175,1867.60835,2984.0231,3236.7708,1645.44095,7,4,4,4
"ZNF514",0.826057132774264,0.761000849937002,0.391490506431501,0.99902874338604,0.8139637497661,0.875443631716281,184.030228571429,237.9108,122.2825,175.394,32.3895962172505,82.9382390331806,30.4228219402803,32.7990150245654,107.0464,113.1079,91.9803,151.1809,252.0694,332.73735,151.4056,198.69935,7,4,4,4
"ZNF300",0.678178924493462,0.0519047960559824,0.441649064549076,0.129724636393671,0.703030906917196,0.968499152525053,68.1538714285714,177.622825,345.743675,296.4459,45.3368852733974,70.5609792269114,56.8790729324411,120.499281230802,2.97505,98.341125,278.685775,136.1712,74.30785,269.82775,422.32465,493.3365,7,4,4,4
"RBAK",0.964643914908668,0.819761189033631,0.643337391946594,0.773170510434977,0.595985577498039,0.999809121213996,468.231785714286,520.766475,370.79345,360.719125,77.4820529002298,54.5577277120051,112.318208814255,56.9811780666267,363.37085,457.86725,287.47675,339.7595,591.7438,553.824525,524.1922,414.809675,7,4,4,4
"ZNF92",0.541022961044305,0.999993509795338,0.64598367593533,0.973634064631678,0.838870501261492,0.984426660182906,200.853657142857,274.982775,202.260575,223.902825,40.8364663299609,29.0563345981955,30.4205598868149,42.8336889010542,162.1584,240.138675,162.011,174.562575,229.1415,312.4495,247.082375,280.22685,7,4,4,4
"ZNF157",0.593193437446843,0.387626809560203,0.98761755319506,0.146982806495568,0.808271613382505,0.940015149603054,0.352214285714286,2.561375,3.19875,4.3117,0.208428261529193,1.01033514354974,1.94118033401502,2.15663093659223,0,1.084625,0.78705,1.3821,0.49455,4.2758,4.4557,6.6934,7,4,4,4
"ZNF182",0.455131515625026,0.999994915470386,0.565583432520864,0.382705425007192,0.999325022354542,0.494932893347709,156.1637,214.169525,157.0772,219.437975,17.6205502475836,19.6061776342889,43.3856084039589,36.4726492584598,144.78565,189.2578,108.9671,180.55495,174.93575,224.121125,202.88775,224.299625,7,4,4,4
"ZNF673",0.712606792490967,0.78046095955164,0.999522374988819,0.00262034895135821,0.0441711672010995,0.0359461258774242,155.053314285714,201.227025,195.94585,344.827525,13.6448555807051,24.9554561674855,47.2599850577367,49.2367138514607,128.3579,168.32845,133.721725,262.08165,181.00785,229.395975,230.375275,417.074175,7,4,4,4
"ZNF41",0.667528515535913,0.987489415735364,0.573244482057899,0.826992821930789,0.322375067540024,0.964679398421209,136.215271428571,181.0388,123.452725,102.762425,20.1741916932986,27.0975460013448,46.4950540491741,23.2303073303811,103.9862,172.527875,68.8556,85.137075,175.22825,213.429725,160.669625,129.88065,7,4,4,4
"ZNF7",0.781076717894321,0.924443859480797,0.991161640397136,0.336966701053221,0.892742096237204,0.753428878387674,430.838828571429,535.4193,499.26425,623.608625,75.2169384875056,85.4615497434275,74.5060958304028,78.982208869217,312.3788,450.861475,412.2273,552.883325,488.203,557.551175,602.74325,698.9527,7,4,4,4
"ZNF214",0.200962933740657,0.160437563719555,0.999309905141757,0.621860022350957,0.867837567285465,0.81009516935756,8.37424285714286,40.814975,42.962525,27.3763,4.72969685965366,16.0546334625125,10.0788525820465,18.1421985558991,0.3021,24.63015,40.85295,8.79885,12.7288,46.963575,53.237475,32.0143,7,4,4,4
"ZNF215",0.978979737384383,0.612445039163367,0.874148439747456,0.928468749187063,0.997415422486786,0.941898091773745,8.52917142857143,12.997525,22.7044,15.4615,3.79664112659462,8.43840155137759,10.0461587103397,13.9023589357466,1.61815,4.203175,10.77495,1.214925,12.2282,14.82495,33.97865,16.606925,7,4,4,4
"ZNF547",0.977507018685054,0.966650050116895,0.870021479010206,0.479580399105623,0.379337474145951,0.808253690969032,65.7578142857143,56.009775,76.9567,101.5122,12.8406042755084,18.337705165286,23.0597575098916,21.0383814914947,35.0198,38.324425,40.310625,81.96195,97.09065,74.4428,108.600975,115.5933,7,4,4,4
"ZNF773",0.474036177929678,0.510941283965432,0.999927910451309,0.891891539500493,0.902596468567995,0.922884879733044,63.1685857142857,113.276575,111.071275,87.2157,21.4602894744537,35.4209876454947,13.5452783349263,24.660201605725,31.06095,97.9378,96.514775,65.854275,68.68505,157.312775,119.99545,104.194375,7,4,4,4
"ZNF776",0.619168131011081,0.768000294876383,0.995580178404572,0.956067923995094,0.440448853426551,0.571041371290074,234.794557142857,378.189675,348.0369,175.5766,53.3690081224508,61.5756803070467,158.792258676024,66.0891836058418,156.1224,289.41355,116.68865,142.2975,322.9573,464.195775,487.50865,223.9672,7,4,4,4
"ZNF256",0.968915985521111,0.537621133076462,0.846951173376367,0.924563703744533,0.998722143578211,0.90923190217915,79.0065,103.149325,152.585075,112.3056,41.4150227438696,33.7081284863996,31.8277784330862,32.7068744926557,13.1738,50.929825,120.5769,80.656525,82.84615,139.88065,175.369025,130.681775,7,4,4,4
"ZNF599",0.828951422295284,0.415700178447703,0.913942529741923,0.924562733407725,0.574811243012012,0.248494767725872,77.8057,96.1907,112.014,64.45745,11.3251687101698,14.1955903732462,20.4294069367746,20.3494420651812,48.95275,77.227475,78.524525,61.012125,99.648,112.081675,137.981425,85.343675,7,4,4,4
"ZNF18",0.859775154463529,0.921525123946926,0.998974558642439,0.898501978457706,0.570932594406122,0.653934982133718,291.202814285714,211.091675,227.19865,361.7738,58.0269713243617,44.8748308525573,58.4635189287659,125.94316304039,182.3029,174.499875,141.484825,171.58345,314.20075,229.4274,312.276425,498.1231,7,4,4,4
"ZKSCAN2",0.468890335556432,0.155889996970168,0.905954799810642,0.830553492006832,0.940672450446971,0.613528738460169,144.3914,253.261325,308.783175,206.52075,21.7373948197242,36.1590387724235,113.829375468735,33.7189865995777,110.84055,235.052625,235.441275,185.4524,164.3251,299.41845,407.51725,232.52805,7,4,4,4
"ZNF689",0.162088081354625,0.620091778995159,0.814174788373336,0.940698047313667,0.105817969168116,0.413560168635765,63.0976714285714,132.267,101.295975,45.4841,16.2218243236537,24.3199635742257,28.0250123769635,28.0285453853151,35.07565,98.115975,74.268025,6.91035,94.4212,156.866575,141.40585,67.98685,7,4,4,4
"ZNF19",0.614303462621774,0.994522413485306,0.816112281824491,0.871802620682265,0.973430392334637,0.967874193703945,82.8129142857143,115.307375,89.28345,102.731525,14.2442279269188,22.4985728984594,24.7624178018996,19.152797497423,62.45095,87.26015,54.0857,73.015725,99.8293,135.139875,124.51345,135.3686,7,4,4,4
"ZNF230",0.890337387334324,0.990359754721767,0.982397854436107,0.999952633005195,0.904355611754198,0.989336746312044,88.3361142857143,101.224825,93.732875,87.4304,10.6961086341054,5.7426797296464,18.2155649985745,16.5561714199469,70.6911,94.315225,65.16945,71.61745,91.44115,109.7465,123.892025,104.34855,7,4,4,4
"ZNF222",0.721113096881007,0.355981513165145,0.937970596273576,0.816468288276291,0.351706195786156,0.145231237397749,52.0992857142857,67.7892,77.445,39.045975,10.7256599248946,9.03005085506167,9.09722580442338,11.7254572808039,33.68035,53.895425,66.7643,26.726725,67.2679,82.760025,83.3533,47.61515,7,4,4,4
"ZNF221",0.740637881899053,0.329068690198666,0.911599593548219,0.0426635003129573,0.345542132433838,0.712978691992226,14.2667714285714,10.3248,7.461975,2.80205,2.82900331765315,2.11967633810762,3.71724459700439,1.09922164090475,8.3813,7.654825,3.33425,1.61985,17.62095,11.581475,8.338025,4.3293,7,4,4,4
"ZNF233",0.995441413644329,0.781386492650148,0.919823296433272,0.226946713488979,0.235328262578073,0.0808474712102017,24.8290142857143,21.7626,12.3027,51.495675,8.09671764048419,10.1137072789029,6.6705106417475,13.5076588553417,8.1785,12.38585,5.181925,36.18635,41.24835,24.33595,13.055825,67.459975,7,4,4,4
"ZNF235",0.899224902670794,0.991081933225585,0.820307204182161,0.997753863100449,0.968550116828327,0.974317464440285,63.5353142857143,79.18155,56.9445,67.665925,13.7661827792123,14.3995372725133,26.1666497199202,8.92250410902819,39.6693,58.18115,32.704925,57.048875,71.96025,100.5852,63.332775,80.31035,7,4,4,4
"ZNF208",0.99955869105336,0.978046936276842,0.969520514833993,0.0633060400850393,0.0943078776549554,0.200656641510165,2.37058571428571,1.517975,5.57495,24.6211,1.31906106566981,0.969825294726667,2.19336952142132,13.9868958309197,0.38495,0.273525,2.466175,2.688175,2.70535,2.13905,9.000575,40.751775,7,4,4,4
"ZNF714",0.664417707688214,0.907360497115822,0.972610964218799,0.895328923039583,0.977468345644989,0.999991374570937,143.977942857143,230.5314,194.1868,196.593475,39.4765161949714,34.487181611506,85.7980689448681,62.8588570882865,94.76715,199.055,72.39725,123.84675,163.64095,247.88525,277.0416,274.633525,7,4,4,4
