"gene","p-adj-Mixed serous and endometrioid-Endometrioid endometrial adenocarcinoma","p-adj-Serous endometrial adenocarcinoma-Endometrioid endometrial adenocarcinoma","p-adj-Serous endometrial adenocarcinoma-Mixed serous and endometrioid","mean-Endometrioid endometrial adenocarcinoma","mean-Mixed serous and endometrioid","mean-Serous endometrial adenocarcinoma","SEM-Endometrioid endometrial adenocarcinoma","SEM-Mixed serous and endometrioid","SEM-Serous endometrial adenocarcinoma","Q1-Endometrioid endometrial adenocarcinoma","Q1-Mixed serous and endometrioid","Q1-Serous endometrial adenocarcinoma","Q3-Endometrioid endometrial adenocarcinoma","Q3-Mixed serous and endometrioid","Q3-Serous endometrial adenocarcinoma","count-Endometrioid endometrial adenocarcinoma","count-Mixed serous and endometrioid","count-Serous endometrial adenocarcinoma"
"ZNF14",0.878182948114104,0.0392977391420501,0.20471107830421,245.761119266055,223.733616666667,304.088027419355,10.224067878559,25.2043920054586,26.6584228087506,181.2039,158.2639,157.00075,294.1712,269.05625,391.5701,109,12,62
"ZNF85",0.920706663330241,0.000408246974664461,0.0533395137763547,136.101333027523,123.272366666667,203.549456451613,8.70930162753527,21.8800483383778,17.658936080527,73.1402,55.131875,107.843425,187.4647,190.437025,310.43715,109,12,62
"ZKSCAN1",0.88710691515951,0.616866731655102,0.999697482941187,523.463558715596,474.268866666667,471.706670967742,34.3277295249059,123.441936940064,39.0435460412967,215.6182,225.21445,272.326525,779.872,557.31495,590.3999,109,12,62
"ZNF862",0.998554301590166,0.655899407731658,0.918587610414732,523.910875229358,518.476716666667,475.290251612903,36.6073328379142,87.0559622842633,36.7951129930082,283.7666,297.769625,233.06855,675.398,795.02015,602.4022,109,12,62
"ZNF684",0.932525708819073,3.51380596286255e-07,0.0412297949813369,48.5784394495413,51.3423583333333,70.9827887096774,2.07272064668429,6.81824127453676,4.00033747944411,36.0729,39.6519,52.313725,58.3257,58.858725,86.755475,109,12,62
"ZNF430",0.820576390052906,0.144243194550836,0.278478545482633,69.8468926605505,59.496,86.9232096774194,4.70410402927317,10.8788681392998,8.96596777516559,27.7657,27.58925,45.80365,107.8682,78.3702,113.75475,109,12,62
"ZFP30",0.843449262235598,0.586396941805507,0.556499925195654,190.64900733945,174.651675,205.488164516129,7.61055243723326,32.8332974049883,14.4141402057604,134.758,124.213175,120.628075,253.2051,224.16955,268.822575,109,12,62
"ZNF549",0.949063567903245,0.685512690388229,0.991947342128004,166.733343119266,175.931241666667,179.681143548387,7.81118229219887,28.9987233811235,15.4766146620558,120.4112,101.9406,97.342575,203.935,253.752975,231.6796,109,12,62
"ZNF211",0.801033123440822,0.595498343176051,0.513671469345814,232.32481559633,208.2368,251.608327419355,11.5324681572858,32.6553723868445,17.0034605003806,144.5831,141.290025,152.924375,281.1608,239.463075,307.520475,109,12,62
"ZNF205",0.667730681223968,0.27528749543825,0.246937123953966,656.990846788991,742.588858333333,576.654066129032,32.7876858958576,85.4255640598146,39.0591260337632,449.6963,482.7468,414.202825,731.5138,994.290925,663.214875,109,12,62
"ZNF45",0.779279281269489,0.653797844583226,0.519589730889855,225.349941284404,203.763116666667,240.099635483871,9.02824344010727,20.3389996210811,16.1439761441472,158.476,178.7078,149.241275,278.4161,240.71875,311.3637,109,12,62
"ZNF133",0.97056875710068,0.00082691088220932,0.230491615463814,535.090506422018,555.254125,702.780283870968,23.7006306805762,64.8439373519059,44.3194224361329,395.6685,377.528075,499.816325,633.1642,723.3802,763.5019,109,12,62
"ZNF436",0.992643599670907,0.996968241834006,0.987829216058149,535.776008256881,524.374133333333,539.599943548387,26.6773885460563,98.2511934556494,49.4141049334412,371.9819,255.031925,324.827625,648.0641,758.319125,583.532975,109,12,62
"ZNF484",0.700299241731804,0.830440412177436,0.879226656757076,56.6410174311927,47.57975,53.2213209677419,2.86425050585167,10.9631545089747,5.95192210484055,35.2595,29.802725,34.9501,75.1905,47.232175,61.2623,109,12,62
"ZNF780B",0.998824443817855,0.172195313335769,0.6075845510335,237.10446146789,234.952258333333,280.990390322581,11.0824131514504,35.573315795158,26.2778031081416,162.8748,131.376425,171.5751,284.0108,344.1244,326.547325,109,12,62
"ZNF557",0.99555979374547,0.971534960085547,0.977738348846153,157.837129357798,159.540108333333,155.568003225806,4.72404620998744,13.9825566796822,10.4192565266749,125.0646,125.445625,105.709075,180.3279,190.21795,176.1931,109,12,62
"ZNF337",0.980695886172623,0.0720871485392988,0.619747652676633,546.672366055046,561.402716666667,637.237174193548,23.3682148652162,82.9701691693949,34.8834814319938,379.9674,402.337025,477.815875,640.4537,678.522925,688.76085,109,12,62
"ZNF317",0.917441513789892,0.236851121761598,0.899160523542228,749.968598165138,808.714575,876.376529032258,18.704793487897,77.3901832932279,100.266385937968,627.8839,592.614075,484.5273,864.2232,929.576175,920.493275,109,12,62
"ZNF426",0.724943793768751,0.885323240779852,0.87114037181212,81.3306201834862,68.3859166666667,77.1685129032258,5.35824104684968,15.146749206057,7.06713954606391,35.1455,35.401525,33.760675,113.834,97.27745,99.300125,109,12,62
"ZNF331",0.81633466173927,0.000706735559124927,0.395185663329397,386.911111926605,431.045341666667,529.260888709677,17.156080639577,126.403437727581,35.2649454309399,274.2947,252.101475,372.925525,474.8359,420.140975,611.985625,109,12,62
"ZNF227",0.706595783212712,0.966678673153091,0.646210028167129,273.004511926606,243.189308333333,277.868340322581,10.4953471341049,23.7296615566042,19.0040316416891,204.1775,210.022625,199.610875,334.1262,281.0392,333.227,109,12,62
"ZNF141",0.890475924773689,0.3487307236084,0.488807431741183,101.428878899083,109.657883333333,88.4023790322581,6.26017910109919,17.7928717252794,5.68961984405164,63.2205,70.6271,53.4601,120.4013,135.9768,111.51385,109,12,62
"ZNF304",0.997000263525642,0.0297326341089312,0.441133999210541,225.337744036697,228.431816666667,281.587008064516,10.3772922960608,32.8896974520571,23.0413352184782,161.437,154.56605,157.309275,281.8106,288.925375,345.760175,109,12,62
"ZNF132",0.4624933492073,6.9285736703506e-08,0.171085807768081,38.584071559633,52.2349833333333,73.7516483870968,2.6846722187027,9.11428788600152,6.53600631853398,20.0822,29.986275,30.602375,49.5726,63.062225,116.132875,109,12,62
"ZNF20",0.973380283151325,0.871957669903279,0.999194385064454,205.419532110092,213.552158333333,215.009443548387,8.78923275861515,25.9851622035988,20.7639635636207,148.9975,154.39485,104.0057,247.2611,231.3846,279.035525,109,12,62
"ZNF670",0.739875524505487,0.018414462071758,0.0934167621828486,94.9148073394495,81.9187416666667,120.081838709677,4.86223722576664,9.53174936438868,9.04490768446206,58.8117,62.1577,70.85615,121.98,106.90935,159.616275,109,12,62
"ZFP37",0.961103131658222,0.98311286995704,0.984177474051343,69.5468064220183,65.8819583333333,68.2911129032258,4.24597221357881,12.9126436956155,5.8357899866051,39.5161,42.8418,35.20205,98.4022,98.5599,92.097725,109,12,62
"ZNF189",0.51808803115594,0.339498075268046,0.935839142167527,405.12102293578,347.453916666667,366.389396774194,16.6203979203323,46.7717599813353,22.1225797299136,294.9661,209.093425,231.79125,524.1192,426.832125,452.935175,109,12,62
"ZNF434",0.908287787320293,0.200608687413169,0.413740326098594,329.332121100917,343.009541666667,299.894525806452,9.39667855715818,46.4850168164944,14.1728223120558,261.7729,266.574675,240.4313,396.0436,415.836775,364.680325,109,12,62
"ZNF287",0.647121041426197,0.998883762364992,0.652781554727816,113.485646788991,100.059608333333,113.840629032258,4.11251784440461,12.6265323256316,7.66773351712675,82.9805,72.23545,71.4588,138.7724,127.501025,137.5281,109,12,62
"ZIM3",0.994554175302437,0.0335138369286698,0.360249150404998,0.00830091743119266,0,0.118251612903226,0.00585801919432632,0,0.0589254866860191,0,0,0,0,0,0,109,12,62
"ZFP14",0.855322202794784,0.155572716686133,0.318416817647312,172.024701834862,154.701766666667,203.533516129032,6.57841533507792,22.3820783725653,19.7909401490182,122.5383,129.088075,116.024925,214.2544,182.902325,225.52505,109,12,62
"ZNF473",0.761117044964497,0.162860385238315,0.967878575497986,308.680551376147,335.226883333333,344.73579516129,10.7398778226804,31.7470828684469,18.3358712123357,229.7297,239.772575,252.350775,362.5124,426.0322,391.823525,109,12,62
"ZNF614",0.904234335794027,0.674818121146558,0.679248735457977,235.796818348624,220.807116666667,251.31409516129,10.416763309587,44.4752330720788,15.0243015451998,155.9058,116.312125,181.123875,284.77,287.00105,319.82265,109,12,62
"POGK",0.841265907927781,0.296717487524799,0.400715267771769,1646.03637431193,1528.32518333333,1810.04913548387,69.7425644016148,166.067363209634,81.2326567409831,1195.3317,1207.48255,1428.5714,2054.3319,1880.852775,2084.01485,109,12,62
"ZNF514",0.739969440480449,0.138152275428302,0.216338723012552,174.829788073394,150.075291666667,208.279916129032,9.52286063129195,25.3838329623179,16.45581152762,101.99,99.4336,132.472525,225.9648,181.86645,247.138,109,12,62
"ZNF300",0.849479197809612,2.70977242644577e-07,0.060409335384525,134.074897247706,163.4683,291.429532258065,15.0191318172041,54.9768080434777,26.312212111392,8.8671,8.78185,126.9979,200.2279,292.033,400.3443,109,12,62
"RBAK",0.859712231744216,0.507647381027664,0.998287025617413,462.955020183486,491.434591666667,494.577379032258,15.0131137023919,64.3239733650181,25.9591647409693,362.0596,380.2576,341.155175,558.0524,581.1185,614.297825,109,12,62
"ZNF92",0.972093340507718,0.316007122280064,0.608424513505132,255.255270642202,245.8374,286.844174193548,11.9011584455366,40.9132070168113,19.7324152644237,172.0798,150.694925,178.41325,319.8308,283.9207,341.45185,109,12,62
"ZNF157",0.852811419187942,5.58078859665967e-05,0.208583482683554,2.2183495412844,3.23543333333333,6.56612096774194,0.267650034858472,0.924887462714718,1.25989401042496,0,0.45315,1.434325,3.0908,5.325975,8.08095,109,12,62
"ZNF182",0.944768228990565,0.211209104247724,0.476931411412363,201.600351376147,189.149391666667,235.904335483871,7.72089693281939,23.0880723534392,23.8620034427881,149.3482,148.413075,161.761925,245.3279,215.0882,256.4219,109,12,62
"ZNF673",0.990578204748223,0.00239495037296189,0.159453714006956,211.566299082569,205.614108333333,292.297959677419,6.16185702298007,21.6865309212691,30.444737400283,168.616,159.4444,207.110025,253.1088,255.832275,314.7055,109,12,62
"ZNF41",0.992587691775867,0.0981438081719173,0.479784079005621,167.999931192661,163.706983333333,208.084517741935,7.10128100296437,23.7045666070295,22.9348033964946,109.1811,95.7256,121.4759,220.5207,229.659325,225.463925,109,12,62
"ZNF7",0.484408900765985,0.51314151438623,0.845097485048904,451.133004587156,508.557516666667,479.939688709677,15.1576136430277,56.0957587417142,21.371936868824,338.503,406.333525,361.6008,527.2524,633.541525,571.066,109,12,62
"ZNF214",0.933299272595841,0.0147176711464784,0.527209729650114,35.821419266055,40.2024916666667,54.0735483870968,3.85591725096445,10.039702627051,5.38716614848219,3.794,11.84385,18.130675,51.4774,60.3901,77.058625,109,12,62
"ZNF215",0.826311617813464,0.163142602855285,0.93307361229111,27.7665064220183,34.007375,37.9044919354839,3.31347897627456,8.86325010424065,4.57028598242601,4.1386,6.299225,8.4017,42.9625,51.930175,50.128875,109,12,62
"ZNF547",0.939337669295687,0.830643297327402,0.81052925187079,56.7041275229358,60.0988833333333,53.6451419354839,3.02787896797508,7.4961716965641,4.65901168275418,34.1498,40.97055,30.416575,71.8848,74.66915,65.903175,109,12,62
"ZNF773",0.910191480160149,0.72512119488577,0.71315206058394,110.596709174312,103.353425,117.605419354839,4.66826461007639,16.576794961016,8.97688446504327,84.1416,53.9208,73.8875,146.8115,149.9421,145.65085,109,12,62
"ZNF776",0.951053980920476,0.512637398756507,0.673657431595739,335.636455963303,315.467075,374.238875806452,16.6239540141249,47.3632025572374,36.8747158130675,219.5872,190.324125,209.8371,424.8091,421.565975,466.668975,109,12,62
"ZNF256",0.363351526841812,0.00917464198644591,0.980356821179033,103.727122018349,130.74925,134.653429032258,5.1288166030809,20.7111798836109,10.2864792287548,72.191,82.626475,85.119675,124.8787,165.8219,158.374575,109,12,62
"ZNF599",0.537421066635406,0.0207969238374909,0.940353856375995,93.2170357798165,112.648433333333,118.972601612903,4.20316482208464,17.1950467987782,10.3034650637978,66.005,76.080875,65.822675,122.1827,148.96555,152.478925,109,12,62
"ZNF18",0.861974315823821,0.937085155163867,0.942543102588172,238.322818348624,223.563575,233.219175806452,9.06108183644369,24.0387093153627,11.8193643827842,180.5409,145.0228,159.202075,275.3474,285.36895,284.3049,109,12,62
"ZKSCAN2",0.863426065973336,0.954751022672652,0.795840157368147,216.483302752294,232.591225,211.75490483871,8.51992929567464,33.8418209376964,15.3158721091939,162.9032,140.996675,114.877175,262.336,282.094075,276.514225,109,12,62
"ZNF689",0.934748583871467,0.565289757646094,0.671236632033552,98.8216697247706,90.4502916666667,111.581279032258,6.70402639949277,14.5360928433876,12.1298600748732,47.7463,67.137725,42.968025,138.5042,119.093375,146.747425,109,12,62
"ZNF19",0.792380627060776,0.227362010171352,0.97705846271979,85.105623853211,76.7695916666667,74.0425774193548,4.09854714312819,12.4023431199051,5.18259946337306,49.81,56.639325,43.75625,113.6853,85.35355,90.4907,109,12,62
"ZNF230",0.604749372169338,0.718041591671667,0.388771231037672,108.507906422018,94.7699333333333,114.334014516129,3.87098907045058,9.13902869403273,7.50891096908915,79.9136,84.181525,76.457925,130.652,112.898725,133.056425,109,12,62
"ZNF222",0.846133844116906,0.609633983258045,0.571324234015736,63.5063330275229,57.4027416666667,69.0087177419355,2.69396557225348,6.51193341121046,6.25117585478936,44.8167,47.134675,42.984775,75.7868,72.907575,76.143075,109,12,62
"ZNF221",0.457476825542629,0.405332343192034,0.869211724438398,12.0455752293578,8.65466666666667,10.1387790322581,0.946319266043986,2.6339713158321,1.05382214689821,4.914,3.855325,4.3127,15.6919,9.26365,12.802375,109,12,62
"ZNF233",0.999906216618811,0.213415297077607,0.680106711350759,28.1234504587156,28.54905,56.893664516129,1.92547270805709,5.29777474922826,23.1366131836522,14.5514,16.61195,16.660725,34.1729,40.141375,48.045925,109,12,62
"ZNF235",0.798788784368197,0.356254869468284,0.391615689485835,73.4111568807339,65.2147583333333,82.6338838709677,3.92505863040747,8.05253745156502,5.86734772085844,47.8839,55.616225,54.4539,90.1068,78.668025,99.579925,109,12,62
"ZNF208",0.984547089397449,0.00281244401800274,0.280310450038179,9.54738899082569,12.3675166666667,38.948914516129,3.0699396371572,7.8195107651236,10.6472839594445,1.0336,1.45975,3.5663,5.9504,6.472775,22.290225,109,12,62
"ZNF714",0.936942456805326,0.380347748425191,0.576254804649673,200.218931192661,184.752933333333,231.511732258065,12.9633216661526,38.1196616931519,21.6161200619159,109.3358,103.75035,109.1298,279.0595,189.482575,320.926975,109,12,62
"ZNF394",0.987416012326981,0.0149673295043141,0.4122528046874,474.584502752294,482.931008333333,555.6224,14.9065775549332,35.1221145683549,28.7312476164933,381.0575,377.9809,397.175325,516.1561,518.614275,626.827,109,12,62
"ZNF333",0.906411907792231,0.00170991582020352,0.0789676075818347,168.02655412844,155.456975,222.453812903226,7.63923185126274,19.4813568966827,16.1482598932437,116.269,113.8292,132.8656,209.059,192.756525,282.8678,109,12,62
"ZNF382",0.989785666381372,0.0130918452136524,0.259500290662065,40.0000155963303,38.814525,52.9931338709677,2.38370226203238,7.38347751930276,4.38579480592783,21.4677,23.895875,35.4955,50.9554,54.797425,62.990825,109,12,62
"ZNF577",0.994773383385572,0.346505043575916,0.705461157246353,197.164781651376,192.933308333333,228.793075806452,13.2787669213443,35.6800536568518,19.3874185771567,108.8298,112.475325,121.910225,226.3682,272.866275,290.36595,109,12,62
"ZNF75A",0.211151331044926,0.0653766173996979,0.87356878071886,254.984131192661,336.7252,311.901620967742,13.8862194895813,75.2911615452889,20.0777082808776,165.2083,184.550225,203.4304,319.7234,375.009225,418.434175,109,12,62
"ZNF496",0.911411651451286,0.951963595885246,0.848393936527313,403.186453211009,377.6666,412.907559677419,20.0015428438407,51.2776740786466,25.5484749632821,247.6008,276.43515,268.8163,531.9066,448.5367,522.549,109,12,62
"ZNF2",0.947255519761202,1.74243190129708e-05,0.102682626168245,135.917985321101,139.680241666667,165.224561290323,3.48985162563755,6.61832538978475,5.88384424682365,111.8002,135.260525,127.044525,158.2391,154.349525,201.054,109,12,62
"ZNF589",0.995596886984951,0.290634317693739,0.675088418478158,675.982266972477,691.728716666667,537.379424193548,62.8599027483802,208.735550863463,46.0149233213797,348.6992,321.35815,330.849725,811.7038,840.3454,628.543775,109,12,62
"PRDM9",0.000615574662217178,0.594919094946441,0.00528128633368508,0.0663018348623853,5.223475,0.76001935483871,0.0218329770178009,5.10955299199932,0.208792525788557,0,0,0,0,0.08015,0.6081,109,12,62
"ZNF12",0.904652746668231,0.00262205303809659,0.403104104598431,540.893389908257,567.462283333333,650.732319354839,17.0845852996871,71.7978784198147,30.1313662696756,430.4685,457.68985,502.46595,645.7864,751.83795,813.176075,109,12,62
"ZNF202",0.728761120479044,0.162437697117314,0.225442019582798,286.44079266055,253.708258333333,327.755270967742,11.1561820477844,26.5523284129901,23.3587604568937,208.8963,187.556775,211.891625,327.8618,307.884475,419.134625,109,12,62
"ZNF3",0.986619177892302,0.899620070262998,0.997280267531846,1101.87470183486,1083.07574166667,1074.31161290323,35.1508719364454,71.0793831389557,58.4641991495425,863.336,902.993725,755.841075,1335.3568,1193.07235,1254.839575,109,12,62
"ZNF606",0.797569680976894,0.0528855768822168,0.840368551827739,321.86617706422,358.031216666667,390.905637096774,13.7531891757344,64.6032922632346,30.0380719217437,227.3584,231.167475,199.617375,396.7564,404.62715,480.13295,109,12,62
"ZNF91",0.905135583360946,0.350376871027515,0.50957903256557,301.483000917431,280.61695,337.039243548387,14.208316982447,30.4566778774886,24.0243435697921,201.1396,240.983975,205.4208,409.1662,317.479325,431.9783,109,12,62
"ZNF226",0.554979320324634,0.782891681836341,0.785237423959633,319.288562385321,280.043075,306.076561290323,10.9588363437535,26.703006696614,18.4164332250157,240.6323,215.8751,211.242725,387.3665,340.20705,349.6893,109,12,62
"ZNF229",0.995048519629513,9.24595389140137e-09,0.00728787182454271,17.8232724770642,21.0346416666667,128.231637096774,4.31128152472594,18.5620703608006,22.7906344017746,1.5404,0.8143,5.3146,9.243,5.07555,163.3409,109,12,62
"ZNF180",0.877604884688392,0.015685218823123,0.147265519249337,172.487691743119,161.433391666667,205.702369354839,6.52173658666863,21.8577533076781,10.7746938727329,128.2529,110.69905,147.3607,206.7834,209.87185,255.45765,109,12,62
"ZNF641",0.666616770036713,0.541560259193152,0.953113675074405,93.9700880733945,77.7254416666667,83.5120064516129,6.65511581346957,15.7179386408345,6.11464391891452,33.8321,43.94375,46.680725,146.8948,105.24615,124.778275,109,12,62
"ZNF610",0.912152815208859,0.207017308260971,0.423862701622406,137.978677981651,127.708983333333,160.361370967742,7.75349083454051,16.5883402702102,11.3290867149682,84.1683,102.671125,89.965275,184.1168,157.341375,215.846125,109,12,62
"ZNF528",0.38130712515778,0.675066843615453,0.669615490269782,291.8119,213.01065,265.571501612903,20.8518931753913,35.543991360224,20.3222168324662,130.4747,142.819975,111.968875,396.3611,252.0206,370.348225,109,12,62
"ZNF701",0.977035745799349,0.0111226614000751,0.220214928155872,101.643095412844,98.4839833333333,125.104232258065,4.58987942091543,14.6097676516631,6.98570165782322,67.9157,65.250425,81.61305,129.8322,116.46315,157.579525,109,12,62
"ZNF283",0.973170884009305,0.833131846679658,0.869135141707445,55.0765825688073,53.2341416666667,57.5750225806452,2.40041707116846,6.41224290485217,4.00331025940518,39.7933,44.664,37.37315,67.0471,65.865975,70.479525,109,12,62
"ZNF558",0.954463505980265,0.112414834499417,0.399898999475656,409.800801834862,389.052441666667,484.848317741935,20.2531010751353,46.5309843437754,35.5889403228217,273.4873,308.3768,293.39525,497.1963,513.104275,623.2112,109,12,62
"ZNF597",0.649086293433883,0.0234879439902297,0.879579896636868,37.7809733944954,31.7757583333333,28.38775,1.82727803363629,4.83295974185934,3.51627986683179,26.9345,23.123025,3.799025,49.8221,45.940975,41.809225,109,12,62
"ZNF30",0.943375958484692,0.430799784109757,0.947722137756542,97.0738119266055,102.016958333333,106.936206451613,3.74364253273053,11.1810629461526,8.41733327347958,67.075,85.1159,64.7208,120.6825,134.7553,127.22805,109,12,62
"ZNF354A",0.932405473803281,0.00674799513771807,0.449096689297583,323.661322018349,338.438383333333,390.436570967742,12.7806318962084,53.8633026463664,16.5745759129562,229.5644,238.47205,299.49005,391.9649,407.20275,461.719075,109,12,62
"ZNF764",0.162221268474622,0.552615333205086,0.430151521480555,232.241439449541,190.336575,219.796891935484,6.60842765399162,11.2398928750161,11.3550296427899,187.8384,165.377675,151.146425,259.2811,214.321625,275.871325,109,12,62
"ZNF747",0.813337362016742,0.75116983911899,0.606376251593981,251.753466972477,232.565408333333,263.567417741935,7.08564119098359,30.6227002334089,17.7619050361615,207.925,174.830525,161.6589,296.6398,269.880875,328.896525,109,12,62
"ZNF778",0.997387644771306,0.564390048671287,0.830155265350886,59.8594981651376,59.2322333333333,64.723714516129,2.50366644674897,6.76910373352352,4.64273567932239,40.1643,36.55595,41.23225,73.2973,69.3957,74.087875,109,12,62
"ZNF212",0.884555671942547,0.819692932186785,0.7289697630853,503.196194495413,475.853675,521.40835,15.7633973563706,39.7839037087563,29.9672079392217,383.7769,362.55035,358.406925,595.9218,552.4917,631.63195,109,12,62
"ZNF282",0.376902532160487,0.000391764268453332,0.775368388701772,1299.58681284404,1119.45196666667,1024.39653870968,39.9986550599655,76.891352750852,64.5037374493456,1024.3551,990.56,769.518675,1504.4074,1309.371775,1181.88035,109,12,62
