"gene","p-adj-G2-G1","p-adj-G3-G1","p-adj-G3-G2","p-adj-G4-G1","p-adj-G4-G2","p-adj-G4-G3","p-adj-GX-G1","p-adj-GX-G2","p-adj-GX-G3","p-adj-GX-G4","mean-G1","mean-G2","mean-G3","mean-G4","mean-GX","SEM-G1","SEM-G2","SEM-G3","SEM-G4","SEM-GX","Q1-G1","Q1-G2","Q1-G3","Q1-G4","Q1-GX","Q3-G1","Q3-G2","Q3-G3","Q3-G4","Q3-GX","count-G1","count-G2","count-G3","count-G4","count-GX"
"ZNF92",0.814159727762971,0.913400282117537,0.930932082491074,0.504756214342229,0.611101931487776,0.267760687687996,0.00227602279795214,0.0043242231966184,0.00321608295944364,0.00913950530779239,139.726175,165.599603723404,160.099205555556,179.000971641791,398.7079,11.3414687838284,5.48159685774614,4.12801035897853,8.26772403540655,NA,117.582125,130.91865,124.47255,132.08465,398.7079,158.326675,184.75565,185.529425,214.61215,398.7079,8,188,180,67,1
"ZNF157",0.97319470616162,0.969062242551991,0.999987012497926,0.533813835688242,0.0904264492382939,0.108979125364803,0.878676782656037,0.936194718254115,0.938741974359565,0.993336490238882,3.1870875,2.68868723404255,2.66821666666667,1.88308507462687,0.9229,1.21624126695404,0.166403655408866,0.175647748661546,0.204541418180981,NA,1.8215,0.97385,0.9894,0.49315,0.9229,2.4392,3.622475,3.605575,2.8722,0.9229,8,188,180,67,1
"ZNF182",0.996563473186495,0.999999977150968,0.695512113584745,0.998914797264077,0.999597402975774,0.94761219506522,0.967248936366463,0.981193836724683,0.958562792477892,0.977657669598417,229.5961375,218.399359042553,230.156861666667,220.955932835821,169.82,28.6254417981623,5.57776953638015,7.21982717059911,10.8156961108334,NA,157.341525,162.95405,162.400775,165.2499,169.82,268.03,265.741925,277.190775,260.60925,169.82,8,188,180,67,1
"ZNF673",0.94244321497688,0.927396961046402,0.999736287969077,0.990675641132368,0.954266696760162,0.917833164112245,0.744689582407211,0.851260116768858,0.860025441500525,0.8042534919864,293.75885,271.310220744681,269.724591111111,279.597682089552,188.2787,17.1029958376867,5.29470503903333,6.14328096010636,12.9346665826048,NA,254.918925,226.518675,215.8865,212.20345,188.2787,317.178025,308.617775,303.970475,305.7895,188.2787,8,188,180,67,1
"ZNF41",0.231716727110836,0.114523765530529,0.774843134467805,0.028029221832233,0.0995712658798297,0.491307256268645,0.90148829246803,0.99970338426996,0.99999445531649,0.999856854385237,342.6446375,286.203332446809,277.109460555556,259.761598507463,271.8043,28.2581009394711,5.91037332813914,5.07720422810855,9.30835163344686,NA,274.7397,228.205575,234.636275,213.18795,271.8043,415.144425,332.76615,322.59535,304.17645,271.8043,8,188,180,67,1
"ZNF7",0.902496641450357,0.888617571148049,0.999936070490088,0.996818389241583,0.674116967503496,0.618652428131884,0.94010368147774,0.988075990920427,0.989270688052428,0.961263568566804,409.57375,371.606167553191,369.998026666667,394.063049253731,312.9442,24.3741290699278,7.78720738705049,8.56166554280624,19.4771393512069,NA,373.730875,291.752375,287.781,290.54115,312.9442,443.498175,442.842475,439.2836,456.68525,312.9442,8,188,180,67,1
"ZNF214",0.877278276860852,0.821651609170814,0.993335459937589,0.0497468462944469,2.17125763611881e-05,0.00010069624905662,0.716385981009442,0.859724149173803,0.878621271672562,0.998042886196445,86.1794875,76.6168159574468,75.3878116666667,57.5711298507463,48.9156,13.3521070989007,2.15423868538027,2.00667966994931,2.96557334228346,NA,63.542425,55.526925,55.16055,40.38575,48.9156,111.868125,93.06375,91.9848,73.07055,48.9156,8,188,180,67,1
"ZNF215",0.84047272898664,0.652936319684674,0.783166978371352,0.39153493181145,0.248984611062387,0.754744691726331,0.377176158340493,0.544546984139904,0.622028192892992,0.732021198960476,27.1521875,38.9888675531915,42.778205,48.2084895522388,87.6788,5.01802387451039,2.15061774565473,2.2608836417511,5.08821316925819,NA,17.129825,14.7572,21.858175,17.54665,87.6788,34.064725,56.441175,60.958175,63.0285,87.6788,8,188,180,67,1
"ZNF547",0.999240984271999,0.999514197148046,0.999985913426457,0.973983848822747,0.863555056223083,0.836366590497465,0.999996417512773,0.999874123481493,0.999901658971496,0.998417234167031,51.339075,53.8488622340426,53.5828533333333,57.8614701492537,49.4186,5.53761049759957,1.78098477778962,2.02205724519978,5.15370943079845,NA,38.97465,37.834175,37.30485,36.09025,49.4186,58.82905,62.0802,63.318125,61.60865,49.4186,8,188,180,67,1
"ZNF773",0.80031181513399,0.328173689416208,0.0594163958885361,0.1807060326153,0.0260286802641092,0.853896735809031,0.999660370813615,0.999699610917169,0.990019677849257,0.97350804788951,131.586775,114.651788829787,102.883501666667,96.8262,122.7503,13.9676489391782,3.22932907549392,2.89464076062661,5.50576494495254,NA,95.681775,79.881725,71.3577,61.9139,122.7503,153.3915,145.714075,132.4017,125.57755,122.7503,8,188,180,67,1
"ZNF776",0.925891321620579,0.274395692430632,0.000554876828360085,0.00794992831871666,5.33805000202392e-10,0.00204847173884304,0.998891342073269,0.999999995703049,0.992611347571866,0.872363071631482,530.59225,494.141951595745,441.707450555556,375.678964179104,495.5976,26.3418430729853,9.70307755741067,8.43591641029331,15.7150376246186,NA,490.750025,412.571075,347.225,284.8733,495.5976,553.7692,565.18475,519.876575,457.5294,495.5976,8,188,180,67,1
"ZNF256",0.997946194825082,0.593524461820075,0.000842015639290761,0.376903734630301,0.000925584014505265,0.842989800273166,0.85760628904,0.881044252489564,0.984385425961635,0.99554468559863,116.2331375,112.35132712766,98.1219011111111,93.0540328358209,79.8339,6.17035928266098,2.44222727437185,2.51217990008808,4.9223605558335,NA,108.14655,90.23255,76.14735,61.37615,79.8339,126.533975,131.527525,122.5704,121.72495,79.8339,8,188,180,67,1
"ZNF599",0.945201160466469,0.861742882571043,0.921519027779931,0.456805703240234,0.0965676634160668,0.338733186819906,0.520728961826286,0.636610895720279,0.691229806735136,0.841649164262775,113.036225,105.393275,102.942695,95.3842149253731,65.9898,8.46698605768204,1.98323690425155,2.04956968812056,4.11819324381156,NA,98.39285,86.5342,84.1916,71.6698,65.9898,125.444975,121.724225,119.588,111.27335,65.9898,8,188,180,67,1
"ZNF18",0.592291647291647,0.107687074875697,0.00647339132073965,0.00154535657824928,7.29250138054027e-09,0.00166050613059088,0.99992708983474,0.99547084011652,0.947966901770763,0.709954563607526,140.3086875,176.022405851064,200.159752222222,236.94911641791,149.9769,7.98410280350535,3.66960503132995,5.41037394061287,11.7373982796872,NA,121.511775,143.4062,149.295175,171.6091,149.9769,154.440725,196.040175,235.308225,286.26435,149.9769,8,188,180,67,1
"ZKSCAN2",0.999568803796669,0.999779414169649,0.666580892883077,0.999362140985709,0.784721471378295,0.999859548813629,0.254399230881564,0.235218988536527,0.178367252761261,0.173875528059915,166.762925,170.736427659574,163.404392777778,162.21701641791,279.6493,22.184315360856,3.92178592318013,3.95439966917191,5.57125503480933,NA,125.959675,129.45955,125.594475,131.8009,279.6493,191.87725,201.62045,191.33375,185.081,279.6493,8,188,180,67,1
"ZNF689",0.99821854188356,0.999331872148456,0.344925488589189,0.947435864655929,0.0550419146835319,0.667595335272192,0.977625006108538,0.986568120874839,0.956315084270276,0.901528592200248,144.72695,150.350593617021,140.340348888889,130.417668656716,176.742,9.87594061051908,3.59757969911661,3.91303829703156,7.13433329953202,NA,140.165275,119.752775,106.197375,91.0594,176.742,162.659,186.01995,179.275925,174.13105,176.742,8,188,180,67,1
"ZNF19",0.999691963527562,0.999993768649578,0.993708577293907,0.639010528537814,0.000426179454191433,0.00156049582052298,0.469286773737932,0.369174947910068,0.39470727659525,0.740519753487247,97.6934625,99.9721026595745,98.5503766666667,80.7444328358209,40.5168,9.53150827284616,2.48347570418601,2.54503634877403,3.0332849763155,NA,76.158,78.587325,74.339325,67.00955,40.5168,121.3533,118.58535,117.983075,94.7487,40.5168,8,188,180,67,1
"ZNF230",0.726548437521322,0.207469672898214,0.0178067890374225,0.00792240641635067,3.00757177051914e-07,0.00767071154058507,0.999786632292872,0.998969575831257,0.977514315062126,0.828304848477071,164.0234125,146.870895212766,134.528772222222,116.167356716418,156.8989,24.419490134832,3.10043877169304,2.5463532194687,3.74369665329854,NA,124.10795,117.64245,111.599325,92.1439,156.8989,177.230075,175.07105,155.37925,137.2193,156.8989,8,188,180,67,1
"ZNF222",0.981484030838135,0.715887732950021,0.104304581509603,0.335608433641788,0.00448530653654944,0.432240787520603,0.998875074374542,0.999988924873988,0.999807241044663,0.993913862539436,72.657525,68.6105074468085,63.4356788888889,58.4947194029851,66.9128,6.11974965261039,1.62313909840616,1.42964637507097,2.10283335691674,NA,64.047475,53.0621,50.858425,44.4379,66.9128,74.706525,85.433975,75.56025,70.5729,66.9128,8,188,180,67,1
"ZNF221",0.458535799908119,0.135436732408125,0.13405512913068,0.0296919781665413,0.00514226657503902,0.407443790990232,0.664840286096286,0.923942493727603,0.97825610754091,0.997513069924532,27.88565,20.6061287234043,17.6446877777778,14.6151089552239,10.6138,4.00715801027183,0.974667251617849,0.887500856358827,1.05588481540577,NA,22.468275,10.807075,9.356875,8.69175,10.6138,31.070525,27.159975,22.364975,18.22305,10.6138,8,188,180,67,1
"ZNF233",0.998845882714041,0.992846656604432,0.980764805672927,0.922098359651814,0.568076141701679,0.81876048098195,0.94136636582128,0.954450486790455,0.966489546544635,0.987840879577562,26.6965,24.8177877659574,23.6902577777778,20.7121208955224,11.0752,8.21548611893156,1.35882557066198,1.58337711679225,1.8221121154659,NA,14.366725,12.415575,11.019875,10.54425,11.0752,27.1261,31.52495,26.89695,25.75915,11.0752,8,188,180,67,1
"ZNF235",0.960457120872899,0.554072519174068,0.0331188065758873,0.258972597054463,0.00352702673450178,0.593570703583311,0.601852093487331,0.704650547195061,0.865057556947534,0.939881938911286,100.0437375,92.7103856382979,83.7335311111111,77.5321417910448,54.4855,4.38554998945146,2.32892579179449,2.07786276015672,3.66865433133252,NA,91.6131,70.8792,64.440225,54.57105,54.4855,104.246625,114.50675,102.61465,101.90145,54.4855,8,188,180,67,1
"ZNF208",0.999828668285239,0.999477870548921,0.99972414139927,0.99911576753501,0.999269496544982,0.999975750897937,0.989312771804841,0.979931403485769,0.977264566865733,0.975539353905699,98.857175,109.62422712766,113.130902222222,115.743667164179,7.8449,26.9151441597659,9.70602786038456,16.9600671975554,18.545712961101,NA,32.563125,19.022825,14.888,13.3734,7.8449,158.7882,154.5167,121.533425,170.86025,7.8449,8,188,180,67,1
"ZNF714",0.999990044806475,0.999143396832508,0.977583245111259,0.999985742779,0.999999867724403,0.994738739241742,0.998219359348667,0.996871918027632,0.994175119061499,0.996792313561675,84.445075,86.8263063829787,91.75166,87.1447328358209,58.6064,10.2521350513607,3.4783314234435,8.44215616759648,5.94074822523461,NA,65.496575,56.11495,49.8108,53.6908,58.6064,98.771275,106.533525,105.602375,109.7821,58.6064,8,188,180,67,1
"ZNF394",0.979467293705142,0.996574471454274,0.947405920006274,0.986381036364071,0.99997393715288,0.992540347230822,0.995653103928157,0.974307219554939,0.984472689215867,0.976934617951123,441.9786625,467.695807446808,458.057807222222,465.850958208955,391.7859,31.5274538842733,9.79906540495998,9.10654817736009,13.2473294446612,NA,380.731375,392.91915,374.772325,403.59645,391.7859,487.232025,514.64255,514.2241,512.69335,391.7859,8,188,180,67,1
"ZNF333",0.506190181956249,0.501568095566306,0.999999819478067,0.52900768663241,0.999998193103266,0.999999788721784,0.683993498518805,0.925611043375254,0.926599868912286,0.929088495998604,261.7384875,211.525596808511,211.252894444444,210.863634328358,139.8246,14.9952304631034,5.93789888904811,6.58648999980523,12.7622720294333,NA,245.239275,148.506325,146.242375,139.4038,139.8246,285.154375,262.4064,251.8272,263.6964,139.8246,8,188,180,67,1
"ZNF382",0.998586357082151,0.92294248417945,0.331630097311732,0.484133456181,0.00395990240741528,0.198160400906813,0.99354488656458,0.982495755565598,0.946925373019712,0.835062053903001,77.23185,73.7637494680851,67.13045,56.6649880597015,92.2935,11.6657117493962,2.65484165958138,2.29668738586621,4.23049605106382,NA,63.6543,48.850375,45.817975,35.2243,92.2935,92.100975,97.50125,80.116625,68.0573,92.2935,8,188,180,67,1
"ZNF577",0.366592233259043,0.0652305384315641,0.0354531985460443,0.0113106134606995,0.00101838803772047,0.375454599264998,0.377854970643568,0.72462801444571,0.878018261679421,0.959102217616172,269.8187375,188.105845212766,150.857676111111,118.736937313433,32.3027,42.9687705840613,10.2221541611243,8.21910035183661,14.1074646448209,NA,181.169675,83.3918,73.236325,50.33945,32.3027,367.64745,263.1512,192.903125,134.00765,32.3027,8,188,180,67,1
"ZNF75A",0.999627603461747,0.999862494750905,0.999870837068929,0.998944433474581,0.999770141071905,0.998438080405753,0.515494006814342,0.412386098249781,0.422318008097235,0.402106951479598,229.9628875,236.083158510638,234.729069444444,238.219076119403,89.9862,16.5612128392932,5.89558129807877,6.37104333412983,11.096525929487,NA,197.360275,182.8683,174.878375,173.2971,89.9862,266.8969,267.189775,279.06175,291.32035,89.9862,8,188,180,67,1
"ZNF496",0.849616780398426,0.645782082403774,0.721916475306377,0.100434669762666,0.000995171225082414,0.0252006469116419,0.996449134171178,0.999999988408132,0.999960483487258,0.983363469424828,389.5167125,351.364652659574,337.757989444444,293.239502985075,349.7923,29.7223838340222,7.51515884291834,8.42467178920028,10.2172624082908,NA,366.964475,286.636925,256.1739,233.0631,349.7923,434.4795,414.977075,405.68305,357.6126,349.7923,8,188,180,67,1
"ZNF2",0.99999999160872,0.997342548411155,0.750336792992211,0.858169000555108,0.0637784193552606,0.400593525188353,0.999999462703012,0.999999597010538,0.999847193993952,0.994042485294873,125.884925,126.007470744681,122.937195555556,116.779425373134,126.9036,13.3093512808899,1.93340114355059,1.66752195250354,2.71202006008554,NA,99.22875,107.261975,107.0642,101.357,126.9036,145.10065,145.99415,137.662225,130.33255,126.9036,8,188,180,67,1
"ZNF589",0.991393707812772,0.893280750121115,0.506310683131037,0.931786139622228,0.878589574102083,0.999516121840399,0.679133449572032,0.731843997027059,0.822793261799058,0.80969073644824,224.373275,208.236635106383,191.852443888889,194.910859701493,85.8329,31.476094299125,7.85770702627653,6.29093771136965,13.4474142352167,NA,151.465625,140.035675,129.08725,121.49195,85.8329,265.354375,249.71165,235.519175,232.02415,85.8329,8,188,180,67,1
"PRDM9",0.999999128365657,0.961608565511061,0.0937925370034826,0.960379427020831,0.316578643022291,0.999992523625416,0.999544287013029,0.999574296103531,0.990113002750171,0.989406997936448,0.1043875,0.0969952127659574,0.217361666666667,0.222379104477612,0,0.0694112805712135,0.0208836754927084,0.0452641519945788,0.052965533092584,NA,0,0,0,0,0,0.0883,0,0,0.35075,0,8,188,180,67,1
"ZNF12",0.915761619610967,0.997984640486645,0.342796280231998,0.989798230338734,0.00680179460779007,0.259163724656856,0.0117251121567514,0.0170720406832943,0.00918541920584293,0.00359554575072929,878.9965875,955.595977659574,907.088260555556,834.726313432836,1736.5021,101.347538170887,20.201390354004,17.378857789426,25.6774947930622,NA,654.03475,787.795275,771.78565,710.53645,1736.5021,1046.03645,1047.9459,1011.253775,947.3118,1736.5021,8,188,180,67,1
"ZNF202",0.98281189557219,0.995730282376541,0.97877372031281,0.999721358857625,0.903260311046769,0.990840230046097,0.939872600654583,0.972482219159861,0.961554974534087,0.947490545818322,255.3584625,238.436732446809,243.610761666667,249.287376119403,185.0485,23.1013257198117,5.83273923025025,6.42830129203766,12.7623179246978,NA,213.168375,183.80215,184.29575,180.76485,185.0485,263.440175,279.154125,286.48505,299.764,185.0485,8,188,180,67,1
"ZNF3",0.999998751250347,0.997564864040001,0.872525486505286,0.993442445811623,0.862920021793726,0.998703459383201,0.997050650388534,0.995597342316399,0.989223832184826,0.985717197677114,600.3791875,598.077633510638,584.883644444444,579.658870149254,648.1587,40.054100793576,9.21349693787145,9.97169630660375,17.3805970228722,NA,519.042175,508.08415,497.263375,489.11725,648.1587,660.323125,664.95745,651.093225,632.18485,648.1587,8,188,180,67,1
"ZNF606",0.994269903574566,0.999892590713466,0.309332666127761,0.970903776834912,0.0592851226559044,0.714385766758452,0.999981433321268,0.999999019560371,0.999873816754381,0.99735864700144,254.9774375,267.355827659574,250.469121111111,235.213740298507,263.4979,20.8615705243084,6.37664701155963,5.66760110740518,12.0401134955115,NA,216.3725,213.79285,202.5349,183.84265,263.4979,301.71815,310.0695,291.96825,293.5118,263.4979,8,188,180,67,1
"ZNF91",0.947476668301483,0.365608044921835,0.00195885493447989,0.0561111968246892,2.80268985441978e-06,0.101212927172223,0.945376462080868,0.984925277724276,0.999924878452945,0.999521055012628,417.793625,386.209354255319,340.007959444444,298.230613432836,323.9502,33.5247430436981,10.060958046549,7.59491874111154,12.4878073149688,NA,369.6174,291.96955,271.974975,223.5935,323.9502,428.118625,464.5439,397.982,349.75365,323.9502,8,188,180,67,1
"ZNF226",0.99999997281268,0.999788003367888,0.982734673577417,0.991794938311313,0.793096798313494,0.951129567249138,0.999314904692589,0.999050661065212,0.997925297770783,0.99383948403445,323.4496375,322.594009042553,315.373165555556,302.181319402985,355.3299,34.2997690417252,7.92533223646119,10.765768471031,15.9607286519294,NA,222.5963,242.701175,219.63415,204.8848,355.3299,412.942575,376.629175,364.068575,362.06065,355.3299,8,188,180,67,1
"ZNF229",0.897100331970949,0.359637760439917,0.0121506155142436,0.333408547189278,0.0645389863206721,0.99855680618899,0.805102561616102,0.569366250964313,0.360735740791592,0.342643651842303,172.4727,144.646056382979,115.906836111111,112.412028358209,272.7273,22.9525156983857,6.87893631844252,5.94284214439024,9.44595223778716,NA,119.2024,69.3056,53.26575,53.41185,272.7273,201.020075,206.781775,161.444075,142.92155,272.7273,8,188,180,67,1
"ZNF180",0.987397624978346,0.998404670162442,0.049685195334855,0.963062008335541,0.0220686759674443,0.851142526075414,0.997715394796177,0.985466598140764,0.999340061592605,0.999985703587141,154.205025,162.079635638298,149.592435555556,143.284328358209,139.3632,9.89535907293974,3.58797279406085,2.54516146495354,6.2141872609087,NA,138.9147,130.885175,125.8258,114.56555,139.3632,165.63475,190.097975,172.274,167.1444,139.3632,8,188,180,67,1
"ZNF641",0.420888265933472,0.115802453917752,0.125712603454022,0.0070922906039329,8.18715534702807e-05,0.047786211402925,0.813603542010684,0.984376280537145,0.998606755641951,0.999966336945661,263.3618625,214.610231914894,195.242733333333,164.329420895522,173.0503,20.9606921285665,5.95815956108011,5.5583126724969,9.85078020743393,NA,233.522525,161.904325,137.562525,100.50425,173.0503,310.1545,272.9297,249.859575,217.24825,173.0503,8,188,180,67,1
"ZNF610",0.963221757746416,0.669201129108017,0.141672994058003,0.549332961043849,0.145194153531413,0.974440545634027,0.999822246716206,0.993609677355645,0.964973057529939,0.94664280399178,72.946825,66.1176946808511,59.2735016666667,56.8243492537313,77.988,6.33131617462949,2.13157280233951,1.95488889080828,3.90408846998581,NA,62.567725,46.978425,40.71425,34.1024,77.988,87.815425,84.221975,79.15765,75.595,77.988,8,188,180,67,1
"ZNF528",0.998691056228938,0.997458997988761,0.999771374489024,0.999999327953127,0.9756421962426,0.951184251656226,0.609877610704024,0.491306118926654,0.47955298273044,0.55073263489926,368.5964,353.97897393617,351.263657777778,366.336517910448,589.294,40.9930528220419,8.43565425458648,11.0058034075332,25.2622940635206,NA,305.145475,277.4893,248.776875,209.38165,589.294,400.886425,425.56285,430.1925,452.97735,589.294,8,188,180,67,1
"ZNF701",0.999801775560522,0.999973364554774,0.999312985157197,0.975791827802647,0.792185581437025,0.696044849194769,0.923767671612717,0.884497994473934,0.894149945498644,0.813522305629918,136.9042875,134.225607446809,135.284617222222,127.323343283582,174.4347,17.2049893299302,2.91964391880508,3.39891959232972,5.31332961870534,NA,115.7441,102.7977,105.99385,88.456,174.4347,143.9572,163.73125,154.70545,153.0054,174.4347,8,188,180,67,1
"ZNF283",0.753360820826633,0.991097318020762,0.0790162019511307,0.999962213036455,0.050271039987295,0.913568174003534,0.559449129208808,0.773159388842414,0.60975355323925,0.535147447495421,45.72285,53.327889893617,48.6212583333333,46.471528358209,73.8348,3.83083701707976,1.43910211144818,1.22656205309264,1.77684336212988,NA,39.9657,40.3289,36.4296,36.62555,73.8348,45.796575,64.87295,57.921175,54.85335,73.8348,8,188,180,67,1
"ZNF558",0.999986527400342,0.999628770682849,0.853683687091083,0.998553812169814,0.867646505446935,0.999321247376946,0.951550154737339,0.932116042040183,0.95857052303667,0.965931874865374,424.6204875,418.429340957447,438.873280555556,445.44888358209,574.0655,38.4606014626955,11.5172553455208,16.5436007638937,26.8478940111279,NA,375.898175,326.2554,306.041275,293.6019,574.0655,466.929625,471.9695,498.18705,494.2483,574.0655,8,188,180,67,1
"ZNF597",0.99999813153518,0.977346509012487,0.352111006043825,0.398897180233847,8.91703158563129e-05,0.0162945352926017,0.997404602204133,0.996023029898523,0.980566220606196,0.854532934834734,55.79895,55.4411234042553,51.8899305555556,43.6169074626866,62.2981,6.89964844583196,1.38027919641899,1.37454181588613,2.12214264488911,NA,40.57605,42.99915,40.455675,31.7346,62.2981,69.804075,64.0674,60,52.05915,62.2981,8,188,180,67,1
"ZNF30",0.998031873000924,0.999611032759095,0.389263070492785,0.999735368096683,0.998346631517154,0.855091408749156,0.538492250727258,0.41192626915934,0.528655989080914,0.442588901244613,62.382075,64.9706063829787,60.6653572222222,63.9947835820896,24.4578,7.61305853767886,1.67598711980081,1.47644345808578,3.83804444959034,NA,47.08525,45.6079,47.405525,44.89535,24.4578,82.45905,79.579475,72.8645,75.2328,24.4578,8,188,180,67,1
"ZNF354A",0.809893038849107,0.707695376911985,0.970691277976856,0.550319908502714,0.73952490543727,0.942747162852919,0.984205053157135,0.875046847416195,0.84619133951365,0.794585023675474,293.9143625,366.424165957447,378.434141666667,398.319274626866,190.5861,29.5933032289639,10.9718580238056,13.9831705306485,30.9322228686141,NA,244.414875,265.479775,283.151225,301.66115,190.5861,319.659525,427.160875,431.739275,412.18245,190.5861,8,188,180,67,1
"ZNF764",0.976840339314695,0.984447208114927,0.999603951195054,0.613575206114796,0.164361759279278,0.121564790304133,0.880949063625792,0.935418274778527,0.929196718689339,0.990611897720448,211.260825,202.443273404255,203.332508333333,189.157826865672,169.82,7.88432410817616,2.86858241135459,3.13416799729964,5.79321254307511,NA,195.852,177.8487,175.09005,156.32505,169.82,227.553075,226.717825,228.0352,219.66365,169.82,8,188,180,67,1
"ZNF747",0.99889119427262,0.999989652689681,0.968867184582426,0.989093587788548,0.297953358252985,0.58658816881704,0.969103780367504,0.939411929313851,0.955876076193273,0.988153612346572,296.1409625,302.117670212766,297.986296111111,284.967126865672,254.2086,15.9186359878012,4.361522470928,4.41814252112797,9.3137946880016,NA,276.180975,267.785275,257.523275,231.9202,254.2086,316.862175,324.98895,326.31365,321.03525,254.2086,8,188,180,67,1
"ZNF778",0.99661260294413,0.999967870312247,0.915050311636325,0.940920225677998,0.0313176710879139,0.156418553734141,0.934922246840665,0.955824008874978,0.933199497609656,0.801364234543246,82.4687375,87.950679787234,84.158415,70.2364940298507,118.1357,11.8881039311805,2.54110747051571,4.02456533335863,3.32630207196746,NA,53.93985,63.9173,57.4985,53.7963,118.1357,99.129925,103.981825,103.58305,84.378,118.1357,8,188,180,67,1
"ZNF212",0.942752358158803,0.873570310329619,0.956054400952047,0.499214805393736,0.152346769209486,0.399405939355175,0.997891719827252,0.999997123005806,0.999999992825547,0.998945040819584,250.623,268.755659042553,273.61458,290.325004477612,272.7273,15.4045099068654,4.76857061743029,5.02280334575048,8.37504198151542,NA,211.959425,225.73305,227.2454,243.5867,272.7273,284.662775,299.583425,306.02795,330.08385,272.7273,8,188,180,67,1
"ZNF282",0.937396581206347,0.987717491023192,0.869314037472217,0.947319278788036,0.00100446735424564,0.0134702779292782,0.998304719944116,0.999999675789988,0.999924516689294,0.977008599170005,636.354725,594.883102659574,609.827993333333,677.250655223881,589.7554,33.8483428131315,10.3783313454742,10.4931973655026,22.4000141693425,NA,593.528625,509.5157,518.768075,554.6417,589.7554,672.523975,669.843975,681.144525,775.33675,589.7554,8,188,180,67,1
"ZNF160",0.405966855957751,0.234578168312834,0.792510733021867,0.100467574683881,0.244869613664704,0.742315352484717,0.771851143617775,0.974700455447881,0.988713057949274,0.997988081771029,1261.3924375,1007.12078989362,959.773815,889.652194029851,763.7287,89.6249927235481,28.2387160056435,30.78555103157,52.7423655090032,NA,1114.32655,739.451625,652.17525,573.97125,763.7287,1468.57425,1223.7729,1193.007475,1066.98475,763.7287,8,188,180,67,1
"ZNF415",0.991283046122939,0.999768073381942,0.878188112488805,0.89408557659597,0.00410666003845062,0.0395614352179146,0.99971462741205,0.999999584866331,0.999924489589817,0.983589720729998,150.05185,163.172292021277,155.249600555556,122.831953731343,166.1283,17.2859301573046,6.32542130704164,5.83570267130446,8.28772562204585,NA,130.50315,91.2417,102.717375,67.4881,166.1283,182.1551,214.4182,207.45565,158.9055,166.1283,8,188,180,67,1
"ZNF439",0.797887708106087,0.722203976924484,0.990398698566605,0.178336163223994,0.025634123690471,0.0687578949726489,0.975160550678116,0.999357465214279,0.999745412050337,0.999713185982715,161.161525,135.928428191489,132.893767777778,109.43123880597,121.3659,20.9949210253486,4.72246550880115,4.46961552071029,7.79338133706346,NA,123.445925,94.2187,88.4869,67.04445,121.3659,207.381125,174.1812,159.2314,135.36945,121.3659,8,188,180,67,1
"ZNF440",0.856440888068029,0.746342894273929,0.948228153611832,0.106255266211811,0.00109490797753875,0.00829759405179564,0.420834576655929,0.586786105174357,0.636402917581361,0.894047624637939,279.1121875,247.393167553191,240.641757222222,198.650511940299,118.1357,41.7436318023285,6.07571175127382,6.68068160621166,11.38125197811,NA,225.316725,191.7491,183.638225,135.9806,118.1357,268.053125,297.837275,275.630725,236.5102,118.1357,8,188,180,67,1
"ZNF562",0.506592359027001,0.158894532959293,0.131646165368685,0.0896314442594999,0.0758643537478449,0.913570679256024,0.999518344944498,0.997011660117136,0.976910600466189,0.955098983150019,487.6946,408.142228723404,374.12498,357.16833880597,455.9299,67.1204766081484,10.1772544302117,10.0778592749517,17.1444058977008,NA,363.195825,301.710975,272.96675,245.34955,455.9299,590.294925,513.834575,453.292725,470.6296,455.9299,8,188,180,67,1
"ZNF561",0.646255216579297,0.969821783136524,0.0801389263177397,0.944326526598228,8.25014933480972e-07,0.0037908490787586,0.411933653998539,0.663580559180252,0.491618370180337,0.218415961459062,676.3038125,770.207110106383,719.615772777778,623.06771641791,1025.8422,37.56303707283,14.8901716373534,13.0507824946523,23.4361230507715,NA,577.79515,623.232725,599.103125,516.6396,1025.8422,766.90015,891.496225,816.756325,711.6276,1025.8422,8,188,180,67,1
"ZNF584",0.252470872873977,0.423849899452965,0.816339556175105,0.522946660494891,0.831888538485142,0.999051584396405,0.998469483845872,0.993136494709587,0.997908933035537,0.998737252124345,150.3886375,181.406639893617,176.639925555556,175.090435820896,163.3595,6.6985389955555,3.23138369834739,2.81330340863257,6.02295200792727,NA,143.74245,152.55705,152.10105,142.84955,163.3595,162.206175,206.152875,195.058175,195.438,163.3595,8,188,180,67,1
"ZNF274",0.959881624117,0.630467048997796,0.0994532630619923,0.216340607378752,0.00143279719215439,0.268720594396554,0.968554554820484,0.992865607275643,0.99979863936987,0.999964991232164,672.318825,612.170970212766,549.430708888889,479.782058208955,507.1527,107.333553148514,18.5925303375424,16.5896347126202,31.4914275066594,NA,475.58335,416.65495,384.498025,308.46285,507.1527,872.630975,739.565475,669.022325,587.54125,507.1527,8,188,180,67,1
