"gene","p-adj-G2-G1","p-adj-G3-G1","p-adj-G3-G2","p-adj-G4-G1","p-adj-G4-G2","p-adj-G4-G3","p-adj-GX-G1","p-adj-GX-G2","p-adj-GX-G3","p-adj-GX-G4","mean-G1","mean-G2","mean-G3","mean-G4","mean-GX","SEM-G1","SEM-G2","SEM-G3","SEM-G4","SEM-GX","Q1-G1","Q1-G2","Q1-G3","Q1-G4","Q1-GX","Q3-G1","Q3-G2","Q3-G3","Q3-G4","Q3-GX","count-G1","count-G2","count-G3","count-G4","count-GX"
"ZNF197",0.999993638231352,0.993245230109853,0.422340966445668,0.999995494822272,0.996400600335319,0.898416666117108,0.982424893580082,0.974505397835098,0.993205867393318,0.981933882058656,283.489725,285.297221276596,272.949938333333,281.771768656716,243.6548,14.2397025671153,5.60852130163835,4.4811937510135,8.43754031716457,NA,252.3544,232.085325,230.09055,230.3619,243.6548,295.671925,319.70595,310.202375,321.1195,243.6548,8,188,180,67,1
"ZNF732",0.202052889711713,0.298482065125414,0.952531510540073,0.644874148823,0.353591604046509,0.688997607533578,0.433643524633969,0.842608551933454,0.805517419095295,0.70245253260198,5.862675,3.54344680851064,3.76716888888889,4.32538358208955,0.4615,0.838680141172085,0.198653791174739,0.217192360862871,0.471335751464665,NA,4.934925,1.757675,1.764675,1.8469,0.4615,7.105675,4.74725,5.149475,5.4481,0.4615,8,188,180,67,1
"ZNF546",0.879610720845144,0.71369338677698,0.800598491420475,0.258766511853603,0.0307521482012275,0.228055267910068,0.97752716398677,0.998705456066457,0.99984700609171,0.99992388189895,141.7147625,126.439931382979,121.244172222222,107.860968656716,113.9825,22.400362168859,3.38920268982066,3.14726010965717,5.45149256874018,NA,95.773,95.14065,91.99265,78.3608,113.9825,182.9296,153.4781,146.171525,129.83575,113.9825,8,188,180,67,1
"ZNF286A",0.817149725911908,0.337559430260038,0.0515637382267461,0.0733500668747608,0.000513342896981017,0.236050039565001,0.971536308423817,0.833449358992029,0.672557565759428,0.486821193379406,321.1801125,289.835270744681,266.952093888889,243.147026865672,374.2501,35.8281160207337,5.89585791436263,6.13196214578799,8.71088867476973,NA,263.47315,238.534275,213.069575,195.0811,374.2501,339.252325,343.046025,319.10885,285.1743,374.2501,8,188,180,67,1
"ZKSCAN4",0.872058483357844,0.883916290899059,0.999980451184643,0.55836679931371,0.548698700491747,0.508853000857074,0.8955884665977,0.973610105618067,0.972000220710265,0.995029315921879,129.9342,116.961563297872,117.337055555556,108.870820895522,94.1394,15.6514800599656,2.79703449533056,2.63169614897791,4.7766135544528,NA,95.04135,88.935625,95.1087,84.39895,94.1394,172.487925,144.29415,145.8327,134.7879,94.1394,8,188,180,67,1
"ZNF643",0.989863323256146,0.968517359280049,0.977474961172016,0.720901487867711,0.224250384933219,0.461748386196877,0.66100819482657,0.717903532159522,0.753824876143895,0.874990029466531,25.671975,27.7790691489362,28.5324172222222,31.4684805970149,43.3779,4.30705396926907,0.930871848728847,0.875524701615871,1.58326398454557,NA,17.09355,18.8512,21.092,22.02245,43.3779,35.031525,34.54255,34.556675,39.6401,43.3779,8,188,180,67,1
"ZNF642",0.694134638358808,0.236134850010815,0.0587285776406643,0.0109005758390388,2.31405675998886e-06,0.0101267214058477,0.907154695703084,0.991092108137825,0.999779591186691,0.998485215281653,72.321425,85.2247207446809,92.9324988888889,105.84798358209,97.8311,5.67470000524729,1.98244982375265,2.08170090466302,3.51303975260282,NA,60.91155,68.346025,73.1661,88.3723,97.8311,78.176575,100.200775,108.3158,123.59485,97.8311,8,188,180,67,1
"ZNF490",0.973494675368773,0.776870849148708,0.323847851785512,0.767778517613545,0.542236443181079,0.999899418381116,0.997159471618156,0.99991639067606,0.999997450519866,0.999991489222039,220.919775,235.983055319149,249.470945,250.893974626866,245.5007,25.4396653472468,4.66485724144184,5.25962587310376,9.04660019065496,NA,170.053125,186.2943,195.0533,199.85725,245.5007,243.957625,277.83505,293.187125,288.44885,245.5007,8,188,180,67,1
"ZNF626",0.866801195302363,0.977715895136297,0.656133968747576,0.998141012624771,0.45213479612329,0.961807475861794,0.363034220504947,0.514253332433301,0.425204603952667,0.372653577476977,220.9733375,247.795096808511,237.008695,229.644359701493,368.251,16.582164817755,6.30194124141163,4.77843391219367,9.59154711409619,NA,187.758125,193.891675,190.584925,173.51765,368.251,253.6606,289.4,271.7799,291.44965,368.251,8,188,180,67,1
"ZNF793",0.708351603470284,0.366164155065482,0.32744608335241,0.279358681641513,0.283831877601677,0.977543783401961,0.769582649882204,0.936998207885281,0.977752073509617,0.987713507882719,134.905575,107.645719148936,95.98565,91.0337014925373,61.3752,21.6706177615959,4.48078582707252,4.19081052577979,7.49176103704164,NA,104.987725,59.33835,56.9839,54.08085,61.3752,171.77855,148.07335,128.97145,115.1267,61.3752,8,188,180,67,1
"ZNF383",0.999887955989482,0.992908737286629,0.265524805934065,0.545153672864165,0.000135397132185799,0.0310962799975746,0.928465550407229,0.894049668063962,0.956702326959067,0.998606636857932,115.5016625,117.109080851064,110.877076111111,98.4669656716418,89.9862,8.86302048455381,2.2363103448056,2.22547665999212,3.37721105689795,NA,105.2807,93.32735,93.582325,82.4271,89.9862,121.18565,135.593575,126.8308,113.4297,89.9862,8,188,180,67,1
"ZNF669",0.971626827572857,0.999999947979703,0.171662271578246,0.927479863664713,0.0021977583405115,0.238515488339595,0.928140605008933,0.970014265900328,0.910404718176048,0.778891888452813,60.274175,65.3946015957447,60.0938372222222,53.3574746268657,79.8339,8.65612119049598,1.75297749676437,1.68703943169756,2.36731136472852,NA,38.866625,49.6555,44.4229,42.61505,79.8339,74.55805,78.3277,72.52275,67.6299,79.8339,8,188,180,67,1
"ZNF559",0.931131929500585,0.246188776203911,0.00018318903416048,0.0539323636817158,4.94373698378681e-06,0.307176287167189,0.726525503296479,0.842885418671584,0.97839131218911,0.998202323237825,346.7228625,318.505688829787,274.327918888889,247.385574626866,217.6511,16.6562884841682,7.50484192695445,6.8320076722116,12.6963186868888,NA,310.433575,249.90125,204.10325,176.06825,217.6511,380.302025,388.64125,334.509975,324.78785,217.6511,8,188,180,67,1
"ZNF177",0.998411925470768,0.998686933210726,0.999998896985251,0.977849732322507,0.934478480903539,0.925626082763251,0.948496913249654,0.96248931288205,0.961517796327255,0.981038198397618,78.814575,73.351789893617,73.6054872222222,67.5511119402985,38.4633,14.9411266344628,3.57351721107016,3.88938141172415,7.2241344619138,NA,39.766925,44.08675,40.602725,32.5242,38.4633,115.448275,92.4295,90.689,69.39485,38.4633,8,188,180,67,1
"ZNF548",0.793845876492408,0.64501793260964,0.908408133023356,0.0823655665872229,0.00130177389869179,0.0131858195820856,0.877810077193471,0.975306424574283,0.986568314342078,0.999998277419648,385.0263375,341.764410106383,332.111261666667,283.439370149254,277.8034,30.310055617649,7.41064509845569,8.34620616570875,13.1470395482129,NA,327.971925,279.27935,267.0358,214.0964,277.8034,426.30035,383.47145,372.0025,325.0836,277.8034,8,188,180,67,1
"ZNF563",0.999053150426514,0.990439195261302,0.951224854048858,0.921504684776426,0.0389877679747828,0.00806626997341475,0.5469059344301,0.43184253465372,0.386553808157217,0.692974771757608,80.8870625,83.2935510638298,85.2564422222222,72.8080044776119,38.7633,7.57770785070868,1.80044442016246,2.04461590894275,3.22416210695565,NA,68.498175,67.336975,68.606,56.5069,38.7633,88.755,94.122575,96.6975,83.8198,38.7633,8,188,180,67,1
"ZNF567",0.980609111638339,0.999982886057189,0.15909301230367,0.999999999986544,0.618658048598757,0.999233116654442,0.999553272753338,0.999999945906122,0.99903157776456,0.9994623111791,111.1299375,117.860473404255,110.009306111111,111.164468656716,118.5971,13.2761875080367,2.71498058845541,2.02854693606442,4.36820057726844,NA,84.206625,97.2537,94.08725,83.90535,118.5971,120.756125,133.84975,124.4867,131.45385,118.5971,8,188,180,67,1
"ZNF573",0.586163137196236,0.380874367877785,0.789867187449907,0.0207930804648148,0.000215557460188087,0.00577285614519318,0.508813018729353,0.780895414150334,0.841405963478598,0.983465149858407,42.198375,33.2729324468085,31.2811655555556,22.9754925373134,13.844,7.82621486000165,1.28952094662579,1.29175073506135,1.46354308066612,NA,26.257925,19.676525,17.41655,13.80535,13.844,49.783875,43.3151,41.2527,31.1327,13.844,8,188,180,67,1
"ZNF527",0.999466796122035,0.796952667125375,0.0170558537564268,0.372338731738813,0.000335352331887528,0.322551450182995,0.968390272253205,0.942636328876112,0.816810540343354,0.663831035324112,135.226875,132.405843085106,120.958853888889,111.391055223881,159.2063,6.71978538126538,2.6612666330115,2.62028808993052,4.11269344571118,NA,126.061825,109.628875,96.3533,86.5804,159.2063,139.496025,151.925875,142.467375,129.6693,159.2063,8,188,180,67,1
"ZNF33A",0.972547155004924,0.519981388648716,0.00936473154076556,0.135282349542255,5.90111765120804e-05,0.199460831077323,0.731138394693617,0.814646692100667,0.946604878191378,0.99272999848311,1318.96515,1240.28898351064,1118.69783055556,1009.61016268657,855.5607,130.158398373961,28.4897532236625,23.5789461400393,41.4119124411548,NA,1130.2078,987.859875,904.3206,750.2416,855.5607,1431.410925,1437.544125,1324.523625,1205.57865,855.5607,8,188,180,67,1
"ZKSCAN3",0.270069030746632,0.110119820854032,0.561644512116463,0.0104051356467734,0.00438789961199459,0.116886089222328,0.961327346247699,0.999999999995163,0.999858554504422,0.987462387165391,91.86345,71.929279787234,67.5937111111111,58.0825417910448,71.9889,13.8827136700647,2.13654297123105,1.97078702449913,3.00352547749895,NA,64.1979,50.1596,47.8155,39.68635,71.9889,131.728875,87.2837,82.53845,74.7271,71.9889,8,188,180,67,1
"ZNF676",0.758138931525254,0.944902073291387,0.549160870701999,0.989966288689591,0.387302597553463,0.964711790409338,0.999898544288831,0.977700901480547,0.993258073248644,0.99749680262911,4.378075,13.9712404255319,10.4235638888889,8.31142835820896,0.9229,1.36879266218576,1.79053222595829,1.66505789353921,1.98384440541752,NA,1.818275,1.123075,0.712425,0.54565,0.9229,6.140725,11.0275,5.543575,4.7433,0.9229,8,188,180,67,1
"ZNF699",0.87772885547639,0.296497467369572,0.00558029871061727,0.0164212845941673,1.28365477358727e-07,0.0107831271196158,0.991162423565555,0.99991424646356,0.999489213004312,0.960746497701263,54.3181375,46.8811271276596,39.0710611111111,28.9609253731343,43.8394,6.51512735682826,1.69641359539836,1.62276457421658,2.06137040882859,NA,44.808025,30.4228,21.648325,15.98035,43.8394,66.954775,59.419125,53.222725,41.18955,43.8394,8,188,180,67,1
"ZNF250",0.999992264260079,0.960542973805222,0.224287482353301,0.497495965810802,0.000664390549088734,0.100380534360056,0.952495739207846,0.949149040694168,0.98602010837694,0.99985007651786,243.430675,241.106504787234,222.703151111111,192.967210447761,179.3263,13.2038394143623,7.2322995456538,5.66078817075737,7.3022766051573,NA,227.307675,190.747625,181.5304,149.91785,179.3263,254.625075,275.7331,251.4993,219.94295,179.3263,8,188,180,67,1
"ZNF79",0.97171782948376,0.876055978904802,0.779470499008404,0.831614606378752,0.759429795921543,0.997087963323226,0.104301436729541,0.126122936725987,0.164180635965566,0.185652388189287,114.4085125,107.764036170213,104.207782777778,102.761346268657,37.3789,7.77730602431655,1.98089466825649,2.22311089488683,4.39005320959725,NA,101.224275,90.17515,85.45125,74.84615,37.3789,120.253825,124.92285,121.695425,118.7206,37.3789,8,188,180,67,1
"ZNF681",0.677719494193336,0.975154404685786,0.0925557507978236,0.997538078177774,0.0935159831005591,0.964799263041562,0.94970032434077,0.998340279587232,0.9812729700222,0.967287356790537,62.387975,77.1421308510638,69.0829261111111,66.1647701492537,86.2944,9.5724680105004,2.61201082055196,1.99201959724414,3.2538892047007,NA,49.346725,52.061025,50.264775,50.38135,86.2944,71.483575,96.98995,87.2227,81.44355,86.2944,8,188,180,67,1
"ZNF766",0.951666924267714,0.989750457444561,0.912341755303613,0.999203063745286,0.760189736207459,0.981476425230402,0.999786182434515,0.999993324761326,0.999999986949303,0.999982280407542,354.999375,377.366618617021,369.685867222222,362.876646268657,371.0198,23.4038333085152,5.98247045539206,6.81338969946674,10.1909394332417,NA,316.5372,322.290825,312.936075,306.0723,371.0198,388.340775,427.067125,417.77885,413.53455,371.0198,8,188,180,67,1
"ZNF471",0.347716938729476,0.0425887712135261,0.00925386047977728,0.000710404251773822,1.10086609050875e-07,0.00684394107640129,0.343587769916812,0.693262565597566,0.875449545400166,0.99013787972451,254.82735,172.508559042553,130.052782777778,70.2032776119403,11.9982,48.3713631572774,10.5070175911021,8.66411984611065,7.63403304426358,NA,183.552925,62.0324,39.07035,27.13705,11.9982,326.958825,281.838975,182.051175,86.74595,11.9982,8,188,180,67,1
"ZNF836",0.987501119769148,0.584349643700234,0.00755593026013501,0.0347011859318257,8.01986255183351e-09,0.00155545528733025,0.420457324842026,0.470117729600389,0.694817496665987,0.944719082781462,183.857775,173.077044680851,152.085392222222,119.510265671642,74.2963,18.1684682855426,4.46029291426778,4.58833183524639,6.38855776832172,NA,145.315025,128.35065,110.26605,83.83895,74.2963,200.19565,215.25645,186.974225,141.83965,74.2963,8,188,180,67,1
"ZNF493",0.997982885390935,0.999889907869786,0.980780190249014,0.999848289104756,0.744994604599782,0.931509491040635,0.989428357650146,0.972516912746917,0.980934626611126,0.99206714116735,207.2304125,219.607914361702,213.166593333333,200.568940298507,151.3613,23.9122319742909,7.31551301957485,8.38371602768986,16.3453660451289,NA,158.514225,151.134775,142.960225,113.31455,151.3613,236.05765,269.532175,252.439875,251.3253,151.3613,8,188,180,67,1
"ZNF167",0.780913076748659,0.709878215117062,0.993066523644731,0.591059314347496,0.889770583482236,0.974725541889182,0.994454608075257,0.999999994059237,0.999999771096369,0.999957545953511,44.4582125,54.6025638297872,55.6921916666667,57.801828358209,54.9146,8.15499515856556,1.85779364850021,1.78211920677517,2.84392957055924,NA,27.61285,38.383475,40.1392,40.43375,54.9146,49.039325,66.071275,68.983175,72.36065,54.9146,8,188,180,67,1
"ZNF565",0.994259714782116,0.999999989581674,0.656320976632149,0.924170320996919,0.792176347818271,0.218248740754173,0.989107079128033,0.996323527630858,0.987055284489295,0.999634585766783,57.8040375,60.4253585106383,57.8984988888889,63.2914149253731,66.9128,2.85731208318097,1.22025156159608,1.23466682892795,2.94328182800508,NA,52.1316,48.6102,47.010625,49.27505,66.9128,59.729,70.679425,66.4889,73.3813,66.9128,8,188,180,67,1
"ZNF34",0.737213242706742,0.602236616197654,0.944310964144633,0.773109610338031,0.999998363001133,0.975296747009215,0.249830145026944,0.425970119631087,0.474904986892002,0.4264720583109,153.51165,133.442196808511,129.888492777778,133.776897014925,55.3761,11.1076793653728,2.91391390088062,3.68559808013695,6.05514358020345,NA,137.3696,104.189125,97.262,98.26115,55.3761,183.039725,154.874025,154.5155,152.76565,55.3761,8,188,180,67,1
"ZNF140",0.820017750940693,0.950106213535472,0.753292905564775,0.952291109534877,0.91927096008257,0.99999937141953,0.99992061317296,0.99924454044647,0.999957336170667,0.999949192617882,388.5869625,431.596256382979,417.748097777778,418.395604477612,404.707,25.9489209222171,7.81738663884319,8.41696935457651,14.5541088038674,NA,342.49615,361.7875,348.732925,342.7882,404.707,401.018225,477.782475,462.78115,489.501,404.707,8,188,180,67,1
"ZNF658",0.69546077749588,0.0978990559351482,0.000465428554805802,0.000499068967022787,0,0.000117209590775769,0.317490180500166,0.532509096087072,0.79595681698249,0.988639170159977,81.7741,70.7542707446809,60.6559794444444,45.7013656716418,34.1486,11.4410887480326,1.9210497508167,1.60129660708929,2.37077774052113,NA,57.741325,53.086725,46.086175,33.6327,34.1486,96.577725,82.314375,73.45405,52.59565,34.1486,8,188,180,67,1
"ZNF765",0.997571451335239,0.903641473934315,0.304029044940379,0.475957475230418,0.00512178432222343,0.245383084207196,0.986850945249947,0.993648638163878,0.99951011664029,0.999992730090027,213.288,207.297757978723,197.046085555556,182.106843283582,185.9714,13.2237643271498,3.62034792131767,3.89709631999874,6.4076546833117,NA,201.525925,176.556525,161.320975,149.15,185.9714,235.836475,235.3017,226.186475,208.9478,185.9714,8,188,180,67,1
"ZNF124",0.972970346995013,0.997581960805634,0.856867171078267,0.976763675567625,0.0173368740707627,0.128768906018755,0.994280552384356,0.999577827026245,0.997934315962649,0.967361675855557,76.4255375,84.5847989361702,80.7544583333333,68.3122388059702,92.2935,8.94032607067425,3.10892971136356,2.44148810868768,3.68465128422253,NA,61.2791,58.932575,55.28355,47.9826,92.2935,93.03695,99.13635,102.799925,79.33595,92.2935,8,188,180,67,1
"ZNF569",0.981742629220768,0.997749493611648,0.022737958004067,0.676225620396167,1.46379052452517e-05,0.0624401161466176,0.982176530911692,0.995520102712902,0.957651691312571,0.822643805795198,164.011225,176.290454255319,156.897459444444,133.450843283582,199.8569,16.3614348104855,5.31782319753019,3.80466513097712,6.64504227293321,NA,139.248725,137.867575,124.2033,102.8171,199.8569,194.372525,200.410125,188.1157,156.84815,199.8569,8,188,180,67,1
"ZNF777",0.995859326422886,0.999999999700017,0.708941861486944,0.382903206176058,2.98648839325288e-07,3.6865414873688e-05,0.999992764899071,0.999997932291199,0.999991894989971,0.946390393600223,304.315025,293.81919787234,304.145461666667,356.354365671642,298.108,31.8955679248295,5.21125841586464,5.98260549948879,10.6123317059473,NA,241.990975,255.04435,244.632575,299.5015,298.108,349.86305,335.384675,351.69435,415.40245,298.108,8,188,180,67,1
"ZNF605",0.998059635101692,0.997523300019109,0.999994670861292,0.996577555879103,0.426407381256223,0.401630429876287,0.999996603250837,0.999782817272398,0.999745343230784,0.999995559841459,431.189875,415.970422340426,414.974477222222,449.431946268657,440.24,52.3399536639,9.47480021165324,9.12694657904244,22.6680125985119,NA,371.878775,317.2991,319.998975,314.1204,440.24,439.635625,484.451,508.30635,514.25635,440.24,8,188,180,67,1
"ZNF799",0.999103315162575,0.999853765404156,0.997711471154907,0.985455954486852,0.265553601809364,0.398919825388891,0.714600460481523,0.611181701392023,0.632819673499181,0.787255474509732,158.7375125,163.103260106383,161.501955,149.439617910448,94.6008,18.1883193774332,3.49594770378817,3.51918799900334,6.02424840888951,NA,123.1673,129.845625,129.0398,120.4309,94.6008,180.67195,187.18845,186.522175,173.69095,94.6008,8,188,180,67,1
"ZNF782",0.706546523317233,0.321432020458511,0.200414729815167,0.0109655112138847,1.82471877985257e-06,0.00223835309877607,0.114605233981447,0.226242214770905,0.337400992054038,0.67170999783981,96.825575,83.7065606382979,77.3131888888889,62.2183701492537,23.9963,9.09696830778078,2.11732561480258,2.10375415865443,3.41657124263123,NA,81.32555,62.6496,54.103875,41.3485,23.9963,106.196325,99.251225,93.985425,77.7428,23.9963,8,188,180,67,1
"ZNF846",0.964971887754882,0.953429215457912,0.999699634912217,0.756969464385273,0.590098560378245,0.684823159812906,0.530726509758637,0.626619237036278,0.639530941047622,0.75745658546876,80.8784625,72.9172303191489,72.2488044444444,65.968652238806,25.8422,13.5239825728082,2.54694935307804,2.41447040890152,3.86623437282571,NA,56.7575,45.897175,48.9408,35.67335,25.8422,85.57305,96.64055,88.979,85.87255,25.8422,8,188,180,67,1
"ZNF136",0.999744219981074,0.515121203550414,1.98631049608267e-05,0.0282239766552894,0,0.00212115327795659,0.847646094562381,0.851051958055059,0.986525553379284,0.999999947995277,271.463825,267.395585638298,236.604717777778,204.0026,205.353,7.39688515423287,5.13676617100321,3.7419952666683,7.78589172695011,NA,255.76975,228.62875,196.14155,146.6319,205.353,287.128825,303.574875,268.648075,257.42215,205.353,8,188,180,67,1
"ZKSCAN5",0.92248090824469,0.841025407597486,0.95378240827009,0.513741468481898,0.245537250882963,0.552351043612178,0.0111916670971933,0.0159080804828408,0.0200329582145611,0.0392887976118674,339.312675,362.364970744681,368.101905555556,384.876017910448,604.9838,30.8253585430993,4.85898835340005,6.0615699624253,11.2115042705268,NA,284.286675,320.6809,314.022725,325.18805,604.9838,343.594575,404.2435,405.375625,418.94135,604.9838,8,188,180,67,1
"ZNF33B",0.986064792868887,0.991779239888629,0.00856186799903758,0.146160668596306,0,1.39648830137507e-05,0.574049021119546,0.402321341708365,0.622885233807635,0.954925045529172,1507.3929,1610.68330744681,1417.45573,1027.05931641791,629.9031,139.427779321699,44.8538054006774,41.0438427386726,48.7504389837874,NA,1246.073425,1195.100775,1052.7476,699.3786,629.9031,1894.326675,1956.6269,1691.08355,1286.0837,629.9031,8,188,180,67,1
"ZNF431",0.985110132972135,0.9824192493112,0.999988783641156,0.959785636350153,0.989587746741129,0.994001379870577,0.77696461768736,0.839622080930201,0.843812849752504,0.872078743121714,126.9295875,117.127777659574,116.672977777778,113.614140298507,63.221,11.9612356865154,3.69975961236018,4.00393999004766,6.41012536246166,NA,108.055625,85.693775,83.246475,73.78645,63.221,136.87955,145.424875,139.360975,137.58665,63.221,8,188,180,67,1
"ZNF418",0.515532001889029,0.160464455771505,0.122422174938096,0.0763042749998308,0.0440667344442646,0.839402922959121,0.586661399865797,0.863326966382899,0.948397487661056,0.977407329392007,117.9191625,86.2654542553191,72.4248411111111,64.174776119403,31.3798,13.9804122734905,4.25583257438261,3.79358304720651,7.55850834408355,NA,82.476475,44.325525,33.718025,25.44315,31.3798,154.43815,119.312525,98.929475,79.73915,31.3798,8,188,180,67,1
"ZNF700",0.999760977098838,0.973594796088106,0.572375583216746,0.998320372308061,0.9977245034297,0.940631890164447,0.978361756407703,0.961598664578308,0.921217682230093,0.952404041177405,319.379525,329.562940425532,353.74685,336.670997014925,223.8117,36.1566236362754,9.59092117098371,12.8794948768019,21.5069157179033,NA,230.410125,232.236875,229.796,218.92645,223.8117,384.4157,395.882775,425.597275,409.8283,223.8117,8,188,180,67,1
"ZFP28",0.936587441587408,0.159080998158873,4.03137683280264e-06,0.0816793662432409,3.00055456738946e-05,0.875775377823285,0.338413909331772,0.440296360172958,0.776176418851623,0.848166490763558,144.6394375,128.200844148936,96.8480233333333,88.8761611940298,29.0725,9.15752452609596,4.80550002605603,3.79361915960134,7.047322483595,NA,134.9599,78.29185,62.676975,51.2803,29.0725,146.00665,167.7437,119.7481,111.4992,29.0725,8,188,180,67,1
"ZNF585A",0.579528063984519,0.285652887467274,0.435645000347358,0.0203333558734272,0.000221683993834487,0.022524745436174,0.973167762693917,0.99995840087847,0.999997009735053,0.988395574881712,206.7614625,181.763705319149,173.444468333333,153.166410447761,176.2806,18.4071992183856,3.51096734714154,3.45371795239024,5.44935234779273,NA,177.64115,149.483775,140.8293,120.32215,176.2806,217.826675,220.2619,199.52615,183.98995,176.2806,8,188,180,67,1
"ZNF138",0.817229473447722,0.67546410029804,0.912361851977635,0.793875027264694,0.999509461236752,0.994116039980279,0.819409343208255,0.944814666937617,0.964833101952091,0.953172331961526,125.1662,146.574956914894,151.484770555556,148.268979104478,187.8173,7.95681830761248,4.24964482961119,4.10427894821258,5.71663508076736,NA,109.02595,107.723425,114.07115,114.66735,187.8173,131.03185,171.527575,175.717825,175.2858,187.8173,8,188,180,67,1
"ZNF429",0.999999850584179,0.974490196373596,0.27113214411269,0.801674009912386,0.0374093244291361,0.643842646916195,0.890374115303365,0.872991623704643,0.94384349144015,0.981488445710849,225.4027,224.137442021277,198.550588333333,174.317697014925,105.676,25.2662544007389,12.1932633291908,5.90778907548252,7.7752403707101,NA,155.17565,152.611225,141.5147,129.95115,105.676,267.820675,255.06095,245.213975,218.285,105.676,8,188,180,67,1
"ZNF470",0.958875851504139,0.328501803421288,0.000404398278529672,0.0395863253370792,2.49130135299147e-07,0.0668883144917217,0.995196487078211,0.965022768794602,0.812473708427632,0.591080324258862,291.8555375,259.634903191489,203.725672777778,154.964655223881,345.1777,25.8641504833561,9.96929188022997,9.33219734397904,15.3002261452485,NA,226.599525,155.768225,109.984725,81.8816,345.1777,360.00755,330.0088,278.579825,185.02525,345.1777,8,188,180,67,1
"ZNF100",0.98376602949714,0.999948294488986,0.612916495735783,0.999994541702675,0.76772751212892,0.999940312474074,0.985435198577436,0.946633903621107,0.976057648881475,0.979018376173361,178.22475,192.00190106383,181.399204444444,180.095765671642,138.9017,16.1810256713468,6.22406303441718,4.41657335681925,7.29105091046292,NA,149.68415,140.596,134.3643,131.2881,138.9017,201.5732,223.97765,213.411775,222.54165,138.9017,8,188,180,67,1
"ZNF398",0.969625430497749,0.999991736873613,0.101555847638584,0.998715687843664,0.136298974814755,0.98460523286519,0.999598657161693,0.999999997624496,0.999192150554367,0.997738941043248,353.052125,372.819242553191,350.624847222222,344.105852238806,371.9428,46.4701419007592,6.32045192385271,6.38505333298739,10.0236006742469,NA,275.9943,310.551325,291.202175,297.06265,371.9428,346.43985,424.926925,393.251225,394.8794,371.9428,8,188,180,67,1
"ZNF498",0.999995092155861,0.999663795236963,0.889756712974359,0.999113380527239,0.988385246827838,0.77683925824199,0.999984100291988,0.999993810339232,0.999822105358599,0.999999999984099,432.5256125,423.36507712766,459.009713888889,397.485120895522,396.4006,28.3078559584768,6.27144800153118,42.7337609837933,11.0561914956753,NA,376.190325,377.203525,353.596275,338.55865,396.4006,480.17915,465.381025,466.639675,461.48165,396.4006,8,188,180,67,1
"ZNF441",0.999997285413365,0.943814504086998,0.0411048551485029,0.18137893316633,5.97204756758174e-08,0.00126357948580302,0.599966780422,0.531809408746133,0.718599363822252,0.95588305890242,249.81935,251.683407978723,225.942663888889,177.521762686567,115.3669,26.2895254766106,7.73981620790906,5.62279260884449,7.10316103701988,NA,206.822875,183.56475,176.6862,136.54525,115.3669,290.623275,304.40995,268.264625,224.93855,115.3669,8,188,180,67,1
"ZNF420",0.999818105559817,0.65023900907255,0.000388650095285437,0.0539402007363436,6.20605344892056e-10,0.00282087127582109,0.999999841415637,0.999999811436627,0.990661629229755,0.865890458760787,171.9178,168.666242553191,145.578713888889,117.774714925373,170.2815,19.5870186343167,4.34557124812399,3.63376545621892,5.63887159256702,NA,146.84385,127.98925,110.358525,91.26215,170.2815,188.961975,202.9695,180.853475,145.7731,170.2815,8,188,180,67,1
"ZNF763",0.999113514191122,0.988774205650798,0.928450119869433,0.214823428982989,1.1766376226241e-05,0.000195751644206599,0.384432027189105,0.377062132098834,0.427537103719898,0.810675642434378,87.9529625,84.8370106382979,81.9512333333333,60.8010074626866,23.0734,9.27602975326994,2.45828020492003,2.82194997345744,3.09902623629493,NA,70.008825,61.9355,55.851075,39.4561,23.0734,98.34195,108.666075,100.7662,77.68195,23.0734,8,188,180,67,1
"ZNF679",0.999846759522393,0.990518923440198,0.833853967483094,0.959004853121993,0.628547993223787,0.97033975272045,1,0.999997397299462,0.999825629848399,0.99905934375175,0,0.0117244680851064,0.0336438888888889,0.0517388059701493,0,0,0.00555431877306733,0.0163216316948339,0.0427161068510496,NA,0,0,0,0,0,0,0,0,0,0,8,188,180,67,1
"ZNF682",0.977943676775085,0.926667532344696,0.928255639467813,0.632527627191447,0.185358710615102,0.505298885311797,0.994474226467737,0.969401441650022,0.952239746057166,0.880833060931584,56.9889125,66.8417393617021,70.8031744444445,81.4997388059702,36.9174,5.45136474365553,2.67455786366983,3.27883807433558,9.17060297704329,NA,53.31665,41.76255,41.87125,40.481,36.9174,59.3329,81.728025,86.530375,103.7246,36.9174,8,188,180,67,1
"ZNF772",0.999868994251958,0.750856380296386,0.00298400571910962,0.178927349949603,1.04018130908656e-06,0.0503097352353221,0.764522267554181,0.690672086496676,0.448800655817214,0.240071030748037,201.8374,197.078246276596,165.008807222222,131.766658208955,307.7988,20.3837135135505,6.9042406999059,6.01684512583685,8.19019371548938,NA,161.37765,119.76295,104.748875,77.34905,307.7988,238.594075,249.5445,210.886925,173.80265,307.7988,8,188,180,67,1
