"gene","p-adj-cribiform morular-columnar cell variant","p-adj-Diffuse sclerosing variant-columnar cell variant","p-adj-Diffuse Sclerosing Variant-columnar cell variant","p-adj-Diffuse sclerosing variant-cribiform morular","p-adj-Diffuse Sclerosing Variant-cribiform morular","p-adj-Diffuse Sclerosing Variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-columnar cell variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-cribiform morular","p-adj-Papillary carcinoma, diffuse sclerosing variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-Diffuse Sclerosing Variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-columnar cell variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-cribiform morular","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Diffuse Sclerosing Variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Thyroid Papillary Carcinoma - Classical/usual","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Classical/usual","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","mean-columnar cell variant","mean-cribiform morular","mean-Diffuse sclerosing variant","mean-Diffuse Sclerosing Variant","mean-Papillary carcinoma, diffuse sclerosing variant","mean-Papillary carcinoma: mixed papillary and follicular variant","mean-Thyroid Papillary Carcinoma - Classical/usual","mean-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","mean-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","SEM-columnar cell variant","SEM-cribiform morular","SEM-Diffuse sclerosing variant","SEM-Diffuse Sclerosing Variant","SEM-Papillary carcinoma, diffuse sclerosing variant","SEM-Papillary carcinoma: mixed papillary and follicular variant","SEM-Thyroid Papillary Carcinoma - Classical/usual","SEM-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","SEM-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","Q1-columnar cell variant","Q1-cribiform morular","Q1-Diffuse sclerosing variant","Q1-Diffuse Sclerosing Variant","Q1-Papillary carcinoma, diffuse sclerosing variant","Q1-Papillary carcinoma: mixed papillary and follicular variant","Q1-Thyroid Papillary Carcinoma - Classical/usual","Q1-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","Q1-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","Q3-columnar cell variant","Q3-cribiform morular","Q3-Diffuse sclerosing variant","Q3-Diffuse Sclerosing Variant","Q3-Papillary carcinoma, diffuse sclerosing variant","Q3-Papillary carcinoma: mixed papillary and follicular variant","Q3-Thyroid Papillary Carcinoma - Classical/usual","Q3-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","Q3-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","count-columnar cell variant","count-cribiform morular","count-Diffuse sclerosing variant","count-Diffuse Sclerosing Variant","count-Papillary carcinoma, diffuse sclerosing variant","count-Papillary carcinoma: mixed papillary and follicular variant","count-Thyroid Papillary Carcinoma - Classical/usual","count-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","count-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)"
"ZNF284",0.981404993018329,0.890081663172203,0.500250813115866,0.999988723453756,0.983951481193852,0.999341000736558,0.807901236774859,0.999985279202317,0.999999999999601,0.997171408851013,0.739150766340579,0.999125663884664,0.99999843480956,0.999993450094758,0.999987176254713,0.34242726738585,0.995953707034717,0.999998182787551,0.999551418221619,0.999901876559822,0.999999999052948,0.316555544176491,0.994014879344545,0.999993793459887,0.999774342995827,0.999738476105959,0.99999999999237,0.999943927422582,0.19408567422578,0.968900122747939,0.999559875988428,0.999998606962011,0.991482175098655,0.999999917665385,0.679700580736104,0.910486961616135,58.801,40.4298,33.8042,22.4787,34.49135,28.6576,30.0900983516484,29.4439009803922,26.1152171428571,NA,NA,NA,NA,9.41865,NA,0.659743933529274,1.25284068942852,1.71626598861366,58.801,40.4298,33.8042,22.4787,29.782025,28.6576,22.12555,21.329225,19.51125,58.801,40.4298,33.8042,22.4787,39.200675,28.6576,37.5297,36.174525,32.59015,1,1,1,1,2,1,364,102,35
"ZNF749",0.00849490285709431,0.0359881036094273,0.276783219079558,0.999965970800144,0.946738023779776,0.996622750250149,0.088547287836384,0.926861590288929,0.996465378686068,0.999999998687451,0.106096885547984,0.996331407006934,0.99998690481026,0.999971389385505,0.999990032496969,0.0143501726537947,0.771313726996901,0.981125967737227,0.999999999786916,0.999999999977006,0.999893345212674,0.0106092267282528,0.829391154389618,0.99037688076579,0.999999937068092,0.999999999984595,0.999980945064646,0.993244522903073,0.00366170949381583,0.952829240383048,0.9995494355384,0.999872909803295,0.999868920656185,0.999999999965351,0.277032771352866,0.763368721290701,105.5156,17.0316,27.5271,47.0641,44.5577,36.8024,45.4322887362637,43.72005,38.1192285714286,NA,NA,NA,NA,0.626000000000001,NA,0.921661627005664,1.64581956965476,2.19651242521959,105.5156,17.0316,27.5271,47.0641,44.2447,36.8024,33.458175,32.7536,30.5219,105.5156,17.0316,27.5271,47.0641,44.8707,36.8024,54.92065,52.56915,45.5246,1,1,1,1,2,1,364,102,35
"ZNF17",0.999992952397328,0.996884136277803,0.999876528718606,0.965562778812426,0.994461189724674,0.999998722350648,0.999999859505408,0.999470147285088,0.998690617195934,0.999988316341675,0.99975292470987,0.991940002858989,0.999999717492673,0.999999999998917,0.999965237319803,0.999992371522816,0.994882619976638,0.997587149292444,0.999990534831659,0.999999996892897,0.999963564048336,0.999999513246976,0.997990571335541,0.994287477149688,0.99993615935173,1,0.999818008708933,0.99067318950671,0.999138868728135,0.964076101997529,0.999957657007918,0.999999999998949,0.999738148360701,0.999999998783744,0.68325771481936,0.432923521644236,147.8817,164.2336,111.0108,124.1596,139.2714,121.8703,136.185001373626,139.615349019608,125.795054285714,NA,NA,NA,NA,22.9629,NA,1.68921236621815,3.64153570906154,3.78415225688881,147.8817,164.2336,111.0108,124.1596,127.78995,121.8703,116.1241,118.259925,112.10675,147.8817,164.2336,111.0108,124.1596,150.75285,121.8703,154.027875,156.2346,143.91855,1,1,1,1,2,1,364,102,35
"ZNF555",0.659066902296835,0.994242926691806,0.954503663403208,0.989015818956919,0.999459688412248,0.999995384662012,0.892688299193567,0.998709769000828,0.999980105693204,1,0.85103757233789,0.999996379472227,0.999391067556639,0.999998039383134,0.999995958737401,0.796347385856368,0.987905772474264,0.999987273425237,0.99999999984396,0.999999987007661,0.999871764557514,0.951647007401227,0.911916539177889,1,0.999927009237196,0.998718121619113,0.992775579456793,0.0157453313952483,0.603583434267005,0.999341894019957,0.998807689618122,0.999999764324327,0.99999847448201,0.999999949073057,0.6579536883058,0.00878047467650522,105.5156,53.528,80.7762,71.2685,70.8403,62.7451,73.1076846153846,80.9239843137255,66.5962771428571,NA,NA,NA,NA,9.2095,NA,0.939866073382088,2.67690162181479,2.84834758575542,105.5156,53.528,80.7762,71.2685,66.23555,62.7451,61.410775,63.121775,57.4037,105.5156,53.528,80.7762,71.2685,75.44505,62.7451,83.187375,94.40485,73.7149,1,1,1,1,2,1,364,102,35
"ZNF75D",0.381600850823449,0.996555689806623,0.990545988274438,0.0604116918573255,0.0413372017062809,0.999999997512633,0.999990621452152,0.0789509652448454,0.99973712722737,0.998536875877832,0.999999994740375,0.296083882156714,0.999132785981597,0.996917240699037,0.999999912230118,0.999998855829013,0.0178779625494982,0.994660245661203,0.981032982326393,0.999999689641526,0.999999999949108,0.999999871916325,0.0231773111816289,0.991350995166424,0.97265088344304,0.999995877241087,1,0.999600236342049,0.996887247372864,0.00319936579600821,0.999995822742571,0.999879725337556,0.999907048614997,0.999605645625739,0.0720084440612594,0.061720917558439,734.988,1588.8078,426.1056,376.6697,613.6752,680.6817,659.174426373626,677.32556372549,516.667568571429,NA,NA,NA,NA,47.5469,NA,13.9005364734319,31.0133362566172,26.1936275024154,734.988,1588.8078,426.1056,376.6697,589.90175,680.6817,467.74085,468.604725,410.057,734.988,1588.8078,426.1056,376.6697,637.44865,680.6817,772.469375,798.604675,594.6325,1,1,1,1,2,1,364,102,35
"ZNF197",0.97683795541675,0.725590858976614,0.994900414504192,0.999263772182233,0.999999816101204,0.994117160858828,0.993356715171398,0.999992678169187,0.972646270288336,0.999999999718996,0.996595325273243,0.999999122553953,0.991528740114683,0.999999999999091,0.99999999999987,0.929200369593567,0.999999838434804,0.967580538704428,0.999999999783906,0.999997797733178,0.999999983619269,0.993939039328128,0.999357870117609,0.826020495834732,0.999996194778409,0.999998469570964,0.999999400499404,0.00528315374469479,0.759101702993911,0.99999997571958,0.998218685669152,0.999922455214138,0.995561887589728,0.999790189771834,0.388005065177258,0.00113266409044566,573.9408,430.2514,343.4116,459.8835,471.24725,466.365,450.892971428571,490.815723529412,413.786462857143,NA,NA,NA,NA,80.91855,NA,4.86995622539063,10.4709226349107,10.7139606951496,573.9408,430.2514,343.4116,459.8835,430.787975,466.365,392.196625,420.232125,381.5862,573.9408,430.2514,343.4116,459.8835,511.706525,466.365,501.371175,564.690125,446.3545,1,1,1,1,2,1,364,102,35
"ZNF732",0.81050694099312,0.969596460001217,0.933150033384087,0.143900862933024,0.0954528802089435,0.999999983989101,0.983457452383128,0.101349043113375,0.999998890414846,0.999938430641191,0.983786735464365,0.184848574579695,0.999999999410059,0.99999910831637,0.999999989834121,0.95575858600654,0.0176807678231602,0.99998444307245,0.999475117624554,0.999999999980529,0.999999676628307,0.885131891123244,0.00821755205027963,0.999999988322425,0.999985680905019,0.999999408969314,1,0.479150457603578,0.960702892741304,0.0210195329314669,0.999983217744171,0.999469288715947,0.999999999940765,0.999999609375865,0.999999999998725,0.946561224641436,12.7898,21.8978,6.3177,5.3788,7.7062,6.9382,7.90921043956044,6.9589068627451,7.94542857142857,NA,NA,NA,NA,0.1209,NA,0.210263964356621,0.427396166123929,0.62911533709722,12.7898,21.8978,6.3177,5.3788,7.64575,6.9382,5.149875,4.0122,5.37305,12.7898,21.8978,6.3177,5.3788,7.76665,6.9382,9.7509,9.52355,10.19145,1,1,1,1,2,1,364,102,35
"ZNF546",0.96583030643015,0.999457279135413,0.955259884463332,0.696947178749876,0.310673106519089,0.999698595106218,0.890347959496749,0.133927456180975,0.998834360753628,1,0.999927428826679,0.78764165224656,0.999999993149499,0.998415562051464,0.994567328444244,0.957293072712279,0.111663661601641,0.999997461738247,0.999889548475539,0.997751692575605,0.999867242504177,0.996727884349053,0.272803948666469,0.999999999960205,0.993358761199333,0.93062655080697,0.999999997466455,0.0163067411435506,0.704424067624626,0.0226533605461944,0.993294366654396,0.999999999906181,0.999999999972461,0.974374902918382,0.0236929349884926,2.54625581324053e-05,111.1111,157.7453,85.7401,62.3039,61.34225,91.7044,76.8256228021978,87.9637343137255,59.8058885714286,NA,NA,NA,NA,29.73665,NA,1.56145905466931,2.69137749718718,3.00552080709739,111.1111,157.7453,85.7401,62.3039,46.473925,91.7044,57.074125,73.27,47.3748,111.1111,157.7453,85.7401,62.3039,76.210575,91.7044,93.12495,102.147725,69.998,1,1,1,1,2,1,364,102,35
"ZNF286A",0.0985986503451294,0.00300729392640997,0.0287457045998863,0.978500299104117,0.999969756755672,0.999363134843014,0.0985631367980956,0.999959591586944,0.760665712674614,0.990710950242806,0.215761313748909,0.999995892206927,0.898347516123853,0.997843688919215,0.999999999993006,0.0117057616025499,0.999920502729486,0.549223709011973,0.975733371762246,0.999999999936904,1,0.00608167793166814,0.999998616634714,0.688768036564379,0.993475110729775,0.999992602143707,0.999999969759546,0.712707108925221,0.00268234545208401,1,0.844083408826618,0.999426665731341,0.998794487260758,0.999970602224885,0.214166036856593,0.932787373514409,395.6835,179.6431,99.278,147.4675,208.578,204.5249,205.489217857143,195.03241372549,181.535365714286,NA,NA,NA,NA,57.1874,NA,2.69005379902535,6.12636973211239,7.35695582724718,395.6835,179.6431,99.278,147.4675,179.9843,204.5249,174.37345,154.091625,160.38715,395.6835,179.6431,99.278,147.4675,237.1717,204.5249,234.59715,233.01675,205.2125,1,1,1,1,2,1,364,102,35
"ZKSCAN4",0.990958518134562,0.323531233518312,0.9823835642574,0.897382876513208,0.99999999966606,0.931202022754484,0.290267362147029,0.92683616527904,0.999997928995006,0.95674305149865,0.847370047178191,0.999679752671348,0.996339730940253,0.999923419355804,0.999357714088631,0.488243939202829,0.997771622781158,0.952688039990333,0.999502115014647,0.957369357136665,0.999999999992831,0.361372362168712,0.98928569739082,0.984553275693379,0.996381276030312,0.992564270864891,0.99999999616427,0.691910727502283,0.528475772431545,0.998499287223994,0.948959026320809,0.999693946583871,0.95429122261988,0.999999999824075,0.999999965561443,0.959639681283743,143.8849,112.3277,64.9819,108.9198,73.848,92.6094,94.1017846153846,89.320912745098,94.8648257142857,NA,NA,NA,NA,23.2791,NA,1.27092663407417,2.25861241004586,3.88893578849636,143.8849,112.3277,64.9819,108.9198,62.20845,92.6094,79.2836,76.7847,84.84785,143.8849,112.3277,64.9819,108.9198,85.48755,92.6094,111.9864,101.0795,107.67645,1,1,1,1,2,1,364,102,35
"ZNF643",0.999999999776346,1,0.999658766431596,0.99999999943164,0.999910570805157,0.999604113857401,0.99940977877563,0.999859179110573,0.999309259691442,0.999999999999519,0.724535064109031,0.782689952024981,0.716952592673115,0.966655133572212,0.908654573123911,0.953286458014342,0.977082281556188,0.949431421750126,0.999987033008592,0.999496123043898,0.948099105922386,0.999995597397526,0.999999926270578,0.999993548908884,0.999907697261986,0.999511975277581,0.468750350190057,1.29539046156424e-10,0.944220133751063,0.971344135041305,0.939917674958943,0.999967367494987,0.999017732336251,0.96290194908493,0.999997744464824,8.35317448077966e-05,18.3853,21.0868,18.0505,34.9619,33.84465,67.27,42.6044958791209,25.0616519607843,43.6840285714286,NA,NA,NA,NA,10.71915,NA,1.12567078081777,1.51723110288086,2.36947469925217,18.3853,21.0868,18.0505,34.9619,28.485075,67.27,27.000525,17.328175,32.42755,18.3853,21.0868,18.0505,34.9619,39.204225,67.27,54.0103,27.59745,53.2367,1,1,1,1,2,1,364,102,35
"ZNF642",0.511824551459516,0.999999999900333,0.999999981461707,0.452098518009544,0.628480836970048,0.999999489362595,0.999999027601114,0.483071710314499,0.999988974393682,0.999999999933246,0.999998895366075,0.328626122702737,0.999999941242276,0.999957718613703,0.999615074186554,0.999999999987534,0.111307699710331,0.999999949715262,0.999999979638731,0.999987613920217,0.999945337824752,1,0.0930877102242251,0.999999999354644,0.999999580381859,0.99991467927267,0.999987562751051,0.998662233241064,0.999993665608371,0.232592990099106,0.999937124821919,0.999999998927566,1,0.998194536634031,0.791229001543359,0.632936797755881,76.7386,130.5758,74.4585,81.1295,83.0076,69.3816,77.9835197802198,76.5057147058824,83.3314457142857,NA,NA,NA,NA,5.804,NA,0.945159551942193,2.15446904000582,2.3930552608787,76.7386,130.5758,74.4585,81.1295,80.1056,69.3816,66.17765,60.741,73.0661,76.7386,130.5758,74.4585,81.1295,85.9096,69.3816,88.8278,87.809975,92.936,1,1,1,1,2,1,364,102,35
"ZNF490",0.872372217280584,0.722155446652428,0.941778282875078,0.999998986637447,0.999999919868237,0.999929649074812,0.85508828130775,0.999999952598931,0.999888240489194,0.999999999999718,0.984875116018746,0.99995338030083,0.998370190997467,0.999999519868707,0.999995506602637,0.960060514915074,0.993772992045318,0.938562319789593,0.999606310685667,0.991629195484814,0.99999961640421,0.979898645721577,0.98566835404813,0.901082864580778,0.998516275433235,0.975872027001262,0.999991051011272,0.975460822458327,0.984233957824427,0.98364870586827,0.894574744305381,0.998135450653338,0.972655489614488,0.999984551148854,0.994718881065189,0.999999989660627,327.3381,196.2693,171.4801,214.2537,210.8474,236.8024,252.321266758242,260.064902941176,261.990282857143,NA,NA,NA,NA,47.4466,NA,3.2727397416691,6.75955264985709,9.79357696269138,327.3381,196.2693,171.4801,214.2537,187.1241,236.8024,214.713075,210.87555,224.9989,327.3381,196.2693,171.4801,214.2537,234.5707,236.8024,286.42835,296.52535,291.6044,1,1,1,1,2,1,364,102,35
"ZNF626",0.999801491551937,0.711659895130393,0.998799479523119,0.954628395567352,0.999999991558987,0.979834829953876,0.916228674395633,0.998565440359811,0.99902205650871,0.999817019306125,0.999986820569067,0.999999984362408,0.908166337661913,0.999997216560861,0.992682602926496,0.971891845316288,0.999994637051197,0.91074458896406,0.999999997683263,0.997931389868135,0.999720893693457,0.998003362099993,1,0.733846733471618,0.999999737265305,0.943069115682756,0.999999886944059,0.0344420424598441,0.820489330380958,0.996638986262947,0.994061316106607,0.999621594552781,0.999999999948935,0.982304040256293,0.153368159944751,0.000736413453966356,610.3118,511.7599,294.2238,484.5361,400.10715,541.1765,468.146973076923,514.362679411765,407.486697142857,NA,NA,NA,NA,126.08695,NA,6.67973136731041,13.4560469774866,15.8543366777486,610.3118,511.7599,294.2238,484.5361,337.063675,541.1765,382.520075,431.924625,358.16605,610.3118,511.7599,294.2238,484.5361,463.150625,541.1765,548.8364,606.158725,464.14445,1,1,1,1,2,1,364,102,35
"ZNF793",0.527040736634212,0.235848600492052,0.494504200561291,0.999934538735519,0.999999999999415,0.999970507471373,0.678849188331573,0.999838721973275,0.97713563159366,0.999667806738924,0.428905274116859,0.999999994610186,0.999995961503519,0.999999999770009,0.998812670929984,0.0862233591319512,0.99999999999318,0.999576998834805,1,0.985160764722439,0.99999999546627,0.118319266907842,0.999999999998765,0.998570153056869,0.999999998978558,0.995492306014078,0.999999522338157,0.985336834800894,0.0161362952435514,0.999274055963761,1,0.99966610421399,0.678331146830118,0.999953172287623,0.0217668332061681,0.00935812814613179,353.3173,178.8321,138.0866,174.8095,218.57005,166.5158,175.049400274725,181.913091176471,138.547428571429,NA,NA,NA,NA,36.52205,NA,3.20684331379593,6.49484955650498,6.95784386412841,353.3173,178.8321,138.0866,174.8095,200.309025,166.5158,132.722175,139.79985,110.0195,353.3173,178.8321,138.0866,174.8095,236.831075,166.5158,206.668075,202.7771,156.0944,1,1,1,1,2,1,364,102,35
"ZNF383",0.999976891709705,0.931438837796051,0.680280208774217,0.739124017127921,0.396958436272492,0.999893526345506,0.586766303859002,0.277567548758842,0.999962790501667,0.999999994651076,0.98532234263795,0.890640670187386,0.999998372428345,0.996912362043643,0.997401232683359,0.877696733127499,0.521126972572151,0.999986565585828,0.974618949446025,0.930585061856046,1,0.924338644791797,0.611615289345291,0.9998907864181,0.953116532625145,0.871265525218543,0.999999999836027,0.97480135690111,0.553157536944479,0.205273195750256,0.99999997220433,0.9998503941411,0.999907343978088,0.999672229708956,0.0407995494235077,0.0146686410338673,109.5124,121.6545,71.2996,56.4769,60.11345,79.9397,79.315282967033,81.8674225490196,67.5954028571429,NA,NA,NA,NA,17.44595,NA,1.11433922421704,2.0291228057171,2.71680015083392,109.5124,121.6545,71.2996,56.4769,51.390475,79.9397,64.7527,68.997975,57.17735,109.5124,121.6545,71.2996,56.4769,68.836425,79.9397,92.371125,92.3912,75.39735,1,1,1,1,2,1,364,102,35
"ZNF669",0.0667209140404557,0.271700529428834,0.469908225535045,0.999660630646565,0.992489685301421,0.999996804578448,0.473145082700982,0.905371690270891,0.998776597243529,0.999995885366333,0.882233326770462,0.817735986696871,0.986902763062469,0.999133653720032,0.999961965518997,0.342581769316211,0.575578400252018,0.970326599811629,0.999084769878439,0.999988063112094,0.999999155817364,0.186346552109388,0.784559880038102,0.996605906790753,0.999992336684888,0.999999999992004,0.999686769815544,0.117391165033335,0.339275479580074,0.616952343245466,0.977417045092724,0.999435972872764,0.99999669817225,0.999998008989356,0.999999927727089,0.888557934932994,155.8753,28.3861,53.2491,66.7862,78.8946,95.0226,86.931092032967,77.5449539215686,85.8830228571429,NA,NA,NA,NA,15.9221,NA,1.59607228073277,2.90776908437455,4.29984190117621,155.8753,28.3861,53.2491,66.7862,70.93355,95.0226,64.593125,56.6833,69.935,155.8753,28.3861,53.2491,66.7862,86.85565,95.0226,104.86785,95.957375,99.0403,1,1,1,1,2,1,364,102,35
"ZNF559",0.999998982451372,0.0153536070681568,0.0451873162470465,0.0374110378711803,0.0978104093125746,0.999994945414913,0.224712784393821,0.406747057770014,0.851282868916176,0.97159038221847,0.410472334281153,0.60130869489016,0.932859203539967,0.989516257833043,1,0.0237151605225254,0.0761309086811186,0.82073109302904,0.975445635619501,0.999985458296535,0.999999419160586,0.0730137013415656,0.192198580249342,0.594353779891547,0.877355977705143,0.999999998035244,0.999999999463801,0.0320180822004605,0.00439396234647638,0.0173595946343028,0.983179943594652,0.999783420910533,0.972773453956863,0.997415088291374,0.0697761003908123,0.000206523091982769,661.6307,622.871,172.87,220.4169,355.8987,354.1538,328.593276923077,364.80232745098,276.0313,NA,NA,NA,NA,54.2552,NA,4.97928459309429,11.7910279640234,12.3493742248033,661.6307,622.871,172.87,220.4169,328.7711,354.1538,258.876875,283.578075,230.5624,661.6307,622.871,172.87,220.4169,383.0263,354.1538,392.995625,427.5826,308.40485,1,1,1,1,2,1,364,102,35
"ZNF177",0.996812613227062,0.733886723936042,0.487174290357387,0.224110411056877,0.0953479263352098,0.999991770805622,0.645901827876358,0.124200306741575,0.999999997045791,0.999794618705893,0.970375248939507,0.596113896886312,0.999625655943173,0.989347645966645,0.999778208464712,0.315071781029802,0.0158166551468938,0.999999999943879,0.999647439612692,0.999999999047552,0.997788745516489,0.28592333412381,0.0134492180222413,1,0.999846175138321,0.999999926658081,0.996323417942848,0.99982805065458,0.136338539672306,0.00407656317606908,0.999994607309184,0.999999985655124,0.998771308153855,0.961825568965373,0.276491978755709,0.629893271090717,198.4812,245.3366,97.8881,76.7593,104.59835,132.724,101.227612362637,98.7405196078431,83.53534,NA,NA,NA,NA,23.18245,NA,2.19003897951946,4.34991795493269,4.43515034351143,198.4812,245.3366,97.8881,76.7593,93.007125,132.724,71.880675,68.66595,66.984,198.4812,245.3366,97.8881,76.7593,116.189575,132.724,125.55985,121.7462,102.28765,1,1,1,1,2,1,364,102,35
"ZNF548",0.900111272383454,0.657989075876033,0.937747149544764,0.999960415025488,0.999999998924509,0.999765904464238,0.663488011630825,0.999999839727754,0.999998439063541,0.999993019797408,0.951347541638531,0.999999977606509,0.999534264873232,0.999999999997747,0.999975326732389,0.591458754152046,1,0.999198029982431,0.999999997559255,0.99996924831327,0.99999990180939,0.715534197171526,0.999999876470891,0.99576082090451,0.99999999999929,0.999073933693146,1,0.813662784708512,0.458170215691027,0.999999965052553,0.999964436308066,0.999994451669738,0.999999998921913,0.999974054461403,0.948055463485671,0.528222603582051,427.6579,253.4469,198.1047,268.0412,229.7382,274.8115,256.588936813187,272.270724509804,237.243211428571,NA,NA,NA,NA,49.9025,NA,3.00700016759437,15.9845509688615,7.54832856232555,427.6579,253.4469,198.1047,268.0412,204.78695,274.8115,228.13615,221.95305,217.54215,427.6579,253.4469,198.1047,268.0412,254.68945,274.8115,287.821025,286.7186,262.58185,1,1,1,1,2,1,364,102,35
"ZNF563",0.999999492931984,0.262999865509129,0.912650762519573,0.413836157141946,0.973370589917603,0.976243457685527,0.999771763247217,0.999999275714818,0.36641972227544,0.984780797551276,0.986675794913102,0.998232060747568,0.876416320203484,0.999990514758134,0.99966829337293,0.966230592639782,0.997077759110171,0.343191766511854,0.997605450785566,0.999204747907408,0.999999548542284,0.933160181052658,0.990762270359295,0.443581156282576,0.999505267875229,0.994651267471848,0.999999999668764,0.92276669149078,0.964099574208451,0.996629811322855,0.377564783791891,0.998296818768769,0.999007575283654,0.999999832855855,0.999999991718715,0.999478420702465,88.3293,104.6229,245.4874,175.706,119.3859,152.0362,140.667562912088,147.432735294118,141.881445714286,NA,NA,NA,NA,1.97949999999999,NA,2.33254754914933,4.84869162440431,7.73563294920412,88.3293,104.6229,245.4874,175.706,118.39615,152.0362,109.012675,112.88405,114.6384,88.3293,104.6229,245.4874,175.706,120.37565,152.0362,165.274925,171.434825,164.3651,1,1,1,1,2,1,364,102,35
"ZNF567",0.988080727727978,0.960531112072652,0.909047204784994,0.999999901291371,0.999983501647367,0.999999949722536,0.999841882972299,0.999637001081743,0.995890712167657,0.980683503236977,0.999999891187763,0.997696874084488,0.988283071050033,0.964223998334822,0.999998521504292,0.87768708215501,0.99999999996916,0.999999855828345,0.99992253323395,0.96941236713765,0.965122774653956,0.702233098234831,0.99998204425287,0.999999999347975,0.999999988805871,0.815501481671171,0.866228262590541,0.0876552191851006,0.746073637563818,0.999994515036547,0.999999999997144,0.999999893161771,0.865488613444085,0.893881605986851,0.83497715653888,0.999999067017858,197.442,148.824,138.5379,129.0901,174.48045,187.0287,146.177801373626,134.647621568627,136.54064,NA,NA,NA,NA,15.50445,NA,1.85040783169208,3.63546667947014,5.27430143616506,197.442,148.824,138.5379,129.0901,166.728225,187.0287,126.7667,115.86295,119.9593,197.442,148.824,138.5379,129.0901,182.232675,187.0287,167.170725,154.978,150.1592,1,1,1,1,2,1,364,102,35
