"gene","p-adj-cribiform morular-columnar cell variant","p-adj-Diffuse sclerosing variant-columnar cell variant","p-adj-Diffuse Sclerosing Variant-columnar cell variant","p-adj-Diffuse sclerosing variant-cribiform morular","p-adj-Diffuse Sclerosing Variant-cribiform morular","p-adj-Diffuse Sclerosing Variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-columnar cell variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-cribiform morular","p-adj-Papillary carcinoma, diffuse sclerosing variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma, diffuse sclerosing variant-Diffuse Sclerosing Variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-columnar cell variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-cribiform morular","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Diffuse sclerosing variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Diffuse Sclerosing Variant","p-adj-Papillary carcinoma: mixed papillary and follicular variant-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Classical/usual-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Thyroid Papillary Carcinoma - Classical/usual","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-columnar cell variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-cribiform morular","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Diffuse Sclerosing Variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Papillary carcinoma, diffuse sclerosing variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Papillary carcinoma: mixed papillary and follicular variant","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Classical/usual","p-adj-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","mean-columnar cell variant","mean-cribiform morular","mean-Diffuse sclerosing variant","mean-Diffuse Sclerosing Variant","mean-Papillary carcinoma, diffuse sclerosing variant","mean-Papillary carcinoma: mixed papillary and follicular variant","mean-Thyroid Papillary Carcinoma - Classical/usual","mean-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","mean-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","SEM-columnar cell variant","SEM-cribiform morular","SEM-Diffuse sclerosing variant","SEM-Diffuse Sclerosing Variant","SEM-Papillary carcinoma, diffuse sclerosing variant","SEM-Papillary carcinoma: mixed papillary and follicular variant","SEM-Thyroid Papillary Carcinoma - Classical/usual","SEM-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","SEM-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","Q1-columnar cell variant","Q1-cribiform morular","Q1-Diffuse sclerosing variant","Q1-Diffuse Sclerosing Variant","Q1-Papillary carcinoma, diffuse sclerosing variant","Q1-Papillary carcinoma: mixed papillary and follicular variant","Q1-Thyroid Papillary Carcinoma - Classical/usual","Q1-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","Q1-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","Q3-columnar cell variant","Q3-cribiform morular","Q3-Diffuse sclerosing variant","Q3-Diffuse Sclerosing Variant","Q3-Papillary carcinoma, diffuse sclerosing variant","Q3-Papillary carcinoma: mixed papillary and follicular variant","Q3-Thyroid Papillary Carcinoma - Classical/usual","Q3-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","Q3-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)","count-columnar cell variant","count-cribiform morular","count-Diffuse sclerosing variant","count-Diffuse Sclerosing Variant","count-Papillary carcinoma, diffuse sclerosing variant","count-Papillary carcinoma: mixed papillary and follicular variant","count-Thyroid Papillary Carcinoma - Classical/usual","count-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)","count-Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)"
"ZNF416",0.0171535762136993,0.729621848663523,0.374321594238521,0.728224334344315,0.955238575477461,0.999856631068678,0.11483934605604,0.960351660365223,0.99637334498984,0.999999880202033,0.489143094809406,0.905934186324092,0.999993332607724,0.999999975967337,0.99997799962017,0.144739930113793,0.430348401690646,0.999998970242556,0.9999440873831,0.98403736722925,0.999999836258776,0.0707040562149369,0.634627325952581,0.999753325077098,0.999999973829128,0.999568077495171,0.999999999985023,0.199485305523626,0.116083956280847,0.534718535162933,0.999982583023893,0.999995659987055,0.996258716295465,0.99999999983275,0.998612997554917,0.995949339968194,227.8177,76.2368,152.0758,129.0901,121.07315,136.6516,143.470065659341,134.520945098039,139.559517142857,NA,NA,NA,NA,23.72805,NA,1.63847052083567,3.09303802709664,4.62828928591066,227.8177,76.2368,152.0758,129.0901,109.209125,136.6516,124.742525,112.553,124.64435,227.8177,76.2368,152.0758,129.0901,132.937175,136.6516,160.202675,155.870625,159.99715,1,1,1,1,2,1,364,102,35
"ZNF586",0.992968338611172,0.999999986558556,0.999898100545344,0.979511911363982,0.999982510219968,0.999192577127026,0.999999999999851,0.976790327096413,0.999999994712034,0.999490725587598,0.999999999412563,0.985129509965015,0.999999999998362,0.999558063693057,0.999999999933102,0.999999511115589,0.984120227725677,0.999928194848911,0.99995077964355,0.999968602605331,0.999980064363141,0.999999989488426,0.972628614260838,0.999987587341433,0.999794730927423,0.999998461880537,0.999997656636444,0.994808741100866,1,0.94828324752913,0.999999649847845,0.999006428561942,0.999999999753898,0.999999979382522,0.924454914243025,0.998744394465537,133.8929,171.1273,127.2563,154.6392,132.3683,129.4118,141.285869230769,138.465180392157,134.434097142857,NA,NA,NA,NA,0.375100000000003,NA,1.51311548842007,3.24053802081308,3.79412800205235,133.8929,171.1273,127.2563,154.6392,132.18075,129.4118,121.710475,114.7433,122.72095,133.8929,171.1273,127.2563,154.6392,132.55585,129.4118,157.922725,155.979875,145.8119,1,1,1,1,2,1,364,102,35
"ZNF446",0.999999804336182,0.988218333525817,0.978444958929192,0.998050179981491,0.995449894234568,0.999999999770757,0.917071847450462,0.976092739842222,0.999999814621362,0.999999999228425,0.892506767910682,0.958674496528242,0.999961204803198,0.999994218839398,0.999998652025761,0.697984026265242,0.873749945307955,0.999980558230171,0.999999213084678,0.999999958252405,0.999999834461518,0.887530421299059,0.972649305324266,0.999999999995956,0.999999999960613,0.999998044417411,0.999753896409602,0.054476575441971,0.592695214369382,0.794973429435353,0.99971067135031,0.999961307375865,0.999969973091044,1,0.984504039386229,0.157356023736413,568.8729,529.4566,398.2852,381.403,364.3817,320.7903,348.116973076923,391.027024509804,325.847677142857,NA,NA,NA,NA,61.7964,NA,6.50726776706574,12.8470124941855,17.960175892562,568.8729,529.4566,398.2852,381.403,333.4835,320.7903,273.0901,306.49885,265.66075,568.8729,529.4566,398.2852,381.403,395.2799,320.7903,388.5494,449.507175,375.49375,1,1,1,1,2,1,364,102,35
"ZNF8",0.969521659356564,0.919944075832901,0.910757075259614,0.999999898562133,0.99999972803749,1,0.816776224392372,0.999999085701417,1,1,0.930729072870472,0.999999976725474,1,0.999999999992804,0.999999999969667,0.799673099164509,1,0.999998933145847,0.999997033558559,0.999953238913668,0.999999771745067,0.413349340448851,0.999601865970797,0.999997526821772,0.999999130485492,0.999988505364463,0.999992169226765,7.31824008426418e-06,0.766603368141592,0.999999999849013,0.999999930870333,0.999999718168714,0.999995697724111,0.999999992803439,0.999957701641737,0.185471908475513,128.4692,91.7762,85.0632,84.173,84.0985,86.1991,91.4648439560439,77.9135607843137,89.6501657142857,NA,NA,NA,NA,11.7833,NA,1.2156384585508,2.37750287298063,2.81142511429879,128.4692,91.7762,85.0632,84.173,78.20685,86.1991,77.0444,65.853325,75.4734,128.4692,91.7762,85.0632,84.173,89.99015,86.1991,104.26415,89.456775,101.25445,1,1,1,1,2,1,364,102,35
"ZNF264",0.741980513124103,0.536760304245441,0.956664722792753,0.999997912357572,0.999885466945455,0.996503970175268,0.920716782936088,0.999383930607029,0.986938355706906,0.99999999999888,0.933403503051302,0.999975921813844,0.998532410552542,0.999999999812393,0.999999987935766,0.776934166215765,0.997761679774683,0.958395958943471,0.999999999999751,1,0.999999971801779,0.626626549009469,0.99986337149894,0.990031773008032,0.999999935450461,0.999991966544055,0.999999999991972,0.447420981437586,0.525290958758192,0.999993009201655,0.997440171704362,0.999992729272552,0.999693340778559,0.999999802475491,0.353907016754528,0.995593638747387,1215.028,669.9108,573.1047,832.3622,846.1321,802.4133,842.185116758242,788.064738235294,750.931902857143,NA,NA,NA,NA,241.8337,NA,12.2741311274634,19.766428073275,34.1528869692019,1215.028,669.9108,573.1047,832.3622,725.21525,802.4133,698.881925,659.7363,635.6188,1215.028,669.9108,573.1047,832.3622,967.04895,802.4133,965.9531,932.74345,877.8064,1,1,1,1,2,1,364,102,35
"ZNF213",0.273407683907758,0.999960893241695,0.99998806557763,0.0997575221697191,0.117144585192761,0.999999999992269,0.999141912188009,0.0166436017433702,0.999999988890298,0.999999770296759,0.999999998039954,0.21122531247645,0.999997104201503,0.999999495242374,0.999861967015822,0.999999765865205,0.00870441125836718,0.999983733194096,0.999997780396632,0.996017027998734,0.999999999998384,0.999999821387236,0.00933667522738058,0.9999818794609,0.999997424523531,0.995882288412487,0.999999999999615,0.999999999993114,0.999999921165561,0.0112512829787956,0.999975435725062,0.999996106444699,0.99543128247909,1,0.999999991021834,0.999999999629594,640.6875,1209.2457,537.0036,551.7705,505.21265,611.1614,602.528958516483,603.682180392157,607.001331428571,NA,NA,NA,NA,143.01295,NA,8.05118874636228,21.2236115023364,20.1929210861295,640.6875,1209.2457,537.0036,551.7705,433.706175,611.1614,507.149025,459.14325,535.48045,640.6875,1209.2457,537.0036,551.7705,576.719125,611.1614,684.1485,675.22545,686.14745,1,1,1,1,2,1,364,102,35
"ZNF343",0.416533907558469,0.299108490117064,0.0696994611486713,0.999999946044655,0.99646873484746,0.999483221516661,0.0869186322197183,0.999983922849347,0.999999974797489,0.999807332319546,0.542176479021203,0.999999961199778,0.999989236919395,0.986157540385069,0.999578584235518,0.021520703937275,0.999998047142172,1,0.995289295973754,0.999999452749162,0.999766394810554,0.0227674624764483,0.999998355444851,1,0.995193661085742,0.999999344909902,0.999788633902315,0.999999999999049,0.00563776774525526,0.998447160489312,0.999948881469422,0.999978058650813,0.99999409635862,0.987625930407406,0.260932349798572,0.382177999528326,388.8889,243.309,230.5957,189.1528,220.59155,255.5053,229.132081318681,229.39012745098,208.736291428571,NA,NA,NA,NA,56.55865,NA,2.47731384984045,5.03471078857115,4.87457024314287,388.8889,243.309,230.5957,189.1528,192.312225,255.5053,197.100525,202.450825,189.5387,388.8889,243.309,230.5957,189.1528,248.870875,255.5053,255.28535,253.6119,219.06625,1,1,1,1,2,1,364,102,35
"ZNF302",0.99999801908733,0.881975691146711,0.945615983325038,0.720924570537934,0.832216905415394,0.999999941028516,0.948287598846525,0.813678325284255,0.999970169063247,0.99999990937074,0.98747177549656,0.936229594736333,0.99994816562619,0.999999265957588,0.999999999611333,0.744495043877858,0.454967457414993,0.999995955941678,0.999999999996462,0.999999133422049,0.999996991543311,0.846885874130617,0.584903097017337,0.999886829827145,0.999999707061471,1,0.999999996081001,0.800384358208343,0.494568470590164,0.238873291787617,0.999999999991703,0.999995679863747,0.996639751582105,0.998743204153283,0.387428225259912,0.0831166486010732,960.8313,1042.9846,568.1408,620.7978,668.9378,693.2127,631.858273901099,666.602369607843,555.717774285714,NA,NA,NA,NA,137.9643,NA,10.1687801182267,20.3877559630457,22.1207489382738,960.8313,1042.9846,568.1408,620.7978,599.95565,693.2127,519.725625,511.791325,490.93535,960.8313,1042.9846,568.1408,620.7978,737.91995,693.2127,715.458925,760.2466,627.84885,1,1,1,1,2,1,364,102,35
"ZNF268",0.55502162587264,0.212430275119037,0.297170675306883,0.999756565076248,0.999983313697109,0.999999981732608,0.251814125726032,0.999999974679656,0.999931237359597,0.999998770463407,0.997212646381379,0.956692323731602,0.708107648084505,0.807893630303942,0.827338842517102,0.418127473062501,0.999502180335577,0.892547398226637,0.960837502637524,0.961599756618277,0.977777412317258,0.455436339500581,0.999159649092773,0.874941345008596,0.951507739603295,0.948794583769613,0.983735148749428,0.999968224058925,0.317534385265154,0.999972310969906,0.954898229060972,0.988014069065346,0.993835457419622,0.945141849541994,0.976695003386541,0.95123795044775,703.0376,313.4631,203.0686,235.7687,283.9571,548.7179,399.52410989011,406.214434313725,372.955297142857,NA,NA,NA,NA,46.9154,NA,7.15136712565959,15.2774577612833,19.4341332537029,703.0376,313.4631,203.0686,235.7687,260.4994,548.7179,314.38085,305.251175,286.23315,703.0376,313.4631,203.0686,235.7687,307.4148,548.7179,480.701425,481.365075,442.72635,1,1,1,1,2,1,364,102,35
"ZNF184",0.197452592848885,0.344884315701963,0.333393322290142,0.999998822110773,0.999999321609814,1,0.539347822260039,0.98813184101466,0.999308062248363,0.999116635204704,0.29912111353876,0.999999909298589,0.999999999956644,0.999999999995437,0.998223004492538,0.0571066371805409,0.999713239415613,0.999999970823329,0.999999909995162,0.994426685127689,0.999998644815733,0.0146405775800632,0.999999997702606,0.99999920123522,0.999999652284289,0.860817575367907,0.999999987741629,0.00248998467682349,0.0401604455592565,0.99997839862794,1,0.999999999999845,0.978423158562367,0.999999998143022,0.992526794019841,0.873410117264404,370.1039,184.1038,204.4224,203.048,244.8381,198.7934,213.439268681319,190.679514705882,205.255148571429,NA,NA,NA,NA,3.26560000000001,NA,2.67932255398609,5.12984181282765,8.02214955547826,370.1039,184.1038,204.4224,203.048,243.2053,198.7934,179.99415,158.67675,179.096,370.1039,184.1038,204.4224,203.048,246.4709,198.7934,239.791275,220.414825,226.3914,1,1,1,1,2,1,364,102,35
"ZNF500",0.0314061691601621,0.842873457217837,0.684808164172516,0.719498170443897,0.867642261743379,0.999999163024251,0.800127966741703,0.429242822927905,0.999999990170779,0.999941539628789,0.99581919354614,0.266779871253222,0.99886434420204,0.988906359168554,0.999317930179511,0.536321538300185,0.186647105764892,0.999999994131248,0.999853453493268,0.999999999992992,0.995778437388662,0.376456544024317,0.312570069332028,0.999999999691824,0.999998881089259,0.999980133233855,0.977530820624725,0.416303927894583,0.417499419981797,0.300457384003158,0.999999999996998,0.99999679149019,0.999995125572224,0.983634568290089,0.96801417959019,0.99999982469965,383.693,97.3236,250,226.3559,261.68905,310.7089,258.957838461538,243.787444117647,246.474657142857,NA,NA,NA,NA,49.61575,NA,3.1628379044861,7.06680334845206,7.84401150778565,383.693,97.3236,250,226.3559,236.881175,310.7089,220.879175,203.548075,212.90855,383.693,97.3236,250,226.3559,286.496925,310.7089,295.7251,289.963775,274.87515,1,1,1,1,2,1,364,102,35
"ZNF419",0.716736409629429,0.999984482571102,0.655376267576546,0.447619765184038,0.010958196987951,0.878501016961121,0.998147647752999,0.130328022710044,0.999998558535121,0.904084456620556,0.519247414073615,0.00541486937253466,0.780262439417959,0.999999934811268,0.800062949381351,0.570862159145415,0.000394253080522322,0.894538966091455,0.999388155829816,0.860420407318872,0.992222156142771,0.634836345749815,0.000608916516935509,0.925703145394599,0.99851352044867,0.912390512497319,0.986309047739496,0.997754456479107,0.362213087621529,0.000112967019732402,0.731697081632281,0.999998304092753,0.60201704291718,0.999738043399703,0.606755899265445,0.432427251455488,362.1103,517.8427,327.1661,198.1174,304.84165,180.6938,238.298804395604,243.681354901961,216.99014,NA,NA,NA,NA,108.57115,NA,3.23552256411728,7.08955753408,6.94405924004085,362.1103,517.8427,327.1661,198.1174,250.556075,180.6938,203.237225,190.90675,197.5023,362.1103,517.8427,327.1661,198.1174,359.127225,180.6938,269.520425,278.6152,240.4103,1,1,1,1,2,1,364,102,35
"ZNF175",0.999933304237133,0.976742340541761,0.993881233118665,0.999568379550044,0.999979280140007,0.999999920989717,0.995711130921258,0.999998563386584,0.999977175010492,0.999999964861708,0.9999994390163,0.999999849172861,0.996109218875541,0.999470593513725,0.999820361785346,0.999925319312768,0.999999951606683,0.981104274209005,0.99773900917492,0.99769229238369,0.99999999877942,0.998621618981818,0.999999999999603,0.996574199065009,0.999848957635345,0.999966877291229,0.999993456399221,0.483478252932452,0.994189064563676,0.999999869288963,0.999411069082904,0.999992966956069,0.999999949480059,0.999871774846431,0.351095151210612,0.99420434750533,266.5867,210.4623,138.5379,162.2591,180.80925,236.1991,226.252811538462,206.672385294118,192.335931428571,NA,NA,NA,NA,34.79155,NA,4.78357738886536,5.97486658696343,9.44466295720532,266.5867,210.4623,138.5379,162.2591,163.413475,236.1991,173.8488,164.31425,153.36825,266.5867,210.4623,138.5379,162.2591,198.205025,236.1991,259.587175,235.20685,224.1425,1,1,1,1,2,1,364,102,35
"ZNF14",0.116776542332239,0.0805641706552984,0.160115952241622,0.999999994782163,0.999999997384128,0.999999089956965,0.0276484031517574,0.999999999976895,0.999999999837261,0.999999815722809,0.627506849302252,0.991609208785583,0.978765430223512,0.997043798781809,0.968121250561724,0.0502584267240588,0.995354093754292,0.980978366152824,0.999188275311318,0.925296180590753,0.999948813240224,0.0878655569080442,0.982634081615045,0.949055369306093,0.995262826137077,0.817375374016211,0.999999228812352,0.749284106820253,0.0085860341576095,0.999999490222317,0.999953604129265,0.999999999978567,0.999931873877138,0.982445982706826,0.025538897154686,0.00252802938696994,458.4333,199.5134,186.3718,211.5643,193.7407,284.7662,254.834835714286,267.237483333333,216.299831428571,NA,NA,NA,NA,63.8418,NA,3.45558565366228,6.52548280671135,9.30543479293016,458.4333,199.5134,186.3718,211.5643,161.8198,284.7662,207.75045,217.116,182.8182,458.4333,199.5134,186.3718,211.5643,225.6616,284.7662,300.10945,297.423325,246.95455,1,1,1,1,2,1,364,102,35
"ZNF85",0.922140260470229,0.999990445771239,0.99999994542962,0.747721102821174,0.968075770076098,0.999765642015668,0.999997720934649,0.654054424551689,0.999999998770764,0.99984984415648,0.999989147385594,0.989481796567876,0.998133579442783,0.999999960986742,0.998200661074642,0.999999994069205,0.528376840091275,0.999988886153107,0.999976100342441,0.999996370932691,0.999078399471496,0.999725418277034,0.931237543076177,0.975562469611612,0.999997953045486,0.921965842247889,0.999999999999638,1.16547973494363e-08,0.99999985742847,0.495302631806717,0.999998184674318,0.999923678058649,0.999999858787367,0.99821922174797,0.999974440255893,0.00194389803946871,154.2766,253.4469,126.8051,168.5343,134.4727,182.2021,146.639143956044,184.562295098039,142.735828571429,NA,NA,NA,NA,32.3867,NA,2.47463842627175,7.15314535247977,6.45521219111181,154.2766,253.4469,126.8051,168.5343,118.27935,182.2021,115.49165,131.0834,118.89595,154.2766,253.4469,126.8051,168.5343,150.66605,182.2021,168.3773,229.54775,168.1839,1,1,1,1,2,1,364,102,35
"ZKSCAN1",0.975357015079005,0.959193517214188,0.94998232549339,0.999999999792578,0.999999996107709,1,0.98461759477704,0.999999579185422,0.99999249526035,0.999979750391842,1,0.978627685678023,0.963977402214951,0.955532899700617,0.987208377752331,0.999672638717307,0.989416818596939,0.975500801752159,0.966106942396607,0.991623323142223,0.999793199669683,0.994541667086884,0.999115486705156,0.996756823581488,0.994693035050001,0.999868740946422,0.99587870263337,0.215562343660621,0.99510414005015,0.999119429338271,0.996802650970419,0.994784008473343,0.999871196887437,0.996315678823897,0.818075247725658,1,646.6827,249.7972,215.2527,199.9104,327.7177,637.7074,496.012783516484,422.836384313725,424.329854285714,NA,NA,NA,NA,90.676,NA,13.8680272210328,23.9912712649652,37.1596529391976,646.6827,249.7972,215.2527,199.9104,282.3797,637.7074,297.378725,225.799125,237.6354,646.6827,249.7972,215.2527,199.9104,373.0557,637.7074,656.884825,612.4435,579.2851,1,1,1,1,2,1,364,102,35
"ZNF862",0.999729630210831,0.551176951693363,0.631186955648453,0.20638665130591,0.261790971451123,0.999999999071425,0.818844040176805,0.386430152342992,0.998443032368984,0.999643689836632,0.739492970943117,0.355340491474506,0.999998925271887,0.999999983837002,0.999981026277614,0.493274064817311,0.0965285452856431,0.998224978315138,0.999709940964663,0.999999888411532,0.999994387321528,0.817445887653213,0.297929884336014,0.950976605039146,0.979089693890565,0.999925481392867,0.995858650712786,0.000471674370414288,0.195563126384306,0.0220558731943212,0.999999948254287,1,0.989500110108234,0.999999925971516,0.0546325358385564,6.28500227417561e-06,1091.5268,1297.648,372.2924,413.7158,598.9556,473.0015,561.045687637363,686.69667745098,421.511271428571,NA,NA,NA,NA,222.5333,NA,12.8669394077934,31.007188336367,24.5255018055755,1091.5268,1297.648,372.2924,413.7158,487.68895,473.0015,411.0925,470.5497,329.82495,1091.5268,1297.648,372.2924,413.7158,710.22225,473.0015,649.048375,816.883825,477.96495,1,1,1,1,2,1,364,102,35
"ZNF684",0.994944036041185,0.931348893151375,0.999999607666738,0.43644841503131,0.973859983709953,0.980144507609355,0.990235601377593,0.59068050158472,0.999776680462461,0.999191763182444,0.995915958110259,0.754449071085565,0.999938358874851,0.999672293052179,1,0.995438479308707,0.506672158414744,0.986599085785464,0.999903398231975,0.999962354847341,0.999996047305405,0.999999992933332,0.979733112869919,0.560580985071131,0.999909939087682,0.6633620182813,0.926248026034839,1.28670851751167e-10,0.938552881196908,0.250192282738875,0.999824994188954,0.99107265513234,0.999999956556943,0.999999998987745,0.222430548950399,1.57489132845967e-10,70.3437,95.296,32.491,63.2004,46.5153,46.1538,52.9385173076923,73.4037754901961,43.7335314285714,NA,NA,NA,NA,5.4281,NA,0.933792897844836,2.9919873009029,1.88684162084798,70.3437,95.296,32.491,63.2004,43.80125,46.1538,40.84395,56.635875,38.6315,70.3437,95.296,32.491,63.2004,49.22935,46.1538,61.2561,85.262175,50.10075,1,1,1,1,2,1,364,102,35
"ZNF430",0.999272371890074,0.999999999999796,0.999999192253909,0.998841038364156,0.999987001628589,0.99999739939679,0.999460797443187,0.905547398476381,0.999708323876347,0.990795282212144,0.856721468811369,0.441060781900092,0.875892283353265,0.704738733966531,0.973691296404217,0.999754350688154,0.86287771463277,0.99989631039174,0.990372049987869,0.999998683385671,0.830352185933832,0.999999720591538,0.998983170726392,0.999998291533397,0.999999994498282,0.896078480495995,0.319093471006254,2.48508325029206e-10,0.999881261100213,0.889794053300219,0.999954225947374,0.99363995269058,0.99999473911442,0.817338362126524,0.99999944726722,0.00418222495875997,240.2078,51.0949,252.7076,162.2591,397.4348,674.5098,355.851572252747,191.788194117647,346.555394285714,NA,NA,NA,NA,21.0228,NA,11.372459954814,17.6860125566295,23.9596456531246,240.2078,51.0949,252.7076,162.2591,386.9234,674.5098,183.523925,102.509825,254.5449,240.2078,51.0949,252.7076,162.2591,407.9462,674.5098,504.97555,208.159525,447.86075,1,1,1,1,2,1,364,102,35
"ZFP30",0.529374540556731,0.392254910443961,0.619576432816576,0.999999915253361,0.999999997628815,0.999995851408307,0.448289421102886,0.999999935400281,0.9999691257149,0.999999999999439,0.915285098003663,0.999108079301806,0.994268739411784,0.999816719340668,0.999697936645925,0.215336821464991,0.999997265644323,0.999609319473444,0.999999997175865,0.999999999506063,0.999414199884364,0.232011598444972,0.999994967029507,0.99947483117278,0.999999988094887,0.999999994722285,0.999584442527549,0.999999689092,0.0857594136495922,0.999999999546495,0.999999970390277,0.999998733498266,0.999931993658647,0.981823894013172,0.299531626431545,0.354681078002262,346.5228,183.6983,167.4188,194.0834,197.3226,237.7074,201.599881593407,203.11952745098,177.645402857143,NA,NA,NA,NA,81.9623,NA,3.0174610986343,5.54792791906816,8.49734321613416,346.5228,183.6983,167.4188,194.0834,156.34145,237.7074,163.428125,176.43395,152.87745,346.5228,183.6983,167.4188,194.0834,238.30375,237.7074,235.233,231.582025,209.2012,1,1,1,1,2,1,364,102,35
"ZNF549",0.6226884269304,0.158596343323852,0.173245295034354,0.997118081009848,0.997971597105382,1,0.267579949794554,0.999999466963742,0.999229089852149,0.999538382070033,0.935683361985683,0.999588423270162,0.900201968109226,0.913851841063997,0.989737463069563,0.202865979383679,0.999999999740483,0.953481973275771,0.964457782218116,0.999699968460127,0.997913599106312,0.105762500029589,0.999999955355948,0.991489635385931,0.994323715183589,0.999999973023175,0.982261053332027,0.213231402936956,0.0881361283055756,0.999998866567235,0.996230052535558,0.997647585684397,1,0.970790998550737,0.433484438499473,0.999905319477773,368.1055,223.4388,162.9061,165.8449,206.51935,269.6833,228.740061538462,213.288459803922,208.02088,NA,NA,NA,NA,45.01495,NA,2.87345496269267,5.47034189470517,7.23041585965214,368.1055,223.4388,162.9061,165.8449,184.011875,269.6833,193.934925,180.61345,188.1414,368.1055,223.4388,162.9061,165.8449,229.026825,269.6833,262.15135,246.729575,237.3983,1,1,1,1,2,1,364,102,35
"ZNF211",0.928051242035625,0.995957044257842,0.839978029040032,0.44740448737665,0.105812381172026,0.998741411899508,0.999999755428137,0.718695248231104,0.998406759949904,0.836984388413168,0.872395533567859,0.126177265267372,0.999413530373628,0.999999999982,0.874456988757854,0.941817828291907,0.0504717115175535,0.999999999859613,0.992798323778445,0.90412590710398,0.996748455621723,0.916864999341888,0.0400332436690808,0.999999967659044,0.996551514330312,0.856335149559731,0.998621848235031,0.996933379274462,0.657938742866754,0.00836292937971939,0.999010752365103,0.999998063459804,0.42549231486321,0.999999912964009,0.0217045321463804,0.188190206916938,452.2702,627.0195,341.7058,247.965,425.5963,257.2941,333.165409065934,324.747889215686,276.681562857143,NA,NA,NA,NA,28.6241,NA,4.89944448298178,10.5751787725724,9.64917993095097,452.2702,627.0195,341.7058,247.965,411.28425,257.2941,268.8156,244.226025,240.23075,452.2702,627.0195,341.7058,247.965,439.90835,257.2941,388.39295,374.9775,318.45435,1,1,1,1,2,1,364,102,35
