"gene";"Thyroid Papillary Carcinoma - Classical/usual-Other  specify";"Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Other  specify";"Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)-Thyroid Papillary Carcinoma - Classical/usual";"Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Other  specify";"Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Classical/usual";"Thyroid Papillary Carcinoma - Tall Cell (>= 50% tall cell features)-Thyroid Papillary Carcinoma - Follicular (>= 99% follicular patterned)"
"ZNF226";0.999900925793945;0.959903942627524;0.330558940490645;0.424306495560507;0.0131178439676752;0.00144343815810732
"ZNF229";0.799686454702022;0.998151240541458;0.145039364061742;0.999949817889515;0.274150887988989;0.979177442004478
"ZNF180";0.993609741939855;0.647825372497411;0.0304232717777458;0.908922718333194;0.238847470142802;0.0066478705102988
"ZNF641";0.101620305787833;0.102150730125394;0.995561949551983;0.65792956773516;0.242406976088766;0.273017643851465
"ZNF610";0.651548426057317;0.314321250581039;0.270950152025329;0.727645469440653;0.999999820972691;0.727617371742566
"ZNF528";0.739585797015988;0.188199127648563;0.0115022047661768;0.638450660635701;0.94351321334012;0.591805615979032
"ZNF701";0.593973531902571;0.979670861085243;9.94922290542544e-06;0.304115799089726;0.575778410238405;0.000613953318728377
"ZNF283";0.121540278271828;0.41964718070557;0.264933757965343;0.222331881661779;0.999110201910347;0.796161546805445
"ZNF558";0.30877560966289;0.734642231372503;0.209457830963668;0.115123974934194;0.488788171267762;0.0825721921541331
"ZNF597";0.717531186954338;0.863841752538229;4.72703972742572e-07;0.999086871755023;0.336524266619452;0.381974114486712
"ZNF30";0.994316192128187;0.0687061859460132;0;0.992107408006786;0.71547901184113;0.0013464965077794
"ZNF354A";0.137842695118944;0.968285856500803;7.28326680121683e-06;0.0759421107307483;0.750004235046408;0.00141398702188489
"ZNF764";0.936912567692066;0.999836187919533;0.456443225982982;0.448692011234095;0.192726227944943;0.044897136410434
"ZNF747";0.49484712338555;0.681345938616997;0.880303700526381;0.756831996677361;0.940865051801289;0.999764909775658
"ZNF778";0.138896908369534;0.875318571645652;0.000424704079357019;0.472945205473589;0.747639370764692;0.51330396532146
"ZNF212";0.599697429412433;0.857583578220639;0.609117110938616;0.998195898645846;0.206021790775862;0.721847132253732
"ZNF282";0.999278604425221;0.787135765656932;0.0691399272218338;0.996937503798464;0.911599062319436;0.193871243270046
"ZNF160";0.948735514017637;0.472027433455738;0.0283085321222787;0.703751257674134;0.609889576581137;0.961277124942788
"ZNF415";0.997367239744859;0.155422237335006;0;0.885586198743039;0.659069419394277;5.28853226311465e-06
"ZNF439";0.259306309334909;0.455451478881475;0.806792309599026;0.323557995316452;0.999322185002848;0.925167639872151
"ZNF440";0.792182190696997;0.0926094986435603;9.68502974897367e-05;0.964954227723004;0.882418366797252;0.00978008208719594
"ZNF562";0.0259655448058436;0.0899941071816643;0.670880980803998;0.0949865172993232;0.974675241795373;0.99331944399721
"ZNF561";0.995669890956066;0.987405067611634;0.338088676557876;0.963267413770954;0.941222911210559;0.460500068086559
"ZNF584";0.993965407762927;0.989553506615823;0.997678809144145;0.998924838005224;0.863511540211654;0.852786441356
"ZNF274";0.999999982482931;0.133440112292834;0;0.86981575454379;0.389299830014553;0.0963545298532156
"ZIK1";0.238760671677323;0.777889132337649;0.0463020657162274;0.489420660545461;0.945749443689692;0.754721958887985
"ZNF540";0.052589909520141;0.831428018627153;7.44554275411424e-06;0.00213213909403376;0.0398894913779582;1.87937519458004e-06
"ZNF570";0.0310915909597295;0.119337668808835;0.552648349359031;0.341009651443607;0.350597898470063;0.88727886739814
"ZNF57";0.733646596065697;0.199157043322873;0.0165259101560191;0.777471306993399;0.999914602214584;0.359689829752799
"ZNF556";0.642644147317697;0.425278378811417;0.647742260372093;0.629231561998445;0.990930331673753;0.978227166586815
"ZNF554";0.921406165006578;0.960414260335455;0.984886637154077;0.638396308244633;0.578822123651283;0.537097573555903
"ZNF738";0.999609922332542;0.999984201417943;0.997437372642558;0.999956996840691;0.999746141813315;0.999989692023881
"ZNF596";0.666356809311493;0.99192171719997;0.000194758123925443;0.0975387217891405;0.0387857166474623;1.35367516798102e-05
"ZNF621";0.999416688583325;0.50397584051064;0.000702789860344888;0.974299760789747;0.911365550164443;0.372548536241383
"ZNF680";0.554382326630898;0.0745801227255856;0.00306785545336186;0.983268377314862;0.332271303125815;0.00292918538311215
"ZNF483";0.644108191393034;0.243033677474199;0.118805338065934;0.965829224098502;0.00904550279164584;0.00028671669264535
"ZNF417";0.413556610177809;0.979075731524984;0.00562292832820255;0.971513674454948;0.206851333418315;0.999113730612045
"ZNF791";0.0659847905881887;0.275211428153116;0.291722272100242;0.261683641725952;0.854418657964064;0.991414897415785
"ZNF519";0.970067351195121;0.915584411285783;0.912911164024807;0.946504013590503;0.989779999540674;0.99965293444622
"ZNF25";0.948481353514008;0.96535005785239;0.998570943437023;0.986183777813642;0.313824396171591;0.470872595036012
"ZNF77";0.953567343017678;0.416942760816235;0.0104300426981077;0.745848728523716;0.0122497494554574;4.52067006790902e-05
"ZNF169";0.970930065938088;0.926409162092596;0.939894119192014;0.99999214188192;0.814037485237965;0.680129946596087
"ZNF613";0.0697021920713423;0.495772599129888;0.0211550408167089;0.017632855870634;0.40366470863044;0.013283846247178
"ZNF404";4.36919263075985e-05;0.00253848423519853;0.0577837094278832;8.20800897405327e-06;0.321756767142542;0.0167520796073501
"ZNF135";0.978690819848682;0.998655158676176;0.901315764703883;0.840643832054459;0.760430766748971;0.582967541823307
"ZNF620";0.896692363759836;0.373422734607279;0.0254624246373325;0.994755487631108;0.267080260060633;0.00710893849267991
"ZNF619";0.183000915441733;0.533814012816452;0.268527387031129;0.224013877797468;0.996410211378518;0.610137027313684
"ZNF354C";0.0512861918291584;0.222669650660053;0.326308114856948;0.397738055780154;0.426540447927905;0.979865637634714
"ZNF114";0.999912675754622;0.46136359077504;3.02827628375635e-05;0.0578639902583198;2.45935163545319e-06;0
"ZNF454";0.998834758777374;0.983860585078094;0.912653505831599;0.983965710446712;0.965233557714758;0.999964376426628
"ZNF543";0.730081882359288;0.984527664486605;0.213808535055087;0.92205532658929;0.928140701988391;0.944663997764335
"ZNF354B";0.517576443405531;0.247441476927193;0.373002525902519;0.176390704790338;0.340531122236892;0.940064665053951
"ZNF223";0.983725154632612;0.671612621605251;0.0872363384647015;0.903510668264169;0.87931474652534;0.905644451766226
"ZNF713";0.624783824134109;0.713327184299134;0.990225707660368;0.997252099991868;0.260879459301861;0.46248576607618
"ZNF552";0.877983829744785;0.0379420645694022;2.95537814221092e-08;0.99866330192501;0.318154940852298;7.1484410102407e-06
"ZNF154";0.892742560597382;0.998579599102679;0.0532192139531908;0.928445027054655;0.0478810123227715;0.825141125298863
"ZNF571";0.867231033475368;0.869501690943426;3.50343456411162e-05;0.383251684053433;0.241893398384486;0.000128801553955338
"ZNF443";0.142667589473326;0.345535206970183;0.618689225492976;0.417305652849396;0.859145541500932;0.999999049800474
"ZNF792";0.784948386505117;0.97458144893991;0.465747649622945;0.402404427431134;0.441665886484368;0.134396367720951
"ZFP82";0.999999956585242;0.988665641753343;0.776804475599318;0.743568386345071;0.152350656162357;0.0736137158893549
"ZNF707";0.987138747117016;0.676290902520732;0.0755632452640828;0.903612676139524;0.856455607025387;0.910212321807474
"ZNF746";0.842352316772424;0.998771913673492;0.208087298268596;0.520316503146525;0.562114925065857;0.10487035630775
"ZNF678";0.242095176894926;0.635598949086195;0.243129617259885;0.761599927570147;0.470384180583508;0.995815854140449
"HKR1";0.349381833158437;0.766280911335378;0;0.0218721556068506;0.0211806383563891;0
"ZNF101";0.955581750138325;0.999998057716709;0.470228202115731;0.975114913840958;0.999767357416928;0.877577577028348
"ZNF716";0.998639682085477;0.999998655354387;0.976935568347023;0.998282184785998;0.918483173217645;0.986456376781987
"ZNF708";0.747876194693406;0.866264666503103;0.936304468869472;0.998109104542938;0.116797736649147;0.348016719357142
"ZNF721";0.911510457498636;0.98543984018597;0.0157169131106245;0.999976410082674;0.66066450796148;0.906538206192362
"ZNF662";0.456953284599106;0.391341077211917;0.962212544590714;0.158508105035574;0.380885203899832;0.658734674255241
"ZNF320";0.999047606965218;0.606738048384165;0.00530683523623687;0.992776341443702;0.841427335080645;0.0432480837897438
"ZNF530";0.956966580043273;0.990726486228763;0.937700967439479;0.992790149526396;0.981641993013878;0.999999924523034
"ZFP1";0.0445662411168632;0.306391086198253;0.079050484971233;0.00716991819811352;0.262960937643609;0.0150626825494714
"KRBA2";0.410240490820226;0.444004029297738;0.999999775550752;0.981141058428176;0.158635061761925;0.246961181943902
"ZNF93";0.742292341764369;0.766705152588055;0.999995936651678;0.627151148876584;0.929963640896365;0.945244867975144
"ZFP90";0.99714036150959;0.810779740344974;0.154557643355409;0.972417718206145;0.951894729096716;0.887765342155391
"ZNF479";0.589397223455501;0.558702573360318;0.99259642801547;0.999161723420104;0.165197530316429;0.187458322341592
"ZNF445";0.820138581695957;0.951770734731741;0.785053367009797;0.998326856294528;0.581332001799707;0.931437328519184
"ZNF74";0.264839560552987;0.795750183736073;0.0555039184834816;0.0780178392638371;0.382155662701064;0.0219133993360623
"ZNF829";0.134961077550177;0.462454388576549;0.231491179921781;0.262303477987818;0.995448994849235;0.820236990004049
"ZNF267";0.990826036959068;0.134020640741578;0;0.975416621020589;0.989326405909516;4.64145620882039e-05
"ZNF566";0.95333701762577;0.814745759879771;0.669068739035719;0.725751833022293;0.636898251276133;0.976395780520815
"ZNF224";0.00534234052571314;0.000853669626104558;0.246763004202575;0.00317210509584553;0.736518043949488;0.998870018782763
"ZNF529";0.00366288165338136;0.0407175705464357;0.20099545299278;0.00261734213370124;0.788322329580994;0.206727661522607
"ZNF284";0.999601118149871;0.999996774959165;0.983379288187437;0.998327745414525;0.949084599145471;0.992748686503919
"ZNF749";0.853256608885313;0.99915815286249;0.21336286965462;0.913327801669975;0.0229362675997921;0.47112514982558
"ZNF17";0.353894126349202;0.597428689169613;0.730687323008402;0.931564896122556;0.268273687178238;0.731450438150433
"ZNF555";0.727248618514934;0.346946865910493;0.196101960945793;0.9954147473347;0.473202386781919;0.0745823291846571
"ZNF75D";0.998094416345224;0.999753075535344;0.994922783661346;0.384918440108202;0.0160369871055618;0.0272233113458795
"ZNF197";0.998268262311949;0.615247005832198;0.00820286690293326;0.902241144296845;0.303734561627528;0.00438866951535721
"ZNF732";0.933955357601912;0.821009913910009;0.808829408640559;0.980674068427165;0.989965963496541;0.862187015786958
"ZNF546";0.984388641054049;0.928155745627434;0.0206730490656906;0.626854378675029;0.261686000261063;0.0059964518259672
"ZNF286A";0.802425209429908;0.999910988092888;0.0694538421735178;0.99270431849096;0.109994256153897;0.926128630155323
"ZKSCAN4";0.998085289405103;0.980123861513844;0.333373738827252;0.789653743702974;0.379026026580326;0.0800284226393476
"ZNF643";0.966763252165885;0.287337013897193;0;0.785995151129562;0.704060556811114;1.23460245987639e-05
"ZNF642";0.401922510472977;0.519156517371847;0.975912246396159;0.998585915879839;0.0500487234695166;0.166126112063317
"ZNF490";0.425716511202913;0.163158362567726;0.261925713243094;0.0785148969877356;0.139667774427543;0.81714573708746
"ZNF626";0.994181211549937;0.616136219037748;0.0182335028238144;0.961065576190703;0.441873997140527;0.0145361083661484
"ZNF793";0.865321365045435;0.929225261700747;0.974532430184636;0.142181330814391;0.0151352868504897;0.019180343026571
"ZNF383";0.954134582590353;0.991127365788401;0.922758574893764;0.938242159521058;0.132368036311541;0.390147202064463
"ZNF669";0.317625355467843;0.943467038490522;0.00562197317736279;0.314485090922838;0.981220636252467;0.118603120005978
"ZNF559";0.669288016368647;0.982624161581781;0.12882017421723;0.0869896281030093;0.0285675229388254;0.00119363966628983
"ZNF177";0.155967011884107;0.280595458295368;0.893329253220098;0.0218484332921383;0.166446520078056;0.111691887253228
"ZNF548";0.76121930656482;0.873609284446805;0.941298745810851;0.998422746774994;0.449382779563469;0.750027193084999
"ZNF563";0.999999999911003;0.952572908807238;0.383365535621576;0.999409442861262;0.994885769553069;0.673433745051844
"ZNF567";0.942433702785995;0.268210537453611;0.000814460295923691;0.804015593479992;0.845032681793437;0.469100215942626
"ZNF573";0.0669675379967418;0.102331524907239;0.992833603579327;0.180209785448447;0.981330023200906;0.997813112254908
"ZNF527";0.997374238584251;0.363265902287763;9.25051788926989e-05;0.640286035532737;0.026178159285142;4.55233497831387e-06
"ZNF33A";0.361707903669208;0.953315292804886;0.00855178481779395;0.391095555557927;0.994955925937643;0.179359381277141
"ZKSCAN3";0.249807954789756;0.403186820260826;0.899549189708847;0.82955984909258;0.335777441036223;0.687079317300364
"ZNF676";0.956328654347053;0.965270229410532;0.0191522654862873;0.696116357364298;0.557399639597793;0.0245308455052469
"ZNF699";0.0640182667401613;0.602501300330106;0.00290441705813893;0.264267045498574;0.838370693143133;0.599252939080092
"ZNF250";0.941588056844092;0.983600241015704;0.0308393437420103;0.880541727900194;0.96330353977019;0.189352607871615
"ZNF79";0.600180504623974;0.209615626614448;0.109220575305824;0.6607601966894;0.999884790520813;0.610601522175138
"ZNF681";0.875026692644126;0.998808117365733;0.300751216781943;0.9998368987602;0.401202603128153;0.978328509997759
"ZNF766";0.061287479629673;0.785505930950142;5.85521448628334e-05;0.0373458567388407;0.791873632663748;0.00449608913554511
"ZNF471";0.597760191010851;0.340383838958645;0.492881755360534;0.114186146732365;0.0932092740980425;0.58030463529705
"ZNF836";0.246808913756;0.993804490029588;2.5500264569267e-05;0.0414176496810519;0.177324583196143;5.72333911661449e-05
"ZNF493";0.963245045919836;0.999161240093654;0.748622189257045;0.710909655311162;0.553585657167321;0.300777924713284
"ZNF167";0.770174416734331;0.967206464406232;0.491538518472708;0.123623077133259;0.0287211709248535;0.00585121033935776
"ZNF565";0.38394289931611;0.44253184027862;0.999156941490457;0.800339158106613;0.70432832547177;0.812484601565154
"ZNF34";0.157691768814344;0.874064855428493;0.000882102090614456;0.0158080937182372;0.0999993425406418;0.000161295761427649
"ZNF140";0.00448113480162804;0.032797818470224;0.400237692890117;0.000193224161077143;0.0757213005140325;0.0128174983016643
"ZNF658";0.732743417535625;0.088254027362934;0.000275994894536891;0.999070878427023;0.36346123802606;0.00094379573668868
"ZNF765";0.20231493815556;0.340370091001301;0.902778136246928;0.512270763981799;0.858250584780495;0.989006917352185
"ZNF124";0.196462599750498;0.951625936053027;0.000200723868193475;0.346613200160019;0.995025046572965;0.135185740675122
"ZNF569";0.508382044355728;0.035259555971316;0.000242329923858309;0.881614085635179;0.721913406732255;0.00584418527401498
"ZNF777";0.959453711446594;0.794960207747392;0.549686291050342;0.9999405253333;0.725435846230306;0.333315492516869
"ZNF605";0.933635881157892;0.0520111308799104;1.66031473014527e-08;0.991656656030132;0.321952550580364;5.76033608457038e-06
"ZNF799";0.00205108710372304;0.120461978614899;0.00105146944166901;0.0201826004140824;0.914766841841217;0.401439051123327
"ZNF782";0.649150486387822;0.152127228610099;0.0165719609171494;0.998642069421748;0.254000212724123;0.00494207682200076
"ZNF846";0.999905614848177;0.958253045790295;0.541846357515202;0.909607989072258;0.586046260156235;0.982806407810893
"ZNF136";0.97420680882427;0.995962439775754;0.944290116985853;0.999400846996376;0.72772752153058;0.929484349515754
"ZKSCAN5";0.326160365106458;0.0273359933368609;0.00285603336377438;0.98978892244175;0.0583788714071096;0.0001494567326914
"ZNF33B";0.753638607117198;0.331213704463015;0.12399887874718;0.598974183641552;0.883036302483291;0.932586276166862
"ZNF431";0.524224062187634;0.381011952321781;0;0.586002681647103;0.999725526210308;2.69704976996188e-06
"ZNF418";0.690945486486402;0.141304125822551;0.00631795409551372;0.42983703879613;0.690551766258693;0.815450633356119
"ZNF700";0.0342949130735286;0.120455659545129;0.609691251651121;0.0252351329958687;0.851144655272176;0.486754114171204
"ZFP28";0.966175226632664;0.846092100635222;0.685322845148475;0.730312373684464;0.580082192384856;0.957505244385152
