"gene","p-adj-T2-T1","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","p-adj-T4d-T1","p-adj-T4d-T2","p-adj-T4d-T3","p-adj-T4d-T4","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T3","p-adj-TX-T4","p-adj-TX-T4d","mean-T1","mean-T2","mean-T3","mean-T4","mean-T4d","mean-TX","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-T4d","SEM-TX","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-T4d","Q1-TX","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-T4d","Q3-TX","count-T1","count-T2","count-T3","count-T4","count-T4d","count-TX"
"ZNF479",0.860396421163285,0.998204182013642,0.99901706886933,0.999998787977304,0.998906846642338,0.999988441057458,0.999999999834528,0.999993220040637,0.999999451774914,0.999999985011484,0.999999739626235,0.999999638711394,0.999999999983683,0.999999986620104,0.999999906638854,0.0281542307692308,0.235513265306122,0.143194017094017,0.0710823529411765,0,0.1286,0.00926055791825327,0.128952667151579,0.0891950242246434,0.038751601075678,0,0.1286,0,0,0,0,0,0,0,0,0,0,0,0.1929,260,588,117,34,2,3
"ZNF445",0.0480798200999947,0.214656287604803,0.999133630871184,0.999999642700002,0.790531679133104,0.751771991725224,0.936475265078778,0.988061639643071,0.992192598826083,0.937537134690335,0.390474375777771,0.627319598299679,0.678717572323828,0.418860745343522,0.996472509751072,675.155940769231,625.936536904762,617.383215384615,678.352047058824,521.72945,418.380766666667,13.7407159245502,9.78975982394058,19.0913390658095,42.8273035996089,195.93975,108.795851739858,517.00725,444.77025,502.2635,462.805525,423.759575,318.33945,827.50785,763.494125,721.0467,865.744125,619.699325,505.4312,260,588,117,34,2,3
"ZNF74",0.178520703514844,0.999001639753891,0.781086403170737,0.722939639717373,0.142565482160553,0.643157983160356,0.651469502197866,0.797664577950399,0.693751613683509,0.443346483068525,0.684916217996431,0.850503698915628,0.735629540735068,0.439624457134682,0.999872263750463,343.828844230769,372.530203401361,350.749531623932,301.603455882353,521.39245,484.113133333333,9.44090046307974,7.41820472785309,10.9547088638381,17.3061933088989,98.59815,93.9665133046579,246.221725,257.63575,276.0401,233.2504,472.093375,390.20065,407.597275,436.52555,404.7383,350.254025,570.691525,533.8286,260,588,117,34,2,3
"ZNF829",0.999997632372005,0.973680277858898,0.941427856003959,0.999978427453009,0.999919368721245,0.999794179108898,0.973933872187632,0.971880530083316,0.988121518992955,0.982114811653852,0.941603113944903,0.936984462126484,0.972818301361295,0.9611933292185,0.999999999998267,31.5214161538462,31.7109292517007,29.5787487179487,30.7980852941176,19.16205,19.2999,1.31467022725685,0.992362961512739,1.99877201431938,3.28312109527523,11.95535,5.67101746632237,16.690775,15.8647,14.9826,17.26755,13.184375,15.20235,42.749425,41.2552,41.5063,43.453025,25.139725,24.74395,260,588,117,34,2,3
"ZNF267",0.860344669390324,0.000148379714605684,0.000842412530829062,0.0872193981507385,0.215412925130097,0.999999918435255,0.999357322020847,0.99992150363827,0.999319784719579,0.999505505765005,0.775724834458933,0.849635712674203,0.997334825746402,0.997201084383171,0.992964198393124,434.514622692308,420.440601020408,353.350200854701,355.1632,394.2633,308.8153,9.69586955258163,7.31730315125833,11.1914554160582,19.6621698960828,79.5698,39.7812726803706,313.0496,307.21185,271.2146,286.973175,354.4784,273.58275,504.20545,495.038125,410.3896,409.374325,434.0482,342.42885,260,588,117,34,2,3
"ZNF566",0.999881110252045,0.100477952916785,0.0824693676746423,0.659000974481607,0.692313806483741,0.999999790457676,0.603812723493005,0.584443196701135,0.349076837090545,0.383409407105733,0.999991807441787,0.999997585424201,0.999294813203635,0.999559713761655,0.768948912150199,217.093951923077,215.381896258503,189.984602564103,191.236905882353,323.34405,209.3105,5.91349879687484,4.08989481748467,5.93099660687461,11.2878300942994,175.00575,38.2481443503255,166.71145,159.06115,151.1369,162.22965,235.841175,184.92805,245.457,247.19425,222.4052,213.443225,410.846925,247.02255,260,588,117,34,2,3
"ZNF224",0.358307328943912,0.634146857167784,0.999870947283902,0.491602146326622,0.921981865197999,0.973286971142429,0.895399975747863,0.955971403492476,0.964259022591686,0.991248535675026,0.822520381314752,0.924557579468637,0.939759462276356,0.986903105081278,0.999999972063976,235.208153076923,220.11078707483,217.525442735043,202.220179411765,157.60995,161.8935,5.51310073882183,4.61924607761553,7.99852454519789,13.6274396338694,91.86265,63.0973165713355,173.69685,149.739375,160.047,169.10885,111.678625,113.7252,288.5506,283.15445,273.4033,245.46655,203.541275,221.27375,260,588,117,34,2,3
"ZNF529",0.635664646676224,0.138987435493907,0.623236530629138,0.0554521377257104,0.210998488918425,0.819419415195425,0.200675618852772,0.139335864051739,0.0846930215165196,0.0396772346158965,0.998660616392038,0.999951473242191,0.999999786217162,0.997253983650895,0.324339182886565,347.765398846154,331.128341496599,308.238200854701,273.418835294118,582.51025,314.0454,9.78591118703581,6.00911961627781,9.95738345442025,17.9392949330977,360.44115,37.0822999749207,266.51155,238.77385,242.1252,209.323325,402.289675,283.484,394.3984,388.3853,376.05,331.82465,762.730825,347.51465,260,588,117,34,2,3
"ZNF284",0.988907358518588,0.513111859498721,0.703443918299291,0.999997799958212,0.998990043962841,0.885384109307895,0.965914090968679,0.97624409549285,0.994721423382439,0.96450275169248,0.999995373665042,0.999999968928675,0.999952829800646,0.999987297401369,0.994106127455454,49.059145,47.8477078231293,44.079335042735,49.5760323529412,34.1981,47.1486666666667,1.34015103704386,1.18807460913254,1.78252681938444,3.81114701419762,15.8105,7.3334865687778,33.49405,28.251575,31.6821,42.235775,26.29285,39.9037,62.81335,62.329575,57.5485,61.37445,42.10335,51.75495,260,588,117,34,2,3
"ZNF749",0.997287430929817,0.101002092973849,0.123717437341579,0.99227301634711,0.998612101265726,0.937380789956938,0.800786974798176,0.772426520559962,0.552521201232645,0.735727069815262,0.869420271752042,0.892262541888648,0.98893444952361,0.943404211762844,0.527788563133078,99.0293703846154,96.9491863945578,81.7237427350427,92.6655058823529,153.21685,59.6642,4.44399929430763,2.43459196865159,3.65698464211376,6.06834637929541,22.14665,2.63553582407828,65.898825,61.9529,55.8688,72.63495,142.143525,57.2787,117.45045,118.405975,94.6936,111.06835,164.290175,61.8273,260,588,117,34,2,3
"ZNF17",0.250391465718637,0.0313989887255793,0.521169180152018,0.829248857158452,0.999412968285921,0.992011268486614,0.99972147012517,0.999999864556232,0.999972886193144,0.999999999413602,0.698460328959881,0.850559006016469,0.955285619556897,0.909119138890308,0.982629318285661,171.872020769231,158.281938945578,143.705002564103,153.271091176471,154.55855,101.408333333333,7.26211696151774,3.00761854693586,4.59124755062314,7.58048560990203,0.385950000000008,6.49962825227549,130.755725,115.788275,110.9359,121.245875,154.365575,95.2083,183.6158,184.4793,173.4345,187.713725,154.751525,106.1976,260,588,117,34,2,3
"ZNF555",0.740873825231575,0.0591768250100375,0.309503540873129,0.999999373171225,0.9964079380607,0.653423515363374,0.99996409953437,0.999424986469332,0.989007546205702,0.999945786471355,0.918805518421704,0.847479642555797,0.649742884362267,0.921996688361111,0.996682452297719,94.7513042307692,91.3058984693878,84.3012376068376,94.2296029411765,99.329,114.208466666667,1.9615277823291,1.44453977153021,2.78707780568662,5.90711199769299,2.0383,19.8754938141029,71.8113,67.386375,61.7426,67.2714,98.30985,94.42845,115.190025,109.8826,99.8497,109.45765,100.34815,125.7836,260,588,117,34,2,3
"ZNF75D",0.999984478034223,0.99999984382584,0.999999962747743,0.958825999984774,0.935283915233669,0.962284603830466,0.836503303253855,0.82687529355268,0.834318740043406,0.930443639311728,0.942605466210176,0.93624284001254,0.9410527762533,0.989063808834654,0.999296133694415,361.20692,362.881040646258,362.201902564103,339.828761764706,243.03,287.510866666667,7.80802482719388,6.01916229722086,12.2212074371127,21.6230760603614,55.3402,45.4539685977412,278.089375,268.40815,281.8612,256.2285,215.3599,245.5028,417.532125,439.27125,430.355,421.0242,270.7001,323.5495,260,588,117,34,2,3
"ZNF197",0.0985379336220449,0.756347548030968,0.998212505345391,0.99999982669326,0.908184911052257,0.980740383415982,0.241742180815498,0.38754264265728,0.35912402485448,0.27609673010189,0.965647980666276,0.996887251999772,0.99413076789526,0.973796687565098,0.841823036389556,500.472852692308,470.185110884354,476.937931623932,498.594008823529,256.8239,426.817333333333,8.92626586066637,6.64680611735861,14.5130269099557,28.9865759474871,106.6839,34.2630564339267,402.4995,350.07995,367.7378,351.55885,203.48195,408.52925,597.3206,580.4934,551.9164,590.124325,310.16585,461.05375,260,588,117,34,2,3
"ZNF732",0.999997246091012,0.961251874743176,0.917653737729166,0.97200935861687,0.975356857856088,0.836997950356049,0.863358601184185,0.867544415560797,0.802656966145645,0.941144131226359,0.999978480913494,0.999967244516095,0.999999999942518,0.998666812505641,0.918388677316374,11.2619257692308,11.1614994897959,12.3541435897436,9.60265882352941,1.71475,12.4453666666667,0.676432436387178,0.498736487492702,1.16038129452802,1.6857163737713,1.11415,4.42510299026412,4.3865,3.49865,3.9405,2.3409,1.157675,8.05745,14.298325,14.14055,15.3999,14.169525,2.271825,15.1351,260,588,117,34,2,3
"ZNF546",0.016384299562728,0.124559568646482,0.998992026738878,0.924820669198135,0.999310119385379,0.995661204987075,0.997661738994125,0.999997461451496,0.999999906130822,0.999961619489992,0.505751937451761,0.768149115445308,0.811187287266076,0.73855228164232,0.974605250413374,84.6070415384615,75.474280952381,74.0173341880342,77.8221147058824,72.4384,46.1934333333333,2.43004647262604,1.58861253303692,3.13501061260371,5.87511246288404,14.7846,17.8493663250112,55.561375,47.853325,53.1309,52.6055,65.0461,30.3099,106.821375,95.68225,92.4599,105.6595,79.8307,61.1875,260,588,117,34,2,3
"ZNF286A",0.992435742524427,0.999999913630812,0.999181566378513,0.853671155560808,0.697408579096883,0.872049775731683,0.999999999490357,0.99999998513822,0.999999999972081,0.999607285137106,0.995825673875049,0.997994878420046,0.996355077643005,0.959224031346879,0.999630173573463,355.655066153846,366.051310204082,357.193544444444,304.405870588235,359.1682,427.0362,13.2958542694262,9.39890373404349,33.0471278759116,27.4086875803503,78.6401,97.9618517791662,250.393425,233.349925,211.6345,218.1933,319.84815,333.233,403.9752,414.36685,389.2048,354.7013,398.48825,498.39415,260,588,117,34,2,3
"ZKSCAN4",0.802558020255678,0.999914514852369,0.984022617109708,0.7439318915848,0.950561012585198,0.85861326957078,0.690350452907685,0.76880823981131,0.716814224233232,0.889478418367632,0.997149455107611,0.999628591157274,0.998273513346701,0.999999989348582,0.960814618788233,137.890866923077,133.824528741497,136.794221367521,127.116047058824,93.2813,126.139,2.61406584046795,1.81105938261889,4.05376094701785,5.28857832384276,6.2001,26.4664839692267,113.94015,106.3707,108.307,99.6931,90.18125,100.7159,159.079875,157.008325,159.8913,149.780925,96.38135,145.2228,260,588,117,34,2,3
"ZNF643",0.664812892994094,0.997958987230398,0.60873523007619,0.945839749225976,0.621012145965233,0.991404184486642,0.999827584207515,0.999998076177243,0.999475480515155,0.99673677152635,0.999979004084906,0.999999999543381,0.999855134303817,0.997930292864882,0.999998892426425,55.2601603846154,61.2472697278912,52.6447367521368,46.4335,65.2962,60.6246666666667,2.30457743468118,2.62477427931349,2.79027554020787,4.8120383072208,21.4553,11.9231430551866,33.930225,35.001125,30.5106,29.392125,54.56855,51.77425,65.577825,72.9869,63.2883,52.849975,76.02385,71.96895,260,588,117,34,2,3
"ZNF642",0.996484343307189,0.604155833047395,0.733617888508082,0.255850045402313,0.326110269357506,0.874954817676277,0.986050092176223,0.990272780344688,0.998526238214767,0.999998415944724,0.914275647601747,0.93286436283527,0.981809448915568,0.999555920034697,0.999994975781082,121.836951923077,119.619394387755,111.094352991453,97.9167470588235,93.3939,86.2409666666667,2.42621391026218,2.97571251424443,3.57663899229209,5.62732242401154,44.7485,16.3292777934128,98.10665,90.551275,87.8553,78.635325,71.01965,69.94215,142.5688,140.437175,131.0469,115.388175,115.76815,95.25375,260,588,117,34,2,3
"ZNF490",0.999261473978292,0.285403403979375,0.312775145273673,0.9988062304087,0.999852843556877,0.960788500066577,0.993808108375987,0.995486236940029,0.999924881222774,0.997866941406907,0.946843056453278,0.956667901721355,0.996467659687456,0.975808990012302,0.999992297212864,314.040199615385,311.251329761905,289.319338461538,306.499870588235,272.5557,258.9929,6.06685608298221,4.62806370564152,8.1997657201016,16.5824525894379,15.516,46.719985611977,238.728875,235.03745,233.3884,239.439525,264.7977,226.12965,377.354175,364.7658,337.8343,358.540325,280.3137,304.1834,260,588,117,34,2,3
"ZNF626",0.105466318255117,0.925025798046782,0.964592718441504,0.309495264021191,0.902857127516119,0.745453200373755,0.768838093572494,0.896428102229014,0.850973733895561,0.970843148126875,0.982515580108952,0.999138134709453,0.996026274463202,0.999999969864927,0.991618216435867,422.903221153846,370.283967176871,392.991058119658,319.670629411765,163.6355,311.9934,17.9054017253208,10.9069502078274,27.530096250061,46.1184121094688,134.8086,53.480914387471,255.704825,180.418925,205.5933,96.12385,96.2312,259.0399,530.516025,502.703975,479.8599,494.7159,231.0398,344.9587,260,588,117,34,2,3
"ZNF793",0.984084769048805,0.99414189374216,0.880302502278255,0.490158775746812,0.282594228882855,0.76392391313656,0.475406473154586,0.426939210137853,0.537347990492643,0.785018854319977,0.999997989137385,0.999999999511301,0.999942578735356,0.9881568103132,0.691804541172869,157.050266538462,161.704558843537,151.454017948718,127.523944117647,40.6586,162.785366666667,4.94635343196408,4.12084735068858,7.4070737233015,11.7738884995155,21.7996,26.5158784855624,110.220575,102.168625,101.3384,79.352625,29.7588,142.37695,188.553675,194.91105,181.0948,160.5241,51.5584,187.65045,260,588,117,34,2,3
"ZNF383",0.90569404064747,0.194815811787141,0.487539584430706,0.497855646095243,0.743017473906784,0.99951795166436,0.000170529097082928,9.97656800032498e-05,3.54830059182687e-05,3.67504941932717e-05,0.999214281165235,0.999917058034304,0.999999514414169,0.99997110769053,0.00369461052855724,101.414975769231,98.4859534013605,91.6957367521368,89.2909029411765,220.07165,93.4913333333333,2.1844671636438,1.67629672571857,2.50731210858696,5.37281284171302,117.97645,12.4070851996394,81.06285,73.704425,72.7447,68.0536,161.083425,82.8682,115.182725,112.790175,105.4137,107.9778,279.059875,104.3539,260,588,117,34,2,3
"ZNF669",0.185814733281453,0.988929488401998,0.15720274010011,0.999999926445624,0.905020797514324,0.999635823092479,0.976586165164002,0.996191300843676,0.960604669718684,0.977171178292114,0.951293938314045,0.845683388681897,0.974860460501131,0.961641614560642,0.865942613697997,134.522603846154,146.011451360544,129.877578632479,133.851008823529,169.51115,100.5866,3.528339828307,2.94568878313882,5.73330824234273,10.2552328800793,28.98015,21.7216679878257,94.028375,98.151425,84.9727,100.153675,155.021075,79.1137,163.5709,178.498075,154.8736,155.73605,184.001225,114.1619,260,588,117,34,2,3
"ZNF559",0.178868940596785,0.988096365022082,0.911302700426474,0.183955876789033,0.716049138298837,0.45719127588453,0.242399642810552,0.372042623837937,0.297518879229443,0.628598948162858,0.99996657162547,0.999997612690228,0.999999819157005,0.99530181995865,0.609415052292745,255.351876923077,234.926441326531,247.025500854701,205.618126470588,73.0582,242.477033333333,6.89332378989438,4.98092997600835,10.6561928658808,18.2403233473419,32.0398,60.5639792727309,183.71745,159.634575,167.1545,125.064775,57.0383,184.52995,314.775925,292.554275,331.6971,273.28765,89.0781,286.70175,260,588,117,34,2,3
"ZNF177",0.393576391293103,0.992173538555869,0.972800169772845,0.2539261206199,0.707034827050028,0.534665881224518,0.574368660629829,0.703259523871512,0.63964644773587,0.899519353221591,0.968108657622971,0.902339149719037,0.946001109434971,0.712163373483926,0.479666163843585,80.3446930769231,72.6034272108843,76.8236393162393,58.8856382352941,17.2844,105.455,3.785813828537,2.15578987759462,4.74605772463388,7.31646641287765,9.7408,30.6215278321206,41.22265,34.433975,37.7394,24.8095,12.414,87.1288,101.527,99.241,110.3551,91.2728,22.1548,135.8636,260,588,117,34,2,3
"ZNF548",0.132560669693196,0.155530218799039,0.963204665331836,0.299412810809745,0.879828798403014,0.992842120665488,0.513543065058126,0.68273203126502,0.75999421558899,0.853540672083118,0.910265048145955,0.98101769544094,0.993587171843948,0.999240507868683,0.982766158022001,376.562203846154,344.257430782313,329.645652136752,310.129211764706,161.60315,272.4425,14.0830672973012,6.6065514323286,11.9104356461354,15.9020281901284,72.72025,51.9892145734094,292.410125,252.450975,232.7161,259.7953,125.243025,223.7714,406.869925,402.285175,406.0698,367.058575,197.963275,312.6053,260,588,117,34,2,3
"ZNF563",0.999575736563526,0.797016698578013,0.849938330329783,0.339562988882417,0.234996789013686,0.096231562644349,0.910759838268741,0.921029265917206,0.96437561593799,0.664748382792483,0.999999999997502,0.999999993942729,0.999899601173739,0.990018651823951,0.969261292400236,83.41326,82.2507647959184,76.4029401709402,101.435823529412,47.68595,83.2102666666667,2.58269073119444,2.14769763746621,3.02406931509309,15.0467010869061,9.96785,21.6376551808287,54.788,51.8328,53.0185,59.50095,42.702025,68.0852,102.516375,99.673175,96.4361,101.928925,52.669875,104.173,260,588,117,34,2,3
"ZNF567",0.999956583988763,0.109014445314788,0.0832066692033346,0.26342794586077,0.269110561847693,0.994030652055489,0.00925337538482029,0.00839610686680115,0.00229402163868031,0.00173525281091846,0.996413288063555,0.997171885202645,1,0.999977364447954,0.0376475137413397,171.068570769231,169.869007993197,148.082183760684,139.434867647059,365.7119,147.942033333333,5.08585829869322,3.53779362569149,4.67600333153281,9.04697274249433,167.5271,2.48098290625129,129.25285,121.8844,118.7899,106.871375,281.94835,146.3747,190.14305,195.607425,170.2945,166.335,449.47545,150.39125,260,588,117,34,2,3
"ZNF573",0.979661755630183,0.923826281901811,0.993988822993657,0.975441219837516,0.889664443331251,0.805006847926483,0.61329108619646,0.560720006817626,0.516118526456287,0.755967495583233,0.683575027973637,0.737817580261193,0.799799151428127,0.569121460652131,0.256626798014672,30.2842965384615,29.183462755102,28.0377598290598,33.0973147058824,53.3129,12.7356,1.1550026917907,0.886686248090071,1.81773713164997,3.66356997877216,17.8799,3.39118456049407,15.37245,14.52645,13.6523,15.801275,44.37295,9.7064,42.339025,38.4456,38.3571,48.536875,62.25285,15.57045,260,588,117,34,2,3
"ZNF527",0.996662032025393,0.48974657241224,0.610444759496007,0.981208879079538,0.995181753217189,0.999340852565995,0.98483119559067,0.989289769267141,0.998762160830898,0.99685102851331,0.887927068420612,0.909704829309417,0.976831250450111,0.961763687234185,0.999982676741853,128.267380769231,126.353998979592,117.883343589744,121.456,102.9914,94.9894,2.60775165167389,2.4863396665291,3.41925905274836,5.95831517785998,11.1057,7.97563106865741,102.956725,93.58875,93.3224,95.934125,97.43855,87.4941,149.695175,145.61885,140.259,140.397925,108.54425,101.09785,260,588,117,34,2,3
"ZNF33A",0.0320648585440325,0.643021120987399,0.995059961213921,0.47025271703165,0.992084145044069,0.966975029551728,0.999994504131409,0.997724346306876,0.999093276570758,0.992461190993386,0.847848587912845,0.968620399449726,0.951967648327714,0.991597497125829,0.957688497848247,1540.84212269231,1415.77862108844,1445.60395299145,1358.28022352941,1592.9784,1159.3991,33.3667812289596,23.5613603462824,51.5769638566385,78.9451996054562,443.5206,360.254150346062,1168.75395,985.545725,1082.7309,1083.956475,1371.2181,854.56025,1868.675925,1721.1221,1732.0432,1657.074025,1814.7387,1478.0781,260,588,117,34,2,3
"ZKSCAN3",0.853781756148324,0.890847637918999,0.999504299288165,0.928569751363027,0.995908885195254,0.99972847654782,0.620373484615779,0.536652351291727,0.513389386407486,0.484992527547739,0.99850335481485,0.993388307534002,0.990120964684597,0.983235719127621,0.931083382476626,85.7859957692308,88.9367494897959,90.1399487179487,92.1876882352941,45.3569,77.1183666666667,1.9752698399554,1.57200736259855,3.42256111783633,6.05129158577082,22.5356,13.7880815603348,63.25465,63.927975,64.2424,63.235975,34.0891,68.73945,104.032075,107.75505,112.4758,117.27305,56.6247,90.7909,260,588,117,34,2,3
"ZNF676",0.803449935039708,0.660206377427864,0.978871400942515,0.982939307047185,0.999973884249079,0.999938820391247,0.988210882898228,0.995983443122941,0.998701156338945,0.99772674303603,0.964366754132978,0.986418907334958,0.995188676691298,0.992411428383183,0.999999998719571,26.3365680769231,21.5907394557823,17.8961717948718,19.9924058823529,3.58095,2.44813333333333,2.97325410180331,2.14702614687296,3.53235666895059,12.3880770986272,1.22355,0.525797313082184,2.6018,1.7476,1.5423,1.151125,2.969175,1.98985,19.75555,12.252175,14.6505,7.2289,4.192725,2.9005,260,588,117,34,2,3
"ZNF699",0.165084001032102,0.0160428854310902,0.463504004470641,0.999058898013329,0.989724972851949,0.666318471832007,0.958287741303762,0.99103880588249,0.999402564368475,0.977718162981889,0.48533797972587,0.683353084304928,0.863164761655793,0.602655572785873,0.997239955522754,33.9300715384615,30.4217459183673,26.8034017094017,32.5818382352941,22.00195,13.5599,1.26028957759016,0.829002909888989,1.57742582400433,3.44674909434362,11.62945,5.91834497727194,17.812575,14.46935,13.1976,18.211575,16.187225,9.53635,46.0526,43.15255,36.434,42.3752,27.816675,19.33045,260,588,117,34,2,3
"ZNF250",0.999903519651856,0.699090027295131,0.49100452869037,0.99172123809447,0.995769570528144,0.740353744747045,0.957765227232093,0.962379602703054,0.892341498920949,0.983930904112353,0.0577718183095637,0.0612056137089346,0.0275701258716698,0.118112989486031,0.87250763877053,356.740297692308,359.956966156463,327.092917948718,376.557285294118,467.99385,656.6339,10.7751644203996,7.81327414233953,13.72833968669,45.0070721748867,21.26125,162.55516876108,248.001975,242.1263,231.468,226.9106,457.363225,513.68835,414.240025,424.0928,378.8658,418.570475,478.624475,795.137,260,588,117,34,2,3
"ZNF79",0.683773138409019,0.946676981756402,0.99999906380445,0.498233507586948,0.841825330778044,0.870985071526269,0.999869378985129,0.99861305512717,0.998856231152077,0.983932899872768,0.999996930140415,0.999999735509094,0.999999929744172,0.998385066858797,0.999812297073702,125.920115,119.364696938776,119.924174358974,106.795673529412,136.5161,121.848166666667,2.73160074831075,2.88107417128542,3.55733454551159,5.52702169479613,23.8334,28.6801132573504,101.358325,89.734775,95.5743,87.292575,124.5994,103.76765,143.99415,141.32025,136.811,131.35515,148.4328,150.1688,260,588,117,34,2,3
"ZNF681",0.772970285181796,0.999997047605866,0.881351128615563,0.986620770905363,0.819469160889095,0.994182199500308,0.999812907156989,0.998556825058618,0.999870709043968,0.9999987740936,0.999541615505653,0.996422806338253,0.999688029667027,0.999997539195462,1,234.567847307692,258.299108843537,231.45001965812,205.774502941176,188.6893,189.511666666667,7.55249648144162,12.2442094246226,11.9225809509371,20.4058808065895,49.1325,38.2530389199051,152.22425,149.431725,142.6179,141.007725,164.12305,165.7606,294.91755,315.197425,288.9474,252.14835,213.25555,227.35615,260,588,117,34,2,3
"ZNF766",0.999581318143188,0.83030469462754,0.620548293738402,0.995428629231541,0.985143029545962,0.999947345218784,0.999999980384408,0.999999999989516,0.999908672108638,0.999979383564445,0.999462015865935,0.999044413562682,0.999998654086028,0.999983850720758,0.999880817230464,632.922632307692,639.21854914966,596.775406837607,607.586302941176,641.006,581.249633333333,18.456423408919,11.2190917421787,17.0545108792793,27.1213831607991,214.792,178.321330449579,491.600025,488.544225,486.6736,508.57635,533.61,428.40205,714.254825,729.4969,709.4921,720.379325,748.402,737.2164,260,588,117,34,2,3
"ZNF471",0.93792177542523,0.905609134031901,0.9976013776029,0.633867266079443,0.834381862648294,0.956696827708603,0.795172522494509,0.84353891438094,0.875736896879147,0.955215219209033,0.87388251550714,0.917390628157619,0.943176863311841,0.99034488239815,0.999746586612326,124.385631923077,117.39085255102,112.773093162393,95.9932882352941,32.8262,59.0288333333333,5.95916268394566,4.26086684448222,9.2744393818065,15.8491347076716,5.0091,21.2364108974291,51.95,36.822975,31.7484,18.3526,30.32165,44.9699,172.908675,171.20005,168.8852,167.135625,35.33075,79.8423,260,588,117,34,2,3
"ZNF836",0.869198873542548,0.96984780836731,0.999999993691205,0.998651603646044,0.999999879098352,0.999999707966582,0.999999919168689,0.999999870284094,0.999999817473314,0.999999972252452,0.957138300209955,0.980637787159355,0.982172373513699,0.98179616455635,0.996209265834905,201.075461923077,190.642567176871,190.216621367521,191.98265,196.1002,139.590633333333,6.70274389743574,4.95651657212099,16.2721358204198,13.9265485778769,134.8084,21.4901638627484,141.9161,122.27325,121.959,132.684325,128.696,119.2441,234.2036,232.627025,214.3295,250.83885,263.5044,155.75425,260,588,117,34,2,3
"ZNF493",0.371902821608996,0.99997931075047,0.813879266309953,0.953117717673886,0.999999596882254,0.979774436908104,0.322496931558394,0.443334833164396,0.343007814594779,0.487177893479971,0.969857518961428,0.994608727258455,0.975743486838372,0.996385307547262,0.888188637739727,260.248501538462,239.809855102041,257.557822222222,237.875482352941,56.9108,196.0113,8.18912159575998,5.89135571671009,13.2294151994327,27.5751787256316,27.4834,68.3048682570283,155.75955,135.30815,163.1717,126.8495,43.1691,140.3582,332.008125,332.488525,316.1398,335.767975,70.6525,258.13385,260,588,117,34,2,3
"ZNF167",7.02181294887083e-06,0.278025103265329,0.727337190675145,0.0230715668935696,0.88874876682513,0.527753931331303,0.438776088664353,0.777712869097404,0.662337405558041,0.912574360436552,0.999996114819707,0.971613641304808,0.995168663158315,0.89623752525065,0.657402308262328,71.3311803846154,57.0756081632653,62.4243623931624,49.8730205882353,21.95705,74.0221666666667,2.36515158349552,1.47824710620033,4.07620275011683,7.51431716249521,6.86985,20.1572323169901,45.086925,30.293375,33.3389,19.856775,18.522125,55.8582,91.5587,75.34115,78.2061,64.496525,25.391975,90.67305,260,588,117,34,2,3
"ZNF565",0.98667997348406,0.703024017580468,0.307195948258295,0.998423832879506,0.999988364790114,0.831617795011331,0.000436163273167978,0.000561824425713842,0.000178184887114186,0.00102880130317762,0.941375257108558,0.960178900378689,0.84276192272308,0.973795980372637,0.0818053621859546,80.9474857692308,82.5056954081633,75.8246581196581,83.3686970588235,176.03035,98.0333333333333,2.08402774118667,1.35763275932714,2.25428846828556,3.79955302394315,25.28975,29.7487855651472,60.991775,62.6145,61.4198,69.586425,163.385475,68.31515,91.258425,95.2079,92.2037,98.315975,188.675225,114.0607,260,588,117,34,2,3
"ZNF34",0.999997935475754,0.96677798745319,0.96666556476952,0.0615651063290056,0.0416503722399296,0.0273624345060903,0.999947583002231,0.999959923369693,0.999999520506391,0.946793723792529,0.595029531153773,0.58234452901222,0.50047999930061,0.981210395930087,0.845329129307059,141.946390384615,141.375248469388,135.597282051282,177.896776470588,131.5157,208.064266666667,4.16420584714043,2.7994155785021,6.47232412128875,22.2442402098,39.63,57.5059285627819,94.694925,93.877275,92.7611,98.014725,111.7007,166.0945,164.227375,170.09885,155.2497,231.4138,151.3307,263.09475,260,588,117,34,2,3
"ZNF140",0.999157737701442,0.524036046410666,0.262039980311333,0.999998319000847,0.999835241551034,0.951028088597712,0.460425676356549,0.433351180748767,0.642814161206734,0.506422602151222,0.992590540798331,0.994935122779407,0.947049223375839,0.991927174724052,0.483927519610802,517.488957692308,522.77035170068,480.429946153846,513.809367647059,267.83775,582.501133333333,12.4414081524038,8.0600885364412,15.8681245665061,34.2171307252282,33.04285,158.638384157643,401.6281,389.2427,393.9394,367.23015,251.316325,440.3735,616.31895,634.687425,561.7288,618.72805,284.359175,714.59285,260,588,117,34,2,3
