"gene","p-adj-N0 (mol+)-N0","p-adj-N1-N0","p-adj-N1-N0 (mol+)","p-adj-N2-N0","p-adj-N2-N0 (mol+)","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N0 (mol+)","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N0 (mol+)","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N0 (mol+)","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N0 (mol+)","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N0 (mol+)","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N0 (mol+)","Q3-N1","Q3-N2","Q3-N3","Q3-NX","count-N0","count-N0 (mol+)","count-N1","count-N2","count-N3","count-NX"
"ZNF785",0.770834946507255,0.939974133605352,0.80722135492528,0.998667417075033,0.749126285967872,0.921201395230334,0.908490572278265,0.844155185837713,0.99596855339226,0.864260470298563,0.773172131446545,0.926596537560047,0.902109284451999,0.717994018624215,0.980623288888639,272.162426694915,442.1131,280.630626567164,266.745003603604,289.243575,313.942270588235,6.02985471902517,NA,6.69373739405682,11.2330482546231,16.7069866730249,41.1981606958135,180.477825,442.1131,194.5639,177.5943,205.17605,200.642,343.735275,442.1131,356.6549,306.20975,352.91415,469.2753,472,1,335,111,68,17
"ZNF98",0.979399216968283,0.922436711278253,0.987038153998438,0.999986126239395,0.977542704952061,0.968233205398592,0.928468728137731,0.99156791151475,0.998468316439348,0.940769870955813,0.90732368201307,0.933527616734949,0.780899533476581,0.943101453754422,0.726278865321426,29.8341224576271,1.6444,27.0829985074627,30.4871990990991,24.9389867647059,39.7794941176471,1.83837490165611,NA,2.13017995653411,3.7181834241855,3.50239271412923,11.8927365556067,2.77165,1.6444,1.90625,3.39855,4.4319,1.3922,43.91325,1.6444,40.61995,41.14275,36.5665,56.8099,472,1,335,111,68,17
"ZNF786",0.999890690490138,0.997499572087206,0.999795810316255,0.65072375312917,0.999999545172071,0.490124445463146,0.444956579027659,0.997002724041439,0.637149385806079,0.101673637286118,0.986820409688113,0.998827407396296,0.995529608211137,0.819695628415473,0.999758290802246,227.67786059322,208.0164,230.346164477612,214.5696,247.099951470588,240.842829411765,3.86307868518713,NA,4.36264314220709,6.71380480653023,10.7785910510809,22.1771556582705,172.1078,208.0164,176.0945,169.8735,186.368075,192.2797,269.9595,208.0164,268.5784,250.39305,289.68945,280.0181,472,1,335,111,68,17
"ZNF517",0.999621158533534,0.901909296260071,0.999902796407221,0.616430700326764,0.99703848305367,0.239389437229827,0.620739100392795,0.995824047390489,0.293191521024189,0.999887155552211,0.181696880593973,0.955569739873432,0.0939271217725688,0.615744122475545,0.742275672826312,307.481315042373,250.7708,293.79691761194,337.852762162162,344.671766176471,412.888682352941,7.82305895235333,NA,8.25256681365203,23.1191849790743,31.8532421591936,62.0340678861329,197.13965,250.7708,187.13095,180.9717,206.701375,185.0777,378.18175,250.7708,369.39075,402.8864,419.16285,684.268,472,1,335,111,68,17
"ZNF675",0.999990407676155,0.480091308386973,0.999999999522011,0.992726140269437,0.999999324001858,0.99048784116167,0.999998808263722,0.999986030098581,0.900797312334918,0.997017244686546,0.996390435357182,0.999999998709319,0.999999999471399,0.999900529168726,0.996318249300444,262.283351271186,327.6465,318.651688656716,289.121928828829,256.710197058824,316.373382352941,6.2468432361339,NA,40.6057596362983,11.4443034623926,15.9713638713387,41.8134728790538,183.4865,327.6465,191.11105,190.87605,174.49635,228.6927,314.66875,327.6465,332.79025,367.1946,311.534125,369.6286,472,1,335,111,68,17
"ZNF860",0.998937006851645,0.934973814621169,0.999586488186905,0.999996325765426,0.998774362923198,0.97789513257233,0.99999993982888,0.99887547802514,0.993550191811724,0.999999988446372,0.215604541572329,0.999981620242904,0.364021810622896,0.246711267269687,0.301427034064444,112.424247669492,147.5848,118.613316119403,111.248875675676,111.790067647059,163.428952941176,4.32482753331664,NA,4.82136736487276,7.28897972861559,10.4766482121415,42.8981453887159,51.2955,147.5848,59.9825,59.0921,51.281925,65.7,145.074675,147.5848,152.18405,145.6092,142.02135,215.2294,472,1,335,111,68,17
"ZNF695",0.987059091365752,0.992837310437612,0.990394936071932,0.660419187524574,0.996531730177066,0.890239145435209,0.547076908167854,0.998132875130881,0.768963398351763,0.998956124559307,0.234422988985064,0.999998414141506,0.326413063970898,0.674830649343371,0.832775150393725,76.9736203389831,13.9774,73.0209468656716,61.5956648648649,55.9134014705882,24.1925352941176,4.54944836052036,NA,5.85742657954614,6.63500820609079,8.88367268680963,6.78522442467683,16.8097,13.9774,18.0402,19.8526,17.4279,8.222,99.799675,13.9774,83.47285,78.3899,66.71455,29.8709,472,1,335,111,68,17
"ZNF665",0.999469237444465,0.701762373736163,0.999914514855291,0.972707988071303,0.999867859688698,0.999956249339855,0.999420700113961,0.999742411136858,0.997808527412729,0.999886991096875,0.93942289139901,0.99425406056226,0.765354175369665,0.841505991099917,0.916015806324923,44.8475368644068,54.2652,47.767688358209,47.1471018018018,46.0899014705882,38.3527470588235,1.33382233815616,NA,1.63943722859204,2.34031050005618,2.66049973046687,5.24898153875586,24.537575,54.2652,26.09765,31.3725,30.164525,26.1313,58.404125,54.2652,62.80765,62.86755,59.063225,52.8579,472,1,335,111,68,17
"ZNF624",0.95235479133929,0.513641191172302,0.975231799865506,0.733948477172612,0.97869237985428,0.999943287036923,0.909370491992376,0.917329216904265,0.385385053966111,0.456359215950694,0.999999751967851,0.961044336977614,0.998212114681694,0.996338722464656,0.993755995373858,123.932167584746,171.8397,130.680108059701,131.94063963964,116.658851470588,124.8867,2.7743457199776,NA,2.78484110281137,4.8192834265666,4.68535051991347,8.66381076582949,83.319375,171.8397,92.0885,100.21665,87.0474,108.1573,152.001475,171.8397,162.3568,161.5616,139.957125,155.2249,472,1,335,111,68,17
"ZNF841",0.998800231567271,0.609947780661251,0.999771451652739,0.999996911083642,0.998629487911199,0.862107281064371,0.999885563173162,0.998312193483563,0.886663005602923,0.999995901297251,0.702298697366508,0.999999991310224,0.925779608679892,0.719382434191019,0.71036967580657,281.281332838983,219.9383,263.617596716418,283.212814414414,286.197148529412,225.750470588235,8.20837545476607,NA,6.93282993298066,15.3933476944975,13.9790930316817,27.345568504382,184.5134,219.9383,181.98345,192.5016,218.5076,159.7406,326.240075,219.9383,323.02695,330.1282,317.518425,259.4297,472,1,335,111,68,17
"ZNF615",0.999152750648313,0.996965925016846,0.998699555938422,0.996532332015998,0.998421516519909,0.99998495570616,0.958480943282328,0.99709036778212,0.992903125448489,0.998996219310644,0.926127295351191,0.991775841009264,0.961876760234875,0.9789005111931,0.996799637502833,291.413471610169,356.4234,285.36372,282.225394594595,271.868725,248.646429411765,8.69156796195131,NA,10.2252903029924,12.8563767449805,12.1453623200969,37.5403277712388,183.34415,356.4234,195.83255,207.2973,216.93105,131.2465,354.703225,356.4234,358.6919,342.42165,314.243375,309.0024,472,1,335,111,68,17
"ZNF433",0.995208750126379,0.194521993940171,0.999207898591621,0.997531968843318,0.997006316838948,0.89635236886257,0.993421646087859,0.991477456272627,0.477088728740448,0.97006546208575,0.991780338497466,0.999108826716136,0.999999633598414,0.999054759818016,0.966712015693328,125.235920974576,158.2734,135.579405970149,128.262320720721,120.655048529412,134.383088235294,2.79436066595049,NA,3.79016667576685,5.22218556202506,7.11731213228979,12.7806279951163,89.218075,158.2734,98.0407,87.554,89.7328,85.9884,152.44345,158.2734,156.40765,155.13415,134.58805,172.9522,472,1,335,111,68,17
"ZNF595",0.974630024197454,0.730482210865406,0.986516456713441,0.310182664788844,0.994643399447748,0.892038344021116,0.975759752868891,0.986631054309714,0.999999999610186,0.970897557074969,0.976875642585715,0.993609075224771,0.999449215644245,0.999994372650381,0.999581359707074,223.275340677966,328.8798,237.178428955224,253.581586486486,236.817617647059,248.774970588235,5.8839307443603,NA,7.81831566272085,15.1676878782324,20.240407621762,28.9596934215786,149.8876,328.8798,162.4539,159.4661,153.384925,158.1509,256.06055,328.8798,269.3341,295.04865,262.192675,348.4616,472,1,335,111,68,17
"ZNF460",0.999843409880098,0.819178217211998,0.999980174166894,0.999951977349938,0.999899553538899,0.990324660252814,0.622982385885545,0.999999924947943,0.955588913450645,0.8476859141092,0.96589714170611,0.999999912087727,0.99772363481418,0.983675397353812,0.999999999974775,57.4115072033898,46.8654,53.8147376119403,56.5366396396396,49.1501426470588,49.2743411764706,2.04399815527121,NA,2.05511352935803,4.00565948440142,3.15152252252036,7.1264491029795,33.398025,46.8654,33.72935,35.199,33.270775,29.8661,66.812625,46.8654,61.4215,65.1599,60.121975,49.8414,472,1,335,111,68,17
"ZNF81",0.998620998034298,0.745534939712538,0.999642093939307,0.315179366538243,0.999968277838517,0.889080712991391,0.95471762989753,0.995695145425711,0.612792926347225,0.271445527771613,0.879605160472141,0.999995233633395,0.98156509834037,0.999934347803993,0.715356436089891,162.806583050847,198.1501,171.358378208955,181.706683783784,152.999447058824,186.644323529412,3.97678002619466,NA,4.89137464154283,8.74732015855108,8.52229099711106,24.9996526282154,95.097825,198.1501,100.09185,116.39355,102.4105,133.2985,218.705175,198.1501,233.97915,239.4822,212.737775,239.2323,472,1,335,111,68,17
"ZNF780A",0.999976214556552,0.604201789569494,0.99999986010744,0.98085005871655,0.999998487414208,0.999259715352309,0.844057223047879,0.999495972304283,0.336830479232014,0.674600440317657,0.0698273843871962,0.99673053833156,0.213366656735267,0.193737668488175,0.0279259466002088,333.720714830508,366.2898,354.660048955224,347.498218918919,305.415219117647,457.939505882353,8.95609863254122,NA,10.4999784140565,13.3518361103047,14.3122292182635,45.3856022145195,234.631775,366.2898,250.2548,246.70585,227.12125,319.8469,399.224175,366.2898,418.3774,413.1267,379.005025,567.1391,472,1,335,111,68,17
"ZNF461",0.998269626079618,0.974954937964264,0.996942412599513,0.999988856989913,0.997966737161907,0.999352364110937,0.663357262007866,0.9900299483736,0.897193230988014,0.855285539723885,0.676293978027547,0.972911010540345,0.809582187461282,0.761003926679379,0.988755047330393,132.449851059322,156.629,129.378032238806,131.536927927928,121.337594117647,111.584529411765,2.62966659176201,NA,3.09373005538123,6.47710953418548,4.88520386646745,8.44325591540793,100.049125,156.629,99.5789,94.38045,92.384575,90.8874,155.6866,156.629,151.0428,149.54045,142.9563,138.0447,472,1,335,111,68,17
"ZNF181",0.988843062077114,0.999365683071162,0.986744909020826,0.999978103505808,0.987481490805733,0.999999915213129,0.0898046963252663,0.92892742708455,0.162301084947195,0.287602604191878,0.994572210361458,0.976687760963182,0.998007784390995,0.997914614119978,0.972438156241397,276.394615254237,342.0349,273.833760597015,274.484745945946,240.777236764706,262.540705882353,5.04216917235052,NA,5.5204904717803,9.73160740125066,10.5801046489187,19.7264039308051,200.005675,342.0349,207.0954,200.7263,178.12845,221.0075,334.169625,342.0349,327.72275,331.8379,269.9544,283.2701,472,1,335,111,68,17
"ZNF44",0.999999996045579,0.991509925969553,0.999999999972735,0.843962709405298,0.999998990507367,0.974775380991708,0.923756136148323,0.999986722685707,0.798194211403632,0.572813587847014,0.972740655629239,0.999987876188609,0.99153910751626,0.999872045171049,0.851492099907328,285.530354449153,291.8561,294.195105970149,311.103979279279,259.483497058824,324.326094117647,9.48775773886395,NA,10.9532297283466,24.0690974813446,13.4500150914918,39.0622916541846,171.156075,291.8561,185.7385,198.55095,186.64635,207.1409,335.177425,291.8561,338.51305,323.49045,307.353775,406.4819,472,1,335,111,68,17
"ZNF790",0.997976145392262,0.99999998248167,0.998045180689884,1,0.998017683251646,0.999999998985463,0.612724009224219,0.988124632682174,0.623824986641588,0.766898671780058,0.999823545209229,0.996554225009384,0.999787915083893,0.999860378395848,0.995640472848089,118.963490889831,138.1295,119.093611641791,118.980791891892,109.999144117647,116.100617647059,1.95314792686153,NA,2.30589431741912,5.34131817753671,4.62664908114061,9.23354812584904,90.138925,138.1295,92.35005,87.4579,85.795975,83.9416,138.594375,138.1295,141.45085,136.5005,126.199625,144.9932,472,1,335,111,68,17
"ZNF677",0.994065379532769,0.38028661584876,0.998505948892459,0.866109600037393,0.998181042560061,0.999981126185644,0.999953390874575,0.992836407321571,0.818306649999145,0.93353143772337,0.301942355098119,0.999999990789348,0.662669690424383,0.660961692277736,0.351796686692557,34.8784184322034,17.6773,30.5481137313433,31.1261981981982,35.6999161764706,18.8557,1.51053316809538,NA,1.5291864986508,3.25777299704318,3.99061692305351,4.92679376789785,11.783125,17.6773,11.49385,11.08025,12.1571,9.6085,48.1231,17.6773,40.42035,39.73785,48.0381,16.6261,472,1,335,111,68,17
"ZNF823",0.999999961001911,0.353952906088162,0.999965776164638,0.986570329416341,0.999996875223553,0.986063148336547,0.999957676392123,0.999999687215802,0.953457026703967,0.999760795654131,0.790758920936338,0.999241419587466,0.98059520332944,0.931216810883194,0.889691375193837,221.28303559322,215.8273,237.076042985075,228.999248648649,224.155566176471,256.812970588235,5.10830696631317,NA,6.66587193180398,8.52159841803175,9.88814138013692,34.4597786746234,135.260375,215.8273,151.0613,166.87395,172.7778,131.7992,282.746875,215.8273,293.49325,276.7891,255.1249,336.4229,472,1,335,111,68,17
"ZNF311",0.999999991728305,0.481893472094948,0.999984318684584,0.995730000159787,0.999999999730083,0.564470438011369,0.883954492090774,0.999976388539973,0.999997452795279,0.800402392815421,0.943556600770346,0.999970986924669,0.717536907638407,0.986436227804771,0.754902728144874,77.180325,75.2312,84.0783158208955,74.2448954954955,84.8939661764706,64.9423294117647,2.51977832831679,NA,3.10685479712193,4.86864697799852,5.4469248446499,11.2005495448023,36.720825,75.2312,38.0565,32.1468,56.9612,21.749,106.893475,75.2312,121.5808,112.65185,113.3276,106.3365,472,1,335,111,68,17
"ZNF347",0.999477564518749,0.998753056259006,0.999223157038137,0.97840724737613,0.999859535013441,0.930364657373562,0.997029858537085,0.998840450755875,0.999867858609653,0.946893830560521,0.999999898398369,0.999633696904043,0.999978954747906,0.999893647153165,0.999765993730387,177.001084533898,208.0164,174.353278208955,184.20489009009,171.239170588235,178.369564705882,4.78665011289018,NA,4.7599419094129,7.50602785278262,8.31208662808015,22.1120702813514,110.13295,208.0164,107.18695,126.9412,113.751175,89.4142,223.60385,208.0164,225.8759,235.22095,216.61255,257.7262,472,1,335,111,68,17
"ZNF273",0.999989885691695,0.999901349109965,0.999982815990125,0.985629616147113,0.999932412613973,0.996614396372128,0.995284173538139,0.999999525749315,0.988273595026296,0.947477046304683,0.362374489608514,0.999504139157076,0.331279427306137,0.270776549554352,0.638109486545606,194.26691970339,179.6506,195.917991940299,201.155777477477,187.612283823529,146.615805882353,4.44577574352999,NA,5.12631125797412,11.8855687620028,9.63142081081718,22.0355258396301,131.811775,179.6506,128.8593,140.3692,125.715,88.6479,237.3629,179.6506,238.9693,232.90175,236.606,180.0762,472,1,335,111,68,17
"ZNF84",0.996039412351746,0.48750655153288,0.988824556923388,0.99410161842674,0.993513657836693,0.989209792446944,0.975419175478032,0.998619315910755,0.544661434396173,0.915463456979224,0.999999907865008,0.996030386028834,0.997675684135211,0.999981979425372,0.998485410015218,813.040813771186,649.5375,853.980682985075,831.794762162162,781.4778,817.684129411765,14.6051576978902,NA,18.9943231422699,31.8238914706456,24.7721609831025,85.3195936454697,597.48615,649.5375,621.29165,575.1007,622.703125,637.0293,984.665675,649.5375,1017.7828,1035.6932,929.8047,897.4187,472,1,335,111,68,17
"ZNF667",0.957280439458831,0.706541395861008,0.975433550481084,0.365815755676048,0.987595392263519,0.93219255657321,0.812326805161478,0.98342123116143,0.99772436834205,0.999720144576121,0.676303172033978,0.997018354588964,0.897365470765238,0.990331444716049,0.97531921469007,94.355219279661,18.9106,85.3069179104478,76.0793018018018,80.0389882352941,62.0425705882353,4.15210783126555,NA,5.05415963178314,7.08379436353117,9.07815609253512,20.3023996923045,22.887625,18.9106,19.5407,22.3777,19.002525,10.7963,137.332125,18.9106,125.20025,104.82105,117.13135,85.9432,472,1,335,111,68,17
"ZNF649",0.999995471590865,0.958880287679716,0.999968618658825,0.999999999883413,0.999995823090058,0.993152142376576,0.999366743885802,0.999980312377549,0.999996722540986,0.99967439889244,0.589195608731515,0.995783047111527,0.750917631455795,0.640761684379305,0.782269490012677,340.309113983051,376.1562,323.226337313433,340.764703603604,327.690025,227.576535294118,14.1795412529742,NA,14.6399240177085,25.0361947626408,26.1095730749547,39.2947761070889,182.4697,376.1562,174.28305,158.15205,201.7009,111.7529,401.6582,376.1562,408.4846,435.6872,397.12745,381.1682,472,1,335,111,68,17
"ZNF248",0.999976720487248,0.944037911662886,0.999997653826874,0.983123151741121,0.999998387270654,0.999999753495265,0.994565867100596,0.999998178132639,0.99999999066914,0.999999999691257,0.981692870343795,0.999404498063881,0.930715148324262,0.934685088044611,0.947253052365483,305.27174809322,284.8921,297.749671044776,296.854443243243,297.185035294118,325.331241176471,6.05708611815098,NA,5.55307754234392,8.94652739346973,10.8138838209576,30.1800107435442,224.3486,284.8921,229.309,231.6861,243.6322,228.5565,356.931375,284.8921,345.2384,337.2553,356.15275,336.0796,472,1,335,111,68,17
"ZNF544",0.999903883738291,0.999416514667506,0.999844419495644,0.997564201543293,0.999763599147636,0.999933597225194,0.977258543107293,0.999993081361628,0.94634230615126,0.938097834391308,0.995909581725353,0.999314722479944,0.998578131566383,0.999693034193424,0.964925426652074,727.496510805085,643.9424,736.105791641791,744.58784954955,693.417676470588,772.109976470588,15.5006841574821,NA,18.7222793523659,47.206986859907,34.7435024504312,71.134912677667,542.1431,643.9424,557.0952,566.96275,514.5347,573.1689,863.4181,643.9424,846.64735,826.5183,816.0442,940.5677,472,1,335,111,68,17
"ZNF251",0.998121971292102,0.951749953811946,0.999122314578411,0.958453313410434,0.99547492912292,0.733775951002778,0.998658737067047,0.999020346472656,0.999999540384231,0.941780338550412,0.930451980782505,0.987148883060669,0.834450782130166,0.993139257348473,0.894888695911686,540.842923516949,418.4995,523.041515820895,566.211300900901,526.062242647059,608.073117647059,13.7202011611418,NA,14.377305629659,25.8971489082775,32.1966633877654,95.7247960921849,348.565225,418.4995,342.1888,379.0215,363.838525,348.8899,638.6894,418.4995,629.74685,736.5017,596.1351,808.4487,472,1,335,111,68,17
"ZNF607",0.999122760558014,0.978838875984121,0.999581898831298,0.997830842397463,0.998461480516535,0.946347899969848,0.900147079478648,0.999912006474139,0.988305007788936,0.84187964001755,0.999962803944268,0.998615394426872,0.998676077708837,1,0.984248926866525,288.243445550847,230.2158,280.075390149254,295.621946846847,266.745517647059,295.766470588235,7.20837764414832,NA,8.69145782977432,17.8017087942796,13.3805979982207,19.4612983272529,200.809875,230.2158,206.90355,192.8673,191.303875,244.3791,338.55745,230.2158,316.5726,347.80875,297.117525,332.6928,472,1,335,111,68,17
"ZNF334",0.997249785645345,0.924046980111545,0.998741644477408,0.938238286200358,0.999132285690077,0.999845646056016,0.307134385436019,0.99995843603892,0.673316367725521,0.881369332477097,0.999783894096293,0.995398626012107,0.993703479520988,0.98802481930815,0.817710222577989,93.8780802966102,27.9548,83.9843516417911,79.9974018018018,56.0766588235294,103.501205882353,7.8583621375339,NA,6.24815529965833,9.83914213865577,8.0093325887706,34.4941052046263,14.69325,27.9548,15.4434,16.70945,15.59775,10.487,126.15525,27.9548,102.2267,103.2733,67.375975,125.3041,472,1,335,111,68,17
"ZNF485",0.999721784069412,0.711759579201114,0.999966871778895,0.999997839681964,0.999775611603669,0.963028483570942,0.981691231883551,0.999957691398356,0.999999522820237,0.995533986473054,0.990375071681788,0.999993388951904,0.999960613927976,0.994814397806214,0.999931256100288,100.129738983051,85.0976,94.8703029850746,99.5350603603604,95.424325,92.3581529411765,2.38374079661805,NA,2.7558430722011,5.0964452529087,6.56715109281305,11.6532560862175,65.53105,85.0976,63.8653,60.981,54.54925,60.6292,127.3331,85.0976,113.1879,125.37755,126.631175,140.5237,472,1,335,111,68,17
"ZNF192",0.994860680747425,0.983484288849222,0.996746771508764,0.903160094534118,0.998315261762633,0.993638157381752,0.998899895070532,0.992417240542721,0.976278131985761,0.904604526854534,0.999954930182824,0.993150799960539,0.998733700512556,0.990105017892086,1,424.696292161017,566.0843,437.702294925373,453.892713513514,411.434948529412,411.533223529412,12.5788734424658,NA,14.2486512868899,24.2415995257399,30.8713482508011,55.2929688886433,235.321275,566.0843,245.69,239.73475,208.9165,266.2054,585.8908,566.0843,603.00045,613.3759,539.834225,610.2812,472,1,335,111,68,17
"ZNF442",0.999999999971853,0.521090562394139,0.999997652367467,0.837573326840998,0.999997262388768,0.999999992728334,0.999000357414118,0.99999989027682,0.790387618474138,0.864857356921079,0.859398370402201,0.999822947818474,0.987039914690143,0.990607404938243,0.822514501185598,41.1518936440678,41.5211,45.087407761194,45.2100720720721,39.5790808823529,50.2766058823529,1.40455593456848,NA,1.94638503309771,2.99763725351395,2.8330081711545,8.39760587328611,21.41835,41.5211,23.5068,25.37665,26.0039,28.9187,53.13735,41.5211,55.09065,52.30955,47.7901,51.8577,472,1,335,111,68,17
"ZNF813",0.999698910118353,0.999999837157869,0.999721994420329,0.690435468979088,0.999992215055858,0.749157909398152,0.999991431679714,0.999605902453847,0.99997716955153,0.872857118168256,0.998623165557632,0.999965431015799,0.99894322926842,0.999946138287267,0.997999229400201,148.512355508475,180.0617,149.007891044776,164.935245045045,146.5211,159.145623529412,5.28541851631498,NA,5.41849208547941,9.60137618837882,11.7660822656255,20.0133684387692,77.911225,180.0617,77.1955,90.81215,76.40735,81.1922,196.01315,180.0617,198.44425,220.86485,191.994275,213.1931,472,1,335,111,68,17
"ZNF26",0.967178851392631,0.953378094741127,0.976963343594364,0.905878784838276,0.98302473974663,0.998146119478597,0.987848995494305,0.980231213859276,0.999986534837617,0.999980742849928,0.961765357658167,0.992287759676937,0.992644868624875,0.999118022555668,0.997686709439273,234.389937923729,157.4512,228.427429552239,223.919643243243,226.418808823529,214.729335294118,4.64821294518917,NA,5.21677077744522,8.57007284902735,8.12501107079808,21.0854560452797,173.071825,157.4512,174.6889,167.6504,180.257025,147.0013,271.69335,157.4512,257.8465,265.8874,260.121175,247.2914,472,1,335,111,68,17
"ZNF69",0.999999773475802,0.94024760844622,0.999993675852704,0.972579858558752,0.999999999970706,0.760191124913256,0.999999915340252,0.999999874823994,0.993903564795503,0.996878635492766,0.730559757555798,0.998649935932874,0.873664170941461,0.576628050414134,0.786989373981778,73.1638474576271,69.8869,76.2767232835821,69.3384585585586,72.815175,89.3867235294118,2.03130937260557,NA,2.87414036238983,4.07147754592568,4.87385251761938,15.4338865965673,43.651475,69.8869,46.0537,39.0617,42.040225,53.0878,93.11315,69.8869,96.3567,86.61615,88.944875,92.7216,472,1,335,111,68,17
"ZNF583",0.999989596862936,0.29448242767489,0.999683200400588,0.999933665336717,0.999995527515231,0.617851632422804,0.986882350295327,0.999907060874439,0.996675429100658,0.9821628743791,0.999999998960644,0.999992557077004,0.989316077813744,0.999999829689301,0.999455253597243,76.6622652542373,70.7091,82.5908832835821,75.7510792792793,80.0244779411765,76.4302,1.73026289648843,NA,2.37151484037207,3.59342714845748,4.45248154736849,11.1931685488457,50.310275,70.7091,52.60955,53.1397,55.963475,47.6084,97.81785,70.7091,104.77535,97.1776,105.148975,108.1359,472,1,335,111,68,17
"ZNF568",0.854599272911249,0.999999801355793,0.852626245672846,0.999311731444632,0.872469077071629,0.998957478065414,0.855833883492329,0.782665176441151,0.883636517415135,0.828925736900436,0.999999999424551,0.866382246797378,1,0.999984725720038,0.994714214395305,147.774106355932,224.5632,147.455164776119,150.209641441441,137.847670588235,147.4318,3.08751041748675,NA,3.62626375395747,6.43047590293124,6.46536161765496,14.9060412996908,99.014425,224.5632,100.25655,102.70065,96.84195,94.7242,182.271375,224.5632,182.8545,190.71225,172.1961,196.3705,472,1,335,111,68,17
"ZNF480",0.986792883499909,0.999958324885894,0.985478116714331,0.994639410710424,0.981094619589394,0.99885793909557,0.883302700985956,0.995878815806215,0.8490325389475,0.790282556653502,0.989647481885971,0.996629597276869,0.985009174528712,0.966739772966774,0.999999986192561,543.582267584746,386.0226,546.988438507463,557.23903963964,509.340429411765,506.747552941176,11.7056093403357,NA,12.7201311170765,22.3325040917381,26.1346140416406,26.9983596378777,396.947225,386.0226,390.6398,399.23665,379.517625,400.5917,625.83085,386.0226,647.79415,685.42365,606.085725,614.6024,472,1,335,111,68,17
"ZNF587",0.996437646929614,0.328356455633437,0.999330938839609,0.844993222080372,0.999136167490453,0.999972604092385,0.999953678957996,0.995582691536291,0.793270273532178,0.924109092594379,0.999999902105682,0.996413071724237,0.987920114102499,0.994747828206402,0.999999978827018,1418.77192224576,2137.517,1629.7241319403,1600.70225855856,1380.55911176471,1397.64279411765,54.0868335082811,NA,102.635929418398,141.259533082138,97.0603803502935,136.706769368052,676.393475,2137.517,783.3675,804.57285,821.219925,1114.1332,1808.31325,2137.517,2018.45885,1826.88205,1805.502975,1538.0688,472,1,335,111,68,17
"ZNF808",0.999570430391115,0.999792967156338,0.999685807762835,0.995596790129973,0.999089173475065,0.984693347268826,0.999982473936525,0.999704527884899,0.999999999892285,0.99642786937599,0.997120439405832,0.998296183237978,0.994201554915585,0.999896575817558,0.995869085526152,224.400416525424,193.2169,222.48281641791,229.72993963964,222.286783823529,235.802370588235,5.19278012950889,NA,4.35961223268576,8.65125160932612,9.93546191280205,20.4962286733003,162.726775,193.2169,169.25045,178.72345,168.2375,179.898,259.158575,193.2169,268.40035,269.04825,256.390425,247.5638,472,1,335,111,68,17
"ZNF43",0.88251370789557,0.995343950270057,0.897142610437726,0.999938633211864,0.892818504808202,0.999993985121924,0.97348616740991,0.842299557996365,0.909746961949379,0.969303419715418,0.979606847851476,0.816975090961446,0.954870423190864,0.97271702250348,0.999726238322765,697.888911016949,1157.2456,713.462194626866,707.32485045045,656.476172058824,623.625476470588,20.0517699690121,NA,22.9245521499918,37.4050198214339,38.9087004156097,92.8178527436436,382.31445,1157.2456,421.9767,410.50175,415.03905,366.2522,911.7622,1157.2456,934.2564,873.6586,836.412,862.4704,472,1,335,111,68,17
"ZNF28",0.998616034860616,0.855860975198481,0.996633963732956,0.336688609594002,0.990039333949667,0.846212201485432,0.995923787110298,0.999431679777728,0.874404371480545,0.463329843748533,0.996542831068161,0.995777517406632,0.999988451445126,0.999304885412948,0.983292212179249,607.436198728814,483.0421,632.907567462687,672.660476576577,587.224397058824,644.586447058824,14.9248603858755,NA,15.2121242407227,32.2547659174646,32.1591462576731,74.8236872554314,413.161625,483.0421,433.23605,454.13275,385.343325,462.4872,741.478575,483.0421,795.9072,826.55125,745.534175,852.6257,472,1,335,111,68,17
"ZNF627",0.999527451573759,0.714353163236611,0.999925621661679,0.98150056582523,0.999870383186429,0.99987026040725,0.142397664026678,0.988247820914307,0.0210390079818438,0.113527064166613,0.996644283780804,0.998097930646395,0.948641996545447,0.976042881522898,0.978742785168314,566.611648305085,635.149,588.068518208955,582.306081081081,499.607783823529,541.231047058823,10.0056815375597,NA,11.8263908796829,18.6156945479843,20.0912606999382,47.685069214896,419.666125,635.149,441.27045,435.8422,384.20455,407.0867,679.07535,635.149,693.4284,703.60765,568.096725,654.4854,472,1,335,111,68,17
"ZNF789",0.89972345081338,0.459978054179562,0.940592435243893,0.020290164336832,0.979844875048358,0.426930158705884,0.999999031061972,0.906390947897198,0.950985065291301,0.296021596961277,0.170582810688427,0.997495902344891,0.449367139083809,0.930219460955527,0.284669669002377,83.9743904661017,33.2991,77.7580256716418,67.956345045045,83.3948176470588,55.9282764705882,2.50668748471388,NA,2.34866871749603,3.26247782627783,5.73014728166472,7.18570546010972,51.061,33.2991,47.83785,47.31,52.624125,39.9712,101.0189,33.2991,94.7942,78.35645,103.6879,64.7351,472,1,335,111,68,17
