"gene","p-adj-N0 (mol+)-N0","p-adj-N1-N0","p-adj-N1-N0 (mol+)","p-adj-N2-N0","p-adj-N2-N0 (mol+)","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N0 (mol+)","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N0 (mol+)","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N0 (mol+)","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N0 (mol+)","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N0 (mol+)","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N0 (mol+)","Q3-N1","Q3-N2","Q3-N3","Q3-NX","count-N0","count-N0 (mol+)","count-N1","count-N2","count-N3","count-NX"
"ZNF221",0.99996164675708,0.999999986308375,0.999964407937688,0.999519257601704,0.999915846453339,0.999410490944924,0.995570558677279,0.999839920604628,0.995217203503935,0.999941559451551,0.822990568521341,0.996722801318502,0.821606975803613,0.906955355370858,0.953231232968698,24.530501059322,28.3659,24.586228358209,23.8552801801802,23.2129132352941,18.5589588235294,0.942758916926853,NA,1.10613387950859,1.64294948093778,1.94038451826491,3.00540506768833,10.7182,28.3659,10.5035,10.9492,13.13725,9.2497,31.606425,28.3659,32.5144,32.10235,28.908125,28.5651,472,1,335,111,68,17
"ZNF233",0.939458677986763,0.213348114089068,0.886257275804816,0.949663802454893,0.912195890753692,0.989779946396836,0.996527525362448,0.922838812170196,0.977701011029511,0.999961273456214,0.860664003420749,0.847446779770477,0.996439551076648,0.978275969196247,0.965444371570075,56.4701777542373,14.7996,63.7042871641791,60.6695216216216,59.3222102941176,69.1997235294118,1.83340514403631,NA,2.91688177161292,3.39878784812408,5.50934294015892,10.8228554200112,25.2949,14.7996,31.84185,33.2127,29.871575,27.6259,74.5374,14.7996,78.7992,80.1708,74.862,97.5143,472,1,335,111,68,17
"ZNF235",0.975022022267707,0.999999718260494,0.974308460837166,0.930353057285965,0.987091159131883,0.926778514154076,0.999999999997762,0.975570044408161,0.999999995137224,0.985819748474906,0.995235729611275,0.990541705513048,0.994458078261503,0.999997973188194,0.996840380728675,93.1912205508475,63.3135,93.3966137313433,89.1785675675676,93.2268985294118,88.0666764705882,1.79952490303351,NA,2.39407415000519,3.20674685326052,3.73488616865751,7.85357790051456,68.7519,63.3135,69.389,66.3597,70.44905,67.7822,109.744025,63.3135,105.48305,107.7443,106.4541,96.1924,472,1,335,111,68,17
"ZNF208",0.9999999997981,0.99937906614173,0.99999998278302,0.999922880992812,0.999999999998336,0.997935523222668,0.995544876697805,0.999999433948019,0.999556886483891,0.991807196664333,0.880336057358717,0.999872656464964,0.84012966643156,0.931944611811921,0.811412357504259,90.3402055084746,93.3196,86.0661167164179,94.4677162162162,78.6403647058823,137.885976470588,7.48343533665309,NA,9.93887131690327,16.2355355719703,13.3437525961538,103.478666523192,13.080775,93.3196,14.2449,19.4836,18.6927,10.9469,72.34015,93.3196,75.6411,83.81395,92.960775,55.3532,472,1,335,111,68,17
"ZNF714",0.999997576184094,0.999952717813248,0.999995558490421,0.999999927705767,0.999996930017397,0.999999564759299,0.884762368384917,0.999863326181793,0.931598022264915,0.950893461950145,0.863345459578615,0.998934896513598,0.890770481383949,0.896715131845372,0.995473986575826,219.55774470339,236.3823,217.375734029851,218.680440540541,198.245107352941,177.098011764706,6.8288181776748,NA,8.46825419745393,15.8848485939072,14.6129731357628,24.3514328608148,122.095475,236.3823,121.2778,107.1,129.47425,124.1579,283.4812,236.3823,271.04635,274.5734,235.8408,218.8326,472,1,335,111,68,17
"ZNF394",0.999879623884083,0.99843482700284,0.999936376273071,0.118896333788693,0.999999999499081,0.258684097025237,0.904511298632862,0.999004673063929,0.818880245099542,0.0975338583967476,0.66986220797849,0.999996628504847,0.749882442704129,0.998797032792811,0.430809575998364,405.453816737288,373.6896,401.620248358209,371.032636036036,422.904976470588,357.799441176471,5.7517235461631,NA,7.94293688808245,9.84999348354913,14.6474805663727,22.8643559483618,318.8144,373.6896,329.1084,301.1516,365.17045,312.3858,471.368275,373.6896,452.38405,433.5258,465.1263,432.2005,472,1,335,111,68,17
"ZNF333",0.999999795346076,0.999988408281859,0.999999570855329,0.972807613231951,0.999989984927877,0.987958673044147,0.865854816577088,0.999938440982704,0.908996021152979,0.998099539147717,0.278686662665896,0.992677866082333,0.309805051946987,0.534364135014968,0.736544019141171,214.531716949153,220.7605,213.533049850746,207.125299099099,201.047088235294,166.726794117647,4.14748264148896,NA,5.53150770143688,7.29556292441143,9.03085253241509,16.4157173984432,158.0491,220.7605,143.68855,151.02485,144.2854,125.7331,252.560975,220.7605,257.1087,252.2085,251.521675,196.6427,472,1,335,111,68,17
"ZNF382",0.999999146790409,0.892701675449054,0.999999999921306,0.132029868106092,0.999980473431108,0.541035049512658,0.348181482228373,0.999982372489687,0.747387325850062,0.999999999602087,0.503485917298681,0.999481860782462,0.713071702304567,0.987155573490158,0.988416872046099,62.7265673728814,59.6095,60.0953776119403,53.7461297297297,53.8494455882353,47.9349176470588,1.63682000722277,NA,1.92860646355763,2.75696759490607,3.6548361791933,7.12987078924582,38.865275,59.6095,38.05025,33.71505,36.5014,26.3789,80.53875,59.6095,75.8254,70.13225,62.45115,69.7897,472,1,335,111,68,17
"ZNF577",0.999999540602997,0.736459553790326,0.999974810124152,0.999945231188437,0.999998479917679,0.981742994442327,0.998293121749936,0.999999998583149,0.857793838065431,0.996219567904121,0.819486503813042,0.999046130218665,0.962212482595393,0.886987091471389,0.770317247107481,192.834903177966,203.9054,179.165407761194,189.78711981982,200.402520588235,150.691435294118,6.93770615409355,NA,6.81063470461499,12.9506371290936,13.1464028329687,35.2027218244691,101.2564,203.9054,89.7339,108.556,130.849375,48.5677,234.24085,203.9054,241.565,235.758,249.709725,242.8988,472,1,335,111,68,17
"ZNF75A",0.999400612375675,0.839825877448221,0.998235158179132,0.207070438633221,0.992497416805911,0.722034706301141,0.82020024762892,0.999974576811394,0.437490522533808,0.0994481135806796,0.9534863636159,0.999996229116626,0.833379898424554,0.502411252704695,0.999953583990399,476.483532415254,395.0668,496.884410149254,533.771815315315,438.208448529412,425.096388235294,10.1754864020037,NA,14.2578323268422,23.7109654678582,22.0886466731703,90.6053723705695,330.1038,395.0668,329.7793,341.9859,302.29125,163.017,600.26515,395.0668,581.5146,663.3631,524.704775,504.6249,472,1,335,111,68,17
"ZNF496",0.999605597983829,0.274150617857565,0.999985349122127,0.0365888380731337,1,0.685034008864563,0.999999999994766,0.999623810141826,0.867021594190143,0.329548312163069,0.957511914359681,0.999998651794613,0.999902930072381,0.99878869180033,0.972235791654919,362.947343008475,311.2025,337.783779104478,311.164151351351,362.770629411765,328.120623529412,8.14064280724965,NA,8.90347010247797,12.8533418010988,17.0192227944532,39.8280040546107,238.97815,311.2025,226.22965,215.4627,251.292975,208.8299,454.424475,311.2025,417.2737,382.0251,441.662675,348.0663,472,1,335,111,68,17
"ZNF2",0.996940708110994,0.999998306268487,0.996715001967346,0.980313851457301,0.993999405732888,0.989606784428547,0.980897778152622,0.998935931739606,0.975890860184357,0.887042086787218,0.0325127135883956,0.844224073807903,0.0377886195185132,0.108695117367061,0.0263242869964516,147.268697881356,128.6742,147.557827164179,150.200586486486,143.687882352941,176.149347058824,1.81636490311375,NA,1.97195301127614,3.96296513858092,5.03351562347868,11.7793150308044,119.87145,128.6742,123.67175,124.7309,117.886275,155.0249,170.0019,128.6742,169.3751,179.5174,158.78165,183.5215,472,1,335,111,68,17
"ZNF589",0.997741387137209,0.995197323253752,0.998517910010897,0.999806981485674,0.99837797639588,0.999999467680501,0.99295860110084,0.999079640356358,0.999793487115215,0.99970143877985,0.957102477433652,0.999911084599091,0.982288262281978,0.981946279860931,0.995996112026731,297.576155508475,248.3042,293.453371641791,294.445971171171,289.451977941176,274.396194117647,5.1743365720448,NA,5.63952427539045,12.1543236228677,11.7437026089899,21.6467663975485,217.34575,248.3042,215.63425,193.7391,213.931275,216.5125,364.629575,248.3042,360.63835,365.5553,351.03225,323.1358,472,1,335,111,68,17
"PRDM9",0.999998086230957,0.940804208806744,0.999999984394776,0.999986869883128,0.999999188603998,0.997665114484347,0.989921270098471,0.999999998135238,0.999998231237836,0.998498253719481,0.998777647005965,0.999999999991149,0.999995566743016,0.99961956840647,0.999999847686514,0.181075211864407,0,0.0691597014925373,0.152987387387387,0.0454779411764706,0.0159352941176471,0.112249187403653,NA,0.018755108436518,0.0549831533892064,0.0170232373391941,0.0159352941176471,0,0,0,0,0,0,0,0,0,0,0,0,472,1,335,111,68,17
"ZNF12",0.999995503206078,0.199963343741515,0.999999990478161,0.979860812861937,0.999999953240345,0.967285029501275,0.999287439631648,0.999999533795741,0.950091645456675,0.999961589058232,0.511194250043934,0.999713539747631,0.896331313228796,0.756471743466734,0.722403689734798,825.651860805085,861.2539,871.631990447761,846.941701801802,838.510375,945.902282352941,12.5762612789515,NA,16.0549060503361,26.0823348270106,30.26446280327,96.072069022689,631.231425,861.2539,662.489,655.8352,671.416225,791.1816,996.013975,861.2539,1015.23215,1037.74875,998.64105,1140.2842,472,1,335,111,68,17
"ZNF202",0.913017388691505,0.572058520475296,0.947110591246536,0.846537480040364,0.949506116275095,0.999999816358333,0.975469910408528,0.879294966215453,0.590497016087106,0.702483248228554,0.196271633881405,0.997997471098768,0.460168243559766,0.532702039899107,0.140474797814363,247.421976271186,151.2847,236.336073134328,235.645994594595,256.627720588235,193.776823529412,4.10090823855563,NA,5.86026279504273,8.12208100726005,10.5173459290202,12.6935131636304,184.387925,151.2847,170.5077,178.8293,200.04315,165.8854,295.6948,151.2847,277.6978,272.13015,294.60515,233.9822,472,1,335,111,68,17
"ZNF3",0.999553860549046,0.953901030033041,0.998946928084025,0.998358207445746,0.999787966790077,0.927402015944787,0.989039419171235,0.998701636582583,0.999991139579735,0.964840897456699,0.926787503629007,0.999999589512555,0.829793619017701,0.975247903158511,0.844255003638308,879.273365889831,794.1665,895.752935223881,867.541254054054,900.870264705882,815.547523529412,12.68162687465,NA,14.1707004600284,22.431635431521,33.7004443067206,56.293785372365,691.282025,794.1665,715.51915,712.328,743.153275,630.5596,1006.356675,794.1665,1041.22435,1006.50295,1005.957425,956.7352,472,1,335,111,68,17
"ZNF606",0.999999939800582,0.362747548539509,0.999999302559955,0.939195595368568,0.999999975745331,0.998860215548648,0.999999615628325,0.999999862125069,0.868360058699046,0.981829800963829,0.999684373544364,0.999996016250668,0.955536358327737,0.986267311602245,0.999903171015476,411.558748940678,425.7636,448.971540298507,437.646523423423,408.891080882353,391.947070588235,10.3446357748823,NA,15.7184211415523,37.5960582980804,18.517065968176,45.2385664581368,273.99655,425.7636,306.4647,286.81135,315.764275,305.6869,496.59275,425.7636,511.20895,505.37165,501.25215,559.8963,472,1,335,111,68,17
"ZNF91",0.504107804584438,0.337676611143315,0.600036969686093,0.108255001417557,0.685286306046694,0.857811610650185,0.99863927138635,0.477143916234577,0.682361155483565,0.291755140123683,0.478626698103245,0.802671514532508,0.841273294462004,0.986974461065747,0.457136638960316,781.065327754237,1664.5427,853.780745074627,917.875045945946,754.602491176471,1003.78000588235,23.5363988913694,NA,27.511604798923,48.6419879891134,52.6636288284127,157.579962201599,413.12545,1664.5427,474.8956,519.96995,463.7483,526.1506,1063.204675,1664.5427,1118.3432,1152.55045,890.07495,1410.9651,472,1,335,111,68,17
"ZNF226",0.999999994709174,0.606480179580714,0.999999524576169,0.918701539726068,0.999993184932335,0.344585896521654,0.999994392391863,0.999999999873076,0.978987776155743,0.968427639841314,0.998407267971071,0.999999796637957,0.999999978788418,0.967776977443256,0.999583567026565,319.931278177966,324.3577,335.252382985075,305.719963063063,322.245525,333.801052941176,5.28316181102437,NA,9.19634869332943,11.5690373174071,11.7314697592885,31.2181095572041,237.177125,324.3577,244.3774,216.5321,261.983475,235.9318,392.10135,324.3577,395.3962,383.00905,379.864475,446.8221,472,1,335,111,68,17
"ZNF229",0.993697920171314,0.996953855177412,0.991715284058933,0.976380370223465,0.996967057271105,0.908849156182694,0.999999865370055,0.9942846434126,0.999574595897865,0.997512208684357,0.987283671012008,0.998896264328086,0.970888786404681,0.999602190540405,0.993507025540424,161.542034745763,70.298,167.12201641791,148.684245945946,160.211567647059,135.336947058824,8.47802688549052,NA,8.05365481797019,12.9159632577625,16.0268785802514,36.6866051485187,38.243475,70.298,51.84485,42.4394,51.7529,13.0753,232.448125,70.298,245.37585,222.1023,226.142125,223.9621,472,1,335,111,68,17
"ZNF180",0.999999994657676,0.828930899130007,0.999996592404091,0.977273413086386,0.999999974893466,0.662076186730204,0.848733884998807,0.999996712744869,0.466591640529224,0.996694989419151,0.999994160011562,0.999999850806239,0.999933741501758,0.998239711379986,0.9837879937009,229.290898728814,226.1048,237.720119402985,221.747643243243,214.505783823529,232.480988235294,4.27102875769135,NA,6.12257518879938,7.77443792147946,8.08973954638623,19.5719401707895,174.2834,226.1048,177.62145,161.3911,161.807225,158.8865,271.085925,226.1048,271.6956,267.84065,256.080425,310.7075,472,1,335,111,68,17
"ZNF641",0.996293643666125,0.999993628511955,0.995948251315807,0.999910349148276,0.995429875826691,0.999993983817136,0.999999999473709,0.996492289150417,0.999999029726289,0.999976940733122,0.98902221593281,0.98848897618467,0.992105933528339,0.996144010330557,0.992289136421374,165.9734625,126.2076,166.748074925373,167.921945945946,165.75935,178.354870588235,3.85587966874139,NA,4.20788209062352,7.23903816075369,8.52274247947209,21.5561815314192,105.9376,126.2076,108.36865,115.56905,115.02585,119.6269,213.365975,126.2076,212.9616,214.9815,212.0844,240.8835,472,1,335,111,68,17
"ZNF610",0.998909721466252,0.999975422732222,0.998727239043545,0.976979559893509,0.997398951681312,0.991301362902361,0.99975811060575,0.998360064396485,0.999973943648899,0.999811537004837,0.503476006333966,0.968833327935731,0.545583854058541,0.755218927633291,0.695112588428048,123.844247881356,153.3402,122.87096358209,117.870064864865,121.037448529412,90.8832823529412,3.48151122817735,NA,4.27338939867583,7.58704864565795,8.66631246616312,16.3495524401557,72.22635,153.3402,71.47455,62.1354,75.08875,46.6816,161.36405,153.3402,162.48765,150.1193,141.445925,151.3903,472,1,335,111,68,17
"ZNF528",0.971938137282553,0.992706713062373,0.977944561378691,0.913509559635786,0.985722460901048,0.990906864932698,0.655606633128025,0.992710732483855,0.852117295466702,0.992301531931812,0.810050134710286,0.899532478610217,0.721229959105893,0.599612686448048,0.424385819390689,306.383282415254,464.5427,314.757112238806,328.221354954955,346.483654411765,243.174058823529,8.86132749572448,NA,10.3017177706164,28.6775695302487,19.1388882445237,46.8243796462166,164.231675,464.5427,171.79395,140.14185,229.4136,127.9224,418.73595,464.5427,436.3246,475.296,443.770475,347.5415,472,1,335,111,68,17
"ZNF701",0.996879470648014,0.991344063460775,0.995346166009847,0.447860920312631,0.985237346123754,0.743528235509955,0.999976614560904,0.996223102466361,0.999990098023513,0.879769747412519,0.97075208000422,0.986771285492008,0.990740267960543,1,0.989056513777361,197.553545127119,148.407,201.914079402985,217.322192792793,199.894617647059,217.312470588235,5.16463953780645,NA,4.83329618003086,10.4549387412181,9.64811565107069,25.908267424968,136.042,148.407,142.2008,150.7609,142.249375,148.6122,234.843175,148.407,252.0716,271.5852,239.3192,253.0954,472,1,335,111,68,17
"ZNF283",0.999999978191995,0.715984028850567,0.999991210921098,0.998704710733467,1,0.780097807856416,0.992441155125336,0.99999999580712,0.770757476605365,0.999938464649182,0.942254695949162,0.999832201613604,0.996070983805003,0.907700113936294,0.876803785926401,76.95175,75.2312,80.9570814925373,75.2893675675676,73.9863617647059,85.8993588235294,1.49141420519795,NA,2.78990988397117,3.03283658155658,3.75571330673758,8.0793241361827,53.880725,75.2312,57.20135,53.4589,49.642675,60.5748,95.6104,75.2312,93.5743,90.89105,92.022075,112.1734,472,1,335,111,68,17
"ZNF558",0.999949197977374,0.995335572344673,0.999981145934184,0.999999997589046,0.999946408517275,0.99913012285486,0.736689085411274,0.998934405119009,0.578844238811301,0.861658472718033,0.904309931473569,0.997685898088807,0.845241019823436,0.926006954963858,0.999748296038712,411.904110805085,448.0987,418.446253134328,411.38574954955,380.379063235294,366.818252941176,7.66230515513981,NA,10.7580390919104,15.8121376540356,16.7720778551522,40.0833469285628,308.399125,448.0987,289.0265,321.6713,306.21995,277.7469,490.891025,448.0987,491.27015,475.1379,443.20495,489.8034,472,1,335,111,68,17
"ZNF597",0.999868826471207,0.996709244398599,0.999752109541345,0.915523980044589,0.999267048018054,0.986666922006789,0.999999971818826,0.999857183719219,0.999936298750543,0.98693010055604,0.7748935429173,0.993544852993451,0.851146399845352,0.95965040477832,0.847237272853954,66.5622152542373,57.554,67.8104152238806,70.3957918918919,66.7763382352941,78.3020352941176,1.69823483330156,NA,1.94779602156333,3.10215527689315,4.43269105798251,9.75498027465798,44.3716,57.554,47.8242,51.25335,44.03265,56.5663,85.409625,57.554,85.2573,89.4278,83.0138,114.4041,472,1,335,111,68,17
"ZNF30",0.999999892481923,0.999941251675522,0.999999669117751,0.98303673608244,0.999994396975836,0.995116795930014,0.752346335352595,0.999997149434527,0.703805446044294,0.587823436577122,0.999987841867026,0.999999999402661,0.999938204577666,0.998218567666609,0.995843683400955,152.629847881356,148.407,153.697907164179,157.764374774775,140.21335,149.942876470588,3.33975424707083,NA,3.74945392407866,7.37265496459877,6.84174786121451,10.8321847283085,105.652,148.407,113.28655,108.05,104.388725,111.0509,187.36475,148.407,182.6304,180.26865,167.72905,184.6234,472,1,335,111,68,17
"ZNF354A",0.957812665239491,0.543572818808809,0.978233792177808,0.998918750908722,0.966238861751807,0.978528155488186,0.89804233206352,0.980884529544004,0.999995355816499,0.988992221684332,0.559783406234328,0.998145852736682,0.854206448490348,0.717075905861656,0.916643173094326,350.171913559322,226.927,332.769103283582,344.307875675676,330.319260294118,290.903988235294,7.09902877302555,NA,8.07885458461982,11.3267519461318,13.0030657627172,16.2178356402211,254.53525,226.927,251.0586,268.9175,271.640975,229.8851,400.21145,226.927,375.2283,408.58605,365.850425,330.636,472,1,335,111,68,17
"ZNF764",0.977628029496656,0.994454883069615,0.982440297997113,0.929140934014004,0.988720956816959,0.992601851804882,0.365893120254904,0.996923554227092,0.58444839501764,0.920837717600841,0.999677502206623,0.987713521636759,0.99999198612388,0.999998083378028,0.985647460664245,241.939547669492,315.7246,245.818152238806,252.14353963964,267.457754411765,249.3595,4.59693388210146,NA,4.73154592693575,9.86999416934518,18.3911998292525,20.4995159390447,174.312575,315.7246,186.702,182.2743,186.52755,185.3194,281.73115,315.7246,294.8452,287.50845,308.639925,272.3535,472,1,335,111,68,17
"ZNF747",0.115764950633799,0.999999999969223,0.116300597505259,0.999567660746992,0.109062397211999,0.999594053868282,0.904880356829506,0.163199257575373,0.91587125272014,0.88444055453615,0.042203236876963,0.489538822882895,0.0451825154093368,0.045097186921731,0.259096806292517,309.083034957627,647.6958,309.194676119403,304.601621621622,327.075473529412,405.206164705882,6.38789688180808,NA,6.04369927793196,12.7149583144869,20.5355161887485,52.6151775623803,217.09525,647.6958,236.51155,223.68475,233.21135,230.9623,371.7567,647.6958,373.40595,356.2597,365.073825,559.5196,472,1,335,111,68,17
"ZNF778",0.999913501294146,0.755903221146833,0.999994256460293,0.736190723794706,0.999049152277187,0.231368511884173,0.859418688852941,0.99999955341161,0.998727330740576,0.391178016298512,0.994544042115792,0.999998989797038,0.999990451929652,0.892475085796864,0.999999890956437,86.6084707627119,75.2312,81.8224740298508,93.8498936936937,79.2039411764706,80.0103529411765,2.40103299886615,NA,2.47049919268994,5.60622601101726,4.32532946523071,8.25029523456638,53.72535,75.2312,54.5988,52.5828,58.796475,52.3114,101.884875,75.2312,97.83105,106.7379,90.953475,107.3856,472,1,335,111,68,17
"ZNF212",0.999987468574807,0.989993918250048,0.999997604685962,0.45821112151145,0.99999999203966,0.759870809121005,0.750950724905151,0.999486323577421,0.561150545474875,0.161731043822522,0.999999997870048,0.999991234085907,0.999989638171863,0.980989330661571,0.984623697591737,352.200096398305,332.5797,346.659635522388,328.074910810811,374.462080882353,351.349647058824,6.13320455233015,NA,6.63392528992695,9.65997232678487,15.6130114093198,36.2232096641426,268.263175,332.5797,272.1061,258.6402,287.002025,278.7657,410.262575,332.5797,399.2703,383.611,433.050225,366.4839,472,1,335,111,68,17
"ZNF282",0.999716576208574,0.975968612096433,0.999895175873711,0.44122012617902,0.999998757008549,0.793857309931508,0.993493611129829,0.999187068932638,0.934061521929265,0.511374409398519,0.99971384397934,0.999271400502572,0.995997927401704,0.910695993647554,1,771.778483474576,685.7143,756.061933432836,714.625315315315,793.179527941177,793.043770588235,14.1890491709569,NA,15.9664688016081,24.5487928834115,30.4581136994577,81.0332149793095,572.651025,685.7143,571.42565,520.26275,621.621925,616.1088,921.29085,685.7143,852.35975,826.15575,903.29935,893.2993,472,1,335,111,68,17
"ZNF160",0.999999845417531,0.999999873343584,0.999999785165346,0.994070654623797,0.999999999998428,0.99298733502358,0.992412305033711,0.999999999981307,0.991200133994378,0.999997594686314,0.954759757855331,0.999806256760266,0.959807144373071,0.903664902061064,0.895519314745046,672.829145974576,656.5262,673.947110149254,658.172583783784,653.826267647059,726.858982352941,13.3444069411502,NA,12.5858511522648,17.9511724087269,19.1591108913979,61.4460818275397,519.049525,656.5262,519.98985,529.335,553.625075,571.3706,769.4969,656.5262,781.4781,765.8848,752.473225,885.3647,472,1,335,111,68,17
"ZNF415",0.999573951203546,0.999751284310113,0.999692351862795,0.982970680465232,0.998855184305185,0.957731925666149,1,0.999583350870097,0.999986940849965,0.997152889401119,0.935134223804229,0.999999474857952,0.956854288886171,0.849303213319912,0.955623390418251,236.908642584746,275.4368,239.37215761194,228.062198198198,236.843936764706,265.171711764706,5.71141736514098,NA,6.42340360903699,10.9078803042128,13.2077246728521,46.4452365889902,157.724375,275.4368,162.0152,152.3652,185.55955,148.5356,309.091325,275.4368,311.32915,306.29815,284.75515,358.8758,472,1,335,111,68,17
"ZNF439",0.999371943995666,0.688807337474523,0.997743552956211,0.890073807170502,0.997545968374032,0.999999377269898,0.253351775410583,0.989543330254777,0.76833688410749,0.886169152767375,0.959607909149809,0.994696196032094,0.998412819299826,0.999196816967968,0.999802362264891,169.272384322034,205.5498,158.250184776119,157.267128828829,139.579432352941,147.339117647059,4.94049969834212,NA,6.21454994970087,8.47407306798973,8.72377273086568,23.2478573447913,98.294875,205.5498,86.68535,93.5849,83.559575,75.9139,224.8996,205.5498,208.2609,211.43,196.329625,218.4996,472,1,335,111,68,17
"ZNF440",0.999952852088325,0.999999358541856,0.999945508902602,0.893309829789787,0.999590834328059,0.92595288877029,0.902847225537394,0.999999809128399,0.895449105255618,0.590550587697703,0.999302529550037,0.999997411405084,0.999061508842248,0.973131134970723,0.99997386264798,337.972630720339,302.5694,339.03832,357.65086036036,314.357273529412,322.871641176471,8.66021049317521,NA,9.07100904839118,15.8850677734405,16.169937446804,26.4965047898526,224.1475,302.5694,232.9356,238.72085,212.98255,234.6617,407.2763,302.5694,412.6759,431.37865,379.094575,380.9524,472,1,335,111,68,17
"ZNF562",0.999845943064486,0.993572327732165,0.999688366536187,0.972006882994312,0.999976883424563,0.877790069529149,0.948159178242339,0.99908297965119,0.992866172090768,0.795000939964153,0.996219170190387,0.999994612443702,0.986545987294039,0.999985623671843,0.950973806527252,650.081919279661,723.9466,638.659990746269,673.42765945946,616.912802941176,685.332147058824,13.0324457872937,NA,15.6731896592508,29.0259563277544,25.6965869549911,109.369050421882,450.361425,723.9466,455.30525,481.07145,423.0049,452.7978,788.6152,723.9466,779.8972,825.82455,738.3165,702.7639,472,1,335,111,68,17
"ZNF561",0.998145637304206,0.965690542814156,0.999078696714273,0.999999945526163,0.998285354984769,0.996902223541829,0.930169820831685,0.993988639072161,0.743924134098632,0.958978194506145,0.876541924688904,0.983659693877194,0.764344150259091,0.891295077583459,0.993870664030206,834.612013135593,956.629,851.038974626866,836.175181981982,799.252986764706,756.712017647059,13.2685545849412,NA,15.6481968599789,26.0940564658962,29.941078631226,72.8043202067456,643.1177,956.629,652.04775,655.46855,612.9729,551.4114,970.2783,956.629,982.56965,983.71495,941.94725,861.6462,472,1,335,111,68,17
"ZNF584",0.999993219784115,0.891907499634703,0.999999884991304,0.997908310566483,0.999999148071532,0.999784080903607,0.945545183502319,0.999859923205549,0.691130788435092,0.895887850919082,0.999425592328599,0.999937902254263,0.98767597733843,0.99625022630645,0.999995667034717,185.940155508475,198.1501,192.75420119403,190.068118918919,175.523044117647,178.546076470588,3.24557332330706,NA,5.04905116405431,14.2881108431782,6.00897300516535,10.0004952466797,143.092825,198.1501,147.34015,140.5833,144.408975,146.1759,216.1217,198.1501,214.8411,210.9705,198.0453,209.4643,472,1,335,111,68,17
"ZNF274",0.998993577124958,0.937079330177048,0.997802998663593,0.96926364469394,0.99970523566235,0.744176137450378,0.999942079133802,0.999322075084784,0.980880414947723,0.999176999903814,0.999603684549411,0.999710044146897,0.99238220303493,0.999999998933117,0.999971454894129,460.890028601695,351.4902,480.209053731343,436.823502702703,452.968722058824,438.6119,11.7783227643894,NA,20.1125508229501,19.0899777266036,21.1358030812677,49.8363123491657,311.262625,351.4902,310.258,296.65945,326.1277,276.122,556.17245,351.4902,567.36215,523.60825,563.799275,546.5156,472,1,335,111,68,17
"ZIK1",0.999232340220982,0.874954508232343,0.999776210378348,0.993504514173994,0.998420957857275,0.803005186568112,0.902773366221618,0.999927725837489,0.998350214701417,0.805067500108718,0.900743614275817,0.999998847694553,0.979285401462208,0.826204301208997,0.997522883449836,90.3403271186441,43.9877,80.0252325373134,97.9813189189189,72.8103485294118,56.7984470588235,6.38237757501839,NA,4.83838473419098,18.7934248376034,11.899186771692,17.2163305907483,20.46335,43.9877,20.38075,23.39835,21.51365,15.615,114.20535,43.9877,100.62175,100.55615,87.9704,84.2139,472,1,335,111,68,17
"ZNF540",0.987180791799333,0.96888750766621,0.981359298983279,0.9428329939333,0.976525734285369,0.999162855579196,0.994534153004609,0.992620444856283,0.932801466115504,0.889062139718489,0.838976878456352,0.941930774654834,0.930403133065897,0.973563822578594,0.758733375516626,76.6333201271186,113.0524,73.4603382089552,71.2234981981982,80.5566602941176,60.0806411764706,2.83970173868758,NA,2.47069874785983,5.7897498540644,7.01759794315631,10.2372020735974,41.523475,113.0524,39.93495,33.04355,42.85435,31.8381,95.4305,113.0524,92.66175,87.75815,110.556625,62.6311,472,1,335,111,68,17
"ZNF570",1,0.999527957182597,0.99999999814206,0.996044814678468,0.999999958587879,0.982373309463765,0.989358024992879,0.999999426669502,0.998061391592395,0.953664021097624,0.999834649671103,0.999999823072938,0.999982248230972,0.997637440688386,0.999999891798444,78.761351059322,78.9311,77.6293746268657,81.3606342342342,74.8080191176471,75.6028647058824,2.31531640755769,NA,2.74538877949072,4.46459517695072,3.89902830538579,12.4092948574758,50.976375,78.9311,50.4073,50.60485,51.751225,33.9157,96.4136,78.9311,94.05515,95.81265,91.6468,91.6462,472,1,335,111,68,17
"ZNF57",0.993245631998648,0.991507070046196,0.995318604637056,0.999171373847259,0.990990119578389,0.977306664016723,0.902660086172107,0.99820843471285,0.981920814458216,0.869387152865511,0.92151730519403,0.969845274803717,0.859084320755187,0.969212345398922,0.727068566829062,114.109973940678,87.5642,112.119572238806,115.911302702703,107.744164705882,125.579511764706,2.47746477286707,NA,2.2493780856293,3.2744533372134,4.35101931925711,14.200157842554,84.416775,87.5642,86.74815,94.3606,82.2203,101.6922,132.40025,87.5642,129.3524,133.20765,121.970175,140.1095,472,1,335,111,68,17
