"gene","p-adj-stage II-stage I","p-adj-stage III-stage I","p-adj-stage III-stage II","p-adj-stage IV-stage I","p-adj-stage IV-stage II","p-adj-stage IV-stage III","p-adj-stage Tis-stage I","p-adj-stage Tis-stage II","p-adj-stage Tis-stage III","p-adj-stage Tis-stage IV","p-adj-stage X-stage I","p-adj-stage X-stage II","p-adj-stage X-stage III","p-adj-stage X-stage IV","p-adj-stage X-stage Tis","mean-stage I","mean-stage II","mean-stage III","mean-stage IV","mean-stage Tis","mean-stage X","SEM-stage I","SEM-stage II","SEM-stage III","SEM-stage IV","SEM-stage Tis","SEM-stage X","Q1-stage I","Q1-stage II","Q1-stage III","Q1-stage IV","Q1-stage Tis","Q1-stage X","Q3-stage I","Q3-stage II","Q3-stage III","Q3-stage IV","Q3-stage Tis","Q3-stage X","count-stage I","count-stage II","count-stage III","count-stage IV","count-stage Tis","count-stage X"
"ZNF230",0.69064898872745,0.143598524400668,0.640184693087816,0.980437683244305,0.99987686366695,0.999940985390366,0.999996471159709,0.999872209142354,0.999113694918504,0.999659771948346,0.998387719401956,0.933267866997876,0.720901132241754,0.959629605208869,0.999999999918602,135.319030769231,127.202102426343,119.503946428571,123.1046,143.0013,142.071205882353,3.68733011443813,3.0482548550839,3.05508244434641,14.5004797158675,NA,13.5432440943095,103.1958,91.5254,87.134375,75.28435,143.0013,94.6663,159.4556,150.2683,142.67685,158.7627,143.0013,174.3907,169,577,224,15,1,17
"ZNF222",0.890840051467922,0.741186858870281,0.991973860351247,0.880879009354482,0.971759136062553,0.991920065910918,0.999911864989481,0.999521659140926,0.999093563710447,0.995768867825873,0.99638259732258,0.94810406791007,0.898028833368324,0.840527405204642,0.999998446091043,77.8731917159763,72.9991951473137,70.6113508928571,62.5099866666667,89.825,84.3829647058824,3.16582582829465,2.47395798109794,2.40311145464844,8.02442970759778,NA,13.8227031921644,53.9688,49.1634,46.8503,40.00055,89.825,49.1047,93.2677,83.5473,83.7752,77.40035,89.825,101.3001,169,577,224,15,1,17
"ZNF221",0.999671685961709,0.911865110872098,0.923064281353565,0.999701749436899,0.999952472233793,0.999999115143508,0.940136066186803,0.946372732992009,0.963494240080499,0.963639631924965,0.663752794913844,0.559531764729767,0.383971301253982,0.783857257273497,0.799976571680609,24.9715899408284,24.4544641247834,22.9310714285714,23.4096333333333,6.7295,32.4818705882353,1.33578689858646,0.876156021554569,1.1218219012532,2.90887451085003,NA,7.45733839225993,11.7986,10.4229,10.808275,16.3523,6.7295,11.961,32.2685,31.9005,30.431675,32.3724,6.7295,33.0766,169,577,224,15,1,17
"ZNF233",0.999800722186922,0.999918970202127,0.999999999992295,0.989492808518326,0.994064153358485,0.994459031760671,0.417284140777021,0.429769823800424,0.430928745339603,0.558553661456187,0.772478869478093,0.800826174144247,0.813913875775848,0.996921125687625,0.663093298064003,58.428974556213,59.4963655112652,59.46498125,65.9486266666667,143.0013,73.5515941176471,2.87733181469368,2.02166621051562,2.65390522653387,10.5213689014241,NA,12.8157220923699,32.8135,28.1785,30.3032,45.78645,143.0013,35.7751,78.3397,74.7585,76.84625,78.60135,143.0013,112.9469,169,577,224,15,1,17
"ZNF235",0.999828494562619,0.626562553316528,0.516270889899674,0.999490021117753,0.999865338858653,0.999830250605165,0.987829332979757,0.985586821024728,0.967468408142726,0.980918890826617,0.456674369485449,0.360451615859258,0.135192312603104,0.629438907950482,0.999976340667715,94.365250295858,93.4548972270364,88.0931482142857,90.8632333333333,119.7847,112.608729411765,2.72011206154645,1.75593688085893,2.06564747993613,9.28076861724936,NA,18.2350335226042,72.1751,68.048,67.993325,68.73565,119.7847,68.1775,110.9838,108.5783,106.023,99.782,119.7847,114.9603,169,577,224,15,1,17
"ZNF208",0.984457002582958,0.920263416241949,0.994838378073139,0.8853775828934,0.947338421354092,0.979282989839417,0.999997310996976,0.999978318345488,0.999937009345393,0.998758930454413,0.54857674418856,0.358775372529196,0.289864741989256,0.324602799630625,0.999658350169839,98.8340076923077,88.5079417677643,81.1929272321428,47.6171133333333,118.7752,173.161629411765,10.624160078994,7.73603314897551,8.97293841292437,17.7773440052135,NA,107.325010321064,18.6755,12.0542,19.066625,15.48345,118.7752,13.0817,111.1548,66.8574,86.587025,55.70655,118.7752,69.2042,169,577,224,15,1,17
"ZNF714",0.627067989548358,0.999968969941899,0.671539545634108,0.999479308223118,0.955529502040644,0.998602490287302,0.970173851511963,0.940869916343481,0.966826877513068,0.984608671666267,0.996244655594297,0.999999988131787,0.998171260522565,0.990401376943163,0.949481088803574,204.106856804734,224.588573136915,206.963038392857,190.721606666667,85.8008,223.164123529412,11.2042626606251,6.4163557795631,9.79649728010414,24.1295266258256,NA,37.4949532623672,115.9011,124.4691,110.214125,126.63695,85.8008,131.7034,255.5104,283.2517,264.19755,214.59345,85.8008,328.3835,169,577,224,15,1,17
"ZNF394",0.966779617739793,0.664401125624541,0.901501860447282,0.999794615318027,0.999999999956577,0.999690727500693,0.718987028944772,0.673034468317774,0.620728606837544,0.700134770539555,0.153771136565607,0.235917594227345,0.446999491783712,0.649486274682347,0.358412199866422,411.60684260355,402.495333102253,391.809775446429,402.07074,595.2221,332.184811764706,9.65969548252752,5.76169946225946,7.39778985083729,28.7947684916397,NA,22.6164439134902,328.036,322.1107,315.587075,321.9435,595.2221,258.5695,463.8422,463.1148,453.1137,428.2341,595.2221,391.255,169,577,224,15,1,17
"ZNF333",0.82972984196038,0.598226217682869,0.979258869969071,0.0989299604038,0.20790474939356,0.336287551615003,0.986918763833722,0.99417053790771,0.996542823873207,0.99999997542299,0.988420643851526,0.999922489731211,0.999999999998239,0.651922160513543,0.99689958743928,221.891596449704,212.185106585789,206.991700892857,157.979086666667,162.1803,207.143770588235,7.70457490918945,3.79445205714655,5.86362545293427,16.805832255865,NA,16.3962601009049,159.1094,153.6873,144.2854,120.00995,162.1803,172.5352,259.1158,254.5528,253.2082,170.3515,162.1803,254.2546,169,577,224,15,1,17
"ZNF382",0.958609163278553,0.0942186238456773,0.141761940963855,0.999901344869763,0.999999984559705,0.973762394469178,0.996264773238324,0.998245858342894,0.999908578633126,0.998301710245647,0.991658581038101,0.999619246237657,0.997366323826722,0.999879472264162,0.999411054518991,63.5853313609467,61.0398585788562,54.421615625,61.40462,46.4334,58.4185294117647,2.50358725062543,1.52515092639935,1.89409826827654,8.53210408916816,NA,10.9360877362209,42.9011,36.5419,35.527525,40.08945,46.4334,26.3789,80.6789,77.063,69.942225,79.1884,46.4334,77.7328,169,577,224,15,1,17
"ZNF577",0.225928914568559,0.792764463832619,0.965644710811633,0.982665958114812,0.999999996341101,0.99994477364426,0.873664149829259,0.77632686715034,0.811706730207131,0.802749091533769,0.488290144931295,0.906334589691927,0.803817613449524,0.976753590820699,0.646717491460106,208.674043195266,181.809724610052,190.607082142857,182.906646666667,363.3917,146.714076470588,12.5354564923764,5.6043717461427,8.51081132013267,34.0372353116489,NA,26.5640584580788,116.2669,90.6175,106.55025,123.0727,363.3917,81.1056,236.6058,238.4322,240.1377,194.87675,363.3917,173.5867,169,577,224,15,1,17
"ZNF75A",0.99999999229847,0.999183975722491,0.998140657369913,0.808942489089008,0.795113730829958,0.868905110116272,0.999638439860892,0.999616428515361,0.999368856570931,0.98916434301318,0.930659040767814,0.924649481836304,0.963294020669911,0.999819274640754,0.994695711480333,490.770815384615,490.029508492201,481.907609375,409.5536,564.603,432.195952941176,19.1194214983635,10.0899813919885,15.6986872525923,44.398936298496,NA,43.9200706649307,320.0586,332.3733,316.04105,312.74215,564.603,306.0672,605.7597,597.1885,586.31985,541.7865,564.603,558.7734,169,577,224,15,1,17
"ZNF496",0.999512148587387,0.92413743527147,0.577862928195303,0.999986172051872,0.999798398946468,0.999937669250516,0.972273593586247,0.967263103781722,0.984947446532424,0.981035909933423,0.635273078203946,0.67636964779649,0.366614791280609,0.82213542199567,0.867266640069435,348.248965088757,352.986290814558,331.649964285714,341.158246666667,219.7174,413.548041176471,12.9566912937746,7.05510593639076,9.48907247925523,43.1739107295508,NA,69.6849228279881,219.2818,234.4262,233.0914,203.9606,219.7174,279.3479,433.0555,437.613,413.105925,437.55355,219.7174,480.7018,169,577,224,15,1,17
"ZNF2",0.98484218468169,0.989816599501652,0.999999954341068,0.999995100683678,0.999999043302082,0.999998151452388,0.988474612481501,0.982630219567846,0.982289709220777,0.987158071259403,0.33437537873098,0.185798126126889,0.199895239830926,0.635005944216258,0.999996598259668,149.506039053254,147.20984644714,147.055126785714,148.15502,174.2934,169.497641176471,2.60077709241587,1.62841683839922,2.740663238506,15.6714970356595,NA,7.59946331841085,129.4118,120.7588,119.4714,129.43765,174.2934,144.4126,169.7162,170.4,169.405875,147.9231,174.2934,186.5483,169,577,224,15,1,17
"ZNF589",0.971452303613284,0.926180685740685,0.998718716615056,0.434349667327235,0.568409537079942,0.666814707783144,0.982156450490012,0.988644875253174,0.991061140608323,0.999960667018136,0.97629567331455,0.996402963280212,0.999226923654644,0.953118986556884,0.996301550851916,302.972307692308,295.516835008666,292.079948660714,248.2781,226.1104,282.185170588235,7.91083752505576,4.61434792954756,7.60538158604106,23.2245340487064,NA,23.9961085201173,218.9158,217.4129,209.940625,166.25505,226.1104,216.5125,377.0598,362.5283,352.1043,311.40505,226.1104,345.8135,169,577,224,15,1,17
"PRDM9",0.957527838156581,0.999714748623958,0.993030466461825,0.999999990826438,0.999537013157885,0.999989960003697,0.999999998294329,0.999998559574534,0.999999923881303,0.999999999860713,0.999999996937338,0.999458032717239,0.999990135864841,0.999999999998097,0.999999999719958,0.0445047337278106,0.171110918544194,0.0950888392857143,0.0277666666666667,0,0.0318117647058824,0.0130023251711126,0.0923390317635215,0.028365435813202,0.0277666666666667,NA,0.0217800686043067,0,0,0,0,0,0,0,0,0,0,0,0,169,577,224,15,1,17
"ZNF12",0.9999999012882,0.999999450142842,0.999978761544192,0.999743633338335,0.999788793417961,0.999551389078464,0.999825165847153,0.999839600620645,0.999795264538735,0.99997226765161,0.234765172267056,0.193246360358348,0.238655563751247,0.463907916332025,0.966851943664452,844.552178106509,843.103366724437,846.932549107143,822.86136,769.852,1002.79550588235,20.6395631273369,12.0895431314276,17.8743753771263,69.0325576888918,NA,73.1199562664589,661.4521,632.4719,659.702125,652.1987,769.852,794.5302,996.1447,1006.6122,1021.3157,1021.35155,769.852,1128.5811,169,577,224,15,1,17
"ZNF202",0.703265803366358,0.998708459880256,0.88826707582424,0.497240952533372,0.771618996195502,0.586668195267795,0.127778621358458,0.0930138306368722,0.115597665455345,0.0471917749766969,0.422700743080075,0.714885005056628,0.513545644012156,0.999999999992611,0.0453999539546288,250.884,238.995410051993,247.049137946429,206.277633333333,486.8775,205.983129411765,6.40432247146054,3.65685163425109,7.99204466267815,12.0686453522288,NA,15.866824665018,189.5123,178.1538,175.744475,177.556,486.8775,160.3289,300.4998,283.1748,288.670525,220.6227,486.8775,242.083,169,577,224,15,1,17
"ZNF3",0.988622200108809,0.770262802555536,0.913112424714713,0.999999041897355,0.999636990477465,0.991007358359304,0.32824348601092,0.295746068742889,0.256584888928867,0.376367319179417,0.713914097985836,0.814379304329496,0.94638573462746,0.884833833598112,0.184479332547722,900.521491715976,885.909601733102,864.795712053571,907.123513333333,1437.5774,804.917158823529,23.0573445715714,10.8484382315389,16.4335002078123,66.969506915956,NA,61.0380626170858,711.7862,703.7769,708.186075,736.1044,1437.5774,651.9765,1003.0634,1033.3011,991.533675,971.66405,1437.5774,956.7352,169,577,224,15,1,17
"ZNF606",0.926611535834218,0.847181907372729,0.997808292212326,0.991209916205582,0.999723742300259,0.999988238334643,0.999996904632028,0.999999994873134,1,0.999999981731198,0.988150691058681,0.999595820657094,0.999981661811702,1,0.999999978466201,448.369890532544,425.685073656846,416.347652232143,405.440706666667,416.9987,405.098129411765,20.0242546351861,10.7244765905336,20.3123393880652,46.0792323956728,NA,30.0143571765416,300.9383,280.8927,287.823625,329.48325,416.9987,305.6869,526.5534,501.5344,497.23955,485.44265,416.9987,467.9432,169,577,224,15,1,17
"ZNF91",0.999991499038245,0.965245550986797,0.948409061966782,0.965035991371498,0.949799271080804,0.867814330709974,0.985238116249037,0.983800257555451,0.975131210739238,0.997969488513251,0.830100726104807,0.834909756537368,0.946819097173581,0.670218161164403,0.932484177774038,810.192362721893,816.590287348354,852.354020089286,698.55324,468.3715,967.479358823529,38.3524440928112,21.9008650641983,31.5169533024882,138.896875467272,NA,115.771691865248,458.2133,433.1958,505.413725,339.04935,468.3715,620.3227,1086.3442,1097.0178,1092.9814,830.13885,468.3715,1111.4613,169,577,224,15,1,17
"ZNF226",0.886784956722026,0.403803290628612,0.812194590341673,0.952159214482497,0.994544187666983,0.999985487473245,0.964287562972023,0.942855785482532,0.91422098216081,0.910367238683021,0.98174407749903,0.87659092866017,0.678144358262699,0.850907971770094,0.989298947936972,337.213750295858,324.394463604853,311.128083928571,305.37384,447.8466,361.296441176471,8.31278815736857,6.3105791175379,7.03919079289656,30.2209048145844,NA,31.6739121588535,263.4602,236.1973,235.228225,231.9029,447.8466,266.5971,400.7818,391.6802,374.7653,346.3708,447.8466,485.7535,169,577,224,15,1,17
"ZNF229",0.999854827994166,0.965439415861738,0.972872547559659,0.999985140866954,0.999999529412215,0.999990238596471,0.00813990991578573,0.00734662418948695,0.00603713419182494,0.0099113273267879,0.928014782941356,0.88496674821079,0.780919804278348,0.964369020851708,0.0237792385879435,165.46914852071,161.84053864818,151.997117857143,158.41478,726.4468,205.587835294118,11.9762497622865,7.07236368818263,9.08585390372095,27.7952621199287,NA,73.7384893649859,35.7776,42.7753,48.48585,90.2365,726.4468,18.8421,252.0436,234.192,223.09815,232.38675,726.4468,253.8825,169,577,224,15,1,17
"ZNF180",0.999999939303658,0.677421639154949,0.430339313190152,0.721683109224716,0.706521901140065,0.956221047170153,0.99973839189135,0.999756081507523,0.999993330340102,0.99999922852008,0.0667896742594589,0.0490945839301501,0.00977468493595224,0.0286477652455422,0.93044246565488,233.367817159763,232.917434488735,218.818802232143,196.73772,205.5855,300.877994117647,5.51500475433013,4.4240359756174,4.85678428001717,22.9145448342256,NA,48.0465235612987,183.0033,174.6559,168.579625,132.2227,205.5855,198.013,270.5048,271.4734,261.840975,229.8602,205.5855,323.378,169,577,224,15,1,17
"ZNF641",0.943340137578073,0.997181859089479,0.998564986142042,0.983049805007929,0.998588506262109,0.995476076004978,0.536968533901444,0.587817674729977,0.567952780599987,0.687589131711968,0.674945624116756,0.428752556632275,0.538489060075611,0.605048584618513,0.333454498939232,171.029407100592,164.664627383016,167.220616517857,156.202253333333,35.6662,201.127958823529,6.28410639487762,3.39723610937879,4.90316540379029,20.2925824033336,NA,18.6383189432181,120.072,103.3761,117.686275,85.16135,35.6662,145.3719,215.8556,213.0621,212.588475,212.4771,35.6662,257.0262,169,577,224,15,1,17
