"gene","p-adj-Negative-Indeterminate","p-adj-Not Performed-Indeterminate","p-adj-Not Performed-Negative","p-adj-Performed but Not Available-Indeterminate","p-adj-Performed but Not Available-Negative","p-adj-Performed but Not Available-Not Performed","p-adj-Positive-Indeterminate","p-adj-Positive-Negative","p-adj-Positive-Not Performed","p-adj-Positive-Performed but Not Available","mean-Indeterminate","mean-Negative","mean-Not Performed","mean-Performed but Not Available","mean-Positive","SEM-Indeterminate","SEM-Negative","SEM-Not Performed","SEM-Performed but Not Available","SEM-Positive","Q1-Indeterminate","Q1-Negative","Q1-Not Performed","Q1-Performed but Not Available","Q1-Positive","Q3-Indeterminate","Q3-Negative","Q3-Not Performed","Q3-Performed but Not Available","Q3-Positive","count-Indeterminate","count-Negative","count-Not Performed","count-Performed but Not Available","count-Positive"
"ZNF300",0.971653746986086,0.999267723138176,0.0136077250390143,0.590175022285844,0.424771334892798,0.0318103118388888,0.994960953130566,5.60662627435704e-14,0.980569094057097,0.00788683456551309,98.4356,136.427075977654,83.3890870967742,203.3056,74.508524212272,66.6377,9.45669075230774,16.0431186022931,48.5758167870804,2.81602571783523,65.11675,28.12175,22.52685,133.7836,26.55815,131.75445,193.70695,103.5329,272.1598,97.74115,2,179,31,5,603
"RBAK",0.00616034532083065,0.0305235867120919,0.530485495088813,0.0259641099637911,0.999948146867955,0.946708918819374,0.00718451040605372,0.989008971110298,0.61875015100834,0.999519237076594,1200.8062,663.274806145251,730.136512903226,650.89002,672.372316749585,229.0855,17.8985854621982,46.4578619220108,101.439225365577,8.71547187469828,1086.26345,485.62885,513.6449,456.9474,517.32365,1315.34895,763.9833,923.283,711.236,779.1023,2,179,31,5,603
"ZNF92",0.999999269853014,0.986563027408193,0.403242285272795,0.970510856150634,0.810249083107136,0.99769060769072,0.902608514597926,5.10459452485179e-11,0.635036920531887,0.999435120263985,423.72965,453.61158603352,791.626693548387,945.32398,1045.42275721393,28.57345,27.3135166613998,91.5580660623459,310.378241636205,46.0249166258082,409.442925,296.39775,417.19715,499.6618,430.2329,438.016375,483.64465,1033.7618,1156.9629,1197.0961,2,179,31,5,603
"ZNF157",0.942323363778838,0.972118583366221,0.991427917270559,0.999973266800367,0.639696648533671,0.79725441142627,0.995321467266047,0.0156795740430832,0.869302143771899,0.929914317661562,1.0616,2.43584245810056,2.21205483870968,0.8392,1.75746368159204,0.4243,0.237692526035085,0.483346638448802,0.328903558813218,0.0949768275706968,0.84945,0.43015,0.2711,0.227,0.2981,1.27375,3.10825,3.3622,1.3529,2.3783,2,179,31,5,603
"ZNF182",0.975955176687118,0.885560438914316,2.1293811658385e-07,0.986598172375011,0.335035106472454,0.984812725220958,0.979838767395903,5.295763827462e-14,0.561209065220598,0.999998256394111,209.69815,176.562224022346,262.866822580645,243.02172,241.167257545605,71.57335,4.85535113126439,17.2354063794651,25.678374754283,3.30376107663176,173.911475,131.0876,191.35575,199.0979,190.146,245.484825,215.21835,325.0601,293.2031,282.9453,2,179,31,5,603
"ZNF673",0.999507699799102,0.999999902345615,0.900973132900878,0.881317186834443,0.631822055393893,0.453054405320513,0.999999988848764,0.298875373177916,0.999999134025021,0.38931441943315,205.8144,216.320589944134,204.542025806452,259.3599,205.096368490879,15.0269,6.84153593043502,8.83865094102907,26.6445197483648,2.46249064871078,198.30095,154.031,166.68365,221.3749,166.62045,213.32785,262.83665,229.5069,311.8839,237.0312,2,179,31,5,603
"ZNF41",0.600079955090319,0.944151924976325,0.101913278143,0.94140785052244,0.912348818638048,0.999737999559625,0.90499916324269,2.4029497016409e-05,0.994586904519147,0.999999682015547,397.43955,290.32898603352,340.211016129032,330.90062,332.513626368159,121.36225,7.30401555681714,21.8580403243902,39.3142863087377,4.28962658425703,336.758425,216.7036,258.6883,327.3181,259.47645,458.120675,353.7436,440.155,368.9651,396.2149,2,179,31,5,603
"ZNF7",0.995361231428189,0.990308635752963,0.997048146650112,0.909085133158879,0.857345924604463,0.931017300173337,0.978431821780695,0.505633162274244,0.995910527235395,0.955511722057583,739.7618,657.69637150838,637.714464516129,522.22642,617.140709784411,214.0034,25.4740961185566,44.1372608438242,122.031486002504,11.7960026555334,632.7601,433.5523,464.8941,370.2669,420.76195,846.7635,780.73095,754.71925,769.6325,734.4489,2,179,31,5,603
"ZNF214",0.99796362319371,0.516883268021733,2.34523139960308e-05,0.955057044945817,0.925930952303245,0.779122437860806,0.500729571913802,5.00710584105946e-14,0.99998796799507,0.75125282347595,15.3944,25.638705027933,68.4337225806452,42.75346,67.7057462686567,3.9221,2.29520211301306,8.68663213882225,28.8739483632668,2.02726282304334,13.43335,5.20955,26.30455,7.1697,25.13495,17.35545,36.0574,105.02955,36.6053,99.32725,2,179,31,5,603
"ZNF215",0.999991732101929,0.980593085697507,0.119868517195758,0.985282861971088,0.815526891943369,0.999997914792658,0.963834912203963,1.00741406328098e-08,0.997280854879834,0.999991465059364,30.42145,31.8133167597765,20.1196387096774,19.45134,18.5652776119403,22.77325,2.67919376671518,4.02889910842187,6.31346340795605,0.864374968877545,19.034825,8.2417,6.3425,11.1131,6.9623,41.808075,43.6404,23.91495,22.097,21.32635,2,179,31,5,603
"ZNF547",0.964794778000935,0.999991740748882,0.0543730219671885,0.994257494484906,0.998566680510342,0.923429140284562,0.999962211108828,5.64864716077196e-05,0.945698804678167,0.978287311552514,72.41795,55.9056201117318,74.4134903225806,60.4466,69.5822497512438,19.88605,1.86770532120025,7.27137670718944,14.891556133091,1.52495479920412,62.474925,37.46945,40.6975,47.0191,47.7994,82.360975,70.58105,99.8902,90.7654,81.8114,2,179,31,5,603
"ZNF773",0.999776619205625,0.999997239153686,0.907411389275519,0.999591099118834,0.964605107609001,0.998833773414653,0.999987886851027,0.181958300142921,0.9999816285302,0.999127360072025,158.7208,146.715440782123,162.814429032258,175.17366,164.475197180763,16.9107,5.39433017153598,10.3604676470938,39.0992157191497,4.16445361683049,150.26545,93.24115,134.9183,111.2129,113.8847,167.17615,187.1456,189.4733,252.5366,199.97325,2,179,31,5,603
"ZNF776",0.993541833104253,0.999989979432086,0.352441528589917,0.999996802417191,0.982636415167254,0.99938143231903,0.994424405814893,1.37879374584315e-10,0.734804668451983,0.944377475868384,571.2356,438.194390502793,597.799896774194,548.3469,698.787755887231,52.7971,15.5016381883382,41.7546826113443,112.070211890154,20.5221470392321,544.83705,307.86155,457.2715,485.9963,489.686,597.63415,532.0755,719.53955,661.3895,786.11455,2,179,31,5,603
"ZNF256",0.999932255415501,0.99860502878523,0.978228859073491,0.965542724120241,0.853710218088812,0.954043246414082,0.999138535601963,0.864234735727745,0.999860205677623,0.922073212592016,156.53055,148.948444692737,139.837070967742,112.09726,142.192868490879,48.81865,5.8736395487706,15.2441079380722,28.9347580678083,3.32245687398915,132.121225,104.62855,90.678,93.7677,99.51875,180.939875,172.77095,169.11875,108.23,164.568,2,179,31,5,603
"ZNF599",0.920296664905703,0.647840505103352,0.226038760293397,0.993143618225694,0.985245758846101,0.670535758456734,0.605870871107031,8.00902245512436e-06,0.999983900347355,0.58337937161316,68.3152,93.5937860335195,110.929038709677,83.51362,111.650808955224,23.1443,3.9761627957825,6.55632981197491,11.778595692416,1.60605148484596,56.74305,64.2194,84.5659,74.4081,85.39955,79.88735,106.3565,142.1201,88.027,132.72045,2,179,31,5,603
"ZNF18",0.971876099439021,0.659333502936439,0.0417295660685159,0.715009491750784,0.656703510712596,0.999900993847965,0.711138147960491,1.03055775835248e-06,0.989526554499572,0.996761027097623,137.8564,177.436079888268,226.314980645161,232.58074,218.450686567164,32.953,4.37530287542475,16.279893945005,28.9148216972645,3.95932098906415,121.3799,139.4384,161.743,178.6687,155.4127,154.3329,208.80645,280.48065,272.1598,253.37555,2,179,31,5,603
"ZKSCAN2",0.99999708119154,0.433868461101692,1.13969863546615e-08,0.915351424716097,0.581599461912445,0.805256801105698,0.855074368071806,2.09832151654155e-13,0.0322337197235928,0.999999999996917,215.0478,220.518518994413,374.446290322581,306.19824,306.087152404643,20.0191,8.04717531958319,23.7765981544773,96.0510786541546,5.42210369361298,205.03825,144.61835,290.27705,144.6781,208.2305,225.05735,269.2959,447.33635,327.5328,371.79475,2,179,31,5,603
"ZNF689",0.999936640910848,0.997494730280014,0.431960563139968,0.999775129098416,0.999944129483802,0.928824828093181,0.9997800960016,0.0799099204406453,0.972040735167913,0.973370671640264,278.8744,208.055034636872,463.030116129032,164.2985,375.325068490879,90.2192,21.8315881308654,80.1151424812018,30.8007128662146,35.6347247973084,233.7648,88.01675,225.1008,141.6276,182.24085,323.984,194.57235,380.53225,221.5413,347.2876,2,179,31,5,603
"ZNF19",0.843083371528385,0.999053891808203,0.0425690252739773,0.992183815384411,0.931488801329233,0.995694399863211,0.999870640210815,7.54341034081563e-12,0.993587734478386,0.978498178649151,90.06335,61.7804620111732,82.8266774193548,75.78192,85.8118857379768,38.68745,3.10588678715314,5.57071883199988,14.4345514606932,1.55710706911528,70.719625,37.8969,59.5473,55.3437,60.85955,109.407075,73.67475,103.1771,85.5135,102.846,2,179,31,5,603
"ZNF230",0.758876141610311,0.968027630830484,0.30244570401575,0.999425862442364,0.59846227137207,0.977877267393299,0.975489254821207,9.10897430239643e-06,0.999168819035287,0.985157959755853,165.0367,108.846287709497,133.834851612903,152.47276,136.87212371476,53.8926,3.52385725849134,9.78197840163761,16.1261114486599,2.93002670876714,138.0904,78.533,88.3113,146.1032,103.119,191.983,130.8203,159.1304,181.3945,161.4902,2,179,31,5,603
"ZNF222",0.870955051415228,0.924434819769907,0.991535607135845,0.930222003437417,0.999999689952754,0.999887965985055,0.919574753777669,0.803132197801947,0.99999960816206,0.999788960559772,108.59905,70.5963044692737,75.4450870967742,71.45516,75.8149620232172,41.49655,2.85762278030863,6.87757648175286,15.0716523978162,2.45614176219769,87.850775,44.19415,54.03955,41.4322,50.7842,129.347325,86.27295,88.10205,94.9991,86.12535,2,179,31,5,603
"ZNF221",0.95961565771895,0.984578296224818,0.98445191845283,0.999802464756234,0.942669736546376,0.987464795567617,0.996459145874664,0.0489773794027001,0.954473166324108,0.999208360682486,32.59715,22.8030664804469,24.8684258064516,29.69994,27.4919810945274,0.0923499999999997,1.53420288907391,3.01221546796377,7.91034917545363,0.820518413826109,32.550975,10.4791,11.5756,19.1742,14.2713,32.643325,27.76855,31.3928,33.6978,35.6536,2,179,31,5,603
"ZNF233",0.997892108252438,0.999999809575392,0.839510434321592,0.998380929061218,0.99999866872322,0.990496065830316,0.99934009456163,5.59150976144895e-05,0.84687524573526,0.89101710350626,59.00975,48.6037642458101,57.9806419354839,47.56358,66.7235980099503,38.50455,2.73549019487914,6.91937855649333,13.1914288805042,2.02001794104632,39.757475,21.6835,29.7354,24.8393,34.6901,78.262025,61.4789,77.5304,68.4711,84.14755,2,179,31,5,603
"ZNF235",0.997647723732731,0.998831010452923,0.999824817029429,0.999995144980805,0.995533497366741,0.998437917233716,0.999994022179438,0.00909461375810217,0.662546449700329,0.999269004351666,94.84105,104.283263687151,102.945706451613,97.18176,92.7535981757877,21.67905,3.9728951845865,11.0677099319898,9.0738397199091,1.44578499777306,84.001525,68.89275,73.16095,86.0538,70.29875,105.680575,122.59895,108.1896,111.9948,107.99705,2,179,31,5,603
"ZNF208",0.954807225607442,0.999737728043277,0.322529027111029,0.999992778048829,0.868295590728189,0.999887036091753,0.981091560173464,0.705633994433278,0.622524055938287,0.947488826092854,18.32695,109.982032960894,42.9292548387097,29.78168,90.1816177446103,0.79355,17.9055477488484,9.64343305627274,12.3342303488463,6.7929305629332,17.930175,8.70745,13.0816,14.7543,16.3101,18.723725,69.4074,46.8528,27.4761,81.80035,2,179,31,5,603
"ZNF714",0.53005199277975,0.328919051317024,0.637712816781945,0.379150257755536,0.906093167639809,0.998928682964888,0.277333318163495,0.0042177313701709,0.999844984169887,0.999506792061998,430.40615,262.130577094972,221.006183870968,201.56614,216.447669154229,233.78405,13.6835896339482,29.9443482459066,57.5086598879125,5.75446858724197,313.514125,134.8859,92.7426,79.8196,128.6578,547.298175,329.9907,285.94985,309.3744,266.557,2,179,31,5,603
"ZNF394",0.772126892976551,0.98359048102371,0.165062355432821,0.950291696164085,0.988848306497682,0.991502908825983,0.981553556542266,3.82157984180065e-06,0.999999999953308,0.989021984664179,330.9549,423.322349162011,374.611587096774,398.8382,374.68944013267,16.742,10.2828033662787,18.1653680411965,73.9980189984097,4.1894171340072,322.5839,330.3312,298.96875,361.3551,305.8772,339.3259,488.12395,437.9414,369.1034,429.2352,2,179,31,5,603
"ZNF333",0.827754686279906,0.715433814453689,0.911450436758197,0.89750993794628,0.999999999996994,0.996823682255519,0.593371300239186,0.0105034111128444,0.975932269466122,0.972218826426583,127.4325,192.577773743017,207.0553,192.50262,216.531239800995,10.1604,7.19396918066749,13.54626872572,29.4843922007288,3.43004454730267,122.3523,132.8224,160.90695,144.1118,160.5899,132.5127,218.1359,229.38875,251.8793,259.47595,2,179,31,5,603
"ZNF382",0.85833377044389,0.843481720283751,0.999519407183131,0.99638329540523,0.89972994449387,0.886581633595363,0.920297750536676,0.64957897402181,0.911600025446836,0.968080552954022,40.98695,65.5841212290503,67.0449,51.49428,61.5350240464345,28.80275,2.72612218123973,6.49096674513524,9.26937922675515,1.3973657784221,26.585575,39.49785,43.3442,40.0915,39.7641,55.388325,83.45995,84.7519,56.2606,77.8393,2,179,31,5,603
"ZNF577",0.999986076649419,0.996877261471576,0.481020184802614,0.976075993351327,0.731559968173787,0.986935069483322,0.998792358734321,0.0227903435711327,0.997495024376117,0.961594194641262,160.7403,152.585687150838,193.5482,225.02672,185.722238640133,11.9194,6.90621846382167,22.9642849305776,56.7510913029732,5.65061928634943,154.7806,78.32855,110.6683,199.3189,98.36835,166.7,204.33955,278.66825,204.8153,238.07605,2,179,31,5,603
"ZNF75A",0.998733768882387,0.946017096920413,0.00146991466809254,0.999368816376329,0.911788220011731,0.950656751565975,0.997899140413244,1.06910377992708e-05,0.409302416566855,0.999996116085713,463.5835,416.254131843575,594.644793548387,510.2544,517.230007296849,7.4171,13.3936511813674,56.533984091012,89.739017606418,10.3198027855908,459.87495,300.2735,355.45145,376.77,342.7397,467.29205,478.97505,711.1785,647.1251,642.20895,2,179,31,5,603
"ZNF496",0.0668758156587048,0.0176873251724546,0.271690880870009,0.0211786017355937,0.578400651561884,0.977242361724152,0.0164532986353416,0.000750879909027335,0.998860957053491,0.947468919420364,680.2247,380.459162011173,318.273670967742,272.9587,326.212345771144,85.8971,16.4325174371304,21.5698642239809,42.7233479291593,5.73509509536189,637.27615,227.8878,234.5815,202.4742,222.5288,723.17325,466.72575,384.5183,291.7702,402.92055,2,179,31,5,603
"ZNF2",0.00254867429359396,0.028943502829497,0.122504410802204,0.158616920687543,0.526252875230278,0.986955053948617,0.00587564496180759,0.245403582337456,0.519668015714989,0.76095145376008,246.75075,146.384594413408,164.254987096774,173.64388,153.110929519071,99.64825,3.49363419768087,6.16223334150673,14.0759694292578,1.45515059282768,196.926625,114.63755,140.245,153.0813,129.5263,296.574875,172.1703,192.24015,172.717,175.3156,2,179,31,5,603
"ZNF589",0.598666592919046,0.88252656750142,0.392900731559502,0.951232200868611,0.884394366661172,0.999840926863082,0.95259907511565,1.59668844812444e-08,0.875754250304983,0.999518111916614,358.8933,248.192558100559,285.257087096774,293.73074,304.171763018242,35.7575,7.48281107303731,18.9083202827896,51.6983633509959,4.48091160597297,341.01455,175.429,210.18655,218.7148,220.2523,376.77205,292.7203,360.55675,344.5418,372.7783,2,179,31,5,603
"PRDM9",0.997044204677007,0.999887473645969,0.958536256437524,1,0.983481885761314,0.999416975178968,0.999999779084038,0.0714436192158906,0.989854567488925,0.999998633807632,0,0.454012849162011,0.203503225806452,0,0.0414829187396352,0,0.294813016213531,0.161381587968197,0,0.0105621949121238,0,0,0,0,0,0,0,0,0,0,2,179,31,5,603
"ZNF12",0.895216462625031,0.999999563139382,0.0138357123543075,0.998912250949506,0.885683097477217,0.994388147900657,0.997968070139549,8.18739850139139e-06,0.832475261243861,0.999999999962378,971.5386,796.099588268156,964.125551612903,910.99988,911.439386401327,162.6233,20.828849405218,62.4772036966506,85.564511100756,10.8835829754932,890.22695,583.62115,666.29535,772.9425,722.5796,1052.85025,940.6736,1245.68155,1075.4738,1044.2284,2,179,31,5,603
"ZNF202",0.7300390543169,0.926810215283587,0.581091939243984,0.545898575125273,0.905488821500308,0.615604377608979,0.967875876393432,7.85157151661497e-06,0.945816705660672,0.357916120082673,187.66325,272.340795530726,244.7601,310.62544,231.547520729685,28.07925,7.83492962074175,10.4166135155688,54.0645423645535,3.87274222267123,173.623625,204.23935,205.4914,274.3251,168.31485,201.702875,319.18915,273.7421,355.5943,276.39955,2,179,31,5,603
"ZNF3",0.720928955227539,0.775692273867044,0.999328371299592,0.816889101004892,0.999999814482465,0.999948336678229,0.800399677037042,0.748839696359621,0.998026088729185,0.999014797107887,670.50975,910.670610055866,898.349058064516,914.34954,883.004471475954,56.85135,21.9766524904125,52.3008442700134,70.4724659945542,10.6683807103177,642.084075,683.16805,695.98705,860,714.4789,698.935425,1089.32575,1110.75155,967.9118,1015.8884,2,179,31,5,603
"ZNF606",0.981660146352999,0.999983992313158,0.126794210659178,0.998997778585062,0.995264176251495,0.976598629398079,0.999937614269968,1.79933705379831e-07,0.999930045952283,0.959199445017945,447.8334,342.854898882682,465.721903225806,389.72754,472.257836318408,25.774,12.8375850078667,46.31368010052,104.702960189675,11.8276974642093,434.9464,215.8459,305.86105,241.4337,329.901,460.7204,434.70145,518.23825,452.7018,550.18245,2,179,31,5,603
"ZNF91",0.00952502848606285,0.453996905272749,1.40117911939797e-07,0.162898150442752,0.858191401005079,0.641733896108008,0.311579401339707,1.12132525487141e-14,0.946193069922288,0.766041256425025,1625.4849,509.656497765363,1043.04130967742,725.22874,977.545841956882,729.1996,24.7404719304345,116.012617295737,174.244740653716,20.519852915309,1260.8851,283.14555,590.89415,461.4882,619.82375,1990.0847,635.09155,1431.5118,957.303,1207.65175,2,179,31,5,603
"ZNF226",0.990882881103314,0.997215214612739,0.027719543528186,0.988905409201138,0.490909895484639,0.997496395034475,0.996625216601126,2.30635621711883e-10,0.999999884198088,0.997085363669224,305.12895,260.670262569832,338.6633,360.21852,339.334166666667,1.11704999999998,8.06059015714004,26.040987386976,51.5121437242851,5.84203436283915,304.570425,182.0075,222.05585,297.6359,259.7718,305.687475,306.1848,419.2922,430.1846,401.5201,2,179,31,5,603
"ZNF229",0.961423231500482,0.999999077319468,0.14418748260471,0.953552751884085,0.999078810267712,0.768684641385158,0.999974973715822,1.86204713805704e-05,0.999510701268413,0.770497322566995,143.04815,225.38588603352,148.653803225806,245.11322,155.480072968491,106.79255,16.5030877508287,26.6660299316377,116.775059573316,6.26016864381182,89.651875,63.9699,40.4063,60.3791,38.8842,196.444425,308.8803,201.96035,447.7505,232.20645,2,179,31,5,603
"ZNF180",0.789628633186185,0.97110514833849,0.377775106949791,0.983431203001938,0.935449632797147,0.999999993840904,0.910968648514703,0.149017527155531,0.919232448854473,0.996531356436499,305.57665,225.159387709497,260.030561290323,260.64854,244.638234162521,5.13084999999998,8.67966131747285,21.6484933231946,33.0556785561513,3.81353959291272,303.011225,161.9817,171.78015,206.333,193.6872,308.142075,258.3578,299.8979,295.8286,282.24495,2,179,31,5,603
"ZNF641",0.452568135871318,0.700562351991766,0.698408020330932,0.732122203578687,0.996938847895847,0.999677030394904,0.705710627343712,0.00789282071765907,0.999761297098547,0.99858781674631,251.1048,158.237401117318,177.829425806452,170.482,180.431117247098,48.7466,6.63602226478318,13.1091396589571,39.926131581309,3.05111500002815,226.7315,98.70805,133.0409,145.1873,127.8491,275.4781,204.8124,211.1788,191.4606,225.06385,2,179,31,5,603
"ZNF610",0.999866149948085,0.999918836155105,0.999998021570789,0.835317509697393,0.447396302380161,0.496593801092881,0.999996917031545,0.930593653705368,0.997934760316284,0.347171226955474,122.2976,131.126843575419,130.286683870968,191.6338,125.715529519071,49.7865,6.5763590455087,18.5845096738719,55.5323106559326,3.05187401513013,97.40435,65.09035,53.29575,75.1334,73.79515,147.19085,174.69165,158.1393,251.2995,165.92245,2,179,31,5,603
"ZNF528",0.993986116652109,0.944123326680268,0.000168788271641129,0.878098668409549,0.118001522196369,0.986627839365806,0.981125519374402,8.95949980872501e-14,0.919258645303396,0.901473923301877,266.52815,207.530201117318,377.087767741935,426.41786,346.024394693201,115.56235,11.4035243997414,85.9355606788312,65.2689665360698,7.78928002704134,208.746975,94.38515,158.644,326.8641,197.41795,324.309325,285.2516,430.9432,549.2672,462.14725,2,179,31,5,603
"ZNF701",0.982886896057515,0.996278048517457,0.00768106941913738,0.998680854081816,0.650872521809425,0.999995591765888,0.999383509193485,2.04452821339629e-09,0.981180738998919,0.999864319167055,210.12855,170.558773743017,237.341703225806,234.05612,226.828011276949,2.35285,6.39255225367883,26.0465838995631,40.9451282448767,4.27131920299557,208.952125,113.26265,137.92085,157.3844,168.3914,211.304975,216.9737,287.3219,251.5038,270.5524,2,179,31,5,603
"ZNF283",0.999361393539523,0.999780546713819,0.999747361854756,0.999986862807767,0.984876649705697,0.993524994246438,0.997200249230454,0.90639238753471,0.975436506330441,0.957530237597109,92.0451,85.2828117318436,86.7466580645161,95.04234,82.2293434494196,20.1283,2.900409872169,5.6353026477728,11.2101651015317,1.71837300168827,81.98095,59.2,72.0463,85.9174,59.75135,102.10925,104.6832,101.2565,88.027,96.70265,2,179,31,5,603
"ZNF558",0.865096924579766,0.795203178177815,0.970117097944248,0.999421845601827,0.797597508830187,0.687909532956649,0.883279813436199,0.995018654056477,0.915688778869415,0.830086542550384,302.5549,428.00838547486,450.134635483871,336.6554,421.993447761194,15.4821,13.9440308160862,29.1259949553908,53.6409900560103,7.32420310452716,294.81385,291.098,348.8255,231.3978,312.38255,310.29595,512.9913,579.9109,450.5073,496.489,2,179,31,5,603
"ZNF597",0.267546706327653,0.999596068773035,1.14909926018925e-09,0.963750379118878,0.31443863734638,0.917309468945239,0.894955929945157,5.340172748447e-14,0.0604028528975719,0.999718751453258,98.9554,49.6475977653631,93.7309580645161,79.6462,76.7111087893864,15.4487,2.76008779362652,10.0772445890642,21.3903984047516,1.32197704627626,91.23105,17.9954,58.2469,56.2825,56.19775,106.67975,69.1512,109.62765,67.1097,91.17325,2,179,31,5,603
"ZNF30",0.632712757049701,0.967433863610547,0.0596909250387984,0.807562903885441,0.999862217099405,0.885704988001327,0.988622382619897,9.44799793956008e-13,0.95914380792956,0.704325731828902,191.02135,120.752275977654,157.588322580645,125.81732,166.577092868988,9.74345000000001,4.81278749132175,13.6671082092689,15.5321616374991,2.96369998284914,186.149625,80.0299,111.47685,114.1755,119.2202,195.893075,144.67125,179.9117,126.546,197.15895,2,179,31,5,603
"ZNF354A",0.95185679479472,0.999237447472735,0.419986216065534,0.996056922176525,0.368417243453335,0.852123350853959,0.999999885720866,7.09785719088529e-09,0.825625852653209,0.967541758954805,333.82425,408.926735195531,359.756341935484,288.57388,331.057586567164,35.86375,17.2062508239953,17.3624276912742,20.8582334942679,4.63645191386561,315.892375,271.27685,279.05755,240.3608,258.1323,351.756125,483.78775,441.9237,321.2045,378.6763,2,179,31,5,603
"ZNF764",0.999901573417373,0.77233190678892,1.19341939307516e-05,0.988600250291031,0.793551308578078,0.890645058616199,0.946713854430452,4.03510558300013e-12,0.399526808053472,0.998951950080027,204.9096,195.278764804469,284.383648387097,243.02864,254.0779039801,15.2984,6.63970560956159,20.8999259187512,33.3743307414785,3.82588688565734,197.2604,142.4956,197.2769,188.2558,189.70615,212.5588,215.3194,346.19545,263.5342,293.88335,2,179,31,5,603
"ZNF747",0.889534812384555,0.966948502668327,9.95636136869038e-08,0.986823578965052,0.986525699989814,0.34045559071615,0.999569572866557,5.30686605770825e-14,0.396809389652506,0.708110440429438,312.227,228.754551396648,372.6364,258.2053,331.198224709784,3.22549999999998,7.74159155284699,33.3905723127539,40.389753073063,5.3305007157115,310.61425,154.9457,266.02545,190.9267,244.8893,313.83975,269.6156,421.42665,343.171,386.07875,2,179,31,5,603
"ZNF778",0.504176162211245,0.113990208962749,0.0115831754259748,0.0648656358799615,0.124300261300138,0.884975104061076,0.114285294750508,2.80385270556849e-10,0.998604764186442,0.798820889238369,167.4281,111.470275977654,80.4580129032258,58.2586,83.0337724709784,40.5957,4.85196343109994,5.79590245294359,9.23446669970714,1.82579810888906,147.13025,64.66515,59.9712,41.8684,54.5097,187.72595,135.0296,96.0036,73.7714,99.8977,2,179,31,5,603
"ZNF212",0.883614941178794,0.995162256645221,0.288771867150983,0.998897058635231,0.867059089869671,0.999942259326094,0.983634860963626,0.00762978767440459,0.985385673428977,0.996820487303167,281.23595,358.426820670391,314.204177419355,307.11836,325.327426202322,4.94535000000002,10.7942027399738,31.0118014943079,36.3086295086389,4.19070657404611,278.763275,252.41205,227.15795,264.9526,264.1164,283.708625,430.1773,332.2193,344.1057,370.32265,2,179,31,5,603
"ZNF282",0.999385096519182,0.999846595160157,0.598425253238926,0.999999416637788,0.992631071907623,0.999788675355157,0.999998347806457,0.572531107631714,0.917938108577731,0.99986517966929,697.7278,740.263932402235,666.978687096774,688.99614,707.318233996683,99.8948,20.2234923145021,69.4344985969939,133.54285304272,10.1604443834131,647.7804,543.12005,458.43655,497.2219,542.48845,747.6752,885.83485,734.17445,980.8343,799.01105,2,179,31,5,603
"ZNF160",0.703414336432169,0.921106705428667,0.520589587994953,0.978507714926955,0.879448981163862,0.99904183080071,0.976503663585917,1.04644385934272e-07,0.846338038334816,0.999907124523731,827.0122,597.96594301676,674.54745483871,705.6876,721.791889718076,75.1548,14.9758876944481,34.9739959796368,71.9439527439451,10.9074401801346,789.4348,468.6262,526.26365,658.0237,572.01155,864.5896,706.21035,811.90015,754.9392,816.0628,2,179,31,5,603
"ZNF415",0.91112311400445,0.99294975127252,0.538411709915956,0.999999988599119,0.677592390775791,0.971372197311887,0.998555152034224,1.71697831410356e-05,0.974732016542941,0.993382445345009,281.655,205.500961452514,242.719561290323,280.09642,256.523408457711,231.7293,8.47048657779335,21.556683519507,32.462863656868,5.18946293480152,165.79035,121.3226,156.4778,248.4316,178.07,397.51965,265.69525,318.8838,349.0576,327.4215,2,179,31,5,603
"ZNF439",0.903783476104143,0.892787270214673,0.999681793209492,0.994364582615043,0.969227412448694,0.961474624700567,0.931668660988469,0.948089464967551,0.982499859103733,0.987133352878543,101.40805,168.67991396648,172.738009677419,137.73962,161.956939137645,15.22675,9.89240235846309,15.3347917749131,45.3879764323262,4.0699392049368,93.794675,69.2428,100.7103,29.7544,97.50875,109.021425,218.06905,219.5089,208.0335,214.40695,2,179,31,5,603
"ZNF440",0.999997100441795,0.890215040650617,0.0024927461002241,0.99983745394039,0.994781242903351,0.804472766011053,0.982658072710333,6.08677713265227e-06,0.535242321080797,0.981648502405423,301.6482,294.240983240223,418.247251612903,325.56234,368.771369983416,19.3028,14.3854995515794,49.3078705260987,80.5676347069752,6.58634759443341,291.9968,182.1183,259.35785,219.3942,264.93455,311.2996,334.29565,478.77105,367.7961,435.00865,2,179,31,5,603
"ZNF562",0.948505953528743,0.98451859098233,0.955575531815703,0.894504758909648,0.985231319990855,0.937920999790431,0.898160961365192,0.673439256825638,0.654941935427215,0.998757340282298,855.5178,706.087429608939,745.29724516129,638.44228,673.714640464345,33.3381,24.1998698846449,54.5261086553281,84.8258679055476,11.1611233140068,838.84875,494.5026,576.60165,479.8196,484.5739,872.18685,838.97835,882.18705,826.4669,805.08105,2,179,31,5,603
