"gene","p-adj-Negative-Indeterminate","p-adj-Not Performed-Indeterminate","p-adj-Not Performed-Negative","p-adj-Performed but Not Available-Indeterminate","p-adj-Performed but Not Available-Negative","p-adj-Performed but Not Available-Not Performed","p-adj-Positive-Indeterminate","p-adj-Positive-Negative","p-adj-Positive-Not Performed","p-adj-Positive-Performed but Not Available","mean-Indeterminate","mean-Negative","mean-Not Performed","mean-Performed but Not Available","mean-Positive","SEM-Indeterminate","SEM-Negative","SEM-Not Performed","SEM-Performed but Not Available","SEM-Positive","Q1-Indeterminate","Q1-Negative","Q1-Not Performed","Q1-Performed but Not Available","Q1-Positive","Q3-Indeterminate","Q3-Negative","Q3-Not Performed","Q3-Performed but Not Available","Q3-Positive","count-Indeterminate","count-Negative","count-Not Performed","count-Performed but Not Available","count-Positive"
"ZNF671",0.554497485736635,0.988316292060724,0.0580247976038496,0.649874252239333,0.99710142458246,0.65028412301648,0.997454029859354,2.38142838782096e-13,0.985566260474841,0.452698773162969,188.989175,93.7669992094862,156.547496875,74.54686,168.328398479087,64.1150442183083,4.69523758641406,21.4803415327766,22.2525031140903,6.25232638555437,102.2279,36.9446,60.8954,44.4493,79.0654,286.937575,130.3019,216.566525,97.15,220.91065,4,253,32,5,526
"ZNF416",0.462272441945141,0.592955652388839,0.99719908069855,0.374034927442905,0.922362217714013,0.893799502460569,0.553747770853725,0.866735837573414,0.999996766416259,0.856815690019291,202.955725,143.421920158103,147.943203125,116.78034,148.741620152091,37.1047910734893,3.61600503325943,12.3114689469987,21.0812904766905,3.37219370001286,164.32585,104.8065,105.54415,99.2108,109.735925,229.131875,169.8613,176.214425,135.9625,170.126275,4,253,32,5,526
"ZNF586",0.449966835512193,0.945103911760907,0.120115610054523,0.614690657520797,0.999260650472638,0.775938247217787,0.987408573399042,3.07975867031018e-13,0.930383260038591,0.522039694981521,301.97745,193.252124901186,250.911278125,179.2642,269.688275665399,60.5651919486556,5.55723006648129,22.0215598492241,14.0281104750782,6.3175216017063,252.450525,131.8936,189.908175,152.0826,186.5479,378.366425,233.526,292.455575,208.1878,304.454375,4,253,32,5,526
"ZNF446",0.955394243367345,0.998503095988245,0.0538649415886553,0.927762283993906,0.993739915121644,0.597747872003708,0.950542021058784,5.41788836017076e-14,0.772715534718835,0.257699763354351,259.518425,203.249682213439,283.6876375,173.50772,317.218909505703,76.0916358203096,6.44799550539441,46.3188690553982,50.0481337240301,7.50458349541228,202.064975,133.2465,168.0874,115.292,231.38305,313.72985,256.1787,321.494675,153.8699,368.417675,4,253,32,5,526
"ZNF8",0.979748991249952,0.990571330864126,0.999521849158241,0.999941843458646,0.924122962225184,0.959262803905091,0.997642285077833,0.487319028061479,0.99099300184219,0.981922229300992,104.0708,120.787528458498,118.424240625,99.09854,113.55527851711,9.38445462258374,3.28016232179451,9.83959953449279,14.2502172866802,2.69154346509534,94.07715,83.1806,83.113,80.1385,81.3873,108.61345,148.5483,149.74285,126.166,131.409825,4,253,32,5,526
"ZNF264",0.480944526154041,0.916868042316296,0.27502964831191,0.985881365594781,0.831947726385813,0.999550344731505,0.978980761142181,7.33783034334579e-11,0.905013163555126,0.999937961965334,1153.79915,788.093555335968,954.14896875,999.65366,1025.48148802281,162.51195923068,18.47572663808,81.0746943483098,184.380245327594,21.9469807435032,915.580775,589.4153,712.296725,768.8839,781.136775,1418.544175,980.8917,1015.465975,1253.2712,1153.336325,4,253,32,5,526
"ZNF213",0.991416860967147,0.99876594247257,0.273296572704125,0.999999733647285,0.981605987340574,0.999051906292438,0.992659074075798,8.59656544838217e-08,0.994764540335536,0.992557333917112,737.791675,662.519242687747,785.846546875,745.0959,809.75264296578,213.467041339197,17.6237618291561,66.904615627251,149.064641532605,15.2199063288494,397.27725,477.96,533.67475,563.6137,568.1653,1020.402525,779.7119,955.3745,918.4875,965.5654,4,253,32,5,526
"ZNF343",0.995684971920459,0.725100442602024,0.0906591818651535,0.999791673676977,0.960624184446438,0.487330215240779,0.970202877051804,0.467770595533016,0.32433135997149,0.870987352752692,295.7348,315.666527272727,364.895590625,283.459,328.869093155894,54.5972700945447,7.23040545272898,21.9329182053108,9.03031250915493,4.29732670556466,236.70465,233.8764,283.634725,280.4961,261.724625,313.09055,374.3139,429.5032,293.9507,373.6774,4,253,32,5,526
"ZNF302",0.541532837383497,0.973563955267128,0.118287633879124,0.979301455835284,0.910431878346113,0.999947617565184,0.985270679153357,4.48426962229576e-10,0.997108495915858,0.998831919809148,913.8936,640.137503952569,799.268165625,778.224,821.24302148289,148.124217671622,18.3559394258135,56.4011714405159,38.8877255063214,16.74959640764,710.9671,451.1815,632.450175,726.4938,599.787575,1159.4607,770.384,961.48095,827.6019,978.244925,4,253,32,5,526
"ZNF268",0.677965844397755,0.921423302745764,0.749136937322491,0.997244814548162,0.866502188921659,0.991817336670953,0.932613540917161,0.00445384084518274,0.999377586660665,0.995395111038502,569.420675,434.574769960474,480.318034375,523.73778,488.806678897338,102.229427837906,11.6216149327327,35.3677885128757,97.9978891131304,9.17624635912826,411.20555,303.1921,352.064025,457.1304,355.583325,715.285825,542.3924,594.45275,631.5147,605.063375,4,253,32,5,526
"ZNF184",0.998946021112705,0.999781978584653,0.747887801332325,0.999999999850696,0.998209893887055,0.999722319319687,0.987384266827005,6.56189475634061e-06,0.910273761686467,0.981855515678372,352.042275,369.525416996047,339.68913125,351.5944,318.970288403042,26.7984011660327,11.0397391711939,19.499825800285,54.938139360093,4.64253658873168,337.95295,261.9949,268.578125,271.4769,250.71045,375.440875,432.6711,397.036775,443.4486,364.727775,4,253,32,5,526
"ZNF500",0.991422414571819,0.809515153289477,0.000181174939452022,0.993599442642261,0.999957123922001,0.379976547878964,0.832887436434842,5.36237720893951e-14,0.998258957050065,0.377313970352888,251.48785,227.912869960474,311.632009375,222.418,305.990101140684,20.5491749960309,6.23966856359171,19.6088757810112,46.408931887989,4.59915882277279,227.345225,161.7834,242.964975,158.6229,228.071525,278.594675,268.4729,381.76055,265.3501,367.23625,4,253,32,5,526
"ZNF419",0.918203521555955,0.946064529181817,0.999878668105397,0.90158285130023,0.995515211017382,0.993635437600664,0.936625778779029,0.993560914545417,0.99999997104639,0.991195674400988,241.6874,195.316164031621,198.450953125,176.44466,198.828037262357,19.3222011766689,6.1725569955605,15.7114315625412,46.634556526964,5.05905506968022,223.487075,132.8848,147.521875,92.0232,137.77905,265.665825,235.2761,234.4836,285.4566,237.0964,4,253,32,5,526
"ZNF175",0.999962604568249,0.795822833468045,0.00493478309340989,0.737074845859735,0.29413364624716,0.989784267254001,0.937848740713537,7.97912522720878e-08,0.791977230655898,0.871762822188666,143.1576,136.974275098814,207.41796875,232.00032,185.214801901141,47.8166926129011,6.55479774609335,41.0296583737015,59.3971870006434,4.26629763194727,107.4186,67.9537,142.838925,169.5608,132.368875,194.8253,177.486,207.260375,204.8153,219.30495,4,253,32,5,526
"ZNF14",0.933642698303451,0.982814878290811,0.0025342345114816,0.897022075357355,0.991139414887136,0.343602849868174,0.999944940862862,0.00013009242552342,0.304631922608721,0.749377245791859,291.87755,251.228409486166,321.278628125,230.22448,285.468166539924,61.0468334505088,6.17107229869472,18.1807175905891,60.5572154396848,4.51572297000469,199.9774,186.3249,247.1925,178.2329,224.412925,377.6064,307.1763,385.329675,262.1135,340.069225,4,253,32,5,526
"ZNF85",0.974396760328208,0.984890473529401,0.999909967230353,0.976127323169439,0.999595842809416,0.999151465061519,0.991411320960794,0.846647935505111,0.998607415829312,0.995528904005013,160.66615,185.086419367589,182.958978125,192.55986,178.836038593156,9.23097577340374,6.39412265470529,13.6858076613381,32.9234939018416,2.96219678198315,153.6687,126.2502,128.7105,183.6341,133.1451,168.95485,222.8508,212.565275,220.5033,212.34745,4,253,32,5,526
"ZKSCAN1",0.866102468722633,0.995913927326719,0.517795606724872,0.964692710569417,0.999969116860202,0.986320643430414,0.995619319000366,0.000834028172712387,0.999999447839419,0.980366156971133,2100.317675,1546.93153162055,1878.19735,1601.88416,1886.28911787072,409.851272475094,66.5764572265465,272.121906199876,611.979448320935,49.1256639700924,1582.74225,808.4685,1039.091225,732.3893,1089.194575,2559.029775,1965.5802,2281.2313,2709.669,2442.663725,4,253,32,5,526
"ZNF862",0.991440347422693,0.809655774929491,0.32859051295194,0.999060517822198,0.99994695105896,0.914716125790091,0.811175601244744,0.000303529599314345,0.999770572255318,0.91897232543482,393.90855,461.043745059289,565.23448125,444.52834,555.613615019011,27.4562806766958,16.9032849792397,66.2847761922828,87.600455650622,13.2284065822177,363.622575,270.14,311.562575,257.1086,348.935025,427.652275,602.4671,677.38915,582.6381,674.4478,4,253,32,5,526
"ZNF684",0.892224556605313,0.938366680268222,0.998906843806553,0.982733861710581,0.999560501058645,0.999982054848418,0.802817802648176,0.719406610988464,0.93039899379001,0.993160951117233,66.292525,56.177809486166,57.27411875,58.27268,54.0667182509506,7.71941115461266,1.43351045294432,5.62992578780021,10.9440303528179,0.910541733833206,55.918125,40.6365,38.318025,55.3884,40.68055,77.7146,66.9433,65.907925,59.5089,63.9391,4,253,32,5,526
"ZNF430",0.999716221433149,0.999814071948484,0.861293396480278,0.866794075670679,0.460852382943571,0.767471174628227,0.999170764539534,0.0343651476060851,0.999720216091907,0.764043219348748,162.062375,155.569652964427,168.2048125,206.6633,170.542291064639,20.4103294549751,4.48068301004283,13.5700373847675,54.3691922324951,2.86626758517434,136.2772,102.6878,125.288225,145.9854,126.60495,179.200825,195.0527,203.737625,242.0516,210.1363,4,253,32,5,526
"ZFP30",0.948057139562854,0.795397175779951,3.31814878695713e-06,0.982071337345621,0.999999999731075,0.265827233603781,0.989763667538276,0.406850543250701,5.54321908915467e-05,0.998429360582527,386.852025,326.07277312253,484.294190625,326.50694,347.954364258555,26.2028489491243,12.3666614178025,52.5756937908862,52.4239533055034,5.81387933236764,345.26995,215.7173,313.001625,232.2693,254.6525,418.243975,371.0938,530.7047,392.9522,415.331325,4,253,32,5,526
"ZNF549",0.827358324120639,0.876659819392206,0.999865592481203,0.975007522595889,0.998458287252645,0.999557493230225,0.91668656049128,0.603074842405946,0.992005608253081,0.999998943556442,314.254125,228.914655731225,233.607190625,249.84614,246.508721673004,34.0375905025208,7.6478932581334,22.1238347109307,26.3013257889902,7.75180364078192,299.687325,151.9174,136.0914,220.2451,143.5655,344.8053,287.9875,310.59055,245.3213,320.0608,4,253,32,5,526
"ZNF211",0.808099654577916,0.973885682643973,0.734532532235558,0.873513558534915,0.999645527745628,0.963389971301163,0.99110253584255,0.000245055054347687,0.986003909305808,0.888436284554899,291.46625,209.782885770751,243.84761875,196.45828,257.668100760456,39.6736709315406,5.78636390042409,25.0572645986963,33.1232309426692,7.36844804201418,229.170025,141.0054,153.5709,130.7734,170.82125,351.127925,266.9011,271.70755,261.8935,297.267725,4,253,32,5,526
"ZNF205",0.998822029697296,0.992908554001123,0.988560478247546,0.958251354526255,0.672690293385579,0.602677349322226,0.950862049103898,0.0254935705577453,0.945543437989045,0.350036807432848,251.67465,271.615432806324,284.97273125,183.82214,304.827405323194,45.0681231186098,9.27757321333285,36.295542674847,59.2345492227518,6.17485642839275,211.815825,179.743,160.462075,81.6347,206.438975,319.105175,316.689,306.93005,315.0464,375.587625,4,253,32,5,526
"ZNF45",0.596563687324365,0.895633843765808,0.668549075999885,0.958069677414854,0.977007699947856,0.999999818522839,0.882460693980179,0.00650499517500369,0.999998746088692,0.999999994711109,405.401625,302.930699604743,338.13485,340.1538,339.374415019011,42.8410009764084,7.77787605344502,21.6890852233362,33.9770050019863,6.50877142424519,389.062125,211.8046,237.95985,302.4295,257.769675,455.49295,380.0749,405.9283,399.4941,396.41855,4,253,32,5,526
"ZNF133",0.999998529769096,0.979582300718209,0.581535340352917,0.972660688411458,0.912092914696545,0.999363462207699,0.952030341276652,0.00012628746710186,0.9975124795079,0.999960449495227,329.960275,326.39991027668,287.7475125,272.1569,279.395811026616,75.0190881898776,11.0597742834136,27.8801014869052,82.4523841179744,5.10845798090025,241.25165,209.497,209.192675,212.2244,206.701575,354.239275,398.1285,309.81995,261.0306,323.813975,4,253,32,5,526
"ZNF436",0.964167098864844,0.995362438396995,0.957857929706796,0.876576791542997,0.962154139472668,0.895825464420182,0.967743388602871,0.999907378281159,0.965705319909959,0.95629644717662,895.772475,1032.20580197628,979.05776875,1156.3455,1027.75553060837,90.6126226530956,29.7571848551973,67.155702776606,296.166711568946,16.2713907002845,792.3175,687.3617,698.5146,668.1376,757.22215,979.370525,1266.011,1147.773125,1731.6019,1243.2962,4,253,32,5,526
"ZNF484",0.474766707516133,0.991369522237883,0.0162381119606592,0.87434421732737,0.0106541326661669,0.355156774220506,0.999996684124443,2.43138842392909e-14,0.570966737254601,0.654120866671181,110.291975,76.1708367588933,100.367509375,136.85158,111.576617490494,11.6734949446296,2.57992539517257,7.9415376985523,25.1657370118461,1.80018730820045,106.238825,45.7536,68.297975,114.1737,81.3339,123.0195,100.5571,134.489225,184.3151,135.8335,4,253,32,5,526
"ZNF780B",0.752277584847507,0.999748248603771,0.00185970573796079,0.999992722717469,0.7364706401733,0.998068442012937,0.929444501995873,0.0675291627421511,0.0479223153957951,0.934829484150423,397.365925,288.641664031621,414.853978125,388.27448,324.738933460076,61.020158336834,9.79009138790292,81.4656800697142,45.2789907521181,7.02555954139844,311.178475,185.7184,213.737175,378.1238,218.566475,442.11435,370.2195,405.406,452.3112,404.6419,4,253,32,5,526
"ZNF557",0.982161059052543,0.677642357763285,0.157740734459163,0.999999492212195,0.981415460728262,0.625352137710603,0.958907584818678,0.893816188402118,0.291058944472645,0.953852024780991,192.833825,218.327206324111,257.53065625,195.22816,224.739389353612,14.313358940769,6.40133620397596,15.7206390171724,23.1371038018936,3.83930588612041,172.33125,157.7554,188.83485,153.6715,171.321325,203.586025,267.513,308.80415,231.9412,265.525675,4,253,32,5,526
"ZNF337",0.938859849230916,0.874603068505214,2.11697845037273e-05,0.999956030375371,0.838628878503023,0.900824490308124,0.999962758431325,0.000158873222426248,0.0172385809569287,0.998166575866833,533.329675,450.004849011858,642.04075,550.32462,521.133023193916,135.173945371309,13.9015285652664,53.6816637297851,110.932353571564,8.89054916750085,364.1454,314.7027,436.142175,450.0283,386.320475,599.788275,523.8884,745.812375,500.7945,624.9898,4,253,32,5,526
"ZNF317",0.995864600786364,0.999999984979601,0.873975373196748,0.930512596681766,0.938586975188281,0.807253711677208,0.985103340391285,0.869758281065072,0.632245265116646,0.973317665362988,867.973325,817.334385375494,865.6843125,723.48658,797.413740304183,103.506091570596,21.1712924656208,47.1777777644718,32.7878198305621,10.0876800849831,764.21415,632.1486,696.250825,687.5784,683.4898,969.166575,937.3882,928.17375,790.5299,885.6569,4,253,32,5,526
"ZNF426",0.999659665279351,0.999999809586227,0.991854945929598,0.999652269825916,0.985798306790957,0.997979601232875,0.999995940461631,0.906029924759035,0.999984364862181,0.99603405948269,153.0032,161.530029249012,154.377134375,141.5909,155.798305323194,30.0048582137682,6.07711564078266,15.9982777381809,27.115470801205,3.47715475421356,141.509625,98.1062,108.6869,127.3408,93.8534,189.613125,217.3209,192.864325,151.2147,206.301,4,253,32,5,526
"ZNF331",0.973724156841415,0.974210876614705,0.99999209059023,0.999992151023204,0.979997908472474,0.980571889918254,0.999999649800784,0.000240127390458311,0.339311154293188,0.999873957845397,501.587325,427.420980632411,423.93391875,489.14376,505.863866920152,41.9201912697285,12.6484545696172,27.6268647304486,67.8713750483854,11.5073861062594,442.991025,287.5435,305.649225,413.12,358.893775,570.79605,508.3363,534.96655,495.0708,582.2275,4,253,32,5,526
"ZNF227",0.475775183833004,0.776249646208301,0.795213002654225,0.988752912795245,0.804689766383234,0.975256750720149,0.560171364941932,0.897339725096295,0.93696193548728,0.874540971825727,446.686075,330.544967588933,360.2168875,400.82614,340.242543346008,58.0175502742687,8.9282480627764,28.6693010631598,35.2020953760085,6.09061176023256,390.573875,237.9515,270.155325,376.3269,269.2301,526.17325,377.026,403.750575,401.5056,389.231375,4,253,32,5,526
"ZNF141",0.589636194157704,0.976654626623169,0.161847763073915,0.999598834001489,0.67767939765193,0.996305284046932,0.999773534639488,5.67323965583455e-14,0.736654930934541,0.999968864379235,101.764425,73.0898897233202,89.57141875,96.37368,98.2727237642586,13.2096765846339,2.41629070764984,6.72036200519554,30.7729983573327,1.70400322375946,92.62035,46.8022,63.16595,56.2153,72.326875,110.876275,89.0594,106.4284,112.5213,120.602425,4,253,32,5,526
"ZNF304",0.767750873439266,0.928756277927345,0.908642969747553,0.937723234828526,0.999868284793205,0.99969412282863,0.984158128126612,0.000248957579883191,0.902712504633696,0.980137348699103,596.696625,430.131973913043,476.068759375,449.96266,521.49911539924,78.200066051841,11.3512576724085,32.4249784601157,72.4582748310474,14.1701440081556,560.638975,313.833,338.99045,407.2153,373.39155,681.98025,516.1426,601.64445,525.0992,588.80975,4,253,32,5,526
"ZNF132",0.998127542362683,0.799116508476819,0.13612779144392,0.999938064749178,0.99989023439163,0.83227747223645,0.839377794940743,2.05743890585586e-05,0.994917383233823,0.871560699259278,61.3849,69.6865569169961,93.33930625,66.05592,89.4613769961977,9.29827198417355,3.04173278787708,11.6988488959194,13.8157299950962,2.44669343836139,58.015775,36.1506,48.102,53.5694,55.180525,69.995775,88.417,118.3316,75.3895,109.962125,4,253,32,5,526
"ZNF20",0.460486582531396,0.999308134196409,3.73007458498442e-06,0.610672083200265,0.998861472265995,0.162336233046481,0.995002130214412,6.12843109593086e-14,0.392096399257624,0.439643763251585,224.4354,165.281489328063,233.31185,156.70414,210.505717870722,38.2339907224579,4.52784284877479,14.2424043627053,26.714513583717,3.03449652826179,199.289575,115.3203,176.708275,112.7396,165.749175,276.772525,199.7806,290.564025,181.7191,247.055925,4,253,32,5,526
"ZNF670",0.954937089360066,0.720647957775409,0.47195465185786,0.842432531243225,0.947507368418846,0.999998182514871,0.346288172539494,2.08311146110418e-12,0.595862391754003,0.984233793330034,166.924075,144.54455256917,125.20993125,123.6026,108.632573193916,46.8819973895697,5.33192283078086,10.550038895863,13.7180899734985,2.13896632116194,140.0699,94.4769,78.1772,107.3544,74.9564,201.178925,178.8974,156.213175,135.7114,135.7423,4,253,32,5,526
"ZFP37",0.990973086595914,0.999909630564215,0.921746456049865,0.973305770574401,0.99472650148678,0.957201332475621,0.999900495878633,0.237767244114621,0.999999994362329,0.944303244448204,59.2468,68.9470628458498,62.405584375,76.50216,62.3094273764259,17.5011765465925,2.88277242538833,6.42433749271664,21.0262176539814,1.76412497211248,39.675775,33.8832,35.3671,56.2606,29.9831,83.390475,93.0952,88.169225,86.2839,86.22775,4,253,32,5,526
"ZNF189",0.988666172176222,0.999728886699378,0.937168569157167,0.994784055346189,0.790086041271525,0.94215727561667,0.999982937744405,0.0734407191889503,0.998522899933099,0.957355851857778,564.985275,522.021051383399,547.6139625,611.66452,556.776210836502,81.2797392834604,12.795949423502,29.0924842637134,78.2861758400511,7.02367808441889,476.11915,381.9973,496.968225,537.7492,446.56035,595.728075,616.8521,660.68595,693.445,648.819025,4,253,32,5,526
"ZNF434",0.599499855194674,0.721006023273134,3.0918601012786e-12,0.997695907732299,0.788553419344323,0.357918443300812,0.998677173915297,1.69864122767649e-14,0.033483711133667,0.93325841501907,467.857575,367.425487351779,559.476290625,438.11188,487.172633460076,56.322818804628,7.31916118017613,32.3891281846228,52.2972124099402,6.30627615695608,379.2586,287.1486,405.300025,374.7685,383.59795,533.163575,419.566,684.194375,494.7012,568.151975,4,253,32,5,526
"ZNF287",0.996892180917319,0.981402563134937,0.0919385978532999,0.999826496466563,0.969382918725065,0.995633183496229,0.92775445218607,8.89399665027213e-13,0.972453669448286,0.965682970362152,141.88645,128.834278656126,163.83820625,150.24138,172.222085171103,23.2478562439816,5.46374440846757,9.13472359699773,36.2215275296529,3.02417590383941,125.889425,81.7286,117.17685,84.7802,123.376625,174.118875,157.0475,199.3678,212.2347,210.64555,4,253,32,5,526
"ZIM3",0.999930953874512,0.796508384976864,0.0407600492969978,1,0.999893165058797,0.731388384430394,0.999983619342399,0.998893823510635,0.0228787903112677,0.999974526702516,0,0.03830395256917,0.34091875,0,0.0265963878326996,0,0.0235709420378587,0.330631432751541,0,0.0212825774774869,0,0,0,0,0,0,0,0,0,0,4,253,32,5,526
"ZFP14",0.552200523745481,0.999945896175387,0.0019793151006321,0.999999982141222,0.455110333266702,0.999962009942596,0.999821948953776,4.82947015711943e-14,0.999977158902285,0.999843497853374,327.571925,240.270735968379,320.030109375,326.28836,317.944300570342,42.6271145340298,7.39264312378608,21.8956752290915,51.8736061284889,4.89050410799349,285.7502,156.206,259.63355,256.2371,236.939375,367.709225,292.9607,380.846425,379.5256,387.4781,4,253,32,5,526
"ZNF473",0.838260826397656,0.978000204861034,0.782436381549026,0.90478902029147,0.999891668044291,0.977169289111926,0.671020534045747,0.311685901889446,0.27501265372586,0.999782097323117,442.168425,359.840049802372,393.69433125,349.29582,336.788445627376,85.4976443602237,8.79557596701381,26.162736335176,63.527232708614,7.23582095995141,354.509475,258.2372,319.33925,241.1793,243.90865,516.4258,435.4753,420.816725,352.2869,380.624975,4,253,32,5,526
"ZNF614",0.947633581536418,0.982906575565749,0.991564759254465,0.99876760243998,0.993701996078864,0.999518977694282,0.921773173199301,0.978430623416208,0.955237440018609,0.985693915359236,379.15585,306.060631620553,322.64233125,343.03892,297.380578707224,53.4924274861171,8.57913186799619,39.6351147283149,50.86373278472,9.54837857712594,324.743525,219.1266,209.29985,259.9328,203.390325,380.897525,369.0037,373.463025,406.5245,335.944125,4,253,32,5,526
"POGK",0.992416892170872,0.921351400459528,0.7675280004818,0.951003457170019,0.976946528605853,0.999981975841512,0.657357366037012,2.90732603547283e-08,0.681927439193106,0.992764289214705,3030.554375,2806.90834980237,2583.667346875,2537.53294,2340.54913593156,554.145200201275,83.1081753032443,174.948394906157,294.286439695749,36.3120364993285,2460.763675,1931.2986,1983.130025,1909.4314,1758.705475,3360.57155,3366.242,3063.02715,3074.0276,2744.2266,4,253,32,5,526
"ZNF514",0.952752217620414,0.994084146074332,0.940188503617099,0.788124705304947,0.0950572311002053,0.25037726272707,0.967539390843727,0.988574940184121,0.977292030030252,0.112427438141595,318.73835,275.200188142292,292.537796875,410.5269,279.691858174905,31.6772870862942,8.59026894573983,19.3533870709323,75.6956773706861,4.90718796689263,296.6098,174.359,211.605025,354.5438,198.03035,361.1287,344.2623,356.4099,517.7619,336.610325,4,253,32,5,526
