"gene","p-adj-Distant Metastasis|New Primary Tumor-Distant Metastasis","p-adj-Locoregional Recurrence-Distant Metastasis","p-adj-Locoregional Recurrence-Distant Metastasis|New Primary Tumor","p-adj-Locoregional Recurrence|Distant Metastasis-Distant Metastasis","p-adj-Locoregional Recurrence|Distant Metastasis-Distant Metastasis|New Primary Tumor","p-adj-Locoregional Recurrence|Distant Metastasis-Locoregional Recurrence","p-adj-New Primary Tumor-Distant Metastasis","p-adj-New Primary Tumor-Distant Metastasis|New Primary Tumor","p-adj-New Primary Tumor-Locoregional Recurrence","p-adj-New Primary Tumor-Locoregional Recurrence|Distant Metastasis","mean-Distant Metastasis","mean-Distant Metastasis|New Primary Tumor","mean-Locoregional Recurrence","mean-Locoregional Recurrence|Distant Metastasis","mean-New Primary Tumor","SEM-Distant Metastasis","SEM-Distant Metastasis|New Primary Tumor","SEM-Locoregional Recurrence","SEM-Locoregional Recurrence|Distant Metastasis","SEM-New Primary Tumor","Q1-Distant Metastasis","Q1-Distant Metastasis|New Primary Tumor","Q1-Locoregional Recurrence","Q1-Locoregional Recurrence|Distant Metastasis","Q1-New Primary Tumor","Q3-Distant Metastasis","Q3-Distant Metastasis|New Primary Tumor","Q3-Locoregional Recurrence","Q3-Locoregional Recurrence|Distant Metastasis","Q3-New Primary Tumor","count-Distant Metastasis","count-Distant Metastasis|New Primary Tumor","count-Locoregional Recurrence","count-Locoregional Recurrence|Distant Metastasis","count-New Primary Tumor"
"ZNF671",0.99196099154186,0.458630197815389,0.80317506457201,0.996273390229921,0.976839988119591,0.99741311997987,0.51426192104985,0.747917823007181,0.997891580572734,0.989172373424944,52.62816,19.9208,104.251855555556,79.3917,117.69895,11.3134631096457,NA,35.8175223523623,NA,31.8866364531314,19.27315,19.9208,36.097,79.3917,108.172825,83.25385,19.9208,132.9562,79.3917,152.380525,15,1,9,1,4
"ZNF416",0.999999971549239,0.0521123921924787,0.779247924382951,0.98569853649502,0.995026694457805,0.471931994195144,0.619241300515109,0.946606627272276,0.0184128239624334,0.999131650175353,105.4856,106.395,164.144466666667,80.4227,67.3046,12.0994211474489,NA,18.7511455523241,NA,8.0582813454028,73.89655,106.395,126.4043,80.4227,60.080075,119.83865,106.395,166.3847,80.4227,69.710775,15,1,9,1,4
"ZNF586",0.999955695080729,0.669147594856283,0.964994409603819,0.736344847617714,0.861408267871376,0.962004781427157,0.981036415349661,0.995095573359422,0.992648685332752,0.90983307840183,145.627806666667,138.0872,181.149011111111,225.2146,165.043675,18.3292380092532,NA,18.0253570440169,NA,19.8567560999346,113.36615,138.0872,141.0039,225.2146,154.146825,168.21585,138.0872,212.5122,225.2146,179.1607,15,1,9,1,4
"ZNF446",0.999515864029134,0.999964354633548,0.999826023881107,0.967294767490482,0.997828104559259,0.976672355319859,0.99262515475304,0.999999968925537,0.997494053890744,0.995537729997085,263.313573333333,240.2807,258.437122222222,194.0611,238.06235,24.3332204169848,NA,44.7825679522853,NA,24.861462340689,178.1813,240.2807,164.5494,194.0611,201.64115,317.76055,240.2807,303.7225,194.0611,271.35195,15,1,9,1,4
"ZNF8",0.998075909505712,0.966657062076019,0.980683875964776,0.997838105443171,0.991222777621926,0.999998730580361,0.745878912550563,0.997249972844492,0.521386714487827,0.895755418288462,126.667746666667,106.8206,143.908922222222,147.1169,83.271275,15.7383583545391,NA,25.7206972897249,NA,12.7428629683034,93.5873,106.8206,99.2042,147.1169,71.650275,154.6906,106.8206,167.2613,147.1169,95.74755,15,1,9,1,4
"ZNF264",0.999337712664137,0.211503032002079,0.963888088667301,0.924421700158722,0.939376558224312,0.465476335079399,0.997195545109629,0.995309125781024,0.365625683563359,0.976377988986409,624.771133333333,680.0226,841.041255555555,429.4368,581.252425,70.7106406595565,NA,58.7899648331105,NA,68.8944486843144,438.1153,680.0226,700.5784,429.4368,506.84235,718.4641,680.0226,987.3317,429.4368,681.354525,15,1,9,1,4
"ZNF213",0.999999782975897,0.940310348490558,0.998696260449816,0.996861828384762,0.998711796638684,0.967309273812603,0.998780701252255,0.999968505214999,0.998553784524429,0.990933376752522,477.895893333333,472.6655,425.200833333333,536.1516,452.9857,30.7484008214372,NA,76.9143151368438,NA,68.409119992062,423.48085,472.6655,260.7229,536.1516,379.496925,523.9979,472.6655,504.1829,536.1516,487.013675,15,1,9,1,4
"ZNF343",0.956007489903295,0.999974711749541,0.967069150176594,0.993752679831491,0.926602447162877,0.991665986283098,0.65461289338033,0.677063088417323,0.664242167152751,0.997869778579489,319.027646666667,413.356,324.633244444444,263.436,217.883875,38.145224216838,NA,37.8201466014408,NA,45.5673181568101,223.52985,413.356,256.3855,263.436,151.68215,376.8267,413.356,418.4997,263.436,274.804775,15,1,9,1,4
"ZNF302",0.883480930385304,0.998786572217638,0.927635314287025,0.995457518228224,0.994101078968314,0.998898612347544,0.91410896529674,0.992284021548528,0.973405620080064,0.999991284100928,474.337313333333,272.0996,450.488055555556,392.3186,374.07055,64.339685184044,NA,46.630431357484,NA,85.726911222522,299.1133,272.0996,346.506,392.3186,349.577475,630.73735,272.0996,470.4138,392.3186,472.649875,15,1,9,1,4
"ZNF268",0.801199878959148,0.983137430880888,0.695038758124734,0.922565223566319,0.999525382067046,0.846356254478433,0.992162140418023,0.926808865756132,0.934161444540892,0.982502730739893,276.24438,150.764,300.859488888889,183.5288,249.45425,28.186978330205,NA,38.2708083473714,NA,48.9425820330398,195.14285,150.764,176.3464,183.5288,215.7943,323.8096,150.764,389.451,183.5288,292.9017,15,1,9,1,4
"ZNF184",0.877722183142288,0.939670072287256,0.736209578260487,0.803047282091752,0.999952822368937,0.642336577723186,0.615350520140727,0.999875370599744,0.357735353927935,0.998111149834624,273.156746666667,171.1375,306.753177777778,153.628,188.805975,25.8972275588313,NA,40.7530528122086,NA,34.8014864282254,216.79605,171.1375,255.5168,153.628,170.95525,294.08965,171.1375,355.894,153.628,223.643225,15,1,9,1,4
"ZNF500",0.992467203024793,0.289592013195983,0.737014637793642,0.996238345142853,0.977529458470914,0.990710285702807,0.998179944818122,0.98141585843471,0.787604131940286,0.999740025380693,249.499833333333,281.6072,188.078077777778,222.7091,237.390275,20.0373989734783,NA,23.6671979903608,NA,23.1565523301856,218.04075,281.6072,152.7478,222.7091,217.363675,271.83165,281.6072,201.9277,222.7091,247.06955,15,1,9,1,4
"ZNF419",0.999881612746179,0.387866549369909,0.904601349055051,0.999999999306876,0.99995901540521,0.950204560271276,0.999381589471574,0.999999921742626,0.581422607687037,0.999949032717403,172.33778,154.386,261.7347,173.2182,157.492975,29.2000649044634,NA,46.9576462090308,NA,17.1230394695458,109.77465,154.386,197.9125,173.2182,140.115925,195.2148,154.386,258.7689,173.2182,161.053,15,1,9,1,4
"ZNF175",0.989754358581125,0.0664465149025428,0.524526420553695,0.9548236253408,0.999797189816052,0.392345740760734,0.999965988562582,0.988068569257252,0.360959435559792,0.954493281327818,106.507926666667,84.6633,160.204622222222,73.7208,109.287825,10.5857037379912,NA,16.7846592563284,NA,25.439184357351,91.71885,84.6633,124.604,73.7208,79.59705,138.87945,84.6633,202.3743,73.7208,140.142525,15,1,9,1,4
"ZNF14",0.962395992877849,0.88612982255728,0.99852368643859,0.97018118739607,0.99999979020226,0.99920177502956,0.994136010183589,0.993650953066249,0.998756392148018,0.995648925952571,191.66924,110.9225,145.913488888889,115.9943,165.00705,34.8269987577465,NA,22.7381763125821,NA,67.8361403776347,125.8144,110.9225,120.9639,115.9943,105.735975,192.9586,110.9225,166.3182,115.9943,196.332825,15,1,9,1,4
"ZNF85",0.99949441145756,0.809210056896443,0.965655632180767,0.810606089719301,0.873683751352792,0.968722248277603,0.999528206302274,0.998004383886378,0.978481631330667,0.894335777896639,84.0317933333333,97.3401,56.3907,16.497,76.90645,18.4455877081226,NA,11.8642777405889,NA,26.7814924499644,21.81175,97.3401,34.5343,16.497,54.2995,112.8084,97.3401,70.151,16.497,86.7767,15,1,9,1,4
"ZKSCAN1",0.780418503939771,0.998196301059229,0.727371109560512,0.999985618992658,0.893598973208934,0.999999719620147,0.959182620351354,0.632603434357252,0.992567972435076,0.998908842530152,924.97708,1351.4431,879.9635,892.383,787.396675,95.9795249197191,NA,123.961712614729,NA,129.165124729165,692.4379,1351.4431,719.1452,892.383,683.8538,1077.2339,1351.4431,1125.7755,892.383,933.961075,15,1,9,1,4
"ZNF862",0.999333676169534,0.999913302763704,0.99854918500284,0.999833495880079,0.999998514796541,0.999500915267232,0.998968069583305,0.996858350240803,0.999895204319765,0.998575456857669,401.539506666667,335.0311,417.772211111111,354.6849,442.036525,86.1268285004966,NA,61.5110708716539,NA,103.417151760023,252.4139,335.0311,282.3669,354.6849,336.385525,423.7717,335.0311,549.1024,354.6849,596.54835,15,1,9,1,4
"ZNF684",0.974292733375099,0.85956344215065,0.862251715672298,0.999998913063375,0.994122930700501,0.991806568913982,0.999418771211113,0.962457104103559,0.988250513144443,0.999863141488865,42.4914333333333,26.2592,53.4271111111111,41.2424,45.785,4.45587355863468,NA,13.3722165702753,NA,4.95243538928071,32.97695,26.2592,33.4274,41.2424,37.743675,46.4912,26.2592,52.7693,41.2424,53.753475,15,1,9,1,4
"ZNF430",0.922378468932616,0.99729488912983,0.881033753996093,0.703446138375179,0.996949255766448,0.639992236823425,0.865276009214189,0.998800015198766,0.783644549558252,0.955372774528358,149.35186,84.6633,159.965355555556,47.9443,107.518275,15.7002209888839,NA,33.900346059841,NA,31.3952978029719,97.8607,84.6633,94.9398,47.9443,82.8033,178.6192,84.6633,219.2362,47.9443,129.137175,15,1,9,1,4
"ZFP30",0.956476836231095,0.9929683219251,0.913392193767332,0.927045162746359,0.99998903990139,0.871886770907249,0.999672578359056,0.946036689850842,0.999956253109114,0.915759675217231,227.142333333333,119.5246,253.9314,102.075,243.441575,33.0977520451173,NA,37.7028635500232,NA,140.020092050673,155.83815,119.5246,151.4196,102.075,105.3852,238.50845,119.5246,304.0045,102.075,250.277425,15,1,9,1,4
"ZNF549",0.908071255002613,0.101018203280652,0.35136564517039,0.976743166430033,0.828037190254756,0.98931969639575,0.989393852600373,0.837922971050695,0.643278725456455,0.99811644128738,113.983526666667,39.8415,205.282,163.9387,136.014025,13.3461609812263,NA,42.3888197863737,NA,23.6834071170224,83.5054,39.8415,138.1839,163.9387,114.216225,155.1626,39.8415,216.5296,163.9387,157.4043,15,1,9,1,4
"ZNF211",0.9936209716312,0.191818919311205,0.689976564066636,0.999402322945815,0.989921197374128,0.958087970789722,0.826402969591078,0.889771936549809,0.974545239598933,0.997417656001887,185.954486666667,118.0713,338.240577777778,222.9205,281.045825,20.5150217537433,NA,83.6968564440973,NA,62.2935084878349,133.3656,118.0713,209.0825,222.9205,222.48195,209.49725,118.0713,459.2027,222.9205,350.476975,15,1,9,1,4
"ZNF205",0.999999999987229,0.447830185985482,0.957791069944421,0.998606085916317,0.999580064286856,0.993629146175785,0.996807555905606,0.999772701612623,0.902911056112629,0.999988088069202,319.735393333333,320.0272,244.099811111111,289.6095,299.431975,24.9919511579371,NA,42.3523608582884,NA,36.1954629625357,256.3716,320.0272,201.6167,289.6095,244.563925,396.96,320.0272,302.33,289.6095,334.9894,15,1,9,1,4
"ZNF45",0.74041088580218,0.437777690881027,0.351025424304582,0.999159388362098,0.951723904683181,0.882926185824511,0.979358174009721,0.914271405997945,0.431119924571653,0.99999734566175,253.168486666667,134.4652,321.709877777778,229.411,223.36055,25.3946817077905,NA,34.5152424770837,NA,8.64681190810617,187.6982,134.4652,240.1904,229.411,217.5214,294.744,134.4652,370.2671,229.411,233.948,15,1,9,1,4
"ZNF133",0.855462069640716,0.999973751956323,0.881206265975269,0.999999880710316,0.943519799095823,0.999995180813241,0.998603609040224,0.934439022563499,0.999696542979702,0.999824722420801,383.827673333333,568.6474,391.562533333333,378.9148,411.9592,35.2682430555544,NA,51.5310021588811,NA,172.634971581403,305.07925,568.6474,297.7903,378.9148,234.010975,472.62485,568.6474,510.9983,378.9148,454.719775,15,1,9,1,4
"ZNF436",0.999464600489197,0.89046762484394,0.977242291772085,0.998372064019469,0.999998218270801,0.965635644520239,0.999577031547998,0.998004290972126,0.991274137944424,0.995738207406687,692.35342,593.5167,860.994477777778,561.2063,743.087675,91.2230515586108,NA,194.43989134633,NA,173.862607675157,452.9397,593.5167,488.4434,561.2063,566.24455,839.8046,593.5167,1003.9559,561.2063,925.866625,15,1,9,1,4
"ZNF484",0.997859609452075,0.898547848007316,0.999998244921559,0.989945047244209,0.999961590701703,0.999976939682473,0.937317957809047,0.999975122410651,0.99997908839892,0.99999929062524,176.67258,102.3203,89.6390888888889,65.4724,76.1956,79.6628811323682,NA,14.6697322857535,NA,12.3978368129955,77.0175,102.3203,60.5529,65.4724,63.126475,110.3127,102.3203,113.3433,65.4724,93.589725,15,1,9,1,4
"ZNF780B",0.978064561770739,0.939342206686247,0.998994239830771,0.998876328606444,0.999385577443521,0.999998811919336,0.993026113972349,0.99768605626049,0.999907088326571,0.999999775369202,500.191686666667,132.2015,300.105911111111,330.9705,352.553875,211.611032775068,NA,45.7527836532666,NA,117.961189083623,231.80105,132.2015,192.8934,330.9705,229.02925,380.5557,132.2015,358.6527,330.9705,395.712575,15,1,9,1,4
"ZNF557",0.994564536618988,0.956820921640409,0.962649815898091,0.67386772071722,0.957751282850254,0.52184456301882,0.63015394960398,0.996816704384174,0.395777016552337,0.984034867966579,168.304766666667,141.7091,187.308955555556,78.3606,116.648775,17.598035890548,NA,23.975750950052,NA,4.73798025224093,121.95145,141.7091,134.758,78.3606,109.3329,189.18485,141.7091,221.4963,78.3606,124.706625,15,1,9,1,4
"ZNF337",0.999799627907767,0.999929970758312,0.999456081524505,0.997979289421914,0.999976706874957,0.996514718644778,0.613747295531739,0.902437218350102,0.723216341514346,0.851636180449586,596.947233333333,634.6395,585.1347,664.6991,423.7811,48.8627312277994,NA,91.1000891108602,NA,68.0870799847274,436.9136,634.6395,441.8163,664.6991,399.834,713.6909,634.6395,704.662,664.6991,485.1155,15,1,9,1,4
"ZNF317",0.99998866196367,0.501312401271277,0.978869583902094,0.808121134649613,0.909027371125634,0.441604294512837,0.941494269457372,0.990588081197646,0.374686072793566,0.968523165760941,717.19576,732.541,839.804644444444,513.9838,640.95645,49.4962574725555,NA,63.4489389853415,NA,20.2876894600519,542.2704,732.541,755.7467,513.9838,628.4834,850.453,732.541,949.4064,513.9838,656.7902,15,1,9,1,4
"ZNF426",0.983292266603911,0.912554894993135,0.999744834774292,0.979224246544285,0.928536895951487,0.897511919815657,0.975142909240955,0.93175987190751,0.779149647351488,0.999416689376856,112.413606666667,149.8585,136.860233333333,72.6898,89.680825,20.795675738142,NA,18.6117420538159,NA,8.80641396941031,79.3429,149.8585,104.6664,72.6898,82.283525,125.85785,149.8585,167.6096,72.6898,99.1775,15,1,9,1,4
"ZNF331",0.978436672948761,0.863032506321261,0.87523309288127,0.999974931115637,0.996864940916285,0.987640194275299,0.396754646158275,0.61468298605215,0.853553692077016,0.853698297300769,436.076753333333,232.7108,578.684166666667,400.0516,786.41625,54.0526349022875,NA,144.719921658118,NA,270.08583000312,350.215,232.7108,314.4001,400.0516,567.548825,523.748,232.7108,527.9831,400.0516,919.317475,15,1,9,1,4
"ZNF227",0.908217730851668,0.83739950165429,0.718642155865185,0.873371288045616,0.678965980102687,0.984531778168705,0.981846041362202,0.98423276385213,0.732387743462076,0.777084328017938,280.760766666667,190.6055,324.932233333333,380.4614,249.807325,23.0056566714853,NA,43.6922664019936,NA,26.1487261177409,214.2301,190.6055,210.2894,380.4614,220.9292,329.6867,190.6055,357.0964,380.4614,259.628375,15,1,9,1,4
"ZNF141",0.999995512539529,0.987959855646105,0.998944846129481,0.986564702372446,0.997639243896771,0.957941988362255,0.987612419825301,0.999712453464697,0.928246473640548,0.999482203685673,55.5446466666667,57.0458,50.9954666666667,67.0189,61.662375,5.97527978554236,NA,7.27518020824914,NA,9.17398335070204,38.99375,57.0458,38.5598,67.0189,49.729925,64.5546,57.0458,62.2868,67.0189,74.5369,15,1,9,1,4
"ZNF304",0.998402315326679,0.2415889673167,0.978542120509041,0.85071980638522,0.876999399087987,0.377414950275105,0.907542156754173,0.954570048751034,0.178607248939745,0.987238144247154,273.15658,304.6972,368.303866666667,162.9076,221.5469,33.8418269111777,NA,22.2325978317437,NA,22.5460740655663,178.4685,304.6972,341.4634,162.9076,196.9036,318.95025,304.6972,389.7349,162.9076,256.7341,15,1,9,1,4
"ZNF132",0.997840347737145,0.307597460063146,0.808216151187401,0.806977649058957,0.840484467504801,0.998464516435044,0.159406638491538,0.587113393231388,0.919761411501863,0.999768286102601,46.5709133333333,37.1251,71.0729222222222,79.9072,85.7083,7.08390355423488,NA,11.8300373453409,NA,9.46227102646787,29.91695,37.1251,45.7831,79.9072,83.857875,60.49235,37.1251,93.8444,79.9072,94.431875,15,1,9,1,4
"ZNF20",0.822572229054986,0.837979793211269,0.598956067123652,0.773098115663708,0.999994139281236,0.541394573211645,0.990392318816603,0.743569030535791,0.998214991234683,0.692217677400054,102.827953333333,53.4239,122.388055555556,48.9754,114.40325,9.32700503426101,NA,17.5089551792085,NA,29.0624713684877,78.4486,53.4239,87.6219,48.9754,70.954475,115.53295,53.4239,156.7611,48.9754,156.983025,15,1,9,1,4
"ZNF670",0.46935795755644,0.992272288438012,0.594363652313011,0.86612979484623,0.329347605637325,0.793016789900518,0.976451363606824,0.723144041481186,0.999183027007543,0.757463128206558,92.7128333333333,25.3537,85.5961222222222,131.8211,79.910375,10.8571336852942,NA,11.1003198100798,NA,19.361191047444,63.3397,25.3537,54.9102,131.8211,54.35775,106.3784,25.3537,99.8308,131.8211,93.486975,15,1,9,1,4
"ZFP37",0.999981959681202,0.972337398640359,0.999868632713085,0.980157970480167,0.996986974195164,0.998083366122047,0.882512679524184,0.995162029291261,0.991469127229389,0.99999895398487,74.5735066666667,69.2699,60.3602777777778,42.789,45.603825,17.4709180128482,NA,12.3299706232278,NA,11.381313213361,43.0142,69.2699,26.988,42.789,32.52525,90.9801,69.2699,69.938,42.789,50.659175,15,1,9,1,4
"ZNF189",0.335707955648274,0.983150628562878,0.473226202763574,0.994959885138159,0.46313127120546,0.975119650567702,0.995011512642289,0.312304969630351,0.946380232241753,0.999829644767073,427.18366,814.4878,471.100688888889,349.014,384.70595,45.3285402576155,NA,81.703812711113,NA,62.2976334353681,318.817,814.4878,329.5355,349.014,354.881425,525.53835,814.4878,534.9398,349.014,456.987275,15,1,9,1,4
"ZNF434",0.999982910846155,0.9053661682862,0.998952608927819,0.570122956228379,0.838747637028293,0.792033644200911,0.962161305937545,0.993130809348916,0.733013142822296,0.438794059004805,326.951653333333,335.4839,360.041233333333,467.0705,293.19125,19.3593433594759,NA,39.449335473054,NA,32.8490279238595,263.125,335.4839,306.9307,467.0705,247.7606,388.34065,335.4839,350.8884,467.0705,339.81245,15,1,9,1,4
"ZNF287",0.963271920894779,0.997533683340216,0.93566095506603,0.758253915233776,0.994988075349931,0.698315455089833,0.998505233769341,0.989675261834421,0.987583581858261,0.872418790685008,98.3388866666667,62.9315,105.385344444444,34.5405,90.06695,13.0034826805483,NA,18.9274972352403,NA,22.9876009986725,61.8168,62.9315,65.0407,34.5405,80.740025,116.1463,62.9315,129.9125,34.5405,115.476025,15,1,9,1,4
"ZIM3",1,0.634801700761001,0.979756454182423,1,1,0.979756454182423,1,1,0.861426258442428,1,0,0,1.10011111111111,0,0,0,NA,1.10011111111111,NA,0,0,0,0,0,0,0,0,0,0,0,15,1,9,1,4
"ZFP14",0.972020444909102,0.618296507528164,0.768780445780282,0.996554334317321,0.99968468180187,0.889234382290825,0.998104873790074,0.9509685055587,0.950289186893637,0.988988225866017,158.112873333333,81.0413,231.480722222222,113.9322,178.753725,18.6893769192516,NA,61.974900299108,NA,43.9046558503267,121.51525,81.0413,117.7402,113.9322,132.9994,177.78155,81.0413,245.4031,113.9322,222.176275,15,1,9,1,4
"ZNF473",0.976712986808503,0.874389073794475,0.874778629788465,0.742822739528851,0.686742635994766,0.924910014844974,0.692513318369322,0.999951743989467,0.350482133153025,0.407954141988177,304.730346666667,237.2383,349.799588888889,445.9338,222.30265,34.7886405184,NA,26.9789004804755,NA,28.7596165284617,213.51865,237.2383,319.2329,445.9338,184.439575,340.8613,237.2383,361.4402,445.9338,269.134775,15,1,9,1,4
"ZNF614",0.99991758323885,0.333691891919952,0.893914230319282,0.997007984372769,0.999885793163084,0.805650118196663,0.999999797409466,0.9999052857397,0.682761830452142,0.997355153500724,201.555586666667,172.9485,366.580988888889,130.4292,205.018025,21.2332393011834,NA,106.204219280639,NA,105.318843668274,168.3604,172.9485,190.3614,130.4292,93.649925,201.86885,172.9485,500.6542,130.4292,260.78085,15,1,9,1,4
"POGK",0.944795981249564,0.443581158408705,0.999999398044843,0.968904690551225,0.999989351682002,0.999994320968362,0.0281816968730169,0.884842318864755,0.401801102621877,0.84051531719752,2144.43653333333,1762.9881,1783.81712222222,1820.3377,1247.56285,157.709510093685,NA,116.120523082011,NA,47.3862866641905,1867.09995,1762.9881,1587.0039,1820.3377,1171.993475,2679.7121,1762.9881,1920.8589,1820.3377,1318.596975,15,1,9,1,4
"ZNF514",0.354043564433597,0.0176767137722944,0.988340868613133,0.465813844753267,0.101627928575194,0.0434544821946428,0.153739178781043,0.982523047105131,0.999863766011352,0.0748377216209352,326.585766666667,167.9683,209.493311111111,468.1016,217.0634,23.8967179128864,NA,20.1457557771719,NA,38.642305172203,271.1301,167.9683,169.5482,468.1016,198.84535,371.40625,167.9683,232.0105,468.1016,253.2113,15,1,9,1,4
"ZNF300",0.962098092371707,0.984838508077604,0.90925716846767,0.918273486557975,0.999946914668081,0.843089182539744,0.999976995103674,0.979001848823222,0.99060529913555,0.950258310129714,106.501193333333,40.2943,127.515877777778,23.7144,101.152075,26.3929128711775,NA,31.2138284999648,NA,36.4273221582229,43.4201,40.2943,84.1367,23.7144,64.123625,136.66765,40.2943,116.6265,23.7144,115.34775,15,1,9,1,4
