"gene","Lung Clear Cell Squamous Cell Carcinoma-Lung Basaloid Squamous Cell Carcinoma","Lung Papillary Squamous Cell Caricnoma-Lung Basaloid Squamous Cell Carcinoma","Lung Papillary Squamous Cell Caricnoma-Lung Clear Cell Squamous Cell Carcinoma","Lung Small Cell Squamous Cell Carcinoma-Lung Basaloid Squamous Cell Carcinoma","Lung Small Cell Squamous Cell Carcinoma-Lung Clear Cell Squamous Cell Carcinoma","Lung Small Cell Squamous Cell Carcinoma-Lung Papillary Squamous Cell Caricnoma","Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)-Lung Basaloid Squamous Cell Carcinoma","Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)-Lung Clear Cell Squamous Cell Carcinoma","Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)-Lung Papillary Squamous Cell Caricnoma","Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)-Lung Small Cell Squamous Cell Carcinoma","mean-Lung Basaloid Squamous Cell Carcinoma","mean-Lung Clear Cell Squamous Cell Carcinoma","mean-Lung Papillary Squamous Cell Caricnoma","mean-Lung Small Cell Squamous Cell Carcinoma","mean-Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)","SEM-Lung Basaloid Squamous Cell Carcinoma","SEM-Lung Clear Cell Squamous Cell Carcinoma","SEM-Lung Papillary Squamous Cell Caricnoma","SEM-Lung Small Cell Squamous Cell Carcinoma","SEM-Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)","Q1-Lung Basaloid Squamous Cell Carcinoma","Q1-Lung Clear Cell Squamous Cell Carcinoma","Q1-Lung Papillary Squamous Cell Caricnoma","Q1-Lung Small Cell Squamous Cell Carcinoma","Q1-Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)","Q3-Lung Basaloid Squamous Cell Carcinoma","Q3-Lung Clear Cell Squamous Cell Carcinoma","Q3-Lung Papillary Squamous Cell Caricnoma","Q3-Lung Small Cell Squamous Cell Carcinoma","Q3-Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)"
"ZNF671",0.998697833825625,0.957650954030742,0.999999052642536,0.967349715560902,0.961857853189532,0.88589722577831,0.935008371460322,0.999990361809134,0.997848403782713,0.907056693052461,61.6057066666667,79.4574,82.49675,20.0588,74.4238907922912,17.0164966729669,NA,30.6628381197474,NA,2.86952327270043,25.65335,79.4574,36.962175,20.0588,33.4946,75.75525,79.4574,96.03295,20.0588,96.17685
"ZNF416",0.928318437326774,0.605841018113441,0.619305697103391,0.8807216641489,0.999979435937491,0.5361191432982,0.803638493249561,0.794543134137356,0.8640928871368,0.715527281561392,146.68232,194.7674,106.733833333333,202.728,129.960105353319,13.8294229018464,NA,35.1101711796327,NA,2.65635235334427,110.98345,194.7674,53.15005,202.728,88.04155,158.25615,194.7674,126.88495,202.728,165.8137
"ZNF586",0.720613440859904,0.978040212399723,0.881933003961138,0.996739214298934,0.768083496256999,0.97583094032367,0.920375795304456,0.820059558240672,0.999886853392689,0.977928140974028,195.597313333333,75.0969,169.510983333333,229.3795,175.243277301927,24.9253354993208,NA,26.3894943017282,NA,4.31907704374184,142.79645,75.0969,113.109075,229.3795,113.7558,224.2755,75.0969,221.58715,229.3795,218.66765
"ZNF446",0.515552815655064,0.99727301709799,0.657391804701511,0.957478175138461,0.968259757734933,0.985870783269159,0.999590142116043,0.449179667922569,0.984649536987685,0.938687337507839,224.83052,388.6676,241.163966666667,297.2506,219.352601498929,27.6128210584145,NA,39.70520193458,NA,4.66000511295457,148.4492,388.6676,170.160625,297.2506,155.09355,297.0758,388.6676,320.7481,297.2506,265.33885
"ZNF8",0.138630352769659,0.277297665275418,0.0169324816436511,0.130590037953917,0.999999967231999,0.0156303762164552,0.363449140422072,0.0340508616687962,0.770624532399617,0.0314533224707738,140.77484,277.2045,86.4400166666667,278.7697,113.661627623126,24.8354277938628,NA,18.2647832652789,NA,2.5595255063313,86.99645,277.2045,64.353675,278.7697,75.0238,169.0282,277.2045,94.111425,278.7697,139.3579
"ZNF264",0.849819359497886,0.999926723052296,0.893930139444126,0.994811300220604,0.991509677949747,0.997769871362862,0.995720756969805,0.78364340216726,0.994687380273659,0.986664226153954,672.814946666667,971.8992,691.370966666667,789.7834,644.553178586724,76.9829509877571,NA,158.759048142357,NA,13.1635024362752,468.1012,971.8992,398.275975,789.7834,438.0649,893.0892,971.8992,1035.3707,789.7834,802.54715
"ZNF213",0.999732849939039,0.478566497390483,0.894222730585608,0.999351003350106,0.999999692074738,0.876388967457775,0.708848710331868,0.984804384164056,0.803844171120041,0.978926739680275,402.2325,366.7636,547.754866666667,357.8497,463.860670235546,47.5183146176162,NA,86.3987041391658,NA,8.53670415462096,292.5617,366.7636,402.871675,357.8497,338.8791,513.19365,366.7636,636.3668,357.8497,543.64965
"ZNF343",0.984370871181745,0.999194999152892,0.972597177925624,0.832087971949807,0.995561738951074,0.799557327336051,0.995383146380497,0.967289592614313,0.999999177161824,0.761021821875678,317.52218,392.4419,301.249016666667,466.1674,303.707015631692,31.0189355397929,NA,52.6384059286716,NA,6.37273485103314,231.0381,392.4419,195.54545,466.1674,207.8845,374.2227,392.4419,401.38145,466.1674,367.37775
"ZNF302",0.999999999997659,0.0250923394864516,0.669794866454608,0.996983210855332,0.999137474026673,0.458761865209538,1.31230675215477e-08,0.483352517178962,0.991782063240014,0.279251214853323,807.193186666667,807.655,449.777533333333,895.4266,404.258493147752,172.446040144212,NA,52.1038549101674,NA,10.4075681574973,406.30245,807.655,416.978325,895.4266,264.7986,730.40325,807.655,530.37665,895.4266,480.24865
"ZNF268",0.774428079752717,0.986675531254324,0.669231381595375,2.02062090415289e-06,3.38256440869378e-05,1.94692727171208e-05,0.678000251708802,0.914690086508228,0.60231887257106,1.29565036588453e-07,326.9727,178.7791,357.273966666667,1000.8024,284.077075374732,37.0612020928125,NA,90.3890530986714,NA,5.6284399993372,221.36185,178.7791,208.23455,1000.8024,199.26825,424.71745,178.7791,545.69735,1000.8024,354.8944
"ZNF184",0.810758293452049,0.190902602530904,0.999994149923557,0.0045829080903903,0.00761767060930474,0.000182881781006561,0.00336204019553143,0.999730574605334,0.998889726432222,6.56190126927525e-05,351.15498,232.5581,240.6524,731.479,252.169130620985,40.5697192215494,NA,39.3855460839803,NA,4.78007061782972,264.3863,232.5581,189.702075,731.479,176.704,439.59325,232.5581,256.905025,731.479,302.12865
"ZNF500",0.999987757383617,0.99999662540108,0.999967199450775,0.0902230689596015,0.392435933432402,0.10986132504144,0.97962860411948,0.999297985004789,0.998461789842573,0.0500651363734562,235.595913333333,243.2171,233.014216666667,458.6788,222.772205781585,31.7379145691513,NA,39.1021480789433,NA,3.91551681980688,140.4806,243.2171,168.492025,458.6788,166.35195,263.3952,243.2171,259.454425,458.6788,265.76765
"ZNF419",0.169499674800736,0.881305050534506,0.0805972866151048,0.997950955294761,0.62613728710346,0.952299642496468,0.910137776928511,0.0858557124178504,0.98147486225794,0.982198480047916,188.299486666667,377.907,150.9747,214.7633,169.67796509636,15.604402010693,NA,16.910750171868,NA,3.84663794567593,143.0383,377.907,114.083625,214.7633,114.07525,236.97545,377.907,179.747275,214.7633,209.70455
"ZNF175",0.149017213142611,0.999471509024427,0.149572768796398,0.994786810545046,0.285517688800521,0.99864886489644,0.736459038959472,0.0574489774499175,0.985028700508476,0.999986589236722,135.59374,281.0078,129.043266666667,110.4573,115.849420770878,20.1440614866346,NA,25.1420730648272,NA,2.81559097439382,85.8175,281.0078,77.11125,110.4573,73.90645,171.21185,281.0078,164.510275,110.4573,155.5948
"ZNF14",0.999909443588788,0.999999569652051,0.999954999104679,0.999913459482364,0.999601309333687,0.999884726680523,0.823324624658737,0.999928235761009,0.96884027561834,0.993237811082853,194.906566666667,180.2326,193.10855,209.4143,166.816319271949,17.9279422669266,NA,35.0556362311564,NA,4.68654130952004,160.22135,180.2326,130.275775,209.4143,111.46055,231.58365,180.2326,249.117125,209.4143,207.0246
"ZNF85",0.997908097196101,0.744686369769864,0.999237074233578,0.969607036635286,0.95834057084493,0.781107063292922,0.736118785404569,0.999999999997194,0.968141845068171,0.866553413078822,91.93632,69.2829,50.9565166666667,137.7374,69.4148167023555,18.3552742279244,NA,17.8744667851551,NA,3.24930004915923,36.1103,69.2829,12.614375,137.7374,25.0279,130.1282,69.2829,75.7841,137.7374,94.7081
"ZKSCAN1",0.993131617647164,0.896281934870772,0.92744619336349,0.00338525033118076,0.144040572919109,0.00134924365009681,0.241721422323113,0.865254563028643,0.999109388171234,0.000260344112296362,1005.67474,1177.3256,835.690866666667,2451.4576,795.272702997859,129.173352651651,NA,259.434051871362,NA,17.7262675676484,765.27195,1177.3256,431.122325,2451.4576,546.60555,1161.26025,1177.3256,1072.00795,2451.4576,958.709
"ZNF862",0.988736369519906,0.995635641816945,0.969694982793891,0.736350526135846,0.722366542422092,0.854057260907529,0.417816826457833,0.999998847978521,0.531688176778183,0.424194069448697,423.56938,319.7674,461.46745,686.0123,329.614679229122,75.1510554123742,NA,97.2642435640722,NA,9.4352829380417,197.38505,319.7674,333.8622,686.0123,190.80615,565.4168,319.7674,576.133675,686.0123,411.52265
"ZNF684",0.585217581413112,0.811350637774212,0.324377860276842,1.74009812492493e-06,0.0420800658416415,4.5260758940735e-07,0.988085724080723,0.471708562101593,0.869374565329028,3.61982029795094e-07,51.3989933333333,93.0233,36.9137,201.9256,47.8501642398287,6.36388427278323,NA,6.15639022604426,NA,1.28076181045413,29.5329,93.0233,23.41945,201.9256,31.33885,76.7301,93.0233,47.2092,201.9256,57.63635
"ZNF430",0.992922614980776,0.999989481579526,0.995856942898869,0.998890737011482,0.999955014933666,0.999498646605884,0.999993360878673,0.993274413377483,0.999998571869189,0.999057842363441,139.637953333333,101.2597,136.185833333333,115.8064,137.967303640257,13.8885473791345,NA,26.4484304587584,NA,4.05342243660674,94.28895,101.2597,107.381725,115.8064,84.8638,183.06715,101.2597,151.539225,115.8064,169.70385
"ZFP30",0.841749355556745,0.144156783013902,0.259707540741844,0.986273863021779,0.995630233499126,0.549581569570633,0.000392670998174749,0.202141872955005,0.999994633228388,0.490386676661486,355.718226666667,503.876,200.364066666667,429.2592,204.357059957173,82.3153286160531,NA,44.2488583213373,NA,6.03990405604898,193.76405,503.876,106.372425,429.2592,120.2362,380.4534,503.876,271.472025,429.2592,251.85685
"ZNF549",0.722296737730331,0.969988648559529,0.578061684395296,0.00494024783538649,0.479454888388231,0.00310606574072214,0.997597236660854,0.644676887685584,0.983709874233677,0.00244114423196873,160.900693333333,296.5116,128.859766666667,538.6467,151.952985010707,27.4384130272775,NA,43.8033516083466,NA,4.86065732334981,60.72365,296.5116,89.495775,538.6467,73.33075,229.25135,296.5116,134.13145,538.6467,203.43565
"ZNF211",0.0972725064313695,0.89880448703835,0.282545546895302,0.422352157508905,0.981482975239425,0.725013184631329,0.981664785217551,0.113763403362337,0.956548203424545,0.478739011294695,189.77048,486.061,239.802483333333,395.448,206.533133190578,17.1058267533198,NA,45.6177018523176,NA,5.41250249264237,153.68655,486.061,161.127,395.448,126.98845,234.72135,486.061,338.0269,395.448,257.52645
"ZNF205",0.997470800607747,0.974410479369471,0.977322812845241,0.902643978846319,0.994295799547604,0.798220657363382,0.957237877491694,0.985148713472703,0.998902698047632,0.809217120759942,238.403726666667,202.3353,269.3963,141.4121,257.802102997859,23.0555892008785,NA,38.5736154694976,NA,4.94121285718682,176.04295,202.3353,197.7905,141.4121,187.70205,283.67545,202.3353,332.219875,141.4121,307.5048
"ZNF45",0.975874249946916,0.662842809221815,0.999999723611589,0.726095759978756,0.665054234648147,0.380412053451944,0.49768633577081,0.999683492330619,0.980669606910502,0.433754320266364,301.53038,233.5271,229.555283333333,443.7015,255.033103426124,31.5429430665775,NA,28.9968595144993,NA,5.1241376418869,230.39705,233.5271,195.830175,443.7015,181.51505,374.88305,233.5271,278.25305,443.7015,306.7492
"ZNF133",0.98137374424514,0.570622585880238,0.753919039181763,0.776474171297119,0.992263684786802,0.391947541130367,0.387768572194379,0.83770510972352,0.972736281865882,0.460964611842571,455.420886666667,548.4496,338.615033333333,649.3715,379.651914132762,36.971343309065,NA,43.7854908904663,NA,7.56647194027166,365.93875,548.4496,280.403425,649.3715,266.59805,517.0264,548.4496,333.1154,649.3715,443.85345
"ZNF436",0.96579349242649,0.999986711082376,0.963781071888704,0.999999888960891,0.987613817132473,0.999999991613826,0.993418136943868,0.980047732872232,0.995929550361652,0.999919164042314,807.925513333333,549.7529,824.072966666667,818.3552,765.731132119914,99.5817497079134,NA,209.909489944604,NA,17.5959055703235,563.8682,549.7529,529.884325,818.3552,506.30035,1018.2362,549.7529,1213.20345,818.3552,934.47455
"ZNF484",0.989896243280951,0.999998606898506,0.992979014843062,0.999408668103087,0.986371053540985,0.999271782495068,0.999949602786941,0.985538448742505,0.999921645441847,0.999625916967574,100.027,132.7519,101.643633333333,84.2471,97.8708218415418,7.03911070351118,NA,17.873356276586,NA,3.16064765775403,88.84195,132.7519,88.019375,84.2471,66.60935,112.01345,132.7519,108.628375,84.2471,113.2143
"ZNF780B",0.0888609386776835,0.696811217020796,0.0249001275608083,0.988004226702838,0.182511897147065,0.999971356959146,0.45236208364986,0.0213776124482206,0.991471010659549,0.999994398197957,388.136606666667,1005.3295,239.966216666667,267.1837,283.946457815846,100.374227130341,NA,50.1514398718084,NA,10.7569683623489,182.92115,1005.3295,152.206475,267.1837,164.69945,398.4649,1005.3295,304.312475,267.1837,326.1985
"ZNF557",0.993421988943215,0.748288373971326,0.999921665764749,0.99443000191596,0.999999993451211,0.999874848129611,0.60390130345606,0.999997473453834,0.98738239907012,0.999999454990054,213.014853333333,174.9031,161.9778,176.5178,179.970609207709,25.7997945453703,NA,47.2241816278977,NA,4.02160373971656,122.4319,174.9031,66.507075,176.5178,121.92645,254.51045,174.9031,227.639575,176.5178,219.0844
"ZNF337",0.0484600563065821,0.335842721418735,0.00521345370050774,0.786031749024342,0.764791671004262,0.305847282221933,0.3981438653889,0.00920472001749806,0.820440743330307,0.475211225347417,658.733946666667,1440.4457,410.28305,982.3883,531.6241,67.0729540894198,NA,33.4839126920352,NA,12.8211542435752,510.46305,1440.4457,367.165075,982.3883,353.58785,817.44665,1440.4457,476.3642,982.3883,655.50575
"ZNF317",0.840317893087516,0.809803198486431,0.987538198159102,0.69254546081766,0.99968286215492,0.943903219884332,0.21717961498881,0.98616375726007,0.999996725607193,0.934576676663103,912.52122,614.3411,764.7685,537.5769,757.687684154176,100.465139131219,NA,163.264787384037,NA,12.6848341019973,693.68125,614.3411,442.8051,537.5769,581.32305,1052.84685,614.3411,1064.146125,537.5769,898.5676
"ZNF426",0.978340878790335,0.572708336865102,0.99996437368456,0.997966329709443,0.999679751561394,0.996134384227031,0.0591150486396733,0.999972113607488,0.999999535196998,0.995556495302839,170.12234,129.3605,121.089266666667,148.168,122.151206852248,25.8267691772792,NA,48.7097300619063,NA,3.07273238291296,110.15,129.3605,31.8935,148.168,78.05,199.0223,129.3605,205.856075,148.168,155.7314
"ZNF331",0.960310001575676,0.999845644203258,0.950797752079526,0.999992392655435,0.99204215008362,0.999899981692219,0.9999999889156,0.956506920610274,0.999644055965976,0.999992967286059,428.840913333333,744.186,393.828733333333,464.0278,430.58581627409,50.7680817049114,NA,160.482614791102,NA,20.9927992145933,300.3059,744.186,170.696425,464.0278,228.1686,533.6948,744.186,411.5666,464.0278,521.45945
"ZNF227",0.996345749425071,0.998541629421665,0.999498514617251,0.211572158995178,0.365999876338703,0.197425216105457,0.471765085103955,0.999997586443605,0.953746019767893,0.0681099454030284,331.579433333333,286.3324,314.855233333333,597.4164,279.405657601713,33.8995641957458,NA,56.1864656168409,NA,5.58474561804977,266.4137,286.3324,236.49485,597.4164,194.08925,348.3087,286.3324,363.110225,597.4164,330.62465
"ZNF141",0.903983383154459,0.354305805969999,0.999999954150117,0.999197267015725,0.92368515968524,0.829062949444776,0.0194440979831941,0.999971859277711,0.999631409755773,0.828757931291741,83.0357866666667,49.9031,50.73685,92.2707,53.7540925053533,8.71701699042831,NA,9.03626978344309,NA,1.69498939186891,65.59585,49.9031,35.157825,92.2707,35.89565,100.8003,49.9031,63.0327,92.2707,64.2121
"ZNF304",0.62258563107854,0.738640803564359,0.322406744427925,0.370446013541619,0.998423658013428,0.154928604815433,0.917397761952548,0.451348595559111,0.897188207433393,0.228111782348876,350.640753333333,560.0775,265.653933333333,619.417,318.843465524625,41.1778642091284,NA,73.3762054030218,NA,6.62033080552688,271.0545,560.0775,141.72175,619.417,220.73295,445.88475,560.0775,372.773475,619.417,383.9767
"ZNF132",0.999177506375297,0.972499613238818,0.986192637587683,0.83409128810248,0.977557717279153,0.706726404000704,0.993593928069153,0.999899753309931,0.859211466941697,0.869080746774581,66.2524533333333,55.7171,78.5461333333333,21.6635,61.7226349036403,12.6205132360541,NA,26.2277755031908,NA,1.88506272703855,22.6719,55.7171,42.162775,21.6635,33.41205,90.48005,55.7171,81.138475,21.6635,79.87065
"ZNF20",0.934750197473489,0.380814909277743,0.999998672521612,0.996928802448908,0.997691064479055,0.990002582463845,0.00716914029357418,0.999993491261827,0.999998683202062,0.984577268896753,135.930526666667,101.7442,99.5067166666667,120.8879,98.6573301927195,16.7523045993066,NA,21.8353315720862,NA,1.90268280683488,101.21165,101.7442,64.55935,120.8879,70.6739,160.8396,101.7442,136.48615,120.8879,118.0915
"ZNF670",0.999996221193458,0.0223370181428035,0.620775592609091,0.000562816932018095,0.0305768836646266,2.56957268029989e-06,0.0013259379520687,0.82126766852292,0.806683407728723,3.12891885434485e-06,133.597346666667,136.5649,67.9972166666667,321.8909,88.3230725910064,9.34539771737871,NA,11.3951009733837,NA,2.09953810344501,106.92135,136.5649,50.5653,321.8909,57.29715,161.19325,136.5649,86.76985,321.8909,107.776
"ZFP37",0.984901277403937,0.164893464437086,0.987044208988796,0.164247292646209,0.716765310871174,0.782617054718203,0.000184553475308991,0.976407628181989,0.999957388394731,0.75891069884123,109.15008,85.7558,62.2663,8.8259,60.1853736616702,17.5002302598816,NA,25.4012382264723,NA,1.94402235866574,69.8183,85.7558,20.790425,8.8259,30.18875,135.62585,85.7558,109.7624,8.8259,80.8594
"ZNF189",0.944080422066982,0.610154846985629,0.999990678272321,0.999739318326674,0.959959450845373,0.925976154849992,0.0129467533195261,0.999996726917241,0.996379883005147,0.842643831483798,582.566866666667,441.376,457.110466666667,617.2773,430.153883940043,50.781325636485,NA,64.9697097837891,NA,8.40830657398686,471.9964,441.376,341.777375,617.2773,305.04085,692.73255,441.376,590.483,617.2773,517.0516
"ZNF434",0.999995244888802,0.951182382837469,0.999014141730191,0.87427443873861,0.966751954473824,0.976338959851592,0.999965131523509,0.99999938247788,0.93668958700378,0.873803713400048,345.49436,338.1783,308.931833333333,242.0433,342.433801713062,20.1511647991111,NA,60.035277471104,NA,4.85239895499355,312.8517,338.1783,216.900425,242.0433,265.60935,377.29215,338.1783,327.1494,242.0433,398.8793
"ZNF287",0.220810335059251,0.997839590968185,0.200375944009158,0.961388580092595,0.253494759746471,0.986779151088214,0.250114679351083,0.0550539278460542,0.885631276047634,0.99983533494408,126.874386666667,239.3411,118.970766666667,90.666,99.1994286937902,20.0909050082888,NA,34.0035347066318,NA,2.33070247295944,71.08195,239.3411,67.475825,90.666,66.89115,178.53215,239.3411,170.81345,90.666,124.7581
"ZIM3",1,1,1,1,1,1,0.995289112356687,0.999976302186541,0.999184380343848,0.999976302186541,0,0,0,0,0.141707494646681,0,NA,0,NA,0.066068037786154,0,0,0,0,0,0,0,0,0,0
"ZFP14",0.683665399891875,0.00645352544343747,0.998880899762256,0.999999999710008,0.871673035607769,0.544959825721155,1.46277348012092e-08,0.998957281079056,0.999996429404365,0.48371401445122,333.133666666667,191.376,161.206916666667,333.7791,163.91288137045,72.2395871907019,NA,23.1719289374078,NA,4.38957428592135,181.06265,191.376,112.1778,333.7791,104.45375,303.29975,191.376,199.84145,333.7791,206.53765
"ZNF473",0.995067504660012,0.16913087910985,0.64570150742381,0.63683783131783,0.950179477497476,0.138928844386657,0.866903834121738,0.965057817876762,0.265489394367844,0.443989194763129,360.874126666667,417.1512,210.379166666667,560.5777,325.239742184154,30.0240478544536,NA,39.1988928020139,NA,6.50245630304522,287.22905,417.1512,151.0429,560.5777,218.46985,371.4229,417.1512,266.714675,560.5777,397.93455
"ZNF614",0.999767191811355,0.960920112305431,0.999931495356615,0.990445772486417,0.989975298570569,0.945075575503897,0.97259507968864,0.996898905058773,0.756398024073366,0.997791455250328,233.033386666667,202.0349,178.199366666667,313.1853,260.028717558887,31.1048700273597,NA,59.8697195131098,NA,7.80115730893949,194.0921,202.0349,107.434425,313.1853,152.92185,307.6621,202.0349,163.21,313.1853,305.94255
"POGK",0.65180744768573,0.728338042437838,0.944729215459201,0.805762331022011,0.374913761122088,0.493319761514517,0.009023976258699,0.98307826349534,0.966157328063694,0.266480910595265,2502.15274,1439.438,2050.17958333333,3361.0591,1847.79658865096,248.516855170565,NA,498.957811849347,NA,34.3009361196908,1967.695,1439.438,1191.8209,3361.0591,1400.1969,2764.57905,1439.438,2317.4188,3361.0591,2073.84485
"ZNF514",0.515734993933464,0.607797549842295,0.20337625356507,0.992891924410138,0.919723465316901,0.831394323736042,0.0229086946888586,0.113986679359458,0.999272516193547,0.732631887643179,358.6026,616.2791,248.926716666667,428.9917,233.321659528908,42.818615349446,NA,46.9575267512633,NA,7.34981186113879,202.89395,616.2791,177.006875,428.9917,136.4471,443.4431,616.2791,325.489825,428.9917,289.33635
