"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF676",0.999996115494245,0.971897509260712,0.973096782980271,0.99988000542227,0.99983323011436,0.999991850487677,0.989764111221903,0.98892977041154,0.999611919888938,0.999577678099189,4.17971826923077,4.2751984375,2.69071794871795,3.21086,1.424,0.739398425892509,1.60115140577954,1.21196103463435,2.3832897256943,0.552690014987304,0,0,0,0.5176,0.279325,1.876275,1.59175,1.81995,1.6807,2.153675,6.07252352941176,3.97933992015968,5.2889,0.5794,3.95565,7.87085,0,1.8069,0.499848354412151,0.623135180640944,0.655302511531833,0.109550190020609,-0.609767033832928,-3.19033610812607,"LUSC"
"ZNF699",0.99999664929765,0.675221607419618,0.753956209437486,0.998363729162348,0.998714605087149,0.999677734657283,0.815920645517156,0.81531051951921,0.543271874959995,0.874817998209216,32.1825048076923,32.0263015625,26.775658974359,28.99828,42.88805,1.35491815978995,2.14362176717952,3.74754814898809,4.41183187818847,13.6405807967928,15.8728,16.006325,13.19415,22.7743,18.91765,41.031,40.8297,31.93695,32.5511,56.664125,34.4252823529412,31.7357954091816,33.6391,25.9851,27.8755,43.18985,15.816,40.5114,1.64093481683808,1.07506400582148,0.92187465839246,0.772467158752761,-0.117357485239482,-0.37245449638386,"LUSC"
"ZNF250",0.800347634950192,0.60422973639078,0.957308786763028,0.979536660671337,0.998084111152819,0.999999897227596,0.999671374898035,0.999987517835655,0.995901433972048,0.998453130732186,194.899538141026,184.8989,173.988782051282,172.93332,187.982466666667,5.15615835072003,6.60438070299366,12.49922948654,32.7756853716806,25.944167678519,131.274075,134.995375,105.45035,130.9524,137.4388,231.229475,210.844,212.2816,201.6544,221.810775,201.866317647059,189.499650898204,201.6012,173.3655,185.85995,229.7624,128.5182,226.5674,5.93055005609965,3.81836457515115,0.938738334889147,0.859942797959536,-0.0912050196129342,-0.217687397682819,"LUSC"
"ZNF79",0.999966740344425,0.734579284953146,0.817937994664007,0.999779430333025,0.999639296341727,0.973903721923276,0.995773764934793,0.997031434904486,0.999948052346144,0.995227613406435,107.101157371795,107.57559921875,115.667453846154,103.82402,113.450766666667,2.16894136088145,3.9260811443928,8.20822280605434,18.242680662759,10.9806428027284,78.438475,77.6484,85.2826,88.5319,105.7544,129.74395,129.74965,127.18765,129.3996,124.5175,98.4459,107.875053293413,91.063,101.0929,81.54415,114.9181,79.2239,129.6588,3.18651693671454,1.82261850411808,1.09578005070209,1.11014242886793,0.131958243913363,0.15074478309742,"LUSC"
"ZNF681",0.99970088144374,0.999999931189625,0.999986423860351,0.871870582400573,0.857307931067977,0.888524786362287,0.999590765051315,0.999105478545891,0.999616487295291,0.978604281365478,86.4054163461538,84.30977890625,85.9895717948718,131.692,95.31145,5.76700694407308,10.178548036819,12.8632290404765,76.3382449563323,20.6879798674939,19.132625,15.82005,29.692,26.4078,68.811975,107.05645,104.5834,112.72155,168.4874,127.958175,62.5191058823529,87.4570075848303,62.1359,59.0184,44.71005,79.41195,19.2421,108.855,3.48315073837446,4.67603341520684,1.39888449059724,0.949827716344336,0.484276840470867,-0.0742622396712006,"LUSC"
"ZNF766",0.99986323883851,0.961008338548376,0.983108393899723,0.998243694399655,0.998992010549559,0.999999316622019,0.733522755126438,0.719707927112706,0.615452569327627,0.826585530095646,413.055482371795,415.5930046875,430.798035897436,433.84298,334.9798,8.39944129802837,13.4720856457072,30.4289838032671,112.485961137759,49.1136980685158,310.707275,309.07735,326.79945,274.4133,270.961675,491.0949,490.093625,531.55045,429.5146,416.778825,313.553456862745,413.4475750499,305.3364,396.5468,264.7979,358.6106,307.4811,492.6602,10.4984828927598,6.89912400194428,1.3185872010044,1.29872101721249,0.398992982879875,0.377091553718231,"LUSC"
"ZNF471",0.972698171261326,0.859710687096864,0.979801196928698,0.949954229572049,0.978219749354704,0.99722450385394,0.99041037106992,0.99814027008347,0.999998179363186,0.999423927672285,62.4049698717949,58.0576984375,51.078,40.3035,49.5066166666667,3.98361516374191,5.76913528087127,8.33410827754124,22.8983839495498,13.6254398362136,14.844575,12.6043,9.14035,16.699,28.42415,84.89015,82.4793,81.90145,19.6821,65.15735,116.265876470588,59.7319271457086,114.4248,36.6625,93.91005,134.4554,14.0598,84.2144,4.5993998075355,2.97811235213781,0.513752865061994,0.320406939754319,-0.960853560547144,-1.64202269919843,"LUSC"
"ZNF836",0.887940070915764,0.259385398987612,0.66433387466775,0.974978692481371,0.928639408680745,0.696929802381781,0.99998387138452,0.999910087637063,0.957578202836286,0.986411364861243,95.2353878205128,90.9582046875,80.1138256410256,107.1847,93.5642166666667,2.59599287386231,3.76054442283798,5.21486235902597,29.8157555595695,10.3879436239459,62.567425,60.528325,53.5417,68.8406,72.277725,114.565775,112.347225,99.8527,113.9288,111.418025,112.667676470588,92.7298397205589,110.8578,85.9328,96.84895,125.0198,61.2537,113.8355,3.40946978226256,1.96680079388143,0.823038537985346,0.775162415274342,-0.280968109855711,-0.367429473324049,"LUSC"
"ZNF493",0.971024463940819,0.153780936608434,0.400354340292695,0.999994096525082,0.999528313074716,0.903387356594692,0.992947252626996,0.998899143282175,0.989209982004327,0.996952818835476,86.621721474359,81.63165234375,57.195258974359,89.0702,73.1827666666667,4.45224902115361,7.02415759070606,5.57647165592984,39.8251745453802,8.61803203818082,37.650225,30.5703,28.165,42.8571,63.5215,116.442425,108.29805,85.63435,75.3398,78.7684,203.782860784314,83.3479880239521,179.5245,63.1158,149.2597,247.9289,34.3811,111.6894,11.3270312604886,3.39304775955724,0.409003915752113,0.351572069550396,-1.28981343947312,-1.5081076339672,"LUSC"
"ZNF167",0.210008735635612,0.319043371256401,0.982796909980468,0.99992837315284,0.971558120652431,0.928811232433553,0.971444147719381,0.999990869322896,0.999884627685613,0.985000977974949,52.1193564102564,44.781396875,41.5200666666667,54.09652,43.68815,1.94651157613093,2.77049172835013,3.5286505591344,24.0830420338752,6.19979043596099,30.1066,22.47205,26.342,29.1262,34.4534,67.8301,56.6382,56.038,41.6351,48.4029,60.5809862745098,49.0825918163673,58.6473,43.3628,47.75975,71.6153,26.806,64.1207,3.34146830098131,1.46387237256446,0.810197965314727,0.739382716680904,-0.303653632961061,-0.435606774448728,"LUSC"
"ZNF565",0.982638900836502,0.96014282773233,0.87860947091465,0.999995514014558,0.999997186017692,0.998056767673942,0.76772932636999,0.846520995546348,0.650156282707287,0.945037279017184,75.1976310897436,72.98036796875,79.7005538461538,74.03058,56.4498666666667,2.1623906275018,3.59020538081195,6.38095569481788,13.661825985109,11.5002431533618,51.795325,47.8854,46.57625,48.5476,41.355525,87.682175,87.14585,101.06035,96.5178,69.463875,54.800568627451,75.0441121756487,54.7635,67.7825,46.74725,60.0258,49.0066,89.6717,1.4348788323361,1.76679995233259,1.3694038958942,1.2377313356524,0.453548021952825,0.307698194369958,"LUSC"
"ZNF34",0.996615963820603,0.971824785181079,0.936510102996274,0.995709144895344,0.991207042309633,0.99992331823775,0.803731454579267,0.763045691367805,0.930948713463734,0.989835998123004,105.186968589744,106.951696875,100.189297435897,97.12936,83.5753333333333,2.7183072392214,4.28720121864785,6.52259147604749,21.7226707709158,10.3168917358433,74.71475,77.1487,73.3949,64.7059,72.2886,121.667625,120.988025,120.60185,120.2839,87.392475,131.011082352941,104.80635249501,132.6531,97.5736,107.76665,147.601,74.6924,121.5259,3.92700372402317,2.1104830808424,0.799980815460053,0.735554615760958,-0.321962692103001,-0.443095627693934,"LUSC"
"ZNF140",0.987079894034322,0.962798083948482,0.892856617347564,0.459950563986535,0.400063588722365,0.669011420377996,0.0834049569251946,0.122242876160152,0.0635863310573282,0.0262215786015928,430.906752884615,422.27024765625,449.523317948718,553.36012,259.50275,9.78615463568948,13.1423453043442,22.7110067411945,72.132846336391,26.4784424303464,316.449525,333.05775,339.9563,475.3398,209.86925,504.799875,503.770625,531.2006,614.2857,292.4641,395.877417647059,429.367848902196,382.2699,406.4475,335.89365,433.56365,317.8147,506.9366,14.6280669182228,7.5305565019469,1.08459798352276,1.06324745945208,0.117160393219378,0.0884774077590993,"LUSC"
"ZNF658",0.993624286107416,0.999110998738405,0.999999999753711,0.0340268327209396,0.0282488799155279,0.0399591687107942,0.792010669158143,0.851929691162666,0.871993341966107,0.030991762325253,54.5510368589744,53.1864546875,53.219117948718,94.9131,40.08505,1.71803676041562,2.89056494438335,5.10612091640418,20.229966673502,5.86581866527029,32.9004,32.272825,31.76595,74.5647,33.356475,68.11545,65.634175,69.8177,114.1748,50.06625,45.873337254902,54.3594810379242,45.0206,48.753,36.0023,54.85095,32.6389,68.3256,1.88311536535158,1.39698224868001,1.18499076567871,1.08290427048951,0.244875816624434,0.114905713311599,"LUSC"
"ZNF765",0.681990849954583,0.360126766855641,0.104171536625871,0.380122260471856,0.233255693086982,0.8333630571342,0.519057964582841,0.741972870000574,0.188957823777911,0.117008990255356,246.488629487179,230.93590234375,281.418407692308,337.4436,173.695316666667,5.92652372163973,8.65346525289972,31.0281363972639,71.6000716273175,9.28530339437603,183.798575,169.31405,182.72915,236.1847,165.6407,286.302725,273.3981,307.0676,379.8058,178.585575,204.526035294118,244.866770658683,201.1078,223.0216,179.49555,215.836,175.2078,285.3933,5.19930289755503,5.07454448992511,1.19724009858478,1.10896544042548,0.25971250424653,0.149214406343934,"LUSC"
"ZNF124",0.862044614629899,0.999874586685905,0.993326063280709,0.999318789946668,0.990800441299331,0.998682553142406,0.659551270320642,0.814181715982486,0.745654490756525,0.809329133451373,88.9264358974359,84.06750234375,87.6999615384615,93.91456,62.76445,2.6991807255405,3.6687855197003,9.68446158849578,13.5125206943264,9.70360894213247,57.31785,53.178025,44.3085,69.6442,42.914075,107.35575,108.168425,102.75345,109.6932,76.949425,72.6687705882353,87.3999467065868,68.5789,75.9071,57.58095,79.9105,55.1107,108.1602,3.35135200283706,2.0859714678681,1.20271673786561,1.10685794027026,0.266296901037356,0.146470071244008,"LUSC"
"ZNF569",0.999956339332523,0.978729532017147,0.990314022724064,0.939429201101533,0.93421947505482,0.88315499270645,0.98226369769961,0.979420038616627,0.947802680841547,0.999643058309244,104.857575,105.86953515625,112.838061538462,76.51494,86.4166833333333,4.4024028131769,8.10314354427722,13.7245757297563,18.5676626829981,17.6880899356303,55.344375,42.587175,74.3812,46.1771,60.812575,136.53155,133.103375,132.08885,112.4393,96.9884,104.658884313725,106.423314770459,93.1082,89.5279,88.0055,122.9002,55.0034,135.1253,4.01172462657516,3.71445876596197,1.01685886934782,0.961546888458804,0.0241194602958478,-0.0565708846465368,"LUSC"
"ZNF777",0.632313204745261,0.445894713798993,0.941128145013964,0.532933079250067,0.34630286910149,0.235422911101326,0.974575620334403,0.879026033958721,0.740700232150518,0.946871381956237,539.040763141026,570.9520484375,601.387464102564,386.95766,484.7997,12.4618218435175,18.7992366415416,37.0718701854362,53.1826846986931,78.8013174746802,387.716425,413.70555,473.6469,355.0725,346.4773,633.607625,688.321325,683.60965,414.8372,632.460425,379.163592156863,550.801319760479,378.8408,517.6225,301.04165,445.06505,391.6129,671.2396,13.5458665553386,9.83592054057611,1.45267460049964,1.36633250695279,0.538711575083441,0.450308616685928,"LUSC"
"ZNF605",0.961702179071608,0.993017723040812,0.935044425387537,0.633595795395442,0.542624544023791,0.77000129065193,0.991873463275215,0.973706468759937,0.999101925607327,0.948762267148104,315.674027884615,326.46655078125,304.614984615385,220.17156,287.7504,8.19204107085099,15.0075247560109,25.9055827594183,51.5145434307303,29.4598393997885,219.8115,221.3612,197.3835,155.8824,235.020525,398.542775,400.622925,395.71185,248.932,314.954975,243.480425490196,316.970382035928,239.7804,285.5346,205.0565,272.17535,219.5504,400.1264,8.5716213090319,6.81485279029848,1.30183106669777,1.19081709764434,0.380542248004383,0.2519518409224,"LUSC"
"ZNF799",0.796774449799802,0.501887568148928,0.212294379885213,0.770675680406364,0.621037368955843,0.983489158749866,0.999999970993286,0.998955512727017,0.969288896626991,0.903842727591243,100.992131730769,94.84668203125,115.164176923077,128.5099,100.584433333333,2.9481583413783,3.77593163693956,12.8122399310056,15.1826763031753,14.0179764024547,68.02115,65.368125,68.46095,116.5783,79.794225,121.985925,112.987075,129.3099,142.5243,123.11095,150.865117647059,100.955535728543,142.1592,94.2063,123.12645,164.64945,67.919,119.7966,7.90304756522802,2.34451274367368,0.669177456678377,0.662681697702294,-0.579539250357071,-0.593612020046373,"LUSC"
"ZNF782",0.978856270956971,0.999996300750943,0.995184857971328,0.835795159024149,0.772894342949523,0.870347043624135,0.995101927456982,0.984371658531833,0.997057944716314,0.986354261176123,47.9598926282051,49.48916953125,47.6858461538462,36.03326,43.87825,1.49996886265059,2.19872813042536,3.11387204952414,7.13621387814295,4.27632594234428,30.593675,32.475475,32.2009,28.39,36.6189,57.7839,66.03735,62.5117,46.1771,48.9544,43.3826764705882,48.4543640718563,41.8476,43.4318,37.43695,49.81995,31.6437,60.6557,1.41401103100667,1.14667928944394,1.11690582540951,1.03785641231516,0.15950754666061,0.0536068602949874,"LUSC"
"ZNF846",0.233331244566297,0.993157121540903,0.932041934653273,0.676312895683191,0.920638323417099,0.804187959993452,0.894689615683679,0.618489595547439,0.848016186422219,0.496684683553427,81.921108974359,70.7242125,78.2044025641026,51.21268,101.125566666667,3.03182525406708,3.3257801646222,10.754840457342,8.62621830105174,36.1117134466428,47.810025,45.63425,38.52585,50.8403,56.7066,103.09425,86.761775,83.61275,52.795,82.34455,81.1205588235294,79.1531379241517,74.8483,64.9017,61.94395,100.6311,46.3613,95.5273,4.19921692347624,2.45855739186801,0.975746950860414,0.867109874238961,-0.0354210455351339,-0.205713281398411,"LUSC"
"ZNF136",0.999689332809387,0.958086612458263,0.984003190807917,0.975374019786447,0.969195193723241,0.925997492566982,0.892959054954267,0.914818831145917,0.976944834002091,0.824572606426673,190.865409935897,189.2945234375,181.749369230769,211.75616,161.787416666667,4.3395684292155,6.9566771026621,13.4676558045128,24.7091629692833,25.1029779677421,131.9223,142.331575,122.5537,185.3002,113.39535,238.172325,239.670825,230.5395,255.8835,203.795425,251.09618627451,190.181720558882,240.0261,179.0989,211.6875,284.6423,132.8461,239.2796,7.22871217671939,3.48684632470813,0.757405850644688,0.746164271302162,-0.400861529403771,-0.422434813865946,"LUSC"
"ZKSCAN5",0.70624942433809,0.996661703450037,0.994373231772789,0.900858365137335,0.766812654457174,0.868532843487081,0.979012617949535,0.902217230008312,0.961773193538494,0.998792350640005,399.21610448718,417.6337578125,407.465607692308,344.08812,366.763716666667,7.86016270897473,11.4942674086605,24.613230468602,29.8581683839012,62.0802713049238,311.557275,338.87995,301.3106,290.3727,237.01525,452.746525,465.002975,467.8438,372.8236,477.100425,302.545766666667,410.021372255489,299.9326,374.2881,283.4322,325.02885,314.3875,455.635,4.57349611708778,9.46380477995148,1.35523751256859,1.2479073631876,0.438545713702216,0.319510841547692,"LUSC"
"ZNF33B",0.877867518674637,0.644188432613413,0.948848179621868,0.971084682312458,0.994623715937503,0.999976157268364,0.871150198593977,0.757508005515197,0.603056747732358,0.795319950261796,460.255615384615,436.9149078125,405.487635897436,394.20036,553.4518,14.1542999680449,19.1281511815928,26.1955692567792,53.2426864243306,86.291326220824,303.89675,295.4865,290.04145,323.5294,397.50375,550.20655,511.132,512.4974,452.3089,585.026975,691.724529411765,451.821901796407,672.2077,394.9612,607.1338,826.4906,301.5098,542.9872,28.0844628717749,10.4567050731056,0.653181841304127,0.587558279978048,-0.614443410884006,-0.767196135013621,"LUSC"
"ZNF431",0.955982241170338,0.385800736216959,0.72129763579887,0.99993971569159,0.998493404465477,0.942312388127431,0.845871405925475,0.921078970361299,0.99884263307142,0.933534450044881,185.572349679487,178.08434765625,154.833912820513,191.4278,142.831466666667,5.87904149836217,8.72409325494676,15.6863167800018,43.803557950057,21.408229629789,117.897675,118.836825,84.8281,156.5049,114.6191,234.12435,212.177075,195.05215,197.9561,160.92505,190.256345098039,181.532573253493,188.3289,164.8058,144.28505,228.91915,115.5378,229.3963,8.86834208887856,4.51872376362341,0.954147275140543,0.87509564384436,-0.067716127696227,-0.192487389531969,"LUSC"
"ZNF418",0.98696841240019,0.966108120724096,0.898622027126498,0.944639301213473,0.971059053106,0.879362496110492,0.930111747035224,0.963906090164445,0.852592732240318,0.999999994844139,39.7675721153846,36.8487671875,45.8846128205128,21.1296,21.5396,2.91421893289873,5.31986610393399,11.3671273604442,6.0609506240358,4.38301456518988,9.41485,8.506075,6.6304,17.557,15.91185,47.80975,29.90885,56.09745,25.3596,26.291625,50.9980156862745,38.6692431137725,49.652,16.8805,36.64285,62.1703,8.8981,44.6749,3.03368564123288,2.43882084770711,0.758249955285609,0.339976234592766,-0.399254587114384,-1.55649419391701,"LUSC"
"ZNF700",0.968026798777891,0.999974920781893,0.990475885895322,0.998515978490299,0.992761906314191,0.999316751944678,0.957941735447474,0.916251962082809,0.97322204852289,0.999020639147028,296.942573397436,286.9507078125,299.525282051282,316.1154,339.285766666667,7.91560952095844,11.0351989453031,40.6895473131887,30.6680108981329,64.1248900959249,199.256775,207.99355,180.8442,258.4983,253.39205,347.1334,344.6308,326.9792,366.9903,390.365925,252.089274509804,297.611991217565,238.8481,277.1795,194.12285,292.2393,199.3437,347.3819,11.6880722541753,6.7351790470031,1.18058172762916,1.16048442503834,0.239497917859658,0.214727160277628,"LUSC"
