"gene","p-adj-GASTRIC-EBV-CIMP-GASTRIC-CIMP","p-adj-OTHER-GASTRIC-CIMP","p-adj-OTHER-GASTRIC-EBV-CIMP","mean-GASTRIC-CIMP","mean-GASTRIC-EBV-CIMP","mean-OTHER","SEM-GASTRIC-CIMP","SEM-GASTRIC-EBV-CIMP","SEM-OTHER","Q1-GASTRIC-CIMP","Q1-GASTRIC-EBV-CIMP","Q1-OTHER","Q3-GASTRIC-CIMP","Q3-GASTRIC-EBV-CIMP","Q3-OTHER"
"ZNF792",0.99983429079477,0.61850362520614,0.807297960370447,172.17874,175.63565,287.65645,38.8163257133464,72.51645,67.553320767088,97.0556,139.377425,167.300375,207.3609,211.893875,272.965425
"ZFP82",1.70954130198631e-05,0.102553123953351,9.49823941378547e-05,27.9199,314.4636,90.2265,5.10474979563152,100.8064,13.2907987455827,22.9008,264.0604,47.17095,35.9212,364.8668,123.2132
"ZNF707",0.31137511271051,0.259818895206018,0.838898291978596,161.66112,281.69015,241.05094375,21.0576711367948,41.63385,26.6313936983903,113.5574,260.873225,160.362025,192.5643,302.507075,310.48395
"ZNF746",0.464859898301671,0.992924914917996,0.349875300897392,590.68048,702.7364,584.20881875,32.4543255278769,96.6118,29.435924969361,574.0575,654.4305,550.50635,626.4995,751.0423,661.235275
"ZNF678",0.787867255868553,0.894254205845403,0.903651565915077,71.09684,88.2908,78.281,11.5083514095026,15.8979,8.19716656164393,57.8995,80.34185,54.3804,93.2694,96.23975,100.55125
"HKR1",0.171050757820424,0.901665555952941,0.195772803963268,395.15196,623.41275,427.49689375,84.1181471300195,68.24515,33.6246058617848,270.4471,589.290175,351.4479,531.8671,657.535325,493.94585
"ZNF101",0.317241420553562,0.37468108334977,0.751972088589725,150.15726,255.01905,209.26708125,24.9483376709271,67.40265,22.3797709614941,132.8546,221.317725,157.727325,144.7284,288.720375,217.404775
"ZNF716",0.999996610150081,0.465847142103282,0.696344692575891,0.04766,0.1164,20.44914375,0.04766,0.1164,9.56497637014405,0,0.0582,0,0,0.1746,15.8654
"ZNF708",0.921412450179174,0.351704523621567,0.854264681245613,182.27332,252.8685,340.838725,29.1827040324128,2.2525,62.5120462298038,154.8474,251.74225,241.201575,213.5367,253.99475,321.5334
"ZNF721",0.372988067569846,0.977100929903318,0.23997871336427,487.65324,319.48765,503.02848125,61.4669260965326,7.07655000000003,38.3222088238663,384.9937,315.949375,362.200075,594.4638,323.025925,612.2783
"ZNF662",0.952504000559714,0.0941796195779799,0.480349765832061,22.7571,45.2737,125.0956625,5.43616437564208,12.4525,26.0439253270074,16.158,39.04745,40.80855,22.3555,51.49995,193.817575
"ZNF320",0.0789635971011143,0.806802963953624,0.107610195154748,375.01794,849.26575,454.2736875,40.676092825462,393.95845,60.255729777795,293.8217,652.286525,278.106425,404.6711,1046.244975,647.1071
"ZNF530",0.849411563952245,0.306220234272029,0.251337076274767,32.75052,17.03185,59.3996125,12.3073305719559,7.25535,9.24247506029849,8.9938,13.404175,31.108425,56.878,20.659525,68.340425
"ZFP1",0.0352100510364964,0.402604407818774,0.112575895907499,201.37582,396.10405,259.5294875,19.1449276462566,125.77675,21.3737235025254,182.1156,333.215675,194.825725,231.149,458.992425,312.144475
"KRBA2",0.241294511847746,0.016647235398819,0.973379409224532,35.1853,79.6982,84.99044375,2.72078262454023,14.9868,9.06494817596406,30.2669,72.2048,63.778075,40.395,87.1916,101.365425
"ZNF93",0.986389307550724,0.738161979434112,0.94013643756353,146.67794,136.95975,118.4463625,31.0938027993779,15.45135,19.2205555259074,105.9246,129.234075,64.672875,138.4951,144.685425,154.799575
"ZFP90",0.107224814660187,0.250939622208565,0.431788734465776,373.72322,645.32795,501.58840625,51.3093289164592,25.91455,41.1683580650282,262.4565,632.370675,371.906275,460.9515,658.285225,626.633325
"ZNF479",0.523645974919956,0.999990568392571,0.448435918084642,0.32706,1.16385,0.3251375,0.227474397680266,1.16385,0.230190247381559,0,0.581925,0,0.4766,1.745775,0
"ZNF445",0.844125460250556,0.0404502474285653,0.479670294564085,504.08892,621.4136,843.78861875,61.7790291507272,108.611,69.7601043836269,425.0449,567.1081,713.30215,516.2225,675.7191,946.266525
"ZNF74",0.703998302218405,0.896038330129845,0.464403155600115,342.96016,264.12035,369.78416875,48.583776741363,35.07005,30.5530128732158,249.7103,246.585325,281.61885,440.3052,281.655375,404.842475
"ZNF829",0.11612616644535,0.0103297411777304,0.993736011340413,4.21236,24.39,23.46840625,1.02555107703127,8.1985,3.22312289467928,3.4762,20.29075,11.5758,5.5135,28.48925,36.34095
"ZNF267",0.138427861614157,0.526631986504563,0.0194113846217601,513.51824,719.23195,444.35029375,36.6512229011475,67.46285,33.3355244657413,473.9677,685.500525,349.092025,515.7293,752.963375,519.33945
"ZNF566",0.108540673813369,0.289024620969033,0.401726926344868,208.94002,343.86265,269.078,31.4251491711877,40.44835,19.5127824918266,155.2723,323.638475,215.203275,279.7165,364.086825,300.277825
"ZNF224",0.344375716680111,0.76056572227909,0.518044005875898,179.73092,291.6159,213.7073125,23.1221421938236,72.696,25.2736504699078,149.5147,255.2679,149.321125,184.9166,327.9639,243.171975
"ZNF529",0.00785509159819686,0.746317754880953,0.0100534071987003,304.62068,672.88205,353.4957625,40.020375056281,147.01085,33.0575836717599,268.7814,599.376625,269.661075,373.3573,746.387475,425.355525
"ZNF284",0.0568752247096489,0.0957046140345557,0.43951769260529,20.4191,61.23105,42.70764375,3.86405536670995,14.79315,5.43451076984679,13.0162,53.834475,30.68155,27.8081,68.627625,52.805025
"ZNF749",0.977397507819351,0.938682577243054,0.999988707907296,113.08656,123.2117,123.41329375,20.8288198566457,40.1111,15.6331790448458,89.3178,103.15615,96.49855,132.6767,143.26725,122.025975
"ZNF17",0.646937832848834,0.278084402478002,0.996951336553447,120.30094,150.3834,152.6150125,12.9622758009772,40.7465,10.2645722546813,105.6747,130.01015,110.128175,135.8437,170.75665,189.176275
"ZNF555",0.99918229137681,0.722907638766136,0.836570550391649,66.58972,65.9452,74.51960625,12.8568840149315,5.0511,4.39777176344707,59.9589,63.41965,66.125875,67.325,68.47075,86.348525
"ZNF75D",0.470216469893394,0.595026521087231,0.789045611526916,332.35996,518.6101,426.36060625,112.136549309244,43.8829,42.8052029557676,214.3178,496.66865,295.763625,288.7583,540.55155,548.984225
"ZNF197",0.905754291907187,0.147051064589034,0.66599817262497,285.49522,317.6889,376.6588625,31.3444783218735,32.5399,24.3483224157023,280.9695,301.41895,327.8798,335.4577,333.95885,471.539025
"ZNF732",0.975228698220598,0.423918725002335,0.518858041085721,2.65346,1.4023,7.23765625,0.879970323135957,0.00569999999999993,2.00649608787659,1.1486,1.39945,3.274625,4.0556,1.40515,8.102675
"ZNF546",0.873271717744316,0.0192700246560241,0.320169623108642,36.10302,49.0207,83.51974375,5.32148168759416,14.3373,8.72686527585922,36.8043,41.85205,61.504425,37.1783,56.18935,102.424875
"ZNF286A",0.771939669223638,0.980419008960007,0.799856622199114,276.88656,341.031,287.67344375,55.0935300140643,119.6301,25.6229453733058,214.5657,281.21595,208.4921,296.6786,400.84605,350.568825
"ZKSCAN4",0.44359278866109,0.28983338344938,0.0594983828411461,77.3097,53.67335,95.3842375,4.35085971148232,8.98065,6.3963184304194,70.3381,49.183025,77.20545,82.2711,58.163675,117.12715
"ZNF643",0.996180906819026,0.699199536703855,0.889302462773449,44.85932,46.3212,53.5997875,12.8064306654665,11.405,4.67963575322085,24.5365,40.6187,41.840625,59.2697,52.0237,64.8572
"ZNF642",0.748136034312896,0.998788293215047,0.717108610842364,89.0848,107.4631,89.80660625,21.3638444866087,17.8449,5.87518347518093,67.0665,98.54065,73.7968,116.9314,116.38555,98.5479
"ZNF490",0.0375346805312087,0.0327459473168458,0.519333082599365,206.2609,391.8448,322.685425,22.0261457842719,51.8237,22.6406718356967,164.0256,365.93295,268.572625,232.1258,417.75665,341.7213
"ZNF626",0.997939182621563,0.749206531882685,0.839239539229733,101.9115,78.625,271.93436875,62.5329600583884,24.1557,130.076372299801,38.7132,66.54715,46.31455,61.3373,90.70285,233.6195
"ZNF793",1.97608111025538e-05,0.203922811556514,6.17377258230745e-05,23.18964,761.2044,156.22879375,5.96274112029023,260.6764,34.8931902555098,11.5875,630.8662,41.95475,31.4183,891.5426,284.421775
"ZNF383",0.0536656195009761,0.135126881538552,0.355453669731658,92.39934,167.8507,129.6616375,10.4185292301073,17.9035,9.85649740165455,79.7155,158.89895,97.517925,98.4936,176.80245,147.503025
"ZNF669",0.919638554852437,0.537813536636498,0.482492819070451,111.5629,94.22445,140.8770375,14.733008860243,34.03435,14.3776820901872,88.3315,77.207275,108.96235,127.9174,111.241625,162.393075
"ZNF559",0.977667281132285,0.949454790388215,0.901138561782354,198.28546,180.04235,215.22836875,64.9239905421147,6.15965,24.7868231773872,97.0556,176.962525,149.04585,261.2004,183.122175,251.49385
"ZNF177",0.99954738857505,0.766884636858291,0.867662226039543,38.96142,38.43585,46.81055,9.52291097760554,16.96455,5.48547665340792,20.8575,29.953575,35.012075,48.5278,46.918125,55.806425
"ZNF548",0.199866752109347,0.199780238615556,0.724125949865698,176.24954,332.9645,272.2315,57.1052244472745,154.8919,21.1056732692362,77.4264,255.51855,202.923275,210.8922,410.41045,322.409275
"ZNF563",0.586307935349913,0.608916492417224,0.891859345741222,39.98916,57.2505,50.1676375,3.92337450603431,16.7718,5.65285237252601,32.316,48.8646,40.21585,41.7064,65.6364,51.225975
"ZNF567",0.0681706816072607,0.964349246868075,0.0270472748217798,190.66006,334.1028,181.16065,33.6500008850312,12.0331,18.4025618874859,150.3591,328.08625,136.192825,261.2011,340.11935,253.3635
"ZNF573",0.000377069761833493,0.0101543941248766,0.0177661190342666,43.185,119.7552,75.7614375,2.25803940510346,20.1424,5.25664058441697,39.5132,109.684,59.32675,45.7706,129.8264,93.05955
"ZNF527",0.712354000777338,0.999761712724503,0.648204007548268,114.38682,137.10725,114.02139375,14.9821823605708,23.04765,8.6567370041126,99.1921,125.583425,86.314225,106.6049,148.631075,138.946125
"ZNF33A",0.977282949360466,0.164910573796399,0.543366343607262,1118.62238,1175.0672,1439.94518125,74.8793485668071,53.9831,92.7214520042446,983.2345,1148.07565,1099.56175,1282.6501,1202.05875,1746.059675
"ZKSCAN3",0.769976175788866,0.0502526045226385,0.614058792103174,58.21118,74.7392,95.10085,3.89622858985455,2.3463,8.14343116297322,53.3842,73.56605,77.258825,62.8366,75.91235,119.090875
"ZNF676",0.999989784953068,0.812646713060436,0.90919251049211,3.60392,4.6894,98.8672,2.55110930428314,3.7583,87.0056016940413,0.8977,2.81025,2.257875,1.6683,6.56855,23.57825
"ZNF699",0.342318827246761,0.297708304363215,0.845164814010305,37.21982,65.985,56.018325,12.0098075132535,9.6668,5.91557035604274,11.6697,61.1516,41.5517,63.6346,70.8184,73.633575
"ZNF250",0.832455999604922,0.0700853305298228,0.0853636145004049,185.95518,154.625,264.10986875,30.7745916694178,14.8717,16.3428468161474,138.4705,147.18915,208.359,190.2017,162.06085,315.202325
"ZNF79",0.821319277552123,0.968510201648475,0.869554755541189,105.7456,120.39315,109.3458125,13.8251323121336,22.16225,7.12446450369473,88.0649,109.312025,88.95915,121.1849,131.474275,124.683275
"ZNF681",0.993871171288045,0.742740988989624,0.808997359955247,117.95668,96.74,209.04124375,60.4110100068969,62.2451,66.842242147425,26.7176,65.61745,53.1541,107.2711,127.86255,204.857325
"ZNF766",0.0785619385777553,0.647340773806625,0.149668700232949,369.00636,569.07705,416.82563125,12.7787514342208,112.37315,27.9285680438652,363.1407,512.890475,375.065975,392.3749,625.263625,421.049725
"ZNF471",0.657064846527163,0.100772935161757,0.872617587853105,21.84098,77.33135,105.44749375,6.74379394609592,21.36515,21.5124352475076,13.1077,66.648775,33.851075,21.544,88.013925,168.3656
"ZNF836",0.102006199110499,0.39428311995313,0.309639348724015,112.73392,204.72965,147.39955625,25.8931492501665,42.71845,11.9904140642535,70.5264,183.370425,112.3326,133.8355,226.088875,171.603875
"ZNF493",0.99864208540162,0.652115782489089,0.846029631926778,200.7845,213.28155,338.1085375,33.5377173606374,67.91025,86.0865085337582,135.5736,179.326425,201.704175,269.3041,247.236675,294.631175
"ZNF167",0.903659515999095,0.144402242918382,0.665095805881389,23.73994,40.32605,70.40729375,3.35192100109773,2.61655,13.2765961503142,25.5835,39.017775,27.12915,27.2628,41.634325,103.0655
"ZNF565",0.962004283711029,0.330909498622611,0.415270924721146,76.43908,70.4686,96.54965,10.8712732100891,15.0682,6.96646559645444,59.2697,62.9345,77.6565,81.5062,78.0027,105.3133
"ZNF34",0.98531451764513,0.0230633783194534,0.102385024530689,80.0733,75.5935,128.61089375,8.02321617476433,11.3477,9.08429292697689,68.2291,69.91965,109.276425,90.5624,81.26735,171.07
"ZNF140",0.751746163320053,0.613262351883248,0.986534697635665,271.70278,349.0642,334.0597875,71.7169971896161,61.3547,29.9236459395616,228.0072,318.38685,257.213375,329.4295,379.74155,395.73585
"ZNF658",0.694935825873986,0.964320613983661,0.743098757511621,57.20784,77.8732,61.17086875,10.6158763930068,2.8996,8.12715205675661,42.2943,76.4234,39.4778,79.3613,79.323,74.71515
"ZNF765",0.947009879072436,0.988126980431161,0.966058418648977,284.2027,316.26775,293.3890125,47.7061416481777,33.80965,32.1965941830445,244.4959,299.362925,222.7953,272.2273,333.172575,329.66475
"ZNF124",0.912419598144294,0.423359754892434,0.908975135569857,104.14894,121.97995,138.2921875,11.2026630392778,24.44735,14.5297182731774,85.6052,109.756275,91.888675,125.5958,134.203625,191.1229
"ZNF569",0.0368934835449989,0.520380996389861,0.0902750895727513,53.5555,224.6125,96.89840625,11.9175367476673,168.6463,15.3944160854092,34.3511,140.28935,47.732375,58.1211,308.93565,151.971925
"ZNF777",0.801446744251503,0.466629273178061,0.993479289767566,609.72756,528.07665,515.566175,94.2033242666234,129.97735,32.7577384622315,507.388,463.087975,451.681225,667.4147,593.065325,563.294375
"ZNF605",0.987211060780378,0.0488674271681275,0.162791823694672,228.68994,206.24105,457.2487,89.9906095271979,31.65465,43.4139445430075,118.0431,190.413725,329.0946,256.3761,222.068375,601.0032
"ZNF799",0.928002246881785,0.716449047943856,0.617374292383307,97.20324,78.7105,121.294425,20.6342898360133,1.8949,16.2378506562458,78.408,77.76305,86.85195,114.1367,79.65795,136.340075
"ZNF782",0.975205880054759,0.0997532623652142,0.43919985337272,66.04058,70.88125,96.26645625,6.09647623881206,16.41195,7.47204612601176,59.246,62.675275,77.63995,76.4774,79.087225,105.68395
"ZNF846",0.288685851152421,0.00236590438440276,0.620665793019333,34.3778,68.49155,87.04820625,5.84931491441519,11.11735,7.31987986219986,24.3337,62.932875,73.954075,43.1363,74.050225,109.091775
"ZNF136",0.626002683239654,0.258978361279352,0.997453459119725,180.09016,256.011,260.969225,38.2283982373915,5.395,25.7948221614783,154.8474,253.3135,209.882625,255.2275,258.7085,263.884575
"ZKSCAN5",0.0319267329762057,0.0560012679280469,0.372847052800186,295.84106,518.88975,418.8648,19.8442963165389,75.38395,26.5497112987505,303.3842,481.197775,353.606525,317.2539,556.581725,437.160275
"ZNF33B",0.97766606989029,0.986276135555061,0.992389380346672,732.38328,775.7731,753.161425,138.292526595378,34.153,62.1336818082126,461.8321,758.6966,605.068725,999.7617,792.8496,827.06455
"ZNF431",0.531792890939404,0.62354900880469,0.835315095290511,187.451,418.69735,309.39105,27.6839699039534,144.85015,71.6365858015226,127.4686,346.272275,212.682775,245.9485,491.122425,266.055925
"ZNF418",0.963914538618502,0.0892640854310526,0.444759013872092,9.45092,17.90905,54.26445,1.2204384500662,7.43415,11.2658785228931,7.5319,14.191975,27.57735,11.6697,21.626125,65.50175
"ZNF700",0.763011556954845,0.973942566412921,0.624045140024509,312.86146,218.69355,330.759275,25.293991473344,13.61905,45.4486489448408,286.8043,211.884025,208.8794,353.9977,225.503075,374.69195
"ZFP28",0.233560050614876,0.0814467175347888,0.943682880466489,29.79782,137.7194,119.12541875,9.98968881734561,85.9771,20.389450654618,16.8019,94.73085,43.617025,31.4183,180.70795,177.546775
"ZNF585A",0.655081926623253,0.64781773751827,0.925690530854456,129.89892,178.0484,159.7795,15.4325749604335,76.7914,16.8101312206137,105.4758,139.6527,117.15825,160.4867,216.4441,184.6359
"ZNF138",0.891625691070621,0.846459718459276,0.990286067146039,258.34018,218.608,228.96840625,27.7039848497901,35.8799,28.6877096349152,204.4711,200.66805,170.717625,286.9399,236.54795,228.3438
"ZNF429",0.0969762632483879,0.0724610304262557,0.68042250114898,113.63468,294.98855,232.37024375,18.9228283758903,163.34475,23.7146389856385,85.5577,213.316175,162.349325,137.9498,376.660925,292.94265
"ZNF470",0.794684304895983,0.962341753884271,0.643370119449288,128.57764,68.54265,143.52500625,89.7396035274204,12.92845,18.5505607278335,19.2998,62.078425,70.23135,110.0396,75.006875,205.709275
"ZNF100",0.829818796682017,0.831144682569059,0.964976882217047,246.56696,406.2315,343.91761875,40.371692801759,236.9249,90.9691824710106,173.6984,287.76905,195.252,282.8885,524.69395,315.5796
"ZNF398",0.657799701859266,0.50478202336496,0.976347216698203,595.35988,688.17175,668.49448125,78.8552360605268,129.56565,25.7178621681819,500,623.388925,604.0453,719.7331,752.954575,717.6636
"ZNF498",0.0180814487036632,0.0968275171964862,0.175821409382464,303.47128,491.36325,387.25509375,34.5236544603465,77.07255,17.7328065470084,245.2336,452.826975,340.423325,347.3968,529.899525,444.461325
"ZNF441",0.979972918232252,0.298384142283033,0.688128639303513,117.47044,129.84595,177.99054375,13.1799568775319,19.04525,21.8824135783395,91.5619,120.323325,105.27975,133.2561,139.368575,207.330825
"ZNF420",0.45727686719389,0.999337218355934,0.393606362301894,115.88762,57.84375,114.8747,32.4825805867607,14.54915,13.459356689784,72.5191,50.569175,73.496,125.661,65.118325,133.62875
"ZNF763",0.974327537337467,0.356694128900799,0.755715235632077,41.00564,47.84885,68.1193,4.28333635132708,15.46585,10.7001160312946,34.4592,40.115925,36.403375,47.1878,55.581775,102.923325
"ZNF679",0.0210164266562202,0.948377448129199,0.0061764220253393,0.4635,3.784,0.2489375,0.4635,3.432,0.188491414012018,0,2.068,0,0,5.5,0
"ZNF682",0.362175507931285,0.621499730495642,0.638135514879434,32.7479,70.03565,48.1458875,9.34824571146908,4.91775,8.80585150222507,19.7487,67.576775,18.4601,52.3446,72.494525,73.8701
"ZNF772",0.699369195289766,0.175572466145921,0.929375503162943,37.3799,123.1623,157.69706875,7.60514874561964,59.1003,35.9279685209224,22.4023,93.61215,69.269275,47.9826,152.71245,162.15425
"ZNF257",0.999303158506799,0.640514685126814,0.831270479274533,7.79006,16.5437,144.947425,2.90682299075812,2.1117,84.9339289272989,4.0395,15.48785,11.99045,7.6336,17.59955,124.4087
"ZNF785",0.988127348585838,0.0966048139343584,0.39306917746064,219.4712,232.2033,335.67943125,53.0577776208917,65.4947,24.897972295791,114.6282,199.45595,306.520575,305.2648,264.95065,412.99045
"ZNF98",0.999997792383712,0.793330864469209,0.895969805550363,0.85284,0.58195,54.911225,0.365759386209021,0.58195,46.7084285814861,0,0.290975,2.731225,1.3784,0.872925,13.002725
"ZNF786",0.248728702159456,0.0840888089991437,0.954288665938241,142.69214,249.8807,232.8935375,20.7339701062435,76.7022,20.4354943512015,99.857,211.5296,191.803025,179.3893,288.2318,267.080775
"ZNF517",0.65860384123535,0.011910235255707,0.463839832898382,122.36456,178.6005,247.62600625,10.8767642920861,3.6621,21.8151597366687,127.2641,176.76945,172.393875,133.0425,180.43155,293.432175
"ZNF675",0.813619628539517,0.792849618827521,0.506066321326527,169.29946,87.85015,222.2482125,31.4120464221706,51.53735,44.5325104302818,116.6848,62.081475,147.477275,174.1472,113.618825,224.029175
"ZNF860",0.778683138406436,0.689992725473996,0.980227156002115,42.59492,117.30415,98.4991625,4.30616716075909,53.05835,37.6791291985341,38.2387,90.774975,37.193775,48.7023,143.833325,96.49275
"ZNF695",0.404055595011315,0.18911988165983,0.97287790523497,103.96366,45.12645,54.09709375,26.837616477709,26.09795,13.1525032826343,50.3196,32.077475,9.164175,158.4964,58.175425,88.78385
"ZNF665",0.610105448501228,0.923214747615594,0.701453743275059,26.79866,45.46405,31.34338125,13.3471482010428,1.70245,5.49392075322972,7.0883,44.612825,16.2207,38.6082,46.315275,45.36235
"ZNF624",0.0592409818754829,0.123892877740513,0.400328692732635,85.20522,150.955,119.120725,6.76174127391754,20.3672,8.87485631851064,76.2696,140.7714,104.49255,93.8061,161.1386,137.689
"ZNF841",0.765144039079463,0.842364101215551,0.915887841045232,306.98656,380.51605,342.93776875,59.7701345957628,238.66455,23.1113394511812,237.7317,261.183775,293.082025,399.7683,499.848325,358.9141
"ZNF615",0.983241632346032,0.217899727012997,0.370265450333108,165.88924,152.48265,247.10636875,35.9696578420563,47.23805,23.895052965903,130.1616,128.863625,165.00615,205.0985,176.101675,335.81055
"ZNF433",0.676076832104757,0.336948255855167,0.999189557594059,38.2572,66.39425,67.53004375,8.41884315075415,38.58715,10.5659461939564,29.1741,47.100675,45.7678,55.3644,85.687825,80.686775
"ZNF595",0.81600683933497,0.553874256801687,0.359892990001874,129.0656,55.81075,206.341775,61.7670367824538,17.40295,37.3194772505016,30.5206,47.109275,138.489475,161.6454,64.512225,225.60695
"ZNF460",0.24419234293434,0.0652659392799499,0.974632303937984,199.25568,414.20065,389.1492875,23.4503080396698,203.53955,40.0132413516981,178.4473,312.430875,296.1392,231.8875,515.970425,487.374725
"ZNF81",0.421844199797658,0.0119617306716551,0.732930047181974,114.13464,197.26645,241.3114125,23.7855131134184,61.09325,20.5719198553693,73.1598,166.719825,186.14195,139.1802,227.813075,262.86925
"ZNF780A",0.0419038039520008,0.0607087626264076,0.435417920135734,204.41308,314.0418,266.8596375,12.3240585182966,2.5318,14.0114543028043,192.1005,312.7759,212.696125,219.5829,315.3077,297.484125
"ZNF461",0.055678031244464,0.0869519347399059,0.452139684076817,43.7857,129.97465,91.72923125,10.9885206628554,35.99365,11.1041871382703,33.2136,111.977825,58.9526,40.4321,147.971475,120.9374
"ZNF181",0.993375582907344,0.854774512210329,0.877534221211827,196.98282,169.75175,278.33905625,19.1157817372819,33.34575,85.324886266816,167.9389,153.078875,138.520625,207.8097,186.424625,261.63545
"ZNF44",0.630947232740513,0.0812368091093157,0.858265427939143,143.6306,213.76875,249.68820625,17.0971265803058,18.58255,25.623334145814,115.3233,204.477475,185.4683,166.8484,223.060025,288.96975
"ZNF790",0.476745551945913,0.18488567567224,0.997468466015624,59.32494,106.06205,103.65994375,11.6728334234923,54.31975,12.2460038372421,47.4373,78.902175,64.5918,81.5533,133.221925,137.95705
"ZNF677",0.229329195252091,0.182211511221831,0.799886515255821,9.15486,53.6359,38.62855,2.09013203257593,43.161,8.09360344401161,6.5431,32.0554,9.922525,11.6697,75.2164,61.285825
"ZNF823",0.998365261226324,0.696127590880156,0.810985330754135,162.04416,156.9866,208.5803875,15.0275865275366,11.968,31.7182009096511,131.634,151.0026,124.733125,172.6535,162.9706,231.25195
"ZNF311",0.999256105121796,0.30913714614916,0.592561227267038,5.0752,5.3821,12.78169375,1.09142562137784,1.6577,2.86088244535185,3.0982,4.55325,3.93445,6.9525,6.21095,14.99885
"ZNF347",0.00718954828245633,0.309235291376958,0.0288580501103494,85.17348,293.8205,141.32644375,29.0363155696517,83.1594,17.6993507793388,37.0774,252.2408,69.412675,78.5669,335.4002,195.36585
"ZNF273",0.706397664251979,0.459864973208132,0.99760438531066,114.29496,166.03115,162.21449375,11.7509700613439,19.95585,21.9356126280881,101.5396,156.053225,104.951425,115.5943,176.009075,167.51355
"ZNF84",0.702855004526863,0.119108754451436,0.0755170017028016,424.48094,304.47615,613.96164375,29.7762278460788,41.89255,50.411735386119,386.4452,283.529875,444.7194,453.108,325.422425,736.6439
"ZNF667",0.969989501656992,0.115501082674464,0.483398728973718,10.8892,16.77935,43.0612875,5.4011922975395,2.58005,8.49252007501246,4.0515,15.489325,13.481175,9.8146,18.069375,78.120475
"ZNF649",0.603140744453988,0.496109226932753,0.173908067493513,154.1197,82.1819,206.2656,30.542423777117,22.3588,23.9103133659445,115.5943,71.0025,165.725975,201.3823,93.3613,268.235625
"ZNF248",0.959003269519205,0.118575513141423,0.515558593912397,246.55168,275.17625,378.9914,20.1344349157705,92.14215,34.3111290121247,219.5829,229.105175,281.419475,275.7388,321.247325,473.8151
"ZNF544",0.988606562447911,0.0169087560816806,0.088698262055888,600.54362,619.8254,351.41645,68.4736387320873,220.6075,36.4956148556782,554.542,509.52165,316.47015,636.8136,730.12915,426.7073
"ZNF251",0.702684448025849,0.621883459153445,0.292780042414286,288.54564,179.81705,366.055125,80.9521955146962,66.22305,39.6822768790137,229.0076,146.705525,249.1659,272.8853,212.928575,422.644025
"ZNF607",0.00264992994733149,0.999442735303342,0.000995438958307227,146.75248,500.87985,148.5363125,26.2787681596646,325.23745,7.75020659150384,108.6176,338.261125,133.3807,195.4242,663.498575,172.031875
"ZNF334",0.940089550206448,0.717368432380511,0.64096350155452,30.9082,17.4918,50.09889375,19.3042076866936,5.3875,12.6211557002468,7.1497,14.79805,15.36405,22.2836,20.18555,73.37895
"ZNF485",0.438885125124416,0.66894090151572,0.704631322845598,89.16312,51.91035,73.404925,16.2488130042597,20.95135,8.95021122058254,61.567,41.434675,53.591625,126.5491,62.386025,78.2632
"ZNF192",0.93083638133101,0.172987955445195,0.236708459976624,405.39622,335.0643,628.4867125,73.9380226932422,38.0438,63.597923281603,268.2503,316.0424,427.391925,555.5291,354.0862,844.9669
"ZNF442",0.750256566735287,0.121957733126291,0.820812100833293,14.08022,20.90965,25.972325,4.36942089599983,1.90225,2.97789529450612,8.1788,19.958525,16.914675,14.7026,21.860775,35.25815
"ZNF813",0.813427996434912,0.856355596411344,0.554813740506021,89.3415,37.83645,116.6353625,42.4226113302564,8.27405,26.1387758535362,39.5132,33.699425,49.405675,71.263,41.973475,150.694375
"ZNF26",0.982137871556617,0.958918855759056,0.999904676963068,220.31828,208.0213,208.8225875,22.442205560849,53.8502,21.9997843327419,190.3052,181.0962,135.29035,256.1964,234.9464,269.43005
"ZNF69",0.743746437816845,0.984633464089041,0.760742315608575,64.90042,36.64455,60.97306875,16.5965902164089,12.00535,12.2485101761422,55.5291,30.641875,31.447775,63.7343,42.647225,74.403825
"ZNF583",0.962350020231537,0.212705294771678,0.317384061975689,39.44772,32.13655,69.0737625,11.4780580373772,0.246450000000001,8.95818378940859,21.265,32.013325,40.5545,55.7674,32.259775,99.26605
"ZNF568",0.380644498763564,0.0903222955198051,0.999968868388506,20.88784,76.3704,76.64545,6.73585712776036,38.2641,13.5092511820326,9.8494,57.23835,36.129975,27.2628,95.50245,120.429275
"ZNF480",0.36871662611922,0.439858250565871,0.0656092883416503,456.74474,177.02145,611.4138375,132.665602470085,39.45165,58.2747523067408,359.2941,157.295625,456.8419,546.3499,196.747275,693.231375
"ZNF587",0.115289101933364,0.103468512307221,0.666061835496134,1013.49686,1884.20055,1561.50385625,186.413597064237,1249.16095,67.6343083715925,846.7398,1259.620075,1433.4821,1179.7928,2508.781025,1779.9866
"ZNF808",0.179260028351249,0.245934603831365,0.626862573717885,281.14304,435.78935,365.95435,41.9524654746488,167.16735,21.2610964154642,211.0142,352.205675,317.69675,372.7359,519.373025,419.22605
"ZNF43",0.432255848973051,0.0688209054007246,0.975653237515737,81.55638,409.413,458.6929625,13.241771313816,201.3877,87.6598203460651,77.4264,308.71915,217.377775,101.8851,510.10685,523.318725
"ZNF28",0.237926495685888,0.796409382748945,0.344924269277895,428.44082,779.61645,511.29925625,56.9660233786719,378.77845,61.2193974749936,342.0108,590.227225,339.443825,546.3499,969.005675,595.44365
