"gene","p-adj-EBV-CIN","p-adj-GS-CIN","p-adj-GS-EBV","p-adj-MSI-CIN","p-adj-MSI-EBV","p-adj-MSI-GS","mean-CIN","mean-EBV","mean-GS","mean-MSI","SEM-CIN","SEM-EBV","SEM-GS","SEM-MSI","Q1-CIN","Q1-EBV","Q1-GS","Q1-MSI","Q3-CIN","Q3-EBV","Q3-GS","Q3-MSI","count-CIN","count-EBV","count-GS","count-MSI"
"ZNF566",0.973541058105544,0.867184575006903,0.999911301859325,0.205749567233021,0.496427797123706,0.0815130675243726,270.55916,303.4143,298.527071428571,187.7956,20.4995120742541,NA,35.124690047429,26.1985245375956,235.639975,303.4143,224.3591,155.2723,282.471475,303.4143,347.8656,178.1867,10,1,7,5
"ZNF224",0.460240209611005,0.700153316012404,0.23462303330432,0.999999997570524,0.496167808559771,0.797208469797626,221.77807,364.3119,172.955085714286,221.68504,33.6932170255348,NA,22.7873984921118,40.7545602932065,156.915625,364.3119,140.7888,163.2226,234.2685,364.3119,202.08675,266.1414,10,1,7,5
"ZNF529",0.753481275182875,0.982343132339047,0.850309382900276,0.999992758325782,0.783935828979355,0.991636678316928,353.49165,525.8712,383.486728571429,355.92098,61.6191767055142,NA,62.3275801814655,25.0683705375599,265.231625,525.8712,263.30155,342.9896,385.273225,525.8712,450.7115,373.8966,10,1,7,5
"ZNF284",0.999970908072105,0.999991862787088,0.999938663354164,0.0926090730678946,0.58038051464764,0.130366296027081,45.53151,46.4379,45.2530285714286,17.87114,8.20093402617382,NA,5.93239685129818,3.46548493267537,27.8758,46.4379,34.5666,13.0162,53.460875,46.4379,51.11725,18.8377,10,1,7,5
"ZNF749",0.984313241841939,0.415443733330407,0.709341163062593,0.523477349173375,0.733549545605664,0.999989590668294,142.61845,163.3228,99.3341428571429,100.32452,24.1800964925804,NA,9.27166400896679,11.9296568325078,104.9336,163.3228,84.5871,89.3178,151.936425,163.3228,106.6453,120.4864,10,1,7,5
"ZNF17",0.544766752873348,0.411405791634104,0.932716678311583,0.847169345044215,0.351761294027177,0.191003195837005,137.77949,191.1299,167.191428571429,120.96938,13.6515942266784,NA,12.876383948896,12.8125264572371,107.621525,191.1299,157.108,105.6747,164.866625,191.1299,192.05215,135.8437,10,1,7,5
"ZNF555",0.97819381377234,0.993628955403752,0.955875829749965,0.779886970225275,0.828091175053044,0.907959761136561,69.33754,60.8941,71.9365714285714,79.86544,6.76306156801127,NA,6.27844077586581,10.1100960270712,66.9103,60.8941,59.33295,64.3105,83.95255,60.8941,85.3267,96.913,10,1,7,5
"ZNF75D",0.999991768005192,0.659312757536935,0.956566870627153,0.441386586842338,0.880966946128965,0.967971127398721,480.18726,474.7272,374.253828571429,324.88262,61.9961900349641,NA,46.0305533226093,104.780212262724,310.38585,474.7272,319.5103,214.3178,653.5583,474.7272,359.5728,288.7583,10,1,7,5
"ZNF197",0.99997759257947,0.692454783104706,0.946342107528207,0.413297295428053,0.874660836190685,0.110060846495191,353.90214,350.2288,402.476542857143,276.56194,33.6431501391432,NA,26.0418028112847,32.8382327918175,282.710375,350.2288,344.5588,237.2311,433.06355,350.2288,471.61635,335.4577,10,1,7,5
"ZNF732",0.920263578414499,0.993599734664439,0.879495677512876,0.881142826761617,0.995136270045565,0.800710681565136,6.30579,1.408,7.25337142857143,3.32698,3.23471654215636,NA,1.44238532030969,0.578271363980614,1.402875,1.408,4.8197,3.3676,3.947075,1.408,8.65005,4.0556,10,1,7,5
"ZNF546",0.999898204307568,0.07356063743764,0.668551232708149,0.807858986508524,0.955870606236777,0.0313754107824042,61.24638,63.358,101.257457142857,46.04968,8.73460875053053,NA,15.9444010656653,6.09832709891819,40.8332,63.358,80.2968,37.08,74.049175,63.358,117.99985,51.459,10,1,7,5
"ZNF286A",0.98132197464932,0.655265440035068,0.801851566458497,0.935930943774406,0.913661872163336,0.97168571924508,264.92093,221.4009,328.263314285714,300.1633,31.2215120649851,NA,45.2389786313667,53.6680667769112,202.7153,221.4009,273.45525,214.5657,308.37375,221.4009,405.14735,333.3957,10,1,7,5
"ZKSCAN4",0.739573147966037,0.98359762994737,0.653972249992459,0.825474186524906,0.946042636621491,0.690119187773568,90.27733,62.654,94.8490285714286,78.1345,10.1664439364569,NA,8.47039103627943,4.09086634210897,73.20605,62.654,76.5852,73.0534,116.73875,62.654,110.44385,82.2711,10,1,7,5
"ZNF643",0.979681683200305,0.999903608302414,0.984754121645792,0.930947854343781,0.999866666862711,0.956380977974919,48.93179,57.7262,49.6117714285714,56.04182,6.59618911138933,NA,5.94322907039576,13.2447350035552,36.526125,57.7262,41.5084,52.0646,53.26955,57.7262,63.25015,80.3146,10,1,7,5
"ZNF642",0.508975257273059,0.901054166390096,0.713406552811232,0.64360773136154,0.872458857298713,0.950618178577539,82.19563,125.308,92.0589142857143,101.11584,7.88364196000596,NA,5.32979788754779,21.6496709146721,67.5382,125.308,92.2934,110.1049,85.199525,125.308,99.1866,127.2217,10,1,7,5
"ZNF490",0.999924961714983,0.983206941483662,0.99586382435094,0.0963763019561152,0.577580305848967,0.218864652743271,334.50119,340.0211,318.462828571429,212.73762,34.5698051047939,NA,27.3788300313157,26.5839283444791,267.587475,340.0211,269.85055,164.0256,357.80125,340.0211,341.6967,232.1258,10,1,7,5
"ZNF626",0.9873956308293,0.99992342561995,0.990784369448644,0.922122788866618,0.999999999760677,0.948951390516768,264.37631,102.7807,250.727614285714,103.22406,210.471086918204,NA,53.5701139995339,62.2142919841864,40.42855,102.7807,161.3994,40.395,58.967575,102.7807,367.5953,61.3373,10,1,7,5
"ZNF793",0.569209233172848,0.973802559914042,0.700747538551381,0.565200186147006,0.25720652343645,0.409604217207994,187.53798,500.528,235.123414285714,23.2492,97.4226731093547,NA,56.494954391139,6.00978751271624,35.1459,500.528,110.37925,11.5875,129.662175,500.528,341.72545,31.4183,10,1,7,5
"ZNF383",0.900473488892045,0.763408866107653,0.995899057887669,0.925771368313214,0.769740676685868,0.515021880449389,120.6252,149.9472,140.215742857143,106.91498,17.2012043264999,NA,7.88217297283823,10.3772210029179,86.5637,149.9472,129.67345,94.7038,164.744,149.9472,148.16415,125.8341,10,1,7,5
"ZNF669",0.186841032373365,0.0733762055238139,0.825308658519228,0.330075269824578,0.667148892989184,0.938944564930276,162.78519,60.1901,102.862785714286,118.4429,19.3863627354411,NA,9.08059260315591,13.582339050252,114.000025,60.1901,101.9659,96.7588,194.388375,60.1901,114.6239,127.9174,10,1,7,5
"ZNF559",0.999937955385946,0.57224047635246,0.946313808644778,0.936240957756273,0.995067077282733,0.944841295958916,180.06642,186.202,248.348128571429,213.97256,28.4035089963656,NA,40.5020889861705,60.5574783649352,141.0876,186.202,151.8956,163.3835,211.46105,186.202,327.9515,261.2004,10,1,7,5
"ZNF177",0.768722919889827,0.84603424031894,0.558287117933458,0.991553298603736,0.86078708138402,0.776066776876158,43.4208,21.4713,52.1152714285714,40.03228,4.72813933320733,NA,10.8282863286662,9.84655784883225,36.032925,21.4713,30.4671,20.8575,54.404625,21.4713,72.4085,53.8821,10,1,7,5
"ZNF548",0.0968396738044287,0.574141329917591,0.291717415888556,0.920917585122866,0.0645969720017109,0.359007688968841,233.86719,487.8564,296.583685714286,200.05332,31.5632821840732,NA,30.6470568998724,51.4921786267332,181.28355,487.8564,269.57075,195.0388,286.3778,487.8564,326.44725,210.8922,10,1,7,5
"ZNF563",0.907105375593096,0.999527079638352,0.928497580280045,0.211160458637069,0.981476570871093,0.299234661295567,54.21982,40.4787,53.1751142857143,32.44526,7.47039248903147,NA,6.56794331102749,4.64606084135798,46.204525,40.4787,44.98435,31.9321,53.754825,40.4787,56.8443,40.5562,10,1,7,5
"ZNF567",0.449153270412027,0.623060154219592,0.206347722603397,0.926889251495581,0.66826890868604,0.402991857434205,199.67257,322.0697,153.376771428571,225.5287,26.870764776244,NA,26.7253676589055,29.9471587586035,139.03165,322.0697,103.6354,155.0662,259.2499,322.0697,191.67895,279.2584,10,1,7,5
"ZNF573",0.63781506585932,0.356013783208479,0.978879383124383,0.15642261740736,0.146208842697682,0.0120192209139406,71.49996,99.6128,90.1932142857143,44.3307,9.29910756053982,NA,6.17647412076581,3.07766038168606,48.84495,99.6128,79.20265,39.5132,79.282025,99.6128,100.26965,45.7706,10,1,7,5
"ZNF527",0.340469154818104,0.311993085685553,0.821391269505204,0.917745763840241,0.557062782626515,0.804283798096576,102.6745,160.1549,130.632814285714,113.83226,9.41221574677173,NA,12.6535279954875,15.0968823197573,85.408875,160.1549,111.802,99.1921,108.9931,160.1549,145.29055,106.6049,10,1,7,5
"ZNF33A",0.686237572370463,0.298733460457594,0.993862152219134,0.491769245557821,0.985321032266745,0.99790539287674,1512.7592,1121.0841,1213.1902,1248.27234,112.708817906407,NA,134.555534822643,108.593723650884,1250.998175,1121.0841,977.66535,1061.939,1763.036825,1121.0841,1338.2864,1310.5446,10,1,7,5
"ZKSCAN3",0.992971924209882,0.207527873576674,0.630801779113952,0.175931564933805,0.847339985074888,0.00720469007474633,84.30681,77.0855,110.096571428571,54.26366,9.52387194694877,NA,9.47961787171157,5.11856855259359,61.387475,77.0855,92.9801,45.9455,94.388225,77.0855,126.335,62.8366,10,1,7,5
"ZNF676",0.973258974342443,0.836149827130228,0.999987431100719,0.834627720594369,0.999999349730764,0.999798688201378,144.59221,8.4477,18.9623142857143,4.43352,139.883299594894,NA,3.51082453518696,2.48069107838925,0.741275,8.4477,11.92865,0.8977,5.7637,8.4477,24.0722,5.2385,10,1,7,5
"ZNF699",0.978883122213926,0.341074989744778,0.976413465563176,0.999788425441412,0.974851834632214,0.442725380851009,46.36683,56.3182,66.8609571428571,45.26982,6.93216378664699,NA,8.39565781667487,13.8169347543296,33.422275,56.3182,50.90855,11.6697,59.35875,56.3182,81.5256,66.4919,10,1,7,5
"ZNF250",0.741645824391096,0.987567753985965,0.831340602377866,0.871940256523665,0.93248942323373,0.971779080269649,251.95367,169.4967,239.506128571429,219.8415,26.9748693756287,NA,10.5790222274289,46.5543514976312,191.06615,169.4967,219.79455,138.4705,339.372775,169.4967,257.8415,298.3222,10,1,7,5
"ZNF79",0.533627517363354,0.471959110771105,0.909803570022118,0.711987634716364,0.284582483357696,0.148341373819865,105.49044,142.5554,124.253642857143,90.3624,8.7211787596912,NA,10.2594654271499,8.42815491362137,92.000425,142.5554,104.0109,75.2105,123.3632,142.5554,145.6774,92.2307,10,1,7,5
"ZNF681",0.778181036658733,0.422621611408828,0.99647191755666,0.83527231801523,0.960186367421057,0.950789888993715,267.79275,34.4949,87.7259285714286,160.28388,103.065837760556,NA,18.0016784263991,59.2463888891585,74.806975,34.4949,49.4481,88.2154,240.3791,34.4949,126.79565,238.3536,10,1,7,5
"ZNF766",0.115085779354435,0.413464996960375,0.0298226676738589,0.913718292360163,0.0752834071059845,0.888171737362654,439.60426,681.4502,364.242942857143,405.04052,38.3737156620147,NA,21.045774568724,36.8249251139822,406.73,681.4502,341.4378,364.1563,446.765225,681.4502,394.44025,398.6095,10,1,7,5
"ZNF471",0.999999269817368,0.00381204117284739,0.27709702491915,0.781608499236659,0.9667724271827,0.0021962511584307,56.72084,55.9662,170.433328571429,26.96392,16.4778409623362,NA,29.7483118716061,7.9539034366404,20.80085,55.9662,137.2091,13.1077,86.85255,55.9662,207.1509,44.1534,10,1,7,5
"ZNF836",0.293559759690545,0.878620753951318,0.179187447950825,0.99398854693033,0.272204560069723,0.979785786519272,147.89972,247.4481,128.846457142857,140.63026,18.9168059382468,NA,8.52869358780663,28.4900688989269,95.408625,247.4481,111.0274,87.5224,180.259425,247.4481,147.16295,204.7188,10,1,7,5
"ZNF493",0.865614232823894,0.821165927974121,0.983756954630223,0.64365479058338,0.99880314068188,0.981132327627403,389.78009,145.3713,260.845185714286,194.22674,135.25627451589,NA,38.3921811870497,30.2084386299524,239.7965,145.3713,198.69945,135.5736,291.99285,145.3713,286.4824,245.8372,10,1,7,5
"ZNF167",0.999958742409535,0.0168772116191918,0.463182167058332,0.92753529055636,0.984680672771873,0.0153797448547628,40.9885,42.9426,104.708628571429,28.0161,11.3184779361302,NA,19.724782496679,6.08712372570166,15.056025,42.9426,81.0998,25.5835,44.7832,42.9426,121.2076,28.716,10,1,7,5
"ZNF565",0.998980010417626,0.976879010525572,0.987835962927841,0.970962081169874,0.999770188398724,0.874919411023396,89.84791,85.5368,95.7003285714286,82.80176,11.4572939650731,NA,6.41440795329487,11.8008044758652,66.55525,85.5368,91.9285,59.2697,105.961025,85.5368,102.3177,102.1515,10,1,7,5
"ZNF34",0.975781302309298,0.00675362675614855,0.17833537460785,0.921306697679282,0.99981285214297,0.00683736485459052,99.64663,86.9412,154.056985714286,89.50428,10.4005073054267,NA,10.4239494399157,10.363838251314,73.622025,86.9412,135.9223,68.2291,116.084225,86.9412,172.97985,106.6049,10,1,7,5
"ZNF140",0.951634303139558,0.869278048996508,0.820672515663578,0.989874543948868,0.91204493481414,0.983712060304521,338.37389,410.4189,289.201128571429,316.60664,36.4183464016862,NA,34.9433885953969,87.4394593297363,277.3511,410.4189,238.28735,228.0072,376.070025,410.4189,341.98665,473.5462,10,1,7,5
"ZNF658",0.885650103711453,0.527904091918337,0.999830384271649,0.912820947867679,0.982501297655002,0.946129468835028,52.30158,74.9736,72.5226428571429,62.97432,9.64868251220284,NA,13.2340101921932,7.51440036412753,30.12815,74.9736,52.4824,55.0047,58.156425,74.9736,83.4232,79.3613,10,1,7,5
"ZNF765",0.993823766846041,0.460791684918179,0.783610640539036,0.999995073724028,0.993762487954351,0.613464345445318,318.52402,350.0774,232.486357142857,317.01022,43.414395355314,NA,26.2154479509775,55.3530115466394,255.3148,350.0774,204.2734,244.4959,310.323075,350.0774,249.94255,430.6679,10,1,7,5
"ZNF124",0.998552757812614,0.0842192094645324,0.740340176380187,0.697122456920954,0.978304545825133,0.682108877382823,154.35551,146.4273,94.1851571428571,125.62022,18.048539766243,NA,12.5354488087043,19.6834094383163,98.9991,146.4273,78.906,99.073,199.295425,146.4273,103.24415,134.2011,10,1,7,5
"ZNF569",0.963830688076528,0.782986447788592,0.805182379339263,0.77588505870508,0.999995210608295,0.357837513165619,98.08097,55.9662,137.375357142857,53.79472,36.2386122909714,NA,19.0117807249041,11.8231920417627,30.60815,55.9662,112.1584,35.5472,93.3551,55.9662,172.45865,58.1211,10,1,7,5
"ZNF777",0.826196183046861,0.999994186404285,0.828508100249716,0.999876201857954,0.827117060344264,0.999968716411021,541.44495,398.0993,543.406428571429,547.49122,50.3603083141349,NA,8.75796887111863,112.018290331139,424.271075,398.0993,526.15325,343.4429,651.65435,398.0993,559.598,667.4147,10,1,7,5
"ZNF605",0.599878759575817,0.936056092570349,0.770717846153324,0.674418356656631,0.918691080219264,0.940027232825662,442.57011,174.5864,384.196057142857,316.45022,68.5704641815061,NA,47.1541687176419,115.851303628588,281.259075,174.5864,309.58895,118.0431,640.51945,174.5864,473.7419,558.6273,10,1,7,5
"ZNF799",0.471206782738548,0.0146142589152097,0.999359700739962,0.0762518497055629,0.999468346692338,0.972604212399864,154.97558,80.6054,74.4387142857143,86.54316,20.2420515391147,NA,9.29235636514607,13.0807366705626,105.87105,80.6054,52.40065,78.408,202.762275,80.6054,94.18395,113.0028,10,1,7,5
"ZNF782",0.986456409854872,0.949865291984609,0.999776912345397,0.187063871121831,0.883595091833431,0.445218677782016,97.26618,87.2932,89.8405571428572,64.67796,11.253412042989,NA,8.70685704301794,5.42300906486427,81.4776,87.2932,75.44565,59.246,103.42075,87.2932,104.7685,73.3396,10,1,7,5
"ZNF846",0.987577452874692,0.0975639983464656,0.480319090210767,0.751829122439999,0.997608391389831,0.0331422422330642,67.20039,57.3742,102.103071428571,51.50876,9.25568651700072,NA,9.96624026245161,13.6873986398293,48.40105,57.3742,95.22,36.8043,86.182525,57.3742,113.9461,49.6212,10,1,7,5
"ZNF136",0.999155983113407,0.94864426811882,0.999377090789191,0.720037071577235,0.977468290064568,0.949657860388005,264.85087,250.616,237.509771428571,205.25746,40.2291643630147,NA,21.1824853108109,43.3606327507176,198.0114,250.616,206.94675,154.8474,259.054325,250.616,256.7533,268.8275,10,1,7,5
"ZKSCAN5",0.999110380325467,0.994647997949379,0.994693008888234,0.301668440593712,0.733920960657392,0.46704550619612,427.97218,443.5058,414.616814285714,318.65526,43.1222805029754,NA,32.1436015089164,32.8429164827456,328.345325,443.5058,363.47605,303.3842,487.230575,443.5058,432.8564,329.8923,10,1,7,5
"ZNF33B",0.999999098932306,0.440961622304945,0.88880186949787,0.999999574984829,0.999999834678622,0.576313466856395,806.46954,809.9261,621.435785714286,807.87468,91.7654773653411,NA,47.9012740123516,120.87857837999,718.824525,809.9261,536.83575,736.9838,927.880475,809.9261,690.75255,999.7617,10,1,7,5
"ZNF431",0.981209957777443,0.735687449146287,0.999582774997378,0.589789180851912,0.992402522227084,0.987573769829305,375.22543,273.8472,245.3437,196.27982,116.021133116515,NA,19.6114172428181,33.3473045879483,224.3018,273.8472,212.47685,127.4686,268.0944,273.8472,260.0828,245.9485,10,1,7,5
"ZNF418",0.992262392781819,0.5449855120172,0.807922537387904,0.855009091259667,0.999140161210195,0.269196303365418,37.43142,25.3432,65.0031,19.32496,15.5760216406273,NA,14.3416609268575,10.561688879417,12.553575,25.3432,40.2504,7.5319,31.83775,25.3432,85.14115,11.6697,10,1,7,5
"ZNF700",0.77139360585692,0.163311465117406,0.999910860263225,0.943004853879041,0.916673182045024,0.564234576645701,382.06489,232.3126,222.475914285714,336.70998,60.8911645174376,NA,31.7832672400299,45.4053964866116,258.1998,232.3126,174.9005,286.8043,379.922225,232.3126,230.2815,353.9977,10,1,7,5
"ZFP28",0.910667044173338,0.566620722654199,0.602582518681203,0.365760969988037,0.996927433172054,0.0667213043146425,103.73803,51.7423,152.309,35.0298,31.2738452740342,NA,20.2464143386639,9.81262015523886,28.362875,51.7423,127.75835,16.8019,162.313325,51.7423,187.4243,44.1534,10,1,7,5
"ZNF585A",0.372163324234417,0.974585062581922,0.495101121760523,0.989499982553902,0.49529339768196,0.999902354274185,143.67565,254.8398,156.870657142857,154.4745,26.7094428279474,NA,12.8914093614952,18.0181150883215,91.153975,254.8398,133.27805,127.7286,162.425925,254.8398,166.56225,168.0172,10,1,7,5
"ZNF138",0.989108530793808,0.994210827395736,0.997468326182095,0.886130631212874,0.999905732109107,0.965634039875541,219.81636,254.4879,232.948642857143,261.82388,30.127795617127,NA,52.9070246807632,26.1880714305082,180.547725,254.4879,160.9587,221.8896,206.529175,254.4879,228.47885,286.9399,10,1,7,5
"ZNF429",0.554414503135075,0.878627805520782,0.770429731441243,0.0258818672377938,0.991267759514409,0.132383534815968,263.35463,131.6438,228.868942857143,101.76034,39.324946663096,NA,23.1083986317988,18.8337564805484,169.7147,131.6438,192.13445,78.5781,356.384075,131.6438,271.2435,108.6176,10,1,7,5
"ZNF470",0.946297026201943,0.850165348973867,0.800519670112179,0.995994232967838,0.919566712111779,0.964394440798523,119.98964,55.6142,164.658028571429,133.65136,26.5249214166401,NA,21.78359505168,88.3790231195989,36.86325,55.6142,132.5288,19.2998,197.470825,55.6142,196.4559,110.0396,10,1,7,5
"ZNF100",0.822810625526177,0.476215519446978,0.998111548294576,0.630082424984076,0.995879378118723,0.999572121091775,455.2639,169.3066,227.437,246.79502,142.003523319444,NA,31.526223860878,40.5642307001057,253.04355,169.3066,162.98775,173.6984,368.758725,169.3066,281.9573,282.8885,10,1,7,5
"ZNF398",0.851575498927174,0.996942090187639,0.81381574918567,0.858341243564581,0.981425404829998,0.800233242819201,667.2142,558.6061,680.082257142857,611.54614,38.2657788526656,NA,38.6460499775041,77.5995768135407,594.50175,558.6061,606.47675,500,735.90225,558.6061,708.0107,719.7331,10,1,7,5
"ZNF498",0.999968211776432,0.832923719744898,0.985340105921634,0.0111696852559853,0.341544233012203,0.0782484093408312,417.61992,414.2907,387.626385714286,278.45796,28.168566647539,NA,19.7325184310355,23.5162498990081,373.177475,414.2907,348.67905,245.2336,450.5223,414.2907,429.35085,307.6477,10,1,7,5
"ZNF441",0.999418257467908,0.914889156849936,0.975608163430083,0.934726249205854,0.997769465667701,0.696878563909829,158.84962,148.8912,184.954257142857,132.56512,32.0286296850934,NA,25.1581936877513,19.9936664946778,90.9276,148.8912,148.13915,91.5619,195.33575,148.8912,203.88605,158.0076,10,1,7,5
"ZNF420",0.637384337933431,0.928639878241741,0.808819586138027,0.977182424862962,0.546758295750255,0.811095249844128,115.77439,43.2946,98.4764857142857,128.54938,21.2011864395025,NA,10.1091181965879,30.6737234775206,72.42445,43.2946,81.30515,115.8749,127.9284,43.2946,108.5282,135.8279,10,1,7,5
"ZNF763",0.65821848414777,0.665159726666017,0.92805963775506,0.263975373732394,0.998368443889808,0.851631084365206,76.97527,32.383,56.2327142857143,38.974,14.5661973407387,NA,12.0930449737389,3.77881518084703,42.5301,32.383,36.25655,34.4592,111.7982,32.383,72.2392,46.9293,10,1,7,5
"ZNF679",0.971313953793557,0.540390234183948,0.997215485189765,0.889819090816901,0.999916491894816,0.964238236533634,1.1199,0.352,0,0.4635,0.738221414542337,NA,0,0.4635,0,0.352,0,0,0.825675,0.352,0,0,10,1,7,5
"ZNF682",0.998283344525626,0.618211521262887,0.884146329639043,0.188161499669072,0.627650417385605,0.787158069164876,59.75848,65.1179,41.2602857142857,24.52406,11.3288434133783,NA,10.6371188274481,8.62793020159528,32.425125,65.1179,17.1519,11.2254,80.316425,65.1179,62.11345,23.175,10,1,7,5
"ZNF772",0.832406151152263,0.919329150964239,0.949114650064582,0.212138209192448,0.996795791406574,0.535589836397308,175.95014,64.062,136.426,35.56636,56.7076671606077,NA,17.1899449171117,7.17725605615405,51.3865,64.062,102.48585,22.4023,172.861875,64.062,166.7262,38.9149,10,1,7,5
"ZNF257",0.922976594811174,0.620956569178002,0.999955669754087,0.593918592578776,0.999983024343152,0.998582614795277,209.83317,18.6554,34.0040428571429,7.23622,134.040463411519,NA,7.3915887841344,2.96642639355842,8.9275,18.6554,19.88035,4.0395,139.523225,18.6554,48.93335,4.8644,10,1,7,5
"ZNF785",0.999999983507624,0.328538138243525,0.852804229716699,0.282741730538902,0.790646687367597,0.0224329250024005,297.33816,297.698,380.8573,199.11056,33.5772500130543,NA,24.6834710435566,50.9176706261942,232.950325,297.698,317.84705,114.6282,365.7036,297.698,430.80615,305.2648,10,1,7,5
"ZNF98",0.961595580813973,0.785779034264934,0.9999690407459,0.79504568541595,0.999999968199106,0.999864369310961,82.6962,0,7.58908571428571,0.78442,74.7324048427484,NA,3.14238860790024,0.361013678965216,1.31115,0,3.1161,0,19.61005,0,7.40255,1.3784,10,1,7,5
"ZNF786",0.785456393993216,0.988443526726285,0.865798098739297,0.0505088039816924,0.956643058141918,0.120114955666502,246.39996,173.1785,234.702628571429,131.88444,30.9083787930939,NA,17.234081275508,18.665421173673,187.792125,173.1785,207.6772,99.857,274.366875,173.1785,256.25405,156.1939,10,1,7,5
"ZNF517",0.859708168223168,0.999843130373014,0.850781796281913,0.0727596832777426,0.943084538705502,0.0892796852457857,241.63851,174.9384,244.626585714286,125.46606,34.9183084604734,NA,16.6508727874122,12.0200715127074,142.71855,174.9384,223.80995,127.2641,317.303225,174.9384,269.73975,142.5261,10,1,7,5
"ZNF675",0.912194178966491,0.509393468624862,0.999999920016527,0.926897509595682,0.988114443675752,0.92672635362178,249.19497,139.3875,138.366114285714,195.6538,71.089044111965,NA,15.1500386993444,31.4317606562534,162.6745,139.3875,120.5476,163.3835,232.416525,139.3875,170.00255,248.4565,10,1,7,5
"ZNF860",0.985581488609202,0.777174391952808,0.86407419844275,0.632076494978058,0.788751480122117,0.987863626282549,123.29047,170.3625,62.0111428571429,37.24486,58.9667469650293,NA,15.3602542443749,6.44248710806626,44.712025,170.3625,42.06455,28.3603,106.07685,170.3625,72.44655,48.7023,10,1,7,5
"ZNF695",0.566286630779334,0.0370658373851005,0.99983777366091,0.45197238901232,0.21871645925807,0.00486322472295198,78.042,19.0285,15.5547571428571,113.45858,15.8943226073477,NA,6.61518772083126,22.7193426526693,48.160475,19.0285,6.7445,89.4593,92.5601,19.0285,15.29105,158.4964,10,1,7,5
"ZNF665",0.774166490768372,0.420395970768517,0.996199978194918,0.987505427066509,0.873913670156897,0.744605551112057,24.38568,47.1665,41.8779714285714,28.44928,5.26698126597938,NA,9.72573896102292,12.8297994634912,9.127175,47.1665,25.49875,9.6486,39.840925,47.1665,50.2571,38.6082,10,1,7,5
"ZNF624",0.842037393052503,0.172175818947948,0.997712432956923,0.993458222917262,0.911238267513445,0.419441058014658,101.20002,130.5878,137.267142857143,106.08194,11.0159132332155,NA,11.9105179393968,15.8864395402683,70.757975,130.5878,113.23325,92.469,115.1634,130.5878,152.5295,100.2317,10,1,7,5
"ZNF841",0.236343451663557,0.474856124818953,0.60457889747887,0.980000250691965,0.357318662004578,0.817346660124258,379.41828,141.8515,295.932842857143,355.081,41.3757444232724,NA,18.5314638102961,64.9627377349508,302.77265,141.8515,269.69035,238.7792,398.98535,141.8515,324.0856,478.2039,10,1,7,5
"ZNF615",0.749978802847612,0.188716771166772,0.240830572404985,0.999930154283477,0.788805404549593,0.294383995608519,198.04556,105.2446,289.431828571429,195.27808,27.9187881542488,NA,39.6172845938049,24.5197654438904,147.91975,105.2446,201.35665,159.6607,225.614825,105.2446,347.0291,206.9224,10,1,7,5
"ZNF433",0.61373272340443,0.751301498294318,0.875614111837318,0.274432224443626,0.994478956519297,0.802057595481818,77.53583,27.8071,58.6046571428571,38.23144,16.2217352285208,NA,8.3674240215327,8.43686661258788,56.061,27.8071,44.038,29.1741,94.643375,27.8071,68.11465,55.3644,10,1,7,5
"ZNF595",0.829050835046218,0.896640382143495,0.954707207306645,0.930133277880138,0.95458971450661,0.999994794447297,209.20971,73.2137,156.864871428571,159.0106,63.1815039489414,NA,20.2241233872973,56.4590775242122,57.94675,73.2137,150.6415,69.6075,275.007275,73.2137,182.6664,176.9878,10,1,7,5
"ZNF460",0.35650842567254,0.859283535814161,0.577701441165679,0.336457325772252,0.0953126014720398,0.137954715901691,351.68102,617.7402,409.962142857143,209.35658,60.2573384783386,NA,44.1927309833969,31.5431654709764,215.285425,617.7402,344.67695,178.4473,433.34745,617.7402,510.67925,231.8875,10,1,7,5
"ZNF81",0.989144336611249,0.938977929435849,0.939784330760714,0.782651474442998,0.866999021560594,0.977781363377578,227.2984,258.3597,200.492671428571,178.27926,28.6210510538543,NA,15.993542214024,65.8966689233348,179.1515,258.3597,183.14175,73.1598,265.23775,258.3597,227.7934,192.7415,10,1,7,5
"ZNF780A",0.943044282791968,0.617186716914255,0.685429940382891,0.129212352828096,0.354234342890135,0.673894958408264,280.44003,311.51,248.335671428571,213.12864,15.8228009196718,NA,23.4605752124882,19.7400961254904,248.77605,311.51,211.49675,192.1005,312.426825,311.51,255.13405,219.5829,10,1,7,5
"ZNF461",0.998862709568647,0.979540130876763,0.999982206878451,0.812425185315635,0.936310290463507,0.661304925507842,86.5962,93.981,95.8582428571429,63.11896,15.8886558831066,NA,19.4311285067942,17.2599587014164,58.9418,93.981,58.72965,35.51,124.7249,93.981,121.3233,86.3268,10,1,7,5
"ZNF181",0.989928074197618,0.951966551279183,0.99993392149855,0.939876988699024,0.999999911994832,0.99971968917432,299.95672,203.0975,221.344185714286,205.1537,138.128487616067,NA,26.8203936976131,17.7064733608079,130.2032,203.0975,163.7308,206.8366,227.721375,203.0975,284.9663,208.7933,10,1,7,5
"ZNF44",0.989671981399397,0.714982008473071,0.9974986477859,0.212152293988492,0.8873196150601,0.749153863689976,262.71118,232.3513,213.221914285714,157.73706,38.9084050184955,NA,21.823108239863,25.594226585865,175.695425,232.3513,182.7204,115.3233,308.03465,232.3513,226.06165,190.4194,10,1,7,5
