"gene","N1-N0","N2-N0","N2-N1","N3-N0","N3-N1","N3-N2","N3a-N0","N3a-N1","N3a-N2","N3a-N3","NX-N0","NX-N1","NX-N2","NX-N3","NX-N3a","mean-N0","mean-N1","mean-N2","mean-N3","mean-N3a","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-N3a","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-N3a","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-N3a","Q3-NX"
"ZFP37",0.437229116858004,0.508388359052066,0.999999999738012,0.99710644158415,0.665011005904668,0.688742951780572,0.424520665596258,0.999394668429504,0.999345068116079,0.584320198578776,0.999883004989884,0.786328246338208,0.804734416819142,0.999979101037639,0.703990648401972,40.5109666666667,67.6601,67.3511166666667,29.5028,74.276825,34.83035,7.32643671277204,12.0533076798742,16.1599106726784,14.0407,19.300077720326,1.46525,19.4203,40.85895,37.177525,22.48245,57.805525,34.097725,56.9521,89.3625,93.97815,36.52315,84.81265,35.562975
"ZNF189",0.976165019795127,0.999919107974536,0.998338394629197,0.999996022854845,0.994402837703153,0.999873973181238,0.918836498672616,0.999234273265283,0.981226531990854,0.974352143006507,0.210016129530193,0.124549778988197,0.230110471967564,0.560570292379772,0.110477042474285,517.948006666667,455.664742857143,498.116866666667,534.79135,414.944675,844.9596,55.0405236630417,27.8181845425482,65.6696938446428,14.65125,87.0701847021736,268.7201,414.963,413.8668,404.9751,527.465725,322.92865,710.59955,569.46735,467.31795,554.965975,542.116975,455.620675,979.31965
"ZNF434",0.99999314597768,0.833411952316637,0.855234440556668,0.999999853468942,0.999992966280204,0.985731581354572,0.99999999997875,0.999997727962588,0.946312493609021,0.99999996321479,0.971145718896588,0.986685541081247,0.717222359832771,0.988369344923411,0.983641770706342,333.460626666667,338.617442857143,284.89505,329.53755,332.9601,381.7841,22.493909331041,32.5511989548469,28.9177149728069,11.66625,52.3023898978973,29.0672,278.3037,287.4673,234.607775,323.704425,266.0622,367.2505,401.288,356.76765,315.9859,335.370675,386.93675,396.3177
"ZNF287",0.853684599898001,0.0523074981993215,0.559487828116097,0.99079873621983,0.999998100484552,0.812969904846466,0.999997190608412,0.931262259637323,0.202919538273143,0.991106956236451,0.994923783585535,0.856900421533561,0.23850177644629,0.957911972437288,0.998868155479108,62.68292,82.3214,116.858966666667,79.2288,60.3351,48.1381,8.61286140916843,16.2410583036005,18.9533267935503,7.79029999999999,9.18113849212976,37.1753,37.8966,51.4414,86.511375,75.33365,48.669375,29.55045,69.22585,110.8081,154.2632,83.12395,74.505975,66.72575
"ZIM3",0.5076431792995,0.808781917888507,0.999127431105136,0.926242965444175,0.999998490219255,0.99998912473146,0.947277140683131,0.996242545896508,0.999981527503996,0.999815600831202,0.997229079190344,0.992093983962449,0.999522233543686,0.99886374901391,0.999973070243306,1.81634,0,0.451983333333333,0.1798,0.691375,1.0379,0.828474596604535,0,0.451983333333333,0.1798,0.485918433441595,0.0846,0,0,0,0.0899,0,0.9956,2.3044,0,0,0.2697,1.043375,1.0802
"ZFP14",0.999999922022165,0.999999606471303,0.999997371486702,0.977358490652648,0.979079991119245,0.988415080761665,0.953621987294739,0.976605516022738,0.964512413025865,0.839570515647581,0.9702802816945,0.97281744952507,0.984329216797349,0.999999991210291,0.819923069916447,190.74178,192.455328571429,188.2413,153.50445,223.694025,151.08575,20.2300226344181,20.4585952279198,16.0573180077289,49.58495,42.7493127988309,30.01805,126.04655,169.88125,180.389025,128.711975,162.9751,136.076725,240.27875,215.4527,211.4764,178.296925,270.174425,166.094775
"ZNF473",0.957340474656044,0.968176397116048,0.99999999997658,0.548518375568216,0.331073228857016,0.354208958555108,0.989940795649247,0.853690869219811,0.872137066462422,0.886744262496424,0.331999114041604,0.182158761028327,0.199964077238755,0.99973253519234,0.725332644149643,308.526906666667,267.613157142857,268.253633333333,443.8471,344.671175,473.84245,30.6354891700078,23.2826251857971,21.8893037409396,170.68,48.2287716340287,97.41585,226.099,230.52565,239.866325,358.5071,323.15955,425.134525,347.10695,291.00215,269.65485,529.1871,383.850575,522.550375
"ZNF614",0.865583660051367,0.999383407364939,0.987102262535359,0.612938219574224,0.956193337527079,0.800978281441077,0.999830171609408,0.894975099853079,0.996710383462206,0.63815290021522,0.91245186793652,0.999639567347895,0.97671105312563,0.997755399535582,0.900088129125064,219.352826666667,291.048157142857,241.788383333333,385.15585,199.276,324.40145,36.8577147331186,37.5341212491911,52.1596867288165,229.01175,41.6287459662591,114.11145,107.57015,218.98885,180.493275,270.649975,138.80835,267.345725,254.9,335.95595,347.19325,499.661725,267.72605,381.457175
"POGK",0.999998374311921,0.933567231043471,0.976489510247782,0.995783527335887,0.998315538338378,0.999998903697924,0.992132106546198,0.997694786202211,0.999947950821103,0.999999843586254,0.940970692317904,0.965919445211119,0.999721269895781,0.999587120957043,0.998180785245169,1803.64992,1777.88927142857,1550.76595,1593.2269,1623.71785,1421.02295,164.359633178499,192.348782397532,208.70263876487,480.4876,154.710025783186,203.67305,1357.2852,1390.35455,1303.568275,1352.9831,1366.372125,1319.186425,2182.0665,1994.49,1677.62625,1833.4707,1846.678675,1522.859475
"ZNF514",0.999999434873026,0.970960197632769,0.990297285180059,0.955206086466075,0.973395229256837,0.999423902230526,0.996828569245742,0.996450102743657,0.919255413097626,0.898635410557436,0.998139114844157,0.999248222759211,0.999999804737168,0.999479172154231,0.983748937195545,225.321293333333,228.856371428571,260.44105,285.97535,200.21125,255.3442,19.0264454198597,23.2252806297845,70.7960965971465,18.59135,39.4981316170883,21.5501,177.40575,204.24905,173.3233,276.679675,163.909575,244.56915,263.9296,274.3218,241.12445,295.271025,215.287475,266.11925
"ZNF300",0.998871321314919,0.999950599670452,0.999992132019112,0.970424396026203,0.995514948115274,0.990812107184322,0.958530079545267,0.905339893924,0.949026366999201,0.827536889430949,0.33882196977024,0.536429857594194,0.497329728424998,0.925610377745994,0.215524102649048,69.70008,81.6459285714286,76.3535,109.61735,37.37645,175.9723,14.2658837481267,22.5342240438924,21.3254210727166,57.22915,17.5063401152506,164.5328,34.21115,41.1886,37.730125,81.002775,17.211375,93.7059,94.01955,94.59375,99.848925,138.231925,49.633975,258.2387
"RBAK",0.934066764537427,0.999323992002517,0.996751349202489,0.988026354844916,0.999999918624319,0.998905777406028,0.998913602918716,0.999283525201027,0.999999679374854,0.999632043991981,0.999999789061032,0.990472679963052,0.999808414810431,0.994822778460713,0.999622348601224,720.846613333333,613.176557142857,679.407266666667,602.02695,667.595275,733.51375,83.8426738332943,59.002341802673,62.1647733744155,58.69725,103.736329141461,108.39455,507.58565,516.08525,563.514725,572.678325,538.42385,679.316475,827.3622,686.9408,743.453025,631.375575,741.430825,787.711025
"ZNF92",0.963061373885374,0.999070789921408,0.919384368404652,0.999999605547918,0.994248134222244,0.999989823151055,0.482485823591554,0.264503140072439,0.785748871627022,0.876704986568159,0.914005319426863,0.724810692032846,0.97960586351517,0.980955911089979,0.99965044357338,340.485813333333,277.401842857143,370.350416666667,350.1758,512.156675,468.3703,48.2239427668741,29.4009353647194,85.7834478681228,77.0087,80.2219862980673,122.0881,214.87555,225.49585,266.77435,311.67145,446.0378,407.32625,406.27455,287.44425,428.0185,388.68015,563.320675,529.41435
"ZNF157",0.916781784682577,0.999997216507584,0.939871167340357,0.999995211221635,0.982400391761937,0.999999955636891,0.995862646026389,0.846373875608975,0.999229301660697,0.999929581027662,0.985264415796026,0.841063755230891,0.994003238866781,0.998531460102082,0.999859061192078,1.45055333333333,2.61058571428571,1.31215,1.21005,0.7345,0.1871,0.705514215972777,1.39093000396079,0.421636091711008,0.49085,0.575663886308669,0.1871,0,0.48625,0.475525,0.964625,0,0.09355,1.35125,2.45775,2.079125,1.455475,0.9922,0.28065
"ZNF182",0.999299214291736,0.999995724817522,0.999973478140949,0.86628450741846,0.952626627226334,0.9248638509055,0.998760478218373,0.990371329125945,0.997970471737508,0.818371778524974,0.106011973690048,0.212317306576391,0.184228054274321,0.842624311347491,0.130075303819663,172.08176,185.932614285714,177.283683333333,246.7888,152.91995,350.7229,17.8199415620543,20.4306916713839,33.6887066854301,55.98,22.5532366777846,225.8421,119.83225,147.9052,120.117875,218.7988,118.835225,237.80185,214.32425,215.33605,195.203575,274.7788,189.866375,463.64395
"ZNF673",0.354749386228754,0.485581405117826,0.999997836839253,0.999989483109933,0.787315936335075,0.835553107941657,0.999435013079318,0.842391323801503,0.895140948549516,0.999325091165207,0.347082531621426,0.972540531707963,0.962206725294033,0.578222617778724,0.632481938783261,152.46648,231.1325,226.08605,143.0859,168.196625,282.7703,22.3266727693885,38.4528366690442,23.8020882546854,34.9076,25.4731112197213,107.1268,100.5108,158.0533,193.823425,125.6321,133.976875,229.2069,214.1773,292.79345,257.07855,160.5397,193.0088,336.3337
"ZNF41",0.967139081109036,0.836115772615016,0.998755089343028,0.999982847204387,0.999643438851697,0.99302958692732,0.99304493807089,0.999999585922516,0.998397535618625,0.99991851714414,0.284076057250882,0.617270520835751,0.789095767568602,0.662738176377443,0.655599331353546,297.768233333333,342.178514285714,368.6294,312.7206,336.2823,497.813,19.198969367799,27.1426575919532,86.8285690790806,44.4718,31.0103230160807,226.6023,243.0178,297.122,274.96485,290.4847,324.944475,384.51185,344.8884,385.39925,325.08595,334.9565,365.470925,611.11415
"ZNF7",0.999995296298876,0.999366401120137,0.999962169691219,0.813691856300771,0.816014181731447,0.759424075413015,0.999999997992627,0.999999781556804,0.99990417092157,0.87943668795348,0.0669770315371118,0.0843690290999218,0.0712140460613304,0.804983294397928,0.142560315607401,450.571153333333,443.208628571429,429.5947,571.03585,448.657275,733.28225,31.0636856740668,51.0763965166546,62.5562035837747,113.89765,60.2286227740789,13.79115,359.6605,364.86935,337.43495,514.087025,380.75705,726.386675,565.38,518.92195,447.374975,627.984675,477.452925,740.177825
"ZNF214",0.562651288547263,0.653797635491202,0.999999945259599,0.96639173981119,0.99994234868628,0.999979272780401,0.789752567734586,0.999999849638576,0.999999999795723,0.999989696701438,0.508824651690003,0.981119654110263,0.978313884717754,0.977573075493416,0.981864271676623,27.5219933333333,40.9893285714286,40.488,38.068,40.297925,50.82115,3.94974632412027,4.96776911000704,8.2549751099968,23.7803,11.6531518452001,10.54465,17.69785,28.61035,32.56175,26.17785,23.88545,45.548825,37.16255,49.66225,51.2768,49.95815,57.633375,56.093475
"ZNF215",0.198864454000188,0.95657017971014,0.824957657936309,0.162055353917249,0.922073649026039,0.488306702026786,0.929498761328497,0.949096793269175,0.999953631837,0.643365416315779,0.928892779369214,0.9972099817381,0.998867328009034,0.85639615944311,0.999936587045948,34.94506,90.2805,55.7369666666667,130.179,62.24215,71.54,6.72559984188205,31.518491027483,17.6614822902961,35.9483,23.6212656341872,63.9137,14.9629,41.1441,29.107275,112.20485,45.781775,39.58315,56.6772,102.4514,89.780525,148.15315,80.991875,103.49685
"ZNF547",0.684024112219966,0.447112240466763,0.998526281980338,0.95357162114051,0.999999991748598,0.999591791220535,0.998749370479168,0.976990647535893,0.896294732377688,0.996033415524045,0.999899274324126,0.894122661552152,0.776537824687485,0.96155434812541,0.997368266505004,35.98666,48.9408285714286,53.2291666666667,48.40165,40.17845,32.64015,5.94669819654091,5.93329292602804,5.37103148297523,12.39665,8.71053663535338,7.20645,23.34915,39.63795,46.6811,42.203325,29.0808,29.036925,44.6801,57.3972,63.62145,54.599975,53.61565,36.243375
"ZNF773",0.916749977341401,0.999977039282475,0.984190504577734,0.987498186072871,0.999999997159498,0.996436218520142,0.997131894518283,0.86125440988258,0.994471352338312,0.955212436071467,0.901053148972925,0.641279292422938,0.893563227360197,0.804367819302463,0.990002005673144,68.30876,88.8103285714286,72.0468,89.83265,56.602025,33.0327,14.9204143533004,15.5224120778207,8.36026088014004,0.65605,7.57882686836327,26.8363,28.7124,59.0827,57.4573,89.504625,48.19325,19.61455,90.50145,118.62215,77.1749,90.160675,62.974475,46.45085
"ZNF776",0.665019694417554,0.999999821877966,0.842527520219211,0.237875169666878,0.797297132409053,0.337620496179334,0.23061636911352,0.928177144570384,0.395904275433144,0.996308822848872,0.44340102060152,0.945794444076181,0.555411142184493,0.999601728903791,0.999993495245201,357.151886666667,452.628342857143,361.487416666667,594.199,535.752,551.74195,39.5277623475087,36.4777648008629,29.1503796427584,78.7568,113.906790906622,9.45164999999997,275.5086,411.8112,299.3856,554.8206,385.209125,547.016125,418.12205,478.37005,400.5121,633.5774,676.103975,556.467775
"ZNF256",0.976149637050543,0.99999673939264,0.980054423307252,0.999999993260892,0.998755883458542,0.999998471922514,0.988191024325048,0.999999997999306,0.987631683531401,0.998898179835751,0.874733390008969,0.988614888876145,0.881948012007619,0.963838641945017,0.99313945359245,68.59538,90.8504142857143,64.8849166666667,70.27215,91.945425,123.85175,18.9765423781528,25.3251572790625,12.0351193736059,18.90445,44.7916026410713,11.60195,17.30145,39.5257,56.24765,60.819925,49.191475,118.050775,102.5188,145.79095,83.7997,79.724375,97.28725,129.652725
"ZNF599",0.999986960117033,0.950438052423986,0.987751160233608,0.996068101888326,0.993440550101015,0.923853041711131,0.91240286022554,0.909372258772153,0.649124300906793,0.999911831081458,0.919585181128053,0.910658484995555,0.713548170783928,0.999005218179141,0.999948890250741,77.6113666666667,81.2330714285714,99.3779166666667,58.4253,48.3476,39.3228,9.81950655997524,34.985797556231,15.9809147500264,7.738,8.04167166483437,0.714600000000001,58.86015,27.20315,104.377575,54.5563,37.0335,38.9655,99.83,95.32405,112.5252,62.2943,59.76915,39.6801
"ZNF18",0.890717287837883,0.999999078539687,0.928249298152404,0.773653480591395,0.453847858327959,0.851500098463677,0.999016894182173,0.873557340139202,0.999839934914878,0.942178111790235,0.984676598664096,0.818164473352996,0.992989946942267,0.996098238495111,0.999363626207368,147.88056,126.416385714286,149.78995,191.46745,156.999825,169.82825,9.13539632137284,17.8326373741603,21.2696794166054,27.15895,24.2300829394431,50.19045,118.3112,128.174,110.15775,177.887975,136.133175,144.733025,176.0092,153.8891,186.112675,205.046925,188.28295,194.923475
"ZKSCAN2",0.802172759132341,0.999971388104782,0.947588365352059,0.144502537395097,0.564862812854342,0.251774674891124,0.96097948779064,0.999967645728707,0.991433695976986,0.5588855476236,0.999225990620834,0.998681207318899,0.999925801882357,0.57472310130338,0.999902562133292,147.089453333333,183.808271428571,152.589433333333,268.54875,176.492525,163.8599,16.7134208636591,12.7255910597638,22.5455433237801,115.12615,30.2311268754126,37.7607,106.27905,168.7649,118.73035,210.985675,125.4673,144.97955,185.9891,201.99395,192.938425,326.111825,221.481575,182.74025
"ZNF689",0.95251719595133,0.990958917747964,0.999953920489922,0.99995145445495,0.999607106101377,0.999980968252318,0.0253728992111864,0.202217445548394,0.167623129760495,0.37059186248815,0.594763787548051,0.905795441831401,0.860236679811604,0.890675605719161,0.972142304065753,219.349686666667,252.511214285714,243.287483333333,231.9621,376.8334,321.55145,16.9696994222837,28.3123010117378,40.7896475142931,18.6672,63.89388503262,94.79745,190.7202,210.48185,167.72515,222.6285,315.074275,274.152725,248.4878,293.2216,296.66665,241.2957,387.644125,368.950175
"ZNF19",0.998535544735678,0.999832334261946,0.99999782756131,0.999994453341927,0.999997743013103,0.999999993923912,0.992302648308962,0.999922948836335,0.999609885852243,0.9998268871795,0.992223308732688,0.999592507753719,0.998936426131118,0.99940084665027,0.999995021282764,59.7307933333333,54.6694857142857,56.3099,57.05175,50.8786,47.86265,9.14578630672262,6.56787478979995,9.32549347423502,1.38835,5.06017780632921,17.14765,34.049,42.9174,44.2854,56.357575,45.097525,39.288825,82.95425,67.93195,56.546575,57.745925,58.397725,56.436475
"ZNF230",0.644473783798254,0.999881815763196,0.684259571957203,0.999514500515344,0.844461158569436,0.99998718963991,0.995557055554879,0.984178485107347,0.988683544335463,0.989802880581486,0.999824811515532,0.987441890889087,0.998862982049527,0.997831812945915,0.999998105786796,92.9512666666667,115.1454,89.3106,85.38185,101.93595,99.09735,9.51356550183382,6.85402558223302,7.82087497828728,9.86945,16.2170779107756,43.09165,73.85545,104.51125,77.386825,80.447125,81.16665,77.551525,112.26585,122.7604,101.767725,90.316575,111.59045,120.643175
"ZNF222",0.657375683046479,0.999934696931689,0.708639127038022,0.999999010130899,0.929600518241327,0.999999981255712,0.999827275803861,0.949568826211899,0.998810803139093,0.999860814392196,0.999718999084536,0.990399363768869,0.998741209602981,0.999727506702914,0.999999485122934,33.6500533333333,45.9272571428571,31.8396,32.43515,36.21925,37.44535,4.65540824362853,8.03800268489088,5.51056688445027,0.95725,8.83662325688759,11.88295,20.683,29.5965,22.317025,31.956525,24.064975,31.503875,42.8282,61.33255,43.2266,32.913775,44.393225,43.386825
"ZNF221",0.486185618853662,0.963723897894533,0.970222248146972,0.999939272526702,0.824438818471894,0.983871817177856,0.964321076204678,0.991290458356106,0.999998650339397,0.979934286870316,0.877334223203447,0.336613667313037,0.671268034888081,0.983811257388025,0.679210648779705,32.9455466666667,53.1257428571429,42.5575666666667,29.0791,44.09925,12.5575,6.66415640879922,11.9756800257629,9.44587172891476,2.2046,3.39187822169861,0.164700000000001,10.04255,28.9975,33.835375,27.9768,39.882625,12.47515,55.9177,75.10105,51.36095,30.1814,47.262625,12.63985
