"gene","p-adj-BRCA basal-like c8-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BRCA basal-like c8","p-adj-LAML-like c13-BLCA nonsquamous-like c1","p-adj-LAML-like c13-BRCA basal-like c8","p-adj-LAML-like c13-GBM-like c6","p-adj-LUAD-like c10-BLCA nonsquamous-like c1","p-adj-LUAD-like c10-BRCA basal-like c8","p-adj-LUAD-like c10-GBM-like c6","p-adj-LUAD-like c10-LAML-like c13","p-adj-RNA cluster 12-BLCA nonsquamous-like c1","p-adj-RNA cluster 12-BRCA basal-like c8","p-adj-RNA cluster 12-GBM-like c6","p-adj-RNA cluster 12-LAML-like c13","p-adj-RNA cluster 12-LUAD-like c10","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-BRCA basal-like c8","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 2-LAML-like c13","p-adj-RNA cluster 2-LUAD-like c10","p-adj-RNA cluster 2-RNA cluster 12","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-BRCA basal-like c8","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-LAML-like c13","p-adj-RNA cluster 3-LUAD-like c10","p-adj-RNA cluster 3-RNA cluster 12","p-adj-RNA cluster 3-RNA cluster 2","p-adj-RNA cluster 5-BLCA nonsquamous-like c1","p-adj-RNA cluster 5-BRCA basal-like c8","p-adj-RNA cluster 5-GBM-like c6","p-adj-RNA cluster 5-LAML-like c13","p-adj-RNA cluster 5-LUAD-like c10","p-adj-RNA cluster 5-RNA cluster 12","p-adj-RNA cluster 5-RNA cluster 2","p-adj-RNA cluster 5-RNA cluster 3","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-BRCA basal-like c8","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-LAML-like c13","p-adj-squamous-like c4-LUAD-like c10","p-adj-squamous-like c4-RNA cluster 12","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-squamous-like c4-RNA cluster 5","mean-BLCA nonsquamous-like c1","mean-BRCA basal-like c8","mean-GBM-like c6","mean-LAML-like c13","mean-LUAD-like c10","mean-RNA cluster 12","mean-RNA cluster 2","mean-RNA cluster 3","mean-RNA cluster 5","mean-squamous-like c4","SEM-BLCA nonsquamous-like c1","SEM-BRCA basal-like c8","SEM-GBM-like c6","SEM-LAML-like c13","SEM-LUAD-like c10","SEM-RNA cluster 12","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-RNA cluster 5","SEM-squamous-like c4","Q1-BLCA nonsquamous-like c1","Q1-BRCA basal-like c8","Q1-GBM-like c6","Q1-LAML-like c13","Q1-LUAD-like c10","Q1-RNA cluster 12","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-RNA cluster 5","Q1-squamous-like c4","Q3-BLCA nonsquamous-like c1","Q3-BRCA basal-like c8","Q3-GBM-like c6","Q3-LAML-like c13","Q3-LUAD-like c10","Q3-RNA cluster 12","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-RNA cluster 5","Q3-squamous-like c4","count-BLCA nonsquamous-like c1","count-BRCA basal-like c8","count-GBM-like c6","count-LAML-like c13","count-LUAD-like c10","count-RNA cluster 12","count-RNA cluster 2","count-RNA cluster 3","count-RNA cluster 5","count-squamous-like c4"
"ZNF382",0.999999999334647,0.0686478330407818,0.108303339622891,0.989598139005195,0.996670380353885,0.680780659975189,0.996930295940412,0.999622430763563,0.00551032291431652,0.99993136607685,0.822630508989516,0.909604098288204,0.241692903670195,0.99999988450117,0.595748102757329,0.990269469736132,0.997497474350963,0.266055718586363,0.999999997720853,0.999978868749884,0.999818313520031,0.998927034259209,0.999897076725627,0.0191033259102021,0.999906878988793,0.999999999898119,0.852419328229186,0.999970604215413,0.537929888998422,0.642124265534745,0.999645402437473,0.988751334185401,0.601677435046955,0.98059569217496,0.931691370281864,0.651367867544696,0.999996657446631,0.999999996574179,0.00013755537646909,0.986480371872564,0.492873443581464,0.00744860611763598,0.967483363229851,0.991797834454086,0.243491820077821,8.9573,13.8493,96.95345,43.1899,30.0174315789474,49.7292125,38.3287,28.607,77.8005,18.0130626728111,NA,NA,64.13965,NA,4.81819780648333,32.901165763793,24.1897,10.5391838832521,NA,1.07441429011641,8.9573,13.8493,64.883625,43.1899,16.1183,9.5792,26.23385,13.9949,77.8005,7.2343,8.9573,13.8493,129.023275,43.1899,41.7403,25.737175,50.42355,41.4623,77.8005,22.3316,1,1,2,1,19,8,2,5,1,217
"ZNF577",0.999999999909656,0.999995457772445,0.999999885141076,0.997393960161536,0.999187190191788,0.999870797029954,0.999994629086968,0.999999940261824,0.99999999998593,0.998819258717841,0.995211525039608,0.998858077435754,0.999785746930281,0.999999981438274,0.939687497693397,0.791691004836399,0.862179440496235,0.848684259352212,0.999435322323882,0.429338287598309,0.929695937283318,0.999998567462504,0.999999991036829,0.999999999834399,0.999018045106183,0.99999999999947,0.987830394980047,0.574757585410474,0.962273747066854,0.980436135225846,0.98887483476277,0.999996182754868,0.948031740849928,0.999214166110767,0.999999913824224,0.959609230149662,0.999999769094477,0.999999999912208,0.999999749371171,0.995353073079927,0.999924524072337,0.631444754817673,0.254489858961552,0.999999979057433,0.897007623940274,49.8491,57.4338,72.0507,104.8897,68.8093842105263,94.576725,144.17035,67.2503,130.0191,62.792199078341,NA,NA,3.0108,NA,7.58826682417077,26.9148832932885,82.90135,6.94690516661916,NA,3.02475561432387,49.8491,57.4338,70.5453,104.8897,48.5746,34.5734,102.719675,60.1872,130.0191,33.1797,49.8491,57.4338,73.5561,104.8897,88.8935,133.40805,185.621025,69.6442,130.0191,84.8081,1,1,2,1,19,8,2,5,1,217
"ZNF75A",0.989098059654861,1,0.969529233165239,0.999999963713576,0.957885860566589,0.999999899505871,0.999976129326863,0.994376636832883,0.999583837288565,0.998445266142047,0.999999886691455,0.981237116665076,0.999997972293849,0.9999035427624,0.999957779974965,0.992902989276681,0.999999975630598,0.969352170858942,0.96274311303949,0.994507123243565,0.975978363078237,0.828932722701889,0.999999758358421,0.491440595539098,0.644371654427681,0.235794870517315,0.198923938274117,0.999490338459524,0.992190545017757,1,0.977549327194038,0.966919960834477,0.996696670396496,0.987412786275972,0.999999998044721,0.999998679506721,0.999999997662452,0.952076371820493,0.999999918649076,0.999970667957746,0.935054255032245,0.999999624721126,0.907449992683081,0.014576297844321,0.965647856977286,238.7304,416.2933,237.59445,199.2905,298.684268421053,272.35435,383.63085,454.11922,408.2548,259.288290322581,NA,NA,34.96935,NA,17.4255793553163,48.8870969834102,32.17565,50.0686037785097,NA,8.35673343230707,238.7304,416.2933,220.109775,199.2905,237.6642,172.64485,367.543025,362.9068,408.2548,179.6122,238.7304,416.2933,255.079125,199.2905,339.21995,374.45185,399.718675,555.2612,408.2548,313.9193,1,1,2,1,19,8,2,5,1,217
"ZNF496",1,0.999990041826609,0.999990223458825,0.98983667828367,0.989779664105199,0.83008123489417,0.999999999893509,0.999999999902005,0.999924404477427,0.871471610679521,0.823864412332845,0.824428007473649,0.879765073549852,0.079901514795771,0.00578040030567906,0.981294148267587,0.981399818282647,0.997768405190975,0.377428178548976,0.798509667287569,0.999985300991942,0.861451172683448,0.861929101174486,0.92261221966468,0.109567558261617,0.0528014204508344,1,0.999995345388061,1,1,0.999974841659023,0.992536426821203,0.999999996133269,0.792390114809522,0.974939311502457,0.834524571957074,0.999999986565199,0.999999987210154,0.999983885077237,0.812488418944988,0.999998587540017,0.00113108246044669,0.820024032087776,0.0320261873962002,0.999999866901643,332.1974,332.3829,419.4149,95.0177,352.308473684211,615.197425,556.3,610.87932,322.2786,365.924794930876,NA,NA,107.6565,NA,52.5729760956167,59.1223174611655,55.2679,99.8376835666143,NA,10.4499991904133,332.1974,332.3829,365.58665,95.0177,209.3734,568.72535,528.66605,415.0691,322.2786,263.276,332.1974,332.3829,473.24315,95.0177,408.67645,669.3373,583.93395,743.4296,322.2786,442.9923,1,1,2,1,19,8,2,5,1,217
"ZNF2",0.999992729348101,0.999992234375449,1,0.886902882092146,0.985603380357967,0.948865206343467,0.555458017971146,0.899358435503837,0.49857312369535,1,0.9999999999781,0.99966375920809,0.998574208287721,0.518230545746601,1.2623727086436e-05,0.996952098796919,0.999996441935121,0.999927399954868,0.997319534724284,0.926940812395499,0.891746070800891,0.99991666332527,1,0.999999999943253,0.930316619459163,0.0896403772808633,0.959067845655251,0.999932270486725,0.999902801708479,0.99219802042121,0.985365798717878,0.540173058446787,0.12470366694472,0.999674488772851,0.873709773677555,0.951952195273281,0.92194456064412,0.99828898912884,0.961509894356024,0.999386096823796,0.10491822785709,0.00131040981059227,0.999979129593312,0.754110776021174,0.443394418915949,179.1452,156.4155,159.31055,98.1027,98.8595421052632,183.2254,138.28415,155.73202,209.9295,125.382530414747,NA,NA,13.28925,NA,5.753041739507,27.4208158886834,0.861550000000008,26.1048774969813,NA,2.47876552485727,179.1452,156.4155,152.665925,98.1027,87.59315,134.1009,137.853375,111.4596,209.9295,97.2774,179.1452,156.4155,165.955175,98.1027,105.55985,185.97345,138.714925,208.2174,209.9295,147.9268,1,1,2,1,19,8,2,5,1,217
"ZNF589",0.999999999978092,1,0.999999996128842,0.99999998025342,0.999999999930299,0.999999474274214,1,0.999999999986896,0.99999999824103,0.999999916832967,0.986137631869299,0.969200919314058,0.940103517280387,0.935141262043818,0.132910945555068,0.999995539139166,0.999959352233341,0.99999420516433,0.999722863161723,0.999364269157161,0.998050373447241,0.999999999874986,0.999999919011232,0.999999999999526,0.99999529573949,0.999998320104455,0.75034530687285,0.999992515952539,0.999999994627611,0.999999747859822,0.999999999131396,0.999995176930103,0.999999622536125,0.998025970696507,0.999999995387832,0.99999999990957,0.999834009178409,0.999077163651866,0.999088464519735,0.995795121315531,0.159399693337067,0.898177387845801,0.999999997415502,0.988142242727215,0.999998713951035,196.2808,163.3401,214.1457,125.8677,185.911042105263,459.65415,308.94815,227.25752,257.1372,337.113866359447,NA,NA,12.7511,NA,24.3180697392819,103.193193360969,13.37565,24.3454761430414,NA,16.1451597227087,196.2808,163.3401,207.77015,125.8677,108.6061,233.2073,302.260325,193.9367,257.1372,187.4214,196.2808,163.3401,220.52125,125.8677,230.6904,675.843725,315.635975,232.3997,257.1372,427.5482,1,1,2,1,19,8,2,5,1,217
"PRDM9",1,1,1,1.85629289717326e-13,1.85740312019789e-13,1.61426427780498e-13,0.999999996258923,0.999999996503665,0.999999988887738,8.85957973650875e-14,0.938468963433168,0.938825285209802,0.747320666327383,1.37778677355982e-13,0.0903311487059947,3.03069561878866e-05,3.04703080780122e-05,1.01895373028071e-07,1.58146661377589e-06,1.0405010186787e-12,2.13535523485575e-07,0.999999999999696,0.999999999999799,1,9.33697563709757e-14,0.999999974330998,0.330406091802303,1.1441692038261e-10,1,1,1,1.83186799063151e-13,0.99999998548012,0.930359892366114,2.69557669787535e-05,0.999999999989246,0.999999999999221,0.999999999999365,1,8.83737527601625e-14,0.999981004174074,0.00680672985364872,2.08721928629529e-13,1,0.999999999978238,0.3894,0.4073,0.82035,170.2915,2.76367368421053,18.9175875,80.64035,1.32038,0,1.30641290322581,NA,NA,0.82035,NA,1.31015652182732,18.2189614136564,80.05055,0.69584930150141,NA,0.434687449426917,0.3894,0.4073,0.410175,170.2915,0,0,40.615075,0,0,0,0.3894,0.4073,1.230525,170.2915,0.76885,2.1313,120.665625,2.048,0,0.4697,1,1,2,1,19,8,2,5,1,217
"ZNF12",0.98699404234198,0.99999999999395,0.947018302147813,1,0.985165551039708,0.999999999999806,0.994645750500726,0.999951121395943,0.908805111132075,0.993360009016493,0.997087213924051,0.999927552466852,0.950780514966643,0.996325363944592,0.999999999964898,0.945071395738075,0.999999999986822,0.771271987339664,0.938947977020323,0.996721176305811,0.996607442404515,0.999999827967607,0.983704572623636,0.999974132848598,0.999999616582321,0.945339717882417,0.98482463493102,0.85236457429918,0.999999998755815,0.96680384187583,0.999999999986999,0.999999999634198,0.976577928161442,0.985655030591122,0.884473933587494,0.999977916748161,0.999999772697882,0.967533823922978,0.999927249438402,0.999999470556693,0.120205841501854,0.746393519098551,0.672151744638653,1,0.999964254588901,886.7686,503.8697,914.00685,894.0305,641.027073684211,652.41105,474.2043,810.2041,943.6276,814.474769124424,NA,NA,303.79465,NA,47.3554315640005,63.9664187028464,4.72630000000001,106.466454062028,NA,17.5075524716484,886.7686,503.8697,762.109525,894.0305,498.2656,479.8913,471.84115,681.302,943.6276,618.5443,886.7686,503.8697,1065.904175,894.0305,811.5275,777.7748,476.56745,873.1478,943.6276,968.0365,1,1,2,1,19,8,2,5,1,217
"ZNF202",1,0.999719789290077,0.999763912921908,0.99994367879362,0.99995319154273,1,0.999819127903845,0.999854593652615,0.999999976904648,0.999999999873101,0.999999930127359,0.9999999604209,0.999628880718469,0.999983045874209,0.997046163710225,0.999999084057427,0.999999361036056,0.999996555363207,0.999999762216676,0.999999620906944,0.999999995731552,0.999999999775393,0.999999999408865,0.981616549542528,0.998124753267482,0.87107252784164,0.999386741162422,0.999683804103453,0.991437377402278,0.99212567556935,0.999961078002695,0.999981366332411,0.998866424528448,0.984619678369574,0.998004579526523,0.914756643329648,0.99999593734736,0.999997188354227,0.999915281506093,0.999998123726432,0.992581505024776,0.99999791672313,1,0.972384432740993,0.990207798996629,343.4914,341.7515,258.8674,262.8413,276.255842105263,315.3946625,300.09005,358.75508,191.9958,301.38415483871,NA,NA,8.6623,NA,23.8263740899694,38.9215590263882,39.69485,26.7790454456166,NA,7.27331832746758,343.4914,341.7515,254.53625,262.8413,187.1806,241.1367,280.242625,317.751,191.9958,236.3131,343.4914,341.7515,263.19855,262.8413,308.85915,388.7344,319.937475,383.6662,191.9958,364.9635,1,1,2,1,19,8,2,5,1,217
"ZNF3",0.999125280218113,0.99999999984123,0.999218215788019,0.993146897035954,0.999999966325731,0.991755057681335,0.924389887327454,0.999997617213978,0.775829009862941,1,0.999980829731867,0.90124668438185,0.998014860333141,0.746739262515969,0.000265993755810712,0.987035166897815,0.999999987974613,0.977943684760717,1,0.999999996830286,0.395961082456429,0.99999998929416,0.976123961965241,0.999987737141814,0.903567516752719,0.0350618671132846,0.999973137441415,0.71382658285672,0.95435216031495,0.999938268882581,0.935960351819842,0.999999477724255,0.999997383063639,0.460354965736195,0.999992857883282,0.68762829821158,0.989677687069265,1,0.964149639811598,0.999998767926646,0.802273248605407,0.0010783079632215,0.999996972278548,0.146321763150489,0.998699653553125,1130.4527,815.5479,1084.46475,718.8832,701.977531578947,1279.77655,740.9684,1196.29534,587.1827,821.787094009217,NA,NA,22.56975,NA,98.2395965188613,149.620959094492,157.3979,111.021523553717,NA,19.0053870621516,1130.4527,815.5479,1073.179875,718.8832,443.6289,973.76015,662.26945,1185.5818,587.1827,618.7207,1130.4527,815.5479,1095.749625,718.8832,837.8636,1573.167625,819.66735,1342.2035,587.1827,974.1353,1,1,2,1,19,8,2,5,1,217
"ZNF606",0.841212422551947,0.999999999900715,0.770545186551876,0.998922449618703,0.997812030974002,0.998932719074569,0.803064716126203,0.999944228331998,0.509818244836402,0.999804576651105,0.999999871376193,0.681308591543304,0.999999997342511,0.999039794563308,0.024383196065181,0.989268657769843,0.998245391191411,0.981172361549051,0.999999999075956,0.999843334492103,0.96206783431726,0.993950081799654,0.982536355475184,0.985705046327042,1,0.943462905205472,0.939727655702291,0.999999883154532,0.992975820637997,0.225395642027158,0.962223980477228,0.763678374228493,0.0768543828308446,0.857261950719291,0.474663961828949,0.437137828731131,0.743410694954555,0.999975184472361,0.384188081271898,0.999496995251874,0.999999909395739,0.00160950377518598,0.999351136000172,0.835156665478019,0.0528888656744797,421.918,160.0448,405.0366,296.8872,223.361426315789,389.3113375,275.23785,300.6813,581.6444,216.29129124424,NA,NA,38.1457,NA,16.7514128982917,85.1064817353992,26.49915,30.161115160302,NA,7.6381224607497,421.918,160.0448,385.96375,296.8872,179.3294,265.731725,261.988275,265.5591,581.6444,138.2659,421.918,160.0448,424.10945,296.8872,284.19045,526.96235,288.487425,342.5738,581.6444,266.7376,1,1,2,1,19,8,2,5,1,217
"ZNF91",0.999718782073541,0.963711809434256,0.999972392203647,0.9997789465987,1,0.999960216354924,0.959653587463212,0.999997780749341,0.999999594578291,0.999995997925449,0.999979275192057,0.999996388196895,0.954948448675294,0.999997971844956,0.679937383567693,0.999999981437093,0.993732568591836,0.739964447246606,0.994698562321162,0.525512351859512,0.993381220454349,0.981568679056685,0.999999777007351,0.999998583307501,0.999999541595699,0.999999999732239,0.95840355414959,0.740899122188219,0.000577930810758187,3.14144461112109e-05,4.13844878366376e-08,3.43190212448441e-05,1.07281739047949e-10,3.63721537333106e-08,7.30327101534645e-05,2.58921795115441e-09,0.973734011607605,0.99999987268549,0.999980257579449,0.999999706494736,0.999983585031918,0.671740408692421,0.567107908568526,0.999999999984856,7.26815274632031e-11,449.8101,271.2831,153.97885,276.4152,197.837494736842,351.5662,500.85985,210.8804,1664.1392,219.404675115207,NA,NA,100.24625,NA,26.2341342165366,125.175232353789,173.86735,43.2884522987944,NA,13.0871772550806,449.8101,271.2831,103.855725,276.4152,115.29645,107.882375,413.926175,154.807,1664.1392,80.7978,449.8101,271.2831,204.101975,276.4152,282.0453,409.078225,587.793525,211.9722,1664.1392,295.0178,1,1,2,1,19,8,2,5,1,217
"ZNF226",0.982845560266571,0.989380597072185,0.999999938852916,0.999642903417213,0.999989192532359,0.999999878036008,0.392031194032688,0.998979894295516,0.906135370626558,0.933535283821529,0.983690086310333,0.999997198094137,0.999999999820938,0.999999984029466,0.136657988895738,0.527533131340265,0.998305836346038,0.952957225071439,0.946462411307569,0.999999753610164,0.751919301028221,0.601893463941655,0.999923372874729,0.985256481752582,0.981120879151002,0.999998804432103,0.748158055393885,0.999984385065793,0.999999998665271,0.994358620429574,0.997524512538639,0.999963635908387,0.543334911069257,0.996580522625627,0.65728368006094,0.740926452315904,0.242643230321283,0.992782266633303,0.723920163981336,0.840877427091772,0.997510021818719,0.00541216580452319,1,0.997939250816365,0.371163019503393,492.2598,333.6049,363.94075,396.7299,254.681552631579,374.135775,233.1349,272.10844,469.4402,234.057078801843,NA,NA,138.75615,NA,31.7083593880266,43.844251864521,42.595,13.0500689166226,NA,6.53901314917517,492.2598,333.6049,294.562675,396.7299,160.70595,273.4553,211.8374,257.5428,469.4402,165.8248,492.2598,333.6049,433.318825,396.7299,297.43525,457.105025,254.4324,282.3618,469.4402,278.9047,1,1,2,1,19,8,2,5,1,217
"ZNF229",0.99999999260018,0.999999999994572,0.999999999668342,1,0.999999995904456,0.999999999999014,0.999581970937124,0.999993715433451,0.998521251314662,0.999660312826768,0.991032779398893,0.999046539300231,0.966958629186697,0.992039713486803,0.996569966288373,0.808292146760669,0.909481426602178,0.637970428292817,0.816053936107251,0.724700179321492,0.966679018777466,0.999608126597906,0.999992028979719,0.999009385272159,0.999677888963094,0.999999999996523,0.999881839421788,0.864214985320068,0.404430906494807,0.537821957832449,0.248555448635888,0.412627456381905,0.294869431501834,0.581621885934215,0.994123815923446,0.414226976526755,0.999949041911113,0.999999908424187,0.999858608793923,0.999961695948225,0.999451542994306,0.884757710435738,0.502233805160064,0.999983377556515,0.184212967866499,38.9446,85.947,57.1752,41.9559,159.105010526316,223.5366625,390.1146,166.2293,591.2837,130.132824884793,NA,NA,4.6731,NA,32.7583053876738,93.4221608864509,191.7197,74.2898045503352,NA,11.4962401845936,38.9446,85.947,54.83865,41.9559,75.2326,20.9421,294.25475,35.5722,591.2837,12.5166,38.9446,85.947,59.51175,41.9559,167.3219,298.205575,485.97445,243.2141,591.2837,193.6529,1,1,2,1,19,8,2,5,1,217
"ZNF180",0.999815191287971,0.999947544098714,0.999999995816129,1,0.999658040911393,0.999879359410481,0.99178181727158,0.999999999244685,0.999965465872376,0.987037154491113,0.999991341300075,0.961600552986701,0.924365635260032,0.99999785253096,0.0172850002300665,0.99999998436704,0.995470490117298,0.995988531325694,0.999999998970438,0.77467721035057,0.999999922245753,0.999131131354856,1,0.99999999033589,0.998370388776669,0.999993533206126,0.429727450319619,0.955126160441875,0.997172876779705,0.894858494630314,0.875040604001124,0.99817602278087,0.456025164003858,0.999303026628792,0.99861572573891,0.686876767087323,0.999731713838182,0.999999971241855,1,0.999396400452757,0.850712426344308,0.0691726523162158,0.957525826873783,0.999997316479595,0.684483169847874,230.552,164.1548,181.05935,235.6934,152.459347368421,265.2917875,250.14595,168.37664,323.861,181.325234101382,NA,NA,52.32865,NA,20.8342621928573,40.1500422273859,118.18195,21.2356263424604,NA,4.92396232149353,230.552,164.1548,154.895025,235.6934,110.7142,208.57105,191.054975,135.9786,323.861,134.6292,230.552,164.1548,207.223675,235.6934,162.48345,331.6182,309.236925,208.3154,323.861,220.663,1,1,2,1,19,8,2,5,1,217
"ZNF641",0.999999999631355,0.999960076692887,0.999998400516637,0.999926152667669,0.999529598434932,0.977789345873994,0.999557997667748,0.999970986538461,0.99999999998081,0.9082468831883,0.998020975162168,0.999738088647113,0.999999449458463,0.860294036929883,0.999993863684264,1,0.999999998659115,0.999780591175839,0.999754676633338,0.994508178528037,0.98274376945998,0.999999317689615,0.99999999949238,0.999999115939752,0.989442090500134,0.999485888408155,0.995496770775711,0.999992787913032,0.906072266100903,0.947825137762186,0.976165989490158,0.588506077615475,0.947191374504568,0.982721033308694,0.802055058868889,0.864701294895584,0.991976089251553,0.998458342124831,0.999956078222803,0.744041249458052,0.96501545083196,0.999998990926433,0.922264868259658,0.914677341945242,0.987970070858767,121.8966,138.4929,175.34895,55.5298,181.625610526316,196.4215375,121.89165,151.81546,296.433,206.701396313364,NA,NA,14.15125,NA,28.6302351112425,24.9066123013114,11.69725,29.5704642422908,NA,5.52346921310514,121.8966,138.4929,168.273325,55.5298,114.52955,185.170125,116.043025,100.3028,296.433,152.0287,121.8966,138.4929,182.424575,55.5298,211.1248,213.73205,127.740275,205.9457,296.433,263.304,1,1,2,1,19,8,2,5,1,217
"ZNF610",0.675048844641583,0.998166122059875,0.937907187795052,0.801571712494143,0.99999998871975,0.98172351109628,0.482500468680079,0.999989917247505,0.830340380818374,0.999999998735455,0.941720305489218,0.975414844773637,0.999950254077788,0.996241424927098,0.677661294779078,0.977530960026618,0.990581403202427,0.999994300459127,0.9986922003556,0.98628134155695,1,0.999999857161831,0.479809665660138,0.997636151335629,0.663757021254747,0.00612308171279685,0.611169273548064,0.942425344845919,0.999999999906692,0.592568748441837,0.994061562985638,0.73042152046079,0.372828762154897,0.889241309490724,0.953485899554314,0.999992582429144,0.194865535343053,1,0.368652108084701,0.999999796206786,0.692888413108077,0.0228318176812733,0.760845000107063,1.47498100464549e-05,0.131862811053589,142.1478,37.4745,102.6748,48.7429,55.1427157894737,86.2734875,86.551,130.53678,148.744,37.6842557603687,NA,NA,9.1555,NA,8.60104443881302,27.6478353454043,14.8907,25.1704595365162,NA,2.51695677519315,142.1478,37.4745,98.09705,48.7429,24.59095,32.27195,79.10565,93.5272,148.744,11.7438,142.1478,37.4745,107.25255,48.7429,83.8037,119.2693,93.99635,165.0265,148.744,53.5922,1,1,2,1,19,8,2,5,1,217
"ZNF528",0.968654831684843,0.912926964433896,1,0.999978104110346,0.999228502027631,0.996796724143915,0.805143758712767,1,1,0.990997834381036,0.999986087284225,0.976256356058467,0.837309033839272,0.999999995148254,0.0995282492122046,0.989587777299062,0.99999776460083,0.999972946129137,0.999977776677967,0.99983887817149,0.992301790716757,0.999883690616197,0.992710824250769,0.942721718987262,1,0.49150313758698,0.999999826964624,0.999102062347717,0.961454517093676,1,1,0.998827912026929,1,0.968181276630071,0.999993806438936,0.989492042951226,0.818030799906752,1,0.999999999407458,0.99325127210025,0.999999877584076,0.0399826933665111,0.99993377824567,0.424004005252195,0.999999999903224,449.4207,178.4114,172.07775,342.4341,178.418136842105,373.3041,249.62045,348.5146,169.5787,188.423162211982,NA,NA,55.17865,NA,26.1532279104295,136.119895743561,57.95845,41.5210030681823,NA,10.0972407682977,449.4207,178.4114,144.488425,342.4341,92.49255,93.305475,220.641225,317.1049,169.5787,76.7865,449.4207,178.4114,199.667075,342.4341,250.71645,535.583475,278.599675,424.4316,169.5787,266.0521,1,1,2,1,19,8,2,5,1,217
"ZNF701",0.974260183169271,0.754034531551995,0.99999538565248,0.88285322630344,0.17772894129806,0.0178126441848971,0.907190818516149,0.999999997224584,0.996287938613201,0.0161872454484974,0.960129356332678,0.999999498630426,0.989339671571604,0.0370625717015386,0.999998158572603,0.729932870087342,0.99998977533546,1,0.0156670299146728,0.993822616038818,0.984207711538137,0.678828226971285,0.999998350068125,0.999999999896023,0.00577830460761386,0.980693455608401,0.959835610347545,0.999999996741115,0.722776624736535,0.0851095227849843,0.00536366618106576,0.999999665510209,0.00376173022444659,0.0101304445490275,0.00465202773355089,0.00132131310875883,0.590572361382269,0.999998849394925,0.999999985603493,0.00178011852330739,0.471019636678374,0.686111524067253,0.999999831959575,0.99999999996882,0.00031246989921152,238.7304,123.4216,89.4994,386.8579,135.719763157895,146.227375,86.2404,96.45096,415.9029,99.7375368663594,NA,NA,3.1995,NA,13.411472629912,30.8869056529841,18.1189,24.4618284218617,NA,4.72030059518541,238.7304,123.4216,87.89965,386.8579,98.5416,55.124175,77.18095,43.3502,415.9029,47.5953,238.7304,123.4216,91.09915,386.8579,179.9974,202.26515,95.29985,140.4369,415.9029,135.3474,1,1,2,1,19,8,2,5,1,217
"ZNF283",0.99999970375993,0.999997526377636,0.999410333421436,0.998222675288191,0.98290171965052,0.99990437477319,0.999999000640988,0.999999999999553,0.986000714872044,0.903354372279414,0.999834942039618,0.999999978162717,0.926297323266761,0.791804543529332,0.999391116234927,0.999178344993721,0.999995150053263,0.935283489884225,0.799627765107951,0.999027851997207,0.999999128936333,0.999999999630846,0.999958717565812,0.999997963920721,0.995714834163854,0.99251716910511,0.924994419082936,0.959147921948368,0.338000239547153,0.53405885034778,0.059735477209267,0.0479067254549194,0.0969413487399168,0.236830058903322,0.590957009520666,0.0460559639125322,0.99999999999511,0.999969275961828,0.999954808753382,0.986998917404466,0.729736965474194,0.57127219883105,0.92510564534809,0.99999999942629,0.0224058882090492,47.5124,57.0265,37.02415,20.9779,55.4354736842105,62.346125,68.3566,44.0313,124.7445,45.5412175115207,NA,NA,3.58295,NA,6.07561981257948,11.554803387997,0.354699999999994,11.5361386415473,NA,1.50710376003002,47.5124,57.0265,35.232675,20.9779,33.51795,43.1974,68.17925,31.2082,124.7445,30.2449,47.5124,57.0265,38.815625,20.9779,72.26025,72.1879,68.53395,38.9856,124.7445,57.6305,1,1,2,1,19,8,2,5,1,217
