"gene","p-adj-classical-basal","p-adj-primitive-basal","p-adj-primitive-classical","p-adj-secretory-basal","p-adj-secretory-classical","p-adj-secretory-primitive","mean-basal","mean-classical","mean-primitive","mean-secretory","SEM-basal","SEM-classical","SEM-primitive","SEM-secretory","Q1-basal","Q1-classical","Q1-primitive","Q1-secretory","Q3-basal","Q3-classical","Q3-primitive","Q3-secretory","count-basal","count-classical","count-primitive","count-secretory"
"ZNF671",0.302573061660942,0.663902902982859,0.9922944741187,0.0178179488626523,7.05042108917198e-06,0.00127002907720375,81.710969047619,62.4595492307692,66.0303148148148,117.54848372093,9.56797573765096,4.67286030703447,9.85517301519904,11.0153204371985,40.03065,34.5078,28.8199,70.08505,95.17765,88.3459,77.1179,138.32275,42,65,27,43
"ZNF416",0.16576576116555,0.999933209597857,0.310366222113176,0.926078326220057,0.497169508388252,0.961431760541982,164.514292857143,137.316981538462,163.582640740741,155.627093023256,11.9466738418142,6.41857300293187,13.5539363486573,10.8582902805768,108.5681,95.0276,120.5687,111.59495,222.144675,163.8812,207.5433,176.2223,42,65,27,43
"ZNF586",0.997124662025866,0.527676955126524,0.571152851394867,0.987005071995204,0.940327312448767,0.348217167619236,188.504347619048,192.866238461538,225.252107407407,180.529520930233,15.826179715164,11.8802041033997,33.5494497106003,12.3302366340553,118.02955,131.4206,128.0483,127.7168,249.601425,237.8763,288.5423,203.43385,42,65,27,43
"ZNF446",0.99807308021471,0.00196777320496633,0.000393734398742795,0.900275645920897,0.783456553897227,0.0138163720773852,188.612473809524,186.01096,255.990462962963,199.84383255814,11.3542384000203,8.73458786823056,18.7302589010823,10.1023276312661,136.552825,132.5821,192.3767,146.82215,218.48165,219.2318,314.1886,237.27355,42,65,27,43
"ZNF8",0.851341117972853,0.00448554536068857,0.000125492873816024,0.708247886662889,0.194564784344903,0.066935671698932,100.556388095238,92.7574369230769,141.620588888889,111.895641860465,7.29371348987412,5.32703914996343,11.8315616714963,7.62060475968297,72.035475,63.411,95.0175,75.72615,117.45695,113.408,180.43315,138.34535,42,65,27,43
"ZNF264",0.02149057116053,0.991358466344117,0.128145737265815,0.805418455825789,0.000739372538001715,0.698002656013752,690.355902380952,522.586998461538,669.380044444444,747.264660465116,52.982956817754,27.3058450208114,63.5748847570611,46.8274683080308,426.664175,377.4076,425.9214,535.0658,919.205775,635.8896,860.8511,893.51485,42,65,27,43
"ZNF213",0.0802158660847304,0.999441271796989,0.12648894617148,0.999995109506623,0.0722636193994115,0.99968825778123,485.841330952381,396.393606153846,491.215892592593,486.813890697674,32.5053586062654,17.4031888111864,55.2969312478601,22.1762505001243,342.50755,298.158,282.5349,387.8052,553.244075,510.5277,629.4011,539.4688,42,65,27,43
"ZNF343",0.0981842511850066,0.764187998505432,0.775953151093929,0.688816155429744,0.00277584692684574,0.210284687282108,249.750369047619,301.038907692308,276.628666666667,223.017253488372,19.4856674759094,14.5590775715787,21.9465211732931,12.6628304130219,176.8264,220.1797,194.94125,161.3934,294.647125,381.333,343.00795,269.48315,42,65,27,43
"ZNF302",0.0645231804086122,0.271610404574515,0.996963158595725,0.565463377576577,0.703168709841613,0.907317643338625,317.72729047619,413.15868,404.105203703704,372.172169767442,23.1337660011526,30.4556398849921,31.5934634073755,23.3717353934906,231.6879,241.1771,281.02655,276.83475,393.0568,470.4138,465.0938,437.63915,42,65,27,43
"ZNF268",0.966159739820418,0.525187537947107,0.712428384082083,0.180663639129124,0.290794144682845,0.973853835674524,282.081802380952,293.514323076923,323.609188888889,336.561962790698,19.5395794781667,14.9502566806235,28.0939129046722,16.6984481108166,179.772625,218.2229,272.86295,248.2932,384.1044,337.612,413.16995,390.08425,42,65,27,43
"ZNF184",0.628406321479492,0.00782275738436322,6.59245796845731e-05,0.997299074084147,0.485898317357105,0.0128241043026408,264.31765952381,239.386658461538,348.198177777778,268.797823255814,17.5699146291547,10.2373441637456,29.6684599066873,13.382099916083,176.888425,172.539,214.6983,197.08965,308.97135,286.9544,417.28165,304.5685,42,65,27,43
"ZNF500",0.985430904114317,0.147427692572261,0.194009233892901,0.972207628695567,0.999210575406418,0.298412744217678,192.056073809524,198.15516,238.535922222222,200.416679069767,11.169877307464,11.0446860548904,25.736750276937,9.56836497046917,150.16675,140.5787,149.1534,158.52695,228.481525,242.0245,265.5027,237.3773,42,65,27,43
"ZNF419",0.828014158176392,0.911902972052736,0.470011464030567,0.450120711055749,0.0638589766777519,0.916464023456207,155.24650952381,142.619901538462,167.393762962963,179.248669767442,12.0713794641567,6.35163497969469,14.5434875084136,14.8068738025094,104.001275,109.8369,125.4684,121.03815,200.800925,183.1882,207.4727,204.23245,42,65,27,43
"ZNF175",0.313278611600062,0.868744086210224,0.910051810275532,0.566161341802774,0.00967611870855356,0.224550374609947,127.005407142857,105.205930769231,114.92007037037,144.952676744186,9.8234138986758,6.00867856928583,13.5578584319971,11.9650407328786,75.571425,73.8733,46.6394,83.521,171.133075,132.5861,164.03635,190.28495,42,65,27,43
"ZNF14",0.986742166521611,0.00757134179858499,0.00860759510797471,0.876013253139569,0.961361063934643,0.049435397508921,169.106357142857,176.05216,252.428662962963,186.059623255814,12.7323761526335,11.4572925072133,28.1844701397638,16.451903208234,118.905675,118.9343,187.5997,123.43545,221.76255,225.7806,269.2669,220.01685,42,65,27,43
"ZNF85",0.958869378757997,0.291771377992422,0.455864909060404,0.254630481749536,0.418586582302452,0.99892045015622,59.5179166666667,68.0083323076923,96.9162592592593,93.8757302325581,9.6781733511309,7.79059245485507,17.7414845682908,18.763455679575,23.046175,23.4955,33.24695,35.9676,65.2928,90.7729,128.13455,106.75485,42,65,27,43
"ZKSCAN1",0.974113637482108,0.114863865051421,0.172837270291358,0.804728722510033,0.942211278419566,0.462762955512913,675.936278571429,707.804290769231,885.797892592593,749.879248837209,48.4991110087168,40.3893930719623,83.6823118330551,70.7824246257156,457.40435,505.5468,642.8691,482.43945,831.540275,816.2539,1111.17895,878.84585,42,65,27,43
"ZNF862",0.721913437823578,0.446380248110942,0.897488191507577,0.254589674321108,0.758216855106448,0.999077837806498,239.715766666667,272.712475384615,298.171144444444,303.527586046512,18.7867731557014,21.2357482866612,39.6625414827629,20.9715507936657,139.899875,161.3972,157.8112,203.15665,327.298225,306.4209,443.90795,401.65715,42,65,27,43
"ZNF684",0.0122439178852018,0.999747684789156,0.0312558985019274,0.926066173400415,0.0747045838485555,0.920352081449353,61.948830952381,40.9153369230769,62.7015777777778,57.3407488372093,7.91595921187293,2.81062341212094,5.9198393496416,4.62775706406842,37.032725,27.5887,38.6619,37.8804,64.183525,45.9434,78.61605,62.96505,42,65,27,43
"ZNF430",0.738787304214476,0.352807969313514,0.805704771862789,0.629971001614575,0.9910861058162,0.93134609717721,125.165547619048,147.410830769231,170.099974074074,153.79658372093,10.5650537905038,9.84751354344176,23.5089531579532,24.9208005707008,82.879925,96.0777,120.0809,85.04115,157.487325,180.6847,212.34475,150.4253,42,65,27,43
"ZFP30",0.825192366100591,0.0401042398096377,0.144145994627734,0.993237861538516,0.651333105530178,0.0200663956193401,203.816521428571,226.381875384615,291.342688888889,196.112090697674,20.0381563943118,19.0201676725722,22.5456429346721,16.351137944634,118.843075,130.9599,207.8297,117.74745,272.869075,282.2208,369.4775,243.9503,42,65,27,43
"ZNF549",0.0288930308176758,0.932536049548311,0.0133678358511369,0.6293823235175,0.000313275965289073,0.968176833749032,163.353221428571,104.901493846154,178.913751851852,190.750927906977,18.7263866334345,7.26184622860523,23.9461204156874,19.6728425561642,71.12105,63.0332,59.3968,109.07115,219.094925,147.3618,251.1774,254.18295,42,65,27,43
"ZNF211",2.45049808695885e-05,0.542260097229702,0.0405467797026318,0.942074992694628,0.000284331706983276,0.834933009989242,226.572042857143,134.589756923077,194.410933333333,214.579937209302,20.9293292281172,7.24780833493258,17.9159775647151,15.8391443022216,149.11675,94.4731,131.3059,148.5786,270.9921,163.7975,244.80215,256.84,42,65,27,43
"ZNF205",0.0992679584546505,0.99735248081183,0.2822721094175,0.966759600619533,0.269217236619256,0.996532086562994,244.587214285714,203.505567692308,240.263677777778,235.550118604651,15.0217543678121,9.49507394444971,21.0149223422814,13.3128132679215,198.2456,155.3011,164.4504,188.9659,263.015,256.4183,272.75105,272.86565,42,65,27,43
"ZNF45",0.867869020602553,0.549521101789641,0.160030704516245,0.144922689873046,0.0107335661597927,0.943462552652777,252.15375,235.859876923077,287.036,301.755286046512,14.1012740986519,10.4749516855767,20.7557913542921,22.0110448535762,183.456,181.1927,212.54035,219.18625,304.369975,276.5382,348.9216,340.39065,42,65,27,43
"ZNF133",0.57946127600787,0.998724050256639,0.784082206552361,0.0938972862027201,0.568495535238411,0.227418604798342,385.242983333333,351.005684615385,380.133907407407,316.551686046512,23.2443829531456,17.7478738807566,26.1499860004723,15.9105150232592,269.98245,265.7269,289.3781,236.5334,432.0096,406.0443,478.7742,369.1478,42,65,27,43
"ZNF436",5.96517443819389e-05,0.00460533413547104,0.993128544928257,0.0178952820493251,0.560240891056649,0.856939184881046,1011.33014047619,709.01046,729.731259259259,795.220323255814,57.8492672434987,31.7860785134032,73.5126812254133,56.3940375488918,757.536025,534.6446,523.063,496.7731,1191.63095,882.2957,822.36625,1017.57745,42,65,27,43
"ZNF484",0.237882602558887,0.99790472360863,0.478551312184162,0.999843165617194,0.198373802581337,0.994605126649157,103.719992857143,121.203336923077,105.804925925926,102.949837209302,7.84084809202495,5.87438751029652,9.19513984455221,6.25068000336026,77.715875,89.7766,70.41485,72.07505,115.042225,143.9385,139.25065,122.98755,42,65,27,43
"ZNF780B",0.998588315444883,0.583780509221522,0.437285727414685,0.990614336145597,0.96124017922242,0.743691450334788,238.75735,234.225224615385,284.092122222222,248.17293255814,21.810959545402,18.7465848134402,28.1274616602881,20.9303677638296,149.15075,146.9115,194.4693,169.8188,288.09085,246.3353,314.9236,294.22255,42,65,27,43
"ZNF557",0.999996642968226,0.911633273343774,0.899409213119603,0.173084350917005,0.105175049920234,0.0671005041071943,211.704507142857,212.151690769231,229.205648148148,163.889520930233,24.1685631701218,10.3321215391649,21.2616289541291,11.2237174543588,127.2549,153.5912,142.0869,108.12395,221.4604,262.0927,304.39585,198.5622,42,65,27,43
"ZNF337",0.999981271376365,0.748680523015108,0.722155777616526,0.272810179923273,0.179735508685038,0.0487419797385701,453.046061904762,454.576447692308,504.230385185185,371.759051162791,31.4191155326977,29.5219936144947,38.8848320379413,23.9794701287767,311.093475,293.3953,385.4047,238.31955,549.54995,524.9955,637.558,475.39835,42,65,27,43
"ZNF317",0.956507084733097,0.999999352108291,0.968678206383651,0.681842744814295,0.891208678262101,0.75198059423771,780.750957142857,745.964218461539,781.783074074074,697.614293023256,79.826753293494,28.3359588197787,64.5222668643679,42.4983215038596,524.900925,599.4962,493.2969,557.2105,874.379975,885.8896,995.01505,792.26435,42,65,27,43
"ZNF426",0.903803879205708,0.506470489180343,0.160854309980938,0.942291789589253,0.999908422633636,0.233156981901154,141.691047619048,130.929223076923,169.043437037037,131.9217,14.513082122646,9.47284116704444,18.9999406738474,7.78334023814909,81.98055,80.9859,101.1515,99.943,172.77805,169.4215,221.4914,161.7749,42,65,27,43
"ZNF331",0.398130123540831,0.966774136527187,0.250141289344018,7.3492502418171e-06,1.57509449927318e-10,0.000593286499711798,339.473995238095,266.469832307692,366.348251851852,595.509541860465,26.162519638463,17.6662692060591,34.5782407275938,58.6872663779744,220.56715,162.6875,264.3797,341.3093,410.997575,380.7968,462.35285,708.7359,42,65,27,43
"ZNF227",0.999965430549021,0.110094621602384,0.066482201506015,0.509975394202895,0.395316799992731,0.71898109982999,256.467042857143,255.41576,321.312859259259,291.342925581395,17.7639076503356,13.8924454231394,26.3753510040214,16.5321876887068,170.384425,180.9448,236.26075,225.67125,326.259125,301.919,363.35065,337.2369,42,65,27,43
"ZNF141",0.909590456115005,0.0336792770485848,0.0848904826202818,0.481410885207923,0.800152846736752,0.445086280049345,40.504980952381,46.8099707692308,72.8455259259259,55.3479953488372,2.68048063010445,2.9502568284435,21.6666124673455,3.06755863425005,28.273875,31.7779,42.0947,42.8789,50.108075,55.1643,62.31065,67.95015,42,65,27,43
"ZNF304",0.372313859408769,0.497015819327465,0.0209538350122744,0.576897597671039,0.0143914615704598,0.992149266437812,348.506185714286,298.092681538462,403.175351851852,392.263202325581,23.7806616949169,16.4664441701473,32.1686214118127,28.5045930478694,231.64015,197.6073,319.24955,262.1575,462.3249,349.3789,462.3046,475.0854,42,65,27,43
"ZNF132",0.0821075578858689,0.452151541671426,0.964333034711692,0.996241186355338,0.136337346850438,0.569256525729249,72.8910261904762,53.9585923076923,58.3109185185185,70.9861744186046,7.39456429528455,4.23418547886819,7.73174733396277,6.02028976322397,39.459075,28.7165,32.49785,42.85075,95.63025,68.9052,70.5042,88.47965,42,65,27,43
"ZNF20",0.992474061343817,0.323634171156807,0.164259559224434,0.9998200784002,0.982978983302433,0.356931853675144,107.635395238095,105.017744615385,127.651381481481,108.454337209302,6.74751930386905,5.31805673269645,10.2876979121845,8.18492389349896,84.121225,69.8223,89.37285,73.80755,127.96075,135.1253,160.2767,123.5983,42,65,27,43
"ZNF670",0.989774823885359,0.0166009719192467,0.0184208922574836,0.959678987336393,0.995264221677595,0.0536034300462633,90.4807238095238,93.5973969230769,128.134177777778,95.979976744186,8.66083033771773,5.50539156733667,11.953616824421,7.23889893924717,51.526575,64.835,83.0844,56.47175,113.16895,112.8348,176.25405,117.3963,42,65,27,43
"ZFP37",0.355185316781623,0.182775493617238,0.87327818809092,0.99986032674085,0.306644527330225,0.157578694061685,61.1298880952381,76.1153384615385,84.0878407407407,60.4026813953488,7.17732453035479,5.73653158077545,10.3721827536771,5.96629240880989,34.828625,33.2728,55.0619,31.23295,67.59075,98.8735,110.3978,81.36525,42,65,27,43
"ZNF189",3.70163253382572e-08,0.377316715358773,0.00269815960818798,0.242886501253528,0.000378878664231475,0.999974017369039,345.964552380952,550.267104615385,412.845311111111,414.569302325581,20.6023607923719,25.6163665730387,27.2036771888905,22.8609992274265,276.59815,412.2765,312.2881,303.3843,375.319875,607.438,533.56605,485.8941,42,65,27,43
"ZNF434",0.286258049368946,0.0946256164612624,0.764554595964075,0.919351110401835,0.69716294648883,0.286844918085825,331.710495238095,373.541290769231,400.000385185185,348.15341627907,17.2319987877168,13.1162511751075,32.5431252464498,16.0643330931493,250.339675,322.0221,304.97265,277.4833,388.0137,429.5775,428.79275,409.82705,42,65,27,43
"ZNF287",0.99885066988321,0.385605474319637,0.256773338499546,0.995648879510346,0.977729983400515,0.50371313570144,105.078266666667,103.490507692308,126.428562962963,107.800839534884,7.82849136626391,6.09506616633775,11.5602333721011,9.32912736209121,73.44665,64.1628,75.58015,71.6703,117.562825,129.0138,175.13325,130.14245,42,65,27,43
"ZIM3",0.850938348223255,0.755007797464689,0.293669350968107,0.997256303553193,0.933492024198234,0.646745218867502,0.354407142857143,0.00480307692307692,0.888881481481481,0.260618604651163,0.320772211618655,0.00480307692307692,0.867097362442921,0.260618604651163,0,0,0,0,0,0,0,0,42,65,27,43
"ZFP14",0.971047234450676,0.341735563541008,0.489302767786623,0.997950561853045,0.994654409535669,0.427059331051083,152.991719047619,160.182735384615,186.872285185185,156.185060465116,15.853506206865,10.2548701471354,14.7420092507624,8.9556890272684,90.46595,102.514,132.6501,118.34605,165.23825,202.8725,216.63765,181.36745,42,65,27,43
"ZNF473",0.0672486409634062,0.0244252822893289,3.00425166477325e-06,0.845487216792723,0.386870292216791,0.00236455786355105,359.088647619048,288.072298461538,461.248203703704,333.354358139535,22.9489340753972,11.6790707334264,38.3894901963485,24.917661328411,231.962125,215.1782,321.5687,247.4895,426.401075,340.4255,590.18915,357.6316,42,65,27,43
"ZNF614",0.0531586136034649,0.914422100081443,0.0201685487705715,0.998695008416948,0.0323130261244222,0.95423690177006,328.83674047619,238.367812307692,357.469318518518,334.77571627907,28.3249763243778,15.5460608480408,37.3193015283736,34.1308453637074,207.1697,158.5117,218.7797,201.72015,421.033275,302.4257,474.4302,437.1857,42,65,27,43
"POGK",0.507814457421429,0.507537638249891,0.990956678582009,0.990564447854223,0.311079462154165,0.347410313165466,1776.92083333333,1994.91664,2048.62340740741,1725.28969534884,136.77802425641,92.153972851154,142.598506262444,121.98091572645,1209.028325,1545.9098,1449.59955,1312.7212,1924.27045,2199.5335,2563.6547,1933.0845,42,65,27,43
"ZNF514",0.0141053771781884,2.4074221922632e-05,0.0644780958236808,0.477209815445205,0.451098517435546,0.00317128341890172,132.850923809524,198.054584615385,259.763725925926,166.582958139535,14.1812914254954,12.6633281013,32.2587206952014,12.3955109387313,79.27805,123.6491,160.63525,116.6542,156.32565,239.2143,294.4846,208.4259,42,65,27,43
"ZNF300",0.867690086756298,0.56857075844775,0.170742294790353,0.772975524392233,0.99213572352012,0.142826405979087,98.1472428571429,84.8107307692308,126.036374074074,79.9606093023256,18.627469356194,8.29312868965347,21.3216517739628,8.14596430581653,37.63215,39.733,19.07485,35.2565,101.752575,115.3938,193.93845,113.1656,42,65,27,43
"RBAK",0.595148060256987,0.991151817254094,0.869865996421188,0.551975137188247,0.03625526222107,0.463566566444227,531.013559523809,581.196335384615,545.691833333333,473.037325581395,34.1425482243892,27.240597700066,38.9394841971641,22.8213517891959,373.02315,452.2427,369.03895,365.00295,663.38455,700.9868,692.9844,555.49935,42,65,27,43
"ZNF92",0.962795836871429,0.0410499092919488,0.0702151883798066,0.884474282005912,0.988573782926069,0.178898590099766,213.671828571429,224.379652307692,287.425422222222,231.436565116279,14.1871340567795,12.4775838198185,26.2744459083369,19.5616705900209,157.084375,158.2601,189.372,169.15715,265.83385,266.6412,387.7341,266.1704,42,65,27,43
"ZNF157",0.861223926206181,0.000118130947919792,1.28679367361606e-06,0.971069311406665,0.990335866448641,2.06992110756143e-05,3.3835119047619,2.64487692307692,8.52335555555556,2.92772093023256,0.553249082644682,0.42018494008459,1.83373286515518,0.398355914133477,0.762375,0.629,2.0998,0.95,4.63365,3.5088,11.57045,3.9441,42,65,27,43
"ZNF182",0.668781846589114,0.000382835334539866,0.00424381697936826,0.72894976062266,0.999999999999395,0.00899483933817746,140.72544047619,152.298336923077,192.701418518519,152.299562790698,7.29369580203119,7.04973183053644,11.983896175665,5.77324020789942,104.431425,115.3588,154.92585,135.38955,163.954125,188.9512,236.29745,173.79705,42,65,27,43
"ZNF673",0.178763726970288,0.0331871286198191,0.627245761851941,0.847220468944756,0.0187689278401696,0.00350091367168481,226.8491,265.119066153846,291.215596296296,210.060055813953,12.4364410926514,12.1520823994094,25.5629671532722,11.0276497700261,169.78005,198.9808,200.30405,174.3377,264.235725,316.8932,315.5901,242.66505,42,65,27,43
"ZNF41",0.190557812021281,0.994509339926319,0.191314716314153,0.627395989059862,0.0055597102371121,0.849830329404863,220.690580952381,192.645367692308,225.04662962963,239.101706976744,12.3864720609776,7.4503823668768,17.8023271334486,9.0228721245876,166.57575,152.9327,163.4314,201.76425,240.6486,231.5298,289.7404,276.6133,42,65,27,43
"ZNF7",0.201379211487886,0.692939179754841,0.0224983684720418,0.064495201054656,0.871231445544956,0.00633130388387637,578.298085714286,510.340903076923,625.246903703704,484.297660465116,31.9845952542713,16.2391377424423,49.9688649274171,18.4271169553013,416.83415,414.1273,434.6556,402.18465,681.75305,595.227,842.0963,553.41815,42,65,27,43
"ZNF214",0.75831961517883,0.00426169417095856,6.18080553553835e-05,0.667223649471606,0.114976053822327,0.0744531310137196,20.12225,15.9413523076923,38.2310185185185,25.4117255813953,1.89672544800592,1.8453674968755,7.72704407948824,3.09369457586354,11.169325,5.1941,11.54355,9.40645,26.03615,20.354,50.328,37.3722,42,65,27,43
"ZNF215",0.995155899238303,0.00168481660534736,0.00126954037768912,0.997310600278413,0.99999471337225,0.0029164494812447,43.0634357142857,45.1621953846154,83.3831962962963,44.9491837209302,5.10662110527761,5.11073930828573,14.3944276159644,4.71496071327055,16.317725,14.6492,21.39995,22.89095,54.122,65.4852,131.02255,57.787,42,65,27,43
"ZNF547",0.843005858358109,0.0843313658777519,0.00684228202845949,0.393348793989749,0.0528548987217865,0.750666207396089,33.9457261904762,30.9391215384615,44.7748851851852,40.2582558139535,2.30953910721076,2.06606750012891,4.77045901839968,2.96118613641365,21.637525,20.1268,26.3535,23.1588,44.096625,36.6656,52.7249,51.13785,42,65,27,43
"ZNF773",0.839732523073579,0.83945081051248,0.373306524653109,0.578255214934359,0.114835273714408,0.991152574954732,112.80935952381,101.150964615385,127.345555555556,132.45741627907,11.1428178105337,5.52841046988732,22.463705821697,9.81012602992102,79.8981,69.3012,62.3191,95.30055,148.8327,123.7855,149.9898,154.29085,42,65,27,43
"ZNF776",0.158242438662574,0.0425238312080205,3.47627178727272e-05,0.685068199587918,0.0057135675152149,0.332327454072071,340.160285714286,279.215278461538,436.3614,375.453486046512,24.8799713534641,11.1282167715762,37.3372552387088,25.4455015875844,240.038425,211.1676,279.84975,271.92035,412.27595,332.2535,515.59825,476.77175,42,65,27,43
"ZNF256",0.999946604100333,0.557612673419613,0.52241961148621,0.994442304048142,0.996047192468689,0.693236895452513,121.46729047619,122.246806153846,145.517348148148,125.516195348837,11.903113841128,7.48695166183271,19.5881080919115,10.8164256155191,67.8655,76.5311,84.16555,84.77245,180.43715,148.9502,193.01095,148.15155,42,65,27,43
"ZNF599",0.346856207896294,0.127117098511066,0.786852253706826,0.643456787768874,0.981622009372477,0.644886199436844,82.2209619047619,96.9140430769231,106.457311111111,93.6014465116279,6.47872926185618,6.26644637286786,9.00625087482072,5.37975271507153,53.981775,62.0781,79.5923,72.4589,93.75785,117.5506,124.7899,113.8532,42,65,27,43
"ZNF18",0.0012088308033118,0.00866350531686333,0.997876261094618,0.995376608248393,0.000411022686338414,0.00419602894501703,179.608730952381,252.517869230769,256.558677777778,174.632158139535,10.9141261549297,12.2682646218846,31.9690931155761,7.06887556154118,134.472675,168.8868,155.6265,155.2577,217.5701,318.5942,286.5343,208.53705,42,65,27,43
"ZKSCAN2",0.980102469487873,0.00161714355553433,0.00192513780399051,0.892016996770448,0.978943437111952,0.0123592556327405,126.85020952381,145.561561538462,349.375,164.508544186047,10.7427734133981,8.154593680842,115.627908542184,14.9922909536153,74.4989,95.2578,158.838,99.16515,161.661375,195.2338,282.5836,193.0145,42,65,27,43
"ZNF689",0.99860844329263,0.0216969958961819,0.0167701897056681,0.999515441604003,0.992280425288488,0.0156841642231311,178.162711904762,181.073763076923,245.0323,175.922030232558,13.7390927512199,7.15286280776243,35.1456101865788,7.6669706408386,130.24985,149.9999,162.237,144.6689,216.0322,211.4745,260.72985,211.2858,42,65,27,43
"ZNF19",0.99998740060497,0.18422286067262,0.125740988439131,0.752850772670539,0.671335583130858,0.657936785456434,40.8839952380952,40.7651230769231,50.0403962962963,44.8458604651163,2.35537644148752,1.96510338665162,5.47381121077278,2.54580183164871,28.689525,30.172,35.42515,34.33105,52.372975,52.5972,51.5578,57.2555,42,65,27,43
"ZNF230",0.973273881094104,0.406778389627358,0.174738292863504,0.179630397892654,0.0401910872611581,0.99546324076336,99.9344261904762,95.6823876923077,119.105507407407,121.978176744186,7.63688256699017,5.88664851230565,9.46598452655797,8.29598178083519,65.069975,63.862,87.04135,84.41285,125.1746,113.0755,144.2005,139.1696,42,65,27,43
"ZNF222",0.837146498921653,0.770767483433018,0.296136131995387,0.568036324003882,0.109077874187308,0.998053705773795,68.0805285714286,61.7269415384615,77.1944592592593,78.8538186046512,7.5534152262306,3.88578467388784,6.0965411509986,6.12085063020209,43.419475,42.2892,48.0329,52.45705,76.372975,72.5569,93.48715,93.07955,42,65,27,43
"ZNF221",0.211553725752585,0.329762627335291,0.00316769104002479,0.747366067741428,0.0131103285185257,0.847214039559433,11.4520952380952,7.93144461538462,15.2650777777778,13.4388790697674,1.66126718263549,0.650192076712982,2.53502998733273,1.36724466288591,5.037175,4.6243,7.159,7.7051,12.018675,9.6703,21.59165,16.76255,42,65,27,43
