"gene","p-adj-C10-GBM-C1-LUAD-enriched","p-adj-C2-Squamous-like-C1-LUAD-enriched","p-adj-C2-Squamous-like-C10-GBM","p-adj-C4-BRCA/Basal-C1-LUAD-enriched","p-adj-C4-BRCA/Basal-C10-GBM","p-adj-C4-BRCA/Basal-C2-Squamous-like","p-adj-C8-BLCA-C1-LUAD-enriched","p-adj-C8-BLCA-C10-GBM","p-adj-C8-BLCA-C2-Squamous-like","p-adj-C8-BLCA-C4-BRCA/Basal","mean-C1-LUAD-enriched","mean-C10-GBM","mean-C2-Squamous-like","mean-C4-BRCA/Basal","mean-C8-BLCA","SEM-C1-LUAD-enriched","SEM-C10-GBM","SEM-C2-Squamous-like","SEM-C4-BRCA/Basal","SEM-C8-BLCA","Q1-C1-LUAD-enriched","Q1-C10-GBM","Q1-C2-Squamous-like","Q1-C4-BRCA/Basal","Q1-C8-BLCA","Q3-C1-LUAD-enriched","Q3-C10-GBM","Q3-C2-Squamous-like","Q3-C4-BRCA/Basal","Q3-C8-BLCA","count-C1-LUAD-enriched","count-C10-GBM","count-C2-Squamous-like","count-C4-BRCA/Basal","count-C8-BLCA"
"ZNF157",0.0039786580822786,0.0347334020258819,0.000108375691586726,0.860360101485162,0.0283642129690522,0.993199849099678,0.973852291969023,0.0672066420348313,0.999999560500965,0.998751384688238,6.13211785714286,18.87535,3.29784975609756,1.222,3.1156,1.76066291543849,16.00415,0.252764130607891,NA,NA,0.71855,10.873275,0.8133,1.222,3.1156,7.119725,26.877425,4.4391,1.222,3.1156,28,2,205,1,1
"ZNF182",0.436884586097612,0.999451286454624,0.368694389429996,0.998440003903329,0.937927484152895,0.997125207661444,0.565774740575415,0.999392255545077,0.521993282989056,0.908313941011795,160.707321428571,231.61605,158.148442439024,177.5601,247.5786,10.985603714822,17.32985,3.98152369191005,NA,NA,122.292825,222.951125,118.6595,177.5601,247.5786,167.59865,240.280975,182.059,177.5601,247.5786,28,2,205,1,1
"ZNF673",0.356637011180112,0.727722881695995,0.539284970951331,0.999968128854356,0.759213998691157,0.996398414487613,0.999998854165169,0.828403961354853,0.999632355418048,0.999963775747112,220.479425,360.0733,246.468931219512,208.9613,225.4892,25.6925546053132,96.8586,6.90073676510343,NA,NA,129.618525,311.644,183.755,208.9613,225.4892,241.048275,408.5026,284.6865,208.9613,225.4892,28,2,205,1,1
"ZNF41",0.496198283236583,0.99999789936355,0.475423063278794,0.710561322025322,0.999980937609218,0.705537707230171,0.0962787594427843,0.800721925200673,0.0902648371654348,0.904343265732147,215.673110714286,300.68165,216.476584878049,309.165,399.1822,14.3074047763009,3.66615000000002,5.03759615747082,NA,NA,162.928975,298.848575,167.7562,309.165,399.1822,259.7648,302.514725,260.8234,309.165,399.1822,28,2,205,1,1
"ZNF7",0.415274694015073,0.778282461635172,0.589988736452571,0.988511168217466,0.601972372891399,0.950326363242891,1,0.838706021707736,0.999369363840388,0.996724879160376,594.354285714286,348.3075,549.338327317073,690.4277,594.1661,47.7158119253066,86.5684,12.9235516025046,NA,NA,420.0422,305.0233,420.6821,690.4277,594.1661,749.697,391.5917,645.611,690.4277,594.1661,28,2,205,1,1
"ZNF214",0.839123569296761,0.115169623728963,0.405456973481282,0.673406946843608,0.42211746589696,0.909700255319782,0.0175133990532523,0.283929063324208,0.00299158982209247,0.0135389781320429,31.6453428571429,47.9929,21.1443395121951,2.444,100.0876,7.27305902038153,45.1162,1.23785010931157,NA,NA,5.107425,25.4348,7.2684,2.444,100.0876,45.456825,70.551,30.3255,2.444,100.0876,28,2,205,1,1
"ZNF215",0.949267829560842,0.998499430194166,0.919881873169162,0.99664972603465,0.949372402673663,0.99820913663529,0.487029243653627,0.893436808783661,0.435339082303841,0.616120919851162,51.4108428571429,75.16815,48.8367126829268,35.4379,124.6227,12.4607792166075,70.85315,2.81277601502286,NA,NA,14.0403,39.741575,17.2652,35.4379,124.6227,55.13795,110.594725,69.1262,35.4379,124.6227,28,2,205,1,1
"ZNF547",0.999151401579551,0.968510375128939,0.999992805563354,0.886046497474288,0.971447427446317,0.92641555562269,0.222783176536373,0.500245589922299,0.266648781390071,0.916158391753148,34.1824928571429,37.54295,36.5595985365854,51.609,73.6754,2.85742829969217,5.31575,1.31990391177275,NA,NA,23.3249,34.885075,22.4929,51.609,73.6754,48.1697,40.200825,47.6346,51.609,73.6754,28,2,205,1,1
"ZNF773",0.999058879455564,0.987311514838641,0.99995099163109,0.99700270556387,0.999929977397296,0.999161564588865,0.90165922562176,0.900671974737816,0.854926626512711,0.902254299388081,125.895128571429,112.36715,118.603383414634,100.611,191.218,11.2191678606419,1.62065,5.17714296327705,NA,NA,91.0658,111.556825,78.5951,100.611,191.218,153.161525,113.177475,145.929,100.611,191.218,28,2,205,1,1
"ZNF776",0.821297985795587,0.586093116454199,0.551444713288427,0.836422405580893,0.56073151875413,0.941283972008231,0.237418311429747,0.81735053559795,0.120487851565214,0.169870500040781,384.064532142857,507.2523,337.66797804878,217.6986,714.8905,38.4259958249455,51.3417,10.497978477631,NA,NA,256.21685,481.58145,235.8538,217.6986,714.8905,425.9228,532.92315,422.7988,217.6986,714.8905,28,2,205,1,1
"ZNF256",0.999998357299062,0.999924500415399,0.999983930027309,0.879851948759516,0.943675374017268,0.862190455018325,0.998268565752707,0.998671011530365,0.998729344912641,0.899287991180014,123.578335714286,120.77165,125.593672682927,52.5458,146.0423,12.1214258987187,65.03635,5.2485805832292,NA,NA,84.665425,88.253475,73.8925,52.5458,146.0423,159.544775,153.289825,168.9287,52.5458,146.0423,28,2,205,1,1
"ZNF599",0.0262994819805714,0.854366219548088,0.0454800179421672,0.935647027715662,0.790231682251839,0.976106848767275,0.917800346902327,0.815617614751618,0.966210908849383,0.999999296333073,84.4761464285714,178.9078,93.2175492682927,118.9409,121.5072,9.07325528050715,32.8865,2.9775823718423,NA,NA,44.410275,162.46455,64.6567,118.9409,121.5072,111.939325,195.35105,111.236,118.9409,121.5072,28,2,205,1,1
"ZNF18",0.957691655931688,0.000326864343459077,0.98877854924647,0.999997338886012,0.996149011924991,0.933271035799657,0.903999349693782,0.997806619514707,0.999999144721626,0.976282010368913,144.923664285714,194.3503,227.817054146341,150.7128,232.1098,10.2462395328341,53.3938,7.10822522156766,NA,NA,116.6709,167.6534,161.2903,150.7128,232.1098,167.5067,221.0472,271.7914,150.7128,232.1098,28,2,205,1,1
"ZKSCAN2",0.999808847495282,0.991292357843172,0.998128812302262,0.956523906401662,0.960008495515809,0.971990446872885,0.999533819315072,0.998655281336944,0.999942900333315,0.996788031620302,192.844421428571,220.62165,172.56535804878,34.6232,144.4845,24.2513671095498,4.15275000000001,16.2395998913997,NA,NA,115.95995,218.545275,98.6278,34.6232,144.4845,242.98555,222.698025,201.4639,34.6232,144.4845,28,2,205,1,1
"ZNF689",0.64703378761264,0.956975658657447,0.743090991310264,0.999328302399128,0.848809097320144,0.995637679081469,0.865833614156491,0.999999998979066,0.914269179466634,0.90726779283719,170.842896428571,260.6569,183.415205365854,149.4908,259.7605,11.8992023492746,109.7135,6.42839667303245,NA,NA,119.03105,205.80015,138.4725,149.4908,259.7605,230.298375,315.51365,212.704,149.4908,259.7605,28,2,205,1,1
"ZNF19",0.433989425523873,0.000629893556153283,0.0324090629039542,0.45155487313771,0.116379956679245,0.902681082409087,0.00110895226209562,0.169969217371978,2.88048276049224e-05,0.000734004802550259,56.4223392857143,78.52045,41.9120409756098,26.2077,127.0801,5.1066844848065,28.16775,1.1107878420658,NA,NA,39.7344,64.436575,30.7572,26.2077,127.0801,68.7141,92.604325,52.9431,26.2077,127.0801,28,2,205,1,1
"ZNF230",0.99993825812443,0.834020973945004,0.999836714690443,0.951670359377153,0.985095711538084,0.985154226514691,0.832220476131804,0.877582344645711,0.706927279094621,0.707987500055313,113.196421428571,108.6565,103.029176097561,77.8004,164.7357,10.0137674813432,14.8054,3.33329055216901,NA,NA,81.826875,101.2538,70.3409,77.8004,164.7357,132.067,116.0592,125.2633,77.8004,164.7357,28,2,205,1,1
"ZNF222",0.999111285547543,0.561484766601307,0.959485831824058,0.926302143841425,0.922277152139946,0.984880617398533,0.667168555778406,0.87173694504534,0.459931560231475,0.531773822114067,78.2178285714286,85.01555,67.0388809756098,47.6578,128.5172,8.83889262952171,3.80145,2.47910793741254,NA,NA,45.875525,83.114825,43.3961,47.6578,128.5172,91.114825,86.916275,84.9225,47.6578,128.5172,28,2,205,1,1
"ZNF221",0.898762115510365,0.244750600728077,0.997126908965878,0.640681725151178,0.972974453025347,0.859999039149596,0.991752198826606,0.894668241256304,0.909213042234618,0.682384649188136,15.8023642857143,9.38885,11.7517917073171,2.0367,20.2512,2.68332286466071,2.91635,0.633944249272331,NA,NA,7.793575,7.930675,5.4885,2.0367,20.2512,19.29495,10.847025,15.5067,2.0367,20.2512,28,2,205,1,1
"ZNF233",0.147561740008053,0.825611693428417,0.0610381467998934,0.997783926459572,0.799858851755252,0.98352813938023,0.994533103217096,0.430158389558051,0.999685862611204,0.985604232284615,24.9641714285714,54.0981,21.2652975609756,30.5499,17.9145,3.66015016332908,33.9997,1.16601011651041,NA,NA,12.771725,37.09825,10.3028,30.5499,17.9145,36.513375,71.09795,27.1795,30.5499,17.9145,28,2,205,1,1
"ZNF235",0.999999999979357,0.303617925309755,0.982521906753212,0.998822853711959,0.999414142245663,0.964120152068471,0.986406807430932,0.993383835903315,0.999937845077994,0.980491101155833,83.5292857142857,83.45215,70.22888,92.9287,65.8203,9.66565083545211,1.40945,2.18892929181363,NA,NA,54.6167,82.747425,49.0437,92.9287,65.8203,103.810225,84.156875,84.1375,92.9287,65.8203,28,2,205,1,1
"ZNF208",0.982561856812819,0.987747551676792,0.993450683361222,0.999999987208346,0.997174830517045,0.99996006210462,2.06956674020375e-12,8.31750446295132e-10,5.37681010825963e-13,5.87399523910292e-07,16.6716964285714,5.57355,13.8911931707317,17.1079,237.9515,3.87883428117005,5.57355,2.00845527203911,NA,NA,3.988125,2.786775,3.0561,17.1079,237.9515,22.201325,8.360325,13.0682,17.1079,237.9515,28,2,205,1,1
"ZNF714",0.999389478647245,0.815982134175744,0.98278542191759,0.996037022981805,0.991966689812114,0.999862674399663,0.99069987510602,0.985351504250859,0.999131147026997,0.999995668397635,153.993557142857,122.7452,194.655572195122,224.0326,241.4565,25.2920661517063,13.432,13.4775928094729,NA,NA,43.408425,116.0292,89.0538,224.0326,241.4565,237.753625,129.4612,247.6802,224.0326,241.4565,28,2,205,1,1
"ZNF394",0.962417627443357,0.138782207568572,0.658696725187548,0.860344236034245,0.738317575235648,0.98363533531601,0.778159383044952,0.654568689039899,0.955959136581809,0.99995577896693,393.922425,329.09365,455.906954146341,526.6802,548.7294,26.7140598286773,51.13605,9.14294277487977,NA,NA,292.82175,303.525625,374.5774,526.6802,548.7294,464.969325,354.661675,516.1461,526.6802,548.7294,28,2,205,1,1
"ZNF333",0.788843003721561,0.972138905588229,0.858777400079292,0.92760529567185,0.999999999887684,0.956901947233377,0.996322962267664,0.995701460668224,0.999224836003051,0.997659201083156,161.64475,258.10455,176.123773658537,257.4338,204.4592,16.3760978887935,38.03985,8.37438124956292,NA,NA,109.81545,239.084625,124.2691,257.4338,204.4592,184.373925,277.124475,208.98,257.4338,204.4592,28,2,205,1,1
"ZNF382",7.5987133741906e-06,0.0086320318594606,2.83032849379694e-08,0.894496383765156,0.00178676941659273,0.999152276141207,0.766121284111106,0.000766709326353365,0.985162179807307,0.999687294867878,30.3545,96.95345,18.311663902439,13.8493,8.9573,4.40327221724406,64.13965,1.10969486029296,NA,NA,10.1436,64.883625,7.6287,13.8493,8.9573,44.766325,129.023275,21.9043,13.8493,8.9573,28,2,205,1,1
"ZNF577",0.999997611046594,0.832012309129358,0.999275266592005,0.996776501594588,0.999040594992853,0.99990248524217,0.98633469671097,0.995096161060838,0.998065506321306,0.999959890115795,73.9876178571429,72.0507,64.1530263414634,57.4338,49.8491,9.11471948976732,3.0108,3.24100467532679,NA,NA,41.4562,70.5453,33.8251,57.4338,49.8491,92.87035,73.5561,86.45,57.4338,49.8491,28,2,205,1,1
"ZNF75A",0.973553208539949,0.731714114736741,0.998690522246319,0.854437877646919,0.753519861527135,0.713026348023266,0.992907441050359,0.999999999235756,0.999722130833266,0.841527512066222,291.970132142857,237.59445,261.656393658537,416.2933,238.7304,20.3417177392823,34.96935,8.6592247116572,NA,NA,208.68355,220.109775,184.1542,416.2933,238.7304,347.117275,255.079125,316.2755,416.2933,238.7304,28,2,205,1,1
"ZNF496",0.999999700853886,0.545369249879596,0.994658143960177,0.984270966295767,0.993478710761749,0.999373187650211,0.984151033742762,0.993425247849324,0.999361358088179,1,423.607985714286,419.4149,371.476543414634,332.3829,332.1974,46.3823040546712,107.6565,10.9381205526895,NA,NA,235.204875,365.58665,267.2218,332.3829,332.1974,601.257725,473.24315,442.9923,332.3829,332.1974,28,2,205,1,1
"ZNF2",0.872280390871435,0.887287559794384,0.720785849482018,0.971986423072852,0.999997026528165,0.926146610466333,0.759129736125825,0.993941317990604,0.634470649010525,0.994115666228885,131.640832142857,159.31055,124.314669756098,156.4155,179.1452,11.528293169681,13.28925,2.48490698129593,NA,NA,91.442025,152.665925,97.2774,156.4155,179.1452,145.517675,165.955175,146.1896,156.4155,179.1452,28,2,205,1,1
"ZNF589",0.999989771395836,0.120882646853974,0.940922307822709,0.998711849409201,0.999759392016184,0.941240117233383,0.999923866792585,0.99999627122895,0.972051925362223,0.999975827258584,227.889953571429,214.1457,338.485042926829,163.3401,196.2808,31.5304622000288,12.7511,16.5512792267024,NA,NA,111.14225,207.77015,190.458,163.3401,196.2808,266.746025,220.52125,427.5482,163.3401,196.2808,28,2,205,1,1
"PRDM9",0.786140612494683,0.000928268942203325,0.999998730159845,0.91598603459108,0.999999941002926,0.999996636847852,0.915593116951215,0.999999930093391,0.999996370405517,1,13.2823321428571,0.82035,1.33661804878049,0.4073,0.3894,7.55051905149302,0.82035,0.459387487824244,NA,NA,0,0.410175,0,0.4073,0.3894,3.1098,1.230525,0.4697,0.4073,0.3894,28,2,205,1,1
"ZNF12",0.649224061513078,0.0704424698136944,0.963409752669378,0.960727630957543,0.640028263507079,0.74215586747217,0.906585932124173,0.999983863247141,0.996386434031833,0.797412777830067,671.459410714286,914.00685,799.283327804878,503.8697,886.7686,37.7755673805394,303.79465,17.1949259206784,NA,NA,503.1146,762.109525,612.0571,503.8697,886.7686,862.986425,1065.904175,947.766,503.8697,886.7686,28,2,205,1,1
"ZNF202",0.996503914354961,0.869901064848926,0.968007054879182,0.985882375029862,0.968209705533752,0.99749065513801,0.98414442876339,0.965730158434079,0.996964279038727,0.999999995794082,286.469110714286,258.8674,307.037850731707,341.7515,343.4914,20.0497914404011,8.6623,7.39062852556898,NA,NA,195.266175,254.53625,239.8975,341.7515,343.4914,376.811725,263.19855,365.4888,341.7515,343.4914,28,2,205,1,1
"ZNF3",0.810469230912246,0.99995732767104,0.775054392076095,0.999993582988653,0.953327522541611,0.99999852526969,0.884113320020628,0.999949780899038,0.868415382051865,0.950958257949319,838.369257142857,1084.46475,831.106864878049,815.5479,1130.4527,83.523707234384,22.56975,19.9906646231072,NA,NA,491.96205,1073.179875,617.1287,815.5479,1130.4527,1064.778075,1095.749625,997.1157,815.5479,1130.4527,28,2,205,1,1
"ZNF606",0.437881983714239,0.383614257692488,0.163685607276095,0.910726572409637,0.417849788127037,0.985803490991668,0.651427853797521,0.999954206487777,0.409307481230439,0.498191588845211,261.396585714286,405.0366,219.756752195122,160.0448,421.918,25.0671225825833,38.1457,7.92301289787289,NA,NA,179.94435,385.96375,142.4332,160.0448,421.918,311.125525,424.10945,268.4302,160.0448,421.918,28,2,205,1,1
"ZNF91",0.980137812550884,0.996039815689439,0.989457101116287,0.999953269827001,0.992427831404646,0.999670757775957,0.889399241447135,0.806212823731329,0.851967691800216,0.978592548814828,244.523303571429,153.97885,228.217437560976,271.2831,449.8101,58.1819794217633,100.24625,14.3398348196088,NA,NA,109.594325,103.855725,87.4007,271.2831,449.8101,262.653825,204.101975,297.9509,271.2831,449.8101,28,2,205,1,1
"ZNF226",0.832406962238289,0.098224261680663,0.385492508442443,0.990676207902467,0.99921693447894,0.869827116488403,0.271983804782716,0.840963536480216,0.0889287313906796,0.804548759487871,285.931171428571,363.94075,235.092411219512,333.6049,492.2598,26.9275966234903,138.75615,6.58032752848837,NA,NA,185.73185,294.562675,167.956,333.6049,492.2598,323.169,433.318825,278.481,333.6049,492.2598,28,2,205,1,1
"ZNF229",0.872262061250607,0.725844153440676,0.968816249411542,0.984315817910832,0.999925214274225,0.998507724722817,0.932186926434393,0.9999878830291,0.981097692894189,0.999702963530691,179.762878571429,57.1752,136.098402926829,85.947,38.9446,34.3926993329631,4.6731,12.1294937243569,NA,NA,29.14395,54.83865,12.6582,85.947,38.9446,244.568575,59.51175,197.7351,85.947,38.9446,28,2,205,1,1
"ZNF180",0.999996794732332,0.997940577310754,0.999999906304585,0.99978776028811,0.999752212824795,0.99925593140204,0.959372096637938,0.983816675132623,0.969447722486789,0.97183890816833,177.664225,181.05935,182.421690731707,164.1548,230.552,18.3499686205321,52.32865,5.06215744800098,NA,NA,116.77915,154.895025,135.1094,164.1548,230.552,199.19295,207.223675,220.663,164.1548,230.552,28,2,205,1,1
"ZNF641",0.999995345518599,0.398830369722788,0.979467237322754,0.989426082358673,0.996556107880467,0.918643934356012,0.962833730039682,0.985725674016541,0.839725946113267,0.999916215118243,179.511710714286,175.34895,209.536824390244,138.4929,121.8966,20.5879376051591,14.15125,5.66093511768767,NA,NA,111.087575,168.273325,153.8337,138.4929,121.8966,198.999875,182.424575,268.0191,138.4929,121.8966,28,2,205,1,1
"ZNF610",0.619199268172216,0.0363019774852494,0.158649686746422,0.971353640276374,0.65229466545193,0.999997754785298,0.264588521087462,0.922751320597525,0.0706784893228606,0.323310133133407,62.2325321428571,102.6748,39.668256097561,37.4745,142.1478,8.51809873211006,9.1555,2.67471403368179,NA,NA,19.90265,98.09705,12.6502,37.4745,142.1478,96.163025,107.25255,54.124,37.4745,142.1478,28,2,205,1,1
"ZNF528",0.999370620877969,0.999902518132582,0.999664688307873,0.999946161981119,0.99999967141304,0.999979816062488,0.461279687952626,0.552768842216423,0.427654895182682,0.701711876815435,197.272621428571,172.07775,192.938451707317,178.4114,449.4207,28.1621054197795,55.17865,10.4501367798346,NA,NA,54.2782,144.488425,85.6731,178.4114,449.4207,287.3283,199.667075,267.4157,178.4114,449.4207,28,2,205,1,1
"ZNF701",0.908363597040781,0.159825085694606,0.999112884315812,0.999870615310788,0.995074108971011,0.998263701038551,0.601719998235931,0.426021663983549,0.310399334379125,0.780483301951197,134.599067857143,89.4994,102.186443902439,123.4216,238.7304,16.9436115350081,3.1995,4.77219692144357,NA,NA,67.5385,87.89965,54.6659,123.4216,238.7304,179.818725,91.09915,135.7956,123.4216,238.7304,28,2,205,1,1
"ZNF283",0.711327303450337,0.0431686514411935,0.986240502040425,0.999998205646052,0.953254668374806,0.98634535629205,0.990630957645322,0.995808359945102,0.999981410007052,0.998362748472366,58.2599678571429,37.02415,45.3310341463415,57.0265,47.5124,5.71386631165232,3.58295,1.52165667460256,NA,NA,34.9553,35.232675,30.2449,57.0265,47.5124,71.673325,38.815625,57.6305,57.0265,47.5124,28,2,205,1,1
"ZNF558",0.999826650564591,0.18844117379946,0.991590910845162,8.41776648385917e-11,1.40231261713808e-07,5.90839044356528e-10,0.975271306647856,0.994707110617078,0.999821642472584,3.50112192591956e-05,322.993039285714,353.7662,434.232162439024,2172.7088,476.6819,34.7961277421983,91.2707,18.2052360260684,NA,NA,193.448925,308.13085,298.5244,2172.7088,476.6819,403.5301,399.40155,500.9082,2172.7088,476.6819,28,2,205,1,1
"ZNF597",0.834709257020108,0.896016455546038,0.92446305914591,0.996969750529191,0.99718144581914,0.999819840190798,0.729387608151999,0.465817005051136,0.604001728688149,0.786062282335729,47.0059857142857,23.54995,41.4275092682927,36.2525,85.6781,5.41314722065447,20.67875,2.1633724333534,NA,NA,22.2599,13.210575,13.0218,36.2525,85.6781,68.3764,33.889325,62.1394,36.2525,85.6781,28,2,205,1,1
"ZNF30",0.999791686537876,0.999999989730736,0.99974355516171,0.999984994075492,0.999999830664043,0.999981925992021,0.999899510347076,0.999999983410879,0.999884597069971,0.999999436909759,75.1414178571429,80.54335,75.0172653658537,79.0224,81.3942,10.5659401508603,3.95215,2.81383261272492,NA,NA,35.437,78.567275,47.7078,79.0224,81.3942,82.35225,82.519425,95.154,79.0224,81.3942,28,2,205,1,1
"ZNF354A",0.995110305135894,0.354046589440268,0.999952604492109,0.999991588344707,0.998284218774251,0.991579528737749,0.999614764355063,0.999996294693611,0.999841577799642,0.999622198901426,208.393925,251.7196,264.705232682927,196.334,239.8987,19.3982105089023,60.4215,11.0108679292775,NA,NA,135.3693,221.50885,182.6967,196.334,239.8987,254.495175,281.93035,299.0621,196.334,239.8987,28,2,205,1,1
"ZNF764",0.999865398176717,0.99779075939219,0.999120802838402,0.991790413892177,0.99045237810254,0.995143805536933,0.999798934384529,0.999298066347928,0.999964643619952,0.999666622909321,190.969814285714,202.45505,184.548771219512,145.4175,173.3035,13.3919747516618,50.69135,7.25215301600147,NA,NA,145.38965,177.109375,138.9262,145.4175,173.3035,246.832925,227.800725,203.1002,145.4175,173.3035,28,2,205,1,1
"ZNF747",0.99999990896538,0.999799056086539,0.999999934720537,0.85980280452729,0.928179385006421,0.868409576263327,0.937779034648252,0.964913060354584,0.924009081427517,0.710228755348622,232.312575,230.5993,229.068772195122,138.4766,305.7307,16.0159401397438,96.071,6.56303317531628,NA,NA,172.59735,182.5638,176.1005,138.4766,305.7307,274.131825,278.6348,263.8655,138.4766,305.7307,28,2,205,1,1
"ZNF778",0.559730549037252,0.00324952814546142,0.984914191954524,0.864296259046568,0.999987544266798,0.998894167228983,0.998779466117623,0.961987251828478,0.991368621213899,0.98645890660375,89.5814392857143,50.88445,63.9434204878049,54.5825,79.8364,11.6112084794505,27.50465,2.08931219475465,NA,NA,51.001625,37.132125,45.2953,54.5825,79.8364,99.8794,64.636775,76.4685,54.5825,79.8364,28,2,205,1,1
"ZNF212",0.999976823996321,0.865954161940881,0.995542135046039,0.894165904335699,0.957792580538974,0.797726917543862,0.999551269144043,0.999310793124357,0.999999971764242,0.928980755507667,431.342203571429,444.84975,395.234970243902,600.8147,391.7827,75.7790634221092,182.71385,9.04198333714616,NA,NA,267.530625,353.492825,306.8439,600.8147,391.7827,452.2006,536.206675,478.2931,600.8147,391.7827,28,2,205,1,1
"ZNF282",0.998882612237339,0.883635881936206,0.983126855520638,0.936210043644906,0.928149827373185,0.97432768721013,0.849688054538688,0.855041154570373,0.917917002919752,0.999824610687722,835.588407142857,763.00635,905.524855609756,1130.7536,1218.5766,127.305992634769,321.07895,21.6617214765606,NA,NA,541.630825,602.466875,708.2851,1130.7536,1218.5766,922.875725,923.545825,1045.7581,1130.7536,1218.5766,28,2,205,1,1
"ZNF160",0.999994699173971,0.782798482954061,0.994783084253563,0.997429284338431,0.99934776843489,0.979965170202073,0.272832127565622,0.437645503135162,0.380123433919552,0.453744820450513,447.879021428571,435.51275,503.969359512195,366.1914,941.291,53.9884469988583,125.19275,16.5826418100543,NA,NA,292.297975,372.916375,346.7669,366.1914,941.291,572.163675,498.109125,638.0952,366.1914,941.291,28,2,205,1,1
"ZNF415",0.331903617643121,0.600060551398127,0.134838702171718,0.993832013735862,0.93650798202785,0.954059532426901,0.250581016156576,0.978998572234981,0.130006111191101,0.768484906580328,116.768067857143,247.602,89.0874531707317,156.8228,314.2829,17.754178878493,8.06139999999999,6.67367635806641,NA,NA,26.5699,243.5713,23.1701,156.8228,314.2829,180.46625,251.6327,136.0598,156.8228,314.2829,28,2,205,1,1
"ZNF439",0.891892322641242,0.110376384358169,0.479942808710862,0.805833027432583,0.589302873033052,0.970271377201772,0.188016864580973,0.708362225164259,0.0555221512869511,0.128264733917659,104.133846428571,145.5636,73.7335814634146,34.6232,242.2354,20.096002150775,47.5324,3.73317189225268,NA,NA,38.004975,121.7974,33.9347,34.6232,242.2354,118.17555,169.3298,95.8242,34.6232,242.2354,28,2,205,1,1
"ZNF440",0.994417488670293,0.0118047573832548,0.670158859141173,0.999983219981017,0.999837444120192,0.945460537833322,2.75197220567236e-09,3.15919649551688e-07,5.75497144383874e-08,2.58817089029417e-05,253.079214285714,173.69535,428.837247804878,227.6986,2060.9483,39.9334001816343,24.82805,19.3125370954785,NA,NA,124.860075,161.281325,256.791,227.6986,2060.9483,295.56935,186.109375,551.0204,227.6986,2060.9483,28,2,205,1,1
"ZNF562",0.999999999954351,0.106123202617292,0.956678747410711,5.18161161555675e-06,0.000250489683974009,3.5137784824224e-05,0.343423651315059,0.533878766137187,0.63249982606299,0.124967855853526,476.624221428571,475.8741,611.148250243902,1908.7576,991.919,43.0685833253375,19.2038,19.459773250921,NA,NA,335.303525,466.2722,445.9867,1908.7576,991.919,578.9639,485.476,724.4502,1908.7576,991.919,28,2,205,1,1
"ZNF561",0.874829054942267,0.0779475616301746,0.999094002341619,0.981541159181182,0.999964857340298,0.999999222447355,0.000167428663331193,0.0197060285158646,0.00102395414777501,0.0485138149327712,597.230725,875.57895,804.031093658537,821.1813,2376.0101,50.4222935393809,167.21145,28.8547626017007,NA,NA,428.302525,791.973225,558.319,821.1813,2376.0101,723.1701,959.184675,942.3559,821.1813,2376.0101,28,2,205,1,1
"ZNF584",0.662520968578049,0.944938825099105,0.76575764931083,0.669103339793897,0.312457705761425,0.559324394735098,0.948592171105257,0.999672572652553,0.975887082429183,0.570769170954607,220.223167857143,304.8533,233.158779512195,103.4623,284.2956,13.9402959384774,96.2952,6.07971348398102,NA,NA,175.03935,256.7057,168.9286,103.4623,284.2956,273.0166,353.0009,276.6373,103.4623,284.2956,28,2,205,1,1
"ZNF274",0.488575008369523,0.00204942952506282,0.974847956634973,0.99866468055244,0.752720656181033,0.83772584775451,0.998675841777395,0.753005801740594,0.83801565226527,1,552.314189285714,329.92835,410.189906341463,605.7026,605.5886,46.5533803586541,63.83705,12.5180434151691,NA,NA,392.552525,298.009825,288.3321,605.7026,605.5886,655.123525,361.846875,497.4385,605.7026,605.5886,28,2,205,1,1
"ZIK1",0.995505759528205,0.0250538556345204,0.726864924470298,0.784416540452884,0.765120832572804,0.981038603201744,0.984410907307039,0.999555388411329,0.786087912397618,0.750664322618571,133.159860714286,159.8474,75.3950951219512,21.9959,184.5974,22.88629512574,96.9204,6.39554349391291,NA,NA,33.4918,111.3872,15.1335,21.9959,184.5974,171.1181,208.3076,111.2524,21.9959,184.5974,28,2,205,1,1
"ZNF540",0,0.191276314015386,0,0.999991607293611,4.33686087042418e-10,0.996432631823126,0.999999988277516,6.80325240587365e-10,0.991244188384397,0.999995434535886,34.1929785714286,290.62225,20.7856580487805,31.7719,34.6607,4.85251730090594,248.37455,1.34063518378362,NA,NA,12.528375,166.434975,10.1684,31.7719,34.6607,55.01075,414.809525,25.8427,31.7719,34.6607,28,2,205,1,1
"ZNF570",0.999339543152838,0.999456743655216,0.999776995803536,0.999999999969819,0.999921034820113,0.999999342215173,0.975860354293604,0.996608522230402,0.980784434846858,0.993145433667785,61.7781285714286,68.52935,63.5468712195122,61.9145,85.6781,7.51140823492259,17.77055,2.76259492089114,NA,NA,37.192925,59.644075,36.9367,61.9145,85.6781,81.2367,77.414625,81.7327,61.9145,85.6781,28,2,205,1,1
