"gene","p-adj-M1-M0","mean-M0","mean-M1","SEM-M0","SEM-M1","Q1-M0","Q1-M1","Q3-M0","Q3-M1","count-M0","count-M1"
"ZNF793",2.76309783220352e-06,161.015288571429,313.625066666667,2.5685904313097,83.1778270881195,121.5854,233.32525,187.5214,372.55975,455,3
"ZNF383",0.00502423484061787,76.8802727472527,106.095666666667,0.834711038406126,18.3742499339278,64.33875,87.8554,87.62975,117.13395,455,3
"ZNF669",0.0323155788528809,75.5700402197802,114.267933333333,1.45194669114235,31.6468532469045,57.80105,82.8219,92.04145,133.0736,455,3
"ZNF559",0.00427026982238266,394.432196703297,587.5007,5.35192904369243,193.768782547559,324.08285,397.98655,454.85915,717.22985,455,3
"ZNF177",2.32699662140456e-05,87.255689010989,186.6333,1.8591452828286,58.2301121900287,61.18785,141.1324,104.1595,240.85295,455,3
"ZNF548",0.0277337218910453,259.716372747253,358.023733333333,3.59007876220849,72.3176328614798,218.0251,288.09875,297.56785,408.96285,455,3
"ZNF563",0.164012253891683,133.633588131868,93.8390333333333,2.31545356828009,4.46431642857498,101.2846,90.95345,155.4082,98.23185,455,3
"ZNF567",1.47124778837604e-06,115.896567912088,223.3488,1.75463729923882,61.928954309515,96.7719,164.1776,135.33505,268.76075,455,3
"ZNF573",0.716954768879699,23.3046410989011,26.375,0.686006879027046,4.946609587721,13.22485,21.5146,29.05505,29.6015,455,3
"ZNF527",0.0024340355314777,128.096307032967,180.5479,1.37785619308889,41.1678836255885,106.52455,142.25745,144.4704,212.78805,455,3
"ZNF33A",0.159984003898294,1318.6497156044,1064.44116666667,14.6284558620297,148.634865742926,1104.83125,932.4153,1499.05355,1189.5821,455,3
"ZKSCAN3",0.115512650310327,77.2612813186813,100.852866666667,1.21163927619798,12.4301878259251,59.9249,88.42275,94.21875,107.10435,455,3
"ZNF676",0.8456528899239,6.37077142857143,4.8348,0.639448573077254,2.76939467994963,1.27715,2.066,5.61585,6.2689,455,3
"ZNF699",0.465936219920968,18.7111841758242,24.0848333333333,0.596570241139779,5.4928518413581,9.18165,20.5361,26.04695,29.4901,455,3
"ZNF250",0.172070120709785,229.075617142857,294.696933333333,3.88907592109966,25.9376133497497,178.54635,280.60365,255.62975,320.60105,455,3
"ZNF79",0,112.121745274725,253.976166666667,1.0473253590021,121.113564855667,96.59785,139.4955,125.2466,345.45105,455,3
"ZNF681",0.149750428701176,111.774471428571,154.602866666667,2.4031204995968,27.4047043349819,75.9592,127.43035,138.7609,171.272,455,3
"ZNF766",0.000247088915785287,489.525195384615,703.3794,4.59352410313416,180.261602424708,425.2094,523.17405,547.6827,797.3818,455,3
"ZNF471",2.1384236761901e-05,206.012964615385,441.479,4.35583059841776,166.276082452619,150.1543,290.05795,251.2765,576.68365,455,3
"ZNF836",0.00835779290182348,129.469612747253,187.1688,1.76231760484657,23.4792725415418,103.53415,163.7529,153.2613,200.3697,455,3
"ZNF493",0.657725875632642,260.176281318681,282.9843,4.17012626746853,27.6997651326385,198.91455,261.2023,306.78965,308.69475,455,3
"ZNF167",0.0559621130824851,71.9455406593407,35.8388333333333,1.52361382049106,22.3274933031254,50.24455,13.6976,90.6652,49.40185,455,3
"ZNF565",0.126705781483903,70.0016184615385,84.2665666666667,0.750235501965725,17.6383578563249,58.3568,66.655,79.1509,93.91395,455,3
"ZNF34",0.508757494472068,109.272840659341,125.8539,2.03375847353947,0.520847760866841,78.44955,125.33345,128.37065,126.13175,455,3
"ZNF140",0.160306328335123,573.743840879121,678.657466666667,6.00463516224147,138.70046533949,489.74785,543.7974,645.41065,774.1577,455,3
"ZNF658",0.154597339665275,50.6234676923077,36.3420333333333,0.811162164455825,8.39352423902565,38.5856,29.1935,59.96595,43.7258,455,3
"ZNF765",0.626311085043128,291.450657802198,329.1568,6.27005028831257,53.9397822048192,201.16945,294.94785,347.50265,382.37825,455,3
"ZNF124",0.0397592657213726,56.2874065934066,93.4254666666667,1.44834101467836,35.2782376597969,37.02865,58.433,67.9942,114.80255,455,3
"ZNF569",0.00865458995071888,123.635687472527,182.8888,1.79380501955353,59.9774013719334,96.06075,123.07705,147.3704,216.65245,455,3
"ZNF777",0.123048397694369,629.136361758242,744.184066666667,5.85697115638906,273.85166914577,549.28535,473.6999,700.9325,916.5043,455,3
"ZNF605",0.00114773135225676,501.302009010989,775.683766666667,6.73443311073666,176.340526646073,407.2104,648.43385,580.72415,945.0328,455,3
"ZNF799",0.0987516093498204,167.978197802198,220.6285,2.56531806361138,53.4774396471384,132.0613,169.9636,193.7001,260.7825,455,3
"ZNF782",0.0430812819890573,91.6995024175824,139.694833333333,1.91002573870313,34.5088508617878,68.2153,113.1804,106.98925,172.08015,455,3
"ZNF846",0.309824918822333,95.6938681318681,114.834933333333,1.524430424943,16.5120885512537,74.09895,101.2101,110.48,129.7257,455,3
"ZNF136",0.518379276385488,242.001735164835,267.8915,3.24795259324328,15.0014375925554,200.52525,255.17195,282.42585,281.1391,455,3
"ZKSCAN5",0.41211924644686,332.652268571429,366.7498,3.36619076603548,25.5945988952748,289.4851,352.23875,362.9717,392.26415,455,3
"ZNF33B",0.388625104286819,1022.42692703297,860.025133333333,15.22772234473,197.519720285632,800.102,730.79485,1192.4317,1054.0048,455,3
"ZNF431",0.220653096470055,143.473178461538,191.667766666667,3.18689395288484,9.37095598864444,99.37905,183.5705,171.4043,199.80135,455,3
"ZNF418",1.32944375952349e-07,119.037159120879,261.583533333333,2.06752642143838,114.35222368382,89.58115,148.62465,141.3365,333.47535,455,3
"ZNF700",1.08388109421043e-06,262.73934,514.1021,4.04199566447733,152.66912499091,208.44435,366.83825,300.41705,622.604,455,3
"ZFP28",0.00292629684753853,189.412221978022,276.3235,2.33610563843377,57.3851392341258,160.99575,219.795,212.7867,313.1427,455,3
"ZNF585A",1.70372204221225e-05,121.788613186813,209.0346,1.58911327464757,65.5915496938694,98.5603,143.44375,139.9194,242.0924,455,3
"ZNF138",0.0269648103406553,187.679520879121,270.466733333333,3.01978126720796,35.5940992102311,145.67935,249.60375,214.1024,305.87335,455,3
"ZNF429",0.435234952498533,179.938490989011,150.273866666667,3.07825362405819,24.2644905644945,131.54755,127.91055,222.9332,169.6094,455,3
"ZNF470",0.103756185272604,214.217597142857,268.061966666667,2.6592430570372,60.4205910853337,175.4327,216.25225,245.26715,320.88895,455,3
"ZNF100",0.0565859821623518,177.115783296703,250.7075,3.12032584480922,23.9334844581812,129.1455,236.86405,212.63465,274.53715,455,3
"ZNF398",1.36953372372739e-05,504.956431208791,734.648733333333,4.16321729965933,146.57681210525,447.4841,588.2071,551.1049,813.32,455,3
"ZNF498",0.997796641120151,359.987423296703,360.144766666667,4.61883422543706,7.03303602159915,297.17605,353.98935,414.0317,366.1688,455,3
"ZNF441",0.123286949847189,169.578516923077,221.570366666667,2.7208275637417,44.4260449245835,132.3276,180.9298,201.9498,257.43135,455,3
"ZNF420",0.185455625548142,156.30244021978,202.322266666667,2.80533570973182,42.6301424791322,121.64725,164.3487,195.2163,238.0871,455,3
"ZNF763",0.942467088431,79.3361953846154,78.3437333333333,1.11208359786914,14.4778176371456,62.1748,69.08885,93.95055,92.61305,455,3
"ZNF679",0.814615215283907,0.0191138461538462,0,0.00660815587572566,0,0,0,0,0,455,3
"ZNF682",0.0373382192630952,114.003005054945,168.672933333333,2.11590814543688,33.461108552185,83.9884,145.13675,134.0235,201.03885,455,3
"ZNF772",0.366514249351036,283.597875384615,344.5787,5.43901589548981,111.287065040462,204.58715,235.362,340.9897,417.6909,455,3
"ZNF257",0.507157093502797,15.6414894505495,9.7524,0.719133644056101,4.85307800301348,5.30585,6.2707,21.43725,14.42115,455,3
"ZNF785",0.670155465358584,275.859348571429,299.075333333333,4.40367816307405,66.4080682339461,210.42795,232.7267,333.5919,334.6823,455,3
"ZNF98",0.683900684748308,1.65335516483516,0.8931,0.15136075459603,0.0463079186892839,0.33175,0.848,2.0312,0.92475,455,3
"ZNF786",0.000258678964641601,210.07846043956,328.383066666667,2.5279255344653,117.345693524409,175.07825,211.1095,238.4196,390.5824,455,3
"ZNF517",0.188403640591691,286.096672527473,376.6258,5.51175149954908,154.504014764029,208.32525,222.51,329.671,463.16305,455,3
"ZNF675",0.00943745247794159,112.537548791209,185.590466666667,2.25803119726841,48.369663420934,76.78455,139.1885,141.61205,220.61775,455,3
"ZNF860",0.94418839241024,86.8635749450549,84.5639,2.66283808316324,5.37679007618238,49.67955,79.4227,109.7852,88.49775,455,3
"ZNF695",2.85052715010004e-06,11.7082459340659,46.8594,0.575924762079028,32.1428408478985,4.87115,14.8633,13.48585,65.5143,455,3
"ZNF665",0.403856170569263,33.6188004395604,40.6960666666667,0.682218483908999,15.0840261029489,23.39305,29.71955,43.15065,55.1444,455,3
"ZNF624",0.604747334370821,63.9276681318681,71.5259,1.18919481504791,7.60317413803823,45.39615,66.9742,76.99665,79.076,455,3
"ZNF841",7.79019298402517e-07,353.286898681319,825.208933333333,7.43504202753552,326.191751359996,248.15065,500.33805,434.48865,1013.04075,455,3
"ZNF615",0.793633731511374,1194.10046461538,1305.5027,34.4507917763984,410.417873295283,669.3782,955.0386,1580.97295,1665.70315,455,3
"ZNF433",0.0338394769179153,146.917299120879,195.7845,1.83464278509507,59.3172788287134,122.6789,138.07205,165.4644,236.50915,455,3
"ZNF595",0.625792051770987,253.691671208791,287.9512,5.68152487241508,71.2136817761868,185.05775,229.8619,289.70135,352.6717,455,3
"ZNF460",0.226461584764148,59.3272892307692,93.0886333333333,2.25403664295544,32.902727224975,34.01895,60.38805,66.8715,112.59265,455,3
"ZNF81",0.173717939476024,69.7779461538462,97.1674666666667,1.62825539928205,16.0646655909103,46.19495,84.9691,90.10835,112.31955,455,3
"ZNF780A",0.924487517652693,328.722481318681,333.565866666667,4.13753236774765,37.6344341064728,273.2356,297.8802,375.39485,361.76065,455,3
"ZNF461",8.61010095343229e-06,93.9913314285714,224.7391,2.29312671823948,100.599629638003,76.4934,124.22765,106.5054,278.6418,455,3
"ZNF181",0.76702074143607,270.628750769231,257.214,3.6426583985954,83.5596527341595,220.35825,174.6607,311.369,309.6878,455,3
"ZNF44",0.072423418930026,249.992588571429,331.186966666667,3.60899457852265,110.176059280806,195.43755,222.2301,294.8477,399.82075,455,3
"ZNF790",0.0182801703224285,95.2342481318681,125.005566666667,1.01449481075548,18.8711409003566,80.95925,106.1416,107.3504,134.88815,455,3
"ZNF677",0.12031593870848,112.564901538462,141.753633333333,1.50525832844849,40.7599852862393,91.347,101.02375,130.36295,163.47495,455,3
"ZNF823",4.61681642260903e-06,120.609087032967,236.7788,2.00133800173613,65.179195450798,91.03945,197.5082,143.36695,301.4653,455,3
"ZNF311",0.0368008561546497,78.8903375824176,117.0178,1.45701890149991,44.6882833701408,57.0721,74.49985,97.0538,150.19105,455,3
"ZNF347",0.0759675832440723,120.867265934066,170.8935,2.27003571225667,42.1465315627514,88.77,131.45695,150.2419,203.48875,455,3
"ZNF273",0.144438725739373,92.7504389010989,122.552233333333,1.65304182482988,6.68214509777944,68.20165,116.6154,108.2247,128.17655,455,3
"ZNF84",0.000922715755383718,746.715865714286,1158.40036666667,9.98489761054056,138.543572558628,600.3845,1087.66795,863.85995,1296.9336,455,3
"ZNF667",0.0186847198931704,166.123051648352,375.869333333333,7.1575118156782,158.306152840473,116.3462,230.4361,193.40885,502.7386,455,3
"ZNF649",0.460143105891883,641.595590989011,485.0843,17.1669686825415,83.8477094007344,398.069,406.08305,802.75665,548.91455,455,3
"ZNF248",0.147450874393131,411.279408571429,508.962433333333,5.42917894786532,108.01133293086,336.5928,437.73075,470.2614,614.8945,455,3
"ZNF544",0.178115592085687,566.84766,658.468133333333,5.34008284344706,252.136607595237,488.77475,411.1562,628.98395,824.63595,455,3
"ZNF251",0.123258140330614,350.889203516484,495.9517,7.6130813109791,60.8114360255536,251.8167,461.9708,408.2326,556.61705,455,3
"ZNF607",6.19320582595506e-08,225.291302417582,420.903766666667,2.76879285389307,148.755728961188,185.3727,290.40185,257.3194,547.98625,455,3
"ZNF334",0.00556574384154718,139.695454065934,297.760333333333,4.37432709987434,265.60056769858,82.44735,32.16065,184.76135,431.15375,455,3
"ZNF485",0.384062862545162,85.7196250549451,101.479666666667,1.45488050153169,35.1829519625786,64.74275,67.1661,102.96515,125.36805,455,3
"ZNF192",0.784826591872103,293.809463296703,321.843833333333,8.30687401060572,97.205641709425,173.6682,255.81835,398.57965,416.6399,455,3
"ZNF442",0.790145513515294,33.9594015384615,35.7806333333333,0.553770771301307,6.17318865210229,25.5961,30.2294,39.81915,40.89485,455,3
"ZNF813",0.543081633409725,253.160566153846,188.4273,8.61705355617953,77.3262375062954,108.23685,122.1819,353.89025,256.0923,455,3
"ZNF26",0.00185156227588867,206.884006153846,342.394,3.4849196169354,77.8032161245493,154.7602,267.97335,247.2144,399.2558,455,3
"ZNF69",0.430164648400114,99.8957795604396,80.2176,2.02079662653381,9.20490605401996,67.6783,71.7837,121.7657,87.62825,455,3
"ZNF583",0.185525974370898,95.8053243956044,121.191066666667,1.54669693353235,25.7838772423346,77.04085,96.7332,110.07905,140.48865,455,3
"ZNF568",0.00412669100707908,135.949524395604,208.174433333333,1.97184328813942,91.1256811057734,107.72415,117.8,159.54405,263.4742,455,3
"ZNF480",0.122754059706652,418.691789450549,513.7028,4.9624538607872,86.294229103863,340.98195,427.85115,481.09345,564.1878,455,3
"ZNF587",0.000258647272720625,893.634858901099,1647.28113333333,15.9768540769816,836.020884577302,659.15545,822.30435,1104.9508,2177.06475,455,3
"ZNF808",0.0119078122189266,183.029516703297,265.955033333333,2.62425573635114,84.8973358418338,146.62815,181.9426,210.51965,318.54905,455,3
"ZNF43",0.304064723854512,465.298441318681,565.1276,7.84210657372581,122.245418403636,347.103,447.0031,563.86105,651.4462,455,3
"ZNF28",0.345392004918347,372.396102637363,446.755033333333,6.313039714528,177.958244394168,291.63495,292.57835,444.7466,600.811,455,3
"ZNF627",0.203676614484516,432.186205934066,522.326133333333,5.73097815069153,70.4867510679923,358.81515,454.82645,501.6333,573.6581,455,3
"ZNF789",0.0454769456763551,145.405853846154,255.227533333333,4.41694171229256,86.0295943157805,85.7372,196.0173,184.7016,338.8829,455,3
"ZNF534",0.0834615061005454,7.46834131868132,10.8504666666667,0.157459149564241,2.71584565855851,5.01505,8.3927,9.39725,13.08005,455,3
"ZNF525",0.0285537643181373,338.346517582418,533.4157,7.14448921240286,170.309403074003,232.5339,380.45755,393.19445,674.7548,455,3
"ZNF814",0.00318217948225274,565.653002857143,1028.27773333333,12.4571577273971,412.837523680331,408.5472,637.20965,641.65085,1338.37805,455,3
"ZNF551",0.231021759667042,95.2261024175824,127.977566666667,2.19461837498595,55.6261210735368,63.82905,73.83755,121.46365,166.10845,455,3
"ZNF805",6.04085792610398e-07,274.414527692308,460.4391,2.96672811593162,54.0529365699034,234.001,407.70045,308.5403,497.06835,455,3
"ZNF468",0.246704681491717,422.565866153846,520.468166666667,6.75714723636883,204.454120299758,336.2237,323.48825,494.7544,666.39545,455,3
"ZNF616",0.00236452212186267,249.832046153846,416.832966666667,4.29700025414213,200.341028796702,183.26035,218.4452,305.6815,540.19535,455,3
"ZFP57",0.397865539882672,6.99391142857143,1.33356666666667,0.542541640203943,0.239688842274961,0.51975,1.17055,8.6675,1.56725,455,3
"ZNF155",0.361790437858746,191.680363296703,219.784566666667,2.49127696279639,31.7205538079194,158.78275,190.47965,224.8752,244.95185,455,3
"ZNF425",0.000104892443748117,105.974737802198,199.1962,1.83913202247358,109.911398711068,80.00255,89.35475,124.9058,257.5123,455,3
"ZNF611",0.953922066755049,149.656196703297,147.5911,2.88747170234496,44.1803843731582,109.14285,122.6417,184.8348,191.6423,455,3
"ZNF254",0.0598725877927183,399.947453626374,564.7005,7.06738321048207,89.8576230981731,299.5785,477.2253,481.54775,626.2387,455,3
"ZNF625",0.0237270469577939,32.0066408791209,50.8549666666667,0.661914423776552,23.3258178763599,22.8244,27.77295,40.8389,65.309,455,3
"ZNF845",0.589475730425582,232.365177142857,269.303066666667,5.52644517043875,91.7747512274542,157.36065,208.4154,280.3354,359.21515,455,3
"ZNF90",0.197883352331133,142.902756703297,81.5399,3.85949513021615,9.87983315463037,85.11495,71.91655,175.1281,88.2885,455,3
"ZNF788",0.963851964336671,75.6017573626374,76.4941333333333,1.5954012738709,9.6039308699326,54.9068,70.13315,89.43585,85.906,455,3
"ZNF880",0.689125979866497,289.219821978022,317.857866666667,5.77476980283133,105.875269936159,193.9751,213.6859,355.95915,386.32465,455,3
"ZNF630",0.103899552238392,84.6040204395604,115.735733333333,1.52822719732494,47.6441067693348,68.7505,68.14635,93.12155,141.50745,455,3
"ZNF844",0.525659181640245,249.970803516484,288.9015,4.9500703811552,86.043984219487,173.75595,202.87825,312.8608,333.5489,455,3
"ZNF717",0.444205886597543,51.0776283516484,61.7545,1.12914851171983,11.6787694687126,33.79315,50.10505,66.06005,68.29545,455,3
"ZNF492",0.582387461632827,2.48607516483516,3.65213333333333,0.171357081756545,2.46956342318052,0.4578,1.29925,2.97525,5.4782,455,3
"ZNF688",0.583830624304473,324.036061098901,262.397366666667,9.11373975579493,63.8282444812204,210.03885,198.90825,364.1291,299.8325,455,3
"ZNF879",0.797845162519698,61.0682861538462,64.0682,0.946958618519713,12.7160778172097,48.6712,51.6087,71.74975,72.499,455,3
"ZNF737",0.43116142658866,618.520427692308,457.924833333333,16.5220192197174,109.887618435478,386.4116,402.96395,769.04955,567.81245,455,3
"ZNF709",0.623949750719468,119.268621318681,129.8334,1.73996319044332,28.4578240398547,90.80035,111.9084,144.06855,157.93765,455,3
"ZNF585B",0.00578228223702615,66.4394914285714,115.612266666667,1.42597763004643,34.9140470899767,45.7222,80.9897,83.21755,136.82245,455,3
"ZNF324B",0.00300221901506714,115.263105494505,164.411633333333,1.2614862776483,81.724159077112,98.0164,82.73405,131.6197,207.63955,455,3
"ZNF564",0.653239138360703,248.816922857143,233.232933333333,2.80947899595395,20.7754683770975,210.98855,212.77705,286.93555,246.60455,455,3
"ZNF674",0.722921081069665,91.2930140659341,84.7836,1.48694499853899,11.4639278510174,72.64475,74.5697,106.45905,94.3987,455,3
"ZNF432",0.307300558999,252.457821978022,339.471633333333,6.88553482459888,97.5403932812168,149.7718,242.01525,328.35195,391.705,455,3
"ZNF10",0.0728945022283192,247.556445054945,345.8813,4.42519855133751,58.745336611031,182.94825,313.06975,293.25965,404.48675,455,3
"ZNF486",0.616218209462018,25.0668582417582,18.4353666666667,1.07056129442639,11.7468550239817,9.57015,7.2979,33.7466,27.23815,455,3
"ZNF225",0.0560846646783344,67.5799887912088,90.5615666666667,0.971032437103426,12.2466635856919,54.2583,78.37945,81.9516,97.7401,455,3
"ZNF350",0.561343564421144,1445.53406241758,1648.45666666667,28.1978168584152,479.611181407333,986.9706,1173.8571,1828.57855,1945.6447,455,3
"ZNF253",0.0451018296549442,310.622422637363,443.9778,5.35523466942109,102.206551935252,231.41765,347.1201,371.2328,520.6657,455,3
"ZNF878",0.0403679934313859,3.42871230769231,7.97053333333333,0.176054927937608,6.19719888775925,1.6104,1.7909,4.00045,11.46415,455,3
"ZNF727",0.0775889189649974,9.68448241758242,23.2111,0.613282964540143,17.2297146467955,1.3898,5.98145,12.4147,31.8668,455,3
"ZNF578",0.450971073418244,61.5007283516483,38.326,2.49016994039316,15.3672125827469,23.77075,25.53225,79.55405,52.09535,455,3
"TRIM28",0.124352898219343,6125.92497032967,7470.37153333333,69.6590394659051,2380.25691315575,5215.9318,5203.48285,6635.2602,9232.40875,455,3
