"gene","p-adj-T3-T2","p-adj-T4-T2","p-adj-T4-T3","mean-T2","mean-T3","mean-T4","SEM-T2","SEM-T3","SEM-T4","Q1-T2","Q1-T3","Q1-T4","Q3-T2","Q3-T3","Q3-T4","count-T2","count-T3","count-T4"
"ZNF398",0.60817565329902,0.00184097561391072,0.00441804698896631,496.929983333333,505.133354266212,595.062545454545,5.66351953740364,5.80564069793834,34.9574788789606,452.566375,444.2982,540.715,537.068775,557.4572,651.8494,186,293,11
"ZNF498",0.583638229242012,0.00189834069219597,0.00472875152481766,351.829650537634,360.82896109215,455.012627272727,6.54539573910149,5.70330324306327,54.178460476478,293.332,300.2128,361.76555,410.527075,413.1712,536.7775,186,293,11
"ZNF441",0.00739885003213958,2.22713394393281e-08,2.13665341686209e-06,158.59075483871,174.373567235495,260.263163636364,3.55255798140501,3.37934446244622,29.8823017536871,127.5675,136.4787,192.71195,187.962175,210.1549,309.42595,186,293,11
"ZNF420",0.667196576887227,0.000139367796132106,0.00033970325391719,152.365526344086,157.05675221843,226.697081818182,4.0916462467633,3.3306553871019,34.6690116457828,118.355175,121.4272,145.93045,189.306625,195.9538,267.13795,186,293,11
"ZNF763",0.346267065417987,0.926790354422271,0.998654824706233,77.5528059139785,80.6158126279863,80.2594363636364,1.63688461037916,1.400875527445,8.78010792297797,64.3739,61.9314,55.4436,89.16195,96.4824,99.1282,186,293,11
"ZNF679",0.767645127513876,0.501735025758856,0.62742665690246,0.0114037634408602,0.0202392491467577,0.0586909090909091,0.00782192822119443,0.00886834563683725,0.0393710587165599,0,0,0,0,0,0,186,293,11
"ZNF682",0.500526771891504,5.13810777296175e-05,0.000181307115818763,109.945089784946,114.534617406143,168.672190909091,3.18686583195606,2.42630488157695,25.73174020178,83.8846,84.4085,121.5301,128.884525,137.3074,208.2253,186,293,11
"ZNF772",0.917784533186551,0.427303774469911,0.491514555205907,281.752531182796,286.00283105802,326.138081818182,7.46152698891881,7.13790684630035,37.4591783197846,208.435625,202.8894,239.57965,340.22355,348.4527,365.97555,186,293,11
"ZNF257",0.998620843403718,0.060892699982085,0.0553787467853813,15.2805220430108,15.2098027303754,25.9050909090909,0.89484089448412,0.946493098336772,7.68726675901549,5.45385,5.1177,6.7262,21.513025,19.89,32.9547,186,293,11
"ZNF785",0.999947002625754,0.991236993546673,0.990633114995259,274.646925806452,274.73351774744,270.953409090909,6.00916375949695,5.86033433466282,35.8087391588484,214.7274,210.1452,187.6406,332.62255,332.0032,373.6291,186,293,11
"ZNF98",0.490729318001124,0.370133315188283,0.569053947591215,1.41508924731183,1.75077883959044,2.729,0.113474484235286,0.222939163566221,1.04571744141175,0.395675,0,0.9242,1.8284,2.1195,3.2281,186,293,11
"ZNF786",0.103418494096789,0.240773693388998,0.572709953224394,203.617810752688,214.448463481229,231.948154545455,3.7370043635628,3.49320916675861,17.6754413404967,172.755775,174.8085,195.443,233.853625,242.1013,277.298,186,293,11
"ZNF517",0.0480517818617973,0.00178744926222574,0.0165384099546306,266.668532258065,292.260936518771,389.998563636364,7.40087651638512,6.88082465304533,70.2972853998532,204.717175,207.0626,190.29615,305.670225,340.6637,594.2707,186,293,11
"ZNF675",0.337180449759923,0.0320786645894009,0.0872197438815437,108.09593655914,114.353945392491,145.179490909091,3.51651357999094,2.71710385848869,18.1844418794722,73.8893,79.4667,118.1716,134.624675,141.581,156.4391,186,293,11
"ZNF860",0.000282880943071495,2.47265430353139e-10,1.254668262618e-07,72.4064924731183,91.9276102389078,182.520718181818,3.02753955812618,3.26971507207501,35.0349432594525,47.985125,52.1135,72.5612,88.728125,120.0914,256.1672,186,293,11
"ZNF695",0.000235152280032458,7.95215004956162e-11,3.49387585529826e-09,8.52176559139785,12.785357337884,34.5833545454545,0.457592022205165,0.706305959879199,11.1758362898171,4.38175,5.3732,7.1002,11.3306,15.2162,64.6314,186,293,11
"ZNF665",0.998961706343323,0.310074753226453,0.296254854346037,33.3772295698925,33.3187447098976,39.8982909090909,1.09095373993729,0.816260246969921,4.88436850161177,21.5968,23.4573,30.42715,43.039775,42.9189,40.94485,186,293,11
"ZNF624",0.00094680228914068,0.0387441119849136,0.357046485960982,58.7005827956989,67.080142662116,77.4745545454546,1.5352450685651,1.56823299984691,6.96030336636876,43.28725,46.281,61.012,69.481175,80.8543,88.08785,186,293,11
"ZNF841",0.33174770594234,0.139320141781054,0.297575091369548,340.342412365591,362.079720136519,436.737427272727,10.0006628313077,10.2081712524792,76.3481078507874,232.8572,251.5008,265.3144,418.435775,444.7536,599.1893,186,293,11
"ZNF615",0.0642298446397586,0.999999476253418,0.772050472029581,1288.71067956989,1136.03777269625,1288.49168181818,62.9360437562089,36.8036632511233,169.710250755278,715.61,668.5826,651.59615,1647.68695,1515.0838,1720.18835,186,293,11
"ZNF433",0.0727650062616521,0.00358567093602447,0.0253682580733735,141.133067741935,149.116424573379,180.172081818182,2.54121433307987,2.34090037449495,19.2842163875954,120.04835,123.6345,147.2787,160.39695,169.7164,224.219,186,293,11
"ZNF595",0.651126290467788,0.893753522988985,0.980995088321922,247.107906451613,257.21556996587,264.209409090909,8.40890549074035,7.37691206052176,38.9381259213417,174.91035,186.1848,183.8508,289.889875,284.8074,318.4326,186,293,11
"ZNF460",0.877351765090127,0.788849162169866,0.695817132967481,59.4819306451613,57.3821535836178,68.8417727272727,3.09331553068125,2.80992109852677,14.7057055307677,35.28185,32.7726,37.0117,67.848375,65.3285,83.78175,186,293,11
"ZNF81",0.483821350363248,0.0772120033227939,0.156931320146346,67.3543752688172,71.0824750853242,90.6504454545455,2.59437595209183,1.99850878866043,9.04092844144554,44.6848,46.6019,73.4029,86.6595,92.99,109.4472,186,293,11
"ZNF780A",0.957412481434809,0.926650253697054,0.889313843072485,328.880937634409,331.193296245734,318.754227272727,5.77485908816255,5.42941973827908,27.3998355547358,279.023475,273.6984,272.92685,366.47475,376.7886,371.7756,186,293,11
"ZNF461",0.0654065996098905,1.00091823718174e-10,1.14806386619648e-09,86.1858215053763,96.1603689419795,189.517563636364,1.77180573367188,2.56510289673679,62.2558340079404,73.411675,78.6223,104.8478,103.0512,106.5672,164.56015,186,293,11
"ZNF181",0.00926847616189319,0.0414091278069927,0.26905569350317,257.067947311828,278.160497610921,314.420054545455,5.34503977509569,4.54534287441153,26.7049039318636,215.427225,223.132,240.4156,291.39745,323.5294,375.76115,186,293,11
"ZNF44",0.553361408693853,0.130123754329385,0.06084346480981,254.605713978495,247.073159726962,301.079436363636,5.81741620672941,4.26519336469047,42.4298864285525,199.998475,192.6072,232.58595,293.97965,294.6332,305.96495,186,293,11
"ZNF790",0.225753252050681,0.158360526269387,0.366456762026519,93.0732967741936,96.4117529010239,105.381218181818,1.43927931897536,1.31756872454808,7.97308307910626,79.9835,81.297,90.02835,105.3577,107.6923,111.5956,186,293,11
"ZNF677",0.990731235185455,0.0612282101135897,0.0636705401821178,112.083379569892,112.474268259386,134.668290909091,2.02215766610857,1.90283168699344,21.4752815960221,94.89435,89.4135,85.45355,125.267125,132.0611,171.7458,186,293,11
"ZNF823",0.0124359688590401,0.000231062117663994,0.00488061391327554,112.931375268817,124.279904778157,165.325918181818,2.83338034176727,2.54390611956772,20.2856433038102,84.190175,94.2154,118.401,136.80775,147.5978,189.41135,186,293,11
"ZNF311",0.971390242395917,0.215002736127617,0.236259257204662,77.7997284946237,78.4662764505119,93.9239636363636,1.94014646448453,1.92550488793709,13.737439904822,59.8821,55.7203,59.5521,94.379325,97.5685,127.8347,186,293,11
"ZNF347",0.998224590008225,0.159260650464115,0.15873383616533,120.349211290323,120.607292832765,147.960972727273,3.59571847591092,2.81002106088353,14.9388445021944,86.375725,91.4943,115.2494,153.35275,146.4347,189.8415,186,293,11
"ZNF273",0.0277969782391581,0.0128328875770133,0.0932788940670332,86.615588172043,94.8960498293515,116.895727272727,2.34780086297976,2.07504287141663,11.6368402121733,62.903075,70.074,91.84555,102.8228,110.2941,125.1653,186,293,11
"ZNF84",0.372389235960627,0.369884941756845,0.608141184905881,729.161324193548,756.210492491468,818.995881818182,14.9205818509684,12.9878549135557,60.6114689501925,576.35305,606.3439,757.24905,843.175875,869.2121,975.39615,186,293,11
"ZNF667",0.0455159192544567,0.125929878188387,0.429366001384674,144.147062903226,177.135594880546,233.311609090909,3.78231077614836,10.7937001427156,32.0689824377656,112.6285,116.8923,154.25075,176.3005,202.2852,274.4265,186,293,11
"ZNF649",0.810679791256833,0.00374335832687012,0.00623387031211819,619.184891935484,639.935327303754,978.776172727273,20.4369082324866,22.1263944455001,239.980801046451,409.459225,388.0804,497.97255,790.565775,796.5156,1058.16565,186,293,11
"ZNF248",0.164182178366171,0.209751990592621,0.482155289815862,424.258533333333,404.79647440273,364.409681818182,8.94189366053666,6.2959061860506,42.1128703359216,352.1293,332.2528,249.9293,475.03605,464.0112,471.5183,186,293,11
"ZNF544",0.0943692969223281,0.18734418231616,0.493840379736366,551.10673172043,573.210764846416,612.612972727273,6.94143572901312,7.16934124104841,40.7387247530564,488.757325,487.5664,524.7411,608.4576,640.4313,693.4056,186,293,11
"ZNF251",0.000119902365164126,0.0342552831270828,0.419281297049903,310.293588709677,370.936784641638,431.308227272727,8.3385760451233,10.2636394766819,65.3972905298823,237.8482,258.8279,270.07705,368.22565,427.3275,653.6224,186,293,11
"ZNF607",0.427282444286267,0.275149084927877,0.47079693453934,221.993373655914,229.148891467577,251.206172727273,4.25438088133138,3.66049539688912,23.5775528690362,182.609725,191.7448,192.20805,251.901675,258.0766,293.27145,186,293,11
"ZNF334",0.142080384300997,0.751301330279258,0.987555157338972,147.926897849462,131.746726279863,127.524181818182,6.80015255779507,5.27799978683536,26.6427912353342,93.41985,67.0761,69.33185,186.4723,182.3404,171.0238,186,293,11
"ZNF485",0.825837353565111,0.455179468139435,0.558258193156198,84.7173478494624,86.4386177474403,96.2914727272727,2.07118896062575,1.92242842184076,8.86088262773873,65.339125,64.3612,76.02345,99.6506,104.2818,114.26305,186,293,11
"ZNF192",0.594270587427897,0.113244620706593,0.197311565599349,283.569446774194,299.74351774744,393.607927272727,12.8615992141628,10.3868666492629,59.2667373907614,156.66775,172.8075,278.4036,397.05615,401.1142,533.02475,186,293,11
"ZNF442",0.983803200814724,0.00479983052842448,0.00512299698983221,33.5924693548387,33.7820081911263,45.1025363636364,0.820787069676181,0.690140048126878,5.45102182301251,25.29935,25.3036,33.12425,40.398625,39.7718,57.31555,186,293,11
"ZNF813",0.0464362937934536,0.501676539094969,0.91324155227537,281.855260215054,240.756720477816,217.801281818182,14.7187196883444,10.1918608239401,40.2026542800208,122.774725,103.1031,121.7012,402.100025,332.4151,284.6835,186,293,11
"ZNF26",0.143815949725665,0.118385274872977,0.32921446723382,197.226572580645,210.409255972696,243.0204,5.50290086256484,4.30980369809745,26.291275027652,147.847025,156.6485,180.18755,227.2323,247.7833,313.8983,186,293,11
"ZNF69",0.202953652346557,0.0468172950285737,0.145559041170345,104.569624731183,97.7978054607509,73.3887363636364,3.01379873016012,2.53619248309735,8.24543809650659,74.786175,66.1129,57.50395,125.3642,121.1955,90.9106,186,293,11
"ZNF583",0.284143292904453,0.0005025091945976,0.00239031865933881,92.2078322580645,96.7327986348123,129.614418181818,2.04525998009965,1.97295163204235,12.2493740947099,74.17335,77.7101,100.6716,106.36135,110.4275,133.3478,186,293,11
"ZNF568",0.329168362713334,0.0650843786315469,0.16028892736726,132.281326344086,137.995747440273,162.073327272727,2.93663930668583,2.56388327969324,17.2647859620732,108.2312,107.817,117.4013,156.161775,161.6897,195.0796,186,293,11
"ZNF480",0.0489037546745268,0.0389360299981618,0.18650235860514,402.73117688172,426.193001365188,483.314027272727,7.24717359983397,6.46132203098045,29.8926122548185,332.265725,345.5583,443.75225,459.2364,493.4341,533.0614,186,293,11
"ZNF587",0.993165849069891,0.977804168052807,0.969278748091128,893.449733870968,897.030455972696,872.007245454545,24.4909730354054,20.3505598792501,97.2850974421724,667.064425,653.0377,774.33845,1130.1973,1077.7431,899.9095,186,293,11
"ZNF808",0.998956529855429,0.874704046045829,0.878563309522236,182.262297849462,182.488934812287,190.7598,3.59277490530332,3.47067878102944,16.0067526646555,146.6115,145.0488,158.5195,209.12535,210.1382,232.485,186,293,11
"ZNF43",0.0304745807487762,0.0193973186007808,0.124379030568016,440.139467741936,478.861589419795,576.506072727273,11.3925702681498,9.45867037778065,82.3144843898924,336.057725,358.0408,406.2676,523.47325,579.9864,668.454,186,293,11
"ZNF28",0.646500938663312,0.00137660312750609,0.00315355389990346,362.217296236559,373.339197610921,507.647154545455,9.7859573371728,7.65600720723362,54.848430379211,283.6524,289.369,382.4947,439.329975,446.8912,599.42015,186,293,11
"ZNF627",0.0713310286258853,8.16419861848772e-06,0.000130725430688261,414.894712903226,439.3732221843,589.266790909091,8.36142278128649,6.95845667187779,50.4959847987045,344.30085,362.9757,443.88085,488.136425,508.9926,709.8559,186,293,11
"ZNF789",0.114221025991169,0.721329470322471,0.984357456223012,155.162447311828,137.820259726962,133.007190909091,8.71221932997192,4.17755187281136,26.5016670599707,85.2007,85.0092,60.0202,185.42845,172.4547,163.2144,186,293,11
"ZNF534",0.803580875449812,0.968182783002652,0.900091038213477,7.33716182795699,7.53886484641638,7.08059090909091,0.249178322825411,0.200217088716356,0.999407080446342,4.9349,5.1193,4.1966,9.110925,9.3985,9.6539,186,293,11
"ZNF525",0.892108959175105,0.495365345741837,0.574774784868844,334.910271505376,341.29856996587,387.448418181818,12.2649973699603,7.91223164531678,58.7794308970004,211.603725,246.878,254.7049,398.794775,392.0992,463.5189,186,293,11
"ZNF814",0.538266854005197,0.241765676419178,0.393662058963165,581.706544086021,555.747244027304,451.323690909091,22.7758468471452,13.29312012899,36.5234642290317,411.7365,408.0214,396.6716,658.442425,641.4018,520.07675,186,293,11
"ZNF551",0.989621363109368,0.0162897073869918,0.0132261170438628,95.0482408602151,94.446095221843,135.095854545455,3.34248932485494,2.70771729294833,21.2946493927652,60.40625,65.447,89.0969,123.729275,117.68,185.95625,186,293,11
"ZNF805",0.00573577549337212,0.177519935215265,0.671614285864185,262.007920967742,280.176463822526,296.492627272727,4.20376809224521,3.86629737863649,10.5633394522074,223.072725,241.9061,284.2983,296.221475,315.3497,319.18325,186,293,11
"ZNF468",0.946484953555076,0.0652411533638005,0.0775557216622039,417.131937096774,421.339887372014,515.998363636364,10.6728777125755,8.13564793315403,47.5797875037543,338.713175,331.6444,447.07165,491.301725,493.4334,594.1719,186,293,11
"ZNF616",0.597984972015046,0.217856064559519,0.345892654970837,244.161948387097,252.349640955631,290.951,6.85107214443787,5.15149062599054,27.8289596726732,181.5137,187.5817,215.46815,289.495525,308.1522,379.24325,186,293,11
"ZFP57",0.86388074514884,0.867693375706662,0.780951351099539,6.71884623655914,7.27052389078498,4.92060909090909,0.787552756588671,0.699479308096327,1.6044218406672,0.48865,0.5118,1.20595,9.170375,8.1519,6.4048,186,293,11
"ZNF155",0.290972313336259,0.327793709988568,0.587768728594098,196.729730645161,189.301970648464,173.369781818182,4.07300701364406,3.00133517900633,11.2507368444335,164.37985,158.046,150.7531,231.3374,220.1352,197.6488,186,293,11
"ZNF425",0.0113770225880698,0.00168052816084563,0.0246735832358778,98.7775005376344,110.035125938567,143.505645454545,2.41709719991549,2.67609178409273,16.5045903727658,76.395525,82.5998,100.9181,118.034925,128.5048,173.9486,186,293,11
"ZNF611",0.896505874774053,0.662819702950346,0.571139064421914,150.931781182796,148.341053583618,167.583218181818,4.44952918632856,3.68786406417787,16.7020607501362,113.4573,104.2506,124.12545,189.56055,180.6844,208.39755,186,293,11
"ZNF254",0.0123234029031665,0.0059106135751632,0.0635452528431005,372.337606451613,411.752210238908,513.538290909091,9.98218504093598,8.86938868156135,58.4189781743095,281.42985,304.1977,361.7368,439.981025,489.9634,621.91525,186,293,11
"ZNF625",0.844933174207984,2.52639450358805e-05,4.3529516430274e-05,31.3463516129032,32.059576109215,50.5541090909091,0.963074517122679,0.761101244939093,9.84248098642221,21.3031,23.7237,31.42605,39.994775,40.3227,51.40875,186,293,11
"ZNF845",0.995941169044914,0.407363503075963,0.414770774668119,232.246647311828,233.192594539249,278.892254545455,9.10336954165376,6.51396472201081,46.6085965099794,146.319075,161.2685,190.138,283.446675,283.3333,294.66105,186,293,11
"ZNF90",0.412968590188478,0.0713034723660728,0.157635983820862,150.262679032258,140.703874061433,95.3210636363636,6.10526303803061,4.64686020243894,9.44350434240164,96.9944,85.3296,76.1872,184.176875,175.626,119.98225,186,293,11
"ZNF788",0.581435945375197,0.207114535653375,0.108853956249028,76.9956709677419,73.8833215017065,94.6010636363636,2.49023855463148,1.89681725925802,14.3855558597395,59.22165,53.5964,59.0162,89.864525,88.1,114.3101,186,293,11
"ZNF880",0.244140390519893,0.00347735702560348,0.0147646859403826,274.813484946237,293.292367576792,398.765309090909,8.98005465586939,6.65085932309452,84.1221337149758,177.811475,203.1556,184.6501,354.76175,355.7092,498.87145,186,293,11
"ZNF630",0.105755492785245,4.98156159922658e-06,6.69192398987661e-05,80.793888172043,86.8864771331058,128.9265,1.65050423958144,2.0061855540958,23.3918835924849,69.224225,68.7599,84.13135,90.863,96.4775,129.2402,186,293,11
"ZNF844",0.290727814876252,0.0010331794018742,0.00452771045097222,239.846788709677,254.627844027304,356.977218181818,7.59539322818352,6.01104380320567,51.1185517720592,161.065625,179.8787,235.9883,317.508325,304.8048,437.8967,186,293,11
"ZNF717",0.999997619837568,0.331950159041815,0.324786026649658,50.9513822580645,50.9560491467577,61.4992090909091,1.75246231450601,1.3624636738318,11.6918924120439,32.5363,34.7637,31.77465,68.935175,64.2967,80.1905,186,293,11
"ZNF492",0.849069058507931,0.000844972238519315,0.00135832965600047,2.27533655913978,2.45687030716724,6.29996363636364,0.189875252365739,0.2142977642755,2.98073989220104,0.444875,0.4926,0.7436,2.97125,2.9691,8.3842,186,293,11
"ZNF688",0.261411748557274,0.247069445892043,0.491502514039968,339.07268172043,311.227895221843,244.978581818182,16.9100355038683,9.44018773723004,21.8644857756667,202.02245,212.9551,207.80695,371.924675,361.3907,273.0636,186,293,11
"ZNF879",0.999997533689011,0.247331743428994,0.240570995953233,60.5787290322581,60.5827129692833,70.5431454545455,1.27801717525741,1.26580404728271,5.48070348152769,48.969975,46.4983,66.4999,70.548575,71.3006,79.0254,186,293,11
"ZNF737",0.700993021743114,0.986597302582211,0.99581402651999,631.743286021505,605.473678156997,614.815181818182,24.7514717923627,20.8096308843271,99.3805793105582,408.230825,377.1696,360.9071,779.6027,745.1382,769.55315,186,293,11
"ZNF709",0.924211729653288,0.170559852854184,0.130178094031774,119.758495698925,118.471242320819,140.040118181818,2.68345053867598,2.10378409353656,11.8753576290096,89.3302,93.0048,110.3653,146.5675,139.9235,168.65325,186,293,11
"ZNF585B",0.848637322151661,0.292337004313791,0.369462076784339,65.5101413978495,67.0911825938567,79.8792,2.22202825630277,1.78156629914825,14.57476586431,44.263175,47.1281,52.53355,83.276825,85.1065,86.6456,186,293,11
"ZNF324B",0.9712256402657,0.0116129231814133,0.0085377453513652,114.84278655914,114.271594197952,138.485936363636,1.80891700247061,1.54826556089066,14.654267010541,99.063225,97.396,102.4058,129.5126,130.3385,176.35165,186,293,11
"ZNF564",0.866034111649958,0.147735563453317,0.192818987991161,246.534682258065,249.438779180887,281.7617,4.4082299080018,3.54067957811397,20.995354205538,208.494225,212.1313,229.1221,283.54145,286.571,333.24745,186,293,11
"ZNF674",0.997104472464316,0.0418543198694722,0.0370179893509752,91.2596413978495,91.0422583617747,115.276509090909,2.16521705523754,1.95349625864506,9.53694403940853,72.752,72.5389,87.19795,107.06455,104.8226,143.5731,186,293,11
"ZNF432",0.54925630034863,0.762008083331281,0.919136352674244,263.017667204301,248.732231399317,231.203381818182,11.7636355742907,8.05552893201708,22.1730687922444,145.308225,151.349,165.4389,358.045125,318.1975,290.56725,186,293,11
"ZNF10",0.596830592854518,0.182004644697536,0.29704723557319,251.894081182796,243.497525255973,201.229318181818,7.1833040072809,5.23537947471803,18.9941577755076,182.944825,183.2241,140.8619,296.16355,284.6304,251.70425,186,293,11
"ZNF486",0.996674800781495,0.554465520111286,0.562652439913333,25.0430666666667,25.2098696245734,32.4020272727273,1.66030333405685,1.27687894073677,13.7612139344747,8.7717,10.1279,6.3638,34.181075,34.8993,38.7977,186,293,11
"ZNF225",0.502686476933703,0.139850212390839,0.256273161418603,66.1380231182796,68.2984576791809,78.2753272727273,1.46723923154489,1.22209761600695,6.47796384574226,54.04025,54.4296,60.41225,79.806525,82.6329,88.7574,186,293,11
"ZNF350",0.505891194341651,0.99460321415628,0.898756989939094,1485.9921827957,1423.07414232082,1504.51308181818,48.2705413740655,32.6552548142359,220.482894506919,984.818775,992.0635,742.2763,1830.198025,1816.5115,2047.07805,186,293,11
"ZNF253",0.524363083263402,0.000599487048921654,0.00176730724135343,302.959567741935,314.330202730375,432.831963636364,8.28662368312398,6.22532102509116,61.523771070453,224.944675,234.0429,301.5092,361.1126,377.1696,488.09445,186,293,11
"ZNF878",0.999918245523741,0.962191301378593,0.960360748843026,3.35378387096774,3.35795221843003,3.0542,0.278917383780671,0.20949680324151,0.739693232606353,1.45065,1.7412,1.11435,4.01605,3.912,4.8422,186,293,11
"ZNF727",0.246532194808363,0.323344723392738,0.601186290654122,11.0860505376344,9.14695972696246,5.32749090909091,1.06954810130797,0.699368618793792,1.19468964265388,2.16665,1.304,1.90595,15.729625,11.9609,7.9772,186,293,11
"ZNF578",0.0321608350720037,0.345258096848633,0.79922360079927,68.2939532258064,56.0975266211604,45.9866454545455,3.85890712350813,2.9388263063785,20.3244922710389,33.3687,20.7917,16.71545,88.318625,73.2943,38.5996,186,293,11
"TRIM28",0.864458226054073,0.440536890045546,0.345904871053654,6087.64075,6160.54066177474,5514.09462727273,104.335336059168,92.4375181346129,269.977064843475,5196.117725,5193.4946,5162.7011,6513.037625,6729.9154,6132.8384,186,293,11
