"gene","p-adj-LIVING-DECEASED","mean-DECEASED","mean-LIVING","SEM-DECEASED","SEM-LIVING","Q1-DECEASED","Q1-LIVING","Q3-DECEASED","Q3-LIVING","count-DECEASED","count-LIVING"
"ZNF436",0.0243770198450332,647.035033766234,787.377948598131,43.7954404442849,41.9127534668218,359.8543,482.0159,844.9353,1032.66865,77,107
"ZNF484",0.232981534167759,160.10011038961,174.106581308411,8.72127041250725,7.69324737558945,107.4341,121.70725,202.7265,199.28605,77,107
"ZNF780B",0.0873755447416379,386.568502597403,333.914211214953,25.2050656821352,18.6177901040672,237.4897,194.9838,490.7049,402.3368,77,107
"ZNF557",0.608872731789688,188.64267012987,194.131789719626,7.04332848905281,7.53694959805362,146.0231,143.38235,223.8308,224.0747,77,107
"ZNF337",0.940165907379048,428.562649350649,430.830772897196,20.2082010120225,21.0604079562203,301.6154,314.94105,526.4147,508.32795,77,107
"ZNF317",0.882057226057606,926.377888311688,931.675837383178,25.1237401539478,24.248663147496,741.3479,733.44915,1048.3211,1069.4488,77,107
"ZNF426",0.283985664226466,201.035415584416,233.760558878505,16.6740542558691,22.8677752728882,110.2887,115.3518,262.082,276.6567,77,107
"ZNF331",0.492720398388511,292.095007792208,263.486437383178,33.3341523255424,25.9097920553264,80.7374,66.3622,405.299,331.0249,77,107
"ZNF227",0.698519590761137,261.018245454545,254.062930841121,15.0978090324411,10.6472085808218,181.891,184.51975,303.4724,296.05395,77,107
"ZNF141",0.426036922291227,67.5238883116883,74.4868046728972,6.48705425285946,5.74638594480067,22.5428,42.42985,94.3119,89.5418,77,107
"ZNF304",0.26719201881942,316.446319480519,292.785185981308,17.8243163142898,12.6817116879153,225.2996,187.9861,371.6463,355.82285,77,107
"ZNF132",0.395310401941708,57.6156246753247,52.362714953271,5.69306547454423,3.253754380278,28.693,30.54205,66.789,65.2003,77,107
"ZNF20",0.710290978462613,99.4834571428571,97.3257242990654,4.08295997607894,3.94545216009966,76.1324,66.6381,115.4396,120.4355,77,107
"ZNF670",0.535754077457289,93.8700051948052,89.4914700934579,5.74899025167148,4.3282176151987,60.6523,57.3857,118.6275,110.83525,77,107
"ZFP37",0.192110616063423,55.2930896103896,65.0954887850467,5.36153495426689,5.04452313982835,21.6411,32.4508,68.2046,86.5824,77,107
"ZNF189",0.626967700458984,498.26775974026,481.806608411215,25.4124097184045,22.0976792129889,346.1714,308.6167,626.8547,637.674,77,107
"ZNF434",0.65216347271827,346.851368831169,353.057420560748,11.2090992859597,8.42167115244779,281.4815,288.27875,415.8378,412.58525,77,107
"ZNF287",0.0532504835288782,51.0407961038961,64.888,5.56033620217533,4.52176479327574,13.5759,27.99645,70.0917,92.2751,77,107
"ZIM3",0.836863344500586,0.467641558441558,0.579154205607477,0.362302419293338,0.377371518411592,0,0,0,0,77,107
"ZFP14",0.81146047655915,154.151533766234,150.484090654206,12.327881556801,9.5358080674892,80.7295,80.7388,196.6667,195.186,77,107
"ZNF473",0.0556838897362454,360.749038961039,318.167794392523,17.3287881022896,14.011865847152,239.4469,223.4855,457.8483,378.9563,77,107
"ZNF614",0.156237940423507,277.698862337662,233.059806542056,25.7222949877619,19.1040860549426,112.5626,96.79335,379.6477,291.491,77,107
"POGK",0.442385579624445,1954.19163116883,2034.56165046729,79.1595370113901,67.8069787802146,1481.1933,1580.48305,2394.823,2300.23095,77,107
"ZNF514",0.962828019663051,266.023348051948,265.064418691589,15.7550105909417,13.2394492373248,163.8703,178.40305,336.9748,308.83955,77,107
"ZNF300",0.768558163909664,116.880085714286,111.528461682243,11.3040819366253,13.0772326492413,52.5104,38.7131,156.701,141.68955,77,107
"RBAK",0.402846622528548,806.851493506494,844.053906542056,35.0375753619082,27.9460389370375,612.5082,648.77765,968.6929,988.2556,77,107
"ZNF92",0.13730736788792,369.679836363636,311.84596635514,41.72482154463,13.4410832126341,212.0711,213.84775,393.3483,400.7569,77,107
"ZNF157",0.494082766721001,2.32225584415584,1.95095887850467,0.4806010001994,0.302987260944084,0.2359,0.2604,2.439,1.8948,77,107
"ZNF182",0.112886372583946,199.938071428571,175.567159813084,13.5549382446899,8.56515588348392,113.5188,117.3485,254.0984,215.248,77,107
"ZNF673",0.109903002452441,185.972067532468,166.871423364486,10.9038867823457,6.34271948046408,121.8061,123.8959,216.7741,199.44785,77,107
"ZNF41",0.0930232480822882,317.398146753247,279.361814018692,18.5786611330675,13.65694106694,208.4927,197.46045,392.8679,321.19105,77,107
"ZNF7",0.220533770333523,481.437245454545,514.975310280374,21.0058525517688,17.5247076653182,357.5627,378.55495,573.8056,607.21155,77,107
"ZNF214",0.185355312131948,32.0129467532468,26.6775710280374,3.07903033181217,2.58466351130759,14.2037,7.08255,43.1182,36.2121,77,107
"ZNF215",0.272979602176488,72.3209844155844,61.8672420560748,7.33243398567761,6.09962290235812,14.2558,9.646,107.3134,98.338,77,107
"ZNF547",0.018902393927019,51.0619961038961,40.5734971962617,3.77754444020974,2.59347558973276,28.3681,19.39795,62.2985,51.5943,77,107
"ZNF773",0.376731494129841,75.3481012987013,69.0977934579439,5.74871836099711,4.32417491175451,39.5043,37.98,103.4177,91.93495,77,107
"ZNF776",0.276240852388726,416.522623376623,388.49828411215,18.7985213357436,17.0534076122239,286.2696,251.55035,491.5389,478.00655,77,107
"ZNF256",0.815591144421024,74.924951948052,72.3767448598131,8.65200784659144,6.84888662201469,21.3711,15.68495,107.4114,103.8888,77,107
"ZNF599",0.0876105309977366,65.7280831168831,77.294191588785,4.58093548512682,4.66500431134591,36.7173,45.22875,89.2857,94.65615,77,107
"ZNF18",0.0142848119172221,162.513133766234,189.443229906542,7.55398751237433,7.46376816507552,118.5106,144.16385,208.9883,215.8503,77,107
"ZKSCAN2",0.730891815233873,157.501438961039,161.869453271028,9.43328744842038,8.34385755131203,99.2949,101.67895,178.3766,185.6616,77,107
"ZNF689",0.14473031368226,178.337568831169,198.073935514019,9.70492609362648,9.04793197967366,127.0015,137.49615,203.6363,225.6272,77,107
"ZNF19",0.515912212514255,44.7285688311688,46.946376635514,2.73153083581041,2.11926262931503,28.2225,31.17595,56.9988,64.87115,77,107
"ZNF230",0.79523276511018,75.4265324675325,76.9411775700935,4.66540467885287,3.62938403156042,47.4085,50.9071,89.3597,87.4077,77,107
"ZNF222",0.745656969351918,29.6427441558442,28.7943747663551,2.01307487698552,1.67606420621364,17.9698,18.57395,36.751,34.7419,77,107
"ZNF221",0.737895014273458,30.9374324675325,32.4487018691589,3.88901890356657,2.60880258753175,8.969,12.93865,36.8902,43.24335,77,107
"ZNF233",0.536945782729455,31.5214324675325,28.5450140186916,4.16663815120955,2.77060857558943,12.7944,11.8877,34.6289,34.1621,77,107
"ZNF235",0.278028243547497,88.9298831168831,80.9681037383178,6.67251974991626,3.93755195857172,53.1295,54.0783,108.5187,98.1892,77,107
"ZNF208",0.616938306973826,41.9392298701299,33.425853271028,16.0024096600813,8.67786014221522,3.2581,3.5697,16,24.752,77,107
"ZNF714",0.123490619009429,380.101933766234,326.326285981308,27.096875377854,22.1104124427038,189.7849,157.56325,543.5122,441.61655,77,107
"ZNF394",0.535247857005045,522.556312987013,562.876192523364,33.5868015078058,49.4470452236448,360.2027,365.5439,592.4408,583.4555,77,107
"ZNF333",0.512916810234917,164.695151948052,172.171641121495,9.20425931109471,7.05245379463758,113.8417,122.928,206.6199,217.2533,77,107
"ZNF382",0.312579987924551,23.1484857142857,28.3243841121495,3.98464841271282,3.25264759980447,7.2365,9.52315,20.5272,34.33715,77,107
"ZNF577",0.350639438070828,98.8237636363636,86.3068158878505,12.0936696222039,7.2869159007882,31.2989,33.80865,123.9428,116.37835,77,107
"ZNF75A",0.319170192934733,239.861098701299,219.914042056075,14.8754657769477,13.128140495261,152.2066,138.48585,304.4909,286.02875,77,107
"ZNF496",0.362349294848546,437.590896103896,470.363319626168,27.6066360698575,23.0689607312409,294.0096,319.0055,528.464,545.92595,77,107
"ZNF2",0.439660258292191,106.647955844156,110.871840186916,4.63416540469966,3.20814045212605,75.6511,88.0668,122.218,127.4736,77,107
"ZNF589",0.770638814680012,280.262190909091,273.488335514019,15.0396761226192,16.4327755234455,173.8467,179.027,379.3514,325.35045,77,107
"PRDM9",0.573261741365999,1.3928,2.05243831775701,0.888391338326568,0.758082107630229,0,0,0.4863,0.4429,77,107
"ZNF12",0.700314968959227,999.294857142857,1020.84164018692,44.5339763622856,34.9479331178592,702.7288,762.3013,1260.4583,1221.7266,77,107
"ZNF202",0.7635607295088,267.082544155844,271.418674766355,9.64954710483961,10.0405086661521,216.1572,198.6398,322.4404,314.6156,77,107
"ZNF3",0.422741531123242,749.044863636364,798.71038411215,38.7034086104557,44.4119899725034,525.9074,531.15125,873.6326,942.60215,77,107
"ZNF606",0.861353157170727,184.939824675325,181.057712149533,17.9244176073931,13.719565426364,70.5829,83.36415,268.2081,257.72105,77,107
"ZNF91",0.00129774679484063,561.138323376623,390.39746635514,45.4106170980944,29.9693762504865,305.5887,108.6518,837.0824,566.9558,77,107
"ZNF226",0.664489778547639,215.467493506493,208.312248598131,13.5593098601097,10.0026685781582,137.9621,134.96105,251.9987,254.9472,77,107
"ZNF229",0.774456416053847,65.6262298701299,71.9449299065421,15.9007831770115,14.7609246659839,6.2407,6.207,38.1818,58.9841,77,107
"ZNF180",0.290718194869381,200.2112,186.624569158879,10.9020639039094,7.53687141035024,138.4389,139.55295,225.5765,217.0648,77,107
"ZNF641",0.509880930326558,180.382916883117,187.89593271028,9.7398150224107,6.63846083399912,131.4741,142.6234,215.473,223.67355,77,107
"ZNF610",0.850089485529252,16.5972558441558,17.2498037383178,2.45076478679962,2.33271182717159,4.1632,4.073,20.0364,19.79815,77,107
"ZNF528",0.705310147291009,116.256845454545,126.043578504673,16.1344876842446,18.5852442023329,31.0933,26.87955,143.2796,123.97235,77,107
"ZNF701",0.170230555171977,114.84094025974,96.5867261682243,11.0295577006327,7.96982582013359,46.7498,31.24475,167.8822,144.32115,77,107
"ZNF283",0.211574483127152,80.9566818181818,73.7276934579439,4.86298369033876,3.41897250363657,54.9544,50.41645,100.6971,89.15455,77,107
"ZNF558",0.127121431053981,370.99898961039,414.92893364486,19.6748483035885,19.7647559010673,258.2467,287.0107,449.1868,526.777,77,107
"ZNF597",0.935304609853719,60.8721857142857,61.3597420560748,4.75035356896697,3.76926304432948,29.8462,32.28995,93.3261,85.5217,77,107
"ZNF30",0.0640143321197458,94.1029792207792,75.6215962616822,9.44662439855944,4.96335284707512,48.9247,47.2221,115.3177,92.57235,77,107
"ZNF354A",0.765882325456662,268.911944155844,276.787846728972,14.8896771205322,19.6669418384605,176.1896,163.49325,327.2377,320.52405,77,107
"ZNF764",0.882999175586325,200.862923376623,198.561058878505,11.5764213728175,10.3025165829352,143.3724,139.0759,228.3339,221.86735,77,107
"ZNF747",0.146161304544601,198.104084415584,216.366946728972,9.29864542962718,8.23998237918725,137.0786,161.5348,245.4781,265.72495,77,107
"ZNF778",0.0418043041521068,112.305062337662,97.6539392523364,6.56841029620168,3.80027354767251,78.5424,66.96325,129.6963,119.00765,77,107
"ZNF212",0.0764392255090748,254.597985714286,285.779011214953,11.7120084775081,12.2167937708891,189.3453,201.83615,311.5144,348.0885,77,107
"ZNF282",0.560636553825965,950.874918181818,984.564101869159,47.9598028809385,34.8249060030811,691.9062,768.3407,1191.9075,1189.6646,77,107
"ZNF160",0.107485338146206,513.36038961039,432.237361682243,46.4150661418103,26.3742052812628,270.4888,232.8359,625.4436,555.9594,77,107
"ZNF415",0.664601873997438,51.8684428571429,45.7363214953271,12.7156396120781,7.73540968181662,9.9154,8.87725,46.9637,46.25155,77,107
"ZNF439",0.09545367278464,56.3441233766234,43.0155158878505,7.67889014545083,3.87532868119125,15.6161,13.066,63.5838,58.83515,77,107
"ZNF440",0.470076191286049,461.937233766234,439.303091588785,24.3814647976044,19.8944183155645,328.9219,301.4652,567.8267,555.31825,77,107
"ZNF562",0.785952051229328,690.628606493506,702.011854205608,27.0640009916372,29.6780093528496,503.0928,522.77835,838.4081,786.0542,77,107
"ZNF561",0.504443538530307,563.813466233766,585.814661682243,21.2022494097163,23.3565447124461,466.69,465.74405,647.8599,651.36905,77,107
"ZNF584",0.826804405913894,201.700515584416,205.559717757009,15.0855340158391,10.2697022699725,132.4001,155.1661,231.0862,226.40785,77,107
"ZNF274",0.705003741433332,371.155819480519,359.251571028037,25.8974510406311,19.031259923617,230.1375,249.2848,431.2269,406.74025,77,107
"ZIK1",0.535758373658851,27.9514987012987,23.9890925233645,5.62511112373094,3.60307602185468,7.467,7.54485,26.1023,23.6942,77,107
"ZNF540",0.948272747634027,22.5407077922078,22.2879962616822,3.57774736482084,2.06589418592091,8.2347,6.3617,22.2197,33.19285,77,107
"ZNF570",0.178709295224974,30.9722896103896,37.9746336448598,4.09276350764992,3.26955373962516,9.037,11.3016,38.3865,57.3955,77,107
"ZNF57",0.630621444366638,173.39155974026,167.43454953271,9.38998360047875,8.02546653357153,108.7226,116.3768,217.5863,198.8483,77,107
"ZNF556",0.43152988098417,20.1988064935065,23.4872682242991,2.68425006333739,2.96399505490643,1.5655,1.88535,29.7082,30.77335,77,107
"ZNF554",0.150551980183531,89.044112987013,99.2752710280374,4.8604812645185,4.88857401628728,61.1255,68.21835,110.9494,118.68185,77,107
"ZNF738",0.435915762276887,168.54124025974,147.102671028037,27.3119803515361,12.5207404423965,54.9806,62.23195,213.866,196.20915,77,107
"ZNF596",0.941835625855705,52.9847025974026,53.4593579439252,5.83533232720292,3.57146811768114,24.038,28.84295,66.7017,68.1758,77,107
"ZNF621",0.0315230643166003,700.566819480519,607.013392523364,42.1513191510259,20.5495369995574,479.4137,468.29395,868.4303,764.83605,77,107
"ZNF680",0.0831042558789608,315.298850649351,268.294037383178,24.1766124776941,14.8744178384784,178.3063,157.82505,395.5722,329.5653,77,107
"ZNF483",0.211694946049514,31.1524272727273,41.1999439252336,4.19643931913822,6.09025221546439,9.1069,12.2,36.9591,46.56495,77,107
"ZNF417",0.142141884138523,265.736012987013,229.627697196262,19.0528388744286,15.612002968176,158.109,129.68205,332.6982,280.9598,77,107
"ZNF791",0.50726688753375,347.676248051948,361.216221495327,14.1925899261738,13.9452485763342,254.4596,263.8358,419.3939,446.72775,77,107
"ZNF519",0.505074763354574,70.6379883116883,65.5846401869159,5.96539323409177,4.7724877599288,37.3304,35.11855,95.449,87.12465,77,107
"ZNF25",0.0266853855459359,175.347423376623,210.764641121495,11.6313349829243,10.5239600834799,109.8981,130.25225,210.9627,272.8894,77,107
"ZNF77",0.569123263258234,90.1860831168831,86.5225158878505,5.0131292252966,4.08361428603706,62.2545,61.7087,108.8484,101.66455,77,107
"ZNF169",0.902821080676878,107.425227272727,108.453642056075,5.75052554752101,5.81126611520835,70.0265,64.83615,143.2486,133.1617,77,107
"ZNF613",0.433857355995653,84.7120571428571,77.8578504672897,7.33175683581707,5.20915391883546,48.8236,37.2959,99.7899,104.3275,77,107
"ZNF404",0.0947017049264487,41.4593519480519,32.8170747663551,4.43386533457574,2.97895085588909,15.661,14.9669,46.0275,36.8531,77,107
"ZNF135",0.586828191077234,32.084374025974,37.3548485981308,6.81100787794252,6.58844510391469,8.1849,8.56925,31.4465,34.9318,77,107
"ZNF620",0.0243898966149844,72.8185246753247,54.6880485981308,7.14690889368269,4.41452170301167,28.6905,19.07595,100.4871,78.1614,77,107
"ZNF619",0.419947480385487,80.5457584415584,75.5429710280374,5.27639739712946,3.62723697602359,42.2153,51.97775,102.095,91.12795,77,107
"ZNF354C",0.840092266137996,39.3996727272727,40.9909112149533,6.93749991019973,4.441393845366,7.7266,9.94435,44.1826,53.77125,77,107
"ZNF114",0.440399623664996,49.3579051948052,59.9978719626168,8.76161330117323,9.8208486219934,3.8641,3.77035,56,84.70255,77,107
"ZNF454",0.110150709254058,7.1182012987013,9.5044785046729,0.852431158229097,1.101219703813,2.1212,2.05455,8.3077,11.8857,77,107
"ZNF543",0.374162646289203,207.299033766234,195.509614018692,12.0626199036431,7.12397324250237,135.4093,144.43405,256.4832,245.2789,77,107
"ZNF354B",0.721976436036301,123.727264935065,128.456817757009,6.71658911932328,10.1625817761412,77.3837,77.25515,156.8552,146.45365,77,107
"ZNF223",0.573779214959322,66.3017974025974,62.7752411214953,5.23521305708263,3.74157899412729,38.9179,37.2187,80.2066,79.7241,77,107
"ZNF713",0.964962569227584,75.3314064935065,75.7790037383178,7.37911183528707,6.80457042288217,33.3654,40.08935,94.9809,87.133,77,107
"ZNF552",0.118637002969867,208.269472727273,180.95685046729,12.8566619007363,11.5215509469996,128.1561,101.41915,251.1186,226.87025,77,107
"ZNF154",0.129064899374752,71.9342701298701,60.3765308411215,6.51392549993512,4.4037940173979,32.3077,28.12105,99.1366,77.4516,77,107
"ZNF571",0.785930577153483,62.1402961038961,60.2338523364486,5.40064715003596,4.49988991663238,33.1694,23.8226,70.3285,78.90655,77,107
"ZNF443",0.202292180776179,61.5278077922078,54.3772738317757,4.82575524690105,3.22788946668427,29.401,30.24445,74.5192,74.07695,77,107
"ZNF792",0.116471832450582,176.152896103896,150.201718691589,14.3908439408625,9.36259757623745,76.9683,73.34885,256.7608,213.4402,77,107
"ZFP82",0.882411433003225,43.719861038961,45.3909981308411,6.72999521868483,8.25170688592061,8.1332,10.6084,49.9083,52.37405,77,107
"ZNF707",0.57515064252303,204.968207792208,211.9364,9.46967143264818,8.02436885365091,146.462,149.58475,244.0704,256.4112,77,107
"ZNF746",0.320583756575871,604.848231168831,651.012031775701,27.5782290533362,33.929529428095,443.5798,450.16675,714.4173,750.00745,77,107
"ZNF678",0.588425722183255,83.0633948051948,79.2326925233645,5.66688484246725,4.39453149631705,43.8689,48.00715,115.1263,100.5603,77,107
"HKR1",0.434618743344924,489.168490909091,457.948212149533,32.2443772732322,24.6119940015934,327.702,294.67525,557.5722,546.4671,77,107
"ZNF101",0.521717297494144,156.312077922078,148.342420560748,11.2406968971321,6.74920868593458,111.4428,96.10155,169.1455,180.78595,77,107
"ZNF716",0.935334195503957,9.19641818181818,9.58560093457944,3.88719606856062,2.94788100836049,0,0,0.9594,0.455,77,107
"ZNF708",0.248504348601245,161.603861038961,142.848145794393,13.1035541822934,9.99984035961124,80.7243,69.6408,204.9237,191.2233,77,107
"ZNF721",0.728924009140034,520.039575324675,535.805042990654,29.5124704364558,32.1404425075616,348.7824,340.70385,639.4047,602.98415,77,107
"ZNF662",0.0710000710953268,70.5021012987013,47.3009355140187,12.8545276618226,5.65782101827043,13.7512,13.0535,76.9397,57.50945,77,107
"ZNF320",0.0702057257159188,415.952412987013,340.562907476636,32.1211542617775,26.4345139598844,238.6195,128.5839,584.1257,503.3945,77,107
"ZNF530",0.128447452176153,72.4783766233766,61.5815280373832,5.26338862412525,4.72087907426425,48.0451,31.03535,94.3112,76.7106,77,107
"ZFP1",0.708397558916794,235.411561038961,240.641746728972,10.934433659559,8.85335948820238,171.8097,172.09295,267.2024,276.85595,77,107
"KRBA2",0.451285806192041,67.9419064935065,73.2704981308411,4.97124794952749,4.80096350758179,40.5366,39.22925,85.3173,89.35375,77,107
"ZNF93",0.542380024290971,82.7648272727273,73.6743654205607,14.2529099062067,7.38669559287881,14.7106,21.99115,112.7641,107.7422,77,107
"ZFP90",0.301551091909163,486.967342857143,524.016528037383,25.1380783702751,24.3469378823091,337.2503,352.52625,625.5765,666.63145,77,107
"ZNF479",0.440798290823317,0.77448961038961,1.49616074766355,0.413459695005037,0.734038641944464,0,0,0,0,77,107
"ZNF445",0.280970673973781,646.622842857143,603.575722429907,34.4478383042297,22.9431680253201,436.3077,434.17485,774.206,741.18235,77,107
"ZNF74",0.0845363865441905,356.527793506493,427.815272897196,27.1158321803908,28.8869432826678,209.4325,268.9393,421.7437,490.5449,77,107
"ZNF829",0.102111743439186,11.5299987012987,16.9203093457944,1.8185596707744,2.45509897805028,2.3774,2.1018,12.0766,20.82935,77,107
"ZNF267",0.685076847746934,528.883349350649,543.784951401869,26.7733703729692,24.4371782602671,369.3738,374.1356,658.0627,657.78,77,107
"ZNF566",0.969445693078818,184.58065974026,183.943802803738,12.2215687329113,11.0007883646135,113.5421,106.7415,230.9091,238.25465,77,107
"ZNF224",0.651697499550292,193.257438961039,186.467140186916,11.5806283135705,9.63603969874066,122.0833,112.68415,259.2939,254.51415,77,107
"ZNF529",0.88257727442077,356.211766233766,361.485279439252,29.4735381013903,21.5673677250267,201.6275,202.5156,449.3412,457.43285,77,107
"ZNF284",0.522771054167402,46.7990324675325,43.9369588785047,3.85850739701299,2.58331938894971,21.7924,26.45375,61.2006,55.6106,77,107
"ZNF749",0.399590637625118,134.107527272727,126.232943925234,7.79644450814146,5.57990868632014,86.7804,93.88555,162.1957,144.93015,77,107
"ZNF17",0.504774686961853,149.822050649351,144.409341121495,6.26581305610278,5.18392930895863,115.2845,108.61385,176.1547,167.00065,77,107
"ZNF555",0.29638316032292,69.3628363636364,74.1071168224299,2.98322516844991,3.1866783948336,51.4517,54.34225,82.4691,87.4861,77,107
"ZNF75D",0.0763810797462188,349.209283116883,310.727544859813,17.0104557168041,13.6268345385083,227.2849,194.35385,431.5228,399.4585,77,107
"ZNF197",0.403375746037263,329.959727272727,316.481557943925,12.4393702693371,10.3066846004246,257.8035,246.44445,411.3627,381.78395,77,107
"ZNF732",0.372761558871814,12.2021428571429,15.4436495327103,2.47579983878077,2.50875549811947,1.2792,1.65535,8.7841,17.9839,77,107
"ZNF546",0.916909899074362,63.2662467532468,63.9140981308411,4.99231910267746,3.84333556084125,32.0123,34.6799,84.4402,82.24455,77,107
"ZNF286A",0.426099935200447,311.897718181818,333.593253271028,15.1537455402318,20.3236242237338,209.3632,216.05155,401.3134,390.22665,77,107
"ZKSCAN4",0.466416692932,86.1363337662338,82.4753242990654,4.52752365120117,2.73903163652325,65.1289,64.0756,100.1486,96.4895,77,107
"ZNF643",0.946247526311836,62.819661038961,63.6172560747664,4.69676465782984,9.42877621905244,33.115,30.04035,73.4756,70.3922,77,107
"ZNF642",0.430587785884363,100.108522077922,110.918738317757,7.23348811895357,10.3712338815206,66.23,70.43025,113.9193,114.7007,77,107
"ZNF490",0.961546123575658,234.526224675325,233.862228037383,9.54869205366142,9.42665926473094,177.3422,172.85395,275.3098,265.96635,77,107
"ZNF626",0.805816115598033,83.0860220779221,76.4844373831776,25.6882520041914,13.273748323054,13.9655,13.41955,59.9581,65.9551,77,107
"ZNF793",0.19462655340655,63.6217623376623,83.3505672897196,10.0049266872641,10.6478341289847,11.2998,9.00945,63.655,106.74255,77,107
