"gene","p-adj-M0-[Unknown]","p-adj-M1-[Unknown]","p-adj-M1-M0","p-adj-MX-[Unknown]","p-adj-MX-M0","p-adj-MX-M1","mean-[Unknown]","mean-M0","mean-M1","mean-MX","SEM-[Unknown]","SEM-M0","SEM-M1","SEM-MX","Q1-[Unknown]","Q1-M0","Q1-M1","Q1-MX","Q3-[Unknown]","Q3-M0","Q3-M1","Q3-MX","count-[Unknown]","count-M0","count-M1","count-MX"
"ZNF208",0.0129697761016775,0.016976635748216,0.868674685995649,0.00991792512670009,0.859053644000752,0.998471134236252,174.14048,34.6905156716418,8.37542222222222,14.9693166666667,167.623609918888,7.62640078367683,2.44205679396247,3.74421534494177,4.2628,3.508125,3.2581,4.6405,9.9691,25.0649,13.0045,17.311525,5,134,9,18
"ZNF714",0.998693110601623,0.999998000444374,0.998085872640763,0.999324300403829,0.99998947196397,0.999234825031982,353.61052,337.305988059701,351.316655555556,339.102166666667,89.785716443343,19.6050140931039,77.1857155454948,65.3958102980162,169.1303,166.48855,153.6891,160.21675,496.7402,458.978725,543.5122,472.454975,5,134,9,18
"ZNF394",0.999999864896054,0.618775293788255,0.201258362362634,0.999971457716368,0.999645442885798,0.378299442537471,536.76406,535.27802761194,843.315077777778,546.589233333333,69.3734701805568,39.53821816339,237.668684061913,61.8227697945866,391.9703,359.6706,352.2033,403.999125,660.8382,575.15035,1194.2007,620.325475,5,134,9,18
"ZNF333",0.867803870905295,0.825881502574699,0.982278145302896,0.470555600676475,0.427056792273502,0.925173154504139,197.91768,171.955268656716,162.456844444444,143.687888888889,30.6870945156331,6.59290679780132,19.6099916114217,14.7048721806484,144.1388,120.028925,114.0426,99.882425,206.6199,215.711575,209.9738,163.702,5,134,9,18
"ZNF382",0.860775766223586,0.996496368382228,0.509220554546685,0.97045429292321,0.951850542518795,0.83308072242777,16.67586,29.4558052238806,12.4025777777778,24.7116777777778,3.34987945553269,3.33476794728311,1.95804417218204,5.04790356448855,13.482,7.24625,7.7178,8.251825,17.5527,34.592175,15.7584,29.390725,5,134,9,18
"ZNF577",0.928620314250185,0.997678944697055,0.957803997696579,0.797098497694529,0.883265108370865,0.81661852497431,65.20832,90.2739201492537,74.6002777777778,106.883894444444,32.134069818876,7.83037740894566,21.3526709849323,23.5718450086329,14.1549,33.1836,35.7254,24.02185,123.3333,117.0383,61.9015,199.3438,5,134,9,18
"ZNF75A",0.716257493809634,0.986274566719871,0.832892711809781,0.99998419699256,0.255634098341958,0.974538345110835,176.03222,240.635870895522,201.584922222222,178.424361111111,43.8791156587778,11.8386489274883,27.8352110276603,32.6653913575861,101.4094,145.596975,132.6917,84.45475,257.943,300.57225,265.7912,201.051325,5,134,9,18
"ZNF496",0.646816694589489,0.721145043360365,0.998763117909685,0.287058796380809,0.463654395712385,0.867585399353727,575.60842,455.024352985075,443.238811111111,372.028822222222,192.166139485372,19.8566653736654,68.6289273866358,25.1926148231128,297.8937,300.440875,294.0096,270.550175,768.4848,544.49725,550.6113,437.681575,5,134,9,18
"ZNF2",0.760071178630518,0.517487942491468,0.790424345718719,0.726242283673565,0.989341050877347,0.935154645927997,124.01776,107.737397761194,96.1151333333333,104.876677777778,16.1163550442586,3.31067648878098,8.39891647712502,5.46558050488056,119.285,83.195625,73.7824,86.31915,145.3284,124.1575,115.9878,123.19335,5,134,9,18
"ZNF589",0.676746942452001,0.829344232196185,0.999602488630002,0.818517922095487,0.992637757728826,0.999798461798369,198.32662,278.782070149254,273.173688888889,267.874355555556,17.9511229041361,13.8168034192728,47.6596696963377,38.1579591088769,169.8585,187.016025,160.053,150.589825,222.757,330.004975,337.0771,424.177075,5,134,9,18
"PRDM9",0.999997765971322,0.993706401400698,0.978352169043652,0.960345763516267,0.771534585307622,0.994215655853042,1.78438,1.73065447761194,0.847122222222222,0.180466666666667,1.78438,0.608537175984026,0.507018781094661,0.0836813693042092,0,0,0,0,0,0.4668,1.0404,0.1932,5,134,9,18
"ZNF12",0.63863712640033,0.667340047653406,0.992551032902297,0.711920675787032,0.999999986056756,0.995372592498534,1206.64734,1003.78651716418,967.866277777778,1004.10611666667,51.2875368669485,32.9061284688672,107.614090572566,95.4677154988349,1113.0303,704.955975,744.8457,753.02505,1283.375,1244.3262,1117.5471,1176.153925,5,134,9,18
"ZNF202",0.970900464565619,0.993895354631475,0.998354257407983,0.999999983125869,0.849291337676032,0.98420524469503,252.21952,271.931959701493,266.331788888889,252.041538888889,17.6001717390314,8.93529762591436,23.8582894836216,15.8584163501627,226.68,196.15665,231.1228,200.557725,258.9509,323.321175,297.5434,267.481275,5,134,9,18
"ZNF3",0.998527464481158,0.841592201840385,0.409280219476945,0.946496619680881,0.846743144795792,0.272051546206506,796.2971,765.306775373134,992.055888888889,678.353227777778,155.625249970453,37.1778339054603,204.997697722781,58.0680674293713,632.5274,512.3305,608.571,527.119975,869.7972,873.067375,1284.8982,867.88215,5,134,9,18
"ZNF606",0.99999992775863,0.734547027027165,0.343223693139077,0.90936969383603,0.530219555776643,0.939225104375916,184.55946,184.91823358209,107.515644444444,139.161188888889,75.7373861770434,11.8609192316115,26.3642817589922,29.4244875440473,27.9489,85.256975,83.2437,36.8784,265.3091,268.389675,155.4826,179.605825,5,134,9,18
"ZNF91",0.0455388245722694,0.740268281812879,0.260492407092898,0.0795044348010464,0.999851466427794,0.384871466752383,846.50842,420.602560447761,645.162344444444,413.963627777778,278.477629491754,28.7604981345627,186.643207743991,73.3352131061166,550.3747,136.59895,340.1824,112.106075,856.3073,603.030525,965.0044,642.7915,5,134,9,18
"ZNF226",0.527405641941617,0.20010042090458,0.495285245170543,0.857840575560762,0.820986525757581,0.315118088224679,265.7976,203.274141791045,154.222411111111,225.314788888889,54.5969336090041,8.78097932569278,18.6491859110558,25.3029916823857,206.9697,135.0022,117.9441,145.91245,262.8365,248.997225,198.4882,273.981625,5,134,9,18
"ZNF229",0.861545311222778,0.488687439019672,0.587805384267671,0.470345728065143,0.441847629010977,0.99891019730617,124.77314,74.9395962686567,14.2643666666667,22.5195333333333,106.499683208846,12.7577674701061,3.18413469860948,9.04645853968259,11.5346,7.25165,8.1656,4.250875,38.1818,65.839975,16.6458,24.636625,5,134,9,18
"ZNF180",0.886841698826331,0.780357626391717,0.940298227686427,0.815483464666108,0.968566472562969,0.997043290836818,212.6953,186.391247014925,170.7097,177.296805555556,32.1443508936952,7.04280858794837,12.8190296978099,18.9938969678128,163.7524,138.321525,132.766,121.12115,205.3661,214.80715,204.1411,229.544575,5,134,9,18
"ZNF641",0.0132801004976836,0.0860600665337814,0.996542168864033,0.0125072907273032,0.914783325688333,0.937671594627976,290.6794,184.45663358209,190.0455,172.025611111111,87.3991144911663,6.3049672016326,20.39084362818,11.9650252524278,145.9895,139.482,149.2221,145.678125,379.8761,232.78855,212.9652,197.23645,5,134,9,18
"ZNF610",0.909643014777395,0.981365604125813,0.442561992763109,0.917278030541539,0.999742929525291,0.553849997927821,11.40132,18.6497074626866,6.3487,19.1858055555556,3.15755682694706,2.07283060438794,0.956670540061845,7.13835054659295,4.1632,4.19865,4.9706,4.658475,16.8525,21.38455,7.0224,22.184125,5,134,9,18
"ZNF528",0.999202125392222,0.879106509097035,0.730695190252792,0.905923580626167,0.67457092174596,0.997957291232959,138.18294,128.392214179104,69.8626888888889,81.8904888888889,66.4994394005739,15.1997361437536,15.4067217290633,23.4366028327624,31.0933,31.212375,27.7049,18.80875,272.0198,141.355775,90.7961,99.71945,5,134,9,18
"ZNF701",0.876062180249732,0.99926028188163,0.627870172113614,0.950241299981184,0.991959155451664,0.836685146175693,125.46676,97.9819843283582,131.170588888889,103.715377777778,60.4917843856304,6.50762261108401,34.7739784162128,20.6473941710128,61.1836,30.844525,46.7498,43.615175,112.6839,147.74415,236.5121,132.402,5,134,9,18
"ZNF283",0.295988991526899,0.499210063545919,0.999934843389626,0.8250392428685,0.462881997818679,0.829732715737929,101.19434,72.1108888059701,72.8168777777778,85.4181444444445,36.9571800919199,2.74042454049935,7.38150634016786,12.5109549152122,58.7831,50.341675,58.9643,52.49155,77.713,88.25495,89.7312,107.5953,5,134,9,18
"ZNF558",0.796563658640412,0.889998196063526,0.999958166259282,0.997083210790797,0.168226344188425,0.608623091414663,334.69786,415.927959701493,412.656477777778,314.83385,86.069900545653,17.241282424338,27.9129052208173,45.880451509908,216.5056,296.724875,397.7836,194.789475,349.6047,523.8132,426.8081,397.9102,5,134,9,18
"ZNF597",0.716463645633354,0.487699730913851,0.80191495809225,0.729527162356887,0.998356717687561,0.91134455100027,41.44724,60.7339097014925,73.2327444444444,62.4077055555556,9.12269716107029,3.47780001141309,15.1420755648982,9.3166360515035,31.6403,31.94175,49.6141,30.752,52.1212,87.678075,68.9239,93.52655,5,134,9,18
"ZNF30",0.913052926268387,0.82310988346944,0.951248113410768,0.902920061839944,0.99768420483605,0.987148014642503,100.4638,80.6070955223881,68.4531333333333,77.4964888888889,26.2990790615565,6.12776167547366,8.17829305709803,9.22360553781696,54.3142,46.639325,48.851,51.5201,153.0607,96.91055,74.6573,90.053775,5,134,9,18
"ZNF354A",0.89038828501501,0.974808106475341,0.993405477918573,0.995699178799334,0.83671306606634,0.991428263207604,223.30078,282.526478358209,265.919888888889,244.395566666667,29.0171048134096,16.5601082760704,50.0183580416798,28.5561412541035,207.3854,166.30915,185.9488,179.791175,248.7462,339.046175,267.141,291.752275,5,134,9,18
"ZNF764",0.999587889350485,0.874366413143182,0.699391525869669,0.854013747209198,0.487211067242054,0.999976553305815,186.16758,190.799639552239,227.087022222222,225.492116666667,38.7741029971604,8.39781577986661,32.5097188681741,23.2975072095178,112.0863,138.27125,164.2095,145.53335,207.2727,219.21145,234.7623,308.299325,5,134,9,18
"ZNF747",0.735360119687942,0.899707576139633,0.995538168435877,0.76218404846618,0.99951421352301,0.993505874208702,172.25984,211.796245522388,205.003011111111,214.148466666667,32.3241119430774,7.04811053168878,34.4608644473797,23.655132318811,108.3319,157.324575,150.2048,149.758975,226.7212,262.367325,288.3502,267.7511,5,134,9,18
"ZNF778",0.94801152641892,0.986883539461414,0.587122058248258,0.904010405964908,0.980516050263374,0.562360844912688,110.99244,101.155371641791,118.431955555556,97.3179277777778,23.2990084775426,3.40200207699019,14.2827397510958,8.7477183973723,75.2836,68.2939,92.1298,69.740925,125.7576,123.48625,147.4712,110.53715,5,134,9,18
"ZNF212",0.997114249299765,0.915617838064095,0.552931505751167,0.9018158083702,0.302058546353391,0.99998287981055,266.47552,277.25735,223.817066666667,225.557827777778,64.7700456416498,10.3808823670304,33.0254188359133,23.1261645407873,173.8786,199.7346,182.5834,161.49225,323.4789,321.8006,229.614,244.9378,5,134,9,18
"ZNF282",0.971115982474239,0.978975379451105,0.612044118324072,0.999999666597609,0.844433695914582,0.95214150298384,904.38694,978.954964925373,822.643322222222,902.562044444444,144.489613673909,32.3493678293282,110.688401026592,86.7511314334844,687.3854,762.767825,672.4993,671.419825,1196.2874,1189.89095,892.4004,953.5119,5,134,9,18
"ZNF160",0.281952139813274,0.758973055898584,0.866019286872188,0.272113150556101,0.978496284937376,0.805843903488077,714.1461,449.013198507463,535.714755555556,416.476888888889,506.851594957557,24.0369547805887,85.1295886630888,62.0382634238272,68.7879,254.1531,303.7082,225.029425,396.3561,583.11235,617.0895,575.131525,5,134,9,18
"ZNF415",0.00673447607958944,0.00757645148265773,0.795843252914775,0.00828845347548901,0.953164736259563,0.969327658943043,186.91232,47.8684582089552,18.5498666666667,35.6513,173.981680246641,6.50435057006766,2.71279811858941,10.9792609318333,4.2424,11.520675,14.5843,7.1808,34.0323,59.399675,22.8647,38.852975,5,134,9,18
"ZNF439",0.904201053572083,0.999990969377343,0.82869264467448,0.988629553987916,0.934615624599749,0.984452244955006,33.3603,49.9816888059702,34.2346777777778,42.0284388888889,14.1350468425824,4.81832800845369,9.23712000847934,11.6160347189466,14.71,14.742825,13.1234,11.27385,38.1574,61.339875,39.9212,65.79315,5,134,9,18
"ZNF440",0.999901915402061,0.868191220008466,0.544069459954103,0.888485975543532,0.398563323647136,0.998593775068577,445.12226,438.862285074627,536.110855555556,522.4444,38.1937118879875,18.0053949811987,61.4661574973942,62.7634129338531,388.01,301.829475,416.0235,351.463975,517.2727,537.40565,620.2975,595.7315,5,134,9,18
"ZNF562",0.28189526252035,0.88890986572104,0.627117178113666,0.998733460082986,0.0194551430056551,0.856481516894645,871.60838,651.909540298507,763.349555555556,850.844377777778,153.835350019742,21.0359107672379,77.5308904408504,98.5384184006781,753.2094,485.36465,621.8761,602.40575,892.5895,747.39125,949.7872,1052.54215,5,134,9,18
"ZNF561",0.921490999400835,0.963114994861405,0.999934830022703,0.956398078021376,0.999403851817335,0.999994278141985,512.81644,573.92005,569.788711111111,567.612461111111,17.1569825224193,18.3225649757598,51.2445754443131,60.3406452047238,487.9639,468.2483,478.8336,394.45705,535.923,649.78785,572.719,648.6197,5,134,9,18
"ZNF584",0.791847857381671,0.999047744846037,0.472005272177717,0.96157293901222,0.899441499953047,0.857033003937584,162.85408,206.74621119403,154.799,188.596177777778,10.2684549267843,9.49933895035579,25.2142139061923,18.4782093668887,150.285,148.66505,100.3949,134.63135,182.6256,229.14015,216.4645,251.288975,5,134,9,18
"ZNF274",0.0482840140601996,0.00988001162716712,0.339114556180208,0.167385882604931,0.941964602144048,0.295143545200868,613.4386,364.984788059701,244.263022222222,394.694266666667,162.745063177118,16.7793899294005,46.7200397899159,67.0157253606079,388.7879,244.235525,165.5927,268.020475,802.7757,425.72585,349.6665,394.6455,5,134,9,18
"ZIK1",0.789541322208381,0.996764058590445,0.810087893361574,0.918037902046608,0.979620261623378,0.95658644976122,10.203,25.9074432835821,14.5295,22.2615277777778,2.3698951789056,3.41199997799301,3.40029525074253,6.97700475759971,8.2748,7.47775,7.874,8.500975,14.6716,25.7717,18.2063,21.900625,5,134,9,18
"ZNF540",0.982166588776855,0.993337895576093,0.790932400624202,0.9978089202564,0.989757776608921,0.934606609039698,18.94128,23.5504253731343,14.9111333333333,21.4505888888889,7.59552864166807,2.48353428256984,4.21097436662691,4.62609381990692,9.3364,7.005725,6.6275,7.030775,23.5936,30.37445,22.4481,34.0423,5,134,9,18
"ZNF570",0.70430247220544,0.951027100833919,0.943307635883326,0.998426959943424,0.106160383313232,0.788480194331376,22.54922,39.8494171641791,33.0293333333333,19.6256833333333,6.83753129304722,3.24345085483006,11.0147054887243,3.83024102568663,10.0301,12.135125,8.8928,8.815575,37.5758,60.007525,29.4822,26.172575,5,134,9,18
"ZNF57",0.58397443075665,0.997435048731508,0.195451350276378,0.727139016498545,0.99665293467188,0.410366387809537,216.52716,168.068998507463,225.5612,172.516227777778,52.9378452975619,7.17865782505696,36.5541596550774,14.9054390373842,140.9936,116.07465,184.144,126.1552,330.4915,204.80705,268.2998,225.37815,5,134,9,18
"ZNF556",0.54525372653164,0.513715965551939,0.964262101551408,0.606485846780656,0.999871206468443,0.984241459834621,5.56918,22.7737223880597,27.4296888888889,23.2797888888889,4.11646235078131,2.42532216390509,10.8689454367509,7.45248741247274,1.5045,2.1973,2.9824,1.17035,2.0626,30.890575,51.4773,38.866975,5,134,9,18
"ZNF554",0.913272838114824,0.699991961171927,0.811354687590441,0.944197196973899,0.999894591049843,0.859183607134518,111.5149,96.7308865671642,81.6120555555556,97.5553777777778,25.2049369847853,4.0710583219942,13.2025593785417,15.7440606905343,81.7452,64.562975,45.939,64.569075,158.8104,121.67655,99.7375,119.9556,5,134,9,18
"ZNF738",0.910050970570383,0.964601277240673,0.999506451289419,0.958804265991165,0.997219476510235,0.999991834303441,100.17964,158.114335820896,150.792755555556,148.584155555556,20.1237405344434,17.6193945055004,39.593648175767,29.7764075933456,84.7543,54.3872,60.6412,79.782425,106.3636,196.741975,223.8332,160.379525,5,134,9,18
"ZNF596",0.719357799940588,0.859616733017487,0.999471562025115,0.85512640460201,0.990551250090158,0.999748460889367,73.3231,51.7867223880597,53.5479777777778,55.1773111111111,22.5525209377355,3.84992798310974,17.3454559351992,10.1561362012251,46.0606,23.701325,27.3682,22.44395,104.3129,66.047825,47.409,65.5939,5,134,9,18
"ZNF621",0.585763253287667,0.94195926154503,0.0505136031134692,0.931766968884598,0.697322245182593,0.429627825541686,777.34418,612.345475373134,867.693822222222,690.49195,129.407561698397,20.3236423420298,238.94359382249,68.911606946739,644.1854,447.291975,393.9728,489.4244,809.3185,778.929925,964.3769,855.39255,5,134,9,18
"ZNF680",0.975523422926862,0.999912655683745,0.969461783034639,0.920662737276705,0.953727813153689,0.896628247245792,313.53218,279.479741791045,307.295177777778,255.986483333333,66.5829419349686,15.8800773138346,36.1352959748106,41.7356848659421,256.453,159.08615,245.498,158.515325,362.1212,330.845725,426.145,312.7762,5,134,9,18
"ZNF483",0.736687601152038,0.770526630544368,0.996805588564584,0.972419194045602,0.761339367406962,0.864446456468427,15.41524,41.5364432835821,45.5548777777778,27.7419777777778,4.07580891463278,5.13580752691726,21.2797463250451,4.73850401449611,6.7703,12.8513,7.3539,10.2537,18.4848,45.0913,71.104,47.823875,5,134,9,18
"ZNF417",0.493711743705967,0.838791378283505,0.954509552221633,0.848195938506351,0.791800545446405,0.999194858691815,303.37332,219.276657462687,242.631533333333,249.622522222222,85.5797084962341,10.5868239869914,50.2674855191317,38.0933209008654,224.5351,131.727425,114.772,146.55215,253.0303,278.38645,332.6982,307.9555,5,134,9,18
"ZNF791",0.721034556350154,0.835708296054491,0.999992166877435,0.498834637898244,0.792022812439571,0.934461739146736,428.4779,361.431702985075,362.780133333333,328.872327777778,60.6098367578234,12.4525769189278,35.6378388262431,29.3232692869484,369.7646,252.55945,263.8736,273.826125,448.264,448.736475,409.4488,387.8119,5,134,9,18
"ZNF519",0.999999995960359,0.989584441961495,0.95895205642175,0.871289155260708,0.421492264585508,0.954291191059744,68.54836,68.4982619402985,60.0324555555556,49.6034166666667,22.6210044707701,4.51578303739427,6.82386587030139,6.90663147660829,25.0945,35.941,46.2246,31.220475,96.7904,95.16225,63.1265,62.149325,5,134,9,18
"ZNF25",0.980270683752003,0.878009496483023,0.316179353916083,0.998229047894757,0.723059609954789,0.850230664575395,189.07352,208.408888059701,143.372155555556,179.610166666667,35.984969207426,9.90635285635922,16.7995970670357,22.5808672675513,144.4333,125.141225,111.8844,103.4871,251.9766,271.14185,186.394,275.2589,5,134,9,18
"ZNF77",0.960450277470177,0.908939604937152,0.973334093422298,0.998794365426033,0.629441847692871,0.69094694796374,80.92406,90.8260141791045,97.3420111111111,77.58515,13.9260649883447,3.83361872980305,21.0610223865969,7.3790930877046,69.7091,63.6648,62.9921,59.50965,85.5964,106.4527,112.935,84.865,5,134,9,18
"ZNF169",0.738720866722398,0.681923597778267,0.968437937868339,0.997524207352863,0.118782764728119,0.297808824067817,131.3431,104.845979850746,95.8856888888889,136.853988888889,23.0602163668731,4.5764264624279,12.8488779251065,20.8069241684751,101.71,63.955775,66.1521,84.213975,127.8788,138.066575,123.7884,172.8049,5,134,9,18
"ZNF613",0.699925633911991,0.738650788113707,0.99638935525123,0.995605604879816,0.439888441171497,0.686864850100878,103.86206,75.7626910447761,71.5136222222222,97.1963388888889,25.1245164289106,4.65437802447804,12.7060013560388,19.3496248036958,68.2046,39.934925,57.3275,50.706825,107.5971,97.7296,77.767,135.138925,5,134,9,18
"ZNF404",0.9866943203642,0.974897890719098,0.672854743050318,0.998263754336332,0.775674584822478,0.983346709741545,31.7579,36.9598082089552,23.8242666666667,28.8609666666667,10.8373549127543,3.07048767822621,5.64181057642649,6.42493429422419,11.3794,15.092975,12.0943,15.51215,42.9701,43.04015,29.4822,27.349575,5,134,9,18
"ZNF135",0.815195971794846,0.999617456262505,0.750338539192671,0.978143151681159,0.859043908991393,0.984385228956418,12.75526,38.932526119403,16.4743,25.9863055555556,3.82993769434961,6.15390890994395,3.8678648924324,6.8990817470384,4.9958,9.1363,10.6039,8.072225,18.4387,36.828225,17.4261,22.7973,5,134,9,18
"ZNF620",0.870081520408175,0.987560989122995,0.412375696892457,0.970109142747869,0.961736144317381,0.747047589098989,69.60296,54.1334447761194,77.7743666666667,59.56925,15.9546911416862,3.8248952545236,19.1458825050656,9.41109973824974,43.0197,20.054125,34.6684,28.2835,105.3159,79.7269,109.9088,77.571425,5,134,9,18
"ZNF619",0.44890918825623,0.965352655889684,0.0353987907435341,0.940637044526676,0.413238421276065,0.532454617710233,95.17496,70.3412358208955,104.818466666667,84.5803333333333,16.5584017970515,2.82723985872488,20.2487695131087,11.5636993339762,72.1621,45.143875,57.2554,46.036075,109.2441,85.9342,118.2755,103.104775,5,134,9,18
"ZNF354C",0.834066749944749,0.993161138787664,0.90510463550292,0.973172468176153,0.0819840979987254,0.804490095197539,25.99028,42.1964529850746,32.3286111111111,16.8006833333333,10.8356918161878,3.79100645304904,17.7125602198807,5.06622719254545,8.0241,11.57915,7.2908,3.8963,34.6964,55.141675,24.6263,17.543575,5,134,9,18
"ZNF114",0.989550945983886,0.999756837822771,0.993163585975487,0.99999999190397,0.940949076757018,0.99932600270004,47.26974,60.7028626865672,51.9135666666667,47.1344722222222,40.5404309100508,8.2274911182732,20.1211355713063,24.8943254030117,1.5045,4.429575,7.6307,2.11645,23.0303,84.826175,100.0244,30.644325,5,134,9,18
"ZNF454",0.770443789329015,0.999550421962024,0.470977661724484,0.957461170221464,0.885747368088752,0.865962766735577,4.726,9.17200074626866,4.11693333333333,7.32011666666667,1.02587431832559,0.944414191848758,1.09763253527763,1.43465868659058,2.4979,2.15215,2.1011,3.01335,6.1877,12.00875,4.1337,8.732725,5,134,9,18
"ZNF543",0.699499506097726,0.426737610062642,0.731615547084646,0.428855742888836,0.696110382869347,0.997190423507333,233.5443,196.344434328358,169.612233333333,175.736727777778,29.0541249818507,6.61084614655564,22.8503664688459,16.7065208515259,196.2254,143.627375,123.5258,125.140175,302.7509,250.97555,225.1385,213.4988,5,134,9,18
"ZNF354B",0.990310875121248,0.999999739907699,0.975796871698439,0.999999468022916,0.940121151631349,0.999999997740001,119.21388,131.857152985075,118.755655555556,118.686705555556,17.4357324802659,8.30868493405774,24.2942031190291,16.2778844174845,95.5655,78.894975,89.2401,78.240225,124.2424,161.26865,123.1314,137.714875,5,134,9,18
"ZNF223",0.00698068362870952,0.00300278886509453,0.51009758471708,0.113939933214287,0.494823995142964,0.179164880819079,113.74326,59.3090567164179,41.9036,72.2219333333333,22.6030813565894,3.10591330028301,6.97527017156962,9.88477756775472,79.7485,36.068375,26.6553,49.90655,138.2812,76.872225,44.7061,97.0536,5,134,9,18
"ZNF713",0.991380769633589,0.893423392830504,0.870795167906929,0.978683604075442,0.992947130166797,0.9641384394634,84.94798,75.8832507462687,57.9132666666667,71.2167611111111,10.1605564307965,6.22480683855589,9.31581683142529,13.7973721095109,86.7477,35.89605,37.98,33.838425,95.8714,88.331725,85.3713,83.641575,5,134,9,18
"ZNF552",0.0359113797858813,0.212002272286403,0.970810268257376,0.362781016582822,0.35441584833914,0.918922814991148,313.37142,174.601752238806,191.6912,220.933188888889,92.5823575384176,8.94858503858017,32.5893492575156,34.0564522475636,163.0303,101.227125,119.6353,136.63315,371.9491,225.2369,251.1186,243.058325,5,134,9,18
"ZNF154",0.998556976244642,0.941292035904933,0.892914921859282,0.985062996508187,0.751599328194403,0.620234450871152,66.38114,62.7058940298507,50.3129444444444,75.3818833333333,16.7976920753001,4.46313880624219,10.1739367518472,12.5038693740596,39.9667,26.338925,26.9909,32.93115,78.0337,82.84005,69.408,116.891375,5,134,9,18
"ZNF571",0.999999770939192,0.999549833310999,0.997708451743419,0.988874704362815,0.913599731245221,0.994751628289375,61.44146,61.6277029850746,58.5804888888889,53.8027222222222,18.3115228232553,4.23160377392471,16.6531749548234,8.26165568320383,43.0197,25.876475,25.5157,25.818475,83.4696,74.51,94.6729,70.475025,5,134,9,18
"ZNF443",0.959669611683115,0.999999849085508,0.917101044967081,0.999999996769068,0.801777316742998,0.999999245303207,61.62984,53.549526119403,61.4809222222222,61.6673166666667,13.4978764170369,2.97993389726128,11.9361538886623,10.5896887806641,47.2727,29.1085,31.4709,30.9508,79.4885,72.08725,71.1427,77.8803,5,134,9,18
"ZNF792",0.0744995189344599,0.317301496832762,0.971873900100024,0.344338177851777,0.713372258987478,0.992016460334737,271.75112,149.493997761194,166.100988888889,178.8609,93.7639968136726,9.49953794774622,32.8365090716934,18.586853328542,99.0909,63.863875,67.4432,118.619225,333.2838,208.827675,212.0785,230.035025,5,134,9,18
"ZFP82",0.999047597822518,0.933086741489949,0.659730805391397,0.975292651958077,0.693938957048954,0.990885639843968,43.50912,48.3461589552239,18.0160666666667,27.3012611111111,26.972703280843,7.17650913560374,6.25313606674016,7.38540909515644,10.5316,9.96485,5.8646,9.9402,32.3135,55.56715,24.8024,30.698225,5,134,9,18
"ZNF707",0.457997622662406,0.678377464613447,0.999177367480244,0.427455911596038,0.978989608409419,0.984693269194307,156.10972,212.001334328358,208.209822222222,220.285488888889,14.7887934901871,6.89469896838673,27.7353763543951,26.9270795144985,132.0041,156.943025,150.8226,139.933875,176.5296,255.390025,288.957,270.98215,5,134,9,18
"ZNF746",0.882958388047818,0.999142480294376,0.87429234696427,0.990254969419964,0.888237541617922,0.997436952918696,535.23214,640.532636567164,558.704588888889,583.513061111111,62.7567851495406,29.1450481393799,67.2383120012266,40.1718998934393,431.7954,439.744925,402.4316,454.386,676.1774,722.610225,666.5791,739.06885,5,134,9,18
"ZNF678",0.0708526303423167,0.806185690836824,0.279235416490484,0.0362200816119558,0.739406967747693,0.144896450447508,132.16562,79.3275395522388,108.526333333333,67.2639333333333,33.4048382638264,3.87688444365637,25.1395093465445,9.14979043671229,68.554,47.846475,37.4684,42.464925,205.0062,100.541825,154.6946,89.685725,5,134,9,18
"HKR1",0.964831516008814,0.999985512509513,0.940670546430909,0.881771012605661,0.923424076026536,0.822058662437938,528.72092,469.988670895522,523.517688888889,427.148894444444,117.027632057751,23.954048073049,126.965313402576,34.247296812131,279.4893,296.592725,278.9416,356.3586,783.4307,551.483025,524.6776,493.9268,5,134,9,18
"ZNF101",0.626465539936328,0.767649066993195,0.999996420811813,0.698282267569699,0.999999875135941,0.999995922863479,195.71012,148.719573880597,149.354633333333,148.568305555556,56.3115152722016,7.58370677751403,11.7222364276191,17.6287932396215,138.5874,98.198075,136.5256,97.6863,146.7858,165.157575,169.1455,183.854525,5,134,9,18
"ZNF716",0.935267061306726,0.086428971024727,0.0134839984831954,0.99789305994019,0.895116191565767,0.0154937194238719,0.47584,9.25571194029851,43.7885,3.46704444444444,0.47584,2.4999424917282,29.0717797506973,2.00259990199378,0,0,0,0,0,0.599375,51.0314,0.744525,5,134,9,18
"ZNF708",0.620889817857434,0.840297560980828,0.993982877029649,0.947223401843367,0.692941568800582,0.968342613224816,202.34196,141.55158358209,151.3307,171.85805,49.2170015785765,9.61780767589946,31.7233078482788,25.4882828701024,110.4635,58.51925,79.8424,90.382925,258.9343,184.10295,202.7568,237.724675,5,134,9,18
"ZNF721",0.469239478672106,0.859293813198098,0.918263615809279,0.990468687745848,0.182316889297624,0.894930724076085,710.3485,504.529980597015,573.325811111111,662.940066666667,147.424770709522,25.1238125599279,79.1741169717072,107.902522684723,666.1091,323.721625,383.8908,392.92545,745.8749,596.09855,697.8449,742.9374,5,134,9,18
"ZNF662",0.612402405951378,0.99978798202314,0.449787157597271,0.856828142629337,0.925179329576415,0.82066559518428,19.2938,59.2431634328358,22.6438222222222,48.0712888888889,1.90510937743742,6.48349513125503,5.11598231057932,16.2100226537944,20.6256,14.3543,13.7066,10.501075,20.8178,73.5468,28.0898,54.9788,5,134,9,18
