"gene","p-adj-Low grade dysplasia-High grade dysplasia","p-adj-Negative/no dysplasia-High grade dysplasia","p-adj-Negative/no dysplasia-Low grade dysplasia","mean-High grade dysplasia","mean-Low grade dysplasia","mean-Negative/no dysplasia","SEM-High grade dysplasia","SEM-Low grade dysplasia","SEM-Negative/no dysplasia","Q1-High grade dysplasia","Q1-Low grade dysplasia","Q1-Negative/no dysplasia","Q3-High grade dysplasia","Q3-Low grade dysplasia","Q3-Negative/no dysplasia","count-High grade dysplasia","count-Low grade dysplasia","count-Negative/no dysplasia"
"ZNF561",0.922214298616496,0.781209565647725,0.717514741366139,524.42537037037,488.1638,559.791657894737,21.5985944895676,13.9135502429346,43.4195390834457,472.18295,482.1837,327.19945,592.50565,512.787275,702.055625,27,6,38
"ZNF584",0.308412478239471,0.41044087400073,0.0698797544670333,183.815903703704,122.427666666667,213.524589473684,11.8570004672952,12.1881070196501,18.3559900270452,137.10195,95.005625,155.296025,206.0672,146.287675,227.1989,27,6,38
"ZNF274",0.42351863868607,0.859678825074466,0.255472282877266,362.635974074074,219.1274,395.989568421053,51.4576669621231,39.2226794672249,41.6316032648515,226.90825,161.100575,242.1579,423.4539,274.841225,430.42255,27,6,38
"ZIK1",0.980107035640545,0.20924541361712,0.471861538173311,14.8088222222222,12.0050333333333,28.8033763157895,2.72658118885376,2.74726659010572,6.87893898514778,6.5166,6.67145,7.923975,20.0447,17.1138,30.30505,27,6,38
"ZNF540",0.140511182082832,0.829472577974777,0.0614178889218556,18.842762962963,35.0584833333333,16.0968684210526,2.91688488498517,18.2826269033094,2.35255790044617,8.13705,10.70765,7.111525,23.5822,31.9689,20.554025,27,6,38
"ZNF570",0.594855702692494,0.200836375556985,0.121336562447118,20.8120185185185,11.0202333333333,30.5082789473684,3.76611198102112,2.29584487856746,4.09085824502441,6.902,9.73265,9.929525,29.7504,14.1047,44.396675,27,6,38
"ZNF57",0.11468120031432,0.149161797063122,0.58313837636574,206.544481481481,123.509433333333,163.24325,21.5783248150444,19.3290730882897,12.6481461290489,144.0926,93.523075,105.952525,234.85595,162.76185,206.893675,27,6,38
"ZNF556",0.570325864999491,0.418286469995561,0.946470334895282,11.9260296296296,25.0180666666667,21.0482421052632,4.45408224142264,14.3258150702538,5.02541964218853,0.6513,6.141725,2.741,15.1109,21.44235,27.462525,27,6,38
"ZNF554",0.646301984084375,0.0521071751251777,0.896779370069644,107.76207037037,88.23645,78.7706052631579,8.95609252120903,26.1159146286544,7.66854732793517,77.1299,44.03045,46.748925,129.61065,138.109225,102.52785,27,6,38
"ZNF738",0.519034026643879,0.99992352483038,0.504794552299745,137.325351851852,192.3577,137.654765789474,17.7479435112558,60.6027967941194,19.014660476193,82.94985,93.0101,61.88845,173.4511,250.062925,167.1519,27,6,38
"ZNF596",0.613142246010769,0.0851569730512844,0.961563964848145,67.4964333333333,45.9612666666667,40.0527815789474,14.1851994893789,18.5801985576342,3.89175141378869,25.4869,15.336475,21.2487,80.35825,59.11395,54.677225,27,6,38
"ZNF621",0.952877525518928,0.0444931089137874,0.51940569560178,735.2182,702.505166666667,584.543871052632,45.5915011998853,140.19858101566,37.9771237139865,586.6688,516.296825,427.1016,830.5638,900.374075,655.798325,27,6,38
"ZNF680",0.664473104653634,0.332450774255518,0.210312587706015,316.240485185185,387.620516666667,250.481507894737,31.9399080056488,165.461369477495,22.9291288916731,189.2446,173.38455,146.330375,432.5516,392.715225,323.951825,27,6,38
"ZNF483",0.891116749629601,0.648551178770611,0.591856426116487,22.3870037037037,16.9431166666667,28.2883421052632,3.31011514832066,5.98500338654411,5.22914948557042,7.7582,10.970825,7.188675,30.73185,18.631375,41.769675,27,6,38
"ZNF417",0.877912173356476,0.0936862164208988,0.756266974943804,312.43492962963,273.55085,218.037573684211,43.1540724786953,46.3110817833108,23.2534893080133,199.0145,215.553525,128.015625,335.869,336.65935,249.67735,27,6,38
"ZNF791",0.840316905412598,0.592191779543111,0.999844262620882,338.387055555556,308.54125,309.409026315789,19.7112730492486,62.4690107609779,19.7683150885302,269.6882,230.464575,234.865,395.781,403.810675,363.763375,27,6,38
"ZNF519",0.965206800627638,0.975406168326661,0.92270695610276,67.108262962963,73.7640333333333,63.9960473684211,10.2112209433806,15.7710804247451,10.3087527508571,37.84405,54.453575,27.601325,67.6109,87.51265,74.023875,27,6,38
"ZNF25",0.339900203367738,0.965905631031825,0.39564751813719,156.522496296296,217.033216666667,162.514531578947,14.5578571630742,88.3164412123489,12.7716091280561,102.30715,87.64435,106.07865,181.09405,232.7052,209.035025,27,6,38
"ZNF77",0.956281379023069,0.155010058502404,0.716989342806897,96.5909333333333,91.70055,78.6802631578947,7.09837923726536,23.9202870739428,5.71010111295808,73.17835,62.557125,57.411725,110.529,118.00145,101.12075,27,6,38
"ZNF169",0.161272496122759,0.00519069491348811,0.998922619651271,139.463488888889,97.6008166666667,98.5746342105263,9.347656763316,13.8265599854632,8.59331588040806,109.7697,74.171125,63.955775,151.17815,121.9125,121.556875,27,6,38
"ZNF613",0.943910108035095,0.70025908157999,0.707509798076159,85.3694407407407,93.2888166666667,74.3664,11.3473659338413,16.815012662527,8.47015397011409,41.82285,78.921675,41.7624,113.87455,109.345025,80.961,27,6,38
"ZNF404",0.730317842220523,0.368173721839192,0.271498269442619,37.7502037037037,47.5858166666667,27.9075526315789,7.12614434315647,15.8141323451192,3.06051014142137,16.368,22.9912,15.873575,43.81235,61.040325,37.379425,27,6,38
"ZNF135",0.995677177750598,0.241053341414833,0.564591469646169,16.7772111111111,15.7706833333333,27.0839684210526,2.70612508760277,3.71020111165749,5.16319458239677,6.7369,12.10495,7.6093,23.16115,17.68105,35.770075,27,6,38
"ZNF620",0.87401633893068,0.00751261138073767,0.0636187091405052,94.2827851851852,105.499433333333,54.9145736842105,9.27453667714248,20.9230323814478,8.34911537966048,65.26925,79.1841,17.169225,108.27135,129.5345,70.140275,27,6,38
"ZNF619",0.531242581682469,0.0105600191097689,0.815745799134931,104.698274074074,83.7067333333333,72.1595526315789,8.66316661341964,18.3481280018184,6.74291507847742,71.41725,47.60285,41.27815,139.83015,123.956075,80.5256,27,6,38
"ZNF354C",0.64122097463486,0.998244539005632,0.646010540363981,26.3528777777778,14.04515,25.9230631578947,7.15558387318347,5.49209101100543,4.24791088933189,6.55765,4.18275,6.87165,21.93375,16.027725,33.87925,27,6,38
"ZNF114",0.998358318333781,0.725450758342034,0.87414226600022,37.9512962962963,35.0780833333333,60.4132026315789,17.5915246870499,22.8196707175982,22.1822970665586,1.21895,3.748525,3.555025,19.3508,33.750975,51.805175,27,6,38
"ZNF454",0.953094746419084,0.992953836634484,0.969137987118512,7.01255185185185,8.25958333333333,7.27925789473684,1.84543798990848,3.32631234626943,1.51555997083151,1.61905,4.262175,2.0647,7.23795,9.699425,7.914775,27,6,38
"ZNF543",0.192443706006956,0.998377489852701,0.16610222705353,187.053603703704,136.096183333333,187.932171052632,12.4246115295426,11.5422998890867,10.9610223507149,143.11575,122.705375,147.636,225.5771,133.3612,238.9354,27,6,38
"ZNF354B",0.839302352792101,0.948762714002904,0.730364135207006,102.296451851852,88.00265,106.659263157895,9.57511450069729,17.9074377171005,9.97735562026935,58.2365,57.9316,70.41775,126.85115,112.2471,114.816525,27,6,38
"ZNF223",0.774144637595904,0.00586155272298627,0.498292003853628,84.5573333333333,72.22145,52.3343842105263,9.93288139330413,19.2999083498472,4.49803103129893,54.05745,35.0437,36.068375,107.5256,89.58345,66.571675,27,6,38
"ZNF713",0.323800302900874,0.951711176313361,0.392913945931445,72.4099592592593,120.130733333333,77.9299921052632,7.93421056776628,60.1018310275023,12.262784698793,43.3759,34.96195,25.3815,97.0529,146.860925,88.17605,27,6,38
"ZNF552",0.734055032059256,0.131938418268331,0.935729508179818,237.022255555556,197.350716666667,179.492589473684,23.3383578348786,32.5784952795697,19.1810759894897,163.01915,141.857025,110.569725,278.16325,223.427775,201.208275,27,6,38
"ZNF154",0.344809937940831,0.0542809293876468,0.995637424608073,72.9358037037037,49.1275333333333,50.5979315789474,7.72091046515959,7.90433667137505,6.10121458170946,35.2025,32.79995,26.119625,109.7673,58.001125,62.005275,27,6,38
"ZNF571",0.534126937485799,0.706225226483099,0.270508663458452,62.6299703703704,84.1347,53.7216921052632,8.72214316773279,31.7303964531173,5.99517986627434,30.5727,39.12865,30.4492,77.2859,134.50585,68.958775,27,6,38
"ZNF443",0.727583205736061,0.358488846466478,0.26481498988362,67.2887185185185,80.10815,54.3642789473684,7.02121784995287,14.0336986629981,6.19883191953264,46.40565,70.5085,30.673825,75.99175,97.281125,62.65975,27,6,38
"ZNF792",0.318139009410995,0.000156404975872437,0.595398984077833,232.547892592593,168.53085,126.846944736842,22.4241014365439,45.3484175500884,12.7912981099287,155.5253,107.02595,70.16775,295.43015,184.425075,203.028175,27,6,38
"ZFP82",0.303932188264736,0.665758090234768,0.558954068414691,27.8426296296296,58.5254333333333,37.7712026315789,7.198533328083,37.8609382842939,6.68998386727519,6.60645,12.3005,8.2709,32.24745,38.05985,53.725325,27,6,38
"ZNF707",0.549807389494121,0.914893262886164,0.676003896223844,197.115951851852,159.812516666667,189.13185,14.2504912327309,30.746206065187,13.4004849977864,140.2732,105.80975,133.342825,236.71395,189.2962,218.10575,27,6,38
"ZNF746",0.88741149123383,0.410792324089017,0.449888437650653,582.948474074074,527.25475,668.321547368421,33.8585978829201,67.2424305453471,52.1800646722408,455.15275,406.991425,470.310975,715.4719,631.362275,758.19615,27,6,38
"ZNF678",0.678021281615332,0.0321606756004541,0.814766437328989,97.2778,79.98085,67.7777342105263,10.9369539622456,18.5788530592311,5.74200364536167,52.91875,47.338225,37.0984,138.04415,118.272075,93.55135,27,6,38
"HKR1",0.902384961369372,0.551415169873553,0.552853045887419,501.011085185185,561.018166666667,420.080044736842,73.61691781415,169.997897145113,35.4632668600921,287.1586,356.4672,283.6878,511.48235,566.90395,532.71145,27,6,38
"ZNF101",0.905840504129846,0.39792857055992,0.947936929284808,166.489196296296,152.141766666667,141.877847368421,17.5808893530917,13.3875714193094,10.6687496376877,123.7988,131.94725,86.207375,175.53105,166.48785,202.52605,27,6,38
"ZNF716",0.117878312382644,0.738267554294309,0.0398928247433245,5.34504814814815,19.8009166666667,2.35887631578947,3.05172890799196,14.602341949254,1.76042068739852,0,0,0,0.5243,21.687575,0,27,6,38
"ZNF708",0.984868433303206,0.127959048494726,0.400913031230824,189.603185185185,197.74345,135.884610526316,14.9078484254398,59.0844310560673,19.5772497035641,126.8063,107.901575,68.117025,248.6254,208.888975,157.058525,27,6,38
"ZNF721",0.994790981936424,0.220174209095457,0.540374031635716,564.523777777778,576.715666666667,447.158436842105,41.1382718428873,110.254752547385,51.1938936051138,418.0078,439.4871,296.42365,674.93015,623.27145,488.699525,27,6,38
"ZNF662",0.761779173508885,0.989708341841383,0.795750802481185,50.3316111111111,77.123,53.2377868421053,16.5361048955263,53.720907484436,12.06035993338,7.6708,18.2136,16.2933,35.74545,45.096925,63.96765,27,6,38
"ZNF320",0.912736051418835,0.045319494887463,0.172400181166968,475.992214814815,525.060916666667,312.247707894737,63.3070733127749,79.1594223961217,36.2089051082043,220.20705,381.883,135.986875,679.3406,613.86095,427.935775,27,6,38
"ZNF530",0.91097944257032,0.295089095844673,0.899250404499244,76.8082,68.83785,60.5574868421053,10.9618967726245,18.3900758662881,4.67139280747898,44.8603,37.34345,40.83555,94.1194,85.978075,77.1707,27,6,38
"ZFP1",0.038901249193951,0.994883939801363,0.0376552207959461,212.484711111111,323.503666666667,214.873405263158,16.6056307776429,86.8793691833632,13.0166995613945,136.3098,214.97835,142.451275,261.43865,373.476725,269.743275,27,6,38
"KRBA2",0.680820357544507,0.877868662649269,0.493133960130994,61.1018592592593,75.0753666666667,56.5766263157895,7.15105375050219,24.3164226906518,5.27809199902582,38.71105,39.60415,33.12835,76.24695,86.2133,77.1227,27,6,38
"ZNF93",0.37188466504133,0.98065278597283,0.298870722074587,68.6426851851852,110.12685,65.4205078947368,15.0099123893893,31.6722841266593,9.47095078804019,12.14625,53.96615,25.732325,90.77215,161.3662,94.7654,27,6,38
"ZFP90",0.959932701881564,0.904261477939497,0.999329104044339,425.511666666667,454.22505,450.64605,31.8022266541685,84.9534013324628,44.4767259961029,302.4061,337.0043,290.4457,524.29705,593.559275,595.3777,27,6,38
"ZNF479",0.890588423029761,0.404774659220909,0.450513102830147,3.05951851851852,4.87368333333333,0.212218421052632,2.52851737861561,4.79664031355397,0.163968937308028,0,0,0,0.17415,0.290475,0,27,6,38
"ZNF445",0.994242474074614,0.0873156127340164,0.500829656259897,695.709907407407,683.613816666667,553.949547368421,51.3770408271248,121.628805704848,41.0243606059836,508.2269,510.35685,385.461275,842.8406,832.1261,644.00295,27,6,38
"ZNF74",0.0866114017702235,0.628746311715776,0.218077631326468,313.470762962963,502.779216666667,358.620397368421,30.8272666307789,197.879899736214,22.8717348751083,202.86605,303.981975,279.251125,373.0621,380.055225,403.551325,27,6,38
"ZNF829",0.795282498272454,0.739398309825259,0.969155948371769,8.76311111111111,13.346,11.6993368421053,2.97687812779744,9.86367508173297,2.3346898855794,1.60545,2.295175,3.254725,9.6993,5.889025,12.738175,27,6,38
"ZNF267",0.794790338891636,0.165802120920499,0.920791247169244,534.299925925926,473.259266666667,437.69535,43.9202229669405,76.8500703567566,32.0205687627812,392.6896,316.6965,296.419425,610.88695,585.889575,583.105525,27,6,38
"ZNF566",0.17420518035775,0.223847222342171,0.0172559053387992,185.665162962963,261.231866666667,146.753115789474,17.5421586523168,60.741157016961,13.4820436644384,132.53985,185.203825,91.25165,229.8117,315.01215,179.140475,27,6,38
"ZNF224",0.698680648975387,0.0819164006517492,0.908435631626882,214.644033333333,181.697183333333,165.141889473684,16.213990583514,45.8358404040944,14.7496934877909,163.59265,112.78645,104.879,273.3445,259.350725,240.2804,27,6,38
"ZNF529",0.447983701928776,0.349082447946188,0.108512297134456,364.016385185185,473.272366666667,294.101023684211,44.1104218080742,144.177490175109,22.4059542864396,190.42215,254.087975,194.303175,455.9286,663.893075,367.076125,27,6,38
"ZNF284",0.300509932301226,0.00811878113271791,0.970100086620111,56.498762962963,37.8839666666667,35.0360921052632,7.31914755107978,8.75566627134172,2.91759995916376,33.6095,22.485125,21.65475,71.932,56.916825,45.26985,27,6,38
"ZNF749",0.26255341920306,0.427288267671532,0.640366293459202,135.046133333333,101.886833333333,120.366731578947,9.80799613325635,11.3408201115459,7.36326802754965,100.0143,84.08245,88.8004,164.05805,124.605125,140.589875,27,6,38
"ZNF17",0.68449928110703,0.919288885978146,0.80368118840876,143.979533333333,128.229366666667,139.852307894737,7.95416599399871,17.4820380184094,6.85195525388194,120.44855,113.8139,115.872925,166.4919,131.846575,157.5589,27,6,38
"ZNF555",0.857171556406837,0.751485748686412,0.990666493945104,71.8431407407407,63.7402166666667,65.6830236842105,6.10205574275819,7.9572894166886,5.97191314383683,52.6694,51.377,46.2473,83.9325,75.117875,74.664875,27,6,38
"ZNF75D",0.465329035771293,0.0736335183563904,0.998163458658843,372.176766666667,294.486866666667,290.806331578947,29.909300831643,42.1812620764929,23.0990672133425,266.87635,225.849975,179.926975,437.59355,321.73025,387.363325,27,6,38
"ZNF197",0.487785801391185,0.0183197699120839,0.90725526357848,364.095155555556,310.849233333333,291.875902631579,20.7941907911934,48.2662649339313,15.6367882141453,298.32645,209.479625,234.86975,418.59455,407.58505,340.71835,27,6,38
"ZNF732",0.77716235181866,0.973410231208357,0.69008474350801,8.79974444444444,3.82821666666667,9.70432631578947,2.35501089780587,1.68885415995909,3.15325739144612,2.19885,0.666925,0.902925,8.478,5.3245,8.593675,27,6,38
"ZNF546",0.506305099665267,0.358348525130752,0.135919898883384,65.2778925925926,85.3588,51.4826184210526,5.76626124638282,38.5558989182719,5.31583879402146,51.77055,31.085075,27.399725,86.07855,103.100025,70.34355,27,6,38
"ZNF286A",0.790253021385869,0.908136742861735,0.901948036229605,291.2549,346.99065,311.115807894737,26.325102051904,55.3194023632984,36.1736256674651,181.11645,245.4999,180.784025,372.8512,383.302525,362.15115,27,6,38
"ZKSCAN4",0.955391414079272,0.867408494438297,0.999989837389527,89.0343777777778,83.35285,83.4353394736842,6.46743763934473,23.6431935688723,7.726713415792,60.175,41.018925,61.758725,116.8043,105.402475,86.982775,27,6,38
"ZNF643",0.618882385138105,0.0675865713837714,0.0683518616098263,65.4141148148148,78.419,47.8753710526316,4.4058806603654,28.2171276453977,4.36421031294197,52.1013,37.03755,27.1881,76.8182,82.71005,62.58945,27,6,38
"ZNF642",0.952399269450176,0.240521713949901,0.805480293884499,93.2418296296296,88.7961833333333,79.6690078947368,7.08833675296554,23.4253049355808,4.02511922015705,70.3132,58.91775,64.249825,115.10385,88.74045,98.428325,27,6,38
"ZNF490",0.997660677613529,0.276079197541931,0.692630586688881,237.127177777778,234.7509,205.689363157895,13.7459648587043,33.4360973786116,14.049425472058,187.813,161.869525,136.828275,263.56065,293.65315,260.900525,27,6,38
"ZNF626",0.864997743090319,0.999809210544374,0.863330408888225,65.7431148148148,40.6674333333333,65.2365657894737,26.4161978108193,13.7837884778621,14.6127154569006,13.08825,16.360275,14.44005,49.06675,55.77245,90.03925,27,6,38
"ZNF793",0.866309181228471,0.218732612470937,0.302209474468034,31.8669851851852,18.03025,57.3005973684211,12.0466499040517,5.71878066046426,10.0501017786984,5.83585,9.61225,12.362975,31.39875,24.1423,79.364975,27,6,38
"ZNF383",0.957523304765516,0.411875129284278,0.897043749055878,103.898159259259,98.5695666666667,90.3588473684211,8.23636363523556,23.571690470091,6.31135688024802,81.44075,59.913725,61.269425,116.26035,125.202225,113.125275,27,6,38
"ZNF669",0.717265177452945,0.663773962529323,0.40233425228342,137.160851851852,158.351183333333,124.0281,12.4676576190738,31.1794357115649,8.79947501442085,102.39835,105.68715,85.0108,154.1253,198.205,152.33425,27,6,38
"ZNF559",0.0506272186989503,0.0123246672061504,0.721277038857624,83.6482814814815,188.91425,155.823134210526,14.5477644306834,49.9926446424722,17.3570419719373,22.98625,106.772675,69.35575,108.5502,289.855825,200.89405,27,6,38
"ZNF177",0.0486393909476385,0.96100198649706,0.0597897428549684,20.7035888888889,50.6612166666667,22.5681263157895,5.77767072747887,20.9020264627526,3.28140824413257,3.72485,11.6179,8.513425,26.0587,92.89035,34.5825,27,6,38
"ZNF548",0.927893725912351,0.998568528552468,0.912453327034829,239.081566666667,221.4631,240.440005263158,19.8374832217214,32.4569907267038,17.9782853863195,204.238,169.03755,168.283675,270.03735,277.6392,294.417475,27,6,38
"ZNF563",0.0734622659134069,0.996715470433532,0.0707415825473861,29.9233259259259,46.88755,30.2511815789474,2.37159625276179,15.3733165749999,2.42889093800395,21.1017,18.53085,20.7071,38.9045,67.6206,36.847325,27,6,38
"ZNF567",0.402489643310437,0.621735369731926,0.156596390497579,176.215562962963,223.781533333333,157.123784210526,15.4604253923594,68.2409974935775,10.0629245085039,124.39865,99.809175,109.632125,217.72715,327.831575,204.8792,27,6,38
"ZNF573",0.991252719392735,0.0202303909022699,0.321580736101866,68.7722888888889,66.5017833333333,41.1254184210526,8.81388156990761,24.0052807642321,5.07068739176786,40.15115,30.6669,15.7945,83.8821,77.921375,51.066425,27,6,38
"ZNF527",0.768282672911159,0.0785282193571004,0.126920250825875,98.4975111111111,112.776116666667,73.2340526315789,9.23186241455753,28.5522082592388,6.38745551740807,71.20075,70.22395,44.159475,118.8476,105.666475,96.407375,27,6,38
"ZNF33A",0.735595148013105,0.144054566675748,0.157521776916712,1336.2955037037,1516.73258333333,1079.70205526316,80.4708732436251,385.201163526732,86.0242105796468,926.46885,879.36715,687.304125,1634.7499,2065.6791,1496.211625,27,6,38
"ZKSCAN3",0.996045810662606,0.738233236259985,0.93860338216755,76.0966592592593,74.0176166666667,65.9206947368421,8.45538712846943,18.6933368567772,9.98212711669768,49.05185,41.951875,34.60315,95.68175,96.327375,76.6905,27,6,38
"ZNF676",0.590603633664344,0.848600477207053,0.766682514650918,4.88606666666667,0.729666666666667,3.59622631578947,2.3019692611518,0.616735374190404,1.26429618393268,0.11485,0,0.217275,2.10075,0.4533,2.442275,27,6,38
"ZNF699",0.966492695400584,0.342875151514546,0.84642433387528,40.8848259259259,45.34785,54.9679263157895,5.24671133637842,13.632935249235,7.66444155223272,22.52235,22.4728,27.11905,48.45455,48.6875,76.699675,27,6,38
"ZNF250",0.941308633708828,0.696736245029451,0.700672408978741,192.925725925926,164.291083333333,232.066855263158,21.0388316438158,14.6672353957024,39.3308036359666,127.06625,139.727625,147.369025,208.10685,173.991525,228.1473,27,6,38
"ZNF79",0.198628746189606,0.412935974083407,0.0372890394073372,104.711522222222,80.86215,114.484102631579,6.18184446400821,9.01342409722853,4.88804424483373,80.7268,62.165375,95.417675,124.1277,98.502225,124.4166,27,6,38
"ZNF681",0.52343382961898,0.729068508604973,0.272144110079579,88.3046555555556,145.075733333333,66.252947368421,26.6108298757965,58.9153660566164,14.7066971169836,10.60895,21.0698,14.591125,91.8586,267.060875,92.206325,27,6,38
"ZNF766",0.990140388421548,0.331971698082702,0.775387168013082,369.914266666667,363.080816666667,329.302657894737,17.2734210714099,52.0901253627814,20.2460913518832,321.02625,263.0939,234.878125,406.9938,461.73925,404.792525,27,6,38
"ZNF471",0.956052178672669,0.274914926621746,0.46857603366886,19.0612592592593,13.7582,35.0976684210526,3.71710739824569,2.81677495740548,8.64707240747088,5.727,11.289225,7.41245,23.06605,17.9762,31.98385,27,6,38
"ZNF836",0.829888558882579,0.816810687763421,0.965946261670213,117.022681481481,104.556366666667,109.779357894737,6.82413290628774,14.0946533574181,9.01274243157057,85.8769,87.6032,67.0097,136.53165,108.708525,142.675975,27,6,38
"ZNF493",0.82815772268654,0.522662338996452,0.441403523644404,186.71022962963,232.20345,139.445902631579,22.9532950779145,76.5727287145049,32.3049170072723,126.4137,88.654375,47.012025,187.14175,358.30835,167.14375,27,6,38
