"gene","p-adj-stage I-N","p-adj-stage II-N","p-adj-stage II-stage I","p-adj-stage III-N","p-adj-stage III-stage I","p-adj-stage III-stage II","p-adj-stage IV-N","p-adj-stage IV-stage I","p-adj-stage IV-stage II","p-adj-stage IV-stage III","mean-N","mean-stage I","mean-stage II","mean-stage III","mean-stage IV","SEM-N","SEM-stage I","SEM-stage II","SEM-stage III","SEM-stage IV","Q1-N","Q1-stage I","Q1-stage II","Q1-stage III","Q1-stage IV","Q3-N","Q3-stage I","Q3-stage II","Q3-stage III","Q3-stage IV","count-N","count-stage I","count-stage II","count-stage III","count-stage IV"
"ZNF773",0.349201054767581,0.0200625768135854,0.938394554916052,0.0363291161881327,0.966829873343894,0.999907351636835,0.170889193420552,0.942979065466984,0.998060972279527,0.995980454870251,104.416205555556,76.0926315789474,66.8955717948718,68.0613163636364,61.8664222222222,18.1489888256894,8.08263859636671,4.36662214721324,6.4593847465048,14.8763104091966,42.445725,52.3036,38.07225,36.1212,36.231,162.193525,98.8499,93.8783,89.96695,86.7122,18,19,78,55,9
"ZNF776",0.660310015840829,0.116535071267626,0.948962083123394,0.661238602248106,0.998388074128229,0.560878049478569,0.549660386593226,0.992291071166817,0.999999862850976,0.954099123585852,474.668783333333,401.4614,370.6199,414.296518181818,372.234311111111,50.2581292811762,32.2576684807002,18.2110580088054,22.4225415772884,40.0340490113362,323.313125,302.2269,250.300825,278.41265,294.5571,564.86885,464.22105,460.938675,508.13485,468.6969,18,19,78,55,9
"ZNF256",0.142484547152785,0.979823201028565,0.117825117628135,0.991109227022945,0.118161466319031,0.999916147729166,0.535217613776754,0.997406587149519,0.647211688216409,0.622162826831091,88.8578166666667,34.0661263157895,78.2523269230769,80.0024454545455,43.6530444444444,28.5076576212797,8.36049130737497,7.45103479721103,9.66032315928773,12.5721698486524,11.7723,7.79375,24.052725,25.83165,8.4573,97.68185,40.0314,111.626025,117.0818,68.7464,18,19,78,55,9
"ZNF599",0.690900868569711,0.919550261292216,0.0896481819172211,0.992608172503668,0.246713604215309,0.979102804435326,0.945052060562855,0.998123733947463,0.573021701774655,0.76556486343132,70.1365333333333,50.8395157894737,79.9760846153846,75.4423290909091,56.3888555555556,12.3060647050722,6.4020371382786,5.74983300938394,5.49396391322354,8.51810901467363,34.0529,28.48655,46.632325,42.9504,36.7173,101.995275,64.51055,92.55575,101.03465,67.769,18,19,78,55,9
"ZNF18",0.99999995659249,0.185631392185909,0.177593858021425,0.567188422511194,0.564100795408369,0.873572552986039,0.950760267944313,0.953239809241676,0.932456037291507,0.998050005962033,150.811094444444,151.312652631579,192.804830769231,180.480665454545,172.408566666667,15.4754858233421,12.5138595838561,8.36908136541819,10.3660098543931,29.5523967092114,120.498425,113.75045,151.4948,124.3576,101.4352,179.284075,182.5482,222.598475,215.8503,276.6148,18,19,78,55,9
"ZKSCAN2",0.281970295523334,0.582207549770537,0.838062376427183,0.810647596759854,0.673726762072939,0.987078561934479,0.994594148645896,0.749404400603606,0.970037756430499,0.995933713495664,190.57025,135.523905263158,157.980702564103,165.466150909091,176.762655555556,25.8574595369192,11.3187048132867,8.77019896601742,12.2125499668128,36.2249524233838,102.19885,110.82955,107.04055,105.54335,89.8339,279.652525,161.4745,183.69385,181.5382,173.2325,18,19,78,55,9
"ZNF689",0.999978341739086,0.925519382711645,0.872305935743121,0.997120212013596,0.99005854979582,0.958875303779443,0.895333320418867,0.920665371655288,0.465603655837057,0.702705901359964,199.84625,202.811363157895,180.367180769231,191.428996363636,233.5221,20.811819529716,21.2142174855405,8.66010434329249,12.6422244123738,57.6831249153945,136.6263,148.2734,130.5392,142.40215,146.9414,229.2933,266.66125,208.327675,222.1157,193.8639,18,19,78,55,9
"ZNF19",0.0884303501946442,0.345962546241887,0.654664607273105,0.970004640567758,0.0985831711130117,0.387216198667113,0.665220052537576,0.955486828200166,0.999768106422489,0.83252284837476,54.7322555555556,36.0972578947368,43.8786012820513,50.9021472727273,42.4679444444444,5.68572041929778,3.6773761076154,2.38171674600069,3.26553536049226,9.79156635623954,40.659275,27.0316,30.244975,31.64025,28.2936,65.275175,38.84975,56.17575,67.563,51.9073,18,19,78,55,9
"ZNF230",0.142891356934645,0.0198789831228818,0.999825901645943,0.298684854107441,0.90132437678464,0.510371299890865,0.0596969093022004,0.922479777922557,0.921745616111679,0.508723726406889,100.198472222222,71.3079894736842,69.6959384615385,80.2389090909091,58.6735,13.7755084065172,5.84948912781506,3.74421570222025,5.56905252654912,6.35895632828218,75.967725,51.9786,47.662575,51.1717,46.9542,96.898,82.957,79.354275,92.30755,76.8785,18,19,78,55,9
"ZNF222",0.59988102684436,0.13877009727218,0.984172201972207,0.548034142416735,0.999377514286593,0.797318145811586,0.147822545449702,0.778109543246073,0.880960183796676,0.585157504214533,37.5594055555556,29.2905,26.9309102564103,30.35452,21.1725777777778,6.20163965692498,2.77923547768255,1.6678055128072,2.65488435152818,3.02400514870308,24.823525,23.499,17.335525,18.2613,17.0791,36.421825,37.31715,32.444725,38.78235,31.4902,18,19,78,55,9
"ZNF221",0.0333379329103561,0.00558246164892895,0.99979223908193,0.0118222303408757,0.998804034819217,0.999863290427761,0.0600170261029384,0.996781585624457,0.984381730906288,0.975876808391341,56.2984777777778,28.0911473684211,29.4063730769231,30.2210709090909,23.9189888888889,13.1485110410335,5.75234849381455,2.81121986260052,3.3307920661039,9.85586358291974,15.751225,8.7928,12.17125,10.9626,6.7586,57.642875,37.2548,35.597575,40.60325,18.7431,18,19,78,55,9
"ZNF233",0.0102719956008872,0.00137374159779269,0.998776868467562,0.0403602859818951,0.761789763721937,0.634967304563976,0.0114170604730282,0.972904387931562,0.895576256729973,0.522302322554249,56.4425944444444,22.5542526315789,24.7340064102564,32.3802963636364,14.8058444444444,13.924560269964,2.60242535859131,2.5362300011426,4.8150712802315,3.16348023351002,29.4212,13.0237,9.83965,12.79945,10.1435,56.334875,31.45245,31.177825,37.47445,15.2614,18,19,78,55,9
"ZNF235",0.0735997139461484,0.0245929834167897,0.9987751086133,0.0865338917566296,0.970178987095373,0.981251699207031,0.00231271833162128,0.466088865462425,0.22568231671247,0.141806345697078,118.420627777778,77.3089157894737,80.655867948718,85.3385763636364,45.2384444444444,20.5552647637508,8.00969532751805,4.62166570766085,6.29208586293971,6.54201951876634,82.6575,57.64475,53.207275,53.41475,40.6395,108.11715,97.5245,104.156725,105.02235,56.9182,18,19,78,55,9
"ZNF208",0.816341808010352,0.997451787428309,0.830075456418821,0.995576612740646,0.877301012358435,0.999980430715737,0.884394695235865,0.999996778600952,0.919164490622936,0.93859907171623,52.3238333333333,11.2407526315789,42.3816320512821,40.4229727272727,8.37542222222222,45.646965643672,2.57130297733457,12.8836753438064,15.2162838549627,2.44205679396247,3.216425,4.304,3.285525,4.42145,3.2581,5.43235,19.04005,26.7141,27.8605,13.0045,18,19,78,55,9
"ZNF714",0.77637775957548,0.34629512007051,0.994078287437895,0.465794013183031,0.99901217691319,0.999611775593677,0.874544829665022,0.999999919459617,0.998837032121834,0.999837375356731,441.778755555556,353.602084210526,329.333948717949,337.66062,351.316655555556,58.4949163892167,49.9651019647247,24.4020514129284,34.1072895144734,77.1857155454948,279.9309,197.8797,157.245725,164.093,153.6891,496.289675,536.6419,458.472225,437.46515,543.5122,18,19,78,55,9
"ZNF394",0.998853127315102,0.965929059310801,0.997646231513459,0.998678700563045,0.999998805645722,0.982955230495094,0.252756894647377,0.355627274033736,0.333286082293182,0.223487007087642,479.1706,517.80407368421,553.906988461539,512.235585454545,843.315077777778,32.3560939072579,58.1632632154679,65.2991525477286,27.2326754171675,237.668684061913,389.0867,368.6735,349.3614,392.67795,352.2033,504.437425,565.45825,549.1372,600.75765,1194.2007,18,19,78,55,9
"ZNF333",0.996569108978422,0.996026990833187,0.919901858640954,0.999997783769279,0.99544881952391,0.969397750847902,0.999789549662988,0.999963707530036,0.989386841092212,0.999865033456229,167.989127777778,158.930689473684,175.46831025641,166.814172727273,162.456844444444,22.7057127893418,13.8725709696237,9.6229618511404,8.97688556763427,19.6099916114217,110.170575,124.62545,122.688075,117.7332,114.0426,204.1513,197.8313,217.33535,214.7336,209.9738,18,19,78,55,9
"ZNF382",0.958920447436281,0.182917185088939,0.648286805034175,0.532941494797665,0.949411777062841,0.901462109160393,0.999999995361448,0.979101199172536,0.466918069170916,0.761439582250408,12.56955,20.3259,32.3353269230769,26.9812254545455,12.4025777777778,1.45506244708545,4.98259552791468,4.83994811457352,4.28259267794168,1.95804417218204,8.493225,6.9293,8.03955,8.14975,7.7178,13.786175,24.011,35.988225,35.1381,15.7584,18,19,78,55,9
"ZNF577",0.84313570427912,0.954535847807557,0.975591371711316,0.999976379732191,0.647066545073107,0.747638554407861,0.945594482412716,0.999989393119255,0.997168016437802,0.888219042062697,101.455533333333,71.6495789473684,85.1102294871795,103.875370909091,74.6002777777778,21.1309281369332,14.9355328314425,9.76063256232796,13.4812622814262,21.3526709849323,61.262925,26.3869,32.878725,34.8162,35.7254,114.646925,70.8024,120.65065,122.21665,61.9015,18,19,78,55,9
"ZNF75A",0.580335687185201,0.751695294228895,0.0177265019706691,0.990304269496352,0.150630246018877,0.824797353445865,0.999337709401843,0.871227792759184,0.773164497761573,0.972336896524921,213.82425,151.514384210526,254.117548717949,230.056054545455,201.584922222222,29.1419905605412,19.9357093951847,16.0556666038319,17.1331049375511,27.8352110276603,125.813375,80.4679,149.903825,151.5965,132.6917,325.8777,188.4626,326.3928,277.1288,265.7912,18,19,78,55,9
"ZNF496",0.376520810958357,0.958522241788299,0.492913564486127,0.586982752289769,0.948925005911208,0.731374721188711,0.915320054033021,0.973554636034762,0.989895889659333,0.999902830407081,527.022261111111,383.570363157895,483.347171794872,430.71042,443.238811111111,79.9178205444254,34.1347243900314,31.6151776577138,22.5680440374347,68.6289273866358,352.8083,270.72815,296.06255,314.835,294.0096,606.73175,472.75605,586.161025,525.7461,550.6113,18,19,78,55,9
"ZNF2",0.487265026043375,0.607448665107143,0.972193800044884,0.119911267289578,0.991544899690042,0.515311993448116,0.273299810323283,0.957224278312738,0.723134112020693,0.991417764834217,125.859055555556,106.400005263158,112.169920512821,102.0356,96.1151333333333,8.12431868201529,6.69791344412997,4.65704313472463,4.54832968973208,8.39891647712502,97.59445,83.4315,88.1778,77.3683,73.7824,147.6826,128.5481,126.490375,122.60455,115.9878,18,19,78,55,9
"ZNF589",0.999363466396404,0.980725194432996,0.908186492802813,0.996223203324981,0.965131137475123,0.998850746461868,0.998970512609978,0.991381075737547,0.999963737164084,0.999999951418972,289.706027777778,301.496668421053,267.038276923077,274.370874545455,273.173688888889,33.0788026326032,67.3840483674418,13.4862212455288,18.7594232456608,47.6596696963377,196.7545,158.59245,179.766875,184.9542,160.053,342.860525,314.8738,337.548725,322.9544,337.0771,18,19,78,55,9
"PRDM9",0.998214407396302,0.692168560182903,0.880214041600125,0.630777382353163,0.829707848034511,0.999432358730712,0.842340245276568,0.932491061249156,0.9994092870199,0.999964082282935,4.17524444444444,3.39157894736842,1.48031153846154,1.16679454545455,0.847122222222222,3.75500478489571,3.13053887523092,0.662893299076587,0.45991892373206,0.507018781094661,0,0,0,0,0,0.36405,0.125,0.50765,0.46385,1.0404,18,19,78,55,9
"ZNF12",0.930813359992832,0.982028773314613,0.990255661776681,0.999999995929494,0.85576483374741,0.920345049948834,0.984375421319005,0.999958653531902,0.999602085669854,0.973634650484952,1047.24571666667,950.570957894737,994.458602564103,1048.39997454545,967.866277777778,86.0695609332155,89.9355181632108,40.9126712171126,50.8137865906782,107.614090572566,834.95865,665.0964,762.98695,794.64495,744.8457,1389.12715,1226.802,1188.5071,1269.7864,1117.5471,18,19,78,55,9
"ZNF202",0.981658297084918,0.996497973690111,0.819855581880001,0.992667161556366,0.794391571702774,0.999920535706415,0.999105178760229,0.955756519109349,0.999999879220098,0.999999378505182,276.302227777778,293.884826315789,267.25161025641,264.91662,266.331788888889,20.8811553074468,27.3980066742622,11.8220525225606,11.092487606974,23.8582894836216,228.02785,224.5713,190.632525,205.9748,231.1228,314.13495,334.3525,323.321175,298.4928,297.5434,18,19,78,55,9
"ZNF3",0.786674124793065,0.917979867355317,0.974317531461155,0.87155478016024,0.993242462332527,0.999286496726364,0.936792417454765,0.431330631186677,0.547611053038035,0.49328245670499,859.278394444444,702.848447368421,767.478371794872,749.963514545455,992.055888888889,66.1525032489088,73.6802055235982,57.723890459188,37.6488513662811,204.997697722781,623.60335,502.2289,488.099275,548.92365,608.571,1086.928875,831.0187,873.067375,865.33755,1284.8982,18,19,78,55,9
"ZNF606",0.215732306975347,0.308417355649512,0.941452751747862,0.769789924145365,0.608844630896155,0.828145289136083,0.141492553531922,0.971261899297382,0.710775835629032,0.400591710810785,246.619938888889,144.428021052632,172.925358974359,200.182585454545,107.515644444444,54.8186170311109,27.6345552545021,14.534004438717,20.3751787259591,26.3642817589922,68.14395,62.14945,83.300625,76.43325,83.2437,458.11415,181.03255,264.94545,269.3721,155.4826,18,19,78,55,9
"ZNF91",0.387367718106719,0.173047858009187,0.999999997510647,0.473218037615171,0.98440623345011,0.93529048378432,0.999739853439295,0.477533562086984,0.336739584316797,0.597098852013084,618.282677777778,408.884910526316,409.818005128205,459.062410909091,645.162344444444,66.6984942060985,62.674769856104,40.8865552960051,48.3888459484052,186.643207743991,454.08115,186.764,120.5288,149.14825,340.1824,726.347675,621.6728,589.5138,582.9515,965.0044,18,19,78,55,9
"ZNF226",0.4116421373931,0.0276730028528115,0.930942504267008,0.46863937040679,0.989940026435063,0.337805087349459,0.0592516179379714,0.691311423139012,0.890845482025984,0.370461788734556,270.500927777778,209.903126315789,188.305107692308,223.132841818182,154.222411111111,37.8700148480288,16.4130568700259,10.3878949009394,15.8281406998449,18.6491859110558,153.144825,169.99815,128.8516,138.5347,117.9441,255.854,240.48325,233.3279,268.72105,198.4882,18,19,78,55,9
"ZNF229",0.846069163698242,0.999678981982045,0.799939596810848,0.996079879240808,0.902037660780203,0.998677860429903,0.761939471293138,0.99625096825149,0.736326614511459,0.824682075014531,86.2124833333333,36.1909263157895,78.6329115384615,71.3279181818182,14.2643666666667,48.0958833176179,14.5821964923663,16.4146788308632,22.2591345461083,3.18413469860948,4.608,4.8121,6.45055,7.66885,8.1656,54.33605,37.3715,74.9719,46.0568,16.6458,18,19,78,55,9
"ZNF180",0.0498261465011928,0.00352896521492607,0.999878157379605,0.11958075608631,0.873613659645809,0.456196611538024,0.0946328734758904,0.99857426965255,0.999518656515652,0.842244349785878,256.525438888889,180.345347368421,177.073830769231,201.744221818182,170.7097,27.5315574819201,13.8194986211795,8.08238905381924,13.3044769336136,12.8190296978099,180.696525,132.90635,134.0583,144.4443,132.766,302.119725,210.19865,208.713475,218.1777,204.1411,18,19,78,55,9
"ZNF641",0.992733832617093,0.802395665016438,0.978227507494892,0.853967895562907,0.988232215983108,0.999978218124556,0.953172297318459,0.996006025825395,0.999999999874919,0.99999817521715,167.605166666667,178.535084210526,189.914419230769,188.57364,190.0455,13.7605836837962,26.1334598701245,8.50852272072896,9.64399932688754,20.39084362818,120.107225,136.0752,142.36315,144.16855,149.2221,200.57935,192.11245,239.415675,229.6086,212.9652,18,19,78,55,9
"ZNF610",0.999999992791645,0.598689738735954,0.589093663844464,0.244022523858155,0.232628465239823,0.844286993159154,0.99741356890809,0.996968046067085,0.591634380813015,0.306581530517842,9.17597222222222,9.26784736842105,17.1078846153846,20.88728,6.3487,2.37295219174366,3.0857627004094,2.56069675068875,3.28836095044939,0.956670540061845,3.537225,2.4888,4.19865,5.23245,4.9706,9.775075,8.5252,19.94735,28.65735,7.0224,18,19,78,55,9
"ZNF528",0.6915255153881,0.998877522516086,0.629293233492295,0.999500795974992,0.637946962984462,0.999996798149275,0.855715017070441,0.999998647599681,0.872645364331607,0.868450188466452,135.565311111111,66.6473736842105,124.321444871795,126.057172727273,69.8626888888889,56.9015697562911,18.2752851278288,18.5289666777373,21.2058298029322,15.4067217290633,19.803075,14.2921,32.615825,34.21665,27.7049,120.85235,105.08375,143.7422,150.70645,90.7961,18,19,78,55,9
"ZNF701",0.410403846089125,0.354267313264136,0.99634871969063,0.960941936159363,0.588057523339017,0.445058198880783,0.999999970871889,0.629853069792007,0.663752176523234,0.988148465571516,131.844461111111,81.7230263157895,89.792441025641,115.748492727273,131.170588888889,34.9625343501063,17.3920857252161,7.91126089728179,11.4471761148316,34.7739784162128,47.116175,24.7741,27.499225,42.1487,46.7498,162.388325,114.3302,126.7681,170.8572,236.5121,18,19,78,55,9
"ZNF283",0.896967025091214,0.0217035398832761,0.287157871433569,0.109333790549644,0.641163889453541,0.938777085963246,0.432004781599214,0.858647743626375,0.998477958884997,0.999981432576212,97.8232444444444,87.2168736842105,69.1760076923077,74.0419345454546,72.8168777777778,12.1238049968501,7.54428397041804,4.08844800708728,4.30875634928493,7.38150634016786,66.70915,67.4752,44.133475,52.89765,58.9643,129.561775,95.9734,88.37835,84.9777,89.7312,18,19,78,55,9
"ZNF558",0.998734134573812,0.307023828783361,0.489328919867507,0.986298640195156,0.999761505375343,0.235519950964025,0.902634857894817,0.963010440680954,0.994209256994373,0.97204143863331,343.086922222222,360.536842105263,440.261266666667,369.7904,412.656477777778,35.8283538570955,31.6715329155096,22.6580689747152,29.566835623543,27.9129052208173,233.272325,246.07595,319.616325,237.37395,397.7836,413.343525,476.56895,552.351325,500.0582,426.8081,18,19,78,55,9
"ZNF597",0.995653625567128,0.994267715291981,0.999994266212638,0.999269621097303,0.953851187554971,0.867806469578908,0.965700782187456,0.869775241796757,0.826837363830447,0.980319694056185,62.4798444444444,57.4800105263158,58.2091769230769,65.0961309090909,73.2327444444444,9.83109864112771,11.7476541773935,3.70441529705522,5.98922456189845,15.1420755648982,24.153075,25.0564,35.04415,28.5325,49.6141,87.408425,70.0555,83.442325,97.3477,68.9239,18,19,78,55,9
"ZNF30",0.21458111045897,0.316945390278641,0.935913640022333,0.727603113208483,0.654331895406729,0.888749015919579,0.498248156280352,0.99996604927084,0.99214059872942,0.903301256699897,112.3753,65.4502842105263,78.8647282051282,89.7486654545455,68.4531333333333,16.4484614170834,7.17208046422633,5.70032982731901,12.7734865152706,8.17829305709803,62.957225,48.4381,43.22375,48.12915,48.851,154.690875,85.703,104.568375,96.57195,74.6573,18,19,78,55,9
"ZNF354A",0.927206769969119,0.971772597676583,0.994119322690709,0.999613865821284,0.932157124297445,0.973931708255057,0.9997816159291,0.989032612027123,0.999048248288773,0.999998933222815,253.059338888889,300.664742105263,282.008766666667,262.935621818182,265.919888888889,31.642304440272,79.7725322230607,19.3690776576916,14.6345088934798,50.0183580416798,150.49605,146.0093,174.59165,183.7821,185.9488,294.5805,332.526,316.838175,346.5971,267.141,18,19,78,55,9
"ZNF764",0.988041177652165,0.433765434329581,0.127228735299867,0.81766723973684,0.431810830907083,0.907798941550186,0.999999762290307,0.99269604508076,0.734359788036186,0.936716402059716,228.435972222222,245.182747368421,182.289316666667,198.132930909091,227.087022222222,36.7873567393965,35.6286412844496,10.3765458541619,9.94593386858681,32.5097188681741,145.288525,167.80705,131.7546,147.9271,164.2095,228.3339,255.71025,207.18375,225.74525,234.7623,18,19,78,55,9
"ZNF747",0.96113183914398,0.843108963878882,0.9997734862364,0.925848569152531,0.999999999760124,0.998870828909315,0.996220929651871,0.999746226885111,0.997105646860437,0.999626508260453,192.421233333333,211.277352631579,215.132266666667,211.149209090909,205.003011111111,19.3620357888547,19.0587577517856,8.96370088763578,12.172822947995,34.4608644473797,153.540125,145.1936,161.1113,159.1337,150.2048,191.8648,271.32505,266.69945,262.9112,288.3502,18,19,78,55,9
"ZNF778",0.94538860797749,0.463188115046919,0.947933781778008,0.675477534642952,0.99272348326497,0.993658647930095,0.999973122746225,0.987192289073906,0.801045937869146,0.902855714425649,120.503833333333,108.561221052632,99.3979474358974,102.968161818182,118.431955555556,22.992299365741,9.78383465334283,5.01546928351328,4.20346388332057,14.2827397510958,76.147875,77.10655,64.17495,79.5135,92.1298,102.77065,127.00315,123.48625,119.00765,147.4712,18,19,78,55,9
"ZNF212",0.802653450284013,0.934398054190142,0.971741117793054,0.326040260282543,0.980395425223579,0.406874704264347,0.350805961199482,0.871565872216661,0.52716642057402,0.963049544042331,312.396783333333,269.593794736842,288.237765384615,252.037081818182,223.817066666667,25.5380063329651,26.8867171198881,15.4153234327047,12.3320817293948,33.0254188359133,263.853075,204.39755,196.5064,191.62575,182.5834,364.2469,294.72935,344.241225,289.6632,229.614,18,19,78,55,9
"ZNF282",0.795627396103678,0.990067388674518,0.871825585944443,0.575070776469444,0.999938492476199,0.504984918303326,0.532376437369828,0.966116633246203,0.597477661510495,0.96853302829697,1067.44005,924.760873684211,1020.03066923077,911.5472,822.643322222222,121.713762542074,53.0013322411175,50.8436428082637,37.5279924187875,110.688401026592,736.73865,728.55735,767.582925,753.1979,672.4993,1234.664125,1087.24755,1206.867175,1088.55815,892.4004,18,19,78,55,9
"ZNF160",0.50811964976498,0.908417846780532,0.777935042666625,0.929507082748475,0.784071698413383,0.999998528137488,0.999999775140876,0.717350419322008,0.973711864302165,0.979187087054709,540.090655555556,362.406610526316,462.85173974359,465.871061818182,535.714755555556,101.034504221506,57.7143210120219,41.5240336331933,41.1793466343769,85.1295886630888,201.195,164.29545,245.2961,250.44175,303.7082,726.724425,458.1464,558.208925,607.4439,617.0895,18,19,78,55,9
"ZNF415",0.986343607838522,0.964554486235129,0.673191220143786,0.98869509978662,0.793596295726739,0.999343334883965,0.980168210890063,0.999872839274419,0.783330711021422,0.852728659268006,40.5582944444444,24.5133578947368,57.0827205128205,53.1567927272727,18.5498666666667,19.9453884732811,9.06823214024193,12.6012880406391,12.8599273289925,2.71279811858941,8.874625,6.75485,9.0207,13.21685,14.5843,35.76725,23.07585,59.399675,69.9547,22.8647,18,19,78,55,9
"ZNF439",0.550833409618855,0.994746513869105,0.532049952436577,0.999873687248692,0.423109112278782,0.996691308346696,0.856264175448402,0.999380978331143,0.910262709595231,0.847587217764799,56.23255,29.2193684210526,50.6320576923077,53.9783290909091,34.2346777777778,13.1689135287116,6.96244305775345,6.44708847173456,7.83781526063758,9.23712000847934,17.0751,10.51105,13.052725,16.0345,13.1234,74.525475,35.14135,66.62965,68.66515,39.9212,18,19,78,55,9
"ZNF440",0.709789948054559,0.979402653323828,0.830721495437218,0.973511853025196,0.877373008156201,0.99998174035553,0.544827790579254,0.986237689575486,0.659630072009383,0.705988632750578,406.246855555556,493.145194736842,437.182355128205,440.646018181818,536.110855555556,40.1873811236317,46.1225434647423,24.6866447421388,28.2670185444792,61.4661574973942,288.1356,343.063,286.9741,317.9429,416.0235,470.81135,557.1728,551.8233,519.9194,620.2975,18,19,78,55,9
"ZNF562",0.498971052289072,0.245748900618002,0.000482837656710866,0.0323931549698958,1.68659377977054e-05,0.597606702572368,0.996528305471507,0.461185322393812,0.800309741766783,0.378485073823898,799.689222222222,931.276063157895,665.552552564103,601.834285454545,763.349555555556,68.5511638233535,71.9652616565076,28.6733845359228,27.7613994231625,77.5308904408504,694.2757,665.2698,517.427525,443.923,621.8761,879.105125,1102.23655,762.734325,742.8755,949.7872,18,19,78,55,9
"ZNF561",0.985989926017179,0.903369033589068,0.524739301540975,0.486505730474061,0.15391231977964,0.757373077044795,0.967664841483807,0.823643451237369,0.999984138962862,0.987920931874249,626.739672222222,663.320257894737,576.757648717949,531.344043636364,569.788711111111,69.5237684037619,59.1953234753098,20.5030215728424,30.6415108571273,51.2445754443131,464.67985,505.621,475.8236,375.78515,478.8336,684.8394,719.11945,660.0377,604.99765,572.719,18,19,78,55,9
"ZNF584",0.968550396367541,0.888321256476452,0.999951368352021,0.840983055291118,0.998950478669701,0.999468612379543,0.477491592908727,0.790433409086364,0.744983372615147,0.817840176609264,234.4247,209.364768421053,205.673670512821,201.036245454545,154.799,48.3674290394883,16.6719726933281,13.0477941002313,14.195000914024,25.2142139061923,130.688925,160.46025,143.175475,152.5857,100.3949,210.843725,259.173,237.32865,219.2917,216.4645,18,19,78,55,9
"ZNF274",0.895295682826294,0.902184344659994,0.999030863333373,0.834718863987842,0.999998356288172,0.998330027440896,0.892591892174185,0.465950947833012,0.428644932885556,0.364422191639387,318.938755555556,378.635857894737,365.424751282051,375.868156363636,244.263022222222,39.0423183554685,60.5998255924103,21.4134876843046,28.3676466834492,46.7200397899159,235.1568,261.7755,242.4327,258.8256,165.5927,372.582875,405.35005,447.65575,421.8883,349.6665,18,19,78,55,9
"ZIK1",0.646741527740431,0.838426872120228,0.955235580991534,0.950040122990971,0.875312708028677,0.993598579709568,0.711965580705893,0.999839715591128,0.956355092143944,0.900572868299766,36.9451611111111,17.3911473684211,25.2045807692308,28.3899872727273,14.5295,18.5219586877679,3.73604473972335,4.52899293268447,5.60125829644512,3.40029525074253,7.457225,6.5166,7.346625,8.79655,7.874,27.354775,22.0472,23.46475,27.6875,18.2063,18,19,78,55,9
"ZNF540",0.991915253971902,0.985085164190047,0.804562570287899,0.881340701936589,0.559749685154946,0.961904847719,0.993375192221596,0.999996100939577,0.905471166835177,0.758769022488265,19.4264388888889,15.5940684210526,23.0086076923077,26.1226909090909,14.9111333333333,3.37970754647237,3.96126822623494,3.39705708180608,3.6967792322646,4.21097436662691,14.74745,4.93075,6.497475,8.98365,6.6275,21.016925,15.30735,29.01475,33.7393,22.4481,18,19,78,55,9
"ZNF570",0.999108640615036,0.0597614891097277,0.0206222033362411,0.325620143882869,0.169534405615366,0.819137472600661,0.858449543905214,0.74801552997737,0.915772681097074,0.998179143696598,19.1698777777778,16.3389157894737,43.2161217948718,36.7414363636364,33.0293333333333,4.81475636571026,3.26350721523257,4.75045850279059,4.04419043518762,11.0147054887243,6.143525,5.87675,11.05545,13.3833,8.8928,29.67455,21.93855,66.629075,53.41015,29.4822,18,19,78,55,9
"ZNF57",0.0203285761967248,0.819540114729532,0.0381195258990692,0.868397668065767,0.0430281174145148,0.999977462546819,0.0763940859076471,0.999961676966654,0.181947917809994,0.18099465688566,140.412355555556,221.851657894737,163.021984615385,161.608989090909,225.5612,13.3389906276496,27.8495068761705,7.86385102237647,10.698696718911,36.5541596550774,99.7761,149.84575,119.6993,108.6151,184.144,184.3933,254.6985,205.8172,191.42515,268.2998,18,19,78,55,9
"ZNF556",0.999595350554017,0.867960753037688,0.949898642242222,0.999701449794807,0.999997045119865,0.780948824388028,0.923795537943816,0.964346284560113,0.999361186825911,0.933731929094169,17.9454277777778,19.8624736842105,25.1267692307692,19.4111818181818,27.4296888888889,5.60141069926294,6.35429686562424,3.84433854994083,2.50033298239571,10.8689454367509,0.952675,0.2578,1.7017,2.5227,2.9824,18.83185,32.57765,30.331225,30.66395,51.4773,18,19,78,55,9
"ZNF554",0.964739231921125,0.77508427717153,0.997218203370577,0.66722182846606,0.981588527769777,0.99692432581996,1,0.983579989275769,0.911135193698442,0.850210827475344,81.6017833333333,91.969152631579,96.0856153846154,98.9927909090909,81.6120555555556,5.93626788676312,10.1893003615602,5.14185705525901,7.79343154037339,13.2025593785417,65.8778,64.0493,67.20565,60.26095,45.939,103.213675,104.4602,122.9488,121.2247,99.7375,18,19,78,55,9
"ZNF738",0.888657182742171,0.999999283223117,0.735933172191487,0.999326121175986,0.897069535616421,0.993201001342416,0.999595166936684,0.982972543825555,0.99882028992724,0.999997596066247,166.544027777778,109.847747368421,168.603543589744,154.625954545455,150.792755555556,26.7834226477345,13.5135671206665,27.514552701231,19.7539000353032,39.593648175767,91.5973,75.564,40.325975,58.2265,60.6412,257.92865,137.6028,216.1358,181.8668,223.8332,18,19,78,55,9
