"gene","p-adj-Current-[Unknown]","p-adj-Never-[Unknown]","p-adj-Never-Current","mean-[Unknown]","mean-Current","mean-Never","SEM-[Unknown]","SEM-Current","SEM-Never","Q1-[Unknown]","Q1-Current","Q1-Never","Q3-[Unknown]","Q3-Current","Q3-Never","count-[Unknown]","count-Current","count-Never"
"ZNF624",0.985983359983993,0.853075142206879,0.997058700488271,111.803503896104,103.9016,107.512001351351,5.9468553354075,NA,5.29937090006039,74.9629,103.9016,76.437275,143.2819,103.9016,133.8648,77,1,74
"ZNF841",0.507160480561862,0.0353993472147615,0.758900724991803,443.206615584416,135.1973,331.175724324324,35.6565147356031,NA,26.5602398095194,237.9526,135.1973,169.296275,543.0466,135.1973,423.127725,77,1,74
"ZNF615",0.56527590742616,0.592959582328927,0.664973340534987,223.626715584416,66.6598,199.331783783784,16.5229250548793,NA,18.6751900393143,108.1761,66.6598,79.9151,282.5897,66.6598,248.306825,77,1,74
"ZNF433",0.0755496178613997,0.935371394703323,0.0663810152260157,55.1000545454545,158.982,52.4327608108108,5.8633801839601,NA,4.8804514447043,25.8065,158.982,16.086875,69.7727,158.982,73.8167,77,1,74
"ZNF595",0.0745883431837921,0.387070776851997,0.0447790477133317,167.033567532468,582.7254,126.719706756757,26.6990394125433,NA,14.1630674693373,54.7237,582.7254,55.852625,178.151,582.7254,156.891375,77,1,74
"ZNF460",0.874921925956502,0.649108994665875,0.800520127421003,457.764642857143,588.6716,419.626932432432,26.8981786217279,NA,33.745543017581,289.9145,588.6716,251.572125,556.7806,588.6716,465.6847,77,1,74
"ZNF81",0.99787795062395,0.92001484574213,0.999999603193034,212.706151948052,205.9255,205.832804054054,12.9193830858258,NA,12.0037263344168,141.8552,205.9255,121.64305,254.7736,205.9255,276.81395,77,1,74
"ZNF780A",0.711695274010246,0.886133963667851,0.757461573026843,290.707549350649,171.8132,279.25592027027,16.9234692148268,NA,17.6478410384013,196.7967,171.8132,168.678525,351.782,171.8132,347.2392,77,1,74
"ZNF461",0.9528935617828,0.660248335647063,0.986807567266251,72.4190012987013,56.6452,64.9210675675676,6.20937005874073,NA,5.96674387453327,34.4684,56.6452,32.253725,87.7807,56.6452,82.33095,77,1,74
"ZNF181",0.739387766251477,0.248704637697316,0.879812205289002,180.191672727273,117.9847,158.468608108108,10.5919725415777,NA,8.38164477512665,123.4782,117.9847,102.694475,209.7528,117.9847,189.98015,77,1,74
"ZNF44",0.389856384459876,0.107850064860779,0.231323488038394,226.418622077922,356.7707,193.785172972973,12.1748016851186,NA,10.370579556026,151.2694,356.7707,132.0627,280.9807,356.7707,260.000525,77,1,74
"ZNF790",0.999840630130238,0.920390314964254,0.998846536483024,47.0612376623377,47.8824,50.0926986486486,5.75887807271384,NA,5.2520962945672,12.4705,47.8824,13.174525,60.6962,47.8824,75.413,77,1,74
"ZNF677",0.988493013693471,0.891329941036487,0.997228613762493,10.8714272727273,8.7628,9.79557567567568,1.74412398029456,NA,1.57198339044075,2.621,8.7628,1.85725,12.6792,8.7628,10.54825,77,1,74
"ZNF823",0.841925178634294,0.993824294900823,0.833049257172943,173.084664935065,220.6345,171.626644594595,9.47549406453923,NA,9.98199171066557,105.732,220.6345,105.68555,208.4374,220.6345,224.1883,77,1,74
"ZNF311",0.941464133535884,0.952284322983566,0.956938058683469,25.5675454545455,15.3349,24.077577027027,3.7974558132897,NA,3.22808775809741,4.564,15.3349,5.637975,32.622,15.3349,38.723825,77,1,74
"ZNF347",0.98684162369577,0.961264737891411,0.978565894218175,72.3014480519481,56.6452,76.6753,9.87046336902463,NA,13.1233828189749,16.9303,56.6452,11.1044,94.9067,56.6452,114.2527,77,1,74
"ZNF273",0.698455377062281,0.935607575731585,0.663580997868801,183.287357142857,278.2185,176.685128378378,15.9634679457554,NA,9.97389910529798,103.1828,278.2185,113.190175,213.3121,278.2185,230.393475,77,1,74
"ZNF84",0.819211878438366,0.6557373332087,0.737909445765203,557.938298701299,737.326,515.680686486486,35.6883750629774,NA,32.2130179267793,372.8686,737.326,308.66685,689.9371,737.326,702.04485,77,1,74
"ZNF667",0.997024571773326,0.472003178209426,0.962614006463032,23.0032168831169,25.6625,16.1490445945946,4.83289985858152,NA,3.21288262132904,4.2686,25.6625,3.097825,18.2158,25.6625,14.10475,77,1,74
"ZNF649",0.774683814302898,0.959225497965855,0.800086155691677,141.425467532468,59.7747,136.098648648649,15.0752449069124,NA,12.0319632394397,47.0952,59.7747,48.916325,184.0942,59.7747,191.733825,77,1,74
"ZNF248",0.999954624782502,0.997281962172821,0.999769881600361,261.407927272727,260.38,262.695591891892,13.6999099965005,NA,12.0933021334636,173.6559,260.38,181.309725,326.9622,260.38,324.27665,77,1,74
"ZNF544",0.88881306414325,0.875584569482524,0.9223323730154,627.700494805195,482.5261,602.768668918919,35.9501556944455,NA,35.7885242071784,442.4153,482.5261,386.497775,728.3969,482.5261,767.98055,77,1,74
"ZNF251",0.972747777399215,0.873866350269464,0.988662450044364,274.780953246753,243.1674,263.479332432432,16.470535639923,NA,15.7785004390877,172.2543,243.1674,162.041225,360.1322,243.1674,340.549625,77,1,74
"ZNF607",0.37639516998472,0.719025107762983,0.447671799369823,150.241396103896,316.0863,165.774037837838,12.5750920113235,NA,15.7144709670044,82.6347,316.0863,70.7696,187.8099,316.0863,236.940375,77,1,74
"ZNF334",0.926951420167841,0.810103472754061,0.885004723144888,72.4996298701299,127.3734,57.7006391891892,19.5097745201696,NA,13.53159598055,4.6707,127.3734,3.014125,54.0138,127.3734,50.82735,77,1,74
"ZNF485",0.829699418472784,0.725905266821572,0.890522901536181,78.6135168831169,51.0119,72.7614918918919,5.00494913975755,NA,5.83126709631122,50.267,51.0119,36.304275,93.6973,51.0119,90.191,77,1,74
"ZNF192",0.839118492871416,0.313556693734972,0.703367302561548,584.852898701299,743.5852,518.494081081081,32.7245023478627,NA,31.5009567136099,380.8056,743.5852,295.1245,748.7772,743.5852,697.374325,77,1,74
"ZNF442",0.798463141067045,0.953429845858792,0.82465100706128,14.3787415584416,22.2199,14.9619905405405,1.4763758986991,NA,1.31528540637067,6.0271,22.2199,6.613925,18.5185,22.2199,22.5055,77,1,74
"ZNF813",0.979963232414087,0.99807185059403,0.977946557739261,71.6324597402597,54.4545,72.4903405405405,11.0735645775865,NA,9.27223599392877,11.7688,54.4545,9.675125,98.3839,54.4545,96.8882,77,1,74
"ZNF26",0.999646309179528,0.216203841894486,0.952555579045868,283.63771038961,286.9813,247.767845945946,15.3018599026204,NA,14.8582393981591,192.5763,286.9813,155.561825,341.0267,286.9813,292.1351,77,1,74
"ZNF69",0.836895467832956,0.529338221206825,0.917883231224901,48.1692571428571,21.594,40.02515,5.64070222268421,NA,4.99637272978877,6.3638,21.594,5.4037,72.5146,21.594,66.98525,77,1,74
"ZNF583",0.790874291110785,0.558357343984087,0.877953747405944,27.0429441558442,8.7628,22.374577027027,3.73750765904271,NA,2.48917161378317,7.6232,8.7628,7.086275,33.3811,8.7628,29.4196,77,1,74
"ZNF568",0.562853193124127,0.698156776211337,0.482203912965927,40.9495506493506,92.438,34.3722986486487,6.43574786544016,NA,4.89464679895664,8.4888,92.438,6.63275,47.4227,92.438,45.096975,77,1,74
"ZNF480",0.626860751386631,0.279964349668379,0.778356449929601,507.739324675325,283.2258,447.531471621622,27.8754568085636,NA,27.7578197337399,354.8877,283.2258,259.4838,626.3651,283.2258,560.241275,77,1,74
"ZNF587",0.447228101163484,0.0322876435627353,0.702226903833532,1628.18313766234,551.4391,1263.59908648649,111.491656252458,NA,89.334838602072,905.9628,551.4391,721.5061,2137.4151,551.4391,1579.5559,77,1,74
"ZNF808",0.556513518095171,0.105313452936157,0.761869566196508,331.425442857143,129.5641,266.887432432432,22.6488724156355,NA,21.9459406657548,185.3397,129.5641,134.6169,475.4824,129.5641,344.265125,77,1,74
"ZNF43",0.0761439676423619,0.808156407608992,0.0602583471273112,139.326157142857,481.3274,123.610427027027,18.2737696449408,NA,17.3823899441982,34.6933,481.3274,24.82635,190.0622,481.3274,170.114325,77,1,74
"ZNF28",0.60842859428056,0.113598164186546,0.805676559356615,495.225336363636,229.7102,404.588547297297,34.666531026118,NA,28.5820162766043,277.0131,229.7102,264.355075,695.9799,229.7102,518.64705,77,1,74
"ZNF627",0.697802220081976,0.54577269761281,0.591138810290118,266.902685714286,335.4896,252.492781081081,10.0426842875526,NA,9.28764462308458,195.5164,335.4896,198.889975,315.0872,335.4896,295.2952,77,1,74
"ZNF789",0.696500214756297,0.260973569689141,0.84298610547771,140.300681818182,53.5156,113.109813513514,14.1303039015429,NA,9.75266171745547,77.4929,53.5156,59.704825,141.5143,53.5156,135.289475,77,1,74
"ZNF534",0.993760854885024,0.338370852249004,0.991899114810233,1.03016623376623,1.5648,2.17445,0.180076394745868,NA,0.806486914678571,0,1.5648,0.25175,1.2143,1.5648,0.97895,77,1,74
"ZNF525",0.837437227058271,0.870783172253943,0.877785598327236,205.408823376623,91.0172,189.072625675676,24.4980249859638,NA,21.331681546676,64.6911,91.0172,63.372525,265.1528,91.0172,240.15915,77,1,74
"ZNF814",0.463970446923052,0.195858252396509,0.638487155521618,425.17348961039,113.7222,351.444118918919,30.831648289621,NA,29.1752942425516,219.0044,113.7222,159.802175,563.1037,113.7222,484.532425,77,1,74
"ZNF551",0.515167818002808,0.999509559460921,0.512372025984259,202.559048051948,73.8578,203.123198648649,11.0401157483626,NA,15.5001260635919,137.2113,73.8578,129.002375,227.4392,73.8578,242.86785,77,1,74
"ZNF805",0.422949066539473,0.169223506352262,0.602198012319179,517.92541948052,291.6757,465.094841891892,19.0712528509187,NA,22.1576664028596,388.8199,291.6757,355.79205,619.7065,291.6757,534.8596,77,1,74
"ZNF468",0.60145477272084,0.375963563603528,0.736445164244042,466.828922077922,180.889,402.517018918919,33.7206449271479,NA,34.1981371719423,245.5947,180.889,207.0535,655.4361,180.889,522.267275,77,1,74
"ZNF616",0.381362263481432,0.98966342974647,0.393808956581175,145.436994805195,70.7282,144.188760810811,6.16150830019702,NA,6.70175363783341,103.6384,70.7282,106.3246,172.6955,70.7282,172.14095,77,1,74
"ZFP57",0.92348720908813,0.342636158819054,0.98711597711591,50.0631584415584,0.313,20.3916405405405,18.8070119946968,NA,9.1230900000893,0.7278,0.313,0.2608,9.521,0.313,4.474025,77,1,74
"ZNF155",0.35842290663717,0.240284946701988,0.50990276393627,114.205985714286,32.8605,98.663277027027,7.23037028366378,NA,6.25645701702944,76.3072,32.8605,66.805525,139.6304,32.8605,119.897,77,1,74
"ZNF425",0.913441143563707,0.95390145685166,0.931826959057942,47.3311116883117,64.1561,49.2954513513514,4.27726739253125,NA,5.20327357157694,21.1661,64.1561,24.491225,55.4415,64.1561,55.097575,77,1,74
"ZNF611",0.683326752845321,0.0869361642612023,0.877202373237216,256.011071428571,135.1973,205.989181081081,17.0693335923702,NA,16.0464922957005,145.7552,135.1973,105.2948,332.5052,135.1973,267.57755,77,1,74
"ZNF254",0.545063487763319,0.525633004885213,0.438884973888075,260.048154545455,485.6056,222.48342972973,27.7859145501204,NA,20.3506399803053,58.932,485.6056,87.33785,353.4657,485.6056,358.742875,77,1,74
"ZNF625",0.115390119305476,0.790980183033684,0.143577513096856,13.5679987012987,44.684,15.209922972973,1.68158728708598,NA,1.87561613846072,3.1897,44.684,3.07915,18.6949,44.684,24.11335,77,1,74
"ZNF845",0.707071911536037,0.915863900992188,0.667083002890793,223.526051948052,141.1435,230.226475675676,11.6365556715089,NA,12.090136166066,169.294,141.1435,163.5017,270.7187,141.1435,288.214775,77,1,74
"ZNF90",0.633691933230019,0.936417819315091,0.668954673419707,335.770376623377,555.8111,349.248236486486,30.7775018000309,NA,23.6533050922898,164.3047,555.8111,206.991175,387.6183,555.8111,430.54485,77,1,74
"ZNF788",0.201800933669208,0.281035509301695,0.307947387640275,41.6234831168831,132.6936,54.7186445945946,5.17693480906263,NA,6.88977862701999,12.0716,132.6936,12.859175,45.4301,132.6936,75.390275,77,1,74
"ZNF880",0.8478764202255,0.34825163092338,0.944296287291706,71.8784506493507,18.4644,49.933727027027,13.713056859454,NA,7.44170577606658,14.5709,18.4644,8.327475,71.3846,18.4644,62.730625,77,1,74
"ZNF630",0.98404232467649,0.0332938012120151,0.969260915705098,67.3595714285714,60.1597,50.1257986486486,6.05216897652878,NA,2.94749816043603,32.1447,60.1597,35.289925,81.721,60.1597,65.016,77,1,74
"ZNF844",0.148180745890723,0.838154439414298,0.177281629158277,88.8998,255.9986,97.0445648648649,8.86684110686967,NA,11.4034227558009,20.5617,255.9986,16.2294,127.7533,255.9986,178.648075,77,1,74
"ZNF717",0.987374999037947,0.862639942555571,0.997453962479075,54.7154987012987,47.8824,50.9438175675676,4.99691417609461,NA,5.3020127312441,14.6082,47.8824,10.44415,82.3171,47.8824,71.746925,77,1,74
"ZNF492",0.464014972039481,0.995703803902638,0.455701267375742,4.50680909090909,18.4644,4.33843918918919,1.34459309735619,NA,1.34892812707063,0.3788,18.4644,0.2875,2.7273,18.4644,2.27835,77,1,74
"ZNF688",0.401091692855492,0.991542686540828,0.412620156517241,179.379332467532,76.9874,177.790082432432,8.31453523049199,NA,9.78471595541694,125.8198,76.9874,122.950825,228.9017,76.9874,193.06985,77,1,74
"ZNF879",0.740088989719738,0.257608216850464,0.878797965423302,38.4662909090909,78.2392,52.1977189189189,4.93652511395877,NA,7.2283170765963,11.3794,78.2392,13.5471,48.2546,78.2392,63.623575,77,1,74
"ZNF737",0.428394218855347,0.649464359851016,0.349443623078805,130.247006493506,336.7414,106.467294594595,18.3884460773586,NA,19.5472869315652,22.5677,336.7414,14.136775,148.5569,336.7414,113.6834,77,1,74
"ZNF709",0.453277556741411,0.330149363180718,0.326496513005864,69.4351714285714,127.0604,58.3865054054054,5.52502704201615,NA,5.42309147476976,34.5586,127.0604,24.4149,93.9364,127.0604,76.893,77,1,74
"ZNF585B",0.874994809230007,0.308055202627195,0.964908149445439,70.4591909090909,44.4399,57.893927027027,6.36048209526827,NA,5.67222124137227,36.7412,44.4399,14.9094,91.2957,44.4399,86.936825,77,1,74
"ZNF324B",0.981927211109355,0.673410610168171,0.945447660036092,149.717349350649,133.6325,161.855032432432,7.84237366568484,NA,12.0950505700788,106.6201,133.6325,114.254125,179.2277,133.6325,174.82435,77,1,74
"ZNF564",0.882562271557788,0.10890914027573,0.700986667985535,221.121775324675,261.9448,193.000762162162,10.4943370409638,NA,8.98281844846138,149.4008,261.9448,141.83305,284.6492,261.9448,247.462725,77,1,74
"ZNF674",0.720882935988566,0.221084613909144,0.552100367952787,70.7358506493507,97.9555,61.2231878378378,4.69468629164729,NA,3.16093309609687,47.3994,97.9555,39.7707,84.5968,97.9555,74.905725,77,1,74
"ZNF432",0.451171354319719,0.00501637670091781,0.768816964536533,240.64621038961,63.8432,165.199910810811,19.0490050795052,NA,13.8414280795245,132.0583,63.8432,86.4231,285.9199,63.8432,204.10425,77,1,74
"ZNF10",0.931832162718908,0.481922712383678,0.983989351086895,180.605915584416,137.701,158.214460810811,14.405469203402,NA,12.8962570307665,104.1595,137.701,79.420875,213.3121,137.701,215.703125,77,1,74
"ZNF486",0.967786701461682,0.709646322742935,0.926807764140068,69.2095246753247,97.6425,54.30095,15.5851228262461,NA,10.3627103161799,7.9402,97.6425,4.6797,65.5914,97.6425,50.81505,77,1,74
"ZNF225",0.439051554833791,0.636244868493135,0.527898022948425,69.6435961038961,24.7236,64.2691256756757,3.99670112663097,NA,4.37927827429559,46.5985,24.7236,41.912475,83.9374,24.7236,78.445975,77,1,74
"ZNF350",0.766686861874837,0.485201934863033,0.867046301860362,140.384850649351,49.7601,116.143002702703,17.6638570433994,NA,11.1695902694249,48.864,49.7601,42.948475,184.4172,49.7601,156.426025,77,1,74
"ZNF253",0.993525545049395,0.589633404408054,0.961406220350592,175.479741558442,189.3388,155.209012162162,15.3388946203638,NA,13.7475936557945,83.6681,189.3388,59.215025,241.0759,189.3388,221.3378,77,1,74
"ZNF878",0.99999202218212,0.654709136028178,0.988341650076868,8.10015324675325,8.1369,6.72759054054054,1.25399108917949,NA,0.915112878732751,2.2998,8.1369,2.2899,9.2308,8.1369,8.951625,77,1,74
"ZNF727",7.12231296162713e-09,0.282701630609356,2.01071681527054e-09,6.99435714285714,93.887,3.62535540540541,1.99917103687509,NA,0.870593999764272,0.7278,93.887,0.3709,5.3459,93.887,2.9878,77,1,74
"ZNF578",0.88282587493207,0.606889415615807,0.944695609551898,33.1546584415584,6.2591,24.4292594594595,6.86128510973981,NA,6.00166793518932,5.2658,6.2591,3.343425,29.7703,6.2591,19.5332,77,1,74
"TRIM28",0.89464768692397,0.0470906636516637,0.997830015977899,7537.91688311688,9802.7434,9486.46900540541,345.989751458464,NA,749.132384183479,5731.7365,9802.7434,5860.144025,8742.9878,9802.7434,10464.434375,77,1,74
