"gene","p-adj-BRCA basal-like c8-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BRCA basal-like c8","p-adj-LAML-like c13-BLCA nonsquamous-like c1","p-adj-LAML-like c13-BRCA basal-like c8","p-adj-LAML-like c13-GBM-like c6","p-adj-LUAD-like c10-BLCA nonsquamous-like c1","p-adj-LUAD-like c10-BRCA basal-like c8","p-adj-LUAD-like c10-GBM-like c6","p-adj-LUAD-like c10-LAML-like c13","p-adj-RNA cluster 12-BLCA nonsquamous-like c1","p-adj-RNA cluster 12-BRCA basal-like c8","p-adj-RNA cluster 12-GBM-like c6","p-adj-RNA cluster 12-LAML-like c13","p-adj-RNA cluster 12-LUAD-like c10","p-adj-RNA cluster 14-BLCA nonsquamous-like c1","p-adj-RNA cluster 14-BRCA basal-like c8","p-adj-RNA cluster 14-GBM-like c6","p-adj-RNA cluster 14-LAML-like c13","p-adj-RNA cluster 14-LUAD-like c10","p-adj-RNA cluster 14-RNA cluster 12","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-BRCA basal-like c8","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 2-LAML-like c13","p-adj-RNA cluster 2-LUAD-like c10","p-adj-RNA cluster 2-RNA cluster 12","p-adj-RNA cluster 2-RNA cluster 14","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-BRCA basal-like c8","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-LAML-like c13","p-adj-RNA cluster 3-LUAD-like c10","p-adj-RNA cluster 3-RNA cluster 12","p-adj-RNA cluster 3-RNA cluster 14","p-adj-RNA cluster 3-RNA cluster 2","p-adj-RNA cluster 5-BLCA nonsquamous-like c1","p-adj-RNA cluster 5-BRCA basal-like c8","p-adj-RNA cluster 5-GBM-like c6","p-adj-RNA cluster 5-LAML-like c13","p-adj-RNA cluster 5-LUAD-like c10","p-adj-RNA cluster 5-RNA cluster 12","p-adj-RNA cluster 5-RNA cluster 14","p-adj-RNA cluster 5-RNA cluster 2","p-adj-RNA cluster 5-RNA cluster 3","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-BRCA basal-like c8","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-LAML-like c13","p-adj-squamous-like c4-LUAD-like c10","p-adj-squamous-like c4-RNA cluster 12","p-adj-squamous-like c4-RNA cluster 14","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-squamous-like c4-RNA cluster 5","p-adj-UCEC-like c11-BLCA nonsquamous-like c1","p-adj-UCEC-like c11-BRCA basal-like c8","p-adj-UCEC-like c11-GBM-like c6","p-adj-UCEC-like c11-LAML-like c13","p-adj-UCEC-like c11-LUAD-like c10","p-adj-UCEC-like c11-RNA cluster 12","p-adj-UCEC-like c11-RNA cluster 14","p-adj-UCEC-like c11-RNA cluster 2","p-adj-UCEC-like c11-RNA cluster 3","p-adj-UCEC-like c11-RNA cluster 5","p-adj-UCEC-like c11-squamous-like c4","mean-BLCA nonsquamous-like c1","mean-BRCA basal-like c8","mean-GBM-like c6","mean-LAML-like c13","mean-LUAD-like c10","mean-RNA cluster 12","mean-RNA cluster 14","mean-RNA cluster 2","mean-RNA cluster 3","mean-RNA cluster 5","mean-squamous-like c4","mean-UCEC-like c11","SEM-BLCA nonsquamous-like c1","SEM-BRCA basal-like c8","SEM-GBM-like c6","SEM-LAML-like c13","SEM-LUAD-like c10","SEM-RNA cluster 12","SEM-RNA cluster 14","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-RNA cluster 5","SEM-squamous-like c4","SEM-UCEC-like c11","Q1-BLCA nonsquamous-like c1","Q1-BRCA basal-like c8","Q1-GBM-like c6","Q1-LAML-like c13","Q1-LUAD-like c10","Q1-RNA cluster 12","Q1-RNA cluster 14","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-RNA cluster 5","Q1-squamous-like c4","Q1-UCEC-like c11","Q3-BLCA nonsquamous-like c1","Q3-BRCA basal-like c8","Q3-GBM-like c6","Q3-LAML-like c13","Q3-LUAD-like c10","Q3-RNA cluster 12","Q3-RNA cluster 14","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-RNA cluster 5","Q3-squamous-like c4","Q3-UCEC-like c11","count-BLCA nonsquamous-like c1","count-BRCA basal-like c8","count-GBM-like c6","count-LAML-like c13","count-LUAD-like c10","count-RNA cluster 12","count-RNA cluster 14","count-RNA cluster 2","count-RNA cluster 3","count-RNA cluster 5","count-squamous-like c4","count-UCEC-like c11"
"ZNF675",0.999999980771225,0.976324972958077,0.966982380021323,0.999999858758665,0.99997378290906,0.99909744913463,0.996175921879052,0.992905283362731,0.999761397708849,0.999996301459066,0.999903590870593,0.999999999986835,0.253204399996007,0.988596812950025,0.00606445117964327,0.996561330766546,0.990946711950529,0.999999999969649,0.99995460206463,0.999999645281025,0.655092649190004,0.999847087024201,0.99882657263268,0.999885850226216,0.999999985381035,0.999999999864848,0.684135356265112,0.99999903598365,0.999609982551015,0.998003552933562,0.999844403872647,0.999999928465813,0.999999999944846,0.446384249772742,0.999999093320862,1,0,1.38555944495522e-10,0,0,0,0,0,0,0,0.999654400307554,0.998317946183666,0.995519183669058,0.999999995365297,0.682441916442733,0.0391240279809129,0.99995927224226,0.999999999997556,0.999999999409451,0,0.99999999999969,0.999999870444045,0.998956958990466,0.999999999919673,0.999983072986394,0.999949816181795,0.999877064819722,0.999999203408376,0.99999809607088,9.16700049202746e-12,0.999999486010773,262.5972,305.9063,128.150166666667,220.02015,178.901015254237,324.998044444444,145.98545,190.16415,187.396283333333,1424.9357,198.003022026432,246.1777,27.3674419900728,0,27.3011028278916,48.2336024064224,4.02348223448406,78.521881351815,74.5954156976207,61.1261175098694,17.205080746602,0,9.79539068381989,0,215.1954,305.9063,73.791575,136.4771,118.1894,169.8232,16.7824,77.917875,135.4115,1424.9357,89.44845,246.1777,309.999,305.9063,172.132925,303.5632,208.2297,293.0785,275.1885,252.274425,228.3565,1424.9357,251.8179,246.1777,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF860",0.910071648886313,0.992524137237429,0.999750804652393,0.846111083786041,0.999999999976046,0.999808817681214,0.999999999733858,0.816775795321136,0.928708638346302,0.514039130587384,0.616945065745234,0.999999991971969,0.999090378695208,0.999999999999315,0.000620809025254077,0.994927522220103,0.999918793428007,1,0.999962348076104,0.975274768564682,0.999913656209614,0.999999999981488,0.901698092241549,0.990489429221243,0.790242208831935,1,0.340110384214708,0.994860263964469,0.674287549777863,0.999999995291913,0.999411838257568,1,0.0142594030016541,1,0.999935934510944,0.44844803329132,0.936336606492116,0.229217161125453,0.332514823519552,0.127757241026123,0.689888687138527,0.0428027248795306,0.40041108512053,0.823363677681607,0.0536006422998876,0.873514906670279,0.999836416967566,0.999999997322537,0.999802153362438,0,0.976452856200699,0.999999999995403,0.630312513021012,0.994539407707976,0.096130591384108,0.999907264710848,0.999814394098934,0.999999999995109,0.999908723285356,0.999896884125753,0.999876606713189,0.999999999959799,0.999962560915822,0.999893244296406,0.739782355915386,0.999999975516629,66.93635,16.2933,39.8761666666667,21.7325,63.0103296610169,24.2788333333333,38.6135,63.17935,24.0824166666667,114.9865,35.8978806167401,44.3164,20.4331477144573,0,10.6568861294053,8.27256333208355,1.62062742752232,3.01251280929124,11.9359662601456,23.0165298783675,6.10282678822658,0,1.12633959597768,0,31.5451,16.2933,20.61885,7.404,33.7967,15.9982,17.9398,24.91215,9.2632,114.9865,20.5176,44.3164,102.3276,16.2933,61.9245,36.061,79.8033,32.0941,59.2872,77.01125,28.5332,114.9865,45.705025,44.3164,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF695",0.579954968444231,0.980484876907616,0.982541325203335,0.00340175382209229,0.993186347132731,0.0772348077156616,0.999087981727799,0.049041493408627,0.0754567260216948,4.32275581996322e-09,0.00848353174137684,0.999999986853517,0.234566804050323,0.970362247696837,0,9.82252057468713e-11,0.0129911656464369,5.81736625537843e-09,0.0791152076473369,0,6.77997412124043e-06,0.456706645330438,0.999991862676037,0.994715197499302,0.457896317373624,9.62673834559169e-06,0.915543934034434,2.61908300269731e-07,0.546152870669974,0.999774018443549,0.999276554953615,0.211534199244272,2.57910821033214e-07,0.53992029589855,5.50713286084914e-09,0.999999965923803,0.999999999987061,0.686416686379262,0.989629254678767,0.0282361657909147,0.999999339154829,0.108677263630893,1.70300799573475e-07,0.706183655368857,0.78911018310346,1,0.300954376272604,0.760377512933138,2.01343699546275e-06,0,0,0,0.0068581890507311,0.00188950451139247,0.999999996406082,0.38318075185063,0.999999999115939,0.921793822821868,0.999449414692567,0.0161461955522052,1,0.0333130260074539,0.999407833951675,0.994943067035858,0.513941023378359,0.141330562934664,57.4074,154.4236,100.582066666667,205.3238,33.8839734463277,166.271777777778,319.75225,131.39215,123.466433333333,50.1141,60.1066414096916,166.8159,27.9682326801915,0,34.0462649154027,51.5736025811978,1.6762745807419,15.5480776364472,180.651888866463,42.7928054558782,19.8937664850505,0,2.37494340131918,0,8.965,154.4236,29.45655,115.9957,3.655,120.4626,6.854,40.70765,55.2911,50.1141,23.925825,166.8159,105.8498,154.4236,167.93595,294.6519,50.9594,220.3973,632.6505,195.62145,182.4754,50.1141,82.991975,166.8159,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF665",0.539611502877488,0.999675653488671,0.864952610330804,0.995980364002048,0.97308153847941,0.999999933525501,0.993208712642129,0.755496723970082,1,0.999999899803035,0.984895104997079,0.891146806258804,0.999999939620425,1,0.999996922616667,0.999237004864798,0.943433068069674,0.999999999988245,0.999999999963746,0.999999999999789,1,0.518239279607494,0.999935782497439,0.918112351752043,0.997419785833401,0.501058232957822,0.90570203219513,0.987491129308166,0.753686553583307,0.995907519967439,0.991832231517957,0.999982701301379,0.798065197215928,0.994423815095837,0.999628151087743,0.999985202075334,0.998311658324575,0.201247348150288,0.883161184225493,0.797583065095605,0.704443855262708,0.659687048875784,0.872418319876748,0.182637593672066,0.316538759726219,0.239319723898913,0.999682340250231,0.695569189539278,0.990651503557786,0,0.216384192942598,0.958141911883122,1,0.999606888534382,0.0887562290545941,0.986174945565063,0.999498250792956,0.999952086699879,0.99999991515631,0.999914689612799,0.999997094609092,0.999997014023694,0.999999843919172,1,0.755576142446588,0.999999831770226,34.8973,4.888,26.7056333333333,23.1078,26.0115968926554,24.1015888888889,25.08,13.397575,17.64835,47.9989,13.8618616740088,18.1697,0.136601073690265,0,1.41275645003345,4.43566664813006,0.645049767545175,5.12664087473362,1.22346295543974,2.18049449001417,1.93645429248767,0,0.621656561774579,0,34.6607,4.888,24.46175,15.425,12.7119,8.3638,22.9609,10.021825,13.5717,47.9989,4.130675,18.1697,35.1339,4.888,29.502875,30.7906,35.7532,27.9217,27.1991,15.0122,23.8938,47.9989,20.1487,18.1697,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF624",0.0145256307787299,0.836775354017678,0.357373588166299,0.216796441491266,0.958434382781162,0.987699987915207,0.00294376437084531,0.915753537173716,0.552952154032457,0.999999999427847,0.0147429672294236,0.930330428041521,0.78606369725945,0.999999999986924,1,0.0531334708955258,0.997889653570713,0.817947564969783,0.999995257549714,0.999996169929851,0.999996379186725,0.13735548334157,0.849576578429332,0.989427735193526,0.99999999943638,0.99990096461485,0.999994400104545,0.999520598075478,0.0524403797168274,0.880293211336445,0.944785092931372,1,0.999994278913729,0.999999933561761,0.999888262174982,0.999999999740602,0.888191132229911,0.855851581461455,0.999999926707392,0.999990859619357,0.999449507967679,0.999776677597569,0.99764252052972,0.999999293880119,0.999986985023564,0.0286461785604112,0.684290167009849,0.954608194719694,0.999999858157868,2.45308984924142e-05,0.990910095851695,0.993189083839767,0.999999999996314,0.999997027889019,0.999999582359523,0.237483624783617,0.999553149521826,0.953787456567384,0.999999035851369,0.99999978507747,0.999999688952687,1,0.999943509176572,0.999989537950679,0.999227843445974,0.999592416425088,154.6405,42.7699,114.300633333333,86.49675,82.4224322033898,83.3171222222222,73.15165,91.46585,88.01665,103.9098,93.2943308370044,72.4573,27.4137454816618,0,9.16250989968239,3.49467231189135,1.24462457265209,9.55883090127588,13.1661553462214,10.9428380019112,7.69799389905735,0,1.82909459517002,0,107.1585,42.7699,95.432275,80.4438,59.7058,55.8711,50.3472,76.81175,67.3206,103.9098,65.847775,72.4573,202.1225,42.7699,133.067425,92.5497,100.1404,121.2708,95.9561,102.37675,101.378,103.9098,108.8318,72.4573,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF841",0.999670129467858,0.939743702434315,0.999999973342641,0.99999998899878,0.999991121496266,0.990842165161477,0.999879344955361,0.999998592300767,0.948156533188374,0.999999986172593,0.999848148056334,0.999999835835806,0.990457082922624,0.999999914530363,0.99999999988708,0.999999986106825,0.996033043196481,0.795018802460731,0.999981152711869,0.991249985606441,0.992595108075832,0.899015060727876,0.999999898045486,1,0.981617891597072,0.834503329155549,0.969082545460677,0.705260654693781,0.994101827567994,1,0.999960618125536,0.99985868457176,0.998605819886999,0.999980018284887,0.943154602009172,0.999792306470184,0.99993932471625,0.979690685264081,0.750459106023142,0.998816349077375,0.971376451335899,0.972068887503648,0.999999472469917,0.686936301129266,0.902808027409271,0.961043098533117,1,0.999971367841885,0.997925820467966,1.02775994348381e-06,0.986744446631091,0.79161579734843,0.999700756932058,0.999999999466036,0.797177880511682,0.915851527437901,0.999953610615834,0.999998097041433,0.974441940041664,0.960696227335472,0.981439236020844,0.799832778162437,0.999998682114418,0.998545795287504,0.71952610208408,0.99880603952142,284.09775,195.5193,161.887866666667,257.2661,237.832676553672,231.889644444444,311.5155,158.6235,203.133616666667,358.6734,194.736230837004,111.6774,58.3459501063056,0,4.95698048107694,5.35619391732599,4.99617785153038,25.2678387722316,37.9892435674889,19.6872889739439,22.0446508690157,0,5.57054059290878,0,183.0396,195.5193,151.728,247.9889,151.0534,179.799,245.7162,106.9119,120.2614,358.6734,119.785,111.6774,385.1559,195.5193,170.55435,266.5433,296.0008,310.7323,377.3148,210.03425,251.7033,358.6734,236.688325,111.6774,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF615",0.999999469404339,0.999997953168723,0.999503425936167,1,0.999998694761691,0.999999363965717,0.999999996201242,0.9998949357536,0.999999362909967,0.999999999816981,0.999998197443851,0.999999999996924,0.985350829921337,0.999993890323609,0.868764674931882,0.530539886386751,0.512914718413327,0.729016640871682,0.565082722621379,0.154319061129221,0.041580660239858,0.999999999987844,0.999999946550129,0.999801702545879,0.999999999707041,0.999955447797988,0.999999773057439,0.211649088119721,0.999999977531053,0.999999998712707,0.997564453341206,0.999999868021659,0.9943097080879,0.999999999604024,0.0961625514957499,0.999999999923841,0.782274586327433,0.701948073451724,0.913926887277372,0.804709847973695,0.634126993499761,0.325572007490464,1,0.575393970965429,0.437775319151531,0.99996242354552,1,0.919826148643086,0.999900786064101,1.363908985752e-12,0.999999998827891,0.00876182593837216,0.99996836667424,0.999998264153264,0.20886864467535,0.999297578042458,0.999999839009393,0.976363380050345,0.998951660026771,0.982760101958422,0.999956651987537,0.228728325227355,0.999553821010291,0.999840796786723,0.424327236433779,0.999980112666457,192.1192,129.5316,245.140233333333,197.6852,214.995406779661,147.261333333333,455.0783,175.61225,161.070966666667,461.5283,137.422215418502,64.9236,16.3431695400046,0,19.757598140676,16.6006677600632,7.90839950054575,21.8192727737347,69.0363697632149,33.3944692189173,12.9063413905919,0,3.27148836015161,0,163.812,129.5316,207.622875,168.932,131.405,65.8651,335.5038,127.387075,108.9325,461.5283,86.8975,64.9236,220.4264,129.5316,286.4094,226.4384,228.6013,214.1726,574.6528,189.643475,182.249,461.5283,184.909,64.9236,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF433",0.908652453684969,0.99999921366615,0.973172844436464,0.999999731907348,0.738398567449817,0.999183404840734,0.916762278219961,0.0891259988358205,0.259832606371694,0.997573114484792,0.950969768516467,0.127310160195606,0.458288466326714,0.998687578988897,1,0.00510360771644314,0.906851754175776,0.00678665724866989,0.000957943686525797,1.22206578190287e-10,8.47454562080685e-09,0.609917952046731,0.0342477968328125,0.128917714071099,0.890189276021947,0.959285168771508,0.992048818231291,2.82764800463298e-09,0.806145827844054,0.063878423907438,0.235916813574011,0.975940320198296,0.999182001437651,0.999959389862207,3.25030413694805e-09,0.99999481961283,0,0,0,0,0,0,0,0,0,0.480555360425946,0.0182090503102195,0.0234055789232445,0.857168797265158,1.63833593025409e-07,0.955564538873388,5.49338352584527e-13,0.999999739302784,0.999999952181344,0,0.999999999851881,0.922084595311967,0.999990486228256,0.999999999999117,0.999366325477157,0.99950841901738,0.0325468105185259,0.959964531777753,0.992426702089654,0,0.967466772995315,105.2555,161.3035,116.9694,93.66105,73.2719211864407,72.6544777777778,217.52415,52.843575,62.7582166666667,519.549,58.6763127753304,98.1609,1.85941427695211,0,12.9707264865157,2.77893118317696,1.53711553115904,12.5995845002442,28.4392638973099,9.08285971877702,3.86260640890659,0,1.87953381496879,0,102.0349,161.3035,90.5946,88.8478,46.6689,30.4601,168.2659,36.2706,52.2876,519.549,30.630675,98.1609,108.4761,161.3035,143.819925,98.4743,95.4169,93.073,266.7824,59.654425,68.7729,519.549,76.617075,98.1609,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF595",0.0424212604358716,0.00037183134968688,1,0.0372098941689766,0.999989265147704,0.999454048780285,3.97053517842139e-08,0.999999946584154,0.999998641591396,0.943643279999761,6.10558166420638e-05,0.999999999742846,0.99999919610576,0.999978896072255,0.867797871381588,0.442307793166657,0.961708922005274,0.711311009004299,0.997254505961288,0.132438427745668,0.745899953697235,0.0121880331319089,0.99977313964456,0.985409671728873,0.999999999912174,0.384634850194653,0.995474359743206,0.998000291848132,0.0060674149279687,0.999560426558413,0.966391998099489,0.99999999897775,0.0972714812989817,0.980523611002806,0.99754615546169,1,0.0136922878162858,0.99999999221054,0.999999992080472,0.998993615393056,1,0.999982512967898,0.845946323646936,0.992222242026163,0.987477965862875,8.73434891079938e-09,0.999995860006196,0.999783490500183,0.850838571549383,0.629589596263211,0.5407332350375,0.067612466296774,0.190907414060866,0.0276589456666675,1,0.163301007129888,7.03713595340272e-06,3.77364195447427e-09,1.78737482126046e-06,2.65010235978025e-13,3.74422381987927e-10,0.000136168502636091,1.94229471728313e-07,6.48447658901929e-08,1.41274950116177e-06,0,634.75615,207.332,199.442,281.4155,170.68288559322,230.905766666667,388.4171,298.96725,302.14255,164.0404,152.037920704846,1000,191.096155236103,0,19.686732548428,34.8336779362061,4.83628903800239,53.2000363284583,61.4154039449388,101.054321667823,71.2742605866704,0,7.74508645454844,0,303.7679,207.332,163.57625,221.0818,106.6246,96.0338,282.0425,82.0607,139.4784,164.0404,69.466425,1000,965.7444,207.332,240.254375,341.7492,191.623,188.4905,494.7917,427.04885,430.0884,164.0404,171.0817,1000,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF460",0.999998802171263,0.999996584516854,1,0.99999997911922,0.999999999821348,0.99999999998321,0.999973561869175,0.999999999999332,1,0.999999999962223,0.999490408009495,0.990846092213739,0.866538387810614,0.98378228546059,0.0474115555897932,0.999999999999496,0.999990848813827,0.999962844344786,0.999999319982587,0.999702870598184,0.999931233095192,0.999999999999237,0.999999671211588,0.999998630049018,0.99999999896531,0.999950889408521,0.980527653053428,0.999999996763312,0.999999993409357,0.999853829206227,0.997733907860471,0.999943474093681,0.887955780539451,0.999657172301256,0.999999999998106,0.999995176214935,0.243133453408047,0.219407336551837,0.0556510930698009,0.131645969425007,0.011618483044557,0.359554487914856,0.298958200432282,0.103407685516914,0.177314059770693,0.996623615896084,0.977736542594494,0.631928351063153,0.942155399971104,0,0.999999999486736,0.999358319954431,0.87352377633357,0.986902108023792,0.327281700516058,0.999999999983679,0.999999997660119,0.999999999339392,1,0.999999998916956,0.999626102819921,0.999999997120011,1,0.999999736121669,0.369857799264868,0.99865920906294,65.3786,48.4725,51.4534,55.9331,52.1864316384181,85.0057666666667,69.01625,62.1315,72.30995,161.9305,87.2865911894273,59.384,21.3325150962875,0,9.97980878220286,15.7972848604858,1.23931547684152,6.29276304427336,22.6329099750967,8.85996873845662,6.72892358843635,0,2.51990077995343,0,28.4296,48.4725,32.026075,28.5714,32.5956,70.7071,29.8149,47.548625,48.8116,161.9305,54.74015,59.384,102.3276,48.4725,72.327325,83.2948,62.0778,99.7593,108.2176,68.546175,91.1245,161.9305,105.642,59.384,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF81",0.999999999550767,0.999864928579452,0.999999948254499,0.999917476692202,0.999999942421773,1,0.99999986308838,1,0.999922252641072,0.999979751031607,0.99986257615214,0.999999992767918,0.999999999996454,0.999999999989227,0.99893662912212,0.999822722865489,0.999999783304116,1,1,0.999930107248382,0.999999999347811,0.999998610235957,0.999999999999618,0.999999947385481,0.999999959121668,0.999999995209103,0.999999994460207,0.999999730913284,0.999426967624572,0.999999792843987,1,1,0.996442861315773,0.999999999358116,1,0.999999144618995,0.0267266831373052,0.176376366214842,0.0845629673495681,0.143914584218321,0.00426201577130969,0.0257451213110937,0.161324879386325,0.0300865079672615,0.0484356191340869,0.99843064728415,0.999999735316746,1,1,9.67165141521065e-05,0.99999999094003,1,0.999994930018918,1,0.0196352162619006,0.926584397859169,0.992449775640704,0.996265175267247,0.998214274561596,0.900260081322299,0.984837624967696,0.998858588529467,0.975300259926764,0.994474164464001,0.883840802201755,0.987998403135596,96.9276,105.9063,119.029133333333,119.9643,105.752297175141,115.887411111111,121.81795,110.335725,119.879933333333,235.775,119.173430396476,158.8744,6.77104848700209,0,8.29390712931955,40.763469345972,1.72536993520777,11.2143870621419,0.501630781385407,12.6649570763295,12.8293922907596,0,2.21005197796891,0,85.1998,105.9063,101.69235,49.3599,76.659,84.3363,120.9491,77.7199,71.7789,235.775,86.86105,158.8744,108.6554,105.9063,135.358575,190.5687,132.8336,134.935,122.6868,138.592975,143.7908,235.775,143.520875,158.8744,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF780A",0.881024590449192,0.999999526376745,0.956653905355421,0.999965136644571,0.992657672835378,0.999999994842156,0.94747250034999,0.997697211069259,0.993393719317537,0.999991918027124,0.821822856560415,0.999980255557316,0.936138131134634,0.998334954777282,0.996261506110461,0.999996973301753,0.984246099316115,0.999999999998886,0.999999999998054,0.999840207946908,0.992803416789893,0.773712834270632,0.999999877070256,0.903186666498015,0.993361469998481,0.992049621611775,0.999999894274499,0.980706393986344,0.754872783610378,0.999999127679992,0.890183613315857,0.994073071327719,0.985308953723217,0.999999991345846,0.981327222712124,1,0.000135859829064611,2.03369655615848e-06,5.5308140832766e-06,9.39072011840736e-06,6.8721217605372e-10,7.1026995396295e-10,1.68941614614448e-05,2.55901189127883e-09,8.21256729288677e-10,0.385038687866103,0.999999979688522,0.477286663168987,0.934938730836703,1.72084568816899e-14,0.998448591120315,0.862205450721425,0.999999999855417,0.999999689320164,5.73840974738005e-12,0.999995001951324,0.998024761189027,0.999999999420376,1,0.999999831204808,0.999914895774154,0.999999999999763,0.999386164077214,0.999574027360953,0.000308143002154093,0.995862404778925,363.0064,202.444,332.3538,312.2346,281.025002259887,253.051411111111,322.9625,235.521525,240.866616666667,820.4655,227.518768281938,311.5444,23.1839042044979,0,37.1007213840558,48.7833842002582,3.9016223026987,40.048670447918,7.04286499373657,25.8355504007888,32.1925930771181,0,5.64475548506557,0,322.8507,202.444,263.20065,227.7393,211.3127,176.1803,310.7639,174.47825,173.8743,820.4655,146.9979,311.5444,403.1621,202.444,409.636425,396.7299,330.6685,239.0546,335.1611,289.471175,322.8615,820.4655,279.018375,311.5444,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF461",1,0.999938173324945,0.99999954220091,0.999999550886794,0.999999999093327,0.99999999966342,0.99999167663804,0.999995436839716,0.835689711688142,0.991475848918587,0.999931961096554,0.999999837816129,0.99999999999923,0.999999999995683,0.188001088463003,1,0.999999999970522,0.999792528263027,0.999997162228928,0.999999235517717,0.999729064821353,0.955628494238682,0.986246165197695,0.372717709073419,0.739692995307655,0.875116299605199,0.117598817457553,0.972973684621481,0.999999993001132,1,0.999993325544264,0.999999999335301,0.928470704103853,0.999988966238821,0.999999830255859,0.479848267562946,0.999997944724521,0.99999996853315,1,0.999999999996475,0.99770229300101,1,0.999992303633178,0.888493084462333,0.999999960395684,0.999997883105646,0.999998339494868,0.877630332362821,0.99497488267256,0.999990172413098,0.268365317895888,0.999999871619412,0.830950307787631,0.960130568152097,0.9985476350687,0.663019431770736,0.878931492916412,0.89942129830572,0.870107685507621,0.142737465673731,0.782724078813034,0.615437114896225,0.0390864901554748,0.623606451893164,0.97312310478107,0.161788427951152,139.48955,147.8615,178.936433333333,166.3527,114.324433898305,173.594533333333,134.35405,60.89345,154.372,177.4906,117.391018942731,297.3632,12.3273808751427,0,35.5469913043253,50.7205675584701,3.33169094680196,22.0373327141642,15.4239990439412,14.0914564221045,16.7968420050805,0,4.30708015127575,0,118.1379,147.8615,115.509825,78.5021,69.7134,126.2626,107.6389,36.79825,147.7432,177.4906,67.610875,297.3632,160.8412,147.8615,252.2325,254.2033,134.5566,205.2333,161.0692,92.20575,175.5709,177.4906,147.46705,297.3632,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF181",0.999992681277401,0.999999735776415,0.99999999676776,0.913737121957688,0.788677981205493,0.590998475935159,0.999999995986171,0.999998219678568,0.99999998865351,0.332666743470696,0.893519127081856,0.782058462070536,0.353983297806518,0.999999828037879,0.000793922018036852,0.99999999968549,0.999999872756167,0.999999999981907,0.81565266977327,1,0.747259372312161,0.999903370590065,1,0.999999972414998,0.310350284781122,0.999507742933034,0.0687719783592072,0.999998845299418,0.999984826168401,0.999999999961406,0.999999999983715,0.315694792426237,0.999911565627114,0.0384943472351409,0.999999970234998,0.999999999816027,0.786472942020029,0.631463999259984,0.485502966915305,0.999992157161295,0.364143236572309,0.998709344985416,0.670794623145341,0.287810584255519,0.307057743013829,0.999999999937016,0.99999387022656,0.999999720022506,0.391573238424878,0.999893116571065,0.00195976476691995,0.99999999999981,0.998316485855012,0.999457167032771,0.406529431846559,0.989616772328722,0.937096007678862,0.914842897474483,1,0.889317746066509,0.999999999981991,0.96917240190145,0.783658419831635,0.817061006301966,0.999989588276426,0.913174233913371,187.5378,146.2322,165.090066666667,283.86065,175.723521751412,265.3965,174.356,149.88015,157.98065,325.4434,179.45870660793,276.0913,19.0108164587952,0,15.2760094297053,3.89454510833209,3.01334973467542,38.2078579908935,16.4675885230149,14.7505448670428,12.7393679341655,0,4.34735496355519,0,154.6101,146.2322,133.300075,277.1151,127.2183,168.8447,145.8333,131.540275,137.3959,325.4434,124.83325,276.0913,220.4655,146.2322,195.8023,290.6062,205.9049,253.0027,202.8787,159.594725,188.0784,325.4434,202.84955,276.0913,4,2,6,4,708,18,4,8,12,2,454,2
