"gene","p-adj-hyper-methylated-CpG island hyper-methylated","p-adj-hypo-methylated-CpG island hyper-methylated","p-adj-hypo-methylated-hyper-methylated","p-adj-normal-like-CpG island hyper-methylated","p-adj-normal-like-hyper-methylated","p-adj-normal-like-hypo-methylated","mean-CpG island hyper-methylated","mean-hyper-methylated","mean-hypo-methylated","mean-normal-like","SEM-CpG island hyper-methylated","SEM-hyper-methylated","SEM-hypo-methylated","SEM-normal-like","Q1-CpG island hyper-methylated","Q1-hyper-methylated","Q1-hypo-methylated","Q1-normal-like","Q3-CpG island hyper-methylated","Q3-hyper-methylated","Q3-hypo-methylated","Q3-normal-like","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF208",0.375517732864036,0.889950346604333,0.922581561483726,0.0299157924915624,0.400292504054312,0.305381878497257,2.86126595744681,7.11767589285714,5.28207222222222,10.5575285714286,0.446431727998684,1.01942843735218,1.16769288297997,2.64255791179284,0.6039,1.965925,0.46195,2.12935,4.2772,8.460275,5.7773,9.608575,12.5532909090909,8.64916,6.38205,3.86715,2.260275,12.894075,1.656775,7.577275,2.39154992548491,1.03784196494402,0.6889954245971,0.605941664512187,-0.537433692412065,-0.722749186288156,"HNSC"
"ZNF714",0.99338630721395,0.357680896829027,0.143781144694357,0.476270358638553,0.144263981676227,0.957079833602905,113.596312765957,109.618049107143,144.839730555556,136.133378571429,14.033685940336,7.0877220231131,14.3478727876256,10.1889778703587,57.26545,63.760675,82.644475,61.48995,148.5716,138.149375,173.204175,187.420975,142.560829545455,117.247079615385,121.1446,98.0731,67.72745,166.334575,58.535775,155.846425,15.1886463788329,3.70489708420804,0.822435447304978,0.809554037076353,-0.282025648267757,-0.304800712419842,"HNSC"
"ZNF394",0.978371264375162,0.999903028776815,0.972005887225442,0.0443713741764834,0.0249896944268744,0.065795949749439,419.154674468085,432.012636607143,416.504938888889,507.876158333333,19.8658027058975,13.8112231863898,29.6950478573112,27.0302990119182,349.03255,342.295225,282.968075,369.591075,461.51025,463.182175,486.346025,559.989275,495.704245454545,492.367822307692,486.87235,441.43955,409.554625,544.8309,370.951775,550.905775,16.7128101301401,10.4731343174587,0.993269327068616,0.906684370143427,-0.00974313429130976,-0.141327679610859,"HNSC"
"ZNF333",0.660360232931593,0.433621501221811,0.89578211623132,7.79966381639907e-05,0.000196644529178891,0.0835655665558862,89.6679531914894,98.4559714285714,104.391930555556,125.27254047619,4.57872224553895,3.59381144246853,8.34839209302617,5.86964535195341,68.92695,74.843925,69.5932,88.276225,107.81915,121.363975,118.62015,153.774925,110.429040909091,107.750147884615,97.4575,100.73395,82.873,136.42145,76.839525,130.50845,6.05880939426196,2.14797799937701,0.975741045992776,1.03361926993818,-0.0354297762301451,0.0477048718018866,"HNSC"
"ZNF382",0.141007783297278,0.115431059939722,0.918757262890113,0.0340419770776552,0.826430712791096,0.999999937252676,6.96216595744681,9.8974625,10.8628444444444,10.8715964285714,0.639328898781073,0.654611543542726,1.58635068432483,1.04644704050072,4.17505,5.19215,5.761525,5.1816,8.67195,12.957275,13.240075,13.26,15.1159727272727,9.45249807692308,10.1919,7.23015,5.233225,21.719825,4.09105,11.959575,1.89189105218953,0.374100100489658,0.625331776357903,0.709401583610514,-0.677306264941739,-0.495325544055358,"HNSC"
"ZNF577",0.10587985590787,5.79909231523956e-07,0.000159442221356554,0.0182296278056185,0.762992147798967,0.00433410675430113,29.3551531914894,43.51574375,72.7664972222222,48.5583654761905,3.43520814841147,2.8122212180147,10.0712342572696,3.79493433366453,9.7821,23.205375,40.158575,26.33125,42.4086,52.0197,76.909225,60.2805,71.3806318181818,54.4189294230769,59.64765,44.2142,44.043,92.00075,26.4897,70.3118,5.32536625687773,1.81747811623243,0.762376684500228,0.741256361315157,-0.391424096403212,-0.431955514252734,"HNSC"
"ZNF75A",0.897730799506537,0.0407621674067644,0.0713705016192244,0.297454560658723,0.516572780404631,0.528812962340683,169.920693617021,181.9916125,228.575902777778,201.725088095238,10.6771531257627,8.68628831342127,24.3509686925043,10.6448322303054,121.71035,122.79555,118.013825,131.743375,208.4926,217.17775,280.5579,253.7861,158.763793181818,217.4515675,155.88305,192.34225,136.221975,184.77365,133.300025,273.972825,5.43430574295574,5.06914665487415,1.36965464947648,1.23388816166992,0.453812171801882,0.303211636046323,"HNSC"
"ZNF496",0.416262484299769,0.510121770778917,0.0157290509886241,0.00166727265892297,2.53334886402001e-09,0.268923522644322,312.777185106383,275.742875892857,355.265319444444,405.333286904762,19.03525545795,9.99591617583219,26.0886792815876,18.5392701448266,220.084,194.74065,282.5987,294.17845,385.127,346.3867,392.195125,477.40955,253.501154545455,290.095677692308,216.79195,267.51885,168.826175,324.82565,186.074225,352.411625,16.3981459325648,6.50802666053044,1.14435643582164,1.23398885429095,0.194536482273587,0.303329363748434,"HNSC"
"ZNF2",0.825602975218672,0.0659542925089645,0.161363757412774,0.0165196366318427,0.0343569940935905,0.999991640976852,91.2211872340426,96.0705535714286,109.021841666667,108.837379761905,3.96765412431694,2.32141507513033,7.60682164399049,4.07550706471939,75.17825,79.131025,81.016375,85.295625,102.24875,108.8217,124.839975,124.95575,89.5331363636364,100.727614615385,88.6558,96.53265,74.44205,104.73985,78.6562,118.38285,4.36667269838019,1.51829723506559,1.12503167772747,1.08884754296955,0.169965624248462,0.122801966543944,"HNSC"
"ZNF589",0.864089527809275,0.000111359996022187,1.51026691819212e-07,0.275592803265564,0.0080716800719165,0.00848727451240217,198.991210638298,180.549063392857,330.366319444444,243.671772619048,17.9002895410952,8.49129264233373,40.3458927350763,14.5062643514425,114.4356,118.212975,181.3026,149.77675,242.0242,227.154325,367.368025,317.4198,256.163052272727,258.686671346154,220.17615,209.3995,161.650925,330.65845,141.784825,318.569325,20.0394784046414,7.74658907373734,1.00985161228771,0.951054417111027,0.0141433187748698,-0.0724002038013419,"HNSC"
"PRDM9",0.999050584250624,0.183470688022387,0.0686917976198859,0.875197491950073,0.679096338235945,0.405682057073892,0.346282978723404,0.260998214285714,1.93092777777778,0.832553571428571,0.218814208682951,0.0899525333857782,1.02821134663984,0.524388058684935,0,0,0,0,0,0,0.777675,0.313625,0.0710772727272727,0.674233076923077,0,0,0,0,0,0,0.035787289702725,0.13348316470824,9.48591653917484,NA,3.2457871750748,NA,"HNSC"
"ZNF12",0.998437663127219,0.123543400005482,0.0366692867931839,0.00573694135825698,9.98001498749845e-05,0.939629335138043,594.241519148936,587.663275892857,707.364219444444,733.835779761905,37.8420035821041,19.8165163368918,41.2260999015273,25.6658062188687,428.0662,449.629975,561.242275,587.181025,670.92155,667.5967,831.8908,881.5012,518.104990909091,613.209150192308,537.85225,580.48525,451.7834,590.983075,440.125725,727.022575,20.0457274464399,10.574923937697,1.18356155789262,1.07926526290445,0.243134743636414,0.110049495450151,"HNSC"
"ZNF202",0.821275489025662,0.145703873746612,0.0070264003080398,0.848997214592921,0.165729225840515,0.364632823217251,203.948214893617,192.789401785714,238.862677777778,214.880529761905,11.2640949688959,5.71821742409831,15.7651063761115,8.55324252033799,142.9041,149.9116,170.502875,157.425175,247.55145,220.192925,298.1973,266.445525,214.654543181818,218.944449807692,209.612,205.7718,190.58795,238.303375,159.663975,270.7992,7.05759200348365,3.44465261827381,1.0199851657565,0.981679483999008,0.0285481703877908,-0.026676029944448,"HNSC"
"ZNF3",0.993441002411249,0.6573679591927,0.395800749734097,4.25355685241824e-05,2.22653655512772e-08,0.0207621057164257,438.040955319149,426.952773214286,499.3854,638.347928571429,29.7589157037167,16.7103781557027,37.0366056593143,35.470786396159,315.258,323.375125,347.939025,405.79025,511.8296,501.288525,589.559575,798.2564,420.252559090909,516.297830961538,379.90125,451.8127,335.52775,449.62465,356.0198,601.025425,22.6279886480793,10.7483747863181,1.22854178943822,1.18928984834875,0.296946932498522,0.250100365053996,"HNSC"
"ZNF606",0.26556479704577,1.97560670680552e-05,0.000892780665439186,0.000404017456099304,0.020654944394217,0.389472063278959,76.192414893617,100.754290178571,157.768708333333,133.283001190476,12.2524707615817,7.06960256725998,13.4163796598201,8.32640296458124,17.3938,49.1678,93.0875,83.590725,97.9067,133.297625,205.523825,168.9575,119.957390909091,118.145503269231,115.93955,104.7271,86.616625,151.183575,52.91265,166.464975,7.46359290006104,3.70507786484017,0.984895573118681,0.903290550981093,-0.0219573288264146,-0.146737977572694,"HNSC"
"ZNF91",0.476282378709327,0.000114629772022368,0.00137983320931534,0.0212057248540544,0.221473009157922,0.13014487359105,99.9845787234043,129.517583035714,213.663988888889,162.271128571429,13.1270823091004,8.83080081185869,19.2814074806954,17.0452121289637,25.58575,64.1157,138.149025,52.31335,149.352,175.93685,269.53515,205.638775,265.1589,139.487054807692,263.06095,120.27035,178.62435,321.9218,54.8448,190.63415,14.86637418777,5.11784326051803,0.526050812579522,0.45719575634468,-0.926725935073358,-1.12911608225557,"HNSC"
"ZNF226",0.957467776637912,0.897869003279245,0.585230631916575,0.998802473183399,0.974840538434565,0.798095295057179,156.914944680851,151.7387,166.0008,155.312044047619,8.66541894243692,5.34399019065049,12.2136363079395,5.92931505996696,114.1388,107.98855,116.3935,117.483,190.13085,172.686775,185.8084,182.35745,173.635379545455,188.585360576923,168.1608,169.5672,132.676925,198.4638,125.1881,230.130375,8.73989628164832,4.77831041874588,1.08609985517125,1.00836342358029,0.119156749493801,0.0120156933047663,"HNSC"
"ZNF229",0.675060270760732,3.30069305221059e-13,3.17079695832945e-13,0.192704842980135,0.650572827426799,3.83992837527103e-12,14.5243340425532,28.5455982142857,148.75305,40.5968083333333,3.65287026526021,4.58313097247318,22.755674460119,8.24901207662758,2.8069,7.31815,22.18415,7.26035,10.0956,23.77485,246.5937,51.960725,66.6795022727273,48.6273611538462,62.32745,12.0394,42.90475,91.801825,5.480675,41.378775,5.41016748480698,5.52087299294637,0.729270007969681,0.193163686305151,-0.455475031998174,-2.37210419383811,"HNSC"
"ZNF180",0.966600634309091,0.99703917149612,0.913233152211035,0.9926288296278,0.800320822200684,0.999992929036561,151.617817021277,165.539503571429,143.878383333333,142.952669047619,10.2637124858303,24.6903891237137,7.895399125135,6.26335936286126,113.7944,104.85025,111.680475,101.435225,160.3534,163.453325,169.428825,165.110325,153.406568181818,150.498191538462,156.76935,132.3404,128.184275,182.93075,105.54205,169.934625,6.23663880167904,5.94406566886373,0.9810413812275,0.844172665128738,-0.0276141029560275,-0.244389980258528,"HNSC"
"ZNF641",0.682724082385308,0.899073805165247,0.996934405031514,0.266965056400769,0.774401741262152,0.809957838398427,154.965317021277,172.71341875,169.100430555556,185.392192857143,14.8779344474566,8.70208896695394,13.464196279401,9.8224603598353,100.0467,113.8143,117.9155,129.241225,175.0011,207.2552,206.5489,211.842875,153.250595454545,145.109891153846,147.9067,132.69205,125.390125,192.227225,85.6893,183.854175,8.58150743931967,4.05828411616138,0.946879786818748,0.89713346318997,-0.0787468180523383,-0.156605469431369,"HNSC"
"ZNF610",0.475008432338794,1.34008199936808e-06,1.32621025202839e-05,0.000289239024805599,0.00339801515457383,0.144284232961138,4.53088936170213,8.46395625,23.0082916666667,16.3244130952381,0.662332187785848,0.73346436194883,4.7190706082155,2.14723884158484,1.5583,3.398025,6.229375,4.49935,5.401,11.36775,26.7433,19.058025,20.8981204545455,11.3533244230769,15.0122,5.85975,8.067925,28.262525,2.9298,11.65755,2.59295683456663,0.764119648462493,0.54327012076378,0.390332529542639,-0.880258392275892,-1.35722439574294,"HNSC"
"ZNF528",0.0933926428179584,1.02355907305451e-07,3.75777920202935e-05,0.0696543830798851,0.991545851314075,0.000195880821027616,65.4032829787234,107.321040178571,198.542880555556,111.641154761905,14.0151596339866,8.46764422902391,23.5408271556888,11.5369064218028,9.2313,32.926825,98.2304,34.144775,61.61615,161.265,279.380475,149.474375,114.255772727273,109.988329423077,100.06785,72.154,77.194525,146.777775,26.0444,166.2303,8.05116174625167,4.59995049113641,0.962650085835206,0.721050767054554,-0.0549166074808339,-0.471827255949101,"HNSC"
"ZNF701",0.00709250689414131,0.000935198882433985,0.455968041164476,0.00055827761045335,0.701178998501747,0.921664303955109,24.3890106382979,44.4644375,54.4901611111111,50.0140928571429,3.67074001723341,3.67322752045468,5.50527268776824,4.01817050640382,8.13275,22.3589,29.948975,23.1562,29.91925,50.99605,76.522725,67.98755,70.2016590909091,42.6843692307692,69.85525,31.66735,50.495375,90.5802,17.63135,54.382775,4.31989402415492,1.66253049885725,0.608025077804703,0.453328132101739,-0.717797266484353,-1.14137240182071,"HNSC"
"ZNF283",0.57255203463363,0.0333865798172988,0.192161705944314,0.0665256534883326,0.396447552974287,0.863344911550134,58.5321276595745,54.4846875,47.561875,50.3765452380952,2.38317621289501,1.67821973015897,3.19384753814186,2.07510783007287,47.2804,43.4395,31.682225,37.155875,66.09885,62.9681,57.0204,60.97545,54.2884136363636,56.2839669230769,52.7797,53.9353,45.3952,61.9777,41.9084,66.279975,1.9718907447215,1.10528809918761,1.0367583643184,1.02189478151638,0.0520796866091933,0.0312466581159014,"HNSC"
"ZNF558",0.254742415313472,0.980155919433083,0.148783650693705,0.995229399956682,0.0587701339354184,0.996567999846072,305.815108510638,270.510188392857,315.272922222222,310.59541547619,16.7328828179493,8.54747846299094,19.0499993672037,13.9869566231502,233.6068,211.689075,211.373975,229.917225,357.66005,330.2101,393.8468,359.853225,239.220277272727,314.798434230769,238.6209,293.3048,205.724125,274.1107,229.661575,371.9624,8.72016765550678,5.9845845486752,1.31593541241438,1.22916643093711,0.396088681720472,0.29768027196063,"HNSC"
"ZNF597",0.836198052530858,0.428226999743223,0.0598179909191652,0.763922209107625,0.996187794961297,0.0507762830535354,48.9415468085106,45.7001848214286,56.4210416666667,44.9907,2.71523182020517,1.9017360500507,3.88043138852341,2.84085133988107,34.7369,34.25475,41.5585,31.4725,60.60685,56.91555,69.315725,55.467375,38.1551522727273,43.4327217307692,37.82505,41.5678,31.69895,46.62,29.396325,55.266625,1.5854082546746,1.02808831461328,1.13831865799719,1.0989489769346,0.186904478522329,0.136124405002125,"HNSC"
"ZNF30",0.843813157654361,0.00152842857658753,0.00281903743423706,0.0238676893565285,0.0465685848985068,0.442768848460547,35.0736893617021,38.2424410714286,53.1956055555556,46.6000107142857,2.81810582425987,1.68506108007693,3.85177038701283,3.02933775899586,23.5304,25.9726,33.591525,26.817125,45.4925,48.5299,66.553875,59.449775,50.7154704545455,46.2595932692308,48.32485,41.85235,39.696825,61.320675,27.611,59.865,2.68618211870446,1.15224964399193,0.912139685477071,0.866062698590891,-0.132673318618438,-0.207456622277362,"HNSC"
"ZNF354A",0.953024018401114,0.886203127318148,0.983428428989597,0.830731480227909,0.323589004916838,0.388847654403099,215.048982978723,205.281119642857,197.806427777778,231.614752380952,13.5536576178758,7.98494456322016,14.278007880114,15.6434388422566,150.7944,148.874125,139.9081,140.456475,251.72425,241.278375,233.075525,263.198025,159.151925,240.391975384615,158.23345,212.3652,134.27835,174.542625,157.5298,288.5926,6.43920379031232,5.20683985591586,1.51045597082546,1.34210054827219,0.594984130707655,0.424492760256172,"HNSC"
"ZNF764",0.712779420226776,0.00220021611567622,0.00866271743590974,0.00185299610027501,0.00575293545874145,0.910072040303534,127.819536170213,140.819832142857,183.818461111111,174.486911904762,5.76379957063704,3.71581113999921,11.1464227326053,11.7565285230612,104.21375,112.803775,135.931975,139.8496,143.61145,163.40735,209.056375,182.637675,127.302956818182,155.060556346154,122.3114,143.09725,109.421125,152.272975,117.094775,175.428775,4.90121845429447,2.97095524406089,1.21804363560554,1.16994204955548,0.284565817763203,0.226437070928781,"HNSC"
"ZNF747",0.817961558340994,0.21391733551563,0.469984379402818,0.0920587448690012,0.231585900207961,0.999997584037502,187.874231914894,202.752034821429,229.920688888889,229.552988095238,11.0169782355508,5.87612213013361,13.3192833169806,15.7012000907561,142.04835,160.252875,174.1268,165.3386,213.40115,235.60295,268.6413,253.99405,202.989590909091,201.590778846154,187.99855,188.8514,165.509775,236.65835,153.602825,236.52185,7.51453132060822,3.69229194449294,0.993108946834798,1.00453647115895,-0.00997610076252778,0.00652994416576082,"HNSC"
"ZNF778",0.99710470610642,0.998170285041264,0.980978838987986,0.999998384139465,0.993598534888759,0.998033996041349,77.3300808510638,76.1586553571429,78.609425,77.4306547619048,4.53405848254336,2.81270785063765,5.95319521823788,4.16077690193039,51.65545,54.903375,58.330025,53.240125,105.3683,90.57575,90.509125,89.9595,89.514475,73.1368053846154,87.552,67.2968,64.126775,111.27185,51.0266,87.05775,4.55189837733916,1.41433570544755,0.817038868681466,0.768649488304094,-0.291523382097624,-0.379602229815724,"HNSC"
"ZNF212",0.248637083954905,0.194974491584699,0.928025779173704,0.0359414606349818,0.639540228967589,0.993374103074407,451.639565957447,412.165520535714,397.820475,391.335096428571,19.1917221959164,10.7927387411174,22.1781120009866,13.3586181701967,371.08115,341.62675,284.8951,308.2572,488.65035,479.2561,482.448825,471.569125,424.697577272727,432.772035576923,403.6175,417.38705,334.49235,461.772,342.069225,507.4412,22.3839761917658,6.01051367294382,1.01901225421639,1.03411534435449,0.0271714008569365,0.0483971116174949,"HNSC"
"ZNF282",0.0771479846308504,1.5522828791581e-05,0.00490950797258727,0.0368750922357245,0.958571608859639,0.0229729938184643,1288.95467659574,1136.26853660714,901.832594444444,1109.88424166667,45.1443824378035,33.4910338051014,51.21334403071,46.1098124242126,1075.5699,906.4456,639.2265,861.448925,1475.20255,1334.00715,1109.64315,1307.40225,820.981379545455,1112.36186730769,796.25245,1061.34645,722.323325,937.3349,864.4717,1306.202775,26.579476011184,15.8587104884961,1.35491729169736,1.33292707607995,0.438204787741585,0.414597853303348,"HNSC"
"ZNF160",0.15786366096423,8.41377946525501e-05,0.00807591110939143,0.000531942640074501,0.0639294223632598,0.57447321764891,236.174534042553,302.138310714286,413.612936111111,367.267070238095,22.1318847924589,16.03129880133,33.844778125873,21.9004002467486,81.93925,203.57515,271.775925,245.3374,355.64605,375.923275,513.2504,491.724975,309.512106818182,306.705870769231,314.225,296.4182,246.698825,384.553775,178.097125,412.15355,12.4781356491237,7.99422000189859,0.990933356120381,0.943331052589705,-0.0131400607124005,-0.0841639357433273,"HNSC"
"ZNF415",0.438944144441879,5.55771361421264e-06,7.61854269821782e-05,0.303207070840359,0.979157672924489,0.000497918340308878,15.7149595744681,24.6977794642857,54.0206277777778,26.6595964285714,4.89659803066191,2.7368016529639,10.4845399689625,2.48614812193212,4.39715,8.74665,11.62415,11.05605,14.44125,29.6082,92.4632,32.918125,83.7914636363636,26.6833955769231,56.66855,14.3091,37.3273,118.747575,7.835275,29.742725,10.087001033793,1.53985273006859,0.318450047521823,0.252505137329259,-1.65086100763168,-1.98561535445244,"HNSC"
"ZNF439",0.38652903602102,0.0133170251066076,0.160674747271204,0.000565157996030852,0.012298352933976,0.996037722693899,18.1912936170213,26.6720928571429,38.9367916666667,40.3059238095238,2.890575254236,2.07531733140054,4.76107980188264,4.77772881641959,9.14205,14.08075,21.94505,13.9497,19.7445,32.60475,48.332475,47.47485,51.7839795454545,34.5906501923077,47.6389,22.39755,29.687075,67.10975,13.193825,39.04335,4.3690269323353,1.69080014410011,0.667979759298819,0.470152543404655,-0.582123707160536,-1.08879917233635,"HNSC"
"ZNF440",0.989993732346459,0.460121876294029,0.201287737804311,0.955307645018614,0.738011373159673,0.654243682944272,330.024119148936,319.597533928571,393.540927777778,348.410453571429,20.9351934000125,18.1179284576891,39.0824486057945,22.6746837646601,248.76735,204.619425,252.667225,221.727,376.0846,375.511025,471.193525,450.6643,352.380188636364,338.708993653846,319.33585,310.5195,223.022875,446.669525,222.3632,416.27675,28.2923529861412,8.28083509316512,0.961203281502794,0.972391605890789,-0.0570865211181621,-0.0403906554409198,"HNSC"
"ZNF562",0.643559750849608,0.979411833258525,0.427297817287392,0.186753729537419,0.675852025549579,0.106494055716145,697.123261702128,647.142036607143,718.425575,607.45919047619,35.0448062299546,22.2377228603822,48.2009906667964,26.1327453732878,567.29065,462.8281,496.2276,410.5389,849.45145,790.331775,834.733725,729.333425,651.416606818182,611.601001153846,598.0208,585.03625,469.921525,810.3324,435.025275,747.805275,37.1597329765316,10.7167536962691,0.938878430105101,0.97828746090437,-0.0909897310860609,-0.0316696445517855,"HNSC"
"ZNF561",0.275937387802777,0.882762277406797,0.0649459193082902,0.0419903804879641,0.640477781040607,0.0072589774139612,720.187261702128,652.328354464286,755.535230555556,615.389772619048,25.5577578599048,19.4584336252823,51.7769172867618,22.2593616874813,607.21325,525.032425,583.160025,473.906775,812.49835,752.92315,882.109125,744.374525,1032.54255909091,668.485118461538,1040.7771,622.47755,889.189325,1187.5052,501.394425,795.04085,45.8742633306672,11.0301456670662,0.647416527847626,0.59808920661302,-0.627233898417446,-0.741567412571139,"HNSC"
"ZNF584",0.090807806112344,0.864833493884548,0.609672024739575,0.0177557194971254,0.800845518086784,0.257564396265992,253.603646808511,220.182358035714,239.483983333333,209.434673809524,16.7972458429676,7.21048504715119,14.5584121271242,6.85781324138875,178.96585,163.57675,179.746775,163.764,301.3827,254.05575,298.991475,253.811775,251.075631818182,229.811277115385,233.11265,216.46225,208.908475,297.6806,171.45715,268.290525,9.62150170582197,3.75977749791693,0.915306975237661,0.928573588777786,-0.12767241992817,-0.106911847669186,"HNSC"
"ZNF274",0.999630048091621,0.246076193843589,0.113490272998508,0.294437315529803,0.155362826346748,0.00157418480721883,397.167512765957,394.02394375,471.080341666667,339.732964285714,22.1801745244176,17.5168901150453,41.9877498489754,15.6840605094836,298.6406,286.612325,329.799725,253.623825,478.21445,460.583675,572.956525,406.8996,425.624479545455,407.469655192308,416.4877,383.49885,361.516925,478.21465,283.803625,502.602075,15.0697046677725,8.09084698218913,0.95734544128539,0.920792738897211,-0.0628885050714132,-0.119051638044379,"HNSC"
"ZIK1",0.135611191371703,0.00830899717627742,0.307469343709289,0.103383405141038,0.992330683244772,0.459521075765892,16.4835255319149,28.2142071428571,38.5769805555556,29.4736726190476,1.33771878150285,2.58005598964634,8.7728373224301,3.46313812783675,8.8665,13.54495,10.1391,10.819875,21.7923,35.143275,38.507875,36.9383,45.515875,28.4928840384615,32.43695,18.1238,23.2137,58.228525,10.80295,29.97495,5.23135866107402,1.60221745900127,0.625998819938352,0.558739338932914,-0.675768157331213,-0.839752695777715,"HNSC"
"ZNF540",0.163305357411752,0.0490634244855658,0.682081085318367,0.00426956868855932,0.279653056730507,0.995818541784704,7.4016085106383,13.0953785714286,16.4580472222222,17.1742976190476,0.901883569380288,1.03941011423935,2.25107108660746,2.59253945103097,3.44035,5.513725,7.866675,6.236125,9.81375,17.2932,20.295325,18.52335,33.2300386363636,16.0074755769231,26.5986,11.06715,16.856525,44.451575,6.02065,19.881875,3.13477003673399,0.756081819457307,0.481717031752292,0.416080169632988,-1.05374216164094,-1.26506656366377,"HNSC"
"ZNF570",0.0021920041380451,2.02241927649283e-08,0.000993869403926984,7.8872861131174e-08,0.0124736571308558,0.478320290230099,15.2321468085106,29.7705482142857,46.7564583333333,40.0962416666667,2.22017690308001,2.22891386688363,3.41072909575663,2.9846524425434,4.63425,11.7595,33.209775,19.44995,20.8586,44.032625,57.879725,51.63615,43.3768090909091,29.2568619230769,41.7932,23.2761,33.46395,57.512775,10.4205,43.294,2.46844213113993,1.06486033126481,0.674481653589604,0.556935099489869,-0.56814889357486,-0.844418877015817,"HNSC"
"ZNF57",0.0151947719998549,0.381603099343541,4.25912013889418e-05,0.0625665791668878,0.965719825006554,0.000371426704988242,155.552212765957,121.80985,178.399388888889,126.183729761905,12.6013293872266,4.91955879875306,12.6157835457979,6.577348823089,106.4237,85.84725,121.974625,85.537725,170.34,147.740925,238.674575,144.402775,220.052984090909,149.796564807692,201.811,132.95655,152.263875,268.293075,101.638275,178.70675,17.0065389671647,3.32608046799964,0.680729531692276,0.65881716061067,-0.554846396200729,-0.602049960579815,"HNSC"
"ZNF556",0.533908407281209,0.000192737043599789,2.12694274415171e-08,0.998832144782797,0.271236106585267,4.59150524855234e-05,24.8089340425532,18.7824339285714,48.8801,25.5050119047619,3.16467822524155,2.23409012444121,5.87356317405939,2.81143362571581,5.74935,3.02195,29.4813,5.45855,40.32765,25.8905,64.079725,40.25365,30.5645931818182,22.6185126923077,17.24635,14.3067,6.626075,38.503125,3.732825,32.70355,5.66975227857309,1.13602681034057,0.740023351783483,0.82954944089619,-0.434357298509724,-0.269600126955,"HNSC"
"ZNF554",0.694627912207894,0.733453545679877,0.131779935424837,0.166590988473516,0.000634656894885621,0.877602205500599,71.5331914893617,63.684175,80.9437916666667,87.1026523809524,6.70185805821621,3.48884374436075,7.20996726860168,4.73466833601691,36.10565,38.1597,46.1132,57.440775,92.93035,79.136775,114.484425,104.592375,122.876629545455,80.5182015384615,110.07035,69.2509,87.05035,136.745525,46.106375,100.405425,8.12056419934298,2.09220776928789,0.655276775057345,0.629151265531544,-0.609823695622869,-0.668521171907095,"HNSC"
"ZNF738",0.513306155484158,7.37364280523067e-07,5.35499770126791e-06,0.011544998040555,0.113446545567244,0.00813257611335616,52.9160319148936,68.9381830357143,133.300077777778,90.6094476190476,7.23347003612742,4.52326507497685,14.9507555312571,9.11366908604076,20.74735,36.951925,81.224925,37.67945,76.2392,89.7595,169.2551,102.28275,82.9058090909091,89.2165275,79.083,65.6381,63.105275,96.43,37.18395,110.629575,4.53634641068281,3.60102515586746,1.07611913421134,0.829990010495303,0.105837803565248,-0.268834122157457,"HNSC"
"ZNF596",0.977432224461293,0.989250054612619,0.999999961676723,0.861115242900557,0.958362831853448,0.982827971288507,31.5038574468085,33.1749008928571,33.1533722222222,34.8958023809524,3.29414126732883,1.98267517826801,4.22996560936076,2.92767304886881,16.7985,19.1506,17.770875,19.52715,36.51895,38.1888,40.534825,39.84325,50.0527772727273,34.8099253846154,50.36925,28.0987,40.16825,61.17435,19.04215,43.70385,2.5513559313685,1.02918710562242,0.695464413391954,0.557854246390407,-0.523951400301684,-0.842039864369815,"HNSC"
"ZNF621",0.954728420800036,0.999879162089959,0.979896468169546,0.232640226820745,0.0148316841361645,0.270813441685104,295.553353191489,284.010955357143,293.578991666667,339.804976190476,24.074226018846,9.89559105877435,20.7973063721271,14.6918455688762,190.10455,206.6032,228.403925,253.3049,353.43425,331.02505,348.9034,400.944425,312.128797727273,308.128153076923,302.13145,286.78,253.3356,379.415875,214.228775,373.4952,12.6832953084649,6.01872211771361,0.987182712138451,0.949189500133137,-0.018610965118945,-0.0752319532573514,"HNSC"
"ZNF680",0.660734004296011,0.729912458509064,0.99868806341225,0.00207915100321066,0.00914709848418005,0.140564670113066,95.6730595744681,112.796729464286,115.336644444444,152.10226547619,7.84370304008463,6.19954111104625,8.40985475934117,13.8080657865503,55.5511,70.1673,79.100575,79.94515,132.20275,138.2522,149.779875,178.88365,162.875161363636,129.5976475,152.22155,114.89665,104.535425,185.390775,76.869325,161.033525,13.2002718975862,3.79592902035963,0.795686993737856,0.754798844184677,-0.329727077924997,-0.405835881130657,"HNSC"
"ZNF483",0.836184178626725,0.000519933132497652,0.000893361559622385,0.0053549508241878,0.00836294486224176,0.518770190183439,5.24565319148936,6.28582142857143,11.5312555555556,9.58158452380952,0.657783604233658,0.510136969991623,1.82203679779824,0.901413491456781,1.8017,2.619125,4.7513,3.79205,7.1229,8.393525,13.756125,12.506775,10.3864272727273,7.51775692307692,7.84045,5.1872,4.155925,13.839725,2.396375,9.698825,1.41470688055874,0.342692323399183,0.72380585986647,0.66159467887685,-0.466325307201675,-0.595980463747056,"HNSC"
