"gene","p-adj-Head & Neck Squamous Cell Carcinoma Basaloid Type-Head & Neck Squamous Cell Carcinoma","p-adj-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant-Head & Neck Squamous Cell Carcinoma","p-adj-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant-Head & Neck Squamous Cell Carcinoma Basaloid Type","mean-Head & Neck Squamous Cell Carcinoma","mean-Head & Neck Squamous Cell Carcinoma Basaloid Type","mean-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant","SEM-Head & Neck Squamous Cell Carcinoma","SEM-Head & Neck Squamous Cell Carcinoma Basaloid Type","SEM-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant","Q1-Head & Neck Squamous Cell Carcinoma","Q1-Head & Neck Squamous Cell Carcinoma Basaloid Type","Q1-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant","Q3-Head & Neck Squamous Cell Carcinoma","Q3-Head & Neck Squamous Cell Carcinoma Basaloid Type","Q3-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant","count-Head & Neck Squamous Cell Carcinoma","count-Head & Neck Squamous Cell Carcinoma Basaloid Type","count-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant"
"ZNF695",4.13984142522139e-08,0.804803067345218,0.0493271375927969,30.7268015748032,102.26397,6.3172,1.6867432520782,22.4297156041813,NA,4.574875,57.480925,6.3172,41.7009,142.831925,6.3172,508,10,1
"ZNF665",0.872914279468345,0.94663530039881,0.987701014542174,6.35897362204724,4.89559,3.4458,0.412110253156642,1.41862814910509,NA,1.429225,1.553725,3.4458,7.21605,7.28075,3.4458,508,10,1
"ZNF624",0.526586747661286,0.981770161089779,0.869735139630932,90.1810316929134,77.20967,97.0556,1.67445282024506,8.89518245816302,NA,63.34725,51.232125,97.0556,108.213275,104.268675,97.0556,508,10,1
"ZNF841",0.534702855562574,0.98904747848319,0.980269413612633,164.108099212598,132.61885,151.0392,4.1263564398505,14.0192840917094,NA,100.689825,104.44485,151.0392,207.49375,141.125475,151.0392,508,10,1
"ZNF615",0.962744239598488,0.870679846734041,0.916168796768435,95.2062635826772,100.02245,124.0474,2.54619826553346,19.5297115157805,NA,53.217725,74.59335,124.0474,129.4332,109.471575,124.0474,508,10,1
"ZNF433",0.38143554084281,0.860091827638625,0.994978749028514,45.4148895669291,62.09519,66.0437,1.74694992568414,12.8898266894085,NA,13.13295,35.476925,66.0437,69.1922,86.74765,66.0437,508,10,1
"ZNF595",0.824423158372605,0.899862826930811,0.821287543612146,100.970048622047,118.27663,60.8751,4.08907456824035,13.6728143220532,NA,50.529925,82.4121,60.8751,119.273175,149.136775,60.8751,508,10,1
"ZNF460",0.176963596531856,0.990728236843527,0.908128130490274,72.6147421259843,48.91331,67.1923,1.86186754397088,6.08903661386503,NA,44.361175,35.3359,67.1923,91.626925,67.385675,67.1923,508,10,1
"ZNF81",0.65118732388706,0.819414870461733,0.949997914232055,110.737768307087,89.26132,64.8952,3.39433761743557,16.6833767015274,NA,62.872275,59.142,64.8952,141.61525,99.133775,64.8952,508,10,1
"ZNF780A",0.893993060539795,0.497608777796684,0.445817879705732,200.713495275591,212.32908,109.6901,3.58333357195241,23.5560729412552,NA,149.548175,149.60765,109.6901,234.33245,275.130825,109.6901,508,10,1
"ZNF461",0.388566760793139,0.963569615924035,0.987325761244384,52.2760437007874,68.01105,62.0237,1.670828034299,9.30467021051794,NA,26.636925,50.8824,62.0237,70.28165,86.471125,62.0237,508,10,1
"ZNF181",0.00325545840799313,0.98998835691042,0.498864879513111,108.418965354331,165.16585,101.0757,2.41261421032416,15.7546403986624,NA,68.689925,116.498875,101.0757,133.9394,205.865275,101.0757,508,10,1
"ZNF44",8.5961391799616e-05,0.996362524665118,0.449614307900022,134.030746259843,220.41091,139.2489,2.85938205268568,13.203379918873,NA,92.938825,191.6521,139.2489,164.934,234.380375,139.2489,508,10,1
"ZNF790",0.592779407201618,0.987363088809743,0.897981543836307,54.4331076771654,67.11913,48.2407,1.81275186109134,10.3778203521104,NA,22.7771,48.935925,48.2407,78.86545,86.3057,48.2407,508,10,1
"ZNF677",0.994516645333204,0.954222930592423,0.948838023097379,10.6005080708661,10.12727,14.9316,0.661182437001183,3.39628205074804,NA,2.92635,3.0651,14.9316,12.106775,10.482725,14.9316,508,10,1
"ZNF823",0.0131146527239754,0.834008782271157,0.33558369299671,108.923987007874,153.89043,80.4011,2.20186236092548,15.8387292959242,NA,73.0172,114.33175,80.4011,134.18465,194.94605,80.4011,508,10,1
"ZNF311",0.313043809337512,0.9930234687981,0.939740135031514,40.9787322834646,56.71044,44.7949,1.47699514100225,17.8655678626308,NA,18.086175,18.921275,44.7949,55.753325,67.578375,44.7949,508,10,1
"ZNF347",0.982877126966113,0.882580097262008,0.915387022615968,39.7379887795276,37.20488,18.3774,1.99164733189917,12.8176212622034,NA,9.48545,12.288775,18.3774,52.71435,52.709525,18.3774,508,10,1
"ZNF273",0.198321852014241,0.800138033277233,0.495216205400808,119.181859645669,162.05182,69.4895,3.46363297641456,23.6918068146766,NA,69.406525,93.877975,69.4895,142.991875,218.6205,69.4895,508,10,1
"ZNF84",0.000700372787416415,0.68631352211749,0.939421035989587,343.296201574803,576.969,507.1011,8.78685763371766,58.6378431741558,NA,209.642225,451.881025,507.1011,424.5401,655.5876,507.1011,508,10,1
"ZNF667",0.775437193709986,0.968306024373289,0.899847425329952,22.780487992126,32.91204,11.4859,2.07006725423293,15.1696124382354,NA,3.67325,3.895175,11.4859,17.004775,45.58875,11.4859,508,10,1
"ZNF649",0.902641222369279,0.978144618473655,0.944337092076897,111.202317519685,122.89356,94.1841,3.72397651107128,40.6840708976272,NA,53.9011,58.5007,94.1841,147.385125,150.41095,94.1841,508,10,1
"ZNF248",2.18388862549546e-10,0.870207864040472,0.0485674410941264,156.443014566929,461.37307,207.8942,3.46901237278717,159.952830183393,NA,103.68085,215.7181,207.8942,192.364075,471.6647,207.8942,508,10,1
"ZNF544",0.904251395428427,0.277354591849899,0.250389299716114,527.236121259843,552.82592,239.9341,8.26912625028837,76.7483680261235,NA,395.04745,417.44285,239.9341,644.89715,740.031075,239.9341,508,10,1
"ZNF251",0.000167817708963458,0.416117558766402,0.999525594106713,250.725535629921,434.50826,430.1458,6.19458520315257,73.7235361074214,NA,149.761975,282.386575,430.1458,322.931975,501.17595,430.1458,508,10,1
"ZNF607",0.275218097284766,0.99524797713563,0.843344843987918,100.47528011811,139.6788,93.0355,3.536667373395,29.3704572450693,NA,35.903575,57.245675,93.0355,142.06695,198.342275,93.0355,508,10,1
"ZNF334",0.261784423987523,0.927278900892058,0.684697203409127,23.7013594488189,43.27751,9.1887,1.72472484180865,16.8493180920934,NA,3.622375,5.6126,9.1887,24.926175,67.85515,9.1887,508,10,1
"ZNF485",0.844514159315814,0.772837042842317,0.689779454503551,48.6960588582677,53.26348,31.0118,1.14848784548751,6.94710437737751,NA,31.207625,38.33735,31.0118,60.954175,71.215225,31.0118,508,10,1
"ZNF192",0.66436290100685,0.835737444568731,0.698676083816848,213.633162204724,254.0368,129.7903,6.50754568882569,47.6500986892297,NA,112.524625,178.099525,129.7903,280.77725,318.434275,129.7903,508,10,1
"ZNF442",0.999587892041432,0.644540881882425,0.675428694100859,12.60015,12.67896,20.6746,0.401595192119827,2.35939755720254,NA,6.259625,8.17575,20.6746,17.362225,16.697675,20.6746,508,10,1
"ZNF813",0.930322594916858,0.786125254685963,0.739076474258339,44.5915559055118,50.87618,8.6144,2.42807188526526,8.59200279968142,NA,8.023625,30.776275,8.6144,61.6538,70.303125,8.6144,508,10,1
"ZNF26",0.0670611121464897,0.279706425127585,0.717364791260635,170.234473031496,227.44266,292.8897,3.56585692473941,24.4129578840837,NA,110.641825,173.465725,292.8897,206.50605,260.34265,292.8897,508,10,1
"ZNF69",0.0180282916149814,0.000171049877077167,0.00702885006180876,11.8250714566929,24.08125,68.9152,0.599567266279155,10.2769784329101,NA,4.582625,5.747075,68.9152,14.18115,21.746125,68.9152,508,10,1
"ZNF583",0.994399010391929,0.953061439424171,0.947565740347911,21.4117818897638,20.7408,27.5661,0.928073204018711,4.45434486104423,NA,6.961825,10.990225,27.5661,28.66815,25.1449,27.5661,508,10,1
"ZNF568",0.988488349315579,0.076818471754472,0.106127814864073,34.7518974409449,36.76043,129.1586,1.92985536980162,11.921042721545,NA,9.98745,9.08235,129.1586,43.7771,64.733775,129.1586,508,10,1
"ZNF480",0.99909080192472,0.815228992744964,0.823580909494191,323.319619291339,325.04217,242.3518,5.92491651379709,25.6909894787303,NA,230.033,258.470375,242.3518,391.019125,382.755425,242.3518,508,10,1
"ZNF587",0.80311741242741,0.785875444765495,0.688600859798396,412.774573425197,451.36496,285.9522,8.49421921955359,61.7084171213767,NA,280.585675,281.54265,285.9522,508.90515,564.878425,285.9522,508,10,1
"ZNF808",0.447406201947953,0.971196495104026,0.987863950690883,113.837006102362,143.48368,131.5132,3.40428952492105,23.561701625259,NA,52.057,99.09775,131.5132,161.95215,177.7691,131.5132,508,10,1
"ZNF43",0.380679839516661,0.996432479777369,0.880360649955506,57.6288037401575,88.87764,51.6864,3.19934616332868,43.3339805709387,NA,18.840775,25.30185,51.6864,67.508825,84.586925,51.6864,508,10,1
"ZNF28",0.98716038276907,0.958247226576447,0.947730238696929,275.7642,284.35356,226.8459,7.84759590089072,26.9297302274197,NA,147.0946,257.388,226.8459,377.406025,297.2027,226.8459,508,10,1
"ZNF627",0.0939892833441179,0.986427028162814,0.878709802714597,214.820582086614,285.02227,231.4403,4.66215119475891,39.456372426976,NA,158.736225,190.49475,231.4403,244.9916,409.271425,231.4403,508,10,1
"ZNF789",1.88476814821925e-07,0.992946576436155,0.177344638571662,57.4296531496063,128.45728,52.835,1.75877645775352,23.5840712433946,NA,30.306675,84.8627,52.835,72.5262,155.337575,52.835,508,10,1
"ZNF534",0.0462692454255802,0.98842009157398,0.663432982746563,6.46677716535433,10.24984,5.7429,0.219854357512415,1.89520413114554,NA,3.577425,6.08975,5.7429,7.7632,11.86285,5.7429,508,10,1
"ZNF525",0.592253322636822,0.968811597621057,0.858621185179032,152.377408858268,190.66788,122.8988,5.4805145965566,23.4565782748834,NA,54.157375,127.414575,122.8988,226.631525,245.795375,122.8988,508,10,1
"ZNF814",0.39361667199546,0.866748932517612,0.651116471543215,131.991431889764,168.55386,87.2065,3.87407630313233,35.4852707070137,NA,74.6684,116.306525,87.2065,162.749775,160.13675,87.2065,508,10,1
"ZNF551",0.995905309901893,0.322858255489637,0.371024601664579,125.864347047244,123.95926,26.4175,3.08246325763012,15.1166258855253,NA,80.415225,87.939625,26.4175,159.302425,159.036725,26.4175,508,10,1
"ZNF805",0.962028951343993,0.0551732626860635,0.0858349893213869,283.599251181102,291.98565,512.8441,4.41321742877882,23.9171086907318,NA,219.03815,254.825175,512.8441,337.093525,350.7848,512.8441,508,10,1
"ZNF468",0.93542351237097,0.7788176457711,0.734318315266189,280.326893110236,299.54751,163.6736,7.70903012520742,37.6281840699065,NA,156.829675,259.5366,163.6736,401.339075,326.91655,163.6736,508,10,1
"ZNF616",0.677771891442052,0.999855557850783,0.96019533800924,131.687621653543,115.5436,132.6618,2.67882014089939,13.7827352819307,NA,90.7831,79.169775,132.6618,158.93775,131.358025,132.6618,508,10,1
"ZFP57",0.996370299685728,0.995481771139266,0.997898526582152,21.1894246062992,19.56471,15.5059,2.79596646110862,11.463693269104,NA,1.53875,2.31015,15.5059,16.45825,16.65255,15.5059,508,10,1
"ZNF155",0.483205534706178,0.807012118566389,0.967420260379152,109.67855984252,133.33941,149.8906,2.86243000143498,17.7264606283278,NA,73.123475,99.8519,149.8906,139.64735,175.831075,149.8906,508,10,1
"ZNF425",0.894340548224006,0.890443281703267,0.951313608413679,49.6887415354331,44.92221,34.4576,1.48048716792924,5.5230155758416,NA,26.180375,33.04715,34.4576,64.453025,55.2138,34.4576,508,10,1
"ZNF611",0.999496258428272,0.999271477543929,0.998937846783829,103.32183996063,103.91764,101.0757,2.75359544263205,11.8575497174323,NA,55.79765,73.083525,101.0757,140.13815,128.475825,101.0757,508,10,1
"ZNF254",0.263524433798081,0.721689164238477,0.963578464424999,127.931264370079,181.72564,211.0873,4.74240868706215,48.952869916471,NA,51.307975,66.615225,211.0873,180.83945,266.1197,211.0873,508,10,1
"ZNF625",0.0948432480228859,0.758620002532298,0.9989986547389,8.62636377952756,14.31885,14.7019,0.374471776556953,4.42227234774286,NA,2.4607,2.239875,14.7019,12.575025,26.49895,14.7019,508,10,1
"ZNF845",0.999400444974896,0.603969973875272,0.638011751561679,217.398777165354,216.39845,126.3446,4.21811741611122,28.364775787849,NA,153.477625,174.906775,126.3446,265.899675,211.13225,126.3446,508,10,1
"ZNF90",0.909641952233998,0.87814900123543,0.82569432845528,402.144416338583,452.22726,218.2315,16.83839405643,95.8751604925468,NA,199.071525,292.76415,218.2315,461.060425,586.12325,218.2315,508,10,1
"ZNF788",0.854922377126013,0.881227322073075,0.80943159201839,49.1442974409449,38.85724,78.1039,2.68645686436863,16.014408471812,NA,11.83405,9.004275,78.1039,62.902075,47.4712,78.1039,508,10,1
"ZNF880",0.941334786255633,0.772213290426419,0.730836002189196,38.8469858267717,33.76804,71.7867,2.14366890795975,8.46536912763735,NA,11.180225,13.599175,71.7867,47.05275,45.022625,71.7867,508,10,1
"ZNF630",0.995765744220838,0.048695800853963,0.0676993036628152,32.8193960629921,33.50691,90.8188,1.0906951168061,6.97941499679116,NA,16.57595,13.489575,90.8188,42.998,49.993825,90.8188,508,10,1
"ZNF844",0.149483203597356,0.616667179038179,0.942903001044827,44.2068887795276,70.83906,86.144,1.9550861389537,22.5083825292722,NA,11.98425,10.599275,86.144,63.79485,120.946675,86.144,508,10,1
"ZNF717",0.207044806029212,0.99800483199562,0.833885027837209,14.0951177165354,22.07119,13.2087,0.63505214442047,9.32916828352465,NA,2.879125,2.123425,13.2087,21.086325,28.122875,13.2087,508,10,1
"ZNF492",0.935644470604588,0.942860644136535,0.908375246393929,2.89073051181102,3.87129,0,0.390051762546196,3.53782358744437,NA,0.2741,0,0,2.09545,0.91855,0,508,10,1
"ZNF688",0.866517524477317,0.993988758930934,0.964770079161859,205.17511988189,228.64122,190.0911,6.42196603218616,31.9707756354935,NA,130.641225,172.1834,190.0911,231.513275,262.21925,190.0911,508,10,1
"ZNF879",0.000271361530057579,0.84709655291652,0.197228307438676,37.335492519685,79.44797,18.9517,1.47185805549033,14.8124127005401,NA,11.560025,46.699975,18.9517,51.313275,112.3318,18.9517,508,10,1
"ZNF737",0.741187606670779,0.92552051067062,0.990284109084809,43.5374958661417,56.58815,64.3209,2.4298300144362,26.5007821657997,NA,11.46,13.044725,64.3209,53.038275,63.55545,64.3209,508,10,1
"ZNF709",2.60107734839643e-06,0.951414375912694,0.436445309603983,34.6152078740157,73.23533,41.9234,1.07150605082441,9.81971592833124,NA,17.957775,45.852475,41.9234,44.5639,99.7603,41.9234,508,10,1
"ZNF585B",0.759487186062293,0.9966919139486,0.954936927391172,40.0504781496063,32.93136,42.4977,1.39890183863683,10.0757855681298,NA,16.031325,10.238775,42.4977,56.596825,37.950975,42.4977,508,10,1
"ZNF324B",0.579872478661063,0.507383108771439,0.360675385772659,144.028104527559,161.88379,81.5497,2.48217156911124,21.1668449497397,NA,106.917725,114.5931,81.5497,165.598575,191.567875,81.5497,508,10,1
"ZNF564",0.0112230194753572,0.999854578638468,0.643704072247122,153.678292519685,205.6623,152.7621,2.51370000100752,11.2351308565489,NA,111.839675,182.095125,152.7621,183.5738,217.700275,152.7621,508,10,1
"ZNF674",0.775994695296005,0.551411768302415,0.711346943879716,52.2911021653543,61.0057,94.1841,1.79566154230268,6.47291524597345,NA,35.90135,50.231,94.1841,61.08735,77.1823,94.1841,508,10,1
"ZNF432",0.965213058942604,0.720411139099519,0.694559114366161,75.799975984252,79.40816,41.3491,1.98057987075946,13.0554091266094,NA,46.98695,47.070725,41.3491,94.657175,109.78895,41.3491,508,10,1
"ZNF10",0.00259738828102862,0.942651034006717,0.761238900715504,93.716587992126,162.49853,114.8587,2.85013315761092,24.9381092455928,NA,48.6206,100.831475,114.8587,118.97005,191.3616,114.8587,508,10,1
"ZNF486",0.969737407671989,0.958833337305646,0.939863791728242,14.3925683070866,12.52256,21.2489,1.10087391729782,7.66502641883104,NA,2.9825,3.066475,21.2489,14.8743,9.6718,21.2489,508,10,1
"ZNF225",0.50038279330151,0.995190919823213,0.965432184944734,49.9582962598425,58.77817,52.2607,1.09274930820837,7.19843476342909,NA,33.30255,37.590675,52.2607,61.12105,74.48385,52.2607,508,10,1
"ZNF350",0.305500553666457,0.931461463042531,0.993887070288283,99.4104311023622,129.37873,122.3245,2.81581392987691,25.0974854548554,NA,49.59105,66.641725,122.3245,135.677375,205.2388,122.3245,508,10,1
"ZNF253",0.286487542478067,0.999892639253627,0.883845492282626,58.7361007874016,84.04017,58.0036,2.32163073957191,18.4651529384168,NA,21.76425,31.792,58.0036,78.716125,139.17395,58.0036,508,10,1
"ZNF878",0.821134112190331,0.875547173646445,0.95572257415893,6.33562007874016,4.76658,2.2972,0.366341645065078,1.66038094810933,NA,0.532875,0.93085,2.2972,8.83595,4.706175,2.2972,508,10,1
"ZNF727",0.775070360900347,0.993787441983307,0.993863792273491,1.56254429133858,0.71756,1.1486,0.173823937318431,0.520895643248775,NA,0,0,1.1486,1.4881,0.6044,1.1486,508,10,1
"ZNF578",0.93155589872916,0.992473991491793,0.973453473680195,8.5087311023622,7.28272,9.763,0.478346172901809,1.45837324157204,NA,3.148325,4.3188,9.763,9.8273,9.493975,9.763,508,10,1
"TRIM28",0.952409660920195,0.631770295991384,0.60077888984797,7730.67868169291,7986.90869,5262.8254,120.319943585125,546.635579059599,NA,5865.341425,6465.159225,5262.8254,9004.454,9065.368825,5262.8254,508,10,1
