"gene","p-adj-Dead-Alive","mean-Alive","mean-Dead","SEM-Alive","SEM-Dead","Q1-Alive","Q1-Dead","Q3-Alive","Q3-Dead","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF264",0.954853239527177,648.902097315436,650.123948868778,13.2567997395218,17.5496905684959,487.200475,488.1119,795.722075,770.1313,674.428656818182,649.597953076923,685.3849,629.32455,552.05065,791.754125,487.484425,783.531425,25.5063399364529,10.6372731908769,0.963182608730766,0.918206032843735,-0.0541187519222147,-0.123110183937991,"HNSC"
"ZNF213",0.66765975918158,496.292024161074,489.537480995475,10.7199038615418,11.1518126673609,384.23215,373.057,575.07715,576.9757,513.7374,493.380626730769,520.21375,474.96975,430.41375,589.2388,378.335525,575.3954,21.4530887368003,7.75329035612036,0.960375138603437,0.913028058178008,-0.0583300381305492,-0.131268898673179,"HNSC"
"ZNF343",0.424391775856666,253.188810402685,260.54759321267,5.59912794992904,7.56671023150703,191.2584,191.5509,287.79835,293.1223,215.188952272727,256.301050576923,212.0644,233.1858,188.744,253.495775,191.4902,290.073325,6.9091146421267,4.54112694499074,1.19105115699477,1.09959898974085,0.252235379917098,0.136977486484665,"HNSC"
"ZNF302",0.0401668810328889,238.232119463087,215.056466063348,7.78787636173755,7.800004643241,145.039725,130.8011,295.088825,266.7508,277.347318181818,228.691070192308,209.65525,205.3342,161.8763,354.899225,142.664775,282.725825,26.4625849745424,5.58665258741061,0.824565644591475,0.979389736245575,-0.278293742089761,-0.0300450178372111,"HNSC"
"ZNF268",0.447915218453225,261.172447986577,270.925769230769,8.23500659894981,9.95416323378381,152.36925,169.697,364.721475,343.3751,296.294975,265.087921538462,319.4538,243.37145,239.28445,348.325775,158.7839,356.88805,14.33388086606,6.33968506454534,0.894675724886868,0.761836140311995,-0.160563222420904,-0.392447366172031,"HNSC"
"ZNF184",0.0701596651875334,206.015531879195,191.93900678733,5.38526022229252,5.32942227238994,146.09855,140.647,245.259225,220,160.283836363636,199.832361923077,160.77825,182.8766,136.24805,190.5618,143.0707,235.16895,6.46633234984305,3.84142793722522,1.24674057257849,1.13744614088037,0.318161293882767,0.185798233993181,"HNSC"
"ZNF500",0.066452875729066,203.606865100671,193.023441628959,3.87804653306275,4.15943478428804,155.487525,152.4217,243.5126,224.166,181.302470454545,199.146354807692,180.0569,189.4439,144.211775,212.588575,153.518125,235.722625,8.50066213076503,2.84669567058284,1.0984205251501,1.05213352001506,0.135430489133339,0.0733178001058735,"HNSC"
"ZNF419",0.440296825099733,125.414896308725,120.889989140271,4.01216666701246,4.12525511122905,81.661525,74.7934,156.3758,157.5727,101.536536363636,123.608520192308,97.0456,109.6768,84.87525,116.090525,79.2643,157.3051,4.95912416786634,2.89292963356239,1.21737971984414,1.13015736931917,0.283779237476753,0.176523675409267,"HNSC"
"ZNF175",0.090840697793663,106.022510067114,98.366949321267,2.97864226008938,3.37673672418392,68.58945,68.287,135.6013,125.3256,111.374827272727,102.788986153846,111.0118,98.2012,78.369525,139.6281,68.40385,131.572125,6.04274597313672,2.23429370042515,0.922910397895777,0.884601456782072,-0.11573750637311,-0.176900476785388,"HNSC"
"ZNF14",0.0361637231751858,94.9333986577181,82.5404823529412,4.07515972862691,4.09104690720051,37.352225,37.2317,135.0554,115.1798,105.196097727273,89.6106478846154,103.9026,78.13195,73.3445,130.921725,37.252625,126.990475,7.25887789313302,2.92158253783471,0.851843840414465,0.751973001638073,-0.23133911432881,-0.41124722966275,"HNSC"
"ZNF85",0.293760890919654,43.7185124161074,39.8718656108597,2.49330020501748,2.59988180212797,15.08375,12.2382,56.138875,55.0199,58.3213931818182,42.0730878846154,59.26165,28.72745,40.5563,72.608425,13.80615,55.551025,3.32341980256073,1.80649766690485,0.721400597435175,0.484756161868595,-0.471127476978947,-1.04466885794619,"HNSC"
"ZKSCAN1",0.597296153207558,715.260991946309,695.303313122172,24.7840330868956,28.3753348906566,419.253275,398.6021,946.559775,890.0694,944.602509090909,705.7459625,930.03735,652.7915,592.986675,1246.80485,406.43785,931.76635,70.1430778072102,18.6470873522204,0.747135388385972,0.701898154950444,-0.420558397448989,-0.510666383456171,"HNSC"
"ZNF862",0.00300846037601243,214.650589932886,176.986987782805,9.02088651421751,8.2013060238583,110.1277,88.8467,282.432325,230.0147,291.122338636364,198.895595192308,268.13295,167.22595,211.9536,346.110275,98.270575,255.37815,17.693211777959,6.28899582157446,0.683202794137846,0.623668034831228,-0.549614219635384,-0.681149777243373,"HNSC"
"ZNF684",0.00596012003155666,40.0155567114094,35.0631705882353,1.13170751033312,1.41722685612919,27.099525,24.735,48.79495,40.9008,33.3108295454545,37.9179798076923,32.8615,34.0129,23.89235,41.305775,25.90385,44.510225,1.88290788609305,0.890799660912107,1.13830788140389,1.03503796235717,0.186890820298246,0.0496836827971018,"HNSC"
"ZNF430",0.61746432261343,120.950922483221,117.709342986425,4.28748504600428,4.82784294807979,73.409,77.9903,166.4502,147.4249,169.131693181818,119.383315961538,169.96145,113.40585,113.996225,211.699375,75.695225,157.228625,11.5432952115282,3.20429893398487,0.705860112410749,0.667244542806619,-0.502545796841145,-0.583712493842749,"HNSC"
"ZFP30",0.0178142184482059,120.866866778523,104.479541176471,4.78807471595063,4.73241938452538,63.781425,53.7514,159.819375,147.3002,121.582865909091,113.951864423077,118.24825,103.85215,87.3126,152.527525,59.581875,154.59765,6.23930559028684,3.4180852082455,0.93723620981496,0.878255280733541,-0.0935154015577079,-0.187287748842291,"HNSC"
"ZNF549",0.674597130597338,94.2687798657718,92.0238357466063,3.49056154399164,4.04417068875667,47.7098,46.8578,127.683575,128.3233,94.3184659090909,93.3680369230769,82.66355,87.28855,60.8538,126.96195,47.340075,127.7553,6.65875603085324,2.63582850805034,0.989923192909753,1.05594969003872,-0.0146115025303455,0.0785411001692077,"HNSC"
"ZNF211",0.778766433828616,164.251848322148,166.177860633484,4.34119587444454,5.38985485794165,113.96605,108.9669,204.323125,204.2528,152.716022727273,164.989179038462,149.51195,153.27945,115.06135,178.827,112.7532,204.33175,7.29684612098897,3.37973878138128,1.08036587184507,1.02519865468947,0.111519971748169,0.0359034905758219,"HNSC"
"ZNF205",0.105954111329237,372.524987583893,340.372901357466,13.6205733173873,13.9330848087031,245.787025,241.2111,407.26335,381.6427,284.186747727273,359.0727575,258.5792,307.154,232.1586,315.761675,243.589,398.197125,16.2936656784148,9.8161618031464,1.26350985882211,1.18785269658194,0.337436921281716,0.248355941284361,"HNSC"
"ZNF45",0.433759558970905,210.594533892617,203.104674208145,5.10740405395502,8.70961777723651,152.3102,151.6135,250.39695,233.7605,190.157031818182,207.334619230769,193.88415,195.0109,155.741875,227.45565,151.787325,241.160075,7.30887246877722,4.71720743186201,1.09033369551651,1.00581146009099,0.124769737928935,0.00835989651128495,"HNSC"
"ZNF133",0.0772459725909616,403.22235,374.592241628959,10.540067897766,12.2733697871956,272.11005,248.3118,480.696925,450.431,270.862347727273,391.07194,259.6112,353.8567,224.721625,300.2678,262.4427,471.625875,10.0752322029403,7.99732378174044,1.44380325756374,1.36302555513784,0.529874164195182,0.446812611244374,"HNSC"
"ZNF436",0.367709621453864,757.308947315436,733.670964253394,17.9129411067365,18.5327939031362,540.8351,533.8875,943.013,906.8223,814.266284090909,746.716577115385,827.0278,717.3822,576.0617,1034.6425,535.934925,929.02225,54.3749957552003,12.9478161650809,0.91704223999531,0.867422110840772,-0.124939907382987,-0.205193876503307,"HNSC"
"ZNF484",0.0149959262350426,84.3806291946309,94.0064760180995,2.47027101361534,3.14332749324971,56.63505,62.9841,107.504325,114.0905,51.2951454545455,88.3934838461538,50.63495,80.4634,37.798675,61.615925,58.745025,111.139,3.11948018144797,1.95759596900424,1.72323293096971,1.58908816933758,0.785117725150709,0.668199173734377,"HNSC"
"ZNF780B",0.00928994440955333,159.796089597315,139.885455656109,5.41239139893709,5.01387243914401,103.279175,91.0756,192.290725,180.1147,159.89025,151.403623076923,148.3908,129.83515,123.189075,196.82725,98.0068,185.85145,8.91079578625616,3.78543072921063,0.946922173659264,0.874954175056675,-0.0786822376095068,-0.192720635827787,"HNSC"
"ZNF557",0.000473702553826283,159.514746308725,140.176512669683,3.53597797577051,4.24489282768587,118.770925,101.3858,191.21745,165.3403,151.190952272727,151.3886075,152.8604,139.57125,122.458075,175.48625,110.73935,178.682425,6.38469819898228,2.74484335928074,1.00130732179606,0.913063487992966,0.00188483489741668,-0.131212916355696,"HNSC"
"ZNF337",0.0330245267325187,367.948788255034,332.911221719457,11.2353526202657,11.5220871052632,239.447525,218.9802,439.44235,408.9484,264.578918181818,353.212499423077,253.2307,316.77105,205.022225,309.835075,229.205,432.079975,10.8360611902416,8.11944931711064,1.3349986531442,1.25091882619287,0.416838286404842,0.32298817411717,"HNSC"
"ZNF317",0.0300574570277636,791.473765771812,727.785874208145,23.0090605843939,13.8873129503559,628.140175,603.4286,868.599,835.9878,645.866459090909,764.044533269231,666.80885,727.6174,617.34375,710.44035,611.75405,849.2585,16.2786352628162,14.5040395013779,1.18297602006561,1.09119337573279,0.242420829313316,0.125906791385958,"HNSC"
"ZNF426",0.0691970194991474,169.577540604027,146.642441628959,8.93117508747712,8.29805850873937,77.266975,77.0686,210.103175,177.4264,335.023988636364,159.5786725,261.13065,131.0523,178.05815,387.027125,76.706025,196.6638,36.4880171997655,6.23420886750218,0.476320137998259,0.501864871090391,-1.06999655022478,-0.994629129219053,"HNSC"
"ZNF331",0.347230022197036,208.304002348993,195.348956561086,8.91814886393436,10.5385644816582,88.155975,83.7542,286.7388,259.9313,381.668879545455,202.807558461538,260.1979,170.661,183.73425,468.880875,84.53015,272.03605,52.3858752607669,6.79485908859976,0.531370434768144,0.655889228929211,-0.91221013578302,-0.608475911703379,"HNSC"
"ZNF227",0.681250508369634,214.346105369128,210.541314027149,5.30271909155774,8.02844384777047,150.0584,148.6052,259.44275,237.4471,175.286279545455,212.744083846154,179.22905,193.92605,142.59005,212.189325,149.43005,251.668225,7.6450788451229,4.56514900909038,1.21369501593527,1.08200121576274,0.279405938664587,0.113702120212679,"HNSC"
"ZNF141",0.00145496088265917,43.7681785234899,37.1385,1.48909739313726,1.32380272635464,25.346675,24.6622,55.146025,45.7166,36.1644545454545,40.9327596153846,35.0804,36.4408,28.54075,45.127725,24.883125,51.2281,1.90939348553545,1.03136872915815,1.13185060109055,1.03877948940149,0.178683541835797,0.0548894335389631,"HNSC"
"ZNF304",0.594257882692543,260.764576174497,265.95929321267,6.45031960034506,7.24068561253091,187.55315,199.6599,326.61565,314.7469,268.747963636364,262.859564423077,264.9392,264.3629,222.7308,329.640475,194.506025,318.845425,10.9769259815251,4.80792403176186,0.978089511326478,0.997824783950431,-0.0319615932706667,-0.00314159146773615,"HNSC"
"ZNF132",0.00808308448711481,42.1086791946309,35.3009208144796,1.8515744522581,1.61393748137166,21.81805,20.5498,52.257325,44.1527,87.395875,39.2244692307692,87.39715,31.14015,55.73745,111.24535,21.0196,47.502375,6.25824741982443,1.27105315209125,0.448813736698319,0.356306241107405,-1.15581126215977,-1.48881034075703,"HNSC"
"ZNF20",0.000214671764910745,85.6154852348993,74.2545647058824,1.98746830092105,2.31162331071215,63.1866,53.9438,103.123425,91.8976,98.6546363636364,80.8156157692308,96.2369,78.39365,64.1678,115.1669,58.7779,99.560125,6.92910548428189,1.5232155899657,0.819177068083736,0.814590349439768,-0.28775276556622,-0.295853372244857,"HNSC"
"ZNF670",0.1626645346073,64.4827265100671,60.2808669683258,2.09567219605785,2.04742701524198,42.057375,41.9446,75.667925,72.4812,46.4290613636364,62.6298144230769,43.3508,56.5807,36.245525,54.86045,41.935775,74.592575,2.03849791442534,1.48588058509998,1.3489356145401,1.30518237264364,0.431821489279155,0.384251408117552,"HNSC"
"ZFP37",0.476392783521916,55.3930755033557,58.0033443438914,2.27961825007494,2.93994374482387,27.3411,31.941,77.0673,71.0927,41.2551454545455,56.4788698076923,37.8143,47.4626,24.501275,54.110225,29.191825,73.71625,3.04012736906394,1.80698855040812,1.36901395414834,1.25514950693256,0.453137151839066,0.3278592208004,"HNSC"
"ZNF189",0.537017390504633,335.206760402685,327.569557013575,8.11853021318752,9.28752616232914,249.205525,238.1481,401.081925,395.3488,314.321527272727,331.642215576923,297.8944,308.1821,245.14445,357.3938,242.87345,396.440075,16.7956877306945,6.10572755095325,1.05510500173018,1.03453472102866,0.0773865799157891,0.048982065705667,"HNSC"
"ZNF434",0.359095547588117,309.698131543624,302.467141628959,5.22134272599167,5.84029472341332,249.1053,246.7967,353.91735,346.9902,237.705736363636,306.572150769231,242.97305,305.3316,205.641425,274.22545,247.842,353.4085,7.76214095356381,3.88744947755071,1.2897128839173,1.25664801096253,0.367049928398749,0.329580605246297,"HNSC"
"ZNF287",0.0775161060148211,70.6901,62.794449321267,2.89077948931517,3.41677853503173,35.6503,25.495,94.806525,85.5319,91.4119,67.3762669230769,83.4076,58.7037,63.249975,121.12825,28.410525,92.248575,5.62857627848247,2.20801811601696,0.737062318178234,0.703817158148658,-0.440141491407134,-0.506727409338798,"HNSC"
"ZIM3",0.0424724204619717,0.370569463087248,0.18672443438914,0.0695383465371575,0.047139476179533,0,0,0,0,0.0841363636363636,0.291722692307692,0,0,0,0,0,0,0.0505249585709194,0.0447475386154321,3.46726052445664,NA,1.79379624243074,NA,"HNSC"
"ZFP14",0.00252335144819293,86.2044751677852,70.0710814479638,3.8541887812409,3.32836020233838,39.356175,35.0697,114.193275,91.9134,94.5946863636364,79.3372496153846,93.58875,64.66,68.706225,120.913175,37.955875,105.23155,6.21935785381256,2.6438029084725,0.838707253707678,0.690895006077119,-0.253760761366472,-0.533461611076862,"HNSC"
"ZNF473",0.00158484549036875,286.719973825503,253.462263348416,7.29867055173883,7.14357976369361,199.70225,182.5568,352.141375,287.6188,196.968102272727,272.674001538462,190.5874,246.3316,176.5134,220.2932,193.39695,326.35685,5.37853463721051,5.21504853655077,1.38435613884785,1.29248628188432,0.469215137811377,0.370148968228807,"HNSC"
"ZNF614",0.777447140441445,158.91895704698,162.084763348416,6.60097229597948,9.47528287231956,69.446,72.104,218.241225,205.9308,184.519354545455,160.249154230769,179.05105,136.47735,151.41895,223.074025,70.4553,213.94335,8.22229518744663,5.51987085106606,0.868467996896734,0.76222591266569,-0.203455408380089,-0.391709439979443,"HNSC"
"POGK",0.0464524710292641,1313.04295872483,1442.92823484163,25.8419137727667,67.0651846473896,1015.254525,1057.0204,1504.87685,1606.199,1149.84674772727,1367.4943575,1204.6215,1267.32235,987.875925,1371.526675,1038.93645,1546.803525,43.8379106365568,32.2173119474836,1.18928401563332,1.05205024980876,0.25009328952882,0.0732036147238977,"HNSC"
"ZNF514",0.0550246010254974,139.199383221477,125.658457013575,4.75813637648886,5.06845774227156,85.5582,73.0892,166.545875,154.3385,140.336781818182,133.507433846154,136.76595,114.12355,106.82425,153.832725,80.77015,161.25665,8.77800142312229,3.48487683891736,0.951336008396744,0.834444172690644,-0.0719731091850298,-0.261112563545817,"HNSC"
"ZNF300",0.0019600459054242,108.142390604027,83.8995746606335,5.49738176953862,5.18302011051214,40.90695,32.0096,151.062275,116.0285,70.7438704545455,97.8267646153846,71.16735,72.1991,49.437525,87.52285,37.450425,130.759125,4.23836974402511,3.87645627059382,1.38283025775697,1.01449751887628,0.46762407671869,0.0207653367463609,"HNSC"
"RBAK",0.716224762413483,548.049078187919,555.180546606335,12.4109875502384,15.4391686632938,398.49085,399.5749,655.050225,671.9051,435.896272727273,550.576833653846,433.90855,515.74585,349.1781,524.02835,398.276625,655.6242,19.132679313919,9.68195549884969,1.26309140064229,1.18860494913041,0.336959040140722,0.249269293188094,"HNSC"
"ZNF92",0.299687954401359,158.992059060403,151.777607692308,4.90334622385284,4.62572889291126,102.696575,104.9487,194.299425,186.5285,140.964202272727,155.783703269231,131.58275,139.9323,95.10595,160.10125,102.988625,189.89205,11.8179148031615,3.43258092276067,1.10512953471571,1.06345474615784,0.144215481054983,0.0887586427177101,"HNSC"
"ZNF157",0.00582431592185328,2.64628523489933,1.541692760181,0.310193938520554,0.198899607305468,0,0,2.4433,1.7184,2.74001590909091,2.17648480769231,1.97775,0.65465,1.263575,3.365,0,1.999975,0.34661219405113,0.198131560697462,0.794332908970017,0.331007457969915,-0.332184319936173,-1.59506437194853,"HNSC"
"ZNF182",0.0243789522869753,117.969953355705,104.992624886878,4.3778118340206,3.11332204640062,74.770375,75.5592,139.98055,124.2751,87.8945159090909,112.4552575,81.13915,105.435,66.748525,105.6762,74.814925,133.92615,4.82809613218688,2.8479226792097,1.27943428935102,1.29943436676376,0.355506053698732,0.377883766449039,"HNSC"
"ZNF673",0.318913570498652,159.014822818792,146.529640723982,10.215694911061,4.62048986914548,106.552275,100.2323,178.54085,174.796,131.318497727273,153.746493846154,127.2669,136.259,104.2283,155.401725,103.8073,177.007275,5.87964934649174,6.17626593969827,1.17079083683595,1.07065544929593,0.227483359688255,0.0984942769442405,"HNSC"
"ZNF41",0.0304966812247336,194.587568456376,166.629656561086,10.5957125716145,4.43887321440122,123.0163,118.9456,231.445775,206.264,240.369477272727,182.485308461538,237.3783,167.229,206.43445,269.621875,121.149775,220.689075,12.3336558035479,6.3854753200856,0.759186692636884,0.704483097233403,-0.397473390509153,-0.505363002731566,"HNSC"
"ZNF7",0.662729792904997,476.329838255034,482.907407692308,9.96939634276345,11.2076770764808,354.4774,359.6513,558.410225,562.9854,321.926768181818,479.318810769231,328.66855,453.69545,283.009,351.970775,356.407475,563.2228,8.27961584960034,7.43501268876744,1.48890635431261,1.38040420965133,0.574253017575231,0.465090778504904,"HNSC"
"ZNF214",0.00177340063160336,17.4966667785235,12.0213484162896,1.33005006125388,0.936443392199088,2.827,2.1439,22.411525,16.8165,22.9579954545455,15.1715611538462,14.9582,8.06925,10.102975,27.567625,2.62195,19.465025,3.6871109380735,0.867332347884054,0.66083997550589,0.539453276463746,-0.597627134038434,-0.890430085559892,"HNSC"
"ZNF215",0.980788355020142,36.6155382550336,36.698949321267,2.19572699759574,2.7198156963974,8.19335,5.7608,56.2485,48.8289,24.6745840909091,36.7227821153846,25.5546,23.98985,12.786375,32.515875,7.135175,52.53665,2.01036740907761,1.70848392374004,1.48828373277078,0.938768362643125,0.573649594214565,-0.0911588723562412,"HNSC"
"ZNF547",0.000661752228809265,37.8854348993289,31.9118343891403,1.20448635998623,1.20900283210836,23.261475,18.5659,47.653975,40.4974,33.9504545454545,35.3847326923077,32.5451,31.5094,23.41355,44.2327,21.7034,44.112625,1.95757743347735,0.870478708177184,1.04224621337346,0.968176468961533,0.0596961306425761,-0.0466580642343953,"HNSC"
"ZNF773",0.864049840492677,86.5001989932886,87.1720895927602,2.5624215745567,2.96725240861239,57.405325,61.0398,113.254275,107.6589,88.0528,86.9073786538462,84.72795,83.0761,67.73675,103.8682,58.714325,111.16065,4.70838476139001,1.93761391408108,0.986991653347152,0.980504072150925,-0.018890210535565,-0.0284044727720835,"HNSC"
"ZNF776",0.514461857858435,259.964493624161,253.551914932127,6.60275758403885,7.14279769232396,187.44025,188.0541,320.453125,310.0116,281.068556818182,257.086276346154,268.1375,245.95515,216.686075,335.579025,186.758775,317.632375,16.9253684842657,4.85074922244753,0.914674623360515,0.917272481469395,-0.128669469247426,-0.124577735907474,"HNSC"
"ZNF256",0.182632105806468,77.9746751677852,71.3791936651584,3.21351085793433,3.7631564601699,34.502675,27.5281,106.657,100.4511,82.4712318181818,75.2669542307692,80.4872,65.8158,64.4164,98.499475,31.830425,104.21175,4.31770606409559,2.44303351094891,0.912644962023905,0.817717599817114,-0.131874364080954,-0.290325402926255,"HNSC"
"ZNF599",0.129401877874974,62.9044882550336,58.5314104072398,1.91184240232963,2.12871091242228,41.607475,36.5525,76.21615,72.0794,57.6685818181818,61.1133865384615,51.77175,54.02555,40.05745,66.649875,39.112625,74.82495,3.49688975957738,1.42445725759113,1.05973451421331,1.04353339417733,0.0837028845992895,0.0614767690105872,"HNSC"
"ZNF18",0.0240917289396364,219.813681543624,201.659808597285,5.88197962399966,4.88927279248763,158.083525,152.852,257.0102,235.8974,178.873202272727,212.276398846154,181.93715,195.80615,138.084425,204.8037,156.0652,248.57085,7.63946032976117,3.98057075728808,1.18674231885499,1.0762296210532,0.247006712008189,0.10598591972773,"HNSC"
"ZKSCAN2",0.212559633721589,130.73813590604,123.444123529412,4.28145607415116,3.56585544104154,91.4817,88.1948,159.200775,149.1765,130.742356818182,127.608369807692,116.72995,117.5705,83.662425,152.63965,90.262125,155.397575,9.50474803141688,2.88579825998593,0.976029290837645,1.00720080836152,-0.0350036508777606,0.0103513460515076,"HNSC"
"ZNF689",0.644147879369546,129.977960402685,127.358195022624,4.02284523460599,3.72745106226898,83.66275,87.2174,167.9753,163.1903,125.376470454545,128.754441153846,121.62385,125.5432,81.89725,151.5031,84.8291,165.10785,8.84277686505931,2.79734992116449,1.02694262078885,1.03222517622983,0.0383555750193243,0.0457577238560585,"HNSC"
"ZNF19",0.91380984307171,29.215044966443,29.3454963800905,0.693707586730683,1.04028770706953,20.08715,18.523,37.0477,36.41,33.4518568181818,29.2957423076923,22.37405,27.45815,15.959925,38.815375,19.45845,36.94615,3.87269222880989,0.594491722381543,0.875758331351264,1.22723199420758,-0.191395287004781,0.295407999820277,"HNSC"
"ZNF230",0.187265478378331,76.4357483221476,71.3178669683258,2.22105850445447,3.36000269155537,50.527475,49.6418,93.801875,82.1028,63.9157545454545,74.3163044230769,64.0933,64.8893,49.56045,75.059775,49.888775,89.37595,3.08763807149477,1.91508695315251,1.16272278957805,1.01241939485094,0.217507177832727,0.0178070504388126,"HNSC"
"ZNF222",0.761264898115293,43.9177859060403,43.1685113122172,1.2268476481418,2.33624719143015,26.68505,27.3871,56.9668,52.5624,39.2053772727273,43.6585176923077,36.51635,39.38015,25.08715,49.4199,26.972375,55.147375,2.32242458091466,1.21685586190531,1.11358493985666,1.07842514380545,0.155211605396774,0.108926038891815,"HNSC"
"ZNF221",0.71556999577691,10.5494805369128,10.2738479638009,0.453636977325101,0.629774481328198,5.2836,4.8829,13.781975,13.1159,10.7736295454545,10.4298253846154,10.9418,8.7657,6.86235,13.292325,5.192525,13.52425,0.773516264068052,0.37279988429159,0.968088362479085,0.801120473779451,-0.0467893590689877,-0.319908881148715,"HNSC"
