"gene","p-adj-[Unknown]-[Not Evaluated]","p-adj-Negative-[Not Evaluated]","p-adj-Negative-[Unknown]","p-adj-Positive-[Not Evaluated]","p-adj-Positive-[Unknown]","p-adj-Positive-Negative","mean-[Not Evaluated]","mean-[Unknown]","mean-Negative","mean-Positive","SEM-[Not Evaluated]","SEM-[Unknown]","SEM-Negative","SEM-Positive","Q1-[Not Evaluated]","Q1-[Unknown]","Q1-Negative","Q1-Positive","Q3-[Not Evaluated]","Q3-[Unknown]","Q3-Negative","Q3-Positive","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF684",0.976309504172854,0.110529359231268,0.955591576236007,2.68658896240836e-08,0.00536354644787518,1.28911326058301e-11,39.2302963636364,36.548025,33.1423111111111,59.6386157894737,1.65994336919486,5.68179757438958,1.68920865593005,3.88910049885294,28.568075,24.6635,23.437825,44.301475,46.727475,48.717725,41.4361,71.625075,33.3108295454545,37.9179798076923,32.8615,34.0129,23.89235,41.305775,25.90385,44.510225,1.88290788609305,0.890799660912107,1.13830788140389,1.03503796235717,0.186890820298246,0.0496836827971018,"HNSC"
"ZNF430",0.998874329501004,0.000126284506751007,0.227032099548592,0.999643656235096,0.997702675559104,0.00884512705878626,96.7063181818182,93.137075,140.455061111111,97.9544815789474,5.92923718768135,31.4998500533265,7.2893253713275,13.1146897619671,47.536,31.91005,95.636225,30.731875,128.95115,121.86455,176.688025,154.672475,169.131693181818,119.383315961538,169.96145,113.40585,113.996225,211.699375,75.695225,157.228625,11.5432952115282,3.20429893398487,0.705860112410749,0.667244542806619,-0.502545796841145,-0.583712493842749,"HNSC"
"ZFP30",0.991767638347076,0.197278861707695,0.696916225273018,0.00215279583029448,0.185713558882833,0.23746214414656,100.310623636364,91.6934625,124.990698611111,156.011865789474,5.74576931416205,22.9192203215596,12.1449178966444,15.3163561157964,53.697625,44.996825,79.90605,74.111575,137.23765,115.5177,154.143575,223.52155,121.582865909091,113.951864423077,118.24825,103.85215,87.3126,152.527525,59.581875,154.59765,6.23930559028684,3.4180852082455,0.93723620981496,0.878255280733541,-0.0935154015577079,-0.187287748842291,"HNSC"
"ZNF549",0.916316379994266,0.430874951816881,0.594408846328435,0.905687942276291,0.992153676612065,0.285680918091655,93.1326290909091,78.2244625,107.560716666667,85.1223184210526,5.32508527979974,16.3282248881887,7.68080229467563,12.7585661958387,50.547375,56.457775,57.319225,28.082275,125.3201,104.0239,153.484025,109.4925,94.3184659090909,93.3680369230769,82.66355,87.28855,60.8538,126.96195,47.340075,127.7553,6.65875603085324,2.63582850805034,0.989923192909753,1.05594969003872,-0.0146115025303455,0.0785411001692077,"HNSC"
"ZNF211",0.873277919726038,0.33483979333831,0.999923173163074,0.63128059972101,0.999105222073664,0.99873983018556,181.965991818182,159.3927125,161.20475,163.688002631579,7.76413641176794,31.8292745823571,9.54284584515693,12.9977892821918,123.775125,103.2716,113.700225,108.229825,225.16235,197.01435,189.5861,224.353,152.716022727273,164.989179038462,149.51195,153.27945,115.06135,178.827,112.7532,204.33175,7.29684612098897,3.37973878138128,1.08036587184507,1.02519865468947,0.111519971748169,0.0359034905758219,"HNSC"
"ZNF205",0.718094055435286,0.000520496792519753,0.0417274178866951,0.987772669551986,0.65866243081341,0.0365031918879635,441.697482727273,537.5664875,291.460490277778,426.351752631579,27.1975647559112,170.62825649615,14.0557101507002,40.6642546636481,294.4468,251.5207,211.96255,253.885,462.055,601.15695,352.58465,495.692925,284.186747727273,359.0727575,258.5792,307.154,232.1586,315.761675,243.589,398.197125,16.2936656784148,9.8161618031464,1.26350985882211,1.18785269658194,0.337436921281716,0.248355941284361,"HNSC"
"ZNF45",0.993307503178585,0.120479438678497,0.648724551019152,0.00026730901702865,0.11012540558478,0.120699596524843,175.927765454545,163.3778625,219.125465277778,276.242239473684,5.94464498051364,24.7223393797343,22.9708199686328,19.4047666882074,135.45265,122.01125,158.0211,205.233425,211.407975,201.9459,233.597275,327.55305,190.157031818182,207.334619230769,193.88415,195.0109,155.741875,227.45565,151.787325,241.160075,7.30887246877722,4.71720743186201,1.09033369551651,1.00581146009099,0.124769737928935,0.00835989651128495,"HNSC"
"ZNF133",0.906970482616852,6.05305888123908e-06,0.511355454616784,0.332364785216834,0.997839645997328,0.121897758128008,484.624129090909,440.101525,347.080230555556,427.293831578947,17.4792034686881,54.425832997798,18.7498441275045,34.470224333593,364.91765,308.058025,252.429075,293.750225,578.59345,510.612275,394.089475,500.151775,270.862347727273,391.07194,259.6112,353.8567,224.721625,300.2678,262.4427,471.625875,10.0752322029403,7.99732378174044,1.44380325756374,1.36302555513784,0.529874164195182,0.446812611244374,"HNSC"
"ZNF436",0.764962066309099,0.00282250799694717,0.0815776317871875,0.0522635576875751,0.137830670575654,0.994133586950168,629.885288181818,526.78435,784.717234722222,769.890510526316,24.6095892969172,89.3615880743451,33.9790453861018,60.4958657904594,428.093475,358.967925,592.18055,512.769675,790.468875,689.102325,972.0565,1015.8463,814.266284090909,746.716577115385,827.0278,717.3822,576.0617,1034.6425,535.934925,929.02225,54.3749957552003,12.9478161650809,0.91704223999531,0.867422110840772,-0.124939907382987,-0.205193876503307,"HNSC"
"ZNF484",0.923671616045939,0.000304625338730546,0.712682507330014,0.732752738092637,0.999724420389962,0.140005713992697,70.5916772727273,78.6516625,92.5766236111111,77.3993842105263,3.09087905695802,14.6819651938543,4.19709243634161,6.55178595917184,50.34585,59.256725,68.219325,44.9243,90.038375,94.336,112.1967,110.535025,51.2951454545455,88.3934838461538,50.63495,80.4634,37.798675,61.615925,58.745025,111.139,3.11948018144797,1.95759596900424,1.72323293096971,1.58908816933758,0.785117725150709,0.668199173734377,"HNSC"
"ZNF780B",0.999106995200563,0.95397382209023,0.985829153493169,2.43272084388124e-06,0.0422504692015495,6.30169528339497e-05,137.870719090909,133.3487,145.061425,227.291678947368,6.68054598188795,30.1780486593792,11.6524116302918,20.2502142277048,93.51875,88.23465,101.178025,162.609125,166.8253,161.755625,177.2964,267.71865,159.89025,151.403623076923,148.3908,129.83515,123.189075,196.82725,98.0068,185.85145,8.91079578625616,3.78543072921063,0.946922173659264,0.874954175056675,-0.0786822376095068,-0.192720635827787,"HNSC"
"ZNF557",0.280479543174191,0.968056351135499,0.395955842467299,2.41789061716791e-06,0.000214382690008064,2.14748473414961e-06,145.313517272727,109.7278,141.547763888889,198.626721052632,4.52953279767175,13.1890408258551,5.90908283875917,12.6629637991802,112.4631,79.295275,104.53225,139.2575,164.77035,132.904325,165.8163,246.26065,151.190952272727,151.3886075,152.8604,139.57125,122.458075,175.48625,110.73935,178.682425,6.38469819898228,2.74484335928074,1.00130732179606,0.913063487992966,0.00188483489741668,-0.131212916355696,"HNSC"
"ZNF337",0.281516405747706,7.33217302233413e-05,0.999920720703072,0.565298552570687,0.0984619927874033,4.23125628946641e-05,435.427840909091,311.0709875,306.797351388889,481.794471052632,17.2666152313059,42.4213779950731,16.3849813270163,46.4048789025372,310.314925,224.4314,203.76615,332.75095,519.613375,383.91785,394.39415,506.41205,264.578918181818,353.212499423077,253.2307,316.77105,205.022225,309.835075,229.205,432.079975,10.8360611902416,8.11944931711064,1.3349986531442,1.25091882619287,0.416838286404842,0.32298817411717,"HNSC"
"ZNF317",0.494085263909611,0.0702374311018666,0.0831019704701247,8.71042611849671e-06,0.00142065212775377,0.0291170845520567,673.575691818182,557.8154,756.937383333333,882.27372631579,17.5852747266146,38.3683258568649,26.870998924332,51.7817765806429,559.593225,513.951625,607.663675,727.912025,759.637825,643.10605,838.019975,1018.269725,645.866459090909,764.044533269231,666.80885,727.6174,617.34375,710.44035,611.75405,849.2585,16.2786352628162,14.5040395013779,1.18297602006561,1.09119337573279,0.242420829313316,0.125906791385958,"HNSC"
"ZNF426",0.976991789485899,0.0917350927986119,0.5298101289127,0.286279355696362,0.964263603006702,0.00384841462372687,143.713361818182,125.0292875,188.097740277778,101.870639473684,12.124697159425,28.4113829236027,16.9486226243874,12.6385467985174,60.2276,79.09345,108.7639,37.835875,176.544725,173.25545,249.9905,177.066825,335.023988636364,159.5786725,261.13065,131.0523,178.05815,387.027125,76.706025,196.6638,36.4880171997655,6.23420886750218,0.476320137998259,0.501864871090391,-1.06999655022478,-0.994629129219053,"HNSC"
"ZNF331",0.998705073567959,0.437377939015123,0.871280761045133,7.67470744990062e-05,0.100810411049147,0.0136808969738852,188.285804545455,179.4804,223.950005555556,319.595831578947,15.194205924947,46.2758432237521,18.3727830784274,24.9405352509453,69.743375,73.046675,111.93345,232.130725,255.70415,292.8497,290.0868,384.33935,381.668879545455,202.807558461538,260.1979,170.661,183.73425,468.880875,84.53015,272.03605,52.3858752607669,6.79485908859976,0.531370434768144,0.655889228929211,-0.91221013578302,-0.608475911703379,"HNSC"
"ZNF227",0.980753493661555,0.539787511844789,0.793567624211821,0.000549425976154372,0.104969811831706,0.0354452393392111,196.865446363636,179.304925,222.218479166667,290.340415789474,7.59028464096496,24.9742774739027,21.227561999337,18.3038283998241,143.57475,140.769125,148.396375,222.02305,247.84475,204.9205,233.664775,346.25025,175.286279545455,212.744083846154,179.22905,193.92605,142.59005,212.189325,149.43005,251.668225,7.6450788451229,4.56514900909038,1.21369501593527,1.08200121576274,0.279405938664587,0.113702120212679,"HNSC"
"ZNF141",0.913380475975644,0.573988842616477,0.648394157119336,0,6.11389263960316e-06,5.40845146446145e-12,35.5221154545455,30.1479125,39.8776763888889,73.8841736842105,1.78842012081075,8.25318842702273,2.25388696433403,5.59473515221696,23.4393,19.312175,27.105725,44.97475,44.061775,36.23555,52.728475,99.04455,36.1644545454545,40.9327596153846,35.0804,36.4408,28.54075,45.127725,24.883125,51.2281,1.90939348553545,1.03136872915815,1.13185060109055,1.03877948940149,0.178683541835797,0.0548894335389631,"HNSC"
"ZNF304",0.981973540171452,0.0624453221460655,0.509515045721139,0.937739158744306,0.999865528666863,0.0733187433155145,231.834598181818,217.2475375,272.106690277778,220.224071052632,9.1308045179266,47.9259814280683,11.311730059463,23.0157439980758,169.42805,147.2979,202.115225,89.112775,293.198375,254.861275,315.735475,310.90755,268.747963636364,262.859564423077,264.9392,264.3629,222.7308,329.640475,194.506025,318.845425,10.9769259815251,4.80792403176186,0.978089511326478,0.997824783950431,-0.0319615932706667,-0.00314159146773615,"HNSC"
"ZNF132",0.977089742975497,0.397670296740152,0.726597991706614,1.08308695345727e-09,0.00206887187136495,4.57626695260505e-06,32.5659718181818,28.0888375,39.7078277777778,70.3077710526316,2.19172205192994,7.21008647748658,2.95650446087871,8.28132722235632,18.463225,16.112325,23.14965,29.780575,39.1308,34.11425,52.24335,93.51955,87.395875,39.2244692307692,87.39715,31.14015,55.73745,111.24535,21.0196,47.502375,6.25824741982443,1.27105315209125,0.448813736698319,0.356306241107405,-1.15581126215977,-1.48881034075703,"HNSC"
"ZNF20",0.492538498131247,0.338014072851902,0.89462264763729,0.0286478263752772,0.0390420356135717,0.000755288154604683,85.4305672727273,66.5012875,76.1276416666667,104.670147368421,3.10311368807033,5.62861642639764,4.59626504465261,7.28279265999969,61.76255,52.260525,49.865275,85.372225,101.127025,82.002,94.63725,123.637725,98.6546363636364,80.8156157692308,96.2369,78.39365,64.1678,115.1669,58.7779,99.560125,6.92910548428189,1.5232155899657,0.819177068083736,0.814590349439768,-0.28775276556622,-0.295853372244857,"HNSC"
"ZNF670",0.416461606055482,0.99407147733125,0.496244926039988,0.944082388109149,0.316594951392332,0.889776043560833,64.5857363636364,45.0865375,63.2399152777778,68.2254052631579,3.66481999901776,8.66153107982436,3.43320849600671,5.52758804452713,42.90225,30.1182,44.75915,53.1306,71.333275,50.510975,73.552625,80.105925,46.4290613636364,62.6298144230769,43.3508,56.5807,36.245525,54.86045,41.935775,74.592575,2.03849791442534,1.48588058509998,1.3489356145401,1.30518237264364,0.431821489279155,0.384251408117552,"HNSC"
"ZFP37",0.455919370930895,0.990023505578042,0.549747995966465,0.000882267231835487,0.00727428172014855,0.000901054567796988,50.9452363636364,30.92195,49.2219430555556,77.8488447368421,3.74974324857713,7.73480407344897,3.41286773011757,7.42230470838258,22.123075,15.4046,29.967825,38.503875,69.077175,33.1556,64.726875,111.8429,41.2551454545455,56.4788698076923,37.8143,47.4626,24.501275,54.110225,29.191825,73.71625,3.04012736906394,1.80698855040812,1.36901395414834,1.25514950693256,0.453137151839066,0.3278592208004,"HNSC"
